Orthogroup	CCAP.longest_only	SLEB.longest_only
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC115621925|XP_030371629.1|SLEB
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC115621935|XP_030371642.1|SLEB
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC115621463|XP_030370980.1|SLEB
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC115620871|XP_030370204.1|SLEB
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC115625811|XP_030376856.1|SLEB
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC115620236|XP_030369241.1|SLEB
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC115631531|XP_030384162.1|SLEB
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC115620944|XP_030370320.1|SLEB
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC115621393|XP_030370895.1|SLEB
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC115621794|XP_030371427.1|SLEB
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC115621848|XP_030371520.1|SLEB
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC115625206|XP_030376035.1|SLEB
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC115625308|XP_030376187.1|SLEB
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC115620335|XP_030369392.1|SLEB
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC115621656|XP_030371221.1|SLEB
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC115621223|XP_030370669.1|SLEB
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC115629010|XP_030381160.1|SLEB
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC115621065|XP_030370450.1|SLEB
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC115629445|XP_030381762.1|SLEB
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC115621171|XP_030370594.1|SLEB
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC115621140|XP_030370557.1|SLEB
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC115621953|XP_030371660.1|SLEB
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC115621738|XP_030371328.1|SLEB
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC115620358|XP_030369422.1|SLEB
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC115621153|XP_030370571.1|SLEB
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC115620594|XP_030369764.1|SLEB
OG0004740	CCAP1982_LOCUS4001|CAD6995282.1|CCAP	LOC115621244|XP_030370695.1|SLEB
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC115621731|XP_030371321.1|SLEB
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC115628004|XP_030379771.1|SLEB
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC115620646|XP_030369854.1|SLEB
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC115631748|XP_030384444.1|SLEB
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC115624125|XP_030374580.1|SLEB
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC115625197|XP_030376024.1|SLEB
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC115625198|XP_030376025.1|SLEB
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC115625126|XP_030375900.1|SLEB
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC115620771|XP_030370037.1|SLEB
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC115620903|XP_030370251.1|SLEB
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC115621097|XP_030370494.1|SLEB
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC115621554|XP_030371083.1|SLEB
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC115621891|XP_030371579.1|SLEB
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC115621669|XP_030371240.1|SLEB
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC115620311|XP_030369357.1|SLEB
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC115620310|XP_030369356.1|SLEB
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC115621906|XP_030371596.1|SLEB
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC115623515|XP_030373755.1|SLEB
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC115621308|XP_030370780.1|SLEB
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC115629456|XP_030381781.1|SLEB
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC115631323|XP_030383902.1|SLEB
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC115620918|XP_030370275.1|SLEB
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC115621753|XP_030371347.1|SLEB
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC115625455|XP_030376363.1|SLEB
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC115625317|XP_030376198.1|SLEB
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC115621964|XP_030371672.1|SLEB
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC115621405|XP_030370908.1|SLEB
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC115625962|XP_030377064.1|SLEB
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC115623550|XP_030373801.1|SLEB
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC115620534|XP_030369664.1|SLEB
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC115620399|XP_030369473.1|SLEB
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC115622029|XP_030371748.1|SLEB
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC115622030|XP_030371749.1|SLEB
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC115621063|XP_030370448.1|SLEB
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC115624343|XP_030374858.1|SLEB
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC115628658|XP_030380686.1|SLEB
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC115625858|XP_030376927.1|SLEB
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC115620317|XP_030369369.1|SLEB
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC115628543|XP_030380564.1|SLEB
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC115621835|XP_030371504.1|SLEB
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC115621391|XP_030370891.1|SLEB
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC115621830|XP_030371498.1|SLEB
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC115621648|XP_030371209.1|SLEB
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC115625640|XP_030376629.1|SLEB, LOC115621711|XP_030371280.1|SLEB
OG0004787	CCAP1982_LOCUS2063|CAD6993246.1|CCAP	LOC115621972|XP_030371682.1|SLEB
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC115621682|XP_030371252.1|SLEB, LOC115625644|XP_030376630.1|SLEB
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC115621971|XP_030371681.1|SLEB
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC115625359|XP_030376254.1|SLEB
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC115621099|XP_030370497.1|SLEB
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC115622017|XP_030371733.1|SLEB
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC115621712|XP_030371281.1|SLEB
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC115625091|XP_030375850.1|SLEB
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC115620852|XP_030370156.1|SLEB
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC115621349|XP_030370831.1|SLEB
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC115625211|XP_030376041.1|SLEB
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC115621252|XP_030370706.1|SLEB
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC115620553|XP_030369699.1|SLEB
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC115620712|XP_030369947.1|SLEB
OG0004801	CCAP1982_LOCUS4250|CAD6995539.1|CCAP	LOC115623646|XP_030373952.1|SLEB
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC115622033|XP_030371759.1|SLEB
OG0004803	CCAP1982_LOCUS1910|CAD6993080.1|CCAP	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB
OG0004804	CCAP1982_LOCUS2450|CAD6993640.1|CCAP	LOC115625586|XP_030376556.1|SLEB
OG0004805	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP	LOC115625119|XP_030375888.1|SLEB
OG0004807	CCAP1982_LOCUS2585|CAD6993787.1|CCAP	LOC115628103|XP_030379944.1|SLEB
OG0004808	CCAP1982_LOCUS1742|CAD6992909.1|CCAP	LOC115625194|XP_030376020.1|SLEB
OG0004809	CCAP1982_LOCUS1427|CAD6992579.1|CCAP	LOC115620773|XP_030370041.1|SLEB
OG0004810	CCAP1982_LOCUS1425|CAD6992577.1|CCAP	LOC115621396|XP_030370897.1|SLEB
OG0004811	CCAP1982_LOCUS14036|CAD7005683.1|CCAP	LOC115633863|XP_030387215.1|SLEB
OG0004812	CCAP1982_LOCUS3782|CAD6995056.1|CCAP	LOC115625216|XP_030376047.1|SLEB
OG0004813	CCAP1982_LOCUS3445|CAD6994712.1|CCAP	LOC115621362|XP_030370846.1|SLEB
OG0004814	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP	LOC115620806|XP_030370090.1|SLEB
OG0004818	CCAP1982_LOCUS1589|CAD6992744.1|CCAP	LOC115620440|XP_030369527.1|SLEB
OG0004819	CCAP1982_LOCUS2225|CAD6993410.1|CCAP	LOC115620632|XP_030369822.1|SLEB
OG0004820	CCAP1982_LOCUS3104|CAD6994349.1|CCAP	LOC115625362|XP_030376259.1|SLEB
OG0004821	CCAP1982_LOCUS1361|CAD6992512.1|CCAP	LOC115621017|XP_030370397.1|SLEB
OG0004822	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP	LOC115621912|XP_030371606.1|SLEB
OG0004823	CCAP1982_LOCUS1299|CAD6992437.1|CCAP	LOC115620741|XP_030369988.1|SLEB
OG0004824	CCAP1982_LOCUS1298|CAD6992436.1|CCAP	LOC115620743|XP_030369996.1|SLEB
OG0004825	CCAP1982_LOCUS10241|CAD7001751.1|CCAP	LOC115628015|XP_030379804.1|SLEB
OG0004826	CCAP1982_LOCUS1194|CAD6992329.1|CCAP	LOC115625581|XP_030376546.1|SLEB
OG0004827	CCAP1982_LOCUS3459|CAD6994726.1|CCAP	LOC115621174|XP_030370598.1|SLEB
OG0004828	CCAP1982_LOCUS3272|CAD6994528.1|CCAP	LOC115621798|XP_030371436.1|SLEB
OG0004829	CCAP1982_LOCUS2558|CAD6993759.1|CCAP	LOC115620486|XP_030369579.1|SLEB
OG0004830	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP	LOC115622047|XP_030371779.1|SLEB
OG0004831	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP	LOC115632103|XP_030384945.1|SLEB
OG0004832	CCAP1982_LOCUS2930|CAD6994165.1|CCAP	LOC115620790|XP_030370070.1|SLEB
OG0004833	CCAP1982_LOCUS18|CAD6991069.1|CCAP	LOC115625041|XP_030375749.1|SLEB
OG0004834	CCAP1982_LOCUS1821|CAD6992990.1|CCAP	LOC115620947|XP_030370322.1|SLEB
OG0004835	CCAP1982_LOCUS1817|CAD6992986.1|CCAP	LOC115621052|XP_030370432.1|SLEB
OG0004836	CCAP1982_LOCUS4022|CAD6995303.1|CCAP	LOC115620950|XP_030370325.1|SLEB
OG0004838	CCAP1982_LOCUS3502|CAD6994771.1|CCAP	LOC115628780|XP_030380853.1|SLEB
OG0004839	CCAP1982_LOCUS3499|CAD6994768.1|CCAP	LOC115628776|XP_030380847.1|SLEB
OG0004840	CCAP1982_LOCUS5057|CAD6996378.1|CCAP	LOC115625097|XP_030375855.1|SLEB
OG0004842	CCAP1982_LOCUS23403|CAD7015463.1|CCAP	LOC115621146|XP_030370562.1|SLEB
OG0004843	CCAP1982_LOCUS2087|CAD6993271.1|CCAP	LOC115620601|XP_030369774.1|SLEB
OG0004844	CCAP1982_LOCUS227|CAD6991298.1|CCAP	LOC115626766|XP_030378083.1|SLEB
OG0004845	CCAP1982_LOCUS226|CAD6991297.1|CCAP	LOC115623358|XP_030373503.1|SLEB
OG0004846	CCAP1982_LOCUS8381|CAD6999871.1|CCAP	LOC115623229|XP_030373337.1|SLEB
OG0004847	CCAP1982_LOCUS8382|CAD6999872.1|CCAP	LOC115631988|XP_030384774.1|SLEB
OG0004850	CCAP1982_LOCUS3565|CAD6994834.1|CCAP	LOC115629444|XP_030381757.1|SLEB
OG0004851	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP	LOC115629450|XP_030381774.1|SLEB
OG0004852	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP	LOC115623605|XP_030373880.1|SLEB
OG0004853	CCAP1982_LOCUS22308|CAD7014308.1|CCAP	LOC115629423|XP_030381742.1|SLEB
OG0004854	CCAP1982_LOCUS11578|CAD7003116.1|CCAP	LOC115633142|XP_030386409.1|SLEB
OG0004855	CCAP1982_LOCUS11428|CAD7002964.1|CCAP	LOC115632767|XP_030385876.1|SLEB
OG0004856	CCAP1982_LOCUS10937|CAD7002448.1|CCAP	LOC115633150|XP_030386420.1|SLEB
OG0004857	CCAP1982_LOCUS11116|CAD7002632.1|CCAP	LOC115632979|XP_030386150.1|SLEB
OG0004858	CCAP1982_LOCUS10955|CAD7002466.1|CCAP	LOC115632096|XP_030384938.1|SLEB
OG0004859	CCAP1982_LOCUS10958|CAD7002469.1|CCAP	LOC115632392|XP_030385382.1|SLEB
OG0004860	CCAP1982_LOCUS11066|CAD7002579.1|CCAP	LOC115632123|XP_030384987.1|SLEB
OG0004861	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP	LOC115622892|XP_030372854.1|SLEB
OG0004862	CCAP1982_LOCUS12141|CAD7003704.1|CCAP	LOC115623112|XP_030373179.1|SLEB
OG0004863	CCAP1982_LOCUS12888|CAD7004484.1|CCAP	LOC115628376|XP_030380315.1|SLEB
OG0004864	CCAP1982_LOCUS11524|CAD7003061.1|CCAP	LOC115622244|XP_030372001.1|SLEB
OG0004865	CCAP1982_LOCUS2749|CAD6993964.1|CCAP	LOC115620769|XP_030370034.1|SLEB
OG0004866	CCAP1982_LOCUS13141|CAD7004748.1|CCAP	LOC115632494|XP_030385531.1|SLEB
OG0004867	CCAP1982_LOCUS22038|CAD7014032.1|CCAP	LOC115619999|XP_030368948.1|SLEB
OG0004868	CCAP1982_LOCUS22037|CAD7014031.1|CCAP	LOC115620001|XP_030368950.1|SLEB
OG0004869	CCAP1982_LOCUS21809|CAD7013788.1|CCAP	LOC115633848|XP_030387200.1|SLEB
OG0004870	CCAP1982_LOCUS21814|CAD7013793.1|CCAP	LOC115621242|XP_030370697.1|SLEB
OG0004871	CCAP1982_LOCUS21377|CAD7013306.1|CCAP	LOC115619982|XP_030368882.1|SLEB
OG0004872	CCAP1982_LOCUS7248|CAD6998690.1|CCAP	LOC115634788|XP_030388556.1|SLEB
OG0004873	CCAP1982_LOCUS8825|CAD7000342.1|CCAP	LOC115631089|XP_030383597.1|SLEB
OG0004874	CCAP1982_LOCUS783|CAD6991892.1|CCAP	LOC115623752|XP_030374146.1|SLEB
OG0004877	CCAP1982_LOCUS14965|CAD7006662.1|CCAP	LOC115627860|XP_030379581.1|SLEB
OG0004878	CCAP1982_LOCUS21200|CAD7013128.1|CCAP	LOC115633649|XP_030386951.1|SLEB
OG0004879	CCAP1982_LOCUS20497|CAD7012410.1|CCAP	LOC115633632|XP_030386930.1|SLEB
OG0004880	CCAP1982_LOCUS13491|CAD7005129.1|CCAP	LOC115633865|XP_030387220.1|SLEB
OG0004881	CCAP1982_LOCUS11318|CAD7002849.1|CCAP	LOC115624674|XP_030375331.1|SLEB
OG0004882	CCAP1982_LOCUS12759|CAD7004343.1|CCAP	LOC115633149|XP_030386419.1|SLEB
OG0004883	CCAP1982_LOCUS13230|CAD7004844.1|CCAP	LOC115632404|XP_030385399.1|SLEB
OG0004884	CCAP1982_LOCUS21713|CAD7013670.1|CCAP	LOC115634744|XP_030388491.1|SLEB
OG0004886	CCAP1982_LOCUS7085|CAD6998494.1|CCAP	LOC115631349|XP_030383929.1|SLEB
OG0004887	CCAP1982_LOCUS22356|CAD7014359.1|CCAP	LOC115624215|XP_030374687.1|SLEB, LOC115632114|XP_030384971.1|SLEB
OG0004888	CCAP1982_LOCUS22112|CAD7014106.1|CCAP	LOC115634508|XP_030388134.1|SLEB
OG0004889	CCAP1982_LOCUS8569|CAD7000067.1|CCAP	LOC115620329|XP_030369397.1|SLEB
OG0004890	CCAP1982_LOCUS21242|CAD7013171.1|CCAP	LOC115627797|XP_030379488.1|SLEB
OG0004892	CCAP1982_LOCUS19617|CAD7011528.1|CCAP	LOC115633970|XP_030387351.1|SLEB
OG0004893	CCAP1982_LOCUS20552|CAD7012472.1|CCAP	LOC115629944|XP_030382452.1|SLEB
OG0004894	CCAP1982_LOCUS23113|CAD7015163.1|CCAP	LOC115634805|XP_030388577.1|SLEB
OG0004895	CCAP1982_LOCUS22245|CAD7014242.1|CCAP	LOC115633311|XP_030386604.1|SLEB
OG0004896	CCAP1982_LOCUS23034|CAD7015078.1|CCAP	LOC115626833|XP_030378177.1|SLEB
OG0004897	CCAP1982_LOCUS23039|CAD7015084.1|CCAP	LOC115624567|XP_030375159.1|SLEB
OG0004898	CCAP1982_LOCUS22377|CAD7014382.1|CCAP	LOC115619989|XP_030368922.1|SLEB
OG0004899	CCAP1982_LOCUS22723|CAD7014746.1|CCAP	LOC115619944|XP_030368831.1|SLEB
OG0004900	CCAP1982_LOCUS22618|CAD7014627.1|CCAP	LOC115628005|XP_030379787.1|SLEB
OG0004901	CCAP1982_LOCUS22617|CAD7014626.1|CCAP	LOC115628933|XP_030381069.1|SLEB
OG0004902	CCAP1982_LOCUS11611|CAD7003150.1|CCAP	LOC115622200|XP_030371954.1|SLEB
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC115634353|XP_030387871.1|SLEB
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC115620239|XP_030369246.1|SLEB
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC115620009|XP_030368968.1|SLEB
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC115632445|XP_030385451.1|SLEB
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC115632385|XP_030385374.1|SLEB
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC115632334|XP_030385299.1|SLEB
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC115633072|XP_030386303.1|SLEB
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC115633071|XP_030386301.1|SLEB
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC115632563|XP_030385641.1|SLEB
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC115620003|XP_030368951.1|SLEB
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC115623750|XP_030374148.1|SLEB
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC115624590|XP_030375192.1|SLEB
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC115620053|XP_030369046.1|SLEB
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC115624975|XP_030375687.1|SLEB
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC115624972|XP_030375683.1|SLEB
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC115621374|XP_030370861.1|SLEB
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC115623162|XP_030373237.1|SLEB
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC115628223|XP_030380079.1|SLEB
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC115633155|XP_030386425.1|SLEB
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC115625669|XP_030376664.1|SLEB, LOC115624792|XP_030375495.1|SLEB
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC115632679|XP_030385772.1|SLEB
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC115632171|XP_030385060.1|SLEB
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC115623059|XP_030373098.1|SLEB
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC115632977|XP_030386148.1|SLEB
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC115634361|XP_030387940.1|SLEB
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC115628308|XP_030380218.1|SLEB
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC115624604|XP_030375213.1|SLEB
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC115623097|XP_030373166.1|SLEB
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC115632714|XP_030385816.1|SLEB
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC115628443|XP_030380421.1|SLEB
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC115633957|XP_030387335.1|SLEB
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC115620019|XP_030368983.1|SLEB
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC115622742|XP_030372649.1|SLEB
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC115632386|XP_030385375.1|SLEB
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC115622824|XP_030372759.1|SLEB
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC115623825|XP_030374233.1|SLEB
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC115632715|XP_030385818.1|SLEB
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC115622719|XP_030372619.1|SLEB
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC115622485|XP_030372291.1|SLEB
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC115622588|XP_030372443.1|SLEB
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC115628180|XP_030380027.1|SLEB
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC115628241|XP_030380114.1|SLEB
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC115628411|XP_030380359.1|SLEB
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC115628362|XP_030380299.1|SLEB
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC115632909|XP_030386059.1|SLEB
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC115621224|XP_030370670.1|SLEB
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC115632666|XP_030385760.1|SLEB
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC115632183|XP_030385077.1|SLEB
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC115632483|XP_030385518.1|SLEB
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC115622606|XP_030372464.1|SLEB
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC115634411|XP_030387967.1|SLEB
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC115632455|XP_030385471.1|SLEB
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC115632451|XP_030385462.1|SLEB
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC115632889|XP_030386030.1|SLEB
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC115632319|XP_030385282.1|SLEB
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC115627004|XP_030378384.1|SLEB
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC115632199|XP_030385105.1|SLEB
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC115621909|XP_030371604.1|SLEB
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC115623234|XP_030373343.1|SLEB
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC115622930|XP_030372918.1|SLEB
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC115623278|XP_030373420.1|SLEB
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC115633851|XP_030387202.1|SLEB
