Orthogroup	CCAP.longest_only	DSER.longest_only
OG0003683	CCAP1982_LOCUS21597|CAD7013538.1|CCAP	LOC110189246|XP_020814909.1|DSER
OG0003684	CCAP1982_LOCUS11434|CAD7002970.1|CCAP	LOC110190688|XP_020816958.1|DSER
OG0003685	CCAP1982_LOCUS11367|CAD7002898.1|CCAP	LOC110190583|XP_020816832.1|DSER
OG0003686	CCAP1982_LOCUS23389|CAD7015448.1|CCAP	LOC110188924|XP_020814508.1|DSER
OG0003687	CCAP1982_LOCUS23346|CAD7015403.1|CCAP	LOC110188136|XP_020813392.1|DSER
OG0003688	CCAP1982_LOCUS22597|CAD7014604.1|CCAP	LOC110176070|XP_020797954.1|DSER
OG0003689	CCAP1982_LOCUS13752|CAD7005392.1|CCAP	LOC110189887|XP_020815795.1|DSER
OG0003690	CCAP1982_LOCUS14318|CAD7005981.1|CCAP	LOC110178944|XP_020801902.1|DSER
OG0003692	CCAP1982_LOCUS21677|CAD7013627.1|CCAP	LOC110180047|XP_020803326.1|DSER
OG0003693	CCAP1982_LOCUS12571|CAD7004151.1|CCAP	LOC110178807|XP_020801722.1|DSER
OG0003694	CCAP1982_LOCUS11736|CAD7003274.1|CCAP	LOC110188718|XP_020814189.1|DSER
OG0003695	CCAP1982_LOCUS12035|CAD7003587.1|CCAP	LOC110189845|XP_020815713.1|DSER
OG0003696	CCAP1982_LOCUS23180|CAD7015232.1|CCAP	LOC110180268|XP_020803583.1|DSER
OG0003697	CCAP1982_LOCUS7206|CAD6998635.1|CCAP	LOC110178217|XP_020800917.1|DSER
OG0003698	CCAP1982_LOCUS11425|CAD7002961.1|CCAP	LOC110190493|XP_020816667.1|DSER
OG0003699	CCAP1982_LOCUS23399|CAD7015459.1|CCAP	LOC110179080|XP_020802357.1|DSER
OG0003700	CCAP1982_LOCUS22160|CAD7014154.1|CCAP	LOC110189252|XP_020814918.1|DSER
OG0003701	CCAP1982_LOCUS8186|CAD6999656.1|CCAP	LOC110176831|XP_020798941.1|DSER
OG0003702	CCAP1982_LOCUS12284|CAD7003854.1|CCAP	LOC110190022|XP_020815978.1|DSER
OG0003703	CCAP1982_LOCUS13305|CAD7004922.1|CCAP	LOC110182759|XP_020806528.1|DSER
OG0003704	CCAP1982_LOCUS12033|CAD7003584.1|CCAP	LOC110190154|XP_020816149.1|DSER
OG0003705	CCAP1982_LOCUS21875|CAD7013856.1|CCAP	LOC110182926|XP_020806751.1|DSER
OG0003706	CCAP1982_LOCUS10911|CAD7002420.1|CCAP	LOC110176255|XP_020798222.1|DSER
OG0003707	CCAP1982_LOCUS10916|CAD7002425.1|CCAP	LOC110187629|XP_020812696.1|DSER
OG0003708	CCAP1982_LOCUS19354|CAD7011246.1|CCAP	LOC110190478|XP_020816647.1|DSER
OG0003709	CCAP1982_LOCUS23119|CAD7015166.1|CCAP	LOC110189481|XP_020815227.1|DSER
OG0003710	CCAP1982_LOCUS23117|CAD7015164.1|CCAP	LOC110189282|XP_020814965.1|DSER
OG0003711	CCAP1982_LOCUS11818|CAD7003359.1|CCAP	LOC110190408|XP_020816533.1|DSER
OG0003712	CCAP1982_LOCUS7182|CAD6998607.1|CCAP	LOC110189187|XP_020814813.1|DSER
OG0003713	CCAP1982_LOCUS7183|CAD6998608.1|CCAP	LOC110182932|XP_020806769.1|DSER
OG0003714	CCAP1982_LOCUS7184|CAD6998609.1|CCAP	LOC110182931|XP_020806768.1|DSER
OG0003715	CCAP1982_LOCUS13001|CAD7004606.1|CCAP	LOC110190716|XP_020816997.1|DSER
OG0003716	CCAP1982_LOCUS12861|CAD7004455.1|CCAP	LOC110191137|XP_020817550.1|DSER
OG0003717	CCAP1982_LOCUS11998|CAD7003550.1|CCAP	LOC110183601|XP_020807573.1|DSER
OG0003718	CCAP1982_LOCUS13032|CAD7004637.1|CCAP	LOC110183631|XP_020807608.1|DSER
OG0003719	CCAP1982_LOCUS14044|CAD7005692.1|CCAP	LOC110190186|XP_020816193.1|DSER
OG0003721	CCAP1982_LOCUS23140|CAD7015189.1|CCAP	LOC110178351|XP_020801141.1|DSER
OG0003722	CCAP1982_LOCUS12402|CAD7003979.1|CCAP	LOC110176737|XP_020798840.1|DSER
OG0003723	CCAP1982_LOCUS11056|CAD7002568.1|CCAP	LOC110190692|XP_020816963.1|DSER
OG0003724	CCAP1982_LOCUS12892|CAD7004490.1|CCAP	LOC110176238|XP_020798195.1|DSER
OG0003725	CCAP1982_LOCUS12240|CAD7003807.1|CCAP, CCAP1982_LOCUS12242|CAD7003809.1|CCAP	LOC110190755|XP_020817037.1|DSER
OG0003726	CCAP1982_LOCUS11955|CAD7003505.1|CCAP	LOC110176148|XP_020798044.1|DSER
OG0003727	CCAP1982_LOCUS13007|CAD7004612.1|CCAP	LOC110190785|XP_020817081.1|DSER
OG0003728	CCAP1982_LOCUS5087|CAD6996414.1|CCAP	LOC110188359|XP_020813728.1|DSER
OG0003729	CCAP1982_LOCUS11256|CAD7002783.1|CCAP	LOC110177573|XP_020800008.1|DSER
OG0003730	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP	LOC110185335|XP_020809772.1|DSER
OG0003731	CCAP1982_LOCUS12325|CAD7003895.1|CCAP	LOC110183555|XP_020807515.1|DSER
OG0003732	CCAP1982_LOCUS11049|CAD7002561.1|CCAP	LOC110178600|XP_020801444.1|DSER
OG0003733	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP	LOC110183635|XP_020807612.1|DSER
OG0003734	CCAP1982_LOCUS14820|CAD7006504.1|CCAP	LOC110179415|XP_020802600.1|DSER
OG0003735	CCAP1982_LOCUS7104|CAD6998516.1|CCAP	LOC110191486|XP_020818010.1|DSER
OG0003736	CCAP1982_LOCUS21665|CAD7013613.1|CCAP	LOC110189470|XP_020815207.1|DSER
OG0003737	CCAP1982_LOCUS22961|CAD7015003.1|CCAP	LOC110177513|XP_020799930.1|DSER
OG0003738	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP	LOC110191491|XP_020818018.1|DSER
OG0003739	CCAP1982_LOCUS21686|CAD7013639.1|CCAP	LOC110191613|XP_020818161.1|DSER
OG0003740	CCAP1982_LOCUS21681|CAD7013634.1|CCAP	LOC110180038|XP_020803308.1|DSER
OG0003741	CCAP1982_LOCUS12046|CAD7003598.1|CCAP	LOC110183652|XP_020807635.1|DSER
OG0003742	CCAP1982_LOCUS13569|CAD7005209.1|CCAP	LOC110185242|XP_020809637.1|DSER
OG0003743	CCAP1982_LOCUS21675|CAD7013625.1|CCAP	LOC110182961|XP_020806811.1|DSER
OG0003744	CCAP1982_LOCUS21683|CAD7013636.1|CCAP	LOC110180039|XP_020803309.1|DSER
OG0003745	CCAP1982_LOCUS22908|CAD7014945.1|CCAP	LOC110180032|XP_020803299.1|DSER
OG0003746	CCAP1982_LOCUS22266|CAD7014263.1|CCAP	LOC110179187|XP_020802258.1|DSER
OG0003747	CCAP1982_LOCUS11210|CAD7002735.1|CCAP	LOC110176300|XP_020798279.1|DSER
OG0003748	CCAP1982_LOCUS11216|CAD7002742.1|CCAP	LOC110179983|XP_020803232.1|DSER
OG0003749	CCAP1982_LOCUS13308|CAD7004925.1|CCAP	LOC110181282|XP_020804664.1|DSER
OG0003750	CCAP1982_LOCUS13306|CAD7004923.1|CCAP	LOC110179980|XP_020803228.1|DSER
OG0003751	CCAP1982_LOCUS13309|CAD7004926.1|CCAP	LOC110181280|XP_020804655.1|DSER
OG0003752	CCAP1982_LOCUS11852|CAD7003394.1|CCAP	LOC110190020|XP_020815975.1|DSER
OG0003753	CCAP1982_LOCUS11856|CAD7003399.1|CCAP	LOC110178839|XP_020801759.1|DSER, LOC110178771|XP_020801668.1|DSER
OG0003754	CCAP1982_LOCUS11855|CAD7003398.1|CCAP	LOC110178836|XP_020801757.1|DSER, LOC110178766|XP_020801664.1|DSER
OG0003755	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP	LOC110190189|XP_020816197.1|DSER
OG0003756	CCAP1982_LOCUS23023|CAD7015067.1|CCAP	LOC110176881|XP_020799057.1|DSER
OG0003757	CCAP1982_LOCUS22116|CAD7014110.1|CCAP	LOC110184108|XP_020808158.1|DSER
OG0003758	CCAP1982_LOCUS21779|CAD7013748.1|CCAP	LOC110178534|XP_020801354.1|DSER
OG0003759	CCAP1982_LOCUS11192|CAD7002717.1|CCAP	LOC110190024|XP_020815980.1|DSER
OG0003760	CCAP1982_LOCUS19957|CAD7011848.1|CCAP	LOC110191034|XP_020817412.1|DSER
OG0003761	CCAP1982_LOCUS11190|CAD7002715.1|CCAP	LOC110190127|XP_020816109.1|DSER
OG0003762	CCAP1982_LOCUS11188|CAD7002712.1|CCAP	LOC110189937|XP_020815881.1|DSER
OG0003763	CCAP1982_LOCUS12557|CAD7004137.1|CCAP	LOC110184747|XP_020809035.1|DSER
OG0003764	CCAP1982_LOCUS12566|CAD7004146.1|CCAP	LOC110184721|XP_020809000.1|DSER
OG0003765	CCAP1982_LOCUS7854|CAD6999327.1|CCAP	LOC110185657|XP_020810275.1|DSER
OG0003767	CCAP1982_LOCUS21617|CAD7013561.1|CCAP	LOC110178355|XP_020801144.1|DSER
OG0003768	CCAP1982_LOCUS21741|CAD7013702.1|CCAP	LOC110179346|XP_020802513.1|DSER
OG0003769	CCAP1982_LOCUS21766|CAD7013735.1|CCAP	LOC110179327|XP_020802478.1|DSER
OG0003770	CCAP1982_LOCUS10046|CAD7001551.1|CCAP	LOC110185467|XP_020809979.1|DSER
OG0003771	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP	LOC110183612|XP_020807589.1|DSER
OG0003772	CCAP1982_LOCUS12758|CAD7004342.1|CCAP	LOC110190710|XP_020816989.1|DSER
OG0003773	CCAP1982_LOCUS22282|CAD7014279.1|CCAP	LOC110176418|XP_020798423.1|DSER
OG0003774	CCAP1982_LOCUS22285|CAD7014282.1|CCAP	LOC110188944|XP_020814542.1|DSER
OG0003775	CCAP1982_LOCUS8887|CAD7000411.1|CCAP	LOC110180203|XP_020803516.1|DSER
OG0003776	CCAP1982_LOCUS22302|CAD7014300.1|CCAP	LOC110189416|XP_020815134.1|DSER
OG0003777	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP	LOC110182898|XP_020806711.1|DSER
OG0003778	CCAP1982_LOCUS22486|CAD7014485.1|CCAP	LOC110179356|XP_020802528.1|DSER
OG0003779	CCAP1982_LOCUS7188|CAD6998613.1|CCAP	LOC110182861|XP_020806660.1|DSER
OG0003780	CCAP1982_LOCUS23198|CAD7015249.1|CCAP	LOC110176782|XP_020798878.1|DSER, LOC110189422|XP_020815144.1|DSER
OG0003781	CCAP1982_LOCUS10121|CAD7001627.1|CCAP	LOC110185403|XP_020809864.1|DSER
OG0003783	CCAP1982_LOCUS2717|CAD6993929.1|CCAP	LOC110177362|XP_020799714.1|DSER
OG0003784	CCAP1982_LOCUS21732|CAD7013691.1|CCAP	LOC110189007|XP_020814620.1|DSER
OG0003785	CCAP1982_LOCUS22194|CAD7014188.1|CCAP	LOC110189384|XP_020815093.1|DSER
OG0003786	CCAP1982_LOCUS7209|CAD6998638.1|CCAP	LOC110191570|XP_020818112.1|DSER
OG0003787	CCAP1982_LOCUS7207|CAD6998636.1|CCAP	LOC110191577|XP_020818119.1|DSER
OG0003789	CCAP1982_LOCUS21199|CAD7013127.1|CCAP	LOC110185274|XP_020809716.1|DSER
OG0003790	CCAP1982_LOCUS11836|CAD7003377.1|CCAP	LOC110188275|XP_020813625.1|DSER
OG0003791	CCAP1982_LOCUS4446|CAD6995741.1|CCAP	LOC110191810|XP_020818424.1|DSER
OG0003792	CCAP1982_LOCUS19953|CAD7011844.1|CCAP	LOC110190927|XP_020817251.1|DSER
OG0003793	CCAP1982_LOCUS21395|CAD7013325.1|CCAP	LOC110184109|XP_020808159.1|DSER
OG0003794	CCAP1982_LOCUS20803|CAD7012696.1|CCAP	LOC110191295|XP_020817768.1|DSER
OG0003795	CCAP1982_LOCUS14674|CAD7006352.1|CCAP	LOC110176245|XP_020798203.1|DSER
OG0003796	CCAP1982_LOCUS3197|CAD6994450.1|CCAP	LOC110189011|XP_020814626.1|DSER
OG0003797	CCAP1982_LOCUS6552|CAD6997934.1|CCAP	LOC110185631|XP_020810246.1|DSER
OG0003798	CCAP1982_LOCUS22894|CAD7014931.1|CCAP	LOC110189137|XP_020814801.1|DSER
OG0003799	CCAP1982_LOCUS22887|CAD7014923.1|CCAP	LOC110191456|XP_020817977.1|DSER
OG0003800	CCAP1982_LOCUS5304|CAD6996624.1|CCAP	LOC110185689|XP_020810316.1|DSER
OG0003801	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP	LOC110185716|XP_020810353.1|DSER
OG0003802	CCAP1982_LOCUS5798|CAD6997154.1|CCAP	LOC110185602|XP_020810204.1|DSER
OG0003803	CCAP1982_LOCUS1579|CAD6992734.1|CCAP	LOC110186473|XP_020811318.1|DSER
OG0003804	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP	LOC110186090|XP_020810787.1|DSER
OG0003805	CCAP1982_LOCUS6671|CAD6998055.1|CCAP	LOC110176924|XP_020799077.1|DSER
OG0003806	CCAP1982_LOCUS5883|CAD6997250.1|CCAP	LOC110188778|XP_020814281.1|DSER
OG0003807	CCAP1982_LOCUS5605|CAD6996935.1|CCAP	LOC110186047|XP_020810744.1|DSER
OG0003808	CCAP1982_LOCUS12809|CAD7004399.1|CCAP	LOC110185231|XP_020809624.1|DSER
OG0003809	CCAP1982_LOCUS8799|CAD7000314.1|CCAP	LOC110176983|XP_020799150.1|DSER
OG0003810	CCAP1982_LOCUS22830|CAD7014864.1|CCAP	LOC110189851|XP_020815767.1|DSER
OG0003811	CCAP1982_LOCUS20526|CAD7012445.1|CCAP	LOC110191470|XP_020817986.1|DSER
OG0003812	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP	LOC110187496|XP_020812545.1|DSER
OG0003813	CCAP1982_LOCUS5706|CAD6997052.1|CCAP	LOC110183190|XP_020807048.1|DSER
OG0003814	CCAP1982_LOCUS8342|CAD6999831.1|CCAP	LOC110184821|XP_020809123.1|DSER
OG0003815	CCAP1982_LOCUS3110|CAD6994356.1|CCAP	LOC110188221|XP_020813524.1|DSER
OG0003816	CCAP1982_LOCUS7861|CAD6999334.1|CCAP	LOC110181349|XP_020804729.1|DSER, LOC110178698|XP_020801559.1|DSER
OG0003817	CCAP1982_LOCUS7853|CAD6999326.1|CCAP	LOC110176946|XP_020799107.1|DSER
OG0003818	CCAP1982_LOCUS7280|CAD6998723.1|CCAP	LOC110176916|XP_020799066.1|DSER
OG0003819	CCAP1982_LOCUS7276|CAD6998719.1|CCAP	LOC110187580|XP_020812625.1|DSER
OG0003820	CCAP1982_LOCUS83|CAD6991141.1|CCAP	LOC110186938|XP_020811927.1|DSER
OG0003821	CCAP1982_LOCUS7180|CAD6998605.1|CCAP	LOC110189195|XP_020814823.1|DSER
OG0003822	CCAP1982_LOCUS6140|CAD6997499.1|CCAP	LOC110185746|XP_020810401.1|DSER
OG0003823	CCAP1982_LOCUS8357|CAD6999845.1|CCAP	LOC110179135|XP_020802185.1|DSER, LOC110181311|XP_020804688.1|DSER
OG0003824	CCAP1982_LOCUS6116|CAD6997474.1|CCAP	LOC110185816|XP_020810481.1|DSER
OG0003825	CCAP1982_LOCUS9117|CAD7000643.1|CCAP	LOC110183872|XP_020807884.1|DSER, LOC110178063|XP_020800729.1|DSER
OG0003826	CCAP1982_LOCUS7874|CAD6999347.1|CCAP	LOC110177657|XP_020800128.1|DSER, LOC110187392|XP_020812442.1|DSER
OG0003828	CCAP1982_LOCUS5595|CAD6996925.1|CCAP	LOC110183771|XP_020807786.1|DSER
OG0003829	CCAP1982_LOCUS6584|CAD6997966.1|CCAP	LOC110185759|XP_020810420.1|DSER
OG0003830	CCAP1982_LOCUS8407|CAD6999897.1|CCAP	LOC110182729|XP_020806489.1|DSER
OG0003831	CCAP1982_LOCUS3015|CAD6994254.1|CCAP	LOC110191167|XP_020817586.1|DSER
OG0003832	CCAP1982_LOCUS6414|CAD6997789.1|CCAP	LOC110185721|XP_020810359.1|DSER
OG0003833	CCAP1982_LOCUS6417|CAD6997792.1|CCAP	LOC110185576|XP_020810162.1|DSER
OG0003834	CCAP1982_LOCUS5881|CAD6997247.1|CCAP	LOC110185684|XP_020810310.1|DSER
OG0003836	CCAP1982_LOCUS11112|CAD7002628.1|CCAP	LOC110183817|XP_020807828.1|DSER
OG0003837	CCAP1982_LOCUS5808|CAD6997165.1|CCAP	LOC110183816|XP_020807827.1|DSER
OG0003838	CCAP1982_LOCUS6716|CAD6998102.1|CCAP	LOC110182621|XP_020806344.1|DSER
OG0003839	CCAP1982_LOCUS5500|CAD6996827.1|CCAP	LOC110185024|XP_020809334.1|DSER
OG0003840	CCAP1982_LOCUS21671|CAD7013620.1|CCAP	LOC110182967|XP_020806820.1|DSER
OG0003841	CCAP1982_LOCUS8955|CAD7000476.1|CCAP	LOC110181321|XP_020804699.1|DSER, LOC110184940|XP_020809247.1|DSER
OG0003842	CCAP1982_LOCUS5694|CAD6997036.1|CCAP	LOC110183476|XP_020807415.1|DSER
OG0003843	CCAP1982_LOCUS6000|CAD6997367.1|CCAP	LOC110185757|XP_020810415.1|DSER
OG0003844	CCAP1982_LOCUS5698|CAD6997041.1|CCAP	LOC110185055|XP_020809390.1|DSER
OG0003845	CCAP1982_LOCUS6223|CAD6997584.1|CCAP	LOC110185958|XP_020810635.1|DSER
OG0003846	CCAP1982_LOCUS5655|CAD6996994.1|CCAP	LOC110177887|XP_020800511.1|DSER
OG0003848	CCAP1982_LOCUS6404|CAD6997779.1|CCAP	LOC110188212|XP_020813509.1|DSER
OG0003849	CCAP1982_LOCUS22355|CAD7014358.1|CCAP	LOC110189261|XP_020814934.1|DSER
OG0003850	CCAP1982_LOCUS6057|CAD6997416.1|CCAP	LOC110185940|XP_020810614.1|DSER
OG0003851	CCAP1982_LOCUS12771|CAD7004356.1|CCAP	LOC110182920|XP_020806743.1|DSER
OG0003852	CCAP1982_LOCUS8118|CAD6999596.1|CCAP	LOC110178432|XP_020801226.1|DSER, LOC110182249|XP_020805926.1|DSER
OG0003853	CCAP1982_LOCUS22260|CAD7014257.1|CCAP	LOC110178519|XP_020801330.1|DSER
OG0003854	CCAP1982_LOCUS7898|CAD6999371.1|CCAP	LOC110184869|XP_020809174.1|DSER
OG0003855	CCAP1982_LOCUS7899|CAD6999372.1|CCAP	LOC110184856|XP_020809156.1|DSER
OG0003856	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP	LOC110183181|XP_020807030.1|DSER
OG0003857	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP	LOC110181175|XP_020804511.1|DSER
OG0003859	CCAP1982_LOCUS7282|CAD6998725.1|CCAP	LOC110176965|XP_020799131.1|DSER
OG0003860	CCAP1982_LOCUS22256|CAD7014253.1|CCAP	LOC110188735|XP_020814230.1|DSER
OG0003861	CCAP1982_LOCUS7807|CAD6999278.1|CCAP	LOC110182341|XP_020806040.1|DSER
OG0003862	CCAP1982_LOCUS6229|CAD6997590.1|CCAP	LOC110185788|XP_020810450.1|DSER
OG0003863	CCAP1982_LOCUS5977|CAD6997345.1|CCAP	LOC110183812|XP_020807823.1|DSER
OG0003864	CCAP1982_LOCUS5978|CAD6997346.1|CCAP	LOC110183773|XP_020807789.1|DSER
OG0003865	CCAP1982_LOCUS88|CAD6991146.1|CCAP	LOC110186470|XP_020811316.1|DSER
OG0003866	CCAP1982_LOCUS5492|CAD6996819.1|CCAP	LOC110185619|XP_020810225.1|DSER
OG0003867	CCAP1982_LOCUS5888|CAD6997255.1|CCAP	LOC110188783|XP_020814288.1|DSER
OG0003868	CCAP1982_LOCUS6457|CAD6997833.1|CCAP	LOC110183338|XP_020807247.1|DSER
OG0003869	CCAP1982_LOCUS6926|CAD6998320.1|CCAP	LOC110183790|XP_020807805.1|DSER
OG0003870	CCAP1982_LOCUS8679|CAD7000186.1|CCAP	LOC110178093|XP_020800756.1|DSER
OG0003871	CCAP1982_LOCUS7306|CAD6998752.1|CCAP	LOC110182405|XP_020806103.1|DSER, LOC110187305|XP_020812353.1|DSER
OG0003872	CCAP1982_LOCUS20638|CAD7012553.1|CCAP	LOC110177594|XP_020800051.1|DSER
OG0003873	CCAP1982_LOCUS8327|CAD6999812.1|CCAP	LOC110187424|XP_020812473.1|DSER
OG0003874	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP	LOC110182734|XP_020806493.1|DSER
OG0003875	CCAP1982_LOCUS5551|CAD6996878.1|CCAP	LOC110177642|XP_020800115.1|DSER, LOC110187303|XP_020812349.1|DSER
OG0003876	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP	LOC110179926|XP_020803182.1|DSER
OG0003877	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP	LOC110185748|XP_020810405.1|DSER
OG0003878	CCAP1982_LOCUS7283|CAD6998726.1|CCAP	LOC110176852|XP_020798981.1|DSER
OG0003879	CCAP1982_LOCUS11129|CAD7002646.1|CCAP	LOC110178826|XP_020801752.1|DSER
OG0003880	CCAP1982_LOCUS11022|CAD7002533.1|CCAP	LOC110178614|XP_020801458.1|DSER
OG0003881	CCAP1982_LOCUS21702|CAD7013660.1|CCAP	LOC110191433|XP_020817954.1|DSER
OG0003882	CCAP1982_LOCUS7236|CAD6998677.1|CCAP	LOC110184435|XP_020808632.1|DSER, LOC110189537|XP_020815328.1|DSER
OG0003884	CCAP1982_LOCUS5819|CAD6997177.1|CCAP	LOC110185722|XP_020810363.1|DSER
OG0003885	CCAP1982_LOCUS6174|CAD6997535.1|CCAP	LOC110181465|XP_020804872.1|DSER
OG0003886	CCAP1982_LOCUS6175|CAD6997536.1|CCAP	LOC110181462|XP_020804869.1|DSER
OG0003887	CCAP1982_LOCUS8956|CAD7000477.1|CCAP	LOC110184908|XP_020809213.1|DSER
OG0003888	CCAP1982_LOCUS32|CAD6991084.1|CCAP	LOC110188664|XP_020814113.1|DSER
OG0003889	CCAP1982_LOCUS8450|CAD6999942.1|CCAP	LOC110185792|XP_020810455.1|DSER
OG0003891	CCAP1982_LOCUS5531|CAD6996855.1|CCAP	LOC110185549|XP_020810126.1|DSER
OG0003892	CCAP1982_LOCUS11258|CAD7002785.1|CCAP	LOC110177576|XP_020800014.1|DSER
OG0003893	CCAP1982_LOCUS5556|CAD6996883.1|CCAP	LOC110181382|XP_020804771.1|DSER
OG0003894	CCAP1982_LOCUS5612|CAD6996942.1|CCAP	LOC110183344|XP_020807257.1|DSER
OG0003895	CCAP1982_LOCUS23333|CAD7015389.1|CCAP	LOC110179215|XP_020802309.1|DSER
OG0003896	CCAP1982_LOCUS23329|CAD7015385.1|CCAP	LOC110179218|XP_020802312.1|DSER
OG0003897	CCAP1982_LOCUS23317|CAD7015373.1|CCAP	LOC110189434|XP_020815164.1|DSER, LOC110176783|XP_020798879.1|DSER
OG0003898	CCAP1982_LOCUS5825|CAD6997185.1|CCAP	LOC110181422|XP_020804823.1|DSER
OG0003899	CCAP1982_LOCUS6942|CAD6998340.1|CCAP	LOC110187550|XP_020812597.1|DSER
OG0003900	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP	LOC110185823|XP_020810489.1|DSER
OG0003901	CCAP1982_LOCUS7415|CAD6998868.1|CCAP	LOC110181191|XP_020804530.1|DSER
OG0003902	CCAP1982_LOCUS7420|CAD6998873.1|CCAP	LOC110181193|XP_020804533.1|DSER
OG0003903	CCAP1982_LOCUS8447|CAD6999938.1|CCAP	LOC110182618|XP_020806342.1|DSER
OG0003904	CCAP1982_LOCUS8448|CAD6999939.1|CCAP	LOC110182612|XP_020806332.1|DSER
OG0003905	CCAP1982_LOCUS21248|CAD7013177.1|CCAP	LOC110188969|XP_020814579.1|DSER
OG0003906	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP	LOC110177720|XP_020800220.1|DSER
OG0003907	CCAP1982_LOCUS7302|CAD6998748.1|CCAP	LOC110176830|XP_020798940.1|DSER
OG0003908	CCAP1982_LOCUS7301|CAD6998747.1|CCAP	LOC110177038|XP_020799213.1|DSER
OG0003909	CCAP1982_LOCUS21305|CAD7013234.1|CCAP	LOC110191480|XP_020818000.1|DSER
OG0003910	CCAP1982_LOCUS21307|CAD7013236.1|CCAP	LOC110188414|XP_020813798.1|DSER
OG0003911	CCAP1982_LOCUS8213|CAD6999685.1|CCAP	LOC110179161|XP_020802215.1|DSER
OG0003912	CCAP1982_LOCUS7591|CAD6999044.1|CCAP	LOC110182371|XP_020806071.1|DSER
OG0003913	CCAP1982_LOCUS7858|CAD6999331.1|CCAP	LOC110185848|XP_020810514.1|DSER
OG0003916	CCAP1982_LOCUS8075|CAD6999555.1|CCAP	LOC110181197|XP_020804536.1|DSER
OG0003917	CCAP1982_LOCUS6863|CAD6998254.1|CCAP	LOC110187414|XP_020812462.1|DSER
OG0003918	CCAP1982_LOCUS6812|CAD6998196.1|CCAP	LOC110183985|XP_020808001.1|DSER
OG0003919	CCAP1982_LOCUS8390|CAD6999881.1|CCAP	LOC110187203|XP_020812261.1|DSER, LOC110179950|XP_020803197.1|DSER
OG0003920	CCAP1982_LOCUS22598|CAD7014605.1|CCAP	LOC110177574|XP_020800013.1|DSER
OG0003921	CCAP1982_LOCUS5673|CAD6997012.1|CCAP	LOC110184948|XP_020809255.1|DSER
OG0003922	CCAP1982_LOCUS8570|CAD7000069.1|CCAP	LOC110183180|XP_020807029.1|DSER
OG0003923	CCAP1982_LOCUS10228|CAD7001738.1|CCAP	LOC110185471|XP_020809988.1|DSER
OG0003924	CCAP1982_LOCUS22499|CAD7014497.1|CCAP	LOC110178899|XP_020801914.1|DSER
OG0003925	CCAP1982_LOCUS8469|CAD6999962.1|CCAP	LOC110182345|XP_020806044.1|DSER
OG0003926	CCAP1982_LOCUS8459|CAD6999951.1|CCAP	LOC110182305|XP_020805980.1|DSER
OG0003927	CCAP1982_LOCUS9171|CAD7000697.1|CCAP	LOC110182294|XP_020805972.1|DSER
OG0003928	CCAP1982_LOCUS9116|CAD7000642.1|CCAP	LOC110178064|XP_020800730.1|DSER, LOC110183862|XP_020807874.1|DSER
OG0003929	CCAP1982_LOCUS7056|CAD6998459.1|CCAP	LOC110183164|XP_020807015.1|DSER
OG0003930	CCAP1982_LOCUS5761|CAD6997111.1|CCAP	LOC110185700|XP_020810328.1|DSER
OG0003931	CCAP1982_LOCUS5767|CAD6997119.1|CCAP	LOC110185598|XP_020810192.1|DSER
OG0003932	CCAP1982_LOCUS22548|CAD7014547.1|CCAP	LOC110188956|XP_020814554.1|DSER
OG0003933	CCAP1982_LOCUS8779|CAD7000289.1|CCAP	LOC110179152|XP_020802200.1|DSER
OG0003934	CCAP1982_LOCUS6872|CAD6998263.1|CCAP	LOC110183889|XP_020807893.1|DSER
