Orthogroup	CCAP.longest_only	DSEC.longest_only
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC6611129|XP_002035686.1|DSEC
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC6611130|XP_032574950.1|DSEC
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC6607871|XP_002032625.1|DSEC
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC6610778|XP_032575704.1|DSEC
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC6609349|XP_002034038.1|DSEC
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC6610777|XP_032575699.1|DSEC
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC6610775|XP_032573784.1|DSEC
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC6610158|XP_002034767.1|DSEC
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC6605400|XP_002030233.1|DSEC
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC6610764|XP_002035330.1|DSEC
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC6610682|XP_002035248.2|DSEC
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC6615759|XP_002040130.1|DSEC
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC6609795|XP_032571459.1|DSEC
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC6604858|XP_002029703.1|DSEC
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC6605798|XP_002030613.1|DSEC
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC6618388|XP_002042658.1|DSEC
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC6618384|XP_002042654.1|DSEC
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC6605127|XP_002029968.1|DSEC
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC6611037|XP_032574762.1|DSEC
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC6610355|XP_002034941.1|DSEC
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC6620532|XP_002044734.1|DSEC
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC6606013|XP_032574992.1|DSEC
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC6610356|XP_002034942.2|DSEC
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC6606014|XP_002030825.1|DSEC
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC6608764|XP_002033487.1|DSEC
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC6608763|XP_002033486.1|DSEC
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC6605415|XP_002030248.1|DSEC
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC6610611|XP_032575181.1|DSEC
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC6610667|XP_032574912.1|DSEC
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC6604980|XP_002029823.1|DSEC
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC6609373|XP_002034062.1|DSEC
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC6609278|XP_002033968.1|DSEC
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC6610860|XP_002035426.1|DSEC
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC6608523|XP_032570196.1|DSEC
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC6604824|XP_032574103.1|DSEC
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC6606696|XP_002031496.1|DSEC
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC6604834|XP_032574000.1|DSEC
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC6611077|XP_002035634.1|DSEC
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC6618403|XP_002042673.1|DSEC
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC6610300|XP_032574286.1|DSEC
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC6606109|XP_032575513.1|DSEC
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC6610240|XP_032575072.1|DSEC
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC6606088|XP_002030897.1|DSEC
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC6605340|XP_002030176.1|DSEC
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC6615835|XP_032572498.1|DSEC
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC6616391|XP_002040751.1|DSEC
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC6605118|XP_002029959.1|DSEC
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC6619403|XP_002043618.1|DSEC
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC6605859|XP_002030673.1|DSEC
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC6604880|XP_032575376.1|DSEC
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC6610195|XP_032573343.1|DSEC
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC6605877|XP_032573482.1|DSEC
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC6620821|XP_002045019.1|DSEC
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC6611978|XP_002036495.1|DSEC
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC6610363|XP_002034949.1|DSEC
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC6608408|XP_002033142.2|DSEC
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC6610393|XP_002034975.2|DSEC
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC6605008|XP_002029851.2|DSEC
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC6607845|XP_002029663.1|DSEC
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC6610689|XP_032574649.1|DSEC
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC6606653|XP_002031453.1|DSEC, LOC116800174|XP_032582927.1|DSEC
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC6606104|XP_002030913.1|DSEC
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC6610142|XP_002034751.1|DSEC
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC6605175|XP_032576067.1|DSEC
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC6616410|XP_002040770.1|DSEC
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC6610898|XP_032573780.1|DSEC
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC116801038|XP_032574251.1|DSEC
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC6616405|XP_032574981.1|DSEC
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC6610497|XP_002035077.1|DSEC
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC6605023|XP_032574276.1|DSEC
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC6610641|XP_002035208.1|DSEC
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC6613332|XP_002037808.1|DSEC
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC6616434|XP_002040795.1|DSEC
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC6616397|XP_002040757.1|DSEC
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC6610519|XP_002035099.1|DSEC
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC6615292|XP_002039696.1|DSEC
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC6615290|XP_002039694.1|DSEC
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC6615288|XP_002039692.1|DSEC
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC6609798|XP_002034452.1|DSEC
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC6605460|XP_002030293.2|DSEC
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC6605458|XP_002030291.1|DSEC
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC6616403|XP_032574978.1|DSEC
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC6608762|XP_032572002.1|DSEC
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC6616418|XP_002040778.1|DSEC
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC6616420|XP_002040780.1|DSEC
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC6611843|XP_002036365.1|DSEC
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC6616290|XP_032573979.1|DSEC
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC6609290|XP_032572034.1|DSEC
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC6611162|XP_032573827.1|DSEC
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC6610863|XP_032575170.1|DSEC
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC6618867|XP_032572052.1|DSEC
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC6618866|XP_032572463.1|DSEC
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC6613635|XP_002038105.2|DSEC
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC6615807|XP_032571674.1|DSEC
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC6620707|XP_002044909.1|DSEC
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC6605872|XP_002030686.1|DSEC
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC6608018|XP_032572838.1|DSEC
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC6609459|XP_002034144.2|DSEC
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC6615509|XP_002039888.1|DSEC
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC6608093|XP_002032841.2|DSEC
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC6615825|XP_002040195.2|DSEC
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC6605315|XP_002030152.1|DSEC
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC6609753|XP_032570266.1|DSEC
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC6604813|XP_032574811.1|DSEC
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC6615378|XP_002039760.1|DSEC
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC6608598|XP_002033332.2|DSEC
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC6610648|XP_032574642.1|DSEC
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC6618912|XP_032571586.1|DSEC
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC6610548|XP_002035128.1|DSEC
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC6607922|XP_032570996.1|DSEC
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC6605831|XP_002030646.1|DSEC
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC6605621|XP_032575694.1|DSEC
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC6605230|XP_002030068.1|DSEC
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC6607999|XP_002032747.1|DSEC
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC6605099|XP_032573709.1|DSEC
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC6608593|XP_032570261.1|DSEC
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC6608595|XP_002033329.1|DSEC
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC6609930|XP_002034580.1|DSEC
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC6608886|XP_032570472.1|DSEC
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC6619407|XP_032573966.1|DSEC
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC6610646|XP_002035213.2|DSEC
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC6618898|XP_032570043.1|DSEC
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC6613171|XP_002037652.1|DSEC
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC6615401|XP_032570494.1|DSEC
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC6618840|XP_032571990.1|DSEC
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC6618884|XP_002043132.1|DSEC
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC6618885|XP_002043133.1|DSEC
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC6620401|XP_002044609.1|DSEC
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC6615287|XP_032571039.1|DSEC
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC6615823|XP_002040193.1|DSEC
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC6606073|XP_002030882.1|DSEC
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC6610531|XP_032575729.1|DSEC
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC6610575|XP_002035148.1|DSEC
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC6609101|XP_002033804.1|DSEC
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC6605983|XP_002030795.2|DSEC
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC6610917|XP_032575142.1|DSEC
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC6610293|XP_002034888.1|DSEC
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC6610916|XP_032575144.1|DSEC
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC6610456|XP_002035037.1|DSEC
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC6613409|XP_032571214.1|DSEC
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC6606005|XP_002030816.1|DSEC
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC6611877|XP_002036395.1|DSEC
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC6609267|XP_032572366.1|DSEC
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC6610409|XP_002034991.1|DSEC
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC6619359|XP_002043576.1|DSEC
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC6605531|XP_002030362.1|DSEC
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC6618335|XP_002042607.1|DSEC
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC6606000|XP_002030811.1|DSEC
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC6604876|XP_002029721.1|DSEC
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC6610435|XP_002035016.1|DSEC
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC6608930|XP_032571279.1|DSEC
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC6616309|XP_032573991.1|DSEC
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC6616353|XP_002040713.1|DSEC
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC6611150|XP_032574001.1|DSEC
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC6605219|XP_002030057.1|DSEC
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC6610614|XP_032574710.1|DSEC
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC6605454|XP_032574651.1|DSEC
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC6610417|XP_002034999.1|DSEC
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC6610419|XP_002035001.2|DSEC
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC6617166|XP_002041493.1|DSEC
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC6610896|XP_002035459.1|DSEC
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC6610962|XP_002035519.2|DSEC
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC6613410|XP_002037884.1|DSEC
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC6609368|XP_032570602.1|DSEC
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC6604921|XP_002029764.1|DSEC
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC6604914|XP_032573650.1|DSEC
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC6604916|XP_002029759.2|DSEC
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC6604919|XP_002029762.1|DSEC
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC6616443|XP_002040804.1|DSEC
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC6616442|XP_032574604.1|DSEC
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC6605019|XP_002029862.2|DSEC
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC6609674|XP_002034332.1|DSEC
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC6605944|XP_002030756.1|DSEC
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC6610759|XP_002035325.1|DSEC
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC6610753|XP_002035319.1|DSEC
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC6610751|XP_002035317.1|DSEC
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC6610749|XP_002035315.1|DSEC
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC6610193|XP_002034801.1|DSEC
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC6620058|XP_002044270.1|DSEC
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC6615511|XP_032572965.1|DSEC
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC6611005|XP_032574782.1|DSEC
OG0005159	CCAP1982_LOCUS12407|CAD7003984.1|CCAP	LOC6605973|XP_002030785.2|DSEC
OG0005160	CCAP1982_LOCUS12808|CAD7004398.1|CCAP	LOC6606114|XP_002030922.1|DSEC
OG0005161	CCAP1982_LOCUS7171|CAD6998593.1|CCAP	LOC6613025|XP_032570728.1|DSEC
OG0005163	CCAP1982_LOCUS14159|CAD7005813.1|CCAP	LOC6616549|XP_002040908.1|DSEC
OG0005164	CCAP1982_LOCUS11218|CAD7002744.1|CCAP	LOC116801125|XP_032574764.1|DSEC
OG0005165	CCAP1982_LOCUS4891|CAD6996201.1|CCAP	LOC6607859|XP_002032613.1|DSEC
OG0005166	CCAP1982_LOCUS5047|CAD6996368.1|CCAP	LOC116801796|XP_032579329.1|DSEC
OG0005167	CCAP1982_LOCUS5048|CAD6996369.1|CCAP	LOC6613933|XP_032579332.1|DSEC
OG0005168	CCAP1982_LOCUS11173|CAD7002696.1|CCAP	LOC6621484|XP_032575909.1|DSEC
OG0005169	CCAP1982_LOCUS11179|CAD7002702.1|CCAP	LOC6610714|XP_002035280.2|DSEC
OG0005170	CCAP1982_LOCUS11178|CAD7002701.1|CCAP	LOC6610712|XP_032575970.1|DSEC
OG0005171	CCAP1982_LOCUS11180|CAD7002703.1|CCAP	LOC6610711|XP_002035277.1|DSEC
OG0005172	CCAP1982_LOCUS21644|CAD7013589.1|CCAP	LOC6615376|XP_002039758.1|DSEC
OG0005173	CCAP1982_LOCUS22295|CAD7014293.1|CCAP	LOC6607910|XP_002032664.2|DSEC
OG0005174	CCAP1982_LOCUS22036|CAD7014030.1|CCAP	LOC6615725|XP_002040096.1|DSEC
OG0005175	CCAP1982_LOCUS22017|CAD7014011.1|CCAP	LOC6615707|XP_032572897.1|DSEC
OG0005176	CCAP1982_LOCUS21771|CAD7013740.1|CCAP	LOC6609835|XP_002034487.1|DSEC
OG0005177	CCAP1982_LOCUS22022|CAD7014016.1|CCAP	LOC6615709|XP_002040080.1|DSEC
OG0005178	CCAP1982_LOCUS11224|CAD7002750.1|CCAP	LOC6604885|XP_002029730.1|DSEC
OG0005179	CCAP1982_LOCUS11191|CAD7002716.1|CCAP	LOC6604903|XP_002029748.1|DSEC
OG0005180	CCAP1982_LOCUS14936|CAD7006629.1|CCAP	LOC6610349|XP_032573519.1|DSEC
OG0005182	CCAP1982_LOCUS21616|CAD7013558.1|CCAP	LOC6608318|XP_032572718.1|DSEC
OG0005183	CCAP1982_LOCUS21611|CAD7013553.1|CCAP	LOC6608517|XP_002033251.1|DSEC
OG0005184	CCAP1982_LOCUS21607|CAD7013548.1|CCAP	LOC6608514|XP_032570850.1|DSEC
OG0005185	CCAP1982_LOCUS22002|CAD7013993.1|CCAP	LOC6608332|XP_002033069.1|DSEC
OG0005186	CCAP1982_LOCUS21752|CAD7013715.1|CCAP	LOC6608642|XP_032571282.1|DSEC
OG0005187	CCAP1982_LOCUS22294|CAD7014292.1|CCAP	LOC6607911|XP_032572993.1|DSEC
OG0005188	CCAP1982_LOCUS22762|CAD7014793.1|CCAP	LOC6609797|XP_002034451.2|DSEC
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC6604792|XP_002029643.1|DSEC
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC6616897|XP_002041231.1|DSEC
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC6609711|XP_032571907.1|DSEC
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC6608335|XP_032572707.1|DSEC
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC6610098|XP_002034709.1|DSEC
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC6608028|XP_002032776.1|DSEC
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC6616287|XP_002040651.1|DSEC
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC6613033|XP_002037523.1|DSEC
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC6605477|XP_002030310.2|DSEC
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC6609299|XP_002033989.1|DSEC
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC6609588|XP_032571397.1|DSEC
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC6618918|XP_032571589.1|DSEC
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC6608043|XP_032571246.1|DSEC
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC6609122|XP_032571162.1|DSEC
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC6611432|XP_002035976.2|DSEC
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC6613243|XP_032577709.1|DSEC
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC6615732|XP_002040103.1|DSEC
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC6608352|XP_002033089.1|DSEC
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC6608438|XP_002033172.2|DSEC
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC6611326|XP_002035873.1|DSEC
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC6611324|XP_032569997.1|DSEC
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC6616543|XP_002040902.1|DSEC
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC6613032|XP_002037522.1|DSEC
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC6612243|XP_002036755.1|DSEC
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC6611610|XP_032569861.1|DSEC
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC6613279|XP_002037756.1|DSEC
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC6614683|XP_002039110.1|DSEC
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC6619306|XP_002043523.1|DSEC
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP	LOC6611763|XP_032569709.1|DSEC
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC6608299|XP_002033036.1|DSEC
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC6610343|XP_002034929.1|DSEC
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC6611788|XP_002036311.1|DSEC
