Orthogroup	CCAP.longest_only	DELE.longest_only
OG0003428	CCAP1982_LOCUS14183|CAD7005839.1|CCAP	LOC108135701|XP_017112032.1|DELE
OG0003429	CCAP1982_LOCUS22596|CAD7014603.1|CCAP	LOC108143589|XP_017123596.1|DELE
OG0003430	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP	LOC108135331|XP_017111510.1|DELE
OG0003431	CCAP1982_LOCUS674|CAD6991766.1|CCAP	LOC108141124|XP_017119828.1|DELE
OG0003432	CCAP1982_LOCUS4099|CAD6995381.1|CCAP	LOC108136998|XP_017113985.1|DELE
OG0003433	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP	LOC108148839|XP_017131598.1|DELE
OG0003435	CCAP1982_LOCUS3071|CAD6994314.1|CCAP	LOC108148641|XP_017131253.1|DELE
OG0003436	CCAP1982_LOCUS2424|CAD6993614.1|CCAP	LOC108148315|XP_017130794.1|DELE
OG0003437	CCAP1982_LOCUS2425|CAD6993615.1|CCAP	LOC108148314|XP_017130791.1|DELE
OG0003438	CCAP1982_LOCUS2423|CAD6993613.1|CCAP	LOC108148349|XP_017130853.1|DELE
OG0003439	CCAP1982_LOCUS1479|CAD6992631.1|CCAP	LOC108137033|XP_017114022.1|DELE
OG0003440	CCAP1982_LOCUS3675|CAD6994941.1|CCAP	LOC108143115|XP_017122828.1|DELE
OG0003441	CCAP1982_LOCUS5321|CAD6996637.1|CCAP	LOC108138711|XP_017116551.1|DELE
OG0003442	CCAP1982_LOCUS1258|CAD6992394.1|CCAP	LOC108142916|XP_017122493.1|DELE
OG0003443	CCAP1982_LOCUS14943|CAD7006637.1|CCAP	LOC108146216|XP_017127623.1|DELE
OG0003444	CCAP1982_LOCUS14439|CAD7006107.1|CCAP	LOC108142293|XP_017121531.1|DELE
OG0003447	CCAP1982_LOCUS9834|CAD7001337.1|CCAP	LOC108145336|XP_017126212.1|DELE
OG0003448	CCAP1982_LOCUS2752|CAD6993967.1|CCAP	LOC108141103|XP_017119800.1|DELE
OG0003449	CCAP1982_LOCUS3525|CAD6994794.1|CCAP	LOC108148270|XP_017130713.1|DELE
OG0003450	CCAP1982_LOCUS3696|CAD6994964.1|CCAP	LOC108140641|XP_017119053.1|DELE
OG0003451	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP	LOC108140684|XP_017119120.1|DELE
OG0003452	CCAP1982_LOCUS73|CAD6991130.1|CCAP	LOC108140742|XP_017119208.1|DELE
OG0003453	CCAP1982_LOCUS373|CAD6991447.1|CCAP	LOC108146620|XP_017128153.1|DELE
OG0003454	CCAP1982_LOCUS6391|CAD6997761.1|CCAP	LOC108147793|XP_017130021.1|DELE
OG0003455	CCAP1982_LOCUS2452|CAD6993642.1|CCAP	LOC108135864|XP_017112254.1|DELE
OG0003456	CCAP1982_LOCUS23147|CAD7015197.1|CCAP	LOC108143470|XP_017123398.1|DELE
OG0003457	CCAP1982_LOCUS4329|CAD6995623.1|CCAP	LOC108141250|XP_017119995.1|DELE
OG0003458	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP	LOC108140731|XP_017119194.1|DELE
OG0003459	CCAP1982_LOCUS363|CAD6991437.1|CCAP	LOC108140655|XP_017119075.1|DELE
OG0003460	CCAP1982_LOCUS4024|CAD6995305.1|CCAP	LOC108148829|XP_017131582.1|DELE
OG0003461	CCAP1982_LOCUS2426|CAD6993616.1|CCAP	LOC108148290|XP_017130747.1|DELE
OG0003463	CCAP1982_LOCUS3767|CAD6995037.1|CCAP	LOC108139297|XP_017117482.1|DELE
OG0003464	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP	LOC108140374|XP_017118556.1|DELE
OG0003465	CCAP1982_LOCUS3523|CAD6994792.1|CCAP	LOC108148272|XP_017130717.1|DELE
OG0003466	CCAP1982_LOCUS4123|CAD6995405.1|CCAP	LOC108143064|XP_017122767.1|DELE
OG0003467	CCAP1982_LOCUS4096|CAD6995378.1|CCAP	LOC108139214|XP_017117354.1|DELE
OG0003468	CCAP1982_LOCUS1166|CAD6992298.1|CCAP	LOC108143030|XP_017122716.1|DELE
OG0003469	CCAP1982_LOCUS2027|CAD6993208.1|CCAP	LOC108148794|XP_017131503.1|DELE
OG0003470	CCAP1982_LOCUS2015|CAD6993193.1|CCAP	LOC108139278|XP_017117463.1|DELE
OG0003471	CCAP1982_LOCUS8797|CAD7000311.1|CCAP	LOC108149402|XP_017132427.1|DELE
OG0003472	CCAP1982_LOCUS6283|CAD6997652.1|CCAP	LOC108141822|XP_017120889.1|DELE
OG0003473	CCAP1982_LOCUS7925|CAD6999399.1|CCAP	LOC108135342|XP_017111523.1|DELE
OG0003474	CCAP1982_LOCUS3875|CAD6995154.1|CCAP	LOC108135763|XP_017112100.1|DELE
OG0003477	CCAP1982_LOCUS2284|CAD6993472.1|CCAP	LOC108139251|XP_017117416.1|DELE
OG0003478	CCAP1982_LOCUS3292|CAD6994552.1|CCAP	LOC108135771|XP_017112113.1|DELE
OG0003479	CCAP1982_LOCUS1053|CAD6992180.1|CCAP	LOC108143054|XP_017122755.1|DELE
OG0003480	CCAP1982_LOCUS2077|CAD6993260.1|CCAP	LOC108148216|XP_017130615.1|DELE
OG0003481	CCAP1982_LOCUS2076|CAD6993259.1|CCAP	LOC108148224|XP_017130628.1|DELE
OG0003482	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP	LOC108148378|XP_017130892.1|DELE
OG0003483	CCAP1982_LOCUS2056|CAD6993239.1|CCAP	LOC108148251|XP_017130655.1|DELE
OG0003484	CCAP1982_LOCUS2209|CAD6993393.1|CCAP	LOC108144072|XP_017124208.1|DELE
OG0003485	CCAP1982_LOCUS2380|CAD6993568.1|CCAP	LOC108150306|XP_017133912.1|DELE
OG0003486	CCAP1982_LOCUS2382|CAD6993570.1|CCAP	LOC108150234|XP_017133783.1|DELE
OG0003487	CCAP1982_LOCUS2529|CAD6993731.1|CCAP	LOC108149028|XP_017131866.1|DELE
OG0003488	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP	LOC108147223|XP_017129092.1|DELE
OG0003489	CCAP1982_LOCUS2593|CAD6993795.1|CCAP	LOC108142987|XP_017122644.1|DELE
OG0003490	CCAP1982_LOCUS2615|CAD6993818.1|CCAP	LOC108135831|XP_017112202.1|DELE
OG0003491	CCAP1982_LOCUS2647|CAD6993851.1|CCAP, CCAP1982_LOCUS2650|CAD6993854.1|CCAP	LOC108147281|XP_017129187.1|DELE
OG0003492	CCAP1982_LOCUS2875|CAD6994106.1|CCAP	LOC108148658|XP_017131277.1|DELE
OG0003493	CCAP1982_LOCUS1184|CAD6992316.1|CCAP, CCAP1982_LOCUS1183|CAD6992315.1|CCAP	LOC108144034|XP_017124155.1|DELE
OG0003494	CCAP1982_LOCUS2448|CAD6993638.1|CCAP	LOC108141097|XP_017119788.1|DELE
OG0003495	CCAP1982_LOCUS7670|CAD6999126.1|CCAP	LOC108138927|XP_017116986.1|DELE
OG0003496	CCAP1982_LOCUS55|CAD6991108.1|CCAP	LOC108139351|XP_017117564.1|DELE
OG0003497	CCAP1982_LOCUS1426|CAD6992578.1|CCAP	LOC108140613|XP_017119015.1|DELE
OG0003498	CCAP1982_LOCUS4163|CAD6995446.1|CCAP	LOC108141592|XP_017120529.1|DELE, LOC108141768|XP_017120759.1|DELE
OG0003499	CCAP1982_LOCUS3779|CAD6995053.1|CCAP	LOC108143032|XP_017122719.1|DELE
OG0003500	CCAP1982_LOCUS12413|CAD7003991.1|CCAP	LOC108138696|XP_017116530.1|DELE
OG0003501	CCAP1982_LOCUS2344|CAD6993532.1|CCAP, CCAP1982_LOCUS2343|CAD6993531.1|CCAP, CCAP1982_LOCUS2345|CAD6993533.1|CCAP	LOC108147326|XP_017129242.1|DELE
OG0003502	CCAP1982_LOCUS3909|CAD6995189.1|CCAP	LOC108144008|XP_017124118.1|DELE
OG0003503	CCAP1982_LOCUS3462|CAD6994729.1|CCAP	LOC108148624|XP_017131212.1|DELE
OG0003504	CCAP1982_LOCUS2035|CAD6993216.1|CCAP	LOC108140663|XP_017119085.1|DELE
OG0003505	CCAP1982_LOCUS1286|CAD6992424.1|CCAP, CCAP1982_LOCUS1285|CAD6992423.1|CCAP	LOC108139191|XP_017117318.1|DELE
OG0003506	CCAP1982_LOCUS1196|CAD6992331.1|CCAP, CCAP1982_LOCUS1195|CAD6992330.1|CCAP	LOC108148341|XP_017130841.1|DELE
OG0003507	CCAP1982_LOCUS4039|CAD6995321.1|CCAP, CCAP1982_LOCUS4038|CAD6995319.1|CCAP	LOC108148611|XP_017131179.1|DELE
OG0003508	CCAP1982_LOCUS11383|CAD7002917.1|CCAP	LOC108145885|XP_017127020.1|DELE
OG0003509	CCAP1982_LOCUS2841|CAD6994070.1|CCAP	LOC108148898|XP_017131702.1|DELE
OG0003510	CCAP1982_LOCUS7653|CAD6999108.1|CCAP	LOC108134816|XP_017110762.1|DELE
OG0003511	CCAP1982_LOCUS1325|CAD6992470.1|CCAP	LOC108150251|XP_017133807.1|DELE
OG0003512	CCAP1982_LOCUS1810|CAD6992979.1|CCAP	LOC108135841|XP_017112218.1|DELE
OG0003513	CCAP1982_LOCUS4017|CAD6995298.1|CCAP	LOC108148905|XP_017131710.1|DELE
OG0003514	CCAP1982_LOCUS3515|CAD6994784.1|CCAP	LOC108148206|XP_017130602.1|DELE
OG0003515	CCAP1982_LOCUS21020|CAD7012921.1|CCAP	LOC108144806|XP_017125420.1|DELE
OG0003516	CCAP1982_LOCUS2335|CAD6993523.1|CCAP	LOC108139332|XP_017117532.1|DELE
OG0003517	CCAP1982_LOCUS3547|CAD6994816.1|CCAP	LOC108150486|XP_017134185.1|DELE
OG0003518	CCAP1982_LOCUS3603|CAD6994868.1|CCAP, CCAP1982_LOCUS3643|CAD6994908.1|CCAP, CCAP1982_LOCUS3602|CAD6994867.1|CCAP	LOC108148332|XP_017130818.1|DELE
OG0003519	CCAP1982_LOCUS11421|CAD7002957.1|CCAP, CCAP1982_LOCUS11422|CAD7002958.1|CCAP, CCAP1982_LOCUS11423|CAD7002959.1|CCAP	LOC108150232|XP_017133767.1|DELE
OG0003520	CCAP1982_LOCUS11416|CAD7002952.1|CCAP	LOC108150248|XP_017133799.1|DELE
OG0003521	CCAP1982_LOCUS11429|CAD7002965.1|CCAP	LOC108150319|XP_017133923.1|DELE
OG0003522	CCAP1982_LOCUS22624|CAD7014633.1|CCAP, CCAP1982_LOCUS22621|CAD7014630.1|CCAP	LOC108141542|XP_017120471.1|DELE
OG0003523	CCAP1982_LOCUS7667|CAD6999123.1|CCAP	LOC108139009|XP_017117097.1|DELE
OG0003524	CCAP1982_LOCUS22854|CAD7014890.1|CCAP	LOC108142284|XP_017121518.1|DELE
OG0003525	CCAP1982_LOCUS23415|CAD7015476.1|CCAP	LOC108137925|XP_017115356.1|DELE
OG0003526	CCAP1982_LOCUS11316|CAD7002847.1|CCAP	LOC108140451|XP_017118672.1|DELE
OG0003527	CCAP1982_LOCUS22626|CAD7014635.1|CCAP	LOC108149619|XP_017132833.1|DELE
OG0003529	CCAP1982_LOCUS6459|CAD6997835.1|CCAP, CCAP1982_LOCUS6458|CAD6997834.1|CCAP	LOC108141966|XP_017121104.1|DELE
OG0003530	CCAP1982_LOCUS12403|CAD7003980.1|CCAP	LOC108142425|XP_017121773.1|DELE
OG0003531	CCAP1982_LOCUS11045|CAD7002557.1|CCAP	LOC108140587|XP_017118962.1|DELE
OG0003532	CCAP1982_LOCUS13293|CAD7004909.1|CCAP	LOC108146185|XP_017127582.1|DELE
OG0003533	CCAP1982_LOCUS11069|CAD7002582.1|CCAP	LOC108150321|XP_017133931.1|DELE
OG0003534	CCAP1982_LOCUS12129|CAD7003692.1|CCAP	LOC108150296|XP_017133891.1|DELE
OG0003535	CCAP1982_LOCUS11407|CAD7002942.1|CCAP	LOC108146031|XP_017127311.1|DELE
OG0003536	CCAP1982_LOCUS21804|CAD7013781.1|CCAP	LOC108145078|XP_017125750.1|DELE
OG0003537	CCAP1982_LOCUS21636|CAD7013581.1|CCAP	LOC108145207|XP_017125937.1|DELE
OG0003538	CCAP1982_LOCUS21619|CAD7013563.1|CCAP	LOC108149117|XP_017132007.1|DELE
OG0003539	CCAP1982_LOCUS21613|CAD7013555.1|CCAP	LOC108141400|XP_017120245.1|DELE
OG0003540	CCAP1982_LOCUS11357|CAD7002888.1|CCAP	LOC108146404|XP_017127894.1|DELE
OG0003541	CCAP1982_LOCUS3984|CAD6995263.1|CCAP	LOC108136692|XP_017113504.1|DELE
OG0003542	CCAP1982_LOCUS22394|CAD7014401.1|CCAP	LOC108145431|XP_017126337.1|DELE
OG0003543	CCAP1982_LOCUS7867|CAD6999340.1|CCAP	LOC108135928|XP_017112362.1|DELE
OG0003544	CCAP1982_LOCUS12760|CAD7004344.1|CCAP	LOC108146919|XP_017128652.1|DELE
OG0003545	CCAP1982_LOCUS14146|CAD7005798.1|CCAP	LOC108143214|XP_017122996.1|DELE
OG0003546	CCAP1982_LOCUS13560|CAD7005200.1|CCAP	LOC108146331|XP_017127786.1|DELE
OG0003547	CCAP1982_LOCUS22239|CAD7014236.1|CCAP	LOC108143476|XP_017123408.1|DELE
OG0003548	CCAP1982_LOCUS22755|CAD7014784.1|CCAP	LOC108143515|XP_017123484.1|DELE
OG0003549	CCAP1982_LOCUS22753|CAD7014782.1|CCAP	LOC108143537|XP_017123522.1|DELE
OG0003550	CCAP1982_LOCUS22380|CAD7014385.1|CCAP	LOC108144327|XP_017124525.1|DELE
OG0003551	CCAP1982_LOCUS22614|CAD7014623.1|CCAP	LOC108144654|XP_017125187.1|DELE
OG0003552	CCAP1982_LOCUS22722|CAD7014745.1|CCAP	LOC108144353|XP_017124591.1|DELE
OG0003553	CCAP1982_LOCUS22616|CAD7014625.1|CCAP	LOC108141449|XP_017120337.1|DELE
OG0003554	CCAP1982_LOCUS11950|CAD7003500.1|CCAP	LOC108146699|XP_017128252.1|DELE
OG0003555	CCAP1982_LOCUS13140|CAD7004747.1|CCAP	LOC108145890|XP_017127031.1|DELE
OG0003556	CCAP1982_LOCUS11725|CAD7003263.1|CCAP	LOC108142581|XP_017122024.1|DELE
OG0003557	CCAP1982_LOCUS11727|CAD7003265.1|CCAP	LOC108142398|XP_017121727.1|DELE
OG0003558	CCAP1982_LOCUS11602|CAD7003140.1|CCAP, CCAP1982_LOCUS11600|CAD7003138.1|CCAP	LOC108146046|XP_017127338.1|DELE
OG0003559	CCAP1982_LOCUS11205|CAD7002730.1|CCAP	LOC108146820|XP_017128499.1|DELE
OG0003560	CCAP1982_LOCUS13143|CAD7004750.1|CCAP	LOC108146963|XP_017128709.1|DELE
OG0003561	CCAP1982_LOCUS22042|CAD7014036.1|CCAP	LOC108145470|XP_017126409.1|DELE
OG0003562	CCAP1982_LOCUS22254|CAD7014251.1|CCAP	LOC108144711|XP_017125293.1|DELE
OG0003563	CCAP1982_LOCUS3245|CAD6994499.1|CCAP	LOC108135825|XP_017112196.1|DELE
OG0003564	CCAP1982_LOCUS13030|CAD7004635.1|CCAP	LOC108142562|XP_017121992.1|DELE
OG0003565	CCAP1982_LOCUS13066|CAD7004671.1|CCAP	LOC108146522|XP_017128048.1|DELE
OG0003566	CCAP1982_LOCUS2783|CAD6994002.1|CCAP	LOC108139244|XP_017117406.1|DELE
OG0003567	CCAP1982_LOCUS23392|CAD7015451.1|CCAP	LOC108141451|XP_017120343.1|DELE
OG0003568	CCAP1982_LOCUS22896|CAD7014933.1|CCAP	LOC108141413|XP_017120266.1|DELE
OG0003569	CCAP1982_LOCUS11485|CAD7003022.1|CCAP	LOC108146274|XP_017127703.1|DELE
OG0003570	CCAP1982_LOCUS21682|CAD7013635.1|CCAP	LOC108149620|XP_017132835.1|DELE
OG0003571	CCAP1982_LOCUS12914|CAD7004515.1|CCAP	LOC108146483|XP_017127998.1|DELE
OG0003572	CCAP1982_LOCUS22108|CAD7014102.1|CCAP	LOC108144399|XP_017124668.1|DELE
OG0003573	CCAP1982_LOCUS20153|CAD7012051.1|CCAP	LOC108147579|XP_017129699.1|DELE
OG0003574	CCAP1982_LOCUS13221|CAD7004832.1|CCAP	LOC108147541|XP_017129615.1|DELE
OG0003575	CCAP1982_LOCUS12171|CAD7003735.1|CCAP	LOC108146345|XP_017127805.1|DELE
OG0003576	CCAP1982_LOCUS11896|CAD7003442.1|CCAP	LOC108146721|XP_017128302.1|DELE
OG0003577	CCAP1982_LOCUS14910|CAD7006599.1|CCAP	LOC108147478|XP_017129517.1|DELE
OG0003578	CCAP1982_LOCUS11839|CAD7003380.1|CCAP	LOC108146818|XP_017128497.1|DELE
OG0003579	CCAP1982_LOCUS23067|CAD7015115.1|CCAP	LOC108144709|XP_017125290.1|DELE
OG0003580	CCAP1982_LOCUS19430|CAD7011325.1|CCAP	LOC108143486|XP_017123423.1|DELE
OG0003581	CCAP1982_LOCUS11518|CAD7003055.1|CCAP	LOC108146163|XP_017127548.1|DELE
OG0003582	CCAP1982_LOCUS13249|CAD7004864.1|CCAP	LOC108150261|XP_017133830.1|DELE
OG0003584	CCAP1982_LOCUS21831|CAD7013811.1|CCAP	LOC108141439|XP_017120320.1|DELE
OG0003586	CCAP1982_LOCUS19527|CAD7011427.1|CCAP	LOC108145280|XP_017126068.1|DELE
OG0003587	CCAP1982_LOCUS8444|CAD6999931.1|CCAP	LOC108148068|XP_017130410.1|DELE
OG0003588	CCAP1982_LOCUS1234|CAD6992370.1|CCAP	LOC108135849|XP_017112229.1|DELE
OG0003589	CCAP1982_LOCUS22779|CAD7014811.1|CCAP	LOC108141261|XP_017120002.1|DELE
OG0003590	CCAP1982_LOCUS11384|CAD7002918.1|CCAP	LOC108145887|XP_017127024.1|DELE
OG0003591	CCAP1982_LOCUS12774|CAD7004362.1|CCAP	LOC108146310|XP_017127756.1|DELE
OG0003592	CCAP1982_LOCUS10792|CAD7002301.1|CCAP	LOC108146865|XP_017128581.1|DELE
OG0003593	CCAP1982_LOCUS10943|CAD7002454.1|CCAP	LOC108142349|XP_017121629.1|DELE
OG0003594	CCAP1982_LOCUS12613|CAD7004194.1|CCAP	LOC108146973|XP_017128719.1|DELE
OG0003595	CCAP1982_LOCUS7244|CAD6998686.1|CCAP	LOC108144364|XP_017124617.1|DELE
OG0003596	CCAP1982_LOCUS21815|CAD7013794.1|CCAP	LOC108145070|XP_017125740.1|DELE
OG0003597	CCAP1982_LOCUS21803|CAD7013780.1|CCAP	LOC108145073|XP_017125745.1|DELE
OG0003598	CCAP1982_LOCUS13311|CAD7004928.1|CCAP	LOC108146442|XP_017127935.1|DELE
OG0003599	CCAP1982_LOCUS11327|CAD7002857.1|CCAP	LOC108139055|XP_017117163.1|DELE
OG0003600	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP	LOC108147437|XP_017129415.1|DELE
OG0003601	CCAP1982_LOCUS7215|CAD6998647.1|CCAP	LOC108145557|XP_017126547.1|DELE
OG0003602	CCAP1982_LOCUS21885|CAD7013867.1|CCAP	LOC108143410|XP_017123289.1|DELE
OG0003603	CCAP1982_LOCUS13002|CAD7004607.1|CCAP	LOC108147379|XP_017129302.1|DELE
OG0003604	CCAP1982_LOCUS4226|CAD6995513.1|CCAP	LOC108135193|XP_017111304.1|DELE
OG0003605	CCAP1982_LOCUS3866|CAD6995143.1|CCAP	LOC108135743|XP_017112069.1|DELE
OG0003606	CCAP1982_LOCUS19954|CAD7011845.1|CCAP	LOC108144570|XP_017125048.1|DELE
OG0003607	CCAP1982_LOCUS23337|CAD7015393.1|CCAP	LOC108144758|XP_017125352.1|DELE
OG0003608	CCAP1982_LOCUS12329|CAD7003900.1|CCAP	LOC108150290|XP_017133881.1|DELE
OG0003609	CCAP1982_LOCUS22494|CAD7014492.1|CCAP	LOC108143551|XP_017123549.1|DELE
OG0003610	CCAP1982_LOCUS14171|CAD7005827.1|CCAP	LOC108135638|XP_017111948.1|DELE
OG0003611	CCAP1982_LOCUS12836|CAD7004427.1|CCAP	LOC108142365|XP_017121660.1|DELE
OG0003613	CCAP1982_LOCUS22009|CAD7014002.1|CCAP	LOC108149638|XP_017132861.1|DELE
OG0003614	CCAP1982_LOCUS22010|CAD7014003.1|CCAP	LOC108149613|XP_017132813.1|DELE
OG0003615	CCAP1982_LOCUS7100|CAD6998511.1|CCAP	LOC108143428|XP_017123332.1|DELE
OG0003616	CCAP1982_LOCUS22733|CAD7014759.1|CCAP	LOC108137558|XP_017114773.1|DELE
OG0003617	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP	LOC108144413|XP_017124748.1|DELE
OG0003618	CCAP1982_LOCUS22202|CAD7014197.1|CCAP	LOC108144412|XP_017124746.1|DELE
OG0003619	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP	LOC108144993|XP_017125640.1|DELE
OG0003620	CCAP1982_LOCUS7174|CAD6998596.1|CCAP	LOC108144472|XP_017124872.1|DELE
OG0003621	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP	LOC108142508|XP_017121908.1|DELE
OG0003622	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP	LOC108142506|XP_017121901.1|DELE
OG0003623	CCAP1982_LOCUS20556|CAD7012478.1|CCAP	LOC108149106|XP_017131994.1|DELE
OG0003624	CCAP1982_LOCUS23352|CAD7015409.1|CCAP	LOC108143473|XP_017123406.1|DELE
OG0003625	CCAP1982_LOCUS21462|CAD7013397.1|CCAP	LOC108149635|XP_017132856.1|DELE
OG0003626	CCAP1982_LOCUS21714|CAD7013671.1|CCAP	LOC108144338|XP_017124550.1|DELE
OG0003627	CCAP1982_LOCUS21785|CAD7013758.1|CCAP	LOC108145180|XP_017125906.1|DELE
OG0003628	CCAP1982_LOCUS22904|CAD7014941.1|CCAP	LOC108141378|XP_017120203.1|DELE
OG0003629	CCAP1982_LOCUS23130|CAD7015177.1|CCAP	LOC108144987|XP_017125630.1|DELE
OG0003630	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP	LOC108144641|XP_017125170.1|DELE
OG0003631	CCAP1982_LOCUS14526|CAD7006198.1|CCAP	LOC108146229|XP_017127642.1|DELE
OG0003633	CCAP1982_LOCUS22604|CAD7014613.1|CCAP	LOC108145004|XP_017125655.1|DELE
OG0003634	CCAP1982_LOCUS11200|CAD7002725.1|CCAP	LOC108147466|XP_017129493.1|DELE
OG0003635	CCAP1982_LOCUS13302|CAD7004919.1|CCAP	LOC108146271|XP_017127700.1|DELE
OG0003636	CCAP1982_LOCUS21736|CAD7013695.1|CCAP	LOC108145506|XP_017126457.1|DELE
OG0003637	CCAP1982_LOCUS21955|CAD7013945.1|CCAP	LOC108143489|XP_017123428.1|DELE
OG0003638	CCAP1982_LOCUS11671|CAD7003211.1|CCAP	LOC108142585|XP_017122033.1|DELE
OG0003639	CCAP1982_LOCUS7721|CAD6999185.1|CCAP	LOC108141955|XP_017121086.1|DELE
OG0003640	CCAP1982_LOCUS21863|CAD7013843.1|CCAP	LOC108144575|XP_017125055.1|DELE
OG0003641	CCAP1982_LOCUS22381|CAD7014386.1|CCAP	LOC108145204|XP_017125935.1|DELE
OG0003642	CCAP1982_LOCUS22389|CAD7014395.1|CCAP	LOC108137243|XP_017114317.1|DELE, LOC108145465|XP_017126400.1|DELE
OG0003643	CCAP1982_LOCUS22398|CAD7014406.1|CCAP	LOC108144512|XP_017124940.1|DELE
OG0003644	CCAP1982_LOCUS21838|CAD7013818.1|CCAP	LOC108141345|XP_017120144.1|DELE
OG0003645	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP	LOC108145962|XP_017127170.1|DELE
OG0003647	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP	LOC108142726|XP_017122239.1|DELE
OG0003648	CCAP1982_LOCUS8271|CAD6999748.1|CCAP	LOC108147787|XP_017130016.1|DELE
OG0003649	CCAP1982_LOCUS4182|CAD6995467.1|CCAP	LOC108143767|XP_017123785.1|DELE
OG0003651	CCAP1982_LOCUS12955|CAD7004559.1|CCAP	LOC108148948|XP_017131769.1|DELE
OG0003652	CCAP1982_LOCUS14449|CAD7006117.1|CCAP	LOC108146616|XP_017128151.1|DELE
OG0003653	CCAP1982_LOCUS14514|CAD7006185.1|CCAP	LOC108142844|XP_017122402.1|DELE
OG0003654	CCAP1982_LOCUS14925|CAD7006617.1|CCAP	LOC108146720|XP_017128301.1|DELE
OG0003655	CCAP1982_LOCUS7863|CAD6999336.1|CCAP	LOC108138942|XP_017117009.1|DELE
OG0003656	CCAP1982_LOCUS14435|CAD7006103.1|CCAP	LOC108146826|XP_017128507.1|DELE
OG0003657	CCAP1982_LOCUS12806|CAD7004396.1|CCAP	LOC108150203|XP_017133702.1|DELE
OG0003658	CCAP1982_LOCUS4952|CAD6996269.1|CCAP	LOC108139220|XP_017117367.1|DELE
OG0003659	CCAP1982_LOCUS14429|CAD7006097.1|CCAP	LOC108142841|XP_017122398.1|DELE
OG0003660	CCAP1982_LOCUS14421|CAD7006089.1|CCAP	LOC108146157|XP_017127520.1|DELE
OG0003661	CCAP1982_LOCUS11803|CAD7003344.1|CCAP	LOC108146140|XP_017127483.1|DELE
OG0003662	CCAP1982_LOCUS13088|CAD7004695.1|CCAP	LOC108142499|XP_017121885.1|DELE
OG0003663	CCAP1982_LOCUS12977|CAD7004582.1|CCAP	LOC108147558|XP_017129634.1|DELE
OG0003664	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP	LOC108147464|XP_017129485.1|DELE
OG0003665	CCAP1982_LOCUS22959|CAD7015002.1|CCAP	LOC108135006|XP_017111029.1|DELE
OG0003666	CCAP1982_LOCUS21826|CAD7013806.1|CCAP	LOC108145116|XP_017125816.1|DELE
OG0003667	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP	LOC108146045|XP_017127331.1|DELE
OG0003668	CCAP1982_LOCUS23017|CAD7015061.1|CCAP	LOC108140390|XP_017118623.1|DELE
OG0003670	CCAP1982_LOCUS23293|CAD7015348.1|CCAP	LOC108143314|XP_017123121.1|DELE
OG0003671	CCAP1982_LOCUS23357|CAD7015415.1|CCAP	LOC108143425|XP_017123318.1|DELE
OG0003672	CCAP1982_LOCUS5024|CAD6996346.1|CCAP	LOC108144063|XP_017124198.1|DELE
OG0003673	CCAP1982_LOCUS22968|CAD7015011.1|CCAP	LOC108149063|XP_017131899.1|DELE
OG0003674	CCAP1982_LOCUS22662|CAD7014677.1|CCAP	LOC108141437|XP_017120314.1|DELE
OG0003675	CCAP1982_LOCUS7107|CAD6998519.1|CCAP, CCAP1982_LOCUS7108|CAD6998520.1|CCAP	LOC108147039|XP_017128791.1|DELE
OG0003676	CCAP1982_LOCUS21669|CAD7013618.1|CCAP	LOC108147037|XP_017128785.1|DELE
