Orthogroup	AALB.longest_only	DFIC.longest_only
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC108100278|XP_017059553.1|DFIC
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC108094456|XP_017050523.1|DFIC
OG0003894	LOC118460631|XP_035780978.1|AALB	LOC108089260|XP_017042917.1|DFIC
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC108095238|XP_017051755.1|DFIC
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC108095198|XP_017051693.1|DFIC
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC108101175|XP_017060894.1|DFIC
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC108091464|XP_017046165.1|DFIC
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC108101294|XP_017061085.1|DFIC
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC108100047|XP_017059266.1|DFIC
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC108100861|XP_017060429.1|DFIC
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC108100859|XP_017060428.1|DFIC
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC108099340|XP_017058305.1|DFIC
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC108091551|XP_017046311.1|DFIC
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC108091431|XP_017046111.1|DFIC
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC108086453|XP_017038860.1|DFIC
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC108096107|XP_017052972.1|DFIC
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC108089879|XP_017043828.1|DFIC
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC108094548|XP_017050646.1|DFIC
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC108092746|XP_017047964.1|DFIC
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC108100071|XP_017059295.1|DFIC
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC108092980|XP_017048360.1|DFIC
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC108098279|XP_017056570.1|DFIC
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC108089852|XP_017043785.1|DFIC
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC108093514|XP_017049095.1|DFIC
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC108092515|XP_017047626.1|DFIC
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC108096967|XP_017054433.1|DFIC
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC108089955|XP_017043935.1|DFIC
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC108100038|XP_017059251.1|DFIC
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC108098408|XP_017056791.1|DFIC
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC108089897|XP_017043860.1|DFIC
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC108089861|XP_017043796.1|DFIC
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC108092518|XP_017047629.1|DFIC
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC108100960|XP_017060600.1|DFIC
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC108100068|XP_017059292.1|DFIC
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC108088212|XP_017041405.1|DFIC
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC108088181|XP_017041357.1|DFIC
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC108090530|XP_017044742.1|DFIC
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC108089966|XP_017043950.1|DFIC
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC108098729|XP_017057339.1|DFIC
OG0003935	LOC118459321|XP_035778465.1|AALB	LOC108093929|XP_017049796.1|DFIC
OG0003936	LOC118459328|XP_035778477.1|AALB	LOC108093931|XP_017049797.1|DFIC
OG0003937	LOC118459297|XP_035778437.1|AALB	LOC108101504|XP_017061354.1|DFIC
OG0003938	LOC118460336|XP_035780445.1|AALB	LOC108089841|XP_017043750.1|DFIC
OG0003939	LOC118461443|XP_035782654.1|AALB	LOC108089813|XP_017043701.1|DFIC
OG0003940	LOC118461447|XP_035782661.1|AALB	LOC108089831|XP_017043733.1|DFIC
OG0003941	LOC118461584|XP_035782967.1|AALB	LOC108089836|XP_017043739.1|DFIC
OG0003942	LOC118457684|XP_035775341.1|AALB	LOC108100893|XP_017060490.1|DFIC
OG0003943	LOC118468577|XP_035795402.1|AALB	LOC108089839|XP_017043748.1|DFIC
OG0003944	LOC118467008|XP_035792848.1|AALB	LOC108094509|XP_017050599.1|DFIC
OG0003945	LOC118460001|XP_035779811.1|AALB	LOC108087663|XP_017040641.1|DFIC
OG0003946	LOC118461729|XP_035783309.1|AALB	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC
OG0003947	LOC118458892|XP_035777738.1|AALB	LOC108097647|XP_017055610.1|DFIC, LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC
OG0003948	LOC118459246|XP_035778347.1|AALB	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC
OG0003949	LOC118457277|XP_035774578.1|AALB	LOC108090614|XP_017044877.1|DFIC, LOC108099421|XP_017058479.1|DFIC
OG0003950	LOC118456774|XP_035773743.1|AALB	LOC108098226|XP_017056500.1|DFIC
OG0003951	LOC118460839|XP_035781414.1|AALB	LOC108088134|XP_017041286.1|DFIC
OG0003952	LOC118459148|XP_035778126.1|AALB	LOC108098693|XP_017057290.1|DFIC
OG0003953	LOC118456250|XP_035772739.1|AALB	LOC108088166|XP_017041327.1|DFIC
OG0003954	LOC118458653|XP_035777236.1|AALB	LOC108100685|XP_017060190.1|DFIC
OG0003955	LOC118461411|XP_035782587.1|AALB	LOC108089109|XP_017042708.1|DFIC
OG0003956	LOC118468849|XP_035795985.1|AALB	LOC108097142|XP_017054782.1|DFIC, LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC
OG0003957	LOC118456803|XP_035773783.1|AALB	LOC108088998|XP_017042557.1|DFIC
OG0003958	LOC118458800|XP_035777539.1|AALB	LOC108102167|XP_017062355.1|DFIC
OG0003959	LOC118456753|XP_035773706.1|AALB	LOC108095231|XP_017051740.1|DFIC
OG0003960	LOC118461410|XP_035782586.1|AALB	LOC108100933|XP_017060562.1|DFIC
OG0003961	LOC118457702|XP_035775374.1|AALB	LOC108100806|XP_017060359.1|DFIC
OG0003962	LOC118460119|XP_035780051.1|AALB	LOC108089888|XP_017043847.1|DFIC
OG0003963	LOC118459660|XP_035779153.1|AALB	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC
OG0003964	LOC118456336|XP_035772886.1|AALB	LOC108092556|XP_017047682.1|DFIC
OG0003965	LOC118459909|XP_035779634.1|AALB	LOC108100856|XP_017060423.1|DFIC
OG0003966	LOC118458655|XP_035777237.1|AALB	LOC108101394|XP_017061202.1|DFIC
OG0003967	LOC118460820|XP_035781333.1|AALB	LOC108101347|XP_017061146.1|DFIC
OG0003968	LOC118456983|XP_035774081.1|AALB	LOC108101281|XP_017061066.1|DFIC
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC108093779|XP_017049543.1|DFIC
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC108091538|XP_017046291.1|DFIC
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC108089261|XP_017042918.1|DFIC
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC108087464|XP_017040322.1|DFIC
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC108090861|XP_017045236.1|DFIC
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC108087729|XP_017040738.1|DFIC
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC108098730|XP_017057340.1|DFIC
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC108094453|XP_017050521.1|DFIC
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC108092729|XP_017047946.1|DFIC
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC108088296|XP_017041515.1|DFIC
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC108089143|XP_017042753.1|DFIC
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC108097853|XP_017055882.1|DFIC
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC108094502|XP_017050593.1|DFIC
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC108094481|XP_017050557.1|DFIC
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC108094533|XP_017050624.1|DFIC
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC108101211|XP_017060949.1|DFIC
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC108101205|XP_017060943.1|DFIC
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC108100783|XP_017060312.1|DFIC
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC108100870|XP_017060447.1|DFIC
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC108093496|XP_017049074.1|DFIC
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC108101756|XP_017061712.1|DFIC
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC108101285|XP_017061069.1|DFIC
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC108101288|XP_017061077.1|DFIC
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC108101320|XP_017061116.1|DFIC
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC108097767|XP_017055781.1|DFIC
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC108087847|XP_017040915.1|DFIC
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC108090286|XP_017044385.1|DFIC
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC108101974|XP_017062060.1|DFIC
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC108100898|XP_017060501.1|DFIC
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC108088730|XP_017042169.1|DFIC
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC108090867|XP_017045247.1|DFIC
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC108100043|XP_017059262.1|DFIC
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC108092693|XP_017047891.1|DFIC
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC108089964|XP_017043946.1|DFIC
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC108092551|XP_017047675.1|DFIC
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC108091457|XP_017046146.1|DFIC
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC108092577|XP_017047710.1|DFIC
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC108098320|XP_017056633.1|DFIC
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC108092761|XP_017047983.1|DFIC
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC108099670|XP_017058793.1|DFIC
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC108098357|XP_017056691.1|DFIC
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC108087463|XP_017040321.1|DFIC
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC108100857|XP_017060426.1|DFIC
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC108089255|XP_017042910.1|DFIC
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC108094199|XP_017050142.1|DFIC
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC108089884|XP_017043836.1|DFIC
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC108092323|XP_017047347.1|DFIC, LOC108092748|XP_017047971.1|DFIC
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC108092321|XP_017047345.1|DFIC
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC108098274|XP_017056565.1|DFIC
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC108094810|XP_017051069.1|DFIC
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC108098284|XP_017056580.1|DFIC
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC108101181|XP_017060906.1|DFIC
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC108092461|XP_017047539.1|DFIC
OG0004027	LOC118458610|XP_035777179.1|AALB	LOC108095248|XP_017051764.1|DFIC
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC108092036|XP_017047008.1|DFIC
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC108100982|XP_017060628.1|DFIC
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC108090924|XP_017045344.1|DFIC
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC108093516|XP_017049097.1|DFIC
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC108094149|XP_017050079.1|DFIC
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC108096069|XP_017052919.1|DFIC
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC108089838|XP_017043741.1|DFIC
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC108092383|XP_017047416.1|DFIC
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC108101378|XP_017061184.1|DFIC
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC108091487|XP_017046200.1|DFIC
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC108092448|XP_017047522.1|DFIC
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC108096860|XP_017054273.1|DFIC
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC108097684|XP_017055640.1|DFIC
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC108093217|XP_017048672.1|DFIC
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC108100102|XP_017059337.1|DFIC
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC108095337|XP_017051908.1|DFIC
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC108100030|XP_017059236.1|DFIC
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC108091547|XP_017046306.1|DFIC
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC108093482|XP_017049057.1|DFIC
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC108089923|XP_017043894.1|DFIC
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC108091560|XP_017046321.1|DFIC
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC108101216|XP_017060954.1|DFIC
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC108098699|XP_017057297.1|DFIC
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC108091054|XP_017045493.1|DFIC
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC108087184|XP_017039929.1|DFIC
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC108098602|XP_017057153.1|DFIC
OG0004057	LOC118456648|XP_035773479.1|AALB	LOC108100470|XP_017059890.1|DFIC
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC108099172|XP_017058022.1|DFIC
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC108098599|XP_017057149.1|DFIC
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC108087299|XP_017040100.1|DFIC
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC108101668|XP_017061578.1|DFIC
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC108100542|XP_017059996.1|DFIC
OG0004063	LOC118468807|XP_035795907.1|AALB	LOC108092955|XP_017048321.1|DFIC
OG0004064	LOC118468806|XP_035795906.1|AALB	LOC108096413|XP_017053478.1|DFIC
OG0004065	LOC118456546|XP_035773305.1|AALB	LOC108090762|XP_017045085.1|DFIC
OG0004066	LOC118456557|XP_035773320.1|AALB	LOC108086745|XP_017039274.1|DFIC
OG0004067	LOC118456547|XP_035773306.1|AALB	LOC108101684|XP_017061602.1|DFIC
OG0004069	LOC118456543|XP_035773292.1|AALB	LOC108099427|XP_017058445.1|DFIC
OG0004070	LOC118458282|XP_035776498.1|AALB	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC
OG0004071	LOC118461906|XP_035783654.1|AALB	LOC108093930|XP_017049800.1|DFIC
OG0004072	LOC118457160|XP_035774380.1|AALB	LOC108093937|XP_017049813.1|DFIC
OG0004073	LOC118461425|XP_035782626.1|AALB	LOC108091092|XP_017045596.1|DFIC
OG0004074	LOC118461423|XP_035782624.1|AALB	LOC108096695|XP_017054001.1|DFIC
OG0004075	LOC118456433|XP_035773083.1|AALB	LOC108094834|XP_017051122.1|DFIC
OG0004076	LOC118459893|XP_035779586.1|AALB	LOC108094833|XP_017051120.1|DFIC
OG0004077	LOC118459461|XP_035778761.1|AALB	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC
OG0004078	LOC118459484|XP_035778790.1|AALB	LOC108095873|XP_017052665.1|DFIC
OG0004079	LOC118458733|XP_035777396.1|AALB	LOC108095376|XP_017051944.1|DFIC
OG0004080	LOC118456954|XP_035774023.1|AALB	LOC108090529|XP_017044741.1|DFIC
OG0004081	LOC118456936|XP_035773979.1|AALB	LOC108086669|XP_017039139.1|DFIC
OG0004082	LOC118458629|XP_035777212.1|AALB	LOC108095216|XP_017051719.1|DFIC
OG0004083	LOC118458632|XP_035777214.1|AALB	LOC108087136|XP_017039823.1|DFIC
OG0004084	LOC118461787|XP_035783409.1|AALB	LOC108088896|XP_017042384.1|DFIC
OG0004085	LOC118460781|XP_035781279.1|AALB	LOC108087023|XP_017039680.1|DFIC
OG0004086	LOC118459903|XP_035779623.1|AALB	LOC108088542|XP_017041877.1|DFIC
OG0004087	LOC118457337|XP_035774726.1|AALB	LOC108091231|XP_017045826.1|DFIC
OG0004088	LOC118456643|XP_035773475.1|AALB	LOC108086526|XP_017038943.1|DFIC
OG0004089	LOC118461221|XP_035782189.1|AALB	LOC108095308|XP_017051860.1|DFIC
OG0004090	LOC118461220|XP_035782187.1|AALB	LOC108091971|XP_017046867.1|DFIC
OG0004091	LOC118459483|XP_035778788.1|AALB	LOC108098894|XP_017057575.1|DFIC
OG0004092	LOC118459917|XP_035779651.1|AALB	LOC108092916|XP_017048262.1|DFIC
OG0004094	LOC118468865|XP_035796040.1|AALB	LOC108091280|XP_017045883.1|DFIC
OG0004095	LOC118459340|XP_035778505.1|AALB	LOC108102067|XP_017062196.1|DFIC
OG0004096	LOC118459339|XP_035778504.1|AALB	LOC108088541|XP_017041875.1|DFIC
OG0004097	LOC118460959|XP_035781627.1|AALB	LOC108095429|XP_017052027.1|DFIC
OG0004098	LOC118460953|XP_035781622.1|AALB	LOC108087002|XP_017039628.1|DFIC
OG0004099	LOC118459863|XP_035779531.1|AALB	LOC108091373|XP_017046014.1|DFIC
OG0004100	LOC118458356|XP_035776601.1|AALB	LOC108090214|XP_017044296.1|DFIC
OG0004101	LOC118458043|XP_035776055.1|AALB	LOC108090204|XP_017044283.1|DFIC
OG0004102	LOC118460343|XP_035780462.1|AALB	LOC108090139|XP_017044166.1|DFIC
OG0004103	LOC118460346|XP_035780477.1|AALB	LOC108095871|XP_017052663.1|DFIC
OG0004104	LOC118460345|XP_035780475.1|AALB	LOC108091703|XP_017046530.1|DFIC
OG0004105	LOC118468483|XP_035795197.1|AALB	LOC108096340|XP_017053374.1|DFIC
OG0004106	LOC118461050|XP_035781834.1|AALB	LOC108088893|XP_017042381.1|DFIC
OG0004107	LOC118461040|XP_035781821.1|AALB	LOC108099205|XP_017058069.1|DFIC
OG0004108	LOC118461051|XP_035781835.1|AALB	LOC108097093|XP_017054643.1|DFIC
OG0004109	LOC118461025|XP_035781773.1|AALB	LOC108091972|XP_017046871.1|DFIC
OG0004110	LOC118461047|XP_035781831.1|AALB	LOC108093596|XP_017049211.1|DFIC
OG0004111	LOC118458791|XP_035777525.1|AALB	LOC108095896|XP_017052700.1|DFIC
OG0004112	LOC118468814|XP_035795923.1|AALB	LOC108096005|XP_017052844.1|DFIC
OG0004113	LOC118462079|XP_035783987.1|AALB	LOC108092798|XP_017048058.1|DFIC
OG0004114	LOC118459751|XP_035779335.1|AALB	LOC108097101|XP_017054656.1|DFIC
OG0004115	LOC118459744|XP_035779314.1|AALB	LOC108097098|XP_017054651.1|DFIC
OG0004116	LOC118461705|XP_035783219.1|AALB	LOC108095936|XP_017052762.1|DFIC
OG0004117	LOC118458353|XP_035776597.1|AALB	LOC108092152|XP_017047159.1|DFIC
OG0004118	LOC118458692|XP_035777324.1|AALB	LOC108093947|XP_017049832.1|DFIC
OG0004119	LOC118458828|XP_035777609.1|AALB	LOC108087349|XP_017040177.1|DFIC
OG0004120	LOC118460579|XP_035780885.1|AALB	LOC108097506|XP_017055310.1|DFIC
OG0004121	LOC118457734|XP_035775421.1|AALB	LOC108096174|XP_017053046.1|DFIC
OG0004122	LOC118467063|XP_035792985.1|AALB	LOC108098833|XP_017057478.1|DFIC
OG0004123	LOC118468604|XP_035795484.1|AALB	LOC108098554|XP_017057041.1|DFIC
OG0004124	LOC118468991|XP_035796309.1|AALB	LOC108095560|XP_017052191.1|DFIC
OG0004125	LOC118457443|XP_035774927.1|AALB	LOC108097645|XP_017055565.1|DFIC
OG0004126	LOC118456570|XP_035773332.1|AALB	LOC108088499|XP_017041814.1|DFIC
OG0004127	LOC118457377|XP_035774805.1|AALB	LOC108089215|XP_017042854.1|DFIC
OG0004128	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB	LOC108092026|XP_017046954.1|DFIC
OG0004129	LOC118460097|XP_035780015.1|AALB	LOC108093844|XP_017049666.1|DFIC
OG0004130	LOC118456149|XP_035772557.1|AALB	LOC108088665|XP_017042083.1|DFIC
OG0004131	LOC118461817|XP_035783462.1|AALB	LOC108097284|XP_017054982.1|DFIC
OG0004132	LOC118461810|XP_035783452.1|AALB	LOC108099111|XP_017057926.1|DFIC
OG0004133	LOC118461804|XP_035783443.1|AALB	LOC108093502|XP_017049081.1|DFIC
OG0004134	LOC118461793|XP_035783422.1|AALB	LOC108095826|XP_017052595.1|DFIC
OG0004135	LOC118469063|XP_035796429.1|AALB	LOC108101438|XP_017061254.1|DFIC
OG0004136	LOC118459464|XP_035778764.1|AALB	LOC108098525|XP_017056992.1|DFIC
OG0004137	LOC118461182|XP_035782102.1|AALB	LOC108090736|XP_017045047.1|DFIC
OG0004138	LOC118458478|XP_035776914.1|AALB	LOC108089315|XP_017042980.1|DFIC
OG0004139	LOC118458477|XP_035776913.1|AALB	LOC108097109|XP_017054675.1|DFIC
OG0004140	LOC118459550|XP_035778924.1|AALB	LOC108092815|XP_017048080.1|DFIC
OG0004141	LOC118456160|XP_035772576.1|AALB	LOC108094921|XP_017051260.1|DFIC
OG0004142	LOC118458018|XP_035776015.1|AALB	LOC108095602|XP_017052256.1|DFIC
OG0004143	LOC118457212|XP_035774478.1|AALB	LOC108087953|XP_017041031.1|DFIC
OG0004144	LOC118457193|XP_035774436.1|AALB	LOC108101189|XP_017060922.1|DFIC
OG0004145	LOC118456973|XP_035774063.1|AALB	LOC108089003|XP_017042563.1|DFIC
OG0004146	LOC118456972|XP_035774061.1|AALB	LOC108096449|XP_017053545.1|DFIC
OG0004147	LOC118459717|XP_035779270.1|AALB	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC
OG0004148	LOC118456655|XP_035773496.1|AALB	LOC108088068|XP_017041205.1|DFIC
OG0004149	LOC118458090|XP_035776144.1|AALB	LOC108098577|XP_017057102.1|DFIC
OG0004150	LOC118457455|XP_035774945.1|AALB	LOC108098950|XP_017057647.1|DFIC
OG0004151	LOC118469053|XP_035796412.1|AALB	LOC108100770|XP_017060295.1|DFIC
OG0004152	LOC118457616|XP_035775223.1|AALB	LOC108090124|XP_017044145.1|DFIC
OG0004153	LOC118468622|XP_035795526.1|AALB	LOC108086418|XP_017038809.1|DFIC
OG0004154	LOC118468620|XP_035795523.1|AALB	LOC108089468|XP_017043208.1|DFIC
OG0004155	LOC118461868|XP_035783583.1|AALB	LOC108096931|XP_017054376.1|DFIC
OG0004156	LOC118460226|XP_035780246.1|AALB	LOC108098786|XP_017057410.1|DFIC
OG0004157	LOC118458728|XP_035777388.1|AALB	LOC108094313|XP_017050334.1|DFIC
OG0004158	LOC118461932|XP_035783699.1|AALB	LOC108100736|XP_017060262.1|DFIC
OG0004159	LOC118461938|XP_035783706.1|AALB	LOC108095825|XP_017052594.1|DFIC
OG0004160	LOC118461930|XP_035783697.1|AALB	LOC108100641|XP_017060133.1|DFIC
OG0004161	LOC118460596|XP_035780915.1|AALB	LOC108092045|XP_017046976.1|DFIC
OG0004162	LOC118461066|XP_035781851.1|AALB	LOC108092092|XP_017047071.1|DFIC
OG0004163	LOC118456539|XP_035773279.1|AALB	LOC108098960|XP_017057662.1|DFIC
OG0004164	LOC118468982|XP_035796266.1|AALB	LOC108098461|XP_017056855.1|DFIC
OG0004165	LOC118468988|XP_035796295.1|AALB	LOC108090829|XP_017045179.1|DFIC
OG0004166	LOC118456565|XP_035773326.1|AALB	LOC108090923|XP_017045343.1|DFIC
OG0004167	LOC118468515|XP_035795246.1|AALB	LOC108099476|XP_017058521.1|DFIC
OG0004168	LOC118457810|XP_035775563.1|AALB	LOC108099468|XP_017058507.1|DFIC
OG0004169	LOC118457485|XP_035775002.1|AALB	LOC108095320|XP_017051886.1|DFIC
OG0004170	LOC118461929|XP_035783696.1|AALB	LOC108091087|XP_017045588.1|DFIC
OG0004171	LOC118461931|XP_035783698.1|AALB	LOC108095384|XP_017051952.1|DFIC
OG0004172	LOC118468451|XP_035795119.1|AALB	LOC108097667|XP_017055605.1|DFIC
OG0004173	LOC118460855|XP_035781454.1|AALB	LOC108093747|XP_017049502.1|DFIC
OG0004174	LOC118460852|XP_035781449.1|AALB	LOC108094848|XP_017051140.1|DFIC
OG0004175	LOC118461398|XP_035782556.1|AALB	LOC108094009|XP_017049925.1|DFIC
OG0004176	LOC118461799|XP_035783435.1|AALB	LOC108089035|XP_017042622.1|DFIC
OG0004177	LOC118460771|XP_035781259.1|AALB	LOC108098872|XP_017057548.1|DFIC
OG0004178	LOC118460712|XP_035781135.1|AALB	LOC108092020|XP_017046945.1|DFIC
OG0004179	LOC118460650|XP_035781007.1|AALB	LOC108097237|XP_017054899.1|DFIC
OG0004180	LOC118457205|XP_035774453.1|AALB	LOC108101088|XP_017060778.1|DFIC
OG0004181	LOC118460051|XP_035779921.1|AALB	LOC108087228|XP_017040001.1|DFIC
OG0004182	LOC118461609|XP_035783028.1|AALB	LOC108089473|XP_017043219.1|DFIC
OG0004183	LOC118461610|XP_035783037.1|AALB	LOC108089583|XP_017043429.1|DFIC
OG0004184	LOC118460872|XP_035781500.1|AALB	LOC108100397|XP_017059759.1|DFIC
