Orthogroup	AALB.longest_only	DELE.longest_only
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC108143177|XP_017122916.1|DELE
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC108135449|XP_017111680.1|DELE
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC108140766|XP_017119241.1|DELE
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC108150359|XP_017133986.1|DELE
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC108135836|XP_017112209.1|DELE
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC108141163|XP_017119879.1|DELE
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC108141080|XP_017119740.1|DELE
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC108148707|XP_017131348.1|DELE
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC108148710|XP_017131360.1|DELE
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC108144524|XP_017124962.1|DELE
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC108136872|XP_017113804.1|DELE
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC108143977|XP_017124076.1|DELE
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC108135758|XP_017112092.1|DELE
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC108135832|XP_017112203.1|DELE
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC108135701|XP_017112032.1|DELE
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC108143589|XP_017123596.1|DELE
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC108135331|XP_017111510.1|DELE
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC108141124|XP_017119828.1|DELE
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC108136998|XP_017113985.1|DELE
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC108148839|XP_017131598.1|DELE
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC108137669|XP_017115013.1|DELE
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC108148641|XP_017131253.1|DELE
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC108148315|XP_017130794.1|DELE
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC108148314|XP_017130791.1|DELE
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC108148349|XP_017130853.1|DELE
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC108137033|XP_017114022.1|DELE
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC108143115|XP_017122828.1|DELE
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC108138711|XP_017116551.1|DELE
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC108142916|XP_017122493.1|DELE
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC108146216|XP_017127623.1|DELE
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC108142293|XP_017121531.1|DELE
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC108136429|XP_017113058.1|DELE
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC108138590|XP_017116369.1|DELE
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC108145336|XP_017126212.1|DELE
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC108141103|XP_017119800.1|DELE
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC108148270|XP_017130713.1|DELE
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC108140641|XP_017119053.1|DELE
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC108140684|XP_017119120.1|DELE
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC108140742|XP_017119208.1|DELE
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC108146620|XP_017128153.1|DELE
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC108147793|XP_017130021.1|DELE
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC108135864|XP_017112254.1|DELE
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC108143470|XP_017123398.1|DELE
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC108141250|XP_017119995.1|DELE
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC108140731|XP_017119194.1|DELE
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC108140655|XP_017119075.1|DELE
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC108148829|XP_017131582.1|DELE
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC108148290|XP_017130747.1|DELE
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC108147555|XP_017129631.1|DELE
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC108139297|XP_017117482.1|DELE
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC108140374|XP_017118556.1|DELE
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC108148272|XP_017130717.1|DELE
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC108143064|XP_017122767.1|DELE
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC108139214|XP_017117354.1|DELE
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC108143030|XP_017122716.1|DELE
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC108148794|XP_017131503.1|DELE
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC108139278|XP_017117463.1|DELE
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC108149402|XP_017132427.1|DELE
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC108141822|XP_017120889.1|DELE
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC108135342|XP_017111523.1|DELE
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC108135763|XP_017112100.1|DELE
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC108140492|XP_017118757.1|DELE
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC108148211|XP_017130609.1|DELE
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC108139251|XP_017117416.1|DELE
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC108135771|XP_017112113.1|DELE
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC108143054|XP_017122755.1|DELE
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC108148216|XP_017130615.1|DELE
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC108148224|XP_017130628.1|DELE
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC108148378|XP_017130892.1|DELE
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC108148251|XP_017130655.1|DELE
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC108144072|XP_017124208.1|DELE
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC108150306|XP_017133912.1|DELE
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC108150234|XP_017133783.1|DELE
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC108149028|XP_017131866.1|DELE
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC108147223|XP_017129092.1|DELE
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC108142987|XP_017122644.1|DELE
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC108135831|XP_017112202.1|DELE
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC108147281|XP_017129187.1|DELE
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC108148658|XP_017131277.1|DELE
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC108144034|XP_017124155.1|DELE
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC108141097|XP_017119788.1|DELE
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC108138927|XP_017116986.1|DELE
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC108139351|XP_017117564.1|DELE
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC108140613|XP_017119015.1|DELE
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC108141592|XP_017120529.1|DELE, LOC108141768|XP_017120759.1|DELE
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC108143032|XP_017122719.1|DELE
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC108138696|XP_017116530.1|DELE
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC108147326|XP_017129242.1|DELE
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC108144008|XP_017124118.1|DELE
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC108148624|XP_017131212.1|DELE
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC108140663|XP_017119085.1|DELE
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC108139191|XP_017117318.1|DELE
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC108148341|XP_017130841.1|DELE
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC108148611|XP_017131179.1|DELE
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC108145885|XP_017127020.1|DELE
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC108148898|XP_017131702.1|DELE
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC108134816|XP_017110762.1|DELE
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC108150251|XP_017133807.1|DELE
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC108135841|XP_017112218.1|DELE
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC108148905|XP_017131710.1|DELE
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC108148206|XP_017130602.1|DELE
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC108144806|XP_017125420.1|DELE
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC108139332|XP_017117532.1|DELE
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC108150486|XP_017134185.1|DELE
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC108148332|XP_017130818.1|DELE
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC108150232|XP_017133767.1|DELE
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC108150248|XP_017133799.1|DELE
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC108150319|XP_017133923.1|DELE
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC108141542|XP_017120471.1|DELE
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC108139009|XP_017117097.1|DELE
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC108142284|XP_017121518.1|DELE
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC108137925|XP_017115356.1|DELE
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC108140451|XP_017118672.1|DELE
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC108149619|XP_017132833.1|DELE
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC108141966|XP_017121104.1|DELE
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC108142425|XP_017121773.1|DELE
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC108140587|XP_017118962.1|DELE
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC108146185|XP_017127582.1|DELE
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC108150321|XP_017133931.1|DELE
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC108150296|XP_017133891.1|DELE
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC108146031|XP_017127311.1|DELE
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC108145078|XP_017125750.1|DELE
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC108145207|XP_017125937.1|DELE
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC108149117|XP_017132007.1|DELE
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC108141400|XP_017120245.1|DELE
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC108146404|XP_017127894.1|DELE
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC108136692|XP_017113504.1|DELE
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC108145431|XP_017126337.1|DELE
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC108135928|XP_017112362.1|DELE
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC108146919|XP_017128652.1|DELE
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC108143214|XP_017122996.1|DELE
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC108146331|XP_017127786.1|DELE
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC108143476|XP_017123408.1|DELE
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC108143515|XP_017123484.1|DELE
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC108143537|XP_017123522.1|DELE
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC108144327|XP_017124525.1|DELE
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC108144654|XP_017125187.1|DELE
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC108144353|XP_017124591.1|DELE
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC108141449|XP_017120337.1|DELE
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC108146699|XP_017128252.1|DELE
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC108145890|XP_017127031.1|DELE
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC108142581|XP_017122024.1|DELE
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC108142398|XP_017121727.1|DELE
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC108146046|XP_017127338.1|DELE
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC108146820|XP_017128499.1|DELE
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC108146963|XP_017128709.1|DELE
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC108145470|XP_017126409.1|DELE
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC108144711|XP_017125293.1|DELE
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC108135825|XP_017112196.1|DELE
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC108142562|XP_017121992.1|DELE
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC108146522|XP_017128048.1|DELE
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC108139244|XP_017117406.1|DELE
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC108141451|XP_017120343.1|DELE
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC108141413|XP_017120266.1|DELE
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC108146274|XP_017127703.1|DELE
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC108149620|XP_017132835.1|DELE
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC108146483|XP_017127998.1|DELE
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC108144399|XP_017124668.1|DELE
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC108147579|XP_017129699.1|DELE
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC108147541|XP_017129615.1|DELE
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC108146345|XP_017127805.1|DELE
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC108146721|XP_017128302.1|DELE
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC108147478|XP_017129517.1|DELE
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC108146818|XP_017128497.1|DELE
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC108144709|XP_017125290.1|DELE
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC108143486|XP_017123423.1|DELE
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC108146163|XP_017127548.1|DELE
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC108150261|XP_017133830.1|DELE
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC108136759|XP_017113604.1|DELE, LOC108134604|XP_017110458.1|DELE
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC108141439|XP_017120320.1|DELE
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC108135688|XP_017112018.1|DELE
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC108145280|XP_017126068.1|DELE
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC108148068|XP_017130410.1|DELE
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC108135849|XP_017112229.1|DELE
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC108145887|XP_017127024.1|DELE
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC108146310|XP_017127756.1|DELE
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC108146865|XP_017128581.1|DELE
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC108142349|XP_017121629.1|DELE
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC108146973|XP_017128719.1|DELE
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC108144364|XP_017124617.1|DELE
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC108145070|XP_017125740.1|DELE
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC108145073|XP_017125745.1|DELE
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC108146442|XP_017127935.1|DELE
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC108139055|XP_017117163.1|DELE
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC108147437|XP_017129415.1|DELE
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC108145557|XP_017126547.1|DELE
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC108143410|XP_017123289.1|DELE
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC108147379|XP_017129302.1|DELE
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC108135193|XP_017111304.1|DELE
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC108135743|XP_017112069.1|DELE
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC108144570|XP_017125048.1|DELE
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC108144758|XP_017125352.1|DELE
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC108150290|XP_017133881.1|DELE
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC108143551|XP_017123549.1|DELE
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC108135638|XP_017111948.1|DELE
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC108142365|XP_017121660.1|DELE
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC108145378|XP_017126262.1|DELE
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC108149638|XP_017132861.1|DELE
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC108149613|XP_017132813.1|DELE
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC108143428|XP_017123332.1|DELE
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC108137558|XP_017114773.1|DELE
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC108144413|XP_017124748.1|DELE
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC108144412|XP_017124746.1|DELE
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC108144993|XP_017125640.1|DELE
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC108144472|XP_017124872.1|DELE
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC108142508|XP_017121908.1|DELE
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC108142506|XP_017121901.1|DELE
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC108149106|XP_017131994.1|DELE
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC108143473|XP_017123406.1|DELE
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC108149635|XP_017132856.1|DELE
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC108144338|XP_017124550.1|DELE
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC108145180|XP_017125906.1|DELE
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC108141378|XP_017120203.1|DELE
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC108144987|XP_017125630.1|DELE
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC108144641|XP_017125170.1|DELE
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC108146229|XP_017127642.1|DELE
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC108147413|XP_017129341.1|DELE
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC108145004|XP_017125655.1|DELE
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC108147466|XP_017129493.1|DELE
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC108146271|XP_017127700.1|DELE
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC108145506|XP_017126457.1|DELE
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC108143489|XP_017123428.1|DELE
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC108142585|XP_017122033.1|DELE
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC108141955|XP_017121086.1|DELE
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC108144575|XP_017125055.1|DELE
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC108145204|XP_017125935.1|DELE
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC108137243|XP_017114317.1|DELE, LOC108145465|XP_017126400.1|DELE
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC108144512|XP_017124940.1|DELE
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC108141345|XP_017120144.1|DELE
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC108145962|XP_017127170.1|DELE
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC108146449|XP_017127948.1|DELE
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC108142726|XP_017122239.1|DELE
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC108147787|XP_017130016.1|DELE
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC108143767|XP_017123785.1|DELE
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC108136572|XP_017113370.1|DELE
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC108148948|XP_017131769.1|DELE
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC108146616|XP_017128151.1|DELE
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC108142844|XP_017122402.1|DELE
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC108146720|XP_017128301.1|DELE
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC108138942|XP_017117009.1|DELE
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC108146826|XP_017128507.1|DELE
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC108150203|XP_017133702.1|DELE
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC108139220|XP_017117367.1|DELE
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC108142841|XP_017122398.1|DELE
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC108146157|XP_017127520.1|DELE
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC108146140|XP_017127483.1|DELE
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC108142499|XP_017121885.1|DELE
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC108147558|XP_017129634.1|DELE
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC108147464|XP_017129485.1|DELE
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC108135006|XP_017111029.1|DELE
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC108145116|XP_017125816.1|DELE
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC108146045|XP_017127331.1|DELE
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC108140390|XP_017118623.1|DELE
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC108143315|XP_017123122.1|DELE
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC108143314|XP_017123121.1|DELE
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC108143425|XP_017123318.1|DELE
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC108144063|XP_017124198.1|DELE
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC108149063|XP_017131899.1|DELE
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC108141437|XP_017120314.1|DELE
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC108147039|XP_017128791.1|DELE
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC108147037|XP_017128785.1|DELE
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC108135401|XP_017111588.1|DELE
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC108146127|XP_017127461.1|DELE
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC108146453|XP_017127953.1|DELE
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC108144799|XP_017125408.1|DELE
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC108141269|XP_017120027.1|DELE
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC108134789|XP_017110727.1|DELE
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC108138693|XP_017116531.1|DELE
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC108150243|XP_017133793.1|DELE
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC108150320|XP_017133924.1|DELE
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC108141442|XP_017120329.1|DELE
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC108144526|XP_017124964.1|DELE
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC108137548|XP_017114762.1|DELE
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC108138375|XP_017116044.1|DELE
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC108135656|XP_017111977.1|DELE
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC108136023|XP_017112440.1|DELE
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC108149661|XP_017132896.1|DELE
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC108145996|XP_017127239.1|DELE
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC108146466|XP_017127969.1|DELE
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC108135645|XP_017111959.1|DELE
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC108144272|XP_017124447.1|DELE
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC108147051|XP_017128824.1|DELE
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC108150369|XP_017133995.1|DELE
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC108144600|XP_017125095.1|DELE
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC108144615|XP_017125127.1|DELE
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC108147805|XP_017130035.1|DELE
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC108146770|XP_017128398.1|DELE
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC108146489|XP_017128008.1|DELE
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC108135709|XP_017112042.1|DELE
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC108147050|XP_017128814.1|DELE
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC108147499|XP_017129553.1|DELE
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC108146241|XP_017127663.1|DELE
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC108145968|XP_017127187.1|DELE
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC108145020|XP_017125682.1|DELE
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC108145018|XP_017125681.1|DELE
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC108146478|XP_017127991.1|DELE
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC108149825|XP_017133186.1|DELE
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC108143548|XP_017123545.1|DELE
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC108143547|XP_017123544.1|DELE
