Orthogroup	AALB.longest_only	DGUA.longest_only
OG0004756	LOC118468320|XP_035794958.1|AALB	LOC117585326|XP_034130656.1|DGUA
OG0004758	LOC118457339|XP_035774729.1|AALB	LOC117585315|XP_034130635.1|DGUA
OG0004759	LOC118457288|XP_035774641.1|AALB	LOC117585825|XP_034131447.1|DGUA
OG0004760	LOC118459619|XP_035779086.1|AALB	LOC117585781|XP_034131361.1|DGUA
OG0004761	LOC118461333|XP_035782431.1|AALB	LOC117584991|XP_034130109.1|DGUA
OG0004763	LOC118457651|XP_035775285.1|AALB	LOC117589489|XP_034137345.1|DGUA
OG0004764	LOC118459957|XP_035779738.1|AALB	LOC117589550|XP_034137451.1|DGUA
OG0004765	LOC118459953|XP_035779732.1|AALB	LOC117583167|XP_034127252.1|DGUA
OG0004766	LOC118468646|XP_035795563.1|AALB	LOC117583825|XP_034128303.1|DGUA
OG0004767	LOC118457954|XP_035775870.1|AALB	LOC117590106|XP_034138344.1|DGUA
OG0004768	LOC118457947|XP_035775854.1|AALB	LOC117590035|XP_034138230.1|DGUA
OG0004769	LOC118457953|XP_035775869.1|AALB	LOC117581795|XP_034125126.1|DGUA
OG0004770	LOC118457959|XP_035775878.1|AALB	LOC117585229|XP_034130514.1|DGUA
OG0004771	LOC118457957|XP_035775874.1|AALB	LOC117583628|XP_034127967.1|DGUA
OG0004772	LOC118457920|XP_035775814.1|AALB	LOC117585010|XP_034130139.1|DGUA
OG0004773	LOC118458170|XP_035776268.1|AALB	LOC117584944|XP_034130023.1|DGUA
OG0004774	LOC118459616|XP_035779078.1|AALB	LOC117584943|XP_034129995.1|DGUA
OG0004775	LOC118458313|XP_035776548.1|AALB	LOC117585702|XP_034131211.1|DGUA
OG0004776	LOC118462061|XP_035783942.1|AALB	LOC117578464|XP_034119886.1|DGUA
OG0004777	LOC118459590|XP_035779011.1|AALB	LOC117590135|XP_034138398.1|DGUA
OG0004778	LOC118460142|XP_035780123.1|AALB	LOC117584416|XP_034129171.1|DGUA
OG0004779	LOC118460138|XP_035780117.1|AALB	LOC117585286|XP_034130604.1|DGUA
OG0004780	LOC118460143|XP_035780125.1|AALB	LOC117584008|XP_034128629.1|DGUA
OG0004782	LOC118461374|XP_035782515.1|AALB	LOC117585789|XP_034131375.1|DGUA
OG0004783	LOC118460480|XP_035780714.1|AALB	LOC117590343|XP_034138733.1|DGUA
OG0004784	LOC118456618|XP_035773420.1|AALB	LOC117583050|XP_034127103.1|DGUA
OG0004785	LOC118458406|XP_035776714.1|AALB	LOC117582834|XP_034126780.1|DGUA
OG0004786	LOC118456144|XP_035772551.1|AALB	LOC117583005|XP_034127047.1|DGUA
OG0004787	LOC118457487|XP_035775011.1|AALB	LOC117583136|XP_034127218.1|DGUA
OG0004788	LOC118459288|XP_035778426.1|AALB	LOC117583345|XP_034127500.1|DGUA
OG0004789	LOC118459289|XP_035778427.1|AALB	LOC117583137|XP_034127219.1|DGUA
OG0004790	LOC118468835|XP_035795969.1|AALB	LOC117585275|XP_034130589.1|DGUA
OG0004791	LOC118459971|XP_035779754.1|AALB	LOC117583550|XP_034127801.1|DGUA
OG0004792	LOC118461728|XP_035783308.1|AALB	LOC117589965|XP_034138160.1|DGUA
OG0004793	LOC118458971|XP_035777852.1|AALB	LOC117583519|XP_034127754.1|DGUA
OG0004794	LOC118457385|XP_035774814.1|AALB	LOC117589526|XP_034137409.1|DGUA
OG0004795	LOC118457817|XP_035775583.1|AALB	LOC117589523|XP_034137405.1|DGUA
OG0004796	LOC118458837|XP_035777630.1|AALB	LOC117583578|XP_034127848.1|DGUA
OG0004797	LOC118458834|XP_035777624.1|AALB	LOC117584998|XP_034130118.1|DGUA
OG0004798	LOC118462029|XP_035783895.1|AALB	LOC117582710|XP_034126522.1|DGUA
OG0004799	LOC118461479|XP_035782729.1|AALB	LOC117589611|XP_034137578.1|DGUA
OG0004800	LOC118458437|XP_035776789.1|AALB	LOC117589775|XP_034137862.1|DGUA
OG0004801	LOC118460064|XP_035779953.1|AALB	LOC117586677|XP_034132818.1|DGUA
OG0004802	LOC118456303|XP_035772834.1|AALB	LOC117584947|XP_034130030.1|DGUA
OG0004803	LOC118459899|XP_035779608.1|AALB	LOC117583374|XP_034127546.1|DGUA
OG0004804	LOC118458164|XP_035776259.1|AALB	LOC117590037|XP_034138241.1|DGUA
OG0004805	LOC118461345|XP_035782451.1|AALB	LOC117582784|XP_034126648.1|DGUA
OG0004806	LOC118468775|XP_035795858.1|AALB	LOC117591170|XP_034140183.1|DGUA
OG0004807	LOC118461364|XP_035782498.1|AALB	LOC117585179|XP_034130413.1|DGUA
OG0004808	LOC118460733|XP_035781184.1|AALB	LOC117583182|XP_034127273.1|DGUA
OG0004809	LOC118461626|XP_035783068.1|AALB	LOC117589567|XP_034137509.1|DGUA
OG0004810	LOC118461625|XP_035783067.1|AALB	LOC117585828|XP_034131452.1|DGUA
OG0004811	LOC118460421|XP_035780604.1|AALB	LOC117580185|XP_034122435.1|DGUA
OG0004812	LOC118457120|XP_035774319.1|AALB	LOC117583762|XP_034128187.1|DGUA
OG0004813	LOC118458098|XP_035776161.1|AALB	LOC117589839|XP_034137982.1|DGUA
OG0004814	LOC118458288|XP_035776504.1|AALB	LOC117585687|XP_034131193.1|DGUA
OG0004815	LOC118461002|XP_035781721.1|AALB	LOC117588621|XP_034135926.1|DGUA
OG0004816	LOC118458919|XP_035777779.1|AALB	LOC117590312|XP_034138691.1|DGUA
OG0004817	LOC118457333|XP_035774720.1|AALB	LOC117590309|XP_034138686.1|DGUA
OG0004818	LOC118463260|XP_035785623.1|AALB	LOC117585311|XP_034130630.1|DGUA
OG0004819	LOC118463253|XP_035785616.1|AALB	LOC117583071|XP_034127135.1|DGUA
OG0004820	LOC118463252|XP_035785615.1|AALB	LOC117583183|XP_034127274.1|DGUA
OG0004821	LOC118462567|XP_035784258.1|AALB	LOC117583619|XP_034127955.1|DGUA
OG0004822	LOC118462571|XP_035784266.1|AALB	LOC117583786|XP_034128255.1|DGUA
OG0004823	LOC118464105|XP_035787083.1|AALB	LOC117582890|XP_034126870.1|DGUA
OG0004824	LOC118461940|XP_035783715.1|AALB	LOC117582892|XP_034126875.1|DGUA
OG0004825	LOC118464523|XP_035787853.1|AALB	LOC117590633|XP_034139342.1|DGUA
OG0004826	LOC118465924|XP_035790516.1|AALB	LOC117582961|XP_034126964.1|DGUA
OG0004827	LOC118465925|XP_035790517.1|AALB	LOC117590076|XP_034138305.1|DGUA
OG0004828	LOC118465926|XP_035790519.1|AALB	LOC117585288|XP_034130606.1|DGUA
OG0004829	LOC118460916|XP_035781562.1|AALB	LOC117585151|XP_034130373.1|DGUA
OG0004830	LOC118457016|XP_035774139.1|AALB	LOC117583015|XP_034127057.1|DGUA
OG0004831	LOC118456848|XP_035773837.1|AALB	LOC117587424|XP_034133985.1|DGUA
OG0004832	LOC118458545|XP_035777073.1|AALB	LOC117585769|XP_034131341.1|DGUA
OG0004833	LOC118460554|XP_035780842.1|AALB	LOC117586680|XP_034132823.1|DGUA
OG0004834	LOC118461654|XP_035783125.1|AALB	LOC117582916|XP_034126904.1|DGUA
OG0004835	LOC118460452|XP_035780663.1|AALB	LOC117583355|XP_034127516.1|DGUA
OG0004836	LOC118456263|XP_035772757.1|AALB	LOC117583056|XP_034127113.1|DGUA
OG0004837	LOC118466978|XP_035792785.1|AALB	LOC117580120|XP_034122303.1|DGUA
OG0004838	LOC118457550|XP_035775110.1|AALB	LOC117585085|XP_034130243.1|DGUA
OG0004839	LOC118457546|XP_035775101.1|AALB	LOC117584950|XP_034130034.1|DGUA
OG0004840	LOC118463418|XP_035785865.1|AALB	LOC117585261|XP_034130567.1|DGUA
OG0004841	LOC118456585|XP_035773375.1|AALB	LOC117591540|XP_034140725.1|DGUA
OG0004842	LOC118459381|XP_035778575.1|AALB	LOC117585567|XP_034130992.1|DGUA
OG0004843	LOC118458790|XP_035777524.1|AALB	LOC117589948|XP_034138131.1|DGUA
OG0004844	LOC118459556|XP_035778941.1|AALB	LOC117584027|XP_034128655.1|DGUA
OG0004845	LOC118459553|XP_035778927.1|AALB	LOC117586541|XP_034132590.1|DGUA
OG0004846	LOC118468549|XP_035795337.1|AALB	LOC117581861|XP_034125214.1|DGUA
OG0004847	LOC118456715|XP_035773644.1|AALB	LOC117581852|XP_034125200.1|DGUA
OG0004848	LOC118457955|XP_035775872.1|AALB	LOC117585818|XP_034131437.1|DGUA
OG0004850	LOC118460356|XP_035780491.1|AALB	LOC117585966|XP_034131665.1|DGUA
OG0004851	LOC118461212|XP_035782166.1|AALB	LOC117586440|XP_034132369.1|DGUA
OG0004852	LOC118458280|XP_035776496.1|AALB	LOC117586380|XP_034132300.1|DGUA
OG0004853	LOC118466452|XP_035791684.1|AALB	LOC117578534|XP_034119992.1|DGUA
OG0004854	LOC118463320|XP_035785699.1|AALB	LOC117579168|XP_034120821.1|DGUA
OG0004855	LOC118463322|XP_035785706.1|AALB	LOC117580153|XP_034122358.1|DGUA
OG0004856	LOC118466455|XP_035791688.1|AALB	LOC117589450|XP_034137285.1|DGUA
OG0004857	LOC118464546|XP_035787877.1|AALB	LOC117587161|XP_034133558.1|DGUA
OG0004858	LOC118464450|XP_035787726.1|AALB	LOC117589267|XP_034136938.1|DGUA
OG0004859	LOC118465591|XP_035789850.1|AALB	LOC117589272|XP_034136954.1|DGUA
OG0004860	LOC118466396|XP_035791541.1|AALB	LOC117589127|XP_034136703.1|DGUA
OG0004861	LOC118466393|XP_035791529.1|AALB	LOC117589350|XP_034137116.1|DGUA
OG0004862	LOC118466084|XP_035790871.1|AALB	LOC117589349|XP_034137103.1|DGUA
OG0004863	LOC118463782|XP_035786500.1|AALB	LOC117587366|XP_034133901.1|DGUA
OG0004864	LOC118463789|XP_035786515.1|AALB	LOC117589295|XP_034136978.1|DGUA
OG0004865	LOC118463788|XP_035786513.1|AALB	LOC117583287|XP_034127414.1|DGUA
OG0004866	LOC118465299|XP_035789275.1|AALB	LOC117579317|XP_034121021.1|DGUA
OG0004867	LOC118464911|XP_035788570.1|AALB	LOC117592106|XP_034141517.1|DGUA
OG0004868	LOC118464914|XP_035788576.1|AALB	LOC117588520|XP_034135762.1|DGUA
OG0004869	LOC118463318|XP_035785697.1|AALB	LOC117592608|XP_034142383.1|DGUA
OG0004870	LOC118463328|XP_035785718.1|AALB	LOC117590322|XP_034138709.1|DGUA
OG0004871	LOC118465099|XP_035788924.1|AALB	LOC117592418|XP_034142050.1|DGUA
OG0004872	LOC118466121|XP_035790960.1|AALB	LOC117589045|XP_034136567.1|DGUA
OG0004873	LOC118464320|XP_035787511.1|AALB	LOC117581931|XP_034125302.1|DGUA
OG0004874	LOC118463778|XP_035786485.1|AALB	LOC117591208|XP_034140240.1|DGUA
OG0004875	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB	LOC117588403|XP_034135550.1|DGUA
OG0004876	LOC118466685|XP_035792206.1|AALB	LOC117590803|XP_034139660.1|DGUA
OG0004877	LOC118462985|XP_035785087.1|AALB	LOC117579661|XP_034121535.1|DGUA
OG0004878	LOC118462961|XP_035785007.1|AALB	LOC117590632|XP_034139345.1|DGUA
OG0004879	LOC118463145|XP_035785404.1|AALB	LOC117591224|XP_034140292.1|DGUA
OG0004880	LOC118463161|XP_035785440.1|AALB	LOC117580379|XP_034122805.1|DGUA
OG0004881	LOC118463148|XP_035785417.1|AALB	LOC117587331|XP_034133853.1|DGUA
OG0004883	LOC118463158|XP_035785436.1|AALB	LOC117579048|XP_034120635.1|DGUA
OG0004884	LOC118466650|XP_035792113.1|AALB	LOC117587985|XP_034134886.1|DGUA
OG0004885	LOC118466660|XP_035792151.1|AALB	LOC117578723|XP_034120271.1|DGUA
OG0004886	LOC118466659|XP_035792150.1|AALB	LOC117587119|XP_034133511.1|DGUA
OG0004887	LOC118466658|XP_035792149.1|AALB	LOC117592395|XP_034142003.1|DGUA
OG0004888	LOC118467708|XP_035794385.1|AALB	LOC117578765|XP_034120361.1|DGUA
OG0004889	LOC118467716|XP_035794411.1|AALB	LOC117592405|XP_034142032.1|DGUA
OG0004890	LOC118465205|XP_035789083.1|AALB	LOC117588131|XP_034135107.1|DGUA
OG0004891	LOC118464284|XP_035787453.1|AALB	LOC117591041|XP_034140027.1|DGUA
OG0004892	LOC118465944|XP_035790561.1|AALB	LOC117591898|XP_034141175.1|DGUA
OG0004893	LOC118463189|XP_035785510.1|AALB	LOC117589406|XP_034137228.1|DGUA
OG0004894	LOC118464462|XP_035787756.1|AALB	LOC117578708|XP_034120249.1|DGUA
OG0004895	LOC118465102|XP_035788929.1|AALB	LOC117591942|XP_034141245.1|DGUA
OG0004896	LOC118465308|XP_035789306.1|AALB	LOC117581141|XP_034123967.1|DGUA
OG0004897	LOC118465301|XP_035789288.1|AALB	LOC117585900|XP_034131551.1|DGUA
OG0004898	LOC118465316|XP_035789326.1|AALB	LOC117592432|XP_034142076.1|DGUA
OG0004899	LOC118465292|XP_035789233.1|AALB	LOC117583041|XP_034127097.1|DGUA
OG0004900	LOC118463454|XP_035785933.1|AALB	LOC117586150|XP_034131943.1|DGUA
OG0004901	LOC118464634|XP_035787973.1|AALB	LOC117592426|XP_034142066.1|DGUA
OG0004902	LOC118464650|XP_035788008.1|AALB	LOC117587121|XP_034133508.1|DGUA
OG0004903	LOC118467050|XP_035792938.1|AALB	LOC117578659|XP_034120170.1|DGUA
OG0004904	LOC118462972|XP_035785032.1|AALB	LOC117585593|XP_034131029.1|DGUA
OG0004905	LOC118463651|XP_035786288.1|AALB	LOC117581315|XP_034124285.1|DGUA
OG0004906	LOC118463075|XP_035785229.1|AALB	LOC117579247|XP_034120925.1|DGUA
OG0004907	LOC118464668|XP_035788073.1|AALB	LOC117579732|XP_034121621.1|DGUA
OG0004909	LOC118466839|XP_035792543.1|AALB	LOC117580216|XP_034122501.1|DGUA
OG0004910	LOC118467079|XP_035793009.1|AALB	LOC117580213|XP_034122497.1|DGUA
OG0004911	LOC118466089|XP_035790890.1|AALB	LOC117589147|XP_034136733.1|DGUA
OG0004912	LOC118465441|XP_035789584.1|AALB	LOC117579249|XP_034120926.1|DGUA
OG0004913	LOC118464916|XP_035788579.1|AALB	LOC117592265|XP_034141819.1|DGUA
OG0004914	LOC118466983|XP_035792793.1|AALB	LOC117585449|XP_034130831.1|DGUA
OG0004915	LOC118466990|XP_035792801.1|AALB	LOC117585244|XP_034130549.1|DGUA
OG0004916	LOC118464065|XP_035787006.1|AALB	LOC117578529|XP_034119982.1|DGUA
OG0004917	LOC118466300|XP_035791291.1|AALB	LOC117579589|XP_034121410.1|DGUA
OG0004918	LOC118466295|XP_035791276.1|AALB	LOC117579586|XP_034121406.1|DGUA
OG0004919	LOC118466303|XP_035791300.1|AALB	LOC117583732|XP_034128140.1|DGUA
OG0004920	LOC118466298|XP_035791288.1|AALB	LOC117579610|XP_034121436.1|DGUA
OG0004921	LOC118466297|XP_035791280.1|AALB	LOC117580113|XP_034122283.1|DGUA
OG0004923	LOC118464292|XP_035787467.1|AALB	LOC117579160|XP_034120809.1|DGUA
OG0004924	LOC118464728|XP_035788202.1|AALB	LOC117587349|XP_034133879.1|DGUA
OG0004925	LOC118465569|XP_035789824.1|AALB	LOC117589245|XP_034136907.1|DGUA
OG0004926	LOC118465042|XP_035788801.1|AALB	LOC117589037|XP_034136555.1|DGUA
OG0004927	LOC118466145|XP_035790998.1|AALB	LOC117586882|XP_034133088.1|DGUA
OG0004928	LOC118462530|XP_035784176.1|AALB	LOC117592262|XP_034141799.1|DGUA
OG0004929	LOC118464253|XP_035787382.1|AALB	LOC117587229|XP_034133683.1|DGUA
OG0004930	LOC118467879|XP_035794683.1|AALB	LOC117578824|XP_034120472.1|DGUA
OG0004931	LOC118465409|XP_035789524.1|AALB	LOC117592292|XP_034141853.1|DGUA
OG0004932	LOC118465399|XP_035789492.1|AALB	LOC117588987|XP_034136475.1|DGUA
OG0004933	LOC118464842|XP_035788431.1|AALB	LOC117592431|XP_034142074.1|DGUA
OG0004934	LOC118463790|XP_035786516.1|AALB	LOC117581939|XP_034125315.1|DGUA
OG0004935	LOC118464660|XP_035788054.1|AALB	LOC117587487|XP_034134126.1|DGUA
OG0004936	LOC118463469|XP_035785952.1|AALB	LOC117579407|XP_034121176.1|DGUA
OG0004937	LOC118464623|XP_035787962.1|AALB	LOC117587108|XP_034133493.1|DGUA
OG0004938	LOC118462804|XP_035784700.1|AALB	LOC117586860|XP_034133046.1|DGUA
OG0004939	LOC118462815|XP_035784727.1|AALB	LOC117579636|XP_034121502.1|DGUA
OG0004940	LOC118462806|XP_035784702.1|AALB	LOC117579629|XP_034121486.1|DGUA
OG0004941	LOC118463711|XP_035786397.1|AALB	LOC117588875|XP_034136272.1|DGUA
OG0004942	LOC118467458|XP_035793862.1|AALB	LOC117580159|XP_034122369.1|DGUA
OG0004943	LOC118467459|XP_035793863.1|AALB	LOC117586816|XP_034132984.1|DGUA
OG0004944	LOC118465738|XP_035790093.1|AALB	LOC117589117|XP_034136686.1|DGUA
OG0004945	LOC118463010|XP_035785135.1|AALB	LOC117578489|XP_034119913.1|DGUA
OG0004946	LOC118467415|XP_035793791.1|AALB	LOC117589016|XP_034136531.1|DGUA
OG0004947	LOC118463506|XP_035785998.1|AALB	LOC117579462|XP_034121241.1|DGUA
OG0004948	LOC118465785|XP_035790212.1|AALB	LOC117579231|XP_034120903.1|DGUA
OG0004949	LOC118462459|XP_035784023.1|AALB	LOC117579230|XP_034120902.1|DGUA
OG0004950	LOC118462464|XP_035784040.1|AALB	LOC117588844|XP_034136229.1|DGUA
OG0004951	LOC118462461|XP_035784027.1|AALB	LOC117583688|XP_034128055.1|DGUA
OG0004952	LOC118466778|XP_035792397.1|AALB	LOC117580146|XP_034122346.1|DGUA
OG0004953	LOC118466785|XP_035792414.1|AALB	LOC117588947|XP_034136417.1|DGUA
OG0004954	LOC118466775|XP_035792394.1|AALB	LOC117588925|XP_034136392.1|DGUA
OG0004955	LOC118462999|XP_035785120.1|AALB	LOC117587514|XP_034134203.1|DGUA
OG0004956	LOC118463150|XP_035785421.1|AALB	LOC117586228|XP_034132058.1|DGUA
OG0004957	LOC118465297|XP_035789269.1|AALB	LOC117579487|XP_034121277.1|DGUA
OG0004958	LOC118462984|XP_035785083.1|AALB	LOC117580327|XP_034122716.1|DGUA
OG0004959	LOC118462996|XP_035785115.1|AALB	LOC117580330|XP_034122719.1|DGUA
OG0004960	LOC118462979|XP_035785068.1|AALB	LOC117580326|XP_034122712.1|DGUA
OG0004961	LOC118467108|XP_035793061.1|AALB	LOC117591833|XP_034141087.1|DGUA
OG0004962	LOC118467107|XP_035793060.1|AALB	LOC117579466|XP_034121244.1|DGUA
OG0004963	LOC118466833|XP_035792523.1|AALB	LOC117579306|XP_034121006.1|DGUA
OG0004964	LOC118463842|XP_035786639.1|AALB	LOC117579794|XP_034121754.1|DGUA
OG0004965	LOC118462864|XP_035784816.1|AALB	LOC117580315|XP_034122701.1|DGUA
OG0004966	LOC118462863|XP_035784815.1|AALB	LOC117580311|XP_034122696.1|DGUA
OG0004967	LOC118462706|XP_035784538.1|AALB	LOC117592610|XP_034142384.1|DGUA
OG0004968	LOC118465767|XP_035790175.1|AALB	LOC117579332|XP_034121049.1|DGUA
OG0004969	LOC118465761|XP_035790158.1|AALB	LOC117592670|XP_034142521.1|DGUA
OG0004970	LOC118465762|XP_035790159.1|AALB	LOC117579328|XP_034121043.1|DGUA
OG0004971	LOC118465765|XP_035790169.1|AALB	LOC117579330|XP_034121047.1|DGUA
OG0004972	LOC118462927|XP_035784929.1|AALB	LOC117580318|XP_034122705.1|DGUA
OG0004973	LOC118462488|XP_035784093.1|AALB	LOC117588989|XP_034136479.1|DGUA
OG0004974	LOC118467473|XP_035793904.1|AALB	LOC117579170|XP_034120824.1|DGUA
OG0004975	LOC118465041|XP_035788800.1|AALB	LOC117579594|XP_034121419.1|DGUA
OG0004976	LOC118464293|XP_035787468.1|AALB	LOC117587445|XP_034134020.1|DGUA
OG0004977	LOC118463963|XP_035786857.1|AALB	LOC117592030|XP_034141383.1|DGUA
OG0004978	LOC118466476|XP_035791752.1|AALB	LOC117587488|XP_034134153.1|DGUA
OG0004979	LOC118463992|XP_035786916.1|AALB	LOC117586820|XP_034132991.1|DGUA
OG0004980	LOC118463035|XP_035785171.1|AALB	LOC117591241|XP_034140308.1|DGUA
OG0004981	LOC118463037|XP_035785175.1|AALB	LOC117579967|XP_034122032.1|DGUA
OG0004982	LOC118463031|XP_035785166.1|AALB	LOC117580321|XP_034122708.1|DGUA
OG0004983	LOC118463039|XP_035785176.1|AALB	LOC117579344|XP_034121061.1|DGUA
OG0004984	LOC118463032|XP_035785167.1|AALB	LOC117589046|XP_034136564.1|DGUA
OG0004985	LOC118467471|XP_035793899.1|AALB	LOC117579527|XP_034121331.1|DGUA
OG0004986	LOC118463290|XP_035785665.1|AALB	LOC117579453|XP_034121232.1|DGUA
OG0004987	LOC118465043|XP_035788804.1|AALB	LOC117589222|XP_034136861.1|DGUA
OG0004988	LOC118467472|XP_035793903.1|AALB	LOC117579528|XP_034121334.1|DGUA
OG0004989	LOC118463053|XP_035785197.1|AALB	LOC117589428|XP_034137255.1|DGUA
OG0004990	LOC118467122|XP_035793086.1|AALB	LOC117584346|XP_034129073.1|DGUA
OG0004991	LOC118465525|XP_035789742.1|AALB	LOC117592621|XP_034142433.1|DGUA
OG0004992	LOC118465534|XP_035789753.1|AALB	LOC117592701|XP_034142563.1|DGUA
OG0004993	LOC118464492|XP_035787813.1|AALB	LOC117580145|XP_034122345.1|DGUA
OG0004995	LOC118467752|XP_035794458.1|AALB	LOC117587130|XP_034133521.1|DGUA
OG0004996	LOC118466429|XP_035791618.1|AALB	LOC117587325|XP_034133848.1|DGUA
OG0004997	LOC118467242|XP_035793402.1|AALB	LOC117592413|XP_034142044.1|DGUA
OG0004998	LOC118467114|XP_035793070.1|AALB	LOC117588070|XP_034135027.1|DGUA
OG0004999	LOC118464102|XP_035787072.1|AALB	LOC117589113|XP_034136681.1|DGUA
OG0005000	LOC118466517|XP_035791903.1|AALB	LOC117591838|XP_034141095.1|DGUA
OG0005001	LOC118463120|XP_035785347.1|AALB	LOC117589307|XP_034136994.1|DGUA
OG0005002	LOC118467636|XP_035794253.1|AALB	LOC117586648|XP_034132773.1|DGUA
OG0005003	LOC118463224|XP_035785566.1|AALB	LOC117589430|XP_034137258.1|DGUA
OG0005004	LOC118463218|XP_035785555.1|AALB	LOC117587069|XP_034133404.1|DGUA
OG0005005	LOC118467058|XP_035792952.1|AALB	LOC117579644|XP_034121515.1|DGUA
OG0005006	LOC118464101|XP_035787071.1|AALB	LOC117589323|XP_034137054.1|DGUA
OG0005007	LOC118464103|XP_035787073.1|AALB	LOC117586997|XP_034133288.1|DGUA
OG0005008	LOC118464069|XP_035787011.1|AALB	LOC117587241|XP_034133701.1|DGUA
OG0005009	LOC118466294|XP_035791275.1|AALB	LOC117588982|XP_034136462.1|DGUA
OG0005010	LOC118462920|XP_035784920.1|AALB	LOC117579373|XP_034121132.1|DGUA
OG0005011	LOC118462918|XP_035784916.1|AALB	LOC117578561|XP_034120025.1|DGUA
OG0005012	LOC118464834|XP_035788403.1|AALB	LOC117579096|XP_034120710.1|DGUA
OG0005013	LOC118467712|XP_035794402.1|AALB	LOC117586590|XP_034132656.1|DGUA
OG0005014	LOC118464009|XP_035786950.1|AALB	LOC117580396|XP_034122829.1|DGUA
OG0005015	LOC118462705|XP_035784537.1|AALB	LOC117580459|XP_034122924.1|DGUA
OG0005016	LOC118464762|XP_035788274.1|AALB	LOC117579826|XP_034121811.1|DGUA
OG0005017	LOC118467233|XP_035793384.1|AALB	LOC117586920|XP_034133163.1|DGUA
OG0005018	LOC118464312|XP_035787496.1|AALB	LOC117587478|XP_034134099.1|DGUA
OG0005019	LOC118467080|XP_035793012.1|AALB	LOC117588874|XP_034136271.1|DGUA
OG0005020	LOC118467154|XP_035793188.1|AALB	LOC117585262|XP_034130572.1|DGUA
OG0005021	LOC118466127|XP_035790969.1|AALB	LOC117584652|XP_034129571.1|DGUA
OG0005022	LOC118463296|XP_035785675.1|AALB	LOC117579796|XP_034121755.1|DGUA
OG0005023	LOC118466230|XP_035791163.1|AALB	LOC117592279|XP_034141833.1|DGUA
OG0005024	LOC118466228|XP_035791160.1|AALB, LOC118466229|XP_035791161.1|AALB	LOC117587104|XP_034133488.1|DGUA
OG0005025	LOC118466411|XP_035791572.1|AALB	LOC117579266|XP_034120953.1|DGUA
OG0005026	LOC118466409|XP_035791570.1|AALB	LOC117589312|XP_034137001.1|DGUA
OG0005027	LOC118463644|XP_035786277.1|AALB	LOC117587375|XP_034133915.1|DGUA
OG0005028	LOC118463545|XP_035786060.1|AALB	LOC117583604|XP_034127889.1|DGUA
OG0005029	LOC118464307|XP_035787491.1|AALB	LOC117586940|XP_034133198.1|DGUA
OG0005030	LOC118463543|XP_035786057.1|AALB	LOC117588992|XP_034136488.1|DGUA
OG0005031	LOC118466428|XP_035791604.1|AALB	LOC117579219|XP_034120879.1|DGUA
OG0005032	LOC118465815|XP_035790279.1|AALB	LOC117586849|XP_034133034.1|DGUA
OG0005033	LOC118463101|XP_035785290.1|AALB	LOC117579618|XP_034121461.1|DGUA
OG0005034	LOC118463582|XP_035786115.1|AALB	LOC117579620|XP_034121466.1|DGUA
OG0005035	LOC118466914|XP_035792676.1|AALB	LOC117587304|XP_034133788.1|DGUA
OG0005036	LOC118463079|XP_035785235.1|AALB	LOC117589126|XP_034136700.1|DGUA
OG0005037	LOC118464212|XP_035787276.1|AALB	LOC117580034|XP_034122153.1|DGUA
OG0005038	LOC118466514|XP_035791897.1|AALB	LOC117589138|XP_034136715.1|DGUA
OG0005039	LOC118463243|XP_035785603.1|AALB	LOC117581736|XP_034125008.1|DGUA
OG0005040	LOC118463124|XP_035785373.1|AALB	LOC117587178|XP_034133585.1|DGUA
OG0005041	LOC118463246|XP_035785606.1|AALB	LOC117579467|XP_034121246.1|DGUA
OG0005042	LOC118467593|XP_035794157.1|AALB	LOC117587080|XP_034133438.1|DGUA
OG0005043	LOC118464551|XP_035787882.1|AALB	LOC117586069|XP_034131813.1|DGUA
OG0005044	LOC118467135|XP_035793142.1|AALB	LOC117586051|XP_034131789.1|DGUA
OG0005045	LOC118464474|XP_035787776.1|AALB	LOC117579899|XP_034121965.1|DGUA
OG0005046	LOC118463397|XP_035785835.1|AALB	LOC117585346|XP_034130684.1|DGUA
OG0005047	LOC118463393|XP_035785831.1|AALB	LOC117586894|XP_034133129.1|DGUA
OG0005048	LOC118463966|XP_035786861.1|AALB	LOC117586899|XP_034133134.1|DGUA
OG0005049	LOC118464456|XP_035787736.1|AALB	LOC117587302|XP_034133786.1|DGUA
OG0005050	LOC118465980|XP_035790642.1|AALB	LOC117592629|XP_034142461.1|DGUA
OG0005051	LOC118463710|XP_035786396.1|AALB	LOC117586847|XP_034133033.1|DGUA
OG0005052	LOC118464772|XP_035788293.1|AALB	LOC117586852|XP_034133038.1|DGUA
OG0005053	LOC118467755|XP_035794475.1|AALB	LOC117587706|XP_034134501.1|DGUA
OG0005054	LOC118464270|XP_035787418.1|AALB	LOC117588885|XP_034136315.1|DGUA
OG0005055	LOC118464273|XP_035787428.1|AALB	LOC117591410|XP_034140554.1|DGUA
OG0005056	LOC118464828|XP_035788396.1|AALB	LOC117588035|XP_034134976.1|DGUA
OG0005057	LOC118464961|XP_035788649.1|AALB	LOC117579226|XP_034120891.1|DGUA
OG0005058	LOC118464967|XP_035788673.1|AALB	LOC117579092|XP_034120705.1|DGUA
OG0005059	LOC118463174|XP_035785472.1|AALB	LOC117578646|XP_034120153.1|DGUA
