Orthogroup	AALB.longest_only	DALB.longest_only
OG0003337	LOC118456562|XP_035773324.1|AALB	LOC117576478|XP_034117139.1|DALB
OG0003338	LOC118461908|XP_035783659.1|AALB	LOC117575839|XP_034116137.1|DALB
OG0003339	LOC118465282|XP_035789220.1|AALB	LOC117575141|XP_034115138.1|DALB
OG0003340	LOC118464288|XP_035787463.1|AALB	LOC117576149|XP_034116608.1|DALB
OG0003341	LOC118468825|XP_035795948.1|AALB	LOC117574598|XP_034114380.1|DALB
OG0003342	LOC118461027|XP_035781782.1|AALB	LOC117577258|XP_034118156.1|DALB
OG0003343	LOC118467204|XP_035793362.1|AALB	LOC117578209|XP_034119437.1|DALB
OG0003344	LOC118458621|XP_035777199.1|AALB	LOC117563909|XP_034098362.1|DALB
OG0003345	LOC118466306|XP_035791311.1|AALB	LOC117568971|XP_034105824.1|DALB
OG0003346	LOC118464886|XP_035788524.1|AALB	LOC117574717|XP_034114531.1|DALB
OG0003347	LOC118460965|XP_035781643.1|AALB	LOC117576276|XP_034116812.1|DALB
OG0003348	LOC118463628|XP_035786231.1|AALB	LOC117574025|XP_034113507.1|DALB
OG0003349	LOC118458142|XP_035776233.1|AALB	LOC117573344|XP_034112361.1|DALB
OG0003350	LOC118463565|XP_035786100.1|AALB	LOC117574979|XP_034114936.1|DALB
OG0003351	LOC118467509|XP_035793954.1|AALB	LOC117568952|XP_034105785.1|DALB
OG0003352	LOC118463917|XP_035786766.1|AALB	LOC117574617|XP_034114396.1|DALB
OG0003353	LOC118460140|XP_035780124.1|AALB	LOC117576501|XP_034117172.1|DALB
OG0003354	LOC118460493|XP_035780742.1|AALB	LOC117576754|XP_034117679.1|DALB
OG0003355	LOC118457994|XP_035775963.1|AALB	LOC117572272|XP_034110870.1|DALB
OG0003356	LOC118456935|XP_035773983.1|AALB	LOC117563431|XP_034097656.1|DALB, LOC117577643|XP_034118408.1|DALB, LOC117577275|XP_034118150.1|DALB
OG0003357	LOC118456947|XP_035774016.1|AALB	LOC117577704|XP_034118498.1|DALB
OG0003358	LOC118460688|XP_035781095.1|AALB	LOC117563935|XP_034098398.1|DALB
OG0003359	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB	LOC117571903|XP_034110270.1|DALB
OG0003360	LOC118467582|XP_035794124.1|AALB	LOC117575378|XP_034115446.1|DALB
OG0003361	LOC118467951|XP_035794815.1|AALB	LOC117568955|XP_034105804.1|DALB
OG0003362	LOC118466237|XP_035791174.1|AALB	LOC117576376|XP_034116965.1|DALB
OG0003363	LOC118466251|XP_035791200.1|AALB	LOC117574086|XP_034113612.1|DALB
OG0003364	LOC118462042|XP_035783910.1|AALB	LOC117574670|XP_034114465.1|DALB
OG0003365	LOC118461036|XP_035781815.1|AALB	LOC117576048|XP_034116468.1|DALB
OG0003366	LOC118461434|XP_035782636.1|AALB	LOC117572622|XP_034111469.1|DALB
OG0003367	LOC118460367|XP_035780510.1|AALB	LOC117572487|XP_034111228.1|DALB
OG0003368	LOC118456158|XP_035772618.1|AALB	LOC117572483|XP_034111223.1|DALB
OG0003369	LOC118459452|XP_035778755.1|AALB	LOC117576255|XP_034116781.1|DALB
OG0003370	LOC118461718|XP_035783271.1|AALB	LOC117574576|XP_034114344.1|DALB
OG0003371	LOC118459999|XP_035779798.1|AALB	LOC117576366|XP_034116949.1|DALB
OG0003372	LOC118460305|XP_035780404.1|AALB	LOC117569098|XP_034106006.1|DALB
OG0003373	LOC118465412|XP_035789532.1|AALB	LOC117574791|XP_034114638.1|DALB
OG0003374	LOC118460181|XP_035780182.1|AALB	LOC117568514|XP_034105110.1|DALB
OG0003375	LOC118458225|XP_035776385.1|AALB	LOC117574744|XP_034114572.1|DALB
OG0003376	LOC118459585|XP_035779005.1|AALB	LOC117575576|XP_034115731.1|DALB
OG0003377	LOC118457980|XP_035775923.1|AALB	LOC117574673|XP_034114471.1|DALB
OG0003378	LOC118468316|XP_035794953.1|AALB	LOC117575959|XP_034116329.1|DALB
OG0003379	LOC118468314|XP_035794951.1|AALB	LOC117576932|XP_034117966.1|DALB
OG0003380	LOC118458736|XP_035777400.1|AALB	LOC117574488|XP_034114217.1|DALB
OG0003381	LOC118460087|XP_035779996.1|AALB	LOC117573375|XP_034112403.1|DALB
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	LOC117575984|XP_034116371.1|DALB
OG0003383	LOC118460199|XP_035780200.1|AALB	LOC117575025|XP_034114994.1|DALB
OG0003384	LOC118460424|XP_035780608.1|AALB	LOC117564124|XP_034098673.1|DALB
OG0003385	LOC118468307|XP_035794937.1|AALB	LOC117574163|XP_034113741.1|DALB
OG0003386	LOC118458981|XP_035777869.1|AALB	LOC117573724|XP_034112985.1|DALB
OG0003387	LOC118458975|XP_035777858.1|AALB	LOC117573412|XP_034112506.1|DALB
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC117574183|XP_034113770.1|DALB
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC117571725|XP_034109923.1|DALB
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC117575822|XP_034116117.1|DALB
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC117576025|XP_034116425.1|DALB
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC117575873|XP_034116194.1|DALB
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC117573811|XP_034113114.1|DALB
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC117574906|XP_034114840.1|DALB
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC117574964|XP_034114918.1|DALB
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC117573404|XP_034112497.1|DALB
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC117573569|XP_034112747.1|DALB
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC117573933|XP_034113349.1|DALB
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC117573659|XP_034112875.1|DALB
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC117574355|XP_034114075.1|DALB
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC117574395|XP_034114125.1|DALB
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC117567781|XP_034103879.1|DALB
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC117574017|XP_034113496.1|DALB
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC117571887|XP_034110241.1|DALB
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC117574031|XP_034113516.1|DALB
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC117574032|XP_034113517.1|DALB
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC117575267|XP_034115293.1|DALB
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC117575688|XP_034115889.1|DALB
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC117574747|XP_034114575.1|DALB
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC117575964|XP_034116333.1|DALB
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC117573813|XP_034113122.1|DALB
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC117576438|XP_034117086.1|DALB
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC117567476|XP_034103396.1|DALB
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC117577576|XP_034118305.1|DALB
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC117574079|XP_034113604.1|DALB
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC117575168|XP_034115165.1|DALB
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC117576565|XP_034117296.1|DALB
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC117573748|XP_034113019.1|DALB
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC117573747|XP_034113018.1|DALB
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC117574494|XP_034114222.1|DALB
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC117575850|XP_034116159.1|DALB
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC117567552|XP_034103501.1|DALB
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC117575509|XP_034115647.1|DALB, LOC117575501|XP_034115635.1|DALB
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC117574887|XP_034114810.1|DALB
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC117576319|XP_034116869.1|DALB
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC117575681|XP_034115860.1|DALB
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC117568475|XP_034105052.1|DALB
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC117572743|XP_034111711.1|DALB
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC117573110|XP_034111923.1|DALB
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC117573656|XP_034112869.1|DALB
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC117574187|XP_034113771.1|DALB
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC117574062|XP_034113570.1|DALB
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC117564247|XP_034098842.1|DALB
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC117573285|XP_034112280.1|DALB
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC117576543|XP_034117272.1|DALB
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC117576541|XP_034117270.1|DALB
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC117573602|XP_034112788.1|DALB
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC117576976|XP_034118046.1|DALB
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC117575473|XP_034115584.1|DALB
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC117564309|XP_034098897.1|DALB
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC117576604|XP_034117394.1|DALB
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC117572356|XP_034111010.1|DALB
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC117567384|XP_034103224.1|DALB
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC117577807|XP_034118628.1|DALB
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC117573317|XP_034112319.1|DALB
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC117573222|XP_034112146.1|DALB, LOC117573234|XP_034112178.1|DALB, LOC117573127|XP_034111942.1|DALB
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC117576821|XP_034117784.1|DALB
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC117576646|XP_034117470.1|DALB
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC117576585|XP_034117362.1|DALB
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC117574077|XP_034113602.1|DALB
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC117574075|XP_034113600.1|DALB
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC117571503|XP_034109562.1|DALB
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC117565209|XP_034100107.1|DALB, LOC117564105|XP_034098642.1|DALB
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC117574961|XP_034114914.1|DALB
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC117566869|XP_034102358.1|DALB
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC117576080|XP_034116518.1|DALB
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC117575425|XP_034115516.1|DALB
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC117574797|XP_034114648.1|DALB
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC117573418|XP_034112515.1|DALB
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC117576540|XP_034117267.1|DALB
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC117569089|XP_034105997.1|DALB
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC117576913|XP_034117943.1|DALB
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC117574489|XP_034114218.1|DALB
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC117576647|XP_034117471.1|DALB
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC117573904|XP_034113302.1|DALB
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC117574336|XP_034114048.1|DALB
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC117575794|XP_034116061.1|DALB
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC117575140|XP_034115137.1|DALB
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC117574201|XP_034113796.1|DALB
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC117563241|XP_034097339.1|DALB
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC117566245|XP_034101687.1|DALB
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC117575847|XP_034116148.1|DALB
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC117573108|XP_034111921.1|DALB
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC117575201|XP_034115209.1|DALB
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC117576353|XP_034116932.1|DALB
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC117576950|XP_034117999.1|DALB
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC117575207|XP_034115222.1|DALB
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC117573450|XP_034112563.1|DALB
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC117576062|XP_034116487.1|DALB
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC117573442|XP_034112553.1|DALB
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC117576868|XP_034117861.1|DALB
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC117573361|XP_034112380.1|DALB
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC117576479|XP_034117141.1|DALB
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC117573996|XP_034113436.1|DALB
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC117573685|XP_034112921.1|DALB
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC117575115|XP_034115105.1|DALB
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC117574452|XP_034114180.1|DALB
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC117574787|XP_034114634.1|DALB
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC117573705|XP_034112964.1|DALB
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC117576077|XP_034116512.1|DALB
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC117563934|XP_034098397.1|DALB
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC117576433|XP_034117074.1|DALB
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC117573083|XP_034111866.1|DALB
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC117574513|XP_034114263.1|DALB
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC117564168|XP_034098726.1|DALB
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC117574769|XP_034114605.1|DALB
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC117576729|XP_034117641.1|DALB
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC117573385|XP_034112471.1|DALB
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC117575477|XP_034115601.1|DALB
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC117576625|XP_034117440.1|DALB
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC117576660|XP_034117506.1|DALB
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC117573886|XP_034113263.1|DALB
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC117571712|XP_034109902.1|DALB
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC117574801|XP_034114657.1|DALB
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC117575561|XP_034115713.1|DALB
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC117575560|XP_034115712.1|DALB
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC117576056|XP_034116479.1|DALB
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC117573417|XP_034112514.1|DALB
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC117574522|XP_034114275.1|DALB
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC117569877|XP_034107107.1|DALB
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC117574630|XP_034114410.1|DALB
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC117574784|XP_034114630.1|DALB
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC117574377|XP_034114102.1|DALB
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC117571759|XP_034110002.1|DALB
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC117571755|XP_034109996.1|DALB
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC117567681|XP_034103693.1|DALB
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC117568516|XP_034105108.1|DALB
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC117563932|XP_034098395.1|DALB
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC117572089|XP_034110580.1|DALB
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC117566858|XP_034102342.1|DALB
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC117575384|XP_034115449.1|DALB
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC117566875|XP_034102372.1|DALB
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC117565243|XP_034100146.1|DALB
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC117568895|XP_034105687.1|DALB
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC117567539|XP_034103476.1|DALB
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC117568282|XP_034104687.1|DALB
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC117569206|XP_034106168.1|DALB
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC117569213|XP_034106179.1|DALB
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC117567340|XP_034103155.1|DALB
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC117566903|XP_034102413.1|DALB
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC117570518|XP_034108110.1|DALB
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC117567451|XP_034103355.1|DALB
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC117571851|XP_034110136.1|DALB
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC117569954|XP_034107215.1|DALB
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC117576515|XP_034117215.1|DALB
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC117570835|XP_034108599.1|DALB
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC117574609|XP_034114426.1|DALB
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC117572761|XP_034111737.1|DALB
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC117572160|XP_034110700.1|DALB
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC117569489|XP_034106561.1|DALB
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC117568554|XP_034105165.1|DALB
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC117567938|XP_034104119.1|DALB
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC117568909|XP_034105705.1|DALB
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC117567151|XP_034102856.1|DALB
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC117567008|XP_034102584.1|DALB
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC117572437|XP_034111157.1|DALB
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC117569916|XP_034107151.1|DALB
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC117572584|XP_034111359.1|DALB
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC117567717|XP_034103767.1|DALB
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC117567866|XP_034104020.1|DALB
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC117569700|XP_034106853.1|DALB
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC117568603|XP_034105245.1|DALB
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC117568821|XP_034105583.1|DALB
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC117572762|XP_034111738.1|DALB
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC117569677|XP_034106815.1|DALB
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC117566810|XP_034102249.1|DALB
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC117575295|XP_034115335.1|DALB
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC117567287|XP_034103048.1|DALB
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC117572368|XP_034111026.1|DALB
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC117573832|XP_034113155.1|DALB
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC117568149|XP_034104447.1|DALB
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC117568181|XP_034104508.1|DALB
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC117572056|XP_034110523.1|DALB
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC117571939|XP_034110320.1|DALB
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC117568871|XP_034105652.1|DALB
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC117569492|XP_034106564.1|DALB
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC117567266|XP_034103016.1|DALB
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC117567300|XP_034103074.1|DALB
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC117572589|XP_034111367.1|DALB
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC117567819|XP_034103949.1|DALB
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC117568097|XP_034104368.1|DALB
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC117568092|XP_034104363.1|DALB
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC117567849|XP_034103992.1|DALB
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC117569439|XP_034106493.1|DALB
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC117570669|XP_034108346.1|DALB
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC117570977|XP_034108813.1|DALB
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC117568529|XP_034105124.1|DALB
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC117569926|XP_034107171.1|DALB
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC117569804|XP_034107009.1|DALB
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC117577753|XP_034118555.1|DALB, LOC117571769|XP_034110021.1|DALB
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC117565002|XP_034099838.1|DALB
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC117574876|XP_034114797.1|DALB
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC117569100|XP_034106009.1|DALB
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC117572751|XP_034111723.1|DALB
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC117570253|XP_034107657.1|DALB
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC117570654|XP_034108317.1|DALB
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC117567307|XP_034103086.1|DALB
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC117567695|XP_034103711.1|DALB
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC117566902|XP_034102412.1|DALB
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC117566893|XP_034102399.1|DALB
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC117568292|XP_034104703.1|DALB
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC117566420|XP_034101839.1|DALB
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC117570988|XP_034108827.1|DALB
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC117570688|XP_034108380.1|DALB
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC117567001|XP_034102568.1|DALB
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC117569106|XP_034106014.1|DALB
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC117564348|XP_034098955.1|DALB
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC117575174|XP_034115176.1|DALB, LOC117575171|XP_034115173.1|DALB
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC117569707|XP_034106861.1|DALB
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC117566936|XP_034102455.1|DALB
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC117569313|XP_034106316.1|DALB
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC117569895|XP_034107128.1|DALB
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC117567234|XP_034102956.1|DALB
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC117572686|XP_034111616.1|DALB
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC117571594|XP_034109701.1|DALB
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC117570286|XP_034107697.1|DALB
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC117570287|XP_034107698.1|DALB
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC117570293|XP_034107705.1|DALB
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC117568602|XP_034105244.1|DALB
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC117571901|XP_034110264.1|DALB
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC117571899|XP_034110260.1|DALB
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC117566822|XP_034102276.1|DALB
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC117570834|XP_034108598.1|DALB
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC117566960|XP_034102501.1|DALB
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC117566959|XP_034102496.1|DALB
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC117571951|XP_034110342.1|DALB
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC117572740|XP_034111707.1|DALB
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC117570595|XP_034108229.1|DALB
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC117569225|XP_034106191.1|DALB
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC117569125|XP_034106036.1|DALB
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC117566377|XP_034101769.1|DALB
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC117568875|XP_034105657.1|DALB
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC117572043|XP_034110500.1|DALB
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC117572049|XP_034110514.1|DALB
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC117570197|XP_034107575.1|DALB
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC117567326|XP_034103123.1|DALB
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC117569163|XP_034106117.1|DALB
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC117567806|XP_034103931.1|DALB
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC117571850|XP_034110135.1|DALB
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC117570431|XP_034107978.1|DALB
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC117568534|XP_034105143.1|DALB
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC117565418|XP_034100394.1|DALB
