Orthogroup	AALB.longest_only	DSIM.longest_only
OG0003200	LOC118466766|XP_035792380.1|AALB	LOC6739276|XP_039147487.1|DSIM
OG0003201	LOC118467924|XP_035794762.1|AALB	LOC6734397|XP_039147827.1|DSIM
OG0003202	LOC118464700|XP_035788115.1|AALB	LOC6737221|XP_016030926.1|DSIM
OG0003203	LOC118465433|XP_035789568.1|AALB	LOC6734568|XP_016027682.1|DSIM
OG0003204	LOC118465819|XP_035790294.1|AALB	LOC6727173|XP_016033669.1|DSIM
OG0003205	LOC118463732|XP_035786419.1|AALB	LOC6735954|XP_002082863.1|DSIM
OG0003206	LOC118465478|XP_035789672.1|AALB	LOC6733708|XP_002080755.1|DSIM
OG0003207	LOC118463378|XP_035785799.1|AALB	LOC6730010|XP_016036772.1|DSIM
OG0003208	LOC118467284|XP_035793484.1|AALB	LOC6737476|XP_002084312.2|DSIM
OG0003209	LOC118467420|XP_035793799.1|AALB	LOC6733917|XP_002080961.1|DSIM
OG0003210	LOC118462743|XP_035784597.1|AALB	LOC6729570|XP_002104878.1|DSIM
OG0003211	LOC118462733|XP_035784574.1|AALB	LOC6734583|XP_016027705.1|DSIM
OG0003212	LOC118467630|XP_035794244.1|AALB	LOC6728390|XP_002103738.1|DSIM
OG0003213	LOC118462802|XP_035784699.1|AALB	LOC6734717|XP_002081724.1|DSIM
OG0003214	LOC118465020|XP_035788771.1|AALB	LOC6735225|XP_016028544.1|DSIM
OG0003215	LOC118463978|XP_035786882.1|AALB	LOC6735236|XP_002082209.2|DSIM
OG0003216	LOC118464068|XP_035787008.1|AALB	LOC6733596|XP_016026557.1|DSIM
OG0003217	LOC118465682|XP_035790005.1|AALB	LOC6739349|XP_016026493.2|DSIM
OG0003218	LOC118463869|XP_035786679.1|AALB	LOC6738787|XP_039149228.1|DSIM
OG0003219	LOC118466311|XP_035791315.1|AALB	LOC6738008|XP_016031806.1|DSIM
OG0003220	LOC118463518|XP_035786013.1|AALB	LOC6732703|XP_016025438.1|DSIM
OG0003221	LOC118462046|XP_035783921.1|AALB	LOC120285372|XP_039153877.1|DSIM, LOC27209053|XP_039153874.1|DSIM, LOC6726256|XP_039153876.1|DSIM
OG0003222	LOC118463110|XP_035785327.1|AALB	LOC6733527|XP_016026491.1|DSIM
OG0003223	LOC118466502|XP_035791824.1|AALB	LOC6734078|XP_002081113.1|DSIM
OG0003224	LOC118465982|XP_035790651.1|AALB	LOC6740478|XP_016028341.1|DSIM
OG0003225	LOC118459787|XP_035779401.1|AALB	LOC6739231|XP_016024672.1|DSIM
OG0003226	LOC118466708|XP_035792250.1|AALB	LOC6733888|XP_016026911.1|DSIM
OG0003227	LOC118466790|XP_035792424.1|AALB	LOC6724952|XP_016037814.1|DSIM
OG0003250	LOC118458364|XP_035776650.1|AALB	LOC6729079|XP_002104400.1|DSIM
OG0003251	LOC118465739|XP_035790094.1|AALB	LOC6729799|XP_002105102.2|DSIM
OG0003252	LOC118456307|XP_035772842.1|AALB	LOC27206436|XP_016035771.1|DSIM
OG0003253	LOC118462278|XP_035784007.1|AALB	LOC6728342|XP_002103690.1|DSIM
OG0003254	LOC118468913|XP_035796114.1|AALB	LOC6727054|XP_002102451.1|DSIM
OG0003255	LOC118464368|XP_035787604.1|AALB	LOC6730323|XP_016037085.2|DSIM
OG0003256	LOC118459164|XP_035778197.1|AALB	LOC6739685|XP_002076580.2|DSIM
OG0003257	LOC118464227|XP_035787304.1|AALB	LOC6725671|XP_039152364.1|DSIM
OG0003258	LOC118462119|XP_035783995.1|AALB	LOC6726558|XP_016040223.1|DSIM
OG0003259	LOC118458324|XP_035776570.1|AALB	LOC27209109|XP_016040363.1|DSIM
OG0003260	LOC118462246|XP_035784005.1|AALB	LOC27208781|XP_039152917.1|DSIM
OG0003261	LOC118468535|XP_035795311.1|AALB	LOC6726668|XP_016033157.2|DSIM
OG0003262	LOC118467526|XP_035793984.1|AALB	LOC27208500|XP_039151786.1|DSIM
OG0003263	LOC118459146|XP_035778125.1|AALB	LOC6740036|XP_016038626.1|DSIM
OG0003264	LOC118459913|XP_035779688.1|AALB	LOC6726619|XP_016040301.1|DSIM
OG0003265	LOC118463319|XP_035785704.1|AALB	LOC6732262|XP_002079391.1|DSIM
OG0003266	LOC118462775|XP_035784645.1|AALB	LOC6731196|XP_016023741.1|DSIM
OG0003267	LOC118466215|XP_035791135.1|AALB	LOC6726388|XP_039153676.1|DSIM
OG0003268	LOC118460613|XP_035780950.1|AALB	LOC6729972|XP_039150897.1|DSIM
OG0003269	LOC118460604|XP_035780932.1|AALB	LOC6730090|XP_002105383.1|DSIM
OG0003270	LOC118461836|XP_035783505.1|AALB	LOC6738081|XP_016031902.2|DSIM
OG0003271	LOC118463817|XP_035786592.1|AALB	LOC6724716|XP_016037311.1|DSIM
OG0003272	LOC118462976|XP_035785100.1|AALB	LOC6726346|XP_039154087.1|DSIM
OG0003273	LOC118466981|XP_035792789.1|AALB	LOC6734185|XP_002081214.1|DSIM
OG0003274	LOC118463893|XP_035786721.1|AALB	LOC6725563|XP_039153251.1|DSIM
OG0003275	LOC118456794|XP_035774182.1|AALB	LOC6725056|XP_016038032.1|DSIM
OG0003276	LOC118460591|XP_035780904.1|AALB	LOC6727814|XP_039151921.1|DSIM
OG0003277	LOC118462637|XP_035784381.1|AALB	LOC27208337|XP_016026967.1|DSIM
OG0003278	LOC118459685|XP_035779210.1|AALB	LOC27209075|XP_016036760.1|DSIM
OG0003279	LOC118457149|XP_035774368.1|AALB, LOC118457183|XP_035774421.1|AALB	LOC27207483|XP_016038377.1|DSIM
OG0003280	LOC118458454|XP_035776845.1|AALB	LOC27208891|XP_016035624.1|DSIM
OG0003281	LOC118460544|XP_035780832.1|AALB	LOC6727308|XP_002102695.1|DSIM
OG0003282	LOC118466507|XP_035791847.1|AALB	LOC27209440|XP_039153660.1|DSIM
OG0003283	LOC118465503|XP_035789716.1|AALB	LOC6732851|XP_016025571.1|DSIM
OG0003284	LOC118467880|XP_035794684.1|AALB	LOC27207226|XP_039153900.1|DSIM
OG0003285	LOC118463757|XP_035786461.1|AALB	LOC6730316|XP_016037078.1|DSIM
OG0003286	LOC118460575|XP_035780880.1|AALB	LOC6729782|XP_016036465.1|DSIM
OG0003287	LOC118465304|XP_035789301.1|AALB	LOC6737735|XP_039150105.1|DSIM
OG0003288	LOC118466110|XP_035790941.1|AALB	LOC6728024|XP_016034633.1|DSIM
OG0003289	LOC118464005|XP_035786945.1|AALB	LOC6735780|XP_002082693.1|DSIM
OG0003290	LOC118464355|XP_035787572.1|AALB	LOC6726682|XP_002102093.2|DSIM
OG0003291	LOC118464968|XP_035788681.1|AALB	LOC6738733|XP_016032545.1|DSIM
OG0003292	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB	LOC6725984|XP_002106966.1|DSIM
OG0003293	LOC118456256|XP_035772753.1|AALB	LOC27207848|XP_016038382.1|DSIM
OG0003294	LOC118457245|XP_035774527.1|AALB	LOC6734992|XP_002081974.1|DSIM
OG0003295	LOC118465150|XP_035788992.1|AALB	LOC6726620|XP_016040307.1|DSIM
OG0003296	LOC118460910|XP_035781553.1|AALB	LOC27208240|XP_016034903.1|DSIM
OG0003297	LOC118458796|XP_035777538.1|AALB	LOC6728679|XP_016035351.1|DSIM
OG0003298	LOC118460055|XP_035779934.1|AALB	LOC6726289|XP_002107250.2|DSIM
OG0003299	LOC118463632|XP_035786247.1|AALB	LOC6728076|XP_002103428.1|DSIM
OG0003300	LOC118465899|XP_035790448.1|AALB	LOC6728066|XP_016034686.1|DSIM
OG0003301	LOC118462557|XP_035784238.1|AALB	LOC6735061|XP_002082038.2|DSIM
OG0003302	LOC118464281|XP_035787450.1|AALB	LOC6725606|XP_016038805.1|DSIM
OG0003303	LOC118460877|XP_035781507.1|AALB	LOC6734548|XP_002081557.2|DSIM
OG0003304	LOC118464920|XP_035788588.1|AALB	LOC6729277|XP_002104597.2|DSIM
OG0003305	LOC118457119|XP_035774318.1|AALB	LOC6740228|XP_039153852.1|DSIM
OG0003306	LOC118465861|XP_035790386.1|AALB	LOC6733242|XP_016026120.1|DSIM
OG0003307	LOC118463522|XP_035786028.1|AALB	LOC6726085|XP_016039539.1|DSIM
OG0003308	LOC118458265|XP_035776450.1|AALB	LOC27208557|XP_016022938.2|DSIM
OG0003309	LOC118465344|XP_035789398.1|AALB	LOC6726568|XP_016040229.1|DSIM
OG0003310	LOC118461559|XP_035782912.1|AALB	LOC6725895|XP_002106890.2|DSIM
OG0003311	LOC118466487|XP_035791780.1|AALB	LOC6728528|XP_002103873.1|DSIM
OG0003312	LOC118458724|XP_035777385.1|AALB, LOC118467481|XP_035793916.1|AALB	LOC6727729|XP_002103091.1|DSIM
OG0003313	LOC118458255|XP_035776441.1|AALB	LOC6724796|XP_002105837.1|DSIM
OG0003314	LOC118457246|XP_035774524.1|AALB	LOC6735960|XP_016029311.1|DSIM
OG0003315	LOC118460846|XP_035781444.1|AALB	LOC6726162|XP_016039689.1|DSIM
OG0003316	LOC118459004|XP_035777905.1|AALB	LOC6730301|XP_002105584.1|DSIM
OG0003317	LOC118468748|XP_035795801.1|AALB	LOC6728044|XP_002103396.1|DSIM
OG0003318	LOC118465064|XP_035788844.1|AALB	LOC6728701|XP_016035368.1|DSIM
OG0003319	LOC118465295|XP_035789258.1|AALB	LOC6726669|XP_016033158.1|DSIM
OG0003320	LOC118458726|XP_035777390.1|AALB	LOC6730307|XP_016037068.1|DSIM
OG0003321	LOC118463029|XP_035785168.1|AALB	LOC6730311|XP_016037076.1|DSIM
OG0003322	LOC118459355|XP_035778536.1|AALB	LOC6730313|XP_002105596.1|DSIM
OG0003323	LOC118460170|XP_035780170.1|AALB	LOC6739897|XP_016037524.1|DSIM
OG0003324	LOC118463370|XP_035785791.1|AALB	LOC27209395|XP_016037713.1|DSIM
OG0003325	LOC118463846|XP_035786647.1|AALB	LOC6727150|XP_016033632.1|DSIM
OG0003326	LOC118464715|XP_035788150.1|AALB	LOC27208755|XP_039153737.1|DSIM
OG0003327	LOC118459181|XP_035778233.1|AALB	LOC6724719|XP_002105763.1|DSIM
OG0003328	LOC118462744|XP_035784602.1|AALB	LOC6724914|XP_002105952.1|DSIM
OG0003329	LOC118461944|XP_035783724.1|AALB	LOC6727313|XP_016033847.1|DSIM
OG0003330	LOC118465229|XP_035789161.1|AALB	LOC6737432|XP_016031205.1|DSIM
OG0003331	LOC118468822|XP_035795949.1|AALB	LOC6726217|XP_016039744.1|DSIM
OG0003332	LOC118462982|XP_035785071.1|AALB	LOC6726134|XP_002107111.1|DSIM
OG0003333	LOC118466563|XP_035792003.1|AALB	LOC6730268|XP_002105551.3|DSIM
OG0003334	LOC118460139|XP_035780161.1|AALB	LOC6726891|XP_002102293.1|DSIM
OG0003335	LOC118459981|XP_035779810.1|AALB	LOC6728089|XP_002103441.1|DSIM
OG0003336	LOC118466755|XP_035792352.1|AALB	LOC6729045|XP_002104366.1|DSIM
OG0003337	LOC118456562|XP_035773324.1|AALB	LOC6730018|XP_016036789.1|DSIM
OG0003338	LOC118461908|XP_035783659.1|AALB	LOC6727577|XP_016034171.1|DSIM
OG0003339	LOC118465282|XP_035789220.1|AALB	LOC6730077|XP_016036847.1|DSIM
OG0003340	LOC118464288|XP_035787463.1|AALB	LOC27206409|XP_016036845.1|DSIM
OG0003341	LOC118468825|XP_035795948.1|AALB	LOC6726280|XP_002107241.1|DSIM
OG0003342	LOC118461027|XP_035781782.1|AALB	LOC6726312|XP_016039858.1|DSIM
OG0003343	LOC118467204|XP_035793362.1|AALB	LOC6726092|XP_039153268.1|DSIM
OG0003344	LOC118458621|XP_035777199.1|AALB	LOC6732248|XP_016024927.1|DSIM
OG0003345	LOC118466306|XP_035791311.1|AALB	LOC27208328|XP_039153521.1|DSIM
OG0003346	LOC118464886|XP_035788524.1|AALB	LOC6727546|XP_002102926.1|DSIM
OG0003347	LOC118460965|XP_035781643.1|AALB	LOC6727561|XP_002102940.1|DSIM
OG0003348	LOC118463628|XP_035786231.1|AALB	LOC6727540|XP_002102920.1|DSIM
OG0003349	LOC118458142|XP_035776233.1|AALB	LOC6737980|XP_002084795.1|DSIM
OG0003350	LOC118463565|XP_035786100.1|AALB	LOC6729202|XP_016035849.1|DSIM
OG0003351	LOC118467509|XP_035793954.1|AALB	LOC6725288|XP_016038308.1|DSIM
OG0003352	LOC118463917|XP_035786766.1|AALB	LOC6730229|XP_016036982.1|DSIM
OG0003353	LOC118460140|XP_035780124.1|AALB	LOC6727789|XP_016034372.1|DSIM
OG0003354	LOC118460493|XP_035780742.1|AALB	LOC6730279|XP_002105562.1|DSIM
OG0003355	LOC118457994|XP_035775963.1|AALB	LOC6726385|XP_039153674.1|DSIM
OG0003356	LOC118456935|XP_035773983.1|AALB	LOC6725415|XP_039152216.1|DSIM
OG0003357	LOC118456947|XP_035774016.1|AALB	LOC6725724|XP_016039002.1|DSIM
OG0003358	LOC118460688|XP_035781095.1|AALB	LOC6732617|XP_016025325.1|DSIM
OG0003359	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB	LOC6726207|XP_016039727.1|DSIM
OG0003360	LOC118467582|XP_035794124.1|AALB	LOC6725977|XP_039153368.1|DSIM
OG0003361	LOC118467951|XP_035794815.1|AALB	LOC6735265|XP_002082235.1|DSIM
OG0003362	LOC118466237|XP_035791174.1|AALB	LOC6730379|XP_016037153.1|DSIM
OG0003363	LOC118466251|XP_035791200.1|AALB	LOC6727178|XP_016033670.1|DSIM
OG0003364	LOC118462042|XP_035783910.1|AALB	LOC6728667|XP_016035327.1|DSIM
OG0003365	LOC118461036|XP_035781815.1|AALB	LOC6726796|XP_016033296.1|DSIM
OG0003366	LOC118461434|XP_035782636.1|AALB	LOC6738589|XP_002085393.2|DSIM
OG0003367	LOC118460367|XP_035780510.1|AALB	LOC6738660|XP_002085462.1|DSIM
OG0003368	LOC118456158|XP_035772618.1|AALB	LOC6738663|XP_016032485.1|DSIM
OG0003369	LOC118459452|XP_035778755.1|AALB	LOC6727052|XP_002102449.1|DSIM
OG0003370	LOC118461718|XP_035783271.1|AALB	LOC6728725|XP_039150609.1|DSIM
OG0003371	LOC118459999|XP_035779798.1|AALB	LOC6726519|XP_002107475.1|DSIM
OG0003372	LOC118460305|XP_035780404.1|AALB	LOC6734386|XP_002081407.2|DSIM
OG0003373	LOC118465412|XP_035789532.1|AALB	LOC6728460|XP_002103805.2|DSIM
OG0003374	LOC118460181|XP_035780182.1|AALB	LOC27209183|XP_039152729.1|DSIM
OG0003375	LOC118458225|XP_035776385.1|AALB	LOC6728079|XP_016034700.1|DSIM
OG0003376	LOC118459585|XP_035779005.1|AALB	LOC6728659|XP_002103998.1|DSIM
OG0003377	LOC118457980|XP_035775923.1|AALB	LOC6728663|XP_016035319.1|DSIM
OG0003378	LOC118468316|XP_035794953.1|AALB	LOC6729894|XP_002105197.1|DSIM
OG0003379	LOC118468314|XP_035794951.1|AALB	LOC6729103|XP_002104424.1|DSIM
OG0003380	LOC118458736|XP_035777400.1|AALB	LOC6729088|XP_016035737.1|DSIM
OG0003381	LOC118460087|XP_035779996.1|AALB	LOC6731912|XP_002079047.1|DSIM
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	LOC6729866|XP_039151229.1|DSIM
OG0003383	LOC118460199|XP_035780200.1|AALB	LOC6728817|XP_002104151.1|DSIM
OG0003384	LOC118460424|XP_035780608.1|AALB	LOC6730440|XP_002077621.1|DSIM
OG0003385	LOC118468307|XP_035794937.1|AALB	LOC6728970|XP_016035647.1|DSIM
OG0003386	LOC118458981|XP_035777869.1|AALB	LOC6729480|XP_002104790.1|DSIM
OG0003387	LOC118458975|XP_035777858.1|AALB	LOC27208939|XP_016036639.1|DSIM
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC6726192|XP_016039721.1|DSIM
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC6736110|XP_002083010.2|DSIM
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC6727497|XP_002102877.1|DSIM
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC6727718|XP_002103080.1|DSIM
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC6727794|XP_002103155.1|DSIM
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC6730055|XP_016036833.1|DSIM
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC6727190|XP_002102582.2|DSIM
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC6727180|XP_002102572.1|DSIM
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC6729949|XP_039151890.1|DSIM
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC6729183|XP_016035831.1|DSIM
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC6729536|XP_002104844.1|DSIM
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC6729557|XP_016036225.1|DSIM
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC6729061|XP_039151138.1|DSIM
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC6729051|XP_002104372.1|DSIM
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC6736084|XP_002082985.2|DSIM
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC6728188|XP_002103537.2|DSIM
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC6733907|XP_002080951.1|DSIM
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC6729896|XP_002105199.1|DSIM
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC6729895|XP_002105198.2|DSIM
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC6728049|XP_016034657.1|DSIM
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC6729039|XP_016035694.1|DSIM
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC6729075|XP_016035719.1|DSIM
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC6727859|XP_002103214.1|DSIM
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC6729994|XP_016036759.1|DSIM
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC6726661|XP_016033144.1|DSIM
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC6738052|XP_002084866.1|DSIM
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC6725958|XP_016039308.1|DSIM
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC6727236|XP_016033741.1|DSIM
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC27206479|XP_039151393.1|DSIM
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC6728333|XP_016034965.1|DSIM
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC6727219|XP_016033714.1|DSIM
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC6727220|XP_016033716.1|DSIM
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC6730016|XP_016036785.1|DSIM
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC6730015|XP_002105309.1|DSIM
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC6734987|XP_002081969.1|DSIM
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC6729312|XP_002104629.1|DSIM
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC6729003|XP_002104324.1|DSIM
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC6727533|XP_016034111.1|DSIM
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC6727539|XP_002102919.2|DSIM
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC27208984|XP_016032357.1|DSIM
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC6735918|XP_002082828.1|DSIM
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC6740158|XP_002077036.1|DSIM
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC6726726|XP_016033214.1|DSIM
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC6729362|XP_002104678.1|DSIM
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC6730124|XP_016036881.1|DSIM
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC6726023|XP_002107005.1|DSIM
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC6729794|XP_002105099.3|DSIM
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC6726857|XP_002102259.2|DSIM
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC6726856|XP_039151309.1|DSIM
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC6726858|XP_002102260.1|DSIM
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC6729356|XP_002104672.1|DSIM
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC6730387|XP_039151042.1|DSIM
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC6732325|XP_002079453.1|DSIM
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC6728824|XP_002104158.1|DSIM
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC27206273|XP_016030110.1|DSIM
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC6738771|XP_039149331.1|DSIM
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC6725494|XP_039152835.1|DSIM
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC27208824|XP_016039536.1|DSIM
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC27208511|XP_016037395.1|DSIM
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC6726650|XP_002102061.1|DSIM
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC6727748|XP_016034328.1|DSIM
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC6727970|XP_016034561.1|DSIM
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC6727240|XP_002102632.1|DSIM
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC6727241|XP_002102633.2|DSIM
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC6737104|XP_002083951.1|DSIM
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC6730789|XP_016023204.1|DSIM
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC6728645|XP_002103985.1|DSIM
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC6735567|XP_016028908.1|DSIM
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC6726757|XP_016033239.1|DSIM
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC6727648|XP_016034239.1|DSIM
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC6728456|XP_002103801.1|DSIM
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC6729212|XP_002104533.1|DSIM
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC6726854|XP_002102256.3|DSIM
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC6736886|XP_002083739.1|DSIM
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC6728113|XP_016034732.1|DSIM
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC6727728|XP_016034304.1|DSIM
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC6727747|XP_002103109.1|DSIM
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC6729475|XP_002104785.1|DSIM
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC6728103|XP_002103454.1|DSIM
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC6730385|XP_002105667.1|DSIM
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC6730156|XP_002105447.1|DSIM
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC6728127|XP_016034745.2|DSIM
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC6732697|XP_016025433.1|DSIM
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC6731713|XP_039154543.1|DSIM
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC6731876|XP_002079011.1|DSIM
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC6727511|XP_016034091.1|DSIM
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC6727295|XP_016033838.1|DSIM
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC120284214|XP_039152024.1|DSIM, LOC6724746|XP_039152030.1|DSIM
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC6728191|XP_016034822.1|DSIM
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC6728335|XP_039150775.1|DSIM
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC6728792|XP_002104127.2|DSIM
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC6726951|XP_002102353.1|DSIM
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC6726950|XP_002102352.1|DSIM
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC6726949|XP_039150781.1|DSIM
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC6726927|XP_002102329.1|DSIM
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC6728985|XP_002104307.1|DSIM
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC6728241|XP_002103590.1|DSIM
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC6728243|XP_002103592.1|DSIM
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC6739787|XP_016036788.1|DSIM
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC6729860|XP_016036598.1|DSIM
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC6728802|XP_016035491.1|DSIM
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC6727488|XP_002102868.3|DSIM
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC6739784|XP_039150614.1|DSIM
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC6729926|XP_016036684.1|DSIM
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC6729014|XP_002104335.2|DSIM
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC6726699|XP_039151585.1|DSIM
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC6732618|XP_002079737.2|DSIM
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC6728150|XP_002103500.1|DSIM
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC6727287|XP_016033802.1|DSIM
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC6739172|XP_016033047.1|DSIM
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC6728791|XP_016035483.1|DSIM
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC6732798|XP_002079911.1|DSIM
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC6728219|XP_002103568.1|DSIM
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC6728991|XP_039151643.1|DSIM
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC6729960|XP_016036724.1|DSIM
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC120284203|XP_039150769.1|DSIM
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC6728177|XP_016034794.1|DSIM
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC6726901|XP_016033409.1|DSIM
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC6729207|XP_016035859.2|DSIM
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC6736439|XP_016029952.1|DSIM
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC6729107|XP_002104428.1|DSIM
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC6729286|XP_016035927.1|DSIM
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC6729288|XP_016035929.1|DSIM
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC6729267|XP_016035912.2|DSIM
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC6729216|XP_016035870.1|DSIM
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC6728603|XP_016035234.1|DSIM
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC6734073|XP_002081108.1|DSIM
