Orthogroup	AALB.longest_only	DSER.longest_only
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC110189418|XP_020815140.1|DSER
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC110176634|XP_020798720.1|DSER
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC110176632|XP_020798718.1|DSER
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC110176620|XP_020798704.1|DSER
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC110176658|XP_020798751.1|DSER
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC110184464|XP_020808667.1|DSER
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC110186198|XP_020810920.1|DSER
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC110186121|XP_020810833.1|DSER
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC110186375|XP_020811186.1|DSER
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC110177322|XP_020799655.1|DSER
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC110187950|XP_020813130.1|DSER
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC110188289|XP_020813647.1|DSER
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC110177451|XP_020799844.1|DSER
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC110186556|XP_020811419.1|DSER
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC110191205|XP_020817630.1|DSER
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC110190470|XP_020816641.1|DSER
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC110187215|XP_020812273.1|DSER
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC110191175|XP_020817599.1|DSER
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC110179587|XP_020802845.1|DSER, LOC110177156|XP_020799399.1|DSER
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC110179906|XP_020803162.1|DSER
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC110191164|XP_020817583.1|DSER
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC110181386|XP_020804777.1|DSER
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC110184277|XP_020808411.1|DSER
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC110184833|XP_020809138.1|DSER
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC110183918|XP_020807929.1|DSER
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC110191780|XP_020818386.1|DSER
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC110191283|XP_020817745.1|DSER
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC110191180|XP_020817604.1|DSER
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC110191281|XP_020817737.1|DSER
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC110188891|XP_020814469.1|DSER
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC110188550|XP_020813966.1|DSER
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC110186688|XP_020811617.1|DSER
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC110187864|XP_020813008.1|DSER
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC110184180|XP_020808253.1|DSER
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC110190405|XP_020816528.1|DSER
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC110191136|XP_020817549.1|DSER
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC110176318|XP_020798296.1|DSER
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC110184851|XP_020809153.1|DSER
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC110188795|XP_020814317.1|DSER
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC110191901|XP_020818546.1|DSER
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC110190558|XP_020816773.1|DSER
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC110190503|XP_020816680.1|DSER
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC110190511|XP_020816692.1|DSER
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC110177999|XP_020800659.1|DSER
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC110187206|XP_020812265.1|DSER
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC110184301|XP_020808448.1|DSER
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC110181515|XP_020804950.1|DSER
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC110188639|XP_020814074.1|DSER
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC110180590|XP_020803968.1|DSER
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC110183396|XP_020807325.1|DSER
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC110176738|XP_020798841.1|DSER
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC110187900|XP_020813057.1|DSER
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC110176150|XP_020798046.1|DSER, LOC110189086|XP_020814717.1|DSER
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC110190546|XP_020816755.1|DSER
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC110190612|XP_020816864.1|DSER
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC110188878|XP_020814451.1|DSER
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC110189522|XP_020815307.1|DSER
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC110189612|XP_020815407.1|DSER, LOC110176792|XP_020798888.1|DSER
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC110180044|XP_020803316.1|DSER
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC110178353|XP_020801140.1|DSER
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC110178808|XP_020801727.1|DSER
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC110191074|XP_020817466.1|DSER
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC110182452|XP_020806149.1|DSER
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC110178844|XP_020801763.1|DSER
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC110186781|XP_020811718.1|DSER
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC110190318|XP_020816370.1|DSER
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC110190269|XP_020816299.1|DSER
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC110181118|XP_020804448.1|DSER
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC110188990|XP_020814598.1|DSER
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC110188991|XP_020814601.1|DSER
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC110178007|XP_020800675.1|DSER
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC110190908|XP_020817228.1|DSER
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC110191530|XP_020818059.1|DSER
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC110177985|XP_020800636.1|DSER
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC110183596|XP_020807569.1|DSER
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC110182750|XP_020806518.1|DSER
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC110189854|XP_020815729.1|DSER
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC110190132|XP_020816114.1|DSER
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC110190362|XP_020816430.1|DSER
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC110176252|XP_020798215.1|DSER
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC110187095|XP_020812162.1|DSER
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC110182904|XP_020806720.1|DSER
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC110188743|XP_020814244.1|DSER
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC110191221|XP_020817647.1|DSER
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC110190344|XP_020816404.1|DSER
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC110182757|XP_020806527.1|DSER
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC110188183|XP_020813414.1|DSER
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC110188930|XP_020814515.1|DSER
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC110189035|XP_020814699.1|DSER
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC110188810|XP_020814347.1|DSER
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC110180036|XP_020803307.1|DSER
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC110190334|XP_020816389.1|DSER
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC110178272|XP_020800997.1|DSER
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC110178340|XP_020801118.1|DSER
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC110189049|XP_020814675.1|DSER
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC110190523|XP_020816719.1|DSER
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC110189915|XP_020815847.1|DSER
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC110190825|XP_020817141.1|DSER
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC110188714|XP_020814182.1|DSER
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC110180056|XP_020803336.1|DSER
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC110177535|XP_020799966.1|DSER
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC110177612|XP_020800077.1|DSER
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC110185161|XP_020809525.1|DSER
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC110178256|XP_020800969.1|DSER
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC110178335|XP_020801104.1|DSER
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC110178981|XP_020801953.1|DSER
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC110184516|XP_020808743.1|DSER
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC110185807|XP_020810471.1|DSER
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC110186513|XP_020811369.1|DSER
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC110188888|XP_020814464.1|DSER
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC110178753|XP_020801643.1|DSER
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC110190809|XP_020817117.1|DSER
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC110189114|XP_020814743.1|DSER, LOC110176687|XP_020798777.1|DSER
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC110190816|XP_020817126.1|DSER
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC110177684|XP_020800163.1|DSER
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC110189270|XP_020814945.1|DSER
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC110189521|XP_020815306.1|DSER
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC110189954|XP_020815902.1|DSER
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC110185956|XP_020810633.1|DSER
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC110190388|XP_020816480.1|DSER
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC110188964|XP_020814567.1|DSER
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC110176937|XP_020799096.1|DSER
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC110190680|XP_020816949.1|DSER
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC110186286|XP_020811058.1|DSER
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC110184592|XP_020808845.1|DSER
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC110190926|XP_020817249.1|DSER
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC110177913|XP_020800544.1|DSER
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC110190662|XP_020816922.1|DSER, LOC110190551|XP_020816765.1|DSER
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC110188984|XP_020814592.1|DSER
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC110178946|XP_020801904.1|DSER
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC110190712|XP_020816991.1|DSER
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC110179237|XP_020802350.1|DSER
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC110191536|XP_020818066.1|DSER
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC110191537|XP_020818067.1|DSER
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC110178532|XP_020801349.1|DSER
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC110191574|XP_020818115.1|DSER
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC110180006|XP_020803255.1|DSER
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC110180005|XP_020803254.1|DSER
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC110189288|XP_020814974.1|DSER
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC110179299|XP_020802447.1|DSER
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC110190639|XP_020816895.1|DSER
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC110190830|XP_020817148.1|DSER
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC110191692|XP_020818270.1|DSER
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC110177054|XP_020799231.1|DSER
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC110191539|XP_020818070.1|DSER
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC110176888|XP_020799032.1|DSER
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC110178500|XP_020801309.1|DSER
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC110177769|XP_020800296.1|DSER
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC110189601|XP_020815394.1|DSER
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC110191626|XP_020818174.1|DSER
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC110190105|XP_020816072.1|DSER
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC110189061|XP_020814689.1|DSER
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC110182204|XP_020805888.1|DSER
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC110189894|XP_020815806.1|DSER
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC110187477|XP_020812526.1|DSER
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC110189003|XP_020814614.1|DSER
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC110181899|XP_020805493.1|DSER
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC110178898|XP_020801834.1|DSER
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC110177882|XP_020800505.1|DSER
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC110177736|XP_020800249.1|DSER
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC110179340|XP_020802502.1|DSER
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC110180723|XP_020804067.1|DSER
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC110177124|XP_020799342.1|DSER
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC110178352|XP_020801138.1|DSER
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC110185337|XP_020809774.1|DSER
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC110189065|XP_020814694.1|DSER
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC110190495|XP_020816669.1|DSER
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC110182332|XP_020806022.1|DSER
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC110191315|XP_020817793.1|DSER
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC110187087|XP_020812146.1|DSER
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC110186180|XP_020810897.1|DSER
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC110177521|XP_020799937.1|DSER
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC110178987|XP_020801961.1|DSER
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC110190374|XP_020816446.1|DSER
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC110181356|XP_020804739.1|DSER, LOC110178693|XP_020801555.1|DSER
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC110177472|XP_020799872.1|DSER
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC110178650|XP_020801501.1|DSER
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC110184079|XP_020808127.1|DSER
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC110189958|XP_020815906.1|DSER
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC110178804|XP_020801716.1|DSER
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC110188837|XP_020814390.1|DSER
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC110189972|XP_020815921.1|DSER
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC110190826|XP_020817142.1|DSER
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC110190706|XP_020816982.1|DSER
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC110178305|XP_020801056.1|DSER
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC110189576|XP_020815366.1|DSER
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC110182806|XP_020806599.1|DSER
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC110185357|XP_020809794.1|DSER
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC110189291|XP_020814980.1|DSER
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC110189290|XP_020814979.1|DSER
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC110176900|XP_020799046.1|DSER
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC110186872|XP_020811826.1|DSER
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC110177826|XP_020800394.1|DSER
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC110188921|XP_020814503.1|DSER, LOC110176373|XP_020798359.1|DSER
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC110182968|XP_020806821.1|DSER
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC110182965|XP_020806816.1|DSER
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC110178690|XP_020801551.1|DSER
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC110178671|XP_020801526.1|DSER
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC110178626|XP_020801471.1|DSER
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC110177904|XP_020800532.1|DSER
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC110178321|XP_020801090.1|DSER
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC110191293|XP_020817761.1|DSER
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC110189246|XP_020814909.1|DSER
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC110190688|XP_020816958.1|DSER
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC110190583|XP_020816832.1|DSER
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC110188924|XP_020814508.1|DSER
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC110188136|XP_020813392.1|DSER
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC110176070|XP_020797954.1|DSER
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC110189887|XP_020815795.1|DSER
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC110178944|XP_020801902.1|DSER
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC110190305|XP_020816348.1|DSER
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC110180047|XP_020803326.1|DSER
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC110178807|XP_020801722.1|DSER
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC110188718|XP_020814189.1|DSER
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC110189845|XP_020815713.1|DSER
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC110180268|XP_020803583.1|DSER
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC110178217|XP_020800917.1|DSER
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC110190493|XP_020816667.1|DSER
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC110179080|XP_020802357.1|DSER
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC110189252|XP_020814918.1|DSER
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC110176831|XP_020798941.1|DSER
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC110190022|XP_020815978.1|DSER
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC110182759|XP_020806528.1|DSER
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC110190154|XP_020816149.1|DSER
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC110182926|XP_020806751.1|DSER
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC110176255|XP_020798222.1|DSER
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC110187629|XP_020812696.1|DSER
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC110190478|XP_020816647.1|DSER
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC110189481|XP_020815227.1|DSER
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC110189282|XP_020814965.1|DSER
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC110190408|XP_020816533.1|DSER
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC110189187|XP_020814813.1|DSER
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC110182932|XP_020806769.1|DSER
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC110182931|XP_020806768.1|DSER
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC110190716|XP_020816997.1|DSER
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC110191137|XP_020817550.1|DSER
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC110183601|XP_020807573.1|DSER
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC110183631|XP_020807608.1|DSER
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC110190186|XP_020816193.1|DSER
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC110175953|XP_020797801.1|DSER
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC110178351|XP_020801141.1|DSER
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC110176737|XP_020798840.1|DSER
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC110190692|XP_020816963.1|DSER
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC110176238|XP_020798195.1|DSER
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC110190755|XP_020817037.1|DSER
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC110176148|XP_020798044.1|DSER
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC110188359|XP_020813728.1|DSER
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC110177573|XP_020800008.1|DSER
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC110185335|XP_020809772.1|DSER
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC110183555|XP_020807515.1|DSER
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC110178600|XP_020801444.1|DSER
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC110183635|XP_020807612.1|DSER
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC110179415|XP_020802600.1|DSER
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC110191486|XP_020818010.1|DSER
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC110189470|XP_020815207.1|DSER
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC110177513|XP_020799930.1|DSER
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC110191613|XP_020818161.1|DSER
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC110180038|XP_020803308.1|DSER
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC110183652|XP_020807635.1|DSER
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC110185242|XP_020809637.1|DSER
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC110182961|XP_020806811.1|DSER
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC110180039|XP_020803309.1|DSER
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC110180032|XP_020803299.1|DSER
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC110179187|XP_020802258.1|DSER
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC110176300|XP_020798279.1|DSER
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC110179983|XP_020803232.1|DSER
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC110181282|XP_020804664.1|DSER
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC110179980|XP_020803228.1|DSER
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC110181280|XP_020804655.1|DSER
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC110190020|XP_020815975.1|DSER
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC110178839|XP_020801759.1|DSER, LOC110178771|XP_020801668.1|DSER
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC110178836|XP_020801757.1|DSER, LOC110178766|XP_020801664.1|DSER
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC110190189|XP_020816197.1|DSER
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC110176881|XP_020799057.1|DSER
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC110184108|XP_020808158.1|DSER
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC110178534|XP_020801354.1|DSER
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC110190024|XP_020815980.1|DSER
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC110191034|XP_020817412.1|DSER
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC110190127|XP_020816109.1|DSER
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC110189937|XP_020815881.1|DSER
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC110184747|XP_020809035.1|DSER
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC110184721|XP_020809000.1|DSER
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC110185657|XP_020810275.1|DSER
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC110180614|XP_020803955.1|DSER
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC110178355|XP_020801144.1|DSER
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC110179346|XP_020802513.1|DSER
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC110179327|XP_020802478.1|DSER
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC110185467|XP_020809979.1|DSER
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC110183612|XP_020807589.1|DSER
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC110190710|XP_020816989.1|DSER
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC110176418|XP_020798423.1|DSER
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC110188944|XP_020814542.1|DSER
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC110180203|XP_020803516.1|DSER
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC110189416|XP_020815134.1|DSER
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC110182898|XP_020806711.1|DSER
