Orthogroup	AALB.longest_only	SLEB.longest_only
OG0005147	LOC118467065|XP_035792984.1|AALB	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC118466265|XP_035791221.1|AALB	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC118466274|XP_035791240.1|AALB	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC118464282|XP_035787449.1|AALB	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC118467072|XP_035793000.1|AALB	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC118466132|XP_035790975.1|AALB	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC118467070|XP_035792996.1|AALB	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC118467068|XP_035792992.1|AALB	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC118465428|XP_035789550.1|AALB	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC118465754|XP_035790150.1|AALB	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC118466305|XP_035791304.1|AALB	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC118466336|XP_035791348.1|AALB	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC118466350|XP_035791376.1|AALB	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC118464302|XP_035787482.1|AALB	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC118463806|XP_035786569.1|AALB	LOC115627574|XP_030379159.1|SLEB
OG0005163	LOC118467363|XP_035793657.1|AALB	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC118466243|XP_035791186.1|AALB	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC118464098|XP_035787060.1|AALB	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC118463859|XP_035786661.1|AALB	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC118463861|XP_035786664.1|AALB	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC118463858|XP_035786660.1|AALB	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC118464855|XP_035788456.1|AALB	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC118462857|XP_035784807.1|AALB	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC118462858|XP_035784808.1|AALB	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC118463854|XP_035786651.1|AALB	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC118466141|XP_035790986.1|AALB	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC118466142|XP_035790987.1|AALB	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC118463515|XP_035786009.1|AALB	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC118464425|XP_035787681.1|AALB	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC118463942|XP_035786803.1|AALB	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC118463940|XP_035786801.1|AALB	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC118466748|XP_035792328.1|AALB	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC118466753|XP_035792343.1|AALB	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC118466353|XP_035791378.1|AALB	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC118466356|XP_035791406.1|AALB	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC118463185|XP_035785497.1|AALB	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC118463954|XP_035786829.1|AALB	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC118465264|XP_035789178.1|AALB	LOC115634834|XP_030388615.1|SLEB
OG0005187	LOC118466361|XP_035791423.1|AALB	LOC115634370|XP_030387894.1|SLEB
OG0005188	LOC118467917|XP_035794750.1|AALB	LOC115633552|XP_030386869.1|SLEB
OG0005189	LOC118458927|XP_035777790.1|AALB	LOC115627519|XP_030379079.1|SLEB
OG0005190	LOC118465381|XP_035789468.1|AALB	LOC115632360|XP_030385337.1|SLEB
OG0005191	LOC118464445|XP_035787717.1|AALB	LOC115623611|XP_030373888.1|SLEB
OG0005192	LOC118464028|XP_035786978.1|AALB	LOC115632258|XP_030385195.1|SLEB
OG0005193	LOC118465742|XP_035790097.1|AALB	LOC115633740|XP_030387073.1|SLEB
OG0005194	LOC118462592|XP_035784299.1|AALB	LOC115628088|XP_030379928.1|SLEB
OG0005195	LOC118465807|XP_035790272.1|AALB	LOC115620893|XP_030370240.1|SLEB
OG0005196	LOC118465801|XP_035790261.1|AALB	LOC115632795|XP_030385907.1|SLEB
OG0005197	LOC118465802|XP_035790262.1|AALB	LOC115633672|XP_030386978.1|SLEB
OG0005198	LOC118465804|XP_035790265.1|AALB	LOC115624636|XP_030375257.1|SLEB
OG0005199	LOC118465901|XP_035790446.1|AALB	LOC115627790|XP_030379474.1|SLEB
OG0005200	LOC118465898|XP_035790444.1|AALB	LOC115630337|XP_030382734.1|SLEB
OG0005201	LOC118464398|XP_035787643.1|AALB	LOC115634786|XP_030388553.1|SLEB
OG0005202	LOC118464395|XP_035787638.1|AALB	LOC115632876|XP_030386014.1|SLEB
OG0005203	LOC118468520|XP_035795270.1|AALB	LOC115634622|XP_030388333.1|SLEB
OG0005204	LOC118460016|XP_035779840.1|AALB	LOC115628989|XP_030381130.1|SLEB
OG0005205	LOC118460012|XP_035779831.1|AALB	LOC115631034|XP_030383517.1|SLEB
OG0005206	LOC118463668|XP_035786318.1|AALB	LOC115634727|XP_030388471.1|SLEB
OG0005207	LOC118458933|XP_035777801.1|AALB	LOC115633790|XP_030387127.1|SLEB
OG0005208	LOC118458936|XP_035777808.1|AALB	LOC115633827|XP_030387175.1|SLEB
OG0005209	LOC118459881|XP_035779571.1|AALB	LOC115626637|XP_030377907.1|SLEB
OG0005210	LOC118459880|XP_035779567.1|AALB	LOC115626356|XP_030377567.1|SLEB
OG0005211	LOC118457298|XP_035774661.1|AALB	LOC115624687|XP_030375349.1|SLEB
OG0005212	LOC118460465|XP_035780677.1|AALB	LOC115633797|XP_030387136.1|SLEB
OG0005213	LOC118457844|XP_035775622.1|AALB	LOC115633361|XP_030386662.1|SLEB
OG0005214	LOC118467923|XP_035794767.1|AALB	LOC115631978|XP_030384738.1|SLEB
OG0005215	LOC118468945|XP_035796186.1|AALB	LOC115631005|XP_030383464.1|SLEB
OG0005216	LOC118468954|XP_035796197.1|AALB	LOC115625762|XP_030376783.1|SLEB
OG0005217	LOC118467148|XP_035793183.1|AALB	LOC115629078|XP_030381253.1|SLEB
OG0005218	LOC118467199|XP_035793309.1|AALB	LOC115626257|XP_030377422.1|SLEB
OG0005219	LOC118467173|XP_035793249.1|AALB	LOC115622318|XP_030372088.1|SLEB
OG0005220	LOC118457039|XP_035774174.1|AALB	LOC115632376|XP_030385357.1|SLEB
OG0005221	LOC118457043|XP_035774184.1|AALB	LOC115626397|XP_030377620.1|SLEB
OG0005222	LOC118457037|XP_035774168.1|AALB	LOC115630505|XP_030382956.1|SLEB
OG0005223	LOC118460857|XP_035781456.1|AALB	LOC115625803|XP_030376841.1|SLEB
OG0005224	LOC118458953|XP_035777828.1|AALB	LOC115628457|XP_030380435.1|SLEB
OG0005225	LOC118468681|XP_035795685.1|AALB	LOC115626158|XP_030377292.1|SLEB
OG0005226	LOC118469006|XP_035796333.1|AALB	LOC115631202|XP_030383756.1|SLEB
OG0005227	LOC118459211|XP_035778284.1|AALB	LOC115631599|XP_030384261.1|SLEB
OG0005228	LOC118457140|XP_035774347.1|AALB	LOC115631654|XP_030384326.1|SLEB
OG0005229	LOC118460387|XP_035780548.1|AALB	LOC115631557|XP_030384204.1|SLEB
OG0005230	LOC118458557|XP_035777092.1|AALB	LOC115631109|XP_030383628.1|SLEB
OG0005231	LOC118457708|XP_035775380.1|AALB	LOC115628552|XP_030380574.1|SLEB
OG0005232	LOC118460842|XP_035781425.1|AALB	LOC115626339|XP_030377545.1|SLEB
OG0005233	LOC118460845|XP_035781440.1|AALB	LOC115626384|XP_030377603.1|SLEB
OG0005234	LOC118468368|XP_035795021.1|AALB	LOC115625746|XP_030376761.1|SLEB
OG0005235	LOC118456440|XP_035773094.1|AALB	LOC115631204|XP_030383768.1|SLEB
OG0005236	LOC118456439|XP_035773093.1|AALB	LOC115630664|XP_030383166.1|SLEB
OG0005237	LOC118456437|XP_035773088.1|AALB	LOC115630662|XP_030383164.1|SLEB
OG0005238	LOC118456199|XP_035772653.1|AALB	LOC115630709|XP_030383222.1|SLEB
OG0005240	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB	LOC115632014|XP_030384806.1|SLEB
OG0005241	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB	LOC115630568|XP_030383044.1|SLEB
OG0005242	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB	LOC115630406|XP_030382797.1|SLEB
OG0005243	LOC118468529|XP_035795292.1|AALB	LOC115631959|XP_030384682.1|SLEB
OG0005244	LOC118461010|XP_035781749.1|AALB	LOC115621377|XP_030370863.1|SLEB
OG0005245	LOC118461009|XP_035781748.1|AALB	LOC115625262|XP_030376123.1|SLEB
OG0005246	LOC118461012|XP_035781754.1|AALB	LOC115631245|XP_030383814.1|SLEB
OG0005247	LOC118459528|XP_035778880.1|AALB	LOC115634723|XP_030388466.1|SLEB
OG0005248	LOC118469057|XP_035796420.1|AALB	LOC115629644|XP_030382015.1|SLEB
OG0005249	LOC118457281|XP_035774633.1|AALB	LOC115623544|XP_030373790.1|SLEB
OG0005250	LOC118457148|XP_035774359.1|AALB	LOC115625764|XP_030376792.1|SLEB
OG0005251	LOC118467796|XP_035794567.1|AALB	LOC115631422|XP_030384008.1|SLEB
OG0005252	LOC118459769|XP_035779357.1|AALB	LOC115626150|XP_030377274.1|SLEB
OG0005253	LOC118458362|XP_035776622.1|AALB	LOC115628492|XP_030380481.1|SLEB
OG0005254	LOC118458821|XP_035777586.1|AALB	LOC115626078|XP_030377191.1|SLEB
OG0005255	LOC118456839|XP_035773828.1|AALB	LOC115625735|XP_030376746.1|SLEB
OG0005256	LOC118458372|XP_035776661.1|AALB	LOC115633470|XP_030386785.1|SLEB
OG0005257	LOC118458367|XP_035776652.1|AALB	LOC115625840|XP_030376903.1|SLEB
OG0005258	LOC118460672|XP_035781042.1|AALB	LOC115625967|XP_030377069.1|SLEB
OG0005259	LOC118458365|XP_035776647.1|AALB	LOC115625847|XP_030376910.1|SLEB
OG0005260	LOC118456964|XP_035774047.1|AALB	LOC115625942|XP_030377037.1|SLEB
OG0005261	LOC118456963|XP_035774046.1|AALB	LOC115623710|XP_030374050.1|SLEB
OG0005262	LOC118456271|XP_035772776.1|AALB	LOC115630567|XP_030383042.1|SLEB
OG0005263	LOC118457069|XP_035774232.1|AALB	LOC115626218|XP_030377372.1|SLEB
OG0005264	LOC118457070|XP_035774233.1|AALB	LOC115621382|XP_030370871.1|SLEB
OG0005265	LOC118459053|XP_035777972.1|AALB	LOC115625877|XP_030376952.1|SLEB
OG0005266	LOC118460968|XP_035781673.1|AALB	LOC115626451|XP_030377687.1|SLEB
OG0005267	LOC118456601|XP_035773394.1|AALB	LOC115630454|XP_030382875.1|SLEB
OG0005268	LOC118456594|XP_035773387.1|AALB	LOC115630452|XP_030382872.1|SLEB
OG0005269	LOC118468128|XP_035794876.1|AALB	LOC115630434|XP_030382849.1|SLEB
OG0005270	LOC118460571|XP_035780872.1|AALB	LOC115631483|XP_030384098.1|SLEB
OG0005271	LOC118460566|XP_035780860.1|AALB	LOC115625827|XP_030376878.1|SLEB
OG0005272	LOC118460569|XP_035780868.1|AALB	LOC115625855|XP_030376923.1|SLEB
OG0005273	LOC118458905|XP_035777756.1|AALB	LOC115625663|XP_030376656.1|SLEB
OG0005274	LOC118459274|XP_035778404.1|AALB	LOC115631480|XP_030384096.1|SLEB
OG0005275	LOC118456369|XP_035772934.1|AALB	LOC115630943|XP_030383370.1|SLEB
OG0005276	LOC118456376|XP_035772953.1|AALB	LOC115631296|XP_030383871.1|SLEB
OG0005277	LOC118458036|XP_035776047.1|AALB	LOC115631445|XP_030384049.1|SLEB
OG0005278	LOC118458037|XP_035776048.1|AALB	LOC115627877|XP_030379625.1|SLEB
OG0005279	LOC118456829|XP_035773817.1|AALB	LOC115626343|XP_030377552.1|SLEB
OG0005280	LOC118460102|XP_035780030.1|AALB	LOC115630408|XP_030382800.1|SLEB
OG0005281	LOC118468718|XP_035795741.1|AALB	LOC115630939|XP_030383366.1|SLEB
OG0005282	LOC118459054|XP_035777973.1|AALB	LOC115623681|XP_030374011.1|SLEB
OG0005283	LOC118459056|XP_035777978.1|AALB	LOC115620238|XP_030369243.1|SLEB
OG0005284	LOC118456980|XP_035774073.1|AALB	LOC115628583|XP_030380627.1|SLEB
OG0005285	LOC118457232|XP_035774503.1|AALB	LOC115628504|XP_030380506.1|SLEB
OG0005286	LOC118460841|XP_035781421.1|AALB	LOC115630400|XP_030382785.1|SLEB
OG0005287	LOC118457438|XP_035774921.1|AALB	LOC115630399|XP_030382784.1|SLEB
OG0005288	LOC118458279|XP_035776494.1|AALB	LOC115631735|XP_030384433.1|SLEB
OG0005289	LOC118460603|XP_035780923.1|AALB	LOC115631124|XP_030383650.1|SLEB
OG0005290	LOC118456688|XP_035773569.1|AALB	LOC115625102|XP_030375866.1|SLEB
OG0005291	LOC118458565|XP_035777102.1|AALB	LOC115626174|XP_030377310.1|SLEB
OG0005292	LOC118458555|XP_035777085.1|AALB	LOC115626171|XP_030377306.1|SLEB
OG0005293	LOC118468423|XP_035795079.1|AALB	LOC115626576|XP_030377815.1|SLEB
OG0005294	LOC118460413|XP_035780593.1|AALB	LOC115630985|XP_030383427.1|SLEB
OG0005295	LOC118460404|XP_035780576.1|AALB	LOC115626157|XP_030377290.1|SLEB
OG0005296	LOC118468598|XP_035795459.1|AALB	LOC115625062|XP_030375795.1|SLEB
OG0005297	LOC118457680|XP_035775332.1|AALB	LOC115628612|XP_030380655.1|SLEB
OG0005298	LOC118458009|XP_035775998.1|AALB	LOC115626686|XP_030377974.1|SLEB, LOC115625734|XP_030376745.1|SLEB
OG0005299	LOC118460998|XP_035781716.1|AALB	LOC115620856|XP_030370162.1|SLEB
OG0005300	LOC118468944|XP_035796185.1|AALB	LOC115629647|XP_030382018.1|SLEB
OG0005301	LOC118461156|XP_035782043.1|AALB	LOC115625689|XP_030376688.1|SLEB
OG0005302	LOC118460437|XP_035780624.1|AALB	LOC115634648|XP_030388368.1|SLEB
OG0005303	LOC118467754|XP_035794477.1|AALB	LOC115630496|XP_030382943.1|SLEB
OG0005304	LOC118467786|XP_035794526.1|AALB	LOC115625658|XP_030376647.1|SLEB
OG0005305	LOC118461162|XP_035782052.1|AALB	LOC115627867|XP_030379613.1|SLEB
OG0005306	LOC118461298|XP_035782372.1|AALB	LOC115631072|XP_030383578.1|SLEB
OG0005307	LOC118458548|XP_035777076.1|AALB	LOC115631790|XP_030384485.1|SLEB
OG0005308	LOC118456914|XP_035773932.1|AALB	LOC115631563|XP_030384214.1|SLEB
OG0005309	LOC118460073|XP_035779978.1|AALB	LOC115630993|XP_030383444.1|SLEB
OG0005310	LOC118461416|XP_035782600.1|AALB	LOC115631088|XP_030383596.1|SLEB
OG0005311	LOC118457854|XP_035775637.1|AALB	LOC115631451|XP_030384056.1|SLEB
OG0005312	LOC118456681|XP_035773550.1|AALB	LOC115628496|XP_030380491.1|SLEB
OG0005313	LOC118461922|XP_035783682.1|AALB	LOC115630404|XP_030382792.1|SLEB
OG0005314	LOC118457588|XP_035775170.1|AALB	LOC115631469|XP_030384082.1|SLEB
OG0005315	LOC118468676|XP_035795669.1|AALB	LOC115631917|XP_030384629.1|SLEB
OG0005316	LOC118457855|XP_035775640.1|AALB	LOC115630796|XP_030383318.1|SLEB
OG0005317	LOC118456968|XP_035774055.1|AALB	LOC115627629|XP_030379225.1|SLEB
OG0005318	LOC118457389|XP_035774817.1|AALB	LOC115626623|XP_030377881.1|SLEB
OG0005319	LOC118468747|XP_035795800.1|AALB	LOC115626445|XP_030377679.1|SLEB
OG0005320	LOC118468750|XP_035795805.1|AALB	LOC115625914|XP_030377007.1|SLEB
OG0005321	LOC118461201|XP_035782146.1|AALB	LOC115631692|XP_030384374.1|SLEB
OG0005322	LOC118468624|XP_035795532.1|AALB	LOC115631789|XP_030384484.1|SLEB
OG0005323	LOC118461662|XP_035783141.1|AALB	LOC115626317|XP_030377513.1|SLEB
OG0005324	LOC118456209|XP_035772671.1|AALB	LOC115625881|XP_030376958.1|SLEB
OG0005325	LOC118456208|XP_035772666.1|AALB	LOC115625837|XP_030376897.1|SLEB
OG0005326	LOC118456210|XP_035772673.1|AALB	LOC115625659|XP_030376648.1|SLEB
OG0005327	LOC118468384|XP_035795037.1|AALB	LOC115626374|XP_030377590.1|SLEB
OG0005328	LOC118468950|XP_035796193.1|AALB	LOC115632942|XP_030386098.1|SLEB
OG0005329	LOC118459537|XP_035778902.1|AALB	LOC115623062|XP_030373101.1|SLEB
OG0005330	LOC118456627|XP_035773440.1|AALB	LOC115622741|XP_030372647.1|SLEB
OG0005331	LOC118457473|XP_035774991.1|AALB	LOC115630455|XP_030382876.1|SLEB
OG0005332	LOC118457464|XP_035774976.1|AALB	LOC115628578|XP_030380621.1|SLEB
OG0005333	LOC118457470|XP_035774989.1|AALB	LOC115631764|XP_030384460.1|SLEB
OG0005334	LOC118456463|XP_035773132.1|AALB	LOC115630604|XP_030383084.1|SLEB
OG0005335	LOC118456460|XP_035773128.1|AALB	LOC115624663|XP_030375311.1|SLEB
OG0005336	LOC118456450|XP_035773118.1|AALB	LOC115625566|XP_030376525.1|SLEB
OG0005337	LOC118456761|XP_035773718.1|AALB	LOC115634189|XP_030387639.1|SLEB
OG0005338	LOC118459683|XP_035779203.1|AALB	LOC115626072|XP_030377184.1|SLEB
OG0005339	LOC118461297|XP_035782370.1|AALB	LOC115631404|XP_030383987.1|SLEB
OG0005340	LOC118461293|XP_035782365.1|AALB	LOC115625961|XP_030377062.1|SLEB
OG0005341	LOC118461120|XP_035781948.1|AALB	LOC115626120|XP_030377237.1|SLEB
OG0005342	LOC118459199|XP_035778253.1|AALB	LOC115631715|XP_030384409.1|SLEB
OG0005343	LOC118459419|XP_035778653.1|AALB	LOC115624803|XP_030375511.1|SLEB
OG0005344	LOC118468480|XP_035795193.1|AALB	LOC115634223|XP_030387674.1|SLEB
OG0005345	LOC118468481|XP_035795194.1|AALB	LOC115628566|XP_030380589.1|SLEB
OG0005346	LOC118456222|XP_035772700.1|AALB	LOC115625892|XP_030376980.1|SLEB
OG0005347	LOC118460742|XP_035781202.1|AALB	LOC115631608|XP_030384269.1|SLEB
OG0005348	LOC118456447|XP_035773105.1|AALB	LOC115630970|XP_030383409.1|SLEB
OG0005349	LOC118456464|XP_035773133.1|AALB	LOC115631761|XP_030384455.1|SLEB
OG0005350	LOC118456452|XP_035773119.1|AALB	LOC115631481|XP_030384097.1|SLEB
OG0005351	LOC118468508|XP_035795236.1|AALB	LOC115632476|XP_030385510.1|SLEB
OG0005352	LOC118468337|XP_035794980.1|AALB	LOC115631455|XP_030384062.1|SLEB
OG0005353	LOC118456218|XP_035772691.1|AALB	LOC115625876|XP_030376955.1|SLEB
OG0005354	LOC118468670|XP_035795624.1|AALB	LOC115626411|XP_030377637.1|SLEB
OG0005355	LOC118459292|XP_035778430.1|AALB	LOC115631668|XP_030384342.1|SLEB
OG0005356	LOC118459305|XP_035778447.1|AALB	LOC115631120|XP_030383641.1|SLEB
OG0005357	LOC118459296|XP_035778434.1|AALB	LOC115631437|XP_030384035.1|SLEB
OG0005358	LOC118461295|XP_035782367.1|AALB	LOC115632533|XP_030385601.1|SLEB
OG0005359	LOC118459197|XP_035778251.1|AALB	LOC115631712|XP_030384399.1|SLEB
OG0005360	LOC118459134|XP_035778103.1|AALB	LOC115620940|XP_030370316.1|SLEB
OG0005361	LOC118458893|XP_035777741.1|AALB	LOC115631053|XP_030383549.1|SLEB
OG0005362	LOC118460633|XP_035780980.1|AALB	LOC115625782|XP_030376814.1|SLEB
OG0005363	LOC118456752|XP_035773705.1|AALB	LOC115628994|XP_030381135.1|SLEB
OG0005364	LOC118461887|XP_035783633.1|AALB	LOC115633886|XP_030387249.1|SLEB
OG0005365	LOC118459225|XP_035778310.1|AALB	LOC115630592|XP_030383071.1|SLEB
OG0005366	LOC118457860|XP_035775646.1|AALB	LOC115630610|XP_030383095.1|SLEB
OG0005367	LOC118457067|XP_035774223.1|AALB	LOC115630813|XP_030383340.1|SLEB
OG0005368	LOC118457068|XP_035774231.1|AALB	LOC115625159|XP_030375947.1|SLEB
OG0005369	LOC118456939|XP_035773988.1|AALB	LOC115631330|XP_030383911.1|SLEB
OG0005370	LOC118456938|XP_035773985.1|AALB	LOC115631583|XP_030384241.1|SLEB
OG0005371	LOC118459772|XP_035779376.1|AALB	LOC115631749|XP_030384445.1|SLEB
OG0005372	LOC118458296|XP_035776513.1|AALB	LOC115620404|XP_030369483.1|SLEB
OG0005373	LOC118468709|XP_035795726.1|AALB	LOC115626377|XP_030377592.1|SLEB
OG0005374	LOC118456246|XP_035772736.1|AALB	LOC115631651|XP_030384323.1|SLEB
OG0005375	LOC118456243|XP_035772731.1|AALB	LOC115631241|XP_030383811.1|SLEB
OG0005376	LOC118458385|XP_035776684.1|AALB	LOC115630720|XP_030383232.1|SLEB
OG0005377	LOC118469036|XP_035796392.1|AALB	LOC115628280|XP_030380169.1|SLEB
OG0005378	LOC118461088|XP_035781878.1|AALB	LOC115631453|XP_030384059.1|SLEB
OG0005379	LOC118461091|XP_035781889.1|AALB	LOC115631580|XP_030384236.1|SLEB
OG0005380	LOC118461086|XP_035781875.1|AALB	LOC115631598|XP_030384258.1|SLEB
OG0005381	LOC118468639|XP_035795548.1|AALB	LOC115630462|XP_030382888.1|SLEB
OG0005382	LOC118461741|XP_035783333.1|AALB	LOC115630425|XP_030382837.1|SLEB
OG0005383	LOC118457571|XP_035775139.1|AALB	LOC115633006|XP_030386191.1|SLEB
OG0005384	LOC118460660|XP_035781019.1|AALB	LOC115623969|XP_030374398.1|SLEB
OG0005385	LOC118457706|XP_035775377.1|AALB	LOC115624747|XP_030375435.1|SLEB
OG0005386	LOC118461746|XP_035783351.1|AALB	LOC115634822|XP_030388601.1|SLEB
OG0005387	LOC118459200|XP_035778257.1|AALB	LOC115620619|XP_030369799.1|SLEB
OG0005388	LOC118461170|XP_035782063.1|AALB	LOC115628529|XP_030380549.1|SLEB
OG0005389	LOC118461473|XP_035782719.1|AALB	LOC115631475|XP_030384089.1|SLEB
OG0005390	LOC118456821|XP_035773807.1|AALB	LOC115631373|XP_030383954.1|SLEB
OG0005391	LOC118456823|XP_035773808.1|AALB	LOC115631374|XP_030383956.1|SLEB
OG0005392	LOC118467711|XP_035794406.1|AALB	LOC115630622|XP_030383117.1|SLEB
OG0005393	LOC118461417|XP_035782601.1|AALB	LOC115620866|XP_030370195.1|SLEB
OG0005394	LOC118461413|XP_035782592.1|AALB	LOC115630497|XP_030382946.1|SLEB
OG0005395	LOC118460670|XP_035781037.1|AALB	LOC115631178|XP_030383727.1|SLEB
OG0005396	LOC118460865|XP_035781481.1|AALB	LOC115631989|XP_030384776.1|SLEB
OG0005397	LOC118457573|XP_035775141.1|AALB	LOC115631626|XP_030384293.1|SLEB
OG0005398	LOC118457302|XP_035774668.1|AALB	LOC115624294|XP_030374778.1|SLEB
OG0005399	LOC118457599|XP_035775191.1|AALB	LOC115628667|XP_030380736.1|SLEB
OG0005400	LOC118457864|XP_035775656.1|AALB	LOC115619967|XP_030368863.1|SLEB
OG0005401	LOC118457001|XP_035774117.1|AALB	LOC115631542|XP_030384177.1|SLEB
OG0005402	LOC118457731|XP_035775417.1|AALB	LOC115631176|XP_030383725.1|SLEB
OG0005403	LOC118458207|XP_035776345.1|AALB	LOC115631307|XP_030383882.1|SLEB
OG0005404	LOC118458208|XP_035776346.1|AALB	LOC115631308|XP_030383883.1|SLEB
OG0005405	LOC118459322|XP_035778469.1|AALB	LOC115622838|XP_030372781.1|SLEB
OG0005406	LOC118458447|XP_035776823.1|AALB	LOC115629095|XP_030381316.1|SLEB
OG0005407	LOC118456692|XP_035773573.1|AALB	LOC115621938|XP_030371648.1|SLEB
OG0005408	LOC118461582|XP_035782966.1|AALB	LOC115631356|XP_030383933.1|SLEB
OG0005409	LOC118456395|XP_035772980.1|AALB	LOC115631561|XP_030384212.1|SLEB
OG0005410	LOC118468578|XP_035795403.1|AALB	LOC115631086|XP_030383594.1|SLEB
OG0005411	LOC118459091|XP_035778049.1|AALB	LOC115634806|XP_030388578.1|SLEB
OG0005412	LOC118459084|XP_035778041.1|AALB	LOC115629037|XP_030381202.1|SLEB
OG0005413	LOC118468833|XP_035795966.1|AALB	LOC115634107|XP_030387525.1|SLEB
OG0005414	LOC118469052|XP_035796411.1|AALB	LOC115628885|XP_030381001.1|SLEB
OG0005415	LOC118460741|XP_035781195.1|AALB	LOC115633256|XP_030386519.1|SLEB
OG0005416	LOC118459643|XP_035779116.1|AALB	LOC115627402|XP_030378920.1|SLEB
OG0005417	LOC118457284|XP_035774638.1|AALB	LOC115622926|XP_030372911.1|SLEB
OG0005418	LOC118456772|XP_035773740.1|AALB	LOC115628486|XP_030380474.1|SLEB
OG0005419	LOC118460840|XP_035781419.1|AALB	LOC115631108|XP_030383627.1|SLEB
OG0005420	LOC118457494|XP_035775020.1|AALB	LOC115626048|XP_030377160.1|SLEB
OG0005421	LOC118459019|XP_035777915.1|AALB	LOC115631384|XP_030383966.1|SLEB
OG0005422	LOC118460340|XP_035780459.1|AALB	LOC115627238|XP_030378721.1|SLEB
OG0005423	LOC118461116|XP_035781931.1|AALB	LOC115625854|XP_030376920.1|SLEB
OG0005424	LOC118461875|XP_035783599.1|AALB	LOC115620082|XP_030369124.1|SLEB
OG0005425	LOC118456755|XP_035773711.1|AALB	LOC115627829|XP_030379528.1|SLEB
OG0005426	LOC118456313|XP_035772845.1|AALB	LOC115619979|XP_030368878.1|SLEB
OG0005427	LOC118459662|XP_035779156.1|AALB	LOC115625972|XP_030377076.1|SLEB
OG0005428	LOC118459659|XP_035779143.1|AALB	LOC115626270|XP_030377445.1|SLEB
OG0005429	LOC118456362|XP_035772928.1|AALB	LOC115625885|XP_030376964.1|SLEB
OG0005430	LOC118456361|XP_035772925.1|AALB	LOC115625883|XP_030376961.1|SLEB
OG0005431	LOC118461276|XP_035782321.1|AALB	LOC115625863|XP_030376934.1|SLEB
OG0005432	LOC118456318|XP_035772851.1|AALB	LOC115626275|XP_030377458.1|SLEB
OG0005433	LOC118459036|XP_035777948.1|AALB	LOC115633868|XP_030387229.1|SLEB
OG0005434	LOC118457579|XP_035775150.1|AALB	LOC115626298|XP_030377485.1|SLEB
OG0005436	LOC118458430|XP_035776781.1|AALB	LOC115626334|XP_030377539.1|SLEB
OG0005437	LOC118461966|XP_035783769.1|AALB	LOC115620941|XP_030370312.1|SLEB
OG0005438	LOC118466869|XP_035792613.1|AALB	LOC115632029|XP_030384835.1|SLEB
OG0005439	LOC118458680|XP_035777285.1|AALB	LOC115621540|XP_030371066.1|SLEB
OG0005440	LOC118460230|XP_035780255.1|AALB	LOC115631301|XP_030383875.1|SLEB
OG0005441	LOC118457971|XP_035775910.1|AALB	LOC115631760|XP_030384454.1|SLEB
OG0005442	LOC118457052|XP_035774194.1|AALB	LOC115631628|XP_030384295.1|SLEB
OG0005443	LOC118468086|XP_035794872.1|AALB	LOC115631686|XP_030384363.1|SLEB
OG0005444	LOC118459525|XP_035778875.1|AALB	LOC115631509|XP_030384134.1|SLEB
