Orthogroup	AALB.longest_only	DHYD.longest_only
OG0003052	LOC118460583|XP_035780890.1|AALB	LOC111599588|XP_023171030.2|DHYD
OG0003053	LOC118461913|XP_035783663.1|AALB	LOC111602715|XP_023175727.1|DHYD
OG0003054	LOC118461911|XP_035783658.1|AALB	LOC111602734|XP_023175748.2|DHYD
OG0003055	LOC118468452|XP_035795122.1|AALB	LOC111605570|XP_023179916.2|DHYD
OG0003056	LOC118461613|XP_035783047.1|AALB	LOC111600225|XP_023172019.1|DHYD
OG0003057	LOC118460849|XP_035781445.1|AALB	LOC111593403|XP_023161896.2|DHYD
OG0003058	LOC118461389|XP_035782544.1|AALB	LOC111592747|XP_023160915.2|DHYD
OG0003059	LOC118466684|XP_035792209.1|AALB	LOC111598418|XP_023169464.2|DHYD
OG0003060	LOC118461805|XP_035783444.1|AALB	LOC111600019|XP_023171696.2|DHYD
OG0003061	LOC118461317|XP_035782410.1|AALB	LOC111598463|XP_023169491.1|DHYD
OG0003062	LOC118467878|XP_035794682.1|AALB	LOC111600748|XP_023172795.2|DHYD, LOC115483777|XP_030081879.1|DHYD
OG0003063	LOC118461713|XP_035783262.1|AALB	LOC111596651|XP_023166717.2|DHYD
OG0003064	LOC118457410|XP_035774875.1|AALB	LOC111594643|XP_023163844.1|DHYD
OG0003065	LOC118458028|XP_035776029.1|AALB	LOC111594724|XP_023163923.1|DHYD
OG0003066	LOC118458521|XP_035776991.1|AALB	LOC111605450|XP_023179734.1|DHYD, LOC115483098|XP_030080067.1|DHYD
OG0003067	LOC118458509|XP_035776969.1|AALB	LOC111604586|XP_023178461.2|DHYD
OG0003068	LOC118457803|XP_035775544.1|AALB	LOC111592014|XP_023159772.1|DHYD, LOC111592041|XP_023159805.1|DHYD
OG0003069	LOC118459509|XP_035778840.1|AALB	LOC111597120|XP_023167448.2|DHYD
OG0003070	LOC118459510|XP_035778845.1|AALB	LOC115483010|XP_030079560.1|DHYD, LOC111600394|XP_030081054.1|DHYD
OG0003071	LOC118456434|XP_035773085.1|AALB	LOC111601044|XP_023173226.2|DHYD
OG0003072	LOC118461304|XP_035782382.1|AALB	LOC111599687|XP_023171160.2|DHYD
OG0003073	LOC118461316|XP_035782406.1|AALB	LOC111599656|XP_023171109.1|DHYD
OG0003074	LOC118461807|XP_035783446.1|AALB	LOC111603937|XP_023177534.2|DHYD
OG0003075	LOC118461599|XP_035783000.1|AALB	LOC111598544|XP_023169604.2|DHYD
OG0003076	LOC118458906|XP_035777757.1|AALB	LOC111599826|XP_023171385.2|DHYD
OG0003077	LOC118461240|XP_035782233.1|AALB	LOC111601330|XP_030081625.1|DHYD
OG0003078	LOC118460678|XP_035781047.1|AALB	LOC111595225|XP_023164617.2|DHYD
OG0003079	LOC118460830|XP_035781378.1|AALB	LOC111593341|XP_030078722.1|DHYD
OG0003080	LOC118461589|XP_035782983.1|AALB	LOC111603012|XP_023176186.1|DHYD
OG0003081	LOC118468292|XP_035794912.1|AALB	LOC111603000|XP_023176166.1|DHYD
OG0003082	LOC118468291|XP_035794909.1|AALB	LOC111600280|XP_023172097.2|DHYD
OG0003083	LOC118458453|XP_035776834.1|AALB	LOC111602998|XP_023176162.2|DHYD
OG0003084	LOC118466622|XP_035792101.1|AALB	LOC111603603|XP_030080710.1|DHYD
OG0003085	LOC118466676|XP_035792181.1|AALB	LOC111603628|XP_023177064.2|DHYD
OG0003086	LOC118459448|XP_035778734.1|AALB	LOC111593318|XP_030078706.1|DHYD
OG0003087	LOC118460427|XP_035780611.1|AALB	LOC111604446|XP_030080030.1|DHYD
OG0003088	LOC118458331|XP_035776576.1|AALB	LOC111593620|XP_023162257.1|DHYD
OG0003089	LOC118457479|XP_035774996.1|AALB	LOC111602641|XP_023175571.2|DHYD
OG0003090	LOC118459931|XP_035779685.1|AALB	LOC111595237|XP_023164642.2|DHYD
OG0003091	LOC118459975|XP_035779763.1|AALB	LOC111601304|XP_023173587.2|DHYD
OG0003092	LOC118461507|XP_035782829.1|AALB	LOC111593324|XP_023161801.2|DHYD
OG0003093	LOC118456870|XP_035773869.1|AALB	LOC111595633|XP_023165210.1|DHYD
OG0003094	LOC118459613|XP_035779064.1|AALB	LOC111593469|XP_023161999.1|DHYD
OG0003095	LOC118466603|XP_035792073.1|AALB	LOC111603352|XP_023176666.2|DHYD
OG0003096	LOC118456522|XP_035773257.1|AALB	LOC111593566|XP_023162196.2|DHYD
OG0003097	LOC118456517|XP_035773246.1|AALB	LOC111592494|XP_023160484.2|DHYD
OG0003098	LOC118457325|XP_035774711.1|AALB	LOC111596780|XP_023166901.1|DHYD
OG0003099	LOC118457906|XP_035775793.1|AALB	LOC111602958|XP_023176098.1|DHYD
OG0003100	LOC118464490|XP_035787810.1|AALB	LOC111598126|XP_023168954.1|DHYD
OG0003101	LOC118466581|XP_035792032.1|AALB	LOC111604646|XP_023178560.2|DHYD
OG0003102	LOC118466585|XP_035792038.1|AALB	LOC111593314|XP_023161778.1|DHYD
OG0003103	LOC118466583|XP_035792036.1|AALB	LOC111593609|XP_030078672.1|DHYD
OG0003104	LOC118466879|XP_035792627.1|AALB	LOC111592292|XP_023160163.2|DHYD
OG0003105	LOC118467521|XP_035793974.1|AALB	LOC111605321|XP_023179553.1|DHYD
OG0003106	LOC118464531|XP_035787860.1|AALB	LOC115483804|XP_030081984.1|DHYD
OG0003107	LOC118466701|XP_035792231.1|AALB	LOC111603014|XP_030079694.1|DHYD, LOC115483037|XP_030079691.1|DHYD
OG0003108	LOC118466699|XP_035792224.1|AALB	LOC111599446|XP_023170869.2|DHYD
OG0003109	LOC118465874|XP_035790403.1|AALB	LOC111594989|XP_023164257.1|DHYD
OG0003110	LOC118464021|XP_035786970.1|AALB, LOC118466172|XP_035791048.1|AALB	LOC111594246|XP_023163227.2|DHYD
OG0003111	LOC118463398|XP_035785836.1|AALB	LOC111594251|XP_023163232.1|DHYD
OG0003112	LOC118466568|XP_035792005.1|AALB	LOC111602975|XP_023176133.1|DHYD
OG0003114	LOC118463301|XP_035785679.1|AALB	LOC111597074|XP_023167372.2|DHYD
OG0003115	LOC118463626|XP_035786220.1|AALB	LOC111597123|XP_023167450.2|DHYD
OG0003116	LOC118464323|XP_035787514.1|AALB	LOC111597042|XP_023167324.1|DHYD
OG0003117	LOC118466881|XP_035792629.1|AALB	LOC111599413|XP_023170829.1|DHYD
OG0003118	LOC118466856|XP_035792578.1|AALB	LOC111592780|XP_023160951.2|DHYD
OG0003119	LOC118466857|XP_035792586.1|AALB	LOC111592769|XP_023160939.2|DHYD
OG0003120	LOC118464149|XP_035787150.1|AALB	LOC111593723|XP_030081417.1|DHYD
OG0003121	LOC118465027|XP_035788785.1|AALB	LOC111605398|XP_023179669.2|DHYD
OG0003122	LOC118463562|XP_035786094.1|AALB	LOC111597061|XP_023167355.1|DHYD
OG0003123	LOC118462611|XP_035784337.1|AALB	LOC111604408|XP_023178232.1|DHYD
OG0003124	LOC118463090|XP_035785263.1|AALB	LOC111599708|XP_023171207.1|DHYD
OG0003125	LOC118464796|XP_035788331.1|AALB	LOC111603324|XP_030080928.1|DHYD
OG0003126	LOC118462830|XP_035784754.1|AALB	LOC111601215|XP_030078579.1|DHYD
OG0003127	LOC118467983|XP_035794865.1|AALB	LOC111601260|XP_023173534.1|DHYD
OG0003128	LOC118464115|XP_035787095.1|AALB	LOC111604687|XP_023178623.2|DHYD
OG0003129	LOC118463170|XP_035785458.1|AALB	LOC111597914|XP_023168623.1|DHYD
OG0003130	LOC118466902|XP_035792655.1|AALB	LOC111593504|XP_023162055.2|DHYD
OG0003131	LOC118462476|XP_035784069.1|AALB	LOC111605283|XP_023179495.2|DHYD
OG0003132	LOC118461515|XP_035782838.1|AALB	LOC111599884|XP_023171475.1|DHYD
OG0003133	LOC118465397|XP_035789489.1|AALB	LOC111600079|XP_023171787.1|DHYD
OG0003134	LOC118464642|XP_035788000.1|AALB	LOC111599683|XP_023171156.2|DHYD
OG0003135	LOC118463844|XP_035786641.1|AALB	LOC111592276|XP_023160144.1|DHYD
OG0003136	LOC118464897|XP_035788546.1|AALB	LOC111596873|XP_023167087.2|DHYD
OG0003137	LOC118466746|XP_035792324.1|AALB	LOC111592129|XP_023159933.1|DHYD
OG0003138	LOC118465553|XP_035789776.1|AALB	LOC111600087|XP_023171795.2|DHYD
OG0003139	LOC118463088|XP_035785261.1|AALB	LOC111597311|XP_023167705.2|DHYD
OG0003140	LOC118464328|XP_035787536.1|AALB	LOC111593980|XP_023162842.2|DHYD, LOC115482820|XP_030078843.1|DHYD
OG0003141	LOC118467435|XP_035793823.1|AALB	LOC111597939|XP_023168663.1|DHYD
OG0003142	LOC118463233|XP_035785580.1|AALB	LOC111592529|XP_023160555.2|DHYD
OG0003144	LOC118463811|XP_035786581.1|AALB	LOC111600095|XP_023171803.2|DHYD
OG0003145	LOC118463814|XP_035786585.1|AALB	LOC111596995|XP_023167261.2|DHYD
OG0003146	LOC118467553|XP_035794066.1|AALB	LOC111603329|XP_023176642.2|DHYD
OG0003147	LOC118467648|XP_035794277.1|AALB	LOC111604288|XP_023178072.2|DHYD
OG0003148	LOC118463822|XP_035786597.1|AALB	LOC111605687|XP_023180126.1|DHYD
OG0003149	LOC118463821|XP_035786596.1|AALB	LOC111605304|XP_023179529.1|DHYD
OG0003150	LOC118466009|XP_035790701.1|AALB	LOC111599734|XP_023171253.2|DHYD
OG0003151	LOC118463621|XP_035786212.1|AALB	LOC111595821|XP_023165494.2|DHYD
OG0003152	LOC118465584|XP_035789846.1|AALB	LOC111597036|XP_023167317.1|DHYD
OG0003153	LOC118462828|XP_035784752.1|AALB	LOC111602586|XP_023175511.2|DHYD
OG0003154	LOC118460229|XP_035780254.1|AALB	LOC111602947|XP_023176075.2|DHYD
OG0003155	LOC118464330|XP_035787539.1|AALB	LOC111597135|XP_023167464.2|DHYD
OG0003156	LOC118463657|XP_035786298.1|AALB	LOC111595413|XP_023164893.2|DHYD
OG0003157	LOC118462519|XP_035784152.1|AALB, LOC118462518|XP_035784151.1|AALB	LOC111599106|XP_023170425.2|DHYD
OG0003158	LOC118465009|XP_035788752.1|AALB	LOC111594678|XP_023163862.1|DHYD
OG0003159	LOC118463608|XP_035786177.1|AALB	LOC111593188|XP_023161594.2|DHYD
OG0003160	LOC118467104|XP_035793052.1|AALB	LOC111593175|XP_023161553.1|DHYD
OG0003161	LOC118463765|XP_035786472.1|AALB	LOC111600046|XP_023171739.1|DHYD
OG0003162	LOC118466067|XP_035790823.1|AALB	LOC111597096|XP_023167405.2|DHYD
OG0003163	LOC118462789|XP_035784673.1|AALB	LOC111605637|XP_023180062.1|DHYD
OG0003164	LOC118464720|XP_035788185.1|AALB	LOC111604352|XP_023178185.1|DHYD
OG0003165	LOC118467886|XP_035794690.1|AALB	LOC111599700|XP_023171193.2|DHYD
OG0003166	LOC118467888|XP_035794694.1|AALB	LOC111601276|XP_023173561.2|DHYD
OG0003167	LOC118462469|XP_035784049.1|AALB	LOC111597962|XP_023168694.2|DHYD
OG0003168	LOC118466195|XP_035791102.1|AALB	LOC111604791|XP_023178773.2|DHYD
OG0003170	LOC118466078|XP_035790855.1|AALB	LOC111599722|XP_023171233.2|DHYD
OG0003171	LOC118463281|XP_035785651.1|AALB	LOC111597100|XP_023167410.2|DHYD
OG0003172	LOC118463922|XP_035786772.1|AALB	LOC111602759|XP_023175782.1|DHYD
OG0003173	LOC118466851|XP_035792572.1|AALB	LOC111604874|XP_023178877.1|DHYD
OG0003174	LOC118465110|XP_035788949.1|AALB	LOC111603404|XP_023176740.1|DHYD
OG0003175	LOC118467843|XP_035794640.1|AALB	LOC111597996|XP_023168751.1|DHYD
OG0003176	LOC118466049|XP_035790780.1|AALB	LOC111599322|XP_023170706.1|DHYD
OG0003177	LOC118465512|XP_035789724.1|AALB	LOC111598021|XP_023168801.1|DHYD
OG0003178	LOC118465507|XP_035789718.1|AALB	LOC111599705|XP_023171203.1|DHYD
OG0003179	LOC118463362|XP_035785773.1|AALB	LOC111597947|XP_023168677.1|DHYD
OG0003180	LOC118464353|XP_035787570.1|AALB	LOC111592195|XP_023160030.2|DHYD
OG0003181	LOC118464354|XP_035787571.1|AALB	LOC111597988|XP_023168734.2|DHYD
OG0003182	LOC118466239|XP_035791180.1|AALB	LOC111597028|XP_023167305.2|DHYD
OG0003183	LOC118467018|XP_035792857.1|AALB	LOC111599694|XP_023171182.1|DHYD
OG0003184	LOC118466742|XP_035792321.1|AALB	LOC111592793|XP_023160968.1|DHYD
OG0003185	LOC118466161|XP_035791030.1|AALB	LOC111597072|XP_023167369.1|DHYD
OG0003186	LOC118466889|XP_035792635.1|AALB	LOC111599983|XP_030081028.1|DHYD
OG0003187	LOC118467434|XP_035793822.1|AALB	LOC111601158|XP_023173403.2|DHYD
OG0003188	LOC118467247|XP_035793412.1|AALB	LOC111601356|XP_023173655.2|DHYD
OG0003189	LOC118467730|XP_035794427.1|AALB	LOC111605693|XP_023180136.2|DHYD
OG0003190	LOC118466866|XP_035792603.1|AALB	LOC111604372|XP_030082043.1|DHYD
OG0003191	LOC118466954|XP_035792747.1|AALB	LOC111595102|XP_023164436.2|DHYD
OG0003192	LOC118467426|XP_035793803.1|AALB	LOC111600965|XP_023173116.2|DHYD, LOC115483749|XP_030081858.1|DHYD
OG0003193	LOC118467905|XP_035794725.1|AALB	LOC111599196|XP_023170553.1|DHYD
OG0003194	LOC118463627|XP_035786222.1|AALB	LOC111604293|XP_023178087.1|DHYD, LOC111603908|XP_023177496.1|DHYD
OG0003195	LOC118467260|XP_035793436.1|AALB	LOC111604924|XP_023178940.1|DHYD
OG0003196	LOC118467258|XP_035793434.1|AALB	LOC111604437|XP_023178270.1|DHYD
OG0003197	LOC118465145|XP_035788978.1|AALB	LOC111599825|XP_023171382.2|DHYD
OG0003198	LOC118464013|XP_035786954.1|AALB	LOC111605040|XP_023179144.2|DHYD
OG0003199	LOC118463102|XP_035785299.1|AALB	LOC111596509|XP_030081146.1|DHYD
OG0003200	LOC118466766|XP_035792380.1|AALB	LOC111593935|XP_023162786.1|DHYD
OG0003201	LOC118467924|XP_035794762.1|AALB	LOC111594650|XP_030078585.1|DHYD
OG0003202	LOC118464700|XP_035788115.1|AALB	LOC111601689|XP_023174166.2|DHYD
OG0003203	LOC118465433|XP_035789568.1|AALB	LOC111602545|XP_030081949.1|DHYD
OG0003204	LOC118465819|XP_035790294.1|AALB	LOC111600855|XP_023172936.2|DHYD
OG0003205	LOC118463732|XP_035786419.1|AALB	LOC111600059|XP_023171756.2|DHYD
OG0003206	LOC118465478|XP_035789672.1|AALB	LOC111593183|XP_023161560.2|DHYD
OG0003207	LOC118463378|XP_035785799.1|AALB	LOC111598330|XP_023169298.2|DHYD
OG0003208	LOC118467284|XP_035793484.1|AALB	LOC111595288|XP_023164709.2|DHYD
OG0003209	LOC118467420|XP_035793799.1|AALB	LOC111600147|XP_023171897.2|DHYD
OG0003210	LOC118462743|XP_035784597.1|AALB	LOC111601305|XP_023173589.1|DHYD
OG0003211	LOC118462733|XP_035784574.1|AALB	LOC111602555|XP_023175477.2|DHYD
OG0003212	LOC118467630|XP_035794244.1|AALB	LOC111601484|XP_023173840.2|DHYD
OG0003213	LOC118462802|XP_035784699.1|AALB	LOC111597951|XP_023168681.1|DHYD
OG0003214	LOC118465020|XP_035788771.1|AALB	LOC111597916|XP_030081188.1|DHYD
OG0003215	LOC118463978|XP_035786882.1|AALB	LOC111597980|XP_023168723.1|DHYD
OG0003216	LOC118464068|XP_035787008.1|AALB	LOC111597917|XP_023168627.2|DHYD
OG0003217	LOC118465682|XP_035790005.1|AALB	LOC111596386|XP_023166360.2|DHYD
OG0003218	LOC118463869|XP_035786679.1|AALB	LOC115483743|XP_030081852.1|DHYD, LOC111600962|XP_023173112.2|DHYD
OG0003219	LOC118466311|XP_035791315.1|AALB	LOC115483744|XP_030081853.1|DHYD, LOC111600921|XP_023173052.2|DHYD
OG0003220	LOC118463518|XP_035786013.1|AALB	LOC111595756|XP_023165397.1|DHYD
OG0003221	LOC118462046|XP_035783921.1|AALB	LOC111603181|XP_023176432.2|DHYD
OG0003222	LOC118463110|XP_035785327.1|AALB	LOC111596388|XP_023166361.2|DHYD
OG0003223	LOC118466502|XP_035791824.1|AALB	LOC111595507|XP_023165047.2|DHYD
OG0003224	LOC118465982|XP_035790651.1|AALB	LOC111595403|XP_023164880.1|DHYD
OG0003225	LOC118459787|XP_035779401.1|AALB	LOC111592077|XP_023159865.2|DHYD
OG0003226	LOC118466708|XP_035792250.1|AALB	LOC111599070|XP_023170508.2|DHYD
OG0003227	LOC118466790|XP_035792424.1|AALB	LOC111596839|XP_023166981.2|DHYD, LOC111596752|XP_023166852.1|DHYD
OG0003250	LOC118458364|XP_035776650.1|AALB	LOC111598357|XP_023169336.1|DHYD
OG0003251	LOC118465739|XP_035790094.1|AALB	LOC111596180|XP_023166052.1|DHYD
OG0003252	LOC118456307|XP_035772842.1|AALB	LOC111595897|XP_030080576.1|DHYD
OG0003253	LOC118462278|XP_035784007.1|AALB	LOC111602619|XP_023175549.1|DHYD
OG0003254	LOC118468913|XP_035796114.1|AALB	LOC111603634|XP_023177072.2|DHYD
OG0003255	LOC118464368|XP_035787604.1|AALB	LOC111598589|XP_023169671.2|DHYD
OG0003256	LOC118459164|XP_035778197.1|AALB	LOC111599618|XP_023171078.1|DHYD
OG0003257	LOC118464227|XP_035787304.1|AALB	LOC111601812|XP_023174384.2|DHYD
OG0003258	LOC118462119|XP_035783995.1|AALB	LOC111603095|XP_023176323.1|DHYD
OG0003259	LOC118458324|XP_035776570.1|AALB	LOC115482966|XP_030079345.1|DHYD, LOC111598440|XP_023169450.2|DHYD
OG0003260	LOC118462246|XP_035784005.1|AALB	LOC111595369|XP_023164823.2|DHYD
OG0003261	LOC118468535|XP_035795311.1|AALB	LOC111605505|XP_023179823.1|DHYD
OG0003262	LOC118467526|XP_035793984.1|AALB	LOC111601533|XP_023173933.2|DHYD
OG0003263	LOC118459146|XP_035778125.1|AALB	LOC111605337|XP_023179579.2|DHYD
OG0003264	LOC118459913|XP_035779688.1|AALB	LOC111593028|XP_023161357.1|DHYD
OG0003265	LOC118463319|XP_035785704.1|AALB	LOC111600367|XP_023172212.2|DHYD
OG0003266	LOC118462775|XP_035784645.1|AALB	LOC111602381|XP_023175168.2|DHYD
OG0003267	LOC118466215|XP_035791135.1|AALB	LOC111603200|XP_023176457.2|DHYD
OG0003268	LOC118460613|XP_035780950.1|AALB	LOC111598914|XP_030080767.1|DHYD
OG0003269	LOC118460604|XP_035780932.1|AALB	LOC111592687|XP_023160821.1|DHYD
OG0003270	LOC118461836|XP_035783505.1|AALB	LOC111604292|XP_023178082.2|DHYD
OG0003271	LOC118463817|XP_035786592.1|AALB	LOC111597835|XP_023168502.2|DHYD
OG0003272	LOC118462976|XP_035785100.1|AALB	LOC111601902|XP_023174513.2|DHYD
OG0003273	LOC118466981|XP_035792789.1|AALB	LOC111605373|XP_023179624.2|DHYD
OG0003274	LOC118463893|XP_035786721.1|AALB	LOC111596569|XP_030079534.1|DHYD
OG0003275	LOC118456794|XP_035774182.1|AALB	LOC111598143|XP_030078900.1|DHYD
OG0003276	LOC118460591|XP_035780904.1|AALB	LOC111603422|XP_023176773.1|DHYD
OG0003277	LOC118462637|XP_035784381.1|AALB	LOC111597114|XP_023167438.2|DHYD
OG0003278	LOC118459685|XP_035779210.1|AALB	LOC111603052|XP_023176278.2|DHYD
OG0003279	LOC118457149|XP_035774368.1|AALB, LOC118457183|XP_035774421.1|AALB	LOC111594263|XP_023163257.2|DHYD
OG0003280	LOC118458454|XP_035776845.1|AALB	LOC111602727|XP_023175742.1|DHYD
OG0003281	LOC118460544|XP_035780832.1|AALB	LOC111600639|XP_023172614.2|DHYD
OG0003282	LOC118466507|XP_035791847.1|AALB	LOC111598833|XP_023170037.2|DHYD
OG0003283	LOC118465503|XP_035789716.1|AALB	LOC111600273|XP_023172093.1|DHYD
OG0003284	LOC118467880|XP_035794684.1|AALB	LOC111593994|XP_023162853.2|DHYD
OG0003285	LOC118463757|XP_035786461.1|AALB	LOC111597867|XP_023168558.1|DHYD
OG0003286	LOC118460575|XP_035780880.1|AALB	LOC111600621|XP_023172591.2|DHYD
OG0003287	LOC118465304|XP_035789301.1|AALB	LOC111599809|XP_023171361.1|DHYD
OG0003288	LOC118466110|XP_035790941.1|AALB	LOC111598605|XP_023169696.2|DHYD
OG0003289	LOC118464005|XP_035786945.1|AALB	LOC111593745|XP_023162507.2|DHYD
OG0003290	LOC118464355|XP_035787572.1|AALB	LOC111602011|XP_023174673.2|DHYD
OG0003291	LOC118464968|XP_035788681.1|AALB	LOC111604411|XP_023178234.2|DHYD
OG0003292	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB	LOC111598168|XP_023169026.2|DHYD
OG0003293	LOC118456256|XP_035772753.1|AALB	LOC111598869|XP_023170086.2|DHYD
OG0003294	LOC118457245|XP_035774527.1|AALB	LOC111599754|XP_023171276.2|DHYD
OG0003295	LOC118465150|XP_035788992.1|AALB	LOC111593027|XP_023161356.2|DHYD
OG0003296	LOC118460910|XP_035781553.1|AALB	LOC111594560|XP_023163685.1|DHYD
OG0003297	LOC118458796|XP_035777538.1|AALB	LOC111594510|XP_023163595.2|DHYD
OG0003298	LOC118460055|XP_035779934.1|AALB	LOC111596580|XP_023166622.1|DHYD
OG0003299	LOC118463632|XP_035786247.1|AALB	LOC111596865|XP_023167080.1|DHYD
OG0003300	LOC118465899|XP_035790448.1|AALB	LOC111597806|XP_023168459.2|DHYD
OG0003301	LOC118462557|XP_035784238.1|AALB	LOC111595447|XP_023164941.1|DHYD
OG0003302	LOC118464281|XP_035787450.1|AALB	LOC111594066|XP_023162966.2|DHYD, LOC115483111|XP_030080133.1|DHYD
OG0003303	LOC118460877|XP_035781507.1|AALB	LOC111598012|XP_023168777.2|DHYD
OG0003304	LOC118464920|XP_035788588.1|AALB	LOC115483788|XP_030081906.1|DHYD, LOC111602945|XP_023176077.2|DHYD
OG0003305	LOC118457119|XP_035774318.1|AALB	LOC111600214|XP_023172004.1|DHYD
OG0003306	LOC118465861|XP_035790386.1|AALB	LOC111595483|XP_023165022.1|DHYD
OG0003307	LOC118463522|XP_035786028.1|AALB	LOC111597164|XP_030079607.1|DHYD
OG0003308	LOC118458265|XP_035776450.1|AALB	LOC111599212|XP_023170577.1|DHYD
OG0003309	LOC118465344|XP_035789398.1|AALB	LOC111594081|XP_030080045.1|DHYD
OG0003310	LOC118461559|XP_035782912.1|AALB	LOC111598822|XP_023170020.2|DHYD
OG0003311	LOC118466487|XP_035791780.1|AALB	LOC111593594|XP_023162218.1|DHYD
OG0003312	LOC118458724|XP_035777385.1|AALB, LOC118467481|XP_035793916.1|AALB	LOC111601475|XP_023173829.1|DHYD
OG0003313	LOC118458255|XP_035776441.1|AALB	LOC111605408|XP_023179681.2|DHYD
OG0003314	LOC118457246|XP_035774524.1|AALB	LOC111600114|XP_023171845.2|DHYD
OG0003315	LOC118460846|XP_035781444.1|AALB	LOC111596171|XP_023166032.1|DHYD
OG0003316	LOC118459004|XP_035777905.1|AALB	LOC111597852|XP_023168531.2|DHYD
OG0003317	LOC118468748|XP_035795801.1|AALB	LOC115483346|XP_030080716.1|DHYD, LOC111605442|XP_023179727.2|DHYD
OG0003318	LOC118465064|XP_035788844.1|AALB	LOC111595671|XP_023165275.2|DHYD
OG0003319	LOC118465295|XP_035789258.1|AALB	LOC111598327|XP_030080721.1|DHYD
OG0003320	LOC118458726|XP_035777390.1|AALB	LOC111597882|XP_023168577.2|DHYD
OG0003321	LOC118463029|XP_035785168.1|AALB	LOC111597832|XP_023168496.2|DHYD
OG0003322	LOC118459355|XP_035778536.1|AALB	LOC111597804|XP_023168457.1|DHYD
OG0003323	LOC118460170|XP_035780170.1|AALB	LOC111598116|XP_023168937.2|DHYD
OG0003324	LOC118463370|XP_035785791.1|AALB	LOC111591859|XP_023159520.1|DHYD
OG0003325	LOC118463846|XP_035786647.1|AALB	LOC111604960|XP_023179007.2|DHYD
OG0003326	LOC118464715|XP_035788150.1|AALB	LOC111603212|XP_023176477.1|DHYD
OG0003327	LOC118459181|XP_035778233.1|AALB	LOC111594142|XP_023163078.1|DHYD
OG0003328	LOC118462744|XP_035784602.1|AALB	LOC111594266|XP_023163261.1|DHYD
OG0003329	LOC118461944|XP_035783724.1|AALB	LOC111600617|XP_023172587.2|DHYD
OG0003330	LOC118465229|XP_035789161.1|AALB	LOC111605679|XP_023180113.1|DHYD
OG0003331	LOC118468822|XP_035795949.1|AALB	LOC111598244|XP_030080093.1|DHYD
OG0003332	LOC118462982|XP_035785071.1|AALB	LOC111594072|XP_023162979.1|DHYD
OG0003333	LOC118466563|XP_035792003.1|AALB	LOC111601992|XP_023174649.2|DHYD
OG0003334	LOC118460139|XP_035780161.1|AALB	LOC111599920|XP_023171522.1|DHYD
OG0003335	LOC118459981|XP_035779810.1|AALB	LOC111601551|XP_023173961.2|DHYD
OG0003336	LOC118466755|XP_035792352.1|AALB	LOC111597836|XP_023168499.1|DHYD
OG0003337	LOC118456562|XP_035773324.1|AALB	LOC111594542|XP_023163662.2|DHYD
OG0003338	LOC118461908|XP_035783659.1|AALB	LOC111592933|XP_023161159.2|DHYD, LOC115483102|XP_030080071.1|DHYD
OG0003339	LOC118465282|XP_035789220.1|AALB	LOC111599443|XP_023170866.2|DHYD
OG0003340	LOC118464288|XP_035787463.1|AALB	LOC111599426|XP_030080806.1|DHYD
OG0003341	LOC118468825|XP_035795948.1|AALB	LOC111601814|XP_023174403.1|DHYD
OG0003342	LOC118461027|XP_035781782.1|AALB	LOC111593631|XP_023162269.2|DHYD
OG0003343	LOC118467204|XP_035793362.1|AALB	LOC111598447|XP_023169460.1|DHYD
OG0003344	LOC118458621|XP_035777199.1|AALB	LOC111601612|XP_030079094.1|DHYD, LOC111594709|XP_030079149.1|DHYD
OG0003345	LOC118466306|XP_035791311.1|AALB	LOC111603196|XP_023176452.2|DHYD
OG0003346	LOC118464886|XP_035788524.1|AALB	LOC111596755|XP_023166862.1|DHYD
OG0003347	LOC118460965|XP_035781643.1|AALB	LOC111592939|XP_023161169.1|DHYD
OG0003348	LOC118463628|XP_035786231.1|AALB	LOC111596574|XP_023166619.2|DHYD
OG0003349	LOC118458142|XP_035776233.1|AALB	LOC111594891|XP_023164146.1|DHYD
OG0003350	LOC118463565|XP_035786100.1|AALB	LOC111599616|XP_023171075.2|DHYD
OG0003351	LOC118467509|XP_035793954.1|AALB	LOC111596471|XP_023166492.1|DHYD
OG0003352	LOC118463917|XP_035786766.1|AALB	LOC111592493|XP_023160483.1|DHYD
OG0003353	LOC118460140|XP_035780124.1|AALB	LOC111598931|XP_023170178.2|DHYD
OG0003354	LOC118460493|XP_035780742.1|AALB	LOC111601973|XP_023174618.1|DHYD
OG0003355	LOC118457994|XP_035775963.1|AALB	LOC111598378|XP_030079586.1|DHYD
OG0003356	LOC118456935|XP_035773983.1|AALB	LOC111591877|XP_023159532.2|DHYD
OG0003357	LOC118456947|XP_035774016.1|AALB	LOC111591887|XP_023159559.2|DHYD
OG0003358	LOC118460688|XP_035781095.1|AALB	LOC111594939|XP_023164200.1|DHYD
OG0003359	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB	LOC111604743|XP_023178685.1|DHYD
OG0003360	LOC118467582|XP_035794124.1|AALB	LOC111591907|XP_023159585.2|DHYD
OG0003361	LOC118467951|XP_035794815.1|AALB	LOC111600097|XP_023171825.2|DHYD
OG0003362	LOC118466237|XP_035791174.1|AALB	LOC111601495|XP_023173850.2|DHYD
OG0003363	LOC118466251|XP_035791200.1|AALB	LOC111601550|XP_023173958.2|DHYD
