Orthogroup	AALB.longest_only	AAEG.longest_only
OG0005038	LOC118466514|XP_035791897.1|AALB	LOC5563743|XP_001648026.2|AAEG
OG0005039	LOC118463243|XP_035785603.1|AALB	LOC5578033|XP_001663661.1|AAEG
OG0005040	LOC118463124|XP_035785373.1|AALB	LOC5563747|XP_021697834.1|AAEG
OG0005041	LOC118463246|XP_035785606.1|AALB	LOC5565967|XP_001650335.1|AAEG
OG0005042	LOC118467593|XP_035794157.1|AALB	LOC5576552|XP_001656152.1|AAEG
OG0005043	LOC118464551|XP_035787882.1|AALB	LOC5578594|XP_001657016.1|AAEG
OG0005044	LOC118467135|XP_035793142.1|AALB	LOC5578596|XP_021697872.1|AAEG
OG0005045	LOC118464474|XP_035787776.1|AALB	LOC5578833|XP_001657186.1|AAEG
OG0005046	LOC118463397|XP_035785835.1|AALB	LOC5573518|XP_001660910.1|AAEG
OG0005047	LOC118463393|XP_035785831.1|AALB	LOC5574930|XP_001661733.1|AAEG
OG0005048	LOC118463966|XP_035786861.1|AALB	LOC5574929|XP_021697880.1|AAEG
OG0005049	LOC118464456|XP_035787736.1|AALB	LOC110675138|XP_021695211.1|AAEG
OG0005050	LOC118465980|XP_035790642.1|AALB	LOC5575134|XP_021697902.1|AAEG
OG0005051	LOC118463710|XP_035786396.1|AALB	LOC5575142|XP_001655519.1|AAEG
OG0005052	LOC118464772|XP_035788293.1|AALB	LOC5575145|XP_001655522.2|AAEG
OG0005053	LOC118467755|XP_035794475.1|AALB	LOC5577080|XP_001656318.2|AAEG
OG0005054	LOC118464270|XP_035787418.1|AALB	LOC5564816|XP_021697931.1|AAEG
OG0005055	LOC118464273|XP_035787428.1|AALB	LOC5571184|XP_001653501.2|AAEG
OG0005056	LOC118464828|XP_035788396.1|AALB	LOC5573486|XP_021697946.1|AAEG
OG0005057	LOC118464961|XP_035788649.1|AALB	LOC5568734|XP_021698017.1|AAEG
OG0005058	LOC118464967|XP_035788673.1|AALB	LOC5565828|XP_021698027.1|AAEG
OG0005059	LOC118463174|XP_035785472.1|AALB	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	LOC118463173|XP_035785461.1|AALB	LOC5566822|XP_021698081.1|AAEG
OG0005061	LOC118463256|XP_035785618.1|AALB	LOC110676030|XP_021698114.1|AAEG
OG0005062	LOC118464083|XP_035787034.1|AALB	LOC5568141|XP_001652085.2|AAEG
OG0005063	LOC118464142|XP_035787140.1|AALB	LOC5569162|XP_001658353.2|AAEG
OG0005064	LOC118465223|XP_035789111.1|AALB	LOC5573675|XP_001660997.1|AAEG
OG0005065	LOC118463614|XP_035786196.1|AALB	LOC5573666|XP_021698216.1|AAEG
OG0005066	LOC118463286|XP_035785656.1|AALB	LOC5564412|XP_021698220.1|AAEG
OG0005067	LOC118466307|XP_035791309.1|AALB	LOC5575820|XP_021698241.1|AAEG
OG0005068	LOC118467192|XP_035793294.1|AALB	LOC5567864|XP_001651886.1|AAEG
OG0005069	LOC118467186|XP_035793275.1|AALB	LOC5567853|XP_001651882.1|AAEG
OG0005070	LOC118466841|XP_035792556.1|AALB	LOC5575426|XP_021698270.1|AAEG
OG0005071	LOC118463292|XP_035785667.1|AALB	LOC5575955|XP_001662313.1|AAEG
OG0005072	LOC118466124|XP_035790966.1|AALB	LOC5576041|XP_021698307.1|AAEG
OG0005073	LOC118463248|XP_035785610.1|AALB	LOC5576044|XP_021698308.1|AAEG
OG0005074	LOC118462621|XP_035784353.1|AALB	LOC5565670|XP_021698310.1|AAEG
OG0005075	LOC118466126|XP_035790968.1|AALB	LOC5564254|XP_001648590.1|AAEG
OG0005076	LOC118466128|XP_035790971.1|AALB	LOC5564246|XP_001648589.2|AAEG
OG0005077	LOC118464970|XP_035788694.1|AALB	LOC5570579|XP_001653248.2|AAEG, LOC5572128|XP_001660197.2|AAEG
OG0005077	LOC118467918|XP_035794751.1|AALB	LOC5569536|XP_001652848.2|AAEG
OG0005077	LOC118467445|XP_035793841.1|AALB	LOC5572124|XP_001660201.2|AAEG
OG0005077	LOC118467452|XP_035793851.1|AALB, LOC118467910|XP_035794733.1|AALB	LOC5578872|XP_021699361.1|AAEG, LOC5564236|XP_021698326.1|AAEG
OG0005078	LOC118464902|XP_035788556.1|AALB	LOC5574243|XP_001661295.2|AAEG
OG0005079	LOC118463836|XP_035786623.1|AALB	LOC5568868|XP_021698382.1|AAEG
OG0005080	LOC118463259|XP_035785622.1|AALB	LOC5574156|XP_001655063.1|AAEG
OG0005081	LOC118466187|XP_035791085.1|AALB	LOC5569620|XP_001652902.2|AAEG
OG0005082	LOC118467006|XP_035792843.1|AALB	LOC5569602|XP_001652881.1|AAEG
OG0005083	LOC118467007|XP_035792844.1|AALB	LOC5569601|XP_001652880.1|AAEG
OG0005084	LOC118467367|XP_035793662.1|AALB	LOC5579452|XP_021698546.1|AAEG
OG0005085	LOC118467366|XP_035793661.1|AALB	LOC5569592|XP_001652869.2|AAEG
OG0005086	LOC118466286|XP_035791264.1|AALB	LOC5569584|XP_021698551.1|AAEG
OG0005087	LOC118466917|XP_035792679.1|AALB	LOC5569585|XP_021698552.1|AAEG
OG0005088	LOC118467529|XP_035793988.1|AALB	LOC23687733|XP_021698595.1|AAEG
OG0005089	LOC118467527|XP_035793986.1|AALB	LOC5570792|XP_021698592.1|AAEG
OG0005090	LOC118466865|XP_035792595.1|AALB	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG
OG0005091	LOC118459939|XP_035779709.1|AALB	LOC5570787|XP_021698607.1|AAEG
OG0005092	LOC118463508|XP_035786001.1|AALB	LOC5577894|XP_001663601.1|AAEG
OG0005093	LOC118463495|XP_035785984.1|AALB	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG
OG0005094	LOC118462939|XP_035784957.1|AALB	LOC5565863|XP_021698649.1|AAEG
OG0005095	LOC118462937|XP_035784948.1|AALB	LOC5576960|XP_021698661.1|AAEG
OG0005096	LOC118466233|XP_035791166.1|AALB	LOC5571409|XP_001653657.3|AAEG
OG0005097	LOC118464129|XP_035787117.1|AALB	LOC5572533|XP_001654062.1|AAEG
OG0005098	LOC118463410|XP_035785854.1|AALB	LOC5572535|XP_021698688.1|AAEG
OG0005099	LOC118466965|XP_035792769.1|AALB	LOC5572299|XP_021698718.1|AAEG
OG0005100	LOC118466962|XP_035792756.1|AALB	LOC5572298|XP_001653986.2|AAEG
OG0005101	LOC118462607|XP_035784330.1|AALB	LOC5572288|XP_001653974.1|AAEG
OG0005102	LOC118466483|XP_035791757.1|AALB	LOC5564765|XP_021698732.1|AAEG
OG0005103	LOC118466960|XP_035792754.1|AALB	LOC5572268|XP_001653953.1|AAEG
OG0005104	LOC118466968|XP_035792773.1|AALB	LOC5572267|XP_001653952.2|AAEG
OG0005105	LOC118464596|XP_035787932.1|AALB	LOC5572211|XP_001653879.2|AAEG
OG0005106	LOC118466806|XP_035792457.1|AALB	LOC5572202|XP_021698787.1|AAEG
OG0005107	LOC118466273|XP_035791239.1|AALB	LOC5572201|XP_021698796.1|AAEG
OG0005108	LOC118467375|XP_035793689.1|AALB	LOC5572192|XP_001653853.2|AAEG
OG0005109	LOC118461607|XP_035783026.1|AALB	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG
OG0005110	LOC118467795|XP_035794562.1|AALB	LOC5571717|XP_001659861.2|AAEG
OG0005111	LOC118463404|XP_035785845.1|AALB	LOC5565821|XP_021698845.1|AAEG
OG0005112	LOC118463402|XP_035785843.1|AALB	LOC5565822|XP_021698848.1|AAEG
OG0005113	LOC118463406|XP_035785849.1|AALB	LOC5575065|XP_021698849.1|AAEG
OG0005114	LOC118465088|XP_035788884.1|AALB	LOC5566031|XP_001650398.1|AAEG
OG0005115	LOC118466604|XP_035792074.1|AALB	LOC5566006|XP_021698874.1|AAEG
OG0005116	LOC118466208|XP_035791118.1|AALB	LOC110676223|XP_021698919.1|AAEG
OG0005117	LOC118464369|XP_035787601.1|AALB	LOC110676224|XP_021698930.1|AAEG
OG0005118	LOC118466474|XP_035791750.1|AALB	LOC5573712|XP_011493552.2|AAEG
OG0005119	LOC118466468|XP_035791719.1|AALB	LOC5577794|XP_021698933.1|AAEG
OG0005120	LOC118467857|XP_035794653.1|AALB	LOC5571331|XP_021698959.1|AAEG
OG0005121	LOC118467856|XP_035794652.1|AALB	LOC5571377|XP_001659659.2|AAEG
OG0005122	LOC118464808|XP_035788363.1|AALB	LOC110676232|XP_021698972.1|AAEG
OG0005123	LOC118465371|XP_035789459.1|AALB	LOC5577267|XP_011493702.1|AAEG
OG0005124	LOC118466720|XP_035792277.1|AALB	LOC110676235|XP_021698994.1|AAEG
OG0005125	LOC118466419|XP_035791587.1|AALB	LOC5570290|XP_021698989.1|AAEG
OG0005126	LOC118466420|XP_035791590.1|AALB	LOC5578578|XP_001663970.2|AAEG
OG0005127	LOC118463721|XP_035786407.1|AALB	LOC5577316|XP_021699018.1|AAEG
OG0005128	LOC118463616|XP_035786202.1|AALB	LOC5574463|XP_001661478.2|AAEG
OG0005129	LOC118463135|XP_035785387.1|AALB	LOC5573276|XP_021699031.1|AAEG
OG0005130	LOC118465611|XP_035789880.1|AALB	LOC5573290|XP_001654503.1|AAEG
OG0005131	LOC118463863|XP_035786666.1|AALB	LOC5572637|XP_021699078.1|AAEG
OG0005132	LOC118464089|XP_035787046.1|AALB	LOC5576420|XP_001656123.2|AAEG
OG0005133	LOC118464279|XP_035787435.1|AALB	LOC5576069|XP_021699115.1|AAEG
OG0005134	LOC118466203|XP_035791113.1|AALB	LOC5566455|XP_021699127.1|AAEG
OG0005135	LOC118466218|XP_035791134.1|AALB	LOC5575500|XP_021699128.1|AAEG
OG0005136	LOC118464446|XP_035787721.1|AALB	LOC5575496|XP_021699139.1|AAEG
OG0005137	LOC118466398|XP_035791543.1|AALB	LOC5575936|XP_021699157.1|AAEG
OG0005138	LOC118466412|XP_035791573.1|AALB	LOC5575943|XP_001662295.2|AAEG
OG0005139	LOC118462916|XP_035784914.1|AALB	LOC5575942|XP_021699168.1|AAEG
OG0005140	LOC118463991|XP_035786914.1|AALB	LOC5577291|XP_001656392.1|AAEG
OG0005142	LOC118464391|XP_035787630.1|AALB	LOC5575611|XP_001662100.1|AAEG
OG0005143	LOC118462494|XP_035784100.1|AALB	LOC5566151|XP_021699214.1|AAEG
OG0005144	LOC118462495|XP_035784105.1|AALB	LOC5577142|XP_001663232.1|AAEG
OG0005145	LOC118462822|XP_035784737.1|AALB	LOC5577143|XP_001663234.1|AAEG
OG0005146	LOC118467064|XP_035792982.1|AALB	LOC5577145|XP_021699227.1|AAEG
OG0005147	LOC118467065|XP_035792984.1|AALB	LOC5575476|XP_021699225.1|AAEG
OG0005148	LOC118466265|XP_035791221.1|AALB	LOC5572944|XP_021699241.1|AAEG
OG0005149	LOC118466274|XP_035791240.1|AALB	LOC5573012|XP_001654339.2|AAEG
OG0005150	LOC118464282|XP_035787449.1|AALB	LOC5573005|XP_001654333.2|AAEG
OG0005151	LOC118467072|XP_035793000.1|AALB	LOC5573002|XP_001654329.2|AAEG
OG0005152	LOC118466132|XP_035790975.1|AALB	LOC5573000|XP_021699260.1|AAEG
OG0005153	LOC118467070|XP_035792996.1|AALB	LOC5574537|XP_001655190.2|AAEG
OG0005154	LOC118467068|XP_035792992.1|AALB	LOC5574535|XP_021699270.1|AAEG
OG0005155	LOC118465428|XP_035789550.1|AALB	LOC5579646|XP_001648105.2|AAEG
OG0005156	LOC118465754|XP_035790150.1|AALB	LOC5578852|XP_001664059.2|AAEG
OG0005157	LOC118466305|XP_035791304.1|AALB	LOC5578857|XP_021699346.1|AAEG
OG0005158	LOC118466336|XP_035791348.1|AALB	LOC5571044|XP_001659481.2|AAEG
OG0005159	LOC118466350|XP_035791376.1|AALB	LOC5571047|XP_001659486.1|AAEG
OG0005160	LOC118464302|XP_035787482.1|AALB	LOC5578058|XP_001663680.2|AAEG
OG0005161	LOC118463806|XP_035786569.1|AALB	LOC5579431|XP_021699390.1|AAEG
OG0005163	LOC118467363|XP_035793657.1|AALB	LOC5575934|XP_021699423.1|AAEG
OG0005164	LOC118466243|XP_035791186.1|AALB	LOC5570350|XP_001653179.2|AAEG
OG0005165	LOC118464098|XP_035787060.1|AALB	LOC5570334|XP_021699477.1|AAEG
OG0005166	LOC118463859|XP_035786661.1|AALB	LOC5578485|XP_021699522.1|AAEG
OG0005167	LOC118463861|XP_035786664.1|AALB	LOC5578487|XP_001663881.1|AAEG
OG0005168	LOC118463858|XP_035786660.1|AALB	LOC5578491|XP_001663880.2|AAEG
OG0005169	LOC118464855|XP_035788456.1|AALB	LOC5578489|XP_001663876.2|AAEG
OG0005170	LOC118462857|XP_035784807.1|AALB	LOC5575655|XP_001655801.1|AAEG
OG0005171	LOC118462858|XP_035784808.1|AALB	LOC5575654|XP_001655800.2|AAEG
OG0005172	LOC118463854|XP_035786651.1|AALB	LOC5570721|XP_021699545.1|AAEG
OG0005173	LOC118466141|XP_035790986.1|AALB	LOC5566073|XP_001650441.1|AAEG
OG0005174	LOC118466142|XP_035790987.1|AALB	LOC5574454|XP_001661468.1|AAEG
OG0005175	LOC118463515|XP_035786009.1|AALB	LOC5576998|XP_021699571.1|AAEG
OG0005176	LOC118464425|XP_035787681.1|AALB	LOC5576990|XP_021699576.1|AAEG
OG0005177	LOC118463942|XP_035786803.1|AALB	LOC5576988|XP_001663090.2|AAEG
OG0005178	LOC118463940|XP_035786801.1|AALB	LOC5576987|XP_001663088.2|AAEG
OG0005179	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB	LOC5576978|XP_001663073.1|AAEG
OG0005180	LOC118466748|XP_035792328.1|AALB	LOC5574475|XP_021699621.1|AAEG
OG0005181	LOC118466753|XP_035792343.1|AALB	LOC5567497|XP_021699634.1|AAEG
OG0005182	LOC118466353|XP_035791378.1|AALB	LOC5570864|XP_021699637.1|AAEG
OG0005183	LOC118466356|XP_035791406.1|AALB	LOC5570867|XP_021699639.1|AAEG
OG0005184	LOC118463185|XP_035785497.1|AALB	LOC5570869|XP_001659381.2|AAEG
OG0005185	LOC118463954|XP_035786829.1|AALB	LOC5570868|XP_001659382.1|AAEG
OG0005186	LOC118465264|XP_035789178.1|AALB	LOC5570873|XP_021699655.1|AAEG
OG0005187	LOC118466361|XP_035791423.1|AALB	LOC5575624|XP_021699700.1|AAEG
OG0005188	LOC118467917|XP_035794750.1|AALB	LOC5575626|XP_001662113.2|AAEG
OG0005189	LOC118458927|XP_035777790.1|AALB	LOC5576376|XP_021699717.1|AAEG
OG0005190	LOC118465381|XP_035789468.1|AALB	LOC5576378|XP_001662601.2|AAEG
OG0005191	LOC118464445|XP_035787717.1|AALB	LOC5569577|XP_001658640.1|AAEG
OG0005192	LOC118464028|XP_035786978.1|AALB	LOC5569573|XP_021699748.1|AAEG
OG0005193	LOC118465742|XP_035790097.1|AALB	LOC5567711|XP_021699757.1|AAEG
OG0005194	LOC118462592|XP_035784299.1|AALB	LOC5569028|XP_021699811.1|AAEG
OG0005195	LOC118465807|XP_035790272.1|AALB	LOC5569029|XP_001658286.1|AAEG
OG0005196	LOC118465801|XP_035790261.1|AALB	LOC5569030|XP_021699818.1|AAEG
OG0005197	LOC118465802|XP_035790262.1|AALB	LOC5565717|XP_021699825.1|AAEG
OG0005198	LOC118465804|XP_035790265.1|AALB	LOC5569248|XP_001658394.2|AAEG
OG0005199	LOC118465901|XP_035790446.1|AALB	LOC5574831|XP_001661660.2|AAEG
OG0005200	LOC118465898|XP_035790444.1|AALB	LOC5574636|XP_001661551.2|AAEG
OG0005201	LOC118464398|XP_035787643.1|AALB	LOC5572044|XP_021699940.1|AAEG
OG0005202	LOC118464395|XP_035787638.1|AALB	LOC5572051|XP_021699955.1|AAEG
OG0005203	LOC118468520|XP_035795270.1|AALB	LOC5569977|XP_021700033.1|AAEG
OG0005204	LOC118460016|XP_035779840.1|AALB	LOC5574386|XP_021700111.1|AAEG
OG0005205	LOC118460012|XP_035779831.1|AALB	LOC5574371|XP_021700118.1|AAEG
OG0005206	LOC118463668|XP_035786318.1|AALB	LOC5569120|XP_001652723.2|AAEG
OG0005207	LOC118458933|XP_035777801.1|AALB	LOC5569118|XP_001652717.1|AAEG
OG0005208	LOC118458936|XP_035777808.1|AALB	LOC5569112|XP_001652711.2|AAEG
OG0005209	LOC118459881|XP_035779571.1|AALB	LOC5569110|XP_001652709.2|AAEG
OG0005210	LOC118459880|XP_035779567.1|AALB	LOC5569106|XP_021700165.1|AAEG
OG0005211	LOC118457298|XP_035774661.1|AALB	LOC5574370|XP_021700193.1|AAEG
OG0005212	LOC118460465|XP_035780677.1|AALB	LOC5574364|XP_001661398.1|AAEG
OG0005213	LOC118457844|XP_035775622.1|AALB	LOC5580252|XP_001662645.1|AAEG
OG0005214	LOC118467923|XP_035794767.1|AALB	LOC5564197|XP_021700230.1|AAEG
OG0005215	LOC118468945|XP_035796186.1|AALB	LOC5564200|XP_021700231.1|AAEG
OG0005216	LOC118468954|XP_035796197.1|AALB	LOC5570936|XP_001659411.1|AAEG
OG0005217	LOC118467148|XP_035793183.1|AALB	LOC5577722|XP_021700248.1|AAEG
OG0005218	LOC118467199|XP_035793309.1|AALB	LOC5577721|XP_011493717.1|AAEG
OG0005219	LOC118467173|XP_035793249.1|AALB	LOC5571137|XP_021700258.1|AAEG
OG0005220	LOC118457039|XP_035774174.1|AALB	LOC5571140|XP_001653450.2|AAEG
OG0005221	LOC118457043|XP_035774184.1|AALB	LOC5571138|XP_021700259.1|AAEG
OG0005222	LOC118457037|XP_035774168.1|AALB	LOC5571145|XP_021700273.1|AAEG
OG0005223	LOC118460857|XP_035781456.1|AALB	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG
OG0005224	LOC118458953|XP_035777828.1|AALB	LOC5575438|XP_021700357.1|AAEG
OG0005225	LOC118468681|XP_035795685.1|AALB	LOC5575440|XP_001661961.1|AAEG
OG0005226	LOC118469006|XP_035796333.1|AALB	LOC5567173|XP_021700382.1|AAEG
OG0005227	LOC118459211|XP_035778284.1|AALB	LOC5566532|XP_021700389.1|AAEG
OG0005228	LOC118457140|XP_035774347.1|AALB	LOC5578148|XP_021700391.1|AAEG
OG0005229	LOC118460387|XP_035780548.1|AALB	LOC5578157|XP_021700406.1|AAEG
OG0005230	LOC118458557|XP_035777092.1|AALB	LOC5571941|XP_021700411.1|AAEG
OG0005231	LOC118457708|XP_035775380.1|AALB	LOC5570241|XP_001659017.1|AAEG
OG0005232	LOC118460842|XP_035781425.1|AALB	LOC5569378|XP_021700455.1|AAEG
OG0005233	LOC118460845|XP_035781440.1|AALB	LOC5569372|XP_001658449.1|AAEG
OG0005234	LOC118468368|XP_035795021.1|AALB	LOC5569509|XP_001658594.2|AAEG
OG0005235	LOC118456440|XP_035773094.1|AALB	LOC5568224|XP_001652156.1|AAEG
OG0005236	LOC118456439|XP_035773093.1|AALB	LOC5568225|XP_001652157.1|AAEG
OG0005237	LOC118456437|XP_035773088.1|AALB	LOC5568228|XP_001652160.1|AAEG
OG0005238	LOC118456199|XP_035772653.1|AALB	LOC5580328|XP_001663278.1|AAEG
OG0005240	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB	LOC5580330|XP_001663283.1|AAEG
OG0005241	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB	LOC5580331|XP_021700501.1|AAEG
OG0005242	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB	LOC5577421|XP_001656500.1|AAEG
OG0005243	LOC118468529|XP_035795292.1|AALB	LOC5564177|XP_021700513.1|AAEG
OG0005244	LOC118461010|XP_035781749.1|AALB	LOC5578372|XP_021700520.1|AAEG
OG0005245	LOC118461009|XP_035781748.1|AALB	LOC5578370|XP_001656941.2|AAEG
OG0005246	LOC118461012|XP_035781754.1|AALB	LOC5578367|XP_001656938.1|AAEG
OG0005247	LOC118459528|XP_035778880.1|AALB	LOC5578363|XP_021700522.1|AAEG
OG0005248	LOC118469057|XP_035796420.1|AALB	LOC5565620|XP_021700538.1|AAEG
OG0005249	LOC118457281|XP_035774633.1|AALB	LOC5566446|XP_001650815.2|AAEG
OG0005250	LOC118457148|XP_035774359.1|AALB	LOC5566421|XP_021700547.1|AAEG
OG0005251	LOC118467796|XP_035794567.1|AALB	LOC5565682|XP_021700571.1|AAEG
OG0005252	LOC118459769|XP_035779357.1|AALB	LOC5565690|XP_021700580.1|AAEG
OG0005253	LOC118458362|XP_035776622.1|AALB	LOC5570923|XP_021700599.1|AAEG
OG0005254	LOC118458821|XP_035777586.1|AALB	LOC5570918|XP_021700625.1|AAEG
OG0005255	LOC118456839|XP_035773828.1|AALB	LOC5570917|XP_001653396.1|AAEG
OG0005256	LOC118458372|XP_035776661.1|AALB	LOC5570929|XP_001653390.1|AAEG
OG0005257	LOC118458367|XP_035776652.1|AALB	LOC5570912|XP_001653389.1|AAEG
OG0005258	LOC118460672|XP_035781042.1|AALB	LOC5570928|XP_021700653.1|AAEG
OG0005259	LOC118458365|XP_035776647.1|AALB	LOC5570898|XP_021700676.1|AAEG
OG0005260	LOC118456964|XP_035774047.1|AALB	LOC5572919|XP_001654254.1|AAEG
OG0005261	LOC118456963|XP_035774046.1|AALB	LOC5572921|XP_001654256.1|AAEG
OG0005262	LOC118456271|XP_035772776.1|AALB	LOC5574731|XP_001661622.1|AAEG
OG0005263	LOC118457069|XP_035774232.1|AALB	LOC5571729|XP_021700723.1|AAEG
OG0005264	LOC118457070|XP_035774233.1|AALB	LOC5571727|XP_001659869.2|AAEG
OG0005265	LOC118459053|XP_035777972.1|AALB	LOC5571428|XP_021700745.1|AAEG
OG0005266	LOC118460968|XP_035781673.1|AALB	LOC5571427|XP_021700747.1|AAEG
OG0005267	LOC118456601|XP_035773394.1|AALB	LOC5571418|XP_021700756.1|AAEG
OG0005268	LOC118456594|XP_035773387.1|AALB	LOC5571419|XP_001659672.1|AAEG
OG0005269	LOC118468128|XP_035794876.1|AALB	LOC5577780|XP_021700762.1|AAEG
OG0005270	LOC118460571|XP_035780872.1|AALB	LOC5566353|XP_001650713.1|AAEG
OG0005271	LOC118460566|XP_035780860.1|AALB	LOC5566349|XP_021700773.1|AAEG
OG0005272	LOC118460569|XP_035780868.1|AALB	LOC5566328|XP_001650717.1|AAEG
OG0005273	LOC118458905|XP_035777756.1|AALB	LOC5569673|XP_001652939.1|AAEG
OG0005274	LOC118459274|XP_035778404.1|AALB	LOC5569676|XP_021700780.1|AAEG
OG0005275	LOC118456369|XP_035772934.1|AALB	LOC5569675|XP_021700782.1|AAEG
OG0005276	LOC118456376|XP_035772953.1|AALB	LOC5566721|XP_021700793.1|AAEG
OG0005277	LOC118458036|XP_035776047.1|AALB	LOC5570421|XP_001659131.2|AAEG
OG0005278	LOC118458037|XP_035776048.1|AALB	LOC5570426|XP_001659130.2|AAEG
OG0005279	LOC118456829|XP_035773817.1|AALB	LOC5570433|XP_021700800.1|AAEG
OG0005280	LOC118460102|XP_035780030.1|AALB	LOC5572646|XP_021700807.1|AAEG
OG0005281	LOC118468718|XP_035795741.1|AALB	LOC5572657|XP_001654157.2|AAEG
OG0005282	LOC118459054|XP_035777973.1|AALB	LOC5572662|XP_021700832.1|AAEG
OG0005283	LOC118459056|XP_035777978.1|AALB	LOC5572663|XP_021700837.1|AAEG
OG0005284	LOC118456980|XP_035774073.1|AALB	LOC5572671|XP_021700843.1|AAEG
OG0005285	LOC118457232|XP_035774503.1|AALB	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG
OG0005286	LOC118460841|XP_035781421.1|AALB	LOC5568761|XP_021700848.1|AAEG
OG0005287	LOC118457438|XP_035774921.1|AALB	LOC5565249|XP_001649589.1|AAEG
OG0005288	LOC118458279|XP_035776494.1|AALB	LOC5574312|XP_021700858.1|AAEG
OG0005289	LOC118460603|XP_035780923.1|AALB	LOC5574311|XP_011493578.1|AAEG
OG0005290	LOC118456688|XP_035773569.1|AALB	LOC5573648|XP_021700863.1|AAEG
OG0005291	LOC118458565|XP_035777102.1|AALB	LOC5565779|XP_001650118.2|AAEG
OG0005292	LOC118458555|XP_035777085.1|AALB	LOC5565760|XP_021700872.1|AAEG
OG0005293	LOC118468423|XP_035795079.1|AALB	LOC5565768|XP_001650125.2|AAEG
OG0005294	LOC118460413|XP_035780593.1|AALB	LOC5565783|XP_001650131.1|AAEG
OG0005295	LOC118460404|XP_035780576.1|AALB	LOC5565778|XP_021700882.1|AAEG
OG0005296	LOC118468598|XP_035795459.1|AALB	LOC5564855|XP_001649174.2|AAEG
OG0005297	LOC118457680|XP_035775332.1|AALB	LOC5576295|XP_021700954.1|AAEG
OG0005298	LOC118458009|XP_035775998.1|AALB	LOC5565353|XP_001649726.1|AAEG
OG0005299	LOC118460998|XP_035781716.1|AALB	LOC5565386|XP_001649735.1|AAEG
OG0005300	LOC118468944|XP_035796185.1|AALB	LOC5565370|XP_001649736.1|AAEG
OG0005301	LOC118461156|XP_035782043.1|AALB	LOC5569178|XP_021701035.1|AAEG
OG0005302	LOC118460437|XP_035780624.1|AALB	LOC5569184|XP_021701053.1|AAEG
OG0005303	LOC118467754|XP_035794477.1|AALB	LOC5564504|XP_001648835.1|AAEG
OG0005304	LOC118467786|XP_035794526.1|AALB	LOC5564507|XP_021701078.1|AAEG
OG0005305	LOC118461162|XP_035782052.1|AALB	LOC5564513|XP_021701093.1|AAEG
OG0005306	LOC118461298|XP_035782372.1|AALB	LOC5566988|XP_001651386.1|AAEG
OG0005307	LOC118458548|XP_035777076.1|AALB	LOC5566967|XP_021701106.1|AAEG
OG0005308	LOC118456914|XP_035773932.1|AALB	LOC5576572|XP_021701109.1|AAEG
OG0005309	LOC118460073|XP_035779978.1|AALB	LOC5566523|XP_021701119.1|AAEG
OG0005310	LOC118461416|XP_035782600.1|AALB	LOC5566520|XP_001650913.1|AAEG
OG0005311	LOC118457854|XP_035775637.1|AALB	LOC110673977|XP_021701146.1|AAEG
OG0005312	LOC118456681|XP_035773550.1|AALB	LOC5566512|XP_021701152.1|AAEG
OG0005313	LOC118461922|XP_035783682.1|AALB	LOC23687644|XP_021701164.1|AAEG
OG0005314	LOC118457588|XP_035775170.1|AALB	LOC5571678|XP_021701168.1|AAEG
OG0005315	LOC118468676|XP_035795669.1|AALB	LOC5571668|XP_021701179.1|AAEG
OG0005316	LOC118457855|XP_035775640.1|AALB	LOC5571683|XP_021701183.1|AAEG
OG0005317	LOC118456968|XP_035774055.1|AALB	LOC5571662|XP_001653748.2|AAEG
OG0005318	LOC118457389|XP_035774817.1|AALB	LOC5571658|XP_001653744.2|AAEG
OG0005319	LOC118468747|XP_035795800.1|AALB	LOC5571645|XP_001653734.1|AAEG
OG0005320	LOC118468750|XP_035795805.1|AALB	LOC5571646|XP_021701211.1|AAEG
OG0005321	LOC118461201|XP_035782146.1|AALB	LOC5567454|XP_021701227.1|AAEG
OG0005322	LOC118468624|XP_035795532.1|AALB	LOC5574508|XP_001655158.2|AAEG
OG0005323	LOC118461662|XP_035783141.1|AALB	LOC5574506|XP_021701270.1|AAEG
OG0005324	LOC118456209|XP_035772671.1|AALB	LOC5573849|XP_021701280.1|AAEG
OG0005325	LOC118456208|XP_035772666.1|AALB	LOC5573854|XP_001654881.1|AAEG
OG0005326	LOC118456210|XP_035772673.1|AALB	LOC5573850|XP_001654880.1|AAEG
OG0005327	LOC118468384|XP_035795037.1|AALB	LOC5573844|XP_021701284.1|AAEG
OG0005328	LOC118468950|XP_035796193.1|AALB	LOC5568808|XP_021701319.1|AAEG
