Orthogroup	AALB.longest_only	DPER.longest_only
OG0004241	LOC118458757|XP_035777443.1|AALB	LOC6591491|XP_026849970.1|DPER
OG0004242	LOC118458758|XP_035777444.1|AALB	LOC6594694|XP_002019621.1|DPER
OG0004243	LOC118459351|XP_035778527.1|AALB	LOC6599499|XP_002024719.1|DPER
OG0004244	LOC118459362|XP_035778553.1|AALB	LOC6594181|XP_002019812.1|DPER
OG0004245	LOC118459361|XP_035778552.1|AALB	LOC6601020|XP_002026142.1|DPER
OG0004246	LOC118461255|XP_035782263.1|AALB	LOC6598859|XP_026847767.1|DPER
OG0004247	LOC118459608|XP_035779058.1|AALB	LOC6600135|XP_002025252.1|DPER
OG0004248	LOC118459611|XP_035779062.1|AALB	LOC6593241|XP_002018362.1|DPER
OG0004249	LOC118456524|XP_035773261.1|AALB	LOC6601053|XP_002026108.1|DPER
OG0004250	LOC118456515|XP_035773244.1|AALB	LOC6593586|XP_002018877.2|DPER
OG0004251	LOC118456508|XP_035773230.1|AALB	LOC6602753|XP_026847723.1|DPER
OG0004252	LOC118456510|XP_035773237.1|AALB	LOC6592144|XP_002017280.2|DPER
OG0004253	LOC118458309|XP_035776537.1|AALB	LOC6594341|XP_026850566.1|DPER
OG0004254	LOC118460179|XP_035780176.1|AALB	LOC6602895|XP_002027918.1|DPER
OG0004257	LOC118459353|XP_035778530.1|AALB	LOC6595011|XP_002020468.1|DPER
OG0004258	LOC118458591|XP_035777148.1|AALB	LOC6594672|XP_026850223.1|DPER
OG0004259	LOC118458594|XP_035777152.1|AALB	LOC6601628|XP_002026631.1|DPER
OG0004260	LOC118458138|XP_035776219.1|AALB	LOC6591958|XP_026850815.1|DPER
OG0004261	LOC118458143|XP_035776230.1|AALB	LOC6591341|XP_026842028.1|DPER
OG0004262	LOC118460021|XP_035779846.1|AALB	LOC6592138|XP_002016819.1|DPER
OG0004263	LOC118460826|XP_035781362.1|AALB	LOC6594106|XP_026850370.1|DPER
OG0004264	LOC118461485|XP_035782754.1|AALB	LOC6594159|XP_002019568.2|DPER
OG0004265	LOC118457290|XP_035774645.1|AALB	LOC6594191|XP_002019499.1|DPER
OG0004266	LOC118466582|XP_035792035.1|AALB	LOC6594216|XP_002019451.1|DPER
OG0004267	LOC118466588|XP_035792040.1|AALB	LOC6594317|XP_026851274.1|DPER
OG0004268	LOC118466380|XP_035791498.1|AALB	LOC6600936|XP_026842226.1|DPER
OG0004269	LOC118467516|XP_035793964.1|AALB	LOC6593246|XP_002018367.1|DPER
OG0004270	LOC118464629|XP_035787967.1|AALB	LOC113565124|XP_026841728.1|DPER
OG0004271	LOC118460020|XP_035779844.1|AALB	LOC6590538|XP_002016407.1|DPER
OG0004272	LOC118467522|XP_035793977.1|AALB	LOC6594578|XP_002019829.1|DPER
OG0004273	LOC118467523|XP_035793978.1|AALB	LOC6598729|XP_002023876.1|DPER
OG0004274	LOC118467745|XP_035794449.1|AALB	LOC6600051|XP_002025066.1|DPER
OG0004275	LOC118467221|XP_035793363.1|AALB	LOC6599974|XP_002025163.1|DPER
OG0004276	LOC118464190|XP_035787241.1|AALB	LOC6599853|XP_002025002.2|DPER
OG0004278	LOC118466567|XP_035792004.1|AALB	LOC6599313|XP_002024434.1|DPER
OG0004279	LOC118466565|XP_035792001.1|AALB	LOC6589105|XP_002015038.1|DPER
OG0004280	LOC118466555|XP_035791972.1|AALB	LOC6597508|XP_026849287.1|DPER
OG0004281	LOC118463300|XP_035785678.1|AALB	LOC6591068|XP_002015698.1|DPER
OG0004282	LOC118466844|XP_035792559.1|AALB	LOC6592700|XP_002018503.1|DPER
OG0004283	LOC118466850|XP_035792571.1|AALB	LOC6592701|XP_002018504.1|DPER
OG0004284	LOC118466876|XP_035792624.1|AALB	LOC113565576|XP_026843806.1|DPER
OG0004285	LOC118465681|XP_035790004.1|AALB	LOC6587371|XP_002013486.1|DPER
OG0004286	LOC118466855|XP_035792576.1|AALB	LOC6602800|XP_002027851.2|DPER
OG0004287	LOC118466860|XP_035792588.1|AALB	LOC6602801|XP_026847791.1|DPER
OG0004288	LOC118466862|XP_035792591.1|AALB	LOC6602826|XP_002027860.1|DPER
OG0004289	LOC118464429|XP_035787685.1|AALB	LOC6602401|XP_026848518.1|DPER
OG0004290	LOC118465571|XP_035789826.1|AALB	LOC6600891|XP_002025955.2|DPER
OG0004291	LOC118463564|XP_035786096.1|AALB	LOC6590941|XP_002016174.1|DPER
OG0004292	LOC118464155|XP_035787175.1|AALB	LOC113566606|XP_026848806.1|DPER
OG0004293	LOC118464157|XP_035787183.1|AALB	LOC6596044|XP_002021228.1|DPER
OG0004294	LOC118464851|XP_035788445.1|AALB	LOC6596997|XP_026845706.1|DPER
OG0004295	LOC118462610|XP_035784334.1|AALB	LOC6596998|XP_002022245.2|DPER
OG0004296	LOC118462614|XP_035784340.1|AALB	LOC6597001|XP_002022248.1|DPER
OG0004297	LOC118464096|XP_035787058.1|AALB	LOC6601318|XP_002026369.1|DPER
OG0004298	LOC118463372|XP_035785788.1|AALB	LOC6590429|XP_026842444.1|DPER
OG0004299	LOC118465907|XP_035790473.1|AALB	LOC6592336|XP_026840869.1|DPER
OG0004300	LOC118463731|XP_035786418.1|AALB	LOC6593243|XP_002018364.1|DPER
OG0004301	LOC118463727|XP_035786414.1|AALB	LOC6602958|XP_002027969.2|DPER
OG0004302	LOC118463171|XP_035785459.1|AALB	LOC6590516|XP_002016084.1|DPER
OG0004303	LOC118465667|XP_035789980.1|AALB	LOC6593089|XP_002017722.2|DPER
OG0004304	LOC118465669|XP_035789983.1|AALB	LOC6590026|XP_026842043.1|DPER
OG0004305	LOC118465727|XP_035790067.1|AALB	LOC6590695|XP_026842196.1|DPER
OG0004306	LOC118466737|XP_035792312.1|AALB	LOC6592774|XP_002018016.2|DPER
OG0004307	LOC118465558|XP_035789800.1|AALB	LOC6602098|XP_002027143.1|DPER
OG0004308	LOC118465562|XP_035789806.1|AALB	LOC6590492|XP_026842074.1|DPER
OG0004309	LOC118464421|XP_035787673.1|AALB	LOC6600582|XP_002025637.1|DPER
OG0004310	LOC118466593|XP_035792048.1|AALB	LOC6592212|XP_026840772.1|DPER
OG0004311	LOC118466258|XP_035791206.1|AALB	LOC6596031|XP_002021030.1|DPER
OG0004312	LOC118467659|XP_035794297.1|AALB	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER
OG0004313	LOC118467657|XP_035794290.1|AALB	LOC6601355|XP_026841452.1|DPER
OG0004314	LOC118467441|XP_035793838.1|AALB	LOC6590459|XP_002015850.2|DPER
OG0004315	LOC118467447|XP_035793843.1|AALB	LOC6601291|XP_002026363.1|DPER
OG0004316	LOC118465888|XP_035790432.1|AALB	LOC6600972|XP_002026010.1|DPER
OG0004317	LOC118467212|XP_035793333.1|AALB	LOC6591067|XP_026841735.1|DPER
OG0004318	LOC118465500|XP_035789698.1|AALB	LOC6601331|XP_026841384.1|DPER
OG0004319	LOC118463728|XP_035786415.1|AALB	LOC6590801|XP_002015425.1|DPER
OG0004320	LOC118467139|XP_035793153.1|AALB	LOC6587370|XP_026850773.1|DPER
OG0004321	LOC118462661|XP_035784446.1|AALB	LOC6593795|XP_002018715.1|DPER
OG0004322	LOC118464863|XP_035788470.1|AALB	LOC6588415|XP_002013813.1|DPER
OG0004323	LOC118466012|XP_035790712.1|AALB	LOC6599519|XP_002024647.1|DPER
OG0004324	LOC118466016|XP_035790721.1|AALB	LOC6593667|XP_002018614.1|DPER
OG0004325	LOC118466015|XP_035790720.1|AALB	LOC6603194|XP_002028180.1|DPER
OG0004326	LOC118463619|XP_035786205.1|AALB	LOC6603195|XP_026842119.1|DPER
OG0004327	LOC118463083|XP_035785243.1|AALB	LOC6603701|XP_026846747.1|DPER
OG0004328	LOC118467675|XP_035794336.1|AALB	LOC6592427|XP_002018239.1|DPER
OG0004329	LOC118463193|XP_035785516.1|AALB	LOC6590407|XP_026841678.1|DPER
OG0004330	LOC118465586|XP_035789848.1|AALB	LOC6592497|XP_002018399.1|DPER
OG0004331	LOC118466979|XP_035792786.1|AALB	LOC6600946|XP_002026017.1|DPER
OG0004332	LOC118464740|XP_035788243.1|AALB	LOC6588671|XP_026844354.1|DPER
OG0004333	LOC118464739|XP_035788242.1|AALB	LOC6589756|XP_002014729.1|DPER
OG0004334	LOC118463601|XP_035786153.1|AALB	LOC6588906|XP_002014612.2|DPER
OG0004335	LOC118466330|XP_035791343.1|AALB	LOC6600807|XP_002025978.1|DPER
OG0004336	LOC118464331|XP_035787540.1|AALB	LOC6592348|XP_002018295.1|DPER
OG0004337	LOC118466335|XP_035791347.1|AALB	LOC6588884|XP_002014853.1|DPER
OG0004338	LOC118463655|XP_035786292.1|AALB	LOC6599634|XP_002024744.1|DPER
OG0004339	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB	LOC6590870|XP_002016162.1|DPER
OG0004340	LOC118465479|XP_035789674.1|AALB	LOC6590300|XP_002016161.1|DPER
OG0004341	LOC118467825|XP_035794608.1|AALB	LOC6590461|XP_002015852.1|DPER
OG0004342	LOC118466997|XP_035792813.1|AALB	LOC6592503|XP_026841924.1|DPER
OG0004343	LOC118466999|XP_035792817.1|AALB	LOC6592499|XP_026841925.1|DPER
OG0004344	LOC118463703|XP_035786384.1|AALB	LOC6592538|XP_002018313.1|DPER
OG0004345	LOC118463762|XP_035786469.1|AALB	LOC6593947|XP_002019011.1|DPER
OG0004346	LOC118463387|XP_035785823.1|AALB	LOC6601313|XP_026842479.1|DPER
OG0004347	LOC118467707|XP_035794384.1|AALB	LOC6601315|XP_002026367.1|DPER
OG0004348	LOC118465216|XP_035789100.1|AALB	LOC113565251|XP_026842852.1|DPER
OG0004349	LOC118466061|XP_035790804.1|AALB	LOC6589961|XP_026840714.1|DPER
OG0004350	LOC118465515|XP_035789726.1|AALB	LOC6592747|XP_002017809.1|DPER
OG0004351	LOC118465969|XP_035790614.1|AALB	LOC6592637|XP_002017858.1|DPER
OG0004352	LOC118466373|XP_035791490.1|AALB	LOC113567472|XP_026851276.1|DPER
OG0004353	LOC118462561|XP_035784243.1|AALB	LOC6594923|XP_002020021.1|DPER
OG0004354	LOC118462563|XP_035784245.1|AALB	LOC6594820|XP_026842299.1|DPER
OG0004355	LOC118462912|XP_035784906.1|AALB	LOC6591970|XP_026842405.1|DPER
OG0004356	LOC118465163|XP_035789014.1|AALB	LOC6593255|XP_026841142.1|DPER
OG0004357	LOC118467502|XP_035793945.1|AALB	LOC6589970|XP_026842515.1|DPER
OG0004358	LOC118463739|XP_035786426.1|AALB	LOC6590452|XP_002016378.1|DPER
OG0004359	LOC118463560|XP_035786089.1|AALB	LOC6592454|XP_026840948.1|DPER
OG0004360	LOC118464752|XP_035788264.1|AALB	LOC6595816|XP_026845518.1|DPER
OG0004361	LOC118458930|XP_035777793.1|AALB	LOC6594144|XP_002019770.1|DPER
OG0004362	LOC118467395|XP_035793751.1|AALB	LOC6602794|XP_002027845.1|DPER
OG0004363	LOC118458021|XP_035776019.1|AALB	LOC6599309|XP_026847162.1|DPER
OG0004364	LOC118464724|XP_035788197.1|AALB	LOC6590531|XP_026841829.1|DPER
OG0004365	LOC118463923|XP_035786773.1|AALB	LOC6600864|XP_002025899.1|DPER
OG0004366	LOC118460523|XP_035780795.1|AALB	LOC6589107|XP_002015040.1|DPER
OG0004367	LOC118467421|XP_035793800.1|AALB	LOC6603340|XP_026848058.1|DPER
OG0004368	LOC118466028|XP_035790741.1|AALB	LOC6596169|XP_002021146.1|DPER
OG0004369	LOC118465255|XP_035789168.1|AALB	LOC6591082|XP_026841910.1|DPER
OG0004370	LOC118466847|XP_035792567.1|AALB	LOC6592702|XP_026840616.1|DPER
OG0004371	LOC118464346|XP_035787559.1|AALB	LOC6596897|XP_002021858.1|DPER
OG0004372	LOC118463838|XP_035786633.1|AALB	LOC6601320|XP_026841642.1|DPER
OG0004373	LOC118462769|XP_035784627.1|AALB	LOC6590887|XP_002015428.1|DPER
OG0004374	LOC118467533|XP_035793995.1|AALB	LOC6590637|XP_026841260.1|DPER
OG0004375	LOC118467946|XP_035794808.1|AALB	LOC6602951|XP_002027962.1|DPER
OG0004376	LOC118464257|XP_035787387.1|AALB	LOC6595748|XP_002021365.2|DPER
OG0004377	LOC118468386|XP_035795042.1|AALB	LOC6600243|XP_002025408.1|DPER
OG0004378	LOC118462536|XP_035784190.1|AALB	LOC6592955|XP_026841480.1|DPER
OG0004379	LOC118465511|XP_035789723.1|AALB	LOC6600862|XP_002025897.1|DPER
OG0004380	LOC118467542|XP_035794033.1|AALB	LOC6592213|XP_002017773.1|DPER
OG0004381	LOC118465111|XP_035788950.1|AALB	LOC6587318|XP_002014189.2|DPER
OG0004382	LOC118464348|XP_035787561.1|AALB	LOC6590688|XP_002015825.1|DPER
OG0004383	LOC118464352|XP_035787569.1|AALB	LOC6591247|XP_002015790.1|DPER
OG0004384	LOC118464362|XP_035787580.1|AALB	LOC6591245|XP_002015788.1|DPER
OG0004385	LOC118464357|XP_035787573.1|AALB	LOC6600933|XP_002026036.1|DPER
OG0004386	LOC118467263|XP_035793439.1|AALB	LOC6592798|XP_002017829.1|DPER
OG0004387	LOC118467407|XP_035793774.1|AALB	LOC6602206|XP_002027214.1|DPER
OG0004388	LOC118465066|XP_035788841.1|AALB	LOC6590682|XP_026841898.1|DPER
OG0004389	LOC118463571|XP_035786104.1|AALB	LOC6601877|XP_026849331.1|DPER
OG0004390	LOC118464209|XP_035787272.1|AALB	LOC6596043|XP_026845476.1|DPER
OG0004391	LOC118466802|XP_035792446.1|AALB	LOC6590239|XP_026842233.1|DPER
OG0004392	LOC118462785|XP_035784665.1|AALB	LOC6601867|XP_002026916.2|DPER
OG0004393	LOC118467428|XP_035793807.1|AALB	LOC6591132|XP_002015926.2|DPER
OG0004394	LOC118467780|XP_035794513.1|AALB	LOC6590141|XP_026842864.1|DPER
OG0004395	LOC118465050|XP_035788826.1|AALB	LOC6592378|XP_002018000.1|DPER
OG0004396	LOC118466163|XP_035791032.1|AALB	LOC6592906|XP_026842373.1|DPER
OG0004397	LOC118466164|XP_035791034.1|AALB	LOC6590536|XP_002016405.1|DPER
OG0004398	LOC118466167|XP_035791039.1|AALB	LOC6590535|XP_002016404.1|DPER
OG0004399	LOC118466158|XP_035791025.1|AALB	LOC6593064|XP_002018287.1|DPER
OG0004400	LOC118467967|XP_035794841.1|AALB	LOC6594563|XP_002019582.1|DPER
OG0004401	LOC118467966|XP_035794840.1|AALB	LOC6590672|XP_002015413.1|DPER
OG0004402	LOC118467964|XP_035794839.1|AALB	LOC6590675|XP_002015416.1|DPER
OG0004403	LOC118467462|XP_035793865.1|AALB	LOC6590872|XP_026840908.1|DPER
OG0004404	LOC118467099|XP_035793038.1|AALB	LOC6601552|XP_026841153.1|DPER
OG0004405	LOC118463905|XP_035786728.1|AALB	LOC6596038|XP_026845628.1|DPER
OG0004406	LOC118466102|XP_035790913.1|AALB	LOC6600612|XP_026847657.1|DPER
OG0004407	LOC118464234|XP_035787311.1|AALB	LOC6590860|XP_002016618.1|DPER
OG0004408	LOC118463141|XP_035785397.1|AALB	LOC6602269|XP_002027318.2|DPER
OG0004409	LOC118463375|XP_035785793.1|AALB	LOC6601995|XP_026846759.1|DPER
OG0004410	LOC118465665|XP_035789976.1|AALB	LOC6590025|XP_002016204.1|DPER
OG0004412	LOC118464761|XP_035788273.1|AALB	LOC6602209|XP_002027217.1|DPER
OG0004413	LOC118462968|XP_035785027.1|AALB	LOC6590372|XP_002015622.1|DPER
OG0004414	LOC118464205|XP_035787261.1|AALB	LOC6590159|XP_002016581.1|DPER
OG0004415	LOC118465274|XP_035789204.1|AALB	LOC6590544|XP_002016225.1|DPER
OG0004416	LOC118465782|XP_035790208.1|AALB	LOC6592704|XP_002018507.1|DPER
OG0004417	LOC118465778|XP_035790196.1|AALB	LOC6595270|XP_026851144.1|DPER
OG0004418	LOC118465776|XP_035790183.1|AALB	LOC6592333|XP_026841189.1|DPER
OG0004419	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB	LOC6592474|XP_026842206.1|DPER
OG0004420	LOC118466953|XP_035792746.1|AALB	LOC6590800|XP_002015424.2|DPER
OG0004421	LOC118466825|XP_035792509.1|AALB	LOC6598917|XP_026847780.1|DPER
OG0004422	LOC118466718|XP_035792276.1|AALB	LOC6601373|XP_026847823.1|DPER
OG0004424	LOC118462774|XP_035784639.1|AALB	LOC6601287|XP_026842167.1|DPER
OG0004425	LOC118462776|XP_035784642.1|AALB	LOC6601803|XP_002026857.1|DPER
OG0004426	LOC118462778|XP_035784646.1|AALB	LOC6601791|XP_002026850.1|DPER
OG0004427	LOC118462902|XP_035784893.1|AALB	LOC6601861|XP_002026910.1|DPER
OG0004428	LOC118463629|XP_035786229.1|AALB	LOC6588611|XP_002013154.1|DPER
OG0004429	LOC118467252|XP_035793427.1|AALB	LOC6593704|XP_002018628.1|DPER
OG0004430	LOC118465144|XP_035788976.1|AALB	LOC6597117|XP_026845746.1|DPER
OG0004431	LOC118465686|XP_035790010.1|AALB	LOC6588070|XP_002012821.1|DPER
OG0004432	LOC118465678|XP_035790002.1|AALB	LOC6587953|XP_002012822.2|DPER
OG0004433	LOC118465334|XP_035789371.1|AALB	LOC6595767|XP_026845653.1|DPER
OG0004434	LOC118461056|XP_035781839.1|AALB	LOC6590534|XP_002016403.1|DPER
OG0004435	LOC118467926|XP_035794775.1|AALB	LOC6590448|XP_002016374.1|DPER
OG0004436	LOC118466574|XP_035792013.1|AALB	LOC6592597|XP_026840977.1|DPER
OG0004437	LOC118465425|XP_035789547.1|AALB	LOC6593158|XP_002018332.2|DPER
OG0004438	LOC118467297|XP_035793507.1|AALB	LOC6591249|XP_002015792.1|DPER
OG0004439	LOC118467296|XP_035793506.1|AALB	LOC6590296|XP_002016157.1|DPER
OG0004440	LOC118465973|XP_035790626.1|AALB	LOC6590024|XP_002016203.1|DPER
OG0004441	LOC118464984|XP_035788714.1|AALB	LOC6588951|XP_002015372.1|DPER
OG0004442	LOC118463797|XP_035786539.1|AALB	LOC6600921|XP_002026049.1|DPER
OG0004443	LOC118464501|XP_035787829.1|AALB	LOC6596080|XP_002021111.1|DPER
OG0004444	LOC118467310|XP_035793537.1|AALB	LOC6590655|XP_002016413.1|DPER
OG0004445	LOC118463082|XP_035785238.1|AALB	LOC6590406|XP_026841862.1|DPER
OG0004446	LOC118464678|XP_035788088.1|AALB	LOC6594743|XP_002020395.1|DPER
OG0004447	LOC118466955|XP_035792748.1|AALB	LOC6588371|XP_002013418.1|DPER
OG0004448	LOC118467423|XP_035793802.1|AALB	LOC6592283|XP_002018402.1|DPER
OG0004449	LOC118465152|XP_035788990.1|AALB	LOC6596060|XP_026845596.1|DPER
OG0004450	LOC118463059|XP_035785205.1|AALB	LOC6591293|XP_002015806.2|DPER
OG0004451	LOC118466867|XP_035792604.1|AALB	LOC6591268|XP_026841022.1|DPER
OG0004452	LOC118466870|XP_035792610.1|AALB	LOC6603468|XP_026840725.1|DPER
OG0004453	LOC118466864|XP_035792593.1|AALB	LOC6590061|XP_026841283.1|DPER
OG0004454	LOC118463444|XP_035785921.1|AALB	LOC6592156|XP_002017342.1|DPER
OG0004455	LOC118467943|XP_035794805.1|AALB	LOC6596964|XP_002022162.1|DPER
OG0004456	LOC118464247|XP_035787342.1|AALB	LOC6598144|XP_002023481.2|DPER
OG0004457	LOC118464248|XP_035787343.1|AALB	LOC6598860|XP_026847770.1|DPER
OG0004458	LOC118467298|XP_035793508.1|AALB	LOC6600477|XP_026847576.1|DPER
OG0004459	LOC118463336|XP_035785741.1|AALB	LOC6598949|XP_026848975.1|DPER
OG0004460	LOC118462723|XP_035784560.1|AALB	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER
OG0004461	LOC118462716|XP_035784548.1|AALB	LOC6597047|XP_002022207.1|DPER
OG0004462	LOC118465821|XP_035790300.1|AALB	LOC6601502|XP_002026564.2|DPER
OG0004463	LOC118465825|XP_035790305.1|AALB	LOC6603439|XP_026848050.1|DPER
OG0004464	LOC118465818|XP_035790290.1|AALB	LOC6601519|XP_026847984.1|DPER
OG0004465	LOC118465330|XP_035789368.1|AALB	LOC6593555|XP_002018970.1|DPER
OG0004466	LOC118465095|XP_035788899.1|AALB	LOC6601508|XP_026848007.1|DPER
OG0004467	LOC118465193|XP_035789053.1|AALB	LOC6595750|XP_002021367.1|DPER
OG0004468	LOC118466315|XP_035791320.1|AALB	LOC6595751|XP_026845553.1|DPER
OG0004469	LOC118466325|XP_035791332.1|AALB	LOC6597068|XP_026845351.1|DPER
OG0004470	LOC118467775|XP_035794500.1|AALB	LOC6595705|XP_026844269.1|DPER
OG0004471	LOC118465575|XP_035789831.1|AALB	LOC6588394|XP_002013798.2|DPER
OG0004472	LOC118466501|XP_035791822.1|AALB	LOC6593085|XP_002017718.1|DPER
OG0004473	LOC118466500|XP_035791821.1|AALB	LOC113565086|XP_026841432.1|DPER
OG0004474	LOC118466499|XP_035791820.1|AALB	LOC6592201|XP_002017836.1|DPER
OG0004475	LOC118465237|XP_035789143.1|AALB	LOC6590888|XP_002015429.1|DPER
OG0004477	LOC118465984|XP_035790657.1|AALB	LOC6591063|XP_002015694.1|DPER
OG0004478	LOC118465977|XP_035790631.1|AALB	LOC6590209|XP_026842212.1|DPER
OG0004479	LOC118466557|XP_035791992.1|AALB	LOC6589964|XP_002015639.2|DPER
OG0004480	LOC118463222|XP_035785565.1|AALB	LOC6597727|XP_026847042.1|DPER
OG0004481	LOC118464201|XP_035787253.1|AALB	LOC6590112|XP_002016510.1|DPER
OG0004482	LOC118465315|XP_035789329.1|AALB	LOC6595170|XP_002020425.1|DPER
OG0004483	LOC118458597|XP_035777165.1|AALB	LOC6591303|XP_026841514.1|DPER
OG0004484	LOC118456845|XP_035773834.1|AALB	LOC6591973|XP_002017017.1|DPER
OG0004485	LOC118468398|XP_035795055.1|AALB	LOC6596729|XP_002021945.1|DPER
OG0004486	LOC118465735|XP_035790089.1|AALB	LOC6590030|XP_002016209.1|DPER
OG0004487	LOC118466360|XP_035791420.1|AALB	LOC6600984|XP_002026170.1|DPER
OG0004488	LOC118464608|XP_035787946.1|AALB	LOC6590963|XP_002015545.1|DPER
OG0004504	LOC118467646|XP_035794274.1|AALB	LOC6592131|XP_026850469.1|DPER
OG0004505	LOC118462419|XP_035784019.1|AALB	LOC6588612|XP_026840796.1|DPER
OG0004506	LOC118460235|XP_035780282.1|AALB	LOC6587794|XP_002012962.1|DPER
OG0004507	LOC118459163|XP_035778181.1|AALB	LOC6587946|XP_002013317.1|DPER
OG0004508	LOC118459141|XP_035778116.1|AALB	LOC6588543|XP_026839961.1|DPER
OG0004509	LOC118456379|XP_035772959.1|AALB	LOC6602831|XP_002027865.1|DPER
OG0004510	LOC118462151|XP_035783997.1|AALB	LOC113566898|XP_026849889.1|DPER, LOC6602871|XP_026849645.1|DPER
OG0004511	LOC118464301|XP_035787483.1|AALB	LOC6588039|XP_026841808.1|DPER
OG0004512	LOC118456316|XP_035772852.1|AALB	LOC6603491|XP_002028473.2|DPER
OG0004513	LOC118459015|XP_035777914.1|AALB	LOC6601999|XP_002027052.1|DPER
OG0004514	LOC118462866|XP_035784821.1|AALB	LOC6601983|XP_026846857.1|DPER
OG0004515	LOC118466255|XP_035791201.1|AALB	LOC6599173|XP_002024364.2|DPER
OG0004516	LOC118461442|XP_035782657.1|AALB	LOC6597031|XP_002022123.1|DPER
OG0004517	LOC118461395|XP_035782594.1|AALB	LOC6597241|XP_026846589.1|DPER
OG0004518	LOC118464528|XP_035787861.1|AALB	LOC6603514|XP_002028492.2|DPER
OG0004519	LOC118463497|XP_035785989.1|AALB	LOC6594849|XP_026850461.1|DPER
OG0004520	LOC118464870|XP_035788492.1|AALB	LOC6604462|XP_026845999.1|DPER
OG0004521	LOC118467813|XP_035794582.1|AALB	LOC6592912|XP_002018580.1|DPER
OG0004522	LOC118459085|XP_035778042.1|AALB	LOC6597297|XP_002022438.1|DPER
OG0004523	LOC118463585|XP_035786125.1|AALB	LOC6595043|XP_002020370.1|DPER
OG0004524	LOC118461269|XP_035782338.1|AALB	LOC6600789|XP_002025812.1|DPER
OG0004525	LOC118456737|XP_035773682.1|AALB	LOC6598511|XP_002023550.1|DPER
OG0004526	LOC118456707|XP_035773638.1|AALB	LOC6599896|XP_026849231.1|DPER
OG0004527	LOC118463953|XP_035786828.1|AALB	LOC6598574|XP_002023637.1|DPER
OG0004528	LOC118461672|XP_035783157.1|AALB	LOC6599381|XP_002024555.1|DPER
OG0004529	LOC118468306|XP_035794939.1|AALB	LOC6600358|XP_026848378.1|DPER
OG0004530	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB	LOC6598139|XP_026846289.1|DPER
OG0004531	LOC118461079|XP_035781868.1|AALB	LOC113567377|XP_026850828.1|DPER
OG0004532	LOC118464843|XP_035788444.1|AALB	LOC6597583|XP_026848859.1|DPER
OG0004533	LOC118458929|XP_035777795.1|AALB	LOC6597694|XP_026846424.1|DPER
OG0004534	LOC118458198|XP_035776336.1|AALB	LOC6603565|XP_026845797.1|DPER
OG0004535	LOC118461882|XP_035783615.1|AALB	LOC6599709|XP_002024894.1|DPER
OG0004536	LOC118461797|XP_035783434.1|AALB	LOC6599373|XP_026847229.1|DPER
OG0004537	LOC118461347|XP_035782462.1|AALB	LOC6604223|XP_026849216.1|DPER
OG0004538	LOC118463153|XP_035785427.1|AALB	LOC6593025|XP_002018218.1|DPER
OG0004539	LOC118462955|XP_035785002.1|AALB	LOC6595077|XP_002020341.1|DPER
OG0004540	LOC118462673|XP_035784465.1|AALB	LOC6599213|XP_026848236.1|DPER
OG0004541	LOC118465214|XP_035789102.1|AALB	LOC6589902|XP_002016386.1|DPER
OG0004542	LOC118466062|XP_035790818.1|AALB	LOC6599960|XP_026849207.1|DPER
OG0004543	LOC118462473|XP_035784067.1|AALB	LOC6596797|XP_026849905.1|DPER
OG0004544	LOC118458630|XP_035777216.1|AALB	LOC6598142|XP_026846227.1|DPER
OG0004545	LOC118463871|XP_035786682.1|AALB	LOC6587369|XP_026839909.1|DPER
OG0004546	LOC118462037|XP_035783904.1|AALB	LOC6590102|XP_002015658.1|DPER
OG0004547	LOC118457715|XP_035775398.1|AALB	LOC6600689|XP_026845172.1|DPER
OG0004548	LOC118459094|XP_035778054.1|AALB	LOC6597448|XP_002022390.2|DPER
OG0004549	LOC118460410|XP_035780594.1|AALB	LOC6600100|XP_026846708.1|DPER
OG0004550	LOC118465293|XP_035789242.1|AALB	LOC6600415|XP_026848400.1|DPER
OG0004551	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB	LOC6593107|XP_002018336.1|DPER
OG0004552	LOC118464875|XP_035788507.1|AALB	LOC6596852|XP_026845865.1|DPER
OG0004553	LOC118463593|XP_035786145.1|AALB	LOC6602492|XP_002027520.1|DPER
OG0004554	LOC118459599|XP_035779040.1|AALB	LOC6598404|XP_002023648.2|DPER
OG0004556	LOC118461421|XP_035782623.1|AALB	LOC6603068|XP_026847078.1|DPER
OG0004558	LOC118465029|XP_035788790.1|AALB	LOC6600187|XP_002025318.2|DPER
OG0004559	LOC118466556|XP_035791991.1|AALB	LOC6587890|XP_002013692.1|DPER
OG0004560	LOC118465323|XP_035789353.1|AALB	LOC113564936|XP_026840268.1|DPER
OG0004561	LOC118459758|XP_035779348.1|AALB	LOC6588657|XP_026841857.1|DPER
OG0004562	LOC118465957|XP_035790595.1|AALB	LOC6587732|XP_002012759.1|DPER
OG0004563	LOC118465919|XP_035790509.1|AALB	LOC6587810|XP_002014060.2|DPER
