Orthogroup	AALB.longest_only	DSUP.longest_only
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC119548451|XP_037711641.1|DSUP
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC119547002|XP_037709597.1|DSUP
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC119547496|XP_037710314.1|DSUP
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC119548879|XP_037712438.1|DSUP
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC119547505|XP_037710324.1|DSUP
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC119546123|XP_037708144.1|DSUP
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC119547586|XP_037710422.1|DSUP
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC119546516|XP_037708771.1|DSUP
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC119548041|XP_037711045.1|DSUP
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC119548870|XP_037712423.1|DSUP
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC119547436|XP_037710224.1|DSUP
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC119545958|XP_037707849.1|DSUP
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC119545674|XP_037707334.1|DSUP, LOC119551184|XP_037716316.1|DSUP
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC119549330|XP_037713237.1|DSUP
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC119550721|XP_037715547.1|DSUP
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC119546942|XP_037709507.1|DSUP
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC119562545|XP_037731668.1|DSUP
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC119562365|XP_037731455.1|DSUP
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC119557727|XP_037726539.1|DSUP
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC119549223|XP_037713033.1|DSUP
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC119547629|XP_037710487.1|DSUP
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC119548584|XP_037711842.1|DSUP
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC119548849|XP_037712399.1|DSUP
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC119547655|XP_037710528.1|DSUP
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC119546136|XP_037708168.1|DSUP
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC119547204|XP_037709879.1|DSUP
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC119548275|XP_037711354.1|DSUP
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC119547023|XP_037709622.1|DSUP
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC119548690|XP_037712080.1|DSUP
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC119548515|XP_037711731.1|DSUP
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC119554565|XP_037721467.1|DSUP
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC119546977|XP_037709554.1|DSUP
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC119553160|XP_037719322.1|DSUP
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC119548827|XP_037712373.1|DSUP
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC119546843|XP_037709365.1|DSUP
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC119547276|XP_037709985.1|DSUP
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC119550526|XP_037715172.1|DSUP
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC119546974|XP_037709550.1|DSUP
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC119547128|XP_037709769.1|DSUP
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC119546747|XP_037709174.1|DSUP
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC119546020|XP_037707960.1|DSUP
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC119551662|XP_037717032.1|DSUP
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC119547852|XP_037710810.1|DSUP
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC119548299|XP_037711394.1|DSUP
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC119546465|XP_037708676.1|DSUP
OG0004027	LOC118458610|XP_035777179.1|AALB	LOC119550560|XP_037715276.1|DSUP
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC119548063|XP_037711076.1|DSUP
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC119548161|XP_037711195.1|DSUP
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC119551126|XP_037716237.1|DSUP
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC119548471|XP_037711667.1|DSUP
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC119562534|XP_037731656.1|DSUP
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC119546635|XP_037709008.1|DSUP
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC119546138|XP_037708170.1|DSUP
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC119547386|XP_037710155.1|DSUP
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC119548437|XP_037711614.1|DSUP
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC119546059|XP_037708055.1|DSUP
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC119548509|XP_037711724.1|DSUP
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC119548373|XP_037711519.1|DSUP
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC119549704|XP_037713858.1|DSUP
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC119558125|XP_037727285.1|DSUP
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC119554212|XP_037720945.1|DSUP
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC119547984|XP_037710968.1|DSUP
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC119556627|XP_037724878.1|DSUP
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC119548887|XP_037712466.1|DSUP
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC119547902|XP_037710867.1|DSUP
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC119547828|XP_037710780.1|DSUP
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC119547415|XP_037710193.1|DSUP
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC119548751|XP_037712197.1|DSUP
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC119546025|XP_037707968.1|DSUP
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC119548890|XP_037712473.1|DSUP
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC119555941|XP_037723574.1|DSUP
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC119547167|XP_037709822.1|DSUP
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC119545816|XP_037707639.1|DSUP
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC119560475|XP_037729863.1|DSUP
OG0004057	LOC118456648|XP_035773479.1|AALB	LOC119553535|XP_037719893.1|DSUP
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC119553059|XP_037719107.1|DSUP
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC119560000|XP_037729200.1|DSUP
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC119550361|XP_037714923.1|DSUP
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC119558254|XP_037727509.1|DSUP
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC119552999|XP_037718948.1|DSUP
OG0004063	LOC118468807|XP_035795907.1|AALB	LOC119557367|XP_037726037.1|DSUP
OG0004064	LOC118468806|XP_035795906.1|AALB	LOC119555466|XP_037722799.1|DSUP
OG0004065	LOC118456546|XP_035773305.1|AALB	LOC119551086|XP_037716184.1|DSUP
OG0004066	LOC118456557|XP_035773320.1|AALB	LOC119552195|XP_037717976.1|DSUP
OG0004067	LOC118456547|XP_035773306.1|AALB	LOC119557189|XP_037725766.1|DSUP
OG0004069	LOC118456543|XP_035773292.1|AALB	LOC119548564|XP_037711805.1|DSUP
OG0004070	LOC118458282|XP_035776498.1|AALB	LOC119554570|XP_037721470.1|DSUP
OG0004071	LOC118461906|XP_035783654.1|AALB	LOC119553928|XP_037720544.1|DSUP
OG0004072	LOC118457160|XP_035774380.1|AALB	LOC119553929|XP_037720545.1|DSUP
OG0004073	LOC118461425|XP_035782626.1|AALB	LOC119556379|XP_037724479.1|DSUP
OG0004074	LOC118461423|XP_035782624.1|AALB	LOC119550342|XP_037714890.1|DSUP
OG0004075	LOC118456433|XP_035773083.1|AALB	LOC119549128|XP_037712823.1|DSUP
OG0004076	LOC118459893|XP_035779586.1|AALB	LOC119549295|XP_037713171.1|DSUP
OG0004077	LOC118459461|XP_035778761.1|AALB	LOC119548580|XP_037711826.1|DSUP
OG0004078	LOC118459484|XP_035778790.1|AALB	LOC119558021|XP_037727070.1|DSUP
OG0004079	LOC118458733|XP_035777396.1|AALB	LOC119556504|XP_037724693.1|DSUP
OG0004080	LOC118456954|XP_035774023.1|AALB	LOC119550424|XP_037715019.1|DSUP
OG0004081	LOC118456936|XP_035773979.1|AALB	LOC119548976|XP_037712494.1|DSUP
OG0004082	LOC118458629|XP_035777212.1|AALB	LOC119550054|XP_037714440.1|DSUP
OG0004083	LOC118458632|XP_035777214.1|AALB	LOC119547361|XP_037710109.1|DSUP
OG0004084	LOC118461787|XP_035783409.1|AALB	LOC119552936|XP_037718816.1|DSUP
OG0004085	LOC118460781|XP_035781279.1|AALB	LOC119563003|XP_037732120.1|DSUP
OG0004086	LOC118459903|XP_035779623.1|AALB	LOC119563537|XP_037732948.1|DSUP
OG0004087	LOC118457337|XP_035774726.1|AALB	LOC119558035|XP_037727107.1|DSUP
OG0004088	LOC118456643|XP_035773475.1|AALB	LOC119563038|XP_037732169.1|DSUP
OG0004089	LOC118461221|XP_035782189.1|AALB	LOC119558401|XP_037727858.1|DSUP
OG0004090	LOC118461220|XP_035782187.1|AALB	LOC119563472|XP_037732811.1|DSUP
OG0004091	LOC118459483|XP_035778788.1|AALB	LOC119563040|XP_037732172.1|DSUP
OG0004092	LOC118459917|XP_035779651.1|AALB	LOC119556476|XP_037724656.1|DSUP
OG0004094	LOC118468865|XP_035796040.1|AALB	LOC119557560|XP_037726274.1|DSUP
OG0004095	LOC118459340|XP_035778505.1|AALB	LOC119556066|XP_037723810.1|DSUP
OG0004096	LOC118459339|XP_035778504.1|AALB	LOC119563539|XP_037732949.1|DSUP
OG0004097	LOC118460959|XP_035781627.1|AALB	LOC119553934|XP_037720552.1|DSUP
OG0004098	LOC118460953|XP_035781622.1|AALB	LOC119563286|XP_037732539.1|DSUP
OG0004099	LOC118459863|XP_035779531.1|AALB	LOC119560382|XP_037729718.1|DSUP
OG0004100	LOC118458356|XP_035776601.1|AALB	LOC119560075|XP_037729309.1|DSUP
OG0004101	LOC118458043|XP_035776055.1|AALB	LOC119560609|XP_037730071.1|DSUP
OG0004102	LOC118460343|XP_035780462.1|AALB	LOC119560842|XP_037730423.1|DSUP
OG0004103	LOC118460346|XP_035780477.1|AALB	LOC119558005|XP_037727044.1|DSUP
OG0004104	LOC118460345|XP_035780475.1|AALB	LOC119563305|XP_037732565.1|DSUP
OG0004105	LOC118468483|XP_035795197.1|AALB	LOC119555448|XP_037722750.1|DSUP
OG0004106	LOC118461050|XP_035781834.1|AALB	LOC119553791|XP_037720330.1|DSUP
OG0004107	LOC118461040|XP_035781821.1|AALB	LOC119554749|XP_037721702.1|DSUP
OG0004108	LOC118461051|XP_035781835.1|AALB	LOC119551718|XP_037717137.1|DSUP
OG0004109	LOC118461025|XP_035781773.1|AALB	LOC119563473|XP_037732812.1|DSUP
OG0004110	LOC118461047|XP_035781831.1|AALB	LOC119554082|XP_037720754.1|DSUP
OG0004111	LOC118458791|XP_035777525.1|AALB	LOC119553133|XP_037719257.1|DSUP
OG0004112	LOC118468814|XP_035795923.1|AALB	LOC119563308|XP_037732570.1|DSUP
OG0004113	LOC118462079|XP_035783987.1|AALB	LOC119557844|XP_037726749.1|DSUP
OG0004114	LOC118459751|XP_035779335.1|AALB	LOC119557549|XP_037726259.1|DSUP
OG0004115	LOC118459744|XP_035779314.1|AALB	LOC119557547|XP_037726249.1|DSUP
OG0004116	LOC118461705|XP_035783219.1|AALB	LOC119560835|XP_037730416.1|DSUP
OG0004117	LOC118458353|XP_035776597.1|AALB	LOC119563035|XP_037732164.1|DSUP
OG0004118	LOC118458692|XP_035777324.1|AALB	LOC119550238|XP_037714736.1|DSUP
OG0004119	LOC118458828|XP_035777609.1|AALB	LOC119553280|XP_037719511.1|DSUP
OG0004120	LOC118460579|XP_035780885.1|AALB	LOC119550906|XP_037715827.1|DSUP
OG0004121	LOC118457734|XP_035775421.1|AALB	LOC119553341|XP_037719604.1|DSUP
OG0004122	LOC118467063|XP_035792985.1|AALB	LOC119552597|XP_037718186.1|DSUP
OG0004123	LOC118468604|XP_035795484.1|AALB	LOC119559878|XP_037728939.1|DSUP
OG0004124	LOC118468991|XP_035796309.1|AALB	LOC119556065|XP_037723803.1|DSUP
OG0004125	LOC118457443|XP_035774927.1|AALB	LOC119556545|XP_037724760.1|DSUP
OG0004126	LOC118456570|XP_035773332.1|AALB	LOC119549533|XP_037713600.1|DSUP
OG0004127	LOC118457377|XP_035774805.1|AALB	LOC119546987|XP_037709569.1|DSUP
OG0004128	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB	LOC119563118|XP_037732291.1|DSUP
OG0004129	LOC118460097|XP_035780015.1|AALB	LOC119549113|XP_037712794.1|DSUP
OG0004130	LOC118456149|XP_035772557.1|AALB	LOC119557110|XP_037725617.1|DSUP
OG0004131	LOC118461817|XP_035783462.1|AALB	LOC119563014|XP_037732135.1|DSUP
OG0004132	LOC118461810|XP_035783452.1|AALB	LOC119554468|XP_037721311.1|DSUP
OG0004133	LOC118461804|XP_035783443.1|AALB	LOC119546407|XP_037708592.1|DSUP
OG0004134	LOC118461793|XP_035783422.1|AALB	LOC119546915|XP_037709476.1|DSUP
OG0004135	LOC118469063|XP_035796429.1|AALB	LOC119560998|XP_037730726.1|DSUP
OG0004136	LOC118459464|XP_035778764.1|AALB	LOC119560853|XP_037730445.1|DSUP
OG0004137	LOC118461182|XP_035782102.1|AALB	LOC119550416|XP_037715005.1|DSUP
OG0004138	LOC118458478|XP_035776914.1|AALB	LOC119553377|XP_037719657.1|DSUP
OG0004139	LOC118458477|XP_035776913.1|AALB	LOC119556408|XP_037724532.1|DSUP
OG0004140	LOC118459550|XP_035778924.1|AALB	LOC119557865|XP_037726791.1|DSUP
OG0004141	LOC118456160|XP_035772576.1|AALB	LOC119550586|XP_037715317.1|DSUP
OG0004142	LOC118458018|XP_035776015.1|AALB	LOC119557431|XP_037726111.1|DSUP
OG0004143	LOC118457212|XP_035774478.1|AALB	LOC119560428|XP_037729792.1|DSUP
OG0004144	LOC118457193|XP_035774436.1|AALB	LOC119546580|XP_037708914.1|DSUP
OG0004145	LOC118456973|XP_035774063.1|AALB	LOC119552831|XP_037718614.1|DSUP
OG0004146	LOC118456972|XP_035774061.1|AALB	LOC119561083|XP_037730879.1|DSUP
OG0004147	LOC118459717|XP_035779270.1|AALB	LOC119548140|XP_037711166.1|DSUP
OG0004148	LOC118456655|XP_035773496.1|AALB	LOC119560493|XP_037729887.1|DSUP
OG0004149	LOC118458090|XP_035776144.1|AALB	LOC119560829|XP_037730403.1|DSUP
OG0004150	LOC118457455|XP_035774945.1|AALB	LOC119559387|XP_037728376.1|DSUP
OG0004151	LOC118469053|XP_035796412.1|AALB	LOC119546483|XP_037708707.1|DSUP
OG0004152	LOC118457616|XP_035775223.1|AALB	LOC119561013|XP_037730761.1|DSUP
OG0004153	LOC118468622|XP_035795526.1|AALB	LOC119552115|XP_037717829.1|DSUP
OG0004154	LOC118468620|XP_035795523.1|AALB	LOC119554462|XP_037721302.1|DSUP
OG0004155	LOC118461868|XP_035783583.1|AALB	LOC119545851|XP_037707751.1|DSUP
OG0004156	LOC118460226|XP_035780246.1|AALB	LOC119554667|XP_037721600.1|DSUP
OG0004157	LOC118458728|XP_035777388.1|AALB	LOC119555951|XP_037723589.1|DSUP
OG0004158	LOC118461932|XP_035783699.1|AALB	LOC119554331|XP_037721123.1|DSUP
OG0004159	LOC118461938|XP_035783706.1|AALB	LOC119560848|XP_037730439.1|DSUP
OG0004160	LOC118461930|XP_035783697.1|AALB	LOC119552907|XP_037718761.1|DSUP
OG0004161	LOC118460596|XP_035780915.1|AALB	LOC119563054|XP_037732190.1|DSUP
OG0004162	LOC118461066|XP_035781851.1|AALB	LOC119553243|XP_037719447.1|DSUP
OG0004163	LOC118456539|XP_035773279.1|AALB	LOC119560734|XP_037730275.1|DSUP
OG0004164	LOC118468982|XP_035796266.1|AALB	LOC119559986|XP_037729173.1|DSUP
OG0004165	LOC118468988|XP_035796295.1|AALB	LOC119551113|XP_037716221.1|DSUP
OG0004166	LOC118456565|XP_035773326.1|AALB	LOC119551125|XP_037716236.1|DSUP
OG0004167	LOC118468515|XP_035795246.1|AALB	LOC119552819|XP_037718599.1|DSUP, LOC119559887|XP_037728952.1|DSUP
OG0004168	LOC118457810|XP_035775563.1|AALB	LOC119559486|XP_037728515.1|DSUP
OG0004169	LOC118457485|XP_035775002.1|AALB	LOC119557348|XP_037726013.1|DSUP
OG0004170	LOC118461929|XP_035783696.1|AALB	LOC119556385|XP_037724487.1|DSUP
OG0004171	LOC118461931|XP_035783698.1|AALB	LOC119557193|XP_037725772.1|DSUP
OG0004172	LOC118468451|XP_035795119.1|AALB	LOC119555830|XP_037723376.1|DSUP
OG0004173	LOC118460855|XP_035781454.1|AALB	LOC119550070|XP_037714465.1|DSUP
OG0004174	LOC118460852|XP_035781449.1|AALB	LOC119551984|XP_037717629.1|DSUP
OG0004175	LOC118461398|XP_035782556.1|AALB	LOC119550791|XP_037715650.1|DSUP
OG0004176	LOC118461799|XP_035783435.1|AALB	LOC119553063|XP_037719117.1|DSUP
OG0004177	LOC118460771|XP_035781259.1|AALB	LOC119548545|XP_037711772.1|DSUP
OG0004178	LOC118460712|XP_035781135.1|AALB	LOC119563323|XP_037732593.1|DSUP
OG0004179	LOC118460650|XP_035781007.1|AALB	LOC119558412|XP_037727873.1|DSUP
OG0004180	LOC118457205|XP_035774453.1|AALB	LOC119559747|XP_037728735.1|DSUP
OG0004181	LOC118460051|XP_035779921.1|AALB	LOC119545832|XP_037707677.1|DSUP
OG0004182	LOC118461609|XP_035783028.1|AALB	LOC119552934|XP_037718806.1|DSUP
OG0004183	LOC118461610|XP_035783037.1|AALB	LOC119553823|XP_037720381.1|DSUP
OG0004184	LOC118460872|XP_035781500.1|AALB	LOC119553793|XP_037720332.1|DSUP
OG0004185	LOC118460511|XP_035780768.1|AALB	LOC119546874|XP_037709408.1|DSUP
OG0004186	LOC118460870|XP_035781494.1|AALB	LOC119556027|XP_037723733.1|DSUP
OG0004187	LOC118459040|XP_035777954.1|AALB	LOC119557957|XP_037726924.1|DSUP
OG0004188	LOC118460899|XP_035781534.1|AALB	LOC119551664|XP_037717045.1|DSUP
OG0004189	LOC118461487|XP_035782760.1|AALB	LOC119551697|XP_037717097.1|DSUP
OG0004190	LOC118457405|XP_035774863.1|AALB	LOC119559974|XP_037729139.1|DSUP
OG0004191	LOC118457408|XP_035774869.1|AALB	LOC119560903|XP_037730529.1|DSUP
OG0004192	LOC118460482|XP_035780717.1|AALB	LOC119560751|XP_037730296.1|DSUP
OG0004193	LOC118461071|XP_035781856.1|AALB	LOC119557187|XP_037725761.1|DSUP
OG0004194	LOC118458507|XP_035776967.1|AALB	LOC119563487|XP_037732851.1|DSUP
OG0004195	LOC118458502|XP_035776955.1|AALB	LOC119556141|XP_037723964.1|DSUP
OG0004196	LOC118458499|XP_035776946.1|AALB	LOC119563171|XP_037732366.1|DSUP
OG0004197	LOC118458514|XP_035776978.1|AALB	LOC119555799|XP_037723353.1|DSUP
OG0004198	LOC118457759|XP_035775471.1|AALB	LOC119559764|XP_037728766.1|DSUP
OG0004199	LOC118457390|XP_035774820.1|AALB	LOC119562790|XP_037731893.1|DSUP
OG0004200	LOC118459513|XP_035778849.1|AALB	LOC119551422|XP_037716691.1|DSUP
OG0004201	LOC118459511|XP_035778847.1|AALB	LOC119563226|XP_037732455.1|DSUP
OG0004202	LOC118459517|XP_035778852.1|AALB	LOC119549057|XP_037712687.1|DSUP
OG0004203	LOC118459518|XP_035778854.1|AALB	LOC119563016|XP_037732136.1|DSUP
OG0004204	LOC118461500|XP_035782816.1|AALB	LOC119553074|XP_037719132.1|DSUP
OG0004205	LOC118460426|XP_035780610.1|AALB	LOC119553565|XP_037719941.1|DSUP
OG0004206	LOC118461302|XP_035782380.1|AALB	LOC119559969|XP_037729133.1|DSUP
OG0004207	LOC118461315|XP_035782404.1|AALB	LOC119560039|XP_037729270.1|DSUP
OG0004208	LOC118461313|XP_035782400.1|AALB	LOC119563055|XP_037732196.1|DSUP
OG0004209	LOC118468873|XP_035796052.1|AALB	LOC119548823|XP_037712369.1|DSUP
OG0004210	LOC118459007|XP_035777904.1|AALB	LOC119559802|XP_037728812.1|DSUP
OG0004211	LOC118460371|XP_035780516.1|AALB	LOC119546391|XP_037708559.1|DSUP
OG0004212	LOC118460069|XP_035779961.1|AALB	LOC119563081|XP_037732236.1|DSUP
OG0004213	LOC118457973|XP_035775911.1|AALB	LOC119559264|XP_037728265.1|DSUP
OG0004214	LOC118456645|XP_035773477.1|AALB	LOC119549065|XP_037712698.1|DSUP
OG0004215	LOC118459335|XP_035778497.1|AALB	LOC119550498|XP_037715118.1|DSUP
OG0004216	LOC118461982|XP_035783806.1|AALB	LOC119553087|XP_037719163.1|DSUP
OG0004217	LOC118461981|XP_035783805.1|AALB	LOC119554552|XP_037721446.1|DSUP
OG0004218	LOC118460833|XP_035781389.1|AALB	LOC119557768|XP_037726593.1|DSUP
OG0004219	LOC118468296|XP_035794917.1|AALB	LOC119563194|XP_037732409.1|DSUP, LOC119560822|XP_037730395.1|DSUP
OG0004220	LOC118458457|XP_035776843.1|AALB	LOC119562947|XP_037732034.1|DSUP
OG0004221	LOC118459449|XP_035778743.1|AALB	LOC119560875|XP_037730477.1|DSUP
OG0004222	LOC118459450|XP_035778744.1|AALB	LOC119557252|XP_037725871.1|DSUP
OG0004223	LOC118459823|XP_035779474.1|AALB	LOC119547475|XP_037710291.1|DSUP
OG0004224	LOC118459822|XP_035779471.1|AALB	LOC119559940|XP_037729076.1|DSUP
OG0004225	LOC118459825|XP_035779478.1|AALB	LOC119557662|XP_037726449.1|DSUP
OG0004226	LOC118468794|XP_035795895.1|AALB	LOC119563085|XP_037732239.1|DSUP
OG0004227	LOC118456743|XP_035773688.1|AALB	LOC119562284|XP_037731384.1|DSUP
OG0004228	LOC118457967|XP_035775902.1|AALB	LOC119562302|XP_037731390.1|DSUP
OG0004229	LOC118461367|XP_035782502.1|AALB	LOC119549180|XP_037712915.1|DSUP
OG0004230	LOC118460091|XP_035780001.1|AALB	LOC119556744|XP_037725083.1|DSUP
OG0004231	LOC118468592|XP_035795439.1|AALB	LOC119554513|XP_037721383.1|DSUP
OG0004232	LOC118468594|XP_035795443.1|AALB	LOC119554517|XP_037721390.1|DSUP
OG0004233	LOC118468593|XP_035795440.1|AALB	LOC119554516|XP_037721388.1|DSUP
OG0004234	LOC118460617|XP_035780952.1|AALB	LOC119554294|XP_037721081.1|DSUP
OG0004235	LOC118458220|XP_035776372.1|AALB	LOC119556820|XP_037725198.1|DSUP
OG0004236	LOC118457709|XP_035775382.1|AALB	LOC119550991|XP_037715965.1|DSUP
OG0004237	LOC118457912|XP_035775802.1|AALB	LOC119559776|XP_037728781.1|DSUP
OG0004238	LOC118461501|XP_035782818.1|AALB	LOC119563281|XP_037732532.1|DSUP
OG0004239	LOC118461504|XP_035782823.1|AALB	LOC119560079|XP_037729321.1|DSUP
OG0004240	LOC118461496|XP_035782813.1|AALB	LOC119560327|XP_037729640.1|DSUP
OG0004241	LOC118458757|XP_035777443.1|AALB	LOC119562980|XP_037732086.1|DSUP
OG0004242	LOC118458758|XP_035777444.1|AALB	LOC119545735|XP_037707485.1|DSUP
OG0004243	LOC118459351|XP_035778527.1|AALB	LOC119555560|XP_037722934.1|DSUP
OG0004244	LOC118459362|XP_035778553.1|AALB	LOC119563493|XP_037732857.1|DSUP
OG0004245	LOC118459361|XP_035778552.1|AALB	LOC119554686|XP_037721616.1|DSUP
OG0004246	LOC118461255|XP_035782263.1|AALB	LOC119553109|XP_037719208.1|DSUP
OG0004247	LOC118459608|XP_035779058.1|AALB	LOC119557717|XP_037726527.1|DSUP
OG0004248	LOC118459611|XP_035779062.1|AALB	LOC119551021|XP_037716004.1|DSUP
OG0004249	LOC118456524|XP_035773261.1|AALB	LOC119555550|XP_037722921.1|DSUP
OG0004250	LOC118456515|XP_035773244.1|AALB	LOC119547768|XP_037710705.1|DSUP
OG0004251	LOC118456508|XP_035773230.1|AALB	LOC119556137|XP_037723957.1|DSUP
OG0004252	LOC118456510|XP_035773237.1|AALB	LOC119545686|XP_037707356.1|DSUP
OG0004253	LOC118458309|XP_035776537.1|AALB	LOC119563383|XP_037732663.1|DSUP
OG0004254	LOC118460179|XP_035780176.1|AALB	LOC119557803|XP_037726635.1|DSUP
OG0004257	LOC118459353|XP_035778530.1|AALB	LOC119563429|XP_037732743.1|DSUP
OG0004258	LOC118458591|XP_035777148.1|AALB	LOC119547228|XP_037709920.1|DSUP
OG0004259	LOC118458594|XP_035777152.1|AALB	LOC119549753|XP_037713924.1|DSUP
OG0004260	LOC118458138|XP_035776219.1|AALB	LOC119560559|XP_037730005.1|DSUP
OG0004261	LOC118458143|XP_035776230.1|AALB	LOC119560632|XP_037730111.1|DSUP
OG0004262	LOC118460021|XP_035779846.1|AALB	LOC119563225|XP_037732454.1|DSUP
OG0004263	LOC118460826|XP_035781362.1|AALB	LOC119560091|XP_037729338.1|DSUP
OG0004264	LOC118461485|XP_035782754.1|AALB	LOC119561064|XP_037730833.1|DSUP
OG0004265	LOC118457290|XP_035774645.1|AALB	LOC119559933|XP_037729069.1|DSUP
OG0004266	LOC118466582|XP_035792035.1|AALB	LOC119545676|XP_037707337.1|DSUP
OG0004267	LOC118466588|XP_035792040.1|AALB	LOC119560940|XP_037730604.1|DSUP
OG0004268	LOC118466380|XP_035791498.1|AALB	LOC119550298|XP_037714820.1|DSUP
OG0004269	LOC118467516|XP_035793964.1|AALB	LOC119549478|XP_037713506.1|DSUP
OG0004270	LOC118464629|XP_035787967.1|AALB	LOC119549283|XP_037713157.1|DSUP
OG0004271	LOC118460020|XP_035779844.1|AALB	LOC119549809|XP_037714009.1|DSUP
OG0004272	LOC118467522|XP_035793977.1|AALB	LOC119563386|XP_037732666.1|DSUP
OG0004273	LOC118467523|XP_035793978.1|AALB	LOC119560337|XP_037729657.1|DSUP
OG0004274	LOC118467745|XP_035794449.1|AALB	LOC119555818|XP_037723363.1|DSUP
OG0004275	LOC118467221|XP_035793363.1|AALB	LOC119558153|XP_037727320.1|DSUP
OG0004276	LOC118464190|XP_035787241.1|AALB	LOC119555500|XP_037722844.1|DSUP
OG0004278	LOC118466567|XP_035792004.1|AALB	LOC119557617|XP_037726353.1|DSUP
OG0004279	LOC118466565|XP_035792001.1|AALB	LOC119547838|XP_037710796.1|DSUP
OG0004280	LOC118466555|XP_035791972.1|AALB	LOC119557183|XP_037725728.1|DSUP
OG0004281	LOC118463300|XP_035785678.1|AALB	LOC119550510|XP_037715144.1|DSUP
OG0004282	LOC118466844|XP_035792559.1|AALB	LOC119549148|XP_037712855.1|DSUP
