Orthogroup	AALB.longest_only	DSUZ.longest_only
OG0003218	LOC118463869|XP_035786679.1|AALB	LOC108006200|XP_036670762.1|DSUZ
OG0003219	LOC118466311|XP_035791315.1|AALB	LOC108013001|XP_016934072.1|DSUZ
OG0003220	LOC118463518|XP_035786013.1|AALB	LOC108013922|XP_016935417.1|DSUZ
OG0003221	LOC118462046|XP_035783921.1|AALB	LOC108004673|XP_016923144.1|DSUZ
OG0003222	LOC118463110|XP_035785327.1|AALB	LOC118877070|XP_036669844.1|DSUZ, LOC108019759|XP_036670207.1|DSUZ
OG0003223	LOC118466502|XP_035791824.1|AALB	LOC108008486|XP_016927835.1|DSUZ
OG0003224	LOC118465982|XP_035790651.1|AALB	LOC108009271|XP_016928972.1|DSUZ
OG0003225	LOC118459787|XP_035779401.1|AALB	LOC108020972|XP_016944908.1|DSUZ
OG0003226	LOC118466708|XP_035792250.1|AALB	LOC108008285|XP_016927563.1|DSUZ
OG0003227	LOC118466790|XP_035792424.1|AALB	LOC118878299|XP_036676228.1|DSUZ, LOC108017010|XP_016939454.1|DSUZ
OG0003250	LOC118458364|XP_035776650.1|AALB	LOC118877634|XP_036673029.1|DSUZ
OG0003251	LOC118465739|XP_035790094.1|AALB	LOC108014698|XP_036675540.1|DSUZ
OG0003252	LOC118456307|XP_035772842.1|AALB	LOC108016069|XP_016938151.2|DSUZ
OG0003253	LOC118462278|XP_035784007.1|AALB	LOC108018669|XP_036672707.1|DSUZ
OG0003254	LOC118468913|XP_035796114.1|AALB	LOC108017110|XP_016939559.1|DSUZ
OG0003255	LOC118464368|XP_035787604.1|AALB	LOC108010767|XP_016931184.2|DSUZ
OG0003256	LOC118459164|XP_035778197.1|AALB	LOC108020147|XP_036673515.1|DSUZ
OG0003257	LOC118464227|XP_035787304.1|AALB	LOC108016807|XP_036676459.1|DSUZ
OG0003258	LOC118462119|XP_035783995.1|AALB	LOC108015392|XP_016937301.1|DSUZ
OG0003259	LOC118458324|XP_035776570.1|AALB	LOC108007883|XP_016927141.1|DSUZ
OG0003260	LOC118462246|XP_035784005.1|AALB	LOC108006266|XP_036676151.1|DSUZ
OG0003261	LOC118468535|XP_035795311.1|AALB	LOC108011649|XP_016932329.2|DSUZ
OG0003262	LOC118467526|XP_035793984.1|AALB	LOC108016102|XP_036672968.1|DSUZ
OG0003263	LOC118459146|XP_035778125.1|AALB	LOC108016596|XP_016938773.1|DSUZ
OG0003264	LOC118459913|XP_035779688.1|AALB	LOC108005090|XP_016923751.1|DSUZ
OG0003265	LOC118463319|XP_035785704.1|AALB	LOC108021555|XP_016945813.1|DSUZ
OG0003266	LOC118462775|XP_035784645.1|AALB	LOC108007721|XP_016926962.2|DSUZ
OG0003267	LOC118466215|XP_035791135.1|AALB	LOC108004855|XP_016923425.1|DSUZ
OG0003268	LOC118460613|XP_035780950.1|AALB	LOC108007632|XP_036673489.1|DSUZ
OG0003269	LOC118460604|XP_035780932.1|AALB	LOC108015445|XP_016937364.2|DSUZ
OG0003270	LOC118461836|XP_035783505.1|AALB	LOC108012278|XP_036671779.1|DSUZ
OG0003271	LOC118463817|XP_035786592.1|AALB	LOC108020405|XP_016944180.1|DSUZ
OG0003272	LOC118462976|XP_035785100.1|AALB	LOC108010444|XP_016930793.1|DSUZ
OG0003273	LOC118466981|XP_035792789.1|AALB	LOC108019794|XP_016943283.1|DSUZ
OG0003274	LOC118463893|XP_035786721.1|AALB	LOC118876958|XP_036669461.1|DSUZ, LOC108014960|XP_036676445.1|DSUZ
OG0003275	LOC118456794|XP_035774182.1|AALB	LOC108019039|XP_016942144.1|DSUZ
OG0003276	LOC118460591|XP_035780904.1|AALB	LOC108004943|XP_016923531.2|DSUZ
OG0003277	LOC118462637|XP_035784381.1|AALB	LOC108008867|XP_016928261.1|DSUZ
OG0003278	LOC118459685|XP_035779210.1|AALB	LOC108011720|XP_016932431.2|DSUZ
OG0003279	LOC118457149|XP_035774368.1|AALB, LOC118457183|XP_035774421.1|AALB	LOC108016882|XP_016939262.1|DSUZ
OG0003280	LOC118458454|XP_035776845.1|AALB	LOC108006115|XP_036673072.1|DSUZ
OG0003281	LOC118460544|XP_035780832.1|AALB	LOC108011993|XP_016932748.1|DSUZ
OG0003282	LOC118466507|XP_035791847.1|AALB	LOC108016876|XP_036676197.1|DSUZ
OG0003283	LOC118465503|XP_035789716.1|AALB	LOC108005410|XP_016924163.1|DSUZ
OG0003284	LOC118467880|XP_035794684.1|AALB	LOC108004704|XP_016923205.1|DSUZ
OG0003285	LOC118463757|XP_035786461.1|AALB	LOC108010861|XP_016931326.1|DSUZ
OG0003286	LOC118460575|XP_035780880.1|AALB	LOC108006358|XP_036675482.1|DSUZ
OG0003287	LOC118465304|XP_035789301.1|AALB	LOC108014675|XP_016936331.1|DSUZ
OG0003288	LOC118466110|XP_035790941.1|AALB	LOC108004917|XP_036674034.1|DSUZ
OG0003289	LOC118464005|XP_035786945.1|AALB	LOC108009757|XP_016929868.1|DSUZ
OG0003290	LOC118464355|XP_035787572.1|AALB	LOC108011662|XP_016932348.2|DSUZ, LOC118878153|XP_036675701.1|DSUZ
OG0003291	LOC118464968|XP_035788681.1|AALB	LOC108005746|XP_036671138.1|DSUZ
OG0003292	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB	LOC108005114|XP_036676904.1|DSUZ
OG0003293	LOC118456256|XP_035772753.1|AALB	LOC108016892|XP_016939287.1|DSUZ
OG0003294	LOC118457245|XP_035774527.1|AALB	LOC108010151|XP_016930475.1|DSUZ
OG0003295	LOC118465150|XP_035788992.1|AALB	LOC108005079|XP_016923728.1|DSUZ
OG0003296	LOC118460910|XP_035781553.1|AALB	LOC108020768|XP_016944636.1|DSUZ
OG0003297	LOC118458796|XP_035777538.1|AALB	LOC108013881|XP_036674096.1|DSUZ
OG0003298	LOC118460055|XP_035779934.1|AALB	LOC108016955|XP_016939379.1|DSUZ
OG0003299	LOC118463632|XP_035786247.1|AALB	LOC108014621|XP_036674412.1|DSUZ, LOC108006788|XP_036675444.1|DSUZ
OG0003300	LOC118465899|XP_035790448.1|AALB	LOC108013878|XP_036674045.1|DSUZ
OG0003301	LOC118462557|XP_035784238.1|AALB	LOC108006182|XP_016925105.1|DSUZ
OG0003302	LOC118464281|XP_035787450.1|AALB	LOC108018858|XP_036675805.1|DSUZ
OG0003303	LOC118460877|XP_035781507.1|AALB	LOC108008334|XP_016927649.1|DSUZ
OG0003304	LOC118464920|XP_035788588.1|AALB	LOC108007832|XP_036674735.1|DSUZ
OG0003305	LOC118457119|XP_035774318.1|AALB	LOC108015195|XP_036676831.1|DSUZ
OG0003306	LOC118465861|XP_035790386.1|AALB	LOC108014321|XP_016935883.1|DSUZ
OG0003307	LOC118463522|XP_035786028.1|AALB	LOC108019197|XP_016942466.1|DSUZ
OG0003308	LOC118458265|XP_035776450.1|AALB	LOC108019939|XP_016943535.1|DSUZ
OG0003309	LOC118465344|XP_035789398.1|AALB	LOC108015170|XP_016936937.1|DSUZ
OG0003310	LOC118461559|XP_035782912.1|AALB	LOC108013691|XP_016935099.1|DSUZ
OG0003311	LOC118466487|XP_035791780.1|AALB	LOC108006025|XP_016924958.2|DSUZ
OG0003312	LOC118458724|XP_035777385.1|AALB, LOC118467481|XP_035793916.1|AALB	LOC108020819|XP_016944686.1|DSUZ
OG0003313	LOC118458255|XP_035776441.1|AALB	LOC108016633|XP_016938818.1|DSUZ
OG0003314	LOC118457246|XP_035774524.1|AALB	LOC108010093|XP_016930401.1|DSUZ
OG0003315	LOC118460846|XP_035781444.1|AALB	LOC108005457|XP_016924238.1|DSUZ
OG0003316	LOC118459004|XP_035777905.1|AALB	LOC118878128|XP_036675581.1|DSUZ
OG0003317	LOC118468748|XP_035795801.1|AALB	LOC108007648|XP_016926859.2|DSUZ
OG0003318	LOC118465064|XP_035788844.1|AALB	LOC108013888|XP_036674073.1|DSUZ
OG0003319	LOC118465295|XP_035789258.1|AALB	LOC108011625|XP_016932299.2|DSUZ
OG0003320	LOC118458726|XP_035777390.1|AALB	LOC108017081|XP_036675351.1|DSUZ
OG0003321	LOC118463029|XP_035785168.1|AALB	LOC108010762|XP_036675683.1|DSUZ
OG0003322	LOC118459355|XP_035778536.1|AALB	LOC108010862|XP_016931328.2|DSUZ
OG0003323	LOC118460170|XP_035780170.1|AALB	LOC108016638|XP_016938824.1|DSUZ
OG0003324	LOC118463370|XP_035785791.1|AALB	LOC108016817|XP_016939108.1|DSUZ
OG0003325	LOC118463846|XP_035786647.1|AALB	LOC108006069|XP_036672690.1|DSUZ, LOC108011783|XP_036674942.1|DSUZ
OG0003326	LOC118464715|XP_035788150.1|AALB	LOC108005132|XP_036676954.1|DSUZ
OG0003327	LOC118459181|XP_035778233.1|AALB	LOC108020369|XP_016944079.1|DSUZ
OG0003328	LOC118462744|XP_035784602.1|AALB	LOC108016963|XP_016939389.1|DSUZ
OG0003329	LOC118461944|XP_035783724.1|AALB	LOC108011990|XP_036674675.1|DSUZ
OG0003330	LOC118465229|XP_035789161.1|AALB	LOC108012383|XP_016933228.1|DSUZ
OG0003331	LOC118468822|XP_035795949.1|AALB	LOC108005131|XP_016923793.1|DSUZ
OG0003332	LOC118462982|XP_035785071.1|AALB	LOC108006274|XP_016925217.1|DSUZ
OG0003333	LOC118466563|XP_035792003.1|AALB	LOC108012159|XP_016932940.2|DSUZ
OG0003334	LOC118460139|XP_035780161.1|AALB	LOC108014374|XP_016935959.1|DSUZ
OG0003335	LOC118459981|XP_035779810.1|AALB	LOC108014439|XP_036675585.1|DSUZ, LOC108010884|XP_016931361.2|DSUZ
OG0003336	LOC118466755|XP_035792352.1|AALB	LOC108011328|XP_016931927.2|DSUZ
OG0003337	LOC118456562|XP_035773324.1|AALB	LOC108007236|XP_036674254.1|DSUZ
OG0003338	LOC118461908|XP_035783659.1|AALB	LOC108020287|XP_036677887.1|DSUZ, LOC108004866|XP_036673593.1|DSUZ
OG0003339	LOC118465282|XP_035789220.1|AALB	LOC108007582|XP_016926763.1|DSUZ
OG0003340	LOC118464288|XP_035787463.1|AALB	LOC118877883|XP_036674154.1|DSUZ
OG0003341	LOC118468825|XP_035795948.1|AALB	LOC108016652|XP_016938849.1|DSUZ
OG0003342	LOC118461027|XP_035781782.1|AALB	LOC108016900|XP_016939302.1|DSUZ
OG0003343	LOC118467204|XP_035793362.1|AALB	LOC108019072|XP_016942204.1|DSUZ
OG0003344	LOC118458621|XP_035777199.1|AALB	LOC108021016|XP_016944985.1|DSUZ
OG0003345	LOC118466306|XP_035791311.1|AALB	LOC108014946|XP_036676104.1|DSUZ
OG0003346	LOC118464886|XP_035788524.1|AALB	LOC108014695|XP_016936359.1|DSUZ
OG0003347	LOC118460965|XP_035781643.1|AALB	LOC108017516|XP_016940073.2|DSUZ
OG0003348	LOC118463628|XP_035786231.1|AALB	LOC108005695|XP_016924511.2|DSUZ
OG0003349	LOC118458142|XP_035776233.1|AALB	LOC108013439|XP_016934800.1|DSUZ
OG0003350	LOC118463565|XP_035786100.1|AALB	LOC108011036|XP_016931573.1|DSUZ
OG0003351	LOC118467509|XP_035793954.1|AALB	LOC108015324|XP_016937212.1|DSUZ
OG0003352	LOC118463917|XP_035786766.1|AALB	LOC108017273|XP_036675491.1|DSUZ
OG0003353	LOC118460140|XP_035780124.1|AALB	LOC108015665|XP_016937662.2|DSUZ
OG0003354	LOC118460493|XP_035780742.1|AALB	LOC108012156|XP_016932936.2|DSUZ
OG0003355	LOC118457994|XP_035775963.1|AALB	LOC108004844|XP_036676013.1|DSUZ, LOC118878214|XP_036675936.1|DSUZ
OG0003356	LOC118456935|XP_035773983.1|AALB	LOC108019059|XP_016942178.1|DSUZ
OG0003357	LOC118456947|XP_035774016.1|AALB	LOC108005165|XP_016923829.2|DSUZ
OG0003358	LOC118460688|XP_035781095.1|AALB	LOC108021422|XP_016945623.1|DSUZ
OG0003359	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB	LOC108005458|XP_036676893.1|DSUZ
OG0003360	LOC118467582|XP_035794124.1|AALB	LOC108005291|XP_036677068.1|DSUZ
OG0003361	LOC118467951|XP_035794815.1|AALB	LOC108008966|XP_016928390.1|DSUZ
OG0003362	LOC118466237|XP_035791174.1|AALB	LOC108010816|XP_016931252.1|DSUZ
OG0003363	LOC118466251|XP_035791200.1|AALB	LOC108017034|XP_036674912.1|DSUZ, LOC108018328|XP_016941358.2|DSUZ
OG0003364	LOC118462042|XP_035783910.1|AALB	LOC108006786|XP_036674183.1|DSUZ, LOC118878110|XP_036675422.1|DSUZ
OG0003365	LOC118461036|XP_035781815.1|AALB	LOC108011251|XP_036674815.1|DSUZ
OG0003366	LOC118461434|XP_035782636.1|AALB	LOC108015537|XP_016937502.2|DSUZ
OG0003367	LOC118460367|XP_035780510.1|AALB	LOC118877515|XP_036672444.1|DSUZ, LOC118877281|XP_036671104.1|DSUZ
OG0003368	LOC118456158|XP_035772618.1|AALB	LOC118877341|XP_036671615.1|DSUZ, LOC108020452|XP_016944263.2|DSUZ
OG0003369	LOC118459452|XP_035778755.1|AALB	LOC108017130|XP_016939594.2|DSUZ
OG0003370	LOC118461718|XP_035783271.1|AALB	LOC108016218|XP_016938337.2|DSUZ
OG0003371	LOC118459999|XP_035779798.1|AALB	LOC108018909|XP_016941990.1|DSUZ
OG0003372	LOC118460305|XP_035780404.1|AALB	LOC108018205|XP_016941211.1|DSUZ
OG0003373	LOC118465412|XP_035789532.1|AALB	LOC108019485|XP_016942802.2|DSUZ
OG0003374	LOC118460181|XP_035780182.1|AALB	LOC108005140|XP_036677267.1|DSUZ
OG0003375	LOC118458225|XP_035776385.1|AALB	LOC108014623|XP_036674422.1|DSUZ, LOC108006761|XP_036675502.1|DSUZ
OG0003376	LOC118459585|XP_035779005.1|AALB	LOC108006777|XP_016925817.1|DSUZ, LOC108012039|XP_016932808.2|DSUZ
OG0003377	LOC118457980|XP_035775923.1|AALB	LOC108006774|XP_036675406.1|DSUZ, LOC108012031|XP_036674111.1|DSUZ
OG0003378	LOC118468316|XP_035794953.1|AALB	LOC108018460|XP_016941505.2|DSUZ
OG0003379	LOC118468314|XP_035794951.1|AALB	LOC108020509|XP_016944332.1|DSUZ, LOC118879359|XP_036678107.1|DSUZ
OG0003380	LOC118458736|XP_035777400.1|AALB	LOC108020501|XP_016944319.2|DSUZ
OG0003381	LOC118460087|XP_035779996.1|AALB	LOC108007412|XP_016926557.1|DSUZ
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	LOC108019526|XP_036673201.1|DSUZ
OG0003383	LOC118460199|XP_035780200.1|AALB	LOC108006971|XP_016926066.2|DSUZ
OG0003384	LOC118460424|XP_035780608.1|AALB	LOC108019493|XP_036668729.1|DSUZ
OG0003385	LOC118468307|XP_035794937.1|AALB	LOC108006082|XP_036672929.1|DSUZ
OG0003386	LOC118458981|XP_035777869.1|AALB	LOC108011497|XP_016932136.2|DSUZ
OG0003387	LOC118458975|XP_035777858.1|AALB	LOC108013867|XP_036673205.1|DSUZ
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC108005488|XP_016924282.1|DSUZ
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC108009911|XP_016930125.1|DSUZ
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC108018454|XP_016941500.2|DSUZ
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC108020801|XP_036674152.1|DSUZ
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC118879358|XP_036678106.1|DSUZ, LOC108015670|XP_016937669.2|DSUZ
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC108010736|XP_036674204.1|DSUZ
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC108017152|XP_036674968.1|DSUZ, LOC108013856|XP_036672687.1|DSUZ
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC108018327|XP_036672842.1|DSUZ, LOC108017035|XP_036675186.1|DSUZ
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC108014399|XP_036678218.1|DSUZ, LOC108007611|XP_036673480.1|DSUZ
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC118879229|XP_036678017.1|DSUZ, LOC108005591|XP_036673159.1|DSUZ, LOC108014601|XP_036673899.1|DSUZ
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC108005011|XP_016923634.2|DSUZ
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC118877679|XP_036673257.1|DSUZ
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC108004967|XP_036672946.1|DSUZ
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC108006449|XP_016925463.2|DSUZ
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC108009627|XP_016929604.1|DSUZ
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC108017544|XP_016940109.2|DSUZ, LOC108010984|XP_036674708.1|DSUZ
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC108008446|XP_016927787.1|DSUZ
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC108017506|XP_016940056.2|DSUZ
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC108017462|XP_036674639.1|DSUZ
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC108015722|XP_036674059.1|DSUZ
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC108011346|XP_016931945.2|DSUZ
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC108020494|XP_016944314.2|DSUZ
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC108014814|XP_036673484.1|DSUZ
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC108011719|XP_016932429.1|DSUZ
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC108011614|XP_016932273.2|DSUZ, LOC118876795|XP_036673662.1|DSUZ
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC108013163|XP_016934349.1|DSUZ
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC108006276|XP_016925219.1|DSUZ
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC108014405|XP_036672726.1|DSUZ
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC108007833|XP_036674734.1|DSUZ
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC108008064|XP_016927336.1|DSUZ
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC108004823|XP_016923382.2|DSUZ
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC108004817|XP_036672839.1|DSUZ
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC108007224|XP_036674731.1|DSUZ
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC108007230|XP_016926355.2|DSUZ
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC108009500|XP_016929390.1|DSUZ
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC108012017|XP_036673220.1|DSUZ
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC108014391|XP_036673186.1|DSUZ, LOC108014390|XP_016935983.2|DSUZ
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC108014895|XP_016936604.2|DSUZ
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC108014887|XP_016936594.2|DSUZ
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC108010526|XP_016930890.2|DSUZ
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC108008688|XP_016928070.1|DSUZ
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC108020411|XP_016944198.1|DSUZ
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC108005937|XP_036675223.1|DSUZ
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC108004860|XP_016923431.2|DSUZ
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC108015450|XP_036675364.1|DSUZ
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC108011907|XP_016932646.2|DSUZ, LOC108005358|XP_016924092.2|DSUZ
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC118879481|XP_036678246.1|DSUZ, LOC108016164|XP_016938274.1|DSUZ
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC108006744|XP_016925782.1|DSUZ
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC108006745|XP_016925783.2|DSUZ
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC108006753|XP_016925793.1|DSUZ
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC108020634|XP_016944475.2|DSUZ
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC108010811|XP_016931243.1|DSUZ
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC108012519|XP_016933425.1|DSUZ
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC108006963|XP_016926058.2|DSUZ
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC108013264|XP_016934512.1|DSUZ
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC108005556|XP_016924340.2|DSUZ
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC108014977|XP_036676629.1|DSUZ
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC108019177|XP_016942431.1|DSUZ
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC108020393|XP_016944153.1|DSUZ
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC108011660|XP_036673654.1|DSUZ
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC108018280|XP_036674686.1|DSUZ
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC108006406|XP_016925418.2|DSUZ
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC108018367|XP_036672662.1|DSUZ
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC108019443|XP_016942757.2|DSUZ
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC108005879|XP_016924750.1|DSUZ
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC108021535|XP_016945788.1|DSUZ
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC108020541|XP_036673024.1|DSUZ
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC108009882|XP_016930077.1|DSUZ
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC108019437|XP_036675045.1|DSUZ
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC108011385|XP_036675550.1|DSUZ
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC108016514|XP_016938678.2|DSUZ
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC108008019|XP_016927292.2|DSUZ
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC108005730|XP_036675009.1|DSUZ
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC108012528|XP_016933431.1|DSUZ
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC108016416|XP_036674128.1|DSUZ
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC108020782|XP_036674399.1|DSUZ
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC108018313|XP_016941342.1|DSUZ
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC108017282|XP_016939799.2|DSUZ
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC108017497|XP_016940040.2|DSUZ
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC108010779|XP_016931195.1|DSUZ
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC108015516|XP_016937467.1|DSUZ
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC108016407|XP_036674695.1|DSUZ
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC108013985|XP_016935488.1|DSUZ
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC108019884|XP_016943450.1|DSUZ
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC108021117|XP_016945155.2|DSUZ
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC108020111|XP_036672568.1|DSUZ
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC108010548|XP_036674560.1|DSUZ, LOC108010577|XP_036673885.1|DSUZ
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC108020350|XP_016944012.1|DSUZ
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC108017545|XP_036674257.1|DSUZ, LOC118877559|XP_036672627.1|DSUZ
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC108010944|XP_036672703.1|DSUZ
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC108015854|XP_016937910.1|DSUZ
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC108018335|XP_036674827.1|DSUZ
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC108007599|XP_016926789.1|DSUZ
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC108007597|XP_036674822.1|DSUZ
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC108016030|XP_016938114.2|DSUZ
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC108018475|XP_036673178.1|DSUZ
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC108020219|XP_036677520.1|DSUZ, LOC108020218|XP_016943827.2|DSUZ
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC108020217|XP_036677521.1|DSUZ, LOC108020233|XP_016943841.2|DSUZ
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC108014779|XP_016936461.2|DSUZ
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC108019518|XP_036673258.1|DSUZ
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC108006981|XP_036672927.1|DSUZ
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC108013831|XP_016935302.2|DSUZ
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC108020766|XP_036673700.1|DSUZ, LOC118877721|XP_036673553.1|DSUZ
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC108015685|XP_036673497.1|DSUZ
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC108016181|XP_016938292.2|DSUZ
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC108011633|XP_016932311.1|DSUZ
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC108021421|XP_016945621.1|DSUZ
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC108006236|XP_016925165.1|DSUZ, LOC108020844|XP_036674574.1|DSUZ
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC108010551|XP_036674557.1|DSUZ, LOC108019431|XP_016942742.1|DSUZ
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC108011877|XP_036677586.1|DSUZ
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC108015846|XP_036673010.1|DSUZ
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC108008820|XP_016928219.1|DSUZ
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC108014913|XP_016936621.1|DSUZ, LOC118877592|XP_036672766.1|DSUZ
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC108010941|XP_036673190.1|DSUZ
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC108007606|XP_016926800.2|DSUZ
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC108006419|XP_016925433.2|DSUZ
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC108015642|XP_036672896.1|DSUZ, LOC118876765|XP_036674760.1|DSUZ
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC108014358|XP_036674928.1|DSUZ
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC108011007|XP_036673988.1|DSUZ
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC108012872|XP_016933850.1|DSUZ
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC108020521|XP_016944355.2|DSUZ
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC108011898|XP_036674150.1|DSUZ
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC108011888|XP_036674720.1|DSUZ
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC108007409|XP_036674509.1|DSUZ
