Orthogroup	AALB.longest_only	HILL.longest_only
OG0003171	LOC118463281|XP_035785651.1|AALB	LOC119654339|XP_037915606.1|HILL
OG0003172	LOC118463922|XP_035786772.1|AALB	LOC119660835|XP_037925632.1|HILL
OG0003173	LOC118466851|XP_035792572.1|AALB	LOC119649928|XP_037908275.1|HILL
OG0003174	LOC118465110|XP_035788949.1|AALB	LOC119660907|XP_037925783.1|HILL
OG0003175	LOC118467843|XP_035794640.1|AALB	LOC119656054|XP_037918247.1|HILL
OG0003176	LOC118466049|XP_035790780.1|AALB	LOC119651930|XP_037911693.1|HILL
OG0003177	LOC118465512|XP_035789724.1|AALB	LOC119655808|XP_037917837.1|HILL
OG0003178	LOC118465507|XP_035789718.1|AALB	LOC119655806|XP_037917834.1|HILL
OG0003179	LOC118463362|XP_035785773.1|AALB	LOC119646739|XP_037903245.1|HILL
OG0003180	LOC118464353|XP_035787570.1|AALB	LOC119653546|XP_037914160.1|HILL
OG0003181	LOC118464354|XP_035787571.1|AALB	LOC119653547|XP_037914161.1|HILL
OG0003182	LOC118466239|XP_035791180.1|AALB	LOC119655581|XP_037917449.1|HILL
OG0003183	LOC118467018|XP_035792857.1|AALB	LOC119656261|XP_037918607.1|HILL
OG0003184	LOC118466742|XP_035792321.1|AALB	LOC119649265|XP_037907282.1|HILL
OG0003185	LOC118466161|XP_035791030.1|AALB	LOC119655446|XP_037917270.1|HILL
OG0003186	LOC118466889|XP_035792635.1|AALB	LOC119655917|XP_037918010.1|HILL
OG0003187	LOC118467434|XP_035793822.1|AALB	LOC119655379|XP_037917175.1|HILL
OG0003188	LOC118467247|XP_035793412.1|AALB	LOC119660748|XP_037925408.1|HILL
OG0003189	LOC118467730|XP_035794427.1|AALB	LOC119649366|XP_037907410.1|HILL
OG0003190	LOC118466866|XP_035792603.1|AALB	LOC119655288|XP_037917032.1|HILL
OG0003191	LOC118466954|XP_035792747.1|AALB	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL
OG0003192	LOC118467426|XP_035793803.1|AALB	LOC119647811|XP_037904957.1|HILL
OG0003193	LOC118467905|XP_035794725.1|AALB	LOC119660785|XP_037925507.1|HILL
OG0003194	LOC118463627|XP_035786222.1|AALB	LOC119648219|XP_037905757.1|HILL
OG0003195	LOC118467260|XP_035793436.1|AALB	LOC119661017|XP_037926096.1|HILL
OG0003196	LOC118467258|XP_035793434.1|AALB	LOC119649124|XP_037907057.1|HILL
OG0003197	LOC118465145|XP_035788978.1|AALB	LOC119648670|XP_037906385.1|HILL
OG0003198	LOC118464013|XP_035786954.1|AALB	LOC119648415|XP_037906095.1|HILL
OG0003199	LOC118463102|XP_035785299.1|AALB	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL
OG0003200	LOC118466766|XP_035792380.1|AALB	LOC119653454|XP_037913991.1|HILL
OG0003202	LOC118464700|XP_035788115.1|AALB	LOC119650249|XP_037908767.1|HILL
OG0003203	LOC118465433|XP_035789568.1|AALB	LOC119653632|XP_037914336.1|HILL
OG0003204	LOC118465819|XP_035790294.1|AALB	LOC119660051|XP_037924356.1|HILL
OG0003205	LOC118463732|XP_035786419.1|AALB	LOC119655372|XP_037917165.1|HILL
OG0003206	LOC118465478|XP_035789672.1|AALB	LOC119654682|XP_037916119.1|HILL
OG0003207	LOC118463378|XP_035785799.1|AALB	LOC119653493|XP_037914050.1|HILL
OG0003208	LOC118467284|XP_035793484.1|AALB	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL
OG0003209	LOC118467420|XP_035793799.1|AALB	LOC119654873|XP_037916396.1|HILL
OG0003210	LOC118462743|XP_035784597.1|AALB	LOC119654789|XP_037916264.1|HILL
OG0003211	LOC118462733|XP_035784574.1|AALB	LOC119661463|XP_037926752.1|HILL
OG0003212	LOC118467630|XP_035794244.1|AALB	LOC119646497|XP_037902880.1|HILL, LOC119659161|XP_037923039.1|HILL
OG0003213	LOC118462802|XP_035784699.1|AALB	LOC119655797|XP_037917820.1|HILL
OG0003214	LOC118465020|XP_035788771.1|AALB	LOC119655677|XP_037917595.1|HILL
OG0003215	LOC118463978|XP_035786882.1|AALB	LOC119655681|XP_037917610.1|HILL
OG0003216	LOC118464068|XP_035787008.1|AALB	LOC119654295|XP_037915528.1|HILL
OG0003217	LOC118465682|XP_035790005.1|AALB	LOC119661090|XP_037926207.1|HILL
OG0003218	LOC118463869|XP_035786679.1|AALB	LOC119649533|XP_037907648.1|HILL
OG0003219	LOC118466311|XP_035791315.1|AALB	LOC119650416|XP_037909137.1|HILL
OG0003220	LOC118463518|XP_035786013.1|AALB	LOC119649534|XP_037907649.1|HILL
OG0003221	LOC118462046|XP_035783921.1|AALB	LOC119661027|XP_037926112.1|HILL
OG0003222	LOC118463110|XP_035785327.1|AALB	LOC119654448|XP_037915778.1|HILL
OG0003223	LOC118466502|XP_035791824.1|AALB	LOC119655029|XP_037916634.1|HILL
OG0003224	LOC118465982|XP_035790651.1|AALB	LOC119654902|XP_037916457.1|HILL
OG0003225	LOC118459787|XP_035779401.1|AALB	LOC119652251|XP_037912159.1|HILL
OG0003226	LOC118466708|XP_035792250.1|AALB	LOC119659473|XP_037923497.1|HILL
OG0003227	LOC118466790|XP_035792424.1|AALB	LOC119655783|XP_037917801.1|HILL, LOC119661788|XP_037927200.1|HILL
OG0003251	LOC118465739|XP_035790094.1|AALB	LOC119651023|XP_037910255.1|HILL
OG0003252	LOC118456307|XP_035772842.1|AALB	LOC119651939|XP_037911718.1|HILL
OG0003253	LOC118462278|XP_035784007.1|AALB	LOC119653006|XP_037913362.1|HILL
OG0003254	LOC118468913|XP_035796114.1|AALB	LOC119656661|XP_037919068.1|HILL
OG0003255	LOC118464368|XP_035787604.1|AALB	LOC119646550|XP_037902956.1|HILL
OG0003256	LOC118459164|XP_035778197.1|AALB	LOC119652799|XP_037913049.1|HILL
OG0003257	LOC118464227|XP_035787304.1|AALB	LOC119656758|XP_037919253.1|HILL
OG0003258	LOC118462119|XP_035783995.1|AALB	LOC119657779|XP_037920775.1|HILL
OG0003259	LOC118458324|XP_035776570.1|AALB	LOC119658228|XP_037921429.1|HILL
OG0003260	LOC118462246|XP_035784005.1|AALB	LOC119657518|XP_037920388.1|HILL
OG0003261	LOC118468535|XP_035795311.1|AALB	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC118467526|XP_035793984.1|AALB	LOC119650684|XP_037909573.1|HILL
OG0003263	LOC118459146|XP_035778125.1|AALB	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC118459913|XP_035779688.1|AALB	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC118463319|XP_035785704.1|AALB	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC118462775|XP_035784645.1|AALB	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC118466215|XP_035791135.1|AALB	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC118460613|XP_035780950.1|AALB	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC118460604|XP_035780932.1|AALB	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC118461836|XP_035783505.1|AALB	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC118463817|XP_035786592.1|AALB	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC118462976|XP_035785100.1|AALB	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC118466981|XP_035792789.1|AALB	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC118463893|XP_035786721.1|AALB	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC118456794|XP_035774182.1|AALB	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC118460591|XP_035780904.1|AALB	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC118462637|XP_035784381.1|AALB	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC118459685|XP_035779210.1|AALB	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC118457149|XP_035774368.1|AALB, LOC118457183|XP_035774421.1|AALB	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC118458454|XP_035776845.1|AALB	LOC119650729|XP_037909684.1|HILL
OG0003281	LOC118460544|XP_035780832.1|AALB	LOC119652534|XP_037912664.1|HILL
OG0003282	LOC118466507|XP_035791847.1|AALB	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC118465503|XP_035789716.1|AALB	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC118467880|XP_035794684.1|AALB	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC118463757|XP_035786461.1|AALB	LOC119658605|XP_037922008.1|HILL
OG0003286	LOC118460575|XP_035780880.1|AALB	LOC119656560|XP_037918869.1|HILL
OG0003287	LOC118465304|XP_035789301.1|AALB	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC118466110|XP_035790941.1|AALB	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC118464005|XP_035786945.1|AALB	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC118464355|XP_035787572.1|AALB	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC118464968|XP_035788681.1|AALB	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC118456256|XP_035772753.1|AALB	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC118457245|XP_035774527.1|AALB	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC118465150|XP_035788992.1|AALB	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC118460910|XP_035781553.1|AALB	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC118458796|XP_035777538.1|AALB	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC118460055|XP_035779934.1|AALB	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC118463632|XP_035786247.1|AALB	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC118465899|XP_035790448.1|AALB	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC118462557|XP_035784238.1|AALB	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC118464281|XP_035787450.1|AALB	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC118460877|XP_035781507.1|AALB	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC118464920|XP_035788588.1|AALB	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC118457119|XP_035774318.1|AALB	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC118465861|XP_035790386.1|AALB	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC118463522|XP_035786028.1|AALB	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC118458265|XP_035776450.1|AALB	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC118465344|XP_035789398.1|AALB	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC118461559|XP_035782912.1|AALB	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC118466487|XP_035791780.1|AALB	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC118467481|XP_035793916.1|AALB	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC118458255|XP_035776441.1|AALB	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC118457246|XP_035774524.1|AALB	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC118460846|XP_035781444.1|AALB	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC118468748|XP_035795801.1|AALB	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC118465064|XP_035788844.1|AALB	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC118465295|XP_035789258.1|AALB	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC118458726|XP_035777390.1|AALB	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC118463029|XP_035785168.1|AALB	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC118459355|XP_035778536.1|AALB	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC118460170|XP_035780170.1|AALB	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC118463370|XP_035785791.1|AALB	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC118463846|XP_035786647.1|AALB	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC118464715|XP_035788150.1|AALB	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC118459181|XP_035778233.1|AALB	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC118462744|XP_035784602.1|AALB	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC118461944|XP_035783724.1|AALB	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC118465229|XP_035789161.1|AALB	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC118468822|XP_035795949.1|AALB	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC118462982|XP_035785071.1|AALB	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC118466563|XP_035792003.1|AALB	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC118460139|XP_035780161.1|AALB	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC118459981|XP_035779810.1|AALB	LOC119650665|XP_037909541.1|HILL, LOC119650663|XP_037909533.1|HILL
OG0003336	LOC118466755|XP_035792352.1|AALB	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC118456562|XP_035773324.1|AALB	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC118461908|XP_035783659.1|AALB	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC118465282|XP_035789220.1|AALB	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC118464288|XP_035787463.1|AALB	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC118468825|XP_035795948.1|AALB	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC118461027|XP_035781782.1|AALB	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC118467204|XP_035793362.1|AALB	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC118458621|XP_035777199.1|AALB	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC118466306|XP_035791311.1|AALB	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC118464886|XP_035788524.1|AALB	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC118460965|XP_035781643.1|AALB	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC118463628|XP_035786231.1|AALB	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC118458142|XP_035776233.1|AALB	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC118463565|XP_035786100.1|AALB	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC118467509|XP_035793954.1|AALB	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC118463917|XP_035786766.1|AALB	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC118460140|XP_035780124.1|AALB	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC118460493|XP_035780742.1|AALB	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC118457994|XP_035775963.1|AALB	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC118456935|XP_035773983.1|AALB	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC118456947|XP_035774016.1|AALB	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC118460688|XP_035781095.1|AALB	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC118467582|XP_035794124.1|AALB	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC118467951|XP_035794815.1|AALB	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC118466237|XP_035791174.1|AALB	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC118466251|XP_035791200.1|AALB	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC118462042|XP_035783910.1|AALB	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC118461036|XP_035781815.1|AALB	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC118461434|XP_035782636.1|AALB	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC118460367|XP_035780510.1|AALB	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC118456158|XP_035772618.1|AALB	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC118459452|XP_035778755.1|AALB	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC118461718|XP_035783271.1|AALB	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC118459999|XP_035779798.1|AALB	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC118460305|XP_035780404.1|AALB	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC118465412|XP_035789532.1|AALB	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC118460181|XP_035780182.1|AALB	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC118458225|XP_035776385.1|AALB	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC118459585|XP_035779005.1|AALB	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC118457980|XP_035775923.1|AALB	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC118468316|XP_035794953.1|AALB	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC118468314|XP_035794951.1|AALB	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC118458736|XP_035777400.1|AALB	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC118460087|XP_035779996.1|AALB	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC118460199|XP_035780200.1|AALB	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC118460424|XP_035780608.1|AALB	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC118468307|XP_035794937.1|AALB	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC118458981|XP_035777869.1|AALB	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC118458975|XP_035777858.1|AALB	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC118456727|XP_035773665.1|AALB	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC119652479|XP_037912580.1|HILL
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC119654164|XP_037915258.1|HILL
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC119653239|XP_037913766.1|HILL
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC119651746|XP_037911404.1|HILL
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC119652966|XP_037913292.1|HILL
