Orthogroup	AALB.longest_only	DANA.longest_only
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC6494649|XP_001959936.1|DANA
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC6503354|XP_001965369.1|DANA
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC6496947|XP_001963080.1|DANA
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC6493610|XP_014764466.1|DANA
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC6496187|XP_001960402.1|DANA
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC6495138|XP_001958974.1|DANA
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC6498360|XP_032310950.1|DANA
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC6498432|XP_001962808.1|DANA
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC6504340|XP_001965021.1|DANA
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC6506304|XP_032310610.1|DANA
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC6498604|XP_001963145.1|DANA
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC6494306|XP_001965940.1|DANA
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC6497026|XP_001962904.1|DANA
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC6497064|XP_001962821.2|DANA
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC6497788|XP_001961454.1|DANA
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC6497514|XP_014761717.1|DANA
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC26514494|XP_014762335.1|DANA
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC6498658|XP_001963262.3|DANA
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC6498659|XP_032311001.1|DANA
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC6497203|XP_001962563.3|DANA
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC6504241|XP_001965104.1|DANA
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC6497720|XP_001961492.1|DANA
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC6506615|XP_014760573.1|DANA
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC6506625|XP_001965217.1|DANA
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC6506712|XP_001965231.2|DANA
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC6501497|XP_001955373.1|DANA
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC6494062|XP_001961059.1|DANA
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC6495074|XP_001959124.1|DANA
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC6496855|XP_001963266.1|DANA
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC26513764|XP_032309419.1|DANA
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC6498703|XP_001965872.1|DANA
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC6501886|XP_001966733.1|DANA
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC6494225|XP_001960704.1|DANA
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC6498260|XP_001962418.1|DANA
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC6497942|XP_032307321.1|DANA
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC6497961|XP_032307648.1|DANA
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC6498160|XP_001962206.1|DANA
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC6498488|XP_001962933.1|DANA
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC6507136|XP_032310971.1|DANA
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC6498314|XP_001962517.1|DANA
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC6497095|XP_014761516.1|DANA
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC6504374|XP_001964972.2|DANA
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC6498943|XP_014765836.1|DANA
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC6497104|XP_001962747.1|DANA
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC6506322|XP_032310081.1|DANA
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC6498450|XP_001962845.1|DANA
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC6498572|XP_014762186.1|DANA
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC6503831|XP_001965239.1|DANA
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC6495105|XP_001959056.1|DANA
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC6497371|XP_001962219.1|DANA
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC6498318|XP_001962529.1|DANA
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC6498141|XP_001962162.1|DANA
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC6496016|XP_001960046.3|DANA
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC6498681|XP_001963316.2|DANA
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC6497494|XP_001961967.1|DANA
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC6498118|XP_032307369.1|DANA
OG0004027	LOC118458610|XP_035777179.1|AALB	LOC6496206|XP_001960449.1|DANA
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC6497131|XP_014761527.1|DANA
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC6497198|XP_001962572.1|DANA
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC6495725|XP_001959444.2|DANA
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC6497015|XP_001962925.1|DANA
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC6498720|XP_032308655.1|DANA
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC6496975|XP_032311078.1|DANA
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC6498230|XP_001962347.3|DANA
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC6496990|XP_001962979.1|DANA
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC6496706|XP_032309227.1|DANA
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC6497044|XP_001962861.1|DANA
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC6497645|XP_001961643.1|DANA
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC6497441|XP_014761707.1|DANA
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC6494189|XP_001960800.1|DANA
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC6501970|XP_001966788.1|DANA
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC6506189|XP_001958377.1|DANA
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC6496900|XP_001963184.1|DANA
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC6503842|XP_001963702.1|DANA
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC6496876|XP_001963226.1|DANA
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC6507338|XP_001965356.2|DANA
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC6498303|XP_001962498.1|DANA
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC6506199|XP_001965128.1|DANA
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC6507169|XP_001965322.1|DANA
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC6498072|XP_001962023.2|DANA
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC6498154|XP_001962192.2|DANA
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC6502125|XP_032309414.1|DANA
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC6497654|XP_001961627.1|DANA
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC6500239|XP_001952960.1|DANA
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC6500067|XP_032307678.1|DANA
OG0004057	LOC118456648|XP_035773479.1|AALB	LOC6506242|XP_001958277.1|DANA
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC6492994|XP_014764171.1|DANA
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC6500591|XP_001953530.1|DANA
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC6499536|XP_001954419.1|DANA
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC6502958|XP_032308911.1|DANA
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC6507581|XP_014765335.1|DANA
OG0004063	LOC118468807|XP_035795907.1|AALB	LOC6504620|XP_001966514.1|DANA
OG0004064	LOC118468806|XP_035795906.1|AALB	LOC6506733|XP_001957335.1|DANA
OG0004065	LOC118456546|XP_035773305.1|AALB	LOC6494455|XP_032306793.1|DANA
OG0004066	LOC118456557|XP_035773320.1|AALB	LOC6494197|XP_001960773.1|DANA
OG0004067	LOC118456547|XP_035773306.1|AALB	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA
OG0004069	LOC118456543|XP_035773292.1|AALB	LOC6499376|XP_032305483.1|DANA
OG0004070	LOC118458282|XP_035776498.1|AALB	LOC6493129|XP_001957102.1|DANA
OG0004071	LOC118461906|XP_035783654.1|AALB	LOC6507002|XP_001956849.1|DANA
OG0004072	LOC118457160|XP_035774380.1|AALB	LOC6493011|XP_001956848.1|DANA
OG0004073	LOC118461425|XP_035782626.1|AALB	LOC6502285|XP_001966169.1|DANA
OG0004074	LOC118461423|XP_035782624.1|AALB	LOC6495859|XP_001959722.3|DANA
OG0004075	LOC118456433|XP_035773083.1|AALB	LOC6496531|XP_001961083.1|DANA
OG0004076	LOC118459893|XP_035779586.1|AALB	LOC6494049|XP_014762609.1|DANA
OG0004077	LOC118459461|XP_035778761.1|AALB	LOC6497948|XP_001961779.1|DANA
OG0004078	LOC118459484|XP_035778790.1|AALB	LOC6500997|XP_001954323.1|DANA
OG0004079	LOC118458733|XP_035777396.1|AALB	LOC6503834|XP_001963686.1|DANA
OG0004080	LOC118456954|XP_035774023.1|AALB	LOC6494122|XP_001960925.1|DANA
OG0004081	LOC118456936|XP_035773979.1|AALB	LOC6494940|XP_032305938.1|DANA
OG0004082	LOC118458629|XP_035777212.1|AALB	LOC26513826|XP_014759736.1|DANA
OG0004083	LOC118458632|XP_035777214.1|AALB	LOC26514390|XP_014767280.1|DANA
OG0004084	LOC118461787|XP_035783409.1|AALB	LOC6493591|XP_001958056.1|DANA
OG0004085	LOC118460781|XP_035781279.1|AALB	LOC6500709|XP_001953767.1|DANA
OG0004086	LOC118459903|XP_035779623.1|AALB	LOC6501490|XP_001955356.1|DANA
OG0004087	LOC118457337|XP_035774726.1|AALB	LOC6502918|XP_001963590.1|DANA
OG0004089	LOC118461221|XP_035782189.1|AALB	LOC116656411|XP_032311868.1|DANA, LOC6503811|XP_032308509.1|DANA
OG0004090	LOC118461220|XP_035782187.1|AALB	LOC6503432|XP_001967468.1|DANA
OG0004091	LOC118459483|XP_035778788.1|AALB	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA
OG0004092	LOC118459917|XP_035779651.1|AALB	LOC6504095|XP_001964163.2|DANA
OG0004094	LOC118468865|XP_035796040.1|AALB	LOC6493882|XP_001967782.3|DANA
OG0004095	LOC118459340|XP_035778505.1|AALB	LOC6501173|XP_001954689.2|DANA
OG0004096	LOC118459339|XP_035778504.1|AALB	LOC6501489|XP_001955355.1|DANA
OG0004097	LOC118460959|XP_035781627.1|AALB	LOC6507260|XP_001956370.1|DANA
OG0004098	LOC118460953|XP_035781622.1|AALB	LOC6499857|XP_001953763.1|DANA
OG0004099	LOC118459863|XP_035779531.1|AALB	LOC6498885|XP_032312207.1|DANA
OG0004100	LOC118458356|XP_035776601.1|AALB	LOC6501680|XP_001955751.1|DANA
OG0004101	LOC118458043|XP_035776055.1|AALB	LOC6501682|XP_001955754.2|DANA
OG0004102	LOC118460343|XP_035780462.1|AALB	LOC6501683|XP_032312218.1|DANA
OG0004103	LOC118460346|XP_035780477.1|AALB	LOC6499598|XP_001954325.1|DANA
OG0004104	LOC118460345|XP_035780475.1|AALB	LOC6501535|XP_032311155.1|DANA
OG0004105	LOC118468483|XP_035795197.1|AALB	LOC6493237|XP_001957333.1|DANA
OG0004106	LOC118461050|XP_035781834.1|AALB	LOC6493574|XP_001958024.1|DANA
OG0004107	LOC118461040|XP_035781821.1|AALB	LOC6493118|XP_001957079.1|DANA
OG0004108	LOC118461051|XP_035781835.1|AALB	LOC6494274|XP_001965945.1|DANA
OG0004109	LOC118461025|XP_035781773.1|AALB	LOC6503417|XP_001967469.1|DANA
OG0004110	LOC118461047|XP_035781831.1|AALB	LOC6493813|XP_001958489.1|DANA
OG0004111	LOC118458791|XP_035777525.1|AALB	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA
OG0004112	LOC118468814|XP_035795923.1|AALB	LOC6501719|XP_001955843.2|DANA
OG0004113	LOC118462079|XP_035783987.1|AALB	LOC6503611|XP_001964067.1|DANA
OG0004114	LOC118459751|XP_035779335.1|AALB	LOC6504150|XP_001964276.1|DANA
OG0004115	LOC118459744|XP_035779314.1|AALB	LOC6503492|XP_001964279.1|DANA
OG0004116	LOC118461705|XP_035783219.1|AALB	LOC6499559|XP_001954383.1|DANA
OG0004117	LOC118458353|XP_035776597.1|AALB	LOC6500948|XP_001954226.1|DANA
OG0004118	LOC118458692|XP_035777324.1|AALB	LOC6494510|XP_001960199.1|DANA
OG0004119	LOC118458828|XP_035777609.1|AALB	LOC6499553|XP_001954395.1|DANA
OG0004120	LOC118460579|XP_035780885.1|AALB	LOC6494360|XP_001965932.1|DANA, LOC6494371|XP_032312338.1|DANA
OG0004121	LOC118457734|XP_035775421.1|AALB	LOC6502809|XP_001956210.2|DANA
OG0004122	LOC118467063|XP_035792985.1|AALB	LOC6507401|XP_001956084.1|DANA
OG0004123	LOC118468604|XP_035795484.1|AALB	LOC6500593|XP_032305641.1|DANA
OG0004124	LOC118468991|XP_035796309.1|AALB	LOC6503566|XP_032308691.1|DANA
OG0004125	LOC118457443|XP_035774927.1|AALB	LOC6505882|XP_032305510.1|DANA
OG0004126	LOC118456570|XP_035773332.1|AALB	LOC6505639|XP_032305507.1|DANA
OG0004127	LOC118457377|XP_035774805.1|AALB	LOC6498538|XP_001963023.1|DANA
OG0004128	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB	LOC6499960|XP_001953555.1|DANA
OG0004129	LOC118460097|XP_035780015.1|AALB	LOC6495943|XP_001959900.1|DANA
OG0004130	LOC118456149|XP_035772557.1|AALB	LOC6503164|XP_032308945.1|DANA
OG0004131	LOC118461817|XP_035783462.1|AALB	LOC6498954|XP_001955613.1|DANA
OG0004132	LOC118461810|XP_035783452.1|AALB	LOC6506893|XP_001957047.1|DANA
OG0004133	LOC118461804|XP_035783443.1|AALB	LOC6498308|XP_001962506.1|DANA
OG0004134	LOC118461793|XP_035783422.1|AALB	LOC6501364|XP_001955082.2|DANA
OG0004135	LOC118469063|XP_035796429.1|AALB	LOC6500428|XP_032305672.1|DANA
OG0004136	LOC118459464|XP_035778764.1|AALB	LOC6500932|XP_001954195.1|DANA
OG0004137	LOC118461182|XP_035782102.1|AALB	LOC6494163|XP_001960842.1|DANA
OG0004138	LOC118458478|XP_035776914.1|AALB	LOC6493390|XP_001957657.1|DANA
OG0004139	LOC118458477|XP_035776913.1|AALB	LOC6502594|XP_032307960.1|DANA
OG0004140	LOC118459550|XP_035778924.1|AALB	LOC6503659|XP_001963984.1|DANA
OG0004141	LOC118456160|XP_035772576.1|AALB	LOC6495118|XP_032306510.1|DANA
OG0004142	LOC118458018|XP_035776015.1|AALB	LOC6503577|XP_001964125.1|DANA
OG0004143	LOC118457212|XP_035774478.1|AALB	LOC6499831|XP_001953821.1|DANA
OG0004144	LOC118457193|XP_035774436.1|AALB	LOC6498528|XP_001963003.1|DANA
OG0004145	LOC118456973|XP_035774063.1|AALB	LOC6493741|XP_001958348.1|DANA
OG0004146	LOC118456972|XP_035774061.1|AALB	LOC6499269|XP_014765995.1|DANA
OG0004147	LOC118459717|XP_035779270.1|AALB	LOC6498536|XP_001963018.1|DANA
OG0004148	LOC118456655|XP_035773496.1|AALB	LOC6499902|XP_014766274.2|DANA
OG0004149	LOC118458090|XP_035776144.1|AALB	LOC6500590|XP_001953529.1|DANA
OG0004150	LOC118457455|XP_035774945.1|AALB	LOC6500620|XP_001953583.1|DANA
OG0004151	LOC118469053|XP_035796412.1|AALB	LOC6505624|XP_001964580.1|DANA
OG0004152	LOC118457616|XP_035775223.1|AALB	LOC6500037|XP_032305727.1|DANA
OG0004153	LOC118468622|XP_035795526.1|AALB	LOC6495399|XP_001958760.1|DANA
OG0004154	LOC118468620|XP_035795523.1|AALB	LOC6506910|XP_001957012.1|DANA
OG0004155	LOC118461868|XP_035783583.1|AALB	LOC6499275|XP_001954977.1|DANA
OG0004156	LOC118460226|XP_035780246.1|AALB	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA
OG0004157	LOC118458728|XP_035777388.1|AALB	LOC6498750|XP_001967275.2|DANA
OG0004158	LOC118461932|XP_035783699.1|AALB	LOC6507056|XP_032310673.1|DANA
OG0004159	LOC118461938|XP_035783706.1|AALB	LOC6500342|XP_001953008.1|DANA
OG0004160	LOC118461930|XP_035783697.1|AALB	LOC6507580|XP_001955945.1|DANA
OG0004161	LOC118460596|XP_035780915.1|AALB	LOC6498973|XP_001955579.2|DANA
OG0004162	LOC118461066|XP_035781851.1|AALB	LOC6501699|XP_001955792.2|DANA
OG0004163	LOC118456539|XP_035773279.1|AALB	LOC6499405|XP_001954702.2|DANA
OG0004164	LOC118468982|XP_035796266.1|AALB	LOC6501131|XP_032305406.1|DANA
OG0004165	LOC118468988|XP_035796295.1|AALB	LOC6494484|XP_014762811.1|DANA
OG0004166	LOC118456565|XP_035773326.1|AALB	LOC6494908|XP_001959445.1|DANA
OG0004167	LOC118468515|XP_035795246.1|AALB	LOC6501225|XP_001954797.1|DANA
OG0004168	LOC118457810|XP_035775563.1|AALB	LOC6500005|XP_001953420.1|DANA
OG0004169	LOC118457485|XP_035775002.1|AALB	LOC6504029|XP_032308497.1|DANA
OG0004170	LOC118461929|XP_035783696.1|AALB	LOC6504439|XP_032308335.1|DANA
OG0004171	LOC118461931|XP_035783698.1|AALB	LOC6504022|XP_001964023.2|DANA
OG0004172	LOC118468451|XP_035795119.1|AALB	LOC6502035|XP_032311902.1|DANA
OG0004173	LOC118460855|XP_035781454.1|AALB	LOC6495891|XP_001959791.1|DANA
OG0004174	LOC118460852|XP_035781449.1|AALB	LOC6494043|XP_032307009.1|DANA
OG0004175	LOC118461398|XP_035782556.1|AALB	LOC6494290|XP_001960597.1|DANA
OG0004176	LOC118461799|XP_035783435.1|AALB	LOC6502836|XP_001957171.1|DANA
OG0004177	LOC118460771|XP_035781259.1|AALB	LOC6499950|XP_014766290.1|DANA
OG0004178	LOC118460712|XP_035781135.1|AALB	LOC6505787|XP_032305583.1|DANA
OG0004179	LOC118460650|XP_035781007.1|AALB	LOC6504145|XP_001964268.1|DANA
OG0004180	LOC118457205|XP_035774453.1|AALB	LOC6500404|XP_032305739.1|DANA
OG0004181	LOC118460051|XP_035779921.1|AALB	LOC6501507|XP_001955389.1|DANA
OG0004182	LOC118461609|XP_035783028.1|AALB	LOC6507612|XP_032309826.1|DANA
OG0004183	LOC118461610|XP_035783037.1|AALB	LOC6507613|XP_032309851.1|DANA
OG0004184	LOC118460872|XP_035781500.1|AALB	LOC6506524|XP_001957718.1|DANA
OG0004185	LOC118460511|XP_035780768.1|AALB	LOC6498456|XP_001962860.1|DANA
OG0004186	LOC118460870|XP_035781494.1|AALB	LOC6503762|XP_001963786.1|DANA
OG0004187	LOC118459040|XP_035777954.1|AALB	LOC6500020|XP_032306921.1|DANA
OG0004188	LOC118460899|XP_035781534.1|AALB	LOC6494610|XP_014760084.1|DANA
OG0004189	LOC118461487|XP_035782760.1|AALB	LOC6494599|XP_001965939.1|DANA
OG0004190	LOC118457405|XP_035774863.1|AALB	LOC6500450|XP_001953237.1|DANA
OG0004191	LOC118457408|XP_035774869.1|AALB	LOC6500449|XP_001953234.1|DANA
OG0004192	LOC118460482|XP_035780717.1|AALB	LOC6499334|XP_001954847.2|DANA
OG0004193	LOC118461071|XP_035781856.1|AALB	LOC6502315|XP_001966222.2|DANA
OG0004194	LOC118458507|XP_035776967.1|AALB	LOC6499297|XP_001954921.1|DANA
OG0004195	LOC118458502|XP_035776955.1|AALB	LOC6504574|XP_001966599.1|DANA
OG0004196	LOC118458499|XP_035776946.1|AALB	LOC6499072|XP_014765895.1|DANA
OG0004197	LOC118458514|XP_035776978.1|AALB	LOC6499659|XP_001954201.1|DANA
OG0004198	LOC118457759|XP_035775471.1|AALB	LOC6501671|XP_001955720.1|DANA
OG0004199	LOC118457390|XP_035774820.1|AALB	LOC6499316|XP_032312064.1|DANA
OG0004200	LOC118459513|XP_035778849.1|AALB	LOC6496109|XP_001960244.1|DANA
OG0004201	LOC118459511|XP_035778847.1|AALB	LOC6505590|XP_001964639.1|DANA
OG0004202	LOC118459517|XP_035778852.1|AALB	LOC6501068|XP_001954496.3|DANA
OG0004203	LOC118459518|XP_035778854.1|AALB	LOC6501617|XP_001955612.1|DANA
OG0004204	LOC118461500|XP_035782816.1|AALB	LOC6506351|XP_001958052.1|DANA
OG0004205	LOC118460426|XP_035780610.1|AALB	LOC6493617|XP_032310372.1|DANA
OG0004206	LOC118461302|XP_035782380.1|AALB	LOC6500416|XP_001953173.1|DANA
OG0004207	LOC118461315|XP_035782404.1|AALB	LOC6500126|XP_001953172.1|DANA
OG0004208	LOC118461313|XP_035782400.1|AALB	LOC6501155|XP_001954654.1|DANA
OG0004209	LOC118468873|XP_035796052.1|AALB	LOC6505829|XP_001964444.1|DANA
OG0004210	LOC118459007|XP_035777904.1|AALB	LOC6500046|XP_001953324.1|DANA
OG0004211	LOC118460371|XP_035780516.1|AALB	LOC6507028|XP_001965296.1|DANA
OG0004212	LOC118460069|XP_035779961.1|AALB	LOC6498854|XP_001955794.1|DANA
OG0004213	LOC118457973|XP_035775911.1|AALB	LOC6500970|XP_001954272.1|DANA
OG0004214	LOC118456645|XP_035773477.1|AALB	LOC6495815|XP_001959644.1|DANA
OG0004215	LOC118459335|XP_035778497.1|AALB	LOC6494359|XP_001960469.1|DANA
OG0004216	LOC118461982|XP_035783806.1|AALB	LOC6507239|XP_014765114.1|DANA
OG0004217	LOC118461981|XP_035783805.1|AALB	LOC6493337|XP_001957548.1|DANA
OG0004218	LOC118460833|XP_035781389.1|AALB	LOC6503795|XP_001963732.1|DANA
OG0004219	LOC118468296|XP_035794917.1|AALB	LOC6499637|XP_001954246.1|DANA
OG0004220	LOC118458457|XP_035776843.1|AALB	LOC6501325|XP_032307487.1|DANA
OG0004221	LOC118459449|XP_035778743.1|AALB	LOC6505803|XP_001964403.2|DANA
OG0004222	LOC118459450|XP_035778744.1|AALB	LOC6505833|XP_001964452.1|DANA
OG0004223	LOC118459823|XP_035779474.1|AALB	LOC6500537|XP_032305352.1|DANA
OG0004224	LOC118459822|XP_035779471.1|AALB	LOC6498841|XP_001955832.1|DANA
OG0004225	LOC118459825|XP_035779478.1|AALB	LOC6505107|XP_001965444.1|DANA
OG0004226	LOC118468794|XP_035795895.1|AALB	LOC6499312|XP_014766007.1|DANA
OG0004227	LOC118456743|XP_035773688.1|AALB	LOC6498953|XP_001955615.2|DANA
OG0004228	LOC118457967|XP_035775902.1|AALB	LOC6501618|XP_001955614.1|DANA
OG0004230	LOC118460091|XP_035780001.1|AALB	LOC6503678|XP_032308576.1|DANA
OG0004231	LOC118468592|XP_035795439.1|AALB	LOC6493428|XP_001957728.1|DANA
OG0004232	LOC118468594|XP_035795443.1|AALB	LOC6506517|XP_014764793.1|DANA
OG0004233	LOC118468593|XP_035795440.1|AALB	LOC6506516|XP_001957732.1|DANA
OG0004234	LOC118460617|XP_035780952.1|AALB	LOC6506509|XP_014764791.1|DANA
OG0004235	LOC118458220|XP_035776372.1|AALB	LOC6504898|XP_001966552.1|DANA
OG0004236	LOC118457709|XP_035775382.1|AALB	LOC6505718|XP_001964396.1|DANA
OG0004237	LOC118457912|XP_035775802.1|AALB	LOC6500462|XP_001953270.1|DANA
OG0004238	LOC118461501|XP_035782818.1|AALB	LOC6501027|XP_001954413.1|DANA
OG0004239	LOC118461504|XP_035782823.1|AALB	LOC6505808|XP_001964410.1|DANA
OG0004240	LOC118461496|XP_035782813.1|AALB	LOC6501694|XP_032312248.1|DANA
OG0004241	LOC118458757|XP_035777443.1|AALB	LOC6500475|XP_001953297.1|DANA
OG0004242	LOC118458758|XP_035777444.1|AALB	LOC6499373|XP_001954765.1|DANA
OG0004243	LOC118459351|XP_035778527.1|AALB	LOC6493341|XP_001957555.1|DANA
OG0004244	LOC118459362|XP_035778553.1|AALB	LOC6501286|XP_001954922.1|DANA
OG0004245	LOC118459361|XP_035778552.1|AALB	LOC6492941|XP_001956697.1|DANA
OG0004246	LOC118461255|XP_035782263.1|AALB	LOC6507165|XP_032309940.1|DANA
OG0004247	LOC118459608|XP_035779058.1|AALB	LOC6504635|XP_001966494.1|DANA
OG0004248	LOC118459611|XP_035779062.1|AALB	LOC6495512|XP_001959005.1|DANA
OG0004249	LOC118456524|XP_035773261.1|AALB	LOC6507555|XP_001955906.1|DANA
OG0004250	LOC118456515|XP_035773244.1|AALB	LOC6504342|XP_001965017.1|DANA
OG0004251	LOC118456508|XP_035773230.1|AALB	LOC6504732|XP_032309113.1|DANA
OG0004252	LOC118456510|XP_035773237.1|AALB	LOC6501701|XP_001955797.1|DANA
OG0004253	LOC118458309|XP_035776537.1|AALB	LOC6499630|XP_001954263.1|DANA
OG0004254	LOC118460179|XP_035780176.1|AALB	LOC6503123|XP_001963465.1|DANA
OG0004257	LOC118459353|XP_035778530.1|AALB	LOC6499015|XP_001955508.1|DANA
OG0004258	LOC118458591|XP_035777148.1|AALB	LOC6500220|XP_032305319.1|DANA
OG0004259	LOC118458594|XP_035777152.1|AALB	LOC6496300|XP_001960647.1|DANA
OG0004260	LOC118458138|XP_035776219.1|AALB	LOC6501675|XP_032312185.1|DANA
OG0004261	LOC118458143|XP_035776230.1|AALB	LOC6500487|XP_014766582.1|DANA
OG0004262	LOC118460021|XP_035779846.1|AALB	LOC6503401|XP_001967502.1|DANA
OG0004263	LOC118460826|XP_035781362.1|AALB	LOC6501241|XP_001954832.1|DANA
OG0004264	LOC118461485|XP_035782754.1|AALB	LOC6499641|XP_001954239.1|DANA
OG0004265	LOC118457290|XP_035774645.1|AALB	LOC6500098|XP_001953231.1|DANA
OG0004266	LOC118466582|XP_035792035.1|AALB	LOC6494166|XP_001965970.1|DANA
OG0004267	LOC118466588|XP_035792040.1|AALB	LOC6505709|XP_001964416.1|DANA
OG0004268	LOC118466380|XP_035791498.1|AALB	LOC6494321|XP_032306141.1|DANA
OG0004269	LOC118467516|XP_035793964.1|AALB	LOC6495124|XP_001959000.1|DANA
OG0004270	LOC118464629|XP_035787967.1|AALB	LOC26514796|XP_014764049.1|DANA
OG0004271	LOC118460020|XP_035779844.1|AALB	LOC6495803|XP_001959621.1|DANA
OG0004272	LOC118467522|XP_035793977.1|AALB	LOC6500939|XP_001954212.1|DANA
OG0004273	LOC118467523|XP_035793978.1|AALB	LOC6500736|XP_001953816.1|DANA
