Orthogroup	AALB.longest_only	BTRY.longest_only
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC120772348|XP_039956844.1|BTRY
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC120771652|XP_039955701.1|BTRY
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC120770943|XP_039954588.1|BTRY
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC120776413|XP_039962975.1|BTRY
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC120776192|XP_039962751.1|BTRY
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC120776584|XP_039963287.1|BTRY
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC120768525|XP_039951188.1|BTRY
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC120780570|XP_039968763.1|BTRY
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC120775525|XP_039961679.1|BTRY
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC120778513|XP_039966281.1|BTRY
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC120778284|XP_039966005.1|BTRY
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC120777379|XP_039964604.1|BTRY
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC120778761|XP_039966673.1|BTRY
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC120781500|XP_039969657.1|BTRY, LOC120780690|XP_039968889.1|BTRY
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC120777505|XP_039964793.1|BTRY
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC120778548|XP_039966331.1|BTRY
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC120766520|XP_039948025.1|BTRY
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC120776658|XP_039963461.1|BTRY
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC120778077|XP_039965704.1|BTRY
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC120777715|XP_039965132.1|BTRY
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC120777288|XP_039964433.1|BTRY
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC120778545|XP_039966328.1|BTRY
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC120777987|XP_039965561.1|BTRY
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC120772654|XP_039957315.1|BTRY
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC120771250|XP_039955099.1|BTRY
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC120777226|XP_039964341.1|BTRY
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC120771646|XP_039955691.1|BTRY
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC120772625|XP_039957275.1|BTRY
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC120772624|XP_039957274.1|BTRY
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC120771172|XP_039954993.1|BTRY
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC120782882|XP_039971364.1|BTRY
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC120772557|XP_039957175.1|BTRY
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC120772005|XP_039956297.1|BTRY
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC120772725|XP_039957421.1|BTRY, LOC120772650|XP_039957310.1|BTRY
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC120772731|XP_039957426.1|BTRY
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC120780311|XP_039968537.1|BTRY
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC120777229|XP_039964344.1|BTRY
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC120777102|XP_039964172.1|BTRY
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC120771851|XP_039956028.1|BTRY
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC120771672|XP_039955722.1|BTRY
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC120767047|XP_039948834.1|BTRY
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC120770840|XP_039954370.1|BTRY
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC120777276|XP_039964414.1|BTRY
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC120778162|XP_039965826.1|BTRY
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC120770582|XP_039954096.1|BTRY
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC120771369|XP_039955262.1|BTRY
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC120771871|XP_039956056.1|BTRY
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC120777701|XP_039965114.1|BTRY
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC120777397|XP_039964627.1|BTRY
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC120777939|XP_039965472.1|BTRY
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC120771480|XP_039955448.1|BTRY
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC120779194|XP_039967393.1|BTRY
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC120778272|XP_039965985.1|BTRY
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC120777260|XP_039964393.1|BTRY
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC120772193|XP_039956593.1|BTRY
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC120770584|XP_039954100.1|BTRY
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC120778622|XP_039966440.1|BTRY
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC120770590|XP_039954112.1|BTRY
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC120770979|XP_039954654.1|BTRY
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC120769164|XP_039951983.1|BTRY
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC120778190|XP_039965862.1|BTRY, LOC120782109|XP_039970188.1|BTRY
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC120778065|XP_039965682.1|BTRY
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC120777261|XP_039964394.1|BTRY
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC120771470|XP_039955421.1|BTRY
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC120777783|XP_039965237.1|BTRY
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC120777140|XP_039964219.1|BTRY
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC120777055|XP_039964101.1|BTRY
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC120772474|XP_039957048.1|BTRY
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC120771320|XP_039955197.1|BTRY
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC120778822|XP_039966763.1|BTRY
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC120770587|XP_039954106.1|BTRY
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC120771145|XP_039954947.1|BTRY
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC120771144|XP_039954946.1|BTRY
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC120778055|XP_039965669.1|BTRY
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC120776682|XP_039963493.1|BTRY
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC120778615|XP_039966427.1|BTRY
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC120776587|XP_039963290.1|BTRY
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC120777222|XP_039964336.1|BTRY
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC120775065|XP_039960977.1|BTRY
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC120771954|XP_039956199.1|BTRY
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC120779145|XP_039967287.1|BTRY
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC120778385|XP_039966106.1|BTRY
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC120778125|XP_039965762.1|BTRY
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC120779160|XP_039967317.1|BTRY
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC120777876|XP_039965369.1|BTRY
OG0003727	LOC118464713|XP_035788140.1|AALB	LOC120776491|XP_039963106.1|BTRY
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC120766526|XP_039948030.1|BTRY
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC120776347|XP_039962834.1|BTRY
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC120778246|XP_039965940.1|BTRY
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC120777469|XP_039964727.1|BTRY
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC120777320|XP_039964495.1|BTRY
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC120776647|XP_039963413.1|BTRY
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC120779646|XP_039967932.1|BTRY, LOC120776927|XP_039963933.1|BTRY
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC120771952|XP_039956196.1|BTRY
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC120772735|XP_039957431.1|BTRY
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC120772980|XP_039957827.1|BTRY
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC120770041|XP_039953090.1|BTRY
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC120771811|XP_039955953.1|BTRY
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC120778559|XP_039966355.1|BTRY
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC120777427|XP_039964666.1|BTRY
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC120770928|XP_039954566.1|BTRY
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC120771813|XP_039955955.1|BTRY
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC120771215|XP_039955051.1|BTRY
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC120772312|XP_039956761.1|BTRY
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC120777458|XP_039964716.1|BTRY
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC120778547|XP_039966330.1|BTRY
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC120777725|XP_039965150.1|BTRY
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC120776922|XP_039963926.1|BTRY
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC120778645|XP_039966484.1|BTRY
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC120776469|XP_039963072.1|BTRY
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC120777758|XP_039965192.1|BTRY
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC120776633|XP_039963383.1|BTRY
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC120777249|XP_039964377.1|BTRY
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC120771044|XP_039954778.1|BTRY
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC120771947|XP_039956189.1|BTRY
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC120781285|XP_039969415.1|BTRY
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC120777294|XP_039964439.1|BTRY
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC120770002|XP_039953026.1|BTRY
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC120778159|XP_039965819.1|BTRY
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC120777281|XP_039964420.1|BTRY
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC120778092|XP_039965722.1|BTRY
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC120779197|XP_039967395.1|BTRY
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC120773408|XP_039958205.1|BTRY
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC120772566|XP_039957187.1|BTRY
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC120781245|XP_039969320.1|BTRY
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC120781223|XP_039969288.1|BTRY
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC120779610|XP_039967893.1|BTRY
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC120777927|XP_039965444.1|BTRY
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC120777439|XP_039964684.1|BTRY
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC120771781|XP_039955908.1|BTRY
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC120770279|XP_039953526.1|BTRY
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC120774253|XP_039959652.1|BTRY, LOC120774143|XP_039959472.1|BTRY
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC120772521|XP_039957112.1|BTRY, LOC120771854|XP_039956029.1|BTRY, LOC120772965|XP_039957803.1|BTRY
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC120771206|XP_039955043.1|BTRY
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC120771048|XP_039954785.1|BTRY
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC120772874|XP_039957644.1|BTRY
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC120770865|XP_039954418.1|BTRY
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC120780024|XP_039968247.1|BTRY
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC120774873|XP_039960661.1|BTRY
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC120779141|XP_039967286.1|BTRY
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC120781228|XP_039969295.1|BTRY
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC120772060|XP_039956379.1|BTRY
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC120770568|XP_039954081.1|BTRY
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC120770569|XP_039954083.1|BTRY
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC120771577|XP_039955580.1|BTRY
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC120772857|XP_039957608.1|BTRY
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC120778949|XP_039966948.1|BTRY
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC120772089|XP_039956428.1|BTRY
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC120772358|XP_039956857.1|BTRY
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC120771096|XP_039954863.1|BTRY
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC120770877|XP_039954447.1|BTRY
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC120776872|XP_039963863.1|BTRY
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC120766938|XP_039948621.1|BTRY
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC120769006|XP_039951779.1|BTRY
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC120772225|XP_039956644.1|BTRY
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC120771143|XP_039954945.1|BTRY
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC120768454|XP_039951089.1|BTRY
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC120769469|XP_039952422.1|BTRY
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC120769429|XP_039952344.1|BTRY
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC120776136|XP_039962610.1|BTRY
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC120769259|XP_039952094.1|BTRY
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC120767964|XP_039950291.1|BTRY
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC120767889|XP_039950148.1|BTRY
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC120781394|XP_039969535.1|BTRY
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC120776703|XP_039963527.1|BTRY
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC120768646|XP_039951349.1|BTRY
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC120770941|XP_039954584.1|BTRY
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC120771383|XP_039955284.1|BTRY
OG0003812	LOC118456167|XP_035772593.1|AALB	LOC120767536|XP_039949563.1|BTRY
OG0003813	LOC118457969|XP_035775903.1|AALB	LOC120768345|XP_039950933.1|BTRY
OG0003814	LOC118457739|XP_035775442.1|AALB	LOC120769569|XP_039952557.1|BTRY
OG0003815	LOC118457743|XP_035775448.1|AALB	LOC120767086|XP_039948891.1|BTRY
OG0003816	LOC118461879|XP_035783609.1|AALB	LOC120781400|XP_039969544.1|BTRY
OG0003817	LOC118457510|XP_035775044.1|AALB	LOC120781449|XP_039969598.1|BTRY
OG0003819	LOC118462908|XP_035784901.1|AALB	LOC120767850|XP_039950083.1|BTRY
OG0003820	LOC118468215|XP_035794903.1|AALB	LOC120775591|XP_039961765.1|BTRY
OG0003821	LOC118458371|XP_035776659.1|AALB	LOC120772117|XP_039956463.1|BTRY
OG0003822	LOC118457153|XP_035774371.1|AALB	LOC120767558|XP_039949628.1|BTRY
OG0003823	LOC118457866|XP_035775658.1|AALB	LOC120767381|XP_039949306.1|BTRY
OG0003824	LOC118456884|XP_035773896.1|AALB	LOC120769746|XP_039952836.1|BTRY
OG0003825	LOC118456837|XP_035773826.1|AALB	LOC120769059|XP_039951846.1|BTRY
OG0003826	LOC118458379|XP_035776678.1|AALB	LOC120768144|XP_039950636.1|BTRY
OG0003827	LOC118460075|XP_035779983.1|AALB	LOC120768332|XP_039950905.1|BTRY
OG0003828	LOC118460074|XP_035779981.1|AALB	LOC120768076|XP_039950539.1|BTRY
OG0003829	LOC118460071|XP_035779963.1|AALB	LOC120769191|XP_039952019.1|BTRY
OG0003830	LOC118456966|XP_035774053.1|AALB	LOC120768184|XP_039950686.1|BTRY
OG0003831	LOC118456777|XP_035773745.1|AALB	LOC120769052|XP_039951839.1|BTRY
OG0003832	LOC118459790|XP_035779409.1|AALB	LOC120769076|XP_039951870.1|BTRY
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	LOC120769041|XP_039951820.1|BTRY
OG0003834	LOC118457516|XP_035775053.1|AALB	LOC120767540|XP_039949578.1|BTRY
OG0003835	LOC118460964|XP_035781634.1|AALB	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY
OG0003836	LOC118460572|XP_035780873.1|AALB	LOC120778057|XP_039965673.1|BTRY
OG0003837	LOC118460568|XP_035780863.1|AALB	LOC120769055|XP_039951838.1|BTRY
OG0003838	LOC118468599|XP_035795475.1|AALB	LOC120768521|XP_039951185.1|BTRY
OG0003839	LOC118456470|XP_035773154.1|AALB	LOC120768141|XP_039950632.1|BTRY
OG0003840	LOC118461893|XP_035783640.1|AALB	LOC120772733|XP_039957430.1|BTRY
OG0003841	LOC118464174|XP_035787207.1|AALB	LOC120768664|XP_039951376.1|BTRY
OG0003842	LOC118459052|XP_035777971.1|AALB	LOC120768016|XP_039950394.1|BTRY
OG0003843	LOC118458558|XP_035777093.1|AALB	LOC120767352|XP_039949252.1|BTRY
OG0003844	LOC118457501|XP_035775030.1|AALB	LOC120768097|XP_039950571.1|BTRY
OG0003845	LOC118457660|XP_035775301.1|AALB	LOC120767388|XP_039949330.1|BTRY
OG0003846	LOC118460412|XP_035780592.1|AALB	LOC120781597|XP_039969766.1|BTRY
OG0003848	LOC118461871|XP_035783590.1|AALB	LOC120767455|XP_039949458.1|BTRY
OG0003849	LOC118457450|XP_035774939.1|AALB	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY
OG0003850	LOC118456297|XP_035772828.1|AALB	LOC120767806|XP_039950010.1|BTRY
OG0003851	LOC118460436|XP_035780622.1|AALB	LOC120776361|XP_039962870.1|BTRY
OG0003852	LOC118467789|XP_035794558.1|AALB	LOC120768391|XP_039950997.1|BTRY
OG0003853	LOC118461159|XP_035782049.1|AALB	LOC120770158|XP_039953288.1|BTRY
OG0003854	LOC118457893|XP_035775758.1|AALB	LOC120768576|XP_039951257.1|BTRY
OG0003855	LOC118457892|XP_035775754.1|AALB	LOC120769132|XP_039951933.1|BTRY
OG0003856	LOC118459061|XP_035777985.1|AALB	LOC120768469|XP_039951108.1|BTRY
OG0003857	LOC118456685|XP_035773565.1|AALB	LOC120767588|XP_039949670.1|BTRY
OG0003859	LOC118456763|XP_035773721.1|AALB	LOC120767958|XP_039950281.1|BTRY
OG0003860	LOC118458084|XP_035776137.1|AALB	LOC120770567|XP_039954080.1|BTRY
OG0003861	LOC118458442|XP_035776817.1|AALB	LOC120768927|XP_039951641.1|BTRY
OG0003862	LOC118457305|XP_035774675.1|AALB	LOC120767456|XP_039949460.1|BTRY
OG0003863	LOC118457303|XP_035774672.1|AALB	LOC120769308|XP_039952175.1|BTRY
OG0003864	LOC118457306|XP_035774682.1|AALB	LOC120768969|XP_039951697.1|BTRY
OG0003865	LOC118461665|XP_035783143.1|AALB	LOC120782585|XP_039970867.1|BTRY
OG0003866	LOC118458230|XP_035776391.1|AALB	LOC120768493|XP_039951144.1|BTRY
OG0003867	LOC118461670|XP_035783151.1|AALB	LOC120768633|XP_039951332.1|BTRY
OG0003868	LOC118457871|XP_035775678.1|AALB	LOC120768893|XP_039951580.1|BTRY
OG0003869	LOC118457467|XP_035774986.1|AALB	LOC120768255|XP_039950783.1|BTRY
OG0003870	LOC118457462|XP_035774960.1|AALB	LOC120767359|XP_039949261.1|BTRY
OG0003871	LOC118457469|XP_035774988.1|AALB	LOC120768127|XP_039950615.1|BTRY
OG0003872	LOC118456764|XP_035773724.1|AALB	LOC120772285|XP_039956729.1|BTRY
OG0003873	LOC118457997|XP_035775966.1|AALB	LOC120767300|XP_039949120.1|BTRY
OG0003874	LOC118459684|XP_035779208.1|AALB	LOC120768978|XP_039951713.1|BTRY
OG0003875	LOC118459690|XP_035779218.1|AALB	LOC120768231|XP_039950751.1|BTRY
OG0003876	LOC118456185|XP_035772632.1|AALB	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY
OG0003877	LOC118459216|XP_035778290.1|AALB	LOC120769454|XP_039952392.1|BTRY
OG0003878	LOC118468473|XP_035795184.1|AALB	LOC120768036|XP_039950466.1|BTRY
OG0003879	LOC118468476|XP_035795187.1|AALB	LOC120776950|XP_039963971.1|BTRY
OG0003880	LOC118468678|XP_035795674.1|AALB	LOC120777635|XP_039965021.1|BTRY
OG0003881	LOC118459049|XP_035777966.1|AALB	LOC120771202|XP_039955036.1|BTRY
OG0003882	LOC118460718|XP_035781155.1|AALB	LOC120771968|XP_039956246.1|BTRY
OG0003883	LOC118459132|XP_035778100.1|AALB	LOC120774902|XP_039960704.1|BTRY
OG0003884	LOC118458891|XP_035777736.1|AALB	LOC120767732|XP_039949874.1|BTRY
OG0003885	LOC118457235|XP_035774508.1|AALB	LOC120768412|XP_039951028.1|BTRY, LOC120768411|XP_039951027.1|BTRY
OG0003886	LOC118457233|XP_035774505.1|AALB	LOC120769785|XP_039952906.1|BTRY
OG0003887	LOC118468883|XP_035796068.1|AALB	LOC120767189|XP_039948922.1|BTRY
OG0003888	LOC118456889|XP_035773903.1|AALB	LOC120782586|XP_039970868.1|BTRY
OG0003889	LOC118460113|XP_035780041.1|AALB	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC118458896|XP_035777745.1|AALB	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC118460631|XP_035780978.1|AALB	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC120771308|XP_039955177.1|BTRY
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC120771037|XP_039954760.1|BTRY
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC120770373|XP_039953724.1|BTRY
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC120781487|XP_039969646.1|BTRY
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC118459321|XP_035778465.1|AALB	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC118459328|XP_035778477.1|AALB	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC118459297|XP_035778437.1|AALB	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC118460336|XP_035780445.1|AALB	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC118461443|XP_035782654.1|AALB	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC118461447|XP_035782661.1|AALB	LOC120768526|XP_039951189.1|BTRY
