Orthogroup	AALB.longest_only	DERE.longest_only
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC6550037|XP_015010821.1|DERE
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC6548374|XP_001976649.1|DERE
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC6553899|XP_001979572.1|DERE
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC6552352|XP_001979773.1|DERE
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC6552534|XP_001979848.2|DERE
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC6554627|XP_015009193.1|DERE
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC6553624|XP_026836345.1|DERE
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC6553403|XP_001979272.1|DERE
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC6555425|XP_001981440.1|DERE
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC6554762|XP_001982198.2|DERE
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC6555492|XP_001981875.1|DERE
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC6555475|XP_026831551.1|DERE
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC6555283|XP_026839699.1|DERE
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC6555302|XP_001982323.1|DERE
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC6548258|XP_001976623.2|DERE
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC6553423|XP_001980233.1|DERE
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC6547169|XP_001976170.1|DERE
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC6554180|XP_001981490.1|DERE
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC6554182|XP_001981491.1|DERE
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC6552866|XP_001979974.1|DERE
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC6555418|XP_026832085.1|DERE
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC6555259|XP_026831999.1|DERE
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC6553267|XP_001980157.1|DERE
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC6555035|XP_001981406.1|DERE
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC6552086|XP_001978797.3|DERE
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC6545842|XP_001972741.1|DERE
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC6550624|XP_026837252.1|DERE
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC6553496|XP_001979336.1|DERE
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC6554339|XP_001982103.2|DERE
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC6553682|XP_015009870.1|DERE
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC6553419|XP_001979317.1|DERE
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC6553420|XP_001979318.3|DERE
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC6555059|XP_001981387.1|DERE
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC6555060|XP_001981388.2|DERE
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC6546572|XP_001974562.1|DERE
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC6555204|XP_001982072.2|DERE
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC6552958|XP_001981026.1|DERE
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC6553864|XP_001979607.2|DERE
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC6551791|XP_001979616.1|DERE
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC6546350|XP_026832774.1|DERE
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC6547890|XP_001976449.1|DERE
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC6555879|XP_026839021.1|DERE
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC6551753|XP_001978856.2|DERE
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC6555111|XP_001982027.1|DERE
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC6554480|XP_026833623.1|DERE
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC6550799|XP_001978090.2|DERE
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC6555189|XP_001981625.3|DERE
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC6552785|XP_001978971.1|DERE
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC6552784|XP_026831544.1|DERE
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC6552786|XP_001978972.1|DERE
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC6555021|XP_001982033.1|DERE
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC6555371|XP_015009145.1|DERE
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC6540627|XP_001968887.1|DERE
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC6552414|XP_001980859.1|DERE
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC6546288|XP_001971311.1|DERE
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC6545780|XP_001973416.2|DERE
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC6549907|XP_001977383.1|DERE
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC6550620|XP_015011265.1|DERE
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC6555833|XP_026839166.1|DERE
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC6552068|XP_001978788.1|DERE
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC6552406|XP_001979804.1|DERE
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC6553097|XP_001980052.2|DERE
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC6553560|XP_001979340.1|DERE
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC6553561|XP_001979341.1|DERE
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC6544384|XP_001971478.1|DERE
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC6541481|XP_001968486.1|DERE
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC6552030|XP_001980675.2|DERE
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC6547974|XP_015012243.1|DERE
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC6552369|XP_001978880.1|DERE
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC6552065|XP_001979721.1|DERE
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC6554055|XP_026831686.1|DERE
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC6554559|XP_001982163.1|DERE
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC6552783|XP_001978969.3|DERE
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC6544358|XP_001971996.1|DERE
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC6552650|XP_026832126.1|DERE
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC6552082|XP_001979782.3|DERE
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC6552405|XP_001979803.1|DERE
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC6554484|XP_001981929.1|DERE
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC6552527|XP_001979919.1|DERE
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC6554601|XP_001981036.1|DERE
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC6554187|XP_001981263.1|DERE
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC6552559|XP_001979897.3|DERE
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC6549175|XP_026837013.1|DERE
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC6541633|XP_026834279.1|DERE
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC6542373|XP_001969927.1|DERE
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC113563677|XP_026833709.1|DERE
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC6553439|XP_026831698.1|DERE
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC6555864|XP_026839303.1|DERE
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC6553426|XP_026835931.1|DERE
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC6553685|XP_001980382.2|DERE
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC6552302|XP_001980827.1|DERE
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC6552827|XP_001979060.1|DERE
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC6552826|XP_001979059.1|DERE
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC6552825|XP_026839650.1|DERE
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC6552948|XP_001979036.1|DERE
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC6552933|XP_001981010.2|DERE
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC6553202|XP_001980295.1|DERE
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC6553204|XP_001980297.1|DERE
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC6555054|XP_001981382.1|DERE
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC6554514|XP_001981528.1|DERE
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC6552543|XP_001980839.1|DERE
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC6553807|XP_001979564.3|DERE
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC6554633|XP_015009021.1|DERE
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC6554196|XP_026838678.1|DERE
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC6554377|XP_026834708.1|DERE
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC6552177|XP_026831982.1|DERE
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC6549632|XP_001974438.1|DERE
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC6552840|XP_001979873.1|DERE
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC6553646|XP_001979380.1|DERE
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC113563918|XP_026833121.1|DERE
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC6552301|XP_001980826.2|DERE
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC6549448|XP_001974270.1|DERE
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC6553479|XP_001980273.1|DERE
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC6552939|XP_001981016.1|DERE
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC6555102|XP_026831597.1|DERE
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC26526137|XP_015010447.1|DERE
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC6553396|XP_026831459.1|DERE
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC6552569|XP_026839778.1|DERE
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC6554611|XP_001982169.3|DERE
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC6545963|XP_001971231.2|DERE
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC6555172|XP_001982270.1|DERE
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC6555378|XP_001982091.1|DERE
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC6555377|XP_015008879.1|DERE
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC6554168|XP_001982110.1|DERE
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC6554522|XP_001982159.1|DERE
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC6551768|XP_001980637.1|DERE
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC6546775|XP_001976002.1|DERE
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC6553537|XP_001980266.1|DERE
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC6552475|XP_015009759.1|DERE
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC6553185|XP_001979104.1|DERE
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC6545824|XP_001972193.2|DERE
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC6545831|XP_026832346.1|DERE
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC6545771|XP_026832779.1|DERE
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC6541077|XP_001969103.1|DERE
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC6549634|XP_026836678.1|DERE
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC6550053|XP_001977620.1|DERE
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC6548682|XP_026836621.1|DERE
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC6552117|XP_001979724.1|DERE
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC6542238|XP_026835563.1|DERE
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC6541870|XP_001969433.1|DERE
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC6544124|XP_001971418.3|DERE
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC6552169|XP_001979732.1|DERE
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC6543674|XP_001971372.1|DERE
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC6545517|XP_001971594.1|DERE
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC6546020|XP_026833943.1|DERE
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC6546418|XP_001971258.1|DERE
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC6541572|XP_001970749.1|DERE
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC6547841|XP_001975052.1|DERE
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC6549360|XP_001975789.1|DERE
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC6546599|XP_015012345.1|DERE
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC6545472|XP_001971010.1|DERE
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC26526003|XP_026831524.1|DERE
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC6541505|XP_026835487.1|DERE
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC6555579|XP_001982496.1|DERE
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC6544708|XP_026833149.1|DERE
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC6543984|XP_001973725.1|DERE
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC6545482|XP_001973378.1|DERE
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC6547888|XP_001976432.1|DERE
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC6540663|XP_015014563.1|DERE
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC6540715|XP_001970341.2|DERE
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC6542545|XP_001969094.1|DERE
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC6546663|XP_001974575.1|DERE
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC6547248|XP_001976134.1|DERE
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC6541937|XP_026834995.1|DERE
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC6544219|XP_001973035.2|DERE
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC6544351|XP_015013352.1|DERE
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC6546158|XP_026832554.1|DERE
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC6546405|XP_001973550.1|DERE
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC6543953|XP_026832336.1|DERE
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC6545182|XP_026832330.1|DERE
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC6544388|XP_001971482.1|DERE
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC6547788|XP_001974943.2|DERE
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC6546551|XP_026837033.1|DERE
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC6553903|XP_001979576.1|DERE
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC6544429|XP_001971461.1|DERE
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC6544352|XP_026832919.1|DERE
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC6552367|XP_015009988.2|DERE
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC6548851|XP_001975417.1|DERE
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC6542228|XP_026834351.1|DERE
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC6546517|XP_001971270.1|DERE
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC6541809|XP_001970619.1|DERE
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC6543708|XP_015013293.1|DERE
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC6547033|XP_026836090.1|DERE
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC6549515|XP_001975697.1|DERE
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC6544043|XP_001971967.1|DERE
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC6544806|XP_001973185.1|DERE
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC6543695|XP_001972969.1|DERE
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC6544636|XP_001972026.1|DERE
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC6544490|XP_001971473.1|DERE
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC6546975|XP_001974617.1|DERE
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC6547406|XP_001974823.1|DERE
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC6545686|XP_015013535.2|DERE
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC6543580|XP_001972293.1|DERE
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC6543177|XP_001969074.1|DERE
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC6542109|XP_001969113.1|DERE
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC6546249|XP_001972856.1|DERE
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC6555866|XP_001982743.2|DERE
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC6540942|XP_001968257.1|DERE
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC6553713|XP_001980357.3|DERE
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC6546453|XP_026832489.1|DERE
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC6545603|XP_015013627.1|DERE
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC6544925|XP_001972544.1|DERE
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC6543944|XP_026832348.1|DERE
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC6544434|XP_001971466.1|DERE
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC6546766|XP_026836456.1|DERE
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC6541464|XP_001970739.1|DERE
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC6541647|XP_001970748.1|DERE
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC6544005|XP_001971897.1|DERE
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC6545814|XP_015013370.1|DERE
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC6541070|XP_015014795.1|DERE
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC6547938|XP_026836223.1|DERE
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC6545721|XP_026832395.1|DERE
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC6548732|XP_001973983.3|DERE
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC6554248|XP_001982097.1|DERE
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC6546782|XP_026836351.1|DERE
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC6546823|XP_001974580.1|DERE
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC6546098|XP_001972255.1|DERE
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC6541050|XP_001970361.1|DERE
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC6546389|XP_001972879.1|DERE
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC6545053|XP_001971560.1|DERE
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC6547828|XP_001974975.1|DERE
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC6542147|XP_001970607.1|DERE
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC6541721|XP_001970606.1|DERE
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC6547897|XP_001976391.1|DERE
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC6546654|XP_001974497.1|DERE
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC6546584|XP_001975898.2|DERE
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC6546585|XP_026837026.1|DERE
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC6546625|XP_026836662.1|DERE
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC6547968|XP_001976561.1|DERE
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC6545032|XP_001971564.1|DERE
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC6545031|XP_026832665.1|DERE
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC6549547|XP_001975753.1|DERE
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC6547868|XP_001976447.1|DERE
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC6542630|XP_001970609.1|DERE
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC6548986|XP_015011694.1|DERE
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC6547298|XP_001974724.1|DERE
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC6541079|XP_015015408.1|DERE
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC6549585|XP_001975819.1|DERE
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC6547947|XP_001976549.1|DERE
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC6545522|XP_001973363.1|DERE
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC6544039|XP_001971963.1|DERE
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC6546648|XP_001975857.1|DERE
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC6545772|XP_001971639.2|DERE
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC6545934|XP_026832632.1|DERE
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC6541066|XP_001970368.1|DERE
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC6546796|XP_001975890.1|DERE
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC6545854|XP_026832407.1|DERE
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC6542445|XP_001969340.1|DERE
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC6548346|XP_001975517.1|DERE
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC6547857|XP_001975040.1|DERE
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC6542110|XP_026835339.1|DERE
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC6548240|XP_001976567.1|DERE
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC6543120|XP_001969115.1|DERE
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC6546292|XP_001971315.1|DERE
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC6543673|XP_001971371.1|DERE
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC6545591|XP_001972148.1|DERE
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC6540967|XP_001968744.1|DERE
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC6555320|XP_001981881.1|DERE
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC6550750|XP_001978047.1|DERE
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC6554232|XP_001981249.1|DERE
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC6545243|XP_001972567.2|DERE
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC6545551|XP_001973390.1|DERE
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC6543903|XP_001972974.2|DERE
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC6549283|XP_001974245.1|DERE
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC6545164|XP_001972572.2|DERE
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC6543553|XP_001972306.1|DERE
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC6552000|XP_001980808.1|DERE
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC6545784|XP_001973420.1|DERE
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC6544855|XP_026832856.1|DERE
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC6546153|XP_001971296.1|DERE
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC6543595|XP_001973597.1|DERE
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC6544399|XP_001972029.1|DERE
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC26526615|XP_026832899.1|DERE
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC6541413|XP_001969067.1|DERE
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC6542446|XP_001970732.1|DERE
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC6546035|XP_001971724.1|DERE
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC6542829|XP_026839327.1|DERE
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC6547550|XP_001976171.1|DERE
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC6547551|XP_001976172.1|DERE
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC6547863|XP_026836931.1|DERE
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC6555274|XP_001981839.1|DERE
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC6548026|XP_001975183.1|DERE
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC6548776|XP_026835893.1|DERE
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC6541550|XP_001970536.1|DERE
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC6542801|XP_015014600.1|DERE
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC26526215|XP_015014242.1|DERE
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC6543570|XP_001971830.3|DERE
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC6543565|XP_001971825.1|DERE
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC6546825|XP_001974582.1|DERE
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC6548848|XP_001975462.1|DERE
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC6553670|XP_001980412.1|DERE
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC6549523|XP_001975815.2|DERE
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC6545822|XP_001972175.1|DERE
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC6545481|XP_026833289.1|DERE
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC6543376|XP_001969133.2|DERE
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC6546570|XP_001974560.1|DERE
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC6546658|XP_001974501.1|DERE
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC6544239|XP_026832783.1|DERE
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC6546354|XP_026833192.1|DERE
