Orthogroup	AALB.longest_only	DYAK.longest_only
OG0004789	LOC118459289|XP_035778427.1|AALB	LOC6537574|XP_002098120.1|DYAK
OG0004790	LOC118468835|XP_035795969.1|AALB	LOC6538391|XP_002098915.3|DYAK
OG0004791	LOC118459971|XP_035779754.1|AALB	LOC6539008|XP_002099510.1|DYAK
OG0004792	LOC118461728|XP_035783308.1|AALB	LOC6535644|XP_002096272.1|DYAK
OG0004793	LOC118458971|XP_035777852.1|AALB	LOC6537998|XP_002098533.2|DYAK
OG0004794	LOC118457385|XP_035774814.1|AALB	LOC6536990|XP_002097559.1|DYAK
OG0004795	LOC118457817|XP_035775583.1|AALB	LOC6536931|XP_002097500.1|DYAK
OG0004796	LOC118458837|XP_035777630.1|AALB	LOC6536866|XP_002097435.1|DYAK
OG0004797	LOC118458834|XP_035777624.1|AALB	LOC6537643|XP_039231847.1|DYAK
OG0004798	LOC118462029|XP_035783895.1|AALB	LOC6538087|XP_002098621.1|DYAK
OG0004799	LOC118461479|XP_035782729.1|AALB	LOC6536158|XP_002096758.1|DYAK
OG0004800	LOC118458437|XP_035776789.1|AALB	LOC6537362|XP_002097919.1|DYAK
OG0004801	LOC118460064|XP_035779953.1|AALB	LOC6538563|XP_002099085.1|DYAK
OG0004802	LOC118456303|XP_035772834.1|AALB	LOC6535834|XP_002096455.1|DYAK
OG0004803	LOC118459899|XP_035779608.1|AALB	LOC6538158|XP_002098692.2|DYAK
OG0004804	LOC118458164|XP_035776259.1|AALB	LOC6535298|XP_039232793.1|DYAK
OG0004805	LOC118461345|XP_035782451.1|AALB	LOC6536363|XP_002096945.1|DYAK
OG0004806	LOC118468775|XP_035795858.1|AALB	LOC6524591|XP_002100448.1|DYAK
OG0004807	LOC118461364|XP_035782498.1|AALB	LOC6538597|XP_002099119.2|DYAK
OG0004808	LOC118460733|XP_035781184.1|AALB	LOC6536465|XP_002097046.1|DYAK
OG0004809	LOC118461626|XP_035783068.1|AALB	LOC6535852|XP_002096471.2|DYAK
OG0004810	LOC118461625|XP_035783067.1|AALB	LOC6535846|XP_002096467.2|DYAK
OG0004811	LOC118460421|XP_035780604.1|AALB	LOC6539739|XP_015045005.1|DYAK
OG0004812	LOC118457120|XP_035774319.1|AALB	LOC6536360|XP_039232487.1|DYAK
OG0004813	LOC118458098|XP_035776161.1|AALB	LOC6537956|XP_002098493.1|DYAK
OG0004814	LOC118458288|XP_035776504.1|AALB	LOC6536444|XP_002097025.1|DYAK
OG0004815	LOC118461002|XP_035781721.1|AALB	LOC6524005|XP_002099877.2|DYAK
OG0004816	LOC118458919|XP_035777779.1|AALB	LOC6525277|XP_002101113.1|DYAK
OG0004817	LOC118457333|XP_035774720.1|AALB	LOC6525279|XP_002101115.2|DYAK
OG0004818	LOC118463260|XP_035785623.1|AALB	LOC6536207|XP_002096798.1|DYAK
OG0004819	LOC118463253|XP_035785616.1|AALB	LOC6537839|XP_002098380.1|DYAK
OG0004820	LOC118463252|XP_035785615.1|AALB	LOC6536468|XP_002097049.1|DYAK
OG0004821	LOC118462567|XP_035784258.1|AALB	LOC6537967|XP_002098504.2|DYAK
OG0004822	LOC118462571|XP_035784266.1|AALB	LOC6537316|XP_002097873.1|DYAK
OG0004823	LOC118464105|XP_035787083.1|AALB	LOC6536993|XP_002097562.2|DYAK
OG0004824	LOC118461940|XP_035783715.1|AALB	LOC6536994|XP_002097563.1|DYAK
OG0004825	LOC118464523|XP_035787853.1|AALB	LOC6523742|XP_002099617.1|DYAK
OG0004826	LOC118465924|XP_035790516.1|AALB	LOC6537547|XP_002098093.1|DYAK
OG0004827	LOC118465925|XP_035790517.1|AALB	LOC6535276|XP_002095932.1|DYAK
OG0004828	LOC118465926|XP_035790519.1|AALB	LOC6537937|XP_002098477.1|DYAK
OG0004829	LOC118460916|XP_035781562.1|AALB	LOC6538772|XP_002099286.1|DYAK
OG0004830	LOC118457016|XP_035774139.1|AALB	LOC6536805|XP_002097375.3|DYAK
OG0004831	LOC118456848|XP_035773837.1|AALB	LOC6533157|XP_002093883.1|DYAK
OG0004832	LOC118458545|XP_035777073.1|AALB	LOC6536848|XP_002097417.1|DYAK
OG0004833	LOC118460554|XP_035780842.1|AALB	LOC6537480|XP_002098036.1|DYAK
OG0004834	LOC118461654|XP_035783125.1|AALB	LOC6537927|XP_002098467.1|DYAK
OG0004835	LOC118460452|XP_035780663.1|AALB	LOC6537924|XP_002098464.1|DYAK
OG0004836	LOC118456263|XP_035772757.1|AALB	LOC6537864|XP_002098405.1|DYAK
OG0004837	LOC118466978|XP_035792785.1|AALB	LOC6534750|XP_002095425.2|DYAK
OG0004838	LOC118457550|XP_035775110.1|AALB	LOC6536550|XP_015047827.1|DYAK
OG0004839	LOC118457546|XP_035775101.1|AALB	LOC6536548|XP_015047826.1|DYAK
OG0004840	LOC118463418|XP_035785865.1|AALB	LOC6538736|XP_002099251.1|DYAK
OG0004841	LOC118456585|XP_035773375.1|AALB	LOC6528282|XP_002089335.1|DYAK
OG0004842	LOC118459381|XP_035778575.1|AALB	LOC6538056|XP_002098591.1|DYAK
OG0004843	LOC118458790|XP_035777524.1|AALB	LOC6535567|XP_002096196.1|DYAK
OG0004844	LOC118459556|XP_035778941.1|AALB	LOC6527439|XP_002088531.2|DYAK
OG0004845	LOC118459553|XP_035778927.1|AALB	LOC6535376|XP_002096026.1|DYAK
OG0004846	LOC118468549|XP_035795337.1|AALB	LOC6526725|XP_002087828.1|DYAK
OG0004847	LOC118456715|XP_035773644.1|AALB	LOC6526724|XP_002087827.1|DYAK
OG0004848	LOC118457955|XP_035775872.1|AALB	LOC6536675|XP_002097248.1|DYAK
OG0004850	LOC118460356|XP_035780491.1|AALB	LOC6536119|XP_039231245.1|DYAK
OG0004851	LOC118461212|XP_035782166.1|AALB	LOC6536120|XP_002096728.1|DYAK
OG0004852	LOC118458280|XP_035776496.1|AALB	LOC6536137|XP_015047583.1|DYAK
OG0004853	LOC118466452|XP_035791684.1|AALB	LOC6530651|XP_002091549.3|DYAK
OG0004854	LOC118463320|XP_035785699.1|AALB	LOC6533850|XP_039230761.1|DYAK
OG0004855	LOC118463322|XP_035785706.1|AALB	LOC26536306|XP_015050225.1|DYAK
OG0004856	LOC118466455|XP_035791688.1|AALB	LOC6533364|XP_039229630.1|DYAK
OG0004857	LOC118464546|XP_035787877.1|AALB	LOC6532473|XP_002093220.2|DYAK
OG0004858	LOC118464450|XP_035787726.1|AALB	LOC6533371|XP_039229626.1|DYAK
OG0004859	LOC118465591|XP_035789850.1|AALB	LOC6533373|XP_002094098.1|DYAK
OG0004860	LOC118466396|XP_035791541.1|AALB	LOC6533496|XP_002094207.1|DYAK
OG0004861	LOC118466393|XP_035791529.1|AALB	LOC6533533|XP_015050112.1|DYAK
OG0004862	LOC118466084|XP_035790871.1|AALB	LOC6533542|XP_039229889.1|DYAK
OG0004863	LOC118463782|XP_035786500.1|AALB	LOC6533100|XP_002093826.2|DYAK
OG0004864	LOC118463789|XP_035786515.1|AALB	LOC6532955|XP_002093690.1|DYAK
OG0004865	LOC118463788|XP_035786513.1|AALB	LOC6538213|XP_002098740.1|DYAK
OG0004866	LOC118465299|XP_035789275.1|AALB	LOC6533288|XP_002094014.1|DYAK
OG0004867	LOC118464911|XP_035788570.1|AALB	LOC6530224|XP_039229146.1|DYAK
OG0004868	LOC118464914|XP_035788576.1|AALB	LOC6529086|XP_002090099.1|DYAK
OG0004869	LOC118463318|XP_035785697.1|AALB	LOC6528305|XP_002089358.1|DYAK
OG0004870	LOC118463328|XP_035785718.1|AALB	LOC6528310|XP_015054435.1|DYAK
OG0004871	LOC118465099|XP_035788924.1|AALB	LOC6532069|XP_002092846.1|DYAK
OG0004872	LOC118466121|XP_035790960.1|AALB	LOC6532150|XP_002092926.1|DYAK
OG0004873	LOC118464320|XP_035787511.1|AALB	LOC6527690|XP_002088774.1|DYAK
OG0004874	LOC118463778|XP_035786485.1|AALB	LOC6538452|XP_002098976.1|DYAK
OG0004875	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB	LOC6525853|XP_039233355.1|DYAK
OG0004876	LOC118466685|XP_035792206.1|AALB	LOC6523841|XP_002099714.1|DYAK
OG0004877	LOC118462985|XP_035785087.1|AALB	LOC6533779|XP_002094482.1|DYAK
OG0004878	LOC118462961|XP_035785007.1|AALB	LOC6528465|XP_002089511.1|DYAK
OG0004879	LOC118463145|XP_035785404.1|AALB	LOC6531987|XP_015051655.1|DYAK
OG0004880	LOC118463161|XP_035785440.1|AALB	LOC6534642|XP_002095317.1|DYAK
OG0004881	LOC118463148|XP_035785417.1|AALB	LOC6533208|XP_002093934.1|DYAK
OG0004883	LOC118463158|XP_035785436.1|AALB	LOC6533441|XP_002094152.2|DYAK
OG0004884	LOC118466650|XP_035792113.1|AALB	LOC6531559|XP_039229252.1|DYAK
OG0004885	LOC118466660|XP_035792151.1|AALB	LOC6530056|XP_002091002.1|DYAK
OG0004886	LOC118466659|XP_035792150.1|AALB	LOC6531493|XP_002092292.1|DYAK
OG0004887	LOC118466658|XP_035792149.1|AALB	LOC6531115|XP_002091949.1|DYAK
OG0004888	LOC118467708|XP_035794385.1|AALB	LOC6531015|XP_039229065.1|DYAK
OG0004889	LOC118467716|XP_035794411.1|AALB	LOC6528838|XP_015054077.1|DYAK
OG0004890	LOC118465205|XP_035789083.1|AALB	LOC6531553|XP_002092351.1|DYAK
OG0004891	LOC118464284|XP_035787453.1|AALB	LOC6524545|XP_002100402.1|DYAK
OG0004892	LOC118465944|XP_035790561.1|AALB	LOC6531069|XP_039227996.1|DYAK
OG0004893	LOC118463189|XP_035785510.1|AALB	LOC6531276|XP_002092085.1|DYAK
OG0004894	LOC118464462|XP_035787756.1|AALB	LOC6530030|XP_002090976.2|DYAK
OG0004895	LOC118465102|XP_035788929.1|AALB	LOC6531843|XP_002092630.1|DYAK
OG0004896	LOC118465308|XP_035789306.1|AALB	LOC6531030|XP_015052796.1|DYAK
OG0004897	LOC118465301|XP_035789288.1|AALB	LOC6531028|XP_039228973.1|DYAK
OG0004898	LOC118465316|XP_035789326.1|AALB	LOC6528869|XP_015054087.1|DYAK
OG0004899	LOC118465292|XP_035789233.1|AALB	LOC6529326|XP_002090331.3|DYAK
OG0004900	LOC118463454|XP_035785933.1|AALB	LOC6528863|XP_002089895.1|DYAK
OG0004901	LOC118464634|XP_035787973.1|AALB	LOC6528864|XP_002089896.1|DYAK
OG0004902	LOC118464650|XP_035788008.1|AALB	LOC6532460|XP_002093207.1|DYAK
OG0004903	LOC118467050|XP_035792938.1|AALB	LOC6531590|XP_002092388.1|DYAK
OG0004904	LOC118462972|XP_035785032.1|AALB	LOC6538794|XP_002099307.1|DYAK
OG0004905	LOC118463651|XP_035786288.1|AALB	LOC6528482|XP_039226283.1|DYAK
OG0004906	LOC118463075|XP_035785229.1|AALB	LOC6532574|XP_002093318.1|DYAK
OG0004907	LOC118464668|XP_035788073.1|AALB	LOC6533286|XP_002094012.1|DYAK
OG0004909	LOC118466839|XP_035792543.1|AALB	LOC6534728|XP_039230000.1|DYAK
OG0004910	LOC118467079|XP_035793009.1|AALB	LOC6534732|XP_002095407.2|DYAK
OG0004911	LOC118466089|XP_035790890.1|AALB	LOC6532820|XP_002093557.1|DYAK
OG0004912	LOC118465441|XP_035789584.1|AALB	LOC6532575|XP_002093319.1|DYAK
OG0004913	LOC118464916|XP_035788579.1|AALB	LOC6530765|XP_002091653.1|DYAK
OG0004914	LOC118466983|XP_035792793.1|AALB	LOC6530758|XP_002091648.2|DYAK
OG0004915	LOC118466990|XP_035792801.1|AALB	LOC6532065|XP_002092842.1|DYAK
OG0004916	LOC118464065|XP_035787006.1|AALB	LOC6531391|XP_002092194.1|DYAK
OG0004917	LOC118466300|XP_035791291.1|AALB	LOC6532564|XP_002093309.2|DYAK
OG0004918	LOC118466295|XP_035791276.1|AALB	LOC6532566|XP_002093311.1|DYAK
OG0004919	LOC118466303|XP_035791300.1|AALB	LOC6539024|XP_039232846.1|DYAK
OG0004920	LOC118466298|XP_035791288.1|AALB	LOC6539713|XP_002086598.1|DYAK
OG0004921	LOC118466297|XP_035791280.1|AALB	LOC6533309|XP_039230307.1|DYAK
OG0004922	LOC118463169|XP_035785456.1|AALB	LOC6532689|XP_002093433.2|DYAK
OG0004923	LOC118464292|XP_035787467.1|AALB	LOC6532949|XP_002093684.1|DYAK
OG0004924	LOC118464728|XP_035788202.1|AALB	LOC6533176|XP_002093902.1|DYAK
OG0004925	LOC118465569|XP_035789824.1|AALB	LOC6532314|XP_002093074.1|DYAK
OG0004926	LOC118465042|XP_035788801.1|AALB	LOC6533223|XP_002093949.1|DYAK
OG0004927	LOC118466145|XP_035790998.1|AALB	LOC6532609|XP_015049463.1|DYAK
OG0004928	LOC118462530|XP_035784176.1|AALB	LOC6530994|XP_015051763.1|DYAK
OG0004929	LOC118464253|XP_035787382.1|AALB	LOC6532228|XP_015049252.1|DYAK
OG0004930	LOC118467879|XP_035794683.1|AALB	LOC6530217|XP_002091155.2|DYAK
OG0004931	LOC118465409|XP_035789524.1|AALB	LOC6530768|XP_002091656.1|DYAK
OG0004932	LOC118465399|XP_035789492.1|AALB	LOC6532198|XP_002092972.2|DYAK
OG0004933	LOC118464842|XP_035788431.1|AALB	LOC6531386|XP_002092189.1|DYAK
OG0004934	LOC118463790|XP_035786516.1|AALB	LOC6531943|XP_002092729.1|DYAK
OG0004935	LOC118464660|XP_035788054.1|AALB	LOC6531085|XP_002091919.1|DYAK
OG0004936	LOC118463469|XP_035785952.1|AALB	LOC6532986|XP_002093721.1|DYAK
OG0004937	LOC118464623|XP_035787962.1|AALB	LOC6533178|XP_039230611.1|DYAK
OG0004938	LOC118462804|XP_035784700.1|AALB	LOC6533357|XP_002094082.1|DYAK
OG0004939	LOC118462815|XP_035784727.1|AALB	LOC6539440|XP_039230705.1|DYAK
OG0004940	LOC118462806|XP_035784702.1|AALB	LOC6539435|XP_039230702.1|DYAK
OG0004941	LOC118463711|XP_035786397.1|AALB	LOC6535104|XP_015051003.2|DYAK
OG0004942	LOC118467458|XP_035793862.1|AALB	LOC6533074|XP_002093806.1|DYAK
OG0004943	LOC118467459|XP_035793863.1|AALB	LOC6532731|XP_002093473.1|DYAK
OG0004944	LOC118465738|XP_035790093.1|AALB	LOC6533483|XP_002094194.2|DYAK
OG0004945	LOC118463010|XP_035785135.1|AALB	LOC6528328|XP_002089381.1|DYAK
OG0004946	LOC118467415|XP_035793791.1|AALB	LOC6534635|XP_002095310.1|DYAK
OG0004947	LOC118463506|XP_035785998.1|AALB	LOC6532423|XP_002093170.1|DYAK
OG0004948	LOC118465785|XP_035790212.1|AALB	LOC6532425|XP_002093172.1|DYAK
OG0004949	LOC118462459|XP_035784023.1|AALB	LOC6532430|XP_002093177.2|DYAK
OG0004950	LOC118462464|XP_035784040.1|AALB	LOC6532205|XP_015049220.2|DYAK
OG0004951	LOC118462461|XP_035784027.1|AALB	LOC6538203|XP_002098731.1|DYAK
OG0004952	LOC118466778|XP_035792397.1|AALB	LOC6533860|XP_002094560.1|DYAK
OG0004953	LOC118466785|XP_035792414.1|AALB	LOC6535091|XP_002095755.1|DYAK
OG0004954	LOC118466775|XP_035792394.1|AALB	LOC6535093|XP_002095757.2|DYAK
OG0004955	LOC118462999|XP_035785120.1|AALB	LOC6533244|XP_002093970.1|DYAK
OG0004956	LOC118463150|XP_035785421.1|AALB	LOC6528853|XP_002089885.1|DYAK
OG0004957	LOC118465297|XP_035789269.1|AALB	LOC6532767|XP_002093509.2|DYAK
OG0004958	LOC118462984|XP_035785083.1|AALB	LOC6533854|XP_002094554.1|DYAK
OG0004959	LOC118462996|XP_035785115.1|AALB	LOC6533853|XP_039229487.1|DYAK
OG0004960	LOC118462979|XP_035785068.1|AALB	LOC6533852|XP_002094552.2|DYAK
OG0004961	LOC118467108|XP_035793061.1|AALB	LOC6528919|XP_002089951.1|DYAK
OG0004962	LOC118467107|XP_035793060.1|AALB	LOC6534698|XP_002095373.1|DYAK
OG0004963	LOC118466833|XP_035792523.1|AALB	LOC6534184|XP_002094867.2|DYAK
OG0004964	LOC118463842|XP_035786639.1|AALB	LOC6533549|XP_002094259.1|DYAK
OG0004965	LOC118462864|XP_035784816.1|AALB	LOC6533304|XP_002094030.1|DYAK
OG0004966	LOC118462863|XP_035784815.1|AALB	LOC6533305|XP_002094031.1|DYAK
OG0004967	LOC118462706|XP_035784538.1|AALB	LOC6528303|XP_002089356.1|DYAK
OG0004968	LOC118465767|XP_035790175.1|AALB	LOC6532964|XP_002093699.3|DYAK
OG0004969	LOC118465761|XP_035790158.1|AALB	LOC6531505|XP_002092304.1|DYAK
OG0004970	LOC118465762|XP_035790159.1|AALB	LOC6532963|XP_039229950.1|DYAK
OG0004971	LOC118465765|XP_035790169.1|AALB	LOC6532961|XP_039229645.1|DYAK
OG0004972	LOC118462927|XP_035784929.1|AALB	LOC6533299|XP_002094025.1|DYAK
OG0004973	LOC118462488|XP_035784093.1|AALB	LOC6532210|XP_002092984.1|DYAK
OG0004974	LOC118467473|XP_035793904.1|AALB	LOC6533846|XP_002094546.1|DYAK
OG0004975	LOC118465041|XP_035788800.1|AALB	LOC6532951|XP_002093686.1|DYAK
OG0004976	LOC118464293|XP_035787468.1|AALB	LOC6532869|XP_002093605.2|DYAK
OG0004977	LOC118463963|XP_035786857.1|AALB	LOC6531876|XP_002092663.1|DYAK
OG0004978	LOC118466476|XP_035791752.1|AALB	LOC6531083|XP_002091917.1|DYAK
OG0004979	LOC118463992|XP_035786916.1|AALB	LOC6532736|XP_002093478.1|DYAK
OG0004980	LOC118463035|XP_035785171.1|AALB	LOC6534505|XP_002095182.3|DYAK
OG0004981	LOC118463037|XP_035785175.1|AALB	LOC6534981|XP_002095651.1|DYAK
OG0004982	LOC118463031|XP_035785166.1|AALB	LOC6534985|XP_002095655.1|DYAK
OG0004983	LOC118463039|XP_035785176.1|AALB	LOC6533563|XP_002094273.1|DYAK
OG0004984	LOC118463032|XP_035785167.1|AALB	LOC6533218|XP_002093944.3|DYAK
OG0004985	LOC118467471|XP_035793899.1|AALB	LOC6532402|XP_039230550.1|DYAK
OG0004986	LOC118463290|XP_035785665.1|AALB	LOC6534262|XP_002094943.2|DYAK
OG0004987	LOC118465043|XP_035788804.1|AALB	LOC6534405|XP_039230163.1|DYAK
OG0004988	LOC118467472|XP_035793903.1|AALB	LOC6532403|XP_002093154.2|DYAK
OG0004989	LOC118463053|XP_035785197.1|AALB	LOC6534403|XP_002095081.1|DYAK
OG0004990	LOC118467122|XP_035793086.1|AALB	LOC6530726|XP_002091617.1|DYAK
OG0004991	LOC118465525|XP_035789742.1|AALB	LOC6530185|XP_002091123.1|DYAK
OG0004992	LOC118465534|XP_035789753.1|AALB	LOC6530186|XP_002091124.1|DYAK
OG0004993	LOC118464492|XP_035787813.1|AALB	LOC6533861|XP_002094561.1|DYAK
OG0004994	LOC118465518|XP_035789730.1|AALB	LOC6532799|XP_002093536.1|DYAK
OG0004995	LOC118467752|XP_035794458.1|AALB	LOC6532854|XP_039229524.1|DYAK
OG0004996	LOC118466429|XP_035791618.1|AALB	LOC6532619|XP_002093363.1|DYAK
OG0004997	LOC118467242|XP_035793402.1|AALB	LOC6531480|XP_002092279.1|DYAK
OG0004998	LOC118467114|XP_035793070.1|AALB	LOC6531578|XP_002092376.1|DYAK
OG0004999	LOC118464102|XP_035787072.1|AALB	LOC6533042|XP_039230911.1|DYAK
OG0005000	LOC118466517|XP_035791903.1|AALB	LOC6529400|XP_002090405.1|DYAK
OG0005001	LOC118463120|XP_035785347.1|AALB	LOC6533409|XP_002094127.1|DYAK
OG0005002	LOC118467636|XP_035794253.1|AALB	LOC6536790|XP_002097360.1|DYAK
OG0005003	LOC118463224|XP_035785566.1|AALB	LOC6532760|XP_002093502.1|DYAK
OG0005004	LOC118463218|XP_035785555.1|AALB	LOC6533247|XP_002093973.1|DYAK
OG0005005	LOC118467058|XP_035792952.1|AALB	LOC6539454|XP_002086344.2|DYAK
OG0005006	LOC118464101|XP_035787071.1|AALB	LOC6532347|XP_015049289.1|DYAK
OG0005007	LOC118464103|XP_035787073.1|AALB	LOC6534306|XP_002094987.2|DYAK
OG0005008	LOC118464069|XP_035787011.1|AALB	LOC6523846|XP_039230427.1|DYAK
OG0005009	LOC118466294|XP_035791275.1|AALB	LOC6534328|XP_002095008.1|DYAK
OG0005010	LOC118462920|XP_035784920.1|AALB	LOC6533781|XP_002094484.1|DYAK
OG0005011	LOC118462918|XP_035784916.1|AALB	LOC6531956|XP_002092742.1|DYAK
OG0005012	LOC118464834|XP_035788403.1|AALB	LOC6534706|XP_039229691.1|DYAK
OG0005013	LOC118467712|XP_035794402.1|AALB	LOC6536313|XP_002096897.1|DYAK
OG0005014	LOC118464009|XP_035786950.1|AALB	LOC6533555|XP_002094265.1|DYAK
OG0005015	LOC118462705|XP_035784537.1|AALB	LOC6534892|XP_002095564.2|DYAK
OG0005016	LOC118464762|XP_035788274.1|AALB	LOC6539522|XP_002086411.2|DYAK
OG0005017	LOC118467233|XP_035793384.1|AALB	LOC6532714|XP_039230625.1|DYAK
OG0005018	LOC118464312|XP_035787496.1|AALB	LOC6532246|XP_002093019.1|DYAK
OG0005019	LOC118467080|XP_035793012.1|AALB	LOC6535107|XP_002095770.2|DYAK
OG0005020	LOC118467154|XP_035793188.1|AALB	LOC6528842|XP_002089874.1|DYAK
OG0005021	LOC118466127|XP_035790969.1|AALB	LOC6528029|XP_002089096.1|DYAK
OG0005022	LOC118463296|XP_035785675.1|AALB	LOC6532410|XP_002093161.1|DYAK
OG0005023	LOC118466230|XP_035791163.1|AALB	LOC6528810|XP_002089842.1|DYAK
OG0005024	LOC118466228|XP_035791160.1|AALB, LOC118466229|XP_035791161.1|AALB	LOC6532440|XP_002093187.1|DYAK
OG0005025	LOC118466411|XP_035791572.1|AALB	LOC6532589|XP_002093333.1|DYAK
OG0005026	LOC118466409|XP_035791570.1|AALB	LOC6533403|XP_002094121.1|DYAK
OG0005027	LOC118463644|XP_035786277.1|AALB	LOC6532876|XP_015049671.1|DYAK
OG0005028	LOC118463545|XP_035786060.1|AALB	LOC6536833|XP_002097403.1|DYAK
OG0005029	LOC118464307|XP_035787491.1|AALB	LOC6534310|XP_002094990.1|DYAK
OG0005030	LOC118463543|XP_035786057.1|AALB	LOC6532193|XP_002092967.1|DYAK
OG0005031	LOC118466428|XP_035791604.1|AALB	LOC6533612|XP_039229383.1|DYAK
OG0005032	LOC118465815|XP_035790279.1|AALB	LOC6539393|XP_002086288.1|DYAK
OG0005033	LOC118463101|XP_035785290.1|AALB	LOC6533084|XP_039229580.1|DYAK
OG0005034	LOC118463582|XP_035786115.1|AALB	LOC26534955|XP_015049806.1|DYAK
OG0005035	LOC118466914|XP_035792676.1|AALB	LOC26535330|XP_039229496.1|DYAK
OG0005036	LOC118463079|XP_035785235.1|AALB	LOC6533494|XP_002094205.1|DYAK
OG0005037	LOC118464212|XP_035787276.1|AALB	LOC6532573|XP_015049437.1|DYAK
OG0005038	LOC118466514|XP_035791897.1|AALB	LOC6532829|XP_002093566.1|DYAK
OG0005039	LOC118463243|XP_035785603.1|AALB	LOC6526813|XP_002087915.1|DYAK
OG0005040	LOC118463124|XP_035785373.1|AALB	LOC6534667|XP_002095342.2|DYAK
OG0005041	LOC118463246|XP_035785606.1|AALB	LOC6539785|XP_002086665.2|DYAK
OG0005042	LOC118467593|XP_035794157.1|AALB	LOC6533473|XP_002094184.3|DYAK
OG0005043	LOC118464551|XP_035787882.1|AALB	LOC6530707|XP_002091598.1|DYAK
OG0005044	LOC118467135|XP_035793142.1|AALB	LOC6530709|XP_002091600.1|DYAK
OG0005045	LOC118464474|XP_035787776.1|AALB	LOC6530711|XP_002091602.1|DYAK
OG0005046	LOC118463397|XP_035785835.1|AALB	LOC6531080|XP_002091914.1|DYAK
OG0005047	LOC118463393|XP_035785831.1|AALB	LOC6533903|XP_002094603.1|DYAK
OG0005048	LOC118463966|XP_035786861.1|AALB	LOC6533902|XP_002094602.1|DYAK
OG0005049	LOC118464456|XP_035787736.1|AALB	LOC6534694|XP_039229493.1|DYAK
OG0005050	LOC118465980|XP_035790642.1|AALB	LOC6530188|XP_002091126.1|DYAK
OG0005051	LOC118463710|XP_035786396.1|AALB	LOC6534681|XP_002095356.2|DYAK
OG0005052	LOC118464772|XP_035788293.1|AALB	LOC6539389|XP_002086284.2|DYAK
OG0005053	LOC118467755|XP_035794475.1|AALB	LOC6527888|XP_002088960.1|DYAK
OG0005054	LOC118464270|XP_035787418.1|AALB	LOC6534799|XP_039229715.1|DYAK
OG0005055	LOC118464273|XP_035787428.1|AALB	LOC6525132|XP_002100970.1|DYAK
OG0005056	LOC118464828|XP_035788396.1|AALB	LOC6531567|XP_039228839.1|DYAK
OG0005057	LOC118464961|XP_035788649.1|AALB	LOC6533335|XP_015049905.2|DYAK
OG0005058	LOC118464967|XP_035788673.1|AALB	LOC6533045|XP_039230927.1|DYAK
OG0005059	LOC118463174|XP_035785472.1|AALB	LOC6532103|XP_039228037.1|DYAK
OG0005060	LOC118463173|XP_035785461.1|AALB	LOC6532102|XP_002092878.2|DYAK
OG0005061	LOC118463256|XP_035785618.1|AALB	LOC6527083|XP_002088176.1|DYAK
OG0005062	LOC118464083|XP_035787034.1|AALB	LOC6531929|XP_015051619.1|DYAK
OG0005063	LOC118464142|XP_035787140.1|AALB	LOC6539292|XP_002086187.1|DYAK
OG0005064	LOC118465223|XP_035789111.1|AALB	LOC6539628|XP_002086517.2|DYAK
OG0005065	LOC118463614|XP_035786196.1|AALB	LOC6528445|XP_002089491.2|DYAK
OG0005066	LOC118463286|XP_035785656.1|AALB	LOC6531392|XP_002092195.2|DYAK
OG0005067	LOC118466307|XP_035791309.1|AALB	LOC6531605|XP_002092402.2|DYAK
OG0005068	LOC118467192|XP_035793294.1|AALB	LOC6534237|XP_002094919.1|DYAK
OG0005069	LOC118467186|XP_035793275.1|AALB	LOC6528512|XP_002089558.1|DYAK
OG0005070	LOC118466841|XP_035792556.1|AALB	LOC6531948|XP_002092734.1|DYAK
OG0005071	LOC118463292|XP_035785667.1|AALB	LOC6533757|XP_002094461.1|DYAK
OG0005072	LOC118466124|XP_035790966.1|AALB	LOC6523907|XP_002099780.1|DYAK
OG0005073	LOC118463248|XP_035785610.1|AALB	LOC6531127|XP_002091961.1|DYAK
OG0005074	LOC118462621|XP_035784353.1|AALB	LOC6533397|XP_015049984.1|DYAK
OG0005075	LOC118466126|XP_035790968.1|AALB	LOC6530624|XP_002091537.1|DYAK
OG0005076	LOC118466128|XP_035790971.1|AALB	LOC6529324|XP_002090329.1|DYAK
OG0005078	LOC118464902|XP_035788556.1|AALB	LOC6532835|XP_002093572.3|DYAK
OG0005079	LOC118463836|XP_035786623.1|AALB	LOC6532147|XP_002092923.1|DYAK
OG0005080	LOC118463259|XP_035785622.1|AALB	LOC6533440|XP_002094151.1|DYAK
OG0005081	LOC118466187|XP_035791085.1|AALB	LOC6528355|XP_002089404.2|DYAK
OG0005082	LOC118467006|XP_035792843.1|AALB	LOC6534550|XP_002095227.2|DYAK
OG0005083	LOC118467007|XP_035792844.1|AALB	LOC6527650|XP_002088736.1|DYAK
OG0005084	LOC118467367|XP_035793662.1|AALB	LOC6534057|XP_039230502.1|DYAK
OG0005085	LOC118467366|XP_035793661.1|AALB	LOC6533668|XP_002094374.1|DYAK
OG0005086	LOC118466286|XP_035791264.1|AALB	LOC6528426|XP_002089472.3|DYAK
OG0005087	LOC118466917|XP_035792679.1|AALB	LOC6533535|XP_039229897.1|DYAK
OG0005088	LOC118467529|XP_035793988.1|AALB	LOC6529330|XP_039228105.1|DYAK
