Orthogroup	AALB.longest_only	DMEL.longest_only
OG0003363	LOC118466251|XP_035791200.1|AALB	CG7956|NP_001036740.2|DMEL
OG0003364	LOC118462042|XP_035783910.1|AALB	Timp|NP_731461.1|DMEL
OG0003365	LOC118461036|XP_035781815.1|AALB	Cerk|NP_730923.1|DMEL
OG0003366	LOC118461434|XP_035782636.1|AALB	Sgf11|NP_001097638.1|DMEL
OG0003367	LOC118460367|XP_035780510.1|AALB	Max|NP_649097.1|DMEL
OG0003368	LOC118456158|XP_035772618.1|AALB	Aldh7A1|NP_649099.1|DMEL
OG0003369	LOC118459452|XP_035778755.1|AALB	gfzf|NP_001262335.1|DMEL
OG0003370	LOC118461718|XP_035783271.1|AALB	CG9471|NP_001097729.1|DMEL
OG0003371	LOC118459999|XP_035779798.1|AALB	Syx16|NP_523420.1|DMEL
OG0003372	LOC118460305|XP_035780404.1|AALB	St4|NP_610918.1|DMEL
OG0003373	LOC118465412|XP_035789532.1|AALB	sad|NP_650123.1|DMEL
OG0003374	LOC118460181|XP_035780182.1|AALB	Tomosyn|NP_001162735.1|DMEL
OG0003375	LOC118458225|XP_035776385.1|AALB	stumps|NP_731923.2|DMEL
OG0003376	LOC118459585|XP_035779005.1|AALB	pont|NP_652608.1|DMEL
OG0003377	LOC118457980|XP_035775923.1|AALB	CG42795|NP_001287272.1|DMEL
OG0003378	LOC118468316|XP_035794953.1|AALB	CG12259|NP_651595.1|DMEL
OG0003379	LOC118468314|XP_035794951.1|AALB	Rpn7|NP_651048.1|DMEL
OG0003380	LOC118458736|XP_035777400.1|AALB	CG13857|NP_651035.1|DMEL
OG0003381	LOC118460087|XP_035779996.1|AALB	YL-1|NP_609475.1|DMEL
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	tau|NP_733224.2|DMEL
OG0003383	LOC118460199|XP_035780200.1|AALB	sage|NP_524287.1|DMEL
OG0003384	LOC118460424|XP_035780608.1|AALB	U2af38|NP_477208.1|DMEL
OG0003385	LOC118468307|XP_035794937.1|AALB	DNApol-iota|NP_649772.1|DMEL
OG0003386	LOC118458981|XP_035777869.1|AALB	CG7006|NP_651296.1|DMEL
OG0003387	LOC118458975|XP_035777858.1|AALB	CROT|NP_001334704.1|DMEL
OG0003388	LOC118458409|XP_035776719.1|AALB	CG13004|NP_001245721.1|DMEL
OG0003389	LOC118460322|XP_035780426.1|AALB	CG3663|NP_611952.1|DMEL
OG0003390	LOC118457186|XP_035774427.1|AALB	CG6013|NP_650777.1|DMEL
OG0003391	LOC118468616|XP_035795516.1|AALB	Brf|NP_650616.2|DMEL
OG0003392	LOC118457407|XP_035774868.1|AALB	CG10340|NP_650565.2|DMEL
OG0003393	LOC118468444|XP_035795105.1|AALB	Trc8|NP_996303.1|DMEL
OG0003394	LOC118459161|XP_035778142.1|AALB	bap|NP_732637.1|DMEL
OG0003395	LOC118458853|XP_035777667.1|AALB	C15|NP_476873.2|DMEL
OG0003396	LOC118461752|XP_035783360.1|AALB	htt|NP_651629.1|DMEL
OG0003397	LOC118460976|XP_035781683.1|AALB	lmd|NP_732811.1|DMEL
OG0003399	LOC118456728|XP_035773666.1|AALB	CG11920|NP_651335.2|DMEL
OG0003400	LOC118459348|XP_035778518.1|AALB	CG13654|NP_651350.2|DMEL
OG0003401	LOC118461274|XP_035782310.1|AALB	SKIP|NP_001262827.1|DMEL
OG0003402	LOC118460228|XP_035780253.1|AALB	CG13407|NP_651009.1|DMEL
OG0003403	LOC118458165|XP_035776265.1|AALB	Nurf-38|NP_523849.3|DMEL
OG0003404	LOC118457822|XP_035775590.1|AALB	CG14367|NP_650305.1|DMEL
OG0003405	LOC118459502|XP_035778820.1|AALB	mms4|NP_610611.1|DMEL
OG0003406	LOC118459499|XP_035778818.1|AALB	RpL4|NP_524538.2|DMEL
OG0003407	LOC118459504|XP_035778823.1|AALB	BCAS2|NP_651596.1|DMEL
OG0003408	LOC118459496|XP_035778810.1|AALB	Rrp6|NP_001097795.1|DMEL
OG0003409	LOC118460551|XP_035780839.1|AALB	Mitofilin|NP_001262819.1|DMEL
OG0003410	LOC118462040|XP_035783908.1|AALB	Sar1|NP_732717.1|DMEL
OG0003411	LOC118461386|XP_035782540.1|AALB	mtSSB|NP_536744.2|DMEL
OG0003412	LOC118461373|XP_035782514.1|AALB	Cpsf100|NP_651658.1|DMEL
OG0003413	LOC118458580|XP_035777131.1|AALB	CG9766|NP_001097672.1|DMEL
OG0003414	LOC118460636|XP_035780982.1|AALB	CG4914|NP_648711.1|DMEL
OG0003415	LOC118458099|XP_035776162.1|AALB	CG15890|NP_572968.1|DMEL
OG0003416	LOC118458100|XP_035776166.1|AALB	ppan|NP_476979.1|DMEL
OG0003417	LOC118460664|XP_035781024.1|AALB	Hmgcr|NP_732900.1|DMEL
OG0003418	LOC118459583|XP_035779004.1|AALB	Vha55|NP_476908.1|DMEL
OG0003419	LOC118468723|XP_035795747.1|AALB	e|NP_524431.2|DMEL
OG0003420	LOC118468722|XP_035795746.1|AALB	Nelf-A|NP_001262804.1|DMEL
OG0003421	LOC118459992|XP_035779782.1|AALB	CG14516|NP_651674.3|DMEL
OG0003422	LOC118458127|XP_035776202.1|AALB	CG14512|NP_651673.1|DMEL
OG0003423	LOC118459376|XP_035778569.1|AALB	CG4975|NP_001137694.1|DMEL
OG0003424	LOC118459378|XP_035778571.1|AALB	CG5854|NP_651196.1|DMEL
OG0003425	LOC118461910|XP_035783657.1|AALB	RpI12|NP_524439.1|DMEL
OG0003426	LOC118461596|XP_035782992.1|AALB	Mekk1|NP_732373.1|DMEL
OG0003427	LOC118458835|XP_035777626.1|AALB	CG7706|NP_650742.2|DMEL
OG0003428	LOC118457090|XP_035774271.1|AALB	Cln3|NP_649011.1|DMEL
OG0003429	LOC118457723|XP_035775408.1|AALB	mRpL43|NP_523828.1|DMEL
OG0003430	LOC118468724|XP_035795749.1|AALB	ci|NP_524617.3|DMEL
OG0003431	LOC118461683|XP_035783168.1|AALB	tacc|NP_001189169.1|DMEL
OG0003432	LOC118460213|XP_035780222.1|AALB	CHORD|NP_651226.1|DMEL
OG0003433	LOC118468597|XP_035795450.1|AALB	Zip99C|NP_733319.1|DMEL
OG0003434	LOC118469012|XP_035796342.1|AALB	CG11655|NP_573024.1|DMEL
OG0003435	LOC118462033|XP_035783900.1|AALB	Ets97D|NP_001263000.1|DMEL
OG0003436	LOC118461469|XP_035782708.1|AALB	elm|NP_649568.1|DMEL
OG0003437	LOC118461467|XP_035782701.1|AALB	Sec23|NP_001246932.1|DMEL
OG0003438	LOC118466706|XP_035792249.1|AALB	MED27|NP_649569.1|DMEL
OG0003439	LOC118460240|XP_035780289.1|AALB	TBC1d7|NP_651223.2|DMEL
OG0003440	LOC118461124|XP_035781957.1|AALB	heph|NP_001247399.1|DMEL
OG0003441	LOC118461465|XP_035782698.1|AALB	Pburs|NP_609712.1|DMEL
OG0003442	LOC118457848|XP_035775628.1|AALB	St2|NP_649870.1|DMEL
OG0003443	LOC118468318|XP_035794955.1|AALB	Non2|NP_647745.1|DMEL
OG0003444	LOC118460949|XP_035781611.1|AALB	Csas|NP_730474.2|DMEL
OG0003445	LOC118468552|XP_035795340.1|AALB	CG15365|NP_001285030.1|DMEL
OG0003446	LOC118462059|XP_035783938.1|AALB	Ranbp16|NP_001188596.1|DMEL
OG0003447	LOC118460804|XP_035781307.1|AALB	fuss|NP_001162829.1|DMEL
OG0003448	LOC118461460|XP_035782690.1|AALB	CG14641|NP_649440.3|DMEL
OG0003449	LOC118461455|XP_035782677.1|AALB	Ns1|NP_732199.2|DMEL
OG0003450	LOC118461461|XP_035782691.1|AALB	CG6171|NP_001097801.1|DMEL
OG0003451	LOC118460945|XP_035781606.1|AALB	CG5745|NP_650941.3|DMEL
OG0003452	LOC118460944|XP_035781605.1|AALB	CG7044|NP_650940.2|DMEL
OG0003453	LOC118456729|XP_035773667.1|AALB	MED4|NP_648094.1|DMEL
OG0003454	LOC118468315|XP_035794952.1|AALB	CG8814|NP_608729.1|DMEL
OG0003455	LOC118456722|XP_035773652.1|AALB	CG6325|NP_650000.1|DMEL
OG0003456	LOC118457520|XP_035775056.1|AALB	Sara|NP_524729.2|DMEL
OG0003457	LOC118468976|XP_035796249.1|AALB	plh|NP_649511.2|DMEL
OG0003458	LOC118457417|XP_035774882.1|AALB	TyrR|NP_650652.1|DMEL
OG0003459	LOC118458302|XP_035776523.1|AALB	Dnali1|NP_650128.1|DMEL
OG0003460	LOC118468770|XP_035795839.1|AALB	EloA|NP_732846.1|DMEL
OG0003461	LOC118459489|XP_035778800.1|AALB	MTA1-like|NP_001262293.1|DMEL
OG0003462	LOC118461480|XP_035782731.1|AALB	ScsbetaG|NP_651963.1|DMEL
OG0003463	LOC118459622|XP_035779090.1|AALB	red|NP_650352.1|DMEL
OG0003464	LOC118457843|XP_035775616.1|AALB	Mur89F|NP_001262662.1|DMEL
OG0003465	LOC118461334|XP_035782437.1|AALB	mRpS11|NP_524382.1|DMEL
OG0003466	LOC118457652|XP_035775287.1|AALB	CG31357|NP_733044.1|DMEL
OG0003467	LOC118459963|XP_035779744.1|AALB	spn-B|NP_476740.1|DMEL
OG0003468	LOC118459956|XP_035779736.1|AALB	FeCH|NP_524613.1|DMEL
OG0003469	LOC118457930|XP_035775834.1|AALB	Nlp|NP_524557.1|DMEL
OG0003470	LOC118469028|XP_035796366.1|AALB	Dop1R1|NP_001262563.1|DMEL
OG0003471	LOC118458038|XP_035776049.1|AALB	CG31751|NP_001334743.1|DMEL
OG0003472	LOC118459418|XP_035778652.1|AALB	CG5850|NP_001260310.1|DMEL
OG0003473	LOC118458847|XP_035777660.1|AALB	Nup107|NP_609446.1|DMEL
OG0003474	LOC118461287|XP_035782333.1|AALB	CG42613|NP_001247185.1|DMEL
OG0003475	LOC118457180|XP_035774404.1|AALB	CG42322|NP_732549.2|DMEL
OG0003476	LOC118459582|XP_035779003.1|AALB	Kif3C|NP_651939.4|DMEL
OG0003477	LOC118457387|XP_035774815.1|AALB	Lkb1|NP_650302.1|DMEL
OG0003478	LOC118460802|XP_035781305.1|AALB	Octbeta2R|NP_001163596.2|DMEL
OG0003479	LOC118461379|XP_035782524.1|AALB	Task7|NP_649891.1|DMEL
OG0003480	LOC118456414|XP_035773023.1|AALB	Osi19|NP_649640.1|DMEL
OG0003481	LOC118458587|XP_035777143.1|AALB	Osi18|NP_649639.1|DMEL
OG0003482	LOC118458586|XP_035777139.1|AALB	Osi17|NP_001262307.1|DMEL
OG0003483	LOC118456260|XP_035772755.1|AALB	Osi1|NP_649618.1|DMEL
OG0003484	LOC118457861|XP_035775650.1|AALB	Arl8|NP_649769.1|DMEL
OG0003485	LOC118457619|XP_035775228.1|AALB	Osi22|NP_731783.1|DMEL
OG0003486	LOC118457620|XP_035775229.1|AALB	CG15888|NP_001034050.1|DMEL
OG0003487	LOC118462030|XP_035783896.1|AALB	Slbp|NP_477480.1|DMEL
OG0003488	LOC118459113|XP_035778070.1|AALB	dsd|NP_651571.3|DMEL
OG0003489	LOC118458248|XP_035776411.1|AALB	FER|NP_524288.3|DMEL
OG0003490	LOC118460159|XP_035780152.1|AALB	Ppcs|NP_650784.3|DMEL
OG0003491	LOC118458178|XP_035776281.1|AALB	CG42534|NP_651560.2|DMEL
OG0003492	LOC118461903|XP_035783650.1|AALB	beat-VI|NP_651619.1|DMEL
OG0003493	LOC118459140|XP_035778111.1|AALB	CG6569|NP_650988.1|DMEL
OG0003494	LOC118458163|XP_035776258.1|AALB	CG31523|NP_649474.1|DMEL
OG0003495	LOC118456357|XP_035772921.1|AALB	GCS2beta|NP_609844.1|DMEL
OG0003496	LOC118458608|XP_035777177.1|AALB	CG9922|NP_650329.1|DMEL
OG0003497	LOC118461624|XP_035783062.1|AALB	CG17271|NP_650916.1|DMEL
OG0003498	LOC118460418|XP_035780599.1|AALB	CG33217|NP_996147.1|DMEL
OG0003499	LOC118457399|XP_035774829.1|AALB	alpha-Man-IIa|NP_001262413.1|DMEL
OG0003500	LOC118461265|XP_035782291.1|AALB	CG17349|NP_609957.2|DMEL
OG0003501	LOC118458104|XP_035776170.1|AALB	GILT1|NP_650287.3|DMEL
OG0003502	LOC118456661|XP_035773504.1|AALB	mAChR-B|NP_649764.1|DMEL
OG0003503	LOC118463240|XP_035785599.1|AALB	CG1647|NP_651636.1|DMEL
OG0003504	LOC118462582|XP_035784282.1|AALB	CG42727|NP_001189223.1|DMEL
OG0003505	LOC118464524|XP_035787854.1|AALB	kmr|NP_001097775.2|DMEL
OG0003506	LOC118465921|XP_035790510.1|AALB	CG2017|NP_649603.3|DMEL
OG0003507	LOC118465918|XP_035790503.1|AALB	cnc|NP_001262864.1|DMEL
OG0003508	LOC118460914|XP_035781558.1|AALB	mv|NP_647681.2|DMEL
OG0003509	LOC118458543|XP_035777070.1|AALB	CG5377|NP_651052.1|DMEL
OG0003510	LOC118461883|XP_035783613.1|AALB	Nup98-96|NP_651187.2|DMEL
OG0003511	LOC118460027|XP_035779856.1|AALB	mbc|NP_001247267.1|DMEL
OG0003512	LOC118458813|XP_035777576.1|AALB	Gba1b|NP_001097888.1|DMEL
OG0003513	LOC118460728|XP_035781175.1|AALB	Cdc16|NP_477397.1|DMEL
OG0003514	LOC118459156|XP_035778136.1|AALB	TTLL15|NP_650021.1|DMEL
OG0003515	LOC118456582|XP_035773366.1|AALB	CG8298|NP_610718.1|DMEL
OG0003516	LOC118456873|XP_035773870.1|AALB	yrt|NP_650291.1|DMEL
OG0003517	LOC118459441|XP_035778690.1|AALB	Ubx|NP_536752.1|DMEL
OG0003518	LOC118460764|XP_035781253.1|AALB	lab|NP_476613.1|DMEL
OG0003519	LOC118462944|XP_035784975.1|AALB	CG42673|NP_729510.1|DMEL
OG0003520	LOC118466114|XP_035790942.1|AALB	LanB2|NP_524006.1|DMEL
OG0003521	LOC118465310|XP_035789314.1|AALB	path|NP_648327.1|DMEL
OG0003522	LOC118464791|XP_035788315.1|AALB	mRpL42|NP_523673.1|DMEL
OG0003523	LOC118464789|XP_035788313.1|AALB	fws|NP_523590.1|DMEL
OG0003524	LOC118464635|XP_035787974.1|AALB	CG6867|NP_573262.2|DMEL
OG0003525	LOC118466449|XP_035791681.1|AALB	Hmgs|NP_524711.1|DMEL
OG0003526	LOC118466454|XP_035791687.1|AALB	CG14321|NP_650650.1|DMEL
OG0003527	LOC118463438|XP_035785899.1|AALB	CG1358|NP_610301.1|DMEL
OG0003529	LOC118464475|XP_035787779.1|AALB	Mulk|NP_723549.1|DMEL
OG0003530	LOC118464477|XP_035787781.1|AALB	Urm1|NP_996018.2|DMEL
OG0003531	LOC118464845|XP_035788433.1|AALB	CG7655|NP_650646.1|DMEL
OG0003532	LOC118463314|XP_035785692.1|AALB	msk|NP_524780.1|DMEL
OG0003533	LOC118466395|XP_035791540.1|AALB	Mcm7|NP_523984.1|DMEL
OG0003534	LOC118463520|XP_035786018.1|AALB	CG32052|NP_729555.4|DMEL
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	oxt|NP_647705.1|DMEL
OG0003536	LOC118464918|XP_035788583.1|AALB	CG9410|NP_724484.1|DMEL
OG0003537	LOC118465418|XP_035789539.1|AALB	CG10795|NP_001356967.1|DMEL
OG0003538	LOC118464319|XP_035787510.1|AALB	Qsox1|NP_610852.1|DMEL
OG0003539	LOC118463775|XP_035786481.1|AALB	Flo1|NP_725476.1|DMEL
OG0003540	LOC118466687|XP_035792208.1|AALB	CG32344|NP_612028.4|DMEL
OG0003541	LOC118466578|XP_035792015.1|AALB	Syx1A|NP_001189276.1|DMEL
OG0003542	LOC118466580|XP_035792027.1|AALB	kermit|NP_652028.1|DMEL
OG0003543	LOC118462958|XP_035785005.1|AALB	png|NP_477492.1|DMEL
OG0003544	LOC118463154|XP_035785429.1|AALB	BHD|NP_648090.1|DMEL
OG0003545	LOC118465948|XP_035790568.1|AALB	Csp|NP_730713.1|DMEL
OG0003546	LOC118462981|XP_035785070.1|AALB	CG42638|NP_001163472.1|DMEL, Trpml|NP_649145.1|DMEL
OG0003547	LOC118465103|XP_035788931.1|AALB	apt|NP_001261153.1|DMEL
OG0003548	LOC118465100|XP_035788925.1|AALB	Rab32|NP_525109.1|DMEL
OG0003549	LOC118465106|XP_035788942.1|AALB	CG8026|NP_724769.2|DMEL
OG0003550	LOC118465313|XP_035789322.1|AALB	RpLP0-like|NP_610554.1|DMEL
OG0003551	LOC118465305|XP_035789298.1|AALB	OstDelta|NP_611265.1|DMEL
OG0003552	LOC118463457|XP_035785938.1|AALB	CG9084|NP_001260884.1|DMEL
OG0003553	LOC118463455|XP_035785935.1|AALB	CG2269|NP_724880.1|DMEL
OG0003554	LOC118464649|XP_035788007.1|AALB	CG4098|NP_660192.1|DMEL
OG0003555	LOC118464658|XP_035788050.1|AALB	hob|NP_647789.2|DMEL
OG0003556	LOC118467651|XP_035794280.1|AALB	CG32432|NP_649266.1|DMEL
OG0003557	LOC118467653|XP_035794286.1|AALB	CSN3|NP_524190.2|DMEL
OG0003558	LOC118462587|XP_035784287.1|AALB	axo|NP_001246631.1|DMEL
OG0003559	LOC118466359|XP_035791415.1|AALB	SCaMC|NP_729802.1|DMEL
OG0003560	LOC118465311|XP_035789320.1|AALB	Neos|NP_523955.1|DMEL
OG0003561	LOC118464912|XP_035788571.1|AALB	Lrt|NP_001286640.1|DMEL
OG0003562	LOC118463139|XP_035785392.1|AALB	Hyccin|NP_611256.1|DMEL
OG0003563	LOC118466304|XP_035791303.1|AALB	NP15.6|NP_650774.1|DMEL
OG0003564	LOC118466296|XP_035791279.1|AALB	Sec63|NP_648111.1|DMEL
OG0003565	LOC118466783|XP_035792412.1|AALB	RpL28|NP_647791.2|DMEL
OG0003566	LOC118462680|XP_035784480.1|AALB	Unc-115b|NP_731390.1|DMEL, Unc-115a|NP_001163573.1|DMEL
OG0003567	LOC118462906|XP_035784897.1|AALB	spin|NP_725532.1|DMEL
OG0003568	LOC118464251|XP_035787347.1|AALB	Camta|NP_001137624.1|DMEL
OG0003569	LOC118467735|XP_035794435.1|AALB	CG1317|NP_647715.2|DMEL
OG0003570	LOC118467734|XP_035794432.1|AALB	didum|NP_724569.1|DMEL
OG0003571	LOC118464989|XP_035788720.1|AALB	NT1|NP_729009.2|DMEL
OG0003572	LOC118463803|XP_035786563.1|AALB	exp|NP_725091.1|DMEL
OG0003573	LOC118467326|XP_035793556.1|AALB	Ctf4|NP_610921.1|DMEL
OG0003574	LOC118462809|XP_035784714.1|AALB	CG4611|NP_647949.1|DMEL
OG0003575	LOC118464381|XP_035787617.1|AALB	CG5157|NP_648843.1|DMEL
OG0003576	LOC118462577|XP_035784275.1|AALB	rogdi|NP_730244.1|DMEL
OG0003577	LOC118466728|XP_035792293.1|AALB	S6k|NP_523941.2|DMEL
OG0003578	LOC118467762|XP_035794483.1|AALB	Rint1|NP_648102.2|DMEL
OG0003579	LOC118467761|XP_035794482.1|AALB	stau|NP_476751.1|DMEL
OG0003580	LOC118467411|XP_035793786.1|AALB	hpo|NP_611427.1|DMEL
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	Srrm234|NP_001097475.2|DMEL
OG0003582	LOC118466779|XP_035792398.1|AALB	CG32066|NP_729619.1|DMEL
OG0003583	LOC118465303|XP_035789295.1|AALB	CG12913|NP_610567.1|DMEL
OG0003584	LOC118463155|XP_035785431.1|AALB	CG12128|NP_610543.1|DMEL
OG0003585	LOC118465320|XP_035789339.1|AALB	CG7330|NP_649032.1|DMEL
OG0003586	LOC118462986|XP_035785088.1|AALB	yellow-h|NP_651912.3|DMEL
OG0003587	LOC118467109|XP_035793062.1|AALB	IntS14|NP_608579.1|DMEL
OG0003588	LOC118462694|XP_035784512.1|AALB	DNApol-theta|NP_524333.1|DMEL
OG0003590	LOC118465338|XP_035789381.1|AALB	SCOT|NP_647683.1|DMEL
OG0003591	LOC118465339|XP_035789382.1|AALB	CG12004|NP_001097474.1|DMEL
OG0003592	LOC118465343|XP_035789393.1|AALB	CG10681|NP_648580.1|DMEL
OG0003593	LOC118462954|XP_035784992.1|AALB	Pdp1|NP_729301.1|DMEL
OG0003594	LOC118464598|XP_035787935.1|AALB	CG14834|NP_648108.1|DMEL
OG0003595	LOC118467808|XP_035794578.1|AALB	Arf51F|NP_523751.2|DMEL
OG0003596	LOC118462707|XP_035784540.1|AALB	Rab2|NP_477090.1|DMEL
OG0003597	LOC118462703|XP_035784534.1|AALB	Hsepi|NP_610249.2|DMEL
OG0003598	LOC118465770|XP_035790179.1|AALB	CG15019|NP_001097502.1|DMEL
OG0003599	LOC118457857|XP_035775643.1|AALB	CG9643|NP_608733.1|DMEL
OG0003600	LOC118465904|XP_035790451.1|AALB	Gug|NP_001261581.1|DMEL
OG0003601	LOC118463883|XP_035786698.1|AALB	ana|NP_001163093.1|DMEL
OG0003602	LOC118463249|XP_035785611.1|AALB	Sesn|NP_001097437.1|DMEL
OG0003603	LOC118463770|XP_035786478.1|AALB	CG34462|NP_001097548.1|DMEL
OG0003604	LOC118464675|XP_035788086.1|AALB	nompB|NP_724347.3|DMEL
OG0003605	LOC118460666|XP_035781032.1|AALB	udt|NP_651182.2|DMEL
OG0003606	LOC118463028|XP_035785163.1|AALB	swi2|NP_611247.3|DMEL
OG0003607	LOC118463025|XP_035785160.1|AALB	aft|NP_477413.1|DMEL
OG0003608	LOC118463040|XP_035785177.1|AALB	vnc|NP_648378.1|DMEL
OG0003609	LOC118467482|XP_035793917.1|AALB	tsu|NP_610454.2|DMEL
OG0003610	LOC118463293|XP_035785669.1|AALB	Wdr92|NP_649025.1|DMEL
OG0003611	LOC118467170|XP_035793229.1|AALB	bol|NP_001261614.1|DMEL
OG0003612	LOC118465388|XP_035789477.1|AALB	hbn|NP_788420.1|DMEL
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	Rpe|NP_610298.2|DMEL
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	boca|NP_724578.1|DMEL
OG0003615	LOC118465526|XP_035789743.1|AALB	Golgin245|NP_611787.2|DMEL
OG0003616	LOC118466679|XP_035792192.1|AALB	CG2852|NP_611695.1|DMEL
OG0003617	LOC118467348|XP_035793623.1|AALB	s-cup|NP_610792.2|DMEL
OG0003618	LOC118467341|XP_035793612.1|AALB	fdl|NP_725178.2|DMEL
OG0003619	LOC118464469|XP_035787771.1|AALB	AspRS|NP_476609.1|DMEL
OG0003620	LOC118464471|XP_035787773.1|AALB	Zfrp8|NP_611890.1|DMEL
OG0003621	LOC118466430|XP_035791619.1|AALB	CG4942|NP_648286.1|DMEL
OG0003622	LOC118466427|XP_035791603.1|AALB	teq|NP_648288.2|DMEL
OG0003623	LOC118464106|XP_035787085.1|AALB	mEFTu1|NP_524752.1|DMEL
OG0003624	LOC118467085|XP_035793018.1|AALB	Pal2|NP_525118.2|DMEL
OG0003625	LOC118462921|XP_035784921.1|AALB	CG1598|NP_610296.2|DMEL
OG0003626	LOC118464468|XP_035787770.1|AALB	Pgant1|NP_611043.1|DMEL
OG0003627	LOC118464466|XP_035787767.1|AALB	Vps51|NP_611363.2|DMEL
OG0003628	LOC118467591|XP_035794150.1|AALB	ced-6|NP_001246225.1|DMEL
OG0003629	LOC118465427|XP_035789549.1|AALB	CG3955|NP_610837.1|DMEL
OG0003630	LOC118465596|XP_035789857.1|AALB	CG10339|NP_611881.1|DMEL
OG0003631	LOC118464826|XP_035788395.1|AALB	l_3_76BDm|NP_649135.2|DMEL
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	CG15212|NP_652458.1|DMEL
OG0003633	LOC118463061|XP_035785209.1|AALB	Dgkepsilon|NP_725228.1|DMEL
OG0003634	LOC118463068|XP_035785220.1|AALB	ergic53|NP_524776.1|DMEL
OG0003635	LOC118464836|XP_035788407.1|AALB	ZnT63C|NP_001261364.1|DMEL
OG0003636	LOC118463062|XP_035785210.1|AALB	Dbp45A|NP_476927.1|DMEL
OG0003637	LOC118464763|XP_035788275.1|AALB	Cyp301a1|NP_610796.1|DMEL
OG0003638	LOC118467152|XP_035793184.1|AALB	trc|NP_001262071.1|DMEL
OG0003639	LOC118467156|XP_035793193.1|AALB	Taf11|NP_723484.1|DMEL
OG0003640	LOC118462649|XP_035784391.1|AALB	Pms2|NP_477023.1|DMEL
OG0003641	LOC118466290|XP_035791269.1|AALB	Sgf29|NP_726051.1|DMEL
OG0003642	LOC118466291|XP_035791271.1|AALB	Pabp2|NP_476902.1|DMEL
OG0003643	LOC118466293|XP_035791273.1|AALB	mRpS17|NP_525119.1|DMEL
OG0003644	LOC118466150|XP_035791013.1|AALB	TER94|NP_001097249.1|DMEL
OG0003645	LOC118466406|XP_035791567.1|AALB	mRpS35|NP_523893.1|DMEL
OG0003646	LOC118466403|XP_035791564.1|AALB	ldbr|NP_996022.1|DMEL
OG0003647	LOC118466415|XP_035791583.1|AALB	Fdx1|NP_523993.1|DMEL
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	Gmd|NP_608888.2|DMEL
OG0003649	LOC118467093|XP_035793031.1|AALB	veli|NP_733076.2|DMEL
OG0003650	LOC118467084|XP_035793017.1|AALB	Arp6|NP_511165.1|DMEL
OG0003651	LOC118465000|XP_035788740.1|AALB	CG15528|NP_651767.2|DMEL
OG0003652	LOC118464213|XP_035787277.1|AALB	SmD1|NP_524774.1|DMEL
OG0003653	LOC118466938|XP_035792727.1|AALB	cyc|NP_524168.2|DMEL
OG0003654	LOC118467201|XP_035793308.1|AALB	beg|NP_648950.1|DMEL
OG0003655	LOC118467200|XP_035793307.1|AALB	CG10189|NP_609975.1|DMEL
OG0003656	LOC118467196|XP_035793302.1|AALB	CG10984|NP_729823.2|DMEL
OG0003657	LOC118467706|XP_035794383.1|AALB	Blos4|NP_648414.1|DMEL
OG0003658	LOC118465603|XP_035789871.1|AALB	CG9386|NP_649904.2|DMEL
OG0003659	LOC118464833|XP_035788402.1|AALB	Gabat|NP_649168.2|DMEL
OG0003660	LOC118466261|XP_035791209.1|AALB	E_bx_|NP_001261188.1|DMEL
OG0003661	LOC118463077|XP_035785231.1|AALB	Pxn|NP_523891.2|DMEL
OG0003662	LOC118464773|XP_035788295.1|AALB	ppl|NP_524197.1|DMEL
OG0003663	LOC118467758|XP_035794479.1|AALB	kri|NP_001261451.1|DMEL
OG0003664	LOC118467753|XP_035794467.1|AALB	vn|NP_523942.2|DMEL
OG0003665	LOC118464272|XP_035787427.1|AALB	CG12909|NP_610573.1|DMEL
OG0003666	LOC118466836|XP_035792537.1|AALB	phtf|NP_610232.1|DMEL
OG0003667	LOC118466732|XP_035792308.1|AALB	Larp4B|NP_647793.1|DMEL
OG0003668	LOC118463986|XP_035786900.1|AALB	stw|NP_610170.2|DMEL
OG0003669	LOC118464145|XP_035787143.1|AALB	CG7637|NP_610610.1|DMEL
OG0003670	LOC118464143|XP_035787141.1|AALB	CG12935|NP_610609.1|DMEL
OG0003671	LOC118463962|XP_035786840.1|AALB	Pde8|NP_001163275.2|DMEL
OG0003672	LOC118466816|XP_035792498.1|AALB	RpS27|NP_651359.1|DMEL
OG0003673	LOC118466308|XP_035791312.1|AALB	wdp|NP_611661.1|DMEL
OG0003674	LOC118467187|XP_035793282.1|AALB	CG8399|NP_001286472.1|DMEL
OG0003675	LOC118467189|XP_035793289.1|AALB	Nup44A|NP_610343.1|DMEL
OG0003676	LOC118467181|XP_035793257.1|AALB	ACC|NP_610342.1|DMEL
OG0003677	LOC118466130|XP_035790973.1|AALB	CG17454|NP_001138001.1|DMEL
