Orthogroup	AALB.longest_only	CCAP.longest_only
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	CCAP1982_LOCUS11407|CAD7002942.1|CCAP
OG0003536	LOC118464918|XP_035788583.1|AALB	CCAP1982_LOCUS21804|CAD7013781.1|CCAP
OG0003537	LOC118465418|XP_035789539.1|AALB	CCAP1982_LOCUS21636|CAD7013581.1|CCAP
OG0003538	LOC118464319|XP_035787510.1|AALB	CCAP1982_LOCUS21619|CAD7013563.1|CCAP
OG0003539	LOC118463775|XP_035786481.1|AALB	CCAP1982_LOCUS21613|CAD7013555.1|CCAP
OG0003540	LOC118466687|XP_035792208.1|AALB	CCAP1982_LOCUS11357|CAD7002888.1|CCAP
OG0003541	LOC118466578|XP_035792015.1|AALB	CCAP1982_LOCUS3984|CAD6995263.1|CCAP
OG0003542	LOC118466580|XP_035792027.1|AALB	CCAP1982_LOCUS22394|CAD7014401.1|CCAP
OG0003543	LOC118462958|XP_035785005.1|AALB	CCAP1982_LOCUS7867|CAD6999340.1|CCAP
OG0003544	LOC118463154|XP_035785429.1|AALB	CCAP1982_LOCUS12760|CAD7004344.1|CCAP
OG0003545	LOC118465948|XP_035790568.1|AALB	CCAP1982_LOCUS14146|CAD7005798.1|CCAP
OG0003546	LOC118462981|XP_035785070.1|AALB	CCAP1982_LOCUS13560|CAD7005200.1|CCAP
OG0003547	LOC118465103|XP_035788931.1|AALB	CCAP1982_LOCUS22239|CAD7014236.1|CCAP
OG0003548	LOC118465100|XP_035788925.1|AALB	CCAP1982_LOCUS22755|CAD7014784.1|CCAP
OG0003549	LOC118465106|XP_035788942.1|AALB	CCAP1982_LOCUS22753|CAD7014782.1|CCAP
OG0003550	LOC118465313|XP_035789322.1|AALB	CCAP1982_LOCUS22380|CAD7014385.1|CCAP
OG0003551	LOC118465305|XP_035789298.1|AALB	CCAP1982_LOCUS22614|CAD7014623.1|CCAP
OG0003552	LOC118463457|XP_035785938.1|AALB	CCAP1982_LOCUS22722|CAD7014745.1|CCAP
OG0003553	LOC118463455|XP_035785935.1|AALB	CCAP1982_LOCUS22616|CAD7014625.1|CCAP
OG0003554	LOC118464649|XP_035788007.1|AALB	CCAP1982_LOCUS11950|CAD7003500.1|CCAP
OG0003555	LOC118464658|XP_035788050.1|AALB	CCAP1982_LOCUS13140|CAD7004747.1|CCAP
OG0003556	LOC118467651|XP_035794280.1|AALB	CCAP1982_LOCUS11725|CAD7003263.1|CCAP
OG0003557	LOC118467653|XP_035794286.1|AALB	CCAP1982_LOCUS11727|CAD7003265.1|CCAP
OG0003558	LOC118462587|XP_035784287.1|AALB	CCAP1982_LOCUS11602|CAD7003140.1|CCAP, CCAP1982_LOCUS11600|CAD7003138.1|CCAP
OG0003559	LOC118466359|XP_035791415.1|AALB	CCAP1982_LOCUS11205|CAD7002730.1|CCAP
OG0003560	LOC118465311|XP_035789320.1|AALB	CCAP1982_LOCUS13143|CAD7004750.1|CCAP
OG0003561	LOC118464912|XP_035788571.1|AALB	CCAP1982_LOCUS22042|CAD7014036.1|CCAP
OG0003562	LOC118463139|XP_035785392.1|AALB	CCAP1982_LOCUS22254|CAD7014251.1|CCAP
OG0003563	LOC118466304|XP_035791303.1|AALB	CCAP1982_LOCUS3245|CAD6994499.1|CCAP
OG0003564	LOC118466296|XP_035791279.1|AALB	CCAP1982_LOCUS13030|CAD7004635.1|CCAP
OG0003565	LOC118466783|XP_035792412.1|AALB	CCAP1982_LOCUS13066|CAD7004671.1|CCAP
OG0003566	LOC118462680|XP_035784480.1|AALB	CCAP1982_LOCUS2783|CAD6994002.1|CCAP
OG0003567	LOC118462906|XP_035784897.1|AALB	CCAP1982_LOCUS23392|CAD7015451.1|CCAP
OG0003568	LOC118464251|XP_035787347.1|AALB	CCAP1982_LOCUS22896|CAD7014933.1|CCAP
OG0003569	LOC118467735|XP_035794435.1|AALB	CCAP1982_LOCUS11485|CAD7003022.1|CCAP
OG0003570	LOC118467734|XP_035794432.1|AALB	CCAP1982_LOCUS21682|CAD7013635.1|CCAP
OG0003571	LOC118464989|XP_035788720.1|AALB	CCAP1982_LOCUS12914|CAD7004515.1|CCAP
OG0003572	LOC118463803|XP_035786563.1|AALB	CCAP1982_LOCUS22108|CAD7014102.1|CCAP
OG0003573	LOC118467326|XP_035793556.1|AALB	CCAP1982_LOCUS20153|CAD7012051.1|CCAP
OG0003574	LOC118462809|XP_035784714.1|AALB	CCAP1982_LOCUS13221|CAD7004832.1|CCAP
OG0003575	LOC118464381|XP_035787617.1|AALB	CCAP1982_LOCUS12171|CAD7003735.1|CCAP
OG0003576	LOC118462577|XP_035784275.1|AALB	CCAP1982_LOCUS11896|CAD7003442.1|CCAP
OG0003577	LOC118466728|XP_035792293.1|AALB	CCAP1982_LOCUS14910|CAD7006599.1|CCAP, CCAP1982_LOCUS14912|CAD7006601.1|CCAP
OG0003578	LOC118467762|XP_035794483.1|AALB	CCAP1982_LOCUS11839|CAD7003380.1|CCAP
OG0003579	LOC118467761|XP_035794482.1|AALB	CCAP1982_LOCUS23067|CAD7015115.1|CCAP
OG0003580	LOC118467411|XP_035793786.1|AALB	CCAP1982_LOCUS19430|CAD7011325.1|CCAP
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	CCAP1982_LOCUS11518|CAD7003055.1|CCAP
OG0003582	LOC118466779|XP_035792398.1|AALB	CCAP1982_LOCUS13249|CAD7004864.1|CCAP
OG0003584	LOC118463155|XP_035785431.1|AALB	CCAP1982_LOCUS21831|CAD7013811.1|CCAP
OG0003586	LOC118462986|XP_035785088.1|AALB	CCAP1982_LOCUS19527|CAD7011427.1|CCAP
OG0003587	LOC118467109|XP_035793062.1|AALB	CCAP1982_LOCUS8444|CAD6999931.1|CCAP
OG0003588	LOC118462694|XP_035784512.1|AALB	CCAP1982_LOCUS1234|CAD6992370.1|CCAP
OG0003590	LOC118465338|XP_035789381.1|AALB	CCAP1982_LOCUS11384|CAD7002918.1|CCAP
OG0003591	LOC118465339|XP_035789382.1|AALB	CCAP1982_LOCUS12774|CAD7004362.1|CCAP
OG0003592	LOC118465343|XP_035789393.1|AALB	CCAP1982_LOCUS10792|CAD7002301.1|CCAP
OG0003593	LOC118462954|XP_035784992.1|AALB	CCAP1982_LOCUS10943|CAD7002454.1|CCAP
OG0003594	LOC118464598|XP_035787935.1|AALB	CCAP1982_LOCUS12613|CAD7004194.1|CCAP
OG0003595	LOC118467808|XP_035794578.1|AALB	CCAP1982_LOCUS7244|CAD6998686.1|CCAP
OG0003596	LOC118462707|XP_035784540.1|AALB	CCAP1982_LOCUS21815|CAD7013794.1|CCAP
OG0003597	LOC118462703|XP_035784534.1|AALB	CCAP1982_LOCUS21803|CAD7013780.1|CCAP
OG0003598	LOC118465770|XP_035790179.1|AALB	CCAP1982_LOCUS13311|CAD7004928.1|CCAP
OG0003599	LOC118457857|XP_035775643.1|AALB	CCAP1982_LOCUS11327|CAD7002857.1|CCAP
OG0003600	LOC118465904|XP_035790451.1|AALB	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP
OG0003601	LOC118463883|XP_035786698.1|AALB	CCAP1982_LOCUS7215|CAD6998647.1|CCAP
OG0003602	LOC118463249|XP_035785611.1|AALB	CCAP1982_LOCUS21885|CAD7013867.1|CCAP
OG0003603	LOC118463770|XP_035786478.1|AALB	CCAP1982_LOCUS13002|CAD7004607.1|CCAP
OG0003604	LOC118464675|XP_035788086.1|AALB	CCAP1982_LOCUS4226|CAD6995513.1|CCAP
OG0003605	LOC118460666|XP_035781032.1|AALB	CCAP1982_LOCUS3866|CAD6995143.1|CCAP
OG0003606	LOC118463028|XP_035785163.1|AALB	CCAP1982_LOCUS19954|CAD7011845.1|CCAP
OG0003607	LOC118463025|XP_035785160.1|AALB	CCAP1982_LOCUS23337|CAD7015393.1|CCAP
OG0003608	LOC118463040|XP_035785177.1|AALB	CCAP1982_LOCUS12329|CAD7003900.1|CCAP
OG0003609	LOC118467482|XP_035793917.1|AALB	CCAP1982_LOCUS22494|CAD7014492.1|CCAP
OG0003610	LOC118463293|XP_035785669.1|AALB	CCAP1982_LOCUS14171|CAD7005827.1|CCAP
OG0003611	LOC118467170|XP_035793229.1|AALB	CCAP1982_LOCUS12836|CAD7004427.1|CCAP
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	CCAP1982_LOCUS22009|CAD7014002.1|CCAP
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	CCAP1982_LOCUS22010|CAD7014003.1|CCAP
OG0003615	LOC118465526|XP_035789743.1|AALB	CCAP1982_LOCUS7100|CAD6998511.1|CCAP
OG0003616	LOC118466679|XP_035792192.1|AALB	CCAP1982_LOCUS22733|CAD7014759.1|CCAP
OG0003617	LOC118467348|XP_035793623.1|AALB	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP
OG0003618	LOC118467341|XP_035793612.1|AALB	CCAP1982_LOCUS22202|CAD7014197.1|CCAP
OG0003619	LOC118464469|XP_035787771.1|AALB	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP
OG0003620	LOC118464471|XP_035787773.1|AALB	CCAP1982_LOCUS7174|CAD6998596.1|CCAP
OG0003621	LOC118466430|XP_035791619.1|AALB	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP
OG0003622	LOC118466427|XP_035791603.1|AALB	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP
OG0003623	LOC118464106|XP_035787085.1|AALB	CCAP1982_LOCUS20556|CAD7012478.1|CCAP
OG0003624	LOC118467085|XP_035793018.1|AALB	CCAP1982_LOCUS23352|CAD7015409.1|CCAP
OG0003625	LOC118462921|XP_035784921.1|AALB	CCAP1982_LOCUS21462|CAD7013397.1|CCAP
OG0003626	LOC118464468|XP_035787770.1|AALB	CCAP1982_LOCUS21714|CAD7013671.1|CCAP
OG0003627	LOC118464466|XP_035787767.1|AALB	CCAP1982_LOCUS21785|CAD7013758.1|CCAP
OG0003628	LOC118467591|XP_035794150.1|AALB	CCAP1982_LOCUS22904|CAD7014941.1|CCAP
OG0003629	LOC118465427|XP_035789549.1|AALB	CCAP1982_LOCUS23130|CAD7015177.1|CCAP
OG0003630	LOC118465596|XP_035789857.1|AALB	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP
OG0003631	LOC118464826|XP_035788395.1|AALB	CCAP1982_LOCUS14526|CAD7006198.1|CCAP
OG0003633	LOC118463061|XP_035785209.1|AALB	CCAP1982_LOCUS22604|CAD7014613.1|CCAP
OG0003634	LOC118463068|XP_035785220.1|AALB	CCAP1982_LOCUS11200|CAD7002725.1|CCAP
OG0003635	LOC118464836|XP_035788407.1|AALB	CCAP1982_LOCUS13302|CAD7004919.1|CCAP
OG0003636	LOC118463062|XP_035785210.1|AALB	CCAP1982_LOCUS21736|CAD7013695.1|CCAP
OG0003637	LOC118464763|XP_035788275.1|AALB	CCAP1982_LOCUS21955|CAD7013945.1|CCAP
OG0003638	LOC118467152|XP_035793184.1|AALB	CCAP1982_LOCUS11671|CAD7003211.1|CCAP
OG0003639	LOC118467156|XP_035793193.1|AALB	CCAP1982_LOCUS7721|CAD6999185.1|CCAP
OG0003640	LOC118462649|XP_035784391.1|AALB	CCAP1982_LOCUS21863|CAD7013843.1|CCAP
OG0003641	LOC118466290|XP_035791269.1|AALB	CCAP1982_LOCUS22381|CAD7014386.1|CCAP
OG0003642	LOC118466291|XP_035791271.1|AALB	CCAP1982_LOCUS22389|CAD7014395.1|CCAP
OG0003643	LOC118466293|XP_035791273.1|AALB	CCAP1982_LOCUS22398|CAD7014406.1|CCAP
OG0003644	LOC118466150|XP_035791013.1|AALB	CCAP1982_LOCUS21838|CAD7013818.1|CCAP
OG0003645	LOC118466406|XP_035791567.1|AALB	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP
OG0003647	LOC118466415|XP_035791583.1|AALB	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	CCAP1982_LOCUS8271|CAD6999748.1|CCAP
OG0003649	LOC118467093|XP_035793031.1|AALB	CCAP1982_LOCUS4182|CAD6995467.1|CCAP, CCAP1982_LOCUS4183|CAD6995468.1|CCAP
OG0003651	LOC118465000|XP_035788740.1|AALB	CCAP1982_LOCUS12955|CAD7004559.1|CCAP
OG0003652	LOC118464213|XP_035787277.1|AALB	CCAP1982_LOCUS14449|CAD7006117.1|CCAP
OG0003653	LOC118466938|XP_035792727.1|AALB	CCAP1982_LOCUS14514|CAD7006185.1|CCAP
OG0003654	LOC118467201|XP_035793308.1|AALB	CCAP1982_LOCUS14925|CAD7006617.1|CCAP
OG0003655	LOC118467200|XP_035793307.1|AALB	CCAP1982_LOCUS7863|CAD6999336.1|CCAP
OG0003656	LOC118467196|XP_035793302.1|AALB	CCAP1982_LOCUS14435|CAD7006103.1|CCAP
OG0003657	LOC118467706|XP_035794383.1|AALB	CCAP1982_LOCUS12806|CAD7004396.1|CCAP
OG0003658	LOC118465603|XP_035789871.1|AALB	CCAP1982_LOCUS4952|CAD6996269.1|CCAP
OG0003659	LOC118464833|XP_035788402.1|AALB	CCAP1982_LOCUS14429|CAD7006097.1|CCAP
OG0003660	LOC118466261|XP_035791209.1|AALB	CCAP1982_LOCUS14421|CAD7006089.1|CCAP
OG0003661	LOC118463077|XP_035785231.1|AALB	CCAP1982_LOCUS11803|CAD7003344.1|CCAP
OG0003662	LOC118464773|XP_035788295.1|AALB	CCAP1982_LOCUS13088|CAD7004695.1|CCAP
OG0003663	LOC118467758|XP_035794479.1|AALB	CCAP1982_LOCUS12977|CAD7004582.1|CCAP
OG0003664	LOC118467753|XP_035794467.1|AALB	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP
OG0003665	LOC118464272|XP_035787427.1|AALB	CCAP1982_LOCUS22959|CAD7015002.1|CCAP
OG0003666	LOC118466836|XP_035792537.1|AALB	CCAP1982_LOCUS21826|CAD7013806.1|CCAP
OG0003667	LOC118466732|XP_035792308.1|AALB	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP
OG0003668	LOC118463986|XP_035786900.1|AALB	CCAP1982_LOCUS23017|CAD7015061.1|CCAP
OG0003670	LOC118464143|XP_035787141.1|AALB	CCAP1982_LOCUS23293|CAD7015348.1|CCAP
OG0003671	LOC118463962|XP_035786840.1|AALB	CCAP1982_LOCUS23357|CAD7015415.1|CCAP
OG0003672	LOC118466816|XP_035792498.1|AALB	CCAP1982_LOCUS5024|CAD6996346.1|CCAP
OG0003673	LOC118466308|XP_035791312.1|AALB	CCAP1982_LOCUS22968|CAD7015011.1|CCAP
OG0003674	LOC118467187|XP_035793282.1|AALB	CCAP1982_LOCUS22662|CAD7014677.1|CCAP
OG0003675	LOC118467189|XP_035793289.1|AALB	CCAP1982_LOCUS7107|CAD6998519.1|CCAP, CCAP1982_LOCUS7108|CAD6998520.1|CCAP
OG0003676	LOC118467181|XP_035793257.1|AALB	CCAP1982_LOCUS21669|CAD7013618.1|CCAP
OG0003677	LOC118466130|XP_035790973.1|AALB	CCAP1982_LOCUS19974|CAD7011862.1|CCAP
OG0003678	LOC118467642|XP_035794261.1|AALB	CCAP1982_LOCUS11181|CAD7002704.1|CCAP
OG0003679	LOC118464681|XP_035788097.1|AALB	CCAP1982_LOCUS11222|CAD7002748.1|CCAP
OG0003680	LOC118464254|XP_035787383.1|AALB	CCAP1982_LOCUS23121|CAD7015168.1|CCAP
OG0003681	LOC118467352|XP_035793628.1|AALB	CCAP1982_LOCUS22931|CAD7014971.1|CCAP
OG0003682	LOC118467748|XP_035794451.1|AALB	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP
OG0003683	LOC118464407|XP_035787655.1|AALB	CCAP1982_LOCUS21597|CAD7013538.1|CCAP
OG0003684	LOC118467083|XP_035793015.1|AALB	CCAP1982_LOCUS11434|CAD7002970.1|CCAP
OG0003685	LOC118466185|XP_035791075.1|AALB	CCAP1982_LOCUS11367|CAD7002898.1|CCAP
OG0003686	LOC118466184|XP_035791071.1|AALB	CCAP1982_LOCUS23389|CAD7015448.1|CCAP
OG0003687	LOC118467335|XP_035793584.1|AALB	CCAP1982_LOCUS23346|CAD7015403.1|CCAP
OG0003688	LOC118467336|XP_035793586.1|AALB	CCAP1982_LOCUS22597|CAD7014604.1|CCAP
OG0003689	LOC118467004|XP_035792839.1|AALB	CCAP1982_LOCUS13752|CAD7005392.1|CCAP
OG0003690	LOC118467003|XP_035792836.1|AALB	CCAP1982_LOCUS14318|CAD7005981.1|CCAP
OG0003692	LOC118465047|XP_035788823.1|AALB	CCAP1982_LOCUS21677|CAD7013627.1|CCAP
OG0003693	LOC118463611|XP_035786184.1|AALB	CCAP1982_LOCUS12571|CAD7004151.1|CCAP
OG0003694	LOC118467900|XP_035794713.1|AALB	CCAP1982_LOCUS11736|CAD7003274.1|CCAP
OG0003695	LOC118463425|XP_035785881.1|AALB	CCAP1982_LOCUS12035|CAD7003587.1|CCAP
OG0003696	LOC118462943|XP_035784974.1|AALB	CCAP1982_LOCUS23180|CAD7015232.1|CCAP
OG0003697	LOC118466958|XP_035792753.1|AALB	CCAP1982_LOCUS7206|CAD6998635.1|CCAP
OG0003698	LOC118463273|XP_035785642.1|AALB	CCAP1982_LOCUS11425|CAD7002961.1|CCAP
OG0003699	LOC118466488|XP_035791781.1|AALB	CCAP1982_LOCUS23399|CAD7015459.1|CCAP
OG0003700	LOC118462605|XP_035784328.1|AALB	CCAP1982_LOCUS22160|CAD7014154.1|CCAP
OG0003701	LOC118466967|XP_035792772.1|AALB	CCAP1982_LOCUS8186|CAD6999656.1|CCAP
OG0003702	LOC118466964|XP_035792768.1|AALB	CCAP1982_LOCUS12284|CAD7003854.1|CCAP
OG0003703	LOC118463669|XP_035786319.1|AALB	CCAP1982_LOCUS13305|CAD7004922.1|CCAP
OG0003704	LOC118463667|XP_035786317.1|AALB	CCAP1982_LOCUS12033|CAD7003584.1|CCAP
OG0003705	LOC118467369|XP_035793670.1|AALB	CCAP1982_LOCUS21875|CAD7013856.1|CCAP
OG0003706	LOC118463403|XP_035785844.1|AALB	CCAP1982_LOCUS10911|CAD7002420.1|CCAP
OG0003707	LOC118462487|XP_035784087.1|AALB	CCAP1982_LOCUS10916|CAD7002425.1|CCAP
OG0003708	LOC118467266|XP_035793441.1|AALB	CCAP1982_LOCUS19354|CAD7011246.1|CCAP
OG0003709	LOC118464636|XP_035787975.1|AALB	CCAP1982_LOCUS23119|CAD7015166.1|CCAP
OG0003710	LOC118462640|XP_035784380.1|AALB	CCAP1982_LOCUS23117|CAD7015164.1|CCAP
OG0003711	LOC118463308|XP_035785686.1|AALB	CCAP1982_LOCUS11818|CAD7003359.1|CCAP
OG0003712	LOC118464427|XP_035787683.1|AALB	CCAP1982_LOCUS7182|CAD6998607.1|CCAP
OG0003713	LOC118463939|XP_035786800.1|AALB	CCAP1982_LOCUS7183|CAD6998608.1|CCAP
OG0003714	LOC118463938|XP_035786799.1|AALB	CCAP1982_LOCUS7184|CAD6998609.1|CCAP
OG0003715	LOC118464577|XP_035787913.1|AALB	CCAP1982_LOCUS13001|CAD7004606.1|CCAP
OG0003716	LOC118467772|XP_035794494.1|AALB	CCAP1982_LOCUS12861|CAD7004455.1|CCAP
OG0003717	LOC118466725|XP_035792289.1|AALB	CCAP1982_LOCUS11998|CAD7003550.1|CCAP
OG0003718	LOC118466423|XP_035791596.1|AALB	CCAP1982_LOCUS13032|CAD7004637.1|CCAP
OG0003719	LOC118463130|XP_035785380.1|AALB	CCAP1982_LOCUS14044|CAD7005692.1|CCAP
OG0003721	LOC118465616|XP_035789890.1|AALB	CCAP1982_LOCUS23140|CAD7015189.1|CCAP
OG0003722	LOC118464082|XP_035787032.1|AALB	CCAP1982_LOCUS12402|CAD7003979.1|CCAP
OG0003723	LOC118464092|XP_035787050.1|AALB	CCAP1982_LOCUS11056|CAD7002568.1|CCAP
OG0003724	LOC118467599|XP_035794178.1|AALB	CCAP1982_LOCUS12892|CAD7004490.1|CCAP
OG0003725	LOC118466222|XP_035791146.1|AALB	CCAP1982_LOCUS12240|CAD7003807.1|CCAP
OG0003726	LOC118466220|XP_035791140.1|AALB	CCAP1982_LOCUS11955|CAD7003505.1|CCAP
OG0003727	LOC118464713|XP_035788140.1|AALB	CCAP1982_LOCUS13006|CAD7004611.1|CCAP
OG0003728	LOC118464313|XP_035787502.1|AALB	CCAP1982_LOCUS5087|CAD6996414.1|CCAP
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	CCAP1982_LOCUS11255|CAD7002782.1|CCAP, CCAP1982_LOCUS11256|CAD7002783.1|CCAP
OG0003730	LOC118467261|XP_035793437.1|AALB	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP
OG0003731	LOC118467074|XP_035793002.1|AALB	CCAP1982_LOCUS12325|CAD7003895.1|CCAP
OG0003732	LOC118467901|XP_035794718.1|AALB	CCAP1982_LOCUS11049|CAD7002561.1|CCAP
OG0003733	LOC118467898|XP_035794709.1|AALB	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP
OG0003734	LOC118466443|XP_035791645.1|AALB	CCAP1982_LOCUS14820|CAD7006504.1|CCAP
OG0003735	LOC118465755|XP_035790151.1|AALB	CCAP1982_LOCUS7104|CAD6998516.1|CCAP
OG0003736	LOC118465769|XP_035790177.1|AALB	CCAP1982_LOCUS21665|CAD7013613.1|CCAP
OG0003737	LOC118465760|XP_035790157.1|AALB	CCAP1982_LOCUS22961|CAD7015003.1|CCAP
OG0003739	LOC118463094|XP_035785269.1|AALB	CCAP1982_LOCUS21686|CAD7013639.1|CCAP
OG0003740	LOC118463095|XP_035785271.1|AALB	CCAP1982_LOCUS21681|CAD7013634.1|CCAP
OG0003741	LOC118463097|XP_035785276.1|AALB	CCAP1982_LOCUS12046|CAD7003598.1|CCAP
OG0003742	LOC118464124|XP_035787110.1|AALB	CCAP1982_LOCUS13569|CAD7005209.1|CCAP
OG0003743	LOC118467680|XP_035794344.1|AALB	CCAP1982_LOCUS21675|CAD7013625.1|CCAP
OG0003744	LOC118467682|XP_035794346.1|AALB	CCAP1982_LOCUS21683|CAD7013636.1|CCAP
OG0003745	LOC118467684|XP_035794348.1|AALB	CCAP1982_LOCUS22908|CAD7014945.1|CCAP
OG0003746	LOC118466242|XP_035791185.1|AALB	CCAP1982_LOCUS22266|CAD7014263.1|CCAP
OG0003747	LOC118466247|XP_035791192.1|AALB	CCAP1982_LOCUS11210|CAD7002735.1|CCAP
OG0003748	LOC118466244|XP_035791187.1|AALB	CCAP1982_LOCUS11216|CAD7002742.1|CCAP
OG0003749	LOC118466246|XP_035791191.1|AALB	CCAP1982_LOCUS13308|CAD7004925.1|CCAP
OG0003750	LOC118466250|XP_035791195.1|AALB	CCAP1982_LOCUS13306|CAD7004923.1|CCAP
OG0003751	LOC118466283|XP_035791256.1|AALB	CCAP1982_LOCUS13309|CAD7004926.1|CCAP
OG0003752	LOC118465649|XP_035789955.1|AALB	CCAP1982_LOCUS11852|CAD7003394.1|CCAP
OG0003753	LOC118465654|XP_035789962.1|AALB	CCAP1982_LOCUS11856|CAD7003399.1|CCAP
OG0003754	LOC118465648|XP_035789954.1|AALB	CCAP1982_LOCUS11855|CAD7003398.1|CCAP
OG0003755	LOC118463860|XP_035786662.1|AALB	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP
OG0003756	LOC118466940|XP_035792732.1|AALB	CCAP1982_LOCUS23023|CAD7015067.1|CCAP
OG0003757	LOC118466138|XP_035790982.1|AALB	CCAP1982_LOCUS22116|CAD7014110.1|CCAP
OG0003758	LOC118467355|XP_035793641.1|AALB	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC118466073|XP_035790830.1|AALB	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC118466075|XP_035790843.1|AALB	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC118467078|XP_035793008.1|AALB	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC118464295|XP_035787470.1|AALB	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC118466354|XP_035791382.1|AALB	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC118466754|XP_035792347.1|AALB	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC118466357|XP_035791408.1|AALB	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC118463951|XP_035786822.1|AALB	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC118463633|XP_035786246.1|AALB	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC118462635|XP_035784375.1|AALB	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC118466829|XP_035792519.1|AALB	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC118467304|XP_035793521.1|AALB	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC118467302|XP_035793515.1|AALB	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003774	LOC118467798|XP_035794564.1|AALB	CCAP1982_LOCUS22285|CAD7014282.1|CCAP, CCAP1982_LOCUS22287|CAD7014285.1|CCAP
OG0003775	LOC118468440|XP_035795095.1|AALB	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC118464736|XP_035788231.1|AALB	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC118466911|XP_035792669.1|AALB	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC118464027|XP_035786976.1|AALB	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC118465806|XP_035790269.1|AALB	CCAP1982_LOCUS7188|CAD6998613.1|CCAP, CCAP1982_LOCUS7189|CAD6998614.1|CCAP
OG0003780	LOC118465900|XP_035790445.1|AALB	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC118465902|XP_035790447.1|AALB	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC118467165|XP_035793216.1|AALB	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC118463866|XP_035786676.1|AALB	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC118463574|XP_035786108.1|AALB	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
