Orthogroup	AALB.longest_only	DVIR.longest_only
OG0005064	LOC118465223|XP_035789111.1|AALB	LOC6622514|XP_002048186.1|DVIR
OG0005065	LOC118463614|XP_035786196.1|AALB	LOC6625710|XP_032291565.1|DVIR
OG0005066	LOC118463286|XP_035785656.1|AALB	LOC6624852|XP_015030145.1|DVIR
OG0005067	LOC118466307|XP_035791309.1|AALB	LOC6636372|XP_002059901.1|DVIR
OG0005068	LOC118467192|XP_035793294.1|AALB	LOC6624189|XP_002048353.1|DVIR
OG0005069	LOC118467186|XP_035793275.1|AALB	LOC6625056|XP_032292232.1|DVIR
OG0005070	LOC118466841|XP_035792556.1|AALB	LOC6625742|XP_032292491.1|DVIR
OG0005071	LOC118463292|XP_035785667.1|AALB	LOC6623465|XP_002048605.1|DVIR
OG0005072	LOC118466124|XP_035790966.1|AALB	LOC6631762|XP_002055170.1|DVIR
OG0005073	LOC118463248|XP_035785610.1|AALB	LOC6626808|XP_002050925.1|DVIR
OG0005074	LOC118462621|XP_035784353.1|AALB	LOC6624272|XP_015030668.2|DVIR
OG0005075	LOC118466126|XP_035790968.1|AALB	LOC6624766|XP_002050730.1|DVIR
OG0005076	LOC118466128|XP_035790971.1|AALB	LOC6635924|XP_002059364.1|DVIR
OG0005078	LOC118464902|XP_035788556.1|AALB	LOC6624716|XP_002046579.2|DVIR
OG0005079	LOC118463836|XP_035786623.1|AALB	LOC6626598|XP_015029120.2|DVIR
OG0005080	LOC118463259|XP_035785622.1|AALB	LOC6623149|XP_002047750.1|DVIR
OG0005081	LOC118466187|XP_035791085.1|AALB	LOC6636342|XP_002059941.2|DVIR
OG0005082	LOC118467006|XP_035792843.1|AALB	LOC6624419|XP_002048677.1|DVIR
OG0005083	LOC118467007|XP_035792844.1|AALB	LOC6631650|XP_002055340.1|DVIR
OG0005084	LOC118467367|XP_035793662.1|AALB	LOC6623825|XP_032289927.1|DVIR
OG0005085	LOC118467366|XP_035793661.1|AALB	LOC6622379|XP_002048531.2|DVIR
OG0005086	LOC118466286|XP_035791264.1|AALB	LOC6635792|XP_002059381.1|DVIR
OG0005087	LOC118466917|XP_035792679.1|AALB	LOC6622892|XP_032291148.1|DVIR
OG0005088	LOC118467529|XP_035793988.1|AALB	LOC6635932|XP_032292201.1|DVIR
OG0005089	LOC118467527|XP_035793986.1|AALB	LOC6635930|XP_002059369.1|DVIR
OG0005090	LOC118466865|XP_035792595.1|AALB	LOC6625274|XP_002049365.1|DVIR
OG0005091	LOC118459939|XP_035779709.1|AALB	LOC6636316|XP_002059876.2|DVIR
OG0005092	LOC118463508|XP_035786001.1|AALB	LOC6622434|XP_002048195.1|DVIR
OG0005093	LOC118463495|XP_035785984.1|AALB	LOC6623047|XP_032289965.1|DVIR
OG0005094	LOC118462939|XP_035784957.1|AALB	LOC6624729|XP_002046581.3|DVIR
OG0005095	LOC118462937|XP_035784948.1|AALB	LOC6635834|XP_002059469.1|DVIR
OG0005096	LOC118466233|XP_035791166.1|AALB	LOC6634192|XP_002057785.1|DVIR
OG0005097	LOC118464129|XP_035787117.1|AALB	LOC6626760|XP_002050711.1|DVIR
OG0005098	LOC118463410|XP_035785854.1|AALB	LOC6625889|XP_002050360.1|DVIR
OG0005099	LOC118466965|XP_035792769.1|AALB	LOC6626784|XP_002048870.1|DVIR
OG0005100	LOC118466962|XP_035792756.1|AALB	LOC6626785|XP_002048871.1|DVIR
OG0005101	LOC118462607|XP_035784330.1|AALB	LOC6630192|XP_002053261.1|DVIR
OG0005102	LOC118466483|XP_035791757.1|AALB	LOC6626817|XP_015029933.1|DVIR
OG0005103	LOC118466960|XP_035792754.1|AALB	LOC6625789|XP_002049985.1|DVIR
OG0005104	LOC118466968|XP_035792773.1|AALB	LOC6634381|XP_002057575.1|DVIR
OG0005105	LOC118464596|XP_035787932.1|AALB	LOC6623238|XP_002046714.1|DVIR
OG0005106	LOC118466806|XP_035792457.1|AALB	LOC6622901|XP_032290771.1|DVIR
OG0005107	LOC118466273|XP_035791239.1|AALB	LOC6624352|XP_002046970.2|DVIR
OG0005108	LOC118467375|XP_035793689.1|AALB	LOC6626466|XP_002050706.1|DVIR
OG0005109	LOC118461607|XP_035783026.1|AALB	LOC6632175|XP_015026309.1|DVIR
OG0005110	LOC118467795|XP_035794562.1|AALB	LOC6622936|XP_002046499.1|DVIR
OG0005111	LOC118463404|XP_035785845.1|AALB	LOC6622569|XP_032290872.1|DVIR
OG0005112	LOC118463402|XP_035785843.1|AALB	LOC6622757|XP_002047045.1|DVIR
OG0005113	LOC118463406|XP_035785849.1|AALB	LOC6622564|XP_002047007.2|DVIR
OG0005114	LOC118465088|XP_035788884.1|AALB	LOC6624202|XP_032290358.1|DVIR
OG0005115	LOC118466604|XP_035792074.1|AALB	LOC6635773|XP_032294707.1|DVIR
OG0005116	LOC118466208|XP_035791118.1|AALB	LOC6622617|XP_002047018.1|DVIR
OG0005117	LOC118464369|XP_035787601.1|AALB	LOC6633494|XP_002057353.1|DVIR
OG0005118	LOC118466474|XP_035791750.1|AALB	LOC6629152|XP_002052446.1|DVIR
OG0005119	LOC118466468|XP_035791719.1|AALB	LOC6636470|XP_032292123.1|DVIR
OG0005120	LOC118467857|XP_035794653.1|AALB	LOC6622725|XP_002046550.2|DVIR
OG0005121	LOC118467856|XP_035794652.1|AALB	LOC6622650|XP_032290318.1|DVIR
OG0005122	LOC118464808|XP_035788363.1|AALB	LOC6624381|XP_002047468.1|DVIR
OG0005123	LOC118465371|XP_035789459.1|AALB	LOC6624157|XP_002048669.1|DVIR
OG0005124	LOC118466720|XP_035792277.1|AALB	LOC6622599|XP_032291048.1|DVIR
OG0005125	LOC118466419|XP_035791587.1|AALB	LOC6622602|XP_032291047.1|DVIR
OG0005126	LOC118466420|XP_035791590.1|AALB	LOC6624260|XP_002046603.1|DVIR
OG0005127	LOC118463721|XP_035786407.1|AALB	LOC6624294|XP_002047447.1|DVIR
OG0005128	LOC118463616|XP_035786202.1|AALB	LOC6626256|XP_032291861.1|DVIR
OG0005129	LOC118463135|XP_035785387.1|AALB	LOC6623633|XP_002048115.1|DVIR
OG0005130	LOC118465611|XP_035789880.1|AALB	LOC6622697|XP_002048086.3|DVIR
OG0005131	LOC118463863|XP_035786666.1|AALB	LOC6622542|XP_032290300.1|DVIR
OG0005132	LOC118464089|XP_035787046.1|AALB	LOC6623264|XP_002047811.1|DVIR
OG0005133	LOC118464279|XP_035787435.1|AALB	LOC6636564|XP_002060068.1|DVIR
OG0005134	LOC118466203|XP_035791113.1|AALB	LOC6622608|XP_002048171.1|DVIR
OG0005135	LOC118466218|XP_035791134.1|AALB	LOC6623319|XP_002046542.1|DVIR
OG0005136	LOC118464446|XP_035787721.1|AALB	LOC6622130|XP_002046540.1|DVIR
OG0005137	LOC118466398|XP_035791543.1|AALB	LOC6630446|XP_002053721.1|DVIR
OG0005138	LOC118466412|XP_035791573.1|AALB	LOC6623836|XP_002047395.1|DVIR
OG0005139	LOC118462916|XP_035784914.1|AALB	LOC6624404|XP_002046533.2|DVIR
OG0005140	LOC118463991|XP_035786914.1|AALB	LOC6629217|XP_002051937.2|DVIR
OG0005142	LOC118464391|XP_035787630.1|AALB	LOC6623507|XP_002046765.1|DVIR
OG0005143	LOC118462494|XP_035784100.1|AALB	LOC6623381|XP_015031169.1|DVIR
OG0005144	LOC118462495|XP_035784105.1|AALB	LOC6623459|XP_032291174.1|DVIR
OG0005145	LOC118462822|XP_035784737.1|AALB	LOC6623458|XP_002046763.1|DVIR
OG0005146	LOC118467064|XP_035792982.1|AALB	LOC6624605|XP_002047182.1|DVIR
OG0005147	LOC118467065|XP_035792984.1|AALB	LOC6624644|XP_032291198.1|DVIR
OG0005148	LOC118466265|XP_035791221.1|AALB	LOC6623457|XP_002048198.1|DVIR
OG0005149	LOC118466274|XP_035791240.1|AALB	LOC6625729|XP_002051050.1|DVIR
OG0005150	LOC118464282|XP_035787449.1|AALB	LOC6623849|XP_002046232.1|DVIR
OG0005151	LOC118467072|XP_035793000.1|AALB	LOC6624248|XP_002046341.1|DVIR
OG0005152	LOC118466132|XP_035790975.1|AALB	LOC6623927|XP_002046337.1|DVIR
OG0005153	LOC118467070|XP_035792996.1|AALB	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR
OG0005154	LOC118467068|XP_035792992.1|AALB	LOC6624119|XP_002046333.1|DVIR
OG0005155	LOC118465428|XP_035789550.1|AALB	LOC6622813|XP_002046480.2|DVIR
OG0005156	LOC118465754|XP_035790150.1|AALB	LOC6629418|XP_002053152.1|DVIR
OG0005157	LOC118466305|XP_035791304.1|AALB	LOC6625795|XP_002050893.1|DVIR
OG0005158	LOC118466336|XP_035791348.1|AALB	LOC6623375|XP_002047308.1|DVIR
OG0005159	LOC118466350|XP_035791376.1|AALB	LOC6622114|XP_002046508.1|DVIR
OG0005160	LOC118464302|XP_035787482.1|AALB	LOC6623711|XP_002046814.2|DVIR
OG0005161	LOC118463806|XP_035786569.1|AALB	LOC6625336|XP_002050418.1|DVIR
OG0005163	LOC118467363|XP_035793657.1|AALB	LOC6622450|XP_002047955.1|DVIR
OG0005164	LOC118466243|XP_035791186.1|AALB	LOC26531093|XP_015031691.1|DVIR
OG0005165	LOC118464098|XP_035787060.1|AALB	LOC6624857|XP_002049205.1|DVIR
OG0005166	LOC118463859|XP_035786661.1|AALB	LOC6632898|XP_002056749.1|DVIR
OG0005167	LOC118463861|XP_035786664.1|AALB	LOC6632897|XP_002056748.1|DVIR
OG0005168	LOC118463858|XP_035786660.1|AALB	LOC6622840|XP_002047245.1|DVIR
OG0005169	LOC118464855|XP_035788456.1|AALB	LOC6623167|XP_032290690.1|DVIR
OG0005170	LOC118462857|XP_035784807.1|AALB	LOC6623110|XP_032290600.1|DVIR
OG0005171	LOC118462858|XP_035784808.1|AALB	LOC6623092|XP_002047765.1|DVIR
OG0005172	LOC118463854|XP_035786651.1|AALB	LOC6624750|XP_032291945.1|DVIR
OG0005173	LOC118466141|XP_035790986.1|AALB	LOC6635951|XP_002059393.2|DVIR
OG0005174	LOC118466142|XP_035790987.1|AALB	LOC6626836|XP_002050838.1|DVIR
OG0005175	LOC118463515|XP_035786009.1|AALB	LOC6626897|XP_032292026.1|DVIR
OG0005176	LOC118464425|XP_035787681.1|AALB	LOC6625202|XP_032292142.1|DVIR
OG0005177	LOC118463942|XP_035786803.1|AALB	LOC6626899|XP_015029068.2|DVIR
OG0005178	LOC118463940|XP_035786801.1|AALB	LOC6622333|XP_002046965.1|DVIR
OG0005179	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB	LOC6623390|XP_002046750.1|DVIR
OG0005180	LOC118466748|XP_035792328.1|AALB	LOC6624715|XP_002046643.2|DVIR
OG0005181	LOC118466753|XP_035792343.1|AALB	LOC6631483|XP_015026679.1|DVIR
OG0005182	LOC118466353|XP_035791378.1|AALB	LOC6635973|XP_032292632.1|DVIR
OG0005183	LOC118466356|XP_035791406.1|AALB	LOC6625542|XP_015030046.1|DVIR
OG0005184	LOC118463185|XP_035785497.1|AALB	LOC6625539|XP_032291690.1|DVIR
OG0005185	LOC118463954|XP_035786829.1|AALB	LOC6625707|XP_002050328.1|DVIR
OG0005186	LOC118465264|XP_035789178.1|AALB	LOC6635860|XP_002059482.1|DVIR
OG0005187	LOC118466361|XP_035791423.1|AALB	LOC6635950|XP_032292592.1|DVIR
OG0005188	LOC118467917|XP_035794750.1|AALB	LOC6625075|XP_002050980.1|DVIR
OG0005189	LOC118458927|XP_035777790.1|AALB	LOC6631616|XP_015026502.1|DVIR, LOC116652140|XP_032295976.1|DVIR
OG0005190	LOC118465381|XP_035789468.1|AALB	LOC6624040|XP_002048305.1|DVIR
OG0005191	LOC118464445|XP_035787717.1|AALB	LOC6631066|XP_032291052.1|DVIR
OG0005192	LOC118464028|XP_035786978.1|AALB	LOC6626048|XP_032291888.1|DVIR
OG0005193	LOC118465742|XP_035790097.1|AALB	LOC6625695|XP_002048845.2|DVIR
OG0005194	LOC118462592|XP_035784299.1|AALB	LOC6635826|XP_002059462.1|DVIR
OG0005195	LOC118465807|XP_035790272.1|AALB	LOC6625943|XP_002050340.1|DVIR
OG0005196	LOC118465801|XP_035790261.1|AALB	LOC6622690|XP_002047600.1|DVIR
OG0005197	LOC118465802|XP_035790262.1|AALB	LOC6625316|XP_002050411.2|DVIR
OG0005198	LOC118465804|XP_035790265.1|AALB	LOC6622710|XP_002048157.3|DVIR
OG0005199	LOC118465901|XP_035790446.1|AALB	LOC6625341|XP_002050423.3|DVIR
OG0005200	LOC118465898|XP_035790444.1|AALB	LOC6625896|XP_032291713.1|DVIR
OG0005201	LOC118464398|XP_035787643.1|AALB	LOC6625263|XP_002050626.1|DVIR
OG0005202	LOC118464395|XP_035787638.1|AALB	LOC6626350|XP_002050351.2|DVIR
OG0005203	LOC118468520|XP_035795270.1|AALB	LOC6626928|XP_032292573.1|DVIR
OG0005204	LOC118460016|XP_035779840.1|AALB	LOC6627903|XP_002051396.2|DVIR
OG0005205	LOC118460012|XP_035779831.1|AALB	LOC6628235|XP_032294617.1|DVIR
OG0005206	LOC118463668|XP_035786318.1|AALB	LOC6636358|XP_002059887.1|DVIR
OG0005207	LOC118458933|XP_035777801.1|AALB	LOC6636500|XP_032291727.1|DVIR
OG0005208	LOC118458936|XP_035777808.1|AALB	LOC6626065|XP_002048855.1|DVIR
OG0005209	LOC118459881|XP_035779571.1|AALB	LOC6628654|XP_002051504.1|DVIR
OG0005210	LOC118459880|XP_035779567.1|AALB	LOC6628655|XP_032293411.1|DVIR
OG0005211	LOC118457298|XP_035774661.1|AALB	LOC6622431|XP_002047711.1|DVIR
OG0005212	LOC118460465|XP_035780677.1|AALB	LOC6625317|XP_032291560.1|DVIR
OG0005213	LOC118457844|XP_035775622.1|AALB	LOC6633552|XP_002057249.1|DVIR
OG0005214	LOC118467923|XP_035794767.1|AALB	LOC6627794|XP_032294398.1|DVIR
OG0005215	LOC118468945|XP_035796186.1|AALB	LOC6627721|XP_002052514.1|DVIR
OG0005216	LOC118468954|XP_035796197.1|AALB	LOC6634218|XP_002057667.3|DVIR
OG0005217	LOC118467148|XP_035793183.1|AALB	LOC6628566|XP_032293573.1|DVIR
OG0005218	LOC118467199|XP_035793309.1|AALB	LOC6627387|XP_002051077.1|DVIR
OG0005219	LOC118467173|XP_035793249.1|AALB	LOC6635798|XP_002059386.1|DVIR
OG0005220	LOC118457039|XP_035774174.1|AALB	LOC6622880|XP_002047237.1|DVIR
OG0005221	LOC118457043|XP_035774184.1|AALB	LOC6627667|XP_002051107.2|DVIR
OG0005222	LOC118457037|XP_035774168.1|AALB	LOC6635768|XP_032294706.1|DVIR
OG0005223	LOC118460857|XP_035781456.1|AALB	LOC6634226|XP_002057675.1|DVIR
OG0005224	LOC118458953|XP_035777828.1|AALB	LOC6629082|XP_002051605.2|DVIR
OG0005225	LOC118468681|XP_035795685.1|AALB	LOC6634100|XP_002057711.1|DVIR
OG0005226	LOC118469006|XP_035796333.1|AALB	LOC6627791|XP_032293961.1|DVIR
OG0005227	LOC118459211|XP_035778284.1|AALB	LOC6627827|XP_002051751.1|DVIR
OG0005228	LOC118457140|XP_035774347.1|AALB	LOC6627733|XP_002051750.1|DVIR
OG0005229	LOC118460387|XP_035780548.1|AALB	LOC6628724|XP_032294040.1|DVIR
OG0005230	LOC118458557|XP_035777092.1|AALB	LOC6627914|XP_032294488.1|DVIR
OG0005231	LOC118457708|XP_035775380.1|AALB	LOC6635754|XP_002059111.1|DVIR
OG0005232	LOC118460842|XP_035781425.1|AALB	LOC6628732|XP_032293429.1|DVIR
OG0005233	LOC118460845|XP_035781440.1|AALB	LOC6628660|XP_002051510.1|DVIR
OG0005234	LOC118468368|XP_035795021.1|AALB	LOC6634292|XP_032289007.1|DVIR
OG0005235	LOC118456440|XP_035773094.1|AALB	LOC6628344|XP_002052675.1|DVIR
OG0005236	LOC118456439|XP_035773093.1|AALB	LOC6635700|XP_032294563.1|DVIR
OG0005237	LOC118456437|XP_035773088.1|AALB	LOC6635703|XP_002059276.1|DVIR
OG0005238	LOC118456199|XP_035772653.1|AALB	LOC6635683|XP_002059278.1|DVIR
OG0005240	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB	LOC6636620|XP_002060083.1|DVIR
OG0005241	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB	LOC6628252|XP_002052931.1|DVIR
OG0005242	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB	LOC6629201|XP_002052620.1|DVIR
OG0005243	LOC118468529|XP_035795292.1|AALB	LOC6628725|XP_015028570.1|DVIR
OG0005244	LOC118461010|XP_035781749.1|AALB	LOC6630426|XP_002053738.1|DVIR
OG0005245	LOC118461009|XP_035781748.1|AALB	LOC6629718|XP_002053675.3|DVIR
OG0005246	LOC118461012|XP_035781754.1|AALB	LOC6627598|XP_002052829.1|DVIR
OG0005247	LOC118459528|XP_035778880.1|AALB	LOC6625872|XP_002050792.1|DVIR
OG0005248	LOC118469057|XP_035796420.1|AALB	LOC6636057|XP_015024185.1|DVIR
OG0005249	LOC118457281|XP_035774633.1|AALB	LOC6629362|XP_002053571.1|DVIR
OG0005250	LOC118457148|XP_035774359.1|AALB	LOC6634076|XP_002057897.2|DVIR
OG0005251	LOC118467796|XP_035794567.1|AALB	LOC6627379|XP_032294058.1|DVIR
OG0005252	LOC118459769|XP_035779357.1|AALB	LOC6633911|XP_015025311.1|DVIR
OG0005253	LOC118458362|XP_035776622.1|AALB	LOC6635673|XP_015024545.1|DVIR
OG0005254	LOC118458821|XP_035777586.1|AALB	LOC6633938|XP_002057608.1|DVIR
OG0005255	LOC118456839|XP_035773828.1|AALB	LOC6633937|XP_002057607.1|DVIR
OG0005256	LOC118458372|XP_035776661.1|AALB	LOC6629179|XP_002052374.2|DVIR
OG0005257	LOC118458367|XP_035776652.1|AALB	LOC6634151|XP_002057628.2|DVIR
OG0005258	LOC118460672|XP_035781042.1|AALB	LOC6634070|XP_002057872.1|DVIR
OG0005259	LOC118458365|XP_035776647.1|AALB	LOC6634135|XP_002057523.2|DVIR
OG0005260	LOC118456964|XP_035774047.1|AALB	LOC6634157|XP_032289010.1|DVIR
OG0005261	LOC118456963|XP_035774046.1|AALB	LOC6627824|XP_002051137.2|DVIR
OG0005262	LOC118456271|XP_035772776.1|AALB	LOC6628096|XP_002052420.1|DVIR
OG0005263	LOC118457069|XP_035774232.1|AALB	LOC6633909|XP_002057602.2|DVIR
OG0005264	LOC118457070|XP_035774233.1|AALB	LOC6630686|XP_002054409.2|DVIR
OG0005265	LOC118459053|XP_035777972.1|AALB	LOC6634300|XP_002057452.1|DVIR
OG0005266	LOC118460968|XP_035781673.1|AALB	LOC6633931|XP_002057620.1|DVIR
OG0005267	LOC118456601|XP_035773394.1|AALB	LOC6628890|XP_002052091.1|DVIR
OG0005268	LOC118456594|XP_035773387.1|AALB	LOC6628891|XP_015028761.1|DVIR
OG0005269	LOC118468128|XP_035794876.1|AALB	LOC6629118|XP_002052110.1|DVIR
OG0005270	LOC118460571|XP_035780872.1|AALB	LOC6629213|XP_002051263.1|DVIR
OG0005271	LOC118460566|XP_035780860.1|AALB	LOC6628466|XP_002051541.1|DVIR
OG0005272	LOC118460569|XP_035780868.1|AALB	LOC6628469|XP_032293802.1|DVIR
OG0005273	LOC118458905|XP_035777756.1|AALB	LOC6628905|XP_002051549.1|DVIR
OG0005274	LOC118459274|XP_035778404.1|AALB	LOC6629243|XP_002051267.1|DVIR
OG0005275	LOC118456369|XP_035772934.1|AALB	LOC6636618|XP_002060084.2|DVIR
OG0005276	LOC118456376|XP_035772953.1|AALB	LOC6628025|XP_015028648.1|DVIR
OG0005277	LOC118458036|XP_035776047.1|AALB	LOC6627722|XP_002052515.1|DVIR
OG0005278	LOC118458037|XP_035776048.1|AALB	LOC6635845|XP_002059457.1|DVIR
OG0005279	LOC118456829|XP_035773817.1|AALB	LOC6628169|XP_015028192.1|DVIR
OG0005280	LOC118460102|XP_035780030.1|AALB	LOC6628212|XP_002052941.1|DVIR
OG0005281	LOC118468718|XP_035795741.1|AALB	LOC6627356|XP_032294194.1|DVIR
OG0005282	LOC118459054|XP_035777973.1|AALB	LOC6630460|XP_002053457.1|DVIR
OG0005283	LOC118459056|XP_035777978.1|AALB	LOC6631191|XP_002054836.1|DVIR
OG0005284	LOC118456980|XP_035774073.1|AALB	LOC6627472|XP_002052903.2|DVIR
OG0005285	LOC118457232|XP_035774503.1|AALB	LOC6627473|XP_002052904.1|DVIR
OG0005286	LOC118460841|XP_035781421.1|AALB	LOC6628254|XP_015028557.1|DVIR
OG0005287	LOC118457438|XP_035774921.1|AALB	LOC6628208|XP_002052937.1|DVIR
OG0005288	LOC118458279|XP_035776494.1|AALB	LOC6628362|XP_002052551.1|DVIR
OG0005289	LOC118460603|XP_035780923.1|AALB	LOC6627380|XP_002052400.1|DVIR
OG0005290	LOC118456688|XP_035773569.1|AALB	LOC6630765|XP_002054624.1|DVIR
OG0005291	LOC118458565|XP_035777102.1|AALB	LOC6634273|XP_002057690.1|DVIR
OG0005292	LOC118458555|XP_035777085.1|AALB	LOC6634271|XP_002057688.1|DVIR
OG0005293	LOC118468423|XP_035795079.1|AALB	LOC6628499|XP_002051494.1|DVIR
OG0005294	LOC118460413|XP_035780593.1|AALB	LOC6629202|XP_002052621.1|DVIR
OG0005295	LOC118460404|XP_035780576.1|AALB	LOC6634274|XP_032293647.1|DVIR
OG0005296	LOC118468598|XP_035795459.1|AALB	LOC6629598|XP_002053551.2|DVIR
OG0005297	LOC118457680|XP_035775332.1|AALB	LOC6634375|XP_015025240.1|DVIR
OG0005298	LOC118458009|XP_035775998.1|AALB	LOC6628795|XP_002051218.1|DVIR
OG0005299	LOC118460998|XP_035781716.1|AALB	LOC6632260|XP_002055895.1|DVIR
OG0005300	LOC118468944|XP_035796185.1|AALB	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR
OG0005301	LOC118461156|XP_035782043.1|AALB	LOC6629149|XP_015028671.1|DVIR
OG0005302	LOC118460437|XP_035780624.1|AALB	LOC6627207|XP_032291849.1|DVIR
OG0005303	LOC118467754|XP_035794477.1|AALB	LOC6628663|XP_032294534.1|DVIR
OG0005304	LOC118467786|XP_035794526.1|AALB	LOC6628332|XP_002051204.1|DVIR
OG0005305	LOC118461162|XP_035782052.1|AALB	LOC6635844|XP_002059456.1|DVIR
OG0005306	LOC118461298|XP_035782372.1|AALB	LOC6627708|XP_032293911.1|DVIR
OG0005307	LOC118458548|XP_035777076.1|AALB	LOC6627810|XP_002051772.1|DVIR
OG0005308	LOC118456914|XP_035773932.1|AALB	LOC6627978|XP_002051784.1|DVIR
OG0005309	LOC118460073|XP_035779978.1|AALB	LOC6627998|XP_002051787.2|DVIR
OG0005310	LOC118461416|XP_035782600.1|AALB	LOC6627558|XP_002052642.1|DVIR
OG0005311	LOC118457854|XP_035775637.1|AALB	LOC6635751|XP_015024520.1|DVIR
OG0005312	LOC118456681|XP_035773550.1|AALB	LOC6628523|XP_015027981.1|DVIR
OG0005313	LOC118461922|XP_035783682.1|AALB	LOC6629131|XP_015028442.1|DVIR
OG0005314	LOC118457588|XP_035775170.1|AALB	LOC6628950|XP_002052353.1|DVIR
OG0005315	LOC118468676|XP_035795669.1|AALB	LOC6627587|XP_002052818.3|DVIR
OG0005316	LOC118457855|XP_035775640.1|AALB	LOC6635846|XP_002059458.1|DVIR
OG0005317	LOC118456968|XP_035774055.1|AALB	LOC6627703|XP_002051987.1|DVIR
OG0005318	LOC118457389|XP_035774817.1|AALB	LOC6629246|XP_002051270.2|DVIR
OG0005319	LOC118468747|XP_035795800.1|AALB	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR
OG0005320	LOC118468750|XP_035795805.1|AALB	LOC6634355|XP_002057819.2|DVIR
OG0005321	LOC118461201|XP_035782146.1|AALB	LOC6635640|XP_002059186.2|DVIR
OG0005322	LOC118468624|XP_035795532.1|AALB	LOC6628356|XP_032294497.1|DVIR
OG0005323	LOC118461662|XP_035783141.1|AALB	LOC6627664|XP_032293438.1|DVIR
OG0005324	LOC118456209|XP_035772671.1|AALB	LOC6628594|XP_002051209.2|DVIR
OG0005325	LOC118456208|XP_035772666.1|AALB	LOC26531038|XP_015025381.1|DVIR
OG0005326	LOC118456210|XP_035772673.1|AALB	LOC6628335|XP_015028057.1|DVIR
OG0005327	LOC118468384|XP_035795037.1|AALB	LOC6627413|XP_002051086.1|DVIR
OG0005328	LOC118468950|XP_035796193.1|AALB	LOC6630691|XP_002054398.2|DVIR
OG0005329	LOC118459537|XP_035778902.1|AALB	LOC6622192|XP_002047866.1|DVIR
OG0005330	LOC118456627|XP_035773440.1|AALB	LOC6624138|XP_002047867.1|DVIR
OG0005331	LOC118457473|XP_035774991.1|AALB	LOC6628889|XP_002052090.1|DVIR
OG0005332	LOC118457464|XP_035774976.1|AALB	LOC6627499|XP_002052207.1|DVIR
OG0005333	LOC118457470|XP_035774989.1|AALB	LOC6628531|XP_002052727.1|DVIR
OG0005334	LOC118456463|XP_035773132.1|AALB	LOC6636635|XP_015023805.1|DVIR
OG0005335	LOC118456460|XP_035773128.1|AALB	LOC6626857|XP_002049228.2|DVIR
OG0005336	LOC118456450|XP_035773118.1|AALB	LOC6626117|XP_015029859.1|DVIR
OG0005337	LOC118456761|XP_035773718.1|AALB	LOC6624758|XP_002049752.2|DVIR
OG0005338	LOC118459683|XP_035779203.1|AALB	LOC6634127|XP_002057728.1|DVIR
OG0005339	LOC118461297|XP_035782370.1|AALB	LOC6627817|XP_002051142.3|DVIR
OG0005340	LOC118461293|XP_035782365.1|AALB	LOC6634281|XP_015025187.1|DVIR
OG0005341	LOC118461120|XP_035781948.1|AALB	LOC6625654|XP_002049871.1|DVIR
OG0005342	LOC118459199|XP_035778253.1|AALB	LOC6627894|XP_032294203.1|DVIR
OG0005343	LOC118459419|XP_035778653.1|AALB	LOC6635937|XP_002059376.2|DVIR
OG0005344	LOC118468480|XP_035795193.1|AALB	LOC6625645|XP_002049560.1|DVIR
OG0005345	LOC118468481|XP_035795194.1|AALB	LOC6634346|XP_015025174.1|DVIR
OG0005346	LOC118456222|XP_035772700.1|AALB	LOC6627461|XP_002052483.1|DVIR
OG0005347	LOC118460742|XP_035781202.1|AALB	LOC6629165|XP_002051904.1|DVIR
OG0005348	LOC118456447|XP_035773105.1|AALB	LOC6627378|XP_002052398.2|DVIR
OG0005349	LOC118456464|XP_035773133.1|AALB	LOC6627381|XP_002052401.1|DVIR
OG0005350	LOC118456452|XP_035773119.1|AALB	LOC6629216|XP_002051266.1|DVIR
OG0005351	LOC118468508|XP_035795236.1|AALB	LOC6624231|XP_032290345.1|DVIR
OG0005352	LOC118468337|XP_035794980.1|AALB	LOC6628159|XP_002052414.2|DVIR
OG0005353	LOC118456218|XP_035772691.1|AALB	LOC6625783|XP_002049581.1|DVIR
OG0005354	LOC118468670|XP_035795624.1|AALB	LOC6627734|XP_032293588.1|DVIR
OG0005355	LOC118459292|XP_035778430.1|AALB	LOC6628640|XP_002051884.3|DVIR
OG0005356	LOC118459305|XP_035778447.1|AALB	LOC6628639|XP_002051883.1|DVIR
OG0005357	LOC118459296|XP_035778434.1|AALB	LOC6628880|XP_002051660.1|DVIR
OG0005358	LOC118461295|XP_035782367.1|AALB	LOC6627735|XP_002051119.1|DVIR
OG0005359	LOC118459197|XP_035778251.1|AALB	LOC6626691|XP_002049416.1|DVIR
OG0005360	LOC118459134|XP_035778103.1|AALB	LOC6624036|XP_002047591.1|DVIR
