Orthogroup	AALB.longest_only	ASTE.longest_only
OG0005984	LOC118466190|XP_035791089.1|AALB	LOC118511574|XP_035910712.1|ASTE
OG0005985	LOC118467376|XP_035793690.1|AALB	LOC118510554|XP_035908424.1|ASTE
OG0005986	LOC118467391|XP_035793738.1|AALB	LOC118503431|XP_035892568.1|ASTE
OG0005987	LOC118467388|XP_035793725.1|AALB	LOC118510090|XP_035907397.1|ASTE
OG0005988	LOC118464718|XP_035788183.1|AALB	LOC118507216|XP_035901209.1|ASTE
OG0005989	LOC118463915|XP_035786748.1|AALB	LOC118507160|XP_035901105.1|ASTE
OG0005990	LOC118463919|XP_035786769.1|AALB	LOC118507164|XP_035901121.1|ASTE
OG0005991	LOC118464431|XP_035787695.1|AALB	LOC118504085|XP_035894047.1|ASTE
OG0005992	LOC118464430|XP_035787694.1|AALB	LOC118504059|XP_035893986.1|ASTE
OG0005993	LOC118467385|XP_035793718.1|AALB	LOC118510092|XP_035907401.1|ASTE
OG0005994	LOC118463735|XP_035786420.1|AALB	LOC118503892|XP_035893556.1|ASTE
OG0005995	LOC118467419|XP_035793798.1|AALB	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE
OG0005996	LOC118467422|XP_035793801.1|AALB	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE
OG0005997	LOC118467536|XP_035794022.1|AALB	LOC118505905|XP_035898255.1|ASTE
OG0005998	LOC118467535|XP_035794021.1|AALB	LOC118505904|XP_035898254.1|ASTE
OG0005999	LOC118463199|XP_035785526.1|AALB	LOC118507182|XP_035901147.1|ASTE
OG0006000	LOC118466845|XP_035792560.1|AALB	LOC118507246|XP_035901409.1|ASTE
OG0006001	LOC118464770|XP_035788288.1|AALB	LOC118504084|XP_035894046.1|ASTE
OG0006002	LOC118462767|XP_035784625.1|AALB	LOC118504095|XP_035894070.1|ASTE
OG0006003	LOC118464729|XP_035788203.1|AALB	LOC118504089|XP_035894054.1|ASTE
OG0006004	LOC118464187|XP_035787230.1|AALB	LOC118504154|XP_035894176.1|ASTE
OG0006005	LOC118467847|XP_035794646.1|AALB	LOC118517633|XP_035919838.1|ASTE
OG0006006	LOC118465013|XP_035788758.1|AALB	LOC118512338|XP_035912518.1|ASTE
OG0006007	LOC118467830|XP_035794614.1|AALB	LOC118506093|XP_035898670.1|ASTE
OG0006008	LOC118465072|XP_035788856.1|AALB	LOC118505928|XP_035898323.1|ASTE
OG0006009	LOC118467727|XP_035794424.1|AALB	LOC118507937|XP_035903141.1|ASTE
OG0006010	LOC118465817|XP_035790284.1|AALB	LOC118508043|XP_035903339.1|ASTE
OG0006011	LOC118465829|XP_035790311.1|AALB	LOC118507170|XP_035901132.1|ASTE
OG0006012	LOC118467838|XP_035794623.1|AALB	LOC118503600|XP_035892946.1|ASTE
OG0006013	LOC118467225|XP_035793369.1|AALB	LOC118512368|XP_035912591.1|ASTE
OG0006014	LOC118465855|XP_035790376.1|AALB	LOC118512383|XP_035912647.1|ASTE
OG0006015	LOC118464716|XP_035788167.1|AALB	LOC118507341|XP_035901623.1|ASTE
OG0006016	LOC118466079|XP_035790864.1|AALB	LOC118508150|XP_035903579.1|ASTE
OG0006017	LOC118465505|XP_035789715.1|AALB	LOC118508151|XP_035903580.1|ASTE
OG0006018	LOC118465504|XP_035789713.1|AALB	LOC118503438|XP_035892592.1|ASTE
OG0006019	LOC118465514|XP_035789725.1|AALB	LOC118503446|XP_035892604.1|ASTE
OG0006020	LOC118465463|XP_035789652.1|AALB	LOC118512320|XP_035912472.1|ASTE
OG0006021	LOC118465449|XP_035789597.1|AALB	LOC118512327|XP_035912482.1|ASTE
OG0006022	LOC118465451|XP_035789615.1|AALB	LOC118512330|XP_035912497.1|ASTE
OG0006023	LOC118467546|XP_035794038.1|AALB	LOC118505917|XP_035898278.1|ASTE
OG0006024	LOC118466370|XP_035791462.1|AALB	LOC118512426|XP_035912723.1|ASTE
OG0006025	LOC118463877|XP_035786689.1|AALB	LOC118507192|XP_035901158.1|ASTE
OG0006026	LOC118463603|XP_035786160.1|AALB	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE
OG0006027	LOC118467015|XP_035792855.1|AALB	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC118462554|XP_035784226.1|AALB	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC118467832|XP_035794616.1|AALB	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC118466104|XP_035790916.1|AALB	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC118467834|XP_035794618.1|AALB	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC118462516|XP_035784137.1|AALB	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC118463359|XP_035785768.1|AALB	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC118464518|XP_035787850.1|AALB	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC118464003|XP_035786943.1|AALB	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC118464002|XP_035786942.1|AALB	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC118466162|XP_035791031.1|AALB	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC118466159|XP_035791026.1|AALB	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC118466892|XP_035792640.1|AALB	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC118458022|XP_035776020.1|AALB	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC118467433|XP_035793815.1|AALB	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC118464858|XP_035788461.1|AALB	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC118465069|XP_035788848.1|AALB	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC118467102|XP_035793045.1|AALB	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC118464233|XP_035787306.1|AALB	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC118464244|XP_035787338.1|AALB	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC118462794|XP_035784684.1|AALB	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC118467732|XP_035794430.1|AALB	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC118465256|XP_035789171.1|AALB	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC118465262|XP_035789177.1|AALB	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC118467538|XP_035794029.1|AALB	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC118462513|XP_035784135.1|AALB	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC118466241|XP_035791184.1|AALB	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC118467320|XP_035793551.1|AALB	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC118465374|XP_035789462.1|AALB	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC118463677|XP_035786327.1|AALB	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC118467215|XP_035793352.1|AALB	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC118466536|XP_035791937.1|AALB	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC118466537|XP_035791940.1|AALB	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC118465271|XP_035789194.1|AALB	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC118465278|XP_035789212.1|AALB	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC118461534|XP_035782863.1|AALB	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC118465780|XP_035790198.1|AALB	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC118465779|XP_035790197.1|AALB	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC118465781|XP_035790201.1|AALB	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC118467330|XP_035793560.1|AALB	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC118463204|XP_035785540.1|AALB	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC118464364|XP_035787582.1|AALB	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC118466826|XP_035792514.1|AALB	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC118466822|XP_035792505.1|AALB	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC118466717|XP_035792275.1|AALB	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC118467779|XP_035794510.1|AALB	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC118462660|XP_035784440.1|AALB	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC118468247|XP_035794905.1|AALB	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC118464689|XP_035788105.1|AALB	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC118467906|XP_035794726.1|AALB	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC118465018|XP_035788767.1|AALB	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC118463176|XP_035785476.1|AALB	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC118462896|XP_035784883.1|AALB	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC118462740|XP_035784593.1|AALB	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC118462759|XP_035784618.1|AALB	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC118463796|XP_035786529.1|AALB	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC118465147|XP_035788982.1|AALB	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC118464012|XP_035786953.1|AALB	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC118464850|XP_035788440.1|AALB	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC118467026|XP_035792880.1|AALB	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC118467028|XP_035792886.1|AALB	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC118465684|XP_035790008.1|AALB	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC118465666|XP_035789978.1|AALB	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC118466903|XP_035792658.1|AALB	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC118463104|XP_035785304.1|AALB	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC118465967|XP_035790611.1|AALB	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC118465959|XP_035790592.1|AALB	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC118464175|XP_035787208.1|AALB	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC118464426|XP_035787682.1|AALB	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC118466459|XP_035791705.1|AALB	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC118466465|XP_035791716.1|AALB	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC118465437|XP_035789580.1|AALB	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC118465473|XP_035789661.1|AALB	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC118465823|XP_035790303.1|AALB	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC118464359|XP_035787575.1|AALB	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC118465477|XP_035789671.1|AALB	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC118464372|XP_035787606.1|AALB	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC118464709|XP_035788133.1|AALB	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC118467921|XP_035794756.1|AALB	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC118466991|XP_035792805.1|AALB	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC118463767|XP_035786475.1|AALB	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC118466030|XP_035790747.1|AALB	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC118465149|XP_035788988.1|AALB	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC118462739|XP_035784591.1|AALB	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC118464947|XP_035788629.1|AALB	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC118464940|XP_035788619.1|AALB	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC118463464|XP_035785947.1|AALB	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC118463683|XP_035786342.1|AALB	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC118465729|XP_035790083.1|AALB	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC118465024|XP_035788782.1|AALB	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC118463366|XP_035785778.1|AALB	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC118464202|XP_035787254.1|AALB	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC118466019|XP_035790728.1|AALB	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC118463280|XP_035785649.1|AALB	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC118464654|XP_035788014.1|AALB	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC118463071|XP_035785223.1|AALB	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC118463073|XP_035785225.1|AALB	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC118464697|XP_035788112.1|AALB	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC118462731|XP_035784570.1|AALB	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC118462717|XP_035784554.1|AALB	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC118465685|XP_035790009.1|AALB	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC118465824|XP_035790304.1|AALB	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC118463868|XP_035786678.1|AALB	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC118466316|XP_035791321.1|AALB	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC118464345|XP_035787558.1|AALB	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC118466317|XP_035791323.1|AALB	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC118466312|XP_035791316.1|AALB	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC118462634|XP_035784371.1|AALB	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC118466390|XP_035791520.1|AALB	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC118463470|XP_035785953.1|AALB	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC118465882|XP_035790412.1|AALB	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC118466490|XP_035791782.1|AALB	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC118464882|XP_035788518.1|AALB	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC118467209|XP_035793328.1|AALB	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC118465930|XP_035790526.1|AALB	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC118465933|XP_035790534.1|AALB	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC118465929|XP_035790525.1|AALB	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC118465934|XP_035790535.1|AALB	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC118463764|XP_035786470.1|AALB	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC118464332|XP_035787542.1|AALB	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC118464437|XP_035787704.1|AALB	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC118465995|XP_035790683.1|AALB	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC118465991|XP_035790676.1|AALB	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC118465990|XP_035790672.1|AALB	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC118460275|XP_035780351.1|AALB	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC118461614|XP_035783049.1|AALB	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC118459368|XP_035778560.1|AALB	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC118460906|XP_035781544.1|AALB	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC118456241|XP_035772726.1|AALB	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC118463740|XP_035786427.1|AALB	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC118465375|XP_035789463.1|AALB	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC118467589|XP_035794136.1|AALB	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC118464125|XP_035787111.1|AALB	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006181	LOC118465342|XP_035789392.1|AALB	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC118459681|XP_035779200.1|AALB	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC118462451|XP_035784021.1|AALB	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC118462526|XP_035784173.1|AALB	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC118463613|XP_035786236.1|AALB	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC118456351|XP_035772910.1|AALB	LOC118507320|XP_035901604.1|ASTE
OG0006188	LOC118458215|XP_035776359.1|AALB	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC118458227|XP_035776392.1|AALB	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC118459922|XP_035779665.1|AALB	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC118468854|XP_035796002.1|AALB	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC118463742|XP_035786433.1|AALB	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC118466495|XP_035791857.1|AALB	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC118466050|XP_035790784.1|AALB	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC118465364|XP_035789449.1|AALB	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC118466371|XP_035791481.1|AALB	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC118459539|XP_035778906.1|AALB	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC118464114|XP_035787108.1|AALB	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC118464419|XP_035787670.1|AALB	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC118457825|XP_035775596.1|AALB	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC118466129|XP_035790976.1|AALB	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC118458386|XP_035776692.1|AALB	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC118461462|XP_035782697.1|AALB	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC118460860|XP_035781469.1|AALB	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC118459852|XP_035779558.1|AALB	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC118457605|XP_035775205.1|AALB	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC118456769|XP_035773741.1|AALB	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC118456730|XP_035773671.1|AALB	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC118457987|XP_035775944.1|AALB	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC118466470|XP_035791744.1|AALB	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC118466456|XP_035791701.1|AALB	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC118463876|XP_035786691.1|AALB	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC118463084|XP_035785249.1|AALB	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC118460912|XP_035781561.1|AALB	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC118463277|XP_035785650.1|AALB	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC118463439|XP_035785919.1|AALB	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC118463219|XP_035785557.1|AALB	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC118459979|XP_035779771.1|AALB	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC118456205|XP_035772668.1|AALB	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC118465175|XP_035789030.1|AALB	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC118466416|XP_035791588.1|AALB	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC118467439|XP_035793877.1|AALB	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC118460925|XP_035781578.1|AALB	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC118463379|XP_035785804.1|AALB	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC118461791|XP_035783420.1|AALB	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC118468908|XP_035796110.1|AALB	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC118456961|XP_035774040.1|AALB	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC118457496|XP_035775432.1|AALB	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC118459319|XP_035778467.1|AALB	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC118460378|XP_035780531.1|AALB	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC118465641|XP_035789942.1|AALB	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC118463210|XP_035785549.1|AALB	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC118462880|XP_035784845.1|AALB	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC118457229|XP_035774504.1|AALB	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC118463624|XP_035786219.1|AALB	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC118463733|XP_035786423.1|AALB	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC118465640|XP_035789941.1|AALB	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC118458264|XP_035776453.1|AALB	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC118458243|XP_035776409.1|AALB	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC118462949|XP_035784989.1|AALB	LOC118510186|XP_035907604.1|ASTE
OG0006248	LOC118457572|XP_035775144.1|AALB	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC118466313|XP_035791322.1|AALB	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC118459263|XP_035778367.1|AALB	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC118456703|XP_035773608.1|AALB	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC118468752|XP_035795810.1|AALB	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC118456293|XP_035772813.1|AALB	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC118462194|XP_035784000.1|AALB	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC118466494|XP_035791798.1|AALB	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC118458819|XP_035777628.1|AALB	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC118469017|XP_035796353.1|AALB	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC118456994|XP_035774143.1|AALB	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC118458707|XP_035777341.1|AALB	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC118461408|XP_035782580.1|AALB	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC118457792|XP_035775531.1|AALB	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC118466942|XP_035792736.1|AALB	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC118462005|XP_035783834.1|AALB	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC118460208|XP_035780212.1|AALB	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC118459545|XP_035778921.1|AALB	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC118461682|XP_035783165.1|AALB	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC118457138|XP_035774345.1|AALB	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC118460298|XP_035780392.1|AALB	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC118465239|XP_035789153.1|AALB	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC118465046|XP_035788821.1|AALB	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC118459332|XP_035778492.1|AALB	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC118461970|XP_035783778.1|AALB	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC118460314|XP_035780416.1|AALB	LOC118508170|XP_035903612.1|ASTE
OG0006276	LOC118460244|XP_035780297.1|AALB	LOC118504482|XP_035894892.1|ASTE
OG0006278	LOC118462294|XP_035784008.1|AALB	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC118465053|XP_035788831.1|AALB	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC118465016|XP_035788768.1|AALB	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC118459291|XP_035778429.1|AALB	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC118466546|XP_035791956.1|AALB	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC118466134|XP_035790978.1|AALB	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC118468716|XP_035795740.1|AALB	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC118462808|XP_035784717.1|AALB	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC118465949|XP_035790571.1|AALB	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC118465979|XP_035790645.1|AALB	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC118458506|XP_035776966.1|AALB	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC118466363|XP_035791447.1|AALB	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC118465309|XP_035789316.1|AALB	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC118466281|XP_035791257.1|AALB	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC118461819|XP_035783510.1|AALB	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC118463794|XP_035786576.1|AALB	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC118468364|XP_035795020.1|AALB	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC118463357|XP_035785769.1|AALB	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC118466091|XP_035790937.1|AALB	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC118461726|XP_035783303.1|AALB	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC118464722|XP_035788191.1|AALB	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC118461782|XP_035783407.1|AALB	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC118460259|XP_035780328.1|AALB	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC118465105|XP_035788944.1|AALB	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC118468541|XP_035795317.1|AALB	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC118461623|XP_035783066.1|AALB	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC118461600|XP_035783011.1|AALB	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC118460217|XP_035780229.1|AALB	LOC118517482|XP_035919556.1|ASTE
