Orthogroup	AALB.longest_only	DMAU.longest_only
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC117141680|XP_033161167.1|DMAU
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC117143465|XP_033164067.1|DMAU
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC117142621|XP_033162603.1|DMAU
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC117143132|XP_033163514.1|DMAU
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC117145570|XP_033167166.1|DMAU
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC117142618|XP_033162594.1|DMAU
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC117143278|XP_033163748.1|DMAU
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC117144791|XP_033166059.1|DMAU
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC117143855|XP_033164608.1|DMAU
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC117144475|XP_033165538.1|DMAU
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC117139444|XP_033157640.1|DMAU
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC117143189|XP_033163616.1|DMAU
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC117142276|XP_033162047.1|DMAU
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC117142596|XP_033162562.1|DMAU
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC117145175|XP_033166615.1|DMAU
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC117143474|XP_033164079.1|DMAU
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC117144924|XP_033166266.1|DMAU
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC117135767|XP_033152124.1|DMAU
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC117143211|XP_033163648.1|DMAU
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC117144469|XP_033165525.1|DMAU
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC117144991|XP_033166353.1|DMAU
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC117139094|XP_033157113.1|DMAU
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC117141020|XP_033160185.1|DMAU
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC117142074|XP_033161844.1|DMAU
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC117137485|XP_033154855.1|DMAU
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC117150957|XP_033174027.1|DMAU
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC117148943|XP_033172559.1|DMAU
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC117136094|XP_033152664.1|DMAU
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC117143473|XP_033164078.1|DMAU
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC117136653|XP_033153540.1|DMAU
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC117135222|XP_033151229.1|DMAU
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC117139308|XP_033157443.1|DMAU
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC117145649|XP_033167269.1|DMAU
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC117141885|XP_033161470.1|DMAU
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC117140062|XP_033158698.1|DMAU
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC117140772|XP_033159747.1|DMAU
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC117141761|XP_033161278.1|DMAU
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC117138163|XP_033155934.1|DMAU
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC117136751|XP_033153674.1|DMAU
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC117136641|XP_033153524.1|DMAU
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC117136085|XP_033152649.1|DMAU
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC117139745|XP_033158196.1|DMAU
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC117142348|XP_033162158.1|DMAU
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC117138651|XP_033156769.1|DMAU
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC117148408|XP_033171667.1|DMAU
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC117140660|XP_033159595.1|DMAU
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC117140480|XP_033159321.1|DMAU
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC117139402|XP_033157561.1|DMAU
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC117138635|XP_033156738.1|DMAU
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC117137921|XP_033155560.1|DMAU
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC117136774|XP_033153713.1|DMAU
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC117138451|XP_033156465.1|DMAU
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC117136858|XP_033153848.1|DMAU
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC117138128|XP_033155884.1|DMAU
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC117136931|XP_033153963.1|DMAU
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC117141345|XP_033160639.1|DMAU
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC117141269|XP_033160530.1|DMAU
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC117139805|XP_033158319.1|DMAU
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC117139811|XP_033158332.1|DMAU
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC117139001|XP_033156980.1|DMAU
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC117139282|XP_033157400.1|DMAU
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC117141098|XP_033160305.1|DMAU
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC117137628|XP_033155050.1|DMAU
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC117136791|XP_033153738.1|DMAU
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC117143110|XP_033163483.1|DMAU
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC117140348|XP_033159089.1|DMAU
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC117140241|XP_033158934.1|DMAU
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC117143040|XP_033163368.1|DMAU
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC117136326|XP_033153071.1|DMAU
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC117135565|XP_033151763.1|DMAU
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC117140136|XP_033158793.1|DMAU
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC117138581|XP_033156647.1|DMAU
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC117140695|XP_033159648.1|DMAU
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC117136604|XP_033153478.1|DMAU
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC117135820|XP_033152219.1|DMAU
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC117139243|XP_033157344.1|DMAU
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC117139962|XP_033158552.1|DMAU
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC117140662|XP_033159597.1|DMAU
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC117141880|XP_033161460.1|DMAU
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC117141076|XP_033160265.1|DMAU
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC117135883|XP_033152320.1|DMAU
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC117135424|XP_033151470.1|DMAU
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC117142111|XP_033161898.1|DMAU
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC117141725|XP_033161234.1|DMAU
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC117136213|XP_033152872.1|DMAU
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC117138464|XP_033156481.1|DMAU
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC117140161|XP_033158825.1|DMAU
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC117146302|XP_033168229.1|DMAU
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC117150925|XP_033173981.1|DMAU
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC117142982|XP_033163224.1|DMAU
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC117139448|XP_033157646.1|DMAU
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC117140063|XP_033158699.1|DMAU
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC117141015|XP_033160166.1|DMAU
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC117140261|XP_033158957.1|DMAU
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC117141670|XP_033161156.1|DMAU
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC117136953|XP_033153993.1|DMAU
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC117136176|XP_033152809.1|DMAU
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC117138160|XP_033155928.1|DMAU
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC117140815|XP_033159811.1|DMAU
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC117136408|XP_033153203.1|DMAU
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC117139737|XP_033158169.1|DMAU
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC117137461|XP_033154796.1|DMAU
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC117136417|XP_033153217.1|DMAU
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC117141200|XP_033160442.1|DMAU
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC117151026|XP_033174126.1|DMAU
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC117144415|XP_033165447.1|DMAU
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC117136285|XP_033153011.1|DMAU
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC117135889|XP_033152327.1|DMAU
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC117141184|XP_033160413.1|DMAU
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC117136807|XP_033153763.1|DMAU
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC117140294|XP_033159022.1|DMAU
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC117140918|XP_033159993.1|DMAU
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC117137947|XP_033155600.1|DMAU
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC117136657|XP_033153549.1|DMAU
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC117136658|XP_033153550.1|DMAU
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC117138550|XP_033156600.1|DMAU
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC117135998|XP_033152504.1|DMAU
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC117135870|XP_033152296.1|DMAU
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC117135869|XP_033152294.1|DMAU
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC117135690|XP_033151983.1|DMAU
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC117137359|XP_033154651.1|DMAU
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC117139730|XP_033158158.1|DMAU
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC117139728|XP_033158155.1|DMAU
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC117135943|XP_033152415.1|DMAU
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC117138406|XP_033156375.1|DMAU
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC117136655|XP_033153546.1|DMAU
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC117137849|XP_033155448.1|DMAU
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC117136634|XP_033153516.1|DMAU
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC117137927|XP_033155569.1|DMAU
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC117136465|XP_033153287.1|DMAU
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC117136186|XP_033152822.1|DMAU
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC117139397|XP_033157555.1|DMAU
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC117140373|XP_033159129.1|DMAU
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC117137763|XP_033155273.1|DMAU
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC117140633|XP_033159549.1|DMAU
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC117140176|XP_033158842.1|DMAU
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC117136534|XP_033153374.1|DMAU
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC117138308|XP_033156203.1|DMAU
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC117139443|XP_033157638.1|DMAU
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC117139987|XP_033158588.1|DMAU
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC117135435|XP_033151490.1|DMAU
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC117137833|XP_033155413.1|DMAU
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC117137992|XP_033155668.1|DMAU
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC117137363|XP_033154655.1|DMAU
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC117136368|XP_033153140.1|DMAU
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC117139162|XP_033157212.1|DMAU
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC117140647|XP_033159578.1|DMAU
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC117141897|XP_033161489.1|DMAU
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC117139010|XP_033156998.1|DMAU
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC117143206|XP_033163642.1|DMAU
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC117147374|XP_033170134.1|DMAU
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC117142775|XP_033162854.1|DMAU
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC117141422|XP_033160742.1|DMAU
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC117141156|XP_033160386.1|DMAU
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC117142038|XP_033161799.1|DMAU
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC117136530|XP_033153406.1|DMAU
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC117139384|XP_033157536.1|DMAU
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC117141125|XP_033160340.1|DMAU
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC117145358|XP_033166871.1|DMAU
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC117141165|XP_033160393.1|DMAU
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC117141631|XP_033161062.1|DMAU
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC117139788|XP_033158293.1|DMAU
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC117139971|XP_033158563.1|DMAU
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC117141881|XP_033161463.1|DMAU
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC117141396|XP_033160704.1|DMAU
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC117137714|XP_033155178.1|DMAU
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC117138093|XP_033155834.1|DMAU
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC117140855|XP_033159873.1|DMAU
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC117135549|XP_033151734.1|DMAU
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC117137700|XP_033155160.1|DMAU
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC117137698|XP_033155159.1|DMAU
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC117135537|XP_033151707.1|DMAU
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC117144253|XP_033165223.1|DMAU
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC117136278|XP_033153001.1|DMAU
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC117137734|XP_033155205.1|DMAU
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC117137591|XP_033154993.1|DMAU
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC117137588|XP_033154987.1|DMAU
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC117139409|XP_033157577.1|DMAU
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC117139601|XP_033157923.1|DMAU
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC117141005|XP_033160151.1|DMAU
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC117135888|XP_033152326.1|DMAU
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC117136622|XP_033153501.1|DMAU
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC117145166|XP_033166605.1|DMAU
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC117135758|XP_033152107.1|DMAU
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC117141572|XP_033160976.1|DMAU
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC117140061|XP_033158695.1|DMAU
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC117135656|XP_033151930.1|DMAU
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC117135774|XP_033152134.1|DMAU
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC117135993|XP_033152499.1|DMAU
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC117140506|XP_033159366.1|DMAU
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC117140764|XP_033159738.1|DMAU
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC117141290|XP_033160557.1|DMAU
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC117135506|XP_033151628.1|DMAU
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC117141769|XP_033161291.1|DMAU
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC117139675|XP_033158043.1|DMAU
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC117139831|XP_033158363.1|DMAU
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC117136265|XP_033152977.1|DMAU
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC117137871|XP_033155486.1|DMAU
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC117142076|XP_033161846.1|DMAU
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC117135697|XP_033151993.1|DMAU
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC117138057|XP_033155768.1|DMAU
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC117150365|XP_033173116.1|DMAU
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC117142129|XP_033161924.1|DMAU
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC117139844|XP_033158381.1|DMAU
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC117139832|XP_033158364.1|DMAU
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC117138420|XP_033156411.1|DMAU
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC117140928|XP_033160014.1|DMAU
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC117140922|XP_033160005.1|DMAU
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC117140535|XP_033159414.1|DMAU
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC117138282|XP_033156142.1|DMAU
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC117137047|XP_033154146.1|DMAU
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC117140092|XP_033158739.1|DMAU
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC117135499|XP_033151612.1|DMAU
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC117135832|XP_033152233.1|DMAU
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC117135830|XP_033152231.1|DMAU
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC117141201|XP_033160444.1|DMAU
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC117141748|XP_033161262.1|DMAU
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC117139024|XP_033157013.1|DMAU
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC117139088|XP_033157097.1|DMAU
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC117139760|XP_033158218.1|DMAU
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC117146742|XP_033169089.1|DMAU
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC117135997|XP_033152503.1|DMAU
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC117139307|XP_033157441.1|DMAU
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC117141578|XP_033160981.1|DMAU
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC117140183|XP_033158850.1|DMAU
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC117140637|XP_033159555.1|DMAU
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC117139624|XP_033157969.1|DMAU
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC117142740|XP_033162802.1|DMAU
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC117141824|XP_033161368.1|DMAU
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC117140152|XP_033158814.1|DMAU
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC117140383|XP_033159140.1|DMAU
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC117139872|XP_033158420.1|DMAU
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC117139658|XP_033158013.1|DMAU
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC117140731|XP_033159695.1|DMAU
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC117135575|XP_033151791.1|DMAU
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC117136834|XP_033153806.1|DMAU
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC117138378|XP_033156338.1|DMAU
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC117136244|XP_033152940.1|DMAU
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC117136996|XP_033154065.1|DMAU
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC117141385|XP_033160691.1|DMAU
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC117139074|XP_033157076.1|DMAU
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC117138588|XP_033156659.1|DMAU
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC117138583|XP_033156653.1|DMAU
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC117136416|XP_033153215.1|DMAU
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC117138174|XP_033155951.1|DMAU
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC117140679|XP_033159625.1|DMAU
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC117140360|XP_033159106.1|DMAU
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC117140388|XP_033159146.1|DMAU
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC117140532|XP_033159408.1|DMAU
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC117139080|XP_033157086.1|DMAU
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC117139495|XP_033157711.1|DMAU
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC117141927|XP_033161550.1|DMAU
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC117141925|XP_033161545.1|DMAU
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC117141850|XP_033161415.1|DMAU
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC117136989|XP_033154054.1|DMAU
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC117137497|XP_033154866.1|DMAU
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC117135747|XP_033152088.1|DMAU
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC117141912|XP_033161523.1|DMAU
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC117136284|XP_033153010.1|DMAU
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC117142081|XP_033161854.1|DMAU
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC117142082|XP_033161855.1|DMAU
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC117140970|XP_033160092.1|DMAU
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC117139506|XP_033157747.1|DMAU
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC117142508|XP_033162440.1|DMAU
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC117146503|XP_033168649.1|DMAU
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC117136087|XP_033152652.1|DMAU
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC117137266|XP_033154520.1|DMAU
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC117135730|XP_033152065.1|DMAU
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC117146331|XP_033168318.1|DMAU
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC117139614|XP_033157957.1|DMAU
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC117140915|XP_033159991.1|DMAU
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC117137372|XP_033154665.1|DMAU
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC117136063|XP_033152603.1|DMAU
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC117148267|XP_033171470.1|DMAU
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC117138046|XP_033155752.1|DMAU
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC117136250|XP_033152947.1|DMAU
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC117137120|XP_033154304.1|DMAU
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC117138349|XP_033156284.1|DMAU
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC117137892|XP_033155516.1|DMAU
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC117146255|XP_033168090.1|DMAU
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC117147890|XP_033170871.1|DMAU
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC117145942|XP_033167711.1|DMAU
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC117138153|XP_033155922.1|DMAU
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC117137285|XP_033154547.1|DMAU
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC117138400|XP_033156367.1|DMAU
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC117138403|XP_033156372.1|DMAU
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC117138122|XP_033155874.1|DMAU
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC117138204|XP_033156025.1|DMAU
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC117140599|XP_033159500.1|DMAU
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC117144242|XP_033165207.1|DMAU
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC117137611|XP_033155028.1|DMAU
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC117137500|XP_033154872.1|DMAU
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC117135961|XP_033152449.1|DMAU
