Orthogroup	AALB.longest_only	DSUB.longest_only
OG0003074	LOC118461807|XP_035783446.1|AALB	LOC117900945|XP_034667405.1|DSUB
OG0003075	LOC118461599|XP_035783000.1|AALB	LOC117899638|XP_034665687.1|DSUB
OG0003076	LOC118458906|XP_035777757.1|AALB	LOC117893505|XP_034656034.1|DSUB
OG0003077	LOC118461240|XP_035782233.1|AALB	LOC117898571|XP_034663949.1|DSUB
OG0003078	LOC118460678|XP_035781047.1|AALB	LOC117898036|XP_034663083.1|DSUB
OG0003079	LOC118460830|XP_035781378.1|AALB	LOC117896837|XP_034661245.1|DSUB
OG0003080	LOC118461589|XP_035782983.1|AALB	LOC117897342|XP_034662007.1|DSUB
OG0003081	LOC118468292|XP_035794912.1|AALB	LOC117899780|XP_034665943.1|DSUB
OG0003082	LOC118468291|XP_035794909.1|AALB	LOC117898342|XP_034663563.1|DSUB
OG0003083	LOC118458453|XP_035776834.1|AALB	LOC117897847|XP_034662804.1|DSUB
OG0003084	LOC118466622|XP_035792101.1|AALB	LOC117897393|XP_034662095.1|DSUB
OG0003085	LOC118466676|XP_035792181.1|AALB	LOC117896447|XP_034660667.1|DSUB
OG0003086	LOC118459448|XP_035778734.1|AALB	LOC117898834|XP_034664393.1|DSUB
OG0003087	LOC118460427|XP_035780611.1|AALB	LOC117895716|XP_034659460.1|DSUB
OG0003088	LOC118458331|XP_035776576.1|AALB	LOC117898718|XP_034664226.1|DSUB
OG0003089	LOC118457479|XP_035774996.1|AALB	LOC117899549|XP_034665527.1|DSUB
OG0003090	LOC118459931|XP_035779685.1|AALB	LOC117896017|XP_034659915.1|DSUB
OG0003091	LOC118459975|XP_035779763.1|AALB	LOC117897608|XP_034662462.1|DSUB
OG0003092	LOC118461507|XP_035782829.1|AALB	LOC117896453|XP_034660674.1|DSUB
OG0003093	LOC118456870|XP_035773869.1|AALB	LOC117890719|XP_034651651.1|DSUB
OG0003094	LOC118459613|XP_035779064.1|AALB	LOC117897966|XP_034662969.1|DSUB
OG0003095	LOC118466603|XP_035792073.1|AALB	LOC117896030|XP_034659933.1|DSUB
OG0003096	LOC118456522|XP_035773257.1|AALB	LOC117891661|XP_034653108.1|DSUB
OG0003097	LOC118456517|XP_035773246.1|AALB	LOC117896975|XP_034661420.1|DSUB
OG0003098	LOC118457325|XP_035774711.1|AALB	LOC117900507|XP_034666795.1|DSUB
OG0003099	LOC118457906|XP_035775793.1|AALB	LOC117896109|XP_034660055.1|DSUB
OG0003100	LOC118464490|XP_035787810.1|AALB	LOC117897317|XP_034661971.1|DSUB
OG0003101	LOC118466581|XP_035792032.1|AALB	LOC117898510|XP_034663854.1|DSUB
OG0003102	LOC118466585|XP_035792038.1|AALB	LOC117897128|XP_034661672.1|DSUB
OG0003103	LOC118466583|XP_035792036.1|AALB	LOC117898341|XP_034663562.1|DSUB
OG0003104	LOC118466879|XP_035792627.1|AALB	LOC117894177|XP_034656973.1|DSUB
OG0003105	LOC118467521|XP_035793974.1|AALB	LOC117900434|XP_034666698.1|DSUB
OG0003106	LOC118464531|XP_035787860.1|AALB	LOC117889727|XP_034650040.1|DSUB
OG0003107	LOC118466701|XP_035792231.1|AALB	LOC117903806|XP_034672131.1|DSUB
OG0003108	LOC118466699|XP_035792224.1|AALB	LOC117890998|XP_034652037.1|DSUB
OG0003109	LOC118465874|XP_035790403.1|AALB	LOC117896259|XP_034660344.1|DSUB
OG0003110	LOC118464021|XP_035786970.1|AALB, LOC118466172|XP_035791048.1|AALB	LOC117892085|XP_034653966.1|DSUB
OG0003111	LOC118463398|XP_035785836.1|AALB	LOC117898649|XP_034664114.1|DSUB
OG0003112	LOC118466568|XP_035792005.1|AALB	LOC117896106|XP_034660050.1|DSUB
OG0003114	LOC118463301|XP_035785679.1|AALB	LOC117890529|XP_034651338.1|DSUB
OG0003115	LOC118463626|XP_035786220.1|AALB	LOC117891741|XP_034653227.1|DSUB
OG0003116	LOC118464323|XP_035787514.1|AALB	LOC117890968|XP_034651998.1|DSUB
OG0003117	LOC118466881|XP_035792629.1|AALB	LOC117895313|XP_034658765.1|DSUB
OG0003118	LOC118466856|XP_035792578.1|AALB	LOC117895477|XP_034659045.1|DSUB
OG0003119	LOC118466857|XP_035792586.1|AALB	LOC117895479|XP_034659049.1|DSUB
OG0003120	LOC118464149|XP_035787150.1|AALB	LOC117892170|XP_034654130.1|DSUB
OG0003121	LOC118465027|XP_035788785.1|AALB	LOC117900879|XP_034667301.1|DSUB
OG0003122	LOC118463562|XP_035786094.1|AALB	LOC117890273|XP_034650923.1|DSUB
OG0003123	LOC118462611|XP_035784337.1|AALB	LOC117894062|XP_034656806.1|DSUB
OG0003124	LOC118463090|XP_035785263.1|AALB	LOC117889996|XP_034650473.1|DSUB
OG0003125	LOC118464796|XP_035788331.1|AALB	LOC117895838|XP_034659670.1|DSUB
OG0003126	LOC118462830|XP_035784754.1|AALB	LOC117891932|XP_034653658.1|DSUB
OG0003127	LOC118467983|XP_035794865.1|AALB	LOC117891937|XP_034653671.1|DSUB
OG0003128	LOC118464115|XP_035787095.1|AALB	LOC117894812|XP_034657939.1|DSUB
OG0003129	LOC118463170|XP_035785458.1|AALB	LOC117891564|XP_034652974.1|DSUB
OG0003130	LOC118466902|XP_035792655.1|AALB	LOC117890931|XP_034651957.1|DSUB
OG0003131	LOC118462476|XP_035784069.1|AALB	LOC117892244|XP_034654247.1|DSUB
OG0003132	LOC118461515|XP_035782838.1|AALB	LOC117897932|XP_034662913.1|DSUB
OG0003133	LOC118465397|XP_035789489.1|AALB	LOC117889738|XP_034650053.1|DSUB
OG0003134	LOC118464642|XP_035788000.1|AALB	LOC117890460|XP_034651197.1|DSUB
OG0003135	LOC118463844|XP_035786641.1|AALB	LOC117894239|XP_034657051.1|DSUB
OG0003136	LOC118464897|XP_035788546.1|AALB	LOC117894813|XP_034657940.1|DSUB
OG0003137	LOC118466746|XP_035792324.1|AALB	LOC117891395|XP_034652728.1|DSUB
OG0003138	LOC118465553|XP_035789776.1|AALB	LOC117891156|XP_034652305.1|DSUB
OG0003139	LOC118463088|XP_035785261.1|AALB	LOC117895764|XP_034659529.1|DSUB
OG0003140	LOC118464328|XP_035787536.1|AALB	LOC117890578|XP_034651406.1|DSUB
OG0003141	LOC118467435|XP_035793823.1|AALB	LOC117890407|XP_034651109.1|DSUB
OG0003142	LOC118463233|XP_035785580.1|AALB	LOC117891250|XP_034652490.1|DSUB
OG0003144	LOC118463811|XP_035786581.1|AALB	LOC117892655|XP_034654913.1|DSUB
OG0003145	LOC118463814|XP_035786585.1|AALB	LOC117891922|XP_034653637.1|DSUB
OG0003146	LOC118467553|XP_035794066.1|AALB	LOC117892527|XP_034654716.1|DSUB
OG0003147	LOC118467648|XP_035794277.1|AALB	LOC117893048|XP_034655316.1|DSUB
OG0003148	LOC118463822|XP_035786597.1|AALB	LOC117894691|XP_034657760.1|DSUB
OG0003149	LOC118463821|XP_035786596.1|AALB	LOC117894380|XP_034657279.1|DSUB
OG0003150	LOC118466009|XP_035790701.1|AALB	LOC117891743|XP_034653229.1|DSUB
OG0003151	LOC118463621|XP_035786212.1|AALB	LOC117899960|XP_034666006.1|DSUB
OG0003152	LOC118465584|XP_035789846.1|AALB	LOC117891333|XP_034652644.1|DSUB
OG0003153	LOC118462828|XP_035784752.1|AALB	LOC117891503|XP_034652884.1|DSUB
OG0003154	LOC118460229|XP_035780254.1|AALB	LOC117898973|XP_034664605.1|DSUB
OG0003155	LOC118464330|XP_035787539.1|AALB	LOC117891977|XP_034653743.1|DSUB
OG0003156	LOC118463657|XP_035786298.1|AALB	LOC117890889|XP_034651873.1|DSUB
OG0003157	LOC118462519|XP_035784152.1|AALB, LOC118462518|XP_035784151.1|AALB	LOC117901657|XP_034668387.1|DSUB
OG0003158	LOC118465009|XP_035788752.1|AALB	LOC117891293|XP_034652589.1|DSUB
OG0003159	LOC118463608|XP_035786177.1|AALB	LOC117890636|XP_034651474.1|DSUB
OG0003160	LOC118467104|XP_035793052.1|AALB	LOC117890112|XP_034650672.1|DSUB
OG0003161	LOC118463765|XP_035786472.1|AALB	LOC117890008|XP_034650496.1|DSUB
OG0003162	LOC118466067|XP_035790823.1|AALB	LOC117892406|XP_034654524.1|DSUB
OG0003163	LOC118462789|XP_035784673.1|AALB	LOC117895150|XP_034658478.1|DSUB
OG0003164	LOC118464720|XP_035788185.1|AALB	LOC117891370|XP_034652698.1|DSUB
OG0003165	LOC118467886|XP_035794690.1|AALB	LOC117892116|XP_034654025.1|DSUB
OG0003166	LOC118467888|XP_035794694.1|AALB	LOC117891124|XP_034652220.1|DSUB
OG0003167	LOC118462469|XP_035784049.1|AALB	LOC117892155|XP_034654099.1|DSUB
OG0003168	LOC118466195|XP_035791102.1|AALB	LOC117896227|XP_034660254.1|DSUB
OG0003170	LOC118466078|XP_035790855.1|AALB	LOC117892114|XP_034654021.1|DSUB
OG0003171	LOC118463281|XP_035785651.1|AALB	LOC117890153|XP_034650734.1|DSUB
OG0003172	LOC118463922|XP_035786772.1|AALB	LOC117898775|XP_034664299.1|DSUB
OG0003173	LOC118466851|XP_035792572.1|AALB	LOC117897642|XP_034662509.1|DSUB
OG0003174	LOC118465110|XP_035788949.1|AALB	LOC117896489|XP_034660720.1|DSUB
OG0003175	LOC118467843|XP_035794640.1|AALB	LOC117891578|XP_034652993.1|DSUB
OG0003176	LOC118466049|XP_035790780.1|AALB	LOC117900052|XP_034666139.1|DSUB
OG0003177	LOC118465512|XP_035789724.1|AALB	LOC117890148|XP_034650728.1|DSUB
OG0003178	LOC118465507|XP_035789718.1|AALB	LOC117889990|XP_034650465.1|DSUB
OG0003179	LOC118463362|XP_035785773.1|AALB	LOC117890144|XP_034650724.1|DSUB
OG0003180	LOC118464353|XP_035787570.1|AALB	LOC117892193|XP_034654175.1|DSUB
OG0003181	LOC118464354|XP_035787571.1|AALB	LOC117891348|XP_034652669.1|DSUB
OG0003182	LOC118466239|XP_035791180.1|AALB	LOC117890271|XP_034650921.1|DSUB
OG0003183	LOC118467018|XP_035792857.1|AALB	LOC117890832|XP_034651805.1|DSUB
OG0003184	LOC118466742|XP_035792321.1|AALB	LOC117894603|XP_034657645.1|DSUB
OG0003185	LOC118466161|XP_035791030.1|AALB	LOC117891794|XP_034653357.1|DSUB
OG0003186	LOC118466889|XP_035792635.1|AALB	LOC117891640|XP_034653076.1|DSUB
OG0003187	LOC118467434|XP_035793822.1|AALB	LOC117902082|XP_034669066.1|DSUB
OG0003188	LOC118467247|XP_035793412.1|AALB	LOC117897354|XP_034662025.1|DSUB
OG0003189	LOC118467730|XP_035794427.1|AALB	LOC117895211|XP_034658593.1|DSUB
OG0003190	LOC118466866|XP_035792603.1|AALB	LOC117891874|XP_034653531.1|DSUB
OG0003191	LOC118466954|XP_035792747.1|AALB	LOC117895195|XP_034658567.1|DSUB
OG0003192	LOC118467426|XP_035793803.1|AALB	LOC117894871|XP_034658026.1|DSUB
OG0003193	LOC118467905|XP_035794725.1|AALB	LOC117900102|XP_034666213.1|DSUB
OG0003194	LOC118463627|XP_035786222.1|AALB	LOC117894163|XP_034656955.1|DSUB
OG0003195	LOC118467260|XP_035793436.1|AALB	LOC117898276|XP_034663422.1|DSUB
OG0003196	LOC118467258|XP_035793434.1|AALB	LOC117894406|XP_034657309.1|DSUB
OG0003197	LOC118465145|XP_035788978.1|AALB	LOC117895080|XP_034658361.1|DSUB
OG0003198	LOC118464013|XP_035786954.1|AALB	LOC117902600|XP_034670001.1|DSUB
OG0003199	LOC118463102|XP_035785299.1|AALB	LOC117894718|XP_034657793.1|DSUB
OG0003200	LOC118466766|XP_035792380.1|AALB	LOC117890472|XP_034651224.1|DSUB
OG0003201	LOC118467924|XP_035794762.1|AALB	LOC117891763|XP_034653277.1|DSUB
OG0003202	LOC118464700|XP_035788115.1|AALB	LOC117895294|XP_034658739.1|DSUB
OG0003203	LOC118465433|XP_035789568.1|AALB	LOC117890051|XP_034650562.1|DSUB
OG0003204	LOC118465819|XP_035790294.1|AALB	LOC117899087|XP_034664754.1|DSUB
OG0003205	LOC118463732|XP_035786419.1|AALB	LOC117890369|XP_034651055.1|DSUB
OG0003206	LOC118465478|XP_035789672.1|AALB	LOC117891432|XP_034652795.1|DSUB
OG0003207	LOC118463378|XP_035785799.1|AALB	LOC117896288|XP_034660393.1|DSUB
OG0003208	LOC118467284|XP_035793484.1|AALB	LOC117894109|XP_034656878.1|DSUB
OG0003209	LOC118467420|XP_035793799.1|AALB	LOC117891222|XP_034652458.1|DSUB
OG0003210	LOC118462743|XP_035784597.1|AALB	LOC117899590|XP_034665599.1|DSUB
OG0003211	LOC118462733|XP_035784574.1|AALB	LOC117891512|XP_034652897.1|DSUB
OG0003212	LOC118467630|XP_035794244.1|AALB	LOC117899096|XP_034664764.1|DSUB
OG0003213	LOC118462802|XP_035784699.1|AALB	LOC117890024|XP_034650529.1|DSUB
OG0003214	LOC118465020|XP_035788771.1|AALB	LOC117891819|XP_034653439.1|DSUB
OG0003215	LOC118463978|XP_035786882.1|AALB	LOC117892647|XP_034654893.1|DSUB
OG0003216	LOC118464068|XP_035787008.1|AALB	LOC117890185|XP_034650780.1|DSUB
OG0003217	LOC118465682|XP_035790005.1|AALB	LOC117891400|XP_034652734.1|DSUB
OG0003218	LOC118463869|XP_035786679.1|AALB	LOC117894070|XP_034656814.1|DSUB
OG0003219	LOC118466311|XP_035791315.1|AALB	LOC117894868|XP_034658019.1|DSUB
OG0003220	LOC118463518|XP_035786013.1|AALB	LOC117900559|XP_034666856.1|DSUB
OG0003221	LOC118462046|XP_035783921.1|AALB	LOC117899627|XP_034665676.1|DSUB
OG0003222	LOC118463110|XP_035785327.1|AALB	LOC117892687|XP_034654989.1|DSUB
OG0003223	LOC118466502|XP_035791824.1|AALB	LOC117891378|XP_034652705.1|DSUB
OG0003224	LOC118465982|XP_035790651.1|AALB	LOC117890505|XP_034651291.1|DSUB
OG0003225	LOC118459787|XP_035779401.1|AALB	LOC117900735|XP_034667101.1|DSUB
OG0003226	LOC118466708|XP_035792250.1|AALB	LOC117892026|XP_034653814.1|DSUB
OG0003227	LOC118466790|XP_035792424.1|AALB	LOC117903038|XP_034670659.1|DSUB
OG0003250	LOC118458364|XP_035776650.1|AALB	LOC117899035|XP_034664684.1|DSUB
OG0003251	LOC118465739|XP_035790094.1|AALB	LOC117896901|XP_034661327.1|DSUB
OG0003252	LOC118456307|XP_035772842.1|AALB	LOC117897849|XP_034662808.1|DSUB
OG0003253	LOC118462278|XP_035784007.1|AALB	LOC117898007|XP_034663027.1|DSUB
OG0003254	LOC118468913|XP_035796114.1|AALB	LOC117897374|XP_034662064.1|DSUB
OG0003255	LOC118464368|XP_035787604.1|AALB	LOC117896813|XP_034661209.1|DSUB
OG0003256	LOC118459164|XP_035778197.1|AALB	LOC117897565|XP_034662397.1|DSUB
OG0003257	LOC118464227|XP_035787304.1|AALB	LOC117903743|XP_034671999.1|DSUB
OG0003258	LOC118462119|XP_035783995.1|AALB	LOC117892333|XP_034654380.1|DSUB
OG0003259	LOC118458324|XP_035776570.1|AALB	LOC117903772|XP_034672078.1|DSUB
OG0003260	LOC118462246|XP_035784005.1|AALB	LOC117896818|XP_034661257.1|DSUB
OG0003261	LOC118468535|XP_035795311.1|AALB	LOC117899010|XP_034664657.1|DSUB
OG0003262	LOC118467526|XP_035793984.1|AALB	LOC117896185|XP_034660163.1|DSUB
OG0003263	LOC118459146|XP_035778125.1|AALB	LOC117897067|XP_034661565.1|DSUB
OG0003264	LOC118459913|XP_035779688.1|AALB	LOC117900954|XP_034667420.1|DSUB
OG0003265	LOC118463319|XP_035785704.1|AALB	LOC117900669|XP_034667005.1|DSUB, LOC117901292|XP_034667878.1|DSUB
OG0003266	LOC118462775|XP_035784645.1|AALB	LOC117900251|XP_034666441.1|DSUB
OG0003267	LOC118466215|XP_035791135.1|AALB	LOC117896661|XP_034661002.1|DSUB
OG0003268	LOC118460613|XP_035780950.1|AALB	LOC117898918|XP_034664517.1|DSUB
OG0003269	LOC118460604|XP_035780932.1|AALB	LOC117897721|XP_034662638.1|DSUB
OG0003270	LOC118461836|XP_035783505.1|AALB	LOC117894416|XP_034657317.1|DSUB
OG0003271	LOC118463817|XP_035786592.1|AALB	LOC117902954|XP_034670472.1|DSUB
OG0003272	LOC118462976|XP_035785100.1|AALB	LOC117901485|XP_034668146.1|DSUB
OG0003273	LOC118466981|XP_035792789.1|AALB	LOC117889910|XP_034650327.1|DSUB
OG0003274	LOC118463893|XP_035786721.1|AALB	LOC117899230|XP_034664998.1|DSUB
OG0003275	LOC118456794|XP_035774182.1|AALB	LOC117891762|XP_034653275.1|DSUB
OG0003276	LOC118460591|XP_035780904.1|AALB	LOC117897963|XP_034662962.1|DSUB
OG0003277	LOC118462637|XP_035784381.1|AALB	LOC117890266|XP_034650916.1|DSUB
OG0003278	LOC118459685|XP_035779210.1|AALB	LOC117896891|XP_034661314.1|DSUB
OG0003279	LOC118457149|XP_035774368.1|AALB, LOC118457183|XP_035774421.1|AALB	LOC117902438|XP_034669715.1|DSUB
OG0003280	LOC118458454|XP_035776845.1|AALB	LOC117899204|XP_034664967.1|DSUB
OG0003281	LOC118460544|XP_035780832.1|AALB	LOC117897095|XP_034661630.1|DSUB
OG0003282	LOC118466507|XP_035791847.1|AALB	LOC117902378|XP_034669593.1|DSUB
OG0003283	LOC118465503|XP_035789716.1|AALB	LOC117900264|XP_034666464.1|DSUB
OG0003284	LOC118467880|XP_035794684.1|AALB	LOC117903609|XP_034671757.1|DSUB
OG0003285	LOC118463757|XP_035786461.1|AALB	LOC117896871|XP_034661292.1|DSUB
OG0003286	LOC118460575|XP_035780880.1|AALB	LOC117896119|XP_034660063.1|DSUB
OG0003287	LOC118465304|XP_035789301.1|AALB	LOC117893423|XP_034655931.1|DSUB
OG0003288	LOC118466110|XP_035790941.1|AALB	LOC117896232|XP_034660259.1|DSUB
OG0003289	LOC118464005|XP_035786945.1|AALB	LOC117890775|XP_034651736.1|DSUB
OG0003290	LOC118464355|XP_035787572.1|AALB	LOC117896442|XP_034660663.1|DSUB
OG0003291	LOC118464968|XP_035788681.1|AALB	LOC117894816|XP_034657946.1|DSUB
OG0003292	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB	LOC117895864|XP_034659726.1|DSUB
OG0003293	LOC118456256|XP_035772753.1|AALB	LOC117898364|XP_034663594.1|DSUB
OG0003294	LOC118457245|XP_035774527.1|AALB	LOC117891693|XP_034653173.1|DSUB
OG0003295	LOC118465150|XP_035788992.1|AALB	LOC117900898|XP_034667336.1|DSUB
OG0003296	LOC118460910|XP_035781553.1|AALB	LOC117898545|XP_034663914.1|DSUB
OG0003297	LOC118458796|XP_035777538.1|AALB	LOC117898475|XP_034663798.1|DSUB
OG0003298	LOC118460055|XP_035779934.1|AALB	LOC117899548|XP_034665531.1|DSUB
OG0003299	LOC118463632|XP_035786247.1|AALB	LOC117899446|XP_034665343.1|DSUB
OG0003300	LOC118465899|XP_035790448.1|AALB	LOC117896884|XP_034661303.1|DSUB
OG0003301	LOC118462557|XP_035784238.1|AALB	LOC117891258|XP_034652521.1|DSUB
OG0003302	LOC118464281|XP_035787450.1|AALB	LOC117901768|XP_034668971.1|DSUB
OG0003303	LOC118460877|XP_035781507.1|AALB	LOC117891353|XP_034652675.1|DSUB
OG0003304	LOC118464920|XP_035788588.1|AALB	LOC117898492|XP_034663820.1|DSUB
OG0003305	LOC118457119|XP_035774318.1|AALB	LOC117902266|XP_034669420.1|DSUB
OG0003306	LOC118465861|XP_035790386.1|AALB	LOC117892335|XP_034654378.1|DSUB
OG0003307	LOC118463522|XP_035786028.1|AALB	LOC117895812|XP_034659631.1|DSUB
OG0003308	LOC118458265|XP_035776450.1|AALB	LOC117900229|XP_034666406.1|DSUB
OG0003309	LOC118465344|XP_035789398.1|AALB	LOC117903481|XP_034671430.1|DSUB
OG0003310	LOC118461559|XP_035782912.1|AALB	LOC117890041|XP_034650553.1|DSUB
OG0003311	LOC118466487|XP_035791780.1|AALB	LOC117898360|XP_034663586.1|DSUB
OG0003312	LOC118458724|XP_035777385.1|AALB, LOC118467481|XP_035793916.1|AALB	LOC117899318|XP_034665141.1|DSUB
OG0003313	LOC118458255|XP_035776441.1|AALB	LOC117901283|XP_034667871.1|DSUB
OG0003314	LOC118457246|XP_035774524.1|AALB	LOC117892619|XP_034654861.1|DSUB
OG0003315	LOC118460846|XP_035781444.1|AALB	LOC117903400|XP_034671284.1|DSUB
OG0003316	LOC118459004|XP_035777905.1|AALB	LOC117898198|XP_034663309.1|DSUB
OG0003317	LOC118468748|XP_035795801.1|AALB	LOC117899184|XP_034664936.1|DSUB
OG0003318	LOC118465064|XP_035788844.1|AALB	LOC117898453|XP_034663766.1|DSUB
OG0003319	LOC118465295|XP_035789258.1|AALB	LOC117899009|XP_034664649.1|DSUB
OG0003320	LOC118458726|XP_035777390.1|AALB	LOC117899617|XP_034665652.1|DSUB
OG0003321	LOC118463029|XP_035785168.1|AALB	LOC117897598|XP_034662447.1|DSUB
OG0003322	LOC118459355|XP_035778536.1|AALB	LOC117896165|XP_034660132.1|DSUB
OG0003323	LOC118460170|XP_035780170.1|AALB	LOC117892289|XP_034654309.1|DSUB
OG0003324	LOC118463370|XP_035785791.1|AALB	LOC117901524|XP_034668394.1|DSUB
OG0003325	LOC118463846|XP_035786647.1|AALB	LOC117896634|XP_034660969.1|DSUB
OG0003326	LOC118464715|XP_035788150.1|AALB	LOC117900009|XP_034666087.1|DSUB
OG0003327	LOC118459181|XP_035778233.1|AALB	LOC117902947|XP_034670454.1|DSUB
OG0003328	LOC118462744|XP_035784602.1|AALB	LOC117903380|XP_034671241.1|DSUB
OG0003329	LOC118461944|XP_035783724.1|AALB	LOC117899748|XP_034665884.1|DSUB
OG0003330	LOC118465229|XP_035789161.1|AALB	LOC117895212|XP_034658594.1|DSUB
OG0003331	LOC118468822|XP_035795949.1|AALB	LOC117894137|XP_034656926.1|DSUB
OG0003332	LOC118462982|XP_035785071.1|AALB	LOC117893506|XP_034656038.1|DSUB
OG0003333	LOC118466563|XP_035792003.1|AALB	LOC117896207|XP_034660227.1|DSUB
OG0003334	LOC118460139|XP_035780161.1|AALB	LOC117897176|XP_034661766.1|DSUB
OG0003335	LOC118459981|XP_035779810.1|AALB	LOC117899330|XP_034665157.1|DSUB
OG0003336	LOC118466755|XP_035792352.1|AALB	LOC117896468|XP_034660693.1|DSUB
OG0003337	LOC118456562|XP_035773324.1|AALB	LOC117896697|XP_034661041.1|DSUB
OG0003338	LOC118461908|XP_035783659.1|AALB	LOC117896407|XP_034660614.1|DSUB
OG0003339	LOC118465282|XP_035789220.1|AALB	LOC117897012|XP_034661475.1|DSUB
OG0003340	LOC118464288|XP_035787463.1|AALB	LOC117898133|XP_034663218.1|DSUB
OG0003341	LOC118468825|XP_035795948.1|AALB	LOC117894806|XP_034657934.1|DSUB
OG0003342	LOC118461027|XP_035781782.1|AALB	LOC117891759|XP_034653270.1|DSUB
OG0003343	LOC118467204|XP_035793362.1|AALB	LOC117903602|XP_034671734.1|DSUB
OG0003344	LOC118458621|XP_035777199.1|AALB	LOC117900422|XP_034666674.1|DSUB
OG0003345	LOC118466306|XP_035791311.1|AALB	LOC117903731|XP_034671975.1|DSUB
OG0003346	LOC118464886|XP_035788524.1|AALB	LOC117897762|XP_034662698.1|DSUB
OG0003347	LOC118460965|XP_035781643.1|AALB	LOC117897058|XP_034661544.1|DSUB
OG0003348	LOC118463628|XP_035786231.1|AALB	LOC117897760|XP_034662696.1|DSUB
OG0003349	LOC118458142|XP_035776233.1|AALB	LOC117903086|XP_034670781.1|DSUB
OG0003350	LOC118463565|XP_035786100.1|AALB	LOC117897561|XP_034662388.1|DSUB
OG0003351	LOC118467509|XP_035793954.1|AALB	LOC117897126|XP_034661669.1|DSUB, LOC117894582|XP_034657619.1|DSUB
OG0003352	LOC118463917|XP_035786766.1|AALB	LOC117896976|XP_034661422.1|DSUB
OG0003353	LOC118460140|XP_035780124.1|AALB	LOC117897169|XP_034661737.1|DSUB
OG0003354	LOC118460493|XP_035780742.1|AALB	LOC117899727|XP_034665862.1|DSUB
OG0003355	LOC118457994|XP_035775963.1|AALB	LOC117903355|XP_034671196.1|DSUB
OG0003356	LOC118456935|XP_035773983.1|AALB	LOC117903179|XP_034670914.1|DSUB
OG0003357	LOC118456947|XP_035774016.1|AALB	LOC117903182|XP_034670920.1|DSUB
OG0003358	LOC118460688|XP_035781095.1|AALB	LOC117901471|XP_034668125.1|DSUB
OG0003359	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB	LOC117894428|XP_034657424.1|DSUB
OG0003360	LOC118467582|XP_035794124.1|AALB	LOC117903847|XP_034672196.1|DSUB
OG0003361	LOC118467951|XP_035794815.1|AALB	LOC117892663|XP_034654942.1|DSUB
OG0003362	LOC118466237|XP_035791174.1|AALB	LOC117897987|XP_034663002.1|DSUB
OG0003363	LOC118466251|XP_035791200.1|AALB	LOC117896404|XP_034660609.1|DSUB
OG0003364	LOC118462042|XP_035783910.1|AALB	LOC117899427|XP_034665316.1|DSUB
OG0003365	LOC118461036|XP_035781815.1|AALB	LOC117897225|XP_034661834.1|DSUB
OG0003366	LOC118461434|XP_035782636.1|AALB	LOC117895098|XP_034658386.1|DSUB
OG0003367	LOC118460367|XP_035780510.1|AALB	LOC117895755|XP_034659518.1|DSUB
OG0003368	LOC118456158|XP_035772618.1|AALB	LOC117895751|XP_034659512.1|DSUB
OG0003369	LOC118459452|XP_035778755.1|AALB	LOC117896543|XP_034660817.1|DSUB
OG0003370	LOC118461718|XP_035783271.1|AALB	LOC117898124|XP_034663206.1|DSUB
OG0003371	LOC118459999|XP_035779798.1|AALB	LOC117902597|XP_034669998.1|DSUB
OG0003372	LOC118460305|XP_035780404.1|AALB	LOC117890128|XP_034650706.1|DSUB
OG0003373	LOC118465412|XP_035789532.1|AALB	LOC117897264|XP_034661880.1|DSUB
OG0003374	LOC118460181|XP_035780182.1|AALB	LOC117903104|XP_034670813.1|DSUB
OG0003375	LOC118458225|XP_035776385.1|AALB	LOC117896821|XP_034661215.1|DSUB
OG0003376	LOC118459585|XP_035779005.1|AALB	LOC117897837|XP_034662792.1|DSUB
OG0003377	LOC118457980|XP_035775923.1|AALB	LOC117896249|XP_034660299.1|DSUB
OG0003378	LOC118468316|XP_035794953.1|AALB	LOC117903018|XP_034670647.1|DSUB, LOC117896299|XP_034660411.1|DSUB
OG0003379	LOC118468314|XP_035794951.1|AALB	LOC117896178|XP_034660154.1|DSUB
OG0003380	LOC118458736|XP_035777400.1|AALB	LOC117896908|XP_034661336.1|DSUB
OG0003381	LOC118460087|XP_035779996.1|AALB	LOC117896348|XP_034660494.1|DSUB
OG0003382	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB	LOC117896188|XP_034660166.1|DSUB
OG0003383	LOC118460199|XP_035780200.1|AALB	LOC117898273|XP_034663419.1|DSUB
OG0003384	LOC118460424|XP_035780608.1|AALB	LOC117901502|XP_034668163.1|DSUB
OG0003385	LOC118468307|XP_035794937.1|AALB	LOC117896427|XP_034660637.1|DSUB
OG0003386	LOC118458981|XP_035777869.1|AALB	LOC117899306|XP_034665122.1|DSUB
OG0003387	LOC118458975|XP_035777858.1|AALB	LOC117898740|XP_034664250.1|DSUB
OG0003388	LOC118458409|XP_035776719.1|AALB	LOC117900517|XP_034666807.1|DSUB
OG0003389	LOC118460322|XP_035780426.1|AALB	LOC117891338|XP_034652649.1|DSUB
OG0003390	LOC118457186|XP_035774427.1|AALB	LOC117896319|XP_034660442.1|DSUB
OG0003391	LOC118468616|XP_035795516.1|AALB	LOC117895991|XP_034659868.1|DSUB
