Orthogroup	AALB.longest_only	DPSE.longest_only
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC4801168|XP_001358302.2|DPSE
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC4800655|XP_001357888.3|DPSE
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC4800602|XP_001357847.3|DPSE
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC4801007|XP_001358180.3|DPSE
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC4801178|XP_001358312.4|DPSE
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC4801312|XP_033241772.1|DPSE
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC4800973|XP_033232809.1|DPSE
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC4802729|XP_001359592.1|DPSE
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC4817680|XP_001357066.3|DPSE
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC4801642|XP_001358696.1|DPSE
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC6896958|XP_002137143.3|DPSE
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC26532404|XP_033238921.1|DPSE
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC4800594|XP_001357840.3|DPSE
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC4816593|XP_001356276.2|DPSE
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC4801264|XP_001358385.1|DPSE
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC4800948|XP_001358132.4|DPSE
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC4800622|XP_001357864.2|DPSE
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC13036356|XP_003736284.3|DPSE
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC13036380|XP_033232634.1|DPSE
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC4801926|XP_001358944.1|DPSE
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC4801232|XP_033232939.1|DPSE
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC4813320|XP_001353574.3|DPSE
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC4801662|XP_001358714.2|DPSE
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC4801570|XP_001358641.3|DPSE
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC4801571|XP_033233136.1|DPSE
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC6896819|XP_002137022.1|DPSE
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC4801223|XP_001358346.2|DPSE
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC13036512|XP_033241832.1|DPSE
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC4804147|XP_001360753.2|DPSE
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC4801994|XP_001359005.3|DPSE
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC4802074|XP_015037595.1|DPSE
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC4802272|XP_002137686.2|DPSE
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC4812742|XP_015044174.2|DPSE
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC4812747|XP_001353125.1|DPSE
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC4812542|XP_001352619.1|DPSE
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC4804088|XP_001360706.4|DPSE
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC4817682|XP_001357068.2|DPSE
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC4814733|XP_015041703.2|DPSE
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC4803801|XP_015039367.2|DPSE
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC6899120|XP_033233744.1|DPSE
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC4804902|XP_033234173.1|DPSE
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC4811834|XP_033236159.1|DPSE
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC6900402|XP_002134794.1|DPSE
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC4802384|XP_001359313.2|DPSE
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC4814054|XP_001354260.1|DPSE
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC4812699|XP_001353081.1|DPSE
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC4812906|XP_001353873.3|DPSE
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC4813803|XP_001354039.1|DPSE
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC4803421|XP_001360136.1|DPSE
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC4805715|XP_001362070.2|DPSE
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC4803540|XP_001360250.1|DPSE
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC4804077|XP_001360695.2|DPSE
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC4812193|XP_001352498.3|DPSE
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC4801766|XP_001358807.3|DPSE
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC4804336|XP_001360911.2|DPSE
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC4815832|XP_001355449.2|DPSE
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC4811934|XP_015043806.2|DPSE
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC4812311|XP_001352972.2|DPSE
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC4804545|XP_015040007.2|DPSE
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC4805183|XP_001361630.4|DPSE
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC4805184|XP_001361631.5|DPSE
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC4804560|XP_001361102.2|DPSE
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC6898901|XP_002138871.2|DPSE
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC4805643|XP_001362011.2|DPSE
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC4804558|XP_001361100.3|DPSE
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC4812545|XP_001352595.1|DPSE
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC6900510|XP_033241057.1|DPSE
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC6900385|XP_033240183.1|DPSE
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC4812948|XP_015042639.2|DPSE
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC4812589|XP_033237642.1|DPSE
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC4813177|XP_033240608.1|DPSE
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC4813421|XP_001353461.3|DPSE
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC4804421|XP_015039938.2|DPSE
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC4805362|XP_001361773.1|DPSE
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC4800515|XP_001357780.1|DPSE
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC4812904|XP_001353229.1|DPSE
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC4812331|XP_001352678.1|DPSE
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC6896930|XP_015038868.1|DPSE
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC4805638|XP_033233714.1|DPSE
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC6898777|XP_004444391.2|DPSE
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC4813545|XP_001354048.3|DPSE
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC4804920|XP_015040284.2|DPSE
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC4812273|XP_033238639.1|DPSE
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC6898956|XP_033234025.1|DPSE
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC4804877|XP_001361366.2|DPSE
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC4814073|XP_001354275.2|DPSE
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC4812173|XP_001352534.1|DPSE
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC6900899|XP_033240767.1|DPSE
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC4812129|XP_001352711.1|DPSE
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC4812604|XP_001352684.3|DPSE
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC4804120|XP_001360731.3|DPSE
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC4804141|XP_001360747.3|DPSE
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC6900648|XP_015043095.2|DPSE
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC4813151|XP_001353781.2|DPSE
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC4804207|XP_001360804.3|DPSE
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC4804080|XP_001360698.2|DPSE
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC4812820|XP_001353972.1|DPSE
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC6899869|XP_002135666.2|DPSE
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC4817610|XP_001357012.1|DPSE
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC4801347|XP_015037196.2|DPSE
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC4813052|XP_001354022.2|DPSE
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC4813064|XP_015042992.2|DPSE
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC4813195|XP_001353400.2|DPSE
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC4812101|XP_033240483.1|DPSE
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC4811950|XP_001352690.2|DPSE
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC4804777|XP_001361286.1|DPSE
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC4803431|XP_001360146.1|DPSE
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC4803422|XP_001360137.1|DPSE
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC6900042|XP_002135406.1|DPSE
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC4816560|XP_001356146.1|DPSE
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC4813137|XP_015043190.2|DPSE
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC4804570|XP_015040023.2|DPSE
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC4804524|XP_033235130.1|DPSE
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC6900884|XP_002135241.3|DPSE
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC6902606|XP_002133132.2|DPSE
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC6897255|XP_002137422.3|DPSE
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC4804665|XP_001361190.4|DPSE
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC4805375|XP_001361785.2|DPSE
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC26534411|XP_015043068.1|DPSE
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC4804581|XP_001361119.1|DPSE
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC4813303|XP_001353964.2|DPSE
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC4814025|XP_033240434.1|DPSE
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC4804399|XP_001360969.3|DPSE
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC4804908|XP_001361393.1|DPSE
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC4804907|XP_001361392.3|DPSE
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC4804491|XP_001361047.3|DPSE
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC4805293|XP_001361715.4|DPSE
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC4805466|XP_004444516.2|DPSE
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC4805465|XP_033234228.1|DPSE
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC4805197|XP_001361642.2|DPSE
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC4804329|XP_001360905.3|DPSE
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC4814008|XP_001354164.2|DPSE
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC6900929|XP_015042526.2|DPSE
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC4804387|XP_001360958.1|DPSE
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC4804533|XP_001361081.1|DPSE
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC4804910|XP_001361395.1|DPSE
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC4804864|XP_001361353.1|DPSE
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC4803750|XP_001360415.2|DPSE
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC4805087|XP_015040440.2|DPSE
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC26532346|XP_033233266.1|DPSE
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC4804318|XP_001360896.2|DPSE
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC4812508|XP_001352963.2|DPSE
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC4814053|XP_001354271.2|DPSE
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC4805461|XP_001361856.2|DPSE
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC6900947|XP_033238769.1|DPSE
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC4812212|XP_001352485.2|DPSE
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC4804574|XP_001361114.4|DPSE
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC4804936|XP_001361418.2|DPSE
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC4813412|XP_001353626.3|DPSE
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC4817400|XP_001356359.1|DPSE
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC4804850|XP_015040235.2|DPSE
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC4803772|XP_001360434.1|DPSE
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC4804339|XP_033234648.1|DPSE
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC4804334|XP_001360909.1|DPSE
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC4804078|XP_015039591.2|DPSE
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC4812214|XP_001352714.3|DPSE
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC4814115|XP_001354261.3|DPSE
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC4814185|XP_001354311.1|DPSE
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC4816352|XP_001355948.3|DPSE
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC4802121|XP_033241762.1|DPSE
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC4816025|XP_001355682.1|DPSE
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC4800289|XP_001357641.3|DPSE
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC4812824|XP_001353417.2|DPSE
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC4813542|XP_015042973.1|DPSE
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC4811948|XP_001352434.2|DPSE
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC4816297|XP_001356256.3|DPSE
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC4813620|XP_001353419.2|DPSE
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC4813687|XP_001353645.3|DPSE
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC4802697|XP_001359564.3|DPSE
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC117184693|XP_033239235.1|DPSE
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC4812096|XP_033239526.1|DPSE
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC4814069|XP_001354288.3|DPSE
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC4813801|XP_001354074.1|DPSE
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC4812128|XP_033241477.1|DPSE
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC4812532|XP_033238242.1|DPSE
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC4804235|XP_001360826.2|DPSE
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC4803403|XP_015039057.2|DPSE
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC4812197|XP_015043760.2|DPSE
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC4811747|XP_033235117.1|DPSE
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC4805318|XP_001361738.1|DPSE
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC4805319|XP_001361739.2|DPSE
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC4804538|XP_033233822.1|DPSE
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC6897973|XP_002138072.1|DPSE
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC26532659|XP_033233766.1|DPSE
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC4805351|XP_001361765.4|DPSE
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC4804026|XP_001360656.2|DPSE
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC4804025|XP_015039536.2|DPSE
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC6897477|XP_015037635.2|DPSE
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC4813253|XP_033237531.1|DPSE
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC4813638|XP_001353663.4|DPSE
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC4805377|XP_001361787.2|DPSE
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC117183176|XP_001362077.1|DPSE
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC4800828|XP_001358032.3|DPSE
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC4804053|XP_015039570.2|DPSE
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC4812554|XP_001352614.1|DPSE
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC6900309|XP_033241470.1|DPSE
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC6898622|XP_002138627.2|DPSE
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC6898589|XP_002138609.1|DPSE
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC4804220|XP_001360814.1|DPSE
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC4812310|XP_001352396.3|DPSE
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC6900788|XP_002135147.2|DPSE
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC4813158|XP_033239636.1|DPSE
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC4804926|XP_001361409.1|DPSE
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC4812562|XP_001352505.2|DPSE
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC4812374|XP_015043690.1|DPSE
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC4813855|XP_001353795.1|DPSE
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC6898287|XP_002138352.2|DPSE
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC6898404|XP_015039675.2|DPSE
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC4812530|XP_001352621.1|DPSE
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC4805454|XP_015040660.1|DPSE
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC4804696|XP_001361215.2|DPSE
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC4816876|XP_001356592.2|DPSE
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC4813179|XP_001353539.3|DPSE
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC4812167|XP_033240949.1|DPSE
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC4813869|XP_001353797.2|DPSE
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC4804036|XP_001360664.4|DPSE
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC4813524|XP_033238370.1|DPSE
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC6899941|XP_033240736.1|DPSE
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC6899996|XP_033240096.1|DPSE
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC4805139|XP_001361591.1|DPSE
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC4805140|XP_001361592.2|DPSE
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC4812219|XP_001352951.1|DPSE
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC4803880|XP_001360528.2|DPSE
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC4803902|XP_001360547.2|DPSE
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC4805014|XP_001361484.1|DPSE
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC4813932|XP_001354094.1|DPSE
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC6900567|XP_002134945.2|DPSE
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC6900165|XP_002135504.2|DPSE
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC6900945|XP_015042412.1|DPSE
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC4813661|XP_001353536.2|DPSE
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC4815779|XP_001355731.1|DPSE
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC4804215|XP_001360810.3|DPSE
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC6900400|XP_033237377.1|DPSE
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC4812159|XP_001352610.2|DPSE
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC4812975|XP_001353740.2|DPSE
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC6900482|XP_015042819.1|DPSE
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC4813345|XP_001353756.2|DPSE
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC4802873|XP_033232644.1|DPSE
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC4812090|XP_033239292.1|DPSE
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC6900088|XP_033240094.1|DPSE
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC4812668|XP_001353052.2|DPSE
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC4813816|XP_001353632.2|DPSE
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC4812118|XP_001352809.2|DPSE
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC4814103|XP_001354247.4|DPSE
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC4803516|XP_001360229.3|DPSE
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC4804447|XP_001361008.2|DPSE
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC4805213|XP_001361654.3|DPSE
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC4804915|XP_001361400.3|DPSE
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC4804921|XP_001361406.2|DPSE
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC4812209|XP_001352808.2|DPSE
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC4811854|XP_001352908.2|DPSE
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC4804021|XP_001360651.3|DPSE
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC4804919|XP_001361404.3|DPSE
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC4805090|XP_001361551.2|DPSE
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC6898985|XP_002138945.3|DPSE
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC4813031|XP_001353366.3|DPSE
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC4813440|XP_001353365.4|DPSE
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC4813488|XP_001353361.4|DPSE
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC4813516|XP_003736171.1|DPSE
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC4813857|XP_033237611.1|DPSE
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC4811955|XP_001352823.5|DPSE
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC4812017|XP_001352842.2|DPSE
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC4811969|XP_033238950.1|DPSE
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC4812053|XP_001352437.4|DPSE
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC6899342|XP_002136187.1|DPSE
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC4804685|XP_001361205.4|DPSE
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC6898226|XP_015039326.2|DPSE
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC4812736|XP_033241250.1|DPSE
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC4804668|XP_001361193.3|DPSE
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC4813576|XP_001353815.3|DPSE
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC6900704|XP_015043195.2|DPSE
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC6900719|XP_033239020.1|DPSE
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC6900722|XP_033238682.1|DPSE
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC4816579|XP_001356243.1|DPSE
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC4814666|XP_001354909.2|DPSE
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC4804076|XP_001360694.1|DPSE
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC4805100|XP_033234238.1|DPSE
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC6898782|XP_015040448.2|DPSE
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC26532766|XP_033237159.1|DPSE
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC4814051|XP_001354197.3|DPSE
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC4814000|XP_033240449.1|DPSE
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC4804716|XP_001361234.1|DPSE
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC4804719|XP_001361237.5|DPSE
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC4814949|XP_001354567.3|DPSE
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC4803442|XP_001360167.2|DPSE
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC4804038|XP_001360666.2|DPSE
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC4805018|XP_033233548.1|DPSE
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC6898489|XP_015039951.1|DPSE
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC4803921|XP_001360562.2|DPSE
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC4811749|XP_033237112.1|DPSE
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC6902076|XP_033240219.1|DPSE
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC4800669|XP_001357901.2|DPSE
