Orthogroup	AALB.longest_only	DSEC.longest_only
OG0005055	LOC118464273|XP_035787428.1|AALB	LOC6615059|XP_002039476.1|DSEC
OG0005056	LOC118464828|XP_035788396.1|AALB	LOC6609290|XP_032572034.1|DSEC
OG0005057	LOC118464961|XP_035788649.1|AALB	LOC6611162|XP_032573827.1|DSEC
OG0005058	LOC118464967|XP_035788673.1|AALB	LOC6610863|XP_032575170.1|DSEC
OG0005059	LOC118463174|XP_035785472.1|AALB	LOC6618867|XP_032572052.1|DSEC
OG0005060	LOC118463173|XP_035785461.1|AALB	LOC6618866|XP_032572463.1|DSEC
OG0005061	LOC118463256|XP_035785618.1|AALB	LOC6613635|XP_002038105.2|DSEC
OG0005062	LOC118464083|XP_035787034.1|AALB	LOC6615807|XP_032571674.1|DSEC
OG0005063	LOC118464142|XP_035787140.1|AALB	LOC6620707|XP_002044909.1|DSEC
OG0005064	LOC118465223|XP_035789111.1|AALB	LOC6605872|XP_002030686.1|DSEC
OG0005065	LOC118463614|XP_035786196.1|AALB	LOC6608018|XP_032572838.1|DSEC
OG0005066	LOC118463286|XP_035785656.1|AALB	LOC6609459|XP_002034144.2|DSEC
OG0005067	LOC118466307|XP_035791309.1|AALB	LOC6615509|XP_002039888.1|DSEC
OG0005068	LOC118467192|XP_035793294.1|AALB	LOC6618292|XP_002042565.2|DSEC
OG0005069	LOC118467186|XP_035793275.1|AALB	LOC6608093|XP_002032841.2|DSEC
OG0005070	LOC118466841|XP_035792556.1|AALB	LOC6615825|XP_002040195.2|DSEC
OG0005071	LOC118463292|XP_035785667.1|AALB	LOC6605315|XP_002030152.1|DSEC
OG0005072	LOC118466124|XP_035790966.1|AALB	LOC6615971|XP_002040338.2|DSEC
OG0005073	LOC118463248|XP_035785610.1|AALB	LOC6609753|XP_032570266.1|DSEC
OG0005074	LOC118462621|XP_035784353.1|AALB	LOC6604813|XP_032574811.1|DSEC
OG0005075	LOC118466126|XP_035790968.1|AALB	LOC6615378|XP_002039760.1|DSEC
OG0005076	LOC118466128|XP_035790971.1|AALB	LOC6608598|XP_002033332.2|DSEC
OG0005078	LOC118464902|XP_035788556.1|AALB	LOC6610648|XP_032574642.1|DSEC
OG0005079	LOC118463836|XP_035786623.1|AALB	LOC6618912|XP_032571586.1|DSEC
OG0005080	LOC118463259|XP_035785622.1|AALB	LOC6610548|XP_002035128.1|DSEC
OG0005081	LOC118466187|XP_035791085.1|AALB	LOC6607922|XP_032570996.1|DSEC
OG0005082	LOC118467006|XP_035792843.1|AALB	LOC6605831|XP_002030646.1|DSEC
OG0005083	LOC118467007|XP_035792844.1|AALB	LOC6611613|XP_002036149.1|DSEC
OG0005084	LOC118467367|XP_035793662.1|AALB	LOC6605621|XP_032575694.1|DSEC
OG0005085	LOC118467366|XP_035793661.1|AALB	LOC6605230|XP_002030068.1|DSEC
OG0005086	LOC118466286|XP_035791264.1|AALB	LOC6607999|XP_002032747.1|DSEC
OG0005087	LOC118466917|XP_035792679.1|AALB	LOC6605099|XP_032573709.1|DSEC
OG0005088	LOC118467529|XP_035793988.1|AALB	LOC6608593|XP_032570261.1|DSEC
OG0005089	LOC118467527|XP_035793986.1|AALB	LOC6608595|XP_002033329.1|DSEC
OG0005090	LOC118466865|XP_035792595.1|AALB	LOC6609930|XP_002034580.1|DSEC
OG0005091	LOC118459939|XP_035779709.1|AALB	LOC6608886|XP_032570472.1|DSEC
OG0005092	LOC118463508|XP_035786001.1|AALB	LOC6611179|XP_002035735.1|DSEC
OG0005093	LOC118463495|XP_035785984.1|AALB	LOC6619407|XP_032573966.1|DSEC
OG0005094	LOC118462939|XP_035784957.1|AALB	LOC6610646|XP_002035213.2|DSEC
OG0005095	LOC118462937|XP_035784948.1|AALB	LOC6618898|XP_032570043.1|DSEC
OG0005096	LOC118466233|XP_035791166.1|AALB	LOC6613171|XP_002037652.1|DSEC
OG0005097	LOC118464129|XP_035787117.1|AALB	LOC6615401|XP_032570494.1|DSEC
OG0005098	LOC118463410|XP_035785854.1|AALB	LOC6618840|XP_032571990.1|DSEC
OG0005099	LOC118466965|XP_035792769.1|AALB	LOC6618884|XP_002043132.1|DSEC
OG0005100	LOC118466962|XP_035792756.1|AALB	LOC6618885|XP_002043133.1|DSEC
OG0005101	LOC118462607|XP_035784330.1|AALB	LOC6620401|XP_002044609.1|DSEC
OG0005102	LOC118466483|XP_035791757.1|AALB	LOC6615287|XP_032571039.1|DSEC
OG0005103	LOC118466960|XP_035792754.1|AALB	LOC6615823|XP_002040193.1|DSEC
OG0005104	LOC118466968|XP_035792773.1|AALB	LOC6611694|XP_002036228.1|DSEC
OG0005105	LOC118464596|XP_035787932.1|AALB	LOC6606073|XP_002030882.1|DSEC
OG0005106	LOC118466806|XP_035792457.1|AALB	LOC6610531|XP_032575729.1|DSEC
OG0005107	LOC118466273|XP_035791239.1|AALB	LOC6610575|XP_002035148.1|DSEC
OG0005108	LOC118467375|XP_035793689.1|AALB	LOC6609101|XP_002033804.1|DSEC
OG0005109	LOC118461607|XP_035783026.1|AALB	LOC6617654|XP_002041967.1|DSEC
OG0005110	LOC118467795|XP_035794562.1|AALB	LOC6605983|XP_002030795.2|DSEC
OG0005111	LOC118463404|XP_035785845.1|AALB	LOC6610917|XP_032575142.1|DSEC
OG0005112	LOC118463402|XP_035785843.1|AALB	LOC6610293|XP_002034888.1|DSEC
OG0005113	LOC118463406|XP_035785849.1|AALB	LOC6610916|XP_032575144.1|DSEC
OG0005114	LOC118465088|XP_035788884.1|AALB	LOC6610456|XP_002035037.1|DSEC
OG0005115	LOC118466604|XP_035792074.1|AALB	LOC6613409|XP_032571214.1|DSEC
OG0005116	LOC118466208|XP_035791118.1|AALB	LOC6606005|XP_002030816.1|DSEC
OG0005117	LOC118464369|XP_035787601.1|AALB	LOC6616037|XP_002040403.1|DSEC
OG0005118	LOC118466474|XP_035791750.1|AALB	LOC6611877|XP_002036395.1|DSEC
OG0005119	LOC118466468|XP_035791719.1|AALB	LOC6609267|XP_032572366.1|DSEC
OG0005120	LOC118467857|XP_035794653.1|AALB	LOC6610409|XP_002034991.1|DSEC
OG0005121	LOC118467856|XP_035794652.1|AALB	LOC6619359|XP_002043576.1|DSEC
OG0005122	LOC118464808|XP_035788363.1|AALB	LOC6605531|XP_002030362.1|DSEC
OG0005123	LOC118465371|XP_035789459.1|AALB	LOC6618335|XP_002042607.1|DSEC
OG0005124	LOC118466720|XP_035792277.1|AALB	LOC6605998|XP_032573605.1|DSEC
OG0005125	LOC118466419|XP_035791587.1|AALB	LOC6606000|XP_002030811.1|DSEC
OG0005126	LOC118466420|XP_035791590.1|AALB	LOC6604876|XP_002029721.1|DSEC
OG0005127	LOC118463721|XP_035786407.1|AALB	LOC6610435|XP_002035016.1|DSEC
OG0005128	LOC118463616|XP_035786202.1|AALB	LOC6608930|XP_032571279.1|DSEC
OG0005129	LOC118463135|XP_035785387.1|AALB	LOC6616309|XP_032573991.1|DSEC
OG0005130	LOC118465611|XP_035789880.1|AALB	LOC6616353|XP_002040713.1|DSEC
OG0005131	LOC118463863|XP_035786666.1|AALB	LOC6611150|XP_032574001.1|DSEC
OG0005132	LOC118464089|XP_035787046.1|AALB	LOC6605219|XP_002030057.1|DSEC
OG0005133	LOC118464279|XP_035787435.1|AALB	LOC6610614|XP_032574710.1|DSEC
OG0005134	LOC118466203|XP_035791113.1|AALB	LOC6605454|XP_032574651.1|DSEC
OG0005135	LOC118466218|XP_035791134.1|AALB	LOC6610417|XP_002034999.1|DSEC
OG0005136	LOC118464446|XP_035787721.1|AALB	LOC6610419|XP_002035001.2|DSEC
OG0005137	LOC118466398|XP_035791543.1|AALB	LOC6617166|XP_002041493.1|DSEC
OG0005138	LOC118466412|XP_035791573.1|AALB	LOC6610896|XP_002035459.1|DSEC
OG0005139	LOC118462916|XP_035784914.1|AALB	LOC6610962|XP_002035519.2|DSEC
OG0005140	LOC118463991|XP_035786914.1|AALB	LOC6613410|XP_002037884.1|DSEC
OG0005142	LOC118464391|XP_035787630.1|AALB	LOC6604921|XP_002029764.1|DSEC
OG0005143	LOC118462494|XP_035784100.1|AALB	LOC6604914|XP_032573650.1|DSEC
OG0005144	LOC118462495|XP_035784105.1|AALB	LOC6604916|XP_002029759.2|DSEC
OG0005145	LOC118462822|XP_035784737.1|AALB	LOC6604919|XP_002029762.1|DSEC
OG0005146	LOC118467064|XP_035792982.1|AALB	LOC6616443|XP_002040804.1|DSEC
OG0005147	LOC118467065|XP_035792984.1|AALB	LOC6616442|XP_032574604.1|DSEC
OG0005148	LOC118466265|XP_035791221.1|AALB	LOC6605019|XP_002029862.2|DSEC
OG0005149	LOC118466274|XP_035791240.1|AALB	LOC6609674|XP_002034332.1|DSEC
OG0005150	LOC118464282|XP_035787449.1|AALB	LOC6605944|XP_002030756.1|DSEC
OG0005151	LOC118467072|XP_035793000.1|AALB	LOC6610759|XP_002035325.1|DSEC
OG0005152	LOC118466132|XP_035790975.1|AALB	LOC6610753|XP_002035319.1|DSEC
OG0005153	LOC118467070|XP_035792996.1|AALB	LOC6610751|XP_002035317.1|DSEC
OG0005154	LOC118467068|XP_035792992.1|AALB	LOC6610749|XP_002035315.1|DSEC
OG0005155	LOC118465428|XP_035789550.1|AALB	LOC6610193|XP_002034801.1|DSEC
OG0005156	LOC118465754|XP_035790150.1|AALB	LOC6620058|XP_002044270.1|DSEC
OG0005157	LOC118466305|XP_035791304.1|AALB	LOC6615511|XP_032572965.1|DSEC
OG0005158	LOC118466336|XP_035791348.1|AALB	LOC6611005|XP_032574782.1|DSEC
OG0005159	LOC118466350|XP_035791376.1|AALB	LOC6605973|XP_002030785.2|DSEC
OG0005160	LOC118464302|XP_035787482.1|AALB	LOC6606114|XP_002030922.1|DSEC
OG0005161	LOC118463806|XP_035786569.1|AALB	LOC6613025|XP_032570728.1|DSEC
OG0005163	LOC118467363|XP_035793657.1|AALB	LOC6616549|XP_002040908.1|DSEC
OG0005164	LOC118466243|XP_035791186.1|AALB	LOC116801125|XP_032574764.1|DSEC
OG0005165	LOC118464098|XP_035787060.1|AALB	LOC6607859|XP_002032613.1|DSEC
OG0005166	LOC118463859|XP_035786661.1|AALB	LOC116801796|XP_032579329.1|DSEC
OG0005167	LOC118463861|XP_035786664.1|AALB	LOC6613933|XP_032579332.1|DSEC
OG0005168	LOC118463858|XP_035786660.1|AALB	LOC6621484|XP_032575909.1|DSEC
OG0005169	LOC118464855|XP_035788456.1|AALB	LOC6610714|XP_002035280.2|DSEC
OG0005170	LOC118462857|XP_035784807.1|AALB	LOC6610712|XP_032575970.1|DSEC
OG0005171	LOC118462858|XP_035784808.1|AALB	LOC6610711|XP_002035277.1|DSEC
OG0005172	LOC118463854|XP_035786651.1|AALB	LOC6615376|XP_002039758.1|DSEC
OG0005173	LOC118466141|XP_035790986.1|AALB	LOC6607910|XP_002032664.2|DSEC
OG0005174	LOC118466142|XP_035790987.1|AALB	LOC6615725|XP_002040096.1|DSEC
OG0005175	LOC118463515|XP_035786009.1|AALB	LOC6615707|XP_032572897.1|DSEC
OG0005176	LOC118464425|XP_035787681.1|AALB	LOC6609835|XP_002034487.1|DSEC
OG0005177	LOC118463942|XP_035786803.1|AALB	LOC6615709|XP_002040080.1|DSEC
OG0005178	LOC118463940|XP_035786801.1|AALB	LOC6604885|XP_002029730.1|DSEC
OG0005179	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB	LOC6604903|XP_002029748.1|DSEC
OG0005180	LOC118466748|XP_035792328.1|AALB	LOC6610349|XP_032573519.1|DSEC
OG0005181	LOC118466753|XP_035792343.1|AALB	LOC6617930|XP_002042238.1|DSEC
OG0005182	LOC118466353|XP_035791378.1|AALB	LOC6608318|XP_032572718.1|DSEC
OG0005183	LOC118466356|XP_035791406.1|AALB	LOC6608517|XP_002033251.1|DSEC
OG0005184	LOC118463185|XP_035785497.1|AALB	LOC6608514|XP_032570850.1|DSEC
OG0005185	LOC118463954|XP_035786829.1|AALB	LOC6608332|XP_002033069.1|DSEC
OG0005186	LOC118465264|XP_035789178.1|AALB	LOC6608642|XP_032571282.1|DSEC
OG0005187	LOC118466361|XP_035791423.1|AALB	LOC6607911|XP_032572993.1|DSEC
OG0005188	LOC118467917|XP_035794750.1|AALB	LOC6609797|XP_002034451.2|DSEC
OG0005189	LOC118458927|XP_035777790.1|AALB	LOC6614976|XP_032580080.1|DSEC
OG0005190	LOC118465381|XP_035789468.1|AALB	LOC6604792|XP_002029643.1|DSEC
OG0005191	LOC118464445|XP_035787717.1|AALB	LOC6616897|XP_002041231.1|DSEC
OG0005192	LOC118464028|XP_035786978.1|AALB	LOC6609711|XP_032571907.1|DSEC
OG0005193	LOC118465742|XP_035790097.1|AALB	LOC6608335|XP_032572707.1|DSEC
OG0005194	LOC118462592|XP_035784299.1|AALB	LOC6610098|XP_002034709.1|DSEC
OG0005195	LOC118465807|XP_035790272.1|AALB	LOC6608028|XP_002032776.1|DSEC
OG0005196	LOC118465801|XP_035790261.1|AALB	LOC6616287|XP_002040651.1|DSEC
OG0005197	LOC118465802|XP_035790262.1|AALB	LOC6613033|XP_002037523.1|DSEC
OG0005198	LOC118465804|XP_035790265.1|AALB	LOC6605477|XP_002030310.2|DSEC
OG0005199	LOC118465901|XP_035790446.1|AALB	LOC6609299|XP_002033989.1|DSEC
OG0005200	LOC118465898|XP_035790444.1|AALB	LOC6609588|XP_032571397.1|DSEC
OG0005201	LOC118464398|XP_035787643.1|AALB	LOC6618918|XP_032571589.1|DSEC
OG0005202	LOC118464395|XP_035787638.1|AALB	LOC6608043|XP_032571246.1|DSEC
OG0005203	LOC118468520|XP_035795270.1|AALB	LOC6609122|XP_032571162.1|DSEC
OG0005204	LOC118460016|XP_035779840.1|AALB	LOC6611432|XP_002035976.2|DSEC
OG0005205	LOC118460012|XP_035779831.1|AALB	LOC6613243|XP_032577709.1|DSEC
OG0005206	LOC118463668|XP_035786318.1|AALB	LOC6615732|XP_002040103.1|DSEC
OG0005207	LOC118458933|XP_035777801.1|AALB	LOC6608352|XP_002033089.1|DSEC
OG0005208	LOC118458936|XP_035777808.1|AALB	LOC6608438|XP_002033172.2|DSEC
OG0005209	LOC118459881|XP_035779571.1|AALB	LOC6611326|XP_002035873.1|DSEC
OG0005210	LOC118459880|XP_035779567.1|AALB	LOC6611324|XP_032569997.1|DSEC
OG0005211	LOC118457298|XP_035774661.1|AALB	LOC6616543|XP_002040902.1|DSEC
OG0005212	LOC118460465|XP_035780677.1|AALB	LOC6613032|XP_002037522.1|DSEC
OG0005213	LOC118457844|XP_035775622.1|AALB	LOC6612243|XP_002036755.1|DSEC
OG0005214	LOC118467923|XP_035794767.1|AALB	LOC6611610|XP_032569861.1|DSEC
OG0005215	LOC118468945|XP_035796186.1|AALB	LOC6613279|XP_002037756.1|DSEC
OG0005216	LOC118468954|XP_035796197.1|AALB	LOC6614683|XP_002039110.1|DSEC
OG0005217	LOC118467148|XP_035793183.1|AALB	LOC6619306|XP_002043523.1|DSEC
OG0005218	LOC118467199|XP_035793309.1|AALB	LOC6611763|XP_032569709.1|DSEC
OG0005219	LOC118467173|XP_035793249.1|AALB	LOC6608299|XP_002033036.1|DSEC
OG0005220	LOC118457039|XP_035774174.1|AALB	LOC6610343|XP_002034929.1|DSEC
OG0005221	LOC118457043|XP_035774184.1|AALB	LOC6611788|XP_002036311.1|DSEC
OG0005222	LOC118457037|XP_035774168.1|AALB	LOC6614450|XP_032583030.1|DSEC
OG0005223	LOC118460857|XP_035781456.1|AALB	LOC6617857|XP_002042165.1|DSEC
OG0005224	LOC118458953|XP_035777828.1|AALB	LOC6611722|XP_002036253.1|DSEC
OG0005225	LOC118468681|XP_035795685.1|AALB	LOC6613185|XP_032583688.1|DSEC
OG0005226	LOC118469006|XP_035796333.1|AALB	LOC6611606|XP_032569862.1|DSEC
OG0005227	LOC118459211|XP_035778284.1|AALB	LOC6613684|XP_002038154.1|DSEC
OG0005228	LOC118457140|XP_035774347.1|AALB	LOC6613685|XP_032583465.1|DSEC
OG0005229	LOC118460387|XP_035780548.1|AALB	LOC6617305|XP_032583498.1|DSEC
OG0005230	LOC118458557|XP_035777092.1|AALB	LOC6612120|XP_002036637.1|DSEC
OG0005231	LOC118457708|XP_035775380.1|AALB	LOC6617196|XP_002041523.1|DSEC
OG0005232	LOC118460842|XP_035781425.1|AALB	LOC6613156|XP_032583321.1|DSEC
OG0005233	LOC118460845|XP_035781440.1|AALB	LOC6611319|XP_002035866.1|DSEC
OG0005234	LOC118468368|XP_035795021.1|AALB	LOC6614690|XP_002039117.2|DSEC
OG0005235	LOC118456440|XP_035773094.1|AALB	LOC6614581|XP_002039009.1|DSEC
OG0005236	LOC118456439|XP_035773093.1|AALB	LOC6613333|XP_002037809.2|DSEC
OG0005237	LOC118456437|XP_035773088.1|AALB	LOC6613329|XP_032575599.1|DSEC
OG0005238	LOC118456199|XP_035772653.1|AALB	LOC6613328|XP_002037804.2|DSEC
OG0005240	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB	LOC6611980|XP_002036497.1|DSEC
OG0005241	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB	LOC6617347|XP_032571638.1|DSEC
OG0005242	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB	LOC6612050|XP_002036567.1|DSEC
OG0005243	LOC118468529|XP_035795292.1|AALB	LOC6617306|XP_032583495.1|DSEC
OG0005244	LOC118461010|XP_035781749.1|AALB	LOC6606626|XP_032578851.1|DSEC
OG0005245	LOC118461009|XP_035781748.1|AALB	LOC6614189|XP_002038636.1|DSEC
OG0005246	LOC118461012|XP_035781754.1|AALB	LOC6617250|XP_002041577.1|DSEC
OG0005247	LOC118459528|XP_035778880.1|AALB	LOC6615735|XP_002040106.1|DSEC
OG0005248	LOC118469057|XP_035796420.1|AALB	LOC6606302|XP_032577077.1|DSEC
OG0005249	LOC118457281|XP_035774633.1|AALB	LOC6616653|XP_002041010.1|DSEC
OG0005250	LOC118457148|XP_035774359.1|AALB	LOC6618268|XP_032572310.1|DSEC
OG0005251	LOC118467796|XP_035794567.1|AALB	LOC6611962|XP_032575933.1|DSEC
OG0005252	LOC118459769|XP_035779357.1|AALB	LOC6614657|XP_002039084.2|DSEC
OG0005253	LOC118458362|XP_035776622.1|AALB	LOC6618242|XP_032583301.1|DSEC
OG0005254	LOC118458821|XP_035777586.1|AALB	LOC6614706|XP_002039133.1|DSEC
OG0005255	LOC118456839|XP_035773828.1|AALB	LOC6614705|XP_032577080.1|DSEC
OG0005256	LOC118458372|XP_035776661.1|AALB	LOC6620415|XP_002044623.1|DSEC
OG0005257	LOC118458367|XP_035776652.1|AALB	LOC6611690|XP_002036224.1|DSEC
OG0005258	LOC118460672|XP_035781042.1|AALB	LOC6611810|XP_002036332.1|DSEC
OG0005259	LOC118458365|XP_035776647.1|AALB	LOC6611261|XP_002035816.1|DSEC
OG0005260	LOC118456964|XP_035774047.1|AALB	LOC6611263|XP_002035818.1|DSEC
OG0005261	LOC118456963|XP_035774046.1|AALB	LOC6612013|XP_002036530.1|DSEC
OG0005262	LOC118456271|XP_035772776.1|AALB	LOC116803595|XP_032583468.1|DSEC
OG0005263	LOC118457069|XP_035774232.1|AALB	LOC6614700|XP_002039127.2|DSEC
OG0005264	LOC118457070|XP_035774233.1|AALB	LOC6616748|XP_032577975.1|DSEC
OG0005265	LOC118459053|XP_035777972.1|AALB	LOC6614697|XP_032577733.1|DSEC
OG0005266	LOC118460968|XP_035781673.1|AALB	LOC6611391|XP_002035935.1|DSEC
OG0005267	LOC118456601|XP_035773394.1|AALB	LOC6613120|XP_002037601.1|DSEC
OG0005268	LOC118456594|XP_035773387.1|AALB	LOC6613121|XP_002037602.1|DSEC
OG0005269	LOC118468128|XP_035794876.1|AALB	LOC6613135|XP_032575110.1|DSEC
OG0005270	LOC118460571|XP_035780872.1|AALB	LOC6612132|XP_002036649.1|DSEC
OG0005271	LOC118460566|XP_035780860.1|AALB	LOC6614632|XP_002039059.1|DSEC
OG0005272	LOC118460569|XP_035780868.1|AALB	LOC6614630|XP_002039057.1|DSEC
OG0005273	LOC118458905|XP_035777756.1|AALB	LOC6611667|XP_002036202.1|DSEC
OG0005274	LOC118459274|XP_035778404.1|AALB	LOC6612129|XP_002036646.1|DSEC
OG0005275	LOC118456369|XP_035772934.1|AALB	LOC6611937|XP_032573456.1|DSEC
OG0005276	LOC118456376|XP_035772953.1|AALB	LOC6613266|XP_002037743.2|DSEC
OG0005277	LOC118458036|XP_035776047.1|AALB	LOC6613277|XP_002037754.1|DSEC
OG0005278	LOC118458037|XP_035776048.1|AALB	LOC6610104|XP_002034715.1|DSEC
OG0005279	LOC118456829|XP_035773817.1|AALB	LOC6613585|XP_002038053.1|DSEC
OG0005280	LOC118460102|XP_035780030.1|AALB	LOC6617335|XP_002041660.1|DSEC
OG0005281	LOC118468718|XP_035795741.1|AALB	LOC6613096|XP_032577459.1|DSEC
OG0005282	LOC118459054|XP_035777973.1|AALB	LOC6614021|XP_002038475.2|DSEC
OG0005283	LOC118459056|XP_035777978.1|AALB	LOC6607667|XP_002032432.1|DSEC
OG0005284	LOC118456980|XP_035774073.1|AALB	LOC6618256|XP_032571720.1|DSEC
OG0005285	LOC118457232|XP_035774503.1|AALB	LOC6618257|XP_002042531.1|DSEC
OG0005286	LOC118460841|XP_035781421.1|AALB	LOC6617338|XP_002041663.2|DSEC
OG0005287	LOC118457438|XP_035774921.1|AALB	LOC6617340|XP_002041665.2|DSEC
OG0005288	LOC118458279|XP_035776494.1|AALB	LOC6611537|XP_032571013.1|DSEC
OG0005289	LOC118460603|XP_035780923.1|AALB	LOC6620141|XP_032570993.1|DSEC
OG0005290	LOC118456688|XP_035773569.1|AALB	LOC6613967|XP_032578285.1|DSEC
OG0005291	LOC118458565|XP_035777102.1|AALB	LOC6617839|XP_002042147.1|DSEC
OG0005292	LOC118458555|XP_035777085.1|AALB	LOC6617843|XP_032575295.1|DSEC
OG0005293	LOC118468423|XP_035795079.1|AALB	LOC6611335|XP_002035882.1|DSEC
OG0005294	LOC118460413|XP_035780593.1|AALB	LOC6617710|XP_002042022.1|DSEC
OG0005295	LOC118460404|XP_035780576.1|AALB	LOC6617838|XP_032569964.1|DSEC
OG0005296	LOC118468598|XP_035795459.1|AALB	LOC6614009|XP_032578189.1|DSEC
OG0005297	LOC118457680|XP_035775332.1|AALB	LOC6611705|XP_032569907.1|DSEC
OG0005298	LOC118458009|XP_035775998.1|AALB	LOC6611850|XP_002036372.1|DSEC
OG0005299	LOC118460998|XP_035781716.1|AALB	LOC6612736|XP_002037239.1|DSEC
OG0005300	LOC118468944|XP_035796185.1|AALB	LOC6620248|XP_002044457.2|DSEC
OG0005301	LOC118461156|XP_035782043.1|AALB	LOC6611873|XP_002036391.1|DSEC
OG0005302	LOC118460437|XP_035780624.1|AALB	LOC6608691|XP_002033418.1|DSEC
OG0005303	LOC118467754|XP_035794477.1|AALB	LOC6614583|XP_002039011.1|DSEC
OG0005304	LOC118467786|XP_035794526.1|AALB	LOC6613629|XP_032573579.1|DSEC
OG0005305	LOC118461162|XP_035782052.1|AALB	LOC6610103|XP_002034714.1|DSEC
OG0005306	LOC118461298|XP_035782372.1|AALB	LOC6614424|XP_032572339.1|DSEC
OG0005307	LOC118458548|XP_035777076.1|AALB	LOC6612114|XP_002036631.1|DSEC
OG0005308	LOC118456914|XP_035773932.1|AALB	LOC6612017|XP_002036534.2|DSEC
OG0005309	LOC118460073|XP_035779978.1|AALB	LOC6613227|XP_002037704.1|DSEC
OG0005310	LOC118461416|XP_035782600.1|AALB	LOC6611653|XP_002036188.1|DSEC
OG0005311	LOC118457854|XP_035775637.1|AALB	LOC6617764|XP_032583330.1|DSEC
OG0005312	LOC118456681|XP_035773550.1|AALB	LOC6617805|XP_002042117.1|DSEC
OG0005313	LOC118461922|XP_035783682.1|AALB	LOC6611942|XP_002036459.1|DSEC
OG0005314	LOC118457588|XP_035775170.1|AALB	LOC6617694|XP_002042006.1|DSEC
OG0005315	LOC118468676|XP_035795669.1|AALB	LOC6614567|XP_032574175.1|DSEC
OG0005316	LOC118457855|XP_035775640.1|AALB	LOC6610102|XP_032570030.1|DSEC
OG0005317	LOC118456968|XP_035774055.1|AALB	LOC6614418|XP_002038851.1|DSEC
OG0005318	LOC118457389|XP_035774817.1|AALB	LOC6621036|XP_032570485.1|DSEC
OG0005319	LOC118468747|XP_035795800.1|AALB	LOC6611336|XP_002035883.1|DSEC
OG0005320	LOC118468750|XP_035795805.1|AALB	LOC6614769|XP_002039188.2|DSEC
OG0005321	LOC118461201|XP_035782146.1|AALB	LOC6612088|XP_002036605.1|DSEC
OG0005322	LOC118468624|XP_035795532.1|AALB	LOC6620972|XP_032569839.1|DSEC
OG0005323	LOC118461662|XP_035783141.1|AALB	LOC6611787|XP_032572103.1|DSEC
OG0005324	LOC118456209|XP_035772671.1|AALB	LOC6611857|XP_002036379.1|DSEC
OG0005325	LOC118456208|XP_035772666.1|AALB	LOC116803620|XP_032583561.1|DSEC
OG0005326	LOC118456210|XP_035772673.1|AALB	LOC6611858|XP_032570920.1|DSEC
OG0005327	LOC118468384|XP_035795037.1|AALB	LOC6611769|XP_002036292.1|DSEC
OG0005328	LOC118468950|XP_035796193.1|AALB	LOC6616764|XP_002041101.1|DSEC
OG0005329	LOC118459537|XP_035778902.1|AALB	LOC6604970|XP_002029813.1|DSEC
OG0005330	LOC118456627|XP_035773440.1|AALB	LOC6604969|XP_002029812.1|DSEC
OG0005331	LOC118457473|XP_035774991.1|AALB	LOC6613119|XP_002037600.1|DSEC
OG0005332	LOC118457464|XP_035774976.1|AALB	LOC6618170|XP_002042448.1|DSEC
OG0005333	LOC118457470|XP_035774989.1|AALB	LOC6617726|XP_032583148.1|DSEC
OG0005334	LOC118456463|XP_035773132.1|AALB	LOC6611985|XP_002036502.1|DSEC
OG0005335	LOC118456460|XP_035773128.1|AALB	LOC6608961|XP_002033675.2|DSEC
OG0005336	LOC118456450|XP_035773118.1|AALB	LOC6621151|XP_002045331.1|DSEC
OG0005337	LOC118456761|XP_035773718.1|AALB	LOC6609621|XP_002034298.2|DSEC
OG0005338	LOC118459683|XP_035779203.1|AALB	LOC6611921|XP_032572417.1|DSEC
OG0005339	LOC118461297|XP_035782370.1|AALB	LOC6612008|XP_032569933.1|DSEC
OG0005340	LOC118461293|XP_035782365.1|AALB	LOC6620824|XP_032570565.1|DSEC, LOC116802126|XP_032581241.1|DSEC, LOC6621600|XP_032572514.1|DSEC
OG0005341	LOC118461120|XP_035781948.1|AALB	LOC6608210|XP_002032955.1|DSEC
OG0005342	LOC118459199|XP_035778253.1|AALB	LOC6612188|XP_032583741.1|DSEC
OG0005343	LOC118459419|XP_035778653.1|AALB	LOC6608005|XP_032570202.1|DSEC
OG0005344	LOC118468480|XP_035795193.1|AALB	LOC6608754|XP_002033477.1|DSEC
OG0005345	LOC118468481|XP_035795194.1|AALB	LOC6613636|XP_002038106.1|DSEC
OG0005346	LOC118456222|XP_035772700.1|AALB	LOC6611470|XP_002036011.1|DSEC
OG0005347	LOC118460742|XP_035781202.1|AALB	LOC6613317|XP_032578449.1|DSEC
OG0005348	LOC118456447|XP_035773105.1|AALB	LOC6611949|XP_002036466.1|DSEC
OG0005349	LOC118456464|XP_035773133.1|AALB	LOC6611941|XP_002036458.1|DSEC
OG0005350	LOC118456452|XP_035773119.1|AALB	LOC6612130|XP_002036647.1|DSEC
OG0005351	LOC118468508|XP_035795236.1|AALB	LOC6621839|XP_032574822.1|DSEC
OG0005352	LOC118468337|XP_035794980.1|AALB	LOC116800373|XP_032570818.1|DSEC
