Orthogroup	DBUS.longest_only	DSUB.longest_only
OG0006275	LOC108605454|XP_017850628.1|DBUS	LOC117903340|XP_034671177.1|DSUB
OG0006276	LOC108601048|XP_017844429.1|DBUS	LOC117893082|XP_034655394.1|DSUB
OG0006277	LOC108597685|XP_017839849.1|DBUS	LOC117897406|XP_034662120.1|DSUB
OG0006278	LOC108605528|XP_017850768.1|DBUS	LOC117896492|XP_034660727.1|DSUB
OG0006279	LOC108606981|XP_017853044.1|DBUS	LOC117903885|XP_034672275.1|DSUB
OG0006280	LOC108606361|XP_033150180.1|DBUS	LOC117901845|XP_034668684.1|DSUB
OG0006281	LOC108606360|XP_033150250.1|DBUS	LOC117901863|XP_034668713.1|DSUB
OG0006282	LOC108606603|XP_017852352.1|DBUS	LOC117903186|XP_034670928.1|DSUB
OG0006283	LOC108601841|XP_017845275.1|DBUS	LOC117898496|XP_034663829.1|DSUB
OG0006284	LOC108599319|XP_017841610.1|DBUS	LOC117893402|XP_034655893.1|DSUB
OG0006285	LOC108601237|XP_017844625.1|DBUS	LOC117897625|XP_034662484.1|DSUB
OG0006286	LOC108602002|XP_017845492.1|DBUS	LOC117896622|XP_034660951.1|DSUB
OG0006287	LOC108605915|XP_017851220.1|DBUS	LOC117903889|XP_034672282.1|DSUB
OG0006288	LOC108602006|XP_017845497.1|DBUS	LOC117897964|XP_034662963.1|DSUB
OG0006289	LOC108603989|XP_017848707.1|DBUS	LOC117897759|XP_034662695.1|DSUB
OG0006290	LOC108606952|XP_033150516.1|DBUS	LOC117903162|XP_034670892.1|DSUB
OG0006291	LOC108599673|XP_017842155.2|DBUS	LOC117900332|XP_034666561.1|DSUB
OG0006292	LOC108605157|XP_017850223.1|DBUS	LOC117894791|XP_034657952.1|DSUB
OG0006293	LOC108600392|XP_017843429.1|DBUS	LOC117892984|XP_034655227.1|DSUB
OG0006294	LOC108606971|XP_017853022.1|DBUS	LOC117890074|XP_034650652.1|DSUB
OG0006295	LOC108605159|XP_017850230.1|DBUS	LOC117898381|XP_034663625.1|DSUB
OG0006296	LOC108606843|XP_017852825.1|DBUS	LOC117902217|XP_034669341.1|DSUB
OG0006297	LOC108606492|XP_017852124.2|DBUS	LOC117903725|XP_034671966.1|DSUB
OG0006298	LOC108606627|XP_017852402.1|DBUS	LOC117890567|XP_034651428.1|DSUB
OG0006299	LOC108605102|XP_033150407.1|DBUS	LOC117890648|XP_034651495.1|DSUB
OG0006300	LOC108605464|XP_017850638.1|DBUS	LOC117903372|XP_034671237.1|DSUB
OG0006301	LOC108606220|XP_017851606.1|DBUS	LOC117903194|XP_034670968.1|DSUB
OG0006302	LOC117134892|XP_033150162.1|DBUS	LOC117903746|XP_034672035.1|DSUB
OG0006303	LOC108596921|XP_017838628.1|DBUS	LOC117890021|XP_034650525.1|DSUB
OG0006304	LOC108604333|XP_017849248.1|DBUS	LOC117899462|XP_034665367.1|DSUB
OG0006305	LOC108604729|XP_017849798.1|DBUS	LOC117896167|XP_034660136.1|DSUB
OG0006306	LOC108603187|XP_017847237.1|DBUS	LOC117899760|XP_034665904.1|DSUB
OG0006307	LOC108601747|XP_017845159.1|DBUS	LOC117897988|XP_034663004.1|DSUB
OG0006308	LOC108604946|XP_017850004.1|DBUS	LOC117896100|XP_034660047.1|DSUB
OG0006309	LOC108606526|XP_017852188.1|DBUS	LOC117903425|XP_034671333.1|DSUB
OG0006310	LOC108604551|XP_017849568.1|DBUS	LOC117897166|XP_034661727.1|DSUB
OG0006311	LOC108605015|XP_017850071.1|DBUS	LOC117903184|XP_034670923.1|DSUB
OG0006313	LOC108607170|XP_017853312.1|DBUS	LOC117894350|XP_034657234.1|DSUB
OG0006314	LOC117134896|XP_033150168.1|DBUS	LOC117889571|XP_034649862.1|DSUB
OG0006315	LOC108603825|XP_017848444.1|DBUS	LOC117899615|XP_034665649.1|DSUB
OG0006316	LOC108594963|XP_017835586.1|DBUS	LOC117900980|XP_034667468.1|DSUB
OG0006317	LOC108607089|XP_017853201.1|DBUS	LOC117903612|XP_034671759.1|DSUB
OG0006318	LOC108605257|XP_017850369.1|DBUS	LOC117902246|XP_034669386.1|DSUB
OG0006319	LOC108595126|XP_017835777.1|DBUS	LOC117892541|XP_034654740.1|DSUB
OG0006320	LOC108604959|XP_017850018.1|DBUS	LOC117891816|XP_034653436.1|DSUB
OG0006321	LOC108605885|XP_017851187.1|DBUS	LOC117890846|XP_034651824.1|DSUB
OG0006322	LOC108605100|XP_033150369.1|DBUS	LOC117902874|XP_034670345.1|DSUB
OG0006323	LOC108605878|XP_017851180.1|DBUS	LOC117902101|XP_034669099.1|DSUB
OG0006324	LOC108606333|XP_017851846.1|DBUS	LOC117903673|XP_034671896.1|DSUB
OG0006325	LOC108601654|XP_017845043.1|DBUS	LOC117898693|XP_034664198.1|DSUB
OG0006326	LOC108599036|XP_017841305.1|DBUS	LOC117895549|XP_034659143.1|DSUB
OG0006327	LOC108602173|XP_017845698.1|DBUS	LOC117896485|XP_034660715.1|DSUB
OG0006328	LOC108602908|XP_017846706.1|DBUS	LOC117897511|XP_034662301.1|DSUB
OG0006329	LOC108606640|XP_017852425.1|DBUS	LOC117903792|XP_034672110.1|DSUB
OG0006330	LOC108604158|XP_017848972.1|DBUS	LOC117896012|XP_034659901.1|DSUB
OG0006331	LOC108607093|XP_017853207.1|DBUS	LOC117899499|XP_034665442.1|DSUB
OG0006332	LOC108605822|XP_017851117.1|DBUS	LOC117896643|XP_034661016.1|DSUB
OG0006333	LOC108605599|XP_017850864.1|DBUS	LOC117890286|XP_034650944.1|DSUB
OG0006334	LOC108605172|XP_017850246.1|DBUS	LOC117898388|XP_034663637.1|DSUB
OG0006335	LOC108604738|XP_017849809.1|DBUS	LOC117899712|XP_034665818.1|DSUB
OG0006336	LOC108606225|XP_017851612.1|DBUS	LOC117896093|XP_034660035.1|DSUB
OG0006337	LOC108606563|XP_017852269.1|DBUS	LOC117889601|XP_034649907.1|DSUB
OG0006338	LOC108602382|XP_017845982.1|DBUS	LOC117897431|XP_034662160.1|DSUB
OG0006339	LOC108606368|XP_017851905.1|DBUS	LOC117893386|XP_034655876.1|DSUB
OG0006340	LOC108605496|XP_017850730.1|DBUS	LOC117903206|XP_034670984.1|DSUB
OG0006341	LOC108606470|XP_017852087.1|DBUS	LOC117892281|XP_034654295.1|DSUB
OG0006342	LOC108607245|XP_017853416.2|DBUS	LOC117899533|XP_034665498.1|DSUB
OG0006343	LOC108605846|XP_017851143.1|DBUS	LOC117899636|XP_034665689.1|DSUB
OG0006344	LOC108607063|XP_017853166.1|DBUS	LOC117893882|XP_034656547.1|DSUB
OG0006345	LOC108603134|XP_017847143.1|DBUS	LOC117898814|XP_034664358.1|DSUB
OG0006346	LOC108604500|XP_017849485.1|DBUS	LOC117896850|XP_034661265.1|DSUB
OG0006347	LOC108603844|XP_017848482.1|DBUS	LOC117898935|XP_034664539.1|DSUB
OG0006348	LOC108605559|XP_017850813.1|DBUS	LOC117898618|XP_034664068.1|DSUB
OG0006349	LOC108606809|XP_017852767.2|DBUS	LOC117890194|XP_034650794.1|DSUB
OG0006350	LOC108603031|XP_017846935.1|DBUS	LOC117897724|XP_034662642.1|DSUB
OG0006351	LOC108607189|XP_017853337.1|DBUS	LOC117890716|XP_034651652.1|DSUB
OG0006352	LOC108596099|XP_017837008.1|DBUS	LOC117891351|XP_034652673.1|DSUB
OG0006353	LOC108602114|XP_017845628.1|DBUS	LOC117898997|XP_034664632.1|DSUB
OG0006354	LOC108604237|XP_017849099.1|DBUS	LOC117897528|XP_034662337.1|DSUB
OG0006355	LOC108607205|XP_017853359.1|DBUS	LOC117899668|XP_034665750.1|DSUB
OG0006356	LOC108605285|XP_017850422.1|DBUS	LOC117903378|XP_034671239.1|DSUB
OG0006357	LOC108605201|XP_017850289.1|DBUS	LOC117897795|XP_034662772.1|DSUB
OG0006358	LOC108599642|XP_017842106.1|DBUS	LOC117895577|XP_034659189.1|DSUB
OG0006359	LOC108603041|XP_017846949.1|DBUS	LOC117899680|XP_034665760.1|DSUB
OG0006360	LOC108605800|XP_017851092.1|DBUS	LOC117890134|XP_034650715.1|DSUB
OG0006361	LOC108602212|XP_017845748.1|DBUS	LOC117897927|XP_034662903.1|DSUB
OG0006362	LOC108607102|XP_017853217.1|DBUS	LOC117903502|XP_034671473.1|DSUB
OG0006363	LOC108606729|XP_017852608.1|DBUS	LOC117889787|XP_034650152.1|DSUB
OG0006364	LOC108608122|XP_017854844.2|DBUS	LOC117900866|XP_034667279.1|DSUB, LOC117900865|XP_034667278.1|DSUB
OG0006365	LOC108606898|XP_017852915.2|DBUS	LOC117902788|XP_034670288.1|DSUB
OG0006366	LOC108605969|XP_017851280.1|DBUS	LOC117890761|XP_034651726.1|DSUB
OG0006367	LOC108605361|XP_017850519.1|DBUS	LOC117893662|XP_034656247.1|DSUB
OG0006368	LOC108602286|XP_017845852.1|DBUS	LOC117896431|XP_034660646.1|DSUB
OG0006369	LOC108602279|XP_017845825.1|DBUS	LOC117899641|XP_034665709.1|DSUB
OG0006370	LOC108605584|XP_017850844.1|DBUS	LOC117903570|XP_034671668.1|DSUB
OG0006371	LOC108602068|XP_017845576.1|DBUS	LOC117897950|XP_034662940.1|DSUB
OG0006372	LOC108604628|XP_017849666.1|DBUS	LOC117899357|XP_034665220.1|DSUB
OG0006373	LOC108605819|XP_017851113.1|DBUS	LOC117899078|XP_034664742.1|DSUB
OG0006374	LOC108607117|XP_017853239.1|DBUS	LOC117903767|XP_034672071.1|DSUB
OG0006375	LOC108606929|XP_017852968.1|DBUS	LOC117889645|XP_034650000.1|DSUB
OG0006376	LOC108606637|XP_017852422.1|DBUS	LOC117893789|XP_034656427.1|DSUB
OG0006377	LOC108605521|XP_017850760.1|DBUS	LOC117903830|XP_034672173.1|DSUB
OG0006378	LOC108603037|XP_017846944.1|DBUS	LOC117897722|XP_034662639.1|DSUB
OG0006379	LOC108606044|XP_017851380.1|DBUS	LOC117903859|XP_034672233.1|DSUB
OG0006380	LOC108605228|XP_017850327.1|DBUS	LOC117903136|XP_034670863.1|DSUB
OG0006381	LOC108606516|XP_017852175.1|DBUS	LOC117890258|XP_034650939.1|DSUB
OG0006382	LOC108606720|XP_017852591.1|DBUS	LOC117894033|XP_034657167.1|DSUB
OG0006383	LOC108606565|XP_017852271.1|DBUS	LOC117897460|XP_034662240.1|DSUB
OG0006384	LOC108606921|XP_017852952.1|DBUS	LOC117903795|XP_034672114.1|DSUB
OG0006385	LOC108604016|XP_017848749.1|DBUS	LOC117903019|XP_034670648.1|DSUB, LOC117897508|XP_034662290.1|DSUB
OG0006386	LOC108607832|XP_017854380.1|DBUS	LOC117902608|XP_034670011.1|DSUB
OG0006387	LOC108602306|XP_017845879.1|DBUS	LOC117898091|XP_034663162.1|DSUB
OG0006388	LOC108605131|XP_017850183.1|DBUS	LOC117898346|XP_034663573.1|DSUB
OG0006389	LOC108604922|XP_017849980.1|DBUS	LOC117892056|XP_034653879.1|DSUB
OG0006390	LOC108602239|XP_017845775.1|DBUS	LOC117898352|XP_034663576.1|DSUB
OG0006391	LOC108604400|XP_017849349.1|DBUS	LOC117898871|XP_034664443.1|DSUB
OG0006392	LOC108607062|XP_017853165.1|DBUS	LOC117902936|XP_034670477.1|DSUB
OG0006393	LOC108607773|XP_017854292.1|DBUS	LOC117902545|XP_034669873.1|DSUB
OG0006394	LOC108603953|XP_017848635.1|DBUS	LOC117896191|XP_034660172.1|DSUB
OG0006395	LOC108604151|XP_017848954.1|DBUS	LOC117898268|XP_034663413.1|DSUB
OG0006396	LOC108605355|XP_017850513.1|DBUS	LOC117903697|XP_034671927.1|DSUB
OG0006397	LOC108607247|XP_017853418.1|DBUS	LOC117897172|XP_034661762.1|DSUB
OG0006398	LOC108605218|XP_017850315.1|DBUS	LOC117903124|XP_034670844.1|DSUB
OG0006399	LOC108606437|XP_017852038.1|DBUS	LOC117903322|XP_034671156.1|DSUB
OG0006400	LOC108606434|XP_017852035.1|DBUS	LOC117903318|XP_034671147.1|DSUB
OG0006401	LOC108599264|XP_017841549.2|DBUS	LOC117893827|XP_034656475.1|DSUB
OG0006402	LOC108602798|XP_017846509.1|DBUS	LOC117898962|XP_034664592.1|DSUB
OG0006403	LOC108601470|XP_017844858.1|DBUS	LOC117896573|XP_034660864.1|DSUB
OG0006404	LOC108603216|XP_017847300.1|DBUS	LOC117895973|XP_034659824.1|DSUB
OG0006405	LOC108600936|XP_017844262.1|DBUS	LOC117893853|XP_034656512.1|DSUB
OG0006406	LOC108601885|XP_017845348.1|DBUS	LOC117896965|XP_034661400.1|DSUB
OG0006407	LOC108607020|XP_017853094.1|DBUS	LOC117889624|XP_034649966.1|DSUB
OG0006408	LOC108605719|XP_017851001.1|DBUS	LOC117903204|XP_034670981.1|DSUB
OG0006409	LOC108605731|XP_017851015.1|DBUS	LOC117903770|XP_034672075.1|DSUB
OG0006410	LOC108605703|XP_017850984.1|DBUS	LOC117903055|XP_034670690.1|DSUB
OG0006411	LOC108605759|XP_017851050.1|DBUS	LOC117903553|XP_034671644.1|DSUB
OG0006412	LOC108604583|XP_017849603.1|DBUS	LOC117897582|XP_034662427.1|DSUB
OG0006413	LOC108604084|XP_017848848.1|DBUS	LOC117896195|XP_034660179.1|DSUB
OG0006414	LOC108601939|XP_017845408.1|DBUS	LOC117898398|XP_034663647.1|DSUB
OG0006415	LOC108606701|XP_017852565.2|DBUS	LOC117903472|XP_034671411.1|DSUB
OG0006416	LOC108607236|XP_017853403.1|DBUS	LOC117896934|XP_034661369.1|DSUB
OG0006417	LOC108598170|XP_017840278.1|DBUS	LOC117902692|XP_034670125.1|DSUB
OG0006418	LOC108606686|XP_017852527.1|DBUS	LOC117895982|XP_034659858.1|DSUB
OG0006419	LOC108601722|XP_017845128.1|DBUS	LOC117897703|XP_034662615.1|DSUB
OG0006420	LOC108603345|XP_017847565.2|DBUS	LOC117898562|XP_034663939.1|DSUB
OG0006421	LOC108599430|XP_017841638.2|DBUS	LOC117901914|XP_034668770.1|DSUB
OG0006422	LOC108607939|XP_017854545.2|DBUS	LOC117902143|XP_034669170.1|DSUB
OG0006423	LOC108603059|XP_017846985.1|DBUS	LOC117896304|XP_034660417.1|DSUB
OG0006424	LOC108603062|XP_017846987.1|DBUS	LOC117896306|XP_034660420.1|DSUB
OG0006425	LOC108603058|XP_017846984.1|DBUS	LOC117897361|XP_034662034.1|DSUB
OG0006426	LOC108603057|XP_017846983.1|DBUS	LOC117897360|XP_034662033.1|DSUB
OG0006427	LOC108601750|XP_017845163.1|DBUS	LOC117897546|XP_034662364.1|DSUB
OG0006428	LOC108604131|XP_017848923.1|DBUS	LOC117897011|XP_034661468.1|DSUB
OG0006429	LOC108603154|XP_033150045.1|DBUS	LOC117898468|XP_034663786.1|DSUB
OG0006430	LOC108598409|XP_017840521.1|DBUS	LOC117895219|XP_034658603.1|DSUB
OG0006431	LOC108604214|XP_017849068.1|DBUS	LOC117898064|XP_034663124.1|DSUB
OG0006432	LOC108601349|XP_017844736.1|DBUS	LOC117898795|XP_034664325.1|DSUB
OG0006433	LOC108603141|XP_017847167.1|DBUS	LOC117896607|XP_034660931.1|DSUB
OG0006434	LOC108607829|XP_017854381.1|DBUS	LOC117902384|XP_034669596.1|DSUB
OG0006435	LOC108603394|XP_017847660.1|DBUS	LOC117898181|XP_034663281.1|DSUB
OG0006436	LOC108598543|XP_017840716.1|DBUS	LOC117903309|XP_034671133.1|DSUB
OG0006437	LOC108606211|XP_017851577.1|DBUS	LOC117903065|XP_034670709.1|DSUB
OG0006438	LOC108605734|XP_017851022.1|DBUS	LOC117902481|XP_034669783.1|DSUB
OG0006439	LOC108604143|XP_017848941.1|DBUS	LOC117899735|XP_034665871.1|DSUB
OG0006440	LOC108604144|XP_017848942.1|DBUS	LOC117899739|XP_034665875.1|DSUB
OG0006441	LOC108601415|XP_017844803.1|DBUS	LOC117898921|XP_034664524.1|DSUB
OG0006442	LOC108601236|XP_017844624.1|DBUS	LOC117898328|XP_034663543.1|DSUB
OG0006443	LOC108603370|XP_017847622.1|DBUS	LOC117898639|XP_034664093.1|DSUB
OG0006444	LOC108604788|XP_017849876.1|DBUS	LOC117897433|XP_034662163.1|DSUB
OG0006445	LOC108605841|XP_017851138.1|DBUS	LOC117896699|XP_034661046.1|DSUB
OG0006446	LOC108601848|XP_017845284.1|DBUS	LOC117897709|XP_034662622.1|DSUB
OG0006447	LOC108601901|XP_017845367.1|DBUS	LOC117898861|XP_034664429.1|DSUB
OG0006448	LOC108601823|XP_017845249.1|DBUS	LOC117896777|XP_034661144.1|DSUB
OG0006449	LOC108604163|XP_017848983.1|DBUS	LOC117897813|XP_034662754.1|DSUB
OG0006450	LOC108607883|XP_017854476.1|DBUS	LOC117900539|XP_034666829.1|DSUB
OG0006451	LOC108606658|XP_017852471.1|DBUS	LOC117902410|XP_034669647.1|DSUB
OG0006452	LOC108607863|XP_017854438.1|DBUS	LOC117899762|XP_034665910.1|DSUB
OG0006453	LOC108600853|XP_017844143.1|DBUS	LOC117895455|XP_034659018.1|DSUB
OG0006454	LOC108606621|XP_017852396.1|DBUS	LOC117903344|XP_034671183.1|DSUB
OG0006455	LOC108603212|XP_017847289.1|DBUS	LOC117899609|XP_034665628.1|DSUB
OG0006456	LOC108604643|XP_017849681.1|DBUS	LOC117897458|XP_034662195.1|DSUB
OG0006457	LOC108601799|XP_017845223.1|DBUS	LOC117899114|XP_034664793.1|DSUB
OG0006458	LOC108598343|XP_033150571.1|DBUS	LOC117902398|XP_034669618.1|DSUB
OG0006459	LOC108604783|XP_017849869.1|DBUS	LOC117899262|XP_034665047.1|DSUB
OG0006460	LOC108604647|XP_017849686.1|DBUS	LOC117897021|XP_034661488.1|DSUB
OG0006461	LOC108603476|XP_017847807.1|DBUS	LOC117895995|XP_034659873.1|DSUB
OG0006462	LOC108601331|XP_017844719.1|DBUS	LOC117899044|XP_034664694.1|DSUB
OG0006463	LOC108602683|XP_017846314.1|DBUS	LOC117898314|XP_034663489.1|DSUB
OG0006464	LOC108600847|XP_017844135.1|DBUS	LOC117894092|XP_034656856.1|DSUB
OG0006465	LOC108606499|XP_017852153.1|DBUS	LOC117903755|XP_034672056.1|DSUB
OG0006466	LOC108605679|XP_017850959.1|DBUS	LOC117903578|XP_034671689.1|DSUB
OG0006467	LOC108604679|XP_017849724.1|DBUS	LOC117896494|XP_034660725.1|DSUB
OG0006468	LOC108604176|XP_017849004.1|DBUS	LOC117897043|XP_034661517.1|DSUB
OG0006469	LOC108605222|XP_017850320.1|DBUS	LOC117903516|XP_034671519.1|DSUB
OG0006470	LOC108600885|XP_017844194.1|DBUS	LOC117893739|XP_034656359.1|DSUB
OG0006471	LOC108603551|XP_033150104.1|DBUS	LOC117897030|XP_034661500.1|DSUB
OG0006472	LOC108601851|XP_017845290.1|DBUS	LOC117897027|XP_034661495.1|DSUB
OG0006473	LOC108599630|XP_017842087.1|DBUS	LOC117894447|XP_034657423.1|DSUB
OG0006474	LOC108595538|XP_017836283.1|DBUS	LOC117891228|XP_034652465.1|DSUB
OG0006475	LOC108602070|XP_017845579.1|DBUS	LOC117896223|XP_034660248.1|DSUB
OG0006476	LOC108605111|XP_017850162.1|DBUS	LOC117901249|XP_034667825.1|DSUB
OG0006477	LOC108600756|XP_017844007.1|DBUS	LOC117897936|XP_034662922.1|DSUB
OG0006478	LOC108603021|XP_017846907.1|DBUS	LOC117897340|XP_034662001.1|DSUB
OG0006479	LOC108603619|XP_017848060.1|DBUS	LOC117898420|XP_034663689.1|DSUB
OG0006480	LOC108594680|XP_017835310.1|DBUS	LOC117890329|XP_034651010.1|DSUB
OG0006481	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS	LOC117901557|XP_034668246.1|DSUB
OG0006482	LOC108604375|XP_017849318.1|DBUS	LOC117896285|XP_034660380.1|DSUB
OG0006483	LOC108603853|XP_017848496.1|DBUS	LOC117897381|XP_034662081.1|DSUB
OG0006484	LOC108603852|XP_017848494.1|DBUS	LOC117897380|XP_034662079.1|DSUB
OG0006485	LOC108604455|XP_017849424.1|DBUS	LOC117899207|XP_034664970.1|DSUB
OG0006486	LOC108602319|XP_017845892.1|DBUS	LOC117896654|XP_034660992.1|DSUB
OG0006487	LOC108601803|XP_017845228.1|DBUS	LOC117896885|XP_034661305.1|DSUB
OG0006488	LOC108599922|XP_017842618.1|DBUS	LOC117895358|XP_034658833.1|DSUB
OG0006489	LOC108603293|XP_017847453.1|DBUS	LOC117899531|XP_034665490.1|DSUB
OG0006490	LOC108603966|XP_017848658.1|DBUS	LOC117898957|XP_034664586.1|DSUB
OG0006491	LOC108608359|XP_017855195.1|DBUS	LOC117902232|XP_034669361.1|DSUB
OG0006492	LOC108604702|XP_017849751.1|DBUS	LOC117897173|XP_034661761.1|DSUB
OG0006493	LOC108605261|XP_017850376.1|DBUS	LOC117899579|XP_034665587.1|DSUB
OG0006494	LOC108606739|XP_017852623.1|DBUS	LOC117903627|XP_034671786.1|DSUB
OG0006495	LOC108605575|XP_017850834.1|DBUS	LOC117893308|XP_034655787.1|DSUB
OG0006496	LOC108604526|XP_017849526.1|DBUS	LOC117897022|XP_034661489.1|DSUB
OG0006497	LOC108601929|XP_017845395.1|DBUS	LOC117896063|XP_034659969.1|DSUB
OG0006498	LOC108601778|XP_017845194.1|DBUS	LOC117896001|XP_034659887.1|DSUB
OG0006499	LOC108603462|XP_017847784.1|DBUS	LOC117896064|XP_034659970.1|DSUB
OG0006500	LOC108594485|XP_033149018.1|DBUS	LOC117901086|XP_034667601.1|DSUB
OG0006501	LOC108603047|XP_017846955.1|DBUS	LOC117898999|XP_034664635.1|DSUB
OG0006502	LOC108602075|XP_017845584.1|DBUS	LOC117899108|XP_034664786.1|DSUB
OG0006503	LOC108604115|XP_017848888.1|DBUS	LOC117899110|XP_034664788.1|DSUB
OG0006504	LOC108602297|XP_017845867.1|DBUS	LOC117899109|XP_034664787.1|DSUB
OG0006505	LOC108603921|XP_017848602.1|DBUS	LOC117899136|XP_034664829.1|DSUB
OG0006506	LOC108600875|XP_017844177.1|DBUS	LOC117893116|XP_034655445.1|DSUB
OG0006507	LOC108601758|XP_017845171.2|DBUS	LOC117896585|XP_034660897.1|DSUB
OG0006508	LOC108602473|XP_017846086.1|DBUS	LOC117897479|XP_034662232.1|DSUB
OG0006509	LOC108605325|XP_017850483.1|DBUS	LOC117903258|XP_034671052.1|DSUB
OG0006510	LOC117134730|XP_033149264.1|DBUS	LOC117898323|XP_034663534.1|DSUB
OG0006511	LOC108603155|XP_017847200.1|DBUS	LOC117896060|XP_034659965.1|DSUB
OG0006512	LOC108601441|XP_017844828.1|DBUS	LOC117899752|XP_034665893.1|DSUB
OG0006513	LOC108602877|XP_017846662.2|DBUS	LOC117897663|XP_034662541.1|DSUB
OG0006514	LOC108604523|XP_017849521.1|DBUS	LOC117899452|XP_034665352.1|DSUB
OG0006515	LOC108603018|XP_017846904.1|DBUS	LOC117898443|XP_034663739.1|DSUB
OG0006516	LOC108601615|XP_017845003.1|DBUS	LOC117896686|XP_034661028.1|DSUB
OG0006517	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS	LOC117896424|XP_034660633.1|DSUB
OG0006518	LOC108603137|XP_017847150.2|DBUS	LOC117899152|XP_034664858.1|DSUB
OG0006519	LOC108601798|XP_017845222.1|DBUS	LOC117896425|XP_034660634.1|DSUB
OG0006520	LOC108604142|XP_017848940.1|DBUS	LOC117896301|XP_034660414.1|DSUB
OG0006521	LOC108602150|XP_017845672.1|DBUS	LOC117897714|XP_034662627.1|DSUB
OG0006522	LOC108604772|XP_017849855.1|DBUS	LOC117898879|XP_034664453.1|DSUB
OG0006523	LOC108602616|XP_017846243.1|DBUS	LOC117898788|XP_034664317.1|DSUB
OG0006524	LOC108608467|XP_017855343.2|DBUS	LOC117902594|XP_034669986.1|DSUB
OG0006525	LOC108606283|XP_017851752.1|DBUS	LOC117894309|XP_034657209.1|DSUB
OG0006526	LOC108601457|XP_017844844.1|DBUS	LOC117896047|XP_034659947.1|DSUB
OG0006527	LOC108603899|XP_017848564.1|DBUS	LOC117897100|XP_034661634.1|DSUB
OG0006528	LOC108603896|XP_017848560.1|DBUS	LOC117896863|XP_034661283.1|DSUB
OG0006529	LOC108601458|XP_017844845.1|DBUS	LOC117896045|XP_034659945.1|DSUB
OG0006530	LOC108601459|XP_017844846.2|DBUS	LOC117897160|XP_034661721.1|DSUB
OG0006531	LOC108602731|XP_017846371.1|DBUS	LOC117896043|XP_034659942.1|DSUB
OG0006532	LOC108602315|XP_017845888.1|DBUS	LOC117897872|XP_034662838.1|DSUB
OG0006533	LOC108595324|XP_017836032.1|DBUS	LOC117891469|XP_034652843.1|DSUB
OG0006534	LOC108603727|XP_017848259.1|DBUS	LOC117898259|XP_034663405.1|DSUB
OG0006535	LOC108604058|XP_017848810.1|DBUS	LOC117897034|XP_034661504.1|DSUB
OG0006536	LOC108602342|XP_017845926.1|DBUS	LOC117899764|XP_034665913.1|DSUB
OG0006537	LOC108602435|XP_017846045.1|DBUS	LOC117896122|XP_034660067.1|DSUB
OG0006538	LOC108603283|XP_017847434.1|DBUS	LOC117897560|XP_034662383.1|DSUB
OG0006539	LOC108603534|XP_033150099.1|DBUS	LOC117896280|XP_034660374.1|DSUB
OG0006540	LOC108604700|XP_017849750.1|DBUS	LOC117899700|XP_034665798.1|DSUB
OG0006541	LOC108603615|XP_017848054.1|DBUS	LOC117896946|XP_034661380.1|DSUB
OG0006542	LOC108603617|XP_017848055.1|DBUS	LOC117896948|XP_034661383.1|DSUB
OG0006543	LOC108604009|XP_017848740.1|DBUS	LOC117899335|XP_034665163.1|DSUB
OG0006544	LOC108603488|XP_017847829.1|DBUS	LOC117897687|XP_034662594.1|DSUB
OG0006545	LOC108606136|XP_017851478.1|DBUS	LOC117895651|XP_034659341.1|DSUB
OG0006546	LOC108601810|XP_017845235.1|DBUS	LOC117896611|XP_034660935.1|DSUB
OG0006547	LOC108603324|XP_017847534.1|DBUS	LOC117897111|XP_034661646.1|DSUB
OG0006548	LOC108602646|XP_017846281.1|DBUS	LOC117899121|XP_034664805.1|DSUB
OG0006549	LOC108604691|XP_017849737.1|DBUS	LOC117896104|XP_034660048.1|DSUB
OG0006550	LOC108602403|XP_017846003.1|DBUS	LOC117899341|XP_034665181.1|DSUB
OG0006551	LOC108605321|XP_017850480.1|DBUS	LOC117901900|XP_034668760.1|DSUB
OG0006552	LOC108607099|XP_017853212.1|DBUS	LOC117897853|XP_034662818.1|DSUB
OG0006553	LOC108602468|XP_017846080.1|DBUS	LOC117896982|XP_034661428.1|DSUB
OG0006554	LOC108603013|XP_017846898.1|DBUS	LOC117897069|XP_034661563.1|DSUB
OG0006555	LOC108604388|XP_017849334.1|DBUS	LOC117896331|XP_034660462.1|DSUB
OG0006556	LOC108604665|XP_017849705.1|DBUS	LOC117896788|XP_034661176.1|DSUB
OG0006557	LOC108603816|XP_017848433.1|DBUS	LOC117902408|XP_034669642.1|DSUB
OG0006558	LOC108604032|XP_017848773.1|DBUS	LOC117896498|XP_034660733.1|DSUB
OG0006559	LOC108601787|XP_017845202.1|DBUS	LOC117898123|XP_034663202.1|DSUB
OG0006560	LOC108603127|XP_017847134.1|DBUS	LOC117896475|XP_034660700.1|DSUB
OG0006561	LOC108603126|XP_017847133.1|DBUS	LOC117897285|XP_034661913.1|DSUB
OG0006562	LOC108604361|XP_017849291.2|DBUS	LOC117897428|XP_034662157.1|DSUB
OG0006563	LOC108602950|XP_017846788.1|DBUS	LOC117898594|XP_034664032.1|DSUB
OG0006564	LOC108602245|XP_017845784.1|DBUS	LOC117898593|XP_034664030.1|DSUB
