Orthogroup	DBUS.longest_only	DVIR.longest_only
OG0003597	LOC108597438|XP_017839489.1|DBUS	LOC6626477|XP_002050462.2|DVIR
OG0003598	LOC108600457|XP_017843535.1|DBUS	LOC6623284|XP_002046090.1|DVIR
OG0003599	LOC108594843|XP_017835469.2|DBUS	LOC6627155|XP_002049159.1|DVIR
OG0003600	LOC108599889|XP_017842565.2|DBUS	LOC6623184|XP_032291054.1|DVIR
OG0003601	LOC108595138|XP_017835790.1|DBUS	LOC6625614|XP_015029007.1|DVIR
OG0003602	LOC108596603|XP_017838023.1|DBUS	LOC6635991|XP_002059309.2|DVIR
OG0003603	LOC108599028|XP_017841297.1|DBUS	LOC6623122|XP_002046588.2|DVIR
OG0003604	LOC108607475|XP_017853808.1|DBUS	LOC6633944|XP_032293584.1|DVIR
OG0003605	LOC108603346|XP_017847566.1|DBUS	LOC6630780|XP_002054814.1|DVIR
OG0003606	LOC108595314|XP_017836021.1|DBUS	LOC6626654|XP_015029852.1|DVIR
OG0003608	LOC108598718|XP_017840937.1|DBUS	LOC6622290|XP_002047123.1|DVIR
OG0003609	LOC108597690|XP_017839855.1|DBUS	LOC6635797|XP_002059385.1|DVIR
OG0003610	LOC108598944|XP_017841203.2|DBUS	LOC6624166|XP_032291020.1|DVIR
OG0003611	LOC108600894|XP_033149670.1|DBUS	LOC6623933|XP_015031064.1|DVIR
OG0003612	LOC108595631|XP_017836389.1|DBUS	LOC6635888|XP_002059413.1|DVIR, LOC116650938|XP_032292088.1|DVIR
OG0003613	LOC108595347|XP_017836060.1|DBUS	LOC6625476|XP_002050332.2|DVIR
OG0003614	LOC108595348|XP_017836061.1|DBUS	LOC6625477|XP_002050333.1|DVIR
OG0003615	LOC108596148|XP_017837131.1|DBUS	LOC6626638|XP_002050815.1|DVIR
OG0003616	LOC108595091|XP_017835732.1|DBUS	LOC6625428|XP_002048823.1|DVIR
OG0003617	LOC108596585|XP_017838001.1|DBUS	LOC6635943|XP_032292524.1|DVIR
OG0003618	LOC108596583|XP_017837994.1|DBUS	LOC6635944|XP_015024276.2|DVIR
OG0003619	LOC108596707|XP_017838219.1|DBUS	LOC6626009|XP_002050154.1|DVIR
OG0003620	LOC108597509|XP_017839586.1|DBUS	LOC6625320|XP_002050415.1|DVIR
OG0003621	LOC108600135|XP_017843017.1|DBUS	LOC6624060|XP_002046270.2|DVIR
OG0003622	LOC108600134|XP_017843014.2|DBUS	LOC6623566|XP_002046269.3|DVIR
OG0003623	LOC108597140|XP_017839021.1|DBUS	LOC6635348|XP_002058875.1|DVIR
OG0003624	LOC108596963|XP_017838699.1|DBUS	LOC6625579|XP_002048840.1|DVIR
OG0003625	LOC108595566|XP_017836316.1|DBUS	LOC6625694|XP_002048844.1|DVIR
OG0003626	LOC108597710|XP_017839889.1|DBUS	LOC6625584|XP_032291911.1|DVIR
OG0003627	LOC108596365|XP_017837518.1|DBUS	LOC6625030|XP_032292680.1|DVIR
OG0003628	LOC108597374|XP_017839394.1|DBUS	LOC6636501|XP_002059807.1|DVIR
OG0003629	LOC108596089|XP_017836996.1|DBUS	LOC6626640|XP_002048776.1|DVIR
OG0003630	LOC117135015|XP_033150693.1|DBUS	LOC6625981|XP_032292533.1|DVIR
OG0003631	LOC108600016|XP_017842821.2|DBUS	LOC6622883|XP_002047550.1|DVIR
OG0003632	LOC108599340|XP_017841632.1|DBUS	LOC6622239|XP_002046931.1|DVIR
OG0003633	LOC108597571|XP_017839671.1|DBUS	LOC6635981|XP_002059299.1|DVIR
OG0003634	LOC108598535|XP_017840707.1|DBUS	LOC6623451|XP_002046740.2|DVIR
OG0003635	LOC108600436|XP_017843501.2|DBUS	LOC6622319|XP_032290469.1|DVIR
OG0003636	LOC108594716|XP_017835344.1|DBUS	LOC6626393|XP_002048732.1|DVIR
OG0003637	LOC108596186|XP_017837188.1|DBUS	LOC6625158|XP_002050619.2|DVIR
OG0003638	LOC108598499|XP_017840658.1|DBUS	LOC6623052|XP_002048493.2|DVIR
OG0003639	LOC108607712|XP_017854202.2|DBUS	LOC6628796|XP_002051219.1|DVIR
OG0003640	LOC108594752|XP_017835380.1|DBUS	LOC6625534|XP_002051016.1|DVIR
OG0003641	LOC108596668|XP_017838163.1|DBUS	LOC6626361|XP_002050864.1|DVIR
OG0003642	LOC108597505|XP_017839579.1|DBUS	LOC6627252|XP_032292473.1|DVIR
OG0003643	LOC108597185|XP_017839101.1|DBUS	LOC6626436|XP_002050409.1|DVIR
OG0003644	LOC108597388|XP_017839410.1|DBUS	LOC6626355|XP_015029584.2|DVIR
OG0003645	LOC108600072|XP_017842916.1|DBUS	LOC6622941|XP_002047730.1|DVIR
OG0003646	LOC108600620|XP_017843793.1|DBUS	LOC6624656|XP_002047144.1|DVIR
OG0003647	LOC108601116|XP_017844526.1|DBUS	LOC6622630|XP_002047724.1|DVIR
OG0003648	LOC108603364|XP_033150827.1|DBUS, LOC108608283|XP_017855088.2|DBUS	LOC6629220|XP_002051940.2|DVIR
OG0003649	LOC108602259|XP_017845803.1|DBUS	LOC6635229|XP_002058753.1|DVIR
OG0003650	LOC108605894|XP_017851199.1|DBUS	LOC6633825|XP_002057104.1|DVIR
OG0003651	LOC108604782|XP_017849868.1|DBUS	LOC6633074|XP_002056146.1|DVIR
OG0003652	LOC108599084|XP_017841361.1|DBUS	LOC6623069|XP_002048153.2|DVIR
OG0003653	LOC108600989|XP_017844341.1|DBUS	LOC6622982|XP_002048496.2|DVIR
OG0003654	LOC108599187|XP_017841472.1|DBUS	LOC6624167|XP_002046359.1|DVIR
OG0003655	LOC108607677|XP_017854123.2|DBUS	LOC6634299|XP_002057451.1|DVIR
OG0003656	LOC108598542|XP_017840714.2|DBUS	LOC6623024|XP_002048152.1|DVIR
OG0003657	LOC108598853|XP_017841099.1|DBUS	LOC6622933|XP_002047224.1|DVIR
OG0003658	LOC108604734|XP_017849805.1|DBUS	LOC6633001|XP_002056359.1|DVIR
OG0003659	LOC108598716|XP_017840921.2|DBUS	LOC6622791|XP_002048010.2|DVIR
OG0003660	LOC108600097|XP_017842947.1|DBUS	LOC6636833|XP_032291518.1|DVIR
OG0003661	LOC108599832|XP_033149355.1|DBUS	LOC6623338|XP_032290596.1|DVIR
OG0003662	LOC108600004|XP_017842777.1|DBUS	LOC6623915|XP_002048286.1|DVIR
OG0003663	LOC108598700|XP_017840913.1|DBUS	LOC6622451|XP_002047202.1|DVIR
OG0003664	LOC108600540|XP_017843681.1|DBUS	LOC6622315|XP_032290515.1|DVIR
OG0003665	LOC108595553|XP_017836302.1|DBUS	LOC6625058|XP_002050529.1|DVIR
OG0003666	LOC108597600|XP_017839711.1|DBUS	LOC6625774|XP_032291927.1|DVIR
OG0003667	LOC108600389|XP_033149542.1|DBUS	LOC6636573|XP_032291539.1|DVIR
OG0003668	LOC108594618|XP_033149254.1|DBUS	LOC6626113|XP_002050026.2|DVIR
OG0003669	LOC108595654|XP_017836418.1|DBUS	LOC6626556|XP_002050574.1|DVIR
OG0003670	LOC108595653|XP_017836417.1|DBUS	LOC6626555|XP_002050573.1|DVIR
OG0003671	LOC108596919|XP_017838619.1|DBUS	LOC6626666|XP_032291893.1|DVIR
OG0003672	LOC108604657|XP_017849696.1|DBUS	LOC6629580|XP_002054872.1|DVIR
OG0003673	LOC108596738|XP_017838288.1|DBUS	LOC6636373|XP_032291641.1|DVIR
OG0003674	LOC108597726|XP_017839909.1|DBUS	LOC6626535|XP_015030079.1|DVIR
OG0003675	LOC108596116|XP_017837033.1|DBUS	LOC6626548|XP_002050378.1|DVIR
OG0003676	LOC108596113|XP_017837028.1|DBUS	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR
OG0003677	LOC108602745|XP_017846392.1|DBUS	LOC6635264|XP_002058734.1|DVIR
OG0003678	LOC108600567|XP_033149648.1|DBUS	LOC6623303|XP_002047766.3|DVIR
OG0003679	LOC108600898|XP_017844211.1|DBUS	LOC6623358|XP_002047772.2|DVIR
OG0003680	LOC108595128|XP_033149005.1|DBUS	LOC6624813|XP_002050609.1|DVIR
OG0003683	LOC108596086|XP_017836992.1|DBUS	LOC6626644|XP_002048780.2|DVIR
OG0003684	LOC108600707|XP_017843926.1|DBUS	LOC6622531|XP_002046997.1|DVIR
OG0003685	LOC108598730|XP_017840949.2|DBUS	LOC6623535|XP_002046790.3|DVIR
OG0003686	LOC108597118|XP_017838985.1|DBUS	LOC6626341|XP_032291687.1|DVIR
OG0003687	LOC108596472|XP_017837721.1|DBUS	LOC6625730|XP_002051051.1|DVIR
OG0003688	LOC108595259|XP_017835959.1|DBUS	LOC6625490|XP_002048827.1|DVIR
OG0003689	LOC108600742|XP_017843976.1|DBUS	LOC6622329|XP_002047921.1|DVIR
OG0003690	LOC108598486|XP_017840629.1|DBUS	LOC6624305|XP_002048676.1|DVIR
OG0003691	LOC108598941|XP_017841199.1|DBUS	LOC6622224|XP_002048679.1|DVIR
OG0003692	LOC108596832|XP_017838443.1|DBUS	LOC6635791|XP_002059380.1|DVIR
OG0003693	LOC108599481|XP_017841813.2|DBUS	LOC6623199|XP_032291393.1|DVIR
OG0003694	LOC108600929|XP_017844253.1|DBUS	LOC6623823|XP_002046234.2|DVIR
OG0003695	LOC108599590|XP_017842025.1|DBUS	LOC6622433|XP_002046702.1|DVIR
OG0003696	LOC108595943|XP_017836717.1|DBUS	LOC6627206|XP_002050124.2|DVIR
OG0003697	LOC108596672|XP_017838169.1|DBUS	LOC6626104|XP_002050508.1|DVIR
OG0003698	LOC108598748|XP_017840973.1|DBUS	LOC6623330|XP_002047289.1|DVIR
OG0003699	LOC108597268|XP_033149235.1|DBUS	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR
OG0003700	LOC108597609|XP_017839734.1|DBUS	LOC6626337|XP_002048867.1|DVIR
OG0003701	LOC108598871|XP_017841123.1|DBUS	LOC6627792|XP_002052680.1|DVIR
OG0003702	LOC108598780|XP_017841009.2|DBUS	LOC6622968|XP_002048048.1|DVIR
OG0003703	LOC108598675|XP_017840884.1|DBUS	LOC6624145|XP_002046904.1|DVIR
OG0003704	LOC108599591|XP_017842026.1|DBUS	LOC6622716|XP_002046704.1|DVIR
OG0003705	LOC108596742|XP_017838298.1|DBUS	LOC6626309|XP_015029997.1|DVIR
OG0003706	LOC108598636|XP_017840829.1|DBUS	LOC6622063|XP_002047009.1|DVIR
OG0003707	LOC108600265|XP_017843208.1|DBUS	LOC6622756|XP_032290568.1|DVIR
OG0003708	LOC108598096|XP_033149367.1|DBUS	LOC6623419|XP_032290992.1|DVIR
OG0003709	LOC108596375|XP_017837531.1|DBUS	LOC6626074|XP_002048761.1|DVIR
OG0003710	LOC108596374|XP_017837530.1|DBUS	LOC6626075|XP_002048762.1|DVIR
OG0003711	LOC108600186|XP_017843082.1|DBUS	LOC6622162|XP_002047537.1|DVIR
OG0003712	LOC108597539|XP_017839627.1|DBUS	LOC6626829|XP_002050198.1|DVIR
OG0003713	LOC108597288|XP_017839251.1|DBUS	LOC6626830|XP_002050199.2|DVIR
OG0003714	LOC108597287|XP_017839250.1|DBUS	LOC6626831|XP_002050200.1|DVIR
OG0003715	LOC108599068|XP_017841338.1|DBUS	LOC6624127|XP_032290679.1|DVIR
OG0003716	LOC108600880|XP_017844186.1|DBUS	LOC6624433|XP_002047467.1|DVIR
OG0003717	LOC108598715|XP_017840933.1|DBUS	LOC6622579|XP_002047011.1|DVIR
OG0003718	LOC108600453|XP_017843530.1|DBUS	LOC6622442|XP_002046417.1|DVIR
OG0003719	LOC108598614|XP_017840802.2|DBUS	LOC6622989|XP_002048045.1|DVIR
OG0003720	LOC108606114|XP_017851456.1|DBUS	LOC6631741|XP_002055461.1|DVIR
OG0003721	LOC108597346|XP_017839342.1|DBUS	LOC6625594|XP_002048832.1|DVIR
OG0003722	LOC108600304|XP_017843280.2|DBUS	LOC6622287|XP_032290293.1|DVIR
OG0003723	LOC108598917|XP_017841170.1|DBUS	LOC6622049|XP_002047001.1|DVIR
OG0003724	LOC108600917|XP_017844239.1|DBUS	LOC6623975|XP_002047393.1|DVIR
OG0003725	LOC108600333|XP_017843337.1|DBUS	LOC6622638|XP_015030506.1|DVIR
OG0003726	LOC108600297|XP_017843267.1|DBUS	LOC6624541|XP_002046950.1|DVIR
OG0003727	LOC108599394|XP_033149625.1|DBUS	LOC6624500|XP_032291199.1|DVIR
OG0003728	LOC108603541|XP_017847942.1|DBUS	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR
OG0003729	LOC108599455|XP_017841778.2|DBUS	LOC6636846|XP_032291467.1|DVIR
OG0003730	LOC108600343|XP_017843355.2|DBUS	LOC6623063|XP_032290765.1|DVIR
OG0003731	LOC108601118|XP_017844528.1|DBUS	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR
OG0003732	LOC108600665|XP_017843850.1|DBUS	LOC6623118|XP_032291125.1|DVIR
OG0003733	LOC108600881|XP_017844187.1|DBUS	LOC6622814|XP_002046694.1|DVIR
OG0003734	LOC108600038|XP_017842872.1|DBUS	LOC6622806|XP_002046477.3|DVIR
OG0003735	LOC108597529|XP_017839616.1|DBUS	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR
OG0003736	LOC108595546|XP_017836294.1|DBUS	LOC6625198|XP_002048751.1|DVIR
OG0003737	LOC108596744|XP_017838306.1|DBUS	LOC6625796|XP_002050894.1|DVIR
OG0003738	LOC108596524|XP_017837900.2|DBUS	LOC6625602|XP_015029961.1|DVIR
OG0003739	LOC108597385|XP_017839407.1|DBUS	LOC6625260|XP_002050689.2|DVIR
OG0003740	LOC108596727|XP_017838260.1|DBUS	LOC6624816|XP_002050683.1|DVIR
OG0003741	LOC108598290|XP_017840852.1|DBUS	LOC6622834|XP_002046695.1|DVIR
OG0003742	LOC108600223|XP_017843135.1|DBUS	LOC6624016|XP_002047587.1|DVIR
OG0003743	LOC108597384|XP_017839406.1|DBUS	LOC6625810|XP_032292231.1|DVIR
OG0003744	LOC108595983|XP_017836760.2|DBUS	LOC6624818|XP_002050685.1|DVIR
OG0003745	LOC108597366|XP_017839381.1|DBUS	LOC6636498|XP_002059804.1|DVIR
OG0003746	LOC108597020|XP_017838789.2|DBUS	LOC6626276|XP_002050163.1|DVIR
OG0003747	LOC108598148|XP_033150659.1|DBUS	LOC6622216|XP_032291017.1|DVIR
OG0003748	LOC108599257|XP_017841542.2|DBUS	LOC6624123|XP_002046910.3|DVIR
OG0003749	LOC108601072|XP_017844456.2|DBUS	LOC6624292|XP_002046907.1|DVIR
OG0003750	LOC108598480|XP_017840619.1|DBUS	LOC6623526|XP_002046909.1|DVIR
OG0003751	LOC108600303|XP_033149293.1|DBUS	LOC6624290|XP_032290402.1|DVIR
OG0003752	LOC108600484|XP_017843598.2|DBUS	LOC6622528|XP_002047247.2|DVIR
OG0003753	LOC108601076|XP_017844459.2|DBUS	LOC6623875|XP_002046840.1|DVIR
OG0003754	LOC108600637|XP_017843817.2|DBUS	LOC6623857|XP_002046839.2|DVIR
OG0003755	LOC108598618|XP_017840806.1|DBUS	LOC6622826|XP_002047244.3|DVIR
OG0003756	LOC108597736|XP_017839920.1|DBUS	LOC6626125|XP_002050032.1|DVIR
OG0003757	LOC108595092|XP_017835733.1|DBUS	LOC6627256|XP_002048877.1|DVIR
OG0003758	LOC108596364|XP_017837515.1|DBUS	LOC6625033|XP_032292694.1|DVIR
OG0003759	LOC108599581|XP_017842009.2|DBUS	LOC6623279|XP_015031159.2|DVIR
OG0003760	LOC108597007|XP_017838773.1|DBUS	LOC6627184|XP_002049749.2|DVIR
OG0003761	LOC108598791|XP_017841023.1|DBUS	LOC6623289|XP_002046964.1|DVIR
OG0003762	LOC108598436|XP_017840556.1|DBUS	LOC6622317|XP_032290306.1|DVIR
OG0003763	LOC108598041|XP_033149442.1|DBUS	LOC6623337|XP_015031047.2|DVIR
OG0003764	LOC108598444|XP_033149359.1|DBUS	LOC6623387|XP_015031046.1|DVIR
OG0003765	LOC108603432|XP_017847744.1|DBUS	LOC6634336|XP_002057464.1|DVIR
OG0003766	LOC108605611|XP_017850878.1|DBUS	LOC6634788|XP_002058124.1|DVIR
OG0003767	LOC108597678|XP_017839840.1|DBUS	LOC6626353|XP_002048736.1|DVIR
OG0003768	LOC108594758|XP_017835386.1|DBUS	LOC6635858|XP_032292362.1|DVIR
OG0003769	LOC108596550|XP_017837936.1|DBUS	LOC6636386|XP_002059799.1|DVIR
OG0003770	LOC108607407|XP_017853680.1|DBUS	LOC6636194|XP_032290079.1|DVIR
OG0003771	LOC108600996|XP_033149426.1|DBUS	LOC6622409|XP_002046406.1|DVIR
OG0003772	LOC108599976|XP_017842736.1|DBUS	LOC6624226|XP_002046300.1|DVIR
OG0003773	LOC108595046|XP_017835676.1|DBUS	LOC6625713|XP_015030192.1|DVIR
OG0003774	LOC108596728|XP_017838261.1|DBUS	LOC6626342|XP_002050680.1|DVIR
OG0003775	LOC108606982|XP_017853045.1|DBUS	LOC6634820|XP_032296477.1|DVIR
OG0003776	LOC108597352|XP_017839347.1|DBUS	LOC6635952|XP_032292092.1|DVIR
OG0003777	LOC108597177|XP_017839084.1|DBUS	LOC6626311|XP_002050390.1|DVIR
OG0003778	LOC108597344|XP_017839338.1|DBUS	LOC6625401|XP_032292008.1|DVIR
OG0003779	LOC108596721|XP_033148924.1|DBUS	LOC6635828|XP_015024211.1|DVIR
OG0003780	LOC108596298|XP_017837381.1|DBUS	LOC6625895|XP_002050116.1|DVIR
OG0003781	LOC108607422|XP_017853713.1|DBUS	LOC6636211|XP_002059712.1|DVIR
OG0003782	LOC108606288|XP_017851758.1|DBUS	LOC6634690|XP_002058343.3|DVIR
OG0003783	LOC108604746|XP_017849821.1|DBUS	LOC6633215|XP_002055980.1|DVIR
OG0003784	LOC108597338|XP_017839334.1|DBUS	LOC6626387|XP_002048729.1|DVIR
OG0003785	LOC108595273|XP_017835974.1|DBUS	LOC6626273|XP_002050039.1|DVIR
OG0003786	LOC108597306|XP_017839274.1|DBUS	LOC6625974|XP_002050505.1|DVIR
OG0003787	LOC108594648|XP_017835279.1|DBUS	LOC6626103|XP_032292554.1|DVIR
OG0003788	LOC108595422|XP_017836139.1|DBUS	LOC6625792|XP_002049988.2|DVIR
OG0003789	LOC108597149|XP_033151007.1|DBUS	LOC6626349|XP_015029237.1|DVIR
OG0003790	LOC108598448|XP_017840576.1|DBUS	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR
OG0003791	LOC108604056|XP_017848807.1|DBUS	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR
OG0003792	LOC108595431|XP_017836150.1|DBUS	LOC6626653|XP_002049883.1|DVIR
OG0003793	LOC108595244|XP_017835932.1|DBUS	LOC6627258|XP_002048879.1|DVIR
OG0003794	LOC108596804|XP_017838400.1|DBUS	LOC6625985|XP_002050063.1|DVIR
OG0003795	LOC108601075|XP_017844458.2|DBUS	LOC6622255|XP_032290735.1|DVIR
OG0003796	LOC108603035|XP_017846941.1|DBUS	LOC6632223|XP_002055891.2|DVIR
OG0003797	LOC108607566|XP_017853946.2|DBUS	LOC6634164|XP_002057531.1|DVIR
OG0003798	LOC108596072|XP_017836973.1|DBUS	LOC6636452|XP_032291729.1|DVIR
OG0003799	LOC108596188|XP_033149108.1|DBUS	LOC6626015|XP_002050239.3|DVIR
OG0003800	LOC108598591|XP_033150959.1|DBUS	LOC6633894|XP_002057587.1|DVIR
OG0003801	LOC108601987|XP_017845474.1|DBUS	LOC6634351|XP_002057815.1|DVIR
OG0003802	LOC108607965|XP_017854581.1|DBUS	LOC6634003|XP_002057824.1|DVIR
OG0003803	LOC108603032|XP_017846938.1|DBUS	LOC6632221|XP_002055889.1|DVIR
OG0003804	LOC108607845|XP_033150874.1|DBUS	LOC6634389|XP_032293690.1|DVIR
OG0003805	LOC108608504|XP_017855391.2|DBUS	LOC6635627|XP_002059119.1|DVIR
OG0003806	LOC108608345|XP_017855177.1|DBUS	LOC6629176|XP_002052371.1|DVIR
OG0003807	LOC108608498|XP_017855383.1|DBUS	LOC6628914|XP_032293546.1|DVIR
OG0003808	LOC108600041|XP_017842875.1|DBUS	LOC6623651|XP_032290185.1|DVIR
OG0003809	LOC108596334|XP_017837474.1|DBUS	LOC6627941|XP_002052666.1|DVIR
OG0003810	LOC108596273|XP_017837330.1|DBUS	LOC6626421|XP_032292316.1|DVIR
OG0003811	LOC108596626|XP_017838060.1|DBUS	LOC6627102|XP_002049945.1|DVIR
OG0003812	LOC108603305|XP_033150828.1|DBUS	LOC6628759|XP_032294343.1|DVIR
OG0003813	LOC108596546|XP_017837932.2|DBUS	LOC6629150|XP_002052444.1|DVIR
OG0003814	LOC108608051|XP_017854721.1|DBUS	LOC6635671|XP_002059206.1|DVIR
OG0003815	LOC108603492|XP_017847836.1|DBUS	LOC6629893|XP_002053988.1|DVIR
OG0003816	LOC108607982|XP_017854625.1|DBUS	LOC6634301|XP_015025271.1|DVIR
OG0003817	LOC108594434|XP_017835097.1|DBUS	LOC6634384|XP_002057578.1|DVIR
OG0003818	LOC108594523|XP_017835216.2|DBUS	LOC6627880|XP_002052004.1|DVIR
OG0003819	LOC108594404|XP_017835061.2|DBUS	LOC6627410|XP_002051920.1|DVIR
OG0003820	LOC108603354|XP_017847580.1|DBUS	LOC6632454|XP_002056300.1|DVIR
OG0003821	LOC108597655|XP_017839800.1|DBUS	LOC6624802|XP_002050196.1|DVIR
OG0003822	LOC108599977|XP_017842741.2|DBUS	LOC6628012|XP_002051316.1|DVIR
OG0003823	LOC108604281|XP_017849177.1|DBUS	LOC6628441|XP_002052226.2|DVIR
OG0003824	LOC108608405|XP_017855294.1|DBUS	LOC6633939|XP_032293555.1|DVIR
OG0003825	LOC108596844|XP_017838466.2|DBUS	LOC6634372|XP_002057566.1|DVIR
OG0003826	LOC108603310|XP_017847486.1|DBUS	LOC6628101|XP_002052425.1|DVIR
OG0003827	LOC108607271|XP_017853474.1|DBUS	LOC6634385|XP_002057579.2|DVIR
OG0003828	LOC108600728|XP_017843956.2|DBUS	LOC6634387|XP_002057581.2|DVIR
OG0003829	LOC108602702|XP_017846346.2|DBUS	LOC6634128|XP_002057516.2|DVIR
OG0003830	LOC108608116|XP_017854834.1|DBUS	LOC6628491|XP_002051486.2|DVIR
OG0003831	LOC108602900|XP_017846697.1|DBUS	LOC6631084|XP_015027545.1|DVIR
OG0003832	LOC108599248|XP_017841537.2|DBUS	LOC6628075|XP_002051440.1|DVIR
OG0003834	LOC108598705|XP_017840923.1|DBUS	LOC6627544|XP_002052491.2|DVIR
OG0003835	LOC108607906|XP_017854505.1|DBUS	LOC6634246|XP_032293506.1|DVIR
OG0003836	LOC108596262|XP_017837312.2|DBUS	LOC6628470|XP_002051545.2|DVIR
OG0003837	LOC108599542|XP_017841919.1|DBUS	LOC6628468|XP_032293803.1|DVIR
OG0003838	LOC108606378|XP_017851969.1|DBUS	LOC6627961|XP_002052537.1|DVIR
OG0003839	LOC108594372|XP_017835023.2|DBUS	LOC6634181|XP_002057439.1|DVIR
OG0003840	LOC108596114|XP_017837031.1|DBUS	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR
OG0003841	LOC108596234|XP_017837266.1|DBUS	LOC6627529|XP_002051973.2|DVIR
OG0003842	LOC108608019|XP_033150303.1|DBUS	LOC6627822|XP_002051135.1|DVIR
OG0003843	LOC108607506|XP_017853859.2|DBUS	LOC6633975|XP_002057483.3|DVIR
OG0003844	LOC108608525|XP_017855423.1|DBUS	LOC6634221|XP_032293755.1|DVIR
OG0003845	LOC108607246|XP_033150408.1|DBUS	LOC6628509|XP_032293776.1|DVIR
OG0003846	LOC108594453|XP_017835117.1|DBUS	LOC6634039|XP_015025330.1|DVIR
OG0003847	LOC108608077|XP_017854762.1|DBUS	LOC6627418|XP_002051091.2|DVIR
OG0003848	LOC108604241|XP_017849104.1|DBUS	LOC6631117|XP_002054237.1|DVIR
OG0003849	LOC108596926|XP_017838636.1|DBUS	LOC6626213|XP_002050548.2|DVIR
OG0003850	LOC108607747|XP_033150064.1|DBUS	LOC6634045|XP_015025255.1|DVIR
OG0003851	LOC108597499|XP_017839572.1|DBUS	LOC6635849|XP_002059461.1|DVIR
OG0003852	LOC108594420|XP_017835081.1|DBUS	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR
OG0003853	LOC108596450|XP_017837686.1|DBUS	LOC6627274|XP_032292311.1|DVIR
OG0003854	LOC108606704|XP_017837764.1|DBUS	LOC6627707|XP_002051991.1|DVIR
OG0003855	LOC108608068|XP_017854750.1|DBUS	LOC6627706|XP_002051990.2|DVIR
OG0003856	LOC108603179|XP_017847230.1|DBUS	LOC6627807|XP_032294269.1|DVIR
OG0003857	LOC108594221|XP_017834820.1|DBUS	LOC6635641|XP_032294704.1|DVIR
OG0003858	LOC108606309|XP_017851798.1|DBUS	LOC6634676|XP_032296466.1|DVIR
OG0003859	LOC108608228|XP_017854998.1|DBUS	LOC6627328|XP_002051924.1|DVIR
OG0003860	LOC108597759|XP_017839959.1|DBUS	LOC6635806|XP_002059315.2|DVIR
OG0003861	LOC108608175|XP_017854922.1|DBUS	LOC6629121|XP_002052113.1|DVIR
OG0003862	LOC108608067|XP_017854747.2|DBUS	LOC6628171|XP_015028196.2|DVIR
OG0003863	LOC108607695|XP_033150660.1|DBUS	LOC6627669|XP_002051109.2|DVIR
OG0003864	LOC108603170|XP_017847219.1|DBUS	LOC6627668|XP_002051108.1|DVIR
OG0003865	LOC108601944|XP_017845413.1|DBUS	LOC6630236|XP_002054576.1|DVIR
OG0003866	LOC108594531|XP_017835223.1|DBUS	LOC6634053|XP_032293820.1|DVIR
OG0003867	LOC108604412|XP_017849371.2|DBUS	LOC26531466|XP_032294254.1|DVIR
OG0003868	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS	LOC6633616|XP_002057185.2|DVIR
OG0003869	LOC108608528|XP_017855432.1|DBUS	LOC6628233|XP_002051803.1|DVIR
OG0003870	LOC108607861|XP_033150872.1|DBUS	LOC6629032|XP_032294539.1|DVIR
OG0003871	LOC108598868|XP_017841116.1|DBUS	LOC6627899|XP_002051813.1|DVIR
OG0003872	LOC108595390|XP_017836105.1|DBUS	LOC6624756|XP_002049750.1|DVIR
OG0003873	LOC108601356|XP_017844748.1|DBUS	LOC6635636|XP_002059241.1|DVIR
OG0003874	LOC108607690|XP_017854153.1|DBUS	LOC6634061|XP_032293788.1|DVIR
OG0003875	LOC108594264|XP_017834879.2|DBUS	LOC6634125|XP_002057726.1|DVIR
OG0003876	LOC108596732|XP_017838272.1|DBUS	LOC6627842|XP_002051732.1|DVIR
OG0003877	LOC108599865|XP_017842502.1|DBUS	LOC6634146|XP_002057623.1|DVIR
OG0003878	LOC108608227|XP_017854995.1|DBUS	LOC6627329|XP_015028803.1|DVIR
OG0003879	LOC108598831|XP_017841073.1|DBUS	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR
OG0003880	LOC108601004|XP_017844358.2|DBUS	LOC26530969|XP_032291108.1|DVIR
OG0003881	LOC108596784|XP_017838377.1|DBUS	LOC6626306|XP_002048785.1|DVIR
OG0003882	LOC108596369|XP_017837525.1|DBUS	LOC6636376|XP_002059905.2|DVIR
OG0003883	LOC108606845|XP_017852829.1|DBUS	LOC6632030|XP_015026411.2|DVIR
OG0003884	LOC108608144|XP_017854876.2|DBUS	LOC6634321|XP_002057461.1|DVIR
OG0003885	LOC108607741|XP_017854254.1|DBUS	LOC6628223|XP_002051171.1|DVIR
