Orthogroup	DBUS.longest_only	DERE.longest_only
OG0005853	LOC108605124|XP_017850176.1|DBUS	LOC6550166|XP_001977604.1|DERE
OG0005854	LOC108602812|XP_017846532.1|DBUS	LOC6553458|XP_026834639.1|DERE
OG0005855	LOC108607094|XP_033150264.1|DBUS	LOC6551066|XP_026837678.1|DERE
OG0005856	LOC108606414|XP_017851993.1|DBUS	LOC6550710|XP_026838334.1|DERE
OG0005857	LOC108603452|XP_017847772.1|DBUS	LOC6553935|XP_001979486.1|DERE
OG0005858	LOC108601832|XP_017845261.1|DBUS	LOC6553839|XP_001980478.1|DERE
OG0005859	LOC108597644|XP_017839787.2|DBUS	LOC6540704|XP_001968771.2|DERE
OG0005860	LOC108603312|XP_017847498.1|DBUS	LOC6553198|XP_026832010.1|DERE
OG0005861	LOC108603361|XP_017847599.1|DBUS	LOC6555415|XP_026836097.1|DERE
OG0005862	LOC108596655|XP_017838130.1|DBUS	LOC6542877|XP_026834999.1|DERE
OG0005863	LOC108597406|XP_017839442.1|DBUS	LOC6547886|XP_001976430.1|DERE
OG0005864	LOC108601905|XP_017845370.1|DBUS	LOC6552589|XP_001980898.1|DERE
OG0005865	LOC108603499|XP_017847854.1|DBUS	LOC6554714|XP_001981964.1|DERE
OG0005866	LOC108595411|XP_017836128.1|DBUS	LOC6546996|XP_026836847.1|DERE
OG0005867	LOC108594664|XP_017835297.2|DBUS	LOC6541436|XP_026834944.1|DERE
OG0005868	LOC108597517|XP_017839599.1|DBUS	LOC26526846|XP_015012867.1|DERE
OG0005869	LOC108605693|XP_017850974.1|DBUS	LOC6551280|XP_026837262.1|DERE
OG0005870	LOC108605306|XP_017850465.1|DBUS	LOC6555660|XP_001982573.1|DERE
OG0005871	LOC108605219|XP_017850316.1|DBUS	LOC6551136|XP_001978282.1|DERE
OG0005872	LOC108602899|XP_017846695.1|DBUS	LOC6555412|XP_026839638.1|DERE
OG0005873	LOC108604070|XP_017848827.1|DBUS	LOC6552449|XP_001980867.1|DERE
OG0005874	LOC108606787|XP_017852716.1|DBUS	LOC6550650|XP_026837218.1|DERE
OG0005875	LOC108597653|XP_017839796.1|DBUS	LOC6541844|XP_015014752.1|DERE
OG0005876	LOC108606789|XP_017852720.1|DBUS	LOC6551011|XP_026837769.1|DERE
OG0005877	LOC108605303|XP_033150426.1|DBUS	LOC6550665|XP_001977993.1|DERE
OG0005878	LOC108605107|XP_033150409.1|DBUS	LOC6551181|XP_026837768.1|DERE
OG0005879	LOC108605755|XP_017851044.1|DBUS	LOC6550271|XP_015010785.1|DERE
OG0005880	LOC108598336|XP_033149616.1|DBUS	LOC6543922|XP_001973657.1|DERE
OG0005881	LOC108599250|XP_017841535.1|DBUS	LOC6544755|XP_001972760.1|DERE
OG0005882	LOC108607002|XP_017853069.1|DBUS	LOC6550557|XP_001977957.1|DERE
OG0005883	LOC108599692|XP_017842175.1|DBUS	LOC6544857|XP_001970996.1|DERE
OG0005884	LOC108600342|XP_017843354.2|DBUS	LOC6546228|XP_001973570.1|DERE
OG0005885	LOC108598541|XP_017840713.2|DBUS	LOC6545557|XP_001972683.1|DERE
OG0005886	LOC108600866|XP_017844161.1|DBUS	LOC6545760|XP_026832656.1|DERE
OG0005887	LOC108600231|XP_017843148.1|DBUS	LOC6544754|XP_015013985.2|DERE
OG0005888	LOC108600483|XP_017843593.1|DBUS	LOC6544166|XP_026832276.1|DERE
OG0005889	LOC108600854|XP_017844145.2|DBUS	LOC6545380|XP_001972587.3|DERE
OG0005890	LOC108607100|XP_017853215.1|DBUS	LOC6550926|XP_001976981.1|DERE
OG0005891	LOC108598507|XP_017840666.1|DBUS	LOC6544729|XP_015013922.1|DERE
OG0005892	LOC108600552|XP_017843702.2|DBUS	LOC6544367|XP_001972426.2|DERE
OG0005893	LOC108600985|XP_017844337.1|DBUS	LOC6544599|XP_001973061.1|DERE
OG0005894	LOC108600986|XP_017844338.1|DBUS	LOC6544600|XP_001973062.1|DERE
OG0005895	LOC108600987|XP_017844339.1|DBUS	LOC6544601|XP_001973063.1|DERE
OG0005896	LOC108600762|XP_017844011.2|DBUS	LOC6546058|XP_001973511.1|DERE
OG0005897	LOC108600704|XP_017843922.1|DBUS	LOC6545440|XP_015013945.1|DERE
OG0005898	LOC108606834|XP_017852808.1|DBUS	LOC6550715|XP_001978097.2|DERE
OG0005899	LOC108596457|XP_017837694.1|DBUS	LOC6542547|XP_001970628.1|DERE
OG0005900	LOC108599817|XP_017842409.2|DBUS	LOC6542207|XP_001968191.1|DERE
OG0005901	LOC108597376|XP_017839399.1|DBUS	LOC6548179|XP_001975088.1|DERE
OG0005902	LOC108595129|XP_017835780.1|DBUS	LOC6549619|XP_001975656.1|DERE
OG0005903	LOC108603574|XP_017847987.1|DBUS	LOC6551785|XP_001980598.3|DERE
OG0005904	LOC108603349|XP_017847571.1|DBUS	LOC6554246|XP_001982095.2|DERE
OG0005905	LOC108600651|XP_017843835.2|DBUS	LOC6545709|XP_015014095.1|DERE
OG0005906	LOC108600350|XP_017843363.2|DBUS	LOC6545252|XP_001973309.3|DERE
OG0005907	LOC108600913|XP_017844234.2|DBUS	LOC6545796|XP_001973424.1|DERE
OG0005908	LOC108599513|XP_017841871.1|DBUS	LOC6544412|XP_026833439.1|DERE
OG0005909	LOC108600692|XP_033149485.1|DBUS	LOC6543931|XP_015014157.1|DERE
OG0005910	LOC108597045|XP_017838833.1|DBUS	LOC6548525|XP_026835949.1|DERE
OG0005911	LOC108596777|XP_017838365.1|DBUS	LOC6548524|XP_001975406.1|DERE
OG0005912	LOC108597015|XP_017838784.1|DBUS	LOC113563681|XP_015011708.1|DERE
OG0005913	LOC108602099|XP_017845612.1|DBUS	LOC6554886|XP_001982241.1|DERE
OG0005914	LOC108595099|XP_017835743.2|DBUS	LOC6549210|XP_001975666.1|DERE
OG0005915	LOC108597773|XP_017839977.1|DBUS	LOC6549212|XP_001975668.1|DERE
OG0005916	LOC108597748|XP_017839944.1|DBUS	LOC6547818|XP_001975005.1|DERE
OG0005917	LOC108595642|XP_017836402.1|DBUS	LOC6547100|XP_001974780.1|DERE
OG0005918	LOC108605663|XP_017850939.1|DBUS	LOC6551506|XP_001978577.1|DERE
OG0005919	LOC108594673|XP_017835263.2|DBUS	LOC6543381|XP_001969173.1|DERE
OG0005920	LOC108597150|XP_017839038.1|DBUS	LOC6548866|XP_001975452.1|DERE
OG0005921	LOC108599463|XP_017841788.1|DBUS	LOC6543771|XP_001971199.1|DERE
OG0005922	LOC108606504|XP_017852159.1|DBUS	LOC6555712|XP_001982556.1|DERE
OG0005923	LOC108599447|XP_017841767.2|DBUS	LOC6544756|XP_001972479.1|DERE
OG0005924	LOC108599451|XP_017841771.1|DBUS	LOC6545531|XP_026832672.1|DERE
OG0005925	LOC108598551|XP_033149414.1|DBUS	LOC6545382|XP_001972589.1|DERE
OG0005926	LOC108606966|XP_017853017.1|DBUS	LOC6550518|XP_001977908.1|DERE
OG0005927	LOC108603420|XP_017847710.1|DBUS	LOC6552832|XP_026831547.1|DERE
OG0005928	LOC108605557|XP_017850809.1|DBUS	LOC6551576|XP_026838516.1|DERE
OG0005929	LOC108601149|XP_017844567.1|DBUS	LOC6545851|XP_001971190.1|DERE
OG0005930	LOC108594700|XP_017835329.1|DBUS	LOC6546602|XP_001976041.1|DERE
OG0005931	LOC108597027|XP_017838803.1|DBUS	LOC6541000|XP_001970756.1|DERE
OG0005932	LOC108597278|XP_017839233.2|DBUS	LOC26526815|XP_026836444.1|DERE
OG0005933	LOC108597703|XP_017839878.1|DBUS	LOC6542533|XP_001970396.1|DERE
OG0005934	LOC108597058|XP_033151010.1|DBUS	LOC6549132|XP_001975587.3|DERE
OG0005935	LOC108600423|XP_017843276.2|DBUS	LOC6544164|XP_001973765.2|DERE
OG0005936	LOC108606827|XP_017852803.1|DBUS	LOC6541733|XP_001970093.1|DERE
OG0005937	LOC108600550|XP_017843698.1|DBUS	LOC6544108|XP_001973763.1|DERE
OG0005938	LOC108595270|XP_017835972.2|DBUS	LOC6548335|XP_026836178.1|DERE
OG0005939	LOC108605832|XP_017851128.1|DBUS	LOC6550592|XP_001978169.1|DERE
OG0005940	LOC108596161|XP_017837154.1|DBUS	LOC6548198|XP_001975081.2|DERE
OG0005941	LOC108596614|XP_017838044.1|DBUS	LOC6548390|XP_001976471.1|DERE
OG0005942	LOC108597164|XP_017839064.1|DBUS	LOC6540960|XP_001970767.1|DERE
OG0005943	LOC108596212|XP_017837225.1|DBUS	LOC6543083|XP_026834091.1|DERE
OG0005944	LOC108596416|XP_017837620.2|DBUS	LOC6541037|XP_026835593.1|DERE
OG0005945	LOC108597446|XP_017839500.1|DBUS	LOC6547162|XP_001976163.1|DERE
OG0005946	LOC108596315|XP_017837412.1|DBUS	LOC6546711|XP_026835703.1|DERE
OG0005947	LOC108597121|XP_033148923.1|DBUS	LOC6548537|XP_026835780.1|DERE
OG0005948	LOC108599176|XP_017841452.2|DBUS	LOC6545254|XP_001973311.1|DERE
OG0005949	LOC108599141|XP_017841418.1|DBUS	LOC6543930|XP_001973665.3|DERE
OG0005950	LOC108602886|XP_017846679.1|DBUS	LOC6543228|XP_015014469.1|DERE
OG0005951	LOC108600684|XP_017843881.1|DBUS	LOC6546099|XP_026833466.1|DERE
OG0005952	LOC108608007|XP_017854659.1|DBUS	LOC6541284|XP_015014912.1|DERE
OG0005953	LOC108599476|XP_017841809.1|DBUS	LOC6548785|XP_001974064.1|DERE
OG0005954	LOC108608519|XP_017855410.2|DBUS	LOC6548781|XP_001974060.1|DERE
OG0005955	LOC108603874|XP_017848535.1|DBUS	LOC6551989|XP_001980797.1|DERE
OG0005956	LOC108596998|XP_033151006.1|DBUS	LOC6546751|XP_001974544.2|DERE
OG0005957	LOC108604535|XP_017849539.1|DBUS	LOC6554674|XP_001981966.1|DERE
OG0005958	LOC108603960|XP_017848650.1|DBUS, LOC108606671|XP_017852493.1|DBUS	LOC6554504|XP_001981738.1|DERE
OG0005959	LOC108598753|XP_017840981.1|DBUS	LOC6542821|XP_001969355.1|DERE
OG0005960	LOC108606464|XP_017852076.1|DBUS	LOC6550209|XP_001977720.1|DERE
OG0005961	LOC108597719|XP_017839899.1|DBUS	LOC6548730|XP_001975400.1|DERE
OG0005962	LOC108595868|XP_017836649.1|DBUS	LOC6547592|XP_001974891.2|DERE
OG0005964	LOC108596386|XP_017837546.1|DBUS	LOC6548303|XP_026836002.1|DERE
OG0005965	LOC108595994|XP_017836770.1|DBUS	LOC6542158|XP_001969138.2|DERE
OG0005966	LOC108597343|XP_017839337.1|DBUS	LOC6546831|XP_001975938.1|DERE
OG0005967	LOC108596582|XP_017837993.1|DBUS	LOC6547620|XP_026836555.1|DERE
OG0005968	LOC108595172|XP_017835836.1|DBUS	LOC6547757|XP_015011822.1|DERE
OG0005969	LOC108596753|XP_017838321.1|DBUS	LOC6548130|XP_001976507.3|DERE
OG0005970	LOC108598418|XP_017840534.1|DBUS	LOC6543546|XP_001972299.1|DERE
OG0005971	LOC108596059|XP_017836943.1|DBUS	LOC6549425|XP_001975705.1|DERE
OG0005972	LOC108599971|XP_017842724.1|DBUS	LOC6545927|XP_001973479.1|DERE
OG0005973	LOC108599125|XP_017841404.1|DBUS	LOC6545757|XP_001973401.1|DERE
OG0005974	LOC108599670|XP_017842140.1|DBUS	LOC6545233|XP_015014101.1|DERE
OG0005975	LOC108599972|XP_017842730.1|DBUS	LOC6545925|XP_001973477.1|DERE
OG0005976	LOC108601906|XP_017845371.1|DBUS	LOC113563678|XP_026838537.1|DERE
OG0005977	LOC108595021|XP_017835644.1|DBUS	LOC6547781|XP_001974936.1|DERE
OG0005978	LOC108596762|XP_017838337.1|DBUS	LOC6548276|XP_001975258.1|DERE
OG0005979	LOC108595197|XP_017835873.1|DBUS	LOC6549519|XP_001975811.1|DERE
OG0005980	LOC108596456|XP_017837692.1|DBUS	LOC6542640|XP_001970634.1|DERE
OG0005981	LOC108606236|XP_017851660.1|DBUS	LOC6551262|XP_015010915.1|DERE
OG0005982	LOC108597545|XP_017839638.1|DBUS	LOC6543077|XP_001970627.1|DERE
OG0005983	LOC108605722|XP_017851004.1|DBUS	LOC6550479|XP_001977823.1|DERE
OG0005984	LOC108606928|XP_017852966.1|DBUS	LOC6550064|XP_026837381.1|DERE
OG0005985	LOC108605073|XP_033150300.1|DBUS	LOC6551526|XP_001977169.1|DERE
OG0005986	LOC108606325|XP_017851833.1|DBUS	LOC6550169|XP_001977607.1|DERE
OG0005987	LOC108605472|XP_017850648.1|DBUS	LOC6551667|XP_015011054.1|DERE
OG0005988	LOC108597128|XP_017839001.2|DBUS	LOC6546956|XP_001976025.1|DERE
OG0005989	LOC108597143|XP_017839024.1|DBUS	LOC6549503|XP_001975725.1|DERE
OG0005990	LOC108596378|XP_017837537.1|DBUS	LOC6547040|XP_001974629.1|DERE
OG0005991	LOC108595474|XP_017836213.1|DBUS	LOC6541849|XP_001970401.1|DERE
OG0005992	LOC108600493|XP_017843615.1|DBUS	LOC6546344|XP_001972288.1|DERE
OG0005993	LOC108600494|XP_017843616.1|DBUS	LOC6546346|XP_015013208.1|DERE
OG0005994	LOC108598477|XP_017840615.1|DBUS	LOC6543821|XP_015014144.1|DERE
OG0005995	LOC108598524|XP_017840694.1|DBUS	LOC6545930|XP_001973482.1|DERE
OG0005997	LOC108595147|XP_017835802.1|DBUS	LOC6547207|XP_001976156.1|DERE
OG0005998	LOC108598878|XP_017841128.2|DBUS	LOC6545951|XP_001972798.1|DERE
OG0005999	LOC108604748|XP_017849824.1|DBUS	LOC6545236|XP_001971028.1|DERE
OG0006000	LOC108597361|XP_017839373.1|DBUS	LOC6548484|XP_026836753.1|DERE
OG0006001	LOC108601091|XP_017844488.1|DBUS	LOC6544504|XP_015013265.1|DERE
OG0006002	LOC108595114|XP_017835762.1|DBUS	LOC6548017|XP_026836897.1|DERE
OG0006003	LOC108598472|XP_017840608.1|DBUS	LOC6545142|XP_026833295.1|DERE
OG0006004	LOC108603049|XP_017846963.1|DBUS	LOC6552094|XP_001978864.1|DERE
OG0006005	LOC108597632|XP_017839766.1|DBUS	LOC6547111|XP_001976102.1|DERE
OG0006006	LOC108595424|XP_017836142.1|DBUS	LOC6547726|XP_001975015.1|DERE
OG0006007	LOC108595078|XP_017835716.1|DBUS	LOC6542278|XP_001970770.1|DERE
OG0006008	LOC108608458|XP_017855327.1|DBUS	LOC6541324|XP_001968503.1|DERE, LOC113564237|XP_026835627.1|DERE
OG0006009	LOC108600063|XP_017842904.1|DBUS	LOC6545988|XP_026832501.1|DERE
OG0006010	LOC108598178|XP_033149597.1|DBUS	LOC6543896|XP_001973647.3|DERE
OG0006011	LOC108599485|XP_017841820.2|DBUS	LOC6544825|XP_026832478.1|DERE
OG0006012	LOC108598143|XP_033150619.1|DBUS	LOC6544459|XP_026833686.1|DERE
OG0006013	LOC108594902|XP_017835529.1|DBUS	LOC6546622|XP_015011631.1|DERE
OG0006014	LOC108598891|XP_017841140.1|DBUS	LOC6545564|XP_001972668.1|DERE
OG0006015	LOC108595969|XP_017836745.1|DBUS	LOC6548996|XP_001975547.1|DERE
OG0006016	LOC108595472|XP_017836211.1|DBUS	LOC6543133|XP_026834138.1|DERE
OG0006017	LOC108596093|XP_017837002.1|DBUS	LOC6546891|XP_001975972.1|DERE
OG0006018	LOC108596404|XP_017837579.1|DBUS	LOC6547293|XP_001974775.1|DERE
OG0006019	LOC108597479|XP_017839543.1|DBUS	LOC26526063|XP_015012731.1|DERE
OG0006020	LOC108600846|XP_017844134.1|DBUS	LOC6546071|XP_026833266.1|DERE
OG0006021	LOC108601078|XP_033150614.1|DBUS	LOC6545167|XP_001972575.1|DERE
OG0006022	LOC108594310|XP_017834944.1|DBUS	LOC6542492|XP_001969629.1|DERE
OG0006023	LOC108603793|XP_017848378.1|DBUS	LOC6554574|XP_026834675.1|DERE
OG0006024	LOC108605487|XP_017850672.1|DBUS	LOC6550490|XP_026837301.1|DERE
OG0006025	LOC108596696|XP_033148964.1|DBUS	LOC6546852|XP_026835645.1|DERE
OG0006026	LOC108602018|XP_017845510.1|DBUS	LOC6555119|XP_001982261.2|DERE
OG0006027	LOC108597081|XP_017838905.1|DBUS	LOC6549641|XP_001975759.1|DERE
OG0006028	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS	LOC6549557|XP_001975645.1|DERE
OG0006029	LOC108595475|XP_017836214.1|DBUS	LOC6542208|XP_001970404.1|DERE
OG0006030	LOC108604424|XP_017849382.1|DBUS	LOC6554690|XP_001981950.1|DERE
OG0006031	LOC108595167|XP_017835828.1|DBUS	LOC6546923|XP_001975994.3|DERE
OG0006032	LOC108606545|XP_033150502.1|DBUS	LOC6549914|XP_015011401.1|DERE
OG0006033	LOC108596094|XP_017837003.1|DBUS	LOC6546888|XP_001975969.1|DERE
OG0006034	LOC108601447|XP_017844834.1|DBUS	LOC6553471|XP_001979371.2|DERE
OG0006035	LOC108596408|XP_017837588.1|DBUS	LOC6553091|XP_001980110.1|DERE
OG0006036	LOC108607613|XP_017854015.1|DBUS	LOC6543036|XP_001969322.2|DERE
OG0006037	LOC108597455|XP_017839509.1|DBUS	LOC6549081|XP_001975600.1|DERE
OG0006038	LOC108601785|XP_017845200.1|DBUS	LOC6552602|XP_001978995.1|DERE
OG0006039	LOC108597415|XP_017839454.1|DBUS	LOC6540973|XP_001970775.1|DERE
OG0006040	LOC108595208|XP_017835885.1|DBUS	LOC6549269|XP_001975711.1|DERE
OG0006041	LOC108607007|XP_017853076.1|DBUS	LOC6551475|XP_001978508.1|DERE
OG0006042	LOC108596633|XP_017838076.1|DBUS	LOC6546593|XP_026836532.1|DERE
OG0006043	LOC108598358|XP_017840465.1|DBUS	LOC6546390|XP_026833337.1|DERE
OG0006044	LOC108606956|XP_017853002.1|DBUS	LOC6555745|XP_001982448.1|DERE
OG0006045	LOC108595156|XP_017835815.1|DBUS	LOC6541445|XP_001970781.1|DERE
OG0006046	LOC108596449|XP_017837685.1|DBUS	LOC6548165|XP_001975271.2|DERE
OG0006047	LOC108600105|XP_017842964.2|DBUS	LOC6545595|XP_001972707.1|DERE
OG0006048	LOC108598484|XP_017840628.1|DBUS	LOC6544542|XP_001972404.1|DERE
OG0006049	LOC108606517|XP_017852178.1|DBUS	LOC6550103|XP_001978191.1|DERE
OG0006050	LOC108603964|XP_017848654.1|DBUS	LOC6554743|XP_001981086.1|DERE
OG0006051	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS	LOC6551090|XP_001977104.1|DERE
OG0006052	LOC108596896|XP_017838574.1|DBUS	LOC6548456|XP_026836505.1|DERE
OG0006053	LOC108600403|XP_017843444.1|DBUS	LOC6544778|XP_001971684.1|DERE
OG0006054	LOC108607403|XP_033150524.1|DBUS	LOC6555869|XP_001982746.3|DERE
OG0006056	LOC108595488|XP_017836228.1|DBUS	LOC6546592|XP_001975481.1|DERE
OG0006057	LOC108600668|XP_017843852.1|DBUS	LOC6545725|XP_026833012.1|DERE
OG0006058	LOC108604727|XP_017849796.1|DBUS	LOC6553880|XP_001979591.1|DERE
OG0006059	LOC108599661|XP_017842130.2|DBUS	LOC6545460|XP_015013160.1|DERE
OG0006060	LOC108599663|XP_017842132.1|DBUS	LOC6545461|XP_026832260.1|DERE
OG0006061	LOC108606281|XP_017851751.1|DBUS	LOC6549937|XP_001978685.1|DERE
OG0006062	LOC108601966|XP_017845442.1|DBUS	LOC6551824|XP_001980585.1|DERE
OG0006063	LOC108606033|XP_017851354.2|DBUS	LOC6541343|XP_001969376.1|DERE
OG0006064	LOC108597510|XP_017839587.1|DBUS	LOC6549594|XP_001975662.1|DERE
OG0006065	LOC108600082|XP_017842930.2|DBUS	LOC6546520|XP_001971273.1|DERE
OG0006066	LOC108596459|XP_017837697.1|DBUS	LOC6543337|XP_026834989.1|DERE
OG0006067	LOC108596038|XP_017836892.1|DBUS	LOC6542186|XP_015014775.1|DERE
OG0006068	LOC108606276|XP_017851744.1|DBUS	LOC6550494|XP_001977809.1|DERE
OG0006069	LOC108600810|XP_017844084.1|DBUS	LOC6546362|XP_001972894.1|DERE
OG0006070	LOC108603849|XP_017848491.1|DBUS	LOC6543918|XP_001973653.1|DERE
OG0006071	LOC108604444|XP_017849411.1|DBUS	LOC6554384|XP_001981507.1|DERE
OG0006072	LOC108600084|XP_017842932.1|DBUS	LOC6546519|XP_001971272.1|DERE
OG0006073	LOC108600982|XP_017844333.1|DBUS	LOC6545204|XP_001971065.1|DERE
OG0006074	LOC108606926|XP_017852964.1|DBUS	LOC6551170|XP_001977068.2|DERE
OG0006075	LOC108606930|XP_017852969.1|DBUS	LOC6551508|XP_001978579.1|DERE
OG0006076	LOC108596780|XP_017838369.1|DBUS	LOC6549057|XP_001975579.1|DERE
OG0006077	LOC108600570|XP_017843726.1|DBUS	LOC6545407|XP_001973376.2|DERE
OG0006078	LOC108600481|XP_017843589.1|DBUS	LOC6545408|XP_001973377.1|DERE
OG0006079	LOC108601028|XP_017844396.2|DBUS	LOC6546118|XP_001973535.1|DERE
OG0006080	LOC108600017|XP_017842823.2|DBUS	LOC6544865|XP_001973161.1|DERE
OG0006081	LOC108595200|XP_017835877.1|DBUS	LOC6543324|XP_015015033.1|DERE
OG0006082	LOC108595306|XP_017836012.1|DBUS	LOC6541272|XP_001969179.1|DERE
OG0006083	LOC108599881|XP_017842548.1|DBUS	LOC6545089|XP_001973275.1|DERE
OG0006084	LOC108599622|XP_017842070.1|DBUS	LOC6544298|XP_015014040.1|DERE
OG0006085	LOC108598552|XP_017840724.1|DBUS	LOC6543901|XP_001973652.2|DERE
OG0006086	LOC108598335|XP_033149467.1|DBUS	LOC6543921|XP_015014155.1|DERE
OG0006087	LOC108597107|XP_017838969.1|DBUS	LOC6548166|XP_001975272.1|DERE
OG0006088	LOC108598752|XP_017840977.1|DBUS	LOC6546359|XP_001972891.1|DERE
OG0006089	LOC108605680|XP_017850960.1|DBUS	LOC6551080|XP_001976948.1|DERE
OG0006090	LOC108598554|XP_033149691.1|DBUS	LOC6545397|XP_026833164.1|DERE
OG0006091	LOC108599177|XP_017841453.1|DBUS	LOC6543964|XP_001972214.3|DERE
OG0006092	LOC108605655|XP_017850930.1|DBUS	LOC26526212|XP_026838232.1|DERE
OG0006093	LOC108595988|XP_017836765.2|DBUS	LOC6541388|XP_001969136.1|DERE
OG0006094	LOC108600203|XP_017843108.1|DBUS	LOC6544479|XP_026833694.1|DERE
OG0006095	LOC108595065|XP_017835700.1|DBUS	LOC6541052|XP_026834687.1|DERE
OG0006096	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS	LOC6549166|XP_001975616.1|DERE
OG0006097	LOC108600430|XP_033150611.1|DBUS	LOC6546318|XP_026832811.1|DERE
OG0006098	LOC108608350|XP_017855184.1|DBUS	LOC6540847|XP_001968130.1|DERE
OG0006099	LOC108595352|XP_017836065.1|DBUS	LOC6548976|XP_001975559.1|DERE
OG0006100	LOC108595436|XP_017836155.1|DBUS	LOC6547328|XP_001976335.1|DERE
OG0006101	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS	LOC6542216|XP_026834342.1|DERE
OG0006102	LOC108594955|XP_017835577.1|DBUS	LOC6547654|XP_001974811.1|DERE
OG0006103	LOC108605065|XP_017850121.1|DBUS	LOC6551516|XP_001977184.1|DERE
OG0006104	LOC108605600|XP_017850866.1|DBUS	LOC6551683|XP_026837254.1|DERE
OG0006105	LOC108604970|XP_017850029.1|DBUS	LOC6551682|XP_001978531.1|DERE
OG0006106	LOC108600951|XP_017844286.1|DBUS	LOC6544133|XP_026833342.1|DERE
OG0006107	LOC108597618|XP_017839747.1|DBUS	LOC6547720|XP_026836798.1|DERE
OG0006108	LOC108606890|XP_017852904.1|DBUS	LOC6555576|XP_026838965.1|DERE
OG0006109	LOC108599886|XP_017842555.1|DBUS	LOC6544259|XP_001973774.1|DERE
OG0006110	LOC108598508|XP_033149516.1|DBUS	LOC6546069|XP_001972810.1|DERE
OG0006111	LOC108595182|XP_017835849.1|DBUS	LOC6547662|XP_001974989.1|DERE
OG0006112	LOC108596774|XP_017838362.1|DBUS	LOC6548112|XP_001976542.1|DERE
OG0006113	LOC108598659|XP_017840859.1|DBUS	LOC6544144|XP_001972999.1|DERE
OG0006114	LOC108603903|XP_017848573.1|DBUS	LOC6555055|XP_001981383.1|DERE
OG0006115	LOC108597767|XP_017839968.1|DBUS	LOC6546846|XP_026836108.1|DERE
OG0006116	LOC108597281|XP_017839237.1|DBUS	LOC6546774|XP_001976001.1|DERE
OG0006117	LOC108597014|XP_017838783.1|DBUS	LOC6548519|XP_001975401.1|DERE
OG0006118	LOC108596056|XP_017836939.1|DBUS	LOC6548001|XP_015011745.1|DERE
OG0006119	LOC108596430|XP_017837644.1|DBUS	LOC6549159|XP_001975719.1|DERE
OG0006120	LOC108595534|XP_017836278.1|DBUS	LOC6546552|XP_001974566.1|DERE
OG0006121	LOC108598908|XP_017841227.2|DBUS	LOC6543925|XP_001973660.1|DERE
OG0006122	LOC108607411|XP_017853684.1|DBUS	LOC6555867|XP_026839234.1|DERE
OG0006123	LOC108596675|XP_017838175.1|DBUS	LOC6548098|XP_026836667.1|DERE
OG0006124	LOC108602218|XP_017845753.1|DBUS	LOC6554943|XP_001982014.1|DERE
OG0006125	LOC108600472|XP_017843575.2|DBUS	LOC6545462|XP_026832439.1|DERE
OG0006126	LOC108600477|XP_017843583.1|DBUS	LOC6544484|XP_026833815.1|DERE
OG0006127	LOC108600462|XP_017843545.2|DBUS	LOC6544604|XP_001973066.1|DERE
OG0006128	LOC108599093|XP_017841372.2|DBUS	LOC6544344|XP_001973087.1|DERE
OG0006129	LOC108600891|XP_017844200.2|DBUS	LOC6546062|XP_001972803.1|DERE
OG0006130	LOC108600464|XP_017843547.1|DBUS	LOC6544532|XP_001973102.2|DERE
OG0006132	LOC108598238|XP_017840341.2|DBUS	LOC6544557|XP_001973091.1|DERE
OG0006133	LOC108600465|XP_017843548.1|DBUS	LOC6544533|XP_001973103.1|DERE
OG0006134	LOC108600060|XP_017842894.2|DBUS	LOC6545952|XP_001972799.1|DERE
OG0006135	LOC108600248|XP_033150602.1|DBUS	LOC6544531|XP_026832400.1|DERE
OG0006136	LOC108600474|XP_017843579.1|DBUS	LOC6545463|XP_001972582.1|DERE
OG0006137	LOC108599356|XP_017841648.1|DBUS	LOC6545139|XP_001972770.2|DERE
OG0006138	LOC108595647|XP_017836411.1|DBUS	LOC6541670|XP_001970493.1|DERE
OG0006139	LOC108597484|XP_017839550.1|DBUS	LOC6540790|XP_001970393.1|DERE
OG0006140	LOC108594987|XP_017835608.1|DBUS	LOC6548227|XP_026836679.1|DERE
OG0006141	LOC108596752|XP_017838318.1|DBUS	LOC6548536|XP_026835782.1|DERE
OG0006142	LOC108598446|XP_017840573.1|DBUS	LOC6545335|XP_001973300.3|DERE
OG0006143	LOC108598561|XP_033149349.1|DBUS	LOC6544939|XP_015013155.1|DERE
OG0006144	LOC108598359|XP_017840468.2|DBUS	LOC6545634|XP_026833252.1|DERE
OG0006145	LOC108599293|XP_017841583.1|DBUS	LOC6545761|XP_001973405.1|DERE
OG0006146	LOC108607596|XP_017854027.2|DBUS	LOC6540945|XP_001970292.2|DERE
OG0006147	LOC108603172|XP_017847218.1|DBUS	LOC6552545|XP_001980841.1|DERE
OG0006148	LOC108601079|XP_017844468.2|DBUS	LOC6545228|XP_001973462.2|DERE
OG0006149	LOC108598401|XP_017840513.1|DBUS	LOC6544940|XP_026833616.1|DERE
OG0006150	LOC108598400|XP_017840512.2|DBUS	LOC6544943|XP_001972616.1|DERE
