Orthogroup	DBUS.longest_only	DBIA.longest_only
OG0006377	LOC108605521|XP_017850760.1|DBUS	LOC108035782|XP_016966992.1|DBIA
OG0006378	LOC108603037|XP_017846944.1|DBUS	LOC108025340|XP_016951261.1|DBIA
OG0006379	LOC108606044|XP_017851380.1|DBUS	LOC108026108|XP_016952299.1|DBIA
OG0006380	LOC108605228|XP_017850327.1|DBUS	LOC108021974|XP_016946304.1|DBIA
OG0006381	LOC108606516|XP_017852175.1|DBUS	LOC108023967|XP_016949177.1|DBIA
OG0006382	LOC108606720|XP_017852591.1|DBUS	LOC108036430|XP_016968059.1|DBIA
OG0006383	LOC108606565|XP_017852271.1|DBUS	LOC108033062|XP_016962708.1|DBIA
OG0006384	LOC108606921|XP_017852952.1|DBUS	LOC108033208|XP_016962948.1|DBIA
OG0006385	LOC108604016|XP_017848749.1|DBUS	LOC108031696|XP_016960843.1|DBIA
OG0006386	LOC108607832|XP_017854380.1|DBUS	LOC108033713|XP_016963735.1|DBIA
OG0006387	LOC108602306|XP_017845879.1|DBUS	LOC108025368|XP_016951317.1|DBIA
OG0006388	LOC108605131|XP_017850183.1|DBUS	LOC108023384|XP_016948280.1|DBIA
OG0006389	LOC108604922|XP_017849980.1|DBUS	LOC108023385|XP_016948281.1|DBIA
OG0006390	LOC108602239|XP_017845775.1|DBUS	LOC108025633|XP_016951661.1|DBIA
OG0006391	LOC108604400|XP_017849349.1|DBUS	LOC108025432|XP_016951412.1|DBIA
OG0006392	LOC108607062|XP_017853165.1|DBUS	LOC108024214|XP_016949566.1|DBIA
OG0006393	LOC108607773|XP_017854292.1|DBUS	LOC108033665|XP_016963593.1|DBIA
OG0006394	LOC108603953|XP_017848635.1|DBUS	LOC108031029|XP_016959719.1|DBIA
OG0006395	LOC108604151|XP_017848954.1|DBUS	LOC108031897|XP_016961153.1|DBIA
OG0006396	LOC108605355|XP_017850513.1|DBUS	LOC108023920|XP_016949094.1|DBIA
OG0006397	LOC108607247|XP_017853418.1|DBUS	LOC108033053|XP_016962669.1|DBIA
OG0006398	LOC108605218|XP_017850315.1|DBUS	LOC108023665|XP_016948775.1|DBIA
OG0006399	LOC108606437|XP_017852038.1|DBUS	LOC108026275|XP_016952630.1|DBIA
OG0006400	LOC108606434|XP_017852035.1|DBUS	LOC108026259|XP_016952605.1|DBIA
OG0006401	LOC108599264|XP_017841549.2|DBUS	LOC108035970|XP_016967278.1|DBIA
OG0006402	LOC108602798|XP_017846509.1|DBUS	LOC108027031|XP_016953717.1|DBIA
OG0006403	LOC108601470|XP_017844858.1|DBUS	LOC108027053|XP_016953750.1|DBIA
OG0006404	LOC108603216|XP_017847300.1|DBUS	LOC108025265|XP_016951115.1|DBIA
OG0006405	LOC108600936|XP_017844262.1|DBUS	LOC108028742|XP_016956199.1|DBIA
OG0006406	LOC108601885|XP_017845348.1|DBUS	LOC108025447|XP_016951434.1|DBIA
OG0006407	LOC108607020|XP_017853094.1|DBUS	LOC108023585|XP_016948672.1|DBIA
OG0006408	LOC108605719|XP_017851001.1|DBUS	LOC108025617|XP_016951640.1|DBIA
OG0006409	LOC108605731|XP_017851015.1|DBUS	LOC108036595|XP_016968347.1|DBIA
OG0006410	LOC108605703|XP_017850984.1|DBUS	LOC108033202|XP_016962937.1|DBIA
OG0006411	LOC108605759|XP_017851050.1|DBUS	LOC108024873|XP_016950507.1|DBIA
OG0006412	LOC108604583|XP_017849603.1|DBUS	LOC108025395|XP_016951360.1|DBIA
OG0006413	LOC108604084|XP_017848848.1|DBUS	LOC108025325|XP_016951239.1|DBIA
OG0006414	LOC108601939|XP_017845408.1|DBUS	LOC108031793|XP_016960998.1|DBIA
OG0006415	LOC108606701|XP_017852565.2|DBUS	LOC108027563|XP_016954530.1|DBIA
OG0006416	LOC108607236|XP_017853403.1|DBUS	LOC108022016|XP_016946350.1|DBIA
OG0006417	LOC108598170|XP_017840278.1|DBUS	LOC108027778|XP_016954830.1|DBIA
OG0006418	LOC108606686|XP_017852527.1|DBUS	LOC108033184|XP_016962915.1|DBIA
OG0006419	LOC108601722|XP_017845128.1|DBUS	LOC108025466|XP_016951458.1|DBIA
OG0006420	LOC108603345|XP_017847565.2|DBUS	LOC108024723|XP_016950305.1|DBIA
OG0006421	LOC108599430|XP_017841638.2|DBUS	LOC108033322|XP_016963093.1|DBIA
OG0006422	LOC108607939|XP_017854545.2|DBUS	LOC108033789|XP_016963886.1|DBIA
OG0006423	LOC108603059|XP_017846985.1|DBUS	LOC108031593|XP_016960654.1|DBIA
OG0006424	LOC108603062|XP_017846987.1|DBUS	LOC108031980|XP_016961263.1|DBIA
OG0006425	LOC108603058|XP_017846984.1|DBUS	LOC108031996|XP_016961278.1|DBIA
OG0006426	LOC108603057|XP_017846983.1|DBUS	LOC108031994|XP_016961277.1|DBIA
OG0006427	LOC108601750|XP_017845163.1|DBUS	LOC108024869|XP_016950502.1|DBIA
OG0006428	LOC108604131|XP_017848923.1|DBUS	LOC108031607|XP_016960679.1|DBIA
OG0006429	LOC108603154|XP_033150045.1|DBUS	LOC108026204|XP_016952494.1|DBIA
OG0006430	LOC108598409|XP_017840521.1|DBUS	LOC108028717|XP_016956163.1|DBIA
OG0006431	LOC108604214|XP_017849068.1|DBUS	LOC108025284|XP_016951150.1|DBIA
OG0006432	LOC108601349|XP_017844736.1|DBUS	LOC108031440|XP_016960358.1|DBIA
OG0006433	LOC108603141|XP_017847167.1|DBUS	LOC108024387|XP_016949785.1|DBIA
OG0006434	LOC108607829|XP_017854381.1|DBUS	LOC108033798|XP_016963899.1|DBIA
OG0006435	LOC108603394|XP_017847660.1|DBUS	LOC108025346|XP_016951286.1|DBIA
OG0006436	LOC108598543|XP_017840716.1|DBUS	LOC108033130|XP_016962842.1|DBIA
OG0006437	LOC108606211|XP_017851577.1|DBUS	LOC108033084|XP_016962752.1|DBIA
OG0006438	LOC108605734|XP_017851022.1|DBUS	LOC108029052|XP_016956603.1|DBIA
OG0006439	LOC108604143|XP_017848941.1|DBUS	LOC108023290|XP_016948085.1|DBIA
OG0006440	LOC108604144|XP_017848942.1|DBUS	LOC108022993|XP_016947716.1|DBIA
OG0006441	LOC108601415|XP_017844803.1|DBUS	LOC108027084|XP_016953789.1|DBIA
OG0006442	LOC108601236|XP_017844624.1|DBUS	LOC108032007|XP_016961294.1|DBIA
OG0006443	LOC108603370|XP_017847622.1|DBUS	LOC108027038|XP_016953727.1|DBIA
OG0006444	LOC108604788|XP_017849876.1|DBUS	LOC108025360|XP_016951309.1|DBIA
OG0006445	LOC108605841|XP_017851138.1|DBUS	LOC108028713|XP_016956153.1|DBIA
OG0006446	LOC108601848|XP_017845284.1|DBUS	LOC108026415|XP_016952832.1|DBIA
OG0006447	LOC108601901|XP_017845367.1|DBUS	LOC108026427|XP_016952849.1|DBIA
OG0006448	LOC108601823|XP_017845249.1|DBUS	LOC108026316|XP_016952692.1|DBIA
OG0006449	LOC108604163|XP_017848983.1|DBUS	LOC108025967|XP_016952150.1|DBIA
OG0006450	LOC108607883|XP_017854476.1|DBUS	LOC108034003|XP_016964221.1|DBIA
OG0006451	LOC108606658|XP_017852471.1|DBUS	LOC108023339|XP_016948167.1|DBIA
OG0006452	LOC108607863|XP_017854438.1|DBUS	LOC108026329|XP_016952714.1|DBIA
OG0006453	LOC108600853|XP_017844143.1|DBUS	LOC108028778|XP_016956246.1|DBIA
OG0006454	LOC108606621|XP_017852396.1|DBUS	LOC108024129|XP_016949401.1|DBIA
OG0006455	LOC108603212|XP_017847289.1|DBUS	LOC108024941|XP_016950631.1|DBIA
OG0006456	LOC108604643|XP_017849681.1|DBUS	LOC108024986|XP_016950729.1|DBIA
OG0006457	LOC108601799|XP_017845223.1|DBUS	LOC108031677|XP_016960808.1|DBIA
OG0006458	LOC108598343|XP_033150571.1|DBUS	LOC108034938|XP_016965699.1|DBIA
OG0006459	LOC108604783|XP_017849869.1|DBUS	LOC108031563|XP_016960599.1|DBIA
OG0006460	LOC108604647|XP_017849686.1|DBUS	LOC108026355|XP_016952751.1|DBIA
OG0006461	LOC108603476|XP_017847807.1|DBUS	LOC108027253|XP_016954096.1|DBIA
OG0006462	LOC108601331|XP_017844719.1|DBUS	LOC108024340|XP_016949731.1|DBIA
OG0006463	LOC108602683|XP_017846314.1|DBUS	LOC108026431|XP_016952856.1|DBIA
OG0006464	LOC108600847|XP_017844135.1|DBUS	LOC108028570|XP_016955966.1|DBIA
OG0006465	LOC108606499|XP_017852153.1|DBUS	LOC108023235|XP_016948000.1|DBIA
OG0006466	LOC108605679|XP_017850959.1|DBUS	LOC108024122|XP_016949392.1|DBIA
OG0006467	LOC108604679|XP_017849724.1|DBUS	LOC108032154|XP_016961489.1|DBIA
OG0006468	LOC108604176|XP_017849004.1|DBUS	LOC108026464|XP_016952894.1|DBIA
OG0006469	LOC108605222|XP_017850320.1|DBUS	LOC108024026|XP_016949282.1|DBIA
OG0006470	LOC108600885|XP_017844194.1|DBUS	LOC108035422|XP_016966539.1|DBIA
OG0006471	LOC108603551|XP_033150104.1|DBUS	LOC108026289|XP_016952644.1|DBIA
OG0006472	LOC108601851|XP_017845290.1|DBUS	LOC108026435|XP_016952861.1|DBIA
OG0006473	LOC108599630|XP_017842087.1|DBUS	LOC108035344|XP_016966419.1|DBIA
OG0006474	LOC108595538|XP_017836283.1|DBUS	LOC108036267|XP_016967767.1|DBIA
OG0006475	LOC108602070|XP_017845579.1|DBUS	LOC108027406|XP_016954334.1|DBIA
OG0006476	LOC108605111|XP_017850162.1|DBUS	LOC108023736|XP_016948863.1|DBIA
OG0006477	LOC108600756|XP_017844007.1|DBUS	LOC108025877|XP_016952040.1|DBIA
OG0006478	LOC108603021|XP_017846907.1|DBUS	LOC108026367|XP_016952774.1|DBIA
OG0006479	LOC108603619|XP_017848060.1|DBUS	LOC108026151|XP_016952373.1|DBIA
OG0006480	LOC108594680|XP_017835310.1|DBUS	LOC108036523|XP_016968225.1|DBIA
OG0006481	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS	LOC108034244|XP_016964585.1|DBIA
OG0006482	LOC108604375|XP_017849318.1|DBUS	LOC108026286|XP_016952640.1|DBIA
OG0006483	LOC108603853|XP_017848496.1|DBUS	LOC108031933|XP_016961201.1|DBIA
OG0006484	LOC108603852|XP_017848494.1|DBUS	LOC108031930|XP_016961197.1|DBIA
OG0006485	LOC108604455|XP_017849424.1|DBUS	LOC108032105|XP_016961423.1|DBIA
OG0006486	LOC108602319|XP_017845892.1|DBUS	LOC108031101|XP_016959800.1|DBIA
OG0006487	LOC108601803|XP_017845228.1|DBUS	LOC108032061|XP_016961368.1|DBIA
OG0006488	LOC108599922|XP_017842618.1|DBUS	LOC108030893|XP_016959561.1|DBIA
OG0006489	LOC108603293|XP_017847453.1|DBUS	LOC108024551|XP_016950020.1|DBIA
OG0006490	LOC108603966|XP_017848658.1|DBUS	LOC108027339|XP_016954242.1|DBIA
OG0006491	LOC108608359|XP_017855195.1|DBUS	LOC108033758|XP_016963820.1|DBIA
OG0006492	LOC108604702|XP_017849751.1|DBUS	LOC108027313|XP_016954196.1|DBIA
OG0006493	LOC108605261|XP_017850376.1|DBUS	LOC108033128|XP_016962839.1|DBIA
OG0006494	LOC108606739|XP_017852623.1|DBUS	LOC108026135|XP_016952346.1|DBIA
OG0006495	LOC108605575|XP_017850834.1|DBUS	LOC108032976|XP_016962538.1|DBIA
OG0006496	LOC108604526|XP_017849526.1|DBUS	LOC108026337|XP_016952730.1|DBIA
OG0006497	LOC108601929|XP_017845395.1|DBUS	LOC108025261|XP_016951114.1|DBIA
OG0006498	LOC108601778|XP_017845194.1|DBUS	LOC108025495|XP_016951502.1|DBIA
OG0006499	LOC108603462|XP_017847784.1|DBUS	LOC108025277|XP_016951132.1|DBIA
OG0006500	LOC108594485|XP_033149018.1|DBUS	LOC108035218|XP_016966237.1|DBIA
OG0006501	LOC108603047|XP_017846955.1|DBUS	LOC108025247|XP_016951086.1|DBIA
OG0006502	LOC108602075|XP_017845584.1|DBUS	LOC108025253|XP_016951096.1|DBIA
OG0006503	LOC108604115|XP_017848888.1|DBUS	LOC108025255|XP_016951097.1|DBIA
OG0006504	LOC108602297|XP_017845867.1|DBUS	LOC108025252|XP_016951093.1|DBIA
OG0006505	LOC108603921|XP_017848602.1|DBUS	LOC108025413|XP_016951384.1|DBIA
OG0006506	LOC108600875|XP_017844177.1|DBUS	LOC108035592|XP_016966752.1|DBIA
OG0006507	LOC108601758|XP_017845171.2|DBUS	LOC108025480|XP_016951482.1|DBIA
OG0006508	LOC108602473|XP_017846086.1|DBUS	LOC108025107|XP_016950858.1|DBIA
OG0006509	LOC108605325|XP_017850483.1|DBUS	LOC108025915|XP_016952089.1|DBIA
OG0006510	LOC117134730|XP_033149264.1|DBUS	LOC108031485|XP_016960457.1|DBIA
OG0006511	LOC108603155|XP_017847200.1|DBUS	LOC108024946|XP_016950665.1|DBIA
OG0006512	LOC108601441|XP_017844828.1|DBUS	LOC108031457|XP_016960381.1|DBIA
OG0006513	LOC108602877|XP_017846662.2|DBUS	LOC108024002|XP_016949235.1|DBIA
OG0006514	LOC108604523|XP_017849521.1|DBUS	LOC108026459|XP_016952888.1|DBIA
OG0006515	LOC108603018|XP_017846904.1|DBUS	LOC108031436|XP_016960338.1|DBIA
OG0006516	LOC108601615|XP_017845003.1|DBUS	LOC108031131|XP_016959834.1|DBIA
OG0006517	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS	LOC108032106|XP_016961424.1|DBIA
OG0006518	LOC108603137|XP_017847150.2|DBUS	LOC108031365|XP_016960134.1|DBIA
OG0006519	LOC108601798|XP_017845222.1|DBUS	LOC108032107|XP_016961426.1|DBIA
OG0006520	LOC108604142|XP_017848940.1|DBUS	LOC108025443|XP_016951429.1|DBIA
OG0006521	LOC108602150|XP_017845672.1|DBUS	LOC108032151|XP_016961485.1|DBIA
OG0006522	LOC108604772|XP_017849855.1|DBUS	LOC108025459|XP_016951449.1|DBIA
OG0006523	LOC108602616|XP_017846243.1|DBUS	LOC108026194|XP_016952474.1|DBIA
OG0006524	LOC108608467|XP_017855343.2|DBUS	LOC108034088|XP_016964344.1|DBIA
OG0006525	LOC108606283|XP_017851752.1|DBUS	LOC108024189|XP_016949525.1|DBIA
OG0006526	LOC108601457|XP_017844844.1|DBUS	LOC108027129|XP_016953837.1|DBIA
OG0006527	LOC108603899|XP_017848564.1|DBUS	LOC108027047|XP_016953737.1|DBIA
OG0006528	LOC108603896|XP_017848560.1|DBUS	LOC108027086|XP_016953791.1|DBIA
OG0006529	LOC108601458|XP_017844845.1|DBUS	LOC108027126|XP_016953832.1|DBIA
OG0006530	LOC108601459|XP_017844846.2|DBUS	LOC108027094|XP_016953801.1|DBIA
OG0006531	LOC108602731|XP_017846371.1|DBUS	LOC108027130|XP_016953838.1|DBIA
OG0006532	LOC108602315|XP_017845888.1|DBUS	LOC108027035|XP_016953721.1|DBIA
OG0006533	LOC108595324|XP_017836032.1|DBUS	LOC108023100|XP_016947853.1|DBIA
OG0006534	LOC108603727|XP_017848259.1|DBUS	LOC108026444|XP_016952870.1|DBIA
OG0006535	LOC108604058|XP_017848810.1|DBUS	LOC108026155|XP_016952380.1|DBIA
OG0006536	LOC108602342|XP_017845926.1|DBUS	LOC108027283|XP_016954159.1|DBIA
OG0006537	LOC108602435|XP_017846045.1|DBUS	LOC108025094|XP_016950845.1|DBIA
OG0006538	LOC108603283|XP_017847434.1|DBUS	LOC108024631|XP_016950161.1|DBIA
OG0006539	LOC108603534|XP_033150099.1|DBUS	LOC108024587|XP_016950084.1|DBIA
OG0006540	LOC108604700|XP_017849750.1|DBUS	LOC108032075|XP_016961384.1|DBIA
OG0006541	LOC108603615|XP_017848054.1|DBUS	LOC108026447|XP_016952875.1|DBIA
OG0006542	LOC108603617|XP_017848055.1|DBUS	LOC108026446|XP_016952874.1|DBIA
OG0006543	LOC108604009|XP_017848740.1|DBUS	LOC108025299|XP_016951179.1|DBIA
OG0006544	LOC108603488|XP_017847829.1|DBUS	LOC108027395|XP_016954321.1|DBIA
OG0006545	LOC108606136|XP_017851478.1|DBUS	LOC108023282|XP_016948063.1|DBIA
OG0006546	LOC108601810|XP_017845235.1|DBUS	LOC108031837|XP_016961075.1|DBIA
OG0006547	LOC108603324|XP_017847534.1|DBUS	LOC108031496|XP_016960478.1|DBIA
OG0006548	LOC108602646|XP_017846281.1|DBUS	LOC108031077|XP_016959771.1|DBIA
OG0006549	LOC108604691|XP_017849737.1|DBUS	LOC108025622|XP_016951650.1|DBIA
OG0006550	LOC108602403|XP_017846003.1|DBUS	LOC108023861|XP_016949005.1|DBIA
OG0006551	LOC108605321|XP_017850480.1|DBUS	LOC108035818|XP_016967055.1|DBIA
OG0006552	LOC108607099|XP_017853212.1|DBUS	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA
OG0006553	LOC108602468|XP_017846080.1|DBUS	LOC108025238|XP_016951073.1|DBIA
OG0006554	LOC108603013|XP_017846898.1|DBUS	LOC108027191|XP_016953981.1|DBIA
OG0006555	LOC108604388|XP_017849334.1|DBUS	LOC108024958|XP_016950683.1|DBIA
OG0006556	LOC108604665|XP_017849705.1|DBUS	LOC108030975|XP_016959664.1|DBIA
OG0006557	LOC108603816|XP_017848433.1|DBUS	LOC108024671|XP_016950228.1|DBIA
OG0006558	LOC108604032|XP_017848773.1|DBUS	LOC108031204|XP_016959916.1|DBIA
OG0006559	LOC108601787|XP_017845202.1|DBUS	LOC108031146|XP_016959850.1|DBIA
OG0006560	LOC108603127|XP_017847134.1|DBUS	LOC108025375|XP_016951332.1|DBIA
OG0006561	LOC108603126|XP_017847133.1|DBUS	LOC108025251|XP_016951092.1|DBIA
OG0006562	LOC108604361|XP_017849291.2|DBUS	LOC108025435|XP_016951414.1|DBIA
OG0006563	LOC108602950|XP_017846788.1|DBUS	LOC108027237|XP_016954059.1|DBIA
OG0006564	LOC108602245|XP_017845784.1|DBUS	LOC108027064|XP_016953761.1|DBIA
OG0006565	LOC108601360|XP_017844749.1|DBUS	LOC108022975|XP_016947692.1|DBIA
OG0006566	LOC108603529|XP_017847912.1|DBUS	LOC108024594|XP_016950091.1|DBIA
OG0006567	LOC108602183|XP_017845711.1|DBUS	LOC108024402|XP_016949803.1|DBIA
OG0006568	LOC108603802|XP_033149828.1|DBUS	LOC108024747|XP_016950343.1|DBIA
OG0006569	LOC108598954|XP_017841214.1|DBUS	LOC108028618|XP_016956026.1|DBIA
OG0006570	LOC108604258|XP_017849140.1|DBUS	LOC108032907|XP_016962456.1|DBIA
OG0006571	LOC108602841|XP_017846581.1|DBUS	LOC108031783|XP_016960986.1|DBIA
OG0006572	LOC108602026|XP_017845517.1|DBUS	LOC108031080|XP_016959775.1|DBIA
OG0006573	LOC108604687|XP_017849732.1|DBUS	LOC108027371|XP_016954285.1|DBIA
OG0006574	LOC108604503|XP_017849488.1|DBUS	LOC108031924|XP_016961185.1|DBIA
OG0006575	LOC108602999|XP_017846883.1|DBUS	LOC108026007|XP_016952186.1|DBIA
OG0006576	LOC108603997|XP_017848720.1|DBUS	LOC108031772|XP_016960968.1|DBIA
OG0006577	LOC108604454|XP_017849423.1|DBUS	LOC108032104|XP_016961422.1|DBIA
OG0006578	LOC108603995|XP_017848717.1|DBUS	LOC108031770|XP_016960966.1|DBIA
OG0006579	LOC108597687|XP_017839854.2|DBUS	LOC108036771|XP_016968600.1|DBIA
OG0006580	LOC108604218|XP_017849072.1|DBUS	LOC108024730|XP_016950316.1|DBIA
OG0006581	LOC108601937|XP_017845403.1|DBUS	LOC108032876|XP_016962366.1|DBIA
OG0006582	LOC108604282|XP_017849174.1|DBUS	LOC108031722|XP_016960881.1|DBIA
OG0006583	LOC108604422|XP_017849377.1|DBUS	LOC108024692|XP_016950260.1|DBIA
OG0006585	LOC108607179|XP_017853327.1|DBUS	LOC108032506|XP_016961820.1|DBIA
OG0006586	LOC108604610|XP_017849638.1|DBUS	LOC108025282|XP_016951147.1|DBIA
OG0006587	LOC108604608|XP_017849636.1|DBUS	LOC108025279|XP_016951141.1|DBIA
OG0006588	LOC108604288|XP_017849188.1|DBUS	LOC108025033|XP_016950781.1|DBIA
OG0006589	LOC108601543|XP_033150091.1|DBUS	LOC108027353|XP_016954261.1|DBIA
OG0006590	LOC108601653|XP_017845042.1|DBUS	LOC108027396|XP_016954323.1|DBIA
OG0006591	LOC108600152|XP_017843036.2|DBUS	LOC108028247|XP_016955419.1|DBIA
OG0006592	LOC108604562|XP_017849580.1|DBUS	LOC108032248|XP_016961601.1|DBIA
OG0006593	LOC108604560|XP_017849577.1|DBUS	LOC108031068|XP_016959763.1|DBIA
OG0006594	LOC108598905|XP_017841157.2|DBUS	LOC108035634|XP_016966824.1|DBIA
OG0006595	LOC108596663|XP_033149251.1|DBUS	LOC108036561|XP_016968289.1|DBIA
OG0006596	LOC108596557|XP_017837943.1|DBUS	LOC108030177|XP_016958408.1|DBIA
OG0006597	LOC108599834|XP_017842431.1|DBUS	LOC108035225|XP_016966244.1|DBIA
OG0006598	LOC117134993|XP_033150598.1|DBUS	LOC108034874|XP_016965566.1|DBIA
OG0006599	LOC108600362|XP_017843383.1|DBUS	LOC108028424|XP_016955743.1|DBIA
OG0006600	LOC108600468|XP_017843557.1|DBUS	LOC108028457|XP_016955794.1|DBIA
OG0006601	LOC108599500|XP_017841856.1|DBUS	LOC108034929|XP_016965676.1|DBIA
OG0006602	LOC108599501|XP_017841857.1|DBUS	LOC108034930|XP_016965677.1|DBIA
OG0006603	LOC108598013|XP_017840117.1|DBUS	LOC108034923|XP_016965668.1|DBIA
OG0006604	LOC108599057|XP_017841326.1|DBUS	LOC108030524|XP_016958902.1|DBIA
OG0006605	LOC108605803|XP_017851098.1|DBUS	LOC108033229|XP_016962985.1|DBIA
OG0006606	LOC108597975|XP_017840080.1|DBUS	LOC108028283|XP_016955477.1|DBIA
OG0006607	LOC108600636|XP_033149380.1|DBUS	LOC108034917|XP_016965658.1|DBIA
OG0006608	LOC108604624|XP_017849661.1|DBUS	LOC108032932|XP_016962491.1|DBIA
OG0006609	LOC108603593|XP_017848023.1|DBUS	LOC108031901|XP_016961158.1|DBIA
OG0006610	LOC108600617|XP_017843783.1|DBUS	LOC108035183|XP_016966145.1|DBIA
OG0006611	LOC108601094|XP_017844493.1|DBUS	LOC108035421|XP_016966531.1|DBIA
OG0006612	LOC108599135|XP_017841413.1|DBUS	LOC108034557|XP_016964974.1|DBIA
OG0006613	LOC108599101|XP_017841379.1|DBUS	LOC108035599|XP_016966765.1|DBIA
OG0006614	LOC108598402|XP_017840514.1|DBUS	LOC108035571|XP_016966729.1|DBIA
OG0006615	LOC108598689|XP_017840898.1|DBUS	LOC108035529|XP_016966687.1|DBIA
OG0006616	LOC108599777|XP_017842320.1|DBUS	LOC108029468|XP_016957212.1|DBIA
OG0006617	LOC108600042|XP_017842876.1|DBUS	LOC108028600|XP_016956007.1|DBIA
OG0006618	LOC108598902|XP_017841154.1|DBUS	LOC108034911|XP_016965645.1|DBIA
OG0006619	LOC108599750|XP_017842252.1|DBUS	LOC108035323|XP_016966387.1|DBIA
OG0006620	LOC108599385|XP_017841681.1|DBUS	LOC108035563|XP_016966720.1|DBIA
OG0006621	LOC108600992|XP_033149567.1|DBUS	LOC108028722|XP_016956169.1|DBIA
OG0006622	LOC108599920|XP_017842612.1|DBUS	LOC108030433|XP_016958813.1|DBIA
OG0006623	LOC108600669|XP_017843854.1|DBUS	LOC108030852|XP_016959483.1|DBIA
OG0006624	LOC108596253|XP_017837295.1|DBUS	LOC108030051|XP_016958116.1|DBIA
OG0006625	LOC108594882|XP_017835509.1|DBUS	LOC108030056|XP_016958128.1|DBIA
OG0006626	LOC108596818|XP_017838425.1|DBUS	LOC108023895|XP_016949069.1|DBIA
OG0006627	LOC108597698|XP_017839867.1|DBUS	LOC108029503|XP_016957276.1|DBIA
OG0006628	LOC108597426|XP_017839470.1|DBUS	LOC108029502|XP_016957272.1|DBIA
OG0006629	LOC108597131|XP_017839005.1|DBUS	LOC108022734|XP_016947312.1|DBIA
OG0006630	LOC108594736|XP_017835363.1|DBUS	LOC108022277|XP_016946625.1|DBIA
OG0006631	LOC108600313|XP_017843299.1|DBUS	LOC108034564|XP_016964982.1|DBIA
OG0006632	LOC108596184|XP_017837187.1|DBUS	LOC108029534|XP_016957332.1|DBIA
OG0006633	LOC108599861|XP_017842491.2|DBUS	LOC108030646|XP_016959152.1|DBIA
OG0006634	LOC108608171|XP_017854917.2|DBUS	LOC108029185|XP_016956845.1|DBIA
OG0006635	LOC108608442|XP_033149750.1|DBUS	LOC108027790|XP_016954847.1|DBIA
OG0006636	LOC108605643|XP_017850915.1|DBUS	LOC108025984|XP_016952168.1|DBIA
OG0006637	LOC108598817|XP_017841052.1|DBUS	LOC108028544|XP_016955931.1|DBIA
OG0006638	LOC108596269|XP_017837325.1|DBUS	LOC108036567|XP_016968303.1|DBIA
OG0006639	LOC108596266|XP_017837314.1|DBUS	LOC108036338|XP_016967869.1|DBIA
OG0006640	LOC108596326|XP_017837439.1|DBUS	LOC108029727|XP_016957699.1|DBIA
OG0006642	LOC108596859|XP_017838493.1|DBUS	LOC108022471|XP_016946910.1|DBIA
OG0006643	LOC108596082|XP_017836988.1|DBUS	LOC108026657|XP_016953183.1|DBIA
OG0006644	LOC108600988|XP_017844340.1|DBUS	LOC108028644|XP_016956057.1|DBIA
OG0006645	LOC108607981|XP_017854624.1|DBUS	LOC108032594|XP_016961996.1|DBIA
OG0006646	LOC108596069|XP_017836952.1|DBUS	LOC108030049|XP_016958113.1|DBIA
OG0006647	LOC108596848|XP_017838467.1|DBUS	LOC108030225|XP_016958501.1|DBIA
OG0006648	LOC108598915|XP_017841167.1|DBUS	LOC108034626|XP_016965051.1|DBIA
OG0006649	LOC108595912|XP_017836692.1|DBUS	LOC108026717|XP_016953314.1|DBIA
OG0006650	LOC108596409|XP_017837589.1|DBUS	LOC108030126|XP_016958319.1|DBIA
OG0006651	LOC108599975|XP_017842735.2|DBUS	LOC108028273|XP_016955462.1|DBIA
OG0006652	LOC108598914|XP_017841166.1|DBUS	LOC108028746|XP_016956204.1|DBIA
OG0006653	LOC108599808|XP_017842374.1|DBUS	LOC108034869|XP_016965554.1|DBIA
OG0006654	LOC108598555|XP_017840730.1|DBUS	LOC108031074|XP_016959772.1|DBIA
OG0006655	LOC117134619|XP_033149774.1|DBUS	LOC108034894|XP_016965597.1|DBIA
OG0006656	LOC108598478|XP_017840617.1|DBUS	LOC108035057|XP_016965927.1|DBIA
OG0006657	LOC108595638|XP_017836399.1|DBUS	LOC108022876|XP_016947560.1|DBIA
OG0006658	LOC108600568|XP_033149352.1|DBUS	LOC108035341|XP_016966416.1|DBIA
OG0006659	LOC108601160|XP_017844581.2|DBUS	LOC108035451|XP_016966578.1|DBIA
OG0006660	LOC108598604|XP_017840791.2|DBUS	LOC108028682|XP_016956110.1|DBIA
OG0006661	LOC108600340|XP_017843352.2|DBUS	LOC108028434|XP_016955753.1|DBIA
OG0006662	LOC108608510|XP_017855399.1|DBUS	LOC108027787|XP_016954844.1|DBIA
OG0006663	LOC108599866|XP_033149396.1|DBUS	LOC108028622|XP_016956031.1|DBIA
OG0006664	LOC108603274|XP_017847422.1|DBUS	LOC108032096|XP_016961413.1|DBIA
OG0006665	LOC108601100|XP_017844504.1|DBUS	LOC108027891|XP_016955002.1|DBIA
OG0006666	LOC108595019|XP_017835642.1|DBUS	LOC108030341|XP_016958694.1|DBIA
OG0006667	LOC108598711|XP_017840927.1|DBUS	LOC108028501|XP_016955866.1|DBIA
