Orthogroup	DBUS.longest_only	DSER.longest_only
OG0006145	LOC108599293|XP_017841583.1|DBUS	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC108607596|XP_017854027.2|DBUS	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC108603172|XP_017847218.1|DBUS	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC108601079|XP_017844468.2|DBUS	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC108598401|XP_017840513.1|DBUS	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC108598400|XP_017840512.2|DBUS	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC108599108|XP_017841390.1|DBUS	LOC110183208|XP_020807080.1|DSER
OG0006152	LOC108604338|XP_017849251.1|DBUS	LOC110190526|XP_020816731.1|DSER
OG0006153	LOC108595336|XP_017836044.1|DBUS	LOC110176539|XP_020798591.1|DSER
OG0006154	LOC108601476|XP_017844864.1|DBUS	LOC110186782|XP_020811714.1|DSER
OG0006155	LOC108602602|XP_017846229.1|DBUS	LOC110191051|XP_020817436.1|DSER
OG0006156	LOC108604154|XP_017848966.1|DBUS	LOC110188225|XP_020813531.1|DSER
OG0006157	LOC108595745|XP_017836523.1|DBUS	LOC110191513|XP_020818039.1|DSER
OG0006158	LOC108599477|XP_017841805.1|DBUS	LOC110181257|XP_020804621.1|DSER
OG0006159	LOC108594991|XP_017835613.1|DBUS	LOC110189199|XP_020814829.1|DSER
OG0006160	LOC108595327|XP_017836036.1|DBUS	LOC110191494|XP_020818017.1|DSER
OG0006161	LOC108596542|XP_017837923.1|DBUS	LOC110177087|XP_020799273.1|DSER
OG0006162	LOC117134627|XP_033150538.1|DBUS	LOC110185481|XP_020810014.1|DSER, LOC110185442|XP_020809925.1|DSER
OG0006163	LOC108594935|XP_017835559.1|DBUS	LOC110189206|XP_020814837.1|DSER
OG0006165	LOC108598946|XP_017841205.1|DBUS	LOC110177514|XP_020799929.1|DSER
OG0006166	LOC108600490|XP_033149755.1|DBUS	LOC110176943|XP_020799103.1|DSER
OG0006168	LOC108604962|XP_033150239.1|DBUS	LOC110181560|XP_020805005.1|DSER
OG0006169	LOC108606139|XP_017851482.1|DBUS	LOC110180456|XP_020803791.1|DSER
OG0006170	LOC108594934|XP_017835557.1|DBUS	LOC110179337|XP_020802500.1|DSER
OG0006171	LOC108598882|XP_017841131.2|DBUS	LOC110190258|XP_020816280.1|DSER
OG0006172	LOC108597990|XP_017840095.1|DBUS	LOC110176718|XP_020798818.1|DSER, LOC110176719|XP_020798819.1|DSER
OG0006173	LOC108602344|XP_017845932.1|DBUS	LOC110185854|XP_020810522.1|DSER
OG0006174	LOC108598219|XP_017840324.2|DBUS	LOC110190892|XP_020817210.1|DSER
OG0006176	LOC108605453|XP_017850630.1|DBUS	LOC110177599|XP_020800053.1|DSER
OG0006182	LOC108603136|XP_017847146.1|DBUS	LOC110188605|XP_020814027.1|DSER
OG0006184	LOC108602349|XP_017845938.1|DBUS	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC108603046|XP_017846953.1|DBUS	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC108604449|XP_017849417.1|DBUS	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC108602642|XP_017846276.1|DBUS	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC108605154|XP_017850217.1|DBUS	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC108605181|XP_017850260.1|DBUS	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC108603805|XP_017848392.1|DBUS	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC108604631|XP_017849668.1|DBUS	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC108605075|XP_017850131.1|DBUS	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC108605860|XP_017851160.1|DBUS	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC108605151|XP_017850214.1|DBUS	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC108605713|XP_017850996.1|DBUS	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC117134661|XP_033148941.1|DBUS	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC108607364|XP_017853566.1|DBUS	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC108606187|XP_017851529.1|DBUS	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC108604195|XP_017849037.1|DBUS	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC108604721|XP_017849787.1|DBUS	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC108606598|XP_017852337.1|DBUS	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC108606597|XP_017852334.1|DBUS	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC108606443|XP_017852043.1|DBUS	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC108603460|XP_017847782.1|DBUS	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC108605246|XP_017850345.1|DBUS	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC108607682|XP_017854127.2|DBUS	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC108607462|XP_017853789.2|DBUS	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC108600245|XP_017843170.1|DBUS	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC108606111|XP_017851453.1|DBUS	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC108606200|XP_017851547.1|DBUS	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC108596958|XP_017838696.1|DBUS	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC108596951|XP_017838683.2|DBUS	LOC110184951|XP_020809258.1|DSER
OG0006213	LOC108601379|XP_017844767.1|DBUS	LOC110187951|XP_020813127.1|DSER
OG0006214	LOC108607005|XP_017853071.1|DBUS	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC108606328|XP_017851837.1|DBUS	LOC110184805|XP_020809098.1|DSER
OG0006216	LOC108601733|XP_017845143.1|DBUS	LOC110189493|XP_020815247.1|DSER
OG0006217	LOC108607253|XP_017853425.1|DBUS	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC108608180|XP_017854928.2|DBUS	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC108606291|XP_033150405.1|DBUS	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC108598089|XP_017840192.1|DBUS	LOC110178943|XP_020801901.1|DSER
OG0006221	LOC108602167|XP_017845689.1|DBUS	LOC110191035|XP_020817415.1|DSER
OG0006222	LOC108601931|XP_017845398.1|DBUS	LOC110191060|XP_020817449.1|DSER
OG0006223	LOC108605797|XP_017851089.1|DBUS	LOC110175983|XP_020797841.1|DSER
OG0006224	LOC108606646|XP_017852437.1|DBUS	LOC110180283|XP_020803593.1|DSER
OG0006225	LOC108607061|XP_017853163.1|DBUS	LOC110181599|XP_020805051.1|DSER
OG0006226	LOC108597728|XP_017839912.2|DBUS	LOC110189274|XP_020814952.1|DSER
OG0006227	LOC108605253|XP_017850362.1|DBUS	LOC110179076|XP_020802115.1|DSER
OG0006228	LOC108595991|XP_017836767.1|DBUS	LOC110182347|XP_020806082.1|DSER
OG0006229	LOC108607385|XP_017853615.1|DBUS	LOC110185473|XP_020809989.1|DSER
OG0006230	LOC108606370|XP_017851908.1|DBUS	LOC110181642|XP_020805116.1|DSER
OG0006231	LOC108606590|XP_033150289.1|DBUS	LOC110183239|XP_020807116.1|DSER
OG0006232	LOC108606495|XP_017852140.1|DBUS	LOC110184382|XP_020808546.1|DSER
OG0006233	LOC108606496|XP_017852144.1|DBUS	LOC110181800|XP_020805341.1|DSER
OG0006234	LOC108605180|XP_017850258.1|DBUS	LOC110181645|XP_020805118.1|DSER
OG0006235	LOC108605001|XP_017850057.1|DBUS	LOC110182089|XP_020805730.1|DSER
OG0006236	LOC108607087|XP_017853199.1|DBUS	LOC110185525|XP_020810081.1|DSER
OG0006237	LOC108605951|XP_017851261.1|DBUS	LOC110180294|XP_020803609.1|DSER
OG0006238	LOC108606592|XP_017852327.1|DBUS	LOC110181768|XP_020805300.1|DSER
OG0006239	LOC108606761|XP_017852661.1|DBUS	LOC110180321|XP_020803635.1|DSER
OG0006240	LOC108603923|XP_017848606.1|DBUS	LOC110189020|XP_020814640.1|DSER
OG0006241	LOC108605162|XP_017850233.1|DBUS	LOC110181643|XP_020805117.1|DSER
OG0006242	LOC108606883|XP_017852897.1|DBUS	LOC110179495|XP_020802728.1|DSER
OG0006243	LOC108601698|XP_017845099.1|DBUS	LOC110191756|XP_020818354.1|DSER
OG0006244	LOC108604587|XP_017849607.1|DBUS	LOC110190941|XP_020817273.1|DSER
OG0006245	LOC108603272|XP_017847420.1|DBUS	LOC110188227|XP_020813533.1|DSER
OG0006246	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS	LOC110179753|XP_020803028.1|DSER
OG0006247	LOC108594895|XP_017835522.1|DBUS	LOC110191587|XP_020818131.1|DSER
OG0006248	LOC108603834|XP_017848466.1|DBUS	LOC110177142|XP_020799375.1|DSER
OG0006249	LOC108608353|XP_017855187.1|DBUS	LOC110185662|XP_020810281.1|DSER
OG0006250	LOC108607011|XP_017853080.1|DBUS	LOC110187138|XP_020812211.1|DSER
OG0006251	LOC108604466|XP_017849438.1|DBUS	LOC110186521|XP_020811378.1|DSER
OG0006252	LOC108604465|XP_017849437.1|DBUS	LOC110186520|XP_020811376.1|DSER
OG0006253	LOC108606575|XP_017852284.1|DBUS	LOC110179746|XP_020803020.1|DSER
OG0006254	LOC108604630|XP_017849667.1|DBUS	LOC110186258|XP_020811023.1|DSER
OG0006255	LOC108601981|XP_017845465.1|DBUS	LOC110177325|XP_020799657.1|DSER
OG0006256	LOC108605770|XP_017851063.1|DBUS	LOC110181502|XP_020804931.1|DSER
OG0006257	LOC108606298|XP_017851774.1|DBUS	LOC110182094|XP_020805737.1|DSER
OG0006258	LOC108606109|XP_017851445.2|DBUS	LOC110184445|XP_020808644.1|DSER
OG0006259	LOC108604226|XP_017849080.1|DBUS	LOC110191204|XP_020817629.1|DSER
OG0006260	LOC108606853|XP_017852839.2|DBUS	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER
OG0006261	LOC108608530|XP_017855434.1|DBUS	LOC110184998|XP_020809311.1|DSER
OG0006262	LOC108606679|XP_017852514.1|DBUS	LOC110182216|XP_020805901.1|DSER
OG0006263	LOC108606553|XP_017852243.1|DBUS	LOC110182575|XP_020806283.1|DSER
OG0006264	LOC108606440|XP_017852041.1|DBUS	LOC110187120|XP_020812189.1|DSER
OG0006265	LOC108595979|XP_017836755.2|DBUS	LOC110178267|XP_020800992.1|DSER
OG0006266	LOC108605565|XP_017850821.1|DBUS	LOC110187114|XP_020812182.1|DSER
OG0006267	LOC108606402|XP_033150429.1|DBUS	LOC110184184|XP_020808254.1|DSER
OG0006268	LOC108595282|XP_017835984.1|DBUS	LOC110178169|XP_020800865.1|DSER
OG0006269	LOC108604150|XP_017848953.1|DBUS	LOC110186610|XP_020811501.1|DSER
OG0006270	LOC108604957|XP_017850015.1|DBUS	LOC110179059|XP_020802078.1|DSER
OG0006271	LOC108601861|XP_017845306.1|DBUS	LOC110189881|XP_020815788.1|DSER
OG0006272	LOC108607122|XP_017853244.1|DBUS	LOC110175952|XP_020797800.1|DSER
OG0006273	LOC108605448|XP_017850619.1|DBUS	LOC110189776|XP_020815659.1|DSER
OG0006274	LOC108605205|XP_017850296.1|DBUS	LOC110184207|XP_020808313.1|DSER
OG0006275	LOC108605454|XP_017850628.1|DBUS	LOC110181820|XP_020805375.1|DSER
OG0006276	LOC108601048|XP_017844429.1|DBUS	LOC110184496|XP_020808709.1|DSER
OG0006277	LOC108597685|XP_017839849.1|DBUS	LOC110188572|XP_020813992.1|DSER
OG0006278	LOC108605528|XP_017850768.1|DBUS	LOC110184405|XP_020808590.1|DSER
OG0006279	LOC108606981|XP_017853044.1|DBUS	LOC110182114|XP_020805780.1|DSER
OG0006280	LOC108606361|XP_033150180.1|DBUS	LOC110180377|XP_020803702.1|DSER
OG0006281	LOC108606360|XP_033150250.1|DBUS	LOC110180376|XP_020803701.1|DSER
OG0006282	LOC108606603|XP_017852352.1|DBUS	LOC110186952|XP_020811947.1|DSER
OG0006283	LOC108601841|XP_017845275.1|DBUS	LOC110184602|XP_020808856.1|DSER
OG0006284	LOC108599319|XP_017841610.1|DBUS	LOC110184436|XP_020808634.1|DSER, LOC110190589|XP_020816841.1|DSER
OG0006285	LOC108601237|XP_017844625.1|DBUS	LOC110189071|XP_020814704.1|DSER
OG0006286	LOC108602002|XP_017845492.1|DBUS	LOC110188636|XP_020814070.1|DSER
OG0006287	LOC108605915|XP_017851220.1|DBUS	LOC110181703|XP_020805206.1|DSER
OG0006288	LOC108602006|XP_017845497.1|DBUS	LOC110186533|XP_020811393.1|DSER
OG0006289	LOC108603989|XP_017848707.1|DBUS	LOC110188080|XP_020813292.1|DSER
OG0006290	LOC108606952|XP_033150516.1|DBUS	LOC110182059|XP_020805674.1|DSER
OG0006291	LOC108599673|XP_017842155.2|DBUS	LOC110182600|XP_020806317.1|DSER
OG0006292	LOC108605157|XP_017850223.1|DBUS	LOC110182467|XP_020806164.1|DSER
OG0006293	LOC108600392|XP_017843429.1|DBUS	LOC110178735|XP_020801619.1|DSER
OG0006294	LOC108606971|XP_017853022.1|DBUS	LOC110180629|XP_020803976.1|DSER
OG0006295	LOC108605159|XP_017850230.1|DBUS	LOC110180405|XP_020803718.1|DSER
OG0006296	LOC108606843|XP_017852825.1|DBUS	LOC110180636|XP_020803988.1|DSER
OG0006297	LOC108606492|XP_017852124.2|DBUS	LOC110181904|XP_020805495.1|DSER
OG0006298	LOC108606627|XP_017852402.1|DBUS	LOC110180623|XP_020803966.1|DSER
OG0006299	LOC108605102|XP_033150407.1|DBUS	LOC110184485|XP_020808695.1|DSER
OG0006300	LOC108605464|XP_017850638.1|DBUS	LOC110179092|XP_020802137.1|DSER
OG0006301	LOC108606220|XP_017851606.1|DBUS	LOC110184160|XP_020808227.1|DSER
OG0006302	LOC117134892|XP_033150162.1|DBUS	LOC110181519|XP_020804951.1|DSER
OG0006303	LOC108596921|XP_017838628.1|DBUS	LOC110177837|XP_020800442.1|DSER
OG0006304	LOC108604333|XP_017849248.1|DBUS	LOC110184188|XP_020808265.1|DSER
OG0006305	LOC108604729|XP_017849798.1|DBUS	LOC110183920|XP_020807943.1|DSER
OG0006306	LOC108603187|XP_017847237.1|DBUS	LOC110190986|XP_020817353.1|DSER
OG0006307	LOC108601747|XP_017845159.1|DBUS	LOC110176538|XP_020798587.1|DSER
OG0006308	LOC108604946|XP_017850004.1|DBUS	LOC110179094|XP_020802139.1|DSER
OG0006309	LOC108606526|XP_017852188.1|DBUS	LOC110181608|XP_020805065.1|DSER
OG0006310	LOC108604551|XP_017849568.1|DBUS	LOC110186491|XP_020811341.1|DSER
OG0006311	LOC108605015|XP_017850071.1|DBUS	LOC110182202|XP_020805882.1|DSER
OG0006313	LOC108607170|XP_017853312.1|DBUS	LOC110184310|XP_020808456.1|DSER
OG0006314	LOC117134896|XP_033150168.1|DBUS	LOC110181683|XP_020805183.1|DSER
OG0006315	LOC108603825|XP_017848444.1|DBUS	LOC110186646|XP_020811564.1|DSER
OG0006316	LOC108594963|XP_017835586.1|DBUS	LOC110180354|XP_020803675.1|DSER
OG0006317	LOC108607089|XP_017853201.1|DBUS	LOC110184591|XP_020808841.1|DSER
OG0006318	LOC108605257|XP_017850369.1|DBUS	LOC110181680|XP_020805179.1|DSER
OG0006319	LOC108595126|XP_017835777.1|DBUS	LOC110189276|XP_020814954.1|DSER
OG0006320	LOC108604959|XP_017850018.1|DBUS	LOC110179063|XP_020802084.1|DSER
OG0006322	LOC108605100|XP_033150369.1|DBUS	LOC110176098|XP_020797996.1|DSER
OG0006323	LOC108605878|XP_017851180.1|DBUS	LOC110181900|XP_020805490.1|DSER
OG0006324	LOC108606333|XP_017851846.1|DBUS	LOC110180093|XP_020803374.1|DSER
OG0006325	LOC108601654|XP_017845043.1|DBUS	LOC110177166|XP_020799411.1|DSER
OG0006326	LOC108599036|XP_017841305.1|DBUS	LOC110176146|XP_020798042.1|DSER
OG0006327	LOC108602173|XP_017845698.1|DBUS	LOC110186451|XP_020811295.1|DSER
OG0006328	LOC108602908|XP_017846706.1|DBUS	LOC110177333|XP_020799675.1|DSER
OG0006329	LOC108606640|XP_017852425.1|DBUS	LOC110182525|XP_020806231.1|DSER
OG0006330	LOC108604158|XP_017848972.1|DBUS	LOC110189646|XP_020815451.1|DSER
OG0006331	LOC108607093|XP_017853207.1|DBUS	LOC110179397|XP_020802581.1|DSER
OG0006332	LOC108605822|XP_017851117.1|DBUS	LOC110187112|XP_020812181.1|DSER
OG0006333	LOC108605599|XP_017850864.1|DBUS	LOC110184163|XP_020808231.1|DSER
OG0006334	LOC108605172|XP_017850246.1|DBUS	LOC110180406|XP_020803719.1|DSER
OG0006335	LOC108604738|XP_017849809.1|DBUS	LOC110188828|XP_020814381.1|DSER
OG0006336	LOC108606225|XP_017851612.1|DBUS	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC108606563|XP_017852269.1|DBUS	LOC110176073|XP_020797953.1|DSER
OG0006338	LOC108602382|XP_017845982.1|DBUS	LOC110176445|XP_020798453.1|DSER
OG0006339	LOC108606368|XP_017851905.1|DBUS	LOC110184393|XP_020808561.1|DSER
OG0006340	LOC108605496|XP_017850730.1|DBUS	LOC110179122|XP_020802171.1|DSER
OG0006341	LOC108606470|XP_017852087.1|DBUS	LOC110176123|XP_020798019.1|DSER
OG0006342	LOC108607245|XP_017853416.2|DBUS	LOC110175932|XP_020797770.1|DSER
OG0006343	LOC108605846|XP_017851143.1|DBUS	LOC110176094|XP_020797993.1|DSER
OG0006344	LOC108607063|XP_017853166.1|DBUS	LOC110180638|XP_020803990.1|DSER
OG0006345	LOC108603134|XP_017847143.1|DBUS	LOC110188657|XP_020814101.1|DSER
OG0006346	LOC108604500|XP_017849485.1|DBUS	LOC110186861|XP_020811812.1|DSER
OG0006347	LOC108603844|XP_017848482.1|DBUS	LOC110176393|XP_020798381.1|DSER
OG0006348	LOC108605559|XP_017850813.1|DBUS	LOC110182555|XP_020806266.1|DSER
OG0006349	LOC108606809|XP_017852767.2|DBUS	LOC110179433|XP_020802625.1|DSER
OG0006350	LOC108603031|XP_017846935.1|DBUS	LOC110186544|XP_020811406.1|DSER
OG0006351	LOC108607189|XP_017853337.1|DBUS	LOC110180119|XP_020803418.1|DSER
OG0006352	LOC108596099|XP_017837008.1|DBUS	LOC110189233|XP_020814875.1|DSER
OG0006353	LOC108602114|XP_017845628.1|DBUS	LOC110186564|XP_020811427.1|DSER
OG0006354	LOC108604237|XP_017849099.1|DBUS	LOC110177429|XP_020799811.1|DSER
OG0006355	LOC108607205|XP_017853359.1|DBUS	LOC110179381|XP_020802554.1|DSER
OG0006356	LOC108605285|XP_017850422.1|DBUS	LOC110181758|XP_020805280.1|DSER
OG0006357	LOC108605201|XP_017850289.1|DBUS	LOC110181678|XP_020805172.1|DSER
OG0006358	LOC108599642|XP_017842106.1|DBUS	LOC110177637|XP_020800108.1|DSER
OG0006359	LOC108603041|XP_017846949.1|DBUS	LOC110191777|XP_020818381.1|DSER
OG0006360	LOC108605800|XP_017851092.1|DBUS	LOC110181918|XP_020805513.1|DSER
OG0006361	LOC108602212|XP_017845748.1|DBUS	LOC110191772|XP_020818376.1|DSER
OG0006362	LOC108607102|XP_017853217.1|DBUS	LOC110179512|XP_020802748.1|DSER
OG0006363	LOC108606729|XP_017852608.1|DBUS	LOC110181776|XP_020805313.1|DSER
OG0006364	LOC108608122|XP_017854844.2|DBUS	LOC110187293|XP_020812341.1|DSER
OG0006365	LOC108606898|XP_017852915.2|DBUS	LOC110176067|XP_020797947.1|DSER
OG0006366	LOC108605969|XP_017851280.1|DBUS	LOC110176016|XP_020797884.1|DSER
OG0006367	LOC108605361|XP_017850519.1|DBUS	LOC110179399|XP_020802582.1|DSER
OG0006368	LOC108602286|XP_017845852.1|DBUS	LOC110186630|XP_020811546.1|DSER
OG0006369	LOC108602279|XP_017845825.1|DBUS	LOC110186620|XP_020811515.1|DSER
OG0006370	LOC108605584|XP_017850844.1|DBUS	LOC110181707|XP_020805214.1|DSER
OG0006371	LOC108602068|XP_017845576.1|DBUS	LOC110186671|XP_020811594.1|DSER
OG0006372	LOC108604628|XP_017849666.1|DBUS	LOC110186779|XP_020811710.1|DSER
OG0006373	LOC108605819|XP_017851113.1|DBUS	LOC110181556|XP_020804997.1|DSER
OG0006374	LOC108607117|XP_017853239.1|DBUS	LOC110182197|XP_020805869.1|DSER
OG0006375	LOC108606929|XP_017852968.1|DBUS	LOC110184576|XP_020808810.1|DSER
OG0006376	LOC108606637|XP_017852422.1|DBUS	LOC110179379|XP_020802552.1|DSER
OG0006377	LOC108605521|XP_017850760.1|DBUS	LOC110181745|XP_020805264.1|DSER
OG0006378	LOC108603037|XP_017846944.1|DBUS	LOC110189033|XP_020814660.1|DSER
OG0006379	LOC108606044|XP_017851380.1|DBUS	LOC110181493|XP_020804915.1|DSER
OG0006380	LOC108605228|XP_017850327.1|DBUS	LOC110181711|XP_020805219.1|DSER
OG0006381	LOC108606516|XP_017852175.1|DBUS	LOC110180643|XP_020803996.1|DSER
OG0006382	LOC108606720|XP_017852591.1|DBUS	LOC110183512|XP_020807457.1|DSER
OG0006383	LOC108606565|XP_017852271.1|DBUS	LOC110180378|XP_020803703.1|DSER
OG0006384	LOC108606921|XP_017852952.1|DBUS	LOC110180331|XP_020803648.1|DSER
OG0006385	LOC108604016|XP_017848749.1|DBUS	LOC110177315|XP_020799646.1|DSER
OG0006386	LOC108607832|XP_017854380.1|DBUS	LOC110186034|XP_020810730.1|DSER
OG0006387	LOC108602306|XP_017845879.1|DBUS	LOC110186393|XP_020811214.1|DSER
OG0006388	LOC108605131|XP_017850183.1|DBUS	LOC110180471|XP_020803807.1|DSER
OG0006389	LOC108604922|XP_017849980.1|DBUS	LOC110180470|XP_020803806.1|DSER
OG0006390	LOC108602239|XP_017845775.1|DBUS	LOC110187770|XP_020812893.1|DSER
OG0006391	LOC108604400|XP_017849349.1|DBUS	LOC110184699|XP_020808974.1|DSER
OG0006392	LOC108607062|XP_017853165.1|DBUS	LOC110182567|XP_020806275.1|DSER
OG0006393	LOC108607773|XP_017854292.1|DBUS	LOC110181210|XP_020804551.1|DSER
OG0006394	LOC108603953|XP_017848635.1|DBUS	LOC110187759|XP_020812882.1|DSER
OG0006395	LOC108604151|XP_017848954.1|DBUS	LOC110186611|XP_020811502.1|DSER
OG0006396	LOC108605355|XP_017850513.1|DBUS	LOC110180141|XP_020803446.1|DSER
OG0006397	LOC108607247|XP_017853418.1|DBUS	LOC110184604|XP_020808855.1|DSER
OG0006398	LOC108605218|XP_017850315.1|DBUS	LOC110182097|XP_020805740.1|DSER
OG0006399	LOC108606437|XP_017852038.1|DBUS	LOC110184271|XP_020808395.1|DSER
OG0006400	LOC108606434|XP_017852035.1|DBUS	LOC110184269|XP_020808393.1|DSER
OG0006401	LOC108599264|XP_017841549.2|DBUS	LOC110185260|XP_020809658.1|DSER
OG0006402	LOC108602798|XP_017846509.1|DBUS	LOC110190952|XP_020817292.1|DSER
OG0006403	LOC108601470|XP_017844858.1|DBUS	LOC110191306|XP_020817775.1|DSER
OG0006404	LOC108603216|XP_017847300.1|DBUS	LOC110186950|XP_020811944.1|DSER
OG0006405	LOC108600936|XP_017844262.1|DBUS	LOC110191240|XP_020817677.1|DSER
OG0006406	LOC108601885|XP_017845348.1|DBUS	LOC110177460|XP_020799857.1|DSER
OG0006407	LOC108607020|XP_017853094.1|DBUS	LOC110184344|XP_020808498.1|DSER
OG0006408	LOC108605719|XP_017851001.1|DBUS	LOC110184165|XP_020808235.1|DSER
OG0006409	LOC108605731|XP_017851015.1|DBUS	LOC110184226|XP_020808344.1|DSER
OG0006410	LOC108605703|XP_017850984.1|DBUS	LOC110181514|XP_020804947.1|DSER
OG0006411	LOC108605759|XP_017851050.1|DBUS	LOC110179678|XP_020802949.1|DSER
OG0006412	LOC108604583|XP_017849603.1|DBUS	LOC110186785|XP_020811719.1|DSER
OG0006413	LOC108604084|XP_017848848.1|DBUS	LOC110186411|XP_020811241.1|DSER
OG0006414	LOC108601939|XP_017845408.1|DBUS	LOC110188356|XP_020813723.1|DSER
OG0006415	LOC108606701|XP_017852565.2|DBUS	LOC110182215|XP_020805900.1|DSER
OG0006416	LOC108607236|XP_017853403.1|DBUS	LOC110183497|XP_020807439.1|DSER
OG0006417	LOC108598170|XP_017840278.1|DBUS	LOC110185811|XP_020810474.1|DSER
OG0006418	LOC108606686|XP_017852527.1|DBUS	LOC110179108|XP_020802157.1|DSER
OG0006419	LOC108601722|XP_017845128.1|DBUS	LOC110191391|XP_020817905.1|DSER
OG0006420	LOC108603345|XP_017847565.2|DBUS	LOC110186397|XP_020811222.1|DSER
OG0006421	LOC108599430|XP_017841638.2|DBUS	LOC110182709|XP_020806466.1|DSER
OG0006422	LOC108607939|XP_017854545.2|DBUS	LOC110183121|XP_020806971.1|DSER
OG0006423	LOC108603059|XP_017846985.1|DBUS	LOC110188334|XP_020813701.1|DSER
OG0006424	LOC108603062|XP_017846987.1|DBUS	LOC110188336|XP_020813703.1|DSER
OG0006425	LOC108603058|XP_017846984.1|DBUS	LOC110187961|XP_020813139.1|DSER
OG0006426	LOC108603057|XP_017846983.1|DBUS	LOC110187960|XP_020813138.1|DSER
OG0006427	LOC108601750|XP_017845163.1|DBUS	LOC110177393|XP_020799755.1|DSER
OG0006428	LOC108604131|XP_017848923.1|DBUS	LOC110177175|XP_020799422.1|DSER
OG0006429	LOC108603154|XP_033150045.1|DBUS	LOC110191307|XP_020817776.1|DSER
OG0006430	LOC108598409|XP_017840521.1|DBUS	LOC110184671|XP_020808937.1|DSER
OG0006431	LOC108604214|XP_017849068.1|DBUS	LOC110176410|XP_020798408.1|DSER
OG0006432	LOC108601349|XP_017844736.1|DBUS	LOC110188263|XP_020813608.1|DSER
OG0006433	LOC108603141|XP_017847167.1|DBUS	LOC110188064|XP_020813273.1|DSER
OG0006434	LOC108607829|XP_017854381.1|DBUS	LOC110183386|XP_020807311.1|DSER
OG0006435	LOC108603394|XP_017847660.1|DBUS	LOC110177285|XP_020799594.1|DSER
OG0006436	LOC108598543|XP_017840716.1|DBUS	LOC110181488|XP_020804908.1|DSER
OG0006437	LOC108606211|XP_017851577.1|DBUS	LOC110184197|XP_020808287.1|DSER
OG0006438	LOC108605734|XP_017851022.1|DBUS	LOC110187556|XP_020812604.1|DSER
OG0006439	LOC108604143|XP_017848941.1|DBUS	LOC110190433|XP_020816578.1|DSER
OG0006440	LOC108604144|XP_017848942.1|DBUS	LOC110191417|XP_020817934.1|DSER
OG0006441	LOC108601415|XP_017844803.1|DBUS	LOC110191393|XP_020817910.1|DSER
OG0006442	LOC108601236|XP_017844624.1|DBUS	LOC110189685|XP_020815514.1|DSER
OG0006443	LOC108603370|XP_017847622.1|DBUS	LOC110191807|XP_020818418.1|DSER
OG0006444	LOC108604788|XP_017849876.1|DBUS	LOC110186174|XP_020810886.1|DSER
OG0006445	LOC108605841|XP_017851138.1|DBUS	LOC110182502|XP_020806209.1|DSER
OG0006446	LOC108601848|XP_017845284.1|DBUS	LOC110189039|XP_020814667.1|DSER
OG0006447	LOC108601901|XP_017845367.1|DBUS	LOC110190875|XP_020817191.1|DSER
OG0006448	LOC108601823|XP_017845249.1|DBUS	LOC110189720|XP_020815573.1|DSER
OG0006449	LOC108604163|XP_017848983.1|DBUS	LOC110189468|XP_020815209.1|DSER
