Orthogroup	DBUS.longest_only	AAEG.longest_only
OG0003548	LOC108596991|XP_017838749.1|DBUS	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC108597628|XP_017839760.1|DBUS	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC108596671|XP_017838168.1|DBUS	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC108596231|XP_017837258.1|DBUS	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC108595701|XP_017836474.1|DBUS	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC108597573|XP_017839673.1|DBUS	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC108600639|XP_017843820.1|DBUS	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC108600479|XP_017843588.2|DBUS	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC108597923|XP_033149419.1|DBUS	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC108600541|XP_017843686.1|DBUS	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC108600233|XP_033149354.1|DBUS	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC108599821|XP_017842410.1|DBUS	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC108599147|XP_017841424.1|DBUS, LOC108598720|XP_017840939.1|DBUS	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC108597104|XP_017838965.1|DBUS	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC108597758|XP_033149151.1|DBUS	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC108602992|XP_017846875.1|DBUS	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC108599773|XP_017842309.1|DBUS	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC108598422|XP_017840538.1|DBUS	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC108603473|XP_017847801.1|DBUS	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC108597252|XP_017839195.1|DBUS	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC108597048|XP_017838851.1|DBUS	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC108600081|XP_017842929.2|DBUS	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC108596905|XP_017838584.1|DBUS	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC108598706|XP_017840920.1|DBUS	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC108597633|XP_017839767.1|DBUS	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC108595181|XP_017835848.1|DBUS	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC108601157|XP_017844576.1|DBUS	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC108600812|XP_017844086.1|DBUS	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC108599759|XP_017842263.1|DBUS	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC108600581|XP_017843742.1|DBUS	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC108600715|XP_017843941.2|DBUS	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC108597138|XP_017839018.1|DBUS	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC108597218|XP_017839148.1|DBUS	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC108599858|XP_033149690.1|DBUS	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC108600501|XP_017843624.1|DBUS	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC108597072|XP_017838890.1|DBUS	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC108596485|XP_017837753.1|DBUS	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC108599902|XP_017842585.2|DBUS	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC108607343|XP_017853516.1|DBUS	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC108604316|XP_017849230.1|DBUS	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC108603798|XP_017848384.1|DBUS	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC108596024|XP_017836871.1|DBUS	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC108601007|XP_017844363.2|DBUS	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC108600391|XP_017843427.1|DBUS	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC108600124|XP_017842996.1|DBUS	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC108600045|XP_017842879.1|DBUS	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC108600500|XP_017843623.1|DBUS	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC108594990|XP_017835612.1|DBUS	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC108597035|XP_017838817.1|DBUS	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC108597438|XP_017839489.1|DBUS	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC108600457|XP_017843535.1|DBUS	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC108594843|XP_017835469.2|DBUS	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC108599889|XP_017842565.2|DBUS	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC108595138|XP_017835790.1|DBUS	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC108596603|XP_017838023.1|DBUS	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC108599028|XP_017841297.1|DBUS	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC108607475|XP_017853808.1|DBUS	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC108603346|XP_017847566.1|DBUS	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC108595314|XP_017836021.1|DBUS	LOC5568317|XP_001652194.1|AAEG
OG0003608	LOC108598718|XP_017840937.1|DBUS	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC108597690|XP_017839855.1|DBUS	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC108598944|XP_017841203.2|DBUS	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC108606730|XP_017852609.1|DBUS, LOC108600894|XP_033149670.1|DBUS	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC108595631|XP_017836389.1|DBUS	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC108595347|XP_017836060.1|DBUS	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC108595348|XP_017836061.1|DBUS	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC108596148|XP_017837131.1|DBUS	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC108595091|XP_017835732.1|DBUS	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC108596585|XP_017838001.1|DBUS	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC108596583|XP_017837994.1|DBUS	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC108596707|XP_017838219.1|DBUS	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC108597509|XP_017839586.1|DBUS	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC108600135|XP_017843017.1|DBUS	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC108600134|XP_017843014.2|DBUS	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC108597140|XP_017839021.1|DBUS	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC108596963|XP_017838699.1|DBUS	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC108595566|XP_017836316.1|DBUS	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC108597710|XP_017839889.1|DBUS	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC108596365|XP_017837518.1|DBUS	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC108597374|XP_017839394.1|DBUS	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC108596089|XP_017836996.1|DBUS	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC117135015|XP_033150693.1|DBUS	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC108600016|XP_017842821.2|DBUS	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC108599340|XP_017841632.1|DBUS	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC108597571|XP_017839671.1|DBUS	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC108598535|XP_017840707.1|DBUS	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC108600436|XP_017843501.2|DBUS	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC108594716|XP_017835344.1|DBUS	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC108596186|XP_017837188.1|DBUS	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC108598499|XP_017840658.1|DBUS	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC108607712|XP_017854202.2|DBUS	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC108594752|XP_017835380.1|DBUS	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC108596668|XP_017838163.1|DBUS	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC108597505|XP_017839579.1|DBUS	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC108597185|XP_017839101.1|DBUS	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC108597388|XP_017839410.1|DBUS	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC108600072|XP_017842916.1|DBUS	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC108600620|XP_017843793.1|DBUS	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC108601116|XP_017844526.1|DBUS	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC108603364|XP_033150827.1|DBUS, LOC108608283|XP_017855088.2|DBUS	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC108602259|XP_017845803.1|DBUS	LOC110675955|XP_021697734.1|AAEG, LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC108605894|XP_017851199.1|DBUS	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC108604782|XP_017849868.1|DBUS	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC108599084|XP_017841361.1|DBUS	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC108600989|XP_017844341.1|DBUS	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC108599187|XP_017841472.1|DBUS	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC108607677|XP_017854123.2|DBUS	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC108598542|XP_017840714.2|DBUS	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC108598853|XP_017841099.1|DBUS	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC108604734|XP_017849805.1|DBUS	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC108598716|XP_017840921.2|DBUS	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC108600097|XP_017842947.1|DBUS	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC108599832|XP_033149355.1|DBUS	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC108600004|XP_017842777.1|DBUS	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC108598700|XP_017840913.1|DBUS	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC108600540|XP_017843681.1|DBUS	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC108595553|XP_017836302.1|DBUS	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC108597600|XP_017839711.1|DBUS	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC108600389|XP_033149542.1|DBUS	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC108594618|XP_033149254.1|DBUS	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC108595654|XP_017836418.1|DBUS	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC108595653|XP_017836417.1|DBUS	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC108596919|XP_017838619.1|DBUS	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC108604657|XP_017849696.1|DBUS	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC108596738|XP_017838288.1|DBUS	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC108597726|XP_017839909.1|DBUS	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC108596116|XP_017837033.1|DBUS	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC108596113|XP_017837028.1|DBUS	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC108602745|XP_017846392.1|DBUS	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC108600567|XP_033149648.1|DBUS	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC108600898|XP_017844211.1|DBUS	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC108595128|XP_033149005.1|DBUS	LOC5568838|XP_001658204.2|AAEG
OG0003683	LOC108596086|XP_017836992.1|DBUS	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC108600707|XP_017843926.1|DBUS	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC108598730|XP_017840949.2|DBUS	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC108597118|XP_017838985.1|DBUS	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC108596472|XP_017837721.1|DBUS	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC108595259|XP_017835959.1|DBUS	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC108600742|XP_017843976.1|DBUS	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC108598486|XP_017840629.1|DBUS	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC108598941|XP_017841199.1|DBUS	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC108596832|XP_017838443.1|DBUS	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC108599481|XP_017841813.2|DBUS	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC108600929|XP_017844253.1|DBUS	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC108599590|XP_017842025.1|DBUS	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC108595943|XP_017836717.1|DBUS	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC108596672|XP_017838169.1|DBUS	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC108598748|XP_017840973.1|DBUS	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC108597268|XP_033149235.1|DBUS	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC108597609|XP_017839734.1|DBUS	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC108598871|XP_017841123.1|DBUS	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC108598780|XP_017841009.2|DBUS	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC108598675|XP_017840884.1|DBUS	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC108599591|XP_017842026.1|DBUS	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC108596742|XP_017838298.1|DBUS	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC108598636|XP_017840829.1|DBUS	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC108600265|XP_017843208.1|DBUS	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC108598096|XP_033149367.1|DBUS	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC108596375|XP_017837531.1|DBUS	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC108596374|XP_017837530.1|DBUS	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC108600186|XP_017843082.1|DBUS	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC108597539|XP_017839627.1|DBUS	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC108597288|XP_017839251.1|DBUS	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC108597287|XP_017839250.1|DBUS	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC108599068|XP_017841338.1|DBUS	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC108600880|XP_017844186.1|DBUS	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC108598715|XP_017840933.1|DBUS	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC108600453|XP_017843530.1|DBUS	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC108598614|XP_017840802.2|DBUS	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC108606114|XP_017851456.1|DBUS	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC108597346|XP_017839342.1|DBUS	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC108600304|XP_017843280.2|DBUS	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC108598917|XP_017841170.1|DBUS	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC108600917|XP_017844239.1|DBUS	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC108600333|XP_017843337.1|DBUS	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC108600297|XP_017843267.1|DBUS	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC108599394|XP_033149625.1|DBUS	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC108603541|XP_017847942.1|DBUS	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC108599455|XP_017841778.2|DBUS	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC108600343|XP_017843355.2|DBUS	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC108601118|XP_017844528.1|DBUS	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC108600665|XP_017843850.1|DBUS	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC108600881|XP_017844187.1|DBUS	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC108600038|XP_017842872.1|DBUS	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC108597529|XP_017839616.1|DBUS	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC108595546|XP_017836294.1|DBUS	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC108596744|XP_017838306.1|DBUS	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC108596524|XP_017837900.2|DBUS	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC108597385|XP_017839407.1|DBUS	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC108596727|XP_017838260.1|DBUS	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC108598290|XP_017840852.1|DBUS	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC108600223|XP_017843135.1|DBUS	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC108597384|XP_017839406.1|DBUS	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC108595983|XP_017836760.2|DBUS	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC108597366|XP_017839381.1|DBUS	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC108597020|XP_017838789.2|DBUS	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC108598148|XP_033150659.1|DBUS	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC108599257|XP_017841542.2|DBUS	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC108601072|XP_017844456.2|DBUS	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC108598480|XP_017840619.1|DBUS	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC108600303|XP_033149293.1|DBUS	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC108600484|XP_017843598.2|DBUS	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC108601076|XP_017844459.2|DBUS	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC108600637|XP_017843817.2|DBUS	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC108598618|XP_017840806.1|DBUS	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC108597736|XP_017839920.1|DBUS	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC108595092|XP_017835733.1|DBUS	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC108596364|XP_017837515.1|DBUS	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC108599581|XP_017842009.2|DBUS, LOC117134777|XP_033149375.1|DBUS	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC108597007|XP_017838773.1|DBUS	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC108598791|XP_017841023.1|DBUS	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC108598436|XP_017840556.1|DBUS	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC108598041|XP_033149442.1|DBUS	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC108598444|XP_033149359.1|DBUS	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC108603432|XP_017847744.1|DBUS	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC108605611|XP_017850878.1|DBUS	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC108597678|XP_017839840.1|DBUS	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC108594758|XP_017835386.1|DBUS	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC108596550|XP_017837936.1|DBUS	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC108607407|XP_017853680.1|DBUS	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC108600996|XP_033149426.1|DBUS	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC108599976|XP_017842736.1|DBUS	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC108595046|XP_017835676.1|DBUS	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC108596728|XP_017838261.1|DBUS	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC108606982|XP_017853045.1|DBUS	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC108597352|XP_017839347.1|DBUS	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC108597177|XP_017839084.1|DBUS	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC108597344|XP_017839338.1|DBUS	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC108596721|XP_033148924.1|DBUS	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC108596298|XP_017837381.1|DBUS	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC108607422|XP_017853713.1|DBUS	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC108606288|XP_017851758.1|DBUS	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC108604746|XP_017849821.1|DBUS	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC108597338|XP_017839334.1|DBUS	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC108595273|XP_017835974.1|DBUS	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC108597306|XP_017839274.1|DBUS	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC108594648|XP_017835279.1|DBUS	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC108595422|XP_017836139.1|DBUS	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC108597149|XP_033151007.1|DBUS	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC108598448|XP_017840576.1|DBUS	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC108604056|XP_017848807.1|DBUS	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC108595431|XP_017836150.1|DBUS	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC108595244|XP_017835932.1|DBUS	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC108596804|XP_017838400.1|DBUS	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC108603035|XP_017846941.1|DBUS	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC108607566|XP_017853946.2|DBUS	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC108596072|XP_017836973.1|DBUS	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC108596188|XP_033149108.1|DBUS	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC108598591|XP_033150959.1|DBUS	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC108601987|XP_017845474.1|DBUS	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC108607965|XP_017854581.1|DBUS	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC108603032|XP_017846938.1|DBUS	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC108607845|XP_033150874.1|DBUS	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC108608504|XP_017855391.2|DBUS	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC108608345|XP_017855177.1|DBUS	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC108608498|XP_017855383.1|DBUS	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC108600041|XP_017842875.1|DBUS	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC108596334|XP_017837474.1|DBUS	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC108596273|XP_017837330.1|DBUS	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC108596626|XP_017838060.1|DBUS	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC108603305|XP_033150828.1|DBUS	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC108596546|XP_017837932.2|DBUS	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC108608051|XP_017854721.1|DBUS	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC108603492|XP_017847836.1|DBUS	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC108607982|XP_017854625.1|DBUS	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC108594434|XP_017835097.1|DBUS	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC108594523|XP_017835216.2|DBUS	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC108594404|XP_017835061.2|DBUS	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC108603354|XP_017847580.1|DBUS	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC108597655|XP_017839800.1|DBUS	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC108599977|XP_017842741.2|DBUS	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC108604281|XP_017849177.1|DBUS	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC108608405|XP_017855294.1|DBUS	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC108596844|XP_017838466.2|DBUS	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC108603310|XP_017847486.1|DBUS	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC108607271|XP_017853474.1|DBUS	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC108600728|XP_017843956.2|DBUS	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC108602702|XP_017846346.2|DBUS	LOC5570899|XP_021700658.1|AAEG
