Orthogroup	DBUS.longest_only	SLEB.longest_only
OG0005562	LOC108608418|XP_017855265.2|DBUS	LOC115630551|XP_030383020.1|SLEB
OG0005563	LOC108607344|XP_017853517.1|DBUS	LOC115627997|XP_030379754.1|SLEB
OG0005564	LOC108607472|XP_033149412.1|DBUS	LOC115631937|XP_030384649.1|SLEB
OG0005565	LOC108607848|XP_017854418.1|DBUS	LOC115630500|XP_030382952.1|SLEB
OG0005566	LOC108607850|XP_017854419.1|DBUS	LOC115630501|XP_030382953.1|SLEB
OG0005567	LOC108602257|XP_017845800.1|DBUS	LOC115620973|XP_030370354.1|SLEB
OG0005568	LOC108606155|XP_017851499.1|DBUS	LOC115629490|XP_030381824.1|SLEB, LOC115629474|XP_030381805.1|SLEB
OG0005569	LOC108599927|XP_033150842.1|DBUS	LOC115631573|XP_030384225.1|SLEB
OG0005570	LOC108608023|XP_017854690.1|DBUS	LOC115630439|XP_030382859.1|SLEB
OG0005571	LOC108597093|XP_017838945.1|DBUS	LOC115634619|XP_030388328.1|SLEB
OG0005572	LOC108597715|XP_017839894.1|DBUS	LOC115634482|XP_030388077.1|SLEB
OG0005573	LOC108604081|XP_017848844.1|DBUS	LOC115625166|XP_030375957.1|SLEB
OG0005574	LOC108596264|XP_017837310.1|DBUS	LOC115634523|XP_030388189.1|SLEB
OG0005575	LOC108602624|XP_017846252.1|DBUS	LOC115621564|XP_030371104.1|SLEB
OG0005576	LOC108595996|XP_017836772.1|DBUS	LOC115633884|XP_030387248.1|SLEB
OG0005577	LOC108598773|XP_017841002.1|DBUS	LOC115624685|XP_030375348.1|SLEB
OG0005578	LOC108598279|XP_033149535.1|DBUS	LOC115622257|XP_030372017.1|SLEB
OG0005579	LOC108600856|XP_017844148.1|DBUS	LOC115622559|XP_030372389.1|SLEB
OG0005580	LOC108599978|XP_017842737.1|DBUS	LOC115632537|XP_030385604.1|SLEB
OG0005581	LOC108606420|XP_017852005.1|DBUS	LOC115628937|XP_030381070.1|SLEB
OG0005582	LOC108600956|XP_017844292.1|DBUS	LOC115632348|XP_030385318.1|SLEB
OG0005583	LOC108599891|XP_017842568.1|DBUS	LOC115632390|XP_030385379.1|SLEB
OG0005584	LOC108597019|XP_017838792.2|DBUS	LOC115626311|XP_030377506.1|SLEB
OG0005585	LOC108604676|XP_017849719.1|DBUS	LOC115624142|XP_030374599.1|SLEB
OG0005586	LOC108602249|XP_017845789.1|DBUS	LOC115623919|XP_030374336.1|SLEB
OG0005587	LOC108595498|XP_017836239.1|DBUS	LOC115633708|XP_030387029.1|SLEB
OG0005588	LOC108600694|XP_017843900.1|DBUS	LOC115622825|XP_030372760.1|SLEB
OG0005589	LOC108601964|XP_017845439.1|DBUS	LOC115623527|XP_030373769.1|SLEB
OG0005590	LOC108595250|XP_017835943.1|DBUS	LOC115629476|XP_030381810.1|SLEB
OG0005591	LOC108607194|XP_017853344.1|DBUS	LOC115627613|XP_030379204.1|SLEB
OG0005592	LOC108604668|XP_017849709.1|DBUS	LOC115623376|XP_030373531.1|SLEB
OG0005593	LOC108600932|XP_017844258.1|DBUS	LOC115632135|XP_030385008.1|SLEB
OG0005594	LOC108599561|XP_017841946.1|DBUS	LOC115633146|XP_030386415.1|SLEB
OG0005595	LOC108599557|XP_017841940.1|DBUS	LOC115633145|XP_030386414.1|SLEB
OG0005596	LOC108600346|XP_017843358.2|DBUS	LOC115632254|XP_030385187.1|SLEB
OG0005597	LOC108601950|XP_017845423.1|DBUS	LOC115621023|XP_030370403.1|SLEB
OG0005598	LOC108601739|XP_017845148.1|DBUS	LOC115621825|XP_030371481.1|SLEB
OG0005599	LOC108596857|XP_017838490.1|DBUS	LOC115634481|XP_030388072.1|SLEB
OG0005600	LOC108602232|XP_017845769.1|DBUS	LOC115625505|XP_030376427.1|SLEB
OG0005601	LOC108607068|XP_017853174.1|DBUS	LOC115627260|XP_030378747.1|SLEB
OG0005602	LOC108602738|XP_017846379.1|DBUS	LOC115625439|XP_030376345.1|SLEB
OG0005603	LOC108596617|XP_017838051.1|DBUS	LOC115629552|XP_030381903.1|SLEB
OG0005604	LOC108596968|XP_017838705.1|DBUS	LOC115623125|XP_030373197.1|SLEB
OG0005605	LOC108596403|XP_033149026.1|DBUS	LOC115629442|XP_030381755.1|SLEB
OG0005606	LOC108608506|XP_017855396.2|DBUS	LOC115631112|XP_030383632.1|SLEB
OG0005607	LOC108603818|XP_017848434.1|DBUS	LOC115624018|XP_030374453.1|SLEB
OG0005608	LOC108604747|XP_017849822.1|DBUS	LOC115624121|XP_030374577.1|SLEB
OG0005609	LOC108600271|XP_017843219.1|DBUS	LOC115632660|XP_030385752.1|SLEB
OG0005610	LOC108600110|XP_017842970.2|DBUS	LOC115633132|XP_030386395.1|SLEB
OG0005611	LOC108599734|XP_017842226.1|DBUS	LOC115632378|XP_030385359.1|SLEB
OG0005612	LOC108604485|XP_017849463.1|DBUS	LOC115624406|XP_030375001.1|SLEB
OG0005613	LOC108604694|XP_017849740.1|DBUS	LOC115625343|XP_030376231.1|SLEB
OG0005614	LOC108604270|XP_017849155.1|DBUS	LOC115623733|XP_030374103.1|SLEB
OG0005615	LOC108602402|XP_033149807.1|DBUS	LOC115621246|XP_030370696.1|SLEB
OG0005616	LOC108603785|XP_017848369.1|DBUS	LOC115623667|XP_030373994.1|SLEB
OG0005617	LOC108604116|XP_017848889.1|DBUS	LOC115623488|XP_030373721.1|SLEB
OG0005618	LOC108596509|XP_017837839.1|DBUS	LOC115620804|XP_030370091.1|SLEB
OG0005619	LOC108603992|XP_017848711.1|DBUS	LOC115620814|XP_030370101.1|SLEB
OG0005620	LOC108606448|XP_017852051.1|DBUS	LOC115627418|XP_030378948.1|SLEB
OG0005621	LOC108605289|XP_017850425.1|DBUS	LOC115628674|XP_030380707.1|SLEB
OG0005622	LOC108607138|XP_017853264.1|DBUS	LOC115633254|XP_030386515.1|SLEB
OG0005623	LOC108606703|XP_017852567.1|DBUS	LOC115626673|XP_030377959.1|SLEB
OG0005624	LOC108604037|XP_017848783.1|DBUS	LOC115625261|XP_030376118.1|SLEB
OG0005625	LOC108602917|XP_017846741.1|DBUS	LOC115624412|XP_030375006.1|SLEB
OG0005626	LOC108605949|XP_017851259.1|DBUS	LOC115626836|XP_030378180.1|SLEB
OG0005627	LOC108603253|XP_017847381.1|DBUS	LOC115623317|XP_030373438.1|SLEB
OG0005628	LOC108601986|XP_017845470.1|DBUS	LOC115621096|XP_030370493.1|SLEB
OG0005629	LOC108597641|XP_017839778.1|DBUS	LOC115632328|XP_030385295.1|SLEB
OG0005630	LOC108597087|XP_017838931.1|DBUS	LOC115625703|XP_030376707.1|SLEB
OG0005631	LOC108605569|XP_017850825.1|DBUS	LOC115626744|XP_030378055.1|SLEB
OG0005632	LOC108605132|XP_017850187.1|DBUS	LOC115629308|XP_030381614.1|SLEB
OG0005633	LOC108602866|XP_017846643.1|DBUS	LOC115624056|XP_030374497.1|SLEB
OG0005634	LOC108603734|XP_017848272.1|DBUS	LOC115623715|XP_030374056.1|SLEB
OG0005635	LOC108607866|XP_017854448.1|DBUS	LOC115631039|XP_030383526.1|SLEB
OG0005636	LOC108602966|XP_017846835.1|DBUS	LOC115623385|XP_030373542.1|SLEB
OG0005637	LOC108601727|XP_017845135.1|DBUS	LOC115623478|XP_030373706.1|SLEB
OG0005638	LOC108597625|XP_017839757.1|DBUS	LOC115626612|XP_030377869.1|SLEB
OG0005639	LOC108597196|XP_017839115.1|DBUS	LOC115624709|XP_030375390.1|SLEB
OG0005640	LOC108604767|XP_017849850.1|DBUS	LOC115623471|XP_030373695.1|SLEB
OG0005641	LOC108605503|XP_017850741.1|DBUS	LOC115628737|XP_030380801.1|SLEB
OG0005642	LOC108603223|XP_017847310.1|DBUS	LOC115623676|XP_030374006.1|SLEB
OG0005643	LOC108599392|XP_017841688.1|DBUS	LOC115622912|XP_030372896.1|SLEB
OG0005644	LOC108599388|XP_017841684.1|DBUS	LOC115622530|XP_030372353.1|SLEB
OG0005645	LOC108604950|XP_017850009.1|DBUS	LOC115628728|XP_030380788.1|SLEB
OG0005646	LOC108604964|XP_017850023.1|DBUS	LOC115627279|XP_030378770.1|SLEB
OG0005647	LOC108595742|XP_017836517.1|DBUS	LOC115626314|XP_030377508.1|SLEB
OG0005648	LOC108598460|XP_017840594.1|DBUS	LOC115622337|XP_030372108.1|SLEB
OG0005649	LOC108601897|XP_017845362.1|DBUS	LOC115623533|XP_030373776.1|SLEB
OG0005650	LOC108604615|XP_017849643.1|DBUS	LOC115623489|XP_030373722.1|SLEB
OG0005651	LOC108605527|XP_017850767.2|DBUS	LOC115626725|XP_030378031.1|SLEB
OG0005652	LOC108603160|XP_017847204.1|DBUS	LOC115620255|XP_030369265.1|SLEB
OG0005653	LOC108602958|XP_017846816.2|DBUS	LOC115630632|XP_030383128.1|SLEB
OG0005654	LOC108604698|XP_017849746.1|DBUS	LOC115625046|XP_030375757.1|SLEB
OG0005655	LOC108604052|XP_017848804.1|DBUS	LOC115625245|XP_030376096.1|SLEB
OG0005656	LOC108601853|XP_017845292.1|DBUS	LOC115622717|XP_030372615.1|SLEB
OG0005657	LOC108603438|XP_017847749.1|DBUS	LOC115624419|XP_030375014.1|SLEB
OG0005658	LOC108604649|XP_017849688.1|DBUS	LOC115623977|XP_030374408.1|SLEB
OG0005659	LOC108603956|XP_017848640.1|DBUS	LOC115623450|XP_030373666.1|SLEB
OG0005660	LOC108598106|XP_033149312.1|DBUS	LOC115628327|XP_030380244.1|SLEB
OG0005661	LOC108602980|XP_017846855.1|DBUS	LOC115623361|XP_030373506.1|SLEB
OG0005662	LOC108601315|XP_017844703.1|DBUS	LOC115623578|XP_030373837.1|SLEB
OG0005663	LOC108605929|XP_017851238.1|DBUS	LOC115627333|XP_030378838.1|SLEB
OG0005664	LOC108604271|XP_017849157.1|DBUS	LOC115620379|XP_030369446.1|SLEB
OG0005665	LOC108603779|XP_017848362.1|DBUS	LOC115625040|XP_030375746.1|SLEB
OG0005666	LOC108607039|XP_017853123.1|DBUS	LOC115633289|XP_030386558.1|SLEB
OG0005667	LOC108606726|XP_017852603.1|DBUS	LOC115626817|XP_030378155.1|SLEB
OG0005668	LOC108599595|XP_017842030.1|DBUS	LOC115622333|XP_030372103.1|SLEB
OG0005669	LOC108607444|XP_017853767.1|DBUS	LOC115631006|XP_030383466.1|SLEB
OG0005670	LOC108604674|XP_017849714.1|DBUS	LOC115625136|XP_030375915.1|SLEB
OG0005671	LOC108601421|XP_017844808.1|DBUS	LOC115625479|XP_030376388.1|SLEB
OG0005672	LOC108608047|XP_017854716.1|DBUS	LOC115627799|XP_030379487.1|SLEB
OG0005673	LOC108600963|XP_033149563.1|DBUS	LOC115623175|XP_030373252.1|SLEB
OG0005674	LOC108598355|XP_033149460.1|DBUS	LOC115623221|XP_030373319.1|SLEB
OG0005675	LOC108601829|XP_017845259.1|DBUS	LOC115623457|XP_030373673.1|SLEB
OG0005676	LOC108601167|XP_017844588.1|DBUS	LOC115622650|XP_030372518.1|SLEB
OG0005677	LOC108597420|XP_017839459.1|DBUS	LOC115625617|XP_030376622.1|SLEB
OG0005678	LOC108603352|XP_017847576.1|DBUS	LOC115623495|XP_030373731.1|SLEB
OG0005679	LOC108601478|XP_017844866.1|DBUS	LOC115625450|XP_030376357.1|SLEB
OG0005680	LOC108608313|XP_017855129.2|DBUS	LOC115628621|XP_030380667.1|SLEB
OG0005681	LOC108604120|XP_017848895.1|DBUS	LOC115625572|XP_030376530.1|SLEB
OG0005682	LOC108603842|XP_017848480.1|DBUS	LOC115625569|XP_030376526.1|SLEB
OG0005683	LOC108606541|XP_017852222.1|DBUS	LOC115629268|XP_030381552.1|SLEB
OG0005684	LOC108600109|XP_017842969.2|DBUS	LOC115631732|XP_030384429.1|SLEB, LOC115633131|XP_030386394.1|SLEB
OG0005685	LOC108605534|XP_017850776.1|DBUS	LOC115627081|XP_030378490.1|SLEB
OG0005686	LOC108602265|XP_017845809.1|DBUS	LOC115624023|XP_030374459.1|SLEB
OG0005687	LOC108601126|XP_017844536.1|DBUS	LOC115634360|XP_030387881.1|SLEB
OG0005688	LOC108595989|XP_017836766.2|DBUS	LOC115633631|XP_030386929.1|SLEB
OG0005689	LOC108607044|XP_017853139.1|DBUS	LOC115626824|XP_030378164.1|SLEB
OG0005690	LOC108601508|XP_033149856.1|DBUS	LOC115625543|XP_030376480.1|SLEB
OG0005691	LOC108603794|XP_017848379.2|DBUS	LOC115625360|XP_030376255.1|SLEB
OG0005692	LOC108594327|XP_017834966.2|DBUS	LOC115631721|XP_030384416.1|SLEB
OG0005693	LOC108598819|XP_017841057.1|DBUS	LOC115622679|XP_030372556.1|SLEB
OG0005694	LOC108603728|XP_017848260.1|DBUS	LOC115623785|XP_030374186.1|SLEB
OG0005695	LOC108602872|XP_017846649.1|DBUS	LOC115624364|XP_030374884.1|SLEB
OG0005696	LOC108602874|XP_017846652.1|DBUS	LOC115624279|XP_030374763.1|SLEB
OG0005697	LOC108602863|XP_017846640.1|DBUS	LOC115624136|XP_030374591.1|SLEB
OG0005698	LOC108597588|XP_017839696.1|DBUS	LOC115632591|XP_030385679.1|SLEB
OG0005699	LOC108604427|XP_017849384.1|DBUS	LOC115625577|XP_030376537.1|SLEB
OG0005700	LOC108606937|XP_033150333.1|DBUS	LOC115629937|XP_030382404.1|SLEB
OG0005701	LOC108595587|XP_017836338.1|DBUS	LOC115625223|XP_030376066.1|SLEB
OG0005702	LOC108605852|XP_017851151.1|DBUS	LOC115629276|XP_030381565.1|SLEB
OG0005703	LOC108595266|XP_017835968.1|DBUS	LOC115624536|XP_030375120.1|SLEB
OG0005704	LOC108605220|XP_017850317.1|DBUS	LOC115628893|XP_030381010.1|SLEB
OG0005705	LOC108598958|XP_017841217.1|DBUS	LOC115628345|XP_030380271.1|SLEB
OG0005706	LOC108603724|XP_017848254.1|DBUS	LOC115620370|XP_030369435.1|SLEB
OG0005707	LOC108606657|XP_017852467.1|DBUS	LOC115629912|XP_030382378.1|SLEB
OG0005708	LOC108606738|XP_017852622.1|DBUS	LOC115628009|XP_030379792.1|SLEB
OG0005709	LOC108601726|XP_017845134.1|DBUS	LOC115621339|XP_030370818.1|SLEB
OG0005710	LOC108602804|XP_017846515.1|DBUS	LOC115623769|XP_030374164.1|SLEB
OG0005711	LOC108600990|XP_017844342.1|DBUS	LOC115622925|XP_030372910.1|SLEB
OG0005712	LOC108608080|XP_017854764.1|DBUS	LOC115631002|XP_030383461.1|SLEB
OG0005713	LOC108601754|XP_017845166.1|DBUS	LOC115625438|XP_030376344.1|SLEB
OG0005714	LOC108604441|XP_017849408.1|DBUS	LOC115620931|XP_030370298.1|SLEB
OG0005715	LOC108603736|XP_017848274.1|DBUS	LOC115623895|XP_030374307.1|SLEB
OG0005716	LOC108604156|XP_033149891.1|DBUS	LOC115624367|XP_030374887.1|SLEB
OG0005717	LOC108604097|XP_017848868.1|DBUS	LOC115624047|XP_030374487.1|SLEB
OG0005718	LOC108604639|XP_017849678.1|DBUS	LOC115623720|XP_030374063.1|SLEB
OG0005719	LOC108604185|XP_017849021.1|DBUS	LOC115625407|XP_030376306.1|SLEB
OG0005720	LOC108602200|XP_017845738.1|DBUS	LOC115623899|XP_030374313.1|SLEB
OG0005721	LOC108604219|XP_017849073.1|DBUS	LOC115625227|XP_030376070.1|SLEB
OG0005722	LOC108604785|XP_017849872.1|DBUS	LOC115623591|XP_030373850.1|SLEB
OG0005723	LOC108602164|XP_017845686.1|DBUS	LOC115623494|XP_030373730.1|SLEB
OG0005724	LOC108596577|XP_017837990.1|DBUS	LOC115634754|XP_030388505.1|SLEB
OG0005725	LOC108602020|XP_017845512.1|DBUS	LOC115623464|XP_030373684.1|SLEB
OG0005726	LOC108605608|XP_017850874.1|DBUS	LOC115627878|XP_030379621.1|SLEB
OG0005727	LOC108603984|XP_017848700.1|DBUS	LOC115623645|XP_030373951.1|SLEB
OG0005728	LOC108601676|XP_017845074.1|DBUS	LOC115623997|XP_030374428.1|SLEB
OG0005729	LOC108601250|XP_033149890.1|DBUS	LOC115623955|XP_030374379.1|SLEB
OG0005730	LOC108601738|XP_017845147.1|DBUS	LOC115623513|XP_030373753.1|SLEB
OG0005731	LOC108601737|XP_017845146.1|DBUS	LOC115623512|XP_030373751.1|SLEB
OG0005732	LOC108603510|XP_017847876.1|DBUS	LOC115623776|XP_030374175.1|SLEB
OG0005733	LOC108603509|XP_017847872.1|DBUS	LOC115623775|XP_030374172.1|SLEB
OG0005734	LOC108603746|XP_017848308.1|DBUS	LOC115624197|XP_030374659.1|SLEB
OG0005735	LOC108603423|XP_017847713.1|DBUS	LOC115625117|XP_030375884.1|SLEB
OG0005736	LOC108603424|XP_017847719.1|DBUS	LOC115625123|XP_030375897.1|SLEB
OG0005737	LOC108604442|XP_017849409.1|DBUS	LOC115624067|XP_030374512.1|SLEB
OG0005738	LOC108604202|XP_017849045.1|DBUS	LOC115623583|XP_030373843.1|SLEB
OG0005739	LOC108604089|XP_017848857.1|DBUS	LOC115623883|XP_030374294.1|SLEB
OG0005740	LOC108604754|XP_017849831.1|DBUS	LOC115620681|XP_030369907.1|SLEB
OG0005741	LOC108601786|XP_017845201.1|DBUS	LOC115623483|XP_030373712.1|SLEB
OG0005742	LOC108601948|XP_017845421.1|DBUS	LOC115624394|XP_030374967.1|SLEB
OG0005743	LOC108602044|XP_017845541.1|DBUS	LOC115625506|XP_030376429.1|SLEB
OG0005744	LOC108601731|XP_017845141.1|DBUS	LOC115623529|XP_030373770.1|SLEB
OG0005745	LOC108602914|XP_017846714.1|DBUS	LOC115623726|XP_030374069.1|SLEB
OG0005746	LOC108604623|XP_017849660.1|DBUS	LOC115624060|XP_030374504.1|SLEB
OG0005747	LOC108602205|XP_017845741.1|DBUS	LOC115623572|XP_030373828.1|SLEB
OG0005748	LOC108601941|XP_017845410.1|DBUS	LOC115623738|XP_030374109.1|SLEB
OG0005749	LOC108605148|XP_017850211.1|DBUS	LOC115626661|XP_030377935.1|SLEB
OG0005750	LOC108603707|XP_017848236.1|DBUS	LOC115625258|XP_030376114.1|SLEB
OG0005751	LOC108599982|XP_017842743.2|DBUS	LOC115628305|XP_030380212.1|SLEB
OG0005752	LOC108596915|XP_017838612.1|DBUS	LOC115620808|XP_030370126.1|SLEB
OG0005753	LOC108608174|XP_033148916.1|DBUS	LOC115630457|XP_030382883.1|SLEB
OG0005754	LOC108596052|XP_017836934.1|DBUS	LOC115633814|XP_030387158.1|SLEB
OG0005755	LOC108595153|XP_017835807.1|DBUS	LOC115624396|XP_030374981.1|SLEB
OG0005756	LOC108602976|XP_017846850.1|DBUS	LOC115624132|XP_030374588.1|SLEB
OG0005757	LOC108602043|XP_017845540.1|DBUS	LOC115625499|XP_030376419.1|SLEB
OG0005758	LOC108604096|XP_017848866.1|DBUS	LOC115624052|XP_030374492.1|SLEB
OG0005759	LOC108602740|XP_017846380.1|DBUS	LOC115621776|XP_030371390.1|SLEB
OG0005760	LOC108601714|XP_017845120.1|DBUS	LOC115624110|XP_030374563.1|SLEB
OG0005761	LOC108603973|XP_017848673.1|DBUS	LOC115624468|XP_030375031.1|SLEB, LOC115623331|XP_030373454.1|SLEB
OG0005762	LOC108602853|XP_017846616.1|DBUS	LOC115623822|XP_030374226.1|SLEB
OG0005763	LOC108597746|XP_017839942.1|DBUS	LOC115628266|XP_030380149.1|SLEB
OG0005764	LOC108603514|XP_017847892.1|DBUS	LOC115624373|XP_030374907.1|SLEB
OG0005765	LOC108603511|XP_017847878.1|DBUS	LOC115624371|XP_030374898.1|SLEB
OG0005766	LOC108603583|XP_017848012.1|DBUS	LOC115623517|XP_030373757.1|SLEB
OG0005767	LOC108603491|XP_017847835.1|DBUS	LOC115622020|XP_030371736.1|SLEB
OG0005768	LOC108606932|XP_017852972.1|DBUS	LOC115629861|XP_030382309.1|SLEB
OG0005769	LOC108603191|XP_017847257.1|DBUS	LOC115624078|XP_030374528.1|SLEB
OG0005770	LOC108601646|XP_017845034.1|DBUS	LOC115621789|XP_030371420.1|SLEB
OG0005771	LOC108603128|XP_017847137.1|DBUS	LOC115621715|XP_030371290.1|SLEB
OG0005772	LOC108603847|XP_017848489.1|DBUS	LOC115625231|XP_030376076.1|SLEB
OG0005773	LOC108602488|XP_017846102.1|DBUS	LOC115625434|XP_030376340.1|SLEB
OG0005774	LOC108602325|XP_017845901.1|DBUS	LOC115623415|XP_030373585.1|SLEB
OG0005775	LOC108600972|XP_017844322.2|DBUS	LOC115622587|XP_030372441.1|SLEB
OG0005776	LOC108600906|XP_017844221.1|DBUS	LOC115632113|XP_030384966.1|SLEB
OG0005777	LOC108597587|XP_017839699.1|DBUS	LOC115628515|XP_030380526.1|SLEB
OG0005778	LOC108602887|XP_017846677.1|DBUS	LOC115624472|XP_030375034.1|SLEB
OG0005779	LOC108603893|XP_017848556.1|DBUS	LOC115620508|XP_030369627.1|SLEB
OG0005780	LOC108600783|XP_017844041.1|DBUS	LOC115622563|XP_030372393.1|SLEB
OG0005781	LOC108600613|XP_017843780.1|DBUS	LOC115623111|XP_030373178.1|SLEB
OG0005782	LOC108600740|XP_017843974.1|DBUS	LOC115622981|XP_030372993.1|SLEB
OG0005783	LOC108596158|XP_017837152.1|DBUS	LOC115634145|XP_030387578.1|SLEB
OG0005784	LOC108601790|XP_017845214.1|DBUS	LOC115623655|XP_030373970.1|SLEB
OG0005785	LOC108603959|XP_017848645.1|DBUS	LOC115623463|XP_030373680.1|SLEB
OG0005786	LOC108602105|XP_017845618.1|DBUS	LOC115624408|XP_030375003.1|SLEB
OG0005787	LOC108604699|XP_017849747.1|DBUS	LOC115625045|XP_030375754.1|SLEB
OG0005788	LOC108597534|XP_017839623.1|DBUS	LOC115620585|XP_030369755.1|SLEB
OG0005789	LOC108602449|XP_017846059.1|DBUS	LOC115621436|XP_030370950.1|SLEB
OG0005790	LOC108603123|XP_017847131.1|DBUS	LOC115621332|XP_030370813.1|SLEB
OG0005791	LOC108603841|XP_017848478.1|DBUS	LOC115625169|XP_030375969.1|SLEB
OG0005792	LOC108603843|XP_017848481.1|DBUS	LOC115622420|XP_030372215.1|SLEB
OG0005793	LOC108601992|XP_017845478.1|DBUS	LOC115625613|XP_030376609.1|SLEB
OG0005794	LOC108597258|XP_017839204.1|DBUS	LOC115633844|XP_030387195.1|SLEB
OG0005795	LOC108601670|XP_017845061.1|DBUS	LOC115624046|XP_030374486.1|SLEB
OG0005796	LOC108600100|XP_017842958.1|DBUS	LOC115622581|XP_030372431.1|SLEB
OG0005797	LOC108601033|XP_017844401.1|DBUS	LOC115622537|XP_030372360.1|SLEB
OG0005798	LOC108603441|XP_017847754.1|DBUS	LOC115623635|XP_030373936.1|SLEB
OG0005799	LOC108602805|XP_017846516.1|DBUS	LOC115624370|XP_030374892.1|SLEB
OG0005800	LOC108603602|XP_017848038.1|DBUS	LOC115624134|XP_030374590.1|SLEB
OG0005801	LOC108603601|XP_017848036.1|DBUS	LOC115624133|XP_030374589.1|SLEB
OG0005802	LOC108601594|XP_017844983.1|DBUS	LOC115625513|XP_030376437.1|SLEB
OG0005803	LOC108603379|XP_017847636.1|DBUS	LOC115623952|XP_030374376.1|SLEB
OG0005804	LOC108602253|XP_017845795.1|DBUS	LOC115623657|XP_030373974.1|SLEB
OG0005805	LOC108597269|XP_017839220.1|DBUS	LOC115623736|XP_030374112.1|SLEB
OG0005806	LOC108604739|XP_017849810.1|DBUS	LOC115625604|XP_030376597.1|SLEB
OG0005807	LOC108601526|XP_017844914.1|DBUS	LOC115625413|XP_030376312.1|SLEB
OG0005808	LOC108604915|XP_017849974.1|DBUS	LOC115626692|XP_030377979.1|SLEB
OG0005809	LOC108599528|XP_017841892.1|DBUS	LOC115628372|XP_030380310.1|SLEB
OG0005810	LOC108602813|XP_017846533.1|DBUS	LOC115623521|XP_030373762.1|SLEB
OG0005811	LOC108602814|XP_017846534.1|DBUS	LOC115623522|XP_030373763.1|SLEB
OG0005812	LOC108604710|XP_017849768.1|DBUS	LOC115624001|XP_030374433.1|SLEB, LOC115624470|XP_030375033.1|SLEB
OG0005813	LOC108603417|XP_017847701.1|DBUS	LOC115625564|XP_030376518.1|SLEB
OG0005814	LOC108603608|XP_017848044.1|DBUS	LOC115625180|XP_030376005.1|SLEB
OG0005815	LOC108595168|XP_017835829.1|DBUS	LOC115624646|XP_030375281.1|SLEB
OG0005816	LOC108603548|XP_017847953.1|DBUS	LOC115620352|XP_030369413.1|SLEB
OG0005817	LOC108603846|XP_017848486.1|DBUS	LOC115625163|XP_030375955.1|SLEB
OG0005818	LOC108604686|XP_017849731.1|DBUS	LOC115624066|XP_030374511.1|SLEB
OG0005819	LOC108601688|XP_017845087.1|DBUS	LOC115623805|XP_030374208.1|SLEB
OG0005820	LOC108601689|XP_017845088.1|DBUS	LOC115623806|XP_030374209.1|SLEB
OG0005821	LOC108601667|XP_017845057.1|DBUS	LOC115625116|XP_030375882.1|SLEB
OG0005822	LOC108600288|XP_017843252.1|DBUS	LOC115625871|XP_030376941.1|SLEB
OG0005823	LOC108605204|XP_017850295.1|DBUS	LOC115627504|XP_030379054.1|SLEB
OG0005824	LOC108603110|XP_017847104.1|DBUS	LOC115621592|XP_030371143.1|SLEB
OG0005825	LOC108599807|XP_017842372.1|DBUS	LOC115622737|XP_030372639.1|SLEB
OG0005826	LOC108602398|XP_017845998.1|DBUS	LOC115621284|XP_030370747.1|SLEB
OG0005827	LOC108602228|XP_017845763.1|DBUS	LOC115624014|XP_030374446.1|SLEB
OG0005828	LOC108599683|XP_017842165.1|DBUS	LOC115632118|XP_030384980.1|SLEB
OG0005829	LOC108603632|XP_017848080.1|DBUS	LOC115623372|XP_030373523.1|SLEB
OG0005830	LOC108600036|XP_017842866.1|DBUS	LOC115628230|XP_030380093.1|SLEB
OG0005831	LOC108598115|XP_017840221.1|DBUS	LOC115628429|XP_030380377.1|SLEB
OG0005832	LOC108598114|XP_017840220.1|DBUS	LOC115628428|XP_030380376.1|SLEB
OG0005833	LOC108599781|XP_017842328.1|DBUS	LOC115628394|XP_030380340.1|SLEB
OG0005834	LOC108599784|XP_017842332.2|DBUS	LOC115628402|XP_030380350.1|SLEB
OG0005835	LOC108600251|XP_017841069.1|DBUS	LOC115628313|XP_030380227.1|SLEB
OG0005836	LOC108598289|XP_033149370.1|DBUS	LOC115632712|XP_030385814.1|SLEB
OG0005837	LOC108603376|XP_017847633.1|DBUS	LOC115625603|XP_030376596.1|SLEB
OG0005838	LOC108601795|XP_017845220.1|DBUS	LOC115625224|XP_030376068.1|SLEB
OG0005839	LOC108594448|XP_017835111.2|DBUS	LOC115630480|XP_030382920.1|SLEB
OG0005840	LOC108604802|XP_017849893.1|DBUS	LOC115624391|XP_030374962.1|SLEB
OG0005841	LOC108604364|XP_017849294.1|DBUS	LOC115623823|XP_030374227.1|SLEB
OG0005842	LOC108606154|XP_017851496.1|DBUS	LOC115629826|XP_030382261.1|SLEB
OG0005843	LOC108601152|XP_033149623.1|DBUS	LOC115633080|XP_030386316.1|SLEB
OG0005844	LOC108599880|XP_017842547.1|DBUS	LOC115622098|XP_030371802.1|SLEB
OG0005845	LOC108602871|XP_017846648.1|DBUS	LOC115623411|XP_030373581.1|SLEB
OG0005846	LOC108603224|XP_017847311.2|DBUS	LOC115623597|XP_030373859.1|SLEB
OG0005847	LOC108604001|XP_017848730.1|DBUS	LOC115624252|XP_030374735.1|SLEB
OG0005848	LOC108606631|XP_017852407.1|DBUS	LOC115629138|XP_030381343.1|SLEB
OG0005849	LOC108606576|XP_017852288.1|DBUS	LOC115626687|XP_030377975.1|SLEB
OG0005850	LOC108605702|XP_017850983.1|DBUS	LOC115627874|XP_030379618.1|SLEB
