Orthogroup	DBUS.longest_only	DMEL.longest_only
OG0005892	LOC108600552|XP_017843702.2|DBUS	mtTFB1|NP_648499.1|DMEL
OG0005893	LOC108600985|XP_017844337.1|DBUS	Prp31|NP_648756.1|DMEL
OG0005894	LOC108600986|XP_017844338.1|DBUS	CG7011|NP_648758.1|DMEL
OG0005895	LOC108600987|XP_017844339.1|DBUS	CG6878|NP_648757.1|DMEL
OG0005896	LOC108600762|XP_017844011.2|DBUS	l_3_77CDf|NP_649242.1|DMEL
OG0005897	LOC108600704|XP_017843922.1|DBUS	CG10738|NP_729905.2|DMEL
OG0005898	LOC108606834|XP_017852808.1|DBUS	CG6227|NP_573020.2|DMEL
OG0005899	LOC108596457|XP_017837694.1|DBUS	Inos|NP_477405.1|DMEL
OG0005900	LOC108599817|XP_017842409.2|DBUS	Ipk2|NP_608535.1|DMEL
OG0005901	LOC108597376|XP_017839399.1|DBUS	PIG-M|NP_611600.1|DMEL
OG0005902	LOC108595129|XP_017835780.1|DBUS	CG8531|NP_610945.1|DMEL
OG0005903	LOC108603574|XP_017847987.1|DBUS	SdhC|NP_001262472.1|DMEL
OG0005904	LOC108603349|XP_017847571.1|DBUS	CG10214|NP_651184.1|DMEL
OG0005905	LOC108600651|XP_017843835.2|DBUS	Ac76E|NP_001246838.1|DMEL
OG0005906	LOC108600350|XP_017843363.2|DBUS	fz2|NP_001262037.1|DMEL
OG0005907	LOC108600913|XP_017844234.2|DBUS	CG14183|NP_649172.3|DMEL
OG0005908	LOC108599513|XP_017841871.1|DBUS	Arl1|NP_524098.2|DMEL
OG0005909	LOC108600692|XP_033149485.1|DBUS	CG43980|NP_001262185.1|DMEL
OG0005910	LOC108597045|XP_017838833.1|DBUS	Lis-1|NP_477160.1|DMEL
OG0005911	LOC108596777|XP_017838365.1|DBUS	CG8441|NP_611094.1|DMEL
OG0005912	LOC108597015|XP_017838784.1|DBUS	CG44242|NP_001188957.1|DMEL
OG0005913	LOC108602099|XP_017845612.1|DBUS	Gclm|NP_732780.1|DMEL
OG0005914	LOC108595099|XP_017835743.2|DBUS	Sox15|NP_523739.2|DMEL
OG0005915	LOC108597773|XP_017839977.1|DBUS	VGAT|NP_610938.1|DMEL
OG0005916	LOC108597748|XP_017839944.1|DBUS	CG34396|NP_611547.2|DMEL
OG0005917	LOC108595642|XP_017836402.1|DBUS	CG7137|NP_611400.1|DMEL
OG0005918	LOC108605663|XP_017850939.1|DBUS	CG10932|NP_572414.1|DMEL
OG0005919	LOC108594673|XP_017835263.2|DBUS	CG30340|NP_724812.2|DMEL
OG0005920	LOC108597150|XP_017839038.1|DBUS	Mlf|NP_995847.1|DMEL
OG0005921	LOC108599463|XP_017841788.1|DBUS	CG2021|NP_647660.1|DMEL
OG0005922	LOC108606504|XP_017852159.1|DBUS	CG14803|NP_569950.1|DMEL
OG0005923	LOC108599447|XP_017841767.2|DBUS	viaf|NP_524032.2|DMEL
OG0005924	LOC108599451|XP_017841771.1|DBUS	endos|NP_648684.1|DMEL
OG0005925	LOC108598551|XP_033149414.1|DBUS	Ent3|NP_648608.2|DMEL
OG0005926	LOC108606966|XP_017853017.1|DBUS	GIIIspla2|NP_572454.2|DMEL
OG0005927	LOC108603420|XP_017847710.1|DBUS	Rab23|NP_649574.1|DMEL
OG0005928	LOC108605557|XP_017850809.1|DBUS	CG15309|NP_001096936.1|DMEL
OG0005929	LOC108601149|XP_017844567.1|DBUS	Oseg4|NP_647653.1|DMEL
OG0005930	LOC108594700|XP_017835329.1|DBUS	CG13196|NP_610695.1|DMEL
OG0005931	LOC108597027|XP_017838803.1|DBUS	Debcl|NP_788278.1|DMEL
OG0005932	LOC108597278|XP_017839233.2|DBUS	Synj|NP_569729.1|DMEL
OG0005933	LOC108597703|XP_017839878.1|DBUS	CG8243|NP_610424.1|DMEL
OG0005934	LOC108597058|XP_033151010.1|DBUS	Spred|NP_001260979.1|DMEL
OG0005935	LOC108600423|XP_017843276.2|DBUS	SPoCk|NP_001262220.1|DMEL
OG0005936	LOC108606827|XP_017852803.1|DBUS	Fgop2|NP_609084.1|DMEL
OG0005937	LOC108600550|XP_017843698.1|DBUS	l_3_04053|NP_649414.1|DMEL
OG0005938	LOC108595270|XP_017835972.2|DBUS	CG8910|NP_611167.2|DMEL
OG0005939	LOC108605832|XP_017851128.1|DBUS	mRpS25|NP_511153.1|DMEL
OG0005940	LOC108596161|XP_017837154.1|DBUS	CG10082|NP_726095.2|DMEL
OG0005941	LOC108596614|XP_017838044.1|DBUS	GlyT|NP_611836.2|DMEL
OG0005942	LOC108597164|XP_017839064.1|DBUS	Pld|NP_001137610.1|DMEL
OG0005943	LOC108596212|XP_017837225.1|DBUS	jing|NP_001097200.1|DMEL
OG0005944	LOC108596416|XP_017837620.2|DBUS	Trap1|NP_477439.2|DMEL
OG0005945	LOC108597446|XP_017839500.1|DBUS	CG12325|NP_610618.1|DMEL
OG0005946	LOC108596315|XP_017837412.1|DBUS	CG8646|NP_610807.3|DMEL
OG0005947	LOC108597121|XP_033148923.1|DBUS	Alk|NP_652600.1|DMEL
OG0005948	LOC108599176|XP_017841452.2|DBUS	mRpL21|NP_649095.2|DMEL
OG0005949	LOC108599141|XP_017841418.1|DBUS	Atox1|NP_001262184.1|DMEL
OG0005950	LOC108602886|XP_017846679.1|DBUS	CG6201|NP_609489.1|DMEL
OG0005951	LOC108600684|XP_017843881.1|DBUS	dpr6|NP_001287018.1|DMEL
OG0005952	LOC108608007|XP_017854659.1|DBUS	l_2_gd1|NP_001245976.1|DMEL
OG0005953	LOC108599476|XP_017841809.1|DBUS	Mpp6|NP_523609.3|DMEL
OG0005954	LOC108608519|XP_017855410.2|DBUS	CG9246|NP_610095.1|DMEL
OG0005955	LOC108603874|XP_017848535.1|DBUS	Son|NP_649914.1|DMEL
OG0005956	LOC108596998|XP_033151006.1|DBUS	Smurf|NP_523779.1|DMEL
OG0005957	LOC108604535|XP_017849539.1|DBUS	CG13625|NP_651272.1|DMEL
OG0005958	LOC108603960|XP_017848650.1|DBUS, LOC108606671|XP_017852493.1|DBUS	CG5913|NP_651439.2|DMEL
OG0005959	LOC108598753|XP_017840981.1|DBUS	CG4537|NP_001097135.1|DMEL
OG0005960	LOC108606464|XP_017852076.1|DBUS	CG7326|NP_573335.1|DMEL
OG0005961	LOC108597719|XP_017839899.1|DBUS	Shark|NP_524743.2|DMEL
OG0005962	LOC108595868|XP_017836649.1|DBUS	CG34199|NP_001097380.1|DMEL
OG0005964	LOC108596386|XP_017837546.1|DBUS	CngB|NP_611607.2|DMEL
OG0005965	LOC108595994|XP_017836770.1|DBUS	CG30010|NP_724847.2|DMEL
OG0005966	LOC108597343|XP_017839337.1|DBUS	ana3|NP_610765.1|DMEL
OG0005967	LOC108596582|XP_017837993.1|DBUS	RpS18|NP_476964.1|DMEL
OG0005968	LOC108595172|XP_017835836.1|DBUS	Ate1|NP_001261101.1|DMEL
OG0005969	LOC108596753|XP_017838321.1|DBUS	alpha-Catr|NP_726389.4|DMEL
OG0005970	LOC108598418|XP_017840534.1|DBUS	CG11811|NP_648408.1|DMEL
OG0005971	LOC108596059|XP_017836943.1|DBUS	mRpL53|NP_725343.1|DMEL
OG0005972	LOC108599971|XP_017842724.1|DBUS	fbl|NP_524870.1|DMEL
OG0005973	LOC108599125|XP_017841404.1|DBUS	Prp3|NP_649156.1|DMEL
OG0005974	LOC108599670|XP_017842140.1|DBUS	eRF1|NP_001262105.1|DMEL
OG0005975	LOC108599972|XP_017842730.1|DBUS	CG5498|NP_730525.2|DMEL
OG0005976	LOC108601906|XP_017845371.1|DBUS	Tgs1|NP_732316.2|DMEL
OG0005977	LOC108595021|XP_017835644.1|DBUS	maf-S|NP_001286639.1|DMEL
OG0005978	LOC108596762|XP_017838337.1|DBUS	CG6984|NP_611187.1|DMEL
OG0005979	LOC108595197|XP_017835873.1|DBUS	Spt-I|NP_610842.1|DMEL
OG0005980	LOC108596456|XP_017837692.1|DBUS	CG11123|NP_610276.1|DMEL
OG0005981	LOC108606236|XP_017851660.1|DBUS	CkIIbeta|NP_996415.1|DMEL
OG0005982	LOC108597545|XP_017839638.1|DBUS	CG11141|NP_610282.1|DMEL
OG0005983	LOC108605722|XP_017851004.1|DBUS	CG14234|NP_001356951.1|DMEL
OG0005984	LOC108606928|XP_017852966.1|DBUS	wcy|NP_001259636.1|DMEL
OG0005985	LOC108605073|XP_033150300.1|DBUS	CG11122|NP_572685.2|DMEL
OG0005986	LOC108606325|XP_017851833.1|DBUS	Arp8|NP_573251.1|DMEL
OG0005987	LOC108605472|XP_017850648.1|DBUS	l_1_G0289|NP_572621.1|DMEL
OG0005988	LOC108597128|XP_017839001.2|DBUS	Sln|NP_610706.1|DMEL
OG0005989	LOC108597143|XP_017839024.1|DBUS	fl_2_d|NP_523732.2|DMEL
OG0005990	LOC108596378|XP_017837537.1|DBUS	Nup75|NP_611300.2|DMEL
OG0005991	LOC108595474|XP_017836213.1|DBUS	Pgi|NP_523663.1|DMEL
OG0005992	LOC108600493|XP_017843615.1|DBUS	hay|NP_001137931.1|DMEL
OG0005993	LOC108600494|XP_017843616.1|DBUS	E_z_|NP_001261682.1|DMEL
OG0005994	LOC108598477|XP_017840615.1|DBUS	M6|NP_001262166.1|DMEL
OG0005995	LOC108598524|XP_017840694.1|DBUS	CG13248|NP_649219.1|DMEL
OG0005997	LOC108595147|XP_017835802.1|DBUS	Taf5|NP_476957.1|DMEL
OG0005998	LOC108598878|XP_017841128.2|DBUS	CG13458|NP_648748.1|DMEL
OG0005999	LOC108604748|XP_017849824.1|DBUS	Cypl|NP_523874.1|DMEL
OG0006000	LOC108597361|XP_017839373.1|DBUS	Psi|NP_995862.1|DMEL
OG0006001	LOC108601091|XP_017844488.1|DBUS	CG34342|NP_001097509.3|DMEL
OG0006002	LOC108595114|XP_017835762.1|DBUS	Cpes|NP_477376.1|DMEL
OG0006003	LOC108598472|XP_017840608.1|DBUS	mnd|NP_524074.1|DMEL
OG0006004	LOC108603049|XP_017846963.1|DBUS	Hus1-like|NP_477426.1|DMEL
OG0006005	LOC108597632|XP_017839766.1|DBUS	CG13220|NP_610664.1|DMEL
OG0006006	LOC108595424|XP_017836142.1|DBUS	Hmg-2|NP_611553.1|DMEL
OG0006007	LOC108595078|XP_017835716.1|DBUS	Ttc7|NP_652063.1|DMEL
OG0006008	LOC108608458|XP_017855327.1|DBUS	CG3558|NP_001137777.1|DMEL
OG0006009	LOC108600063|XP_017842904.1|DBUS	ZnT77C|NP_649233.2|DMEL
OG0006010	LOC108598178|XP_033149597.1|DBUS	Wnk|NP_001262171.2|DMEL
OG0006011	LOC108599485|XP_017841820.2|DBUS	NitFhit|NP_525122.1|DMEL
OG0006012	LOC108598143|XP_033150619.1|DBUS	Mob2|NP_729715.2|DMEL
OG0006013	LOC108594902|XP_017835529.1|DBUS	NAT1|NP_001033943.2|DMEL
OG0006014	LOC108598891|XP_017841140.1|DBUS	Vps36|NP_648660.1|DMEL
OG0006015	LOC108595969|XP_017836745.1|DBUS	Rpb12|NP_001097319.1|DMEL
OG0006016	LOC108595472|XP_017836211.1|DBUS	lin|NP_524815.1|DMEL
OG0006017	LOC108596093|XP_017837002.1|DBUS	wash|NP_610739.1|DMEL
OG0006018	LOC108596404|XP_017837579.1|DBUS	CG15118|NP_611396.1|DMEL
OG0006019	LOC108597479|XP_017839543.1|DBUS	CG42497|NP_001163242.1|DMEL
OG0006020	LOC108600846|XP_017844134.1|DBUS	Hpd|NP_730536.1|DMEL
OG0006021	LOC108601078|XP_033150614.1|DBUS	Hip1|NP_648597.2|DMEL
OG0006022	LOC108594310|XP_017834944.1|DBUS	beta'COP|NP_524836.2|DMEL
OG0006023	LOC108603793|XP_017848378.1|DBUS	RpL27|NP_651417.1|DMEL
OG0006024	LOC108605487|XP_017850672.1|DBUS	para|NP_001259619.1|DMEL
OG0006025	LOC108596696|XP_033148964.1|DBUS	Cam|NP_523710.1|DMEL
OG0006026	LOC108602018|XP_017845510.1|DBUS	CG5326|NP_651060.1|DMEL
OG0006027	LOC108597081|XP_017838905.1|DBUS	arr|NP_524737.2|DMEL
OG0006028	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS	Tfb1|NP_610957.1|DMEL
OG0006029	LOC108595475|XP_017836214.1|DBUS	CCT8|NP_610418.1|DMEL
OG0006030	LOC108604424|XP_017849382.1|DBUS	Rpb10|NP_651280.1|DMEL
OG0006031	LOC108595167|XP_017835828.1|DBUS	Drep1|NP_001260909.1|DMEL
OG0006032	LOC108606545|XP_033150502.1|DBUS	CG34120|NP_001285513.1|DMEL
OG0006033	LOC108596094|XP_017837003.1|DBUS	CG33964|NP_001033941.1|DMEL
OG0006034	LOC108601447|XP_017844834.1|DBUS	Ir93a|NP_650924.3|DMEL
OG0006035	LOC108596408|XP_017837588.1|DBUS	Pbp45|NP_650499.1|DMEL
OG0006036	LOC108607613|XP_017854015.1|DBUS	CG4382|NP_609301.2|DMEL
OG0006037	LOC108597455|XP_017839509.1|DBUS	mspo|NP_725407.1|DMEL
OG0006038	LOC108601785|XP_017845200.1|DBUS	CG1218|NP_649589.1|DMEL
OG0006039	LOC108597415|XP_017839454.1|DBUS	Ptr|NP_001246145.1|DMEL
OG0006040	LOC108595208|XP_017835885.1|DBUS	CG13344|NP_610915.2|DMEL
OG0006041	LOC108607007|XP_017853076.1|DBUS	cm|NP_788873.1|DMEL
OG0006042	LOC108596633|XP_017838076.1|DBUS	fus|NP_524691.1|DMEL
OG0006043	LOC108598358|XP_017840465.1|DBUS	Prestin|NP_649024.1|DMEL
OG0006044	LOC108606956|XP_017853002.1|DBUS	TRAM|NP_726710.1|DMEL
OG0006045	LOC108595156|XP_017835815.1|DBUS	SmydA-5|NP_610202.3|DMEL
OG0006046	LOC108596449|XP_017837685.1|DBUS	Dark|NP_725637.1|DMEL
OG0006047	LOC108600105|XP_017842964.2|DBUS	Pex1|NP_652016.1|DMEL
OG0006048	LOC108598484|XP_017840628.1|DBUS	rt|NP_524025.2|DMEL
OG0006049	LOC108606517|XP_017852178.1|DBUS	CG11674|NP_572948.1|DMEL
OG0006050	LOC108603964|XP_017848654.1|DBUS	Gcn2|NP_001263142.1|DMEL
OG0006051	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS	e_y_2|NP_524846.1|DMEL
OG0006052	LOC108596896|XP_017838574.1|DBUS	uzip|NP_523861.1|DMEL
OG0006053	LOC108600403|XP_017843444.1|DBUS	Arl5|NP_648201.1|DMEL
OG0006054	LOC108607403|XP_033150524.1|DBUS	CG31998|NP_726548.1|DMEL
OG0006056	LOC108595488|XP_017836228.1|DBUS	CG8207|NP_611051.2|DMEL
OG0006057	LOC108600668|XP_017843852.1|DBUS	Myo61F|NP_476934.2|DMEL
OG0006058	LOC108604727|XP_017849796.1|DBUS	EndoA|NP_732383.1|DMEL
OG0006059	LOC108599661|XP_017842130.2|DBUS	Atg1|NP_001163433.1|DMEL
OG0006060	LOC108599663|XP_017842132.1|DBUS	CG42709|NP_648600.1|DMEL
OG0006061	LOC108606281|XP_017851751.1|DBUS	fliI|NP_525097.1|DMEL
OG0006062	LOC108601966|XP_017845442.1|DBUS	CG14701|NP_650057.1|DMEL
OG0006063	LOC108606033|XP_017851354.2|DBUS	CG13126|NP_609330.1|DMEL
OG0006064	LOC108597510|XP_017839587.1|DBUS	Opa1|NP_725369.1|DMEL
OG0006065	LOC108600082|XP_017842930.2|DBUS	CG9004|NP_647717.1|DMEL
OG0006066	LOC108596459|XP_017837697.1|DBUS	fa2h|NP_610279.3|DMEL
OG0006067	LOC108596038|XP_017836892.1|DBUS	RyR|NP_001246211.1|DMEL
OG0006068	LOC108606276|XP_017851744.1|DBUS	Zw|NP_523411.1|DMEL
OG0006069	LOC108600810|XP_017844084.1|DBUS	Grd|NP_524131.1|DMEL
OG0006070	LOC108603849|XP_017848491.1|DBUS	EMC10|NP_730662.2|DMEL
OG0006071	LOC108604444|XP_017849411.1|DBUS	Ets98B|NP_524535.2|DMEL
OG0006072	LOC108600084|XP_017842932.1|DBUS	mRpL23|NP_523889.1|DMEL
OG0006073	LOC108600982|XP_017844333.1|DBUS	dpr20|NP_612066.1|DMEL
OG0006074	LOC108606926|XP_017852964.1|DBUS	ATP7|NP_572756.3|DMEL
OG0006075	LOC108606930|XP_017852969.1|DBUS	ND-MNLL|NP_572416.1|DMEL
OG0006076	LOC108596780|XP_017838369.1|DBUS	NaPi-T|NP_525116.2|DMEL
OG0006077	LOC108600570|XP_017843726.1|DBUS	verm|NP_001163469.1|DMEL
OG0006078	LOC108600481|XP_017843589.1|DBUS	serp|NP_730444.1|DMEL
OG0006079	LOC108601028|XP_017844396.2|DBUS	CG11399|NP_649254.2|DMEL
OG0006080	LOC108600017|XP_017842823.2|DBUS	mib1|NP_648826.2|DMEL
OG0006081	LOC108595200|XP_017835877.1|DBUS	Urod|NP_610501.1|DMEL
OG0006082	LOC108595306|XP_017836012.1|DBUS	RpL31|NP_610503.1|DMEL
OG0006083	LOC108599881|XP_017842548.1|DBUS	CG3961|NP_730369.1|DMEL
OG0006084	LOC108599622|XP_017842070.1|DBUS	dbo|NP_524989.2|DMEL
OG0006085	LOC108598552|XP_017840724.1|DBUS	SMC5|NP_996141.2|DMEL
OG0006086	LOC108598335|XP_033149467.1|DBUS	TfAP-2|NP_001262178.1|DMEL
OG0006087	LOC108597107|XP_017838969.1|DBUS	CG8963|NP_611180.1|DMEL
OG0006088	LOC108598752|XP_017840977.1|DBUS	MED19|NP_649016.1|DMEL
OG0006089	LOC108605680|XP_017850960.1|DBUS	snf|NP_511045.1|DMEL
OG0006090	LOC108598554|XP_033149691.1|DBUS	RAF2|NP_730163.1|DMEL
OG0006091	LOC108599177|XP_017841453.1|DBUS	CG16711|NP_648347.2|DMEL
OG0006092	LOC108605655|XP_017850930.1|DBUS	CG9784|NP_001259623.1|DMEL
OG0006093	LOC108595988|XP_017836765.2|DBUS	Ntmt|NP_001350855.1|DMEL
OG0006094	LOC108600203|XP_017843108.1|DBUS	Klp68D|NP_524029.2|DMEL
OG0006095	LOC108595065|XP_017835700.1|DBUS	Vang|NP_001260819.1|DMEL
OG0006096	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS	RpI1|NP_523743.1|DMEL
OG0006097	LOC108600430|XP_033150611.1|DBUS	MYPT-75D|NP_649049.1|DMEL
OG0006098	LOC108608350|XP_017855184.1|DBUS	CG3709|NP_608500.1|DMEL
OG0006099	LOC108595352|XP_017836065.1|DBUS	CG10257|NP_611008.2|DMEL
OG0006100	LOC108595436|XP_017836155.1|DBUS	twi|NP_523816.2|DMEL
OG0006101	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS	CG5096|NP_723576.1|DMEL
OG0006102	LOC108594955|XP_017835577.1|DBUS	Arl6|NP_611421.1|DMEL
OG0006103	LOC108605065|XP_017850121.1|DBUS	C901|NP_572673.1|DMEL
OG0006104	LOC108605600|XP_017850866.1|DBUS	Atg5|NP_572390.1|DMEL
OG0006105	LOC108604970|XP_017850029.1|DBUS	brk|NP_511069.3|DMEL
OG0006106	LOC108600951|XP_017844286.1|DBUS	Syn1|NP_524205.2|DMEL
OG0006107	LOC108597618|XP_017839747.1|DBUS	Tmtc3|NP_477246.2|DMEL
OG0006108	LOC108606890|XP_017852904.1|DBUS	Tsp2A|NP_525037.1|DMEL
OG0006109	LOC108599886|XP_017842555.1|DBUS	EMC4|NP_649424.1|DMEL
OG0006110	LOC108598508|XP_033149516.1|DBUS	Atg3|NP_649059.1|DMEL
OG0006111	LOC108595182|XP_017835849.1|DBUS	CG3295|NP_611536.1|DMEL
OG0006112	LOC108596774|XP_017838362.1|DBUS	RpL39|NP_477314.1|DMEL
OG0006113	LOC108598659|XP_017840859.1|DBUS	CG9951|NP_648929.1|DMEL
OG0006114	LOC108603903|XP_017848573.1|DBUS	eIF2D|NP_477481.1|DMEL
OG0006115	LOC108597767|XP_017839968.1|DBUS	CG17739|NP_610757.1|DMEL
OG0006116	LOC108597281|XP_017839237.1|DBUS	otk|NP_523705.2|DMEL
OG0006117	LOC108597014|XP_017838783.1|DBUS	CG44243|NP_611097.2|DMEL
OG0006119	LOC108596430|XP_017837644.1|DBUS	Syngr|NP_610908.1|DMEL
OG0006120	LOC108595534|XP_017836278.1|DBUS	PIG-A|NP_611257.1|DMEL
OG0006121	LOC108598908|XP_017841227.2|DBUS	Alg11|NP_649340.1|DMEL
OG0006122	LOC108607411|XP_017853684.1|DBUS	CG31999|NP_726551.2|DMEL
OG0006123	LOC108596675|XP_017838175.1|DBUS	CG13579|NP_001261169.1|DMEL
OG0006124	LOC108602218|XP_017845753.1|DBUS	shps|NP_651239.1|DMEL
OG0006125	LOC108600472|XP_017843575.2|DBUS	Sap130|NP_729834.1|DMEL
OG0006126	LOC108600477|XP_017843583.1|DBUS	Cln7|NP_001261508.1|DMEL
OG0006127	LOC108600462|XP_017843545.2|DBUS	Tollo|NP_524757.1|DMEL
OG0006128	LOC108599093|XP_017841372.2|DBUS	gdl|NP_001261877.1|DMEL
OG0006129	LOC108600891|XP_017844200.2|DBUS	Pdi|NP_524079.1|DMEL
OG0006130	LOC108600464|XP_017843547.1|DBUS	CG16979|NP_648779.1|DMEL
OG0006132	LOC108598238|XP_017840341.2|DBUS	yellow-k|NP_648772.1|DMEL
OG0006133	LOC108600465|XP_017843548.1|DBUS	mrn|NP_648780.1|DMEL
OG0006134	LOC108600060|XP_017842894.2|DBUS	Cep135|NP_001189108.1|DMEL
OG0006135	LOC108600248|XP_033150602.1|DBUS	dop|NP_648778.1|DMEL
OG0006136	LOC108600474|XP_017843579.1|DBUS	Sf3a2|NP_648603.1|DMEL
OG0006137	LOC108599356|XP_017841648.1|DBUS	Ocho|NP_536775.2|DMEL
OG0006138	LOC108595647|XP_017836411.1|DBUS	dpn|NP_476923.1|DMEL
OG0006139	LOC108597484|XP_017839550.1|DBUS	PAN2|NP_610427.2|DMEL
OG0006140	LOC108594987|XP_017835608.1|DBUS	SerT|NP_001369117.1|DMEL
OG0006141	LOC108596752|XP_017838318.1|DBUS	gprs|NP_725599.2|DMEL
OG0006142	LOC108598446|XP_017840573.1|DBUS	Mkp3|NP_001262031.1|DMEL
OG0006143	LOC108598561|XP_033149349.1|DBUS	AdenoK|NP_648624.1|DMEL
OG0006144	LOC108598359|XP_017840468.2|DBUS	Nprl3|NP_648680.2|DMEL
OG0006145	LOC108599293|XP_017841583.1|DBUS	Pfdn6|NP_649159.1|DMEL
OG0006146	LOC108607596|XP_017854027.2|DBUS	CG17294|NP_609219.1|DMEL
OG0006147	LOC108603172|XP_017847218.1|DBUS	CG18473|NP_731339.1|DMEL
OG0006148	LOC108601079|XP_017844468.2|DBUS	CG32225|NP_730511.1|DMEL
OG0006149	LOC108598401|XP_017840513.1|DBUS	RpS12|NP_729866.1|DMEL
OG0006150	LOC108598400|XP_017840512.2|DBUS	Zmynd10|NP_648625.1|DMEL
OG0006151	LOC108599108|XP_017841390.1|DBUS	CG4658|NP_788020.1|DMEL
OG0006152	LOC108604338|XP_017849251.1|DBUS	Mocs2B|NP_651340.1|DMEL
OG0006153	LOC108595336|XP_017836044.1|DBUS	PIG-V|NP_001286508.1|DMEL
OG0006154	LOC108601476|XP_017844864.1|DBUS	CG11852|NP_651357.1|DMEL
OG0006155	LOC108602602|XP_017846229.1|DBUS	CG34117|NP_001036690.1|DMEL
OG0006156	LOC108604154|XP_017848966.1|DBUS	CG32797|NP_726810.1|DMEL, aqz|NP_788602.1|DMEL
OG0006157	LOC108595745|XP_017836523.1|DBUS	CG10904|NP_611860.1|DMEL
OG0006158	LOC108599477|XP_017841805.1|DBUS	Adk1|NP_729792.1|DMEL
OG0006159	LOC108594991|XP_017835613.1|DBUS	phyl|NP_725394.1|DMEL
OG0006160	LOC108595327|XP_017836036.1|DBUS	CG3065|NP_611861.1|DMEL
OG0006161	LOC108596542|XP_017837923.1|DBUS	CG13954|NP_001260822.1|DMEL
OG0006162	LOC117134627|XP_033150538.1|DBUS	CG33978|NP_001245407.1|DMEL
OG0006163	LOC108594935|XP_017835559.1|DBUS	Obp50e|NP_610959.2|DMEL
OG0006165	LOC108598946|XP_017841205.1|DBUS	CG14567|NP_649357.1|DMEL, CG33290|NP_996139.1|DMEL
OG0006166	LOC108600490|XP_033149755.1|DBUS	CG13114|NP_609297.2|DMEL
OG0006168	LOC108604962|XP_033150239.1|DBUS	CG6048|NP_572282.1|DMEL
OG0006169	LOC108606139|XP_017851482.1|DBUS	dhd|NP_511046.1|DMEL
OG0006170	LOC108594934|XP_017835557.1|DBUS	Panx|NP_611576.1|DMEL
OG0006171	LOC108598882|XP_017841131.2|DBUS	CG7707|NP_648962.1|DMEL
OG0006172	LOC108597990|XP_017840095.1|DBUS	CG32374|NP_729270.1|DMEL, CG32376|NP_729271.1|DMEL
OG0006173	LOC108602344|XP_017845932.1|DBUS	CG5561|NP_608596.1|DMEL, CG5556|NP_608595.2|DMEL
OG0006174	LOC108598219|XP_017840324.2|DBUS	CG7271|NP_649041.1|DMEL, term|NP_524882.2|DMEL
OG0006175	LOC108596343|XP_017837487.1|DBUS	Cht12|NP_726022.1|DMEL
OG0006176	LOC108605453|XP_017850630.1|DBUS	CG31226|NP_732378.1|DMEL
OG0006182	LOC108603136|XP_017847146.1|DBUS	CG6937|NP_651066.2|DMEL
OG0006184	LOC108602349|XP_017845938.1|DBUS	lsn|NP_650987.1|DMEL
OG0006185	LOC108603046|XP_017846953.1|DBUS	mRpL9|NP_524363.3|DMEL
OG0006186	LOC108604449|XP_017849417.1|DBUS	CG34148|NP_788708.2|DMEL
OG0006187	LOC108602642|XP_017846276.1|DBUS	Bet5|NP_651778.1|DMEL
OG0006188	LOC108605154|XP_017850217.1|DBUS	shf|NP_001284963.1|DMEL
OG0006189	LOC108605181|XP_017850260.1|DBUS	Coq7|NP_651967.2|DMEL
OG0006190	LOC108603805|XP_017848392.1|DBUS	CG31381|NP_733057.1|DMEL
OG0006191	LOC108604631|XP_017849668.1|DBUS	CG3368|NP_651555.1|DMEL
OG0006192	LOC108605075|XP_017850131.1|DBUS	CG14434|NP_001284969.1|DMEL
OG0006193	LOC108605860|XP_017851160.1|DBUS	mRpL38|NP_511152.2|DMEL
OG0006194	LOC108605151|XP_017850214.1|DBUS	eas|NP_523364.2|DMEL
OG0006195	LOC108605713|XP_017850996.1|DBUS	CG5599|NP_573000.1|DMEL
OG0006196	LOC117134661|XP_033148941.1|DBUS	FoxP|NP_001247011.1|DMEL
OG0006197	LOC108607364|XP_017853566.1|DBUS	NfI|NP_995592.2|DMEL
OG0006198	LOC108606187|XP_017851529.1|DBUS	Sh|NP_728123.1|DMEL
OG0006199	LOC108604195|XP_017849037.1|DBUS	CG11771|NP_651314.1|DMEL
OG0006200	LOC108604721|XP_017849787.1|DBUS	cysu|NP_650627.1|DMEL
OG0006201	LOC108606598|XP_017852337.1|DBUS	CrebB|NP_001334685.1|DMEL
OG0006202	LOC108606597|XP_017852334.1|DBUS	CG6106|NP_573287.1|DMEL
OG0006203	LOC108606443|XP_017852043.1|DBUS	baz|NP_001036283.1|DMEL
OG0006204	LOC108603460|XP_017847782.1|DBUS	Rad17|NP_650382.3|DMEL
OG0006205	LOC108605246|XP_017850345.1|DBUS	c12.2|NP_001259381.1|DMEL
OG0006206	LOC108607682|XP_017854127.2|DBUS	MSBP|NP_573087.1|DMEL
OG0006207	LOC108607462|XP_017853789.2|DBUS	Coq6|NP_608934.1|DMEL
OG0006208	LOC108600245|XP_017843170.1|DBUS	pyx|NP_612015.1|DMEL
