Orthogroup	DBUS.longest_only	DSUP.longest_only
OG0004221	LOC108602209|XP_017845745.2|DBUS	LOC119560875|XP_037730477.1|DSUP
OG0004222	LOC108602033|XP_017845526.1|DBUS	LOC119557252|XP_037725871.1|DSUP
OG0004223	LOC108603436|XP_017847747.1|DBUS	LOC119547475|XP_037710291.1|DSUP
OG0004224	LOC108604130|XP_017848919.1|DBUS	LOC119559940|XP_037729076.1|DSUP
OG0004225	LOC108605459|XP_017850634.1|DBUS	LOC119557662|XP_037726449.1|DSUP
OG0004226	LOC108603531|XP_017847915.1|DBUS	LOC119563085|XP_037732239.1|DSUP
OG0004227	LOC108604212|XP_017849063.1|DBUS	LOC119562284|XP_037731384.1|DSUP
OG0004228	LOC108604213|XP_017849067.1|DBUS	LOC119562302|XP_037731390.1|DSUP
OG0004229	LOC108596569|XP_017837964.2|DBUS	LOC119549180|XP_037712915.1|DSUP
OG0004230	LOC108606559|XP_033150475.1|DBUS	LOC119556744|XP_037725083.1|DSUP
OG0004231	LOC108599739|XP_017842236.1|DBUS	LOC119554513|XP_037721383.1|DSUP
OG0004232	LOC108599742|XP_017842240.1|DBUS	LOC119554517|XP_037721390.1|DSUP
OG0004233	LOC108599741|XP_017842239.1|DBUS	LOC119554516|XP_037721388.1|DSUP
OG0004234	LOC108600252|XP_017843177.1|DBUS	LOC119554294|XP_037721081.1|DSUP
OG0004235	LOC108605709|XP_017850989.1|DBUS	LOC119556820|XP_037725198.1|DSUP
OG0004236	LOC108603591|XP_017848021.1|DBUS	LOC119550991|XP_037715965.1|DSUP
OG0004237	LOC108601619|XP_033149821.1|DBUS	LOC119559776|XP_037728781.1|DSUP
OG0004238	LOC108603584|XP_017848015.1|DBUS	LOC119563281|XP_037732532.1|DSUP
OG0004239	LOC108602786|XP_017846487.1|DBUS	LOC119560079|XP_037729321.1|DSUP
OG0004240	LOC108604751|XP_017849827.1|DBUS	LOC119560327|XP_037729640.1|DSUP
OG0004241	LOC108602136|XP_017845653.1|DBUS	LOC119562980|XP_037732086.1|DSUP
OG0004242	LOC108604002|XP_017848731.1|DBUS	LOC119545735|XP_037707485.1|DSUP
OG0004243	LOC108600291|XP_017843251.1|DBUS	LOC119555560|XP_037722934.1|DSUP
OG0004244	LOC108601450|XP_017844837.1|DBUS	LOC119563493|XP_037732857.1|DSUP
OG0004245	LOC117134806|XP_033149693.1|DBUS, LOC108600092|XP_017842942.1|DBUS	LOC119554686|XP_037721616.1|DSUP
OG0004246	LOC108601056|XP_017844436.1|DBUS	LOC119553109|XP_037719208.1|DSUP
OG0004247	LOC108605429|XP_017850594.1|DBUS	LOC119557717|XP_037726527.1|DSUP
OG0004248	LOC108595764|XP_017836543.1|DBUS	LOC119551021|XP_037716004.1|DSUP
OG0004249	LOC108600962|XP_017844305.1|DBUS	LOC119555550|XP_037722921.1|DSUP
OG0004250	LOC108597064|XP_017838881.1|DBUS	LOC119547768|XP_037710705.1|DSUP
OG0004251	LOC108607025|XP_017853102.2|DBUS	LOC119556137|XP_037723957.1|DSUP
OG0004252	LOC108603439|XP_017847752.1|DBUS	LOC119545686|XP_037707356.1|DSUP
OG0004253	LOC117134834|XP_033149800.1|DBUS	LOC119563383|XP_037732663.1|DSUP
OG0004254	LOC108605224|XP_017850324.1|DBUS	LOC119557803|XP_037726635.1|DSUP
OG0004256	LOC108596464|XP_017837710.1|DBUS	LOC119551073|XP_037716125.1|DSUP
OG0004257	LOC108601884|XP_017845347.1|DBUS	LOC119563429|XP_037732743.1|DSUP
OG0004258	LOC108601475|XP_033150132.1|DBUS	LOC119547228|XP_037709920.1|DSUP
OG0004259	LOC108596468|XP_017837716.1|DBUS	LOC119549753|XP_037713924.1|DSUP
OG0004260	LOC108603315|XP_017847512.1|DBUS	LOC119560559|XP_037730005.1|DSUP
OG0004261	LOC108603308|XP_017847480.1|DBUS	LOC119560632|XP_037730111.1|DSUP
OG0004262	LOC108603797|XP_017848383.2|DBUS	LOC119563225|XP_037732454.1|DSUP
OG0004263	LOC108604401|XP_017849350.1|DBUS	LOC119560091|XP_037729338.1|DSUP
OG0004264	LOC108603623|XP_017848069.1|DBUS	LOC119561064|XP_037730833.1|DSUP
OG0004265	LOC108604752|XP_017849828.1|DBUS	LOC119559933|XP_037729069.1|DSUP
OG0004266	LOC108601251|XP_017844640.1|DBUS	LOC119545676|XP_037707337.1|DSUP
OG0004267	LOC108602792|XP_017846493.1|DBUS	LOC119560940|XP_037730604.1|DSUP
OG0004268	LOC108596600|XP_017838018.1|DBUS	LOC119550298|XP_037714820.1|DSUP
OG0004269	LOC108596927|XP_017838637.2|DBUS	LOC119549478|XP_037713506.1|DSUP
OG0004270	LOC108597193|XP_017839110.1|DBUS	LOC119549283|XP_037713157.1|DSUP
OG0004271	LOC108597546|XP_017839639.1|DBUS	LOC119549809|XP_037714009.1|DSUP
OG0004272	LOC108602028|XP_017845520.1|DBUS	LOC119563386|XP_037732666.1|DSUP
OG0004274	LOC108605480|XP_017850661.1|DBUS	LOC119555818|XP_037723363.1|DSUP
OG0004275	LOC108607258|XP_017853432.1|DBUS	LOC119558153|XP_037727320.1|DSUP
OG0004276	LOC108599914|XP_017842601.1|DBUS	LOC119555500|XP_037722844.1|DSUP
OG0004277	LOC108599062|XP_017841331.1|DBUS	LOC119553291|XP_037719534.1|DSUP
OG0004278	LOC108606848|XP_017852834.1|DBUS	LOC119557617|XP_037726353.1|DSUP
OG0004279	LOC108596574|XP_017837983.1|DBUS	LOC119547838|XP_037710796.1|DSUP
OG0004280	LOC108606267|XP_017851721.1|DBUS	LOC119557183|XP_037725728.1|DSUP
OG0004281	LOC108595666|XP_017836435.1|DBUS	LOC119550510|XP_037715144.1|DSUP
OG0004282	LOC108597487|XP_017839553.1|DBUS	LOC119549148|XP_037712855.1|DSUP
OG0004283	LOC108597488|XP_017839554.1|DBUS	LOC119549150|XP_037712858.1|DSUP
OG0004284	LOC108607461|XP_017853788.2|DBUS	LOC119548813|XP_037712334.1|DSUP
OG0004285	LOC108602634|XP_017846267.1|DBUS	LOC119554815|XP_037721808.1|DSUP
OG0004286	LOC108599229|XP_017841515.1|DBUS	LOC119553975|XP_037720609.1|DSUP
OG0004287	LOC108598515|XP_017840682.2|DBUS	LOC119554765|XP_037721729.1|DSUP
OG0004288	LOC108600782|XP_017844040.1|DBUS	LOC119552959|XP_037718870.1|DSUP
OG0004289	LOC108599757|XP_017842260.1|DBUS	LOC119552836|XP_037718621.1|DSUP
OG0004290	LOC108595465|XP_017836199.1|DBUS	LOC119550262|XP_037714768.1|DSUP
OG0004291	LOC108597520|XP_017839602.1|DBUS	LOC119551603|XP_037716935.1|DSUP
OG0004292	LOC108600478|XP_017843585.1|DBUS	LOC119553432|XP_037719748.1|DSUP
OG0004293	LOC108599073|XP_017841349.1|DBUS	LOC119555473|XP_037722807.1|DSUP
OG0004294	LOC108599533|XP_017841905.1|DBUS	LOC119553564|XP_037719937.1|DSUP
OG0004295	LOC108600642|XP_017843823.2|DBUS	LOC119553496|XP_037719834.1|DSUP
OG0004296	LOC108600738|XP_017843972.1|DBUS	LOC119554329|XP_037721121.1|DSUP
OG0004297	LOC108595622|XP_017836376.1|DBUS	LOC119551818|XP_037717307.1|DSUP
OG0004298	LOC108596825|XP_017838431.1|DBUS	LOC119550854|XP_037715754.1|DSUP
OG0004299	LOC108596008|XP_017836782.1|DBUS	LOC119559408|XP_037728405.1|DSUP
OG0004300	LOC108595178|XP_017835843.1|DBUS	LOC119551023|XP_037716007.1|DSUP
OG0004301	LOC108600476|XP_017843582.1|DBUS	LOC119553833|XP_037720395.1|DSUP
OG0004302	LOC108597013|XP_017838782.1|DBUS	LOC119549263|XP_037713099.1|DSUP
OG0004303	LOC108597186|XP_017839103.2|DBUS	LOC119549608|XP_037713707.1|DSUP
OG0004304	LOC108595489|XP_017836229.1|DBUS	LOC119550184|XP_037714650.1|DSUP
OG0004305	LOC108596478|XP_017837729.1|DBUS	LOC119551917|XP_037717466.1|DSUP
OG0004306	LOC108597674|XP_017839836.1|DBUS	LOC119551016|XP_037715998.1|DSUP
OG0004307	LOC108596051|XP_017836933.1|DBUS	LOC119551518|XP_037716831.1|DSUP
OG0004308	LOC108595041|XP_017835670.1|DBUS	LOC119550193|XP_037714663.1|DSUP
OG0004309	LOC108599121|XP_017841398.1|DBUS	LOC119553417|XP_037719722.1|DSUP
OG0004310	LOC108595471|XP_017836208.1|DBUS	LOC119549919|XP_037714171.1|DSUP
OG0004311	LOC108599796|XP_017842352.2|DBUS	LOC119554350|XP_037721144.1|DSUP
OG0004312	LOC108596766|XP_017838346.1|DBUS	LOC119548982|XP_037712507.1|DSUP
OG0004313	LOC108596602|XP_017838022.1|DBUS	LOC119559466|XP_037728503.1|DSUP
OG0004314	LOC108596160|XP_017837153.1|DBUS	LOC119551858|XP_037717363.1|DSUP
OG0004315	LOC108595279|XP_017835981.1|DBUS	LOC119549618|XP_037713718.1|DSUP
OG0004316	LOC108595993|XP_017836769.1|DBUS	LOC119551155|XP_037716277.1|DSUP
OG0004317	LOC108595560|XP_017836308.1|DBUS	LOC119550617|XP_037715372.1|DSUP
OG0004318	LOC108594846|XP_017835473.1|DBUS	LOC119548981|XP_037712505.1|DSUP
OG0004319	LOC108595080|XP_017835720.1|DBUS	LOC119550219|XP_037714710.1|DSUP, LOC119550214|XP_037714697.1|DSUP
OG0004320	LOC108603980|XP_017848695.1|DBUS	LOC119559961|XP_037729122.1|DSUP
OG0004321	LOC108597774|XP_033149080.1|DBUS	LOC119548796|XP_037712299.1|DSUP
OG0004322	LOC108603404|XP_017847681.1|DBUS	LOC119563389|XP_037732672.1|DSUP
OG0004323	LOC108598857|XP_033150625.1|DBUS	LOC119552899|XP_037718746.1|DSUP
OG0004324	LOC108608521|XP_017855412.1|DBUS	LOC119548705|XP_037712096.1|DSUP
OG0004325	LOC108597364|XP_017839377.1|DBUS	LOC119551790|XP_037717265.1|DSUP
OG0004326	LOC108597363|XP_017839376.1|DBUS	LOC119551788|XP_037717262.1|DSUP
OG0004327	LOC108605649|XP_017850922.1|DBUS	LOC119557863|XP_037726789.1|DSUP
OG0004328	LOC108597405|XP_017839440.1|DBUS	LOC119550145|XP_037714583.1|DSUP
OG0004329	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS	LOC119550753|XP_037715602.1|DSUP
OG0004330	LOC108595367|XP_017836083.1|DBUS	LOC119551890|XP_037717419.1|DSUP
OG0004331	LOC108595992|XP_017836768.1|DBUS	LOC119550421|XP_037715012.1|DSUP
OG0004332	LOC108598742|XP_017840970.2|DBUS	LOC119548264|XP_037711336.1|DSUP
OG0004333	LOC108607894|XP_017854488.2|DBUS	LOC119546381|XP_037708544.1|DSUP
OG0004334	LOC108608464|XP_017855338.1|DBUS	LOC119546595|XP_037708942.1|DSUP
OG0004335	LOC108595308|XP_017836014.1|DBUS	LOC119549270|XP_037713109.1|DSUP
OG0004336	LOC108597680|XP_017839843.2|DBUS	LOC119550920|XP_037715860.1|DSUP
OG0004337	LOC108607549|XP_017853926.1|DBUS	LOC119548852|XP_037712401.1|DSUP
OG0004338	LOC108598389|XP_017840498.2|DBUS	LOC119554311|XP_037721099.1|DSUP
OG0004339	LOC108596392|XP_017837559.1|DBUS	LOC119549144|XP_037712850.1|DSUP
OG0004340	LOC108594809|XP_017835436.1|DBUS	LOC119549142|XP_037712848.1|DSUP
OG0004341	LOC108595292|XP_017835994.1|DBUS	LOC119551523|XP_037716838.1|DSUP
OG0004342	LOC108595370|XP_033149115.1|DBUS	LOC119551565|XP_037716891.1|DSUP
OG0004343	LOC108597315|XP_033150988.1|DBUS	LOC119550860|XP_037715764.1|DSUP
OG0004344	LOC108597708|XP_017839885.1|DBUS	LOC119550990|XP_037715958.1|DSUP
OG0004345	LOC108598504|XP_017840668.1|DBUS	LOC119548037|XP_037711041.1|DSUP
OG0004346	LOC108595052|XP_017835683.1|DBUS	LOC119550314|XP_037714847.1|DSUP
OG0004347	LOC108597110|XP_017838977.1|DBUS	LOC119549978|XP_037714305.1|DSUP
OG0004348	LOC108595055|XP_017835688.1|DBUS	LOC119549520|XP_037713561.1|DSUP
OG0004349	LOC108597285|XP_017839241.1|DBUS	LOC119550835|XP_037715714.1|DSUP
OG0004350	LOC108595789|XP_017836570.1|DBUS	LOC119550493|XP_037715113.1|DSUP
OG0004351	LOC108596049|XP_017836925.1|DBUS	LOC119559401|XP_037728393.1|DSUP
OG0004352	LOC108604015|XP_017848748.1|DBUS	LOC119559849|XP_037728882.1|DSUP
OG0004353	LOC108604072|XP_017848829.2|DBUS	LOC119562048|XP_037731320.1|DSUP
OG0004354	LOC108604164|XP_017848986.1|DBUS	LOC119548674|XP_037712048.1|DSUP
OG0004355	LOC108602963|XP_017846827.1|DBUS	LOC119560969|XP_037730656.1|DSUP
OG0004356	LOC108597665|XP_017839824.1|DBUS	LOC119551328|XP_037716555.1|DSUP
OG0004357	LOC108597614|XP_017839741.1|DBUS	LOC119551262|XP_037716447.1|DSUP
OG0004358	LOC108596791|XP_017838383.1|DBUS	LOC119550556|XP_037715269.1|DSUP
OG0004359	LOC108594656|XP_033149128.1|DBUS	LOC119549219|XP_037713013.1|DSUP
OG0004360	LOC108602785|XP_017846486.1|DBUS	LOC119554978|XP_037722037.1|DSUP
OG0004361	LOC108604688|XP_017849733.1|DBUS	LOC119550360|XP_037714913.1|DSUP
OG0004362	LOC108599924|XP_017842620.1|DBUS	LOC119554940|XP_037721977.1|DSUP
OG0004363	LOC108607054|XP_017853155.1|DBUS	LOC119557206|XP_037725790.1|DSUP
OG0004364	LOC108596596|XP_017838015.1|DBUS	LOC119549525|XP_037713567.1|DSUP
OG0004365	LOC108595769|XP_017836364.2|DBUS	LOC119550445|XP_037715047.1|DSUP
OG0004366	LOC108596587|XP_017838007.2|DBUS	LOC119547841|XP_037710798.1|DSUP
OG0004367	LOC108598962|XP_017841222.2|DBUS	LOC119553156|XP_037719307.1|DSUP
OG0004368	LOC108599052|XP_017841320.2|DBUS	LOC119553048|XP_037719086.1|DSUP
OG0004369	LOC108596512|XP_017837842.1|DBUS	LOC119551824|XP_037717313.1|DSUP
OG0004370	LOC108595031|XP_017835659.1|DBUS	LOC119549149|XP_037712856.1|DSUP
OG0004371	LOC108606452|XP_017852053.1|DBUS	LOC119558245|XP_037727497.1|DSUP
OG0004372	LOC108595286|XP_017835987.2|DBUS	LOC119551675|XP_037717058.1|DSUP
OG0004373	LOC108595206|XP_017835883.1|DBUS	LOC119563365|XP_037732645.1|DSUP
OG0004374	LOC108596518|XP_017837849.1|DBUS	LOC119551032|XP_037716021.1|DSUP
OG0004375	LOC108598447|XP_017840574.2|DBUS	LOC119554908|XP_037721937.1|DSUP
OG0004376	LOC108600911|XP_017844232.1|DBUS	LOC119554875|XP_037721889.1|DSUP
OG0004377	LOC108600273|XP_017843227.1|DBUS	LOC119554337|XP_037721131.1|DSUP
OG0004378	LOC108596907|XP_017838592.1|DBUS	LOC119549421|XP_037713425.1|DSUP
OG0004379	LOC108595712|XP_017836483.1|DBUS	LOC119550490|XP_037715109.1|DSUP
OG0004380	LOC108595478|XP_017836216.1|DBUS	LOC119551863|XP_037717381.1|DSUP
OG0004381	LOC108604571|XP_017849591.1|DBUS	LOC119553556|XP_037719929.1|DSUP
OG0004382	LOC108596216|XP_017837232.1|DBUS	LOC119550176|XP_037714639.1|DSUP
OG0004383	LOC108596030|XP_017836882.1|DBUS	LOC119551183|XP_037716312.1|DSUP
OG0004384	LOC108596037|XP_017836891.1|DBUS	LOC119550603|XP_037715346.1|DSUP
OG0004385	LOC108596417|XP_017837622.1|DBUS	LOC119550564|XP_037715282.1|DSUP
OG0004386	LOC108596842|XP_017838460.1|DBUS	LOC119550311|XP_037714840.1|DSUP
OG0004387	LOC108599956|XP_017842696.1|DBUS	LOC119552914|XP_037718778.1|DSUP
OG0004388	LOC108597700|XP_017839873.1|DBUS	LOC119550050|XP_037714433.1|DSUP
OG0004389	LOC108600747|XP_017843987.1|DBUS	LOC119555630|XP_037723077.1|DSUP
OG0004390	LOC108600796|XP_017844059.1|DBUS	LOC119555459|XP_037722790.1|DSUP
OG0004391	LOC108595737|XP_017836513.1|DBUS	LOC119551143|XP_037716261.1|DSUP
OG0004392	LOC108599505|XP_017841860.2|DBUS	LOC119555449|XP_037722751.1|DSUP
OG0004393	LOC108597762|XP_017839964.1|DBUS	LOC119550871|XP_037715781.1|DSUP
OG0004394	LOC108597179|XP_017839085.1|DBUS	LOC119550423|XP_037715015.1|DSUP
OG0004395	LOC108595598|XP_017836350.1|DBUS	LOC119559400|XP_037728392.1|DSUP
OG0004396	LOC108596997|XP_017838759.1|DBUS	LOC119559438|XP_037728465.1|DSUP
OG0004397	LOC108595706|XP_017836479.1|DBUS	LOC119549811|XP_037714011.1|DSUP
OG0004398	LOC108597092|XP_017838944.1|DBUS	LOC119549815|XP_037714021.1|DSUP
OG0004399	LOC108596322|XP_017837433.1|DBUS	LOC119552096|XP_037717806.1|DSUP
OG0004400	LOC108603083|XP_017847062.1|DBUS	LOC119545795|XP_037707603.1|DSUP
OG0004401	LOC108596610|XP_017838039.1|DBUS	LOC119551323|XP_037716546.1|DSUP
OG0004402	LOC108595050|XP_017835681.1|DBUS	LOC119551009|XP_037715990.1|DSUP
OG0004403	LOC108596981|XP_017838726.1|DBUS	LOC119552034|XP_037717701.1|DSUP
OG0004404	LOC108597098|XP_017838952.1|DBUS	LOC119559379|XP_037728357.1|DSUP
OG0004405	LOC108599797|XP_017842353.2|DBUS	LOC119552961|XP_037718872.1|DSUP
OG0004406	LOC108600318|XP_017843306.1|DBUS	LOC119552788|XP_037718541.1|DSUP
OG0004407	LOC108597705|XP_017839879.1|DBUS	LOC119551959|XP_037717582.1|DSUP
OG0004408	LOC108599096|XP_017841375.2|DBUS	LOC119553554|XP_037719923.1|DSUP
OG0004409	LOC108607401|XP_017853668.1|DBUS	LOC119559997|XP_037729232.1|DSUP
OG0004410	LOC108596641|XP_017838093.1|DBUS	LOC119550937|XP_037715890.1|DSUP
OG0004411	LOC108599960|XP_017842699.1|DBUS	LOC119553868|XP_037720448.1|DSUP
OG0004412	LOC108599957|XP_017842697.1|DBUS	LOC119553867|XP_037720447.1|DSUP
OG0004413	LOC108596564|XP_017837954.1|DBUS	LOC119549700|XP_037713852.1|DSUP
OG0004414	LOC108595505|XP_033149020.1|DBUS	LOC119550055|XP_037714442.1|DSUP
OG0004415	LOC108597220|XP_017839150.1|DBUS	LOC119549855|XP_037714078.1|DSUP
OG0004416	LOC108596460|XP_017837699.1|DBUS	LOC119549303|XP_037713190.1|DSUP
OG0004417	LOC108602293|XP_017845862.1|DBUS	LOC119562863|XP_037731905.1|DSUP
OG0004418	LOC108597709|XP_017839887.1|DBUS	LOC119550104|XP_037714512.1|DSUP
OG0004419	LOC108596040|XP_017836910.1|DBUS	LOC119549448|XP_037713472.1|DSUP
OG0004420	LOC108595571|XP_017836320.1|DBUS	LOC119550218|XP_037714708.1|DSUP
OG0004421	LOC108598372|XP_017840483.1|DBUS	LOC119553525|XP_037719875.1|DSUP
OG0004422	LOC108600299|XP_017843270.1|DBUS	LOC119554655|XP_037721584.1|DSUP
OG0004423	LOC108596199|XP_017837204.1|DBUS	LOC119552101|XP_037717813.1|DSUP
OG0004424	LOC108597069|XP_017838888.1|DBUS	LOC119549561|XP_037713639.1|DSUP
OG0004425	LOC108600067|XP_017842908.1|DBUS	LOC119555434|XP_037722731.1|DSUP
OG0004426	LOC108600050|XP_017842886.1|DBUS	LOC119552861|XP_037718675.1|DSUP
OG0004427	LOC108600018|XP_017842824.1|DBUS	LOC119555461|XP_037722795.1|DSUP
OG0004428	LOC108604837|XP_017849945.1|DBUS	LOC119560385|XP_037729731.1|DSUP
OG0004429	LOC108600672|XP_017843869.2|DBUS	LOC119546666|XP_037709052.1|DSUP
OG0004430	LOC108598230|XP_033149326.1|DBUS	LOC119555305|XP_037722550.1|DSUP
OG0004431	LOC108602906|XP_017846703.1|DBUS	LOC119560358|XP_037729689.1|DSUP
OG0004432	LOC108602904|XP_017846701.1|DBUS	LOC119560354|XP_037729686.1|DSUP
OG0004433	LOC108599223|XP_017841507.2|DBUS	LOC119554959|XP_037722011.1|DSUP
OG0004434	LOC108597091|XP_017838942.1|DBUS	LOC119549814|XP_037714020.1|DSUP
OG0004435	LOC108597584|XP_017839693.1|DBUS	LOC119551667|XP_037717047.1|DSUP
OG0004436	LOC108596500|XP_033149123.1|DBUS	LOC119549368|XP_037713328.1|DSUP
OG0004437	LOC108595359|XP_017836072.1|DBUS	LOC119550185|XP_037714652.1|DSUP
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC119550758|XP_037715610.1|DSUP
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC119549158|XP_037712872.1|DSUP
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC119550941|XP_037715894.1|DSUP
OG0004441	LOC108603378|XP_017847640.1|DBUS	LOC119546644|XP_037709020.1|DSUP
OG0004442	LOC108595204|XP_017835880.1|DBUS	LOC119549824|XP_037714030.1|DSUP
OG0004443	LOC108601073|XP_017844457.1|DBUS	LOC119554017|XP_037720661.1|DSUP
OG0004444	LOC108594989|XP_017835610.1|DBUS	LOC119551973|XP_037717616.1|DSUP
OG0004445	LOC108597749|XP_017839945.1|DBUS	LOC119551338|XP_037716567.1|DSUP
OG0004446	LOC108604372|XP_017849310.1|DBUS	LOC119558118|XP_037727280.1|DSUP
OG0004447	LOC108602974|XP_017849713.1|DBUS	LOC119552962|XP_037718877.1|DSUP
OG0004448	LOC108595837|XP_017836617.1|DBUS	LOC119550582|XP_037715304.1|DSUP
OG0004449	LOC108598482|XP_017840625.1|DBUS	LOC119554115|XP_037720811.1|DSUP
OG0004450	LOC108595591|XP_017836342.1|DBUS	LOC119549055|XP_037712680.1|DSUP, LOC119549054|XP_037712679.1|DSUP
OG0004451	LOC108595032|XP_017835661.1|DBUS	LOC119550029|XP_037714382.1|DSUP
OG0004452	LOC108594960|XP_017835583.1|DBUS	LOC119551701|XP_037717102.1|DSUP
OG0004453	LOC108596381|XP_017837540.1|DBUS	LOC119549750|XP_037713920.1|DSUP
OG0004454	LOC108602250|XP_017845790.1|DBUS	LOC119563433|XP_037732747.1|DSUP
OG0004455	LOC108598919|XP_017841163.2|DBUS	LOC119554821|XP_037721823.1|DSUP
OG0004456	LOC108605247|XP_017850346.1|DBUS	LOC119557086|XP_037725568.1|DSUP
OG0004457	LOC108600937|XP_017844263.2|DBUS	LOC119553110|XP_037719211.1|DSUP
OG0004458	LOC108600979|XP_017844330.1|DBUS	LOC119553309|XP_037719563.1|DSUP
OG0004459	LOC108600748|XP_017843990.2|DBUS	LOC119555308|XP_037722554.1|DSUP
OG0004460	LOC108599587|XP_017842021.1|DBUS	LOC119555295|XP_037722540.1|DSUP
OG0004461	LOC108601129|XP_017844540.2|DBUS	LOC119554144|XP_037720849.1|DSUP
OG0004462	LOC108600366|XP_017843391.1|DBUS	LOC119552502|XP_037718038.1|DSUP
OG0004463	LOC108600415|XP_017843465.1|DBUS	LOC119555678|XP_037723227.1|DSUP
OG0004464	LOC108600562|XP_017843714.1|DBUS	LOC119552827|XP_037718608.1|DSUP
OG0004465	LOC108602609|XP_017846239.2|DBUS	LOC119553051|XP_037719090.1|DSUP
OG0004466	LOC108598306|XP_017840410.2|DBUS	LOC119554360|XP_037721154.1|DSUP
OG0004467	LOC108600561|XP_033149328.1|DBUS	LOC119554254|XP_037721019.1|DSUP
OG0004468	LOC108600560|XP_033149329.1|DBUS	LOC119554593|XP_037721505.1|DSUP
OG0004469	LOC108598599|XP_017840782.1|DBUS	LOC119554695|XP_037721624.1|DSUP
OG0004470	LOC108608569|XP_017855489.1|DBUS	LOC119547603|XP_037710452.1|DSUP
OG0004471	LOC108603788|XP_017848373.1|DBUS	LOC119559912|XP_037729018.1|DSUP
OG0004472	LOC108596034|XP_017836887.1|DBUS	LOC119549126|XP_037712820.1|DSUP
OG0004473	LOC108594885|XP_017835512.1|DBUS	LOC119551166|XP_037716291.1|DSUP
OG0004474	LOC108595496|XP_017836238.1|DBUS	LOC119551168|XP_037716294.1|DSUP
OG0004475	LOC108595205|XP_017835882.1|DBUS	LOC119563362|XP_037732642.1|DSUP
OG0004476	LOC108601523|XP_017844915.1|DBUS	LOC119547343|XP_037710083.1|DSUP
OG0004477	LOC108597733|XP_017839916.1|DBUS	LOC119550616|XP_037715371.1|DSUP
OG0004478	LOC108594718|XP_033149234.1|DBUS	LOC119550485|XP_037715102.1|DSUP
OG0004479	LOC108595262|XP_017835962.1|DBUS	LOC119551589|XP_037716918.1|DSUP
OG0004480	LOC108606113|XP_017851455.1|DBUS	LOC119556957|XP_037725393.1|DSUP
OG0004481	LOC108597307|XP_017839276.1|DBUS	LOC119550064|XP_037714455.1|DSUP
OG0004482	LOC108604451|XP_017849419.1|DBUS	LOC119563307|XP_037732568.1|DSUP
OG0004483	LOC108595526|XP_017836270.1|DBUS	LOC119549488|XP_037713519.1|DSUP
OG0004484	LOC108601492|XP_017844879.1|DBUS	LOC119560959|XP_037730639.1|DSUP
OG0004485	LOC108606029|XP_017851345.1|DBUS	LOC119557234|XP_037725844.1|DSUP
OG0004486	LOC108597442|XP_017839495.1|DBUS	LOC119550242|XP_037714740.1|DSUP
OG0004487	LOC108600630|XP_017843806.1|DBUS	LOC119555497|XP_037722841.1|DSUP
OG0004488	LOC108594610|XP_017835242.1|DBUS	LOC119549457|XP_037713485.1|DSUP, LOC119551202|XP_037716364.1|DSUP
OG0004489	LOC108599527|XP_017841891.1|DBUS	LOC119555705|XP_037723289.1|DSUP
OG0004490	LOC108595965|XP_017836741.1|DBUS, LOC108594778|XP_033149188.1|DBUS, LOC108594777|XP_017835404.1|DBUS, LOC108595724|XP_017836495.1|DBUS	LOC119551592|XP_037716921.1|DSUP
OG0004492	LOC108605079|XP_017850134.1|DBUS, LOC108599761|XP_017842265.1|DBUS	LOC119552837|XP_037718626.1|DSUP
OG0004493	LOC108598155|XP_033149633.1|DBUS	LOC119555479|XP_037722814.1|DSUP, LOC119546338|XP_037708467.1|DSUP
OG0004494	LOC108603190|XP_017847250.1|DBUS, LOC108603791|XP_017848374.2|DBUS	LOC119560658|XP_037730154.1|DSUP
OG0004495	LOC108601287|XP_017844676.2|DBUS, LOC108602971|XP_017846843.1|DBUS	LOC119559261|XP_037728260.1|DSUP, LOC119560032|XP_037729260.1|DSUP
OG0004497	LOC108595281|XP_017835983.1|DBUS	LOC119550954|XP_037715909.1|DSUP, LOC119549687|XP_037713831.1|DSUP, LOC119550779|XP_037715637.1|DSUP, LOC119549688|XP_037713832.1|DSUP
OG0004498	LOC108597042|XP_017838827.1|DBUS	LOC119550558|XP_037715274.1|DSUP
OG0004499	LOC108596497|XP_017837812.1|DBUS	LOC119549673|XP_037713807.1|DSUP, LOC119549671|XP_037713804.1|DSUP
OG0004500	LOC108595675|XP_017836443.1|DBUS	LOC119550705|XP_037715510.1|DSUP
OG0004501	LOC108594670|XP_017835300.1|DBUS	LOC119549198|XP_037712955.1|DSUP
OG0004504	LOC108601664|XP_017845054.1|DBUS	LOC119559656|XP_037728634.1|DSUP
OG0004505	LOC108604247|XP_017849112.1|DBUS	LOC119560687|XP_037730188.1|DSUP
OG0004506	LOC108603565|XP_017847971.1|DBUS	LOC119548349|XP_037711495.1|DSUP
OG0004507	LOC108602255|XP_017845798.1|DBUS	LOC119560055|XP_037729289.1|DSUP
OG0004508	LOC108601774|XP_017845189.1|DBUS	LOC119558832|XP_037728023.1|DSUP
OG0004509	LOC108598406|XP_017840517.2|DBUS	LOC119553183|XP_037719354.1|DSUP
