Orthogroup	DBUS.longest_only	CCAP.longest_only
OG0003047	LOC108603542|XP_017847943.1|DBUS	CCAP1982_LOCUS5086|CAD6996413.1|CCAP
OG0003048	LOC108596887|XP_017838556.1|DBUS	CCAP1982_LOCUS20648|CAD7012563.1|CCAP
OG0003049	LOC108604605|XP_017849631.1|DBUS	CCAP1982_LOCUS4231|CAD6995518.1|CCAP
OG0003050	LOC108604186|XP_033149986.1|DBUS	CCAP1982_LOCUS289|CAD6991359.1|CCAP
OG0003051	LOC108598308|XP_017840412.1|DBUS, LOC108598943|XP_017841201.2|DBUS	CCAP1982_LOCUS11910|CAD7003457.1|CCAP
OG0003052	LOC108602964|XP_017846831.1|DBUS	CCAP1982_LOCUS5167|CAD6996499.1|CCAP
OG0003053	LOC108603994|XP_017848715.1|DBUS	CCAP1982_LOCUS4694|CAD6995987.1|CCAP
OG0003054	LOC108604000|XP_017848729.1|DBUS	CCAP1982_LOCUS4691|CAD6995984.1|CCAP
OG0003055	LOC108603332|XP_033150129.1|DBUS	CCAP1982_LOCUS1897|CAD6993068.1|CCAP
OG0003057	LOC108596028|XP_017836875.1|DBUS	CCAP1982_LOCUS21044|CAD7012949.1|CCAP
OG0003058	LOC108597296|XP_017839264.1|DBUS	CCAP1982_LOCUS19901|CAD7011791.1|CCAP
OG0003060	LOC108596568|XP_017837963.1|DBUS	CCAP1982_LOCUS20523|CAD7012442.1|CCAP
OG0003062	LOC108603196|XP_033149921.1|DBUS, LOC108603202|XP_017847273.1|DBUS	CCAP1982_LOCUS1424|CAD6992576.1|CCAP
OG0003063	LOC108600046|XP_017842880.1|DBUS	CCAP1982_LOCUS13591|CAD7005232.1|CCAP
OG0003064	LOC108606101|XP_017851435.1|DBUS	CCAP1982_LOCUS3850|CAD6995128.1|CCAP
OG0003065	LOC108607954|XP_033149950.1|DBUS	CCAP1982_LOCUS5876|CAD6997242.1|CCAP
OG0003066	LOC108603111|XP_017847105.1|DBUS	CCAP1982_LOCUS1885|CAD6993053.1|CCAP
OG0003067	LOC108603238|XP_017847352.1|DBUS	CCAP1982_LOCUS4984|CAD6996305.1|CCAP
OG0003068	LOC108602670|XP_017846304.1|DBUS	CCAP1982_LOCUS845|CAD6991957.1|CCAP
OG0003069	LOC108596994|XP_017838753.1|DBUS	CCAP1982_LOCUS19970|CAD7011858.1|CCAP
OG0003071	LOC108600143|XP_017843027.1|DBUS	CCAP1982_LOCUS11364|CAD7002895.1|CCAP, CCAP1982_LOCUS11362|CAD7002893.1|CCAP
OG0003072	LOC108601662|XP_017845052.1|DBUS	CCAP1982_LOCUS4420|CAD6995713.1|CCAP, CCAP1982_LOCUS4417|CAD6995710.1|CCAP, CCAP1982_LOCUS4416|CAD6995709.1|CCAP
OG0003073	LOC108604481|XP_017849457.1|DBUS	CCAP1982_LOCUS4419|CAD6995712.1|CCAP, CCAP1982_LOCUS4421|CAD6995714.1|CCAP
OG0003074	LOC108608567|XP_017855482.2|DBUS	CCAP1982_LOCUS7351|CAD6998797.1|CCAP
OG0003075	LOC108604224|XP_017849077.1|DBUS	CCAP1982_LOCUS4196|CAD6995480.1|CCAP
OG0003076	LOC108600590|XP_017843771.2|DBUS	CCAP1982_LOCUS13610|CAD7005253.1|CCAP
OG0003077	LOC108602941|XP_017846778.1|DBUS	CCAP1982_LOCUS188|CAD6991254.1|CCAP, CCAP1982_LOCUS5203|CAD6996535.1|CCAP
OG0003078	LOC108603684|XP_017848181.1|DBUS	CCAP1982_LOCUS4914|CAD6996227.1|CCAP, CCAP1982_LOCUS4915|CAD6996229.1|CCAP
OG0003079	LOC108604257|XP_017849133.1|DBUS	CCAP1982_LOCUS535|CAD6991620.1|CCAP, CCAP1982_LOCUS533|CAD6991618.1|CCAP
OG0003080	LOC108603051|XP_033149048.1|DBUS	CCAP1982_LOCUS4805|CAD6996105.1|CCAP
OG0003081	LOC108602251|XP_017845791.1|DBUS	CCAP1982_LOCUS4797|CAD6996097.1|CCAP
OG0003082	LOC108604792|XP_017849881.1|DBUS	CCAP1982_LOCUS4772|CAD6996065.1|CCAP
OG0003083	LOC108604768|XP_017849851.1|DBUS	CCAP1982_LOCUS790|CAD6991900.1|CCAP
OG0003084	LOC108603129|XP_033150004.1|DBUS	CCAP1982_LOCUS496|CAD6991578.1|CCAP, CCAP1982_LOCUS491|CAD6991573.1|CCAP
OG0003085	LOC108602427|XP_017846032.1|DBUS	CCAP1982_LOCUS503|CAD6991585.1|CCAP
OG0003086	LOC108602781|XP_017846476.1|DBUS	CCAP1982_LOCUS509|CAD6991592.1|CCAP, CCAP1982_LOCUS515|CAD6991598.1|CCAP
OG0003087	LOC108598291|XP_033149682.1|DBUS	CCAP1982_LOCUS14147|CAD7005799.1|CCAP
OG0003088	LOC108604680|XP_017849725.1|DBUS	CCAP1982_LOCUS4301|CAD6995592.1|CCAP
OG0003089	LOC108604584|XP_017849604.1|DBUS	CCAP1982_LOCUS2782|CAD6994001.1|CCAP
OG0003090	LOC108601685|XP_017845083.1|DBUS	CCAP1982_LOCUS3267|CAD6994523.1|CCAP
OG0003091	LOC108603758|XP_017848326.1|DBUS	CCAP1982_LOCUS4768|CAD6996061.1|CCAP
OG0003092	LOC108602789|XP_017846489.1|DBUS	CCAP1982_LOCUS518|CAD6991601.1|CCAP
OG0003093	LOC108597409|XP_017839445.1|DBUS	CCAP1982_LOCUS7136|CAD6998551.1|CCAP
OG0003095	LOC108606687|XP_017852528.1|DBUS	CCAP1982_LOCUS7356|CAD6998807.1|CCAP
OG0003096	LOC108597325|XP_017839306.1|DBUS	CCAP1982_LOCUS7197|CAD6998624.1|CCAP
OG0003097	LOC108604617|XP_017849647.1|DBUS	CCAP1982_LOCUS1132|CAD6992265.1|CCAP, CCAP1982_LOCUS1133|CAD6992266.1|CCAP, CCAP1982_LOCUS1139|CAD6992271.1|CCAP
OG0003099	LOC108603325|XP_017847537.1|DBUS	CCAP1982_LOCUS263|CAD6991334.1|CCAP
OG0003101	LOC108603392|XP_017847654.1|DBUS	CCAP1982_LOCUS4598|CAD6995897.1|CCAP
OG0003102	LOC108604601|XP_017849627.1|DBUS	CCAP1982_LOCUS524|CAD6991609.1|CCAP
OG0003103	LOC108604205|XP_017849054.1|DBUS	CCAP1982_LOCUS5175|CAD6996507.1|CCAP
OG0003110	LOC108596162|XP_017837157.1|DBUS	CCAP1982_LOCUS20239|CAD7012142.1|CCAP
OG0003112	LOC108604756|XP_017849832.1|DBUS	CCAP1982_LOCUS905|CAD6992021.1|CCAP, CCAP1982_LOCUS904|CAD6992020.1|CCAP
OG0003114	LOC108597672|XP_017839834.1|DBUS	CCAP1982_LOCUS20586|CAD7012502.1|CCAP
OG0003115	LOC108595271|XP_017835973.1|DBUS	CCAP1982_LOCUS19666|CAD7011577.1|CCAP
OG0003116	LOC108597222|XP_017839155.1|DBUS	CCAP1982_LOCUS19942|CAD7011832.1|CCAP, CCAP1982_LOCUS19941|CAD7011831.1|CCAP
OG0003117	LOC108599239|XP_017841525.1|DBUS	CCAP1982_LOCUS13432|CAD7005065.1|CCAP
OG0003118	LOC108600440|XP_017843511.1|DBUS	CCAP1982_LOCUS14019|CAD7005664.1|CCAP
OG0003119	LOC108600780|XP_017844038.1|DBUS	CCAP1982_LOCUS14024|CAD7005669.1|CCAP
OG0003120	LOC108596731|XP_017838265.1|DBUS	CCAP1982_LOCUS22314|CAD7014314.1|CCAP
OG0003121	LOC108606954|XP_017852999.1|DBUS	CCAP1982_LOCUS22463|CAD7014467.1|CCAP
OG0003122	LOC108594839|XP_017835466.2|DBUS	CCAP1982_LOCUS20634|CAD7012549.1|CCAP
OG0003123	LOC108598361|XP_017840471.2|DBUS	CCAP1982_LOCUS14229|CAD7005889.1|CCAP
OG0003124	LOC108597382|XP_017839404.1|DBUS	CCAP1982_LOCUS19447|CAD7011344.1|CCAP
OG0003125	LOC108599968|XP_017842709.1|DBUS	CCAP1982_LOCUS14198|CAD7005855.1|CCAP
OG0003126	LOC108596720|XP_017838242.1|DBUS	CCAP1982_LOCUS20185|CAD7012085.1|CCAP
OG0003127	LOC108595226|XP_017835910.1|DBUS	CCAP1982_LOCUS20187|CAD7012087.1|CCAP
OG0003128	LOC108598642|XP_017840839.2|DBUS	CCAP1982_LOCUS14443|CAD7006111.1|CCAP, CCAP1982_LOCUS14444|CAD7006112.1|CCAP
OG0003129	LOC108596775|XP_017838363.1|DBUS	CCAP1982_LOCUS19593|CAD7011496.1|CCAP
OG0003130	LOC108597684|XP_017839848.1|DBUS	CCAP1982_LOCUS19628|CAD7011539.1|CCAP
OG0003131	LOC117134722|XP_033149203.1|DBUS, LOC108596243|XP_017837281.1|DBUS	CCAP1982_LOCUS21556|CAD7013496.1|CCAP
OG0003132	LOC108602130|XP_017845646.1|DBUS	CCAP1982_LOCUS3864|CAD6995141.1|CCAP
OG0003133	LOC108596548|XP_017837930.1|DBUS	CCAP1982_LOCUS21109|CAD7013022.1|CCAP
OG0003134	LOC108597299|XP_017839266.1|DBUS	CCAP1982_LOCUS20487|CAD7012397.1|CCAP
OG0003135	LOC108600774|XP_017844030.1|DBUS	CCAP1982_LOCUS14246|CAD7005907.1|CCAP, CCAP1982_LOCUS14241|CAD7005901.1|CCAP
OG0003136	LOC108598712|XP_017840928.1|DBUS	CCAP1982_LOCUS14619|CAD7006297.1|CCAP, CCAP1982_LOCUS14621|CAD7006299.1|CCAP, CCAP1982_LOCUS14620|CAD7006298.1|CCAP
OG0003137	LOC108597623|XP_017839755.1|DBUS	CCAP1982_LOCUS20685|CAD7012599.1|CCAP
OG0003138	LOC108594974|XP_033150670.1|DBUS	CCAP1982_LOCUS21117|CAD7013032.1|CCAP
OG0003139	LOC108598692|XP_017840902.2|DBUS	CCAP1982_LOCUS14527|CAD7006199.1|CCAP
OG0003140	LOC108596639|XP_017838091.2|DBUS	CCAP1982_LOCUS20765|CAD7012658.1|CCAP
OG0003141	LOC108596950|XP_017838678.1|DBUS	CCAP1982_LOCUS20031|CAD7011919.1|CCAP
OG0003142	LOC108596332|XP_017837455.1|DBUS	CCAP1982_LOCUS7127|CAD6998539.1|CCAP
OG0003143	LOC108598352|XP_017840459.2|DBUS, LOC108598307|XP_033149331.1|DBUS	CCAP1982_LOCUS13758|CAD7005398.1|CCAP
OG0003144	LOC108596139|XP_017837096.1|DBUS	CCAP1982_LOCUS20540|CAD7012460.1|CCAP, CCAP1982_LOCUS20532|CAD7012451.1|CCAP
OG0003145	LOC108597664|XP_017839822.1|DBUS	CCAP1982_LOCUS20218|CAD7012119.1|CCAP
OG0003146	LOC108596505|XP_017837831.1|DBUS	CCAP1982_LOCUS21388|CAD7013318.1|CCAP
OG0003147	LOC108599938|XP_017842648.1|DBUS	CCAP1982_LOCUS14137|CAD7005788.1|CCAP, CCAP1982_LOCUS14138|CAD7005789.1|CCAP
OG0003148	LOC108599668|XP_017842138.1|DBUS	CCAP1982_LOCUS14235|CAD7005895.1|CCAP
OG0003150	LOC108596740|XP_017838294.1|DBUS	CCAP1982_LOCUS20482|CAD7012390.1|CCAP
OG0003151	LOC108599469|XP_017841797.1|DBUS	CCAP1982_LOCUS8324|CAD6999809.1|CCAP, CCAP1982_LOCUS8325|CAD6999810.1|CCAP
OG0003152	LOC108595366|XP_017836082.1|DBUS	CCAP1982_LOCUS21138|CAD7013057.1|CCAP
OG0003153	LOC108595535|XP_017836279.1|DBUS	CCAP1982_LOCUS19999|CAD7011887.1|CCAP
OG0003154	LOC108596244|XP_017837284.1|DBUS	CCAP1982_LOCUS4820|CAD6996126.1|CCAP
OG0003155	LOC108597679|XP_017839841.1|DBUS	CCAP1982_LOCUS20902|CAD7012802.1|CCAP, CCAP1982_LOCUS20903|CAD7012803.1|CCAP
OG0003156	LOC108597724|XP_017839904.1|DBUS	CCAP1982_LOCUS21136|CAD7013055.1|CCAP
OG0003158	LOC108597522|XP_017839606.1|DBUS	CCAP1982_LOCUS19401|CAD7011294.1|CCAP
OG0003159	LOC108596389|XP_017837556.1|DBUS	CCAP1982_LOCUS20553|CAD7012473.1|CCAP
OG0003160	LOC108595501|XP_017836243.1|DBUS	CCAP1982_LOCUS20549|CAD7012469.1|CCAP, CCAP1982_LOCUS11643|CAD7003181.1|CCAP
OG0003161	LOC108597447|XP_017839501.1|DBUS	CCAP1982_LOCUS20334|CAD7012237.1|CCAP
OG0003162	LOC108596221|XP_017837238.1|DBUS	CCAP1982_LOCUS19991|CAD7011879.1|CCAP
OG0003163	LOC108600165|XP_017843059.1|DBUS	CCAP1982_LOCUS14394|CAD7006059.1|CCAP
OG0003164	LOC108595537|XP_017836282.1|DBUS	CCAP1982_LOCUS21050|CAD7012957.1|CCAP
OG0003165	LOC108597085|XP_017838920.1|DBUS	CCAP1982_LOCUS21065|CAD7012974.1|CCAP
OG0003166	LOC108595118|XP_017835769.1|DBUS	CCAP1982_LOCUS19937|CAD7011827.1|CCAP
OG0003167	LOC108596499|XP_017837813.1|DBUS	CCAP1982_LOCUS21075|CAD7012984.1|CCAP
OG0003168	LOC108603863|XP_017848518.1|DBUS	CCAP1982_LOCUS5118|CAD6996446.1|CCAP
OG0003170	LOC108596393|XP_017837562.1|DBUS	CCAP1982_LOCUS19424|CAD7011319.1|CCAP, CCAP1982_LOCUS19417|CAD7011311.1|CCAP
OG0003171	LOC108596890|XP_017838562.1|DBUS	CCAP1982_LOCUS21144|CAD7013066.1|CCAP
OG0003172	LOC108603412|XP_017847691.1|DBUS	CCAP1982_LOCUS333|CAD6991406.1|CCAP, CCAP1982_LOCUS332|CAD6991405.1|CCAP
OG0003173	LOC108604622|XP_017849659.1|DBUS	CCAP1982_LOCUS211|CAD6991280.1|CCAP
OG0003174	LOC108603782|XP_017848364.1|DBUS	CCAP1982_LOCUS4949|CAD6996266.1|CCAP
OG0003175	LOC108597336|XP_017839322.1|DBUS	CCAP1982_LOCUS19612|CAD7011523.1|CCAP
OG0003177	LOC108597478|XP_017839542.1|DBUS	CCAP1982_LOCUS19450|CAD7011347.1|CCAP
OG0003178	LOC108597379|XP_017839400.1|DBUS	CCAP1982_LOCUS19446|CAD7011342.1|CCAP
OG0003179	LOC108595564|XP_017836314.1|DBUS	CCAP1982_LOCUS6874|CAD6998265.1|CCAP
OG0003180	LOC108595210|XP_017835887.1|DBUS	CCAP1982_LOCUS20860|CAD7012756.1|CCAP
OG0003181	LOC108596031|XP_017836884.1|DBUS	CCAP1982_LOCUS19728|CAD7011640.1|CCAP
OG0003182	LOC108597100|XP_017838956.1|DBUS	CCAP1982_LOCUS20894|CAD7012793.1|CCAP
OG0003183	LOC108595100|XP_017835744.1|DBUS	CCAP1982_LOCUS20362|CAD7012266.1|CCAP
OG0003184	LOC108598901|XP_017841152.2|DBUS	CCAP1982_LOCUS14005|CAD7005647.1|CCAP
OG0003185	LOC108595042|XP_017835671.1|DBUS	CCAP1982_LOCUS20300|CAD7012199.1|CCAP
OG0003187	LOC108604967|XP_017850025.1|DBUS, LOC108601165|XP_017844590.2|DBUS	CCAP1982_LOCUS8202|CAD6999672.1|CCAP, CCAP1982_LOCUS8203|CAD6999673.1|CCAP
OG0003188	LOC108604457|XP_017849426.1|DBUS	CCAP1982_LOCUS647|CAD6991735.1|CCAP
OG0003189	LOC108598626|XP_017840814.1|DBUS	CCAP1982_LOCUS13993|CAD7005635.1|CCAP
OG0003190	LOC108597467|XP_017839529.1|DBUS	CCAP1982_LOCUS19411|CAD7011305.1|CCAP
OG0003191	LOC108600123|XP_017842995.1|DBUS	CCAP1982_LOCUS10775|CAD7002280.1|CCAP
OG0003192	LOC108600803|XP_017844075.2|DBUS	CCAP1982_LOCUS11677|CAD7003217.1|CCAP
OG0003193	LOC108594360|XP_017835007.1|DBUS	CCAP1982_LOCUS8477|CAD6999972.1|CCAP
OG0003194	LOC108598424|XP_017840539.1|DBUS	CCAP1982_LOCUS11676|CAD7003216.1|CCAP
OG0003196	LOC108599126|XP_017841405.2|DBUS	CCAP1982_LOCUS14467|CAD7006138.1|CCAP
OG0003197	LOC108600177|XP_017843073.2|DBUS	CCAP1982_LOCUS13794|CAD7005434.1|CCAP
OG0003198	LOC108605891|XP_017851194.1|DBUS	CCAP1982_LOCUS11783|CAD7003322.1|CCAP, CCAP1982_LOCUS11784|CAD7003323.1|CCAP
OG0003199	LOC108599694|XP_017842179.1|DBUS	CCAP1982_LOCUS14420|CAD7006088.1|CCAP
OG0003200	LOC108597090|XP_017838941.1|DBUS	CCAP1982_LOCUS20305|CAD7012204.1|CCAP
OG0003201	LOC108596733|XP_017838275.1|DBUS	CCAP1982_LOCUS21150|CAD7013072.1|CCAP
OG0003202	LOC108600487|XP_017843603.1|DBUS	CCAP1982_LOCUS13198|CAD7004809.1|CCAP, CCAP1982_LOCUS13212|CAD7004823.1|CCAP
OG0003203	LOC108597082|XP_017838907.1|DBUS	CCAP1982_LOCUS20592|CAD7012508.1|CCAP
OG0003204	LOC108603383|XP_017847643.2|DBUS	CCAP1982_LOCUS5019|CAD6996341.1|CCAP
OG0003205	LOC108596565|XP_017837957.1|DBUS	CCAP1982_LOCUS20520|CAD7012438.1|CCAP
OG0003206	LOC108596103|XP_017837012.1|DBUS	CCAP1982_LOCUS22638|CAD7014649.1|CCAP
OG0003207	LOC108604516|XP_017849509.1|DBUS	CCAP1982_LOCUS3262|CAD6994518.1|CCAP
OG0003208	LOC108599189|XP_017841474.1|DBUS	CCAP1982_LOCUS11171|CAD7002694.1|CCAP
OG0003209	LOC108595280|XP_017835982.1|DBUS	CCAP1982_LOCUS20404|CAD7012308.1|CCAP
OG0003210	LOC108602471|XP_017846084.1|DBUS	CCAP1982_LOCUS20391|CAD7012295.1|CCAP
OG0003211	LOC108595689|XP_017836459.1|DBUS	CCAP1982_LOCUS19867|CAD7011755.1|CCAP, CCAP1982_LOCUS7706|CAD6999169.1|CCAP
OG0003212	LOC108604520|XP_017849518.1|DBUS	CCAP1982_LOCUS179|CAD6991243.1|CCAP
OG0003213	LOC108595707|XP_017836480.1|DBUS	CCAP1982_LOCUS683|CAD6991778.1|CCAP
OG0003214	LOC108596863|XP_017838500.1|DBUS	CCAP1982_LOCUS19365|CAD7011257.1|CCAP
OG0003215	LOC108595214|XP_017835890.1|DBUS	CCAP1982_LOCUS19377|CAD7011269.1|CCAP
OG0003216	LOC108594652|XP_033149224.1|DBUS	CCAP1982_LOCUS19392|CAD7011285.1|CCAP, CCAP1982_LOCUS19390|CAD7011283.1|CCAP
OG0003217	LOC108595604|XP_017836359.1|DBUS	CCAP1982_LOCUS20969|CAD7012870.1|CCAP, CCAP1982_LOCUS20968|CAD7012869.1|CCAP
OG0003218	LOC108600559|XP_017843711.1|DBUS	CCAP1982_LOCUS13986|CAD7005628.1|CCAP, CCAP1982_LOCUS13985|CAD7005627.1|CCAP
OG0003219	LOC108600687|XP_017843888.2|DBUS	CCAP1982_LOCUS13980|CAD7005622.1|CCAP
OG0003220	LOC108607793|XP_017854322.1|DBUS	CCAP1982_LOCUS8794|CAD7000307.1|CCAP
OG0003222	LOC108597766|XP_017839967.1|DBUS	CCAP1982_LOCUS20971|CAD7012872.1|CCAP
OG0003223	LOC108596795|XP_017838387.1|DBUS	CCAP1982_LOCUS21036|CAD7012940.1|CCAP
OG0003224	LOC108596287|XP_033149071.1|DBUS	CCAP1982_LOCUS21022|CAD7012924.1|CCAP
OG0003225	LOC108607456|XP_033149873.1|DBUS	CCAP1982_LOCUS6144|CAD6997505.1|CCAP
OG0003226	LOC108596018|XP_017836840.1|DBUS	CCAP1982_LOCUS22677|CAD7014693.1|CCAP
OG0003228	LOC108602763|XP_017846425.1|DBUS, LOC108607209|XP_017853365.1|DBUS	CCAP1982_LOCUS3305|CAD6994565.1|CCAP, CCAP1982_LOCUS3307|CAD6994569.1|CCAP, CCAP1982_LOCUS3309|CAD6994571.1|CCAP
OG0003229	LOC108600069|XP_017842912.1|DBUS	CCAP1982_LOCUS14261|CAD7005923.1|CCAP
OG0003232	LOC108604025|XP_017848764.1|DBUS	CCAP1982_LOCUS1531|CAD6992686.1|CCAP, CCAP1982_LOCUS1512|CAD6992667.1|CCAP, CCAP1982_LOCUS1516|CAD6992671.1|CCAP, CCAP1982_LOCUS1517|CAD6992672.1|CCAP, CCAP1982_LOCUS1525|CAD6992680.1|CCAP, CCAP1982_LOCUS1518|CAD6992673.1|CCAP, CCAP1982_LOCUS1507|CAD6992662.1|CCAP, CCAP1982_LOCUS1508|CAD6992663.1|CCAP
OG0003233	LOC108597640|XP_017839776.1|DBUS	CCAP1982_LOCUS21626|CAD7013570.1|CCAP, CCAP1982_LOCUS21625|CAD7013569.1|CCAP
OG0003235	LOC108602323|XP_017845897.1|DBUS	CCAP1982_LOCUS13117|CAD7004724.1|CCAP
OG0003236	LOC108599745|XP_017842244.1|DBUS	CCAP1982_LOCUS22438|CAD7014442.1|CCAP
OG0003250	LOC108603883|XP_017848544.1|DBUS	CCAP1982_LOCUS3187|CAD6994436.1|CCAP
OG0003251	LOC108604527|XP_017849527.2|DBUS	CCAP1982_LOCUS3066|CAD6994309.1|CCAP
OG0003252	LOC108601357|XP_017844745.1|DBUS	CCAP1982_LOCUS3266|CAD6994522.1|CCAP
OG0003253	LOC108604633|XP_017849671.1|DBUS	CCAP1982_LOCUS1197|CAD6992332.1|CCAP
OG0003255	LOC108601930|XP_017845396.1|DBUS	CCAP1982_LOCUS1348|CAD6992496.1|CCAP
OG0003256	LOC108604632|XP_017849669.1|DBUS	CCAP1982_LOCUS2665|CAD6993870.1|CCAP
OG0003261	LOC108602216|XP_017845884.2|DBUS	CCAP1982_LOCUS1604|CAD6992763.1|CCAP
OG0003262	LOC108603952|XP_017848634.1|DBUS	CCAP1982_LOCUS3042|CAD6994281.1|CCAP
OG0003265	LOC108608407|XP_017855254.2|DBUS	CCAP1982_LOCUS5818|CAD6997176.1|CCAP
OG0003268	LOC108603391|XP_017847652.1|DBUS	CCAP1982_LOCUS3199|CAD6994452.1|CCAP
OG0003269	LOC108603036|XP_017846943.1|DBUS	CCAP1982_LOCUS3196|CAD6994449.1|CCAP
OG0003270	LOC108601098|XP_017844502.1|DBUS	CCAP1982_LOCUS14133|CAD7005784.1|CCAP
OG0003271	LOC108607413|XP_017853692.1|DBUS	CCAP1982_LOCUS9725|CAD7001227.1|CCAP
OG0003273	LOC108596189|XP_017837193.1|DBUS	CCAP1982_LOCUS21953|CAD7013944.1|CCAP
OG0003276	LOC108604704|XP_017849755.1|DBUS	CCAP1982_LOCUS4571|CAD6995870.1|CCAP
OG0003278	LOC108604488|XP_017849469.1|DBUS	CCAP1982_LOCUS230|CAD6991301.1|CCAP
OG0003280	LOC108604508|XP_017849500.1|DBUS	CCAP1982_LOCUS1635|CAD6992796.1|CCAP, CCAP1982_LOCUS1645|CAD6992806.1|CCAP, CCAP1982_LOCUS1654|CAD6992815.1|CCAP
OG0003281	LOC108601854|XP_017845294.1|DBUS	CCAP1982_LOCUS1035|CAD6992157.1|CCAP
OG0003283	LOC108594278|XP_017834902.1|DBUS	CCAP1982_LOCUS5562|CAD6996888.1|CCAP
OG0003285	LOC108603692|XP_017848204.1|DBUS	CCAP1982_LOCUS3345|CAD6994608.1|CCAP
OG0003286	LOC108604486|XP_017849464.1|DBUS	CCAP1982_LOCUS2982|CAD6994220.1|CCAP, CCAP1982_LOCUS2987|CAD6994225.1|CCAP
OG0003287	LOC108599414|XP_017841722.2|DBUS	CCAP1982_LOCUS22803|CAD7014836.1|CCAP
OG0003288	LOC108603374|XP_017847625.1|DBUS	CCAP1982_LOCUS4787|CAD6996080.1|CCAP
OG0003289	LOC108595663|XP_017836431.1|DBUS	CCAP1982_LOCUS14613|CAD7006290.1|CCAP
OG0003290	LOC108604419|XP_017849374.1|DBUS	CCAP1982_LOCUS1994|CAD6993170.1|CCAP
OG0003291	LOC108600816|XP_017844090.1|DBUS	CCAP1982_LOCUS11805|CAD7003346.1|CCAP
OG0003296	LOC108602718|XP_017846362.1|DBUS	CCAP1982_LOCUS3121|CAD6994368.1|CCAP
OG0003297	LOC108604235|XP_017849094.1|DBUS	CCAP1982_LOCUS3093|CAD6994337.1|CCAP
OG0003298	LOC108607017|XP_033150236.1|DBUS	CCAP1982_LOCUS23259|CAD7015314.1|CCAP
OG0003299	LOC108601679|XP_017845077.1|DBUS	CCAP1982_LOCUS2042|CAD6993223.1|CCAP
OG0003300	LOC108603963|XP_017848653.1|DBUS	CCAP1982_LOCUS2149|CAD6993333.1|CCAP
OG0003301	LOC108596379|XP_017837538.1|DBUS	CCAP1982_LOCUS19679|CAD7011590.1|CCAP
OG0003304	LOC108603244|XP_017847360.1|DBUS	CCAP1982_LOCUS3870|CAD6995149.1|CCAP
OG0003311	LOC108602029|XP_017845521.1|DBUS	CCAP1982_LOCUS4341|CAD6995635.1|CCAP
OG0003312	LOC108601397|XP_017844786.1|DBUS	CCAP1982_LOCUS22272|CAD7014269.1|CCAP
OG0003314	LOC108597528|XP_017839615.1|DBUS	CCAP1982_LOCUS20505|CAD7012419.1|CCAP
OG0003316	LOC108604799|XP_017849888.1|DBUS	CCAP1982_LOCUS3321|CAD6994582.1|CCAP
OG0003317	LOC108603103|XP_017847096.1|DBUS	CCAP1982_LOCUS1886|CAD6993054.1|CCAP
OG0003318	LOC108603012|XP_017846897.1|DBUS	CCAP1982_LOCUS3758|CAD6995028.1|CCAP, CCAP1982_LOCUS3759|CAD6995029.1|CCAP
OG0003319	LOC108604252|XP_017849123.1|DBUS	CCAP1982_LOCUS2506|CAD6993700.1|CCAP
OG0003320	LOC108603827|XP_017848447.1|DBUS	CCAP1982_LOCUS3327|CAD6994588.1|CCAP
OG0003321	LOC108603661|XP_017848138.1|DBUS	CCAP1982_LOCUS3338|CAD6994600.1|CCAP, CCAP1982_LOCUS3337|CAD6994598.1|CCAP
OG0003322	LOC108603689|XP_017848200.1|DBUS	CCAP1982_LOCUS3340|CAD6994602.1|CCAP
OG0003325	LOC108602698|XP_017846334.1|DBUS	CCAP1982_LOCUS1578|CAD6992733.1|CCAP
OG0003327	LOC108607419|XP_017853704.1|DBUS	CCAP1982_LOCUS10057|CAD7001563.1|CCAP
OG0003328	LOC108605287|XP_017850423.1|DBUS	CCAP1982_LOCUS6470|CAD6997846.1|CCAP
OG0003329	LOC108604067|XP_017848820.1|DBUS	CCAP1982_LOCUS1039|CAD6992164.1|CCAP
OG0003330	LOC108600706|XP_017843924.1|DBUS	CCAP1982_LOCUS11433|CAD7002969.1|CCAP
OG0003333	LOC108604353|XP_017849276.1|DBUS	CCAP1982_LOCUS1837|CAD6993002.1|CCAP
OG0003334	LOC108604576|XP_017849596.1|DBUS	CCAP1982_LOCUS2220|CAD6993405.1|CCAP
OG0003335	LOC108603990|XP_017848708.1|DBUS	CCAP1982_LOCUS4072|CAD6995353.1|CCAP
OG0003336	LOC108602894|XP_017846693.1|DBUS	CCAP1982_LOCUS1836|CAD6993001.1|CCAP
OG0003337	LOC108604279|XP_017849172.1|DBUS	CCAP1982_LOCUS1892|CAD6993062.1|CCAP
OG0003338	LOC108602182|XP_017845710.1|DBUS	CCAP1982_LOCUS1880|CAD6993048.1|CCAP
OG0003339	LOC108602817|XP_017846537.1|DBUS	CCAP1982_LOCUS1615|CAD6992774.1|CCAP
OG0003340	LOC108602822|XP_017846543.1|DBUS	CCAP1982_LOCUS1616|CAD6992775.1|CCAP
OG0003344	LOC108608261|XP_017855042.2|DBUS	CCAP1982_LOCUS7855|CAD6999328.1|CCAP
OG0003345	LOC108606747|XP_033150179.1|DBUS	CCAP1982_LOCUS1182|CAD6992314.1|CCAP, CCAP1982_LOCUS1181|CAD6992313.1|CCAP
OG0003346	LOC108603991|XP_017848709.1|DBUS	CCAP1982_LOCUS2126|CAD6993309.1|CCAP
