Orthogroup	DBUS.longest_only	DSUZ.longest_only
OG0005455	LOC108596279|XP_017837341.1|DBUS	LOC108008638|XP_016928006.1|DSUZ
OG0005456	LOC108598892|XP_017841142.1|DBUS	LOC108021284|XP_016945412.1|DSUZ
OG0005457	LOC108598939|XP_017841194.1|DBUS	LOC108013403|XP_016934749.1|DSUZ
OG0005458	LOC108594458|XP_017835124.1|DBUS	LOC108021359|XP_016945534.1|DSUZ
OG0005459	LOC108606190|XP_017851539.2|DBUS	LOC108021526|XP_016945776.1|DSUZ
OG0005460	LOC108607460|XP_017853787.1|DBUS	LOC108015412|XP_016937331.1|DSUZ
OG0005461	LOC108597183|XP_017839102.1|DBUS	LOC108021197|XP_016945275.1|DSUZ
OG0005462	LOC108597636|XP_017839774.1|DBUS	LOC108021198|XP_016945276.1|DSUZ
OG0005463	LOC108600178|XP_017843074.1|DBUS	LOC108013165|XP_016934351.1|DSUZ
OG0005464	LOC108605028|XP_033150769.1|DBUS	LOC108010125|XP_016930445.1|DSUZ
OG0005465	LOC108598938|XP_017841192.1|DBUS	LOC108013382|XP_016934713.1|DSUZ
OG0005466	LOC108598936|XP_017841190.1|DBUS	LOC108021418|XP_016945622.1|DSUZ
OG0005467	LOC108601642|XP_017845032.1|DBUS	LOC108005983|XP_016924913.1|DSUZ
OG0005468	LOC108607537|XP_017853907.1|DBUS	LOC108017951|XP_016940680.1|DSUZ
OG0005469	LOC108594964|XP_017839990.2|DBUS	LOC108005446|XP_016924228.2|DSUZ
OG0005470	LOC108607594|XP_033150750.1|DBUS	LOC108018043|XP_016940925.1|DSUZ
OG0005471	LOC108594208|XP_017834802.2|DBUS	LOC108018500|XP_036669167.1|DSUZ
OG0005472	LOC108607895|XP_017854490.1|DBUS	LOC108019527|XP_016942857.1|DSUZ
OG0005473	LOC108596813|XP_017838422.1|DBUS	LOC108021289|XP_016945421.1|DSUZ
OG0005474	LOC108595508|XP_017836288.2|DBUS	LOC108021135|XP_016945181.1|DSUZ
OG0005475	LOC108598061|XP_017839992.1|DBUS	LOC108021134|XP_016945180.1|DSUZ
OG0005476	LOC108595743|XP_017836520.1|DBUS	LOC108019817|XP_016943320.1|DSUZ
OG0005477	LOC108599603|XP_017842045.1|DBUS	LOC118877252|XP_036670852.1|DSUZ
OG0005478	LOC108597357|XP_017839365.1|DBUS	LOC108021338|XP_016945508.1|DSUZ
OG0005479	LOC108600085|XP_017842937.1|DBUS	LOC108021346|XP_016945517.1|DSUZ
OG0005480	LOC108607902|XP_033150898.1|DBUS	LOC108021347|XP_016945518.1|DSUZ
OG0005481	LOC108608540|XP_017855445.1|DBUS	LOC108021182|XP_016945252.1|DSUZ
OG0005482	LOC108607917|XP_017854518.1|DBUS	LOC108019388|XP_016942709.2|DSUZ
OG0005483	LOC108604330|XP_017849245.1|DBUS	LOC108011599|XP_016932257.1|DSUZ
OG0005484	LOC108605344|XP_033150764.1|DBUS	LOC108005063|XP_016923736.1|DSUZ
OG0005485	LOC108596760|XP_017838331.1|DBUS	LOC108019917|XP_036669961.1|DSUZ
OG0005486	LOC108597021|XP_017838790.1|DBUS	LOC108017770|XP_016940379.1|DSUZ
OG0005487	LOC108607625|XP_017854032.1|DBUS	LOC108021471|XP_016945699.1|DSUZ
OG0005488	LOC108596383|XP_017837547.1|DBUS	LOC108021707|XP_016946030.1|DSUZ
OG0005489	LOC108597554|XP_017839654.1|DBUS	LOC108021206|XP_016945291.1|DSUZ
OG0005490	LOC108597903|XP_017840014.1|DBUS	LOC108007569|XP_016926754.1|DSUZ
OG0005491	LOC108607846|XP_033150895.1|DBUS	LOC108016766|XP_036668586.1|DSUZ
OG0005492	LOC108608004|XP_017854656.1|DBUS	LOC108007817|XP_016927072.1|DSUZ
OG0005493	LOC108595621|XP_017836379.2|DBUS	LOC108008604|XP_016927976.1|DSUZ
OG0005494	LOC108596249|XP_017837290.1|DBUS	LOC108009199|XP_016928846.1|DSUZ
OG0005495	LOC108596295|XP_017837375.1|DBUS	LOC108008304|XP_016927610.1|DSUZ
OG0005496	LOC108604383|XP_017849327.1|DBUS	LOC108019435|XP_016942749.1|DSUZ, LOC108018495|XP_036674080.1|DSUZ
OG0005497	LOC108598833|XP_017841078.1|DBUS	LOC108004571|XP_016923001.1|DSUZ
OG0005498	LOC108598843|XP_017841090.1|DBUS	LOC108004580|XP_016923013.1|DSUZ
OG0005499	LOC108607966|XP_017854582.1|DBUS	LOC108019338|XP_016942650.1|DSUZ
OG0005500	LOC108607967|XP_033148996.1|DBUS	LOC108019364|XP_016942678.1|DSUZ
OG0005501	LOC108607854|XP_017854425.1|DBUS	LOC108021269|XP_016945388.1|DSUZ
OG0005502	LOC108607855|XP_017854426.2|DBUS	LOC108021270|XP_016945390.1|DSUZ
OG0005503	LOC108607644|XP_033150748.1|DBUS	LOC108018617|XP_036671614.1|DSUZ
OG0005504	LOC108599398|XP_017841699.1|DBUS	LOC108004602|XP_016923034.1|DSUZ
OG0005506	LOC108607958|XP_017854575.2|DBUS	LOC108018792|XP_016941869.1|DSUZ
OG0005507	LOC108603744|XP_017848305.1|DBUS	LOC108016756|XP_016938996.1|DSUZ
OG0005508	LOC108607589|XP_017853978.1|DBUS	LOC108021311|XP_016945455.1|DSUZ
OG0005509	LOC108598169|XP_017840311.1|DBUS	LOC108021576|XP_016945847.1|DSUZ
OG0005510	LOC108607510|XP_017853863.2|DBUS	LOC108018666|XP_016941728.1|DSUZ
OG0005511	LOC108606396|XP_017851964.1|DBUS	LOC108016813|XP_016939103.1|DSUZ
OG0005512	LOC108604705|XP_017849757.1|DBUS	LOC108012198|XP_036673084.1|DSUZ
OG0005513	LOC108602788|XP_017846492.1|DBUS	LOC108005227|XP_016923907.1|DSUZ
OG0005514	LOC108602893|XP_017846691.1|DBUS	LOC108018575|XP_016941620.2|DSUZ
OG0005515	LOC108596944|XP_017838672.1|DBUS	LOC108019596|XP_016942927.1|DSUZ
OG0005516	LOC108608339|XP_033150596.1|DBUS	LOC108007580|XP_016926765.1|DSUZ
OG0005517	LOC108608379|XP_017855217.2|DBUS	LOC108020616|XP_036676447.1|DSUZ
OG0005518	LOC108596851|XP_017838480.1|DBUS	LOC108021721|XP_016946046.1|DSUZ
OG0005519	LOC108597497|XP_017839569.1|DBUS	LOC108010068|XP_016930371.1|DSUZ
OG0005520	LOC108608422|XP_017855274.1|DBUS	LOC108021433|XP_016945639.1|DSUZ
OG0005521	LOC108601111|XP_017844520.1|DBUS	LOC108006674|XP_016925706.1|DSUZ
OG0005522	LOC108598073|XP_033149334.1|DBUS	LOC108015901|XP_036670458.1|DSUZ
OG0005523	LOC108601301|XP_017844114.2|DBUS	LOC108004894|XP_016923469.1|DSUZ
OG0005524	LOC108608378|XP_017855214.1|DBUS	LOC108020938|XP_016944861.1|DSUZ
OG0005525	LOC108597519|XP_017839605.2|DBUS	LOC108004672|XP_016923148.1|DSUZ
OG0005526	LOC108599494|XP_017841833.1|DBUS	LOC108005589|XP_016924382.1|DSUZ
OG0005528	LOC108599558|XP_017841945.1|DBUS	LOC108021609|XP_016945893.1|DSUZ
OG0005529	LOC108594436|XP_033149122.1|DBUS	LOC108021039|XP_016945020.1|DSUZ
OG0005531	LOC108600376|XP_017843405.1|DBUS	LOC108013144|XP_016934319.1|DSUZ
OG0005532	LOC108607809|XP_017854343.1|DBUS	LOC108015953|XP_016938027.1|DSUZ
OG0005533	LOC108608041|XP_017854711.2|DBUS	LOC108007267|XP_016926398.1|DSUZ
OG0005534	LOC108599696|XP_017842182.1|DBUS	LOC108012665|XP_016933581.1|DSUZ
OG0005535	LOC108607655|XP_017854086.1|DBUS	LOC108021102|XP_016945120.1|DSUZ
OG0005536	LOC108607729|XP_017854242.2|DBUS	LOC108021189|XP_016945266.1|DSUZ
OG0005537	LOC108594223|XP_017834823.1|DBUS	LOC108011940|XP_016932678.2|DSUZ, LOC108014272|XP_036676368.1|DSUZ
OG0005538	LOC108594234|XP_017834835.2|DBUS	LOC108021199|XP_036673963.1|DSUZ
OG0005539	LOC108596339|XP_017837486.1|DBUS	LOC108021658|XP_016945959.1|DSUZ
OG0005540	LOC108608463|XP_017855336.1|DBUS	LOC108021007|XP_016944968.1|DSUZ
OG0005541	LOC108608100|XP_017854797.1|DBUS	LOC108007863|XP_036676299.1|DSUZ, LOC108018960|XP_016942055.2|DSUZ
OG0005542	LOC108599638|XP_017842099.1|DBUS	LOC108007162|XP_016926269.1|DSUZ
OG0005543	LOC108607524|XP_017853890.1|DBUS	LOC108019677|XP_016943067.1|DSUZ
OG0005544	LOC108608454|XP_017855322.1|DBUS	LOC108021244|XP_016945342.1|DSUZ
OG0005545	LOC108607775|XP_017854295.1|DBUS	LOC108005962|XP_016924886.1|DSUZ
OG0005546	LOC108594296|XP_033150244.1|DBUS	LOC108021029|XP_016945006.1|DSUZ
OG0005547	LOC108601335|XP_017844726.1|DBUS	LOC108007981|XP_016927252.1|DSUZ
OG0005548	LOC108607887|XP_017854480.1|DBUS	LOC108020986|XP_016944933.1|DSUZ
OG0005549	LOC108607891|XP_017854485.1|DBUS	LOC108009943|XP_016930180.1|DSUZ
OG0005550	LOC108608275|XP_017855071.2|DBUS, LOC117134980|XP_033150554.1|DBUS	LOC108015178|XP_016936964.1|DSUZ
OG0005551	LOC108597077|XP_017838902.1|DBUS	LOC108017796|XP_016940429.1|DSUZ
OG0005552	LOC108597627|XP_017839759.1|DBUS	LOC108018197|XP_016941202.1|DSUZ
OG0005553	LOC108598327|XP_017840436.1|DBUS	LOC108020212|XP_016943824.1|DSUZ
OG0005554	LOC108596270|XP_033150870.1|DBUS	LOC108015277|XP_016937138.1|DSUZ
OG0005555	LOC108599853|XP_017842474.1|DBUS	LOC108004978|XP_016923588.1|DSUZ
OG0005556	LOC108599809|XP_017842382.2|DBUS	LOC108021169|XP_016945243.1|DSUZ
OG0005557	LOC108602437|XP_017846050.1|DBUS	LOC108014653|XP_016936307.1|DSUZ
OG0005558	LOC108599770|XP_017842322.2|DBUS	LOC108015211|XP_036676843.1|DSUZ
OG0005559	LOC108608264|XP_017855047.2|DBUS	LOC108021023|XP_016944992.1|DSUZ
OG0005560	LOC108607608|XP_017854003.1|DBUS	LOC108014616|XP_016936271.1|DSUZ
OG0005561	LOC108605614|XP_017850884.1|DBUS	LOC108015015|XP_016936731.2|DSUZ
OG0005562	LOC108608418|XP_017855265.2|DBUS	LOC108021043|XP_016945027.1|DSUZ
OG0005563	LOC108607344|XP_017853517.1|DBUS	LOC108020418|XP_016944212.1|DSUZ
OG0005564	LOC108607472|XP_033149412.1|DBUS	LOC108016823|XP_016939130.1|DSUZ
OG0005565	LOC108607848|XP_017854418.1|DBUS	LOC108013860|XP_016935345.1|DSUZ
OG0005566	LOC108607850|XP_017854419.1|DBUS	LOC108013864|XP_016935358.1|DSUZ
OG0005567	LOC108602257|XP_017845800.1|DBUS	LOC108017295|XP_036673997.1|DSUZ
OG0005568	LOC108606155|XP_017851499.1|DBUS	LOC108020959|XP_016944893.1|DSUZ
OG0005569	LOC108599927|XP_033150842.1|DBUS	LOC108021551|XP_016945811.1|DSUZ
OG0005570	LOC108608023|XP_017854690.1|DBUS	LOC108021207|XP_036673663.1|DSUZ
OG0005571	LOC108597093|XP_017838945.1|DBUS	LOC108008265|XP_036669278.1|DSUZ
OG0005572	LOC108597715|XP_017839894.1|DBUS	LOC108009312|XP_016929056.1|DSUZ
OG0005573	LOC108604081|XP_017848844.1|DBUS	LOC108004982|XP_016923590.2|DSUZ
OG0005574	LOC108596264|XP_017837310.1|DBUS	LOC108017920|XP_016940580.1|DSUZ
OG0005575	LOC108602624|XP_017846252.1|DBUS	LOC108006779|XP_036674184.1|DSUZ, LOC108012030|XP_016932798.2|DSUZ
OG0005576	LOC108595996|XP_017836772.1|DBUS	LOC108009377|XP_016929170.1|DSUZ
OG0005577	LOC108598773|XP_017841002.1|DBUS	LOC108014255|XP_016935782.1|DSUZ
OG0005578	LOC108598279|XP_033149535.1|DBUS	LOC108014595|XP_036671449.1|DSUZ
OG0005579	LOC108600856|XP_017844148.1|DBUS	LOC108014593|XP_016936245.1|DSUZ
OG0005580	LOC108599978|XP_017842737.1|DBUS	LOC108012381|XP_016933226.1|DSUZ
OG0005581	LOC108606420|XP_017852005.1|DBUS	LOC108021783|XP_036677241.1|DSUZ
OG0005582	LOC108600956|XP_017844292.1|DBUS	LOC108017624|XP_016940211.2|DSUZ
OG0005583	LOC108599891|XP_017842568.1|DBUS	LOC108012358|XP_016933198.1|DSUZ
OG0005584	LOC108597019|XP_017838792.2|DBUS	LOC108018319|XP_016941349.1|DSUZ
OG0005585	LOC108604676|XP_017849719.1|DBUS	LOC108017142|XP_016939613.2|DSUZ
OG0005586	LOC108602249|XP_017845789.1|DBUS	LOC108016243|XP_016938357.1|DSUZ
OG0005587	LOC108595498|XP_017836239.1|DBUS	LOC108021553|XP_016945810.1|DSUZ
OG0005588	LOC108600694|XP_017843900.1|DBUS	LOC108014681|XP_036672416.1|DSUZ
OG0005589	LOC108601964|XP_017845439.1|DBUS	LOC108011551|XP_016932206.2|DSUZ
OG0005590	LOC108595250|XP_017835943.1|DBUS	LOC108017807|XP_016940443.1|DSUZ
OG0005591	LOC108607194|XP_017853344.1|DBUS	LOC108013742|XP_016935183.1|DSUZ
OG0005592	LOC108604668|XP_017849709.1|DBUS	LOC118877785|XP_036673748.1|DSUZ
OG0005593	LOC108600932|XP_017844258.1|DBUS	LOC108013282|XP_016934544.1|DSUZ
OG0005594	LOC108599561|XP_017841946.1|DBUS	LOC108005870|XP_016924736.2|DSUZ
OG0005595	LOC108599557|XP_017841940.1|DBUS	LOC108005749|XP_036670775.1|DSUZ
OG0005596	LOC108600346|XP_017843358.2|DBUS	LOC108012384|XP_016933229.1|DSUZ
OG0005597	LOC108601950|XP_017845423.1|DBUS	LOC108006080|XP_036673036.1|DSUZ
OG0005598	LOC108601739|XP_017845148.1|DBUS	LOC108015493|XP_016937428.2|DSUZ
OG0005599	LOC108596857|XP_017838490.1|DBUS	LOC108009310|XP_016929053.1|DSUZ
OG0005600	LOC108602232|XP_017845769.1|DBUS	LOC118877646|XP_036673112.1|DSUZ
OG0005601	LOC108607068|XP_017853174.1|DBUS	LOC108013733|XP_016935171.1|DSUZ
OG0005602	LOC108602738|XP_017846379.1|DBUS	LOC108014063|XP_016935571.1|DSUZ
OG0005603	LOC108596617|XP_017838051.1|DBUS	LOC108017944|XP_016940662.1|DSUZ
OG0005604	LOC108596968|XP_017838705.1|DBUS	LOC108009397|XP_016929206.1|DSUZ
OG0005605	LOC108596403|XP_033149026.1|DBUS	LOC108009209|XP_016928857.1|DSUZ
OG0005606	LOC108608506|XP_017855396.2|DBUS	LOC108021262|XP_016945375.1|DSUZ
OG0005607	LOC108603818|XP_017848434.1|DBUS	LOC108010639|XP_016931022.1|DSUZ
OG0005608	LOC108604747|XP_017849822.1|DBUS	LOC108010629|XP_016931009.2|DSUZ
OG0005609	LOC108600271|XP_017843219.1|DBUS	LOC108007086|XP_036671218.1|DSUZ
OG0005610	LOC108600110|XP_017842970.2|DBUS	LOC108013092|XP_016934220.1|DSUZ
OG0005611	LOC108599734|XP_017842226.1|DBUS	LOC108007072|XP_036670447.1|DSUZ
OG0005612	LOC108604485|XP_017849463.1|DBUS	LOC108007349|XP_036673745.1|DSUZ
OG0005613	LOC108604694|XP_017849740.1|DBUS	LOC108004952|XP_016923544.2|DSUZ
OG0005614	LOC108604270|XP_017849155.1|DBUS	LOC108011230|XP_036675161.1|DSUZ
OG0005615	LOC108602402|XP_033149807.1|DBUS	LOC108010826|XP_016931277.2|DSUZ
OG0005616	LOC108603785|XP_017848369.1|DBUS	LOC108011532|XP_036674001.1|DSUZ
OG0005617	LOC108604116|XP_017848889.1|DBUS	LOC108016048|XP_016938131.2|DSUZ
OG0005618	LOC108596509|XP_017837839.1|DBUS	LOC108008476|XP_016927820.1|DSUZ
OG0005619	LOC108603992|XP_017848711.1|DBUS	LOC108014692|XP_016936356.1|DSUZ
OG0005620	LOC108606448|XP_017852051.1|DBUS	LOC108012169|XP_036677233.1|DSUZ
OG0005621	LOC108605289|XP_017850425.1|DBUS	LOC108014996|XP_016936709.1|DSUZ
OG0005622	LOC108607138|XP_017853264.1|DBUS	LOC108015256|XP_016937098.1|DSUZ
OG0005623	LOC108606703|XP_017852567.1|DBUS	LOC108016896|XP_016939294.1|DSUZ
OG0005624	LOC108604037|XP_017848783.1|DBUS	LOC108017126|XP_036674872.1|DSUZ
OG0005625	LOC108602917|XP_017846741.1|DBUS	LOC108014551|XP_036673195.1|DSUZ
OG0005626	LOC108605949|XP_017851259.1|DBUS	LOC108021837|XP_016946132.1|DSUZ
OG0005627	LOC108603253|XP_017847381.1|DBUS	LOC108019490|XP_016942807.2|DSUZ
OG0005628	LOC108601986|XP_017845470.1|DBUS	LOC108006414|XP_016925427.2|DSUZ
OG0005629	LOC108597641|XP_017839778.1|DBUS	LOC108009546|XP_016929477.1|DSUZ
OG0005630	LOC108597087|XP_017838931.1|DBUS	LOC108009600|XP_036669613.1|DSUZ
OG0005631	LOC108605569|XP_017850825.1|DBUS	LOC108021810|XP_016946102.1|DSUZ
OG0005632	LOC108605132|XP_017850187.1|DBUS	LOC108005137|XP_016923799.2|DSUZ
OG0005633	LOC108602866|XP_017846643.1|DBUS	LOC108018626|XP_016941680.1|DSUZ, LOC118877734|XP_036673619.1|DSUZ
OG0005634	LOC108603734|XP_017848272.1|DBUS	LOC108017336|XP_036672942.1|DSUZ
OG0005635	LOC108607866|XP_017854448.1|DBUS	LOC108021047|XP_016945040.1|DSUZ
OG0005636	LOC108602966|XP_017846835.1|DBUS	LOC108016009|XP_036674940.1|DSUZ
OG0005637	LOC108601727|XP_017845135.1|DBUS	LOC108007951|XP_016927210.2|DSUZ
OG0005638	LOC108597625|XP_017839757.1|DBUS	LOC108008147|XP_036669305.1|DSUZ
OG0005639	LOC108597196|XP_017839115.1|DBUS	LOC108009675|XP_016929697.1|DSUZ
OG0005640	LOC108604767|XP_017849850.1|DBUS	LOC108014732|XP_016936395.2|DSUZ
OG0005641	LOC108605503|XP_017850741.1|DBUS	LOC108015369|XP_016937275.1|DSUZ
OG0005642	LOC108603223|XP_017847310.1|DBUS	LOC108014429|XP_016936033.1|DSUZ
OG0005643	LOC108599392|XP_017841688.1|DBUS	LOC108020059|XP_016943647.1|DSUZ
OG0005644	LOC108599388|XP_017841684.1|DBUS	LOC108013560|XP_016934965.1|DSUZ
OG0005645	LOC108604950|XP_017850009.1|DBUS	LOC108019176|XP_016942429.1|DSUZ
OG0005646	LOC108604964|XP_017850023.1|DBUS	LOC108004699|XP_016923198.1|DSUZ
OG0005647	LOC108595742|XP_017836517.1|DBUS	LOC108018320|XP_016941351.1|DSUZ
OG0005648	LOC108598460|XP_017840594.1|DBUS	LOC108013932|XP_016935429.2|DSUZ
OG0005649	LOC108601897|XP_017845362.1|DBUS	LOC108005928|XP_016924827.2|DSUZ
OG0005650	LOC108604615|XP_017849643.1|DBUS	LOC108018803|XP_016941879.2|DSUZ
OG0005651	LOC108605527|XP_017850767.2|DBUS	LOC108015354|XP_016937254.1|DSUZ
OG0005652	LOC108603160|XP_017847204.1|DBUS	LOC108020144|XP_036673592.1|DSUZ
OG0005653	LOC108602958|XP_017846816.2|DBUS	LOC108020948|XP_016944876.1|DSUZ
OG0005654	LOC108604698|XP_017849746.1|DBUS	LOC118878007|XP_036674924.1|DSUZ, LOC108014152|XP_036674971.1|DSUZ
OG0005655	LOC108604052|XP_017848804.1|DBUS	LOC108004921|XP_016923505.2|DSUZ
OG0005656	LOC108601853|XP_017845292.1|DBUS	LOC108006434|XP_036673259.1|DSUZ
OG0005657	LOC108603438|XP_017847749.1|DBUS	LOC108017449|XP_036674287.1|DSUZ
OG0005658	LOC108604649|XP_017849688.1|DBUS	LOC108014205|XP_016935735.2|DSUZ
OG0005659	LOC108603956|XP_017848640.1|DBUS	LOC108012123|XP_036674338.1|DSUZ
OG0005660	LOC108598106|XP_033149312.1|DBUS	LOC108005633|XP_016924433.2|DSUZ
OG0005661	LOC108602980|XP_017846855.1|DBUS	LOC108017473|XP_036674278.1|DSUZ
OG0005662	LOC108601315|XP_017844703.1|DBUS	LOC108011681|XP_016932371.2|DSUZ
OG0005663	LOC108605929|XP_017851238.1|DBUS	LOC108021829|XP_016946123.1|DSUZ
OG0005664	LOC108604271|XP_017849157.1|DBUS	LOC108014433|XP_036673314.1|DSUZ
OG0005665	LOC108603779|XP_017848362.1|DBUS	LOC108014046|XP_036675274.1|DSUZ
OG0005666	LOC108607039|XP_017853123.1|DBUS	LOC108015265|XP_016937110.1|DSUZ
OG0005667	LOC108606726|XP_017852603.1|DBUS	LOC108018867|XP_016941944.2|DSUZ
OG0005668	LOC108599595|XP_017842030.1|DBUS	LOC108020136|XP_036670848.1|DSUZ
OG0005669	LOC108607444|XP_017853767.1|DBUS	LOC108019063|XP_016942190.1|DSUZ
OG0005670	LOC108604674|XP_017849714.1|DBUS	LOC108004984|XP_036674404.1|DSUZ
OG0005671	LOC108601421|XP_017844808.1|DBUS	LOC108013891|XP_016935386.2|DSUZ
OG0005672	LOC108608047|XP_017854716.1|DBUS	LOC108021000|XP_016944956.1|DSUZ
OG0005673	LOC108600963|XP_033149563.1|DBUS	LOC108012873|XP_016933851.1|DSUZ
OG0005674	LOC108598355|XP_033149460.1|DBUS	LOC108013128|XP_036672101.1|DSUZ
OG0005675	LOC108601829|XP_017845259.1|DBUS	LOC108014552|XP_016936185.1|DSUZ
OG0005676	LOC108601167|XP_017844588.1|DBUS	LOC108014463|XP_016936074.2|DSUZ
OG0005677	LOC108597420|XP_017839459.1|DBUS	LOC108018228|XP_016941236.1|DSUZ
OG0005678	LOC108603352|XP_017847576.1|DBUS	LOC108011542|XP_036673005.1|DSUZ
OG0005679	LOC108601478|XP_017844866.1|DBUS	LOC108004915|XP_036674035.1|DSUZ
OG0005680	LOC108608313|XP_017855129.2|DBUS	LOC108020977|XP_016944917.1|DSUZ
OG0005681	LOC108604120|XP_017848895.1|DBUS	LOC108004907|XP_016923482.2|DSUZ
OG0005682	LOC108603842|XP_017848480.1|DBUS	LOC108004900|XP_016923473.2|DSUZ
OG0005683	LOC108606541|XP_017852222.1|DBUS	LOC108005135|XP_036677004.1|DSUZ
OG0005684	LOC108600109|XP_017842969.2|DBUS	LOC108012393|XP_016933240.1|DSUZ
OG0005685	LOC108605534|XP_017850776.1|DBUS	LOC108015157|XP_016936923.1|DSUZ
OG0005686	LOC108602265|XP_017845809.1|DBUS	LOC118877952|XP_036674610.1|DSUZ, LOC108012049|XP_016932818.2|DSUZ
OG0005687	LOC108601126|XP_017844536.1|DBUS	LOC108020746|XP_036671740.1|DSUZ, LOC108020705|XP_036672484.1|DSUZ
OG0005688	LOC108595989|XP_017836766.2|DBUS	LOC108008553|XP_016927913.1|DSUZ
OG0005689	LOC108607044|XP_017853139.1|DBUS	LOC108019963|XP_036676687.1|DSUZ
OG0005690	LOC108601508|XP_033149856.1|DBUS	LOC108020624|XP_016944463.2|DSUZ
OG0005691	LOC108603794|XP_017848379.2|DBUS	LOC108011513|XP_036674036.1|DSUZ
OG0005692	LOC108594327|XP_017834966.2|DBUS	LOC108021300|XP_016945441.1|DSUZ
OG0005693	LOC108598819|XP_017841057.1|DBUS	LOC108012421|XP_016933271.1|DSUZ
OG0005694	LOC108603728|XP_017848260.1|DBUS	LOC108013991|XP_036672740.1|DSUZ, LOC108013990|XP_036674445.1|DSUZ
OG0005695	LOC108602872|XP_017846649.1|DBUS	LOC108018629|XP_036673621.1|DSUZ
OG0005696	LOC108602874|XP_017846652.1|DBUS	LOC118877735|XP_036673623.1|DSUZ, LOC108018630|XP_036677921.1|DSUZ
OG0005697	LOC108602863|XP_017846640.1|DBUS	LOC108018624|XP_016941678.1|DSUZ, LOC118877733|XP_036673618.1|DSUZ
OG0005698	LOC108597588|XP_017839696.1|DBUS	LOC108009364|XP_016929154.1|DSUZ
OG0005699	LOC108604427|XP_017849384.1|DBUS	LOC108012100|XP_016932865.2|DSUZ
OG0005700	LOC108606937|XP_033150333.1|DBUS	LOC108016852|XP_016939200.1|DSUZ
OG0005701	LOC108595587|XP_017836338.1|DBUS	LOC108007085|XP_016926181.1|DSUZ
OG0005702	LOC108605852|XP_017851151.1|DBUS	LOC108013688|XP_016935095.1|DSUZ
OG0005703	LOC108595266|XP_017835968.1|DBUS	LOC108010268|XP_016930618.1|DSUZ
OG0005704	LOC108605220|XP_017850317.1|DBUS	LOC108015147|XP_016936908.1|DSUZ
OG0005705	LOC108598958|XP_017841217.1|DBUS	LOC108012954|XP_016933985.1|DSUZ
OG0005706	LOC108603724|XP_017848254.1|DBUS	LOC108006409|XP_016925421.2|DSUZ
OG0005707	LOC108606657|XP_017852467.1|DBUS	LOC108005324|XP_036676932.1|DSUZ
OG0005708	LOC108606738|XP_017852622.1|DBUS	LOC108015104|XP_016936837.1|DSUZ
OG0005709	LOC108601726|XP_017845134.1|DBUS	LOC108007213|XP_016926336.2|DSUZ
OG0005710	LOC108602804|XP_017846515.1|DBUS	LOC108020183|XP_036674376.1|DSUZ
OG0005711	LOC108600990|XP_017844342.1|DBUS	LOC108005799|XP_016924618.1|DSUZ
OG0005712	LOC108608080|XP_017854764.1|DBUS	LOC108021337|XP_016945504.1|DSUZ
OG0005713	LOC108601754|XP_017845166.1|DBUS	LOC108014050|XP_036675584.1|DSUZ
OG0005714	LOC108604441|XP_017849408.1|DBUS	LOC108011481|XP_016932118.2|DSUZ
OG0005715	LOC108603736|XP_017848274.1|DBUS	LOC108017335|XP_036672937.1|DSUZ
OG0005716	LOC108604156|XP_033149891.1|DBUS	LOC108007982|XP_036672931.1|DSUZ
OG0005717	LOC108604097|XP_017848868.1|DBUS	LOC108006954|XP_036674913.1|DSUZ
OG0005718	LOC108604639|XP_017849678.1|DBUS	LOC108007655|XP_016926867.2|DSUZ
OG0005719	LOC108604185|XP_017849021.1|DBUS	LOC108014049|XP_036675359.1|DSUZ
OG0005720	LOC108602200|XP_017845738.1|DBUS	LOC108014812|XP_016936497.2|DSUZ
OG0005721	LOC108604219|XP_017849073.1|DBUS	LOC108014072|XP_036675487.1|DSUZ
OG0005722	LOC108604785|XP_017849872.1|DBUS	LOC108017141|XP_016939610.1|DSUZ
OG0005723	LOC108602164|XP_017845686.1|DBUS	LOC108011232|XP_036675153.1|DSUZ
OG0005724	LOC108596577|XP_017837990.1|DBUS	LOC108018137|XP_016941083.1|DSUZ
OG0005725	LOC108602020|XP_017845512.1|DBUS	LOC108017338|XP_016939857.1|DSUZ
OG0005726	LOC108605608|XP_017850874.1|DBUS	LOC108006279|XP_016925224.1|DSUZ
OG0005727	LOC108603984|XP_017848700.1|DBUS	LOC108017100|XP_036674915.1|DSUZ
OG0005728	LOC108601676|XP_017845074.1|DBUS	LOC118877923|XP_036674392.1|DSUZ, LOC108017454|XP_016939977.2|DSUZ
OG0005729	LOC108601250|XP_033149890.1|DBUS	LOC108017504|XP_036674144.1|DSUZ
OG0005730	LOC108601738|XP_017845147.1|DBUS	LOC108011562|XP_036673001.1|DSUZ
OG0005731	LOC108601737|XP_017845146.1|DBUS	LOC108011563|XP_016932221.2|DSUZ
OG0005732	LOC108603510|XP_017847876.1|DBUS	LOC108007369|XP_016926513.2|DSUZ
OG0005733	LOC108603509|XP_017847872.1|DBUS	LOC108007368|XP_016926512.2|DSUZ
OG0005734	LOC108603746|XP_017848308.1|DBUS	LOC108007928|XP_016927188.2|DSUZ
OG0005735	LOC108603423|XP_017847713.1|DBUS	LOC108013794|XP_036674931.1|DSUZ
OG0005736	LOC108603424|XP_017847719.1|DBUS	LOC108005734|XP_036675012.1|DSUZ
