Orthogroup	DBUS.longest_only	DMAU.longest_only
OG0004242	LOC108604002|XP_017848731.1|DBUS	LOC117143394|XP_033163974.1|DMAU
OG0004243	LOC108600291|XP_017843251.1|DBUS	LOC117139953|XP_033158532.1|DMAU
OG0004244	LOC108601450|XP_017844837.1|DBUS	LOC117142880|XP_033163042.1|DMAU
OG0004245	LOC117134806|XP_033149693.1|DBUS, LOC108600092|XP_017842942.1|DBUS	LOC117141931|XP_033161560.1|DMAU
OG0004246	LOC108601056|XP_017844436.1|DBUS	LOC117140191|XP_033158860.1|DMAU
OG0004247	LOC108605429|XP_017850594.1|DBUS	LOC117148683|XP_033172114.1|DMAU
OG0004248	LOC108595764|XP_017836543.1|DBUS	LOC117137246|XP_033154498.1|DMAU
OG0004249	LOC108600962|XP_017844305.1|DBUS	LOC117141193|XP_033160432.1|DMAU
OG0004250	LOC108597064|XP_017838881.1|DBUS	LOC117136715|XP_033153632.1|DMAU
OG0004251	LOC108607025|XP_017853102.2|DBUS	LOC117148879|XP_033172454.1|DMAU
OG0004252	LOC108603439|XP_017847752.1|DBUS	LOC117142421|XP_033162272.1|DMAU
OG0004253	LOC117134834|XP_033149800.1|DBUS	LOC117145114|XP_033166525.1|DMAU
OG0004254	LOC108605224|XP_017850324.1|DBUS	LOC117147233|XP_033169935.1|DMAU
OG0004256	LOC108596464|XP_017837710.1|DBUS	LOC117136939|XP_033153979.1|DMAU
OG0004257	LOC108601884|XP_017845347.1|DBUS	LOC117145191|XP_033166643.1|DMAU
OG0004258	LOC108601475|XP_033150132.1|DBUS	LOC117145906|XP_033167649.1|DMAU
OG0004259	LOC108596468|XP_017837716.1|DBUS	LOC117136140|XP_033152737.1|DMAU
OG0004260	LOC108603315|XP_017847512.1|DBUS	LOC117145158|XP_033166592.1|DMAU
OG0004261	LOC108603308|XP_017847480.1|DBUS	LOC117144262|XP_033165251.1|DMAU
OG0004262	LOC108603797|XP_017848383.2|DBUS	LOC117144883|XP_033166185.1|DMAU
OG0004263	LOC108604401|XP_017849350.1|DBUS	LOC117142429|XP_033162280.1|DMAU
OG0004264	LOC108603623|XP_017848069.1|DBUS	LOC117142572|XP_033162531.1|DMAU
OG0004265	LOC108604752|XP_017849828.1|DBUS	LOC117144232|XP_033165191.1|DMAU
OG0004266	LOC108601251|XP_017844640.1|DBUS	LOC117144962|XP_033166312.1|DMAU
OG0004267	LOC108602792|XP_017846493.1|DBUS	LOC117144853|XP_033166147.1|DMAU
OG0004268	LOC108596600|XP_017838018.1|DBUS	LOC117136132|XP_033152726.1|DMAU
OG0004269	LOC108596927|XP_017838637.2|DBUS	LOC117138246|XP_033156088.1|DMAU
OG0004270	LOC108597193|XP_017839110.1|DBUS	LOC117136079|XP_033152639.1|DMAU
OG0004271	LOC108597546|XP_017839639.1|DBUS	LOC117138137|XP_033155902.1|DMAU
OG0004272	LOC108602028|XP_017845520.1|DBUS	LOC117144768|XP_033166022.1|DMAU
OG0004274	LOC108605480|XP_017850661.1|DBUS	LOC117146698|XP_033168979.1|DMAU
OG0004275	LOC108607258|XP_017853432.1|DBUS	LOC117146582|XP_033168787.1|DMAU
OG0004276	LOC108599914|XP_017842601.1|DBUS	LOC117140808|XP_033159800.1|DMAU
OG0004277	LOC108599062|XP_017841331.1|DBUS	LOC117141296|XP_033160566.1|DMAU
OG0004278	LOC108606848|XP_017852834.1|DBUS	LOC117148256|XP_033171452.1|DMAU
OG0004279	LOC108596574|XP_017837983.1|DBUS	LOC117147101|XP_033169762.1|DMAU
OG0004280	LOC108606267|XP_017851721.1|DBUS	LOC117146701|XP_033168993.1|DMAU
OG0004281	LOC108595666|XP_017836435.1|DBUS	LOC117136398|XP_033153185.1|DMAU
OG0004282	LOC108597487|XP_017839553.1|DBUS	LOC117136503|XP_033153338.1|DMAU
OG0004283	LOC108597488|XP_017839554.1|DBUS	LOC117136504|XP_033153339.1|DMAU
OG0004284	LOC108607461|XP_017853788.2|DBUS	LOC117151099|XP_033151016.1|DMAU
OG0004285	LOC108602634|XP_017846267.1|DBUS	LOC117142819|XP_033162926.1|DMAU
OG0004286	LOC108599229|XP_017841515.1|DBUS	LOC117139682|XP_033158056.1|DMAU
OG0004287	LOC108598515|XP_017840682.2|DBUS	LOC117140811|XP_033159804.1|DMAU
OG0004288	LOC108600782|XP_017844040.1|DBUS	LOC117142047|XP_033161810.1|DMAU
OG0004289	LOC108599757|XP_017842260.1|DBUS	LOC117139529|XP_033157782.1|DMAU
OG0004290	LOC108595465|XP_017836199.1|DBUS	LOC117135477|XP_033151583.1|DMAU
OG0004291	LOC108597520|XP_017839602.1|DBUS	LOC117137222|XP_033154466.1|DMAU
OG0004292	LOC108600478|XP_017843585.1|DBUS	LOC117141673|XP_033161157.1|DMAU
OG0004293	LOC108599073|XP_017841349.1|DBUS	LOC117141715|XP_033161219.1|DMAU
OG0004294	LOC108599533|XP_017841905.1|DBUS	LOC117140029|XP_033158651.1|DMAU
OG0004295	LOC108600642|XP_017843823.2|DBUS	LOC117139822|XP_033158347.1|DMAU
OG0004296	LOC108600738|XP_017843972.1|DBUS	LOC117140789|XP_033159775.1|DMAU
OG0004297	LOC108595622|XP_017836376.1|DBUS	LOC117136126|XP_033152719.1|DMAU
OG0004298	LOC108596825|XP_017838431.1|DBUS	LOC117135600|XP_033151837.1|DMAU
OG0004299	LOC108596008|XP_017836782.1|DBUS	LOC117138600|XP_033156673.1|DMAU
OG0004300	LOC108595178|XP_017835843.1|DBUS	LOC117137248|XP_033154500.1|DMAU
OG0004301	LOC108600476|XP_017843582.1|DBUS	LOC117141075|XP_033160264.1|DMAU
OG0004302	LOC108597013|XP_017838782.1|DBUS	LOC117138248|XP_033156092.1|DMAU
OG0004303	LOC108597186|XP_017839103.2|DBUS	LOC117135924|XP_033152383.1|DMAU
OG0004304	LOC108595489|XP_017836229.1|DBUS	LOC117137926|XP_033155567.1|DMAU
OG0004305	LOC108596478|XP_017837729.1|DBUS	LOC117135439|XP_033151499.1|DMAU
OG0004306	LOC108597674|XP_017839836.1|DBUS	LOC117136624|XP_033153504.1|DMAU
OG0004307	LOC108596051|XP_017836933.1|DBUS	LOC117135822|XP_033152222.1|DMAU
OG0004308	LOC108595041|XP_017835670.1|DBUS	LOC117135741|XP_033152077.1|DMAU
OG0004309	LOC108599121|XP_017841398.1|DBUS	LOC117141140|XP_033160364.1|DMAU
OG0004310	LOC108595471|XP_017836208.1|DBUS	LOC117137390|XP_033154697.1|DMAU
OG0004311	LOC108599796|XP_017842352.2|DBUS	LOC117140243|XP_033158936.1|DMAU
OG0004312	LOC108596766|XP_017838346.1|DBUS	LOC117138257|XP_033156110.1|DMAU
OG0004313	LOC108596602|XP_017838022.1|DBUS	LOC117135672|XP_033151957.1|DMAU
OG0004314	LOC108596160|XP_017837153.1|DBUS	LOC117138422|XP_033156419.1|DMAU
OG0004315	LOC108595279|XP_017835981.1|DBUS	LOC117136900|XP_033153907.1|DMAU
OG0004316	LOC108595993|XP_017836769.1|DBUS	LOC117138262|XP_033156117.1|DMAU
OG0004317	LOC108595560|XP_017836308.1|DBUS	LOC117136400|XP_033153186.1|DMAU
OG0004318	LOC108594846|XP_017835473.1|DBUS	LOC117138256|XP_033156108.1|DMAU
OG0004319	LOC108595080|XP_017835720.1|DBUS	LOC117137141|XP_033154333.1|DMAU
OG0004320	LOC108603980|XP_017848695.1|DBUS	LOC117142807|XP_033162906.1|DMAU
OG0004321	LOC108597774|XP_033149080.1|DBUS	LOC117135191|XP_033151152.1|DMAU
OG0004322	LOC108603404|XP_017847681.1|DBUS	LOC117144637|XP_033165823.1|DMAU
OG0004323	LOC108598857|XP_033150625.1|DBUS	LOC117139695|XP_033158092.1|DMAU
OG0004324	LOC108608521|XP_017855412.1|DBUS	LOC117150374|XP_033173127.1|DMAU
OG0004325	LOC108597364|XP_017839377.1|DBUS	LOC117135546|XP_033151730.1|DMAU
OG0004326	LOC108597363|XP_017839376.1|DBUS	LOC117135542|XP_033151725.1|DMAU
OG0004327	LOC108605649|XP_017850922.1|DBUS	LOC117147502|XP_033170297.1|DMAU
OG0004328	LOC108597405|XP_017839440.1|DBUS	LOC117138495|XP_033156516.1|DMAU
OG0004329	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS	LOC117138412|XP_033156379.1|DMAU
OG0004330	LOC108595367|XP_017836083.1|DBUS	LOC117138110|XP_033155863.1|DMAU
OG0004331	LOC108595992|XP_017836768.1|DBUS	LOC117137161|XP_033154363.1|DMAU
OG0004332	LOC108598742|XP_017840970.2|DBUS	LOC117150208|XP_033172898.1|DMAU
OG0004333	LOC108607894|XP_017854488.2|DBUS	LOC117138982|XP_033156985.1|DMAU
OG0004334	LOC108608464|XP_017855338.1|DBUS	LOC117149093|XP_033172631.1|DMAU
OG0004335	LOC108595308|XP_017836014.1|DBUS	LOC117138161|XP_033155930.1|DMAU
OG0004336	LOC108597680|XP_017839843.2|DBUS	LOC117138389|XP_033156352.1|DMAU
OG0004337	LOC108607549|XP_017853926.1|DBUS	LOC117150560|XP_033173399.1|DMAU
OG0004338	LOC108598389|XP_017840498.2|DBUS	LOC117139572|XP_033157869.1|DMAU
OG0004339	LOC108596392|XP_017837559.1|DBUS	LOC117135509|XP_033151636.1|DMAU
OG0004340	LOC108594809|XP_017835436.1|DBUS	LOC117135508|XP_033151635.1|DMAU
OG0004341	LOC108595292|XP_017835994.1|DBUS	LOC117136837|XP_033153809.1|DMAU
OG0004342	LOC108595370|XP_033149115.1|DBUS	LOC117138688|XP_033156836.1|DMAU
OG0004343	LOC108597315|XP_033150988.1|DBUS	LOC117137148|XP_033154343.1|DMAU
OG0004344	LOC108597708|XP_017839885.1|DBUS	LOC117137011|XP_033154091.1|DMAU
OG0004345	LOC108598504|XP_017840668.1|DBUS	LOC117148125|XP_033171243.1|DMAU
OG0004346	LOC108595052|XP_017835683.1|DBUS	LOC117137465|XP_033154802.1|DMAU
OG0004347	LOC108597110|XP_017838977.1|DBUS	LOC117136125|XP_033152717.1|DMAU
OG0004348	LOC108595055|XP_017835688.1|DBUS	LOC117137540|XP_033154928.1|DMAU
OG0004349	LOC108597285|XP_017839241.1|DBUS	LOC117137660|XP_033155091.1|DMAU
OG0004350	LOC108595789|XP_017836570.1|DBUS	LOC117138386|XP_033156348.1|DMAU
OG0004351	LOC108596049|XP_017836925.1|DBUS	LOC117136068|XP_033152608.1|DMAU
OG0004352	LOC108604015|XP_017848748.1|DBUS	LOC117144067|XP_033164967.1|DMAU
OG0004353	LOC108604072|XP_017848829.2|DBUS	LOC117142952|XP_033163168.1|DMAU
OG0004354	LOC108604164|XP_017848986.1|DBUS	LOC117143272|XP_033163741.1|DMAU
OG0004355	LOC108602963|XP_017846827.1|DBUS	LOC117144240|XP_033165201.1|DMAU
OG0004356	LOC108597665|XP_017839824.1|DBUS	LOC117136578|XP_033153439.1|DMAU
OG0004357	LOC108597614|XP_017839741.1|DBUS	LOC117136628|XP_033153507.1|DMAU
OG0004358	LOC108596791|XP_017838383.1|DBUS	LOC117136340|XP_033153094.1|DMAU
OG0004359	LOC108594656|XP_033149128.1|DBUS	LOC117135529|XP_033151683.1|DMAU
OG0004360	LOC108602785|XP_017846486.1|DBUS	LOC117140304|XP_033159039.1|DMAU
OG0004361	LOC108604688|XP_017849733.1|DBUS	LOC117143827|XP_033164564.1|DMAU
OG0004362	LOC108599924|XP_017842620.1|DBUS	LOC117139639|XP_033157990.1|DMAU
OG0004363	LOC108607054|XP_017853155.1|DBUS	LOC117148129|XP_033171245.1|DMAU
OG0004364	LOC108596596|XP_017838015.1|DBUS	LOC117136721|XP_033153638.1|DMAU
OG0004365	LOC108595769|XP_017836364.2|DBUS	LOC117137116|XP_033154299.1|DMAU
OG0004366	LOC108596587|XP_017838007.2|DBUS	LOC117147120|XP_033169781.1|DMAU
OG0004367	LOC108598962|XP_017841222.2|DBUS	LOC117139208|XP_033157276.1|DMAU
OG0004368	LOC108599052|XP_017841320.2|DBUS	LOC117140895|XP_033159940.1|DMAU
OG0004369	LOC108596512|XP_017837842.1|DBUS	LOC117137640|XP_033155064.1|DMAU
OG0004370	LOC108595031|XP_017835659.1|DBUS	LOC117137905|XP_033155539.1|DMAU
OG0004371	LOC108606452|XP_017852053.1|DBUS	LOC117148347|XP_033171574.1|DMAU
OG0004372	LOC108595286|XP_017835987.2|DBUS	LOC117137156|XP_033154357.1|DMAU
OG0004373	LOC108595206|XP_017835883.1|DBUS	LOC117145429|XP_033166967.1|DMAU
OG0004374	LOC108596518|XP_017837849.1|DBUS	LOC117137472|XP_033154811.1|DMAU
OG0004375	LOC108598447|XP_017840574.2|DBUS	LOC117140598|XP_033159499.1|DMAU
OG0004376	LOC108600911|XP_017844232.1|DBUS	LOC117141408|XP_033160722.1|DMAU
OG0004377	LOC108600273|XP_017843227.1|DBUS	LOC117140376|XP_033159132.1|DMAU
OG0004378	LOC108596907|XP_017838592.1|DBUS	LOC117138217|XP_033156048.1|DMAU
OG0004379	LOC108595712|XP_017836483.1|DBUS	LOC117137118|XP_033154301.1|DMAU
OG0004380	LOC108595478|XP_017836216.1|DBUS	LOC117137510|XP_033154882.1|DMAU
OG0004381	LOC108604571|XP_017849591.1|DBUS	LOC117143893|XP_033164688.1|DMAU
OG0004382	LOC108596216|XP_017837232.1|DBUS	LOC117137686|XP_033155146.1|DMAU
OG0004383	LOC108596030|XP_017836882.1|DBUS	LOC117136373|XP_033153154.1|DMAU
OG0004384	LOC108596037|XP_017836891.1|DBUS	LOC117136379|XP_033153161.1|DMAU
OG0004385	LOC108596417|XP_017837622.1|DBUS	LOC117136440|XP_033153247.1|DMAU
OG0004386	LOC108596842|XP_017838460.1|DBUS	LOC117137643|XP_033155068.1|DMAU
OG0004387	LOC108599956|XP_017842696.1|DBUS	LOC117139276|XP_033157393.1|DMAU
OG0004388	LOC108597700|XP_017839873.1|DBUS	LOC117137845|XP_033155438.1|DMAU
OG0004389	LOC108600747|XP_017843987.1|DBUS	LOC117139142|XP_033157184.1|DMAU
OG0004390	LOC108600796|XP_017844059.1|DBUS	LOC117140453|XP_033159274.1|DMAU
OG0004391	LOC108595737|XP_017836513.1|DBUS	LOC117138052|XP_033155759.1|DMAU
OG0004392	LOC108599505|XP_017841860.2|DBUS	LOC117141034|XP_033160207.1|DMAU
OG0004393	LOC108597762|XP_017839964.1|DBUS	LOC117136611|XP_033153489.1|DMAU
OG0004394	LOC108597179|XP_017839085.1|DBUS	LOC117136395|XP_033153180.1|DMAU
OG0004395	LOC108595598|XP_017836350.1|DBUS	LOC117136675|XP_033153570.1|DMAU
OG0004396	LOC108596997|XP_017838759.1|DBUS	LOC117135896|XP_033152334.1|DMAU
OG0004397	LOC108595706|XP_017836479.1|DBUS	LOC117138138|XP_033155903.1|DMAU
OG0004398	LOC108597092|XP_017838944.1|DBUS	LOC117138141|XP_033155906.1|DMAU
OG0004399	LOC108596322|XP_017837433.1|DBUS	LOC117136461|XP_033153280.1|DMAU
OG0004400	LOC108603083|XP_017847062.1|DBUS	LOC117142215|XP_033161941.1|DMAU
OG0004401	LOC108596610|XP_017838039.1|DBUS	LOC117136486|XP_033153316.1|DMAU
OG0004402	LOC108595050|XP_017835681.1|DBUS	LOC117136712|XP_033153626.1|DMAU
OG0004403	LOC108596981|XP_017838726.1|DBUS	LOC117138344|XP_033156275.1|DMAU
OG0004404	LOC108597098|XP_017838952.1|DBUS	LOC117136359|XP_033153120.1|DMAU
OG0004405	LOC108599797|XP_017842353.2|DBUS	LOC117141538|XP_033160924.1|DMAU
OG0004406	LOC108600318|XP_017843306.1|DBUS	LOC117139544|XP_033157820.1|DMAU
OG0004407	LOC108597705|XP_017839879.1|DBUS	LOC117137395|XP_033154707.1|DMAU
OG0004408	LOC108599096|XP_017841375.2|DBUS	LOC117139999|XP_033158597.1|DMAU
OG0004409	LOC108607401|XP_017853668.1|DBUS	LOC117146256|XP_033168098.1|DMAU
OG0004410	LOC108596641|XP_017838093.1|DBUS	LOC117135418|XP_033151461.1|DMAU
OG0004411	LOC108599960|XP_017842699.1|DBUS	LOC117140482|XP_033159323.1|DMAU
OG0004412	LOC108599957|XP_017842697.1|DBUS	LOC117140479|XP_033159320.1|DMAU
OG0004413	LOC108596564|XP_017837954.1|DBUS	LOC117136719|XP_033153635.1|DMAU
OG0004414	LOC108595505|XP_033149020.1|DBUS	LOC117138455|XP_033156473.1|DMAU
OG0004415	LOC108597220|XP_017839150.1|DBUS	LOC117135886|XP_033152324.1|DMAU
OG0004416	LOC108596460|XP_017837699.1|DBUS	LOC117136433|XP_033153237.1|DMAU
OG0004417	LOC108602293|XP_017845862.1|DBUS	LOC117142594|XP_033162560.1|DMAU
OG0004418	LOC108597709|XP_017839887.1|DBUS	LOC117137270|XP_033154524.1|DMAU
OG0004419	LOC108596040|XP_017836910.1|DBUS	LOC117138342|XP_033156272.1|DMAU
OG0004420	LOC108595571|XP_017836320.1|DBUS	LOC117137722|XP_033155186.1|DMAU
OG0004421	LOC108598372|XP_017840483.1|DBUS	LOC117141264|XP_033160524.1|DMAU
OG0004422	LOC108600299|XP_017843270.1|DBUS	LOC117139757|XP_033158214.1|DMAU
OG0004423	LOC108596199|XP_017837204.1|DBUS	LOC117138574|XP_033156636.1|DMAU
OG0004424	LOC108597069|XP_017838888.1|DBUS	LOC117136251|XP_033152948.1|DMAU
OG0004425	LOC108600067|XP_017842908.1|DBUS	LOC117138989|XP_033156951.1|DMAU
OG0004426	LOC108600050|XP_017842886.1|DBUS	LOC117139210|XP_033157278.1|DMAU
OG0004427	LOC108600018|XP_017842824.1|DBUS	LOC117139083|XP_033157090.1|DMAU
OG0004428	LOC108604837|XP_017849945.1|DBUS	LOC117142674|XP_033162699.1|DMAU
OG0004429	LOC108600672|XP_017843869.2|DBUS	LOC117143817|XP_033164557.1|DMAU
OG0004430	LOC108598230|XP_033149326.1|DBUS	LOC117141803|XP_033161339.1|DMAU
OG0004431	LOC108602906|XP_017846703.1|DBUS	LOC117144089|XP_033164995.1|DMAU
OG0004432	LOC108602904|XP_017846701.1|DBUS	LOC117144086|XP_033164991.1|DMAU
OG0004433	LOC108599223|XP_017841507.2|DBUS	LOC117139100|XP_033157122.1|DMAU
OG0004434	LOC108597091|XP_017838942.1|DBUS	LOC117138140|XP_033155905.1|DMAU
OG0004435	LOC108597584|XP_017839693.1|DBUS	LOC117135423|XP_033151468.1|DMAU
OG0004436	LOC108596500|XP_033149123.1|DBUS	LOC117138040|XP_033155741.1|DMAU
OG0004437	LOC108595359|XP_017836072.1|DBUS	LOC117138690|XP_033156839.1|DMAU
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC117136376|XP_033153157.1|DMAU
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC117138666|XP_033156795.1|DMAU
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC117135591|XP_033151817.1|DMAU
OG0004441	LOC108603378|XP_017847640.1|DBUS	LOC117136122|XP_033152718.1|DMAU
OG0004442	LOC108595204|XP_017835880.1|DBUS	LOC117136794|XP_033153741.1|DMAU
OG0004443	LOC108601073|XP_017844457.1|DBUS	LOC117140389|XP_033159147.1|DMAU
OG0004444	LOC108594989|XP_017835610.1|DBUS	LOC117137907|XP_033155543.1|DMAU
OG0004445	LOC108597749|XP_017839945.1|DBUS	LOC117136185|XP_033152820.1|DMAU
OG0004446	LOC108604372|XP_017849310.1|DBUS	LOC117142320|XP_033162118.1|DMAU
OG0004447	LOC108602974|XP_017849713.1|DBUS	LOC117142684|XP_033162719.1|DMAU
OG0004448	LOC108595837|XP_017836617.1|DBUS	LOC117137491|XP_033154861.1|DMAU
OG0004449	LOC108598482|XP_017840625.1|DBUS	LOC117140335|XP_033159073.1|DMAU
OG0004450	LOC108595591|XP_017836342.1|DBUS	LOC117138215|XP_033156046.1|DMAU
OG0004451	LOC108595032|XP_017835661.1|DBUS	LOC117136428|XP_033153232.1|DMAU
OG0004452	LOC108594960|XP_017835583.1|DBUS	LOC117137934|XP_033155579.1|DMAU
OG0004453	LOC108596381|XP_017837540.1|DBUS	LOC117138402|XP_033156371.1|DMAU
OG0004454	LOC108602250|XP_017845790.1|DBUS	LOC117142247|XP_033161991.1|DMAU
OG0004455	LOC108598919|XP_017841163.2|DBUS	LOC117140085|XP_033158729.1|DMAU
OG0004456	LOC108605247|XP_017850346.1|DBUS	LOC117148658|XP_033172059.1|DMAU
OG0004457	LOC108600937|XP_017844263.2|DBUS	LOC117140192|XP_033158862.1|DMAU
OG0004458	LOC108600979|XP_017844330.1|DBUS	LOC117140571|XP_033159461.1|DMAU
OG0004459	LOC108600748|XP_017843990.2|DBUS	LOC117141906|XP_033161509.1|DMAU
OG0004460	LOC108599587|XP_017842021.1|DBUS	LOC117141444|XP_033160789.1|DMAU
OG0004461	LOC108601129|XP_017844540.2|DBUS	LOC117140919|XP_033160001.1|DMAU
OG0004462	LOC108600366|XP_017843391.1|DBUS	LOC117138983|XP_033156943.1|DMAU
OG0004463	LOC108600415|XP_017843465.1|DBUS	LOC117139171|XP_033157221.1|DMAU
OG0004464	LOC108600562|XP_017843714.1|DBUS	LOC117138986|XP_033156947.1|DMAU
OG0004465	LOC108602609|XP_017846239.2|DBUS	LOC117139555|XP_033157840.1|DMAU
OG0004466	LOC108598306|XP_017840410.2|DBUS	LOC117141280|XP_033160541.1|DMAU
OG0004467	LOC108600561|XP_033149328.1|DBUS	LOC117141521|XP_033160903.1|DMAU
OG0004468	LOC108600560|XP_033149329.1|DBUS	LOC117139415|XP_033157583.1|DMAU
OG0004469	LOC108598599|XP_017840782.1|DBUS	LOC117140670|XP_033159608.1|DMAU
OG0004470	LOC108608569|XP_017855489.1|DBUS	LOC117140050|XP_033158681.1|DMAU
OG0004471	LOC108603788|XP_017848373.1|DBUS	LOC117144101|XP_033165009.1|DMAU
OG0004472	LOC108596034|XP_017836887.1|DBUS	LOC117136166|XP_033152798.1|DMAU
OG0004473	LOC108594885|XP_017835512.1|DBUS	LOC117137556|XP_033154947.1|DMAU
OG0004474	LOC108595496|XP_017836238.1|DBUS	LOC117137578|XP_033154975.1|DMAU
OG0004475	LOC108595205|XP_017835882.1|DBUS	LOC117145426|XP_033166964.1|DMAU
OG0004476	LOC108601523|XP_017844915.1|DBUS	LOC117143681|XP_033164360.1|DMAU
OG0004477	LOC108597733|XP_017839916.1|DBUS	LOC117136852|XP_033153842.1|DMAU
OG0004478	LOC108594718|XP_033149234.1|DBUS	LOC117137547|XP_033154934.1|DMAU
OG0004479	LOC108595262|XP_017835962.1|DBUS	LOC117137213|XP_033154459.1|DMAU
OG0004480	LOC108606113|XP_017851455.1|DBUS	LOC117147489|XP_033170276.1|DMAU
OG0004481	LOC108597307|XP_017839276.1|DBUS	LOC117138404|XP_033156373.1|DMAU
OG0004482	LOC108604451|XP_017849419.1|DBUS	LOC117143877|XP_033164653.1|DMAU
OG0004483	LOC108595526|XP_017836270.1|DBUS	LOC117135578|XP_033151793.1|DMAU
OG0004484	LOC108601492|XP_017844879.1|DBUS	LOC117144790|XP_033166050.1|DMAU
OG0004485	LOC108606029|XP_017851345.1|DBUS	LOC117146426|XP_033168520.1|DMAU
OG0004486	LOC108597442|XP_017839495.1|DBUS	LOC117137186|XP_033154400.1|DMAU
OG0004487	LOC108600630|XP_017843806.1|DBUS	LOC117142039|XP_033161800.1|DMAU
OG0004488	LOC108594610|XP_017835242.1|DBUS	LOC117138295|XP_033156185.1|DMAU
OG0004489	LOC108599527|XP_017841891.1|DBUS	LOC117139273|XP_033157388.1|DMAU
OG0004490	LOC108595965|XP_017836741.1|DBUS, LOC108594778|XP_033149188.1|DBUS, LOC108594777|XP_017835404.1|DBUS, LOC108595724|XP_017836495.1|DBUS	LOC117137560|XP_033154954.1|DMAU
OG0004491	LOC108607619|XP_017854028.2|DBUS	LOC117150550|XP_033173375.1|DMAU
OG0004492	LOC108605079|XP_017850134.1|DBUS, LOC108599761|XP_017842265.1|DBUS	LOC117139536|XP_033157800.1|DMAU
OG0004493	LOC108598155|XP_033149633.1|DBUS	LOC117141494|XP_033160872.1|DMAU, LOC117148825|XP_033172368.1|DMAU
OG0004494	LOC108603190|XP_017847250.1|DBUS, LOC108603791|XP_017848374.2|DBUS	LOC117142840|XP_033162964.1|DMAU
OG0004495	LOC108601287|XP_017844676.2|DBUS, LOC108602971|XP_017846843.1|DBUS	LOC117145276|XP_033166755.1|DMAU
OG0004497	LOC108595281|XP_017835983.1|DBUS	LOC117137341|XP_033154627.1|DMAU
OG0004498	LOC108597042|XP_017838827.1|DBUS	LOC117142892|XP_033163060.1|DMAU, LOC117144213|XP_033165154.1|DMAU
OG0004499	LOC108596497|XP_017837812.1|DBUS	LOC117136108|XP_033152697.1|DMAU, LOC117136110|XP_033152700.1|DMAU
OG0004500	LOC108595675|XP_017836443.1|DBUS	LOC117136633|XP_033153515.1|DMAU
OG0004501	LOC108594670|XP_017835300.1|DBUS	LOC117136261|XP_033152970.1|DMAU
OG0004504	LOC108601664|XP_017845054.1|DBUS	LOC117141683|XP_033161178.1|DMAU
OG0004505	LOC108604247|XP_017849112.1|DBUS	LOC117144380|XP_033165401.1|DMAU
OG0004506	LOC108603565|XP_017847971.1|DBUS	LOC117144649|XP_033165838.1|DMAU
OG0004507	LOC108602255|XP_017845798.1|DBUS	LOC117143657|XP_033164329.1|DMAU
OG0004508	LOC108601774|XP_017845189.1|DBUS	LOC117144915|XP_033166251.1|DMAU
OG0004509	LOC108598406|XP_017840517.2|DBUS	LOC117140310|XP_033159046.1|DMAU
OG0004510	LOC108606219|XP_033150188.1|DBUS	LOC117146498|XP_033168639.1|DMAU
OG0004511	LOC108603610|XP_017848047.1|DBUS	LOC117143192|XP_033163619.1|DMAU
OG0004512	LOC108607391|XP_017853642.1|DBUS	LOC117146262|XP_033168123.1|DMAU
OG0004513	LOC108607333|XP_017853497.1|DBUS	LOC117146275|XP_033168161.1|DMAU
OG0004514	LOC108607397|XP_017853660.1|DBUS	LOC117146236|XP_033168033.1|DMAU
OG0004515	LOC108605378|XP_017850536.1|DBUS	LOC117146786|XP_033169212.1|DMAU
OG0004516	LOC108605175|XP_017850250.1|DBUS	LOC117146839|XP_033169284.1|DMAU
OG0004517	LOC108606675|XP_017852499.1|DBUS	LOC117146743|XP_033169091.1|DMAU
OG0004518	LOC108606583|XP_017852301.2|DBUS	LOC117148845|XP_033172390.1|DMAU
OG0004519	LOC108604499|XP_017849484.1|DBUS	LOC117142363|XP_033162181.1|DMAU
OG0004520	LOC108606339|XP_017851871.1|DBUS	LOC117146708|XP_033169015.1|DMAU
OG0004521	LOC108597191|XP_017839108.1|DBUS	LOC117136209|XP_033152855.1|DMAU
OG0004522	LOC108607161|XP_017853300.1|DBUS	LOC117148093|XP_033171196.1|DMAU
OG0004523	LOC108604162|XP_017848981.1|DBUS	LOC117142620|XP_033162597.1|DMAU
OG0004524	LOC108607219|XP_017853380.1|DBUS	LOC117148828|XP_033172369.1|DMAU
OG0004525	LOC108606375|XP_017851918.1|DBUS	LOC117148732|XP_033172188.1|DMAU
OG0004526	LOC108604944|XP_033150370.1|DBUS	LOC117146677|XP_033168929.1|DMAU
OG0004527	LOC108605465|XP_017850639.1|DBUS	LOC117148516|XP_033171814.1|DMAU
OG0004528	LOC108607240|XP_017853406.1|DBUS	LOC117146833|XP_033169278.1|DMAU
OG0004529	LOC108606334|XP_017851849.1|DBUS	LOC117146603|XP_033168819.1|DMAU
OG0004530	LOC108605699|XP_017850979.1|DBUS	LOC117147237|XP_033169943.1|DMAU
OG0004531	LOC108601623|XP_033150120.1|DBUS	LOC117142803|XP_033162901.1|DMAU
OG0004532	LOC108606740|XP_017852624.1|DBUS	LOC117147197|XP_033169888.1|DMAU
