Orthogroup	DBUS.longest_only	DNOV.longest_only
OG0004017	LOC108608072|XP_017854755.1|DBUS	LOC115765903|XP_030565506.1|DNOV
OG0004018	LOC108597059|XP_017838871.1|DBUS	LOC115762490|XP_030560586.1|DNOV
OG0004019	LOC108607396|XP_033149949.1|DBUS	LOC115759779|XP_030556706.1|DNOV
OG0004020	LOC108608125|XP_017854843.1|DBUS	LOC115758863|XP_030555512.1|DNOV
OG0004021	LOC108607623|XP_017854029.1|DBUS	LOC115759023|XP_030555695.1|DNOV
OG0004022	LOC108597608|XP_033149037.1|DBUS	LOC115758402|XP_030554909.1|DNOV
OG0004023	LOC108594794|XP_017835422.1|DBUS	LOC115767424|XP_030567560.1|DNOV
OG0004024	LOC108598147|XP_017840256.2|DBUS	LOC115760042|XP_030557070.1|DNOV
OG0004025	LOC108597511|XP_017839593.1|DBUS	LOC115760072|XP_030557111.1|DNOV
OG0004026	LOC108607573|XP_017853954.1|DBUS	LOC115759037|XP_030555719.1|DNOV
OG0004027	LOC108595662|XP_017836430.1|DBUS	LOC115764448|XP_030563317.1|DNOV
OG0004028	LOC108596747|XP_017838313.1|DBUS	LOC115763494|XP_030561946.1|DNOV
OG0004029	LOC108598519|XP_017840692.1|DBUS	LOC115763413|XP_030561825.1|DNOV
OG0004030	LOC108596756|XP_017838325.1|DBUS	LOC115758024|XP_030554393.1|DNOV
OG0004031	LOC108601055|XP_033150657.1|DBUS	LOC115759252|XP_030556013.1|DNOV
OG0004032	LOC108596178|XP_017837179.1|DBUS	LOC115763610|XP_030562098.1|DNOV
OG0004033	LOC108608382|XP_017851300.1|DBUS	LOC115763586|XP_030562065.1|DNOV
OG0004034	LOC108608039|XP_017854709.2|DBUS	LOC115766011|XP_030565643.1|DNOV
OG0004035	LOC108607657|XP_017854087.1|DBUS	LOC115758395|XP_030554888.1|DNOV
OG0004036	LOC108608141|XP_017854866.1|DBUS	LOC115763138|XP_030561442.1|DNOV
OG0004037	LOC108608389|XP_017855230.2|DBUS	LOC115758858|XP_030555506.1|DNOV
OG0004038	LOC108602328|XP_017845908.2|DBUS	LOC115765911|XP_030565517.1|DNOV
OG0004039	LOC117135016|XP_033150702.1|DBUS	LOC115759955|XP_030556958.1|DNOV
OG0004040	LOC108596474|XP_017837724.1|DBUS	LOC115759544|XP_030556362.1|DNOV
OG0004042	LOC108601077|XP_017844466.1|DBUS	LOC115771066|XP_030572478.1|DNOV
OG0004043	LOC108594336|XP_017834979.1|DBUS	LOC115760093|XP_030557137.1|DNOV
OG0004044	LOC108605562|XP_017850818.1|DBUS	LOC115768816|XP_030569374.1|DNOV
OG0004045	LOC108608537|XP_017855441.1|DBUS	LOC115763023|XP_030561281.1|DNOV
OG0004046	LOC108608159|XP_017854902.1|DBUS	LOC115765843|XP_030565429.1|DNOV
OG0004047	LOC108596519|XP_017837858.1|DBUS	LOC115759836|XP_030556789.1|DNOV
OG0004048	LOC108594368|XP_017835017.2|DBUS	LOC115768560|XP_030569034.1|DNOV
OG0004049	LOC108608278|XP_017855075.1|DBUS	LOC115758952|XP_030555611.1|DNOV
OG0004050	LOC108607452|XP_017853778.2|DBUS	LOC115759797|XP_030556738.1|DNOV
OG0004051	LOC108606389|XP_017851949.2|DBUS	LOC115758536|XP_030555089.1|DNOV
OG0004052	LOC108607123|XP_017853248.1|DBUS	LOC115766816|XP_030566711.1|DNOV
OG0004053	LOC108595854|XP_017836634.1|DBUS	LOC115762252|XP_030560264.1|DNOV
OG0004054	LOC108608457|XP_017855331.1|DBUS	LOC115767719|XP_030567884.1|DNOV
OG0004055	LOC108602713|XP_017846356.1|DBUS	LOC115761830|XP_030559632.1|DNOV
OG0004056	LOC108604573|XP_017849593.1|DBUS	LOC115764772|XP_030563872.1|DNOV
OG0004057	LOC108599124|XP_017841403.1|DBUS	LOC115769089|XP_030569663.1|DNOV
OG0004058	LOC108599468|XP_017841794.2|DBUS	LOC115769349|XP_030569976.1|DNOV
OG0004059	LOC108604838|XP_017849947.1|DBUS	LOC115763835|XP_030562454.1|DNOV
OG0004060	LOC108603757|XP_017848325.1|DBUS	LOC115765776|XP_030565308.1|DNOV
OG0004061	LOC108606891|XP_017852905.1|DBUS	LOC115766869|XP_030566789.1|DNOV
OG0004062	LOC108598598|XP_017840781.1|DBUS	LOC115767661|XP_030567809.1|DNOV
OG0004063	LOC108605752|XP_017851042.1|DBUS	LOC115766392|XP_030566164.1|DNOV
OG0004064	LOC108598933|XP_017841186.1|DBUS	LOC115771407|XP_030572967.1|DNOV
OG0004065	LOC108596933|XP_017838598.2|DBUS	LOC115758714|XP_030555357.1|DNOV
OG0004066	LOC108596621|XP_017838054.1|DBUS	LOC115764227|XP_030563005.1|DNOV
OG0004067	LOC108605207|XP_017850299.1|DBUS	LOC115768751|XP_030569299.1|DNOV
OG0004068	LOC108602046|XP_017845546.1|DBUS	LOC115770940|XP_030572260.1|DNOV
OG0004069	LOC108603806|XP_017848394.1|DBUS	LOC115770931|XP_030572248.1|DNOV
OG0004070	LOC108599119|XP_017841397.1|DBUS	LOC115767150|XP_030567181.1|DNOV
OG0004071	LOC108600823|XP_017844104.2|DBUS	LOC115770439|XP_030571573.1|DNOV
OG0004072	LOC108600824|XP_017844105.2|DBUS	LOC115770332|XP_030571430.1|DNOV
OG0004073	LOC108605291|XP_017850430.1|DBUS	LOC115768169|XP_030568527.1|DNOV
OG0004074	LOC108597530|XP_017839619.1|DBUS	LOC115761527|XP_030559162.1|DNOV
OG0004075	LOC108596644|XP_017838108.1|DBUS	LOC115764573|XP_030563571.1|DNOV
OG0004076	LOC108596643|XP_017838100.1|DBUS	LOC115764572|XP_030563563.1|DNOV
OG0004077	LOC108605568|XP_017850827.1|DBUS	LOC115759870|XP_030556840.1|DNOV
OG0004078	LOC108604719|XP_017849785.1|DBUS	LOC115765728|XP_030565251.1|DNOV
OG0004079	LOC108605751|XP_017851040.1|DBUS	LOC115764341|XP_030563154.1|DNOV
OG0004080	LOC108597180|XP_017839091.1|DBUS	LOC115760822|XP_030558204.1|DNOV
OG0004081	LOC108596091|XP_017836999.1|DBUS	LOC115758120|XP_030554536.1|DNOV
OG0004082	LOC108607400|XP_017853667.1|DBUS	LOC115766737|XP_030566560.1|DNOV
OG0004083	LOC108603158|XP_017847203.1|DBUS	LOC115764847|XP_030563958.1|DNOV
OG0004084	LOC108599720|XP_033149602.1|DBUS	LOC115771424|XP_030572985.1|DNOV
OG0004085	LOC108601683|XP_017845081.1|DBUS	LOC115765701|XP_030565221.1|DNOV
OG0004086	LOC108601763|XP_017845176.1|DBUS	LOC115765018|XP_030564231.1|DNOV
OG0004087	LOC108606665|XP_017852483.1|DBUS, LOC108595222|XP_033150642.1|DBUS	LOC115768873|XP_030569440.1|DNOV
OG0004088	LOC108601776|XP_017845191.1|DBUS	LOC115772005|XP_030573797.1|DNOV
OG0004089	LOC108606844|XP_017852826.2|DBUS	LOC115764382|XP_030563205.1|DNOV
OG0004090	LOC108602921|XP_017846751.1|DBUS	LOC115770635|XP_030571840.1|DNOV
OG0004091	LOC108601309|XP_017844698.1|DBUS	LOC115764827|XP_030563936.1|DNOV
OG0004092	LOC108606488|XP_017852117.1|DBUS	LOC115767575|XP_030567721.1|DNOV
OG0004095	LOC108604304|XP_017849211.1|DBUS	LOC115767933|XP_030568166.1|DNOV
OG0004096	LOC108602094|XP_017845607.1|DBUS	LOC115765020|XP_030564233.1|DNOV
OG0004097	LOC108598558|XP_017840733.1|DBUS	LOC115767956|XP_030568209.1|DNOV
OG0004098	LOC108599353|XP_017841646.2|DBUS	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV
OG0004099	LOC108603048|XP_017846957.1|DBUS	LOC115763886|XP_030562523.1|DNOV
OG0004100	LOC108602078|XP_017845586.1|DBUS	LOC115763718|XP_030562270.1|DNOV
OG0004101	LOC108604625|XP_017849662.1|DBUS	LOC115763799|XP_030562403.1|DNOV
OG0004102	LOC108603262|XP_017847404.1|DBUS	LOC115763908|XP_030562574.1|DNOV
OG0004103	LOC108604717|XP_017849784.1|DBUS	LOC115765790|XP_030565335.1|DNOV
OG0004104	LOC108602163|XP_017845685.1|DBUS	LOC115761529|XP_030559160.1|DNOV
OG0004105	LOC108599504|XP_017841859.2|DBUS	LOC115771399|XP_030572949.1|DNOV
OG0004106	LOC108598334|XP_017840440.2|DBUS	LOC115771527|XP_030573125.1|DNOV
OG0004107	LOC108600277|XP_017843230.1|DBUS	LOC115770972|XP_030572296.1|DNOV
OG0004108	LOC108604051|XP_017848802.1|DBUS	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV
OG0004109	LOC108602922|XP_017846753.1|DBUS	LOC115770637|XP_030571844.1|DNOV
OG0004110	LOC108598413|XP_017840526.1|DBUS	LOC115771450|XP_030573024.1|DNOV
OG0004111	LOC108603792|XP_017848376.1|DBUS	LOC115763899|XP_030562542.1|DNOV
OG0004112	LOC108601914|XP_017845380.1|DBUS	LOC115770758|XP_030572031.1|DNOV
OG0004113	LOC108606317|XP_017851816.1|DBUS	LOC115768295|XP_030568700.1|DNOV
OG0004114	LOC108607142|XP_017853273.2|DBUS	LOC115768580|XP_030569084.1|DNOV
OG0004115	LOC108606725|XP_017852599.1|DBUS	LOC115768586|XP_030569092.1|DNOV
OG0004116	LOC108601899|XP_017845365.1|DBUS	LOC115763826|XP_030562439.1|DNOV
OG0004117	LOC108601794|XP_017845219.1|DBUS, LOC108604941|XP_033150263.1|DBUS	LOC115758870|XP_030555522.1|DNOV
OG0004118	LOC108595408|XP_017836122.1|DBUS	LOC115767493|XP_030567661.1|DNOV
OG0004119	LOC108603251|XP_017847379.1|DBUS	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV
OG0004120	LOC108604507|XP_017849498.1|DBUS	LOC115766200|XP_030565910.1|DNOV
OG0004121	LOC108599139|XP_017841416.1|DBUS	LOC115766980|XP_030566936.1|DNOV
OG0004122	LOC108601998|XP_017845486.1|DBUS	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV
OG0004123	LOC108604076|XP_017848834.1|DBUS	LOC115765690|XP_030565208.1|DNOV
OG0004124	LOC108606719|XP_017852588.1|DBUS	LOC115767394|XP_030567518.1|DNOV
OG0004125	LOC108604392|XP_017849339.1|DBUS	LOC115761237|XP_030558791.1|DNOV
OG0004126	LOC108604354|XP_017849277.1|DBUS	LOC115761333|XP_030558926.1|DNOV
OG0004127	LOC108599154|XP_017841433.1|DBUS	LOC115763357|XP_030561742.1|DNOV
OG0004128	LOC108602264|XP_017845807.1|DBUS	LOC115759526|XP_030556335.1|DNOV
OG0004129	LOC108596870|XP_017838534.1|DBUS	LOC115761122|XP_030558619.1|DNOV
OG0004130	LOC108607218|XP_017853375.1|DBUS	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV
OG0004131	LOC108602202|XP_017845740.1|DBUS	LOC115770731|XP_030571993.1|DNOV
OG0004132	LOC108601145|XP_017844562.1|DBUS	LOC115769773|XP_030570598.1|DNOV
OG0004133	LOC108594446|XP_017835109.1|DBUS	LOC115760297|XP_030557444.1|DNOV
OG0004134	LOC108603184|XP_017847234.1|DBUS	LOC115760405|XP_030557572.1|DNOV
OG0004135	LOC108603188|XP_033150035.1|DBUS	LOC115770647|XP_030571868.1|DNOV
OG0004136	LOC108602808|XP_017846526.1|DBUS	LOC115763856|XP_030562491.1|DNOV
OG0004137	LOC108595915|XP_017836695.1|DBUS	LOC115760921|XP_030558355.1|DNOV
OG0004138	LOC108599996|XP_017842764.1|DBUS	LOC115762934|XP_030561175.1|DNOV
OG0004139	LOC108606233|XP_017851654.1|DBUS	LOC115768065|XP_030568375.1|DNOV
OG0004140	LOC108605981|XP_017851293.1|DBUS	LOC115768982|XP_030569557.1|DNOV
OG0004141	LOC108597232|XP_033148963.1|DBUS	LOC115757909|XP_030554224.1|DNOV
OG0004142	LOC108605566|XP_017850822.1|DBUS	LOC115767326|XP_030567429.1|DNOV
OG0004143	LOC108603773|XP_017848349.1|DBUS	LOC115764673|XP_030563720.1|DNOV
OG0004144	LOC108608056|XP_017854726.2|DBUS	LOC115759778|XP_030556704.1|DNOV
OG0004145	LOC108598970|XP_017841232.1|DBUS	LOC115770991|XP_030572343.1|DNOV
OG0004146	LOC108602919|XP_017846745.1|DBUS	LOC115770720|XP_030571978.1|DNOV
OG0004147	LOC108599120|XP_017841401.2|DBUS	LOC115763606|XP_030562094.1|DNOV
OG0004148	LOC108601410|XP_033149899.1|DBUS	LOC115761502|XP_030559129.1|DNOV
OG0004149	LOC108602810|XP_017846527.1|DBUS	LOC115763731|XP_030562288.1|DNOV
OG0004150	LOC108603411|XP_017847690.1|DBUS	LOC115761773|XP_030559563.1|DNOV
OG0004151	LOC108601780|XP_017845196.1|DBUS	LOC115772087|XP_030573905.1|DNOV
OG0004152	LOC108601989|XP_017845472.1|DBUS	LOC115767944|XP_030568183.1|DNOV
OG0004153	LOC108597259|XP_017839205.1|DBUS	LOC115764443|XP_030563359.1|DNOV
OG0004154	LOC108600212|XP_017843118.1|DBUS	LOC115762624|XP_030560784.1|DNOV
OG0004155	LOC108604121|XP_017848896.1|DBUS	LOC115761645|XP_030559339.1|DNOV
OG0004156	LOC108602391|XP_017845992.1|DBUS	LOC115766214|XP_030565925.1|DNOV
OG0004157	LOC108605269|XP_017850385.1|DBUS	LOC115766416|XP_030566197.1|DNOV
OG0004158	LOC108598363|XP_017840472.2|DBUS	LOC115770352|XP_030571450.1|DNOV
OG0004159	LOC108602873|XP_017846651.1|DBUS	LOC115759625|XP_030556470.1|DNOV
OG0004160	LOC108598467|XP_017840601.1|DBUS	LOC115767659|XP_030567807.1|DNOV
OG0004161	LOC108604080|XP_017848838.1|DBUS	LOC115766096|XP_030565765.1|DNOV
OG0004162	LOC108604194|XP_017849036.1|DBUS	LOC115770660|XP_030571886.1|DNOV
OG0004163	LOC108603919|XP_017848598.1|DBUS	LOC115766165|XP_030565868.1|DNOV
OG0004164	LOC108601493|XP_033149897.1|DBUS	LOC115764844|XP_030563952.1|DNOV
OG0004165	LOC108596396|XP_017837566.1|DBUS	LOC115772060|XP_030573867.1|DNOV
OG0004166	LOC108596755|XP_017838324.1|DBUS	LOC115762601|XP_030560756.1|DNOV
OG0004167	LOC108601918|XP_017845385.1|DBUS	LOC115763700|XP_030562249.1|DNOV
OG0004168	LOC108604714|XP_017849780.1|DBUS	LOC115761975|XP_030559878.1|DNOV
OG0004169	LOC108604969|XP_033150393.1|DBUS	LOC115767192|XP_030567243.1|DNOV
OG0004170	LOC108607077|XP_017853187.1|DBUS	LOC115767079|XP_030567083.1|DNOV
OG0004171	LOC108606842|XP_017852822.1|DBUS	LOC115768609|XP_030569123.1|DNOV
OG0004172	LOC108606702|XP_033150164.1|DBUS	LOC115765251|XP_030564585.1|DNOV
OG0004173	LOC108597585|XP_017839694.1|DBUS	LOC115767456|XP_030567617.1|DNOV
OG0004174	LOC108597102|XP_017838961.1|DBUS	LOC115764559|XP_030563540.1|DNOV
OG0004175	LOC108597204|XP_017839131.1|DBUS	LOC115758161|XP_030554560.1|DNOV
OG0004176	LOC108600587|XP_017843750.1|DBUS	LOC115767158|XP_030567193.1|DNOV
OG0004177	LOC108601477|XP_017844865.1|DBUS	LOC115766150|XP_030565847.1|DNOV
OG0004178	LOC108603323|XP_017847533.2|DBUS	LOC115767937|XP_030568169.1|DNOV
OG0004179	LOC108606400|XP_017851972.1|DBUS	LOC115768486|XP_030568929.1|DNOV
OG0004180	LOC108603974|XP_017848674.1|DBUS	LOC115763751|XP_030562316.1|DNOV
OG0004181	LOC108603344|XP_017847564.2|DBUS	LOC115764606|XP_030563609.1|DNOV
OG0004182	LOC108600153|XP_017843039.1|DBUS	LOC115771252|XP_030572716.1|DNOV
OG0004183	LOC108600154|XP_017843040.2|DBUS	LOC115771141|XP_030572571.1|DNOV
OG0004184	LOC108598490|XP_017840634.1|DBUS	LOC115762733|XP_030560927.1|DNOV
OG0004185	LOC108608303|XP_033150682.1|DBUS	LOC115758859|XP_030555507.1|DNOV
OG0004186	LOC108606507|XP_017852165.1|DBUS	LOC115768864|XP_030569428.1|DNOV
OG0004187	LOC108601915|XP_017845381.1|DBUS	LOC115763848|XP_030562477.1|DNOV
OG0004188	LOC108604385|XP_017849330.1|DBUS	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV
OG0004189	LOC108601800|XP_017845224.1|DBUS	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV
OG0004190	LOC108604600|XP_017849625.1|DBUS	LOC115761755|XP_030559518.1|DNOV
OG0004191	LOC108604413|XP_017849368.1|DBUS	LOC115761758|XP_030559523.1|DNOV
OG0004192	LOC108604822|XP_017849921.1|DBUS	LOC115765640|XP_030565158.1|DNOV
OG0004193	LOC108605826|XP_017851120.2|DBUS	LOC115768615|XP_030569131.1|DNOV
OG0004194	LOC108604540|XP_017849547.1|DBUS	LOC115765739|XP_030565263.1|DNOV
OG0004195	LOC108606958|XP_017853006.1|DBUS	LOC115767962|XP_030568221.1|DNOV
OG0004196	LOC108604168|XP_017848990.1|DBUS	LOC115764964|XP_030564149.1|DNOV
OG0004197	LOC108604356|XP_017849280.1|DBUS	LOC115767879|XP_030568101.1|DNOV
OG0004198	LOC108604137|XP_017848935.1|DBUS	LOC115765766|XP_030565292.1|DNOV
OG0004199	LOC108602888|XP_017846685.1|DBUS	LOC115770915|XP_030572223.1|DNOV
OG0004200	LOC108596395|XP_017837565.1|DBUS	LOC115761453|XP_030559083.1|DNOV
OG0004201	LOC108602304|XP_017845876.1|DBUS	LOC115761230|XP_030558782.1|DNOV
OG0004202	LOC108604236|XP_017849098.1|DBUS	LOC115771877|XP_030573621.1|DNOV
OG0004203	LOC108602490|XP_017846104.1|DBUS	LOC115770697|XP_030571953.1|DNOV
OG0004204	LOC108599724|XP_017842211.1|DBUS	LOC115771398|XP_030572947.1|DNOV
OG0004205	LOC108599534|XP_017841907.2|DBUS	LOC115770469|XP_030571607.1|DNOV
OG0004206	LOC108603569|XP_017847975.1|DBUS	LOC115763710|XP_030562264.1|DNOV
OG0004207	LOC108603570|XP_017847976.1|DBUS	LOC115763712|XP_030562265.1|DNOV
OG0004208	LOC108601839|XP_017845271.1|DBUS	LOC115767888|XP_030568114.1|DNOV
OG0004209	LOC108603983|XP_017848699.1|DBUS	LOC115761960|XP_030559859.1|DNOV
OG0004210	LOC108603219|XP_017847307.1|DBUS	LOC115764138|XP_030562872.1|DNOV
OG0004211	LOC108608440|XP_033150782.1|DBUS	LOC115758486|XP_030555024.1|DNOV
OG0004212	LOC108601713|XP_017845117.1|DBUS	LOC115770694|XP_030571947.1|DNOV
OG0004213	LOC108603769|XP_017848345.1|DBUS	LOC115770662|XP_030571889.1|DNOV
OG0004214	LOC108595329|XP_017836038.1|DBUS	LOC115765261|XP_030564605.1|DNOV
OG0004215	LOC108597559|XP_017839657.1|DBUS	LOC115757835|XP_030554127.1|DNOV
OG0004216	LOC108598814|XP_017841048.1|DBUS	LOC115770331|XP_030571429.1|DNOV
OG0004217	LOC108598525|XP_017840695.1|DBUS	LOC115769789|XP_030570616.1|DNOV
OG0004218	LOC108602438|XP_017846047.1|DBUS	LOC115770780|XP_030572060.1|DNOV
OG0004219	LOC108604569|XP_017849588.1|DBUS	LOC115759553|XP_030556375.1|DNOV
OG0004220	LOC108603052|XP_017846969.1|DBUS	LOC115770825|XP_030572107.1|DNOV
OG0004221	LOC108602209|XP_017845745.2|DBUS	LOC115770924|XP_030572242.1|DNOV
OG0004222	LOC108602033|XP_017845526.1|DBUS	LOC115770907|XP_030572210.1|DNOV
OG0004223	LOC108603436|XP_017847747.1|DBUS	LOC115761949|XP_030559846.1|DNOV
OG0004224	LOC108604130|XP_017848919.1|DBUS	LOC115759401|XP_030556147.1|DNOV
OG0004225	LOC108605459|XP_017850634.1|DBUS	LOC115767865|XP_030568084.1|DNOV
OG0004226	LOC108603531|XP_017847915.1|DBUS	LOC115770643|XP_030571862.1|DNOV
OG0004227	LOC108604212|XP_017849063.1|DBUS	LOC115770856|XP_030572153.1|DNOV
OG0004228	LOC108604213|XP_017849067.1|DBUS	LOC115770732|XP_030571997.1|DNOV
OG0004229	LOC108596569|XP_017837964.2|DBUS	LOC115767446|XP_030567603.1|DNOV
OG0004230	LOC108606559|XP_033150475.1|DBUS	LOC115766469|XP_030566271.1|DNOV
OG0004231	LOC108599739|XP_017842236.1|DBUS	LOC115762773|XP_030560983.1|DNOV
OG0004232	LOC108599742|XP_017842240.1|DBUS	LOC115762777|XP_030560986.1|DNOV
OG0004233	LOC108599741|XP_017842239.1|DBUS	LOC115762776|XP_030560985.1|DNOV
OG0004234	LOC108600252|XP_017843177.1|DBUS	LOC115762902|XP_030561138.1|DNOV
OG0004235	LOC108605709|XP_017850989.1|DBUS	LOC115764316|XP_030563115.1|DNOV
OG0004236	LOC108603591|XP_017848021.1|DBUS	LOC115764727|XP_030563796.1|DNOV
OG0004237	LOC108601619|XP_033149821.1|DBUS	LOC115761511|XP_030559140.1|DNOV
OG0004238	LOC108603584|XP_017848015.1|DBUS	LOC115765775|XP_030565307.1|DNOV
OG0004239	LOC108602786|XP_017846487.1|DBUS	LOC115770684|XP_030571930.1|DNOV
OG0004240	LOC108604751|XP_017849827.1|DBUS	LOC115763649|XP_030562176.1|DNOV
OG0004241	LOC108602136|XP_017845653.1|DBUS	LOC115770847|XP_030572142.1|DNOV
OG0004242	LOC108604002|XP_017848731.1|DBUS	LOC115766125|XP_030565807.1|DNOV
OG0004243	LOC108600291|XP_017843251.1|DBUS	LOC115771180|XP_030572625.1|DNOV
OG0004244	LOC108601450|XP_017844837.1|DBUS	LOC115765680|XP_030565199.1|DNOV
OG0004245	LOC117134806|XP_033149693.1|DBUS, LOC108600092|XP_017842942.1|DBUS	LOC115769865|XP_030570723.1|DNOV
OG0004246	LOC108601056|XP_017844436.1|DBUS	LOC115766411|XP_030566194.1|DNOV
OG0004247	LOC108605429|XP_017850594.1|DBUS	LOC115767992|XP_030568254.1|DNOV
OG0004248	LOC108595764|XP_017836543.1|DBUS	LOC115757904|XP_030554214.1|DNOV
OG0004249	LOC108600962|XP_017844305.1|DBUS	LOC115768093|XP_030568437.1|DNOV
OG0004250	LOC108597064|XP_017838881.1|DBUS	LOC115763505|XP_030561962.1|DNOV
OG0004251	LOC108607025|XP_017853102.2|DBUS	LOC115766420|XP_030566202.1|DNOV
OG0004252	LOC108603439|XP_017847752.1|DBUS	LOC115766227|XP_030565946.1|DNOV
OG0004253	LOC117134834|XP_033149800.1|DBUS	LOC115759647|XP_030556496.1|DNOV
OG0004254	LOC108605224|XP_017850324.1|DBUS	LOC115768316|XP_030568725.1|DNOV
OG0004255	LOC108595121|XP_017835775.1|DBUS	LOC115759218|XP_030555970.1|DNOV
OG0004256	LOC108596464|XP_017837710.1|DBUS	LOC115766542|XP_030566371.1|DNOV
OG0004257	LOC108601884|XP_017845347.1|DBUS	LOC115761179|XP_030558702.1|DNOV
OG0004258	LOC108601475|XP_033150132.1|DBUS	LOC115766101|XP_030565776.1|DNOV
OG0004259	LOC108596468|XP_017837716.1|DBUS	LOC115766561|XP_030566399.1|DNOV
OG0004260	LOC108603315|XP_017847512.1|DBUS	LOC115765791|XP_030565336.1|DNOV
OG0004261	LOC108603308|XP_017847480.1|DBUS	LOC115759665|XP_030556522.1|DNOV
OG0004262	LOC108603797|XP_017848383.2|DBUS	LOC115770911|XP_030572216.1|DNOV
OG0004263	LOC108604401|XP_017849350.1|DBUS	LOC115759482|XP_030556276.1|DNOV
OG0004264	LOC108603623|XP_017848069.1|DBUS	LOC115764620|XP_030563642.1|DNOV
OG0004265	LOC108604752|XP_017849828.1|DBUS	LOC115761601|XP_030559262.1|DNOV
OG0004266	LOC108601251|XP_017844640.1|DBUS	LOC115770954|XP_030572282.1|DNOV
OG0004267	LOC108602792|XP_017846493.1|DBUS	LOC115770710|XP_030571967.1|DNOV
OG0004268	LOC108596600|XP_017838018.1|DBUS	LOC115758271|XP_030554694.1|DNOV
OG0004269	LOC108596927|XP_017838637.2|DBUS	LOC115757793|XP_030554066.1|DNOV
OG0004270	LOC108597193|XP_017839110.1|DBUS	LOC115764639|XP_030563671.1|DNOV
OG0004271	LOC108597546|XP_017839639.1|DBUS	LOC115761574|XP_030559224.1|DNOV
OG0004272	LOC108602028|XP_017845520.1|DBUS	LOC115770632|XP_030571838.1|DNOV
OG0004275	LOC108607258|XP_017853432.1|DBUS	LOC115765319|XP_030564679.1|DNOV
OG0004276	LOC108599914|XP_017842601.1|DBUS	LOC115769642|XP_030570416.1|DNOV
OG0004277	LOC108599062|XP_017841331.1|DBUS	LOC115769733|XP_030570532.1|DNOV
OG0004278	LOC108606848|XP_017852834.1|DBUS	LOC115767585|XP_030567731.1|DNOV
OG0004279	LOC108596574|XP_017837983.1|DBUS	LOC115765895|XP_030565498.1|DNOV
OG0004280	LOC108606267|XP_017851721.1|DBUS	LOC115768625|XP_030569149.1|DNOV
OG0004281	LOC108595666|XP_017836435.1|DBUS	LOC115757985|XP_030554333.1|DNOV
OG0004282	LOC108597487|XP_017839553.1|DBUS	LOC115760669|XP_030557999.1|DNOV
OG0004283	LOC108597488|XP_017839554.1|DBUS	LOC115760680|XP_030558010.1|DNOV
OG0004284	LOC108607461|XP_017853788.2|DBUS	LOC115765962|XP_030565575.1|DNOV
OG0004285	LOC108602634|XP_017846267.1|DBUS	LOC115761364|XP_030558972.1|DNOV
OG0004286	LOC108599229|XP_017841515.1|DBUS	LOC115765972|XP_030565590.1|DNOV
OG0004287	LOC108598515|XP_017840682.2|DBUS	LOC115767765|XP_030567950.1|DNOV
OG0004288	LOC108600782|XP_017844040.1|DBUS	LOC115765954|XP_030565566.1|DNOV
OG0004289	LOC108599757|XP_017842260.1|DBUS	LOC115770010|XP_030570919.1|DNOV
OG0004290	LOC108595465|XP_017836199.1|DBUS	LOC115760827|XP_030558211.1|DNOV
OG0004291	LOC108597520|XP_017839602.1|DBUS	LOC115757812|XP_030554098.1|DNOV
OG0004292	LOC108600478|XP_017843585.1|DBUS	LOC115770993|XP_030572346.1|DNOV
OG0004293	LOC108599073|XP_017841349.1|DBUS	LOC115771410|XP_030572971.1|DNOV
OG0004294	LOC108599533|XP_017841905.1|DBUS	LOC115770467|XP_030571603.1|DNOV
OG0004295	LOC108600642|XP_017843823.2|DBUS	LOC115770093|XP_030571059.1|DNOV
OG0004296	LOC108600738|XP_017843972.1|DBUS	LOC115770108|XP_030571085.1|DNOV
OG0004297	LOC108595622|XP_017836376.1|DBUS	LOC115758104|XP_030554487.1|DNOV
OG0004298	LOC108596825|XP_017838431.1|DBUS	LOC115771706|XP_030573389.1|DNOV
OG0004299	LOC108596008|XP_017836782.1|DBUS	LOC115758114|XP_030554504.1|DNOV
OG0004300	LOC108595178|XP_017835843.1|DBUS	LOC115757843|XP_030554137.1|DNOV
OG0004301	LOC108600476|XP_017843582.1|DBUS	LOC115770987|XP_030572338.1|DNOV
OG0004302	LOC108597013|XP_017838782.1|DBUS	LOC115767497|XP_030567666.1|DNOV
OG0004303	LOC108597186|XP_017839103.2|DBUS	LOC115758167|XP_030554568.1|DNOV
OG0004304	LOC108595489|XP_017836229.1|DBUS	LOC115767433|XP_030567585.1|DNOV
OG0004305	LOC108596478|XP_017837729.1|DBUS	LOC115764547|XP_030563522.1|DNOV
OG0004306	LOC108597674|XP_017839836.1|DBUS	LOC115757821|XP_030554105.1|DNOV
OG0004307	LOC108596051|XP_017836933.1|DBUS	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV
