Orthogroup	DBUS.longest_only	DPSE.longest_only
OG0004283	LOC108597488|XP_017839554.1|DBUS	LOC6903886|XP_002136633.1|DPSE
OG0004284	LOC108607461|XP_017853788.2|DBUS	LOC4818107|XP_003736142.2|DPSE
OG0004285	LOC108602634|XP_017846267.1|DBUS	LOC4801739|XP_001358782.2|DPSE
OG0004286	LOC108599229|XP_017841515.1|DBUS	LOC4813119|XP_015043280.1|DPSE
OG0004287	LOC108598515|XP_017840682.2|DBUS	LOC4812993|XP_001353897.1|DPSE
OG0004288	LOC108600782|XP_017844040.1|DBUS	LOC4813619|XP_001353902.1|DPSE
OG0004289	LOC108599757|XP_017842260.1|DBUS	LOC6900273|XP_033237790.1|DPSE
OG0004290	LOC108595465|XP_017836199.1|DBUS	LOC6898978|XP_002138938.2|DPSE
OG0004291	LOC108597520|XP_017839602.1|DBUS	LOC4803971|XP_001360608.2|DPSE
OG0004292	LOC108600478|XP_017843585.1|DBUS	LOC4812437|XP_001352689.1|DPSE
OG0004293	LOC108599073|XP_017841349.1|DBUS	LOC4813354|XP_001353431.2|DPSE
OG0004294	LOC108599533|XP_017841905.1|DBUS	LOC4813079|XP_015042601.1|DPSE
OG0004295	LOC108600642|XP_017843823.2|DBUS	LOC4812926|XP_001353185.3|DPSE
OG0004296	LOC108600738|XP_017843972.1|DBUS	LOC4812790|XP_001353187.3|DPSE
OG0004297	LOC108595622|XP_017836376.1|DBUS	LOC4805618|XP_001361992.2|DPSE
OG0004298	LOC108596825|XP_017838431.1|DBUS	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	LOC108596008|XP_017836782.1|DBUS	LOC6898462|XP_033233330.1|DPSE
OG0004300	LOC108595178|XP_017835843.1|DBUS	LOC6898581|XP_002138601.1|DPSE
OG0004301	LOC108600476|XP_017843582.1|DBUS	LOC4811960|XP_001352688.3|DPSE
OG0004302	LOC108597013|XP_017838782.1|DBUS	LOC4803898|XP_001360543.2|DPSE
OG0004303	LOC108597186|XP_017839103.2|DBUS	LOC4805127|XP_001361582.2|DPSE
OG0004304	LOC108595489|XP_017836229.1|DBUS	LOC6898330|XP_002138385.2|DPSE
OG0004305	LOC108596478|XP_017837729.1|DBUS	LOC6898763|XP_015040375.2|DPSE
OG0004306	LOC108597674|XP_017839836.1|DBUS	LOC4805145|XP_001361597.3|DPSE
OG0004307	LOC108596051|XP_017836933.1|DBUS	LOC4804881|XP_001361369.2|DPSE
OG0004308	LOC108595041|XP_017835670.1|DBUS	LOC4803526|XP_033233853.1|DPSE
OG0004309	LOC108599121|XP_017841398.1|DBUS	LOC4812008|XP_001352770.2|DPSE
OG0004310	LOC108595471|XP_017836208.1|DBUS	LOC4805080|XP_001361542.2|DPSE
OG0004311	LOC108599796|XP_017842352.2|DBUS	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE
OG0004312	LOC108596766|XP_017838346.1|DBUS	LOC6899078|XP_033233555.1|DPSE
OG0004313	LOC108596602|XP_017838022.1|DBUS	LOC4818206|XP_001357512.3|DPSE
OG0004314	LOC108596160|XP_017837153.1|DBUS	LOC4803705|XP_015039289.1|DPSE
OG0004315	LOC108595279|XP_017835981.1|DBUS	LOC4805613|XP_001361987.3|DPSE
OG0004316	LOC108595993|XP_017836769.1|DBUS	LOC4805431|XP_001361832.1|DPSE
OG0004317	LOC108595560|XP_017836308.1|DBUS	LOC4803574|XP_001360281.2|DPSE
OG0004318	LOC108594846|XP_017835473.1|DBUS	LOC4805630|XP_001362002.3|DPSE
OG0004319	LOC108595080|XP_017835720.1|DBUS	LOC4803381|XP_001360090.3|DPSE
OG0004320	LOC108603980|XP_017848695.1|DBUS	LOC4801669|XP_001358721.3|DPSE
OG0004321	LOC108597774|XP_033149080.1|DBUS	LOC4818063|XP_001357424.3|DPSE
OG0004322	LOC108603404|XP_017847681.1|DBUS	LOC4801451|XP_033241855.1|DPSE
OG0004323	LOC108598857|XP_033150625.1|DBUS	LOC4814174|XP_001354234.2|DPSE
OG0004324	LOC108608521|XP_017855412.1|DBUS	LOC6903583|XP_002132451.1|DPSE
OG0004325	LOC108597364|XP_017839377.1|DBUS	LOC4805556|XP_001361941.1|DPSE
OG0004326	LOC108597363|XP_017839376.1|DBUS	LOC4805555|XP_033233379.1|DPSE
OG0004327	LOC108605649|XP_017850922.1|DBUS	LOC4811784|XP_033237602.1|DPSE
OG0004328	LOC108597405|XP_017839440.1|DBUS	LOC4804548|XP_001361091.1|DPSE
OG0004329	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS	LOC4804321|XP_015039811.2|DPSE
OG0004330	LOC108595367|XP_017836083.1|DBUS	LOC4804679|XP_001361201.3|DPSE
OG0004331	LOC108595992|XP_017836768.1|DBUS	LOC6898957|XP_002138917.1|DPSE
OG0004332	LOC108598742|XP_017840970.2|DBUS	LOC4817443|XP_001356345.3|DPSE
OG0004333	LOC108607894|XP_017854488.2|DBUS	LOC4817461|XP_001356530.3|DPSE
OG0004334	LOC108608464|XP_017855338.1|DBUS	LOC4816904|XP_001356455.4|DPSE
OG0004335	LOC108595308|XP_017836014.1|DBUS	LOC6898974|XP_002138934.2|DPSE
OG0004336	LOC108597680|XP_017839843.2|DBUS	LOC4804597|XP_001361131.3|DPSE
OG0004337	LOC108607549|XP_017853926.1|DBUS	LOC4817062|XP_001356612.3|DPSE
OG0004338	LOC108598389|XP_017840498.2|DBUS	LOC4814147|XP_001354301.2|DPSE
OG0004339	LOC108596392|XP_017837559.1|DBUS	LOC4803960|XP_001360598.2|DPSE
OG0004340	LOC108594809|XP_017835436.1|DBUS	LOC4803959|XP_001360597.1|DPSE
OG0004341	LOC108595292|XP_017835994.1|DBUS	LOC6898192|XP_002138261.2|DPSE
OG0004342	LOC108595370|XP_033149115.1|DBUS	LOC4804618|XP_004444261.2|DPSE
OG0004343	LOC108597315|XP_033150988.1|DBUS	LOC4804617|XP_033234560.1|DPSE
OG0004344	LOC108597708|XP_017839885.1|DBUS	LOC4804614|XP_001361147.3|DPSE
OG0004345	LOC108598504|XP_017840668.1|DBUS	LOC4818064|XP_033235791.1|DPSE
OG0004346	LOC108595052|XP_017835683.1|DBUS	LOC4805615|XP_004444560.2|DPSE
OG0004347	LOC108597110|XP_017838977.1|DBUS	LOC4805617|XP_001361991.3|DPSE
OG0004348	LOC108595055|XP_017835688.1|DBUS	LOC26532480|XP_015035068.1|DPSE
OG0004349	LOC108597285|XP_017839241.1|DBUS	LOC4803522|XP_015039144.1|DPSE
OG0004350	LOC108595789|XP_017836570.1|DBUS	LOC6898453|XP_002138496.1|DPSE
OG0004351	LOC108596049|XP_017836925.1|DBUS	LOC4804375|XP_001360946.1|DPSE
OG0004352	LOC108604015|XP_017848748.1|DBUS	LOC4802769|XP_001359629.2|DPSE
OG0004353	LOC108604072|XP_017848829.2|DBUS	LOC4800686|XP_001357912.5|DPSE
OG0004354	LOC108604164|XP_017848986.1|DBUS	LOC4800690|XP_001357916.3|DPSE
OG0004355	LOC108602963|XP_017846827.1|DBUS	LOC6897557|XP_033241816.1|DPSE
OG0004356	LOC108597665|XP_017839824.1|DBUS	LOC4804656|XP_001361183.3|DPSE
OG0004357	LOC108597614|XP_017839741.1|DBUS	LOC4803497|XP_015039127.2|DPSE
OG0004358	LOC108596791|XP_017838383.1|DBUS	LOC4804143|XP_001360749.1|DPSE
OG0004359	LOC108594656|XP_033149128.1|DBUS	LOC4804605|XP_033235113.1|DPSE
OG0004360	LOC108602785|XP_017846486.1|DBUS	LOC4813559|XP_001353482.3|DPSE
OG0004361	LOC108604688|XP_017849733.1|DBUS	LOC4803150|XP_001359940.2|DPSE
OG0004362	LOC108599924|XP_017842620.1|DBUS	LOC4813916|XP_001353891.1|DPSE
OG0004363	LOC108607054|XP_017853155.1|DBUS	LOC6901715|XP_002134383.2|DPSE
OG0004364	LOC108596596|XP_017838015.1|DBUS	LOC4804163|XP_001360767.2|DPSE
OG0004365	LOC108595769|XP_017836364.2|DBUS	LOC4805531|XP_033233259.1|DPSE
OG0004366	LOC108596587|XP_017838007.2|DBUS	LOC4817248|XP_001356741.2|DPSE
OG0004367	LOC108598962|XP_017841222.2|DBUS	LOC4813963|XP_001354122.1|DPSE
OG0004368	LOC108599052|XP_017841320.2|DBUS	LOC4812910|XP_015042798.1|DPSE
OG0004369	LOC108596512|XP_017837842.1|DBUS	LOC6898133|XP_002138212.3|DPSE
OG0004370	LOC108595031|XP_017835659.1|DBUS	LOC6903885|XP_015035086.2|DPSE
OG0004371	LOC108606452|XP_017852053.1|DBUS	LOC4815515|XP_001355400.2|DPSE
OG0004372	LOC108595286|XP_017835987.2|DBUS	LOC6899068|XP_002138992.3|DPSE
OG0004373	LOC108595206|XP_017835883.1|DBUS	LOC6898039|XP_002138127.1|DPSE
OG0004374	LOC108596518|XP_017837849.1|DBUS	LOC6898302|XP_033234382.1|DPSE
OG0004375	LOC108598447|XP_017840574.2|DBUS	LOC4812588|XP_001352683.1|DPSE
OG0004376	LOC108600911|XP_017844232.1|DBUS	LOC4812785|XP_001353530.4|DPSE
OG0004377	LOC108600273|XP_017843227.1|DBUS	LOC4812801|XP_001353710.1|DPSE
OG0004378	LOC108596907|XP_017838592.1|DBUS	LOC4804456|XP_015039967.2|DPSE
OG0004379	LOC108595712|XP_017836483.1|DBUS	LOC4805533|XP_001361921.1|DPSE
OG0004380	LOC108595478|XP_017836216.1|DBUS	LOC4805079|XP_001361541.2|DPSE
OG0004381	LOC108604571|XP_017849591.1|DBUS	LOC6897452|XP_002137600.3|DPSE
OG0004382	LOC108596216|XP_017837232.1|DBUS	LOC4803682|XP_001360359.3|DPSE
OG0004383	LOC108596030|XP_017836882.1|DBUS	LOC4803652|XP_001360335.3|DPSE
OG0004384	LOC108596037|XP_017836891.1|DBUS	LOC6898168|XP_002138246.1|DPSE
OG0004385	LOC108596417|XP_017837622.1|DBUS	LOC4805409|XP_001361814.1|DPSE
OG0004386	LOC108596842|XP_017838460.1|DBUS	LOC4804352|XP_001360926.4|DPSE
OG0004387	LOC108599956|XP_017842696.1|DBUS	LOC4812345|XP_001352895.3|DPSE
OG0004388	LOC108597700|XP_017839873.1|DBUS	LOC6898184|XP_002138255.2|DPSE
OG0004389	LOC108600747|XP_017843987.1|DBUS	LOC4812637|XP_001353027.3|DPSE
OG0004390	LOC108600796|XP_017844059.1|DBUS	LOC6900498|XP_015042850.2|DPSE
OG0004391	LOC108595737|XP_017836513.1|DBUS	LOC4804950|XP_033234305.1|DPSE
OG0004392	LOC108599505|XP_017841860.2|DBUS	LOC6900296|XP_015044093.2|DPSE
OG0004393	LOC108597762|XP_017839964.1|DBUS	LOC4803758|XP_001360422.3|DPSE
OG0004394	LOC108597179|XP_017839085.1|DBUS	LOC4803782|XP_033234787.1|DPSE
OG0004395	LOC108595598|XP_017836350.1|DBUS	LOC4805160|XP_033234484.1|DPSE
OG0004396	LOC108596997|XP_017838759.1|DBUS	LOC4804825|XP_001361327.2|DPSE
OG0004397	LOC108595706|XP_017836479.1|DBUS	LOC4804168|XP_001360772.1|DPSE
OG0004398	LOC108597092|XP_017838944.1|DBUS	LOC4804167|XP_033234806.1|DPSE
OG0004399	LOC108596322|XP_017837433.1|DBUS	LOC4804590|XP_001361126.1|DPSE
OG0004400	LOC108603083|XP_017847062.1|DBUS	LOC4803005|XP_001359810.2|DPSE
OG0004401	LOC108596610|XP_017838039.1|DBUS	LOC6903654|XP_002136817.3|DPSE
OG0004402	LOC108595050|XP_017835681.1|DBUS	LOC4803391|XP_001357531.2|DPSE
OG0004403	LOC108596981|XP_017838726.1|DBUS	LOC4803961|XP_001360599.3|DPSE
OG0004404	LOC108597098|XP_017838952.1|DBUS	LOC4805668|XP_001362029.3|DPSE
OG0004405	LOC108599797|XP_017842353.2|DBUS	LOC6900425|XP_002134816.2|DPSE
OG0004406	LOC108600318|XP_017843306.1|DBUS	LOC6900111|XP_015043797.2|DPSE
OG0004407	LOC108597705|XP_017839879.1|DBUS	LOC4805040|XP_001361505.2|DPSE
OG0004408	LOC108599096|XP_017841375.2|DBUS	LOC4813544|XP_001353602.2|DPSE
OG0004409	LOC108607401|XP_017853668.1|DBUS	LOC4811843|XP_001382223.3|DPSE
OG0004410	LOC108596641|XP_017838093.1|DBUS	LOC4803996|XP_001360627.3|DPSE
OG0004411	LOC108599960|XP_017842699.1|DBUS	LOC4812403|XP_001352893.3|DPSE
OG0004412	LOC108599957|XP_017842697.1|DBUS	LOC4812030|XP_001352892.3|DPSE
OG0004413	LOC108596564|XP_017837954.1|DBUS	LOC4803509|XP_001360222.3|DPSE
OG0004414	LOC108595505|XP_033149020.1|DBUS	LOC6898447|XP_002138490.1|DPSE
OG0004415	LOC108597220|XP_017839150.1|DBUS	LOC4804016|XP_001360646.3|DPSE
OG0004416	LOC108596460|XP_017837699.1|DBUS	LOC6903879|XP_002136630.1|DPSE
OG0004417	LOC108602293|XP_017845862.1|DBUS	LOC4800429|XP_001357707.2|DPSE
OG0004418	LOC108597709|XP_017839887.1|DBUS	LOC4804372|XP_001360945.4|DPSE
OG0004419	LOC108596040|XP_017836910.1|DBUS	LOC4805074|XP_004444386.2|DPSE
OG0004420	LOC108595571|XP_017836320.1|DBUS	LOC4803382|XP_001360089.3|DPSE
OG0004421	LOC108598372|XP_017840483.1|DBUS	LOC4813743|XP_001353962.1|DPSE
OG0004422	LOC108600299|XP_017843270.1|DBUS	LOC4813793|XP_001353790.1|DPSE
OG0004423	LOC108596199|XP_017837204.1|DBUS	LOC4804093|XP_001360711.2|DPSE
OG0004424	LOC108597069|XP_017838888.1|DBUS	LOC4805609|XP_004444553.3|DPSE
OG0004425	LOC108600067|XP_017842908.1|DBUS	LOC4812230|XP_001352985.2|DPSE
OG0004426	LOC108600050|XP_017842886.1|DBUS	LOC4812275|XP_001352978.1|DPSE
OG0004427	LOC108600018|XP_017842824.1|DBUS	LOC4812597|XP_001353018.2|DPSE
OG0004428	LOC108604837|XP_017849945.1|DBUS	LOC4802009|XP_015037539.1|DPSE
OG0004429	LOC108600672|XP_017843869.2|DBUS	LOC4818078|XP_033236275.1|DPSE
OG0004430	LOC108598230|XP_033149326.1|DBUS	LOC6900366|XP_033238229.1|DPSE
OG0004431	LOC108602906|XP_017846703.1|DBUS	LOC4800992|XP_001358167.3|DPSE
OG0004432	LOC108602904|XP_017846701.1|DBUS	LOC4800993|XP_001358168.4|DPSE
OG0004433	LOC108599223|XP_017841507.2|DBUS	LOC4813685|XP_001353520.3|DPSE
OG0004434	LOC108597091|XP_017838942.1|DBUS	LOC4804166|XP_001360770.2|DPSE
OG0004435	LOC108597584|XP_017839693.1|DBUS	LOC4804139|XP_001360745.2|DPSE
OG0004436	LOC108596500|XP_033149123.1|DBUS	LOC6898642|XP_033234001.1|DPSE
OG0004437	LOC108595359|XP_017836072.1|DBUS	LOC4804623|XP_001361156.2|DPSE
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC4803654|XP_001360337.1|DPSE
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC4803956|XP_001360594.2|DPSE
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC4803995|XP_001360626.1|DPSE
OG0004441	LOC108603378|XP_017847640.1|DBUS	LOC4817531|XP_001356946.1|DPSE
OG0004442	LOC108595204|XP_017835880.1|DBUS	LOC4805398|XP_001361803.2|DPSE
OG0004443	LOC108601073|XP_017844457.1|DBUS	LOC4813288|XP_001353362.2|DPSE
OG0004444	LOC108594989|XP_017835610.1|DBUS	LOC6898393|XP_002138440.1|DPSE
OG0004445	LOC108597749|XP_017839945.1|DBUS	LOC4804320|XP_015039809.2|DPSE
OG0004446	LOC108604372|XP_017849310.1|DBUS	LOC4800332|XP_001357580.2|DPSE
OG0004447	LOC108602974|XP_017849713.1|DBUS	LOC4801793|XP_001358830.1|DPSE
OG0004448	LOC108595837|XP_017836617.1|DBUS	LOC4804682|XP_001361203.1|DPSE
OG0004449	LOC108598482|XP_017840625.1|DBUS	LOC4813142|XP_015042830.1|DPSE
OG0004450	LOC108595591|XP_017836342.1|DBUS	LOC4803667|XP_001360350.3|DPSE
OG0004451	LOC108595032|XP_017835661.1|DBUS	LOC4803662|XP_001360345.2|DPSE
OG0004452	LOC108594960|XP_017835583.1|DBUS	LOC4804939|XP_001361421.1|DPSE
OG0004453	LOC108596381|XP_017837540.1|DBUS	LOC4804157|XP_001360763.4|DPSE
OG0004454	LOC108602250|XP_017845790.1|DBUS	LOC4802591|XP_001359484.2|DPSE
OG0004455	LOC108598919|XP_017841163.2|DBUS	LOC4813918|XP_001353129.2|DPSE
OG0004456	LOC108605247|XP_017850346.1|DBUS	LOC6901406|XP_002134092.2|DPSE
OG0004457	LOC108600937|XP_017844263.2|DBUS	LOC4813501|XP_015043308.2|DPSE
OG0004458	LOC108600979|XP_017844330.1|DBUS	LOC4812059|XP_033241150.1|DPSE
OG0004459	LOC108600748|XP_017843990.2|DBUS	LOC6900833|XP_015043386.2|DPSE
OG0004460	LOC108599587|XP_017842021.1|DBUS	LOC4813487|XP_001353799.1|DPSE
OG0004461	LOC108601129|XP_017844540.2|DBUS	LOC4813832|XP_001353159.3|DPSE
OG0004462	LOC108600366|XP_017843391.1|DBUS	LOC4811859|XP_001352920.2|DPSE
OG0004463	LOC108600415|XP_017843465.1|DBUS	LOC4812476|XP_015043538.2|DPSE
OG0004464	LOC108600562|XP_017843714.1|DBUS	LOC6900231|XP_015043996.2|DPSE
OG0004465	LOC108602609|XP_017846239.2|DBUS	LOC6903406|XP_002132285.3|DPSE
OG0004466	LOC108598306|XP_017840410.2|DBUS	LOC4812299|XP_001352915.4|DPSE
OG0004467	LOC108600561|XP_033149328.1|DBUS	LOC4812888|XP_001353532.2|DPSE
OG0004468	LOC108600560|XP_033149329.1|DBUS	LOC4813828|XP_001353533.1|DPSE
OG0004469	LOC108598599|XP_017840782.1|DBUS	LOC4813341|XP_001353148.4|DPSE
OG0004470	LOC108608569|XP_017855489.1|DBUS	LOC4817650|XP_033236239.1|DPSE
OG0004471	LOC108603788|XP_017848373.1|DBUS	LOC6897221|XP_002137393.2|DPSE
OG0004472	LOC108596034|XP_017836887.1|DBUS	LOC4805129|XP_001361583.1|DPSE
OG0004473	LOC108594885|XP_017835512.1|DBUS	LOC26533012|XP_015039837.2|DPSE
OG0004474	LOC108595496|XP_017836238.1|DBUS	LOC4804358|XP_001360932.1|DPSE
OG0004475	LOC108595205|XP_017835882.1|DBUS	LOC6898040|XP_002138128.2|DPSE
OG0004476	LOC108601523|XP_017844915.1|DBUS	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE
OG0004477	LOC108597733|XP_017839916.1|DBUS	LOC4803573|XP_001360280.2|DPSE
OG0004478	LOC108594718|XP_033149234.1|DBUS	LOC4803876|XP_033234240.1|DPSE
OG0004479	LOC108595262|XP_017835962.1|DBUS	LOC117183718|XP_033234498.1|DPSE
OG0004480	LOC108606113|XP_017851455.1|DBUS	LOC4815780|XP_001355732.1|DPSE
OG0004481	LOC108597307|XP_017839276.1|DBUS	LOC6898433|XP_002138475.1|DPSE
OG0004482	LOC108604451|XP_017849419.1|DBUS	LOC4800315|XP_001357593.3|DPSE
OG0004483	LOC108595526|XP_017836270.1|DBUS	LOC4803518|XP_001360231.3|DPSE
OG0004484	LOC108601492|XP_017844879.1|DBUS	LOC4802303|XP_001359246.2|DPSE
OG0004485	LOC108606029|XP_017851345.1|DBUS	LOC4815702|XP_033240746.1|DPSE
OG0004486	LOC108597442|XP_017839495.1|DBUS	LOC4804001|XP_001360632.1|DPSE
OG0004487	LOC108600630|XP_017843806.1|DBUS	LOC4811890|XP_015043560.1|DPSE
OG0004488	LOC108594610|XP_017835242.1|DBUS	LOC6898094|XP_002138176.2|DPSE
OG0004489	LOC108599527|XP_017841891.1|DBUS	LOC4812498|XP_001352764.2|DPSE
OG0004490	LOC108595965|XP_017836741.1|DBUS, LOC108594778|XP_033149188.1|DBUS, LOC108594777|XP_017835404.1|DBUS, LOC108595724|XP_017836495.1|DBUS	LOC6898639|XP_002138644.2|DPSE
OG0004491	LOC108607619|XP_017854028.2|DBUS	LOC4816244|XP_001355863.2|DPSE
OG0004492	LOC108605079|XP_017850134.1|DBUS, LOC108599761|XP_017842265.1|DBUS	LOC4812277|XP_001352973.2|DPSE
OG0004493	LOC108598155|XP_033149633.1|DBUS	LOC6900536|XP_015042884.1|DPSE
OG0004494	LOC108603190|XP_017847250.1|DBUS, LOC108603791|XP_017848374.2|DBUS	LOC4802033|XP_015037553.2|DPSE
OG0004495	LOC108601287|XP_017844676.2|DBUS, LOC108602971|XP_017846843.1|DBUS	LOC6896975|XP_002137160.2|DPSE
OG0004497	LOC108595281|XP_017835983.1|DBUS	LOC4803859|XP_001360510.3|DPSE
OG0004498	LOC108597042|XP_017838827.1|DBUS	LOC26533297|XP_015037127.1|DPSE
OG0004499	LOC108596497|XP_017837812.1|DBUS	LOC26532756|XP_015039715.1|DPSE
OG0004500	LOC108595675|XP_017836443.1|DBUS	LOC4804066|XP_015039577.2|DPSE
OG0004501	LOC108594670|XP_017835300.1|DBUS	LOC6898951|XP_002138912.3|DPSE, LOC6902005|XP_002133539.2|DPSE
OG0004504	LOC108601664|XP_017845054.1|DBUS	LOC6899762|XP_033241751.1|DPSE
OG0004505	LOC108604247|XP_017849112.1|DBUS	LOC4801633|XP_015037330.1|DPSE
OG0004506	LOC108603565|XP_017847971.1|DBUS	LOC4801096|XP_001358247.2|DPSE
OG0004507	LOC108602255|XP_017845798.1|DBUS	LOC4801879|XP_001358902.2|DPSE
OG0004508	LOC108601774|XP_017845189.1|DBUS	LOC6897149|XP_002137329.3|DPSE
OG0004509	LOC108598406|XP_017840517.2|DBUS	LOC4813813|XP_001353906.2|DPSE
OG0004510	LOC108606219|XP_033150188.1|DBUS	LOC4815877|XP_033238737.1|DPSE
OG0004511	LOC108603610|XP_017848047.1|DBUS	LOC6897159|XP_002137339.3|DPSE
OG0004512	LOC108607391|XP_017853642.1|DBUS	LOC4811803|XP_001352367.4|DPSE
OG0004513	LOC108607333|XP_017853497.1|DBUS	LOC4811847|XP_033237202.1|DPSE
OG0004514	LOC108607397|XP_017853660.1|DBUS	LOC4811775|XP_015044540.2|DPSE
OG0004515	LOC108605378|XP_017850536.1|DBUS	LOC4814705|XP_001354886.3|DPSE
OG0004516	LOC108605175|XP_017850250.1|DBUS	LOC4816007|XP_001355366.3|DPSE
OG0004517	LOC108606675|XP_017852499.1|DBUS	LOC4815147|XP_015041801.2|DPSE
OG0004518	LOC108606583|XP_017852301.2|DBUS	LOC6899742|XP_033239916.1|DPSE
OG0004519	LOC108604499|XP_017849484.1|DBUS	LOC4800464|XP_001357735.1|DPSE
OG0004520	LOC108606339|XP_017851871.1|DBUS	LOC4811677|XP_033240401.1|DPSE
OG0004521	LOC108597191|XP_017839108.1|DBUS	LOC4804832|XP_001361331.3|DPSE
OG0004522	LOC108607161|XP_017853300.1|DBUS	LOC4814882|XP_001354987.3|DPSE
OG0004523	LOC108604162|XP_017848981.1|DBUS	LOC4800351|XP_001357563.3|DPSE
OG0004524	LOC108607219|XP_017853380.1|DBUS	LOC4815346|XP_001354546.2|DPSE
OG0004525	LOC108606375|XP_017851918.1|DBUS	LOC4815021|XP_001354593.1|DPSE
OG0004526	LOC108604944|XP_033150370.1|DBUS	LOC6901544|XP_033238110.1|DPSE
OG0004527	LOC108605465|XP_017850639.1|DBUS	LOC4815120|XP_001354638.1|DPSE
OG0004528	LOC108607240|XP_017853406.1|DBUS	LOC4814470|XP_001355032.1|DPSE
OG0004529	LOC108606334|XP_017851849.1|DBUS	LOC4816068|XP_015041015.1|DPSE
OG0004530	LOC108605699|XP_017850979.1|DBUS	LOC4815058|XP_015041561.1|DPSE
OG0004531	LOC108601623|XP_033150120.1|DBUS	LOC4801670|XP_001358722.5|DPSE
OG0004532	LOC108606740|XP_017852624.1|DBUS	LOC4814791|XP_033240376.1|DPSE
OG0004533	LOC108605986|XP_017851297.1|DBUS	LOC4815749|XP_001355678.4|DPSE
OG0004534	LOC108605630|XP_017850902.1|DBUS	LOC6899833|XP_033239229.1|DPSE
OG0004535	LOC108600093|XP_017842944.2|DBUS	LOC4812029|XP_001352584.3|DPSE
OG0004536	LOC108606620|XP_017852392.1|DBUS	LOC6901646|XP_015041931.2|DPSE
OG0004537	LOC108605249|XP_033150154.1|DBUS	LOC4815485|XP_001355578.2|DPSE
OG0004538	LOC108597353|XP_017839348.1|DBUS	LOC6898514|XP_002138555.2|DPSE
OG0004539	LOC108603493|XP_033150093.1|DBUS	LOC4800298|XP_015038647.1|DPSE
OG0004540	LOC108606998|XP_017853061.1|DBUS	LOC4815156|XP_015041749.2|DPSE
OG0004541	LOC108596289|XP_017837367.1|DBUS	LOC4804150|XP_015039642.2|DPSE
OG0004542	LOC108606784|XP_017852705.1|DBUS	LOC4815980|XP_015041308.1|DPSE
OG0004543	LOC108606939|XP_017852979.1|DBUS	LOC4815610|XP_033240636.1|DPSE
OG0004544	LOC108607037|XP_017853119.1|DBUS	LOC6901405|XP_033237733.1|DPSE
OG0004545	LOC108603884|XP_017848545.1|DBUS	LOC4801736|XP_001358779.1|DPSE
OG0004546	LOC108597533|XP_017839622.1|DBUS	LOC4803539|XP_001360249.2|DPSE
OG0004547	LOC108605633|XP_017850905.1|DBUS	LOC4814587|XP_001354523.3|DPSE
OG0004548	LOC108605288|XP_017850424.1|DBUS	LOC4815305|XP_001355011.2|DPSE
OG0004549	LOC108605241|XP_033150206.1|DBUS	LOC6901853|XP_033239805.1|DPSE
OG0004550	LOC108605577|XP_017850836.1|DBUS	LOC6901962|XP_015041029.2|DPSE
OG0004551	LOC108596483|XP_017837749.1|DBUS	LOC4804625|XP_001361157.1|DPSE
OG0004552	LOC108606535|XP_033150327.1|DBUS	LOC6901115|XP_033238589.1|DPSE
OG0004553	LOC108599489|XP_017841825.2|DBUS	LOC4812729|XP_001353108.2|DPSE
OG0004554	LOC108607028|XP_017853106.1|DBUS	LOC4815353|XP_001354647.4|DPSE
OG0004555	LOC108605903|XP_017851205.1|DBUS	LOC4815316|XP_001354648.3|DPSE
OG0004556	LOC108605645|XP_017850917.1|DBUS	LOC4814453|XP_001355116.3|DPSE
OG0004557	LOC108604938|XP_017849997.1|DBUS	LOC6901796|XP_033240123.1|DPSE
OG0004558	LOC108606362|XP_017851901.1|DBUS	LOC4815864|XP_033237589.1|DPSE
OG0004559	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS	LOC4801563|XP_001358635.2|DPSE
OG0004560	LOC108595217|XP_033150930.1|DBUS	LOC26532752|XP_033238945.1|DPSE
OG0004561	LOC108604819|XP_017849918.1|DBUS	LOC4801368|XP_001358475.3|DPSE
OG0004562	LOC108604764|XP_017849847.1|DBUS	LOC4800943|XP_001358127.2|DPSE
OG0004563	LOC108604398|XP_017849345.1|DBUS	LOC4801257|XP_001358380.3|DPSE
OG0004564	LOC108601536|XP_017844923.1|DBUS	LOC4803083|XP_001359882.2|DPSE
OG0004565	LOC108603105|XP_017847098.1|DBUS	LOC4801067|XP_001358229.2|DPSE
OG0004566	LOC108605474|XP_017850650.1|DBUS	LOC4814695|XP_001354864.2|DPSE
OG0004567	LOC108605666|XP_017850943.1|DBUS	LOC4815711|XP_001355551.1|DPSE
OG0004568	LOC108606480|XP_017852105.1|DBUS	LOC4815534|XP_001355429.4|DPSE
OG0004569	LOC108603717|XP_033149796.1|DBUS	LOC4802738|XP_001359601.3|DPSE
OG0004570	LOC108597328|XP_017839309.1|DBUS	LOC4803819|XP_001360474.3|DPSE
