Orthogroup	DBUS.longest_only	AEAL.longest_only
OG0004253	LOC117134834|XP_033149800.1|DBUS	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL
OG0004254	LOC108605224|XP_017850324.1|DBUS	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL
OG0004255	LOC108595121|XP_017835775.1|DBUS	LOC109416180|XP_019545704.2|AEAL
OG0004256	LOC108596464|XP_017837710.1|DBUS	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL
OG0004257	LOC108601884|XP_017845347.1|DBUS	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL
OG0004258	LOC108601475|XP_033150132.1|DBUS	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL
OG0004259	LOC108596468|XP_017837716.1|DBUS	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL
OG0004261	LOC108603308|XP_017847480.1|DBUS	LOC109401442|XP_029710320.1|AEAL
OG0004262	LOC108603797|XP_017848383.2|DBUS	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL
OG0004263	LOC108604401|XP_017849350.1|DBUS	LOC109411919|XP_029733058.1|AEAL
OG0004264	LOC108603623|XP_017848069.1|DBUS	LOC109411929|XP_019541121.1|AEAL
OG0004265	LOC108604752|XP_017849828.1|DBUS	LOC109411954|XP_019541154.2|AEAL
OG0004266	LOC108601251|XP_017844640.1|DBUS	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL
OG0004267	LOC108602792|XP_017846493.1|DBUS	LOC109411962|XP_019541166.1|AEAL
OG0004268	LOC108596600|XP_017838018.1|DBUS	LOC109411974|XP_019541180.2|AEAL
OG0004269	LOC108596927|XP_017838637.2|DBUS	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL
OG0004270	LOC108597193|XP_017839110.1|DBUS	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL
OG0004271	LOC108597546|XP_017839639.1|DBUS	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL
OG0004272	LOC108602028|XP_017845520.1|DBUS	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL
OG0004274	LOC108605480|XP_017850661.1|DBUS	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL
OG0004275	LOC108607258|XP_017853432.1|DBUS	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL
OG0004276	LOC108599914|XP_017842601.1|DBUS	LOC109409115|XP_029719808.1|AEAL
OG0004277	LOC108599062|XP_017841331.1|DBUS	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL
OG0004278	LOC108606848|XP_017852834.1|DBUS	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL
OG0004279	LOC108596574|XP_017837983.1|DBUS	LOC109399334|XP_019527320.2|AEAL
OG0004280	LOC108606267|XP_017851721.1|DBUS	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL
OG0004281	LOC108595666|XP_017836435.1|DBUS	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL
OG0004282	LOC108597487|XP_017839553.1|DBUS	LOC109398913|XP_029724257.1|AEAL, LOC109401571|XP_019529690.1|AEAL
OG0004283	LOC108597488|XP_017839554.1|DBUS	LOC109401579|XP_019529698.1|AEAL, LOC109398914|XP_019526913.1|AEAL
OG0004284	LOC108607461|XP_017853788.2|DBUS	LOC115264587|XP_029724300.1|AEAL, LOC109431999|XP_029724299.1|AEAL, LOC109431299|XP_019563061.2|AEAL
OG0004285	LOC108602634|XP_017846267.1|DBUS	LOC109432019|XP_019563869.2|AEAL, LOC115264573|XP_029724269.1|AEAL
OG0004286	LOC108599229|XP_017841515.1|DBUS	LOC115264574|XP_029724277.1|AEAL, LOC109431973|XP_019563815.2|AEAL
OG0004287	LOC108598515|XP_017840682.2|DBUS	LOC109431303|XP_019563064.2|AEAL, LOC109432003|XP_029724295.1|AEAL, LOC115264575|XP_029724279.1|AEAL
OG0004288	LOC108600782|XP_017844040.1|DBUS	LOC109431318|XP_029724292.1|AEAL, LOC115264576|XP_029724280.1|AEAL, LOC109407711|XP_019536409.1|AEAL
OG0004289	LOC108599757|XP_017842260.1|DBUS	LOC109420097|XP_029724381.1|AEAL, LOC109409392|XP_029724377.1|AEAL
OG0004290	LOC108595465|XP_017836199.1|DBUS	LOC115264664|XP_029724470.1|AEAL, LOC109415896|XP_029716602.1|AEAL, LOC115264640|XP_029724399.1|AEAL
OG0004291	LOC108597520|XP_017839602.1|DBUS	LOC115264688|XP_029724531.1|AEAL, LOC109401549|XP_029724517.1|AEAL, LOC109402894|XP_019531174.1|AEAL
OG0004292	LOC108600478|XP_017843585.1|DBUS	LOC115264678|XP_029724514.1|AEAL, LOC109401541|XP_029724477.1|AEAL, LOC115264690|XP_029724533.1|AEAL
OG0004293	LOC108599073|XP_017841349.1|DBUS	LOC109401550|XP_029724508.1|AEAL, LOC109402893|XP_029724536.1|AEAL, LOC115253686|XP_029724479.1|AEAL
OG0004294	LOC108599533|XP_017841905.1|DBUS	LOC109402895|XP_029724489.1|AEAL, LOC109411821|XP_029724500.1|AEAL, LOC115253721|XP_029724545.1|AEAL
OG0004295	LOC108600642|XP_017843823.2|DBUS	LOC115264671|XP_029724492.1|AEAL, LOC109402885|XP_029724551.1|AEAL
OG0004296	LOC108600738|XP_017843972.1|DBUS	LOC115264784|XP_029724658.1|AEAL, LOC109402897|XP_029724495.1|AEAL, LOC109411830|XP_029724650.1|AEAL
OG0004297	LOC108595622|XP_017836376.1|DBUS	LOC109422249|XP_019552408.1|AEAL, LOC109621771|XP_019931449.1|AEAL
OG0004298	LOC108596825|XP_017838431.1|DBUS	LOC115264696|XP_029724560.1|AEAL, LOC109422261|XP_019552420.2|AEAL
OG0004299	LOC108596008|XP_017836782.1|DBUS	LOC109422269|XP_029716618.1|AEAL, LOC115259956|XP_029716614.1|AEAL
OG0004300	LOC108595178|XP_017835843.1|DBUS	LOC109403273|XP_019531622.1|AEAL, LOC115257427|XP_029712869.1|AEAL, LOC109418814|XP_019548586.1|AEAL
OG0004301	LOC108600476|XP_017843582.1|DBUS	LOC109418813|XP_019548585.2|AEAL, LOC109403267|XP_019531607.2|AEAL
OG0004302	LOC108597013|XP_017838782.1|DBUS	LOC109405820|XP_029713860.1|AEAL, LOC109418843|XP_019548623.2|AEAL
OG0004303	LOC108597186|XP_017839103.2|DBUS	LOC109420300|XP_029713114.1|AEAL, LOC109420330|XP_029713105.1|AEAL
OG0004304	LOC108595489|XP_017836229.1|DBUS	LOC109420331|XP_029712781.1|AEAL, LOC109401674|XP_029713549.1|AEAL
OG0004305	LOC108596478|XP_017837729.1|DBUS	LOC109401632|XP_029713294.1|AEAL, LOC115257360|XP_029712706.1|AEAL
OG0004306	LOC108597674|XP_017839836.1|DBUS	LOC109402271|XP_019530466.2|AEAL, LOC109433177|XP_029712907.1|AEAL, LOC115257895|XP_029713737.1|AEAL
OG0004307	LOC108596051|XP_017836933.1|DBUS	LOC109433168|XP_029712910.1|AEAL, LOC109402264|XP_029713704.1|AEAL
OG0004308	LOC108595041|XP_017835670.1|DBUS	LOC115257779|XP_029713594.1|AEAL, LOC109402280|XP_029713589.1|AEAL, LOC109433180|XP_019565131.1|AEAL
OG0004309	LOC108599121|XP_017841398.1|DBUS	LOC109403475|XP_019531850.1|AEAL, LOC109400009|XP_019528021.1|AEAL
OG0004310	LOC108595471|XP_017836208.1|DBUS	LOC109424498|XP_029708332.1|AEAL
OG0004311	LOC108599796|XP_017842352.2|DBUS	LOC109422398|XP_019552721.2|AEAL
OG0004312	LOC108596766|XP_017838346.1|DBUS	LOC109422395|XP_019552717.1|AEAL, LOC109424491|XP_019555195.2|AEAL
OG0004313	LOC108596602|XP_017838022.1|DBUS	LOC109422393|XP_029733169.1|AEAL, LOC109424490|XP_029719557.1|AEAL
OG0004314	LOC108596160|XP_017837153.1|DBUS	LOC109422375|XP_029729565.1|AEAL
OG0004315	LOC108595279|XP_017835981.1|DBUS	LOC109422372|XP_019552665.1|AEAL, LOC109424464|XP_019555143.1|AEAL
OG0004316	LOC108595993|XP_017836769.1|DBUS	LOC109422371|XP_029729575.1|AEAL, LOC109424465|XP_029716860.1|AEAL
OG0004317	LOC108595560|XP_017836308.1|DBUS	LOC109422364|XP_029729578.1|AEAL, LOC109424460|XP_029716838.1|AEAL
OG0004319	LOC108595080|XP_017835720.1|DBUS	LOC109422333|XP_019552566.2|AEAL
OG0004320	LOC108603980|XP_017848695.1|DBUS	LOC109424458|XP_019555135.2|AEAL, LOC109422362|XP_029716858.1|AEAL
OG0004321	LOC108597774|XP_033149080.1|DBUS	LOC109418701|XP_019548476.2|AEAL, LOC109415943|XP_019545447.2|AEAL
OG0004322	LOC108603404|XP_017847681.1|DBUS	LOC109415941|XP_019545444.2|AEAL
OG0004323	LOC108598857|XP_033150625.1|DBUS	LOC109412921|XP_019542113.1|AEAL, LOC109418690|XP_029716790.1|AEAL
OG0004324	LOC108608521|XP_017855412.1|DBUS	LOC109412922|XP_019542116.2|AEAL, LOC109418691|XP_019548456.2|AEAL
OG0004325	LOC108597364|XP_017839377.1|DBUS	LOC109418686|XP_019548442.2|AEAL, LOC109412912|XP_019542108.2|AEAL
OG0004326	LOC108597363|XP_017839376.1|DBUS	LOC109418674|XP_029719584.1|AEAL, LOC109414804|XP_029729563.1|AEAL
OG0004327	LOC108605649|XP_017850922.1|DBUS	LOC109405258|XP_019533835.1|AEAL
OG0004328	LOC108597405|XP_017839440.1|DBUS	LOC109405249|XP_019533832.1|AEAL
OG0004329	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS	LOC109410095|XP_029713119.1|AEAL, LOC109418595|XP_029712748.1|AEAL
OG0004330	LOC108595367|XP_017836083.1|DBUS	LOC109418576|XP_019548332.2|AEAL
OG0004331	LOC108595992|XP_017836768.1|DBUS	LOC109418567|XP_019548319.2|AEAL
OG0004332	LOC108598742|XP_017840970.2|DBUS	LOC109413116|XP_019542378.2|AEAL
OG0004333	LOC108607894|XP_017854488.2|DBUS	LOC109413104|XP_019542357.2|AEAL, LOC115253990|XP_029712760.1|AEAL, LOC109418539|XP_019548290.2|AEAL
OG0004334	LOC108608464|XP_017855338.1|DBUS	LOC115257602|XP_029713262.1|AEAL, LOC109413094|XP_029713107.1|AEAL
OG0004335	LOC108595308|XP_017836014.1|DBUS	LOC109413092|XP_029713252.1|AEAL, LOC109418534|XP_019548279.2|AEAL
OG0004336	LOC108597680|XP_017839843.2|DBUS	LOC109413089|XP_019542330.2|AEAL, LOC115257444|XP_029712894.1|AEAL
OG0004337	LOC108607549|XP_017853926.1|DBUS	LOC109418514|XP_029713278.1|AEAL, LOC109413087|XP_019542325.2|AEAL
OG0004338	LOC108598389|XP_017840498.2|DBUS	LOC109413081|XP_029713090.1|AEAL, LOC115253778|XP_029713430.1|AEAL, LOC115257693|XP_029713421.1|AEAL
OG0004339	LOC108596392|XP_017837559.1|DBUS	LOC109418506|XP_019548254.1|AEAL, LOC109413079|XP_019542292.2|AEAL
OG0004340	LOC108594809|XP_017835436.1|DBUS	LOC109418505|XP_019548253.2|AEAL, LOC109413078|XP_019542291.2|AEAL
OG0004341	LOC108595292|XP_017835994.1|DBUS	LOC109413070|XP_029713418.1|AEAL
OG0004342	LOC108595370|XP_033149115.1|DBUS	LOC109418486|XP_019548235.2|AEAL
OG0004343	LOC108597315|XP_033150988.1|DBUS	LOC109621516|XP_029712725.1|AEAL
OG0004344	LOC108597708|XP_017839885.1|DBUS	LOC109398506|XP_029721520.1|AEAL, LOC109417365|XP_029713261.1|AEAL
OG0004345	LOC108598504|XP_017840668.1|DBUS	LOC109431048|XP_029721522.1|AEAL, LOC109407799|XP_019536504.2|AEAL
OG0004346	LOC108595052|XP_017835683.1|DBUS	LOC109431029|XP_029719456.1|AEAL, LOC115262774|XP_029721507.1|AEAL
OG0004347	LOC108597110|XP_017838977.1|DBUS	LOC109431042|XP_029721502.1|AEAL
OG0004348	LOC108595055|XP_017835688.1|DBUS	LOC109431061|XP_019562742.2|AEAL, LOC109433407|XP_029721480.1|AEAL
OG0004349	LOC108597285|XP_017839241.1|DBUS	LOC109433031|XP_029708337.1|AEAL, LOC109425809|XP_029721454.1|AEAL
OG0004350	LOC108595789|XP_017836570.1|DBUS	LOC109433228|XP_029720861.1|AEAL, LOC109425687|XP_029730481.1|AEAL, LOC115259643|XP_029716279.1|AEAL, LOC115262760|XP_029721447.1|AEAL
OG0004351	LOC108596049|XP_017836925.1|DBUS	LOC109413546|XP_029721413.1|AEAL, LOC109425656|XP_029721419.1|AEAL
OG0004352	LOC108604015|XP_017848748.1|DBUS	LOC109407902|XP_019536629.2|AEAL, LOC109413553|XP_019542781.2|AEAL
OG0004353	LOC108604072|XP_017848829.2|DBUS	LOC115253717|XP_029721409.1|AEAL, LOC109407901|XP_029721429.1|AEAL
OG0004354	LOC108604164|XP_017848986.1|DBUS	LOC109413556|XP_019542787.1|AEAL, LOC109407906|XP_029716865.1|AEAL, LOC115262757|XP_029721432.1|AEAL
OG0004355	LOC108602963|XP_017846827.1|DBUS	LOC109401254|XP_019529267.2|AEAL
OG0004356	LOC108597665|XP_017839824.1|DBUS	LOC109413586|XP_029715512.1|AEAL, LOC109401260|XP_029721393.1|AEAL
OG0004357	LOC108597614|XP_017839741.1|DBUS	LOC109413612|XP_029721382.1|AEAL, LOC109401274|XP_029721572.1|AEAL
OG0004358	LOC108596791|XP_017838383.1|DBUS	LOC115262721|XP_029721271.1|AEAL, LOC109401245|XP_029721381.1|AEAL
OG0004359	LOC108594656|XP_033149128.1|DBUS	LOC109413626|XP_029721351.1|AEAL, LOC109401264|XP_029721266.1|AEAL
OG0004360	LOC108602785|XP_017846486.1|DBUS	LOC109401244|XP_019529257.2|AEAL, LOC115262714|XP_029721262.1|AEAL, LOC115262706|XP_029721241.1|AEAL, LOC109623317|XP_019933392.2|AEAL
OG0004361	LOC108604688|XP_017849733.1|DBUS	LOC109623311|XP_019933384.2|AEAL, LOC115262699|XP_029721220.1|AEAL, LOC109401316|XP_019529365.2|AEAL
OG0004362	LOC108599924|XP_017842620.1|DBUS	LOC109623308|XP_019933379.2|AEAL, LOC115262594|XP_029720852.1|AEAL, LOC109401195|XP_019529215.2|AEAL
OG0004363	LOC108607054|XP_017853155.1|DBUS	LOC109401294|XP_019529337.2|AEAL, LOC109623302|XP_019933367.2|AEAL, LOC115262712|XP_029721257.1|AEAL
OG0004364	LOC108596596|XP_017838015.1|DBUS	LOC109623290|XP_019933349.2|AEAL, LOC109401196|XP_019529216.2|AEAL
OG0004365	LOC108595769|XP_017836364.2|DBUS	LOC109401307|XP_019529355.2|AEAL, LOC109623270|XP_019933327.2|AEAL
OG0004366	LOC108596587|XP_017838007.2|DBUS	LOC109401171|XP_019529196.2|AEAL
OG0004367	LOC108598962|XP_017841222.2|DBUS	LOC109401170|XP_019529195.2|AEAL
OG0004368	LOC108599052|XP_017841320.2|DBUS	LOC109413631|XP_019542890.2|AEAL, LOC109426881|XP_019557986.2|AEAL
OG0004369	LOC108596512|XP_017837842.1|DBUS	LOC109623365|XP_029721176.1|AEAL, LOC115262804|XP_029721556.1|AEAL
OG0004370	LOC108595031|XP_017835659.1|DBUS	LOC109426927|XP_019558034.2|AEAL
OG0004371	LOC108606452|XP_017852053.1|DBUS	LOC109623344|XP_019933445.2|AEAL, LOC109426940|XP_019558052.2|AEAL
OG0004372	LOC108595286|XP_017835987.2|DBUS	LOC109426942|XP_029711985.1|AEAL, LOC109623345|XP_029721151.1|AEAL
OG0004373	LOC108595206|XP_017835883.1|DBUS	LOC109427036|XP_029720832.1|AEAL
OG0004374	LOC108596518|XP_017837849.1|DBUS	LOC115262655|XP_029721058.1|AEAL, LOC109424724|XP_029721538.1|AEAL
OG0004375	LOC108598447|XP_017840574.2|DBUS	LOC109424717|XP_019555420.2|AEAL
OG0004376	LOC108600911|XP_017844232.1|DBUS	LOC115262650|XP_029721030.1|AEAL, LOC109424672|XP_019555385.2|AEAL
OG0004377	LOC108600273|XP_017843227.1|DBUS	LOC109412040|XP_019541227.2|AEAL
OG0004378	LOC108596907|XP_017838592.1|DBUS	LOC109424624|XP_029721018.1|AEAL
OG0004379	LOC108595712|XP_017836483.1|DBUS	LOC109412057|XP_019541247.1|AEAL
OG0004380	LOC108595478|XP_017836216.1|DBUS	LOC109421945|XP_019552128.1|AEAL, LOC109408610|XP_019537481.2|AEAL
OG0004381	LOC108604571|XP_017849591.1|DBUS	LOC109421941|XP_019552122.2|AEAL
OG0004382	LOC108596216|XP_017837232.1|DBUS	LOC109421918|XP_019552043.2|AEAL, LOC109432635|XP_029721002.1|AEAL
OG0004383	LOC108596030|XP_017836882.1|DBUS	LOC109421916|XP_029721005.1|AEAL, LOC109432717|XP_019564647.2|AEAL
OG0004384	LOC108596037|XP_017836891.1|DBUS	LOC109421917|XP_019552042.2|AEAL, LOC109432652|XP_019564560.2|AEAL
OG0004386	LOC108596842|XP_017838460.1|DBUS	LOC109421901|XP_029730706.1|AEAL, LOC115267702|XP_029730713.1|AEAL
OG0004387	LOC108599956|XP_017842696.1|DBUS	LOC109408779|XP_019537710.2|AEAL, LOC109432665|XP_029730729.1|AEAL
OG0004388	LOC108597700|XP_017839873.1|DBUS	LOC109408775|XP_029730724.1|AEAL, LOC109408774|XP_029730737.1|AEAL, LOC109432710|XP_029730740.1|AEAL
OG0004389	LOC108600747|XP_017843987.1|DBUS	LOC109408773|XP_029730756.1|AEAL, LOC109432681|XP_029730735.1|AEAL
OG0004390	LOC108600796|XP_017844059.1|DBUS	LOC109408802|XP_029729301.1|AEAL, LOC109408804|XP_029730773.1|AEAL
OG0004391	LOC108595737|XP_017836513.1|DBUS	LOC109408797|XP_029731969.1|AEAL
OG0004392	LOC108599505|XP_017841860.2|DBUS	LOC109408724|XP_029730812.1|AEAL, LOC109428932|XP_029714034.1|AEAL
OG0004393	LOC108597762|XP_017839964.1|DBUS	LOC109408720|XP_029730819.1|AEAL
OG0004394	LOC108597179|XP_017839085.1|DBUS	LOC109408712|XP_019537620.2|AEAL, LOC109428919|XP_029730824.1|AEAL
OG0004395	LOC108595598|XP_017836350.1|DBUS	LOC109414910|XP_019544304.1|AEAL, LOC109428906|XP_029730833.1|AEAL
OG0004396	LOC108596997|XP_017838759.1|DBUS	LOC109428905|XP_019560290.1|AEAL
OG0004397	LOC108595706|XP_017836479.1|DBUS	LOC109414907|XP_019544301.1|AEAL
OG0004398	LOC108597092|XP_017838944.1|DBUS	LOC109414924|XP_029715552.1|AEAL
OG0004399	LOC108596322|XP_017837433.1|DBUS	LOC109414902|XP_019544293.2|AEAL
OG0004400	LOC108603083|XP_017847062.1|DBUS	LOC109414895|XP_019544284.2|AEAL
OG0004401	LOC108596610|XP_017838039.1|DBUS	LOC109428885|XP_029730895.1|AEAL
OG0004402	LOC108595050|XP_017835681.1|DBUS	LOC109416887|XP_019546528.2|AEAL
OG0004403	LOC108596981|XP_017838726.1|DBUS	LOC109411435|XP_029730852.1|AEAL, LOC109428863|XP_029714137.1|AEAL
OG0004404	LOC108597098|XP_017838952.1|DBUS	LOC109428854|XP_019560230.2|AEAL, LOC115267759|XP_029730858.1|AEAL
OG0004405	LOC108599797|XP_017842353.2|DBUS	LOC109428850|XP_029731977.1|AEAL, LOC115262973|XP_029721775.1|AEAL, LOC115267766|XP_029730879.1|AEAL
OG0004406	LOC108600318|XP_017843306.1|DBUS	LOC115267811|XP_029731034.1|AEAL
OG0004407	LOC108597705|XP_017839879.1|DBUS	LOC109397002|XP_029730682.1|AEAL, LOC109432250|XP_029731033.1|AEAL
OG0004408	LOC108599096|XP_017841375.2|DBUS	LOC115260975|XP_029718203.1|AEAL, LOC109432267|XP_019564145.2|AEAL
OG0004409	LOC108607401|XP_017853668.1|DBUS	LOC109397081|XP_029730986.1|AEAL, LOC109432288|XP_029730908.1|AEAL
OG0004410	LOC108596641|XP_017838093.1|DBUS	LOC109397034|XP_029730956.1|AEAL, LOC109409848|XP_019538879.2|AEAL
OG0004411	LOC108599960|XP_017842699.1|DBUS	LOC109397047|XP_019524913.2|AEAL, LOC115260033|XP_029716727.1|AEAL
OG0004412	LOC108599957|XP_017842697.1|DBUS	LOC109397121|XP_029730931.1|AEAL, LOC115267794|XP_029730954.1|AEAL
OG0004413	LOC108596564|XP_017837954.1|DBUS	LOC109409855|XP_029730919.1|AEAL, LOC115267792|XP_029730950.1|AEAL
OG0004414	LOC108595505|XP_033149020.1|DBUS	LOC115267815|XP_029731054.1|AEAL, LOC109409861|XP_029730941.1|AEAL
OG0004415	LOC108597220|XP_017839150.1|DBUS	LOC109399100|XP_019527085.2|AEAL
OG0004416	LOC108596460|XP_017837699.1|DBUS	LOC109399103|XP_019527092.1|AEAL, LOC109409916|XP_029731073.1|AEAL
OG0004417	LOC108602293|XP_017845862.1|DBUS	LOC115267819|XP_029731071.1|AEAL, LOC109409917|XP_019538983.2|AEAL
OG0004418	LOC108597709|XP_017839887.1|DBUS	LOC109409918|XP_029731057.1|AEAL, LOC109399095|XP_029731087.1|AEAL
OG0004419	LOC108596040|XP_017836910.1|DBUS	LOC109409926|XP_029731121.1|AEAL
OG0004420	LOC108595571|XP_017836320.1|DBUS	LOC109399132|XP_019527116.2|AEAL
OG0004421	LOC108598372|XP_017840483.1|DBUS	LOC109399618|XP_019527654.1|AEAL
OG0004422	LOC108600299|XP_017843270.1|DBUS	LOC109399624|XP_029732182.1|AEAL, LOC115268277|XP_029732183.1|AEAL, LOC109400800|XP_019528844.1|AEAL
OG0004423	LOC108596199|XP_017837204.1|DBUS	LOC109399609|XP_019527642.2|AEAL, LOC109397727|XP_019525618.2|AEAL
OG0004424	LOC108597069|XP_017838888.1|DBUS	LOC109400309|XP_029709871.1|AEAL, LOC115253442|XP_029708104.1|AEAL
OG0004425	LOC108600067|XP_017842908.1|DBUS	LOC109399667|XP_019527717.2|AEAL, LOC115253929|XP_029708105.1|AEAL
OG0004426	LOC108600050|XP_017842886.1|DBUS	LOC109400763|XP_019528839.2|AEAL, LOC109399670|XP_019527721.1|AEAL, LOC115255830|XP_029709878.1|AEAL
OG0004427	LOC108600018|XP_017842824.1|DBUS	LOC109399671|XP_019527722.2|AEAL
OG0004428	LOC108604837|XP_017849945.1|DBUS	LOC109418987|XP_019548767.2|AEAL
OG0004429	LOC108600672|XP_017843869.2|DBUS	LOC109410578|XP_029731275.1|AEAL, LOC109421149|XP_019551190.2|AEAL
OG0004430	LOC108598230|XP_033149326.1|DBUS	LOC109426536|XP_029731324.1|AEAL, LOC109408362|XP_029731305.1|AEAL
OG0004431	LOC108602906|XP_017846703.1|DBUS	LOC115255987|XP_029710066.1|AEAL, LOC109408357|XP_019537200.2|AEAL, LOC109426517|XP_019557593.2|AEAL
OG0004432	LOC108602904|XP_017846701.1|DBUS	LOC115255988|XP_029710067.1|AEAL, LOC109408356|XP_019537199.2|AEAL
OG0004433	LOC108599223|XP_017841507.2|DBUS	LOC109426509|XP_029710089.1|AEAL, LOC109426469|XP_029710075.1|AEAL, LOC115255993|XP_029710072.1|AEAL
OG0004434	LOC108597091|XP_017838942.1|DBUS	LOC109408984|XP_029710065.1|AEAL, LOC115255996|XP_029710078.1|AEAL, LOC109426471|XP_019557535.2|AEAL
OG0004435	LOC108597584|XP_017839693.1|DBUS	LOC109402144|XP_019530316.2|AEAL, LOC109426455|XP_029731377.1|AEAL
OG0004437	LOC108595359|XP_017836072.1|DBUS	LOC109426437|XP_019557489.2|AEAL
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC109426436|XP_019557488.2|AEAL
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC109404008|XP_019532418.2|AEAL
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC109426432|XP_019557485.1|AEAL
OG0004441	LOC108603378|XP_017847640.1|DBUS	LOC109403403|XP_019531777.2|AEAL
OG0004442	LOC108595204|XP_017835880.1|DBUS	LOC109403309|XP_019531661.2|AEAL
OG0004443	LOC108601073|XP_017844457.1|DBUS	LOC109621792|XP_029731528.1|AEAL, LOC109403180|XP_029731396.1|AEAL
OG0004444	LOC108594989|XP_017835610.1|DBUS	LOC109622181|XP_029731549.1|AEAL
OG0004445	LOC108597749|XP_017839945.1|DBUS	LOC109403341|XP_029731570.1|AEAL, LOC115267963|XP_029731665.1|AEAL
OG0004446	LOC108604372|XP_017849310.1|DBUS	LOC109403355|XP_029718009.1|AEAL, LOC109410760|XP_019539830.2|AEAL, LOC115267936|XP_029731573.1|AEAL
OG0004447	LOC108602974|XP_017849713.1|DBUS	LOC109403361|XP_019531721.1|AEAL
OG0004448	LOC108595837|XP_017836617.1|DBUS	LOC109410759|XP_019539828.2|AEAL
OG0004449	LOC108598482|XP_017840625.1|DBUS	LOC109403358|XP_019531716.2|AEAL
OG0004450	LOC108595591|XP_017836342.1|DBUS	LOC109410628|XP_019539695.2|AEAL, LOC109433539|XP_019565523.2|AEAL
OG0004451	LOC108595032|XP_017835661.1|DBUS	LOC109410656|XP_029731642.1|AEAL
OG0004452	LOC108594960|XP_017835583.1|DBUS	LOC109433480|XP_019565446.2|AEAL, LOC109410661|XP_029731648.1|AEAL
OG0004453	LOC108596381|XP_017837540.1|DBUS	LOC109410657|XP_029710257.1|AEAL, LOC109433478|XP_029731645.1|AEAL
OG0004454	LOC108602250|XP_017845790.1|DBUS	LOC115267992|XP_029731731.1|AEAL, LOC109621455|XP_019931040.2|AEAL, LOC115269469|XP_029734107.1|AEAL
OG0004455	LOC108598919|XP_017841163.2|DBUS	LOC115268196|XP_029732109.1|AEAL, LOC109621475|XP_019931063.2|AEAL, LOC115255967|XP_029710053.1|AEAL, LOC109621486|XP_019931074.2|AEAL
OG0004456	LOC108605247|XP_017850346.1|DBUS	LOC109621461|XP_019931046.2|AEAL
OG0004457	LOC108600937|XP_017844263.2|DBUS	LOC109621480|XP_019931068.2|AEAL, LOC115255970|XP_029710055.1|AEAL
OG0004458	LOC108600979|XP_017844330.1|DBUS	LOC109621471|XP_029731745.1|AEAL
OG0004459	LOC108600748|XP_017843990.2|DBUS	LOC109621434|XP_029731746.1|AEAL
OG0004460	LOC108599587|XP_017842021.1|DBUS	LOC109621452|XP_019931037.2|AEAL, LOC115268004|XP_029731751.1|AEAL
OG0004461	LOC108601129|XP_017844540.2|DBUS	LOC115268044|XP_029731818.1|AEAL, LOC109426051|XP_019557038.2|AEAL
OG0004462	LOC108600366|XP_017843391.1|DBUS	LOC109426027|XP_019557004.2|AEAL
OG0004463	LOC108600415|XP_017843465.1|DBUS	LOC115268050|XP_029731829.1|AEAL, LOC109426022|XP_019556995.2|AEAL
OG0004464	LOC108600562|XP_017843714.1|DBUS	LOC115253524|XP_029731832.1|AEAL, LOC109426021|XP_029723094.1|AEAL, LOC115268030|XP_029731788.1|AEAL
