Orthogroup	DBUS.longest_only	BCOP.longest_only
OG0003961	LOC108608215|XP_017854978.1|DBUS	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP
OG0003962	LOC108607479|XP_017853809.1|DBUS	LOC119078763|XP_037042366.1|BCOP
OG0003963	LOC108594395|XP_017835050.2|DBUS	LOC119066309|XP_037024590.1|BCOP
OG0003965	LOC108605554|XP_017850807.1|DBUS	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP
OG0003966	LOC108594261|XP_017834875.2|DBUS	LOC119072629|XP_037033767.1|BCOP
OG0003967	LOC108596573|XP_017837971.1|DBUS	LOC119081316|XP_037045985.1|BCOP
OG0003968	LOC108595107|XP_017835757.1|DBUS	LOC119081307|XP_037045963.1|BCOP
OG0003969	LOC108597050|XP_017838858.1|DBUS	LOC119081403|XP_037046190.1|BCOP
OG0003970	LOC108602337|XP_017845919.1|DBUS	LOC119066251|XP_037024472.1|BCOP
OG0003971	LOC108607474|XP_017853802.1|DBUS	LOC119071550|XP_037032366.1|BCOP
OG0003972	LOC108599531|XP_017841903.2|DBUS	LOC119085029|XP_037051114.1|BCOP
OG0003973	LOC108595626|XP_017836382.1|DBUS	LOC119081613|XP_037046554.1|BCOP
OG0003974	LOC108597777|XP_017839981.1|DBUS	LOC119075643|XP_037038025.1|BCOP
OG0003975	LOC108607835|XP_033150811.1|DBUS	LOC119084610|XP_037050568.1|BCOP
OG0003976	LOC108604358|XP_017849285.1|DBUS	LOC119066371|XP_037024691.1|BCOP
OG0003978	LOC108598736|XP_017840958.1|DBUS	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP
OG0003979	LOC108607790|XP_017854318.2|DBUS	LOC119082686|XP_037048154.1|BCOP
OG0003980	LOC108601801|XP_017845226.1|DBUS	LOC119079922|XP_037043916.1|BCOP
OG0003981	LOC108608328|XP_017855157.1|DBUS	LOC119066759|XP_037025290.1|BCOP
OG0003982	LOC108599645|XP_017842113.2|DBUS	LOC119066367|XP_037024681.1|BCOP
OG0003983	LOC108606450|XP_017852095.1|DBUS	LOC119066368|XP_037024687.1|BCOP
OG0003984	LOC108607853|XP_017854424.2|DBUS	LOC119071554|XP_037032372.1|BCOP
OG0003985	LOC108594418|XP_033150049.1|DBUS	LOC119072242|XP_037033313.1|BCOP
OG0003986	LOC108606004|XP_017851353.1|DBUS	LOC119075596|XP_037037961.1|BCOP
OG0003987	LOC108608013|XP_033150833.1|DBUS	LOC119075595|XP_037037960.1|BCOP
OG0003989	LOC108594394|XP_017835047.1|DBUS	LOC119066692|XP_037025180.1|BCOP
OG0003990	LOC108594486|XP_017835165.2|DBUS	LOC119070894|XP_037031315.1|BCOP
OG0003991	LOC108608173|XP_017854920.2|DBUS	LOC119085907|XP_037052346.1|BCOP
OG0003992	LOC108597003|XP_017838812.2|DBUS	LOC119072929|XP_037034145.1|BCOP
OG0003993	LOC108607489|XP_017853822.1|DBUS	LOC119072918|XP_037034132.1|BCOP
OG0003995	LOC108595189|XP_017835860.1|DBUS	LOC119073326|XP_037034613.1|BCOP
OG0003996	LOC108595803|XP_017836582.1|DBUS	LOC119078122|XP_037041475.1|BCOP
OG0003997	LOC108603023|XP_017846916.1|DBUS	LOC119082234|XP_037047586.1|BCOP
OG0003998	LOC117134984|XP_033150567.1|DBUS	LOC119071458|XP_037032205.1|BCOP
OG0003999	LOC108600623|XP_017843800.2|DBUS	LOC119071462|XP_037032214.1|BCOP
OG0004000	LOC108605809|XP_017851102.1|DBUS	LOC119081529|XP_037046424.1|BCOP
OG0004001	LOC108597239|XP_017839177.1|DBUS	LOC119081397|XP_037046179.1|BCOP
OG0004002	LOC108596642|XP_017838102.1|DBUS	LOC119076351|XP_037038943.1|BCOP
OG0004003	LOC108607646|XP_017854061.1|DBUS	LOC119084566|XP_037050478.1|BCOP
OG0004004	LOC108607541|XP_017853915.1|DBUS	LOC119077125|XP_037040194.1|BCOP
OG0004005	LOC108596195|XP_017837202.1|DBUS	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP
OG0004006	LOC108607957|XP_017854574.1|DBUS	LOC119076229|XP_037038786.1|BCOP
OG0004007	LOC108608529|XP_017855433.1|DBUS	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP
OG0004008	LOC108606728|XP_017852610.2|DBUS	LOC119070748|XP_037031107.1|BCOP
OG0004009	LOC108599205|XP_017841493.2|DBUS	LOC119072703|XP_037033870.1|BCOP
OG0004010	LOC108608501|XP_033150779.1|DBUS	LOC119076260|XP_037038822.1|BCOP
OG0004011	LOC108600480|XP_017843592.2|DBUS	LOC119071580|XP_037032419.1|BCOP
OG0004012	LOC108602440|XP_017846049.1|DBUS	LOC119069583|XP_037029566.1|BCOP
OG0004013	LOC108607749|XP_017854266.2|DBUS	LOC119072569|XP_037033704.1|BCOP
OG0004014	LOC108601138|XP_017844553.1|DBUS	LOC119081954|XP_037047144.1|BCOP
OG0004015	LOC108608340|XP_017855172.2|DBUS	LOC119082600|XP_037048049.1|BCOP
OG0004016	LOC108608270|XP_017855063.2|DBUS	LOC119066281|XP_037024542.1|BCOP
OG0004017	LOC108608072|XP_017854755.1|DBUS	LOC119078863|XP_037042469.1|BCOP
OG0004018	LOC108597059|XP_017838871.1|DBUS	LOC119078860|XP_037042466.1|BCOP
OG0004019	LOC108607396|XP_033149949.1|DBUS	LOC119078810|XP_037042409.1|BCOP
OG0004021	LOC108607623|XP_017854029.1|DBUS	LOC119082574|XP_037047993.1|BCOP
OG0004022	LOC108597608|XP_033149037.1|DBUS	LOC119067494|XP_037026396.1|BCOP
OG0004023	LOC108594794|XP_017835422.1|DBUS	LOC119077118|XP_037040183.1|BCOP
OG0004024	LOC108598147|XP_017840256.2|DBUS	LOC119082579|XP_037048000.1|BCOP
OG0004025	LOC108597511|XP_017839593.1|DBUS	LOC119066710|XP_037025208.1|BCOP
OG0004026	LOC108607573|XP_017853954.1|DBUS	LOC119076306|XP_037038867.1|BCOP
OG0004027	LOC108595662|XP_017836430.1|DBUS	LOC119077012|XP_037040020.1|BCOP
OG0004028	LOC108596747|XP_017838313.1|DBUS	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP
OG0004029	LOC108598519|XP_017840692.1|DBUS	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP
OG0004030	LOC108596756|XP_017838325.1|DBUS	LOC119080055|XP_037044156.1|BCOP
OG0004031	LOC108601055|XP_033150657.1|DBUS	LOC119085905|XP_037052343.1|BCOP
OG0004032	LOC108596178|XP_017837179.1|DBUS, LOC108605054|XP_033150307.1|DBUS	LOC119066084|XP_037024247.1|BCOP
OG0004033	LOC108608382|XP_017851300.1|DBUS	LOC119079038|XP_037042720.1|BCOP
OG0004034	LOC108608039|XP_017854709.2|DBUS	LOC119066146|XP_037024336.1|BCOP
OG0004035	LOC108607657|XP_017854087.1|DBUS	LOC119066767|XP_037025302.1|BCOP
OG0004036	LOC108608141|XP_017854866.1|DBUS	LOC119066723|XP_037025233.1|BCOP
OG0004037	LOC108608389|XP_017855230.2|DBUS	LOC119082741|XP_037048218.1|BCOP
OG0004038	LOC108602328|XP_017845908.2|DBUS	LOC119082405|XP_037047831.1|BCOP
OG0004039	LOC117135016|XP_033150702.1|DBUS	LOC119079016|XP_037042682.1|BCOP
OG0004040	LOC108596474|XP_017837724.1|DBUS	LOC119073433|XP_037034806.1|BCOP
OG0004042	LOC108601077|XP_017844466.1|DBUS	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP
OG0004043	LOC108594336|XP_017834979.1|DBUS	LOC119075631|XP_037038006.1|BCOP
OG0004044	LOC108605562|XP_017850818.1|DBUS	LOC119068855|XP_037028576.1|BCOP
OG0004045	LOC108608537|XP_017855441.1|DBUS	LOC119066324|XP_037024611.1|BCOP
OG0004046	LOC108608159|XP_017854902.1|DBUS	LOC119066207|XP_037024423.1|BCOP
OG0004047	LOC108596519|XP_017837858.1|DBUS	LOC119080532|XP_037044842.1|BCOP
OG0004048	LOC108594368|XP_017835017.2|DBUS	LOC119066765|XP_037025297.1|BCOP
OG0004049	LOC108608278|XP_017855075.1|DBUS	LOC119083295|XP_037048884.1|BCOP
OG0004050	LOC108607452|XP_017853778.2|DBUS	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP
OG0004051	LOC108606389|XP_017851949.2|DBUS	LOC119076238|XP_037038794.1|BCOP
OG0004052	LOC108607123|XP_017853248.1|DBUS	LOC119083907|XP_037049614.1|BCOP
OG0004053	LOC108595854|XP_017836634.1|DBUS	LOC119073896|XP_037035680.1|BCOP
OG0004054	LOC108608457|XP_017855331.1|DBUS	LOC119085165|XP_037051358.1|BCOP
OG0004055	LOC108602713|XP_017846356.1|DBUS	LOC119069675|XP_037029694.1|BCOP
OG0004056	LOC108604573|XP_017849593.1|DBUS	LOC119069726|XP_037029749.1|BCOP
OG0004057	LOC108599124|XP_017841403.1|DBUS	LOC119068915|XP_037028676.1|BCOP
OG0004058	LOC108599468|XP_017841794.2|DBUS	LOC119072725|XP_037033897.1|BCOP
OG0004059	LOC108604838|XP_017849947.1|DBUS	LOC119074734|XP_037036897.1|BCOP
OG0004060	LOC108603757|XP_017848325.1|DBUS	LOC119084501|XP_037050415.1|BCOP
OG0004061	LOC108606891|XP_017852905.1|DBUS	LOC119075241|XP_037037531.1|BCOP
OG0004062	LOC108598598|XP_017840781.1|DBUS	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP
OG0004063	LOC108605752|XP_017851042.1|DBUS	LOC119073988|XP_037035800.1|BCOP
OG0004064	LOC108598933|XP_017841186.1|DBUS	LOC119079891|XP_037043872.1|BCOP
OG0004065	LOC108596933|XP_017838598.2|DBUS	LOC119085542|XP_037051850.1|BCOP
OG0004066	LOC108596621|XP_017838054.1|DBUS	LOC119085498|XP_037051808.1|BCOP
OG0004067	LOC108605207|XP_017850299.1|DBUS	LOC119071950|XP_037032977.1|BCOP
OG0004068	LOC108602046|XP_017845546.1|DBUS	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP
OG0004069	LOC108603806|XP_017848394.1|DBUS	LOC119074472|XP_037036509.1|BCOP
OG0004070	LOC108599119|XP_017841397.1|DBUS	LOC119067750|XP_037026774.1|BCOP
OG0004071	LOC108600823|XP_017844104.2|DBUS	LOC119077773|XP_037040977.1|BCOP
OG0004072	LOC108600824|XP_017844105.2|DBUS	LOC119077775|XP_037040980.1|BCOP
OG0004073	LOC108605291|XP_017850430.1|DBUS	LOC119073845|XP_037035583.1|BCOP
OG0004074	LOC108597530|XP_017839619.1|DBUS	LOC119082860|XP_037048417.1|BCOP
OG0004075	LOC108596644|XP_017838108.1|DBUS	LOC119072244|XP_037033319.1|BCOP
OG0004076	LOC108596643|XP_017838100.1|DBUS	LOC119066171|XP_037024363.1|BCOP
OG0004077	LOC108605568|XP_017850827.1|DBUS	LOC119067377|XP_037026196.1|BCOP
OG0004078	LOC108604719|XP_017849785.1|DBUS	LOC119076887|XP_037039786.1|BCOP
OG0004079	LOC108605751|XP_017851040.1|DBUS	LOC119077638|XP_037040754.1|BCOP
OG0004080	LOC108597180|XP_017839091.1|DBUS	LOC119085856|XP_037052262.1|BCOP
OG0004081	LOC108596091|XP_017836999.1|DBUS	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP
OG0004082	LOC108607400|XP_017853667.1|DBUS	LOC119076714|XP_037039527.1|BCOP
OG0004083	LOC108603158|XP_017847203.1|DBUS	LOC119078791|XP_037042399.1|BCOP
OG0004084	LOC108599720|XP_033149602.1|DBUS	LOC119076804|XP_037039664.1|BCOP
OG0004085	LOC108601683|XP_017845081.1|DBUS	LOC119085738|XP_037052104.1|BCOP
OG0004086	LOC108601763|XP_017845176.1|DBUS	LOC119081628|XP_037046574.1|BCOP
OG0004087	LOC108606665|XP_017852483.1|DBUS, LOC108595222|XP_033150642.1|DBUS	LOC119076013|XP_037038499.1|BCOP
OG0004088	LOC108601776|XP_017845191.1|DBUS	LOC119068153|XP_037027519.1|BCOP
OG0004089	LOC108606844|XP_017852826.2|DBUS	LOC119085200|XP_037051443.1|BCOP
OG0004090	LOC108602921|XP_017846751.1|DBUS	LOC119074294|XP_037036205.1|BCOP
OG0004091	LOC108601309|XP_017844698.1|DBUS, LOC108602794|XP_017846506.2|DBUS	LOC119073779|XP_037035353.1|BCOP
OG0004092	LOC108606488|XP_017852117.1|DBUS	LOC119075018|XP_037037321.1|BCOP
OG0004095	LOC108604304|XP_017849211.1|DBUS	LOC119077702|XP_037040871.1|BCOP
OG0004096	LOC108602094|XP_017845607.1|DBUS	LOC119080038|XP_037044125.1|BCOP
OG0004097	LOC108598558|XP_017840733.1|DBUS	LOC119084221|XP_037050015.1|BCOP
OG0004098	LOC108599353|XP_017841646.2|DBUS	LOC119084218|XP_037050009.1|BCOP
OG0004099	LOC108603048|XP_017846957.1|DBUS	LOC119074972|XP_037037266.1|BCOP
OG0004100	LOC108602078|XP_017845586.1|DBUS	LOC119076730|XP_037039538.1|BCOP
OG0004101	LOC108604625|XP_017849662.1|DBUS	LOC119082202|XP_037047531.1|BCOP
OG0004102	LOC108603262|XP_017847404.1|DBUS	LOC119076731|XP_037039542.1|BCOP
OG0004103	LOC108604717|XP_017849784.1|DBUS	LOC119068568|XP_037028108.1|BCOP
OG0004104	LOC108602163|XP_017845685.1|DBUS	LOC119084002|XP_037049709.1|BCOP
OG0004105	LOC108599504|XP_017841859.2|DBUS	LOC119076006|XP_037038481.1|BCOP
OG0004106	LOC108598334|XP_017840440.2|DBUS	LOC119074390|XP_037036404.1|BCOP
OG0004107	LOC108600277|XP_017843230.1|DBUS	LOC119074389|XP_037036403.1|BCOP
OG0004108	LOC108604051|XP_017848802.1|DBUS	LOC119074849|XP_037037058.1|BCOP
OG0004109	LOC108602922|XP_017846753.1|DBUS	LOC119070070|XP_037030266.1|BCOP
OG0004110	LOC108598413|XP_017840526.1|DBUS	LOC119084405|XP_037050267.1|BCOP
OG0004111	LOC108603792|XP_017848376.1|DBUS	LOC119084347|XP_037050183.1|BCOP
OG0004112	LOC108601914|XP_017845380.1|DBUS	LOC119071187|XP_037031856.1|BCOP
OG0004113	LOC108606317|XP_017851816.1|DBUS	LOC119071145|XP_037031772.1|BCOP
OG0004114	LOC108607142|XP_017853273.2|DBUS	LOC119077606|XP_037040715.1|BCOP
OG0004115	LOC108606725|XP_017852599.1|DBUS	LOC119077613|XP_037040725.1|BCOP
OG0004116	LOC108601899|XP_017845365.1|DBUS	LOC119082208|XP_037047548.1|BCOP
OG0004117	LOC108601794|XP_017845219.1|DBUS, LOC108604941|XP_033150263.1|DBUS, LOC117134911|XP_033150262.1|DBUS	LOC119076786|XP_037039641.1|BCOP
OG0004118	LOC108595408|XP_017836122.1|DBUS	LOC119081904|XP_037047032.1|BCOP
OG0004119	LOC108603251|XP_017847379.1|DBUS	LOC119071602|XP_037032448.1|BCOP
OG0004120	LOC108604507|XP_017849498.1|DBUS	LOC119084834|XP_037050818.1|BCOP
OG0004122	LOC108601998|XP_017845486.1|DBUS	LOC119084349|XP_037050186.1|BCOP
OG0004123	LOC108604076|XP_017848834.1|DBUS	LOC119074601|XP_037036747.1|BCOP
OG0004124	LOC108606719|XP_017852588.1|DBUS	LOC119074769|XP_037036933.1|BCOP
OG0004125	LOC108604392|XP_017849339.1|DBUS	LOC119076777|XP_037039628.1|BCOP
OG0004126	LOC108604354|XP_017849277.1|DBUS	LOC119076780|XP_037039631.1|BCOP
OG0004127	LOC108599154|XP_017841433.1|DBUS	LOC119068131|XP_037027488.1|BCOP
OG0004128	LOC108602264|XP_017845807.1|DBUS	LOC119077982|XP_037041258.1|BCOP
OG0004129	LOC108596870|XP_017838534.1|DBUS	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP
OG0004130	LOC108607218|XP_017853375.1|DBUS	LOC119076894|XP_037039795.1|BCOP
OG0004131	LOC108602202|XP_017845740.1|DBUS	LOC119076701|XP_037039508.1|BCOP
OG0004132	LOC108601145|XP_017844562.1|DBUS	LOC119084158|XP_037049904.1|BCOP
OG0004133	LOC108594446|XP_017835109.1|DBUS	LOC119076485|XP_037039165.1|BCOP
OG0004134	LOC108603184|XP_017847234.1|DBUS	LOC119071548|XP_037032349.1|BCOP
OG0004135	LOC108603188|XP_033150035.1|DBUS	LOC119077844|XP_037041058.1|BCOP
OG0004136	LOC108602808|XP_017846526.1|DBUS	LOC119077670|XP_037040809.1|BCOP
OG0004137	LOC108595915|XP_017836695.1|DBUS	LOC119074117|XP_037035979.1|BCOP
OG0004138	LOC108599996|XP_017842764.1|DBUS	LOC119074347|XP_037036337.1|BCOP
OG0004139	LOC108606233|XP_017851654.1|DBUS	LOC119074341|XP_037036329.1|BCOP
OG0004140	LOC108605981|XP_017851293.1|DBUS	LOC119071454|XP_037032201.1|BCOP
OG0004141	LOC108597232|XP_033148963.1|DBUS	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP
OG0004142	LOC108605566|XP_017850822.1|DBUS	LOC119074583|XP_037036711.1|BCOP
OG0004143	LOC108603773|XP_017848349.1|DBUS	LOC119077905|XP_037041173.1|BCOP
OG0004144	LOC108608056|XP_017854726.2|DBUS	LOC119077842|XP_037041056.1|BCOP
OG0004145	LOC108598970|XP_017841232.1|DBUS	LOC119073999|XP_037035827.1|BCOP
OG0004146	LOC108602919|XP_017846745.1|DBUS	LOC119076775|XP_037039625.1|BCOP
OG0004147	LOC108599120|XP_017841401.2|DBUS	LOC119073948|XP_037035733.1|BCOP
OG0004148	LOC108601410|XP_033149899.1|DBUS	LOC119084368|XP_037050212.1|BCOP
OG0004149	LOC108602810|XP_017846527.1|DBUS	LOC119084384|XP_037050241.1|BCOP
OG0004150	LOC108603411|XP_017847690.1|DBUS	LOC119083220|XP_037048784.1|BCOP
OG0004151	LOC108601780|XP_017845196.1|DBUS	LOC119085321|XP_037051597.1|BCOP
OG0004152	LOC108601989|XP_017845472.1|DBUS	LOC119076165|XP_037038745.1|BCOP
OG0004153	LOC108597259|XP_017839205.1|DBUS	LOC119067484|XP_037026384.1|BCOP
OG0004154	LOC108600212|XP_017843118.1|DBUS	LOC119067808|XP_037026856.1|BCOP
OG0004155	LOC108604121|XP_017848896.1|DBUS	LOC119075894|XP_037038366.1|BCOP
OG0004156	LOC108602391|XP_017845992.1|DBUS	LOC119067292|XP_037026077.1|BCOP
OG0004157	LOC108605269|XP_017850385.1|DBUS	LOC119068913|XP_037028671.1|BCOP
OG0004158	LOC108598363|XP_017840472.2|DBUS	LOC119084131|XP_037049877.1|BCOP
OG0004159	LOC108602873|XP_017846651.1|DBUS	LOC119076874|XP_037039778.1|BCOP
OG0004160	LOC108598467|XP_017840601.1|DBUS	LOC119082221|XP_037047570.1|BCOP
OG0004161	LOC108604080|XP_017848838.1|DBUS	LOC119070675|XP_037031013.1|BCOP
OG0004162	LOC108604194|XP_017849036.1|DBUS	LOC119077700|XP_037040867.1|BCOP
OG0004163	LOC108603919|XP_017848598.1|DBUS	LOC119084103|XP_037049852.1|BCOP
OG0004164	LOC108601493|XP_033149897.1|DBUS	LOC119075714|XP_037038133.1|BCOP
OG0004165	LOC108596396|XP_017837566.1|DBUS	LOC119076866|XP_037039768.1|BCOP
OG0004166	LOC108596755|XP_017838324.1|DBUS	LOC119068770|XP_037028423.1|BCOP
OG0004167	LOC108601918|XP_017845385.1|DBUS	LOC119084395|XP_037050255.1|BCOP
OG0004168	LOC108604714|XP_017849780.1|DBUS	LOC119084400|XP_037050262.1|BCOP
OG0004169	LOC108604969|XP_033150393.1|DBUS	LOC119075869|XP_037038324.1|BCOP
OG0004170	LOC108607077|XP_017853187.1|DBUS	LOC119075877|XP_037038335.1|BCOP
OG0004171	LOC108606842|XP_017852822.1|DBUS	LOC119075874|XP_037038333.1|BCOP
OG0004172	LOC108606702|XP_033150164.1|DBUS	LOC119075946|XP_037038404.1|BCOP
OG0004173	LOC108597585|XP_017839694.1|DBUS	LOC119071958|XP_037032985.1|BCOP
OG0004174	LOC108597102|XP_017838961.1|DBUS	LOC119071903|XP_037032910.1|BCOP
OG0004175	LOC108597204|XP_017839131.1|DBUS	LOC119071787|XP_037032743.1|BCOP
OG0004176	LOC108600587|XP_017843750.1|DBUS	LOC119085409|XP_037051711.1|BCOP
OG0004177	LOC108601477|XP_017844865.1|DBUS	LOC119083046|XP_037048562.1|BCOP
OG0004178	LOC108603323|XP_017847533.2|DBUS	LOC119076806|XP_037039672.1|BCOP
OG0004179	LOC108606400|XP_017851972.1|DBUS	LOC119078074|XP_037041425.1|BCOP
OG0004180	LOC108603974|XP_017848674.1|DBUS	LOC119070257|XP_037030419.1|BCOP
OG0004181	LOC108603344|XP_017847564.2|DBUS	LOC119066937|XP_037025549.1|BCOP
OG0004182	LOC108600153|XP_017843039.1|DBUS	LOC119070100|XP_037030314.1|BCOP
OG0004184	LOC108598490|XP_017840634.1|DBUS	LOC119084284|XP_037050105.1|BCOP
OG0004185	LOC108608303|XP_033150682.1|DBUS	LOC119075607|XP_037037979.1|BCOP
OG0004186	LOC108606507|XP_017852165.1|DBUS	LOC119076706|XP_037039517.1|BCOP
OG0004187	LOC108601915|XP_017845381.1|DBUS	LOC119076096|XP_037038646.1|BCOP
OG0004188	LOC108604385|XP_017849330.1|DBUS	LOC119073151|XP_037034351.1|BCOP
OG0004189	LOC108601800|XP_017845224.1|DBUS	LOC119073215|XP_037034423.1|BCOP
OG0004190	LOC108604600|XP_017849625.1|DBUS	LOC119074308|XP_037036251.1|BCOP
OG0004191	LOC108604413|XP_017849368.1|DBUS	LOC119074667|XP_037036844.1|BCOP
OG0004192	LOC108604822|XP_017849921.1|DBUS	LOC119074603|XP_037036750.1|BCOP
OG0004193	LOC108605826|XP_017851120.2|DBUS	LOC119073406|XP_037034740.1|BCOP
OG0004194	LOC108604540|XP_017849547.1|DBUS	LOC119084017|XP_037049725.1|BCOP
OG0004195	LOC108606958|XP_017853006.1|DBUS	LOC119074847|XP_037037056.1|BCOP
OG0004196	LOC108604168|XP_017848990.1|DBUS	LOC119075873|XP_037038330.1|BCOP
OG0004197	LOC108604356|XP_017849280.1|DBUS	LOC119076687|XP_037039486.1|BCOP
OG0004198	LOC108595590|XP_033149698.1|DBUS, LOC108604137|XP_017848935.1|DBUS	LOC119083010|XP_037048539.1|BCOP
OG0004199	LOC108602888|XP_017846685.1|DBUS	LOC119068722|XP_037028348.1|BCOP
OG0004200	LOC108596395|XP_017837565.1|DBUS	LOC119071893|XP_037032889.1|BCOP
OG0004201	LOC108602304|XP_017845876.1|DBUS	LOC119084702|XP_037050674.1|BCOP
OG0004202	LOC108604236|XP_017849098.1|DBUS	LOC119076094|XP_037038644.1|BCOP
OG0004203	LOC108602490|XP_017846104.1|DBUS	LOC119076145|XP_037038718.1|BCOP
OG0004204	LOC108599724|XP_017842211.1|DBUS	LOC119084827|XP_037050803.1|BCOP
OG0004205	LOC108599534|XP_017841907.2|DBUS	LOC119078311|XP_037041712.1|BCOP
OG0004206	LOC108603569|XP_017847975.1|DBUS	LOC119067713|XP_037026726.1|BCOP
OG0004207	LOC108603570|XP_017847976.1|DBUS	LOC119075905|XP_037038377.1|BCOP
OG0004208	LOC108601839|XP_017845271.1|DBUS	LOC119073278|XP_037034555.1|BCOP
OG0004209	LOC108603983|XP_017848699.1|DBUS	LOC119067979|XP_037027220.1|BCOP
OG0004210	LOC108603219|XP_017847307.1|DBUS	LOC119078714|XP_037042285.1|BCOP
OG0004211	LOC108608440|XP_033150782.1|DBUS	LOC119072661|XP_037033814.1|BCOP
OG0004212	LOC108601713|XP_017845117.1|DBUS	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP
OG0004213	LOC108603769|XP_017848345.1|DBUS	LOC119078042|XP_037041352.1|BCOP
OG0004214	LOC108595329|XP_017836038.1|DBUS	LOC119071514|XP_037032284.1|BCOP
OG0004215	LOC108597559|XP_017839657.1|DBUS	LOC119066063|XP_037024233.1|BCOP
OG0004216	LOC108598814|XP_017841048.1|DBUS	LOC119084419|XP_037050288.1|BCOP
OG0004217	LOC108598525|XP_017840695.1|DBUS	LOC119084415|XP_037050278.1|BCOP
OG0004218	LOC108606141|XP_017851483.1|DBUS, LOC108602438|XP_017846047.1|DBUS	LOC119076868|XP_037039771.1|BCOP
OG0004219	LOC108604569|XP_017849588.1|DBUS	LOC119082203|XP_037047532.1|BCOP
OG0004220	LOC108603052|XP_017846969.1|DBUS	LOC119084161|XP_037049909.1|BCOP
OG0004221	LOC108602209|XP_017845745.2|DBUS	LOC119074651|XP_037036824.1|BCOP
OG0004222	LOC108602033|XP_017845526.1|DBUS	LOC119074678|XP_037036857.1|BCOP
OG0004223	LOC108603436|XP_017847747.1|DBUS	LOC119074429|XP_037036451.1|BCOP
OG0004224	LOC108604130|XP_017848919.1|DBUS	LOC119068839|XP_037028539.1|BCOP
OG0004225	LOC108605459|XP_017850634.1|DBUS	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP
OG0004226	LOC108603531|XP_017847915.1|DBUS	LOC119083011|XP_037048540.1|BCOP
OG0004227	LOC108604212|XP_017849063.1|DBUS	LOC119066742|XP_037025264.1|BCOP
OG0004228	LOC108604213|XP_017849067.1|DBUS	LOC119074799|XP_037036971.1|BCOP
OG0004229	LOC108596569|XP_017837964.2|DBUS	LOC119071411|XP_037032184.1|BCOP
OG0004230	LOC108606559|XP_033150475.1|DBUS	LOC119074842|XP_037037043.1|BCOP
OG0004231	LOC108599739|XP_017842236.1|DBUS	LOC119068352|XP_037027815.1|BCOP
OG0004232	LOC108599742|XP_017842240.1|DBUS	LOC119067142|XP_037025838.1|BCOP
OG0004233	LOC108599741|XP_017842239.1|DBUS	LOC119066880|XP_037025463.1|BCOP
OG0004234	LOC108600252|XP_017843177.1|DBUS	LOC119067155|XP_037025846.1|BCOP
OG0004235	LOC108605709|XP_017850989.1|DBUS	LOC119069083|XP_037028861.1|BCOP
OG0004236	LOC108603591|XP_017848021.1|DBUS	LOC119083057|XP_037048573.1|BCOP
OG0004237	LOC108601619|XP_033149821.1|DBUS	LOC119075773|XP_037038219.1|BCOP
OG0004238	LOC108603584|XP_017848015.1|DBUS	LOC119078029|XP_037041336.1|BCOP
OG0004239	LOC108602786|XP_017846487.1|DBUS	LOC119084042|XP_037049770.1|BCOP
OG0004240	LOC108604751|XP_017849827.1|DBUS	LOC119077967|XP_037041244.1|BCOP
OG0004241	LOC108602136|XP_017845653.1|DBUS	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP
OG0004242	LOC108604002|XP_017848731.1|DBUS	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP
OG0004243	LOC108600291|XP_017843251.1|DBUS	LOC119075836|XP_037038283.1|BCOP
OG0004244	LOC108601450|XP_017844837.1|DBUS	LOC119074658|XP_037036832.1|BCOP
OG0004245	LOC117134806|XP_033149693.1|DBUS, LOC108600092|XP_017842942.1|DBUS	LOC119072040|XP_037033054.1|BCOP
OG0004246	LOC108601056|XP_017844436.1|DBUS	LOC119075612|XP_037037983.1|BCOP
OG0004247	LOC108605429|XP_017850594.1|DBUS	LOC119083553|XP_037049166.1|BCOP
OG0004248	LOC108595764|XP_017836543.1|DBUS	LOC119072378|XP_037033477.1|BCOP
OG0004249	LOC108600962|XP_017844305.1|DBUS	LOC119081049|XP_037045649.1|BCOP
