Orthogroup	DBUS.longest_only	HILL.longest_only
OG0005192	LOC108596625|XP_017838059.1|DBUS	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC108597216|XP_017839147.1|DBUS	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC108596918|XP_017838618.1|DBUS	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC108597195|XP_017839112.1|DBUS	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC108601063|XP_017844444.1|DBUS	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC108595464|XP_017836198.1|DBUS	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC108600710|XP_017843929.1|DBUS	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC108597524|XP_017839609.1|DBUS	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC108596297|XP_017837378.1|DBUS	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC108596855|XP_017838487.1|DBUS	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC108596940|XP_017838667.1|DBUS	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC108596229|XP_017837247.1|DBUS	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC108596440|XP_017837668.1|DBUS	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC108594256|XP_017834867.1|DBUS	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC108597658|XP_017839807.1|DBUS	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC108597547|XP_017839643.1|DBUS	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC108594641|XP_033149229.1|DBUS	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC108608355|XP_017855190.1|DBUS	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC108608247|XP_017855023.1|DBUS	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC108600798|XP_017844067.1|DBUS	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC108597310|XP_017839279.1|DBUS	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC108607137|XP_017853263.1|DBUS	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC108608097|XP_017854791.1|DBUS	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC108596376|XP_033150836.1|DBUS	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC108607527|XP_017853892.1|DBUS	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC108608233|XP_017855007.2|DBUS	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC108598571|XP_017840757.2|DBUS	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC108597689|XP_017839853.1|DBUS	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC108600138|XP_017843018.1|DBUS	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC108603415|XP_017847702.2|DBUS	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC108606115|XP_017851460.2|DBUS	LOC119653272|XP_037913822.1|HILL
OG0005224	LOC108607437|XP_033150721.1|DBUS	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC108599736|XP_017842273.1|DBUS	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC108608083|XP_017854768.1|DBUS	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC108598423|XP_017840542.1|DBUS	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC108594322|XP_017834959.1|DBUS	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC108599259|XP_017841547.1|DBUS	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC108608543|XP_017855447.1|DBUS	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC108597489|XP_017839559.1|DBUS	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC108608412|XP_017855260.1|DBUS	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC108600529|XP_017843671.1|DBUS	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC108599458|XP_017841786.1|DBUS	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC108603343|XP_017847567.1|DBUS	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC108608074|XP_017854759.1|DBUS	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC108597217|XP_017839151.1|DBUS	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC108603735|XP_017848278.1|DBUS	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC108594419|XP_017835077.1|DBUS	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC108600162|XP_017843058.2|DBUS	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC108608508|XP_017855398.1|DBUS	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC108594334|XP_017834977.1|DBUS	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC108608566|XP_033149749.1|DBUS	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC108603518|XP_017847898.1|DBUS	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC108604038|XP_017848786.1|DBUS	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC108603076|XP_017847048.1|DBUS	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC108597122|XP_017838990.1|DBUS	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC108604966|XP_017850024.1|DBUS	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC108603247|XP_033150055.1|DBUS	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC108608011|XP_033149181.1|DBUS	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC108596491|XP_017837779.1|DBUS	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC108608437|XP_033150662.1|DBUS	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC108607503|XP_017853853.1|DBUS	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC108604336|XP_033149871.1|DBUS	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC108604345|XP_017849266.2|DBUS	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC108600030|XP_017842845.1|DBUS	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC108608512|XP_017855401.1|DBUS	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC108600983|XP_017844335.2|DBUS	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC108608061|XP_033150715.1|DBUS	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC108608064|XP_017854739.2|DBUS	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC108594325|XP_017834964.1|DBUS	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC108608562|XP_017855474.1|DBUS	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC108604254|XP_017849130.1|DBUS	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC108601232|XP_017844619.1|DBUS	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC108607676|XP_017854121.2|DBUS	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC108607606|XP_017853998.1|DBUS	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC108607468|XP_017853794.1|DBUS	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC108607459|XP_017853785.1|DBUS	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC108596240|XP_017837280.2|DBUS	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC108594370|XP_017835019.1|DBUS	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC108608393|XP_017855237.2|DBUS	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC108596254|XP_017837300.1|DBUS	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC108607996|XP_017854646.1|DBUS	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC108608253|XP_017855032.1|DBUS	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC108607873|XP_033150575.1|DBUS	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC108597270|XP_017839223.1|DBUS	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC108608200|XP_017854963.1|DBUS	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC108597243|XP_017839182.1|DBUS	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC108599300|XP_017841594.1|DBUS	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC108608022|XP_017854689.1|DBUS	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC108594494|XP_017835179.2|DBUS	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC108603709|XP_017848237.1|DBUS	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC108603581|XP_017848008.1|DBUS	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC108594343|XP_017834986.1|DBUS	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC108600404|XP_017843449.2|DBUS	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC108607638|XP_017854050.1|DBUS	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC108607631|XP_017854044.1|DBUS	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC108600015|XP_017842822.1|DBUS	LOC119646708|XP_037903214.1|HILL
OG0005290	LOC108604708|XP_017849763.1|DBUS	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC108608547|XP_017855455.1|DBUS	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC108608190|XP_017854945.1|DBUS	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC108603550|XP_017847961.2|DBUS	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC108594218|XP_017834933.2|DBUS	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC108607699|XP_017854180.2|DBUS	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC108603868|XP_017848524.1|DBUS	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC108607970|XP_033150593.1|DBUS	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC108607708|XP_017854197.2|DBUS	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC108604327|XP_017849241.1|DBUS	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC108605517|XP_017850755.1|DBUS	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC108608479|XP_017855360.1|DBUS	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC108597249|XP_017839189.1|DBUS	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC108607816|XP_017854352.1|DBUS	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC108600420|XP_017843474.1|DBUS	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC108597242|XP_017839181.1|DBUS	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC108606714|XP_033149256.1|DBUS	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC108603671|XP_017848162.1|DBUS	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC108608548|XP_017855457.1|DBUS	LOC119650845|XP_037909918.1|HILL
OG0005310	LOC108594228|XP_017834828.1|DBUS	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC108594371|XP_033148908.1|DBUS	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC108608289|XP_017855099.1|DBUS	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC108608522|XP_017855415.2|DBUS	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC108608404|XP_017855253.1|DBUS	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC108607921|XP_017854523.1|DBUS	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC108597117|XP_017838983.1|DBUS	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC108607838|XP_017854391.2|DBUS	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC108596106|XP_033149482.1|DBUS	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC108608541|XP_017855446.1|DBUS	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC108595509|XP_033150324.1|DBUS	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC108607810|XP_017854347.1|DBUS	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC108608003|XP_017854654.2|DBUS	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC108607692|XP_017854162.2|DBUS	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC108597078|XP_017838906.2|DBUS	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC108597659|XP_017839813.2|DBUS	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC108607751|XP_017854681.2|DBUS	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC108608272|XP_017855064.1|DBUS	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC108601656|XP_017845044.1|DBUS	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC108598466|XP_017840600.1|DBUS	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC108598465|XP_017840598.2|DBUS	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC108607470|XP_017854281.2|DBUS	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC108608307|XP_017855124.2|DBUS	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC108603320|XP_017847529.1|DBUS	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC108594499|XP_017835186.1|DBUS	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC108596598|XP_017838016.1|DBUS	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC108595977|XP_017836753.2|DBUS	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC108594838|XP_017835465.1|DBUS	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC117134867|XP_033150084.1|DBUS	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC108605473|XP_017850653.1|DBUS	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC108607514|XP_017853872.1|DBUS	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC108596220|XP_017837237.1|DBUS	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC108598601|XP_017840789.2|DBUS	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC108595088|XP_017835729.1|DBUS	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC108595740|XP_017836515.1|DBUS	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC108599711|XP_017842200.1|DBUS	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC108606839|XP_017852824.1|DBUS	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC108594222|XP_017834821.1|DBUS	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC108608046|XP_017854715.2|DBUS	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC108602620|XP_017846251.2|DBUS	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC108608254|XP_017855033.1|DBUS	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC108599776|XP_017842319.2|DBUS	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC108608179|XP_033150583.1|DBUS	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC108595335|XP_017836043.2|DBUS	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC108608139|XP_033150117.1|DBUS	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC108608276|XP_017855073.1|DBUS	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC108594284|XP_017834909.1|DBUS	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC108597880|XP_017840003.2|DBUS	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC108607643|XP_017854059.2|DBUS	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC108594844|XP_033149201.1|DBUS	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC108598439|XP_017840560.1|DBUS	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC108608306|XP_017855123.1|DBUS	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC108598181|XP_017840289.1|DBUS	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC108597564|XP_017839666.2|DBUS	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC108597432|XP_017839479.1|DBUS	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC108608429|XP_017855286.1|DBUS	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC108596213|XP_017837231.1|DBUS	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC108607882|XP_017854472.1|DBUS	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC108604588|XP_017849609.1|DBUS	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC108603261|XP_017847405.1|DBUS	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC108608032|XP_017854698.1|DBUS	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC108594516|XP_017835208.1|DBUS	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC108601881|XP_017845344.1|DBUS	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC108596999|XP_017838768.1|DBUS	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC108608071|XP_017854753.1|DBUS, LOC108606129|XP_033150363.1|DBUS	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC108608070|XP_033150681.1|DBUS	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC108607754|XP_017854268.1|DBUS	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC108600757|XP_017844004.1|DBUS	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC108608026|XP_017854691.1|DBUS	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC108604079|XP_017848843.2|DBUS	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC108594359|XP_017835006.1|DBUS	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC108606481|XP_033150851.1|DBUS	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC108598433|XP_017840551.1|DBUS	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC108603328|XP_017847540.1|DBUS, LOC108603303|XP_017847468.1|DBUS	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC108597453|XP_017839507.1|DBUS	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC108595241|XP_017835929.1|DBUS	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC108603742|XP_017848287.1|DBUS	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC108607467|XP_017853793.1|DBUS	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC108594405|XP_017835062.1|DBUS	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC108594279|XP_017834903.1|DBUS	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC108594281|XP_017834905.1|DBUS	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC108607688|XP_017854152.1|DBUS	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC108602879|XP_017846668.1|DBUS	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC108608385|XP_033149823.1|DBUS	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC108608232|XP_017855004.2|DBUS	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC108608094|XP_033150806.1|DBUS	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC108608096|XP_017854790.1|DBUS	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC108603281|XP_017847433.1|DBUS	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC108597387|XP_017839409.2|DBUS	LOC119646246|XP_037902568.1|HILL
OG0005401	LOC108600776|XP_017844036.1|DBUS	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC108607890|XP_017854484.1|DBUS	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC108594226|XP_017834825.1|DBUS	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC108594227|XP_017834826.1|DBUS	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC108597345|XP_017839341.1|DBUS	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC108597568|XP_017839668.2|DBUS	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC108595910|XP_017836690.1|DBUS	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC108607948|XP_017854556.1|DBUS	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC108608230|XP_033150819.1|DBUS	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC108607659|XP_017854096.1|DBUS	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC108595878|XP_017836657.1|DBUS	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC108596446|XP_017837679.1|DBUS	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC108596377|XP_017837535.1|DBUS	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC108605971|XP_017851282.1|DBUS	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC108606799|XP_017852750.1|DBUS	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC108597531|XP_017839620.1|DBUS	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC108603327|XP_017847542.1|DBUS	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC108594455|XP_017835119.1|DBUS	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC108602010|XP_017845507.1|DBUS	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC108594483|XP_017835162.1|DBUS	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC108597244|XP_017839186.2|DBUS	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC108606417|XP_017852002.1|DBUS	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC108608111|XP_033150952.1|DBUS	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC108596879|XP_017838545.1|DBUS	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC108606978|XP_017853035.1|DBUS	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC108596637|XP_017838087.1|DBUS	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC108602298|XP_017845871.2|DBUS	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC108608189|XP_033149803.1|DBUS	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC108594349|XP_033150687.1|DBUS	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC108594351|XP_017834993.1|DBUS	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC108594467|XP_033150775.1|DBUS	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC108608143|XP_017854875.1|DBUS	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC108595441|XP_017836164.1|DBUS	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC108608129|XP_017854848.1|DBUS	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC108597308|XP_017839281.1|DBUS	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC108597297|XP_017839268.2|DBUS	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC108603916|XP_017848591.1|DBUS	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC108608226|XP_017854994.1|DBUS	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC108603210|XP_017847286.1|DBUS	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC108607977|XP_017854619.1|DBUS	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC108606783|XP_033150767.1|DBUS	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC108608158|XP_017854901.1|DBUS	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC108608048|XP_017854718.1|DBUS	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC108607961|XP_017854577.1|DBUS	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC108605675|XP_017850958.1|DBUS	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC108595254|XP_017835954.2|DBUS	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC108596698|XP_017838210.1|DBUS	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC108607227|XP_017853393.1|DBUS	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC108602347|XP_017845935.1|DBUS	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC108597661|XP_017839809.1|DBUS	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC108603353|XP_017847579.1|DBUS	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC108607791|XP_017854319.1|DBUS	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC108596279|XP_017837341.1|DBUS	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC108598892|XP_017841142.1|DBUS	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC108598939|XP_017841194.1|DBUS	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC108594458|XP_017835124.1|DBUS	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC108606190|XP_017851539.2|DBUS	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC108607460|XP_017853787.1|DBUS	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC108597183|XP_017839102.1|DBUS	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC108597636|XP_017839774.1|DBUS	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC108600178|XP_017843074.1|DBUS	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC108605028|XP_033150769.1|DBUS	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC108598938|XP_017841192.1|DBUS	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC108598936|XP_017841190.1|DBUS	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC108601642|XP_017845032.1|DBUS	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC108607537|XP_017853907.1|DBUS	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC108594964|XP_017839990.2|DBUS	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC108607594|XP_033150750.1|DBUS	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC108594208|XP_017834802.2|DBUS	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC108607895|XP_017854490.1|DBUS	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC108596813|XP_017838422.1|DBUS	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC108595508|XP_017836288.2|DBUS	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC108598061|XP_017839992.1|DBUS	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC108595743|XP_017836520.1|DBUS	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC108599603|XP_017842045.1|DBUS	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC108597357|XP_017839365.1|DBUS	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC108600085|XP_017842937.1|DBUS	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC108607902|XP_033150898.1|DBUS	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC108608540|XP_017855445.1|DBUS	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC108607917|XP_017854518.1|DBUS	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC108604330|XP_017849245.1|DBUS	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC108605344|XP_033150764.1|DBUS	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC108596760|XP_017838331.1|DBUS	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC108597021|XP_017838790.1|DBUS	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC108607625|XP_017854032.1|DBUS	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC108596383|XP_017837547.1|DBUS	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC108597554|XP_017839654.1|DBUS	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC108597903|XP_017840014.1|DBUS	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC108607846|XP_033150895.1|DBUS	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC108608004|XP_017854656.1|DBUS	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC108595621|XP_017836379.2|DBUS	LOC119651911|XP_037911665.1|HILL
