Orthogroup	DBUS.longest_only	DSAN.longest_only
OG0005305	LOC108597242|XP_017839181.1|DBUS	LOC120444408|XP_039479963.1|DSAN
OG0005306	LOC108606714|XP_033149256.1|DBUS	LOC120446138|XP_039482897.1|DSAN
OG0005307	LOC108603671|XP_017848162.1|DBUS	LOC120458859|XP_039502621.1|DSAN
OG0005308	LOC108608548|XP_017855457.1|DBUS	LOC120447736|XP_039485218.1|DSAN
OG0005310	LOC108594228|XP_017834828.1|DBUS	LOC120458616|XP_039502259.1|DSAN
OG0005311	LOC108594371|XP_033148908.1|DBUS	LOC120444014|XP_039479434.1|DSAN
OG0005312	LOC108608289|XP_017855099.1|DBUS	LOC120444073|XP_039479520.1|DSAN
OG0005313	LOC108608522|XP_017855415.2|DBUS	LOC120458009|XP_039501439.1|DSAN
OG0005314	LOC108608404|XP_017855253.1|DBUS	LOC120447518|XP_039484880.1|DSAN
OG0005315	LOC108607921|XP_017854523.1|DBUS	LOC120445325|XP_039481582.1|DSAN
OG0005316	LOC108597117|XP_017838983.1|DBUS	LOC120447162|XP_039484549.1|DSAN
OG0005317	LOC108607838|XP_017854391.2|DBUS	LOC120444924|XP_039480856.1|DSAN
OG0005318	LOC108596106|XP_033149482.1|DBUS	LOC120444526|XP_039480202.1|DSAN
OG0005319	LOC108608541|XP_017855446.1|DBUS	LOC120450088|XP_039488819.1|DSAN
OG0005320	LOC108595509|XP_033150324.1|DBUS	LOC120444992|XP_039480961.1|DSAN
OG0005321	LOC108607810|XP_017854347.1|DBUS	LOC120443820|XP_039479100.1|DSAN
OG0005322	LOC108608003|XP_017854654.2|DBUS	LOC120449689|XP_039488242.1|DSAN
OG0005323	LOC108607692|XP_017854162.2|DBUS	LOC120458091|XP_039501545.1|DSAN
OG0005324	LOC108597078|XP_017838906.2|DBUS	LOC120458144|XP_039501621.1|DSAN
OG0005325	LOC108597659|XP_017839813.2|DBUS	LOC120458019|XP_039501455.1|DSAN
OG0005326	LOC108607751|XP_017854681.2|DBUS	LOC120458517|XP_039502125.1|DSAN
OG0005327	LOC108608272|XP_017855064.1|DBUS	LOC120458183|XP_039501681.1|DSAN
OG0005328	LOC108601656|XP_017845044.1|DBUS	LOC120452757|XP_039493073.1|DSAN
OG0005329	LOC108598466|XP_017840600.1|DBUS	LOC120450472|XP_039489448.1|DSAN
OG0005330	LOC108598465|XP_017840598.2|DBUS	LOC120450471|XP_039489447.1|DSAN
OG0005331	LOC108607470|XP_017854281.2|DBUS	LOC120458296|XP_039501830.1|DSAN
OG0005332	LOC108608307|XP_017855124.2|DBUS	LOC120447061|XP_039484386.1|DSAN
OG0005333	LOC108603320|XP_017847529.1|DBUS	LOC120458594|XP_039502232.1|DSAN
OG0005334	LOC108594499|XP_017835186.1|DBUS	LOC120449048|XP_039487278.1|DSAN
OG0005335	LOC108596598|XP_017838016.1|DBUS	LOC120447152|XP_039484536.1|DSAN
OG0005336	LOC108595977|XP_017836753.2|DBUS	LOC120458395|XP_039501952.1|DSAN
OG0005337	LOC108594838|XP_017835465.1|DBUS	LOC120444724|XP_039480584.1|DSAN
OG0005338	LOC117134867|XP_033150084.1|DBUS	LOC120456978|XP_039500063.1|DSAN
OG0005339	LOC108605473|XP_017850653.1|DBUS	LOC120458280|XP_039501810.1|DSAN
OG0005340	LOC108607514|XP_017853872.1|DBUS	LOC120452502|XP_039492690.1|DSAN
OG0005341	LOC108596220|XP_017837237.1|DBUS	LOC120451323|XP_039490834.1|DSAN
OG0005342	LOC108598601|XP_017840789.2|DBUS	LOC120456533|XP_039499345.1|DSAN
OG0005343	LOC108595088|XP_017835729.1|DBUS	LOC120458045|XP_039501487.1|DSAN
OG0005344	LOC108595740|XP_017836515.1|DBUS	LOC120445557|XP_039481964.1|DSAN
OG0005345	LOC108599711|XP_017842200.1|DBUS	LOC120444006|XP_039479420.1|DSAN
OG0005346	LOC108606839|XP_017852824.1|DBUS	LOC120449956|XP_039488595.1|DSAN
OG0005347	LOC108594222|XP_017834821.1|DBUS	LOC120445546|XP_039481956.1|DSAN
OG0005348	LOC108608046|XP_017854715.2|DBUS	LOC120444134|XP_039479634.1|DSAN
OG0005349	LOC108602620|XP_017846251.2|DBUS	LOC120458878|XP_039502649.1|DSAN
OG0005350	LOC108608254|XP_017855033.1|DBUS	LOC120458241|XP_039501765.1|DSAN
OG0005351	LOC108599776|XP_017842319.2|DBUS	LOC120450244|XP_039489064.1|DSAN
OG0005352	LOC108608179|XP_033150583.1|DBUS	LOC120446214|XP_039483048.1|DSAN
OG0005353	LOC108595335|XP_017836043.2|DBUS	LOC120444352|XP_039479868.1|DSAN
OG0005354	LOC108608139|XP_033150117.1|DBUS	LOC120444069|XP_039479518.1|DSAN
OG0005355	LOC108608276|XP_017855073.1|DBUS	LOC120454173|XP_039495188.1|DSAN
OG0005356	LOC108594284|XP_017834909.1|DBUS	LOC120454444|XP_039495684.1|DSAN
OG0005357	LOC108597880|XP_017840003.2|DBUS	LOC120458171|XP_039501662.1|DSAN
OG0005358	LOC108607643|XP_017854059.2|DBUS	LOC120443829|XP_039479114.1|DSAN
OG0005359	LOC108594844|XP_033149201.1|DBUS	LOC120445623|XP_039482070.1|DSAN
OG0005360	LOC108598439|XP_017840560.1|DBUS	LOC120449472|XP_039487881.1|DSAN
OG0005361	LOC108608306|XP_017855123.1|DBUS	LOC120448375|XP_039486283.1|DSAN
OG0005362	LOC108598181|XP_017840289.1|DBUS	LOC120458504|XP_039502106.1|DSAN
OG0005363	LOC108597564|XP_017839666.2|DBUS	LOC120458261|XP_039501784.1|DSAN
OG0005364	LOC108597432|XP_017839479.1|DBUS	LOC120446084|XP_039482806.1|DSAN
OG0005365	LOC108608429|XP_017855286.1|DBUS	LOC120447119|XP_039484483.1|DSAN
OG0005366	LOC108596213|XP_017837231.1|DBUS	LOC120445283|XP_039481519.1|DSAN
OG0005367	LOC108607882|XP_017854472.1|DBUS	LOC120445688|XP_039482178.1|DSAN
OG0005368	LOC108604588|XP_017849609.1|DBUS	LOC120453770|XP_039494540.1|DSAN
OG0005369	LOC108603261|XP_017847405.1|DBUS	LOC120453358|XP_039494005.1|DSAN
OG0005370	LOC108608032|XP_017854698.1|DBUS	LOC120457185|XP_039500496.1|DSAN
OG0005371	LOC108594516|XP_017835208.1|DBUS	LOC120458499|XP_039502100.1|DSAN
OG0005372	LOC108601881|XP_017845344.1|DBUS	LOC120452743|XP_039493052.1|DSAN
OG0005373	LOC108596999|XP_017838768.1|DBUS	LOC120444064|XP_039479516.1|DSAN
OG0005374	LOC108608071|XP_017854753.1|DBUS, LOC108606129|XP_033150363.1|DBUS	LOC120447217|XP_039484669.1|DSAN
OG0005375	LOC108608070|XP_033150681.1|DBUS	LOC120447216|XP_039484668.1|DSAN
OG0005376	LOC108607754|XP_017854268.1|DBUS	LOC120443835|XP_039479125.1|DSAN
OG0005377	LOC108600757|XP_017844004.1|DBUS	LOC120450412|XP_039489353.1|DSAN
OG0005378	LOC108608026|XP_017854691.1|DBUS	LOC120450419|XP_039489363.1|DSAN
OG0005379	LOC108604079|XP_017848843.2|DBUS	LOC120454942|XP_039496648.1|DSAN
OG0005380	LOC108594359|XP_017835006.1|DBUS	LOC120458282|XP_039501812.1|DSAN
OG0005381	LOC108608255|XP_017855034.1|DBUS	LOC120447047|XP_039484344.1|DSAN
OG0005382	LOC108606481|XP_033150851.1|DBUS	LOC120457689|XP_039501108.1|DSAN
OG0005383	LOC108598433|XP_017840551.1|DBUS	LOC120448876|XP_039487025.1|DSAN
OG0005384	LOC108603328|XP_017847540.1|DBUS, LOC108603303|XP_017847468.1|DBUS	LOC120453369|XP_039493976.1|DSAN
OG0005385	LOC108597453|XP_017839507.1|DBUS	LOC120445228|XP_039481420.1|DSAN
OG0005386	LOC108595241|XP_017835929.1|DBUS	LOC120446353|XP_039483213.1|DSAN
OG0005387	LOC108603742|XP_017848287.1|DBUS	LOC120454707|XP_039496178.1|DSAN
OG0005388	LOC108607467|XP_017853793.1|DBUS	LOC120451897|XP_039491843.1|DSAN
OG0005389	LOC108594405|XP_017835062.1|DBUS	LOC120452555|XP_039492801.1|DSAN
OG0005390	LOC108594279|XP_017834903.1|DBUS	LOC120453405|XP_039494034.1|DSAN
OG0005391	LOC108594281|XP_017834905.1|DBUS	LOC120453428|XP_039494070.1|DSAN
OG0005392	LOC108607688|XP_017854152.1|DBUS	LOC120444621|XP_039480358.1|DSAN
OG0005393	LOC108602879|XP_017846668.1|DBUS	LOC120454367|XP_039495530.1|DSAN
OG0005394	LOC108608385|XP_033149823.1|DBUS	LOC120444950|XP_039480890.1|DSAN
OG0005395	LOC108608232|XP_017855004.2|DBUS	LOC120446063|XP_039482772.1|DSAN
OG0005396	LOC108608094|XP_033150806.1|DBUS	LOC120448693|XP_039486786.1|DSAN
OG0005397	LOC108608096|XP_017854790.1|DBUS	LOC120458003|XP_039501432.1|DSAN
OG0005398	LOC108603281|XP_017847433.1|DBUS	LOC120454545|XP_039495859.1|DSAN
OG0005399	LOC108597387|XP_017839409.2|DBUS	LOC120458367|XP_039501919.1|DSAN
OG0005401	LOC108600776|XP_017844036.1|DBUS	LOC120458675|XP_039502345.1|DSAN
OG0005402	LOC108607890|XP_017854484.1|DBUS	LOC120458618|XP_039502261.1|DSAN
OG0005403	LOC108594226|XP_017834825.1|DBUS	LOC120458614|XP_039502256.1|DSAN
OG0005404	LOC108594227|XP_017834826.1|DBUS	LOC120458615|XP_039502258.1|DSAN
OG0005405	LOC108597345|XP_017839341.1|DBUS	LOC120445973|XP_039482639.1|DSAN
OG0005406	LOC108597568|XP_017839668.2|DBUS	LOC120446261|XP_039483068.1|DSAN
OG0005407	LOC108595910|XP_017836690.1|DBUS	LOC120446172|XP_039482940.1|DSAN
OG0005408	LOC108607948|XP_017854556.1|DBUS	LOC120444510|XP_039480165.1|DSAN
OG0005409	LOC108608230|XP_033150819.1|DBUS	LOC120458767|XP_039502474.1|DSAN
OG0005410	LOC108607659|XP_017854096.1|DBUS	LOC120458001|XP_039501427.1|DSAN
OG0005411	LOC108595878|XP_017836657.1|DBUS	LOC120444837|XP_039480728.1|DSAN
OG0005412	LOC108596446|XP_017837679.1|DBUS	LOC120444768|XP_039480633.1|DSAN
OG0005413	LOC108596377|XP_017837535.1|DBUS	LOC120447074|XP_039484399.1|DSAN
OG0005414	LOC108605971|XP_017851282.1|DBUS	LOC120456831|XP_039499814.1|DSAN
OG0005415	LOC108606799|XP_017852750.1|DBUS	LOC120457389|XP_039500883.1|DSAN
OG0005416	LOC108597531|XP_017839620.1|DBUS	LOC120457003|XP_039500094.1|DSAN
OG0005417	LOC108603327|XP_017847542.1|DBUS	LOC120444474|XP_039480087.1|DSAN
OG0005418	LOC108594455|XP_017835119.1|DBUS	LOC120445003|XP_039480983.1|DSAN
OG0005419	LOC108602010|XP_017845507.1|DBUS	LOC120446984|XP_039484218.1|DSAN
OG0005420	LOC108594483|XP_017835162.1|DBUS	LOC120458526|XP_039502134.1|DSAN
OG0005421	LOC108597244|XP_017839186.2|DBUS	LOC120458225|XP_039501740.1|DSAN
OG0005422	LOC108606417|XP_017852002.1|DBUS	LOC120456740|XP_039499663.1|DSAN
OG0005423	LOC108608111|XP_033150952.1|DBUS	LOC120447618|XP_039485088.1|DSAN
OG0005424	LOC108596879|XP_017838545.1|DBUS	LOC120444440|XP_039480033.1|DSAN
OG0005425	LOC108606978|XP_017853035.1|DBUS	LOC120455321|XP_039497330.1|DSAN
OG0005426	LOC108596637|XP_017838087.1|DBUS	LOC120451170|XP_039490976.1|DSAN
OG0005427	LOC108602298|XP_017845871.2|DBUS	LOC120444444|XP_039480037.1|DSAN
OG0005428	LOC108608189|XP_033149803.1|DBUS	LOC120443833|XP_039479123.1|DSAN
OG0005429	LOC108594349|XP_033150687.1|DBUS	LOC120452410|XP_039492604.1|DSAN
OG0005430	LOC108594351|XP_017834993.1|DBUS	LOC120452222|XP_039492318.1|DSAN
OG0005431	LOC108594467|XP_033150775.1|DBUS	LOC120445726|XP_039482228.1|DSAN
OG0005432	LOC108608143|XP_017854875.1|DBUS	LOC120446099|XP_039482825.1|DSAN
OG0005433	LOC108595441|XP_017836164.1|DBUS	LOC120445312|XP_039481557.1|DSAN
OG0005434	LOC108608129|XP_017854848.1|DBUS	LOC120446003|XP_039482683.1|DSAN
OG0005435	LOC108597308|XP_017839281.1|DBUS	LOC120453814|XP_039494626.1|DSAN
OG0005436	LOC108597297|XP_017839268.2|DBUS	LOC120445707|XP_039482202.1|DSAN
OG0005437	LOC108603916|XP_017848591.1|DBUS	LOC120453287|XP_039493848.1|DSAN
OG0005438	LOC108608226|XP_017854994.1|DBUS	LOC120458598|XP_039502238.1|DSAN
OG0005439	LOC108603210|XP_017847286.1|DBUS	LOC120454446|XP_039495682.1|DSAN
OG0005440	LOC108607977|XP_017854619.1|DBUS	LOC120448029|XP_039485709.1|DSAN
OG0005441	LOC108606783|XP_033150767.1|DBUS	LOC120458099|XP_039501560.1|DSAN
OG0005442	LOC108608158|XP_017854901.1|DBUS	LOC120446438|XP_039483343.1|DSAN
OG0005443	LOC108608048|XP_017854718.1|DBUS	LOC120447280|XP_039484718.1|DSAN
OG0005444	LOC108607961|XP_017854577.1|DBUS	LOC120455451|XP_039497604.1|DSAN
OG0005445	LOC108605675|XP_017850958.1|DBUS	LOC120457019|XP_039500113.1|DSAN
OG0005446	LOC108604101|XP_017848914.1|DBUS	LOC120454159|XP_039495162.1|DSAN
OG0005447	LOC108595254|XP_017835954.2|DBUS	LOC120456867|XP_039499895.1|DSAN
OG0005448	LOC108596698|XP_017838210.1|DBUS	LOC120447006|XP_039484247.1|DSAN
OG0005449	LOC108607227|XP_017853393.1|DBUS	LOC120457234|XP_039500549.1|DSAN
OG0005450	LOC108602347|XP_017845935.1|DBUS	LOC120450881|XP_039490050.1|DSAN
OG0005451	LOC108594275|XP_033150493.1|DBUS	LOC120447228|XP_039484687.1|DSAN
OG0005452	LOC108597661|XP_017839809.1|DBUS	LOC120446170|XP_039482934.1|DSAN
OG0005453	LOC108603353|XP_017847579.1|DBUS	LOC120454215|XP_039495246.1|DSAN
OG0005454	LOC108607791|XP_017854319.1|DBUS	LOC120451023|XP_039490285.1|DSAN
OG0005455	LOC108596279|XP_017837341.1|DBUS	LOC120444505|XP_039480155.1|DSAN
OG0005456	LOC108598892|XP_017841142.1|DBUS	LOC120444301|XP_039479757.1|DSAN
OG0005457	LOC108598939|XP_017841194.1|DBUS	LOC120444302|XP_039479758.1|DSAN
OG0005458	LOC108594458|XP_017835124.1|DBUS	LOC120453987|XP_039494880.1|DSAN
OG0005459	LOC108606190|XP_017851539.2|DBUS	LOC120449999|XP_039488648.1|DSAN
OG0005460	LOC108607460|XP_017853787.1|DBUS	LOC120451876|XP_039491821.1|DSAN
OG0005461	LOC108597183|XP_017839102.1|DBUS	LOC120444581|XP_039480276.1|DSAN
OG0005462	LOC108597636|XP_017839774.1|DBUS	LOC120446076|XP_039482790.1|DSAN
OG0005463	LOC108600178|XP_017843074.1|DBUS	LOC120450381|XP_039489306.1|DSAN
OG0005464	LOC108605028|XP_033150769.1|DBUS	LOC120445598|XP_039482031.1|DSAN
OG0005465	LOC108598938|XP_017841192.1|DBUS	LOC120446825|XP_039483939.1|DSAN
OG0005466	LOC108598936|XP_017841190.1|DBUS	LOC120444299|XP_039479754.1|DSAN
OG0005467	LOC108601642|XP_017845032.1|DBUS	LOC120453177|XP_039493671.1|DSAN
OG0005468	LOC108607537|XP_017853907.1|DBUS	LOC120445740|XP_039482251.1|DSAN
OG0005469	LOC108594964|XP_017839990.2|DBUS	LOC120443782|XP_039479045.1|DSAN
OG0005470	LOC108607594|XP_033150750.1|DBUS	LOC120443781|XP_039479043.1|DSAN
OG0005471	LOC108594208|XP_017834802.2|DBUS	LOC120444509|XP_039480160.1|DSAN
OG0005472	LOC108607895|XP_017854490.1|DBUS	LOC120447091|XP_039484428.1|DSAN
OG0005473	LOC108596813|XP_017838422.1|DBUS	LOC120450560|XP_039489607.1|DSAN
OG0005474	LOC108595508|XP_017836288.2|DBUS	LOC120453725|XP_039494490.1|DSAN
OG0005475	LOC108598061|XP_017839992.1|DBUS	LOC120453717|XP_039494479.1|DSAN
OG0005476	LOC108595743|XP_017836520.1|DBUS	LOC120445939|XP_039482541.1|DSAN
OG0005477	LOC108599603|XP_017842045.1|DBUS	LOC120448100|XP_039485837.1|DSAN
OG0005478	LOC108597357|XP_017839365.1|DBUS	LOC120458778|XP_039502491.1|DSAN
OG0005479	LOC108600085|XP_017842937.1|DBUS	LOC120458777|XP_039502490.1|DSAN
OG0005480	LOC108607902|XP_033150898.1|DBUS	LOC120458779|XP_039502492.1|DSAN
OG0005481	LOC108608540|XP_017855445.1|DBUS	LOC120449001|XP_039487210.1|DSAN
OG0005482	LOC108607917|XP_017854518.1|DBUS	LOC120449314|XP_039487645.1|DSAN
OG0005483	LOC108604330|XP_017849245.1|DBUS	LOC120451262|XP_039490725.1|DSAN
OG0005484	LOC108605344|XP_033150764.1|DBUS	LOC120458262|XP_039501786.1|DSAN
OG0005485	LOC108596760|XP_017838331.1|DBUS	LOC120446139|XP_039482898.1|DSAN
OG0005486	LOC108597021|XP_017838790.1|DBUS	LOC120456593|XP_039499440.1|DSAN
OG0005487	LOC108607625|XP_017854032.1|DBUS	LOC120458160|XP_039501648.1|DSAN
OG0005488	LOC108596383|XP_017837547.1|DBUS	LOC120455480|XP_039497652.1|DSAN
OG0005489	LOC108597554|XP_017839654.1|DBUS	LOC120447996|XP_039485632.1|DSAN
OG0005490	LOC108597903|XP_017840014.1|DBUS	LOC120444143|XP_039479645.1|DSAN
OG0005491	LOC108607846|XP_033150895.1|DBUS	LOC120443874|XP_039479191.1|DSAN
OG0005492	LOC108608004|XP_017854656.1|DBUS	LOC120449698|XP_039488251.1|DSAN
OG0005493	LOC108595621|XP_017836379.2|DBUS	LOC120445701|XP_039482194.1|DSAN
OG0005494	LOC108596249|XP_017837290.1|DBUS	LOC120447038|XP_039484318.1|DSAN
OG0005495	LOC108596295|XP_017837375.1|DBUS	LOC120445457|XP_039481836.1|DSAN
OG0005496	LOC108604383|XP_017849327.1|DBUS	LOC120452505|XP_039492689.1|DSAN
OG0005497	LOC108598833|XP_017841078.1|DBUS	LOC120444990|XP_039480955.1|DSAN
OG0005498	LOC108598843|XP_017841090.1|DBUS	LOC120444994|XP_039480964.1|DSAN
OG0005499	LOC108607966|XP_017854582.1|DBUS	LOC120444986|XP_039480951.1|DSAN
OG0005500	LOC108607967|XP_033148996.1|DBUS	LOC120444995|XP_039480965.1|DSAN
OG0005501	LOC108607854|XP_017854425.1|DBUS	LOC120446555|XP_039483506.1|DSAN
OG0005502	LOC108607855|XP_017854426.2|DBUS	LOC120446556|XP_039483507.1|DSAN
OG0005503	LOC108607644|XP_033150748.1|DBUS	LOC120443870|XP_039479172.1|DSAN
OG0005504	LOC108599398|XP_017841699.1|DBUS	LOC120451973|XP_039491972.1|DSAN
OG0005506	LOC108607958|XP_017854575.2|DBUS	LOC120444665|XP_039480443.1|DSAN
OG0005507	LOC108603744|XP_017848305.1|DBUS	LOC120454234|XP_039495275.1|DSAN
OG0005508	LOC108607589|XP_017853978.1|DBUS	LOC120444091|XP_039479552.1|DSAN
OG0005509	LOC108598169|XP_017840311.1|DBUS	LOC120443754|XP_039478951.1|DSAN
OG0005510	LOC108607510|XP_017853863.2|DBUS	LOC120458061|XP_039501505.1|DSAN
OG0005511	LOC108606396|XP_017851964.1|DBUS	LOC120455413|XP_039497492.1|DSAN
OG0005512	LOC108604705|XP_017849757.1|DBUS	LOC120453098|XP_039493565.1|DSAN
OG0005513	LOC108602788|XP_017846492.1|DBUS	LOC120455746|XP_039498102.1|DSAN
OG0005514	LOC108602893|XP_017846691.1|DBUS	LOC120452638|XP_039492883.1|DSAN
OG0005515	LOC108596944|XP_017838672.1|DBUS	LOC120446634|XP_039483634.1|DSAN
OG0005516	LOC108608339|XP_033150596.1|DBUS	LOC120449033|XP_039487254.1|DSAN
OG0005517	LOC108608379|XP_017855217.2|DBUS	LOC120443955|XP_039479349.1|DSAN
OG0005518	LOC108596851|XP_017838480.1|DBUS	LOC120444846|XP_039480740.1|DSAN
OG0005519	LOC108597497|XP_017839569.1|DBUS	LOC120446931|XP_039484115.1|DSAN
OG0005520	LOC108608422|XP_017855274.1|DBUS	LOC120457324|XP_039500765.1|DSAN
OG0005521	LOC108601111|XP_017844520.1|DBUS	LOC120458511|XP_039502116.1|DSAN
OG0005522	LOC108598073|XP_033149334.1|DBUS	LOC120447597|XP_039485001.1|DSAN
OG0005523	LOC108601301|XP_017844114.2|DBUS	LOC120457748|XP_039501181.1|DSAN
OG0005524	LOC108608378|XP_017855214.1|DBUS	LOC120449908|XP_039488537.1|DSAN
OG0005525	LOC108597519|XP_017839605.2|DBUS	LOC120451258|XP_039490724.1|DSAN
OG0005526	LOC108599494|XP_017841833.1|DBUS	LOC120444118|XP_039479585.1|DSAN
OG0005528	LOC108599558|XP_017841945.1|DBUS	LOC120458128|XP_039501601.1|DSAN
OG0005529	LOC108594436|XP_033149122.1|DBUS	LOC120457792|XP_039501223.1|DSAN
OG0005531	LOC108600376|XP_017843405.1|DBUS	LOC120449342|XP_039487683.1|DSAN
OG0005532	LOC108607809|XP_017854343.1|DBUS	LOC120449522|XP_039487997.1|DSAN
OG0005533	LOC108608041|XP_017854711.2|DBUS	LOC120446893|XP_039484048.1|DSAN
OG0005534	LOC108599696|XP_017842182.1|DBUS	LOC120448757|XP_039486876.1|DSAN
OG0005535	LOC108607655|XP_017854086.1|DBUS	LOC120458925|XP_039502711.1|DSAN
OG0005536	LOC108607729|XP_017854242.2|DBUS	LOC120445527|XP_039481923.1|DSAN
OG0005537	LOC108594223|XP_017834823.1|DBUS	LOC120458934|XP_039502723.1|DSAN
OG0005538	LOC108594234|XP_017834835.2|DBUS	LOC120445298|XP_039481535.1|DSAN
OG0005539	LOC108596339|XP_017837486.1|DBUS	LOC120446420|XP_039483313.1|DSAN
OG0005540	LOC108608463|XP_017855336.1|DBUS	LOC120455138|XP_039496978.1|DSAN
OG0005541	LOC108608100|XP_017854797.1|DBUS	LOC120457061|XP_039500175.1|DSAN
OG0005542	LOC108599638|XP_017842099.1|DBUS	LOC120450191|XP_039488990.1|DSAN
OG0005543	LOC108607524|XP_017853890.1|DBUS	LOC120446216|XP_039483004.1|DSAN
OG0005544	LOC108608454|XP_017855322.1|DBUS	LOC120443866|XP_039479165.1|DSAN
OG0005545	LOC108607775|XP_017854295.1|DBUS	LOC120458561|XP_039502180.1|DSAN
OG0005546	LOC108594296|XP_033150244.1|DBUS	LOC120457754|XP_039501186.1|DSAN
OG0005547	LOC108601335|XP_017844726.1|DBUS	LOC120458002|XP_039501428.1|DSAN
OG0005548	LOC108607887|XP_017854480.1|DBUS	LOC120458611|XP_039502253.1|DSAN
OG0005549	LOC108607891|XP_017854485.1|DBUS	LOC120458619|XP_039502263.1|DSAN
OG0005550	LOC108608275|XP_017855071.2|DBUS, LOC117134980|XP_033150554.1|DBUS	LOC120448515|XP_039486486.1|DSAN
OG0005551	LOC108597077|XP_017838902.1|DBUS	LOC120444833|XP_039480723.1|DSAN
OG0005552	LOC108597627|XP_017839759.1|DBUS	LOC120444831|XP_039480722.1|DSAN
OG0005553	LOC108598327|XP_017840436.1|DBUS	LOC120451879|XP_039491858.1|DSAN
OG0005554	LOC108596270|XP_033150870.1|DBUS	LOC120443772|XP_039479010.1|DSAN
OG0005555	LOC108599853|XP_017842474.1|DBUS	LOC120458544|XP_039502159.1|DSAN
OG0005556	LOC108599809|XP_017842382.2|DBUS	LOC120456172|XP_039498776.1|DSAN
OG0005557	LOC108602437|XP_017846050.1|DBUS	LOC120445761|XP_039482291.1|DSAN
OG0005558	LOC108599770|XP_017842322.2|DBUS	LOC120455431|XP_039497548.1|DSAN
OG0005559	LOC108608264|XP_017855047.2|DBUS	LOC120447060|XP_039484384.1|DSAN
OG0005560	LOC108607608|XP_017854003.1|DBUS	LOC120444514|XP_039480166.1|DSAN
OG0005561	LOC108605614|XP_017850884.1|DBUS	LOC120456334|XP_039499038.1|DSAN
OG0005562	LOC108608418|XP_017855265.2|DBUS	LOC120453755|XP_039494536.1|DSAN
OG0005563	LOC108607344|XP_017853517.1|DBUS	LOC120454903|XP_039496509.1|DSAN
OG0005564	LOC108607472|XP_033149412.1|DBUS	LOC120443683|XP_039478856.1|DSAN
OG0005565	LOC108607848|XP_017854418.1|DBUS	LOC120444619|XP_039480355.1|DSAN
OG0005566	LOC108607850|XP_017854419.1|DBUS	LOC120444620|XP_039480356.1|DSAN
OG0005567	LOC108602257|XP_017845800.1|DBUS	LOC120453069|XP_039493527.1|DSAN
OG0005568	LOC108606155|XP_017851499.1|DBUS	LOC120456873|XP_039499908.1|DSAN
OG0005569	LOC108599927|XP_033150842.1|DBUS	LOC120458172|XP_039501664.1|DSAN
OG0005570	LOC108608023|XP_017854690.1|DBUS	LOC120447986|XP_039485620.1|DSAN
OG0005571	LOC108597093|XP_017838945.1|DBUS	LOC120445396|XP_039481741.1|DSAN
OG0005572	LOC108597715|XP_017839894.1|DBUS	LOC120445023|XP_039481028.1|DSAN
OG0005573	LOC108604081|XP_017848844.1|DBUS	LOC120451396|XP_039490997.1|DSAN
OG0005574	LOC108596264|XP_017837310.1|DBUS	LOC120450660|XP_039489745.1|DSAN
OG0005575	LOC108602624|XP_017846252.1|DBUS	LOC120454484|XP_039495758.1|DSAN
OG0005576	LOC108595996|XP_017836772.1|DBUS	LOC120447250|XP_039484711.1|DSAN
OG0005577	LOC108598773|XP_017841002.1|DBUS	LOC120449212|XP_039487514.1|DSAN
OG0005578	LOC108598279|XP_033149535.1|DBUS	LOC120448349|XP_039486247.1|DSAN
OG0005579	LOC108600856|XP_017844148.1|DBUS	LOC120448351|XP_039486251.1|DSAN
OG0005580	LOC108599978|XP_017842737.1|DBUS	LOC120450294|XP_039489159.1|DSAN
OG0005581	LOC108606420|XP_017852005.1|DBUS	LOC120455038|XP_039496808.1|DSAN
OG0005582	LOC108600956|XP_017844292.1|DBUS	LOC120448381|XP_039486297.1|DSAN
OG0005583	LOC108599891|XP_017842568.1|DBUS	LOC120449177|XP_039487453.1|DSAN
OG0005584	LOC108597019|XP_017838792.2|DBUS	LOC120458154|XP_039501638.1|DSAN
OG0005585	LOC108604676|XP_017849719.1|DBUS	LOC120453451|XP_039494100.1|DSAN
OG0005586	LOC108602249|XP_017845789.1|DBUS	LOC120454072|XP_039495017.1|DSAN
OG0005587	LOC108595498|XP_017836239.1|DBUS	LOC120458121|XP_039501589.1|DSAN
OG0005588	LOC108600694|XP_017843900.1|DBUS	LOC120450581|XP_039489634.1|DSAN
OG0005589	LOC108601964|XP_017845439.1|DBUS	LOC120454220|XP_039495253.1|DSAN
OG0005590	LOC108595250|XP_017835943.1|DBUS	LOC120443951|XP_039479334.1|DSAN
OG0005591	LOC108607194|XP_017853344.1|DBUS	LOC120456854|XP_039499851.1|DSAN
OG0005592	LOC108604668|XP_017849709.1|DBUS	LOC120452265|XP_039492328.1|DSAN
OG0005593	LOC108600932|XP_017844258.1|DBUS	LOC120447573|XP_039484970.1|DSAN
OG0005594	LOC108599561|XP_017841946.1|DBUS	LOC120447760|XP_039485239.1|DSAN
OG0005595	LOC108599557|XP_017841940.1|DBUS	LOC120447759|XP_039485238.1|DSAN
OG0005596	LOC108600346|XP_017843358.2|DBUS	LOC120450137|XP_039488898.1|DSAN
OG0005597	LOC108601950|XP_017845423.1|DBUS	LOC120454196|XP_039495221.1|DSAN
OG0005598	LOC108601739|XP_017845148.1|DBUS	LOC120451817|XP_039491719.1|DSAN
