Orthogroup	DBUS.longest_only	CPIP.longest_only
OG0004337	LOC108607549|XP_017853926.1|DBUS	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC108598389|XP_017840498.2|DBUS	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC108596392|XP_017837559.1|DBUS	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC108594809|XP_017835436.1|DBUS	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC108595292|XP_017835994.1|DBUS	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC108595370|XP_033149115.1|DBUS	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC108597315|XP_033150988.1|DBUS	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC108597708|XP_017839885.1|DBUS	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC108598504|XP_017840668.1|DBUS	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC108595052|XP_017835683.1|DBUS	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC108597110|XP_017838977.1|DBUS	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC108595055|XP_017835688.1|DBUS	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC108597285|XP_017839241.1|DBUS	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC108595789|XP_017836570.1|DBUS	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC108596049|XP_017836925.1|DBUS	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC108604015|XP_017848748.1|DBUS	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC108604072|XP_017848829.2|DBUS	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC108604164|XP_017848986.1|DBUS	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC108602963|XP_017846827.1|DBUS	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC108597665|XP_017839824.1|DBUS	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC108597614|XP_017839741.1|DBUS	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC108596791|XP_017838383.1|DBUS	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC108594656|XP_033149128.1|DBUS	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC108604688|XP_017849733.1|DBUS	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC108599924|XP_017842620.1|DBUS	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC108607054|XP_017853155.1|DBUS	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC108596596|XP_017838015.1|DBUS	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC108595769|XP_017836364.2|DBUS	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC108596587|XP_017838007.2|DBUS	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC108598962|XP_017841222.2|DBUS	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC108599052|XP_017841320.2|DBUS	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC108596512|XP_017837842.1|DBUS	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC108595031|XP_017835659.1|DBUS	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC108606452|XP_017852053.1|DBUS	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC108595286|XP_017835987.2|DBUS	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC108595206|XP_017835883.1|DBUS	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC108596518|XP_017837849.1|DBUS	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC108598447|XP_017840574.2|DBUS	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC108600911|XP_017844232.1|DBUS	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC108600273|XP_017843227.1|DBUS	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC108596907|XP_017838592.1|DBUS	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC108595712|XP_017836483.1|DBUS	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC108595478|XP_017836216.1|DBUS	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC108604571|XP_017849591.1|DBUS	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC108596216|XP_017837232.1|DBUS	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC108596030|XP_017836882.1|DBUS	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC108596037|XP_017836891.1|DBUS	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC108596417|XP_017837622.1|DBUS	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC108596842|XP_017838460.1|DBUS	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC108599956|XP_017842696.1|DBUS	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC108597700|XP_017839873.1|DBUS	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC108600747|XP_017843987.1|DBUS	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC108600796|XP_017844059.1|DBUS	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC108595737|XP_017836513.1|DBUS	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC108599505|XP_017841860.2|DBUS	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC108597762|XP_017839964.1|DBUS	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC108597179|XP_017839085.1|DBUS	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC108595598|XP_017836350.1|DBUS	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC108596997|XP_017838759.1|DBUS	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC108595706|XP_017836479.1|DBUS	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC108597092|XP_017838944.1|DBUS	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC108596322|XP_017837433.1|DBUS	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC108603083|XP_017847062.1|DBUS	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC108596610|XP_017838039.1|DBUS	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC108595050|XP_017835681.1|DBUS	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC108596981|XP_017838726.1|DBUS	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC108597098|XP_017838952.1|DBUS	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC108599797|XP_017842353.2|DBUS	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC108600318|XP_017843306.1|DBUS	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC108597705|XP_017839879.1|DBUS	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC108599096|XP_017841375.2|DBUS	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC108607401|XP_017853668.1|DBUS	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC108596641|XP_017838093.1|DBUS	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC108599960|XP_017842699.1|DBUS	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC108599957|XP_017842697.1|DBUS	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC108596564|XP_017837954.1|DBUS	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC108595505|XP_033149020.1|DBUS	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC108597220|XP_017839150.1|DBUS	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC108596460|XP_017837699.1|DBUS	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC108602293|XP_017845862.1|DBUS	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC108597709|XP_017839887.1|DBUS	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC108596040|XP_017836910.1|DBUS	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC108595571|XP_017836320.1|DBUS	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC108598372|XP_017840483.1|DBUS	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC108600299|XP_017843270.1|DBUS	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC108596199|XP_017837204.1|DBUS	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC108597069|XP_017838888.1|DBUS	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC108600067|XP_017842908.1|DBUS	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC108600050|XP_017842886.1|DBUS	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC108600018|XP_017842824.1|DBUS	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC108604837|XP_017849945.1|DBUS	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC108600672|XP_017843869.2|DBUS	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC108598230|XP_033149326.1|DBUS	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC108602906|XP_017846703.1|DBUS	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC108602904|XP_017846701.1|DBUS	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC108599223|XP_017841507.2|DBUS	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC108597091|XP_017838942.1|DBUS	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC108597584|XP_017839693.1|DBUS	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC108596500|XP_033149123.1|DBUS	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC108595359|XP_017836072.1|DBUS	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC108603378|XP_017847640.1|DBUS	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC108595204|XP_017835880.1|DBUS	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC108601073|XP_017844457.1|DBUS	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC108594989|XP_017835610.1|DBUS	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC108597749|XP_017839945.1|DBUS	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC108604372|XP_017849310.1|DBUS	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC108602974|XP_017849713.1|DBUS	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC108595837|XP_017836617.1|DBUS	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC108598482|XP_017840625.1|DBUS	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC108595591|XP_017836342.1|DBUS	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC108595032|XP_017835661.1|DBUS	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC108594960|XP_017835583.1|DBUS	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC108596381|XP_017837540.1|DBUS	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC108602250|XP_017845790.1|DBUS	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC108598919|XP_017841163.2|DBUS	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC108605247|XP_017850346.1|DBUS	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC108600937|XP_017844263.2|DBUS	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC108600979|XP_017844330.1|DBUS	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC108600748|XP_017843990.2|DBUS	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC108599587|XP_017842021.1|DBUS	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC108601129|XP_017844540.2|DBUS	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC108600366|XP_017843391.1|DBUS	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC108600415|XP_017843465.1|DBUS	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC108600562|XP_017843714.1|DBUS	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC108602609|XP_017846239.2|DBUS	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC108598306|XP_017840410.2|DBUS	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC108600561|XP_033149328.1|DBUS	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC108600560|XP_033149329.1|DBUS	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC108598599|XP_017840782.1|DBUS	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC108608569|XP_017855489.1|DBUS	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC108603788|XP_017848373.1|DBUS	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC108596034|XP_017836887.1|DBUS	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC108594885|XP_017835512.1|DBUS	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC108595496|XP_017836238.1|DBUS	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC108595205|XP_017835882.1|DBUS	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC108601523|XP_017844915.1|DBUS	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC108597733|XP_017839916.1|DBUS	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC108594718|XP_033149234.1|DBUS	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC108595262|XP_017835962.1|DBUS	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC108606113|XP_017851455.1|DBUS	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC108597307|XP_017839276.1|DBUS	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC108604451|XP_017849419.1|DBUS	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC108595526|XP_017836270.1|DBUS	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC108601492|XP_017844879.1|DBUS	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC108597442|XP_017839495.1|DBUS	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC108600630|XP_017843806.1|DBUS	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC108594610|XP_017835242.1|DBUS	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC108599527|XP_017841891.1|DBUS	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC108595965|XP_017836741.1|DBUS, LOC108594778|XP_033149188.1|DBUS, LOC108594777|XP_017835404.1|DBUS, LOC108595724|XP_017836495.1|DBUS	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC108601664|XP_017845054.1|DBUS	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC108604247|XP_017849112.1|DBUS	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC108603565|XP_017847971.1|DBUS	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC108602255|XP_017845798.1|DBUS	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC108601774|XP_017845189.1|DBUS	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC108598406|XP_017840517.2|DBUS	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC108606219|XP_033150188.1|DBUS	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC108603610|XP_017848047.1|DBUS	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC108607391|XP_017853642.1|DBUS	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC108607333|XP_017853497.1|DBUS	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC108607397|XP_017853660.1|DBUS	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC108605378|XP_017850536.1|DBUS	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC108605175|XP_017850250.1|DBUS	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC108606675|XP_017852499.1|DBUS	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC108606583|XP_017852301.2|DBUS	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC108604499|XP_017849484.1|DBUS	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC108606339|XP_017851871.1|DBUS	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC108597191|XP_017839108.1|DBUS	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC108607161|XP_017853300.1|DBUS	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC108604162|XP_017848981.1|DBUS	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC108607219|XP_017853380.1|DBUS	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC108606375|XP_017851918.1|DBUS	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC108604944|XP_033150370.1|DBUS	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC108605465|XP_017850639.1|DBUS	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC108607240|XP_017853406.1|DBUS	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC108606334|XP_017851849.1|DBUS	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC108605699|XP_017850979.1|DBUS	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC108601623|XP_033150120.1|DBUS	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC108606740|XP_017852624.1|DBUS	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC108605986|XP_017851297.1|DBUS	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC108605630|XP_017850902.1|DBUS	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC108600093|XP_017842944.2|DBUS	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC108606620|XP_017852392.1|DBUS	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC108605249|XP_033150154.1|DBUS	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC108597353|XP_017839348.1|DBUS	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC108603493|XP_033150093.1|DBUS	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC108606998|XP_017853061.1|DBUS	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC108596289|XP_017837367.1|DBUS	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC108606784|XP_017852705.1|DBUS	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC108606939|XP_017852979.1|DBUS	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC108607037|XP_017853119.1|DBUS	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC108603884|XP_017848545.1|DBUS	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC108597533|XP_017839622.1|DBUS	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC108605633|XP_017850905.1|DBUS	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC108605288|XP_017850424.1|DBUS	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC108605241|XP_033150206.1|DBUS	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC108605577|XP_017850836.1|DBUS	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC108596483|XP_017837749.1|DBUS	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC108606535|XP_033150327.1|DBUS	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC108599489|XP_017841825.2|DBUS	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC108607028|XP_017853106.1|DBUS	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC108605903|XP_017851205.1|DBUS	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC108605645|XP_017850917.1|DBUS	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC108604938|XP_017849997.1|DBUS	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC108606362|XP_017851901.1|DBUS	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC108595217|XP_033150930.1|DBUS	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC108604819|XP_017849918.1|DBUS	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC108604764|XP_017849847.1|DBUS	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC108604398|XP_017849345.1|DBUS	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC108601536|XP_017844923.1|DBUS	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC108603105|XP_017847098.1|DBUS	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC108605474|XP_017850650.1|DBUS	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC108605666|XP_017850943.1|DBUS	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC108606480|XP_017852105.1|DBUS	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC108603717|XP_033149796.1|DBUS	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC108597328|XP_017839309.1|DBUS	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC108602394|XP_017845995.1|DBUS, LOC108607192|XP_017853340.1|DBUS	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC108597362|XP_017839378.1|DBUS	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC108604440|XP_017849406.1|DBUS	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC108606011|XP_017851325.1|DBUS	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC108606991|XP_017853054.1|DBUS	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC108604655|XP_017849693.1|DBUS	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC108602550|XP_017846174.2|DBUS	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC108606561|XP_017852262.1|DBUS	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC108608324|XP_017855146.1|DBUS	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC108601390|XP_017844778.1|DBUS	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC108603038|XP_017846946.1|DBUS	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC108604722|XP_017849789.1|DBUS	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC108606788|XP_017852719.1|DBUS	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC108596096|XP_017837004.1|DBUS	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC108601920|XP_017845387.1|DBUS	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC108607056|XP_017853157.1|DBUS	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC108603660|XP_017848136.1|DBUS	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC108603690|XP_017848201.1|DBUS	LOC120417018|XP_039434890.1|CPIP
OG0004590	LOC108603628|XP_017848075.1|DBUS	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC108604450|XP_017849418.1|DBUS	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC108607248|XP_017853419.1|DBUS	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC108606442|XP_017852042.1|DBUS	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC108605133|XP_017850188.1|DBUS	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC108606816|XP_017852780.1|DBUS	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC108605016|XP_017850072.1|DBUS	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC108605849|XP_017851147.1|DBUS	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC108601107|XP_017844513.1|DBUS	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC108601312|XP_017844704.1|DBUS	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC108605639|XP_017850910.1|DBUS	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC108605056|XP_017850112.1|DBUS	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC108606116|XP_017851458.1|DBUS	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC108599845|XP_017842462.1|DBUS	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC108605324|XP_033150297.1|DBUS, LOC108605988|XP_017851298.1|DBUS	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC108605396|XP_033150432.1|DBUS	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC108602928|XP_017846758.1|DBUS	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC108604937|XP_033150245.1|DBUS	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC108605196|XP_017850279.1|DBUS	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC108606556|XP_017852246.1|DBUS	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC108602285|XP_017845842.1|DBUS	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC108604370|XP_017849306.1|DBUS	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC108602025|XP_017845516.1|DBUS	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC108603045|XP_017846952.1|DBUS	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC108605653|XP_017850928.1|DBUS	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC108606500|XP_017852154.1|DBUS	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC108605155|XP_017850222.1|DBUS	LOC120414526|XP_039431669.1|CPIP
OG0004617	LOC108596937|XP_017838662.1|DBUS	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC108601358|XP_017844746.1|DBUS	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC108602898|XP_017846694.1|DBUS	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC108604030|XP_017848770.1|DBUS	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC108604041|XP_017848792.1|DBUS	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC108604611|XP_017849639.1|DBUS	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC108603030|XP_017846934.1|DBUS	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC108603449|XP_017847768.1|DBUS	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC108606478|XP_033150266.1|DBUS	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC108606655|XP_017852461.1|DBUS	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC108600033|XP_017842850.1|DBUS	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC108605758|XP_017851049.1|DBUS	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC108603025|XP_017846922.1|DBUS	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC108603697|XP_017848212.1|DBUS	LOC120415608|XP_039433136.1|CPIP
OG0004631	LOC108604148|XP_017848952.1|DBUS	LOC120415601|XP_039433128.1|CPIP
OG0004632	LOC108604147|XP_017848950.1|DBUS	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC108601755|XP_017845167.1|DBUS	LOC120424519|XP_039444609.1|CPIP
