Orthogroup	DBUS.longest_only	DGUA.longest_only
OG0005856	LOC108606414|XP_017851993.1|DBUS	LOC117588721|XP_034136067.1|DGUA
OG0005857	LOC108603452|XP_017847772.1|DBUS	LOC117586485|XP_034132473.1|DGUA
OG0005858	LOC108601832|XP_017845261.1|DBUS	LOC117586279|XP_034132123.1|DGUA
OG0005859	LOC108597644|XP_017839787.2|DBUS	LOC117584776|XP_034129770.1|DGUA
OG0005860	LOC108603312|XP_017847498.1|DBUS	LOC117586500|XP_034132499.1|DGUA
OG0005861	LOC108603361|XP_017847599.1|DBUS	LOC117585454|XP_034130828.1|DGUA
OG0005862	LOC108596655|XP_017838130.1|DBUS	LOC117591858|XP_034141119.1|DGUA
OG0005863	LOC108597406|XP_017839442.1|DBUS	LOC117591976|XP_034141302.1|DGUA
OG0005864	LOC108601905|XP_017845370.1|DBUS	LOC117586463|XP_034132420.1|DGUA
OG0005865	LOC108603499|XP_017847854.1|DBUS	LOC117586727|XP_034132914.1|DGUA
OG0005866	LOC108595411|XP_017836128.1|DBUS	LOC117592605|XP_034142379.1|DGUA
OG0005867	LOC108594664|XP_017835297.2|DBUS	LOC117583917|XP_034128486.1|DGUA
OG0005868	LOC108597517|XP_017839599.1|DBUS	LOC117583995|XP_034128618.1|DGUA
OG0005869	LOC108605693|XP_017850974.1|DBUS	LOC117580741|XP_034123308.1|DGUA
OG0005870	LOC108605306|XP_017850465.1|DBUS	LOC117581128|XP_034123945.1|DGUA
OG0005871	LOC108605219|XP_017850316.1|DBUS	LOC117580957|XP_034123633.1|DGUA
OG0005872	LOC108602899|XP_017846695.1|DBUS	LOC117583046|XP_034127099.1|DGUA
OG0005873	LOC108604070|XP_017848827.1|DBUS	LOC117586450|XP_034132383.1|DGUA
OG0005874	LOC108606787|XP_017852716.1|DBUS	LOC117588778|XP_034136163.1|DGUA
OG0005875	LOC108597653|XP_017839796.1|DBUS	LOC117578855|XP_034120535.1|DGUA
OG0005876	LOC108606789|XP_017852720.1|DBUS	LOC117590860|XP_034139758.1|DGUA
OG0005877	LOC108605303|XP_033150426.1|DBUS	LOC117588715|XP_034136059.1|DGUA
OG0005878	LOC108605107|XP_033150409.1|DBUS	LOC117581135|XP_034123951.1|DGUA
OG0005879	LOC108605755|XP_017851044.1|DBUS	LOC117580687|XP_034123204.1|DGUA
OG0005880	LOC108598336|XP_033149616.1|DBUS	LOC117589180|XP_034136794.1|DGUA
OG0005881	LOC108599250|XP_017841535.1|DBUS	LOC117580297|XP_034122671.1|DGUA
OG0005882	LOC108607002|XP_017853069.1|DBUS	LOC117591033|XP_034140018.1|DGUA
OG0005883	LOC108599692|XP_017842175.1|DBUS	LOC117588985|XP_034136473.1|DGUA
OG0005884	LOC108600342|XP_017843354.2|DBUS	LOC117580047|XP_034122176.1|DGUA
OG0005885	LOC108598541|XP_017840713.2|DBUS	LOC117579659|XP_034121533.1|DGUA
OG0005886	LOC108600866|XP_017844161.1|DBUS	LOC117580407|XP_034122845.1|DGUA
OG0005887	LOC108600231|XP_017843148.1|DBUS	LOC117580294|XP_034122662.1|DGUA
OG0005888	LOC108600483|XP_017843593.1|DBUS	LOC117589409|XP_034137230.1|DGUA
OG0005889	LOC108600854|XP_017844145.2|DBUS	LOC117580219|XP_034122509.1|DGUA
OG0005890	LOC108607100|XP_017853215.1|DBUS	LOC117581469|XP_034124596.1|DGUA
OG0005891	LOC108598507|XP_017840666.1|DBUS	LOC117580269|XP_034122600.1|DGUA
OG0005892	LOC108600552|XP_017843702.2|DBUS	LOC117580084|XP_034122228.1|DGUA
OG0005893	LOC108600985|XP_017844337.1|DBUS	LOC117579355|XP_034121079.1|DGUA
OG0005894	LOC108600986|XP_017844338.1|DBUS	LOC117579356|XP_034121080.1|DGUA
OG0005895	LOC108600987|XP_017844339.1|DBUS	LOC117579357|XP_034121081.1|DGUA
OG0005896	LOC108600762|XP_017844011.2|DBUS	LOC117580005|XP_034122100.1|DGUA
OG0005897	LOC108600704|XP_017843922.1|DBUS	LOC117580104|XP_034122259.1|DGUA
OG0005898	LOC108606834|XP_017852808.1|DBUS	LOC117580703|XP_034123243.1|DGUA
OG0005899	LOC108596457|XP_017837694.1|DBUS	LOC117578676|XP_034120193.1|DGUA
OG0005900	LOC108599817|XP_017842409.2|DBUS	LOC117582284|XP_034125811.1|DGUA
OG0005901	LOC108597376|XP_017839399.1|DBUS	LOC117590587|XP_034139235.1|DGUA
OG0005902	LOC108595129|XP_017835780.1|DBUS	LOC117592126|XP_034141561.1|DGUA
OG0005903	LOC108603574|XP_017847987.1|DBUS	LOC117585088|XP_034130247.1|DGUA
OG0005904	LOC108603349|XP_017847571.1|DBUS	LOC117585289|XP_034130607.1|DGUA
OG0005905	LOC108600651|XP_017843835.2|DBUS	LOC117580063|XP_034122192.1|DGUA
OG0005906	LOC108600350|XP_017843363.2|DBUS	LOC117579087|XP_034120689.1|DGUA
OG0005907	LOC108600913|XP_017844234.2|DBUS	LOC117589263|XP_034136931.1|DGUA
OG0005908	LOC108599513|XP_017841871.1|DBUS	LOC117580569|XP_034123063.1|DGUA
OG0005909	LOC108600692|XP_033149485.1|DBUS	LOC117580234|XP_034122546.1|DGUA
OG0005910	LOC108597045|XP_017838833.1|DBUS	LOC117583019|XP_034127064.1|DGUA
OG0005911	LOC108596777|XP_017838365.1|DBUS	LOC117583034|XP_034127086.1|DGUA
OG0005912	LOC108597015|XP_017838784.1|DBUS	LOC117583600|XP_034127888.1|DGUA
OG0005913	LOC108602099|XP_017845612.1|DBUS	LOC117589755|XP_034137827.1|DGUA
OG0005914	LOC108595099|XP_017835743.2|DBUS	LOC117592538|XP_034142300.1|DGUA
OG0005915	LOC108597773|XP_017839977.1|DBUS	LOC117592539|XP_034142301.1|DGUA
OG0005916	LOC108597748|XP_017839944.1|DBUS	LOC117585950|XP_034131633.1|DGUA
OG0005917	LOC108595642|XP_017836402.1|DBUS	LOC117592380|XP_034141982.1|DGUA
OG0005918	LOC108605663|XP_017850939.1|DBUS	LOC117581517|XP_034124699.1|DGUA
OG0005919	LOC108594673|XP_017835263.2|DBUS	LOC117592022|XP_034141368.1|DGUA
OG0005921	LOC108599463|XP_017841788.1|DBUS	LOC117586916|XP_034133155.1|DGUA
OG0005922	LOC108606504|XP_017852159.1|DBUS	LOC117580717|XP_034123272.1|DGUA
OG0005923	LOC108599447|XP_017841767.2|DBUS	LOC117587500|XP_034134162.1|DGUA
OG0005924	LOC108599451|XP_017841771.1|DBUS	LOC117587504|XP_034134167.1|DGUA
OG0005925	LOC108598551|XP_033149414.1|DBUS	LOC117580220|XP_034122514.1|DGUA
OG0005926	LOC108606966|XP_017853017.1|DBUS	LOC117590540|XP_034139159.1|DGUA
OG0005927	LOC108603420|XP_017847710.1|DBUS	LOC117585576|XP_034131003.1|DGUA
OG0005928	LOC108605557|XP_017850809.1|DBUS	LOC117588483|XP_034135675.1|DGUA
OG0005929	LOC108601149|XP_017844567.1|DBUS	LOC117587098|XP_034133468.1|DGUA
OG0005930	LOC108594700|XP_017835329.1|DBUS	LOC117581043|XP_034123771.1|DGUA
OG0005931	LOC108597027|XP_017838803.1|DBUS	LOC117590015|XP_034138197.1|DGUA
OG0005932	LOC108597278|XP_017839233.2|DBUS	LOC117587759|XP_034134585.1|DGUA
OG0005933	LOC108597703|XP_017839878.1|DBUS	LOC117578780|XP_034120379.1|DGUA
OG0005934	LOC108597058|XP_033151010.1|DBUS	LOC117578516|XP_034119952.1|DGUA
OG0005935	LOC108600423|XP_017843276.2|DBUS	LOC117579943|XP_034121990.1|DGUA
OG0005936	LOC108606827|XP_017852803.1|DBUS	LOC117584865|XP_034129905.1|DGUA
OG0005937	LOC108600550|XP_017843698.1|DBUS	LOC117579946|XP_034121996.1|DGUA
OG0005938	LOC108595270|XP_017835972.2|DBUS	LOC117592435|XP_034142126.1|DGUA
OG0005939	LOC108605832|XP_017851128.1|DBUS	LOC117590214|XP_034138566.1|DGUA
OG0005941	LOC108596614|XP_017838044.1|DBUS	LOC117589432|XP_034137263.1|DGUA
OG0005942	LOC108597164|XP_017839064.1|DBUS	LOC117591409|XP_034140556.1|DGUA
OG0005943	LOC108596212|XP_017837225.1|DBUS	LOC117591401|XP_034140543.1|DGUA
OG0005944	LOC108596416|XP_017837620.2|DBUS	LOC117583537|XP_034127821.1|DGUA
OG0005945	LOC108597446|XP_017839500.1|DBUS	LOC117590799|XP_034139695.1|DGUA
OG0005946	LOC108596315|XP_017837412.1|DBUS	LOC117592653|XP_034142492.1|DGUA
OG0005947	LOC108597121|XP_033148923.1|DBUS	LOC117592100|XP_034141508.1|DGUA
OG0005948	LOC108599176|XP_017841452.2|DBUS	LOC117579639|XP_034121507.1|DGUA
OG0005949	LOC108599141|XP_017841418.1|DBUS	LOC117579143|XP_034120774.1|DGUA
OG0005950	LOC108602886|XP_017846679.1|DBUS	LOC117581829|XP_034125168.1|DGUA
OG0005951	LOC108600684|XP_017843881.1|DBUS	LOC117579581|XP_034121399.1|DGUA
OG0005952	LOC108608007|XP_017854659.1|DBUS	LOC117581828|XP_034125166.1|DGUA
OG0005953	LOC108599476|XP_017841809.1|DBUS	LOC117584875|XP_034129917.1|DGUA
OG0005954	LOC108608519|XP_017855410.2|DBUS	LOC117584834|XP_034129855.1|DGUA
OG0005955	LOC108603874|XP_017848535.1|DBUS	LOC117586741|XP_034132934.1|DGUA
OG0005956	LOC108596998|XP_033151006.1|DBUS	LOC117590151|XP_034138464.1|DGUA
OG0005957	LOC108604535|XP_017849539.1|DBUS	LOC117584911|XP_034129949.1|DGUA
OG0005958	LOC108603960|XP_017848650.1|DBUS, LOC108606671|XP_017852493.1|DBUS	LOC117591206|XP_034140237.1|DGUA
OG0005959	LOC108598753|XP_017840981.1|DBUS	LOC117587699|XP_034134487.1|DGUA
OG0005960	LOC108606464|XP_017852076.1|DBUS	LOC117588409|XP_034135566.1|DGUA
OG0005961	LOC108597719|XP_017839899.1|DBUS	LOC117583488|XP_034127721.1|DGUA
OG0005962	LOC108595868|XP_017836649.1|DBUS	LOC117578580|XP_034120053.1|DGUA
OG0005964	LOC108596386|XP_017837546.1|DBUS	LOC117584611|XP_034129521.1|DGUA
OG0005965	LOC108595994|XP_017836770.1|DBUS	LOC117581777|XP_034125095.1|DGUA
OG0005966	LOC108597343|XP_017839337.1|DBUS	LOC117592592|XP_034142367.1|DGUA
OG0005967	LOC108596582|XP_017837993.1|DBUS	LOC117589933|XP_034138111.1|DGUA
OG0005968	LOC108595172|XP_017835836.1|DBUS	LOC117583279|XP_034127404.1|DGUA
OG0005969	LOC108596753|XP_017838321.1|DBUS	LOC117579524|XP_034121332.1|DGUA
OG0005970	LOC108598418|XP_017840534.1|DBUS	LOC117579503|XP_034121298.1|DGUA
OG0005971	LOC108596059|XP_017836943.1|DBUS	LOC117589820|XP_034137946.1|DGUA
OG0005972	LOC108599971|XP_017842724.1|DBUS	LOC117588890|XP_034136324.1|DGUA
OG0005973	LOC108599125|XP_017841404.1|DBUS	LOC117580456|XP_034122917.1|DGUA
OG0005974	LOC108599670|XP_017842140.1|DBUS	LOC117586953|XP_034133213.1|DGUA
OG0005975	LOC108599972|XP_017842730.1|DBUS	LOC117588892|XP_034136332.1|DGUA
OG0005976	LOC108601906|XP_017845371.1|DBUS	LOC117586085|XP_034131832.1|DGUA
OG0005977	LOC108595021|XP_017835644.1|DBUS	LOC117592309|XP_034141878.1|DGUA
OG0005978	LOC108596762|XP_017838337.1|DBUS	LOC117591961|XP_034141285.1|DGUA
OG0005979	LOC108595197|XP_017835873.1|DBUS	LOC117588356|XP_034135462.1|DGUA
OG0005980	LOC108596456|XP_017837692.1|DBUS	LOC117585040|XP_034130190.1|DGUA
OG0005981	LOC108606236|XP_017851660.1|DBUS	LOC117590536|XP_034139148.1|DGUA
OG0005982	LOC108597545|XP_017839638.1|DBUS	LOC117592330|XP_034141912.1|DGUA
OG0005983	LOC108605722|XP_017851004.1|DBUS	LOC117588762|XP_034136135.1|DGUA
OG0005984	LOC108606928|XP_017852966.1|DBUS	LOC117590424|XP_034138922.1|DGUA
OG0005985	LOC108605073|XP_033150300.1|DBUS	LOC117591366|XP_034140492.1|DGUA
OG0005986	LOC108606325|XP_017851833.1|DBUS	LOC117581228|XP_034124102.1|DGUA
OG0005987	LOC108605472|XP_017850648.1|DBUS	LOC117581570|XP_034124805.1|DGUA
OG0005988	LOC108597128|XP_017839001.2|DBUS	LOC117588794|XP_034136216.1|DGUA
OG0005989	LOC108597143|XP_017839024.1|DBUS	LOC117588657|XP_034136028.1|DGUA
OG0005990	LOC108596378|XP_017837537.1|DBUS	LOC117578566|XP_034120033.1|DGUA
OG0005991	LOC108595474|XP_017836213.1|DBUS	LOC117592244|XP_034141770.1|DGUA
OG0005992	LOC108600493|XP_017843615.1|DBUS	LOC117580351|XP_034122759.1|DGUA
OG0005993	LOC108600494|XP_017843616.1|DBUS	LOC117580352|XP_034122760.1|DGUA
OG0005994	LOC108598477|XP_017840615.1|DBUS	LOC117589435|XP_034137264.1|DGUA
OG0005995	LOC108598524|XP_017840694.1|DBUS	LOC117588887|XP_034136318.1|DGUA
OG0005997	LOC108595147|XP_017835802.1|DBUS	LOC117578622|XP_034120117.1|DGUA
OG0005998	LOC108598878|XP_017841128.2|DBUS	LOC117580488|XP_034122964.1|DGUA
OG0005999	LOC108604748|XP_017849824.1|DBUS	LOC117587057|XP_034133388.1|DGUA
OG0006000	LOC108597361|XP_017839373.1|DBUS	LOC117590156|XP_034138436.1|DGUA
OG0006001	LOC108601091|XP_017844488.1|DBUS	LOC117579962|XP_034122028.1|DGUA
OG0006002	LOC108595114|XP_017835762.1|DBUS	LOC117581499|XP_034124645.1|DGUA
OG0006003	LOC108598472|XP_017840608.1|DBUS	LOC117580411|XP_034122849.1|DGUA, LOC117580382|XP_034122810.1|DGUA
OG0006004	LOC108603049|XP_017846963.1|DBUS	LOC117586498|XP_034132490.1|DGUA
OG0006005	LOC108597632|XP_017839766.1|DBUS	LOC117591879|XP_034141148.1|DGUA
OG0006006	LOC108595424|XP_017836142.1|DBUS	LOC117586559|XP_034132652.1|DGUA
OG0006007	LOC108595078|XP_017835716.1|DBUS	LOC117578549|XP_034120012.1|DGUA
OG0006008	LOC108608458|XP_017855327.1|DBUS	LOC117584566|XP_034129421.1|DGUA
OG0006009	LOC108600063|XP_017842904.1|DBUS	LOC117580546|XP_034123034.1|DGUA
OG0006010	LOC108598178|XP_033149597.1|DBUS	LOC117589286|XP_034136968.1|DGUA
OG0006011	LOC108599485|XP_017841820.2|DBUS	LOC117588994|XP_034136491.1|DGUA
OG0006012	LOC108598143|XP_033150619.1|DBUS	LOC117580151|XP_034122352.1|DGUA
OG0006013	LOC108594902|XP_017835529.1|DBUS	LOC117578697|XP_034120233.1|DGUA
OG0006014	LOC108598891|XP_017841140.1|DBUS	LOC117579761|XP_034121704.1|DGUA
OG0006015	LOC108595969|XP_017836745.1|DBUS	LOC117583358|XP_034127523.1|DGUA
OG0006016	LOC108595472|XP_017836211.1|DBUS	LOC117578778|XP_034120375.1|DGUA
OG0006017	LOC108596093|XP_017837002.1|DBUS	LOC117578753|XP_034120330.1|DGUA
OG0006018	LOC108596404|XP_017837579.1|DBUS	LOC117592037|XP_034141395.1|DGUA
OG0006019	LOC108597479|XP_017839543.1|DBUS	LOC117592427|XP_034142072.1|DGUA
OG0006020	LOC108600846|XP_017844134.1|DBUS	LOC117580190|XP_034122441.1|DGUA
OG0006021	LOC108601078|XP_033150614.1|DBUS	LOC117587307|XP_034133793.1|DGUA
OG0006022	LOC108594310|XP_017834944.1|DBUS	LOC117587800|XP_034134639.1|DGUA
OG0006023	LOC108603793|XP_017848378.1|DBUS	LOC117591339|XP_034140455.1|DGUA, LOC117591221|XP_034140285.1|DGUA
OG0006024	LOC108605487|XP_017850672.1|DBUS	LOC117581312|XP_034124247.1|DGUA
OG0006025	LOC108596696|XP_033148964.1|DBUS	LOC117579783|XP_034121737.1|DGUA
OG0006026	LOC108602018|XP_017845510.1|DBUS	LOC117583344|XP_034127499.1|DGUA
OG0006027	LOC108597081|XP_017838905.1|DBUS	LOC117578818|XP_034120463.1|DGUA
OG0006028	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS	LOC117583507|XP_034127744.1|DGUA
OG0006029	LOC108595475|XP_017836214.1|DBUS	LOC117592245|XP_034141771.1|DGUA
OG0006030	LOC108604424|XP_017849382.1|DBUS	LOC117583339|XP_034127493.1|DGUA
OG0006031	LOC108595167|XP_017835828.1|DBUS	LOC117578862|XP_034120544.1|DGUA
OG0006032	LOC108606545|XP_033150502.1|DBUS	LOC117580721|XP_034123277.1|DGUA
OG0006033	LOC108596094|XP_017837003.1|DBUS	LOC117578752|XP_034120329.1|DGUA
OG0006034	LOC108601447|XP_017844834.1|DBUS	LOC117589743|XP_034137814.1|DGUA
OG0006035	LOC108596408|XP_017837588.1|DBUS	LOC117585896|XP_034131542.1|DGUA
OG0006036	LOC108607613|XP_017854015.1|DBUS	LOC117587622|XP_034134371.1|DGUA
OG0006037	LOC108597455|XP_017839509.1|DBUS	LOC117581537|XP_034124746.1|DGUA
OG0006038	LOC108601785|XP_017845200.1|DBUS	LOC117585313|XP_034130633.1|DGUA
OG0006039	LOC108597415|XP_017839454.1|DBUS	LOC117589440|XP_034137276.1|DGUA
OG0006040	LOC108595208|XP_017835885.1|DBUS	LOC117589808|XP_034137920.1|DGUA
OG0006041	LOC108607007|XP_017853076.1|DBUS	LOC117590483|XP_034139030.1|DGUA
OG0006042	LOC108596633|XP_017838076.1|DBUS	LOC117592066|XP_034141455.1|DGUA
OG0006043	LOC108598358|XP_017840465.1|DBUS	LOC117580528|XP_034123012.1|DGUA
OG0006044	LOC108606956|XP_017853002.1|DBUS	LOC117590746|XP_034139547.1|DGUA
OG0006045	LOC108595156|XP_017835815.1|DBUS	LOC117589486|XP_034137344.1|DGUA
OG0006046	LOC108596449|XP_017837685.1|DBUS	LOC117582565|XP_034126297.1|DGUA
OG0006047	LOC108600105|XP_017842964.2|DBUS	LOC117579973|XP_034122042.1|DGUA
OG0006048	LOC108598484|XP_017840628.1|DBUS	LOC117579113|XP_034120731.1|DGUA
OG0006049	LOC108606517|XP_017852178.1|DBUS	LOC117590340|XP_034138729.1|DGUA
OG0006050	LOC108603964|XP_017848654.1|DBUS	LOC117583548|XP_034127798.1|DGUA
OG0006051	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS	LOC117591037|XP_034140022.1|DGUA
OG0006052	LOC108596896|XP_017838574.1|DBUS	LOC117579873|XP_034121888.1|DGUA
OG0006053	LOC108600403|XP_017843444.1|DBUS	LOC117589219|XP_034136856.1|DGUA
OG0006054	LOC108607403|XP_033150524.1|DBUS	LOC117590578|XP_034139212.1|DGUA
OG0006056	LOC108595488|XP_017836228.1|DBUS	LOC117592068|XP_034141463.1|DGUA
OG0006057	LOC108600668|XP_017843852.1|DBUS	LOC117589325|XP_034137060.1|DGUA
OG0006058	LOC108604727|XP_017849796.1|DBUS	LOC117585700|XP_034131208.1|DGUA
OG0006059	LOC108599661|XP_017842130.2|DBUS	LOC117580065|XP_034122197.1|DGUA
OG0006060	LOC108599663|XP_017842132.1|DBUS	LOC117580067|XP_034122199.1|DGUA
OG0006061	LOC108606281|XP_017851751.1|DBUS	LOC117588628|XP_034135944.1|DGUA
OG0006062	LOC108601966|XP_017845442.1|DBUS	LOC117585141|XP_034130361.1|DGUA
OG0006063	LOC108606033|XP_017851354.2|DBUS	LOC117587849|XP_034134707.1|DGUA
OG0006064	LOC108597510|XP_017839587.1|DBUS	LOC117592119|XP_034141548.1|DGUA
OG0006065	LOC108600082|XP_017842930.2|DBUS	LOC117589089|XP_034136618.1|DGUA
OG0006066	LOC108596459|XP_017837697.1|DBUS	LOC117578678|XP_034120195.1|DGUA
OG0006067	LOC108596038|XP_017836892.1|DBUS	LOC117582620|XP_034126388.1|DGUA
OG0006068	LOC108606276|XP_017851744.1|DBUS	LOC117588759|XP_034136130.1|DGUA
OG0006069	LOC108600810|XP_017844084.1|DBUS	LOC117579969|XP_034122033.1|DGUA
OG0006070	LOC108603849|XP_017848491.1|DBUS	LOC117588920|XP_034136383.1|DGUA
OG0006071	LOC108604444|XP_017849411.1|DBUS	LOC117583283|XP_034127407.1|DGUA
OG0006072	LOC108600084|XP_017842932.1|DBUS	LOC117589237|XP_034136891.1|DGUA
OG0006073	LOC108600982|XP_017844333.1|DBUS	LOC117587243|XP_034133706.1|DGUA
OG0006074	LOC108606926|XP_017852964.1|DBUS	LOC117591417|XP_034140561.1|DGUA
OG0006075	LOC108606930|XP_017852969.1|DBUS	LOC117581519|XP_034124703.1|DGUA, LOC117580718|XP_034123276.1|DGUA
OG0006076	LOC108596780|XP_017838369.1|DBUS	LOC117578737|XP_034120292.1|DGUA
OG0006077	LOC108600570|XP_017843726.1|DBUS	LOC117579515|XP_034121312.1|DGUA
OG0006078	LOC108600481|XP_017843589.1|DBUS	LOC117579437|XP_034121215.1|DGUA
OG0006079	LOC108601028|XP_017844396.2|DBUS	LOC117579106|XP_034120723.1|DGUA
OG0006080	LOC108600017|XP_017842823.2|DBUS	LOC117580400|XP_034122836.1|DGUA
OG0006081	LOC108595200|XP_017835877.1|DBUS	LOC117592023|XP_034141369.1|DGUA
OG0006082	LOC108595306|XP_017836012.1|DBUS	LOC117592029|XP_034141379.1|DGUA
OG0006083	LOC108599881|XP_017842548.1|DBUS	LOC117580350|XP_034122755.1|DGUA
OG0006084	LOC108599622|XP_017842070.1|DBUS	LOC117587312|XP_034133828.1|DGUA
OG0006085	LOC108598552|XP_017840724.1|DBUS	LOC117588901|XP_034136348.1|DGUA
OG0006086	LOC108598335|XP_033149467.1|DBUS	LOC117589244|XP_034136900.1|DGUA
OG0006087	LOC108597107|XP_017838969.1|DBUS	LOC117592054|XP_034141439.1|DGUA
OG0006088	LOC108598752|XP_017840977.1|DBUS	LOC117579188|XP_034120848.1|DGUA
OG0006089	LOC108605680|XP_017850960.1|DBUS	LOC117590846|XP_034139734.1|DGUA
OG0006090	LOC108598554|XP_033149691.1|DBUS	LOC117589096|XP_034136626.1|DGUA
OG0006091	LOC108599177|XP_017841453.1|DBUS	LOC117579585|XP_034121403.1|DGUA
OG0006092	LOC108605655|XP_017850930.1|DBUS	LOC117591493|XP_034140675.1|DGUA
OG0006093	LOC108595988|XP_017836765.2|DBUS	LOC117589507|XP_034137383.1|DGUA
OG0006094	LOC108600203|XP_017843108.1|DBUS	LOC117579372|XP_034121131.1|DGUA
OG0006095	LOC108595065|XP_017835700.1|DBUS	LOC117583746|XP_034128158.1|DGUA
OG0006096	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS	LOC117592437|XP_034142081.1|DGUA
OG0006097	LOC108600430|XP_033150611.1|DBUS	LOC117580240|XP_034122552.1|DGUA
OG0006098	LOC108608350|XP_017855184.1|DBUS	LOC117582382|XP_034125945.1|DGUA
OG0006099	LOC108595352|XP_017836065.1|DBUS	LOC117578407|XP_034119757.1|DGUA
OG0006100	LOC108595436|XP_017836155.1|DBUS	LOC117591926|XP_034141210.1|DGUA
OG0006101	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS	LOC117584495|XP_034129314.1|DGUA
OG0006102	LOC108594955|XP_017835577.1|DBUS	LOC117578679|XP_034120197.1|DGUA
OG0006103	LOC108605065|XP_017850121.1|DBUS	LOC117591178|XP_034140195.1|DGUA
OG0006104	LOC108605600|XP_017850866.1|DBUS	LOC117581103|XP_034123885.1|DGUA
OG0006105	LOC108604970|XP_017850029.1|DBUS	LOC117580987|XP_034123674.1|DGUA
OG0006106	LOC108600951|XP_017844286.1|DBUS	LOC117579716|XP_034121601.1|DGUA
OG0006107	LOC108597618|XP_017839747.1|DBUS	LOC117578774|XP_034120371.1|DGUA
OG0006108	LOC108606890|XP_017852904.1|DBUS	LOC117588686|XP_034136026.1|DGUA
OG0006109	LOC108599886|XP_017842555.1|DBUS	LOC117589420|XP_034137243.1|DGUA
OG0006110	LOC108598508|XP_033149516.1|DBUS	LOC117579312|XP_034121015.1|DGUA
OG0006111	LOC108595182|XP_017835849.1|DBUS	LOC117579450|XP_034121268.1|DGUA
OG0006112	LOC108596774|XP_017838362.1|DBUS	LOC117588407|XP_034135568.1|DGUA
OG0006113	LOC108598659|XP_017840859.1|DBUS	LOC117587049|XP_034133376.1|DGUA
OG0006114	LOC108603903|XP_017848573.1|DBUS	LOC117582706|XP_034126516.1|DGUA
OG0006115	LOC108597767|XP_017839968.1|DBUS	LOC117581019|XP_034123776.1|DGUA
OG0006116	LOC108597281|XP_017839237.1|DBUS	LOC117586884|XP_034133108.1|DGUA
OG0006117	LOC108597014|XP_017838783.1|DBUS	LOC117583527|XP_034127768.1|DGUA
OG0006118	LOC108596056|XP_017836939.1|DBUS	LOC117592062|XP_034141451.1|DGUA
OG0006119	LOC108596430|XP_017837644.1|DBUS	LOC117587958|XP_034134856.1|DGUA
OG0006120	LOC108595534|XP_017836278.1|DBUS	LOC117592575|XP_034142351.1|DGUA
OG0006121	LOC108598908|XP_017841227.2|DBUS	LOC117589264|XP_034136934.1|DGUA
OG0006122	LOC108607411|XP_017853684.1|DBUS	LOC117590579|XP_034139215.1|DGUA
OG0006123	LOC108596675|XP_017838175.1|DBUS	LOC117587220|XP_034133675.1|DGUA
OG0006124	LOC108602218|XP_017845753.1|DBUS	LOC117585272|XP_034130585.1|DGUA
OG0006125	LOC108600472|XP_017843575.2|DBUS	LOC117579244|XP_034120920.1|DGUA
OG0006126	LOC108600477|XP_017843583.1|DBUS	LOC117580305|XP_034122686.1|DGUA
OG0006127	LOC108600462|XP_017843545.2|DBUS	LOC117579423|XP_034121194.1|DGUA
OG0006128	LOC108599093|XP_017841372.2|DBUS	LOC117591258|XP_034140335.1|DGUA
OG0006129	LOC108600891|XP_017844200.2|DBUS	LOC117579286|XP_034120978.1|DGUA
OG0006130	LOC108600464|XP_017843547.1|DBUS	LOC117591239|XP_034140306.1|DGUA
OG0006132	LOC108598238|XP_017840341.2|DBUS	LOC117591270|XP_034140356.1|DGUA
OG0006133	LOC108600465|XP_017843548.1|DBUS	LOC117591240|XP_034140307.1|DGUA
OG0006134	LOC108600060|XP_017842894.2|DBUS	LOC117580486|XP_034122959.1|DGUA
OG0006135	LOC108600248|XP_033150602.1|DBUS	LOC117591242|XP_034140311.1|DGUA
OG0006136	LOC108600474|XP_017843579.1|DBUS	LOC117579245|XP_034120923.1|DGUA
OG0006137	LOC108599356|XP_017841648.1|DBUS	LOC117579410|XP_034121180.1|DGUA
OG0006138	LOC108595647|XP_017836411.1|DBUS	LOC117581652|XP_034124923.1|DGUA
OG0006139	LOC108597484|XP_017839550.1|DBUS	LOC117592044|XP_034141418.1|DGUA
OG0006140	LOC108594987|XP_017835608.1|DBUS	LOC117592189|XP_034141682.1|DGUA
OG0006141	LOC108596752|XP_017838318.1|DBUS	LOC117586473|XP_034132474.1|DGUA
OG0006142	LOC108598446|XP_017840573.1|DBUS	LOC117580322|XP_034122709.1|DGUA
OG0006143	LOC108598561|XP_033149349.1|DBUS	LOC117579075|XP_034120672.1|DGUA
OG0006144	LOC108598359|XP_017840468.2|DBUS	LOC117579773|XP_034121720.1|DGUA
OG0006145	LOC108599293|XP_017841583.1|DBUS	LOC117579611|XP_034121437.1|DGUA
OG0006146	LOC108607596|XP_017854027.2|DBUS	LOC117588119|XP_034135086.1|DGUA
OG0006147	LOC108603172|XP_017847218.1|DBUS	LOC117582736|XP_034126557.1|DGUA
OG0006148	LOC108601079|XP_017844468.2|DBUS	LOC117586826|XP_034132997.1|DGUA
