Orthogroup	DBUS.longest_only	AALB.longest_only
OG0003834	LOC108598705|XP_017840923.1|DBUS	LOC118457516|XP_035775053.1|AALB
OG0003835	LOC108607906|XP_017854505.1|DBUS	LOC118460964|XP_035781634.1|AALB
OG0003836	LOC108596262|XP_017837312.2|DBUS	LOC118460572|XP_035780873.1|AALB
OG0003837	LOC108599542|XP_017841919.1|DBUS	LOC118460568|XP_035780863.1|AALB
OG0003838	LOC108606378|XP_017851969.1|DBUS	LOC118468599|XP_035795475.1|AALB
OG0003839	LOC108594372|XP_017835023.2|DBUS	LOC118456470|XP_035773154.1|AALB
OG0003840	LOC108596114|XP_017837031.1|DBUS	LOC118461893|XP_035783640.1|AALB
OG0003841	LOC108596234|XP_017837266.1|DBUS	LOC118464174|XP_035787207.1|AALB
OG0003842	LOC108608019|XP_033150303.1|DBUS	LOC118459052|XP_035777971.1|AALB
OG0003843	LOC108607506|XP_017853859.2|DBUS	LOC118458558|XP_035777093.1|AALB
OG0003844	LOC108608525|XP_017855423.1|DBUS	LOC118457501|XP_035775030.1|AALB
OG0003845	LOC108607246|XP_033150408.1|DBUS	LOC118457660|XP_035775301.1|AALB
OG0003846	LOC108594453|XP_017835117.1|DBUS	LOC118460412|XP_035780592.1|AALB
OG0003847	LOC108608077|XP_017854762.1|DBUS	LOC118460699|XP_035781109.1|AALB
OG0003848	LOC108604241|XP_017849104.1|DBUS	LOC118461871|XP_035783590.1|AALB
OG0003849	LOC108596926|XP_017838636.1|DBUS	LOC118457450|XP_035774939.1|AALB
OG0003850	LOC108607747|XP_033150064.1|DBUS	LOC118456297|XP_035772828.1|AALB
OG0003851	LOC108597499|XP_017839572.1|DBUS	LOC118460436|XP_035780622.1|AALB
OG0003852	LOC108594420|XP_017835081.1|DBUS	LOC118467789|XP_035794558.1|AALB
OG0003853	LOC108596450|XP_017837686.1|DBUS	LOC118461159|XP_035782049.1|AALB
OG0003854	LOC108606704|XP_017837764.1|DBUS	LOC118457893|XP_035775758.1|AALB
OG0003855	LOC108608068|XP_017854750.1|DBUS	LOC118457892|XP_035775754.1|AALB
OG0003856	LOC108603179|XP_017847230.1|DBUS	LOC118459061|XP_035777985.1|AALB
OG0003857	LOC108594221|XP_017834820.1|DBUS	LOC118456685|XP_035773565.1|AALB
OG0003859	LOC108608228|XP_017854998.1|DBUS	LOC118456763|XP_035773721.1|AALB
OG0003860	LOC108597759|XP_017839959.1|DBUS	LOC118458084|XP_035776137.1|AALB
OG0003861	LOC108608175|XP_017854922.1|DBUS	LOC118458442|XP_035776817.1|AALB
OG0003862	LOC108608067|XP_017854747.2|DBUS	LOC118457305|XP_035774675.1|AALB
OG0003863	LOC108607695|XP_033150660.1|DBUS	LOC118457303|XP_035774672.1|AALB
OG0003864	LOC108603170|XP_017847219.1|DBUS	LOC118457306|XP_035774682.1|AALB
OG0003865	LOC108601944|XP_017845413.1|DBUS	LOC118461665|XP_035783143.1|AALB
OG0003866	LOC108594531|XP_017835223.1|DBUS	LOC118458230|XP_035776391.1|AALB
OG0003867	LOC108604412|XP_017849371.2|DBUS	LOC118461670|XP_035783151.1|AALB
OG0003868	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS	LOC118457871|XP_035775678.1|AALB
OG0003869	LOC108608528|XP_017855432.1|DBUS	LOC118457467|XP_035774986.1|AALB
OG0003870	LOC108607861|XP_033150872.1|DBUS	LOC118457462|XP_035774960.1|AALB
OG0003871	LOC108598868|XP_017841116.1|DBUS	LOC118457469|XP_035774988.1|AALB
OG0003872	LOC108595390|XP_017836105.1|DBUS	LOC118456764|XP_035773724.1|AALB
OG0003873	LOC108601356|XP_017844748.1|DBUS	LOC118457997|XP_035775966.1|AALB
OG0003874	LOC108607690|XP_017854153.1|DBUS	LOC118459684|XP_035779208.1|AALB
OG0003875	LOC108594264|XP_017834879.2|DBUS	LOC118459690|XP_035779218.1|AALB
OG0003876	LOC108596732|XP_017838272.1|DBUS	LOC118456185|XP_035772632.1|AALB
OG0003877	LOC108599865|XP_017842502.1|DBUS	LOC118459216|XP_035778290.1|AALB
OG0003878	LOC108608227|XP_017854995.1|DBUS	LOC118468473|XP_035795184.1|AALB
OG0003879	LOC108598831|XP_017841073.1|DBUS	LOC118468476|XP_035795187.1|AALB
OG0003880	LOC108601004|XP_017844358.2|DBUS	LOC118468678|XP_035795674.1|AALB
OG0003881	LOC108596784|XP_017838377.1|DBUS	LOC118459049|XP_035777966.1|AALB
OG0003882	LOC108596369|XP_017837525.1|DBUS	LOC118460718|XP_035781155.1|AALB
OG0003883	LOC108606845|XP_017852829.1|DBUS	LOC118459132|XP_035778100.1|AALB
OG0003884	LOC108608144|XP_017854876.2|DBUS	LOC118458891|XP_035777736.1|AALB
OG0003885	LOC108607741|XP_017854254.1|DBUS	LOC118457235|XP_035774508.1|AALB
OG0003886	LOC117135046|XP_033150792.1|DBUS	LOC118457233|XP_035774505.1|AALB
OG0003887	LOC108594515|XP_017835207.2|DBUS	LOC118468883|XP_035796068.1|AALB
OG0003888	LOC108603555|XP_017847964.1|DBUS	LOC118456889|XP_035773903.1|AALB
OG0003890	LOC108595049|XP_017835679.1|DBUS	LOC118458901|XP_035777753.1|AALB
OG0003891	LOC108608181|XP_017854929.2|DBUS	LOC118458896|XP_035777745.1|AALB
OG0003892	LOC108599454|XP_017841776.1|DBUS	LOC118459777|XP_035779385.1|AALB
OG0003893	LOC108608374|XP_017855209.1|DBUS	LOC118460629|XP_035780971.1|AALB
OG0003894	LOC108597427|XP_017839474.1|DBUS	LOC118460631|XP_035780978.1|AALB
OG0003895	LOC108605898|XP_017851202.1|DBUS	LOC118458295|XP_035776512.1|AALB
OG0003896	LOC108597431|XP_017839478.1|DBUS	LOC118461886|XP_035783627.1|AALB
OG0003898	LOC108601133|XP_017844549.1|DBUS	LOC118459234|XP_035778325.1|AALB
OG0003899	LOC108607717|XP_017854208.1|DBUS	LOC118459779|XP_035779388.1|AALB
OG0003900	LOC108598016|XP_017840123.1|DBUS	LOC118458388|XP_035776691.1|AALB
OG0003901	LOC108600734|XP_017843969.1|DBUS	LOC118468335|XP_035794978.1|AALB
OG0003902	LOC108594316|XP_017834953.1|DBUS	LOC118458387|XP_035776690.1|AALB
OG0003903	LOC108608534|XP_017855437.1|DBUS	LOC118458390|XP_035776695.1|AALB
OG0003904	LOC108608533|XP_017855436.2|DBUS	LOC118458389|XP_035776694.1|AALB
OG0003905	LOC108601494|XP_033150128.1|DBUS	LOC118457521|XP_035775059.1|AALB
OG0003907	LOC108598889|XP_017841141.1|DBUS	LOC118456908|XP_035773927.1|AALB
OG0003908	LOC108598898|XP_033150800.1|DBUS	LOC118456911|XP_035773930.1|AALB
OG0003909	LOC108597646|XP_017839784.1|DBUS	LOC118461243|XP_035782236.1|AALB
OG0003910	LOC108596815|XP_017838419.1|DBUS	LOC118461246|XP_035782252.1|AALB
OG0003911	LOC108600111|XP_017842974.2|DBUS	LOC118468958|XP_035796214.1|AALB
OG0003912	LOC108599039|XP_017841311.2|DBUS	LOC118460999|XP_035781717.1|AALB
OG0003913	LOC108599582|XP_017842015.1|DBUS	LOC118460659|XP_035781018.1|AALB
OG0003914	LOC108608315|XP_017855132.1|DBUS	LOC118461750|XP_035783358.1|AALB
OG0003915	LOC108607009|XP_017853078.1|DBUS	LOC118461751|XP_035783359.1|AALB
OG0003916	LOC108598403|XP_017840518.1|DBUS	LOC118457746|XP_035775452.1|AALB
OG0003917	LOC108607464|XP_017853791.1|DBUS	LOC118461167|XP_035782060.1|AALB
OG0003918	LOC108601184|XP_017844606.1|DBUS	LOC118461476|XP_035782726.1|AALB
OG0003919	LOC108597704|XP_033148971.1|DBUS	LOC118462056|XP_035783935.1|AALB
OG0003920	LOC108596871|XP_017838537.1|DBUS	LOC118457988|XP_035775945.1|AALB
OG0003921	LOC108607987|XP_017854631.2|DBUS	LOC118468879|XP_035796056.1|AALB
OG0003922	LOC108594492|XP_017835175.1|DBUS	LOC118459771|XP_035779373.1|AALB
OG0003923	LOC108607355|XP_017853538.1|DBUS	LOC118467487|XP_035793925.1|AALB
OG0003925	LOC108608009|XP_033149606.1|DBUS	LOC118461708|XP_035783227.1|AALB
OG0003926	LOC108607482|XP_017853814.1|DBUS	LOC118456820|XP_035773806.1|AALB
OG0003927	LOC108597652|XP_017839799.1|DBUS	LOC118457694|XP_035775360.1|AALB
OG0003928	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS	LOC118461428|XP_035782629.1|AALB
OG0003929	LOC108608455|XP_017855323.1|DBUS	LOC118460112|XP_035780039.1|AALB
OG0003930	LOC108594220|XP_017834819.1|DBUS	LOC118457669|XP_035775318.1|AALB
OG0003931	LOC108606773|XP_017852681.1|DBUS	LOC118457664|XP_035775310.1|AALB
OG0003932	LOC108594676|XP_017835305.1|DBUS	LOC118457862|XP_035775652.1|AALB
OG0003933	LOC108598203|XP_017840312.1|DBUS	LOC118461446|XP_035782660.1|AALB
OG0003934	LOC108603043|XP_017846954.1|DBUS	LOC118461448|XP_035782662.1|AALB
OG0003935	LOC108597372|XP_017839389.1|DBUS	LOC118459321|XP_035778465.1|AALB
OG0003936	LOC108596838|XP_017838452.1|DBUS	LOC118459328|XP_035778477.1|AALB
OG0003937	LOC108596353|XP_017837500.1|DBUS	LOC118459297|XP_035778437.1|AALB
OG0003938	LOC108607950|XP_017854564.2|DBUS	LOC118460336|XP_035780445.1|AALB
OG0003939	LOC108606424|XP_017852021.1|DBUS	LOC118461443|XP_035782654.1|AALB
OG0003940	LOC108608286|XP_017855090.1|DBUS	LOC118461447|XP_035782661.1|AALB
OG0003941	LOC108607949|XP_017854557.1|DBUS	LOC118461584|XP_035782967.1|AALB
OG0003942	LOC108594530|XP_033148943.1|DBUS	LOC118457684|XP_035775341.1|AALB
OG0003943	LOC108607658|XP_017854095.1|DBUS	LOC118468577|XP_035795402.1|AALB
OG0003945	LOC108595586|XP_017836337.1|DBUS	LOC118460001|XP_035779811.1|AALB
OG0003946	LOC108596267|XP_017837326.1|DBUS	LOC118461729|XP_035783309.1|AALB
OG0003947	LOC108594442|XP_017835106.2|DBUS	LOC118458892|XP_035777738.1|AALB
OG0003948	LOC108600922|XP_017844248.1|DBUS	LOC118459246|XP_035778347.1|AALB
OG0003949	LOC108607798|XP_017854327.1|DBUS	LOC118457277|XP_035774578.1|AALB
OG0003950	LOC108597322|XP_017839305.1|DBUS	LOC118456774|XP_035773743.1|AALB
OG0003951	LOC108600369|XP_017843436.2|DBUS	LOC118460839|XP_035781414.1|AALB
OG0003952	LOC108607776|XP_017854298.1|DBUS	LOC118459148|XP_035778126.1|AALB
OG0003953	LOC108608462|XP_017855335.1|DBUS	LOC118456250|XP_035772739.1|AALB
OG0003954	LOC108599067|XP_017841337.2|DBUS	LOC118458653|XP_035777236.1|AALB
OG0003955	LOC108601355|XP_033149832.1|DBUS	LOC118461411|XP_035782587.1|AALB
OG0003956	LOC108607898|XP_033150633.1|DBUS	LOC118468849|XP_035795985.1|AALB
OG0003957	LOC108600860|XP_017844155.1|DBUS	LOC118456803|XP_035773783.1|AALB
OG0003958	LOC108607003|XP_017853070.1|DBUS	LOC118458800|XP_035777539.1|AALB
OG0003959	LOC108597271|XP_017839221.1|DBUS	LOC118456753|XP_035773706.1|AALB
OG0003960	LOC108606392|XP_017851958.1|DBUS	LOC118461410|XP_035782586.1|AALB
OG0003961	LOC108608215|XP_017854978.1|DBUS	LOC118457702|XP_035775374.1|AALB
OG0003962	LOC108607479|XP_017853809.1|DBUS	LOC118460119|XP_035780051.1|AALB
OG0003963	LOC108594395|XP_017835050.2|DBUS	LOC118459660|XP_035779153.1|AALB
OG0003965	LOC108605554|XP_017850807.1|DBUS	LOC118459909|XP_035779634.1|AALB
OG0003966	LOC108594261|XP_017834875.2|DBUS	LOC118458655|XP_035777237.1|AALB
OG0003967	LOC108596573|XP_017837971.1|DBUS	LOC118460820|XP_035781333.1|AALB
OG0003968	LOC108595107|XP_017835757.1|DBUS	LOC118456983|XP_035774081.1|AALB
OG0003969	LOC108597050|XP_017838858.1|DBUS	LOC118468505|XP_035795233.1|AALB
OG0003970	LOC108602337|XP_017845919.1|DBUS	LOC118456353|XP_035772907.1|AALB
OG0003971	LOC108607474|XP_017853802.1|DBUS	LOC118460558|XP_035780848.1|AALB
OG0003972	LOC108599531|XP_017841903.2|DBUS	LOC118460560|XP_035780854.1|AALB
OG0003973	LOC108595626|XP_017836382.1|DBUS	LOC118460934|XP_035781590.1|AALB
OG0003974	LOC108597777|XP_017839981.1|DBUS	LOC118456202|XP_035772660.1|AALB
OG0003975	LOC108607835|XP_033150811.1|DBUS	LOC118461939|XP_035783707.1|AALB
OG0003976	LOC108604358|XP_017849285.1|DBUS	LOC118459088|XP_035778046.1|AALB
OG0003978	LOC108598736|XP_017840958.1|DBUS	LOC118457536|XP_035775081.1|AALB
OG0003979	LOC108607790|XP_017854318.2|DBUS	LOC118460939|XP_035781595.1|AALB
OG0003980	LOC108601801|XP_017845226.1|DBUS	LOC118460935|XP_035781591.1|AALB
OG0003981	LOC108608328|XP_017855157.1|DBUS	LOC118457433|XP_035774911.1|AALB
OG0003982	LOC108599645|XP_017842113.2|DBUS	LOC118457436|XP_035774917.1|AALB
OG0003983	LOC108606450|XP_017852095.1|DBUS	LOC118457437|XP_035774919.1|AALB
OG0003984	LOC108607853|XP_017854424.2|DBUS	LOC118460301|XP_035780397.1|AALB
OG0003985	LOC108594418|XP_033150049.1|DBUS	LOC118460300|XP_035780396.1|AALB
OG0003986	LOC108606004|XP_017851353.1|DBUS	LOC118459125|XP_035778087.1|AALB
OG0003987	LOC108608013|XP_033150833.1|DBUS	LOC118462016|XP_035783858.1|AALB
OG0003989	LOC108594394|XP_017835047.1|DBUS	LOC118461960|XP_035783755.1|AALB
OG0003990	LOC108594486|XP_017835165.2|DBUS	LOC118468329|XP_035794969.1|AALB
OG0003991	LOC108608173|XP_017854920.2|DBUS	LOC118467379|XP_035793708.1|AALB
OG0003992	LOC108597003|XP_017838812.2|DBUS	LOC118467431|XP_035793818.1|AALB
OG0003993	LOC108607489|XP_017853822.1|DBUS	LOC118456603|XP_035773396.1|AALB
OG0003994	LOC108602061|XP_017845569.1|DBUS	LOC118460716|XP_035781153.1|AALB
OG0003995	LOC108595189|XP_017835860.1|DBUS	LOC118468601|XP_035795480.1|AALB
OG0003996	LOC108595803|XP_017836582.1|DBUS	LOC118458223|XP_035776380.1|AALB
OG0003997	LOC108603023|XP_017846916.1|DBUS	LOC118457915|XP_035775809.1|AALB
OG0003998	LOC117134984|XP_033150567.1|DBUS	LOC118468332|XP_035794972.1|AALB
OG0003999	LOC108600623|XP_017843800.2|DBUS	LOC118458121|XP_035776188.1|AALB
OG0004000	LOC108605809|XP_017851102.1|DBUS	LOC118457239|XP_035774513.1|AALB
OG0004001	LOC108597239|XP_017839177.1|DBUS	LOC118459413|XP_035778608.1|AALB
OG0004002	LOC108596642|XP_017838102.1|DBUS	LOC118459843|XP_035779504.1|AALB
OG0004003	LOC108607646|XP_017854061.1|DBUS	LOC118460000|XP_035779807.1|AALB
OG0004004	LOC108607541|XP_017853915.1|DBUS	LOC118460002|XP_035779808.1|AALB
OG0004005	LOC108596195|XP_017837202.1|DBUS	LOC118460003|XP_035779809.1|AALB
OG0004006	LOC108607957|XP_017854574.1|DBUS	LOC118457077|XP_035774250.1|AALB
OG0004007	LOC108608529|XP_017855433.1|DBUS	LOC118457085|XP_035774266.1|AALB
OG0004008	LOC108606728|XP_017852610.2|DBUS	LOC118460687|XP_035781080.1|AALB
OG0004009	LOC108599205|XP_017841493.2|DBUS	LOC118458776|XP_035777492.1|AALB
OG0004010	LOC108608501|XP_033150779.1|DBUS	LOC118457983|XP_035775932.1|AALB
OG0004011	LOC108600480|XP_017843592.2|DBUS	LOC118458734|XP_035777397.1|AALB
OG0004012	LOC108602440|XP_017846049.1|DBUS	LOC118458381|XP_035776680.1|AALB
OG0004013	LOC108607749|XP_017854266.2|DBUS	LOC118460607|XP_035780937.1|AALB
OG0004014	LOC108601138|XP_017844553.1|DBUS	LOC118460606|XP_035780936.1|AALB
OG0004015	LOC108608340|XP_017855172.2|DBUS	LOC118459204|XP_035778267.1|AALB
OG0004016	LOC108608270|XP_017855063.2|DBUS	LOC118459027|XP_035777925.1|AALB
OG0004017	LOC108608072|XP_017854755.1|DBUS	LOC118456503|XP_035773224.1|AALB
OG0004018	LOC108597059|XP_017838871.1|DBUS	LOC118461401|XP_035782560.1|AALB
OG0004019	LOC108607396|XP_033149949.1|DBUS	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	LOC108608125|XP_017854843.1|DBUS	LOC118458078|XP_035776126.1|AALB
OG0004021	LOC108607623|XP_017854029.1|DBUS	LOC118459640|XP_035779113.1|AALB
OG0004022	LOC108597608|XP_033149037.1|DBUS	LOC118458490|XP_035776935.1|AALB
OG0004023	LOC108594794|XP_017835422.1|DBUS	LOC118461553|XP_035782896.1|AALB
OG0004024	LOC108598147|XP_017840256.2|DBUS	LOC118469079|XP_035796464.1|AALB
OG0004025	LOC108597511|XP_017839593.1|DBUS	LOC118467248|XP_035793424.1|AALB
OG0004026	LOC108607573|XP_017853954.1|DBUS	LOC118468001|XP_035794867.1|AALB
OG0004027	LOC108595662|XP_017836430.1|DBUS	LOC118458610|XP_035777179.1|AALB
OG0004028	LOC108596747|XP_017838313.1|DBUS	LOC118461865|XP_035783566.1|AALB
OG0004029	LOC108598519|XP_017840692.1|DBUS	LOC118458184|XP_035776305.1|AALB
OG0004030	LOC108596756|XP_017838325.1|DBUS	LOC118459395|XP_035778598.1|AALB
OG0004031	LOC108601055|XP_033150657.1|DBUS	LOC118457685|XP_035775345.1|AALB
OG0004032	LOC108596178|XP_017837179.1|DBUS, LOC108605054|XP_033150307.1|DBUS	LOC118461840|XP_035783508.1|AALB
OG0004033	LOC108608382|XP_017851300.1|DBUS	LOC118461834|XP_035783488.1|AALB
OG0004034	LOC108608039|XP_017854709.2|DBUS	LOC118468432|XP_035795088.1|AALB
OG0004035	LOC108607657|XP_017854087.1|DBUS	LOC118459759|XP_035779345.1|AALB
OG0004036	LOC108608141|XP_017854866.1|DBUS	LOC118459757|XP_035779342.1|AALB
OG0004037	LOC108608389|XP_017855230.2|DBUS	LOC118460507|XP_035780760.1|AALB
OG0004038	LOC108602328|XP_017845908.2|DBUS	LOC118457503|XP_035775033.1|AALB
OG0004039	LOC117135016|XP_033150702.1|DBUS	LOC118458482|XP_035776921.1|AALB
OG0004040	LOC108596474|XP_017837724.1|DBUS	LOC118458659|XP_035777245.1|AALB
OG0004042	LOC108601077|XP_017844466.1|DBUS	LOC118467688|XP_035794364.1|AALB
OG0004043	LOC108594336|XP_017834979.1|DBUS	LOC118467681|XP_035794349.1|AALB
OG0004044	LOC108605562|XP_017850818.1|DBUS	LOC118468900|XP_035796093.1|AALB
OG0004045	LOC108608537|XP_017855441.1|DBUS	LOC118468916|XP_035796117.1|AALB
OG0004046	LOC108608159|XP_017854902.1|DBUS	LOC118468907|XP_035796105.1|AALB
OG0004047	LOC108596519|XP_017837858.1|DBUS	LOC118468903|XP_035796096.1|AALB
OG0004048	LOC108594368|XP_017835017.2|DBUS	LOC118468905|XP_035796100.1|AALB
OG0004049	LOC108608278|XP_017855075.1|DBUS	LOC118457249|XP_035774530.1|AALB
OG0004050	LOC108607452|XP_017853778.2|DBUS	LOC118456214|XP_035772687.1|AALB
OG0004051	LOC108606389|XP_017851949.2|DBUS	LOC118460508|XP_035780761.1|AALB
OG0004052	LOC108607123|XP_017853248.1|DBUS	LOC118463830|XP_035786611.1|AALB
OG0004054	LOC108608457|XP_017855331.1|DBUS	LOC118463596|XP_035786149.1|AALB
OG0004055	LOC108602713|XP_017846356.1|DBUS	LOC118457506|XP_035775038.1|AALB
OG0004056	LOC108604573|XP_017849593.1|DBUS	LOC118458967|XP_035777843.1|AALB
OG0004057	LOC108599124|XP_017841403.1|DBUS	LOC118456648|XP_035773479.1|AALB
OG0004058	LOC108599468|XP_017841794.2|DBUS	LOC118460392|XP_035780561.1|AALB
OG0004059	LOC108604838|XP_017849947.1|DBUS	LOC118460348|XP_035780479.1|AALB
OG0004060	LOC108603757|XP_017848325.1|DBUS	LOC118464215|XP_035787279.1|AALB
OG0004061	LOC108606891|XP_017852905.1|DBUS	LOC118468490|XP_035795210.1|AALB
OG0004062	LOC108598598|XP_017840781.1|DBUS	LOC118469000|XP_035796322.1|AALB
OG0004063	LOC108605752|XP_017851042.1|DBUS	LOC118468807|XP_035795907.1|AALB
OG0004064	LOC108598933|XP_017841186.1|DBUS	LOC118468806|XP_035795906.1|AALB
OG0004065	LOC108596933|XP_017838598.2|DBUS	LOC118456546|XP_035773305.1|AALB
OG0004066	LOC108596621|XP_017838054.1|DBUS	LOC118456557|XP_035773320.1|AALB
OG0004067	LOC108605207|XP_017850299.1|DBUS	LOC118456547|XP_035773306.1|AALB
OG0004069	LOC108603806|XP_017848394.1|DBUS	LOC118456543|XP_035773292.1|AALB
OG0004070	LOC108599119|XP_017841397.1|DBUS	LOC118458282|XP_035776498.1|AALB
OG0004071	LOC108600823|XP_017844104.2|DBUS	LOC118461906|XP_035783654.1|AALB
OG0004072	LOC108600824|XP_017844105.2|DBUS	LOC118457160|XP_035774380.1|AALB
OG0004073	LOC108605291|XP_017850430.1|DBUS	LOC118461425|XP_035782626.1|AALB
OG0004074	LOC108597530|XP_017839619.1|DBUS	LOC118461423|XP_035782624.1|AALB
OG0004075	LOC108596644|XP_017838108.1|DBUS	LOC118456433|XP_035773083.1|AALB
OG0004076	LOC108596643|XP_017838100.1|DBUS	LOC118459893|XP_035779586.1|AALB
OG0004077	LOC108605568|XP_017850827.1|DBUS	LOC118459461|XP_035778761.1|AALB
OG0004078	LOC108604719|XP_017849785.1|DBUS	LOC118459484|XP_035778790.1|AALB
OG0004079	LOC108605751|XP_017851040.1|DBUS	LOC118458733|XP_035777396.1|AALB
OG0004080	LOC108597180|XP_017839091.1|DBUS	LOC118456954|XP_035774023.1|AALB
OG0004081	LOC108596091|XP_017836999.1|DBUS	LOC118456936|XP_035773979.1|AALB
OG0004082	LOC108607400|XP_017853667.1|DBUS	LOC118458629|XP_035777212.1|AALB
OG0004083	LOC108603158|XP_017847203.1|DBUS	LOC118458632|XP_035777214.1|AALB
OG0004084	LOC108599720|XP_033149602.1|DBUS	LOC118461787|XP_035783409.1|AALB
OG0004085	LOC108601683|XP_017845081.1|DBUS	LOC118460781|XP_035781279.1|AALB
OG0004086	LOC108601763|XP_017845176.1|DBUS	LOC118459903|XP_035779623.1|AALB
OG0004087	LOC108606665|XP_017852483.1|DBUS, LOC108595222|XP_033150642.1|DBUS	LOC118457337|XP_035774726.1|AALB
OG0004088	LOC108601776|XP_017845191.1|DBUS	LOC118456643|XP_035773475.1|AALB
OG0004089	LOC108606844|XP_017852826.2|DBUS	LOC118461221|XP_035782189.1|AALB
OG0004090	LOC108602921|XP_017846751.1|DBUS	LOC118461220|XP_035782187.1|AALB
OG0004091	LOC108601309|XP_017844698.1|DBUS, LOC108602794|XP_017846506.2|DBUS	LOC118459483|XP_035778788.1|AALB
OG0004092	LOC108606488|XP_017852117.1|DBUS	LOC118459917|XP_035779651.1|AALB
OG0004095	LOC108604304|XP_017849211.1|DBUS	LOC118459340|XP_035778505.1|AALB
OG0004096	LOC108602094|XP_017845607.1|DBUS	LOC118459339|XP_035778504.1|AALB
OG0004097	LOC108598558|XP_017840733.1|DBUS	LOC118460959|XP_035781627.1|AALB
OG0004098	LOC108599353|XP_017841646.2|DBUS	LOC118460953|XP_035781622.1|AALB
OG0004099	LOC108603048|XP_017846957.1|DBUS	LOC118459863|XP_035779531.1|AALB
OG0004100	LOC108602078|XP_017845586.1|DBUS	LOC118458356|XP_035776601.1|AALB
OG0004101	LOC108604625|XP_017849662.1|DBUS	LOC118458043|XP_035776055.1|AALB
OG0004102	LOC108603262|XP_017847404.1|DBUS	LOC118460343|XP_035780462.1|AALB
OG0004103	LOC108604717|XP_017849784.1|DBUS	LOC118460346|XP_035780477.1|AALB
OG0004104	LOC108602163|XP_017845685.1|DBUS	LOC118460345|XP_035780475.1|AALB
OG0004105	LOC108599504|XP_017841859.2|DBUS	LOC118468483|XP_035795197.1|AALB
OG0004106	LOC108598334|XP_017840440.2|DBUS	LOC118461050|XP_035781834.1|AALB
OG0004107	LOC108600277|XP_017843230.1|DBUS	LOC118461040|XP_035781821.1|AALB
OG0004108	LOC108604051|XP_017848802.1|DBUS	LOC118461051|XP_035781835.1|AALB
OG0004109	LOC108602922|XP_017846753.1|DBUS	LOC118461025|XP_035781773.1|AALB
OG0004110	LOC108598413|XP_017840526.1|DBUS	LOC118461047|XP_035781831.1|AALB
OG0004111	LOC108603792|XP_017848376.1|DBUS	LOC118458791|XP_035777525.1|AALB
OG0004112	LOC108601914|XP_017845380.1|DBUS	LOC118468814|XP_035795923.1|AALB
OG0004113	LOC108606317|XP_017851816.1|DBUS	LOC118462079|XP_035783987.1|AALB
OG0004114	LOC108607142|XP_017853273.2|DBUS	LOC118459751|XP_035779335.1|AALB
OG0004115	LOC108606725|XP_017852599.1|DBUS	LOC118459744|XP_035779314.1|AALB
OG0004116	LOC108601899|XP_017845365.1|DBUS	LOC118461705|XP_035783219.1|AALB
OG0004117	LOC108601794|XP_017845219.1|DBUS, LOC108604941|XP_033150263.1|DBUS	LOC118458353|XP_035776597.1|AALB
OG0004118	LOC108595408|XP_017836122.1|DBUS	LOC118458692|XP_035777324.1|AALB
OG0004119	LOC108603251|XP_017847379.1|DBUS	LOC118458828|XP_035777609.1|AALB
OG0004120	LOC108604507|XP_017849498.1|DBUS	LOC118460579|XP_035780885.1|AALB
OG0004121	LOC108599139|XP_017841416.1|DBUS	LOC118457734|XP_035775421.1|AALB
OG0004122	LOC108601998|XP_017845486.1|DBUS	LOC118467063|XP_035792985.1|AALB
OG0004123	LOC108604076|XP_017848834.1|DBUS	LOC118468604|XP_035795484.1|AALB
OG0004124	LOC108606719|XP_017852588.1|DBUS	LOC118468991|XP_035796309.1|AALB
OG0004125	LOC108604392|XP_017849339.1|DBUS	LOC118457443|XP_035774927.1|AALB
OG0004126	LOC108604354|XP_017849277.1|DBUS	LOC118456570|XP_035773332.1|AALB
OG0004127	LOC108599154|XP_017841433.1|DBUS	LOC118457377|XP_035774805.1|AALB
OG0004128	LOC108602264|XP_017845807.1|DBUS	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	LOC108596870|XP_017838534.1|DBUS	LOC118460097|XP_035780015.1|AALB
OG0004130	LOC108607218|XP_017853375.1|DBUS	LOC118456149|XP_035772557.1|AALB
OG0004131	LOC108602202|XP_017845740.1|DBUS	LOC118461817|XP_035783462.1|AALB
OG0004132	LOC108601145|XP_017844562.1|DBUS	LOC118461810|XP_035783452.1|AALB
OG0004133	LOC108594446|XP_017835109.1|DBUS	LOC118461804|XP_035783443.1|AALB
OG0004134	LOC108603184|XP_017847234.1|DBUS	LOC118461793|XP_035783422.1|AALB
OG0004135	LOC108603188|XP_033150035.1|DBUS	LOC118469063|XP_035796429.1|AALB
OG0004136	LOC108602808|XP_017846526.1|DBUS	LOC118459464|XP_035778764.1|AALB
OG0004137	LOC108595915|XP_017836695.1|DBUS	LOC118461182|XP_035782102.1|AALB
OG0004138	LOC108599996|XP_017842764.1|DBUS	LOC118458478|XP_035776914.1|AALB
OG0004139	LOC108606233|XP_017851654.1|DBUS	LOC118458477|XP_035776913.1|AALB
OG0004140	LOC108605981|XP_017851293.1|DBUS	LOC118459550|XP_035778924.1|AALB
