Orthogroup	DBUS.longest_only	DANA.longest_only
OG0004652	LOC108602760|XP_017846420.1|DBUS	LOC6501635|XP_001955649.1|DANA
OG0004653	LOC108598281|XP_017840386.2|DBUS	LOC6506140|XP_001958469.1|DANA
OG0004654	LOC108603140|XP_017847170.2|DBUS	LOC6498111|XP_001962100.1|DANA
OG0004655	LOC108604491|XP_017849472.1|DBUS	LOC6500759|XP_032305497.1|DANA
OG0004656	LOC108606352|XP_017851889.1|DBUS	LOC6505170|XP_001965474.1|DANA
OG0004657	LOC108601471|XP_017844859.1|DBUS	LOC6501293|XP_001954936.1|DANA
OG0004658	LOC108603065|XP_017847000.1|DBUS	LOC6500314|XP_001952950.1|DANA
OG0004659	LOC108602085|XP_017845597.1|DBUS	LOC6499782|XP_001953926.1|DANA
OG0004660	LOC108603885|XP_017848547.1|DBUS	LOC6500859|XP_032305731.1|DANA
OG0004661	LOC108604010|XP_017848742.1|DBUS	LOC6501377|XP_001955112.1|DANA
OG0004662	LOC108603313|XP_017847511.1|DBUS	LOC6499306|XP_001954903.1|DANA
OG0004663	LOC108604953|XP_033150160.1|DBUS	LOC6503636|XP_001964027.1|DANA
OG0004664	LOC108606858|XP_017852847.1|DBUS	LOC6503635|XP_014760999.1|DANA
OG0004665	LOC108605651|XP_017850924.1|DBUS	LOC6503868|XP_001963747.2|DANA
OG0004666	LOC108603776|XP_017848357.1|DBUS	LOC6505837|XP_001964461.1|DANA
OG0004667	LOC108604599|XP_017849624.1|DBUS	LOC6500623|XP_001953590.1|DANA
OG0004668	LOC108606822|XP_017852794.1|DBUS	LOC6503732|XP_032308487.1|DANA
OG0004669	LOC108608386|XP_017855228.1|DBUS	LOC6497294|XP_001962376.1|DANA
OG0004670	LOC108601729|XP_017845138.1|DBUS	LOC6501006|XP_001954359.3|DANA
OG0004671	LOC108601949|XP_017845422.1|DBUS	LOC6500743|XP_001953829.2|DANA
OG0004672	LOC108601271|XP_017844659.1|DBUS	LOC6500232|XP_032305329.1|DANA
OG0004673	LOC108604761|XP_017849840.1|DBUS	LOC6505634|XP_032305505.1|DANA
OG0004674	LOC108601660|XP_017845049.1|DBUS	LOC6501469|XP_001955317.1|DANA
OG0004675	LOC108603118|XP_017847116.1|DBUS	LOC6499091|XP_032310551.1|DANA
OG0004676	LOC108603442|XP_017847755.1|DBUS	LOC6501400|XP_001955179.1|DANA
OG0004677	LOC108604367|XP_017849297.1|DBUS	LOC6500748|XP_032307855.1|DANA
OG0004678	LOC108603580|XP_017848005.1|DBUS	LOC6499823|XP_001953840.2|DANA
OG0004679	LOC108601348|XP_017844734.1|DBUS	LOC6501369|XP_032305619.1|DANA
OG0004680	LOC108603872|XP_017848532.1|DBUS	LOC6500921|XP_032312088.1|DANA
OG0004681	LOC108603595|XP_017848025.1|DBUS	LOC6498899|XP_001955718.1|DANA
OG0004682	LOC108604718|XP_017849788.1|DBUS	LOC6506636|XP_001965219.1|DANA
OG0004683	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS	LOC6500363|XP_001953056.1|DANA
OG0004685	LOC108604402|XP_017849351.1|DBUS	LOC6505989|XP_014760871.1|DANA
OG0004686	LOC108603857|XP_017848503.1|DBUS	LOC6499369|XP_001954773.1|DANA
OG0004687	LOC108601756|XP_017845168.1|DBUS	LOC6505993|XP_001964745.1|DANA
OG0004688	LOC108603096|XP_017847081.1|DBUS	LOC6500329|XP_001952982.1|DANA
OG0004689	LOC108603458|XP_017847778.1|DBUS	LOC6501520|XP_001955411.1|DANA
OG0004690	LOC108603367|XP_017847614.1|DBUS	LOC6499969|XP_001953527.1|DANA
OG0004691	LOC108602818|XP_017846538.1|DBUS	LOC6501495|XP_001955363.1|DANA
OG0004692	LOC108603182|XP_017847229.1|DBUS	LOC6501505|XP_001955386.1|DANA
OG0004693	LOC108603639|XP_017848089.1|DBUS	LOC6499061|XP_014765888.1|DANA
OG0004694	LOC108604382|XP_017849326.1|DBUS	LOC6500673|XP_001953700.1|DANA
OG0004695	LOC108603114|XP_033149998.1|DBUS	LOC6499090|XP_014765899.1|DANA
OG0004696	LOC108601446|XP_017844833.1|DBUS	LOC6500773|XP_001953889.1|DANA
OG0004698	LOC108605698|XP_017850978.1|DBUS	LOC6505043|XP_001965574.1|DANA
OG0004699	LOC108603528|XP_017847911.1|DBUS	LOC6500301|XP_001952930.1|DANA
OG0004700	LOC108601896|XP_017845359.1|DBUS	LOC6500981|XP_001954295.1|DANA
OG0004701	LOC108602801|XP_017846513.1|DBUS	LOC6499293|XP_032306730.1|DANA
OG0004702	LOC108603020|XP_017846906.1|DBUS	LOC6500754|XP_001953853.1|DANA
OG0004703	LOC108602053|XP_017845555.1|DBUS	LOC6501522|XP_001955419.1|DANA
OG0004704	LOC108603175|XP_017847224.2|DBUS	LOC6505691|XP_001964449.1|DANA
OG0004705	LOC108603475|XP_017847805.1|DBUS	LOC6494534|XP_001965920.1|DANA
OG0004706	LOC108600108|XP_017842967.2|DBUS	LOC6507333|XP_001956225.1|DANA
OG0004707	LOC108604656|XP_017849694.1|DBUS	LOC6498242|XP_001962372.1|DANA
OG0004708	LOC108604690|XP_017849735.1|DBUS	LOC6499640|XP_001954241.1|DANA
OG0004709	LOC108601746|XP_017845155.1|DBUS	LOC6499758|XP_032305580.1|DANA
OG0004710	LOC108603670|XP_033150148.1|DBUS	LOC6500272|XP_032309206.1|DANA
OG0004711	LOC108601569|XP_017844956.1|DBUS	LOC6501334|XP_001955012.1|DANA
OG0004712	LOC108601541|XP_033149875.1|DBUS	LOC6500390|XP_001953118.3|DANA
OG0004713	LOC108604173|XP_017849000.1|DBUS	LOC6501657|XP_014767153.1|DANA
OG0004714	LOC108603665|XP_017848147.1|DBUS	LOC26514865|XP_014767353.1|DANA
OG0004715	LOC108607567|XP_017853947.2|DBUS	LOC6497831|XP_001961537.1|DANA
OG0004716	LOC108601556|XP_017844944.1|DBUS	LOC6498901|XP_032312179.1|DANA
OG0004717	LOC108607243|XP_033150182.1|DBUS	LOC6501958|XP_032308201.1|DANA
OG0004718	LOC108608527|XP_017855429.1|DBUS	LOC6498489|XP_014762148.1|DANA
OG0004719	LOC108604039|XP_017848787.1|DBUS	LOC6505574|XP_032305422.1|DANA
OG0004720	LOC108602097|XP_017845609.1|DBUS	LOC6500753|XP_001953849.1|DANA
OG0004721	LOC108603434|XP_017847743.1|DBUS	LOC6501634|XP_032312121.1|DANA
OG0004722	LOC108601866|XP_017845313.1|DBUS	LOC6505545|XP_001964724.1|DANA
OG0004723	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS	LOC6502949|XP_001963536.1|DANA
OG0004724	LOC108604242|XP_017849105.1|DBUS	LOC6500648|XP_001953646.1|DANA
OG0004725	LOC108604277|XP_017849168.1|DBUS	LOC6499258|XP_001955011.1|DANA
OG0004726	LOC108603597|XP_017848028.1|DBUS	LOC6501475|XP_032310559.1|DANA
OG0004727	LOC108603732|XP_017848269.1|DBUS	LOC6501531|XP_032312060.1|DANA
OG0004728	LOC108604349|XP_017849268.1|DBUS	LOC6500745|XP_001953832.1|DANA
OG0004729	LOC108605682|XP_017850963.1|DBUS	LOC6498761|XP_001967256.2|DANA
OG0004730	LOC108600632|XP_017843813.1|DBUS	LOC6497763|XP_032307719.1|DANA
OG0004731	LOC108601770|XP_017845184.1|DBUS	LOC6505657|XP_001964518.1|DANA
OG0004732	LOC108601793|XP_017845218.1|DBUS	LOC6500914|XP_001954154.1|DANA
OG0004733	LOC108604534|XP_017849538.1|DBUS	LOC6499682|XP_001954155.1|DANA
OG0004734	LOC108604681|XP_017849726.1|DBUS	LOC6500832|XP_032311282.1|DANA
OG0004735	LOC108603763|XP_017848334.1|DBUS	LOC6500276|XP_032309163.1|DANA
OG0004736	LOC108603292|XP_017847452.1|DBUS	LOC6499803|XP_032308496.1|DANA
OG0004737	LOC108602719|XP_017846363.1|DBUS	LOC6499608|XP_001954302.1|DANA
OG0004738	LOC108604054|XP_017848805.1|DBUS	LOC6500985|XP_001954303.2|DANA
OG0004739	LOC108603245|XP_017847363.1|DBUS	LOC6501514|XP_001955399.3|DANA
OG0004740	LOC108602113|XP_017845627.1|DBUS	LOC6499783|XP_014766224.1|DANA
OG0004741	LOC108603316|XP_017847517.1|DBUS	LOC6505859|XP_001964499.1|DANA
OG0004742	LOC108607359|XP_017853542.1|DBUS	LOC6501771|XP_032311688.1|DANA
OG0004743	LOC108602990|XP_017846873.1|DBUS	LOC6499216|XP_001955085.1|DANA
OG0004744	LOC108596807|XP_017838409.2|DBUS	LOC6498187|XP_001962257.2|DANA
OG0004745	LOC108601486|XP_017844873.1|DBUS	LOC6498872|XP_001955766.1|DANA
OG0004746	LOC108603864|XP_017848520.1|DBUS	LOC6505815|XP_001964423.2|DANA
OG0004747	LOC108603865|XP_017848521.1|DBUS	LOC6505704|XP_014760767.1|DANA
OG0004748	LOC108603750|XP_017848313.1|DBUS	LOC6505701|XP_032305564.1|DANA
OG0004749	LOC108603833|XP_017848461.1|DBUS	LOC6499479|XP_001954554.3|DANA
OG0004750	LOC108602905|XP_017846702.1|DBUS	LOC6499741|XP_001954019.1|DANA
OG0004751	LOC108603725|XP_017848255.1|DBUS	LOC6505878|XP_014760830.1|DANA
OG0004752	LOC108604107|XP_017848877.1|DBUS	LOC6505614|XP_001964595.1|DANA
OG0004753	LOC108603804|XP_017848391.1|DBUS	LOC6499106|XP_014765904.2|DANA
OG0004754	LOC108602761|XP_017846422.1|DBUS	LOC6501636|XP_001955651.1|DANA
OG0004755	LOC108601717|XP_017845124.1|DBUS	LOC6501108|XP_001954564.1|DANA
OG0004756	LOC108601813|XP_017845239.1|DBUS	LOC6499474|XP_001954565.1|DANA
OG0004757	LOC108602875|XP_017846653.1|DBUS	LOC6499718|XP_014766195.1|DANA
OG0004758	LOC108604597|XP_017849619.1|DBUS	LOC26513693|XP_014767198.2|DANA
OG0004759	LOC108604209|XP_017849059.1|DBUS	LOC6498965|XP_001955598.1|DANA
OG0004760	LOC108602300|XP_017845869.1|DBUS	LOC6498959|XP_001955606.1|DANA
OG0004761	LOC108604344|XP_017849261.1|DBUS	LOC6500691|XP_001953731.1|DANA
OG0004762	LOC108607737|XP_017854250.2|DBUS	LOC6497000|XP_001962957.1|DANA
OG0004763	LOC108601983|XP_017845467.1|DBUS	LOC6500895|XP_001954121.3|DANA
OG0004764	LOC108604248|XP_017849118.1|DBUS	LOC6499034|XP_001955470.1|DANA
OG0004765	LOC108601617|XP_017845005.1|DBUS	LOC6505694|XP_001964445.3|DANA
OG0004766	LOC108604462|XP_017849431.1|DBUS	LOC6503476|XP_032308797.1|DANA, LOC6500004|XP_001953422.1|DANA
OG0004767	LOC108603296|XP_017847457.1|DBUS	LOC6500995|XP_001954318.1|DANA
OG0004768	LOC108604434|XP_017849397.1|DBUS	LOC6499304|XP_001954908.1|DANA
OG0004769	LOC108603050|XP_017846968.1|DBUS	LOC6506863|XP_001965263.1|DANA
OG0004770	LOC108603252|XP_017847380.1|DBUS	LOC6501022|XP_001954393.1|DANA
OG0004771	LOC108602186|XP_017845720.1|DBUS	LOC6499011|XP_001955516.1|DANA
OG0004772	LOC108603938|XP_033150008.1|DBUS, LOC108603946|XP_017848627.2|DBUS, LOC108603939|XP_033149855.1|DBUS	LOC6501123|XP_001954594.1|DANA
OG0004773	LOC108603067|XP_017847001.1|DBUS	LOC6501092|XP_001954536.1|DANA
OG0004774	LOC108603068|XP_017847011.2|DBUS	LOC6499487|XP_032305827.1|DANA
OG0004775	LOC108602161|XP_017845683.1|DBUS	LOC6505659|XP_001964514.1|DANA
OG0004776	LOC108597629|XP_017839761.1|DBUS	LOC6495996|XP_001960007.1|DANA
OG0004777	LOC117135101|XP_033150992.1|DBUS	LOC6493878|XP_001958602.1|DANA
OG0004778	LOC108608410|XP_017855258.2|DBUS	LOC6498423|XP_001962774.1|DANA
OG0004779	LOC108603347|XP_017847568.1|DBUS	LOC6499058|XP_001955393.1|DANA
OG0004780	LOC108603516|XP_017847900.1|DBUS	LOC6503283|XP_001967586.1|DANA
OG0004781	LOC108602993|XP_033150133.1|DBUS	LOC6505651|XP_032305516.1|DANA
OG0004782	LOC108604758|XP_017849836.1|DBUS	LOC6500752|XP_001953847.3|DANA
OG0004783	LOC108606518|XP_017852180.1|DBUS	LOC6498792|XP_001967265.1|DANA
OG0004784	LOC108602485|XP_017846097.1|DBUS	LOC6499189|XP_001955147.1|DANA
OG0004785	LOC108602195|XP_017845733.1|DBUS	LOC6499177|XP_001955161.1|DANA
OG0004786	LOC108602476|XP_017846089.1|DBUS	LOC6499175|XP_032312384.1|DANA
OG0004787	LOC108601462|XP_017844849.1|DBUS	LOC6499173|XP_001955165.1|DANA
OG0004788	LOC108602484|XP_017846096.1|DBUS	LOC6501396|XP_014767021.1|DANA
OG0004789	LOC108601463|XP_017844851.1|DBUS	LOC6499172|XP_001955167.1|DANA
OG0004790	LOC108601927|XP_017845392.1|DBUS	LOC6498920|XP_001955675.3|DANA
OG0004791	LOC108603236|XP_017847345.1|DBUS	LOC6500568|XP_001953492.1|DANA
OG0004792	LOC108603943|XP_017848625.1|DBUS	LOC6501708|XP_001955813.1|DANA
OG0004793	LOC108603122|XP_017847130.1|DBUS	LOC6501439|XP_001955257.2|DANA
OG0004794	LOC108604188|XP_017849027.1|DBUS	LOC6500149|XP_001953127.1|DANA
OG0004795	LOC108603335|XP_017847549.1|DBUS	LOC6500181|XP_001953072.1|DANA
OG0004796	LOC108603696|XP_017848211.1|DBUS	LOC6499906|XP_001953659.2|DANA
OG0004797	LOC108602341|XP_033150027.1|DBUS	LOC6499759|XP_032307754.1|DANA
OG0004798	LOC108603905|XP_017848575.1|DBUS	LOC6505586|XP_001964644.1|DANA
OG0004799	LOC108603331|XP_017847544.1|DBUS	LOC6499518|XP_001954453.1|DANA
OG0004800	LOC108601768|XP_017845181.1|DBUS	LOC6499032|XP_032311420.1|DANA
OG0004801	LOC108601999|XP_017845488.1|DBUS	LOC6500219|XP_001952997.1|DANA
OG0004802	LOC108602139|XP_017845656.1|DBUS	LOC6499484|XP_001954542.1|DANA
OG0004803	LOC108602340|XP_017845921.1|DBUS	LOC6499231|XP_001955059.1|DANA
OG0004804	LOC108603091|XP_017847077.1|DBUS	LOC6501279|XP_001954907.1|DANA
OG0004805	LOC108601872|XP_017845321.1|DBUS	LOC6500544|XP_014766615.1|DANA
OG0004806	LOC108606587|XP_017852306.1|DBUS	LOC6504089|XP_001964153.1|DANA
OG0004807	LOC117134676|XP_033149013.1|DBUS	LOC6500667|XP_001953685.2|DANA
OG0004808	LOC108601422|XP_017844809.1|DBUS	LOC6500635|XP_001953616.1|DANA
OG0004809	LOC108603200|XP_017847271.1|DBUS	LOC6499802|XP_001953881.2|DANA
OG0004810	LOC108603199|XP_017847270.1|DBUS	LOC6501087|XP_001954530.2|DANA
OG0004811	LOC108600049|XP_017842883.1|DBUS	LOC6493209|XP_014764251.1|DANA
OG0004812	LOC108601873|XP_017845322.1|DBUS	LOC6500001|XP_032312092.1|DANA
OG0004813	LOC108604490|XP_017849471.1|DBUS	LOC6499810|XP_001953865.1|DANA
OG0004814	LOC108604250|XP_017849121.1|DBUS	LOC6499937|XP_001953599.1|DANA
OG0004815	LOC108607065|XP_017853170.1|DBUS	LOC6503091|XP_001963408.3|DANA
OG0004816	LOC108605283|XP_017850420.1|DBUS	LOC6501935|XP_001966722.1|DANA
OG0004817	LOC108605282|XP_017850419.1|DBUS	LOC6501936|XP_001966723.1|DANA
OG0004818	LOC108604654|XP_017849692.1|DBUS	LOC6501121|XP_001954591.1|DANA
OG0004819	LOC108604261|XP_017849144.1|DBUS	LOC6499764|XP_001953968.1|DANA
OG0004820	LOC108604290|XP_017849191.1|DBUS	LOC6499925|XP_001953619.1|DANA
OG0004821	LOC108604348|XP_017849267.1|DBUS	LOC6501580|XP_014767113.1|DANA
OG0004822	LOC108603523|XP_017847906.1|DBUS	LOC6500271|XP_032309217.1|DANA
OG0004823	LOC108603807|XP_017848395.1|DBUS	LOC6500928|XP_014766797.1|DANA
OG0004824	LOC108603808|XP_033149831.1|DBUS	LOC6499668|XP_001954185.1|DANA
OG0004825	LOC108607426|XP_017853721.1|DBUS	LOC116656379|XP_032311760.1|DANA
OG0004826	LOC108604482|XP_017849460.1|DBUS	LOC6499163|XP_001955191.1|DANA
OG0004827	LOC108601924|XP_017845390.1|DBUS	LOC6499609|XP_001954300.1|DANA
OG0004828	LOC108603348|XP_017847570.1|DBUS	LOC6499059|XP_001955391.1|DANA
OG0004829	LOC108604514|XP_017849507.1|DBUS	LOC6501660|XP_001955702.1|DANA
OG0004830	LOC108602945|XP_017846782.1|DBUS	LOC26515275|XP_014767410.2|DANA
OG0004831	LOC108600701|XP_017843911.2|DBUS	LOC6493794|XP_001958447.1|DANA
OG0004832	LOC108603767|XP_017848343.1|DBUS	LOC6499897|XP_001953675.1|DANA
OG0004833	LOC108601748|XP_017845160.1|DBUS	LOC6503456|XP_001967517.1|DANA
OG0004834	LOC108603772|XP_017848348.1|DBUS	LOC6501515|XP_001955401.1|DANA
OG0004835	LOC108601791|XP_017845216.1|DBUS	LOC6501516|XP_001955403.2|DANA
OG0004836	LOC108602117|XP_017845631.1|DBUS	LOC6500799|XP_001953942.2|DANA
OG0004837	LOC108599044|XP_017841313.1|DBUS	LOC6506750|XP_032310823.1|DANA
OG0004838	LOC108601469|XP_017844857.1|DBUS	LOC6499877|XP_014766266.1|DANA
OG0004839	LOC108601467|XP_033150138.1|DBUS	LOC6499879|XP_001953715.2|DANA
OG0004840	LOC108602923|XP_017846754.1|DBUS	LOC6503433|XP_001967470.1|DANA
OG0004841	LOC108599987|XP_017842754.2|DBUS	LOC6497717|XP_001961496.1|DANA
OG0004842	LOC108602996|XP_017846879.1|DBUS	LOC6505985|XP_001964732.1|DANA
OG0004843	LOC108603556|XP_017847965.1|DBUS	LOC6500889|XP_001954114.1|DANA
OG0004844	LOC108602865|XP_017846642.1|DBUS	LOC6497045|XP_001962857.1|DANA
OG0004845	LOC108603714|XP_017848243.1|DBUS	LOC6498864|XP_001955780.1|DANA
OG0004846	LOC108600469|XP_017843566.1|DBUS	LOC6506056|XP_001965094.1|DANA
OG0004847	LOC108608081|XP_017854765.1|DBUS	LOC6504265|XP_001965095.1|DANA
OG0004849	LOC108607164|XP_017853308.1|DBUS	LOC6497234|XP_014761568.1|DANA
OG0004850	LOC108602833|XP_017846563.1|DBUS	LOC6500572|XP_032307704.1|DANA
OG0004851	LOC108601473|XP_033150134.1|DBUS	LOC6499977|XP_001953503.2|DANA
OG0004852	LOC108602047|XP_033149812.1|DBUS	LOC6500581|XP_032305495.1|DANA
OG0004853	LOC108595588|XP_017836339.1|DBUS	LOC6494964|XP_001959317.2|DANA
OG0004854	LOC108599495|XP_017841830.1|DBUS	LOC6507433|XP_032309975.1|DANA
OG0004855	LOC108598145|XP_017840252.2|DBUS	LOC26513695|XP_014765520.1|DANA
OG0004856	LOC108599827|XP_017842421.1|DBUS	LOC6506785|XP_032310781.1|DANA
OG0004857	LOC108599247|XP_017841533.1|DBUS	LOC6502817|XP_001955936.2|DANA
OG0004858	LOC108600696|XP_017843903.2|DBUS	LOC6506782|XP_001957250.1|DANA
OG0004859	LOC108600625|XP_017843798.1|DBUS	LOC6493502|XP_001957879.3|DANA
OG0004860	LOC108598556|XP_017840731.1|DBUS	LOC6506867|XP_032310021.1|DANA
OG0004861	LOC108600292|XP_017843253.1|DBUS	LOC6507754|XP_014765457.1|DANA
OG0004862	LOC108599974|XP_033149713.1|DBUS	LOC6507311|XP_032310387.1|DANA
OG0004863	LOC108600545|XP_017843692.2|DBUS	LOC6506628|XP_001957513.2|DANA
OG0004864	LOC108600542|XP_017843687.1|DBUS	LOC6507690|XP_001956153.1|DANA
OG0004865	LOC108604073|XP_017848831.1|DBUS	LOC6499104|XP_001955290.1|DANA
OG0004866	LOC108600699|XP_017843909.2|DBUS	LOC6506503|XP_001957757.1|DANA
OG0004867	LOC108597210|XP_017839137.1|DBUS	LOC6494666|XP_001959906.2|DANA
OG0004868	LOC108596941|XP_017838668.1|DBUS	LOC6493906|XP_001961353.1|DANA
OG0004869	LOC108596255|XP_017837298.1|DBUS	LOC6496637|XP_032311583.1|DANA
OG0004870	LOC108597033|XP_017838815.1|DBUS	LOC6496635|XP_001961300.1|DANA
OG0004871	LOC108597681|XP_017839844.1|DBUS	LOC6496466|XP_001960962.1|DANA
OG0004872	LOC108596294|XP_017837374.1|DBUS	LOC6494381|XP_001960428.1|DANA
OG0004873	LOC108602730|XP_017846373.1|DBUS	LOC6497453|XP_001962042.1|DANA
OG0004874	LOC108603961|XP_017848651.1|DBUS	LOC6499575|XP_001954355.1|DANA
OG0004875	LOC108606415|XP_017852000.2|DBUS	LOC6501819|XP_014759584.1|DANA
OG0004876	LOC108607152|XP_017853286.1|DBUS	LOC6504774|XP_032309060.1|DANA
OG0004877	LOC108601148|XP_017844566.1|DBUS	LOC6507913|XP_001956591.1|DANA
OG0004878	LOC108595399|XP_017836114.1|DBUS	LOC6494564|XP_001960094.1|DANA
OG0004879	LOC117135019|XP_033150709.1|DBUS	LOC6496317|XP_032307131.1|DANA
OG0004880	LOC108600832|XP_017844116.1|DBUS	LOC6506357|XP_001958033.1|DANA
OG0004881	LOC108600754|XP_017844000.2|DBUS	LOC6493766|XP_001958397.1|DANA
OG0004882	LOC108601083|XP_017844473.1|DBUS	LOC6507413|XP_014765225.1|DANA
OG0004883	LOC108599539|XP_017841913.1|DBUS	LOC6506898|XP_001957042.1|DANA
OG0004884	LOC108596739|XP_017838290.1|DBUS	LOC6494727|XP_014762937.1|DANA
OG0004885	LOC108594776|XP_017835403.1|DBUS	LOC6495939|XP_001959891.2|DANA
OG0004886	LOC108596834|XP_017838446.1|DBUS	LOC6494418|XP_001960365.1|DANA
OG0004887	LOC108595409|XP_017836124.2|DBUS	LOC6495619|XP_001959233.1|DANA
OG0004888	LOC108596778|XP_017838366.1|DBUS	LOC6496583|XP_032307208.1|DANA
OG0004889	LOC108597538|XP_033149031.1|DBUS	LOC6496404|XP_014763806.1|DANA
OG0004890	LOC108597525|XP_017839611.1|DBUS	LOC6496562|XP_001961154.1|DANA
OG0004891	LOC108605889|XP_017851193.1|DBUS	LOC6504075|XP_001964130.1|DANA
OG0004892	LOC108597757|XP_017839955.1|DBUS	LOC6494831|XP_032306740.1|DANA
OG0004893	LOC108595195|XP_017835868.1|DBUS	LOC6494759|XP_001959726.1|DANA
OG0004894	LOC108595227|XP_017835911.1|DBUS	LOC6494854|XP_001959548.1|DANA
OG0004895	LOC108597275|XP_017839228.1|DBUS	LOC6494703|XP_001959826.1|DANA
OG0004896	LOC108595028|XP_017835652.1|DBUS	LOC6496591|XP_032311611.1|DANA
OG0004897	LOC108597214|XP_017839143.1|DBUS	LOC6493981|XP_032311609.1|DANA
OG0004898	LOC108596669|XP_017838164.1|DBUS	LOC6494877|XP_001959503.1|DANA
OG0004899	LOC108596385|XP_017837545.1|DBUS	LOC6495376|XP_001958699.3|DANA
OG0004900	LOC108597466|XP_017839528.1|DBUS	LOC6495756|XP_001959509.1|DANA
OG0004901	LOC108595063|XP_017835697.1|DBUS	LOC6494874|XP_014763035.1|DANA
OG0004902	LOC108598443|XP_017840565.1|DBUS	LOC6507471|XP_001955947.1|DANA
OG0004903	LOC108596444|XP_017837677.1|DBUS	LOC6495465|XP_001958905.1|DANA
OG0004904	LOC108603582|XP_017848011.1|DBUS	LOC6499822|XP_001953842.1|DANA
OG0004905	LOC108596972|XP_017838710.1|DBUS	LOC6496473|XP_014763849.1|DANA
OG0004906	LOC108598576|XP_017840752.2|DBUS	LOC6506374|XP_001958001.1|DANA
OG0004907	LOC108598721|XP_017840940.1|DBUS	LOC6493440|XP_001957755.1|DANA
OG0004908	LOC108600833|XP_033149418.1|DBUS	LOC6493073|XP_001956988.1|DANA
OG0004909	LOC108600258|XP_017843185.1|DBUS	LOC6506917|XP_032309960.1|DANA
OG0004910	LOC108600558|XP_017843710.1|DBUS	LOC6493077|XP_001957000.1|DANA
OG0004911	LOC108594315|XP_017834951.1|DBUS	LOC6493143|XP_001957138.1|DANA
OG0004912	LOC108598457|XP_017840590.2|DBUS	LOC6493561|XP_001958000.1|DANA
OG0004913	LOC108595454|XP_017836182.1|DBUS	LOC6495045|XP_001959176.1|DANA
OG0004914	LOC108597702|XP_017839876.1|DBUS	LOC6495596|XP_001959170.2|DANA
OG0004915	LOC108597638|XP_017839771.1|DBUS	LOC6496463|XP_032306227.1|DANA
OG0004916	LOC108594811|XP_017835438.2|DBUS	LOC6494123|XP_032306492.1|DANA
OG0004917	LOC108599186|XP_017841470.1|DBUS	LOC6507298|XP_001956292.2|DANA
OG0004918	LOC108599181|XP_017841459.1|DBUS	LOC6507759|XP_001956290.1|DANA
OG0004919	LOC108603552|XP_017847959.1|DBUS	LOC6505901|XP_001964582.1|DANA
OG0004920	LOC108598584|XP_017840766.1|DBUS	LOC6506246|XP_001958273.1|DANA
OG0004921	LOC108599774|XP_017842310.1|DBUS	LOC6506432|XP_032309725.1|DANA
OG0004922	LOC108599585|XP_017842017.1|DBUS	LOC6506969|XP_001956901.1|DANA
OG0004923	LOC108600576|XP_017843734.2|DBUS	LOC6507686|XP_001956147.1|DANA
OG0004924	LOC108598046|XP_017840150.1|DBUS	LOC6506171|XP_001958421.1|DANA
OG0004925	LOC108597905|XP_033149310.1|DBUS	LOC6492953|XP_001956728.2|DANA
OG0004926	LOC108599868|XP_017842507.1|DBUS	LOC6506187|XP_001958383.1|DANA
OG0004927	LOC108599766|XP_017842271.1|DBUS	LOC6506224|XP_032309486.1|DANA
OG0004928	LOC108596503|XP_017837824.1|DBUS	LOC6493995|XP_032307245.1|DANA
OG0004929	LOC108600825|XP_017844106.1|DBUS	LOC6507531|XP_001955870.2|DANA
OG0004930	LOC108596064|XP_017836948.1|DBUS	LOC6494663|XP_001959911.2|DANA
OG0004931	LOC108595020|XP_017835643.1|DBUS	LOC6495044|XP_001959178.1|DANA
OG0004932	LOC108600244|XP_017843168.1|DBUS	LOC6507376|XP_001956135.1|DANA
OG0004933	LOC108597326|XP_033151011.1|DBUS	LOC6494260|XP_001960649.1|DANA
OG0004934	LOC108595605|XP_017836360.1|DBUS	LOC6495730|XP_001959452.1|DANA
OG0004935	LOC108596658|XP_017838133.1|DBUS	LOC6495032|XP_001959202.1|DANA
OG0004936	LOC108597999|XP_017840104.1|DBUS	LOC6507356|XP_001956180.1|DANA
OG0004937	LOC108598746|XP_033149437.1|DBUS	LOC6506172|XP_032309920.1|DANA
OG0004938	LOC108599934|XP_017842641.1|DBUS	LOC6506408|XP_001957930.1|DANA
OG0004939	LOC108598859|XP_033149600.1|DBUS	LOC6506311|XP_001958142.2|DANA
OG0004940	LOC108598326|XP_033149487.1|DBUS	LOC6493630|XP_032309639.1|DANA
OG0004941	LOC108600811|XP_017844085.1|DBUS	LOC6506792|XP_032309927.1|DANA
OG0004942	LOC108600544|XP_017843689.1|DBUS	LOC6493327|XP_001957531.1|DANA
OG0004943	LOC108600585|XP_017843748.1|DBUS	LOC6493162|XP_001957172.1|DANA
OG0004944	LOC108600276|XP_017843229.1|DBUS	LOC6506877|XP_001957078.2|DANA
OG0004945	LOC108596895|XP_017838572.1|DBUS	LOC6496622|XP_001961282.1|DANA
OG0004946	LOC108600518|XP_017843652.1|DBUS	LOC6506362|XP_032309830.1|DANA
OG0004947	LOC108600966|XP_017844311.1|DBUS	LOC26514297|XP_014765602.1|DANA
OG0004948	LOC108599453|XP_017841775.2|DBUS	LOC6507600|XP_001955980.1|DANA
OG0004949	LOC108600890|XP_017844198.2|DBUS	LOC6507455|XP_032310605.1|DANA
