Orthogroup	DBUS.longest_only	BTRY.longest_only
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC120771442|XP_039955381.1|BTRY
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC120771185|XP_039955010.1|BTRY
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC120772424|XP_039956969.1|BTRY
OG0004441	LOC108603378|XP_017847640.1|DBUS	LOC120775072|XP_039960997.1|BTRY
OG0004442	LOC108595204|XP_017835880.1|DBUS	LOC120767010|XP_039948759.1|BTRY
OG0004443	LOC108601073|XP_017844457.1|DBUS	LOC120777726|XP_039965151.1|BTRY
OG0004444	LOC108594989|XP_017835610.1|DBUS	LOC120772657|XP_039957322.1|BTRY
OG0004445	LOC108597749|XP_017839945.1|DBUS	LOC120772648|XP_039957308.1|BTRY
OG0004446	LOC108604372|XP_017849310.1|DBUS	LOC120776083|XP_039962493.1|BTRY
OG0004447	LOC108602974|XP_017849713.1|DBUS	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY
OG0004448	LOC108595837|XP_017836617.1|DBUS	LOC120772133|XP_039956485.1|BTRY
OG0004449	LOC108598482|XP_017840625.1|DBUS	LOC120776800|XP_039963728.1|BTRY
OG0004450	LOC108595591|XP_017836342.1|DBUS	LOC120770225|XP_039953439.1|BTRY
OG0004451	LOC108595032|XP_017835661.1|DBUS	LOC120770443|XP_039953846.1|BTRY
OG0004452	LOC108594960|XP_017835583.1|DBUS	LOC120770445|XP_039953852.1|BTRY
OG0004453	LOC108596381|XP_017837540.1|DBUS	LOC120770512|XP_039953981.1|BTRY
OG0004454	LOC108602250|XP_017845790.1|DBUS	LOC120782366|XP_039970538.1|BTRY
OG0004455	LOC108598919|XP_017841163.2|DBUS	LOC120779029|XP_039967084.1|BTRY
OG0004456	LOC108605247|XP_017850346.1|DBUS	LOC120774214|XP_039959602.1|BTRY
OG0004457	LOC108600937|XP_017844263.2|DBUS	LOC120776745|XP_039963624.1|BTRY
OG0004458	LOC108600979|XP_017844330.1|DBUS	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY
OG0004459	LOC108600748|XP_017843990.2|DBUS	LOC120776844|XP_039963803.1|BTRY
OG0004460	LOC108599587|XP_017842021.1|DBUS	LOC120777841|XP_039965311.1|BTRY
OG0004461	LOC108601129|XP_017844540.2|DBUS	LOC120777243|XP_039964370.1|BTRY
OG0004462	LOC108600366|XP_017843391.1|DBUS	LOC120778532|XP_039966308.1|BTRY
OG0004463	LOC108600415|XP_017843465.1|DBUS	LOC120776525|XP_039963186.1|BTRY
OG0004464	LOC108600562|XP_017843714.1|DBUS	LOC120776649|XP_039963418.1|BTRY
OG0004465	LOC108602609|XP_017846239.2|DBUS	LOC120766401|XP_039947783.1|BTRY
OG0004466	LOC108598306|XP_017840410.2|DBUS	LOC120778367|XP_039966088.1|BTRY
OG0004467	LOC108600561|XP_033149328.1|DBUS	LOC120777785|XP_039965241.1|BTRY
OG0004468	LOC108600560|XP_033149329.1|DBUS	LOC120777784|XP_039965238.1|BTRY
OG0004469	LOC108598599|XP_017840782.1|DBUS	LOC120779043|XP_039967103.1|BTRY
OG0004470	LOC108608569|XP_017855489.1|DBUS	LOC120767940|XP_039950241.1|BTRY
OG0004471	LOC108603788|XP_017848373.1|DBUS	LOC120767693|XP_039949822.1|BTRY
OG0004472	LOC108596034|XP_017836887.1|DBUS	LOC120780101|XP_039968318.1|BTRY
OG0004473	LOC108594885|XP_017835512.1|DBUS	LOC120772411|XP_039956940.1|BTRY
OG0004474	LOC108595496|XP_017836238.1|DBUS	LOC120772410|XP_039956939.1|BTRY
OG0004475	LOC108595205|XP_017835882.1|DBUS	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY
OG0004476	LOC108601523|XP_017844915.1|DBUS	LOC120774354|XP_039959873.1|BTRY
OG0004477	LOC108597733|XP_017839916.1|DBUS	LOC120771859|XP_039956042.1|BTRY
OG0004478	LOC108594718|XP_033149234.1|DBUS	LOC120772124|XP_039956470.1|BTRY
OG0004479	LOC108595262|XP_017835962.1|DBUS	LOC120772244|XP_039956672.1|BTRY
OG0004480	LOC108606113|XP_017851455.1|DBUS	LOC120775710|XP_039961955.1|BTRY
OG0004481	LOC108597307|XP_017839276.1|DBUS	LOC120770570|XP_039954084.1|BTRY
OG0004482	LOC108604451|XP_017849419.1|DBUS	LOC120767069|XP_039948856.1|BTRY
OG0004483	LOC108595526|XP_017836270.1|DBUS	LOC120772611|XP_039957260.1|BTRY
OG0004484	LOC108601492|XP_017844879.1|DBUS	LOC120782446|XP_039970666.1|BTRY
OG0004485	LOC108606029|XP_017851345.1|DBUS	LOC120774670|XP_039960334.1|BTRY
OG0004486	LOC108597442|XP_017839495.1|DBUS	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY
OG0004487	LOC108600630|XP_017843806.1|DBUS	LOC120776828|XP_039963783.1|BTRY
OG0004488	LOC108594610|XP_017835242.1|DBUS	LOC120772321|XP_039956785.1|BTRY
OG0004489	LOC108599527|XP_017841891.1|DBUS	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY
OG0004491	LOC108607619|XP_017854028.2|DBUS	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY
OG0004492	LOC108605079|XP_017850134.1|DBUS, LOC108599761|XP_017842265.1|DBUS	LOC120776777|XP_039963689.1|BTRY
OG0004494	LOC108603190|XP_017847250.1|DBUS, LOC108603791|XP_017848374.2|DBUS	LOC120773508|XP_039958397.1|BTRY
OG0004495	LOC108601287|XP_017844676.2|DBUS, LOC108602971|XP_017846843.1|DBUS	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY
OG0004497	LOC108595281|XP_017835983.1|DBUS	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY
OG0004498	LOC108597042|XP_017838827.1|DBUS	LOC120773016|XP_039957878.1|BTRY
OG0004504	LOC108601664|XP_017845054.1|DBUS	LOC120782093|XP_039970174.1|BTRY
OG0004505	LOC108604247|XP_017849112.1|DBUS	LOC120779917|XP_039968196.1|BTRY
OG0004506	LOC108603565|XP_017847971.1|DBUS	LOC120780800|XP_039968985.1|BTRY
OG0004507	LOC108602255|XP_017845798.1|DBUS	LOC120767033|XP_039948813.1|BTRY
OG0004508	LOC108601774|XP_017845189.1|DBUS	LOC120777254|XP_039964388.1|BTRY
OG0004509	LOC108598406|XP_017840517.2|DBUS	LOC120774789|XP_039960504.1|BTRY
OG0004510	LOC108606219|XP_033150188.1|DBUS	LOC120774139|XP_039959459.1|BTRY
OG0004511	LOC108603610|XP_017848047.1|DBUS	LOC120774841|XP_039960595.1|BTRY
OG0004512	LOC108607391|XP_017853642.1|DBUS	LOC120779422|XP_039967553.1|BTRY
OG0004513	LOC108607333|XP_017853497.1|DBUS	LOC120779445|XP_039967627.1|BTRY
OG0004514	LOC108607397|XP_017853660.1|DBUS	LOC120779595|XP_039967872.1|BTRY
OG0004515	LOC108605378|XP_017850536.1|DBUS	LOC120774301|XP_039959758.1|BTRY
OG0004516	LOC108605175|XP_017850250.1|DBUS	LOC120774394|XP_039959945.1|BTRY
OG0004517	LOC108606675|XP_017852499.1|DBUS	LOC120773467|XP_039958306.1|BTRY
OG0004518	LOC108606583|XP_017852301.2|DBUS	LOC120775970|XP_039962319.1|BTRY
OG0004519	LOC108604499|XP_017849484.1|DBUS	LOC120774385|XP_039959933.1|BTRY
OG0004520	LOC108606339|XP_017851871.1|DBUS	LOC120776201|XP_039962768.1|BTRY
OG0004521	LOC108597191|XP_017839108.1|DBUS	LOC120775297|XP_039961347.1|BTRY
OG0004522	LOC108607161|XP_017853300.1|DBUS	LOC120775675|XP_039961899.1|BTRY
OG0004523	LOC108604162|XP_017848981.1|DBUS	LOC120782625|XP_039970927.1|BTRY
OG0004524	LOC108607219|XP_017853380.1|DBUS	LOC120773631|XP_039958572.1|BTRY
OG0004525	LOC108606375|XP_017851918.1|DBUS	LOC120775196|XP_039961191.1|BTRY
OG0004526	LOC108604944|XP_033150370.1|DBUS	LOC120774458|XP_039960043.1|BTRY
OG0004527	LOC108605465|XP_017850639.1|DBUS	LOC120775667|XP_039961870.1|BTRY
OG0004528	LOC108607240|XP_017853406.1|DBUS	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY
OG0004529	LOC108606334|XP_017851849.1|DBUS	LOC120775172|XP_039961157.1|BTRY
OG0004530	LOC108605699|XP_017850979.1|DBUS	LOC120775544|XP_039961703.1|BTRY
OG0004531	LOC108601623|XP_033150120.1|DBUS	LOC120769017|XP_039951831.1|BTRY
OG0004532	LOC108606740|XP_017852624.1|DBUS	LOC120774158|XP_039959502.1|BTRY
OG0004533	LOC108605986|XP_017851297.1|DBUS	LOC120775931|XP_039962272.1|BTRY
OG0004534	LOC108605630|XP_017850902.1|DBUS	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY
OG0004535	LOC108600093|XP_017842944.2|DBUS	LOC120776408|XP_039962966.1|BTRY
OG0004536	LOC108606620|XP_017852392.1|DBUS	LOC120773705|XP_039958673.1|BTRY
OG0004537	LOC108605249|XP_033150154.1|DBUS	LOC120775647|XP_039961836.1|BTRY
OG0004538	LOC108597353|XP_017839348.1|DBUS	LOC120770950|XP_039954596.1|BTRY
OG0004539	LOC108603493|XP_033150093.1|DBUS	LOC120766949|XP_039948667.1|BTRY
OG0004540	LOC108606998|XP_017853061.1|DBUS	LOC120775097|XP_039961038.1|BTRY
OG0004541	LOC108596289|XP_017837367.1|DBUS	LOC120772806|XP_039957524.1|BTRY
OG0004542	LOC108606784|XP_017852705.1|DBUS	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY
OG0004543	LOC108606939|XP_017852979.1|DBUS	LOC120778250|XP_039965949.1|BTRY
OG0004544	LOC108607037|XP_017853119.1|DBUS	LOC120774745|XP_039960435.1|BTRY
OG0004545	LOC108603884|XP_017848545.1|DBUS	LOC120782298|XP_039970438.1|BTRY
OG0004546	LOC108597533|XP_017839622.1|DBUS	LOC120770566|XP_039954078.1|BTRY
OG0004547	LOC108605633|XP_017850905.1|DBUS	LOC120775224|XP_039961225.1|BTRY
OG0004548	LOC108605288|XP_017850424.1|DBUS	LOC120773883|XP_039958987.1|BTRY
OG0004549	LOC108605241|XP_033150206.1|DBUS	LOC120773754|XP_039958754.1|BTRY
OG0004550	LOC108605577|XP_017850836.1|DBUS	LOC120768589|XP_039951283.1|BTRY
OG0004551	LOC108596483|XP_017837749.1|DBUS	LOC120774355|XP_039959874.1|BTRY
OG0004552	LOC108606535|XP_033150327.1|DBUS	LOC120774120|XP_039959424.1|BTRY
OG0004553	LOC108599489|XP_017841825.2|DBUS	LOC120776595|XP_039963302.1|BTRY
OG0004554	LOC108607028|XP_017853106.1|DBUS	LOC120774429|XP_039959997.1|BTRY
OG0004555	LOC108605903|XP_017851205.1|DBUS	LOC120775012|XP_039960886.1|BTRY
OG0004556	LOC108605645|XP_017850917.1|DBUS	LOC120775059|XP_039960974.1|BTRY
OG0004557	LOC108604938|XP_017849997.1|DBUS	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY
OG0004558	LOC108606362|XP_017851901.1|DBUS	LOC120781963|XP_039970067.1|BTRY
OG0004559	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS	LOC120782528|XP_039970773.1|BTRY
OG0004560	LOC108595217|XP_033150930.1|DBUS	LOC120780307|XP_039968532.1|BTRY
OG0004561	LOC108604819|XP_017849918.1|DBUS	LOC120781283|XP_039969417.1|BTRY
OG0004562	LOC108604764|XP_017849847.1|DBUS	LOC120766461|XP_039947924.1|BTRY
OG0004563	LOC108604398|XP_017849345.1|DBUS	LOC120782883|XP_039971366.1|BTRY
OG0004564	LOC108601536|XP_017844923.1|DBUS	LOC120782782|XP_039971184.1|BTRY
OG0004565	LOC108603105|XP_017847098.1|DBUS	LOC120772017|XP_039956320.1|BTRY
OG0004566	LOC108605474|XP_017850650.1|DBUS	LOC120774918|XP_039960728.1|BTRY
OG0004567	LOC108605666|XP_017850943.1|DBUS	LOC120774554|XP_039960219.1|BTRY
OG0004568	LOC108606480|XP_017852105.1|DBUS	LOC120775277|XP_039961307.1|BTRY
OG0004569	LOC108603717|XP_033149796.1|DBUS	LOC120777108|XP_039964186.1|BTRY
OG0004570	LOC108597328|XP_017839309.1|DBUS	LOC120770519|XP_039953994.1|BTRY
OG0004571	LOC108602394|XP_017845995.1|DBUS, LOC108607192|XP_017853340.1|DBUS	LOC120775139|XP_039961103.1|BTRY
OG0004572	LOC108597362|XP_017839378.1|DBUS	LOC120775322|XP_039961396.1|BTRY
OG0004573	LOC108604440|XP_017849406.1|DBUS	LOC120772558|XP_039957181.1|BTRY
OG0004574	LOC108606011|XP_017851325.1|DBUS	LOC120774560|XP_039960227.1|BTRY
OG0004575	LOC108606991|XP_017853054.1|DBUS	LOC120773458|XP_039958286.1|BTRY
OG0004576	LOC108604655|XP_017849693.1|DBUS	LOC120777848|XP_039965321.1|BTRY
OG0004577	LOC108602550|XP_017846174.2|DBUS	LOC120774868|XP_039960638.1|BTRY
OG0004578	LOC108606561|XP_017852262.1|DBUS	LOC120776123|XP_039962585.1|BTRY
OG0004579	LOC108608324|XP_017855146.1|DBUS	LOC120767341|XP_039949225.1|BTRY
OG0004580	LOC108601390|XP_017844778.1|DBUS	LOC120769292|XP_039952156.1|BTRY
OG0004581	LOC108603038|XP_017846946.1|DBUS	LOC120771039|XP_039954773.1|BTRY
OG0004582	LOC108604722|XP_017849789.1|DBUS	LOC120766280|XP_039947616.1|BTRY
OG0004583	LOC108606788|XP_017852719.1|DBUS	LOC120773619|XP_039958555.1|BTRY
OG0004584	LOC108596096|XP_017837004.1|DBUS	LOC120774299|XP_039959755.1|BTRY
OG0004585	LOC108601920|XP_017845387.1|DBUS	LOC120781311|XP_039969445.1|BTRY
OG0004586	LOC108607056|XP_017853157.1|DBUS	LOC120773863|XP_039958953.1|BTRY
OG0004587	LOC108603660|XP_017848136.1|DBUS	LOC120776164|XP_039962708.1|BTRY
OG0004588	LOC108603690|XP_017848201.1|DBUS	LOC120782543|XP_039970808.1|BTRY
OG0004590	LOC108603628|XP_017848075.1|DBUS	LOC120766583|XP_039948113.1|BTRY
OG0004591	LOC108604450|XP_017849418.1|DBUS	LOC120773644|XP_039958589.1|BTRY
OG0004592	LOC108607248|XP_017853419.1|DBUS	LOC120775596|XP_039961769.1|BTRY
OG0004593	LOC108606442|XP_017852042.1|DBUS	LOC120775386|XP_039961481.1|BTRY
OG0004594	LOC108605133|XP_017850188.1|DBUS	LOC120775552|XP_039961713.1|BTRY
OG0004595	LOC108606816|XP_017852780.1|DBUS	LOC120775471|XP_039961600.1|BTRY
OG0004596	LOC108605016|XP_017850072.1|DBUS	LOC120776190|XP_039962749.1|BTRY
OG0004597	LOC108605849|XP_017851147.1|DBUS	LOC120774245|XP_039959644.1|BTRY
OG0004598	LOC108601107|XP_017844513.1|DBUS	LOC120777750|XP_039965179.1|BTRY
OG0004599	LOC108601312|XP_017844704.1|DBUS	LOC120778510|XP_039966275.1|BTRY
OG0004600	LOC108605639|XP_017850910.1|DBUS	LOC120774042|XP_039959276.1|BTRY
OG0004601	LOC108605056|XP_017850112.1|DBUS	LOC120775395|XP_039961489.1|BTRY
OG0004602	LOC108606116|XP_017851458.1|DBUS	LOC120774443|XP_039960018.1|BTRY
OG0004603	LOC108599845|XP_017842462.1|DBUS	LOC120774541|XP_039960202.1|BTRY
OG0004604	LOC108605324|XP_033150297.1|DBUS, LOC108605988|XP_017851298.1|DBUS	LOC120774422|XP_039959985.1|BTRY
OG0004605	LOC108605396|XP_033150432.1|DBUS	LOC120775939|XP_039962280.1|BTRY
OG0004606	LOC108602928|XP_017846758.1|DBUS	LOC120771834|XP_039956012.1|BTRY
OG0004607	LOC108604937|XP_033150245.1|DBUS	LOC120774984|XP_039960824.1|BTRY
OG0004608	LOC108605196|XP_017850279.1|DBUS	LOC120775886|XP_039962197.1|BTRY
OG0004609	LOC108606556|XP_017852246.1|DBUS	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY
OG0004610	LOC108602285|XP_017845842.1|DBUS	LOC120782654|XP_039970974.1|BTRY
OG0004611	LOC108604370|XP_017849306.1|DBUS	LOC120770833|XP_039954360.1|BTRY
OG0004612	LOC108602025|XP_017845516.1|DBUS	LOC120766263|XP_039947584.1|BTRY
OG0004613	LOC108603045|XP_017846952.1|DBUS	LOC120782354|XP_039970523.1|BTRY
OG0004614	LOC108605653|XP_017850928.1|DBUS	LOC120773928|XP_039959059.1|BTRY
OG0004615	LOC108606500|XP_017852154.1|DBUS	LOC120775215|XP_039961214.1|BTRY
OG0004616	LOC108605155|XP_017850222.1|DBUS	LOC120774395|XP_039959947.1|BTRY
OG0004617	LOC108596937|XP_017838662.1|DBUS	LOC120767967|XP_039950305.1|BTRY
OG0004618	LOC108601358|XP_017844746.1|DBUS	LOC120771173|XP_039954998.1|BTRY
OG0004619	LOC108602898|XP_017846694.1|DBUS	LOC120781350|XP_039969487.1|BTRY
OG0004620	LOC108604030|XP_017848770.1|DBUS	LOC120778466|XP_039966212.1|BTRY
OG0004621	LOC108604041|XP_017848792.1|DBUS	LOC120778279|XP_039966003.1|BTRY
OG0004622	LOC108604611|XP_017849639.1|DBUS	LOC120768917|XP_039951629.1|BTRY
OG0004623	LOC108603030|XP_017846934.1|DBUS	LOC120782722|XP_039971080.1|BTRY
OG0004624	LOC108603449|XP_017847768.1|DBUS	LOC120775382|XP_039961476.1|BTRY
OG0004625	LOC108606478|XP_033150266.1|DBUS	LOC120776196|XP_039962756.1|BTRY
OG0004626	LOC108606655|XP_017852461.1|DBUS	LOC120776118|XP_039962563.1|BTRY
OG0004627	LOC108600033|XP_017842850.1|DBUS	LOC120778937|XP_039966918.1|BTRY
OG0004628	LOC108605758|XP_017851049.1|DBUS	LOC120774283|XP_039959709.1|BTRY
OG0004629	LOC108603025|XP_017846922.1|DBUS	LOC120772294|XP_039956740.1|BTRY
OG0004630	LOC108603697|XP_017848212.1|DBUS	LOC120772741|XP_039957439.1|BTRY
OG0004631	LOC108604148|XP_017848952.1|DBUS	LOC120767092|XP_039948905.1|BTRY
OG0004632	LOC108604147|XP_017848950.1|DBUS	LOC120768696|XP_039951424.1|BTRY
OG0004633	LOC108601755|XP_017845167.1|DBUS	LOC120766438|XP_039947881.1|BTRY
OG0004634	LOC108602824|XP_017846547.1|DBUS	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY
OG0004635	LOC108606616|XP_017852377.1|DBUS	LOC120775319|XP_039961390.1|BTRY
OG0004636	LOC108606467|XP_017852079.1|DBUS	LOC120773663|XP_039958614.1|BTRY
OG0004637	LOC108606814|XP_017852777.1|DBUS	LOC120773969|XP_039959140.1|BTRY
OG0004638	LOC108606840|XP_017850777.1|DBUS	LOC120773836|XP_039958892.1|BTRY
OG0004639	LOC108601820|XP_017845246.1|DBUS	LOC120782419|XP_039970604.1|BTRY
OG0004640	LOC108602364|XP_017845955.1|DBUS	LOC120767992|XP_039950388.1|BTRY
OG0004641	LOC108606435|XP_017852036.1|DBUS	LOC120774083|XP_039959345.1|BTRY
OG0004642	LOC108605585|XP_017850845.1|DBUS	LOC120773823|XP_039958867.1|BTRY
OG0004643	LOC108602110|XP_017845624.1|DBUS	LOC120781372|XP_039969513.1|BTRY
OG0004644	LOC108606609|XP_017852367.1|DBUS	LOC120775137|XP_039961102.1|BTRY
OG0004646	LOC108604373|XP_017849311.1|DBUS	LOC120776090|XP_039962505.1|BTRY
OG0004647	LOC108605884|XP_017851185.1|DBUS	LOC120776009|XP_039962382.1|BTRY
OG0004648	LOC108605520|XP_017850759.1|DBUS	LOC120775262|XP_039961280.1|BTRY
OG0004649	LOC108606042|XP_033150457.1|DBUS, LOC117134951|XP_033150459.1|DBUS	LOC120775298|XP_039961350.1|BTRY
OG0004650	LOC108608316|XP_017855133.1|DBUS	LOC120774471|XP_039960061.1|BTRY
OG0004651	LOC108601993|XP_017845481.1|DBUS	LOC120766452|XP_039947907.1|BTRY
OG0004652	LOC108602760|XP_017846420.1|DBUS	LOC120766594|XP_039948131.1|BTRY
OG0004653	LOC108598281|XP_017840386.2|DBUS	LOC120779178|XP_039967354.1|BTRY
OG0004654	LOC108603140|XP_017847170.2|DBUS	LOC120769513|XP_039952484.1|BTRY
OG0004655	LOC108604491|XP_017849472.1|DBUS	LOC120766502|XP_039947991.1|BTRY
OG0004656	LOC108606352|XP_017851889.1|DBUS	LOC120774082|XP_039959344.1|BTRY
OG0004657	LOC108601471|XP_017844859.1|DBUS	LOC120766332|XP_039947692.1|BTRY
OG0004658	LOC108603065|XP_017847000.1|DBUS	LOC120782522|XP_039970765.1|BTRY
OG0004659	LOC108602085|XP_017845597.1|DBUS	LOC120766395|XP_039947775.1|BTRY
OG0004660	LOC108603885|XP_017848547.1|DBUS	LOC120766338|XP_039947697.1|BTRY
OG0004661	LOC108604010|XP_017848742.1|DBUS	LOC120782057|XP_039970150.1|BTRY
OG0004662	LOC108603313|XP_017847511.1|DBUS	LOC120773989|XP_039959186.1|BTRY
OG0004663	LOC108604953|XP_033150160.1|DBUS	LOC120774780|XP_039960487.1|BTRY
OG0004664	LOC108606858|XP_017852847.1|DBUS	LOC120774287|XP_039959714.1|BTRY
OG0004665	LOC108605651|XP_017850924.1|DBUS	LOC120775280|XP_039961313.1|BTRY
OG0004666	LOC108603776|XP_017848357.1|DBUS	LOC120782229|XP_039970329.1|BTRY
OG0004667	LOC108604599|XP_017849624.1|DBUS	LOC120766446|XP_039947888.1|BTRY
OG0004668	LOC108606822|XP_017852794.1|DBUS	LOC120775007|XP_039960874.1|BTRY
OG0004669	LOC108608386|XP_017855228.1|DBUS	LOC120767469|XP_039949493.1|BTRY
OG0004670	LOC108601729|XP_017845138.1|DBUS	LOC120771853|XP_039956033.1|BTRY
OG0004671	LOC108601949|XP_017845422.1|DBUS	LOC120781501|XP_039969661.1|BTRY
OG0004672	LOC108601271|XP_017844659.1|DBUS	LOC120766922|XP_039948601.1|BTRY
OG0004673	LOC108604761|XP_017849840.1|DBUS	LOC120774969|XP_039960796.1|BTRY
OG0004674	LOC108601660|XP_017845049.1|DBUS	LOC120766952|XP_039948670.1|BTRY
OG0004675	LOC108603118|XP_017847116.1|DBUS	LOC120766951|XP_039948665.1|BTRY
OG0004676	LOC108603442|XP_017847755.1|DBUS	LOC120766365|XP_039947728.1|BTRY
OG0004677	LOC108604367|XP_017849297.1|DBUS	LOC120773848|XP_039958923.1|BTRY
OG0004678	LOC108603580|XP_017848005.1|DBUS	LOC120778184|XP_039965859.1|BTRY
OG0004679	LOC108601348|XP_017844734.1|DBUS	LOC120766968|XP_039948692.1|BTRY
OG0004680	LOC108603872|XP_017848532.1|DBUS	LOC120767575|XP_039949653.1|BTRY
OG0004681	LOC108603595|XP_017848025.1|DBUS	LOC120772810|XP_039957537.1|BTRY
OG0004682	LOC108604718|XP_017849788.1|DBUS	LOC120767994|XP_039950345.1|BTRY
OG0004683	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS	LOC120777148|XP_039964230.1|BTRY
OG0004685	LOC108604402|XP_017849351.1|DBUS	LOC120766514|XP_039948010.1|BTRY
OG0004686	LOC108603857|XP_017848503.1|DBUS	LOC120774585|XP_039960253.1|BTRY
OG0004687	LOC108601756|XP_017845168.1|DBUS	LOC120781424|XP_039969581.1|BTRY
OG0004688	LOC108603096|XP_017847081.1|DBUS	LOC120766790|XP_039948422.1|BTRY
OG0004689	LOC108603458|XP_017847778.1|DBUS	LOC120782484|XP_039970721.1|BTRY
OG0004690	LOC108603367|XP_017847614.1|DBUS	LOC120770502|XP_039954004.1|BTRY
OG0004691	LOC108602818|XP_017846538.1|DBUS	LOC120776843|XP_039963806.1|BTRY
OG0004692	LOC108603182|XP_017847229.1|DBUS	LOC120766975|XP_039948700.1|BTRY
OG0004693	LOC108603639|XP_017848089.1|DBUS	LOC120775761|XP_039962031.1|BTRY
OG0004694	LOC108604382|XP_017849326.1|DBUS	LOC120777464|XP_039964722.1|BTRY
OG0004695	LOC108603114|XP_033149998.1|DBUS	LOC120766906|XP_039948591.1|BTRY
OG0004696	LOC108601446|XP_017844833.1|DBUS	LOC120767325|XP_039949199.1|BTRY
OG0004697	LOC108605573|XP_017850830.1|DBUS	LOC120775049|XP_039960960.1|BTRY
OG0004698	LOC108605698|XP_017850978.1|DBUS	LOC120775734|XP_039961986.1|BTRY
OG0004699	LOC108603528|XP_017847911.1|DBUS	LOC120766478|XP_039947954.1|BTRY
OG0004700	LOC108601896|XP_017845359.1|DBUS	LOC120780766|XP_039968954.1|BTRY
OG0004701	LOC108602801|XP_017846513.1|DBUS	LOC120782180|XP_039970253.1|BTRY
OG0004702	LOC108603020|XP_017846906.1|DBUS	LOC120766590|XP_039948127.1|BTRY
OG0004703	LOC108602053|XP_017845555.1|DBUS	LOC120782335|XP_039970498.1|BTRY
OG0004704	LOC108603175|XP_017847224.2|DBUS	LOC120773471|XP_039958324.1|BTRY
OG0004705	LOC108603475|XP_017847805.1|DBUS	LOC120782764|XP_039971164.1|BTRY
OG0004706	LOC108600108|XP_017842967.2|DBUS	LOC120776650|XP_039963422.1|BTRY
OG0004707	LOC108604656|XP_017849694.1|DBUS	LOC120774719|XP_039960407.1|BTRY
OG0004708	LOC108604690|XP_017849735.1|DBUS	LOC120782815|XP_039971240.1|BTRY
OG0004709	LOC108601746|XP_017845155.1|DBUS	LOC120782826|XP_039971279.1|BTRY
OG0004710	LOC108603670|XP_033150148.1|DBUS	LOC120774557|XP_039960228.1|BTRY
OG0004711	LOC108601569|XP_017844956.1|DBUS	LOC120766247|XP_039947562.1|BTRY
OG0004712	LOC108601541|XP_033149875.1|DBUS	LOC120782028|XP_039970123.1|BTRY
OG0004713	LOC108604173|XP_017849000.1|DBUS	LOC120766307|XP_039947662.1|BTRY
OG0004714	LOC108603665|XP_017848147.1|DBUS	LOC120780669|XP_039968872.1|BTRY
OG0004715	LOC108607567|XP_017853947.2|DBUS	LOC120768328|XP_039950902.1|BTRY
OG0004716	LOC108601556|XP_017844944.1|DBUS	LOC120769237|XP_039952074.1|BTRY
OG0004717	LOC108607243|XP_033150182.1|DBUS	LOC120774382|XP_039959926.1|BTRY
OG0004718	LOC108608527|XP_017855429.1|DBUS	LOC120769447|XP_039952371.1|BTRY
OG0004719	LOC108604039|XP_017848787.1|DBUS	LOC120768434|XP_039951054.1|BTRY
OG0004720	LOC108602097|XP_017845609.1|DBUS	LOC120775934|XP_039962278.1|BTRY
OG0004721	LOC108603434|XP_017847743.1|DBUS	LOC120777159|XP_039964647.1|BTRY
OG0004722	LOC108601866|XP_017845313.1|DBUS	LOC120774290|XP_039959734.1|BTRY
OG0004723	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS	LOC120774247|XP_039959646.1|BTRY
OG0004724	LOC108604242|XP_017849105.1|DBUS	LOC120766897|XP_039948580.1|BTRY
OG0004725	LOC108604277|XP_017849168.1|DBUS	LOC120766898|XP_039948581.1|BTRY
OG0004726	LOC108603597|XP_017848028.1|DBUS	LOC120766279|XP_039947615.1|BTRY
OG0004727	LOC108603732|XP_017848269.1|DBUS	LOC120766542|XP_039948053.1|BTRY
OG0004728	LOC108604349|XP_017849268.1|DBUS	LOC120767085|XP_039948890.1|BTRY
