Orthogroup	DSUZ.longest_only	HILL.longest_only
OG0005095	LOC108009327|XP_016929087.1|DSUZ	LOC119661561|XP_037926881.1|HILL
OG0005096	LOC108021536|XP_016945790.1|DSUZ	LOC119650708|XP_037909640.1|HILL
OG0005097	LOC108008378|XP_016927709.1|DSUZ	LOC119646415|XP_037902788.1|HILL
OG0005098	LOC108009977|XP_016930236.1|DSUZ	LOC119650908|XP_037910060.1|HILL
OG0005099	LOC108008910|XP_016928306.1|DSUZ	LOC119647282|XP_037904103.1|HILL
OG0005100	LOC108008661|XP_016928039.1|DSUZ	LOC119647280|XP_037904101.1|HILL
OG0005101	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ	LOC119646170|XP_037902476.1|HILL
OG0005102	LOC108009788|XP_016929919.1|DSUZ	LOC119654204|XP_037915338.1|HILL
OG0005103	LOC108007265|XP_016926393.1|DSUZ	LOC119653642|XP_037914385.1|HILL
OG0005104	LOC108010030|XP_016930325.1|DSUZ	LOC119653673|XP_037914440.1|HILL
OG0005105	LOC108012755|XP_016933678.1|DSUZ	LOC119648525|XP_037906221.1|HILL
OG0005106	LOC108012318|XP_036671222.1|DSUZ	LOC119649404|XP_037907462.1|HILL
OG0005107	LOC108007112|XP_016926203.1|DSUZ	LOC119649508|XP_037907606.1|HILL
OG0005108	LOC108009342|XP_016929119.1|DSUZ	LOC119659400|XP_037923401.1|HILL
OG0005109	LOC108004691|XP_016923188.1|DSUZ	LOC119655626|XP_037917524.1|HILL
OG0005110	LOC108005642|XP_016924445.2|DSUZ	LOC119649133|XP_037907066.1|HILL
OG0005111	LOC108011454|XP_016932087.1|DSUZ	LOC119649343|XP_037907377.1|HILL
OG0005112	LOC108012379|XP_016933223.1|DSUZ	LOC119648658|XP_037906364.1|HILL
OG0005113	LOC118877325|XP_036671497.1|DSUZ	LOC119648784|XP_037906549.1|HILL
OG0005114	LOC108012435|XP_016933290.1|DSUZ	LOC119649347|XP_037907383.1|HILL
OG0005115	LOC108021628|XP_016945924.1|DSUZ	LOC119647279|XP_037904104.1|HILL
OG0005116	LOC108006669|XP_036671609.1|DSUZ	LOC119649700|XP_037907896.1|HILL
OG0005117	LOC108016777|XP_016939032.1|DSUZ	LOC119658916|XP_037922659.1|HILL
OG0005118	LOC108021466|XP_016945687.1|DSUZ	LOC119659093|XP_037922941.1|HILL
OG0005119	LOC108017972|XP_036670120.1|DSUZ	LOC119658934|XP_037922696.1|HILL
OG0005120	LOC108013542|XP_016934933.1|DSUZ	LOC119649432|XP_037907508.1|HILL
OG0005121	LOC108020758|XP_036670654.1|DSUZ	LOC119648831|XP_037906621.1|HILL
OG0005122	LOC108011263|XP_016931858.1|DSUZ	LOC119649699|XP_037907895.1|HILL
OG0005123	LOC108015539|XP_036670396.1|DSUZ	LOC119648238|XP_037905795.1|HILL
OG0005124	LOC108006797|XP_036670684.1|DSUZ	LOC119648042|XP_037905405.1|HILL
OG0005125	LOC108006684|XP_036671602.1|DSUZ	LOC119647834|XP_037905006.1|HILL
OG0005126	LOC108012344|XP_016933181.1|DSUZ	LOC119650423|XP_037909162.1|HILL
OG0005127	LOC108012876|XP_016933853.1|DSUZ	LOC119648071|XP_037905473.1|HILL
OG0005128	LOC108007642|XP_036669904.1|DSUZ	LOC119661261|XP_037926442.1|HILL
OG0005129	LOC108013485|XP_016934857.1|DSUZ	LOC119650465|XP_037909259.1|HILL
OG0005130	LOC108012842|XP_016933797.1|DSUZ	LOC119646147|XP_037902432.1|HILL
OG0005131	LOC108005762|XP_036671026.1|DSUZ	LOC119650318|XP_037908900.1|HILL
OG0005132	LOC108007731|XP_016926972.1|DSUZ	LOC119649444|XP_037907523.1|HILL
OG0005133	LOC108007125|XP_036672015.1|DSUZ	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	LOC108011737|XP_036671259.1|DSUZ	LOC119649769|XP_037907997.1|HILL
OG0005135	LOC108013244|XP_016934480.1|DSUZ	LOC119650307|XP_037908880.1|HILL
OG0005136	LOC108013402|XP_016934745.1|DSUZ	LOC119648369|XP_037906023.1|HILL
OG0005137	LOC108020162|XP_016943753.2|DSUZ	LOC119657487|XP_037920340.1|HILL
OG0005138	LOC118877399|XP_036671954.1|DSUZ	LOC119649583|XP_037907715.1|HILL
OG0005139	LOC108013312|XP_016934593.1|DSUZ	LOC119649660|XP_037907844.1|HILL
OG0005140	LOC108021483|XP_016945717.1|DSUZ	LOC119649396|XP_037907449.1|HILL
OG0005141	LOC108009498|XP_016929382.1|DSUZ	LOC119654387|XP_037915689.1|HILL
OG0005142	LOC108013544|XP_016934938.1|DSUZ	LOC119648368|XP_037906022.1|HILL
OG0005143	LOC108013117|XP_016934263.1|DSUZ	LOC119647941|XP_037905219.1|HILL
OG0005144	LOC108012666|XP_016933582.1|DSUZ	LOC119648656|XP_037906360.1|HILL
OG0005145	LOC108013557|XP_016934960.1|DSUZ	LOC119649656|XP_037907839.1|HILL
OG0005146	LOC108013106|XP_016934242.1|DSUZ	LOC119650300|XP_037908866.1|HILL
OG0005147	LOC108013108|XP_016934246.1|DSUZ	LOC119650302|XP_037908870.1|HILL
OG0005148	LOC108013407|XP_016934753.1|DSUZ	LOC119647469|XP_037904332.1|HILL
OG0005149	LOC108009501|XP_016929391.1|DSUZ	LOC119661400|XP_037926655.1|HILL
OG0005150	LOC108018839|XP_016941915.1|DSUZ	LOC119649675|XP_037907862.1|HILL
OG0005151	LOC108020067|XP_016943655.1|DSUZ	LOC119648113|XP_037905563.1|HILL
OG0005152	LOC108020064|XP_016943652.1|DSUZ	LOC119649984|XP_037908354.1|HILL
OG0005154	LOC108020053|XP_036670530.1|DSUZ	LOC119647516|XP_037904406.1|HILL
OG0005155	LOC108012420|XP_016933269.1|DSUZ	LOC119650217|XP_037908713.1|HILL
OG0005156	LOC108018403|XP_016941449.1|DSUZ	LOC119651825|XP_037911544.1|HILL
OG0005157	LOC108009579|XP_016929534.1|DSUZ	LOC119647924|XP_037905185.1|HILL
OG0005158	LOC108013119|XP_016934278.1|DSUZ	LOC119649577|XP_037907709.1|HILL
OG0005159	LOC108019465|XP_016942781.2|DSUZ	LOC119648345|XP_037905968.1|HILL
OG0005160	LOC108015548|XP_036671770.1|DSUZ	LOC119650199|XP_037908694.1|HILL
OG0005161	LOC108009935|XP_016930165.1|DSUZ	LOC119646727|XP_037903235.1|HILL
OG0005162	LOC108014995|XP_016936708.1|DSUZ	LOC119659250|XP_037923164.1|HILL
OG0005163	LOC108007448|XP_016926599.1|DSUZ	LOC119647824|XP_037904990.1|HILL
OG0005164	LOC108013516|XP_016934899.1|DSUZ	LOC119649730|XP_037907938.1|HILL
OG0005165	LOC108018060|XP_016940944.1|DSUZ	LOC119653067|XP_037913477.1|HILL
OG0005166	LOC108016249|XP_016938361.2|DSUZ	LOC119649889|XP_037908207.1|HILL
OG0005167	LOC108016256|XP_016938367.1|DSUZ	LOC119648190|XP_037905708.1|HILL
OG0005168	LOC108006850|XP_036672382.1|DSUZ	LOC119648188|XP_037905705.1|HILL
OG0005169	LOC108011873|XP_016932606.2|DSUZ	LOC119650352|XP_037908962.1|HILL
OG0005170	LOC108011828|XP_036671629.1|DSUZ	LOC119650350|XP_037908952.1|HILL
OG0005171	LOC108011841|XP_016932568.1|DSUZ	LOC119650351|XP_037908961.1|HILL
OG0005172	LOC108010168|XP_016930500.1|DSUZ	LOC119646374|XP_037902738.1|HILL
OG0005173	LOC108017969|XP_016940755.1|DSUZ	LOC119653388|XP_037913866.1|HILL
OG0005174	LOC108010269|XP_016930619.1|DSUZ	LOC119646194|XP_037902506.1|HILL
OG0005175	LOC108009629|XP_016929607.1|DSUZ	LOC119661164|XP_037926308.1|HILL
OG0005176	LOC108019927|XP_016943526.1|DSUZ	LOC119646505|XP_037902888.1|HILL
OG0005178	LOC108012436|XP_016933291.1|DSUZ	LOC119650206|XP_037908700.1|HILL
OG0005179	LOC108012829|XP_016933778.1|DSUZ	LOC119648924|XP_037906758.1|HILL
OG0005180	LOC108012939|XP_016933964.1|DSUZ	LOC119650168|XP_037908645.1|HILL
OG0005181	LOC108006273|XP_016925212.1|DSUZ	LOC119656687|XP_037919102.1|HILL
OG0005182	LOC108009496|XP_016929378.1|DSUZ	LOC119655150|XP_037916820.1|HILL
OG0005183	LOC108009816|XP_016929986.1|DSUZ	LOC119646928|XP_037903537.1|HILL
OG0005184	LOC108009644|XP_016929635.1|DSUZ	LOC119653678|XP_037914453.1|HILL
OG0005185	LOC108009895|XP_016930102.1|DSUZ	LOC119657803|XP_037920830.1|HILL
OG0005186	LOC108008482|XP_016927830.1|DSUZ	LOC119646988|XP_037903627.1|HILL
OG0005187	LOC108017967|XP_036670069.1|DSUZ	LOC119653915|XP_037915003.1|HILL
OG0005188	LOC108018154|XP_016941110.1|DSUZ	LOC119661106|XP_037926230.1|HILL
OG0005189	LOC108015225|XP_036676079.1|DSUZ	LOC119655045|XP_037916659.1|HILL
OG0005190	LOC108006818|XP_036672096.1|DSUZ	LOC119650183|XP_037908666.1|HILL
OG0005191	LOC108007380|XP_036673755.1|DSUZ	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC108009334|XP_036669142.1|DSUZ	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC108009326|XP_016929085.1|DSUZ	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC108010157|XP_016930482.1|DSUZ	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC108017930|XP_016940612.1|DSUZ	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC108005802|XP_016924621.1|DSUZ	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC108008374|XP_016927703.1|DSUZ	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC108007283|XP_036671632.1|DSUZ	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC108018230|XP_016941241.1|DSUZ	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC108009672|XP_016929692.1|DSUZ	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC108008300|XP_016927601.1|DSUZ	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC108010146|XP_016930470.1|DSUZ	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC108009124|XP_016928700.1|DSUZ	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC108021313|XP_016945456.1|DSUZ	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC108021266|XP_016945383.1|DSUZ	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC108010160|XP_016930486.1|DSUZ	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC108009980|XP_016930243.1|DSUZ	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC108008201|XP_036669255.1|DSUZ	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC108021409|XP_016945605.1|DSUZ	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC108021155|XP_036670104.1|DSUZ	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC108009843|XP_016930025.1|DSUZ	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC108015253|XP_016937094.1|DSUZ	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC108011942|XP_016932680.1|DSUZ	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC108021464|XP_016945683.1|DSUZ	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC108019699|XP_016943086.1|DSUZ	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC108018053|XP_016940936.1|DSUZ	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC108019129|XP_016942356.1|DSUZ	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC108010048|XP_016930347.1|DSUZ	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC108013011|XP_016934088.1|DSUZ	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC108005726|XP_016924545.1|DSUZ	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC108013483|XP_016934858.1|DSUZ	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC108021085|XP_016945095.1|DSUZ	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC108007872|XP_036669109.1|DSUZ	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC108021385|XP_016945571.1|DSUZ	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC108011971|XP_016932720.2|DSUZ	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC108021596|XP_016945878.1|DSUZ	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC108021518|XP_016945767.1|DSUZ	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC108021008|XP_016944973.1|DSUZ	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC108018342|XP_016941375.1|DSUZ	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC108004968|XP_016923561.1|DSUZ	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC108021140|XP_016945189.1|DSUZ	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC108006441|XP_016925458.1|DSUZ	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC108021577|XP_016945849.1|DSUZ	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC108020929|XP_016944841.1|DSUZ	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC108007467|XP_016926635.1|DSUZ	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC108021480|XP_016945711.1|DSUZ	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC108012165|XP_016932951.1|DSUZ	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC108021474|XP_016945702.1|DSUZ	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC108021263|XP_016945377.1|DSUZ	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC108021034|XP_016945012.1|DSUZ	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC108005843|XP_016924683.1|DSUZ	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC108020978|XP_036677034.1|DSUZ	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC108008075|XP_036672516.1|DSUZ	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC108017127|XP_036674874.1|DSUZ	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC108020958|XP_016944894.2|DSUZ	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC108009791|XP_016929940.1|DSUZ	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC108004880|XP_036673962.1|DSUZ	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC108018611|XP_016941662.2|DSUZ	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC108017481|XP_016940075.1|DSUZ	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC108020999|XP_016944955.1|DSUZ	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC108017922|XP_016940588.1|DSUZ	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC108014531|XP_016936166.1|DSUZ	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC108009384|XP_016929187.1|DSUZ	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC108021530|XP_016945781.1|DSUZ	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC108015732|XP_016937759.1|DSUZ	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC108021625|XP_016945920.1|DSUZ	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC108021484|XP_016945714.1|DSUZ	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC108020663|XP_016944517.1|DSUZ	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC108020675|XP_016944537.1|DSUZ	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC108021281|XP_016945408.1|DSUZ	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC108015193|XP_016937005.1|DSUZ	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC108020969|XP_036675270.1|DSUZ	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC108012201|XP_016932988.1|DSUZ	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC108021038|XP_016945018.1|DSUZ	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC108020931|XP_016944847.1|DSUZ	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC108021176|XP_016945247.1|DSUZ	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC108021175|XP_016945246.1|DSUZ	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC108021144|XP_016945200.2|DSUZ	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC108021655|XP_016945956.1|DSUZ	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC108020975|XP_016944914.1|DSUZ	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC108021242|XP_016945340.1|DSUZ	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC108010562|XP_016930933.1|DSUZ	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC108021152|XP_016945212.1|DSUZ	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC108018075|XP_016940969.1|DSUZ	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC108021547|XP_036673922.1|DSUZ	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC108005899|XP_016924786.1|DSUZ	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC108009864|XP_016930053.1|DSUZ	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC108007641|XP_016926851.1|DSUZ	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC108021362|XP_016945541.1|DSUZ	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC108005596|XP_016924425.2|DSUZ	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC108004870|XP_016923443.1|DSUZ	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC108015775|XP_016937807.2|DSUZ	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC108017116|XP_016939568.1|DSUZ	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC108005655|XP_016924463.1|DSUZ	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC108017230|XP_016939719.1|DSUZ	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC108017208|XP_016939698.1|DSUZ	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC108017847|XP_036668583.1|DSUZ	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC108016287|XP_016938410.1|DSUZ	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC108006089|XP_016925028.1|DSUZ	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC108020707|XP_016944567.1|DSUZ	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC108013570|XP_016934985.1|DSUZ	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC108021223|XP_016945315.1|DSUZ	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC108017173|XP_036668702.1|DSUZ	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC108007994|XP_036675006.1|DSUZ	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC108021600|XP_016945883.1|DSUZ	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC108021069|XP_016945070.1|DSUZ	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC108015446|XP_036675424.1|DSUZ	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC108004705|XP_016923207.1|DSUZ	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC108019425|XP_016942739.1|DSUZ	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC108009758|XP_016929869.1|DSUZ	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC108020928|XP_016944840.1|DSUZ	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC108006474|XP_016925489.1|DSUZ	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC108009863|XP_016930052.1|DSUZ	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC108016840|XP_016939165.1|DSUZ	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC108008787|XP_016928176.1|DSUZ	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC108021216|XP_016945304.1|DSUZ	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC108019603|XP_016942967.1|DSUZ	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC108021245|XP_016945350.1|DSUZ	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC108014292|XP_016935845.1|DSUZ	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC108011972|XP_016932721.1|DSUZ	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC108021546|XP_016945803.1|DSUZ	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC108020946|XP_016944874.1|DSUZ	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC108021542|XP_016945797.1|DSUZ	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC108009809|XP_016929972.1|DSUZ	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC108021126|XP_016945172.1|DSUZ	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC108010975|XP_036677998.1|DSUZ	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC108021101|XP_016945119.1|DSUZ	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC108021131|XP_016945178.1|DSUZ	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC108021328|XP_016945486.1|DSUZ	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC108021307|XP_016945450.1|DSUZ	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC108021316|XP_036674290.1|DSUZ	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC108021487|XP_016945719.1|DSUZ	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC108017639|XP_016940242.1|DSUZ	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC108008288|XP_016927592.1|DSUZ	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC108006269|XP_016925211.1|DSUZ	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC108020791|XP_016944659.1|DSUZ	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC108013058|XP_016934166.1|DSUZ	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC108013057|XP_016934164.1|DSUZ	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC108021015|XP_016944984.1|DSUZ	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC108006238|XP_016925170.1|DSUZ	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC108006037|XP_016924973.1|DSUZ	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC108009083|XP_016928630.1|DSUZ	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC108019901|XP_016943477.1|DSUZ	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC108009276|XP_016928981.1|DSUZ	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC108009057|XP_016928551.1|DSUZ	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC108021457|XP_016945676.1|DSUZ	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC108018005|XP_016940890.1|DSUZ	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC108021125|XP_016945170.1|DSUZ	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC108019890|XP_016943457.1|DSUZ	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC108021431|XP_016945636.1|DSUZ	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC108017772|XP_016940381.1|DSUZ	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC108008888|XP_016928282.1|DSUZ	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC108005911|XP_016924813.1|DSUZ	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC108011727|XP_016932442.1|DSUZ	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC108021009|XP_016944975.1|DSUZ	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC108021291|XP_016945420.1|DSUZ	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC108021689|XP_016946002.1|DSUZ	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC108006344|XP_016925352.1|DSUZ	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC108012910|XP_016933919.1|DSUZ	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC108020888|XP_036670731.1|DSUZ	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC108006189|XP_016925115.1|DSUZ	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC108018013|XP_036669578.1|DSUZ	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC108014148|XP_016935679.1|DSUZ	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC108014186|XP_016935720.1|DSUZ	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC108020903|XP_016944809.1|DSUZ	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC108009092|XP_016928644.1|DSUZ	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC108009773|XP_016929892.1|DSUZ	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC108020744|XP_016944609.1|DSUZ	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC108020988|XP_016944935.1|DSUZ	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC108021287|XP_016945416.1|DSUZ	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC108021706|XP_016946028.1|DSUZ	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC108009940|XP_016930174.1|DSUZ	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC108021202|XP_016945286.1|DSUZ	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC108021641|XP_016945938.1|DSUZ	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC108021297|XP_016945433.1|DSUZ	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC108006972|XP_016926067.2|DSUZ	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC108021778|XP_016946074.1|DSUZ	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC108016008|XP_016938093.1|DSUZ	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC108021811|XP_016946106.1|DSUZ	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC108010604|XP_016930984.2|DSUZ	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC108010532|XP_036677314.1|DSUZ	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC108009249|XP_016928921.1|DSUZ	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC108009631|XP_016929614.1|DSUZ	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC108015326|XP_036678687.1|DSUZ	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC108012904|XP_016933904.1|DSUZ	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC108009836|XP_036677641.1|DSUZ	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC108008056|XP_016927330.1|DSUZ	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC108021376|XP_016945559.1|DSUZ	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC108017414|XP_036668736.1|DSUZ	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC108004808|XP_036670618.1|DSUZ	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC108012177|XP_016932961.2|DSUZ	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC108010018|XP_016930302.1|DSUZ	LOC119660827|XP_037925615.1|HILL
