Orthogroup	DSUZ.longest_only	DBUS.longest_only
OG0003709	LOC108017806|XP_016940442.1|DSUZ	LOC108596375|XP_017837531.1|DBUS
OG0003710	LOC108018207|XP_016941213.1|DSUZ	LOC108596374|XP_017837530.1|DBUS
OG0003711	LOC108010658|XP_036671709.1|DSUZ	LOC108600186|XP_017843082.1|DBUS
OG0003712	LOC108010114|XP_016930427.1|DSUZ	LOC108597539|XP_017839627.1|DBUS
OG0003713	LOC108010122|XP_016930437.1|DSUZ	LOC108597288|XP_017839251.1|DBUS
OG0003714	LOC108010121|XP_016930436.1|DSUZ	LOC108597287|XP_017839250.1|DBUS
OG0003715	LOC108012733|XP_016933654.1|DSUZ	LOC108599068|XP_017841338.1|DBUS
OG0003716	LOC108011258|XP_036671168.1|DSUZ	LOC108600880|XP_017844186.1|DBUS
OG0003717	LOC118877407|XP_036671995.1|DSUZ	LOC108598715|XP_017840933.1|DBUS
OG0003718	LOC108013188|XP_016934378.1|DSUZ	LOC108600453|XP_017843530.1|DBUS
OG0003719	LOC108013525|XP_016934910.1|DSUZ	LOC108598614|XP_017840802.2|DBUS
OG0003720	LOC108015387|XP_016937294.1|DSUZ	LOC108606114|XP_017851456.1|DBUS
OG0003721	LOC108010274|XP_016930624.1|DSUZ	LOC108597346|XP_017839342.1|DBUS
OG0003722	LOC108006809|XP_036672336.1|DSUZ	LOC108600304|XP_017843280.2|DBUS
OG0003723	LOC108013159|XP_016934343.1|DSUZ	LOC108598917|XP_017841170.1|DBUS
OG0003724	LOC108011421|XP_016932034.1|DSUZ	LOC108600917|XP_017844239.1|DBUS
OG0003725	LOC108011751|XP_036671263.1|DSUZ	LOC108600333|XP_017843337.1|DBUS
OG0003726	LOC108013352|XP_016934658.1|DSUZ	LOC108600297|XP_017843267.1|DBUS
OG0003727	LOC108012301|XP_036670812.1|DSUZ	LOC108599394|XP_033149625.1|DBUS
OG0003728	LOC108014807|XP_016936490.2|DSUZ	LOC108603541|XP_017847942.1|DBUS
OG0003729	LOC108012870|XP_036670257.1|DSUZ	LOC108599455|XP_017841778.2|DBUS
OG0003730	LOC108012320|XP_036672116.1|DSUZ	LOC108600343|XP_017843355.2|DBUS
OG0003731	LOC108020063|XP_016943651.1|DSUZ	LOC108601118|XP_017844528.1|DBUS
OG0003732	LOC108014089|XP_016935597.2|DSUZ	LOC108600665|XP_017843850.1|DBUS
OG0003733	LOC108013331|XP_016934619.1|DSUZ	LOC108600881|XP_017844187.1|DBUS
OG0003734	LOC108013153|XP_016934332.2|DSUZ	LOC108600038|XP_017842872.1|DBUS
OG0003735	LOC108010094|XP_016930402.1|DSUZ	LOC108597529|XP_017839616.1|DBUS
OG0003736	LOC108018170|XP_016941155.1|DSUZ	LOC108595546|XP_017836294.1|DBUS
OG0003737	LOC108008456|XP_016927799.1|DSUZ	LOC108596744|XP_017838306.1|DBUS
OG0003738	LOC108010258|XP_016930604.1|DSUZ	LOC108596524|XP_017837900.2|DBUS
OG0003739	LOC108018127|XP_016941057.1|DSUZ	LOC108597385|XP_017839407.1|DBUS
OG0003740	LOC108017778|XP_016940391.1|DSUZ	LOC108596727|XP_017838260.1|DBUS
OG0003741	LOC108012505|XP_016933403.1|DSUZ	LOC108598290|XP_017840852.1|DBUS
OG0003742	LOC108020742|XP_016944606.1|DSUZ	LOC108600223|XP_017843135.1|DBUS
OG0003743	LOC108019783|XP_016943264.2|DSUZ	LOC108597384|XP_017839406.1|DBUS
OG0003744	LOC108017801|XP_016940436.1|DSUZ	LOC108595983|XP_017836760.2|DBUS
OG0003745	LOC108009760|XP_016929873.1|DSUZ	LOC108597366|XP_017839381.1|DBUS
OG0003746	LOC108009381|XP_016929177.1|DSUZ	LOC108597020|XP_017838789.2|DBUS
OG0003747	LOC108012284|XP_036671324.1|DSUZ	LOC108598148|XP_033150659.1|DBUS
OG0003748	LOC108012572|XP_016933476.1|DSUZ	LOC108599257|XP_017841542.2|DBUS
OG0003749	LOC108013465|XP_016934830.1|DSUZ	LOC108601072|XP_017844456.2|DBUS
OG0003750	LOC108013359|XP_016934667.1|DSUZ	LOC108598480|XP_017840619.1|DBUS
OG0003751	LOC108012913|XP_036671833.1|DSUZ	LOC108600303|XP_033149293.1|DBUS
OG0003752	LOC108006823|XP_036671014.1|DSUZ	LOC108600484|XP_017843598.2|DBUS
OG0003753	LOC108013468|XP_016934835.1|DSUZ	LOC108601076|XP_017844459.2|DBUS
OG0003754	LOC108013212|XP_036672392.1|DSUZ	LOC108600637|XP_017843817.2|DBUS
OG0003755	LOC108006879|XP_016925951.1|DSUZ	LOC108598618|XP_017840806.1|DBUS
OG0003756	LOC108005720|XP_016924537.1|DSUZ	LOC108597736|XP_017839920.1|DBUS
OG0003757	LOC108009472|XP_016929340.1|DSUZ	LOC108595092|XP_017835733.1|DBUS
OG0003758	LOC108019803|XP_016943296.1|DSUZ	LOC108596364|XP_017837515.1|DBUS
OG0003759	LOC108012828|XP_016933768.1|DSUZ	LOC108599581|XP_017842009.2|DBUS
OG0003760	LOC108009640|XP_016929626.1|DSUZ	LOC108597007|XP_017838773.1|DBUS
OG0003761	LOC108013309|XP_016934587.1|DSUZ	LOC108598791|XP_017841023.1|DBUS
OG0003762	LOC108013310|XP_016934588.1|DSUZ	LOC108598436|XP_017840556.1|DBUS
OG0003763	LOC108013595|XP_016935016.1|DSUZ	LOC108598041|XP_033149442.1|DBUS
OG0003764	LOC108013574|XP_016934988.1|DSUZ	LOC108598444|XP_033149359.1|DBUS
OG0003765	LOC108021003|XP_016944960.1|DSUZ	LOC108603432|XP_017847744.1|DBUS
OG0003766	LOC108016879|XP_016939260.1|DSUZ	LOC108605611|XP_017850878.1|DBUS
OG0003767	LOC108018065|XP_016940951.1|DSUZ	LOC108597678|XP_017839840.1|DBUS
OG0003768	LOC108008927|XP_016928326.1|DSUZ	LOC108594758|XP_017835386.1|DBUS
OG0003769	LOC108010115|XP_016930428.1|DSUZ	LOC108596550|XP_017837936.1|DBUS
OG0003770	LOC108020396|XP_016944163.1|DSUZ	LOC108607407|XP_017853680.1|DBUS
OG0003771	LOC108013086|XP_016934207.1|DSUZ	LOC108600996|XP_033149426.1|DBUS
OG0003772	LOC108012380|XP_016933225.1|DSUZ	LOC108599976|XP_017842736.1|DBUS
OG0003773	LOC108009379|XP_016929171.1|DSUZ	LOC108595046|XP_017835676.1|DBUS
OG0003774	LOC108009602|XP_016929573.1|DSUZ	LOC108596728|XP_017838261.1|DBUS
OG0003775	LOC108015202|XP_016937016.1|DSUZ	LOC108606982|XP_017853045.1|DBUS
OG0003776	LOC108017709|XP_036669971.1|DSUZ	LOC108597352|XP_017839347.1|DBUS
OG0003777	LOC108019896|XP_016943468.1|DSUZ	LOC108597177|XP_017839084.1|DBUS
OG0003778	LOC108009993|XP_016930261.1|DSUZ	LOC108597344|XP_017839338.1|DBUS
OG0003779	LOC108009926|XP_016930145.1|DSUZ	LOC108596721|XP_033148924.1|DBUS
OG0003780	LOC108009673|XP_016929695.1|DSUZ	LOC108596298|XP_017837381.1|DBUS
OG0003781	LOC108020386|XP_016944136.1|DSUZ	LOC108607422|XP_017853713.1|DBUS
OG0003782	LOC108016764|XP_016939007.1|DSUZ	LOC108606288|XP_017851758.1|DBUS
OG0003783	LOC108013868|XP_036673298.1|DSUZ	LOC108604746|XP_017849821.1|DBUS
OG0003784	LOC108010027|XP_016930316.1|DSUZ	LOC108597338|XP_017839334.1|DBUS
OG0003785	LOC108007830|XP_016927082.1|DSUZ	LOC108595273|XP_017835974.1|DBUS
OG0003786	LOC108010167|XP_016930498.1|DSUZ	LOC108597306|XP_017839274.1|DBUS
OG0003787	LOC108008598|XP_016927966.1|DSUZ	LOC108594648|XP_017835279.1|DBUS
OG0003788	LOC108007266|XP_016926394.1|DSUZ	LOC108595422|XP_017836139.1|DBUS
OG0003789	LOC108009449|XP_016929294.1|DSUZ	LOC108597149|XP_033151007.1|DBUS
OG0003790	LOC108005914|XP_016924812.1|DSUZ	LOC108598448|XP_017840576.1|DBUS
OG0003791	LOC108016016|XP_036674927.1|DSUZ	LOC108604056|XP_017848807.1|DBUS
OG0003792	LOC108009493|XP_016929375.1|DSUZ	LOC108595431|XP_017836150.1|DBUS
OG0003793	LOC108009473|XP_016929342.1|DSUZ	LOC108595244|XP_017835932.1|DBUS
OG0003794	LOC108009761|XP_016929874.1|DSUZ	LOC108596804|XP_017838400.1|DBUS
OG0003795	LOC108013414|XP_016934760.1|DSUZ	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS
OG0003796	LOC108015500|XP_016937443.1|DSUZ	LOC108603035|XP_017846941.1|DBUS
OG0003797	LOC108021560|XP_016945821.1|DSUZ	LOC108607566|XP_017853946.2|DBUS
OG0003798	LOC108008603|XP_016927971.2|DSUZ	LOC108596072|XP_017836973.1|DBUS
OG0003799	LOC108009967|XP_036669181.1|DSUZ	LOC108596188|XP_033149108.1|DBUS
OG0003800	LOC108021629|XP_016945926.1|DSUZ	LOC108598591|XP_033150959.1|DBUS
OG0003801	LOC108004613|XP_016923045.1|DSUZ	LOC108601987|XP_017845474.1|DBUS
OG0003802	LOC108019348|XP_016942660.1|DSUZ	LOC108607965|XP_017854581.1|DBUS
OG0003803	LOC108015477|XP_016937397.2|DSUZ	LOC108603032|XP_017846938.1|DBUS
OG0003804	LOC108015513|XP_016937468.1|DSUZ	LOC108607845|XP_033150874.1|DBUS
OG0003805	LOC108013612|XP_016935046.1|DSUZ	LOC108608504|XP_017855391.2|DBUS
OG0003806	LOC108020181|XP_036678459.1|DSUZ	LOC108608345|XP_017855177.1|DBUS
OG0003807	LOC118878848|XP_036677766.1|DSUZ, LOC108016424|XP_016938562.1|DSUZ	LOC108608498|XP_017855383.1|DBUS
OG0003808	LOC108015545|XP_036671766.1|DSUZ	LOC108600041|XP_017842875.1|DBUS
OG0003809	LOC108021656|XP_016945958.1|DSUZ	LOC108596334|XP_017837474.1|DBUS
OG0003810	LOC108009536|XP_016929460.1|DSUZ	LOC108596273|XP_017837330.1|DBUS
OG0003811	LOC108010139|XP_016930460.1|DSUZ	LOC108596626|XP_017838060.1|DBUS
OG0003812	LOC108013253|XP_016934496.1|DSUZ	LOC108603305|XP_033150828.1|DBUS
OG0003813	LOC108019414|XP_016942728.1|DSUZ	LOC108596546|XP_017837932.2|DBUS
OG0003814	LOC108014279|XP_016935812.1|DSUZ	LOC108608051|XP_017854721.1|DBUS
OG0003815	LOC108011996|XP_016932751.2|DSUZ	LOC108603492|XP_017847836.1|DBUS
OG0003816	LOC108021588|XP_016945866.1|DSUZ	LOC108607982|XP_017854625.1|DBUS
OG0003817	LOC108021389|XP_016945576.1|DSUZ	LOC108594434|XP_017835097.1|DBUS
OG0003818	LOC108004934|XP_016923525.1|DSUZ	LOC108594523|XP_017835216.2|DBUS
OG0003819	LOC108006120|XP_016925061.1|DSUZ	LOC108594404|XP_017835061.2|DBUS
OG0003820	LOC108005389|XP_036677100.1|DSUZ, LOC108011543|XP_036673173.1|DSUZ	LOC108603354|XP_017847580.1|DBUS
OG0003821	LOC108010075|XP_016930378.1|DSUZ	LOC108597655|XP_017839800.1|DBUS
OG0003822	LOC108019361|XP_016942673.1|DSUZ	LOC108599977|XP_017842741.2|DBUS
OG0003823	LOC108021204|XP_016945288.1|DSUZ	LOC108604281|XP_017849177.1|DBUS
OG0003824	LOC108013577|XP_016934997.1|DSUZ	LOC108608405|XP_017855294.1|DBUS
OG0003825	LOC108005258|XP_016923940.1|DSUZ	LOC108596844|XP_017838466.2|DBUS
OG0003826	LOC108010180|XP_016930515.1|DSUZ	LOC108603310|XP_017847486.1|DBUS
OG0003827	LOC108011848|XP_016932580.1|DSUZ	LOC108607271|XP_017853474.1|DBUS
OG0003828	LOC108020979|XP_016944923.1|DSUZ	LOC108600728|XP_017843956.2|DBUS
OG0003829	LOC108021735|XP_016946061.1|DSUZ	LOC108602702|XP_017846346.2|DBUS
OG0003830	LOC108008499|XP_016927856.1|DSUZ	LOC108608116|XP_017854834.1|DBUS
OG0003831	LOC108011350|XP_016931948.1|DSUZ	LOC108602900|XP_017846697.1|DBUS
OG0003832	LOC108020686|XP_016944546.1|DSUZ	LOC108599248|XP_017841537.2|DBUS
OG0003834	LOC108020477|XP_016944301.1|DSUZ	LOC108598705|XP_017840923.1|DBUS
OG0003835	LOC108016046|XP_016938133.1|DSUZ	LOC108607906|XP_017854505.1|DBUS
OG0003836	LOC108020976|XP_016944915.1|DSUZ	LOC108596262|XP_017837312.2|DBUS
OG0003837	LOC108021243|XP_016945341.1|DSUZ	LOC108599542|XP_017841919.1|DBUS
OG0003838	LOC108012107|XP_016932880.1|DSUZ	LOC108606378|XP_017851969.1|DBUS
OG0003839	LOC108020605|XP_016944446.1|DSUZ	LOC108594372|XP_017835023.2|DBUS
OG0003840	LOC108019721|XP_016943125.1|DSUZ	LOC108596114|XP_017837031.1|DBUS
OG0003841	LOC108021581|XP_016945856.1|DSUZ	LOC108596234|XP_017837266.1|DBUS
OG0003842	LOC108021073|XP_016945075.1|DSUZ	LOC108608019|XP_033150303.1|DBUS
OG0003843	LOC108020857|XP_016944738.1|DSUZ	LOC108607506|XP_017853859.2|DBUS
OG0003844	LOC108008263|XP_016927544.1|DSUZ	LOC108608525|XP_017855423.1|DBUS
OG0003845	LOC108021229|XP_016945319.1|DSUZ	LOC108607246|XP_033150408.1|DBUS
OG0003846	LOC108020563|XP_016944405.1|DSUZ	LOC108594453|XP_017835117.1|DBUS
OG0003847	LOC108021159|XP_016945226.1|DSUZ	LOC108608077|XP_017854762.1|DBUS
OG0003848	LOC108020095|XP_036674394.1|DSUZ	LOC108604241|XP_017849104.1|DBUS
OG0003849	LOC108009741|XP_016929817.1|DSUZ	LOC108596926|XP_017838636.1|DBUS
OG0003850	LOC108021632|XP_016945929.1|DSUZ	LOC108607747|XP_033150064.1|DBUS
OG0003851	LOC108010009|XP_016930290.1|DSUZ	LOC108597499|XP_017839572.1|DBUS
OG0003852	LOC108021475|XP_016945705.1|DSUZ	LOC108594420|XP_017835081.1|DBUS
OG0003853	LOC108017982|XP_016940810.1|DSUZ	LOC108596450|XP_017837686.1|DBUS
OG0003854	LOC108016835|XP_016939151.1|DSUZ	LOC108606704|XP_017837764.1|DBUS
OG0003855	LOC108007573|XP_036668742.1|DSUZ	LOC108608068|XP_017854750.1|DBUS
OG0003856	LOC108011043|XP_036676792.1|DSUZ	LOC108603179|XP_017847230.1|DBUS
OG0003857	LOC108020900|XP_016944806.1|DSUZ	LOC108594221|XP_017834820.1|DBUS
OG0003859	LOC108005540|XP_016924326.1|DSUZ	LOC108608228|XP_017854998.1|DBUS
OG0003860	LOC108010003|XP_016930280.1|DSUZ	LOC108597759|XP_017839959.1|DBUS
OG0003861	LOC108016551|XP_016938717.1|DSUZ	LOC108608175|XP_017854922.1|DBUS
OG0003862	LOC108007637|XP_036677324.1|DSUZ	LOC108608067|XP_017854747.2|DBUS
OG0003863	LOC108016245|XP_036678703.1|DSUZ	LOC108607695|XP_033150660.1|DBUS
OG0003864	LOC108005736|XP_016924556.1|DSUZ	LOC108603170|XP_017847219.1|DBUS
OG0003865	LOC108015443|XP_036675255.1|DSUZ	LOC108601944|XP_017845413.1|DBUS
OG0003866	LOC108021633|XP_016945930.1|DSUZ	LOC108594531|XP_017835223.1|DBUS
OG0003867	LOC108017433|XP_016939950.1|DSUZ	LOC108604412|XP_017849371.2|DBUS
OG0003868	LOC108021056|XP_016945052.2|DSUZ	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS
OG0003869	LOC108004685|XP_016923175.1|DSUZ	LOC108608528|XP_017855432.1|DBUS
OG0003870	LOC108013441|XP_036668712.1|DSUZ	LOC108607861|XP_033150872.1|DBUS
OG0003871	LOC108006313|XP_016925306.1|DSUZ	LOC108598868|XP_017841116.1|DBUS
OG0003872	LOC108009059|XP_016928554.1|DSUZ	LOC108595390|XP_017836105.1|DBUS
OG0003873	LOC108006100|XP_016925037.1|DSUZ	LOC108601356|XP_017844748.1|DBUS
OG0003874	LOC108020918|XP_016944827.1|DSUZ	LOC108607690|XP_017854153.1|DBUS
OG0003875	LOC108021286|XP_016945414.1|DSUZ	LOC108594264|XP_017834879.2|DBUS
OG0003876	LOC108021638|XP_016945935.1|DSUZ	LOC108596732|XP_017838272.1|DBUS
OG0003877	LOC108005483|XP_016924277.1|DSUZ	LOC108599865|XP_017842502.1|DBUS
OG0003878	LOC108021615|XP_016945904.1|DSUZ	LOC108608227|XP_017854995.1|DBUS
OG0003879	LOC108013124|XP_016934290.1|DSUZ	LOC108598831|XP_017841073.1|DBUS
OG0003880	LOC108011690|XP_036671535.1|DSUZ	LOC108601004|XP_017844358.2|DBUS
OG0003881	LOC108010189|XP_016930521.1|DSUZ	LOC108596784|XP_017838377.1|DBUS
OG0003883	LOC108019133|XP_016942364.1|DSUZ	LOC108606845|XP_017852829.1|DBUS
OG0003884	LOC108020047|XP_016943636.1|DSUZ	LOC108608144|XP_017854876.2|DBUS
OG0003885	LOC108007074|XP_016926171.1|DSUZ	LOC108607741|XP_017854254.1|DBUS
OG0003886	LOC108011592|XP_016932253.1|DSUZ	LOC117135046|XP_033150792.1|DBUS
OG0003887	LOC108021393|XP_016945579.2|DSUZ	LOC108594515|XP_017835207.2|DBUS
OG0003888	LOC108016073|XP_016938155.2|DSUZ	LOC108603555|XP_017847964.1|DBUS
OG0003890	LOC108007070|XP_016926164.2|DSUZ	LOC108595049|XP_017835679.1|DBUS
OG0003891	LOC108021026|XP_016944996.1|DSUZ	LOC108608181|XP_017854929.2|DBUS
OG0003892	LOC108013521|XP_016934906.1|DSUZ	LOC108599454|XP_017841776.1|DBUS
OG0003893	LOC108020395|XP_016944160.1|DSUZ	LOC108608374|XP_017855209.1|DBUS
OG0003894	LOC108006664|XP_016925694.1|DSUZ, LOC108010850|XP_016931315.1|DSUZ	LOC108597427|XP_017839474.1|DBUS
OG0003895	LOC108008574|XP_016927937.1|DSUZ	LOC108605898|XP_017851202.1|DBUS
OG0003896	LOC108009939|XP_016930171.1|DSUZ	LOC108597431|XP_017839478.1|DBUS
OG0003897	LOC108009255|XP_016928927.1|DSUZ	LOC108596299|XP_017837383.1|DBUS
OG0003898	LOC108017943|XP_016940665.1|DSUZ	LOC108601133|XP_017844549.1|DBUS
OG0003899	LOC108020967|XP_016944905.1|DSUZ	LOC108607717|XP_017854208.1|DBUS
OG0003900	LOC108021170|XP_016945240.1|DSUZ	LOC108598016|XP_017840123.1|DBUS
OG0003901	LOC108020901|XP_016944807.1|DSUZ	LOC108600734|XP_017843969.1|DBUS
OG0003902	LOC108020231|XP_016943843.1|DSUZ	LOC108594316|XP_017834953.1|DBUS
OG0003903	LOC108011961|XP_016932708.1|DSUZ	LOC108608534|XP_017855437.1|DBUS
OG0003904	LOC108011959|XP_016932707.1|DSUZ	LOC108608533|XP_017855436.2|DBUS
OG0003905	LOC108011489|XP_016932127.2|DSUZ	LOC108601494|XP_033150128.1|DBUS
OG0003906	LOC108008339|XP_016927657.1|DSUZ	LOC108595116|XP_017835767.1|DBUS
OG0003907	LOC108006399|XP_016925413.1|DSUZ	LOC108598889|XP_017841141.1|DBUS
OG0003908	LOC108012845|XP_016933803.1|DSUZ	LOC108598898|XP_033150800.1|DBUS
OG0003909	LOC108009752|XP_016929848.1|DSUZ	LOC108597646|XP_017839784.1|DBUS
OG0003910	LOC108006123|XP_036675127.1|DSUZ	LOC108596815|XP_017838419.1|DBUS
OG0003911	LOC108006187|XP_016925116.1|DSUZ	LOC108600111|XP_017842974.2|DBUS
OG0003912	LOC108008286|XP_016927579.1|DSUZ	LOC108599039|XP_017841311.2|DBUS
OG0003913	LOC108021208|XP_016945294.1|DSUZ	LOC108599582|XP_017842015.1|DBUS
OG0003914	LOC108021137|XP_016945184.1|DSUZ	LOC108608315|XP_017855132.1|DBUS
OG0003915	LOC108016624|XP_016938808.1|DSUZ	LOC108607009|XP_017853078.1|DBUS
OG0003916	LOC108004925|XP_016923515.1|DSUZ	LOC108598403|XP_017840518.1|DBUS
OG0003917	LOC108007238|XP_016926367.1|DSUZ	LOC108607464|XP_017853791.1|DBUS
OG0003918	LOC108021367|XP_016945547.1|DSUZ	LOC108601184|XP_017844606.1|DBUS
OG0003919	LOC108021495|XP_016945727.1|DSUZ	LOC108597704|XP_033148971.1|DBUS
OG0003920	LOC108010057|XP_016930358.1|DSUZ	LOC108596871|XP_017838537.1|DBUS
OG0003921	LOC108021115|XP_016945153.1|DSUZ	LOC108607987|XP_017854631.2|DBUS
OG0003922	LOC108016036|XP_016938122.1|DSUZ	LOC108594492|XP_017835175.1|DBUS
OG0003923	LOC108020345|XP_016944000.1|DSUZ	LOC108607355|XP_017853538.1|DBUS
OG0003924	LOC108019880|XP_016943440.1|DSUZ	LOC108595358|XP_017836071.1|DBUS
OG0003925	LOC108018646|XP_016941710.1|DSUZ	LOC108608009|XP_033149606.1|DBUS
OG0003926	LOC108016984|XP_016939424.1|DSUZ	LOC108607482|XP_017853814.1|DBUS
OG0003927	LOC108021356|XP_016945529.1|DSUZ	LOC108597652|XP_017839799.1|DBUS
OG0003928	LOC108005569|XP_016924361.1|DSUZ	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS
OG0003929	LOC108021181|XP_016945251.1|DSUZ	LOC108608455|XP_017855323.1|DBUS
OG0003930	LOC108021594|XP_016945875.1|DSUZ	LOC108594220|XP_017834819.1|DBUS
OG0003931	LOC108021027|XP_016944997.1|DSUZ	LOC108606773|XP_017852681.1|DBUS
OG0003932	LOC108017957|XP_016940716.1|DSUZ	LOC108594676|XP_017835305.1|DBUS
OG0003933	LOC108021400|XP_016945592.1|DSUZ	LOC108598203|XP_017840312.1|DBUS
OG0003934	LOC108007870|XP_016927124.1|DSUZ	LOC108603043|XP_017846954.1|DBUS
OG0003935	LOC108018083|XP_016940975.1|DSUZ	LOC108597372|XP_017839389.1|DBUS
OG0003936	LOC108018084|XP_016940976.1|DSUZ	LOC108596838|XP_017838452.1|DBUS
OG0003937	LOC108019840|XP_016943361.1|DSUZ	LOC108596353|XP_017837500.1|DBUS
OG0003938	LOC108018561|XP_016941609.1|DSUZ	LOC108607950|XP_017854564.2|DBUS
OG0003939	LOC108014949|XP_016936662.1|DSUZ	LOC108606424|XP_017852021.1|DBUS
OG0003940	LOC108020961|XP_016944896.1|DSUZ	LOC108608286|XP_017855090.1|DBUS
OG0003941	LOC108021226|XP_016945314.1|DSUZ	LOC108607949|XP_017854557.1|DBUS
OG0003942	LOC108018935|XP_016942019.1|DSUZ	LOC108594530|XP_033148943.1|DBUS
OG0003943	LOC108007647|XP_016926861.1|DSUZ	LOC108607658|XP_017854095.1|DBUS
OG0003945	LOC108009793|XP_016929943.1|DSUZ	LOC108595586|XP_017836337.1|DBUS
OG0003946	LOC108021319|XP_016945472.1|DSUZ	LOC108596267|XP_017837326.1|DBUS
OG0003947	LOC108021659|XP_016945960.1|DSUZ	LOC108594442|XP_017835106.2|DBUS
OG0003948	LOC108019224|XP_016942513.1|DSUZ	LOC108600922|XP_017844248.1|DBUS
OG0003949	LOC108019204|XP_036677401.1|DSUZ	LOC108607798|XP_017854327.1|DBUS
OG0003950	LOC108015713|XP_016937738.1|DSUZ	LOC108597322|XP_017839305.1|DBUS
OG0003951	LOC108011566|XP_036677656.1|DSUZ	LOC108600369|XP_017843436.2|DBUS
OG0003952	LOC108007953|XP_016927215.1|DSUZ	LOC108607776|XP_017854298.1|DBUS
OG0003953	LOC108020910|XP_016944817.1|DSUZ	LOC108608462|XP_017855335.1|DBUS
OG0003954	LOC108020071|XP_036671977.1|DSUZ	LOC108599067|XP_017841337.2|DBUS
OG0003955	LOC108017953|XP_016940754.2|DSUZ	LOC108601355|XP_033149832.1|DBUS
OG0003956	LOC108021089|XP_016945100.1|DSUZ	LOC108607898|XP_033150633.1|DBUS
OG0003957	LOC108013196|XP_016934394.1|DSUZ	LOC108600860|XP_017844155.1|DBUS
OG0003958	LOC108006346|XP_016925350.1|DSUZ	LOC108607003|XP_017853070.1|DBUS
OG0003959	LOC108010253|XP_016930595.1|DSUZ	LOC108597271|XP_017839221.1|DBUS
OG0003960	LOC108005087|XP_016923747.1|DSUZ	LOC108606392|XP_017851958.1|DBUS
OG0003961	LOC108019064|XP_016942192.1|DSUZ	LOC108608215|XP_017854978.1|DBUS
OG0003962	LOC108021661|XP_016945963.1|DSUZ	LOC108607479|XP_017853809.1|DBUS
OG0003963	LOC108021109|XP_016945139.1|DSUZ	LOC108594395|XP_017835050.2|DBUS
OG0003965	LOC108011955|XP_016932696.1|DSUZ	LOC108605554|XP_017850807.1|DBUS
OG0003966	LOC108014079|XP_016935589.2|DSUZ	LOC108594261|XP_017834875.2|DBUS
OG0003967	LOC108009260|XP_016928935.1|DSUZ	LOC108596573|XP_017837971.1|DBUS
OG0003968	LOC108008370|XP_036668993.1|DSUZ	LOC108595107|XP_017835757.1|DBUS
OG0003969	LOC108009693|XP_016929731.1|DSUZ	LOC108597050|XP_017838858.1|DBUS
OG0003970	LOC108021021|XP_016944994.1|DSUZ	LOC108602337|XP_017845919.1|DBUS
OG0003971	LOC108021642|XP_016945939.1|DSUZ	LOC108607474|XP_017853802.1|DBUS
OG0003972	LOC108012957|XP_016933996.1|DSUZ	LOC108599531|XP_017841903.2|DBUS
OG0003973	LOC108009474|XP_016929343.1|DSUZ	LOC108595626|XP_017836382.1|DBUS
OG0003974	LOC108010183|XP_016930514.1|DSUZ	LOC108597777|XP_017839981.1|DBUS
OG0003975	LOC108019106|XP_016942301.1|DSUZ	LOC108607835|XP_033150811.1|DBUS
OG0003976	LOC108016863|XP_016939225.1|DSUZ	LOC108604358|XP_017849285.1|DBUS
OG0003978	LOC108020451|XP_016944262.1|DSUZ, LOC118877514|XP_036672442.1|DSUZ	LOC108598736|XP_017840958.1|DBUS
OG0003979	LOC108021613|XP_016945901.1|DSUZ	LOC108607790|XP_017854318.2|DBUS
OG0003980	LOC108004898|XP_016923470.2|DSUZ	LOC108601801|XP_017845226.1|DBUS
OG0003981	LOC108014291|XP_036668715.1|DSUZ	LOC108608328|XP_017855157.1|DBUS
OG0003982	LOC108007997|XP_016927269.1|DSUZ	LOC108599645|XP_017842113.2|DBUS
OG0003983	LOC108010046|XP_016930349.1|DSUZ	LOC108606450|XP_017852095.1|DBUS
OG0003984	LOC108021249|XP_016945356.1|DSUZ	LOC108607853|XP_017854424.2|DBUS
OG0003985	LOC108013718|XP_036678675.1|DSUZ	LOC108594418|XP_033150049.1|DBUS
OG0003986	LOC108010711|XP_016931118.1|DSUZ	LOC108606004|XP_017851353.1|DBUS
OG0003987	LOC108019030|XP_016942136.1|DSUZ	LOC108608013|XP_033150833.1|DBUS
OG0003989	LOC108021394|XP_016945581.1|DSUZ	LOC108594394|XP_017835047.1|DBUS
OG0003990	LOC108021587|XP_016945865.1|DSUZ	LOC108594486|XP_017835165.2|DBUS
OG0003991	LOC108020921|XP_016944830.1|DSUZ	LOC108608173|XP_017854920.2|DBUS
OG0003992	LOC108021647|XP_016945948.1|DSUZ	LOC108597003|XP_017838812.2|DBUS
OG0003993	LOC108019067|XP_016942201.1|DSUZ	LOC108607489|XP_017853822.1|DBUS
OG0003994	LOC108011728|XP_016932438.2|DSUZ	LOC108602061|XP_017845569.1|DBUS
OG0003995	LOC108019878|XP_016943438.1|DSUZ	LOC108595189|XP_017835860.1|DBUS
OG0003996	LOC108017897|XP_016940556.1|DSUZ	LOC108595803|XP_017836582.1|DBUS
OG0003997	LOC108010162|XP_016930493.1|DSUZ	LOC108603023|XP_017846916.1|DBUS
OG0003998	LOC108007592|XP_036678382.1|DSUZ	LOC117134984|XP_033150567.1|DBUS
