Orthogroup	DSUZ.longest_only	DALB.longest_only
OG0006271	LOC108020564|XP_036673071.1|DSUZ	LOC117574327|XP_034114028.1|DALB
OG0006272	LOC108013724|XP_016935153.1|DSUZ	LOC117576506|XP_034117200.1|DALB
OG0006273	LOC108017899|XP_016940558.1|DSUZ	LOC117568966|XP_034105815.1|DALB
OG0006274	LOC108005352|XP_016924083.1|DSUZ	LOC117577854|XP_034118691.1|DALB
OG0006275	LOC108019149|XP_016942387.1|DSUZ	LOC117570983|XP_034108824.1|DALB
OG0006276	LOC108012803|XP_016933731.1|DSUZ	LOC117569371|XP_034106393.1|DALB
OG0006277	LOC108018326|XP_036672701.1|DSUZ, LOC108017037|XP_036674951.1|DSUZ	LOC117569166|XP_034106122.1|DALB
OG0006278	LOC108016698|XP_016938912.1|DSUZ	LOC117570672|XP_034108364.1|DALB
OG0006279	LOC108006312|XP_016925299.1|DSUZ	LOC117577684|XP_034118470.1|DALB
OG0006280	LOC108005084|XP_016923740.1|DSUZ	LOC117578186|XP_034119390.1|DALB
OG0006281	LOC108005083|XP_016923739.1|DSUZ	LOC117578187|XP_034119395.1|DALB
OG0006282	LOC108019132|XP_016942363.2|DSUZ	LOC117566976|XP_034102532.1|DALB
OG0006283	LOC108007840|XP_016927093.2|DSUZ	LOC117575175|XP_034115177.1|DALB
OG0006284	LOC108007505|XP_016926677.1|DSUZ	LOC117567811|XP_034103937.1|DALB
OG0006285	LOC108011623|XP_016932297.1|DSUZ	LOC117576110|XP_034116559.1|DALB
OG0006286	LOC108020285|XP_036677907.1|DSUZ, LOC108017519|XP_036673571.1|DSUZ	LOC117575841|XP_034116141.1|DALB
OG0006287	LOC108006261|XP_016925197.2|DSUZ	LOC117570249|XP_034107653.1|DALB
OG0006288	LOC108012150|XP_016932931.2|DSUZ	LOC117576107|XP_034116556.1|DALB
OG0006289	LOC108014694|XP_016936358.1|DSUZ	LOC117574716|XP_034114529.1|DALB
OG0006290	LOC108015316|XP_016937186.1|DSUZ	LOC117577952|XP_034118880.1|DALB
OG0006291	LOC108011932|XP_016932669.1|DSUZ	LOC117563325|XP_034097479.1|DALB
OG0006292	LOC108005452|XP_036677261.1|DSUZ	LOC117570189|XP_034107569.1|DALB
OG0006293	LOC108012541|XP_016933444.2|DSUZ	LOC117572753|XP_034111728.1|DALB
OG0006294	LOC108006523|XP_036676317.1|DSUZ	LOC117563954|XP_034098422.1|DALB
OG0006295	LOC108016893|XP_016939288.1|DSUZ	LOC117568564|XP_034105222.1|DALB
OG0006296	LOC108015192|XP_016937001.2|DSUZ	LOC117567209|XP_034102932.1|DALB
OG0006297	LOC108016870|XP_016939238.1|DSUZ	LOC117576310|XP_034116859.1|DALB
OG0006298	LOC108006530|XP_016925543.1|DSUZ	LOC117563992|XP_034098475.1|DALB
OG0006299	LOC108019092|XP_036675771.1|DSUZ	LOC117574245|XP_034113868.1|DALB
OG0006300	LOC108018933|XP_016942015.1|DSUZ	LOC117578148|XP_034119256.1|DALB
OG0006301	LOC108019189|XP_016942451.1|DSUZ	LOC117577971|XP_034118943.1|DALB
OG0006302	LOC108004681|XP_016923157.1|DSUZ	LOC117567325|XP_034103127.1|DALB
OG0006303	LOC108009647|XP_016929641.1|DSUZ	LOC117567761|XP_034103843.1|DALB
OG0006304	LOC108007625|XP_036673617.1|DSUZ	LOC117573386|XP_034112474.1|DALB
OG0006305	LOC108007628|XP_036673493.1|DSUZ	LOC117573393|XP_034112484.1|DALB
OG0006306	LOC108006632|XP_016925657.2|DSUZ	LOC117573072|XP_034111840.1|DALB
OG0006307	LOC108010817|XP_036675623.1|DSUZ	LOC117576377|XP_034116966.1|DALB
OG0006308	LOC108005127|XP_016923790.2|DSUZ	LOC117567289|XP_034103055.1|DALB
OG0006309	LOC108005341|XP_036676955.1|DSUZ	LOC117565347|XP_034100297.1|DALB
OG0006310	LOC108014381|XP_016935972.2|DSUZ	LOC117576500|XP_034117170.1|DALB
OG0006311	LOC108019061|XP_036675704.1|DSUZ	LOC117565709|XP_034100848.1|DALB
OG0006312	LOC108018940|XP_036675706.1|DSUZ	LOC117577571|XP_034118298.1|DALB
OG0006313	LOC108004692|XP_016923191.1|DSUZ	LOC117577768|XP_034118570.1|DALB
OG0006314	LOC108019226|XP_016942511.1|DSUZ	LOC117578145|XP_034119302.1|DALB
OG0006315	LOC108010865|XP_016931331.2|DSUZ	LOC117574607|XP_034114384.1|DALB
OG0006316	LOC108005086|XP_016923746.1|DSUZ	LOC117572526|XP_034111276.1|DALB
OG0006317	LOC108021823|XP_016946115.1|DSUZ	LOC117577593|XP_034118331.1|DALB
OG0006318	LOC108015287|XP_036676128.1|DSUZ	LOC117563756|XP_034098140.1|DALB
OG0006319	LOC108009947|XP_016930182.1|DSUZ	LOC117569210|XP_034106173.1|DALB
OG0006320	LOC108015276|XP_016937132.1|DSUZ	LOC117577852|XP_034118686.1|DALB
OG0006321	LOC108016761|XP_016939004.1|DSUZ	LOC117577620|XP_034118365.1|DALB
OG0006322	LOC108015295|XP_016937160.1|DSUZ	LOC117578244|XP_034119554.1|DALB
OG0006323	LOC108018978|XP_016942070.1|DSUZ	LOC117577809|XP_034118631.1|DALB
OG0006324	LOC108016857|XP_016939211.1|DSUZ	LOC117576362|XP_034116985.1|DALB
OG0006326	LOC108019359|XP_016942671.1|DSUZ	LOC117572805|XP_034111797.1|DALB
OG0006328	LOC108005960|XP_036672988.1|DSUZ	LOC117573513|XP_034112632.1|DALB
OG0006329	LOC108005313|XP_016924011.1|DSUZ	LOC117570989|XP_034109219.1|DALB
OG0006330	LOC118877684|XP_036673299.1|DSUZ	LOC117576523|XP_034117233.1|DALB
OG0006331	LOC108005399|XP_016924150.1|DSUZ	LOC117567549|XP_034103502.1|DALB
OG0006332	LOC108005479|XP_016924269.1|DSUZ	LOC117567119|XP_034102819.1|DALB
OG0006333	LOC108004687|XP_016923179.1|DSUZ	LOC117563891|XP_034098346.1|DALB
OG0006334	LOC108016775|XP_016939029.1|DSUZ	LOC117568630|XP_034105350.1|DALB
OG0006335	LOC108011018|XP_016931532.2|DSUZ	LOC117573295|XP_034112291.1|DALB
OG0006336	LOC108004666|XP_016923131.1|DSUZ	LOC117577646|XP_034118418.1|DALB
OG0006337	LOC108004604|XP_016923032.1|DSUZ	LOC117566399|XP_034101803.1|DALB
OG0006338	LOC108011665|XP_016932353.1|DSUZ	LOC117575224|XP_034115242.1|DALB
OG0006339	LOC108019201|XP_016942480.1|DSUZ	LOC117575879|XP_034116212.1|DALB
OG0006340	LOC108019156|XP_016942396.1|DSUZ	LOC117578122|XP_034119200.1|DALB
OG0006341	LOC108015279|XP_036676354.1|DSUZ	LOC117577905|XP_034118793.1|DALB
OG0006342	LOC108014957|XP_036676409.1|DSUZ	LOC117577901|XP_034118782.1|DALB
OG0006343	LOC108014958|XP_036676663.1|DSUZ	LOC117577900|XP_034118781.1|DALB
OG0006344	LOC108005310|XP_016924009.1|DSUZ	LOC117572138|XP_034110672.1|DALB
OG0006345	LOC108016071|XP_036673171.1|DSUZ	LOC117573383|XP_034112461.1|DALB
OG0006346	LOC108014787|XP_016936468.2|DSUZ	LOC117576126|XP_034116576.1|DALB
OG0006347	LOC108020607|XP_036673276.1|DSUZ	LOC117576575|XP_034117336.1|DALB
OG0006348	LOC108019209|XP_016942494.1|DSUZ	LOC117567462|XP_034103370.1|DALB
OG0006349	LOC108016895|XP_036676523.1|DSUZ	LOC117577898|XP_034118772.1|DALB, LOC117577897|XP_034118771.1|DALB
OG0006350	LOC108007562|XP_016926744.1|DSUZ	LOC117575134|XP_034115129.1|DALB
OG0006351	LOC108013728|XP_036676316.1|DSUZ	LOC117577685|XP_034118477.1|DALB
OG0006352	LOC108008333|XP_016927648.1|DSUZ	LOC117570729|XP_034108442.1|DALB
OG0006353	LOC108016484|XP_016938637.2|DSUZ	LOC117574855|XP_034114758.1|DALB
OG0006355	LOC108014961|XP_016936670.2|DSUZ	LOC117572237|XP_034110813.1|DALB
OG0006356	LOC108016754|XP_016938990.1|DSUZ	LOC117566316|XP_034101702.1|DALB
OG0006357	LOC108016839|XP_016939155.1|DSUZ	LOC117568507|XP_034105097.1|DALB
OG0006358	LOC108012907|XP_016933913.1|DSUZ	LOC117572502|XP_034111244.1|DALB
OG0006359	LOC108006417|XP_036673224.1|DSUZ	LOC117575684|XP_034115881.1|DALB
OG0006360	LOC108004574|XP_016922999.1|DSUZ	LOC117563757|XP_034098155.1|DALB
OG0006361	LOC108015983|XP_036675137.1|DSUZ	LOC117575995|XP_034116385.1|DALB
OG0006362	LOC108016921|XP_016939336.1|DSUZ	LOC117578035|XP_034119043.1|DALB
OG0006363	LOC108014942|XP_036676115.1|DSUZ	LOC117563784|XP_034098197.1|DALB
OG0006364	LOC108009558|XP_016929512.1|DSUZ	LOC117563403|XP_034097627.1|DALB
OG0006365	LOC108014951|XP_036676692.1|DSUZ	LOC117578027|XP_034119017.1|DALB
OG0006366	LOC108014952|XP_036676762.1|DSUZ	LOC117577093|XP_034118089.1|DALB
OG0006367	LOC108014965|XP_036676674.1|DSUZ	LOC117577813|XP_034118635.1|DALB
OG0006368	LOC118876789|XP_036675428.1|DSUZ	LOC117575043|XP_034115015.1|DALB
OG0006369	LOC108017244|XP_036675670.1|DSUZ	LOC117576655|XP_034117499.1|DALB
OG0006371	LOC108012164|XP_016932947.2|DSUZ	LOC117576147|XP_034116605.1|DALB
OG0006373	LOC108015426|XP_036676533.1|DSUZ	LOC117576686|XP_034117576.1|DALB
OG0006374	LOC108019070|XP_016942200.1|DSUZ	LOC117577801|XP_034118620.1|DALB
OG0006375	LOC108005356|XP_016924091.1|DSUZ	LOC117564240|XP_034098827.1|DALB
OG0006376	LOC108015242|XP_016937077.1|DSUZ	LOC117578181|XP_034119385.1|DALB
OG0006377	LOC108004846|XP_016923417.1|DSUZ	LOC117576004|XP_034116402.1|DALB
OG0006378	LOC108015520|XP_016937475.1|DSUZ	LOC117575133|XP_034115126.1|DALB
OG0006379	LOC108005290|XP_016923977.1|DSUZ	LOC117575397|XP_034115468.1|DALB
OG0006380	LOC108016990|XP_016939427.1|DSUZ	LOC117571413|XP_034109445.1|DALB
OG0006381	LOC108006559|XP_016925578.2|DSUZ	LOC117577615|XP_034118357.1|DALB
OG0006382	LOC108005159|XP_016923823.1|DSUZ	LOC117565312|XP_034100280.1|DALB
OG0006383	LOC108005353|XP_016924086.1|DSUZ	LOC117569896|XP_034107132.1|DALB
OG0006384	LOC108005170|XP_016923834.1|DSUZ	LOC117577634|XP_034118393.1|DALB
OG0006386	LOC108017367|XP_016939880.1|DSUZ	LOC117565042|XP_034099880.1|DALB
OG0006387	LOC108017269|XP_016939773.2|DSUZ	LOC117576041|XP_034116457.1|DALB
OG0006388	LOC108016773|XP_016939027.1|DSUZ	LOC117574081|XP_034113609.1|DALB
OG0006389	LOC108016774|XP_016939028.1|DSUZ	LOC117574132|XP_034113686.1|DALB
OG0006390	LOC108018595|XP_016941644.2|DSUZ	LOC117575220|XP_034115237.1|DALB
OG0006391	LOC108018770|XP_016941839.1|DSUZ, LOC118877806|XP_036673840.1|DSUZ	LOC117576485|XP_034117150.1|DALB
OG0006392	LOC108015305|XP_016937172.1|DSUZ	LOC117568617|XP_034105284.1|DALB
OG0006393	LOC108006999|XP_036676983.1|DSUZ	LOC117565795|XP_034100969.1|DALB
OG0006394	LOC108017339|XP_016939860.1|DSUZ	LOC117574185|XP_034113768.1|DALB
OG0006395	LOC108006984|XP_036672956.1|DSUZ	LOC117576448|XP_034117104.1|DALB
OG0006396	LOC108013684|XP_016935092.1|DSUZ	LOC117577862|XP_034118701.1|DALB
OG0006397	LOC108019042|XP_016942155.1|DSUZ	LOC117576346|XP_034116918.1|DALB
OG0006398	LOC108015376|XP_016937283.1|DSUZ	LOC117577655|XP_034118433.1|DALB
OG0006399	LOC108005445|XP_016924224.1|DSUZ	LOC117573287|XP_034112284.1|DALB
OG0006400	LOC108005444|XP_016924223.1|DSUZ	LOC117573280|XP_034112262.1|DALB
OG0006401	LOC108020700|XP_036671680.1|DSUZ	LOC117571052|XP_034108911.1|DALB
OG0006402	LOC108014404|XP_036672770.1|DSUZ	LOC117574078|XP_034113603.1|DALB
OG0006403	LOC108006136|XP_036672900.1|DSUZ	LOC117576925|XP_034117959.1|DALB
OG0006404	LOC108014722|XP_016936380.2|DSUZ	LOC117575716|XP_034115944.1|DALB
OG0006405	LOC108005535|XP_036670979.1|DSUZ	LOC117569968|XP_034107236.1|DALB
OG0006406	LOC108011724|XP_016932435.2|DSUZ	LOC117573812|XP_034113120.1|DALB
OG0006407	LOC108015313|XP_016937182.1|DSUZ	LOC117571297|XP_034109300.1|DALB
OG0006408	LOC108018981|XP_016942076.1|DSUZ	LOC117573210|XP_034112106.1|DALB
OG0006409	LOC108005175|XP_016923840.1|DSUZ	LOC117577765|XP_034118571.1|DALB
OG0006410	LOC108011151|XP_016931726.1|DSUZ	LOC117577573|XP_034118301.1|DALB
OG0006411	LOC108005185|XP_016923858.1|DSUZ	LOC117569320|XP_034106339.1|DALB, LOC117564223|XP_034098804.1|DALB
OG0006412	LOC108006364|XP_036675446.1|DSUZ	LOC117575007|XP_034114975.1|DALB
OG0006413	LOC108006373|XP_016925383.2|DSUZ	LOC117575386|XP_034115451.1|DALB
OG0006414	LOC108007049|XP_016926145.2|DSUZ	LOC117574559|XP_034114322.1|DALB
OG0006415	LOC108014956|XP_016936666.2|DSUZ	LOC117563940|XP_034098443.1|DALB
OG0006416	LOC108004695|XP_016923195.1|DSUZ	LOC117571534|XP_034109618.1|DALB
OG0006418	LOC108005385|XP_036677224.1|DSUZ	LOC117578312|XP_034119652.1|DALB
OG0006419	LOC108010837|XP_016931294.1|DSUZ	LOC117574224|XP_034113821.1|DALB
OG0006420	LOC108011901|XP_016932640.2|DSUZ	LOC117573643|XP_034112849.1|DALB
OG0006421	LOC108009705|XP_016929753.1|DSUZ	LOC117564495|XP_034099200.1|DALB
OG0006422	LOC108020358|XP_016944055.1|DSUZ	LOC117563412|XP_034097636.1|DALB
OG0006423	LOC108020511|XP_016944334.1|DSUZ	LOC117576230|XP_034116738.1|DALB
OG0006424	LOC108020513|XP_016944336.1|DSUZ	LOC117576231|XP_034116739.1|DALB
OG0006425	LOC108020520|XP_036672911.1|DSUZ	LOC117576229|XP_034116734.1|DALB
OG0006426	LOC108020518|XP_016944346.1|DSUZ	LOC117576228|XP_034116733.1|DALB
OG0006427	LOC108006659|XP_036673354.1|DSUZ	LOC117576965|XP_034118033.1|DALB
OG0006428	LOC108017422|XP_036674063.1|DSUZ, LOC118877787|XP_036673753.1|DSUZ	LOC117573895|XP_034113291.1|DALB, LOC117573894|XP_034113284.1|DALB
OG0006429	LOC108007459|XP_036673433.1|DSUZ	LOC117576630|XP_034117446.1|DALB
OG0006430	LOC108013467|XP_016934832.1|DSUZ	LOC117571150|XP_034109046.1|DALB
OG0006431	LOC108015501|XP_036675296.1|DSUZ	LOC117575818|XP_034116106.1|DALB
OG0006432	LOC108014149|XP_036672557.1|DSUZ	LOC117576723|XP_034117633.1|DALB
OG0006433	LOC108011892|XP_036674331.1|DSUZ	LOC117575789|XP_034116055.1|DALB
OG0006434	LOC108021644|XP_016945942.1|DSUZ	LOC117565259|XP_034100170.1|DALB
OG0006435	LOC108011700|XP_036675346.1|DSUZ	LOC117574004|XP_034113465.1|DALB
OG0006436	LOC108005465|XP_016924249.1|DSUZ	LOC117571044|XP_034108902.1|DALB
OG0006437	LOC108004684|XP_016923163.1|DSUZ	LOC117575077|XP_034115171.1|DALB
OG0006438	LOC108020997|XP_016944957.1|DSUZ	LOC117565763|XP_034100921.1|DALB
OG0006439	LOC108015672|XP_036673729.1|DSUZ, LOC118879355|XP_036678099.1|DSUZ	LOC117574859|XP_034114765.1|DALB
OG0006440	LOC108015656|XP_036673734.1|DSUZ, LOC108015655|XP_036678102.1|DSUZ	LOC117574860|XP_034114766.1|DALB
OG0006441	LOC108014344|XP_036675187.1|DSUZ	LOC117573630|XP_034112823.1|DALB
OG0006442	LOC108011509|XP_016932152.2|DSUZ	LOC117575665|XP_034115842.1|DALB
OG0006443	LOC108015984|XP_016938060.1|DSUZ	LOC117575091|XP_034115083.1|DALB
OG0006444	LOC108019454|XP_036675390.1|DSUZ	LOC117575296|XP_034115337.1|DALB
OG0006445	LOC108015533|XP_036671591.1|DSUZ	LOC117575362|XP_034115421.1|DALB
OG0006446	LOC108005008|XP_036673406.1|DSUZ	LOC117575058|XP_034115030.1|DALB
OG0006447	LOC108005014|XP_036673362.1|DSUZ	LOC117575577|XP_034115732.1|DALB
OG0006448	LOC108004861|XP_016923433.2|DSUZ	LOC117574188|XP_034113772.1|DALB
OG0006449	LOC108020640|XP_036673272.1|DSUZ	LOC117575957|XP_034116327.1|DALB
OG0006450	LOC108005891|XP_016924774.1|DSUZ	LOC117563993|XP_034098473.1|DALB
OG0006451	LOC108014969|XP_036676665.1|DSUZ	LOC117577938|XP_034118834.1|DALB
OG0006452	LOC108006628|XP_036673277.1|DSUZ	LOC117564377|XP_034098988.1|DALB
OG0006453	LOC108004807|XP_016923363.2|DSUZ	LOC117570340|XP_034107786.1|DALB
OG0006454	LOC108015367|XP_036676092.1|DSUZ	LOC117578257|XP_034119568.1|DALB
OG0006455	LOC108011619|XP_016932280.1|DSUZ	LOC117576436|XP_034117078.1|DALB
OG0006456	LOC108011659|XP_016932344.1|DSUZ	LOC117574532|XP_034114285.1|DALB
OG0006457	LOC108018312|XP_036674403.1|DSUZ	LOC117573767|XP_034113053.1|DALB
OG0006458	LOC108018095|XP_016940992.1|DSUZ	LOC117565247|XP_034100149.1|DALB
OG0006460	LOC108015749|XP_036673331.1|DSUZ	LOC117574166|XP_034113746.1|DALB
OG0006461	LOC108004816|XP_016923375.2|DSUZ	LOC117574954|XP_034114902.1|DALB
OG0006462	LOC108007411|XP_036674699.1|DSUZ	LOC117575633|XP_034115804.1|DALB
OG0006463	LOC108011694|XP_036673207.1|DSUZ	LOC117576349|XP_034116925.1|DALB
OG0006464	LOC108013379|XP_016934687.1|DSUZ	LOC117570491|XP_034108073.1|DALB
OG0006465	LOC108016645|XP_016938840.1|DSUZ	LOC117578055|XP_034119077.1|DALB
OG0006466	LOC108015130|XP_016936881.1|DSUZ	LOC117577623|XP_034118380.1|DALB
OG0006467	LOC108014883|XP_036672595.1|DSUZ	LOC117575331|XP_034115379.1|DALB
OG0006468	LOC108020635|XP_016944476.1|DSUZ	LOC117576977|XP_034118047.1|DALB
OG0006469	LOC108013737|XP_016935177.1|DSUZ	LOC117573966|XP_034113400.1|DALB
OG0006470	LOC108007506|XP_016926678.2|DSUZ	LOC117566803|XP_034102241.1|DALB
OG0006471	LOC108015786|XP_016937831.2|DSUZ	LOC117576514|XP_034117214.1|DALB
OG0006472	LOC108015768|XP_016937797.2|DSUZ	LOC117576513|XP_034117213.1|DALB
OG0006473	LOC108013215|XP_016934428.1|DSUZ	LOC117569212|XP_034106176.1|DALB
OG0006474	LOC108008487|XP_016927836.1|DSUZ	LOC117572727|XP_034111689.1|DALB
OG0006475	LOC108016026|XP_016938109.1|DSUZ	LOC117573370|XP_034112389.1|DALB
OG0006476	LOC108016883|XP_016939264.1|DSUZ	LOC117574090|XP_034113621.1|DALB
OG0006477	LOC108019038|XP_016942143.1|DSUZ	LOC117574649|XP_034114447.1|DALB
OG0006478	LOC108015788|XP_036673319.1|DSUZ	LOC117574010|XP_034113483.1|DALB
OG0006479	LOC108015754|XP_036673432.1|DSUZ	LOC117574008|XP_034113475.1|DALB
OG0006480	LOC108009824|XP_016929998.1|DSUZ	LOC117572372|XP_034111030.1|DALB
OG0006481	LOC108021763|XP_016946068.1|DSUZ	LOC117565939|XP_034101216.1|DALB
OG0006482	LOC118877880|XP_036674141.1|DSUZ	LOC117573823|XP_034113141.1|DALB
OG0006483	LOC108016432|XP_016938572.2|DSUZ	LOC117574133|XP_034113688.1|DALB
OG0006484	LOC108015920|XP_036673951.1|DSUZ	LOC117575832|XP_034116128.1|DALB
OG0006485	LOC108006090|XP_016925025.2|DSUZ	LOC117576814|XP_034117775.1|DALB
OG0006486	LOC108010931|XP_036674591.1|DSUZ	LOC117576085|XP_034116524.1|DALB
OG0006487	LOC108013943|XP_016935443.2|DSUZ	LOC117576773|XP_034117715.1|DALB
OG0006488	LOC108012535|XP_016933440.1|DSUZ	LOC117570026|XP_034107337.1|DALB
OG0006489	LOC108007634|XP_016926840.2|DSUZ	LOC117576629|XP_034117445.1|DALB
OG0006490	LOC108018394|XP_036672625.1|DSUZ	LOC117574097|XP_034113629.1|DALB
OG0006491	LOC108013930|XP_016935431.1|DSUZ	LOC117563430|XP_034097654.1|DALB
OG0006492	LOC108014365|XP_036675038.1|DSUZ	LOC117575120|XP_034115110.1|DALB
OG0006493	LOC108004743|XP_016923263.1|DSUZ	LOC117565134|XP_034099999.1|DALB
OG0006494	LOC108005413|XP_036676929.1|DSUZ	LOC117578068|XP_034119099.1|DALB
OG0006495	LOC108019195|XP_016942460.1|DSUZ	LOC117570648|XP_034108349.1|DALB
OG0006496	LOC108015746|XP_036673409.1|DSUZ	LOC117576511|XP_034117211.1|DALB
OG0006497	LOC108014136|XP_036673917.1|DSUZ	LOC117574753|XP_034114585.1|DALB
OG0006498	LOC108014120|XP_036673915.1|DSUZ	LOC117575259|XP_034115285.1|DALB
OG0006499	LOC108010771|XP_036675301.1|DSUZ	LOC117573699|XP_034112952.1|DALB
OG0006500	LOC108021399|XP_016945588.1|DSUZ	LOC117564534|XP_034099246.1|DALB
OG0006501	LOC108016474|XP_016938619.1|DSUZ	LOC117576696|XP_034117583.1|DALB
OG0006502	LOC108016482|XP_036675501.1|DSUZ	LOC117576035|XP_034116449.1|DALB
OG0006503	LOC108016479|XP_016938628.1|DSUZ	LOC117574949|XP_034114893.1|DALB
OG0006504	LOC108016462|XP_016938604.1|DSUZ	LOC117575524|XP_034115661.1|DALB
OG0006505	LOC108015447|XP_036675434.1|DSUZ	LOC117575256|XP_034115283.1|DALB
OG0006506	LOC108013256|XP_016934495.1|DSUZ	LOC117567672|XP_034103683.1|DALB
OG0006507	LOC108012052|XP_016932820.2|DSUZ	LOC117575385|XP_034115450.1|DALB
OG0006508	LOC108012041|XP_036675601.1|DSUZ	LOC117575383|XP_034115448.1|DALB
OG0006509	LOC108018973|XP_016942064.1|DSUZ	LOC117577872|XP_034118721.1|DALB
OG0006510	LOC108020566|XP_016944409.2|DSUZ	LOC117573462|XP_034112576.1|DALB
OG0006511	LOC108011590|XP_036673908.1|DSUZ	LOC117574040|XP_034113531.1|DALB
OG0006513	LOC108014125|XP_036673932.1|DSUZ	LOC117573952|XP_034113373.1|DALB
OG0006514	LOC108006612|XP_016925621.1|DSUZ	LOC117574511|XP_034114261.1|DALB
OG0006515	LOC108014147|XP_016935667.1|DSUZ	LOC117576429|XP_034117066.1|DALB
OG0006516	LOC108011498|XP_036674014.1|DSUZ	LOC117576217|XP_034116714.1|DALB
OG0006517	LOC108011475|XP_016932112.2|DSUZ	LOC117574301|XP_034113998.1|DALB
OG0006518	LOC108011506|XP_036673968.1|DSUZ	LOC117574290|XP_034113941.1|DALB
OG0006519	LOC118877847|XP_036674002.1|DSUZ	LOC117574305|XP_034114004.1|DALB
OG0006520	LOC108015515|XP_036675259.1|DSUZ	LOC117573587|XP_034112770.1|DALB
OG0006521	LOC108016413|XP_036674388.1|DSUZ	LOC117575923|XP_034116272.1|DALB
OG0006522	LOC108015523|XP_036675258.1|DSUZ	LOC117576589|XP_034117367.1|DALB
OG0006523	LOC108006422|XP_016925435.1|DSUZ	LOC117575478|XP_034115602.1|DALB
OG0006524	LOC108020955|XP_016944886.1|DSUZ	LOC117563302|XP_034097435.1|DALB
OG0006525	LOC108015273|XP_016937125.1|DSUZ	LOC117578314|XP_034119659.1|DALB
OG0006526	LOC108015998|XP_036675050.1|DSUZ	LOC117573449|XP_034112561.1|DALB
OG0006527	LOC108016041|XP_016938125.1|DSUZ	LOC117575776|XP_034116034.1|DALB
OG0006528	LOC108007550|XP_016926731.2|DSUZ	LOC117575263|XP_034115290.1|DALB
OG0006529	LOC108016038|XP_016938121.1|DSUZ	LOC117573447|XP_034112559.1|DALB
OG0006530	LOC108015995|XP_036674825.1|DSUZ	LOC117573446|XP_034112558.1|DALB
OG0006531	LOC108016045|XP_016938129.2|DSUZ	LOC117576249|XP_034116765.1|DALB
OG0006532	LOC108018511|XP_036675121.1|DSUZ	LOC117576351|XP_034116926.1|DALB
OG0006533	LOC108008372|XP_016927702.1|DSUZ	LOC117571209|XP_034109146.1|DALB
OG0006534	LOC108006408|XP_016925420.2|DSUZ	LOC117576269|XP_034116805.1|DALB
OG0006535	LOC108018414|XP_036673284.1|DSUZ	LOC117574179|XP_034113763.1|DALB
OG0006536	LOC108014349|XP_036674878.1|DSUZ	LOC117574750|XP_034114582.1|DALB
OG0006538	LOC108015559|XP_036673317.1|DSUZ	LOC117574260|XP_034113881.1|DALB
OG0006539	LOC108015690|XP_016937707.1|DSUZ	LOC117576347|XP_034116922.1|DALB
OG0006540	LOC108016193|XP_016938307.2|DSUZ	LOC117573708|XP_034112968.1|DALB
OG0006541	LOC108014788|XP_016936469.1|DSUZ	LOC117573653|XP_034112867.1|DALB
OG0006542	LOC108007220|XP_016926343.2|DSUZ	LOC117573654|XP_034112868.1|DALB
OG0006544	LOC108018374|XP_016941407.2|DSUZ	LOC117575318|XP_034115365.1|DALB
OG0006545	LOC108016689|XP_016938901.1|DSUZ	LOC117567814|XP_034103984.1|DALB
OG0006546	LOC108005605|XP_016924397.2|DSUZ	LOC117576973|XP_034118041.1|DALB
OG0006547	LOC108011472|XP_036674015.1|DSUZ	LOC117574287|XP_034113931.1|DALB
OG0006548	LOC108014915|XP_016936624.1|DSUZ, LOC108014914|XP_016936623.1|DSUZ	LOC117574772|XP_034114611.1|DALB
OG0006549	LOC108004944|XP_016923532.2|DSUZ	LOC117574917|XP_034114858.1|DALB
OG0006551	LOC108004847|XP_016923418.1|DSUZ	LOC117571259|XP_034109215.1|DALB
OG0006552	LOC108004851|XP_016923422.1|DSUZ	LOC117564517|XP_034099231.1|DALB
OG0006554	LOC108013846|XP_036672798.1|DSUZ	LOC117576579|XP_034117344.1|DALB
OG0006555	LOC108011638|XP_016932315.2|DSUZ	LOC117576661|XP_034117508.1|DALB
OG0006556	LOC118877960|XP_036674632.1|DSUZ, LOC118877599|XP_036672803.1|DSUZ	LOC117575916|XP_034116261.1|DALB
OG0006557	LOC108006001|XP_036674646.1|DSUZ	LOC117574261|XP_034113887.1|DALB
OG0006558	LOC108008011|XP_036673954.1|DSUZ	LOC117574269|XP_034113901.1|DALB
OG0006559	LOC108016201|XP_036674237.1|DSUZ	LOC117575636|XP_034115807.1|DALB
OG0006560	LOC108015518|XP_016937470.1|DSUZ	LOC117573584|XP_034112763.1|DALB
OG0006561	LOC108015488|XP_016937409.1|DSUZ	LOC117573583|XP_034112761.1|DALB
OG0006562	LOC108016135|XP_036675548.1|DSUZ	LOC117575712|XP_034115935.1|DALB
OG0006563	LOC108018381|XP_036672590.1|DSUZ	LOC117573743|XP_034113012.1|DALB
OG0006564	LOC108018407|XP_016941454.2|DSUZ	LOC117576247|XP_034116760.1|DALB
OG0006565	LOC108004936|XP_036673855.1|DSUZ	LOC117574486|XP_034114215.1|DALB
OG0006567	LOC108012023|XP_016932791.2|DSUZ	LOC117575956|XP_034116326.1|DALB
OG0006568	LOC108015829|XP_036674737.1|DSUZ	LOC117573746|XP_034113017.1|DALB
OG0006569	LOC108011428|XP_016932046.1|DSUZ	LOC117570094|XP_034107437.1|DALB
OG0006570	LOC108006935|XP_036674907.1|DSUZ	LOC117574323|XP_034114025.1|DALB
