Orthogroup	DSUZ.longest_only	DVIR.longest_only
OG0004445	LOC108008406|XP_016927741.1|DSUZ	LOC6635317|XP_032293164.1|DVIR
OG0004446	LOC108012160|XP_016932943.2|DSUZ	LOC6632880|XP_002055932.2|DVIR
OG0004447	LOC108020626|XP_016944466.2|DSUZ	LOC6632226|XP_002055874.1|DVIR
OG0004448	LOC108009489|XP_016929370.1|DSUZ	LOC6627222|XP_002049851.1|DVIR
OG0004449	LOC108017673|XP_036671331.1|DSUZ	LOC6622396|XP_002048415.2|DVIR
OG0004450	LOC108009211|XP_016928860.1|DSUZ	LOC6625674|XP_002049373.2|DVIR
OG0004451	LOC108010142|XP_016930465.1|DSUZ	LOC6625275|XP_002049366.1|DVIR
OG0004452	LOC108008461|XP_016927804.1|DSUZ	LOC6626044|XP_002049142.1|DVIR
OG0004453	LOC108006186|XP_016925112.1|DSUZ	LOC6625787|XP_032292919.1|DVIR
OG0004454	LOC108019250|XP_036673836.1|DSUZ	LOC6629971|XP_002053080.1|DVIR
OG0004455	LOC108007530|XP_036671364.1|DSUZ	LOC6622368|XP_032290028.1|DVIR
OG0004456	LOC108016909|XP_016939315.1|DSUZ	LOC6634399|XP_002058152.1|DVIR
OG0004457	LOC108014489|XP_036670625.1|DSUZ	LOC6622278|XP_032289873.1|DVIR
OG0004458	LOC108010714|XP_016931117.2|DSUZ	LOC6623770|XP_002048621.2|DVIR
OG0004459	LOC108020840|XP_036672156.1|DSUZ	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR
OG0004460	LOC108013131|XP_016934299.1|DSUZ	LOC6622501|XP_002046707.1|DVIR
OG0004461	LOC108019507|XP_016942825.2|DSUZ	LOC6623386|XP_002048230.1|DVIR
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	LOC6623076|XP_002047572.1|DVIR
OG0004463	LOC108007697|XP_016926923.2|DSUZ	LOC6622852|XP_015031356.1|DVIR
OG0004464	LOC108013195|XP_016934392.1|DSUZ	LOC6622571|XP_032290716.1|DVIR
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	LOC6629174|XP_002052369.1|DVIR
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	LOC6624574|XP_032291092.1|DVIR
OG0004467	LOC108006228|XP_036670763.1|DSUZ	LOC6622980|XP_002048041.1|DVIR
OG0004468	LOC108006225|XP_016925153.2|DSUZ	LOC6622955|XP_002048042.1|DVIR
OG0004469	LOC108011381|XP_016931987.2|DSUZ	LOC6623643|XP_032290512.1|DVIR
OG0004470	LOC108021465|XP_016945686.1|DSUZ	LOC6627901|XP_002051815.1|DVIR
OG0004471	LOC108006445|XP_036672974.1|DSUZ	LOC6630882|XP_032290487.1|DVIR
OG0004472	LOC108008329|XP_016927643.1|DSUZ	LOC6625924|XP_002049294.1|DVIR
OG0004473	LOC108008152|XP_016927430.1|DSUZ	LOC6624828|XP_002049567.2|DVIR
OG0004474	LOC108008526|XP_016927884.1|DSUZ	LOC6624827|XP_002049566.1|DVIR
OG0004475	LOC108011573|XP_016932230.1|DSUZ	LOC6625052|XP_002049173.1|DVIR
OG0004476	LOC108010240|XP_016930585.1|DSUZ	LOC6627943|XP_002051416.2|DVIR
OG0004477	LOC108019604|XP_016942971.1|DSUZ	LOC6626873|XP_002049617.1|DVIR
OG0004478	LOC108008821|XP_016928215.1|DSUZ	LOC6626627|XP_002049411.1|DVIR
OG0004479	LOC108017791|XP_016940424.1|DSUZ	LOC6625304|XP_002049968.2|DVIR
OG0004480	LOC108015349|XP_016937248.1|DSUZ	LOC6631739|XP_002055459.1|DVIR
OG0004481	LOC108008599|XP_016927967.1|DSUZ	LOC6625975|XP_002050506.1|DVIR
OG0004482	LOC108018265|XP_036675586.1|DSUZ	LOC6629477|XP_032295955.1|DVIR
OG0004483	LOC108010290|XP_016930649.1|DSUZ	LOC6625227|XP_002049964.1|DVIR
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	LOC6630000|XP_002054713.1|DVIR
OG0004485	LOC108016582|XP_016938755.1|DSUZ	LOC6635474|XP_032296264.1|DVIR
OG0004486	LOC108009192|XP_016928833.1|DSUZ	LOC6625047|XP_002049168.1|DVIR
OG0004487	LOC108006820|XP_036671801.1|DSUZ	LOC6624014|XP_002047404.1|DVIR
OG0004488	LOC108017679|XP_016940277.1|DSUZ, LOC108017680|XP_016940278.1|DSUZ	LOC6635947|XP_002059390.1|DVIR
OG0004489	LOC118877097|XP_036669944.1|DSUZ, LOC108012826|XP_016933765.1|DSUZ	LOC6624461|XP_002046635.1|DVIR
OG0004490	LOC108019608|XP_016942976.1|DSUZ	LOC6636416|XP_002059872.1|DVIR
OG0004492	LOC108011064|XP_016931616.1|DSUZ	LOC6631702|XP_015026444.2|DVIR, LOC6624517|XP_002048126.1|DVIR
OG0004493	LOC108014512|XP_016936138.2|DSUZ	LOC6622637|XP_002048452.1|DVIR
OG0004494	LOC108007055|XP_036673012.1|DSUZ	LOC6633163|XP_002056612.2|DVIR, LOC6632984|XP_002056487.2|DVIR
OG0004495	LOC108014386|XP_036673193.1|DSUZ	LOC6630853|XP_032292060.1|DVIR, LOC6630851|XP_002053933.2|DVIR, LOC116650851|XP_032291603.1|DVIR
OG0004496	LOC108008671|XP_016928054.2|DSUZ	LOC6624377|XP_002046911.2|DVIR
OG0004497	LOC108008121|XP_016927399.1|DSUZ, LOC108008786|XP_016928173.1|DSUZ	LOC6626426|XP_002050266.1|DVIR
OG0004498	LOC118877809|XP_036673847.1|DSUZ, LOC108020238|XP_016943848.1|DSUZ, LOC108020247|XP_016943862.2|DSUZ	LOC116651240|XP_032293100.1|DVIR
OG0004500	LOC108017886|XP_016940540.1|DSUZ	LOC6626948|XP_002050938.1|DVIR
OG0004501	LOC108009991|XP_016930260.1|DSUZ	LOC6635968|XP_002059332.1|DVIR
OG0004503	LOC108006785|XP_016925823.2|DSUZ, LOC118878144|XP_036675696.1|DSUZ	LOC6625313|XP_032291679.1|DVIR, LOC6625312|XP_032291680.1|DVIR
OG0004504	LOC108014505|XP_016936132.1|DSUZ	LOC6635251|XP_002058759.1|DVIR
OG0004505	LOC108017206|XP_036674303.1|DSUZ	LOC6630005|XP_015026849.1|DVIR
OG0004506	LOC108014823|XP_016936510.1|DSUZ	LOC6631158|XP_002054512.1|DVIR
OG0004507	LOC108016019|XP_016938103.1|DSUZ	LOC6634947|XP_002058535.2|DVIR
OG0004508	LOC108018341|XP_036675432.1|DSUZ	LOC6634922|XP_002058682.2|DVIR
OG0004509	LOC108010699|XP_016931098.2|DSUZ	LOC6623125|XP_002048596.1|DVIR
OG0004510	LOC108011141|XP_016931712.1|DSUZ	LOC6634403|XP_032289261.1|DVIR
OG0004511	LOC108006610|XP_036673215.1|DSUZ	LOC6631143|XP_002054246.2|DVIR
OG0004512	LOC108020382|XP_016944125.1|DSUZ	LOC6636202|XP_002059692.2|DVIR
OG0004513	LOC108020407|XP_016944190.1|DSUZ	LOC6636221|XP_002059701.1|DVIR
OG0004514	LOC108020372|XP_016944093.1|DSUZ	LOC6636230|XP_015024003.1|DVIR
OG0004515	LOC108006561|XP_016925581.1|DSUZ	LOC6632194|XP_002054982.2|DVIR
OG0004516	LOC108005177|XP_016923843.1|DSUZ	LOC6633520|XP_002057068.2|DVIR
OG0004517	LOC108016841|XP_016939166.1|DSUZ	LOC6631849|XP_032296029.1|DVIR
OG0004518	LOC108018848|XP_036676679.1|DSUZ	LOC6636526|XP_032289124.1|DVIR
OG0004519	LOC108014785|XP_036674298.1|DSUZ	LOC6634873|XP_002058602.2|DVIR
OG0004520	LOC108018969|XP_016942060.1|DSUZ	LOC6632150|XP_015026316.1|DVIR
OG0004521	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ	LOC6635863|XP_032292678.1|DVIR
OG0004522	LOC108015018|XP_016936735.1|DSUZ	LOC6635527|XP_002059098.1|DVIR
OG0004523	LOC108015738|XP_036675276.1|DSUZ	LOC6632823|XP_032289482.1|DVIR
OG0004524	LOC108015318|XP_016937197.1|DSUZ	LOC6633592|XP_002056804.2|DVIR
OG0004525	LOC108013707|XP_016935117.1|DSUZ	LOC6631992|XP_015026582.1|DVIR
OG0004526	LOC108016913|XP_016939322.2|DSUZ	LOC6634805|XP_032289260.1|DVIR
OG0004527	LOC108018904|XP_016941984.1|DSUZ	LOC6636653|XP_002060131.1|DVIR
OG0004528	LOC108015330|XP_016937220.1|DSUZ	LOC6632128|XP_002055101.1|DVIR
OG0004529	LOC108011143|XP_016931716.1|DSUZ	LOC6636014|XP_002059538.2|DVIR
OG0004530	LOC108005173|XP_016923836.1|DSUZ	LOC6631968|XP_002055015.2|DVIR
OG0004531	LOC108020498|XP_036673137.1|DSUZ	LOC6633022|XP_032289597.1|DVIR
OG0004532	LOC108005335|XP_016924053.1|DSUZ	LOC6633570|XP_002057375.3|DVIR
OG0004533	LOC108005208|XP_016923885.1|DSUZ	LOC6633829|XP_002057108.1|DVIR
OG0004534	LOC108017966|XP_016940729.1|DSUZ	LOC6631948|XP_002055400.1|DVIR
OG0004535	LOC108005634|XP_016924435.1|DSUZ	LOC6623474|XP_002046254.1|DVIR
OG0004536	LOC108014953|XP_036676639.1|DSUZ	LOC6632055|XP_032295882.1|DVIR
OG0004537	LOC108016880|XP_016939261.1|DSUZ	LOC6633578|XP_032296569.1|DVIR
OG0004538	LOC108010015|XP_016930295.1|DSUZ	LOC6635803|XP_015024249.1|DVIR
OG0004539	LOC108007805|XP_036674463.1|DSUZ	LOC6629897|XP_002053992.1|DVIR
OG0004540	LOC108004750|XP_016923275.1|DSUZ	LOC6634638|XP_032296401.1|DVIR
OG0004541	LOC108008229|XP_036669042.1|DSUZ	LOC6625212|XP_015029807.1|DVIR
OG0004542	LOC108015341|XP_016937235.1|DSUZ	LOC6632051|XP_032295759.1|DVIR
OG0004543	LOC108004765|XP_016923296.1|DSUZ	LOC6633730|XP_002057015.3|DVIR
OG0004544	LOC108016940|XP_016939359.1|DSUZ	LOC6634472|XP_002058243.2|DVIR
OG0004545	LOC118877635|XP_036673030.1|DSUZ	LOC6630914|XP_002053773.1|DVIR
OG0004546	LOC108019877|XP_016943436.1|DSUZ	LOC6626386|XP_002048728.1|DVIR
OG0004547	LOC108016772|XP_016939026.1|DSUZ	LOC6633449|XP_002056911.1|DVIR
OG0004548	LOC108015228|XP_016937061.1|DSUZ	LOC6632014|XP_002054947.1|DVIR
OG0004549	LOC108016819|XP_016939119.1|DSUZ	LOC6634530|XP_032296438.1|DVIR
OG0004550	LOC108018944|XP_016942031.1|DSUZ	LOC6633815|XP_032296528.1|DVIR
OG0004551	LOC108009430|XP_016929252.1|DSUZ	LOC6626789|XP_002049828.1|DVIR
OG0004552	LOC108016868|XP_036676130.1|DSUZ	LOC6633316|XP_032296683.1|DVIR
OG0004553	LOC108013116|XP_016934262.1|DSUZ	LOC6623399|XP_002046760.1|DVIR
OG0004554	LOC108019136|XP_016942368.1|DSUZ	LOC6636697|XP_002060117.2|DVIR
OG0004555	LOC108018959|XP_016942052.1|DSUZ	LOC6636696|XP_002060116.1|DVIR
OG0004556	LOC108015353|XP_016937253.1|DSUZ	LOC6632119|XP_032296193.1|DVIR
OG0004557	LOC108019041|XP_016942146.1|DSUZ	LOC6634720|XP_032289224.1|DVIR
OG0004558	LOC108007882|XP_016927139.1|DSUZ	LOC6632142|XP_002055394.2|DVIR
OG0004559	LOC108007842|XP_016927094.2|DSUZ	LOC6630781|XP_002054815.1|DVIR
OG0004560	LOC108014482|XP_016936101.1|DSUZ	LOC26530460|XP_032296669.1|DVIR
OG0004561	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ	LOC6630943|XP_032296190.1|DVIR
OG0004562	LOC108005982|XP_016924912.2|DSUZ	LOC6630063|XP_002054285.1|DVIR
OG0004563	LOC108006428|XP_036673460.1|DSUZ	LOC6630290|XP_032295103.1|DVIR
OG0004564	LOC108015581|XP_036672851.1|DSUZ	LOC6632520|XP_032289567.1|DVIR
OG0004565	LOC108015723|XP_036674060.1|DSUZ	LOC6629529|XP_002053963.1|DVIR
OG0004566	LOC108019158|XP_016942398.1|DSUZ	LOC6631669|XP_002055411.1|DVIR
OG0004567	LOC108019062|XP_016942187.1|DSUZ	LOC6634471|XP_002058242.1|DVIR
OG0004568	LOC108016871|XP_016939240.1|DSUZ	LOC6634736|XP_032289215.1|DVIR
OG0004569	LOC108011641|XP_036673644.1|DSUZ	LOC6633034|XP_002056061.2|DVIR
OG0004570	LOC108009344|XP_016929121.1|DSUZ	LOC6627218|XP_002050215.1|DVIR
OG0004571	LOC108010462|XP_016930821.1|DSUZ	LOC6635435|XP_002059071.1|DVIR
OG0004572	LOC108021345|XP_036676927.1|DSUZ	LOC6629015|XP_002052757.1|DVIR
OG0004573	LOC108005696|XP_016924512.2|DSUZ	LOC6632608|XP_032289522.1|DVIR
OG0004574	LOC108004572|XP_016922997.1|DSUZ	LOC6633362|XP_002057166.1|DVIR
OG0004575	LOC108004709|XP_036676973.1|DSUZ	LOC6633361|XP_032296533.1|DVIR
OG0004576	LOC108006111|XP_016925046.1|DSUZ	LOC6629883|XP_002054543.1|DVIR
OG0004577	LOC108010995|XP_016931506.1|DSUZ, LOC108017546|XP_016940112.1|DSUZ	LOC6630973|XP_032289911.1|DVIR
OG0004578	LOC108004715|XP_016923219.1|DSUZ	LOC6631801|XP_015026728.1|DVIR
OG0004579	LOC108018151|XP_016941126.1|DSUZ	LOC6628057|XP_032294626.1|DVIR
OG0004580	LOC108018307|XP_036674750.1|DSUZ	LOC6632253|XP_002056082.1|DVIR
OG0004581	LOC108014479|XP_036673226.1|DSUZ	LOC6634884|XP_002058503.1|DVIR
OG0004582	LOC108012141|XP_036675529.1|DSUZ	LOC6630468|XP_002054104.2|DVIR
OG0004583	LOC108015351|XP_016937251.1|DSUZ	LOC6631672|XP_002055414.1|DVIR
OG0004584	LOC108008478|XP_016927823.1|DSUZ	LOC6626091|XP_002049400.1|DVIR
OG0004585	LOC108015499|XP_016937441.1|DSUZ	LOC6633025|XP_002055942.1|DVIR
OG0004586	LOC108016890|XP_016939283.1|DSUZ	LOC6634789|XP_032296324.1|DVIR
OG0004587	LOC108010858|XP_036675684.1|DSUZ	LOC6632829|XP_032289481.1|DVIR
OG0004588	LOC108010864|XP_016931330.1|DSUZ	LOC6632827|XP_002055913.1|DVIR
OG0004589	LOC108005076|XP_016923707.1|DSUZ	LOC6631946|XP_032295426.1|DVIR
OG0004590	LOC108015495|XP_036675266.1|DSUZ	LOC6632814|XP_032289443.1|DVIR
OG0004591	LOC108015503|XP_036675379.1|DSUZ	LOC6632262|XP_015025983.1|DVIR
OG0004592	LOC108006531|XP_016925544.1|DSUZ	LOC6631425|XP_002054939.1|DVIR
OG0004593	LOC108006282|XP_016925228.1|DSUZ	LOC6633446|XP_002056908.1|DVIR
OG0004594	LOC108015176|XP_016936948.1|DSUZ	LOC6632009|XP_032296004.1|DVIR
OG0004595	LOC108005158|XP_016923822.1|DSUZ	LOC6633744|XP_002057029.1|DVIR
OG0004596	LOC108016932|XP_036676076.1|DSUZ	LOC6634475|XP_032296429.1|DVIR
OG0004597	LOC108016864|XP_016939222.1|DSUZ	LOC6634582|XP_002058083.1|DVIR
OG0004598	LOC108005624|XP_016924423.1|DSUZ	LOC6622978|XP_002046506.1|DVIR
OG0004599	LOC108021677|XP_016945981.1|DSUZ	LOC6628258|XP_002052538.1|DVIR
OG0004600	LOC108005327|XP_016924044.1|DSUZ	LOC6636170|XP_002059556.1|DVIR
OG0004601	LOC108005220|XP_016923900.1|DSUZ	LOC6636023|XP_002059547.3|DVIR
OG0004602	LOC108015214|XP_016937041.1|DSUZ	LOC6631937|XP_002055484.1|DVIR
OG0004603	LOC108021296|XP_016945432.1|DSUZ	LOC6628197|XP_002052856.1|DVIR
OG0004604	LOC108015033|XP_016936753.1|DSUZ	LOC6632048|XP_002055245.1|DVIR
OG0004605	LOC108014963|XP_036676828.1|DSUZ	LOC6631422|XP_002055307.2|DVIR
OG0004606	LOC108015584|XP_036672605.1|DSUZ	LOC6632503|XP_015026166.1|DVIR
OG0004607	LOC108019012|XP_016942113.1|DSUZ	LOC6634743|XP_032296279.1|DVIR
OG0004608	LOC108011137|XP_036676881.1|DSUZ	LOC6636130|XP_032296081.1|DVIR
OG0004609	LOC108006268|XP_016925205.1|DSUZ	LOC6631482|XP_002055427.1|DVIR
OG0004610	LOC108017257|XP_036675280.1|DSUZ	LOC6631279|XP_032295420.1|DVIR
OG0004611	LOC108017267|XP_036675391.1|DSUZ	LOC6629501|XP_032294834.1|DVIR
OG0004612	LOC108017238|XP_016939723.1|DSUZ	LOC6629502|XP_002054522.1|DVIR
OG0004613	LOC108014478|XP_036673225.1|DSUZ	LOC6634885|XP_002058504.1|DVIR
OG0004614	LOC108013678|XP_016935086.1|DSUZ	LOC6632171|XP_002055269.2|DVIR
OG0004615	LOC108019159|XP_016942399.1|DSUZ	LOC6634749|XP_032296276.1|DVIR
OG0004616	LOC108016620|XP_016938803.1|DSUZ	LOC6636661|XP_002060139.1|DVIR
OG0004617	LOC108021318|XP_016945470.1|DSUZ	LOC6628830|XP_002052071.1|DVIR
OG0004618	LOC108016072|XP_016938154.1|DSUZ	LOC6629531|XP_002053965.1|DVIR
OG0004619	LOC108018577|XP_016941624.2|DSUZ	LOC6630969|XP_002053803.1|DVIR
OG0004620	LOC108013832|XP_016935303.2|DSUZ	LOC6629712|XP_002053074.1|DVIR
OG0004621	LOC108016509|XP_016938672.1|DSUZ	LOC6629631|XP_002053333.1|DVIR
OG0004622	LOC118877720|XP_036673538.1|DSUZ, LOC108020301|XP_036677883.1|DSUZ	LOC6632907|XP_015026075.1|DVIR
OG0004623	LOC108007561|XP_016926742.1|DSUZ	LOC6632220|XP_002055888.1|DVIR
OG0004624	LOC108016247|XP_016938359.1|DSUZ	LOC6630759|XP_002054618.1|DVIR
OG0004625	LOC108005113|XP_036677206.1|DSUZ	LOC6634439|XP_032296347.1|DVIR
OG0004626	LOC108020180|XP_016943773.1|DSUZ	LOC6631543|XP_032295830.1|DVIR
OG0004627	LOC108020014|XP_036671456.1|DSUZ	LOC6623650|XP_002046306.2|DVIR
OG0004628	LOC108017000|XP_016939436.1|DSUZ	LOC6636926|XP_032289219.1|DVIR
OG0004629	LOC108015605|XP_036674076.1|DSUZ	LOC6630470|XP_015027016.1|DVIR
OG0004630	LOC108015489|XP_036675387.1|DSUZ	LOC6633060|XP_032289698.1|DVIR
OG0004632	LOC108020298|XP_036677879.1|DSUZ	LOC6632806|XP_002056233.2|DVIR
OG0004633	LOC108007556|XP_036674613.1|DSUZ	LOC6632217|XP_002055885.1|DVIR
OG0004634	LOC108014317|XP_016935878.1|DSUZ	LOC6633234|XP_002055849.1|DVIR
OG0004635	LOC108015171|XP_016936943.2|DSUZ	LOC6631942|XP_002055044.2|DVIR
OG0004636	LOC108011220|XP_016931803.2|DSUZ	LOC6632091|XP_032295384.1|DVIR
OG0004637	LOC108016794|XP_036676661.1|DSUZ	LOC6633413|XP_015025557.1|DVIR
OG0004638	LOC108015417|XP_016937336.2|DSUZ	LOC6635417|XP_032296143.1|DVIR
OG0004639	LOC118878108|XP_036675402.1|DSUZ	LOC6630242|XP_002053906.2|DVIR
OG0004640	LOC108016126|XP_036675469.1|DSUZ	LOC6630244|XP_002053908.2|DVIR
OG0004641	LOC108005168|XP_016923832.1|DSUZ	LOC6633851|XP_032295983.1|DVIR
OG0004642	LOC108016796|XP_016939058.1|DSUZ	LOC6633414|XP_002056813.1|DVIR
OG0004643	LOC108018547|XP_016941589.1|DSUZ	LOC6629349|XP_002053265.1|DVIR
OG0004644	LOC108015372|XP_016937279.1|DSUZ	LOC6634681|XP_002057997.1|DVIR
OG0004645	LOC108020303|XP_016943926.1|DSUZ	LOC6628190|XP_002052849.1|DVIR
OG0004646	LOC108012161|XP_016932944.1|DSUZ	LOC6632879|XP_002055931.1|DVIR
OG0004647	LOC108005448|XP_016924226.1|DSUZ	LOC6633814|XP_032296599.1|DVIR
OG0004648	LOC108004845|XP_016923415.1|DSUZ	LOC6632168|XP_015026659.2|DVIR
OG0004649	LOC108005289|XP_016923974.1|DSUZ	LOC6633748|XP_002056934.1|DVIR
OG0004650	LOC108009410|XP_016929223.1|DSUZ	LOC6627753|XP_032293389.1|DVIR
OG0004651	LOC118876778|XP_036673143.1|DSUZ	LOC6630547|XP_002054418.3|DVIR
OG0004652	LOC108017448|XP_036674156.1|DSUZ	LOC6632939|XP_002056126.1|DVIR
OG0004653	LOC108007768|XP_036671105.1|DSUZ	LOC6622712|XP_002048313.1|DVIR
OG0004654	LOC108008045|XP_016927321.1|DSUZ	LOC6628457|XP_002051829.1|DVIR
OG0004655	LOC108014741|XP_016936411.2|DSUZ	LOC6629938|XP_002054366.3|DVIR
OG0004656	LOC108010449|XP_016930801.1|DSUZ	LOC6635452|XP_002059054.1|DVIR
OG0004657	LOC108018392|XP_016941434.2|DSUZ	LOC6632965|XP_002056355.3|DVIR
OG0004658	LOC108007389|XP_036673059.1|DSUZ	LOC6631196|XP_002053039.1|DVIR
OG0004659	LOC108015827|XP_036674738.1|DSUZ	LOC6629310|XP_002052974.1|DVIR
OG0004660	LOC118877633|XP_036673028.1|DSUZ	LOC6630916|XP_002053775.1|DVIR
OG0004661	LOC108016104|XP_016938192.2|DSUZ	LOC6630545|XP_002054416.1|DVIR
OG0004662	LOC118877780|XP_036673737.1|DSUZ	LOC6632329|XP_002056389.1|DVIR
OG0004663	LOC108021814|XP_016946105.1|DSUZ	LOC6636051|XP_002059515.1|DVIR
OG0004664	LOC108004659|XP_016923120.1|DSUZ	LOC6636050|XP_002059514.1|DVIR
OG0004665	LOC108018997|XP_016942096.1|DSUZ	LOC6634719|XP_002058318.1|DVIR
OG0004666	LOC108010586|XP_016930961.2|DSUZ	LOC6630044|XP_032295130.1|DVIR
OG0004667	LOC108010570|XP_036674565.1|DSUZ	LOC26531172|XP_015027868.1|DVIR
OG0004668	LOC108005416|XP_016924172.1|DSUZ	LOC6633857|XP_032295880.1|DVIR
OG0004669	LOC108011695|XP_016932397.1|DSUZ	LOC6627541|XP_002052488.1|DVIR
OG0004670	LOC108011762|XP_036675256.1|DSUZ	LOC6630234|XP_002054574.3|DVIR
OG0004671	LOC108018680|XP_016941741.1|DSUZ	LOC6630247|XP_002053761.1|DVIR
OG0004672	LOC108014629|XP_036674405.1|DSUZ, LOC108006764|XP_036675439.1|DSUZ	LOC6630400|XP_032294921.1|DVIR
OG0004673	LOC108010807|XP_036675622.1|DSUZ	LOC6631093|XP_002054053.1|DVIR
OG0004674	LOC108019534|XP_016942862.2|DSUZ	LOC6632300|XP_002055989.2|DVIR
OG0004675	LOC108019528|XP_036673197.1|DSUZ	LOC6632302|XP_002055991.1|DVIR
OG0004676	LOC108015820|XP_016937874.1|DSUZ	LOC6635122|XP_002058574.1|DVIR
OG0004677	LOC108015776|XP_016937815.2|DSUZ	LOC6635011|XP_032295175.1|DVIR
OG0004678	LOC108015779|XP_036673282.1|DSUZ	LOC6631192|XP_002054837.1|DVIR
OG0004679	LOC108014150|XP_016935670.2|DSUZ	LOC6631183|XP_002053238.1|DVIR
OG0004680	LOC108020786|XP_036674151.1|DSUZ	LOC6630690|XP_032295315.1|DVIR
OG0004681	LOC108006504|XP_016925516.2|DSUZ	LOC6629569|XP_002054852.2|DVIR
OG0004682	LOC108012116|XP_016932892.1|DSUZ	LOC6627311|XP_002052141.1|DVIR
OG0004683	LOC108018485|XP_016941531.1|DSUZ	LOC6632537|XP_002056180.1|DVIR
OG0004684	LOC108010590|XP_016930964.2|DSUZ	LOC116651838|XP_032294830.1|DVIR, LOC6630831|XP_002054117.1|DVIR
OG0004685	LOC108010737|XP_036674206.1|DSUZ	LOC6632745|XP_015025972.1|DVIR
OG0004686	LOC108018448|XP_016941495.2|DSUZ	LOC6632612|XP_002056312.1|DVIR
OG0004687	LOC108010728|XP_036674527.1|DSUZ	LOC6632986|XP_002055836.2|DVIR
OG0004688	LOC108010923|XP_036674742.1|DSUZ	LOC6629959|XP_015027150.1|DVIR
OG0004689	LOC108007853|XP_036674139.1|DSUZ	LOC6630606|XP_002054481.2|DVIR
OG0004690	LOC108015989|XP_016938067.2|DSUZ	LOC26531269|XP_032291384.1|DVIR
OG0004691	LOC118877939|XP_036674512.1|DSUZ	LOC6632758|XP_002055856.1|DVIR
OG0004692	LOC108015557|XP_036674724.1|DSUZ	LOC6630531|XP_002054806.1|DVIR, LOC116649728|XP_032294649.1|DVIR
OG0004693	LOC108012209|XP_036674723.1|DSUZ	LOC6630527|XP_002054804.2|DVIR
OG0004694	LOC108017669|XP_036673318.1|DSUZ	LOC6629491|XP_002052950.2|DVIR
OG0004695	LOC108019531|XP_036673231.1|DSUZ	LOC6632304|XP_002055993.2|DVIR
OG0004696	LOC108018496|XP_016941543.1|DSUZ, LOC108019424|XP_016942735.1|DSUZ	LOC6629736|XP_002054140.1|DVIR
OG0004697	LOC108019206|XP_016942488.1|DSUZ	LOC6631362|XP_032296002.1|DVIR
OG0004698	LOC108005466|XP_016924250.1|DSUZ	LOC6632138|XP_002055390.1|DVIR
OG0004699	LOC108018743|XP_036674563.1|DSUZ	LOC6629710|XP_002053072.1|DVIR
OG0004700	LOC108011648|XP_016932328.1|DSUZ	LOC6633036|XP_032289642.1|DVIR
OG0004701	LOC108014421|XP_036672704.1|DSUZ	LOC6629416|XP_002053150.1|DVIR
OG0004702	LOC108015755|XP_036673239.1|DSUZ	LOC6630767|XP_002054825.2|DVIR
OG0004703	LOC108011094|XP_036674629.1|DSUZ	LOC6630176|XP_015027069.1|DVIR
OG0004704	LOC108017306|XP_016939817.2|DSUZ	LOC6630642|XP_002053025.1|DVIR
OG0004705	LOC108017199|XP_016939682.2|DSUZ	LOC6634893|XP_002058481.1|DVIR
OG0004706	LOC108013089|XP_016934212.2|DSUZ	LOC6622495|XP_002046422.1|DVIR
OG0004707	LOC108020472|XP_016944288.1|DSUZ	LOC6629699|XP_002052957.2|DVIR
OG0004708	LOC118878009|XP_036674944.1|DSUZ	LOC6630277|XP_002054888.3|DVIR
OG0004709	LOC108014397|XP_016935995.2|DSUZ, LOC118877653|XP_036673158.1|DSUZ	LOC6634939|XP_002058709.1|DVIR
OG0004710	LOC108017485|XP_036674245.1|DSUZ	LOC6631208|XP_002054439.1|DVIR
OG0004711	LOC108006356|XP_036675369.1|DSUZ	LOC6630225|XP_032295015.1|DVIR
OG0004712	LOC108017541|XP_016940106.1|DSUZ, LOC108010989|XP_016931498.1|DSUZ	LOC6630582|XP_002053854.1|DVIR
OG0004713	LOC108015742|XP_036673234.1|DSUZ	LOC6635149|XP_002058633.2|DVIR
OG0004714	LOC108020623|XP_016944461.1|DSUZ	LOC26530937|XP_032295164.1|DVIR
OG0004715	LOC108005876|XP_016924748.1|DSUZ	LOC6634161|XP_002057528.1|DVIR
OG0004716	LOC108015747|XP_036673408.1|DSUZ	LOC6634852|XP_002058642.1|DVIR
OG0004717	LOC108015011|XP_016936728.1|DSUZ	LOC6631317|XP_032295656.1|DVIR
OG0004718	LOC108007124|XP_016926220.1|DSUZ	LOC6628231|XP_002051801.1|DVIR
OG0004719	LOC108018269|XP_036675343.1|DSUZ	LOC6629476|XP_032295555.1|DVIR
OG0004720	LOC108007462|XP_016926623.1|DSUZ	LOC6630770|XP_002054828.1|DVIR
OG0004721	LOC108017495|XP_036674614.1|DSUZ	LOC6632941|XP_002056128.1|DVIR
