Orthogroup	DSUZ.longest_only	BCOP.longest_only
OG0003779	LOC108009926|XP_016930145.1|DSUZ	LOC119080590|XP_037044878.1|BCOP
OG0003780	LOC108009673|XP_016929695.1|DSUZ	LOC119074594|XP_037036731.1|BCOP
OG0003781	LOC108020386|XP_016944136.1|DSUZ	LOC119080944|XP_037045467.1|BCOP
OG0003782	LOC108016764|XP_016939007.1|DSUZ	LOC119076436|XP_037039081.1|BCOP
OG0003783	LOC108013868|XP_036673298.1|DSUZ	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP
OG0003784	LOC108010027|XP_016930316.1|DSUZ	LOC119073399|XP_037034724.1|BCOP
OG0003785	LOC108007830|XP_016927082.1|DSUZ	LOC119073553|XP_037035004.1|BCOP
OG0003786	LOC108010167|XP_016930498.1|DSUZ	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP
OG0003787	LOC108008598|XP_016927966.1|DSUZ	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP
OG0003788	LOC108007266|XP_016926394.1|DSUZ	LOC119084812|XP_037050779.1|BCOP
OG0003789	LOC108009449|XP_016929294.1|DSUZ	LOC119079981|XP_037044027.1|BCOP
OG0003790	LOC108005914|XP_016924812.1|DSUZ	LOC119081478|XP_037046371.1|BCOP
OG0003791	LOC108016016|XP_036674927.1|DSUZ	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP
OG0003792	LOC108009493|XP_016929375.1|DSUZ	LOC119085213|XP_037051419.1|BCOP
OG0003793	LOC108009473|XP_016929342.1|DSUZ	LOC119080053|XP_037044154.1|BCOP
OG0003794	LOC108009761|XP_016929874.1|DSUZ	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP
OG0003795	LOC108013414|XP_016934760.1|DSUZ	LOC119073496|XP_037034902.1|BCOP
OG0003796	LOC108015500|XP_016937443.1|DSUZ	LOC119084951|XP_037050991.1|BCOP
OG0003797	LOC108021560|XP_016945821.1|DSUZ	LOC119070823|XP_037031218.1|BCOP
OG0003798	LOC108008603|XP_016927971.2|DSUZ	LOC119073279|XP_037034557.1|BCOP
OG0003799	LOC108009967|XP_036669181.1|DSUZ	LOC119073272|XP_037034550.1|BCOP
OG0003800	LOC108021629|XP_016945926.1|DSUZ	LOC119070805|XP_037031180.1|BCOP
OG0003801	LOC108004613|XP_016923045.1|DSUZ	LOC119083153|XP_037048694.1|BCOP
OG0003802	LOC108019348|XP_016942660.1|DSUZ	LOC119075293|XP_037037600.1|BCOP
OG0003803	LOC108015477|XP_016937397.2|DSUZ	LOC119066948|XP_037025563.1|BCOP
OG0003804	LOC108015513|XP_016937468.1|DSUZ	LOC119066039|XP_037024152.1|BCOP
OG0003805	LOC108013612|XP_016935046.1|DSUZ	LOC119085180|XP_037051383.1|BCOP
OG0003806	LOC108020181|XP_036678459.1|DSUZ	LOC119070911|XP_037031336.1|BCOP
OG0003807	LOC118878848|XP_036677766.1|DSUZ, LOC108016424|XP_016938562.1|DSUZ	LOC119077159|XP_037040244.1|BCOP
OG0003808	LOC108015545|XP_036671766.1|DSUZ	LOC119084845|XP_037050847.1|BCOP
OG0003809	LOC108021656|XP_016945958.1|DSUZ	LOC119074006|XP_037035835.1|BCOP
OG0003810	LOC108009536|XP_016929460.1|DSUZ	LOC119076188|XP_037038755.1|BCOP
OG0003811	LOC108010139|XP_016930460.1|DSUZ	LOC119070969|XP_037031436.1|BCOP
OG0003812	LOC108013253|XP_016934496.1|DSUZ	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP
OG0003813	LOC108019414|XP_016942728.1|DSUZ	LOC119070915|XP_037031344.1|BCOP
OG0003814	LOC108014279|XP_016935812.1|DSUZ	LOC119066746|XP_037025266.1|BCOP
OG0003815	LOC108011996|XP_016932751.2|DSUZ	LOC119066366|XP_037024680.1|BCOP
OG0003816	LOC108021588|XP_016945866.1|DSUZ	LOC119070892|XP_037031312.1|BCOP
OG0003817	LOC108021389|XP_016945576.1|DSUZ	LOC119070797|XP_037031173.1|BCOP
OG0003818	LOC108004934|XP_016923525.1|DSUZ	LOC119077006|XP_037040011.1|BCOP
OG0003819	LOC108006120|XP_016925061.1|DSUZ	LOC119077017|XP_037040024.1|BCOP
OG0003820	LOC108005389|XP_036677100.1|DSUZ, LOC108011543|XP_036673173.1|DSUZ	LOC119073506|XP_037034917.1|BCOP
OG0003821	LOC108010075|XP_016930378.1|DSUZ	LOC119081767|XP_037046856.1|BCOP
OG0003822	LOC108019361|XP_016942673.1|DSUZ	LOC119078871|XP_037042481.1|BCOP
OG0003823	LOC108021204|XP_016945288.1|DSUZ	LOC119066744|XP_037025262.1|BCOP
OG0003824	LOC108013577|XP_016934997.1|DSUZ	LOC119085885|XP_037052296.1|BCOP
OG0003825	LOC108005258|XP_016923940.1|DSUZ	LOC119077097|XP_037040149.1|BCOP
OG0003826	LOC108010180|XP_016930515.1|DSUZ	LOC119081923|XP_037047071.1|BCOP
OG0003827	LOC108011848|XP_016932580.1|DSUZ	LOC119081936|XP_037047087.1|BCOP
OG0003828	LOC108020979|XP_016944923.1|DSUZ	LOC119081938|XP_037047089.1|BCOP
OG0003829	LOC108021735|XP_016946061.1|DSUZ	LOC119081939|XP_037047095.1|BCOP
OG0003830	LOC108008499|XP_016927856.1|DSUZ	LOC119076988|XP_037039988.1|BCOP
OG0003831	LOC108011350|XP_016931948.1|DSUZ	LOC119069427|XP_037029378.1|BCOP
OG0003832	LOC108020686|XP_016944546.1|DSUZ	LOC119075662|XP_037038066.1|BCOP
OG0003833	LOC108020994|XP_016944948.1|DSUZ	LOC119077002|XP_037040005.1|BCOP
OG0003834	LOC108020477|XP_016944301.1|DSUZ	LOC119066264|XP_037024513.1|BCOP
OG0003835	LOC108016046|XP_016938133.1|DSUZ	LOC119079855|XP_037043820.1|BCOP
OG0003836	LOC108020976|XP_016944915.1|DSUZ	LOC119084582|XP_037050527.1|BCOP
OG0003837	LOC108021243|XP_016945341.1|DSUZ	LOC119084583|XP_037050528.1|BCOP
OG0003838	LOC108012107|XP_016932880.1|DSUZ	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP
OG0003839	LOC108020605|XP_016944446.1|DSUZ	LOC119066643|XP_037025105.1|BCOP
OG0003840	LOC108019721|XP_016943125.1|DSUZ	LOC119078711|XP_037042278.1|BCOP
OG0003841	LOC108021581|XP_016945856.1|DSUZ	LOC119083200|XP_037048756.1|BCOP
OG0003842	LOC108021073|XP_016945075.1|DSUZ	LOC119083135|XP_037048668.1|BCOP
OG0003843	LOC108020857|XP_016944738.1|DSUZ	LOC119082088|XP_037047346.1|BCOP
OG0003844	LOC108008263|XP_016927544.1|DSUZ	LOC119082006|XP_037047217.1|BCOP
OG0003845	LOC108021229|XP_016945319.1|DSUZ	LOC119072737|XP_037033908.1|BCOP
OG0003846	LOC108020563|XP_016944405.1|DSUZ	LOC119078472|XP_037041921.1|BCOP
OG0003847	LOC108021159|XP_016945226.1|DSUZ	LOC119078479|XP_037041930.1|BCOP
OG0003848	LOC108020095|XP_036674394.1|DSUZ	LOC119072784|XP_037033968.1|BCOP
OG0003849	LOC108009741|XP_016929817.1|DSUZ	LOC119081835|XP_037046969.1|BCOP
OG0003850	LOC108021632|XP_016945929.1|DSUZ	LOC119076253|XP_037038815.1|BCOP
OG0003851	LOC108010009|XP_016930290.1|DSUZ	LOC119081564|XP_037046491.1|BCOP
OG0003852	LOC108021475|XP_016945705.1|DSUZ	LOC119084700|XP_037050672.1|BCOP
OG0003853	LOC108017982|XP_016940810.1|DSUZ	LOC119073824|XP_037035505.1|BCOP
OG0003854	LOC108016835|XP_016939151.1|DSUZ	LOC119078665|XP_037042211.1|BCOP
OG0003855	LOC108007573|XP_036668742.1|DSUZ	LOC119078666|XP_037042213.1|BCOP
OG0003856	LOC108011043|XP_036676792.1|DSUZ	LOC119078675|XP_037042229.1|BCOP
OG0003857	LOC108020900|XP_016944806.1|DSUZ	LOC119066697|XP_037025190.1|BCOP
OG0003859	LOC108005540|XP_016924326.1|DSUZ	LOC119082614|XP_037048066.1|BCOP
OG0003860	LOC108010003|XP_016930280.1|DSUZ	LOC119074096|XP_037035952.1|BCOP
OG0003861	LOC108016551|XP_016938717.1|DSUZ	LOC119073809|XP_037035477.1|BCOP
OG0003862	LOC108007637|XP_036677324.1|DSUZ	LOC119083139|XP_037048674.1|BCOP
OG0003863	LOC108016245|XP_036678703.1|DSUZ	LOC119071459|XP_037032206.1|BCOP
OG0003864	LOC108005736|XP_016924556.1|DSUZ	LOC119083293|XP_037048880.1|BCOP
OG0003865	LOC108015443|XP_036675255.1|DSUZ	LOC119077875|XP_037041123.1|BCOP
OG0003866	LOC108021633|XP_016945930.1|DSUZ	LOC119082061|XP_037047290.1|BCOP
OG0003867	LOC108017433|XP_016939950.1|DSUZ	LOC119084675|XP_037050648.1|BCOP
OG0003868	LOC108021056|XP_016945052.2|DSUZ	LOC119082757|XP_037048237.1|BCOP
OG0003869	LOC108004685|XP_016923175.1|DSUZ	LOC119078531|XP_037041992.1|BCOP
OG0003870	LOC108013441|XP_036668712.1|DSUZ	LOC119085311|XP_037051573.1|BCOP
OG0003871	LOC108006313|XP_016925306.1|DSUZ	LOC119075698|XP_037038120.1|BCOP
OG0003872	LOC108009059|XP_016928554.1|DSUZ	LOC119071270|XP_037032030.1|BCOP
OG0003873	LOC108006100|XP_016925037.1|DSUZ	LOC119082605|XP_037048062.1|BCOP
OG0003874	LOC108020918|XP_016944827.1|DSUZ	LOC119077850|XP_037041071.1|BCOP
OG0003875	LOC108021286|XP_016945414.1|DSUZ	LOC119072830|XP_037034031.1|BCOP
OG0003876	LOC108021638|XP_016945935.1|DSUZ	LOC119070954|XP_037031405.1|BCOP
OG0003877	LOC108005483|XP_016924277.1|DSUZ	LOC119066446|XP_037024840.1|BCOP
OG0003878	LOC108021615|XP_016945904.1|DSUZ	LOC119078449|XP_037041872.1|BCOP
OG0003879	LOC108013124|XP_016934290.1|DSUZ	LOC119079705|XP_037043659.1|BCOP
OG0003880	LOC108011690|XP_036671535.1|DSUZ	LOC119073539|XP_037034981.1|BCOP
OG0003881	LOC108010189|XP_016930521.1|DSUZ	LOC119081656|XP_037046633.1|BCOP
OG0003883	LOC108019133|XP_016942364.1|DSUZ	LOC119076747|XP_037039591.1|BCOP
OG0003884	LOC108020047|XP_016943636.1|DSUZ	LOC119066364|XP_037024678.1|BCOP
OG0003885	LOC108007074|XP_016926171.1|DSUZ	LOC119072088|XP_037033142.1|BCOP
OG0003886	LOC108011592|XP_016932253.1|DSUZ	LOC119072077|XP_037033123.1|BCOP
OG0003887	LOC108021393|XP_016945579.2|DSUZ	LOC119083203|XP_037048763.1|BCOP
OG0003888	LOC108016073|XP_016938155.2|DSUZ	LOC119070293|XP_037030453.1|BCOP
OG0003889	LOC108021391|XP_016945577.1|DSUZ	LOC119075609|XP_037037980.1|BCOP
OG0003890	LOC108007070|XP_016926164.2|DSUZ	LOC119083156|XP_037048697.1|BCOP
OG0003891	LOC108021026|XP_016944996.1|DSUZ	LOC119066284|XP_037024547.1|BCOP
OG0003892	LOC108013521|XP_016934906.1|DSUZ	LOC119076980|XP_037039977.1|BCOP
OG0003893	LOC108020395|XP_016944160.1|DSUZ	LOC119066376|XP_037024697.1|BCOP
OG0003894	LOC108006664|XP_016925694.1|DSUZ, LOC108010850|XP_016931315.1|DSUZ	LOC119072761|XP_037033951.1|BCOP
OG0003895	LOC108008574|XP_016927937.1|DSUZ	LOC119081612|XP_037046552.1|BCOP
OG0003896	LOC108009939|XP_016930171.1|DSUZ	LOC119081416|XP_037046209.1|BCOP
OG0003897	LOC108009255|XP_016928927.1|DSUZ	LOC119084549|XP_037050459.1|BCOP
OG0003898	LOC108017943|XP_016940665.1|DSUZ	LOC119068891|XP_037028653.1|BCOP
OG0003899	LOC108020967|XP_016944905.1|DSUZ	LOC119078495|XP_037041941.1|BCOP
OG0003900	LOC108021170|XP_016945240.1|DSUZ	LOC119070741|XP_037031100.1|BCOP
OG0003901	LOC108020901|XP_016944807.1|DSUZ	LOC119070884|XP_037031301.1|BCOP
OG0003902	LOC108020231|XP_016943843.1|DSUZ	LOC119070880|XP_037031294.1|BCOP
OG0003903	LOC108011961|XP_016932708.1|DSUZ	LOC119078704|XP_037042267.1|BCOP
OG0003904	LOC108011959|XP_016932707.1|DSUZ	LOC119078703|XP_037042266.1|BCOP
OG0003905	LOC108011489|XP_016932127.2|DSUZ	LOC119072246|XP_037033321.1|BCOP
OG0003906	LOC108008339|XP_016927657.1|DSUZ	LOC119079653|XP_037043592.1|BCOP
OG0003907	LOC108006399|XP_016925413.1|DSUZ	LOC119076982|XP_037039980.1|BCOP
OG0003908	LOC108012845|XP_016933803.1|DSUZ	LOC119066273|XP_037024526.1|BCOP
OG0003909	LOC108009752|XP_016929848.1|DSUZ	LOC119081424|XP_037046233.1|BCOP
OG0003910	LOC108006123|XP_036675127.1|DSUZ	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP
OG0003911	LOC108006187|XP_016925116.1|DSUZ	LOC119078557|XP_037042020.1|BCOP
OG0003912	LOC108008286|XP_016927579.1|DSUZ	LOC119080018|XP_037044091.1|BCOP
OG0003913	LOC108021208|XP_016945294.1|DSUZ	LOC119085142|XP_037051316.1|BCOP
OG0003914	LOC108021137|XP_016945184.1|DSUZ	LOC119068025|XP_037027282.1|BCOP
OG0003915	LOC108016624|XP_016938808.1|DSUZ	LOC119078017|XP_037041303.1|BCOP
OG0003916	LOC108004925|XP_016923515.1|DSUZ	LOC119074708|XP_037036890.1|BCOP
OG0003917	LOC108007238|XP_016926367.1|DSUZ	LOC119080230|XP_037044371.1|BCOP
OG0003918	LOC108021367|XP_016945547.1|DSUZ	LOC119067285|XP_037026065.1|BCOP
OG0003919	LOC108021495|XP_016945727.1|DSUZ	LOC119076379|XP_037038992.1|BCOP
OG0003920	LOC108010057|XP_016930358.1|DSUZ	LOC119079597|XP_037043486.1|BCOP
OG0003921	LOC108021115|XP_016945153.1|DSUZ	LOC119085177|XP_037051380.1|BCOP
OG0003922	LOC108016036|XP_016938122.1|DSUZ	LOC119085206|XP_037051412.1|BCOP
OG0003923	LOC108020345|XP_016944000.1|DSUZ	LOC119080498|XP_037044792.1|BCOP
OG0003924	LOC108019880|XP_016943440.1|DSUZ	LOC119068735|XP_037028327.1|BCOP
OG0003925	LOC108018646|XP_016941710.1|DSUZ	LOC119077072|XP_037040110.1|BCOP
OG0003926	LOC108016984|XP_016939424.1|DSUZ	LOC119072550|XP_037033681.1|BCOP
OG0003927	LOC108021356|XP_016945529.1|DSUZ	LOC119085160|XP_037051350.1|BCOP
OG0003928	LOC108005569|XP_016924361.1|DSUZ	LOC119085411|XP_037051715.1|BCOP
OG0003929	LOC108021181|XP_016945251.1|DSUZ	LOC119076323|XP_037038890.1|BCOP
OG0003930	LOC108021594|XP_016945875.1|DSUZ	LOC119077022|XP_037040033.1|BCOP
OG0003931	LOC108021027|XP_016944997.1|DSUZ	LOC119084097|XP_037049833.1|BCOP
OG0003932	LOC108017957|XP_016940716.1|DSUZ	LOC119083649|XP_037049317.1|BCOP
OG0003933	LOC108021400|XP_016945592.1|DSUZ	LOC119085267|XP_037051514.1|BCOP
OG0003934	LOC108007870|XP_016927124.1|DSUZ	LOC119078558|XP_037042021.1|BCOP
OG0003935	LOC108018083|XP_016940975.1|DSUZ	LOC119079977|XP_037044012.1|BCOP
OG0003936	LOC108018084|XP_016940976.1|DSUZ	LOC119081568|XP_037046494.1|BCOP
OG0003937	LOC108019840|XP_016943361.1|DSUZ	LOC119079963|XP_037043972.1|BCOP
OG0003938	LOC108018561|XP_016941609.1|DSUZ	LOC119066188|XP_037024388.1|BCOP
OG0003939	LOC108014949|XP_016936662.1|DSUZ	LOC119085404|XP_037051705.1|BCOP
OG0003940	LOC108020961|XP_016944896.1|DSUZ	LOC119075344|XP_037037669.1|BCOP
OG0003941	LOC108021226|XP_016945314.1|DSUZ	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP
OG0003942	LOC108018935|XP_016942019.1|DSUZ	LOC119085251|XP_037051482.1|BCOP
OG0003943	LOC108007647|XP_016926861.1|DSUZ	LOC119068434|XP_037027899.1|BCOP
OG0003944	LOC108014278|XP_016935811.1|DSUZ	LOC119078552|XP_037042018.1|BCOP
OG0003945	LOC108009793|XP_016929943.1|DSUZ	LOC119079394|XP_037043177.1|BCOP
OG0003946	LOC108021319|XP_016945472.1|DSUZ	LOC119078689|XP_037042240.1|BCOP
OG0003947	LOC108021659|XP_016945960.1|DSUZ	LOC119075314|XP_037037628.1|BCOP
OG0003948	LOC108019224|XP_016942513.1|DSUZ	LOC119085977|XP_037052435.1|BCOP
OG0003949	LOC108019204|XP_036677401.1|DSUZ	LOC119075409|XP_037037749.1|BCOP
OG0003950	LOC108015713|XP_016937738.1|DSUZ	LOC119078927|XP_037042564.1|BCOP
OG0003951	LOC108011566|XP_036677656.1|DSUZ	LOC119078924|XP_037042555.1|BCOP
OG0003952	LOC108007953|XP_016927215.1|DSUZ	LOC119076315|XP_037038878.1|BCOP
OG0003953	LOC108020910|XP_016944817.1|DSUZ	LOC119066356|XP_037024668.1|BCOP
OG0003954	LOC108020071|XP_036671977.1|DSUZ	LOC119066357|XP_037024669.1|BCOP
OG0003956	LOC108021089|XP_016945100.1|DSUZ	LOC119083245|XP_037048801.1|BCOP
OG0003957	LOC108013196|XP_016934394.1|DSUZ	LOC119083013|XP_037048545.1|BCOP
OG0003958	LOC108006346|XP_016925350.1|DSUZ	LOC119069614|XP_037029601.1|BCOP
OG0003959	LOC108010253|XP_016930595.1|DSUZ	LOC119078441|XP_037041858.1|BCOP
OG0003960	LOC108005087|XP_016923747.1|DSUZ	LOC119082261|XP_037047615.1|BCOP
OG0003961	LOC108019064|XP_016942192.1|DSUZ	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP
OG0003962	LOC108021661|XP_016945963.1|DSUZ	LOC119078763|XP_037042366.1|BCOP
OG0003963	LOC108021109|XP_016945139.1|DSUZ	LOC119066309|XP_037024590.1|BCOP
OG0003964	LOC108005438|XP_016924217.1|DSUZ	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP
OG0003965	LOC108011955|XP_016932696.1|DSUZ	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP
OG0003966	LOC108014079|XP_016935589.2|DSUZ	LOC119072629|XP_037033767.1|BCOP
OG0003967	LOC108009260|XP_016928935.1|DSUZ	LOC119081316|XP_037045985.1|BCOP
OG0003968	LOC108008370|XP_036668993.1|DSUZ	LOC119081307|XP_037045963.1|BCOP
OG0003969	LOC108009693|XP_016929731.1|DSUZ	LOC119081403|XP_037046190.1|BCOP
OG0003970	LOC108021021|XP_016944994.1|DSUZ	LOC119066251|XP_037024472.1|BCOP
OG0003971	LOC108021642|XP_016945939.1|DSUZ	LOC119071550|XP_037032366.1|BCOP
OG0003972	LOC108012957|XP_016933996.1|DSUZ	LOC119085029|XP_037051114.1|BCOP
OG0003973	LOC108009474|XP_016929343.1|DSUZ	LOC119081613|XP_037046554.1|BCOP
OG0003974	LOC108010183|XP_016930514.1|DSUZ	LOC119075643|XP_037038025.1|BCOP
OG0003975	LOC108019106|XP_016942301.1|DSUZ	LOC119084610|XP_037050568.1|BCOP
OG0003976	LOC108016863|XP_016939225.1|DSUZ	LOC119066371|XP_037024691.1|BCOP
OG0003977	LOC108005179|XP_016923852.1|DSUZ	LOC119066375|XP_037024696.1|BCOP
OG0003978	LOC108020451|XP_016944262.1|DSUZ, LOC118877514|XP_036672442.1|DSUZ	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP
OG0003979	LOC108021613|XP_016945901.1|DSUZ	LOC119082686|XP_037048154.1|BCOP
OG0003980	LOC108004898|XP_016923470.2|DSUZ	LOC119079922|XP_037043916.1|BCOP
OG0003981	LOC108014291|XP_036668715.1|DSUZ	LOC119066759|XP_037025290.1|BCOP
OG0003982	LOC108007997|XP_016927269.1|DSUZ	LOC119066367|XP_037024681.1|BCOP
OG0003983	LOC108010046|XP_016930349.1|DSUZ	LOC119066368|XP_037024687.1|BCOP
OG0003984	LOC108021249|XP_016945356.1|DSUZ	LOC119071554|XP_037032372.1|BCOP
OG0003985	LOC108013718|XP_036678675.1|DSUZ	LOC119072242|XP_037033313.1|BCOP
OG0003986	LOC108010711|XP_016931118.1|DSUZ	LOC119075596|XP_037037961.1|BCOP
OG0003987	LOC108019030|XP_016942136.1|DSUZ	LOC119075595|XP_037037960.1|BCOP
OG0003988	LOC108021371|XP_016945551.1|DSUZ	LOC119076322|XP_037038889.1|BCOP
OG0003989	LOC108021394|XP_016945581.1|DSUZ	LOC119066692|XP_037025180.1|BCOP
OG0003990	LOC108021587|XP_016945865.1|DSUZ	LOC119070894|XP_037031315.1|BCOP
OG0003991	LOC108020921|XP_016944830.1|DSUZ	LOC119085907|XP_037052346.1|BCOP
OG0003992	LOC108021647|XP_016945948.1|DSUZ	LOC119072929|XP_037034145.1|BCOP
OG0003993	LOC108019067|XP_016942201.1|DSUZ	LOC119072918|XP_037034132.1|BCOP
OG0003995	LOC108019878|XP_016943438.1|DSUZ	LOC119073326|XP_037034613.1|BCOP
OG0003996	LOC108017897|XP_016940556.1|DSUZ	LOC119078122|XP_037041475.1|BCOP
OG0003997	LOC108010162|XP_016930493.1|DSUZ	LOC119082234|XP_037047586.1|BCOP
OG0003998	LOC108007592|XP_036678382.1|DSUZ	LOC119071458|XP_037032205.1|BCOP
OG0003999	LOC108014509|XP_016936136.1|DSUZ	LOC119071462|XP_037032214.1|BCOP
OG0004000	LOC108015010|XP_016936727.1|DSUZ	LOC119081529|XP_037046424.1|BCOP
OG0004001	LOC108009707|XP_016929751.1|DSUZ	LOC119081397|XP_037046179.1|BCOP
OG0004002	LOC108007021|XP_016926119.1|DSUZ	LOC119076351|XP_037038943.1|BCOP
OG0004003	LOC108016339|XP_016938573.1|DSUZ	LOC119084566|XP_037050478.1|BCOP
OG0004004	LOC108017958|XP_016940719.1|DSUZ	LOC119077125|XP_037040194.1|BCOP
OG0004005	LOC108005223|XP_016923906.1|DSUZ	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP
OG0004006	LOC108018810|XP_016941888.1|DSUZ	LOC119076229|XP_037038786.1|BCOP
OG0004007	LOC108004689|XP_016923189.1|DSUZ	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP
OG0004008	LOC108012221|XP_016933008.1|DSUZ	LOC119070748|XP_037031107.1|BCOP
OG0004009	LOC108005464|XP_016924252.1|DSUZ	LOC119072703|XP_037033870.1|BCOP
OG0004010	LOC108016199|XP_016938318.1|DSUZ	LOC119076260|XP_037038822.1|BCOP
OG0004011	LOC108007392|XP_016926538.1|DSUZ	LOC119071580|XP_037032419.1|BCOP
OG0004012	LOC108012188|XP_016932973.2|DSUZ	LOC119069583|XP_037029566.1|BCOP
OG0004013	LOC108021448|XP_016945661.1|DSUZ	LOC119072569|XP_037033704.1|BCOP
OG0004014	LOC108012375|XP_016933219.1|DSUZ	LOC119081954|XP_037047144.1|BCOP
OG0004015	LOC108011958|XP_016932706.1|DSUZ	LOC119082600|XP_037048049.1|BCOP
OG0004016	LOC108021055|XP_016945051.1|DSUZ	LOC119066281|XP_037024542.1|BCOP
OG0004017	LOC108019724|XP_016943134.1|DSUZ	LOC119078863|XP_037042469.1|BCOP
OG0004018	LOC108017738|XP_016940336.1|DSUZ	LOC119078860|XP_037042466.1|BCOP
OG0004019	LOC108021087|XP_016945098.1|DSUZ	LOC119078810|XP_037042409.1|BCOP
OG0004021	LOC108020891|XP_016944788.1|DSUZ	LOC119082574|XP_037047993.1|BCOP
OG0004022	LOC108021053|XP_016945048.1|DSUZ	LOC119067494|XP_037026396.1|BCOP
OG0004023	LOC108008864|XP_016928257.1|DSUZ	LOC119077118|XP_037040183.1|BCOP
OG0004024	LOC108021646|XP_016945947.1|DSUZ	LOC119082579|XP_037048000.1|BCOP
OG0004025	LOC108004680|XP_016923160.2|DSUZ	LOC119066710|XP_037025208.1|BCOP
OG0004026	LOC108020954|XP_016944885.1|DSUZ	LOC119076306|XP_037038867.1|BCOP
OG0004027	LOC108008512|XP_016927869.1|DSUZ	LOC119077012|XP_037040020.1|BCOP
OG0004028	LOC108004698|XP_016923201.1|DSUZ	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP
OG0004029	LOC108021406|XP_016945600.1|DSUZ	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP
OG0004030	LOC108010064|XP_016930366.1|DSUZ	LOC119080055|XP_037044156.1|BCOP
OG0004031	LOC108021701|XP_016946020.1|DSUZ	LOC119085905|XP_037052343.1|BCOP
OG0004032	LOC108007824|XP_036677855.1|DSUZ	LOC119066084|XP_037024247.1|BCOP
OG0004033	LOC108017705|XP_016940306.1|DSUZ	LOC119079038|XP_037042720.1|BCOP
OG0004034	LOC108016291|XP_036668631.1|DSUZ	LOC119066146|XP_037024336.1|BCOP
OG0004035	LOC108018598|XP_016941650.1|DSUZ	LOC119066767|XP_037025302.1|BCOP
OG0004036	LOC108015563|XP_016937535.1|DSUZ	LOC119066723|XP_037025233.1|BCOP
OG0004037	LOC108011963|XP_016932710.1|DSUZ	LOC119082741|XP_037048218.1|BCOP
OG0004038	LOC108006858|XP_016925917.1|DSUZ	LOC119082405|XP_037047831.1|BCOP
OG0004039	LOC108015122|XP_016936870.1|DSUZ	LOC119079016|XP_037042682.1|BCOP
OG0004040	LOC108009716|XP_016929767.1|DSUZ	LOC119073433|XP_037034806.1|BCOP
OG0004041	LOC108015007|XP_016936724.1|DSUZ	LOC119082811|XP_037048355.1|BCOP
OG0004042	LOC108013469|XP_016934840.1|DSUZ	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP
OG0004043	LOC108021118|XP_016945156.1|DSUZ	LOC119075631|XP_037038006.1|BCOP
OG0004044	LOC108004710|XP_016923214.1|DSUZ	LOC119068855|XP_037028576.1|BCOP
OG0004045	LOC108020894|XP_016944797.1|DSUZ	LOC119066324|XP_037024611.1|BCOP
OG0004046	LOC108021508|XP_016945751.1|DSUZ	LOC119066207|XP_037024423.1|BCOP
OG0004047	LOC108021523|XP_016945771.1|DSUZ	LOC119080532|XP_037044842.1|BCOP
OG0004048	LOC108021168|XP_016945239.1|DSUZ	LOC119066765|XP_037025297.1|BCOP
OG0004049	LOC108021094|XP_016945108.1|DSUZ	LOC119083295|XP_037048884.1|BCOP
OG0004050	LOC108006198|XP_016925127.1|DSUZ	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP
OG0004051	LOC108017296|XP_016939808.1|DSUZ	LOC119076238|XP_037038794.1|BCOP
OG0004052	LOC108016732|XP_016938951.2|DSUZ	LOC119083907|XP_037049614.1|BCOP
OG0004053	LOC108009806|XP_016929969.1|DSUZ	LOC119073896|XP_037035680.1|BCOP
OG0004054	LOC108010883|XP_036673762.1|DSUZ	LOC119085165|XP_037051358.1|BCOP
OG0004055	LOC108006780|XP_036674182.1|DSUZ, LOC108006772|XP_016925811.2|DSUZ	LOC119069675|XP_037029694.1|BCOP
OG0004056	LOC118876751|XP_036673894.1|DSUZ, LOC108011651|XP_016932334.1|DSUZ	LOC119069726|XP_037029749.1|BCOP
