Orthogroup	DSUZ.longest_only	DYAK.longest_only
OG0005843	LOC108013451|XP_016934817.1|DSUZ	LOC6534111|XP_015050452.1|DYAK
OG0005844	LOC108020728|XP_016944588.2|DSUZ	LOC6535027|XP_002095693.2|DYAK
OG0005845	LOC108006953|XP_016926047.2|DSUZ	LOC6535375|XP_002096025.1|DYAK
OG0005846	LOC108018525|XP_036673083.1|DSUZ	LOC6536288|XP_002096874.1|DYAK
OG0005847	LOC108011557|XP_036672964.1|DSUZ	LOC6536306|XP_039231781.1|DYAK
OG0005848	LOC108019122|XP_016942342.1|DSUZ	LOC6524925|XP_002100765.1|DYAK
OG0005849	LOC108005330|XP_036677172.1|DSUZ	LOC6524772|XP_015045879.1|DYAK
OG0005850	LOC108006319|XP_016925310.1|DSUZ	LOC6524929|XP_002100769.1|DYAK
OG0005851	LOC108021096|XP_016945111.1|DSUZ	LOC6527017|XP_002088112.1|DYAK
OG0005852	LOC108010624|XP_016931005.2|DSUZ	LOC6536632|XP_002097204.1|DYAK
OG0005853	LOC108016867|XP_016939230.1|DSUZ	LOC6525722|XP_002101544.1|DYAK
OG0005854	LOC108016360|XP_016938482.1|DSUZ, LOC118877611|XP_036672857.1|DSUZ	LOC6535972|XP_039231819.1|DYAK
OG0005855	LOC108016561|XP_036676521.1|DSUZ	LOC6524192|XP_039232867.1|DYAK
OG0005856	LOC108019080|XP_016942232.1|DSUZ	LOC6524905|XP_015045931.1|DYAK
OG0005857	LOC108015967|XP_016938038.1|DSUZ	LOC6535742|XP_002096365.1|DYAK
OG0005858	LOC108019277|XP_036673821.1|DSUZ	LOC6536746|XP_002097318.1|DYAK
OG0005859	LOC108005615|XP_016924417.1|DSUZ	LOC6527581|XP_002088669.2|DYAK
OG0005860	LOC108017128|XP_036674789.1|DSUZ	LOC6536076|XP_039231933.1|DYAK
OG0005861	LOC108010804|XP_036675621.1|DSUZ	LOC6539050|XP_039232574.1|DYAK
OG0005862	LOC108019579|XP_016942905.1|DSUZ	LOC6528602|XP_039227009.1|DYAK
OG0005863	LOC108009581|XP_016929537.1|DSUZ	LOC6531855|XP_002092642.1|DYAK, LOC26535009|XP_039228002.1|DYAK
OG0005864	LOC108018556|XP_036673039.1|DSUZ	LOC6536287|XP_002096873.1|DYAK
OG0005865	LOC118877851|XP_036674025.1|DSUZ	LOC6538688|XP_002099207.1|DYAK
OG0005866	LOC108010291|XP_016930650.1|DSUZ	LOC6530245|XP_002091182.1|DYAK
OG0005867	LOC108021054|XP_016945050.1|DSUZ	LOC6528933|XP_002089965.2|DYAK
OG0005868	LOC108008366|XP_016927692.1|DSUZ	LOC26535421|XP_015052900.1|DYAK
OG0005869	LOC108016613|XP_016938793.1|DSUZ	LOC6524218|XP_002100081.1|DYAK
OG0005870	LOC108016934|XP_016939353.1|DSUZ	LOC6524476|XP_002100333.1|DYAK
OG0005871	LOC108005164|XP_016923828.1|DSUZ	LOC6524598|XP_002100455.1|DYAK
OG0005872	LOC108018578|XP_036672907.1|DSUZ	LOC6537688|XP_015048460.1|DYAK
OG0005873	LOC108016375|XP_036672953.1|DSUZ	LOC6536317|XP_002096901.1|DYAK
OG0005874	LOC108019139|XP_016942372.1|DSUZ	LOC6524874|XP_015045909.1|DYAK
OG0005875	LOC108019925|XP_016943524.1|DSUZ	LOC6528530|XP_015053971.1|DYAK
OG0005876	LOC108016568|XP_036676349.1|DSUZ	LOC6524238|XP_039226591.1|DYAK
OG0005877	LOC118876747|XP_036676382.1|DSUZ	LOC120320423|XP_002100762.1|DYAK
OG0005878	LOC108005386|XP_036677264.1|DSUZ	LOC6524508|XP_015045731.1|DYAK
OG0005879	LOC108016614|XP_016938794.1|DSUZ	LOC6525749|XP_015046474.1|DYAK
OG0005880	LOC108017634|XP_016940227.2|DSUZ	LOC6539362|XP_002086256.2|DYAK
OG0005881	LOC108012617|XP_016933526.1|DSUZ	LOC6534135|XP_002094819.1|DYAK
OG0005882	LOC108006345|XP_016925349.1|DSUZ	LOC6524955|XP_002100795.1|DYAK
OG0005883	LOC108012853|XP_016933808.1|DSUZ	LOC6532208|XP_002092982.1|DYAK
OG0005884	LOC108012378|XP_016933222.1|DSUZ	LOC6534707|XP_002095382.2|DYAK
OG0005885	LOC108012429|XP_016933282.1|DSUZ	LOC6534049|XP_002094735.1|DYAK
OG0005886	LOC108012236|XP_036672399.1|DSUZ	LOC6534875|XP_002095547.1|DYAK
OG0005887	LOC108012277|XP_036670566.1|DSUZ	LOC6534134|XP_002094818.2|DYAK
OG0005888	LOC108007664|XP_036672003.1|DSUZ	LOC6535187|XP_039230819.1|DYAK
OG0005889	LOC108020269|XP_036670692.1|DSUZ	LOC6533934|XP_002094634.2|DYAK
OG0005890	LOC108015308|XP_016937176.1|DSUZ	LOC6524132|XP_002099996.1|DYAK
OG0005891	LOC108014500|XP_036670386.1|DSUZ	LOC6533749|XP_015050245.1|DYAK
OG0005892	LOC108010704|XP_036671654.1|DSUZ	LOC26536259|XP_039230170.1|DYAK, LOC6533764|XP_002094468.3|DYAK
OG0005893	LOC108014257|XP_016935784.1|DSUZ	LOC6534460|XP_039229816.1|DYAK
OG0005894	LOC108014259|XP_036671824.1|DSUZ	LOC6534461|XP_002095138.1|DYAK
OG0005895	LOC108014258|XP_016935785.1|DSUZ	LOC6534462|XP_002095139.1|DYAK
OG0005896	LOC108012311|XP_036670552.1|DSUZ	LOC6534762|XP_039229740.1|DYAK
OG0005897	LOC108013259|XP_036671080.1|DSUZ	LOC6534023|XP_039230628.1|DYAK
OG0005898	LOC108005439|XP_016924216.2|DSUZ	LOC6524814|XP_002100656.2|DYAK
OG0005899	LOC108018201|XP_016941206.1|DSUZ	LOC6528424|XP_002089470.1|DYAK
OG0005900	LOC108019955|XP_016943536.1|DSUZ	LOC6526326|XP_002087448.1|DYAK
OG0005901	LOC108009698|XP_016929744.1|DSUZ	LOC6530585|XP_039228143.1|DYAK
OG0005902	LOC108009418|XP_016929234.1|DSUZ	LOC6530360|XP_002091286.1|DYAK
OG0005903	LOC108006032|XP_016924964.2|DSUZ	LOC6536600|XP_002097176.1|DYAK
OG0005904	LOC108011891|XP_016932627.2|DSUZ	LOC6537936|XP_002098476.2|DYAK
OG0005905	LOC108005554|XP_036670499.1|DSUZ	LOC6534868|XP_015050882.1|DYAK
OG0005906	LOC118876780|XP_036671089.1|DSUZ, LOC118877518|XP_036672447.1|DSUZ	LOC26535923|XP_039230816.1|DYAK
OG0005907	LOC108004814|XP_016923372.2|DSUZ	LOC6534855|XP_002095527.2|DYAK
OG0005908	LOC108013778|XP_016935232.1|DSUZ	LOC6539531|XP_002086419.1|DYAK
OG0005909	LOC108017603|XP_036671344.1|DSUZ	LOC6534600|XP_039229963.1|DYAK
OG0005910	LOC108009779|XP_016929904.1|DSUZ	LOC6531465|XP_002092264.1|DYAK
OG0005911	LOC108009780|XP_016929905.1|DSUZ	LOC6531464|XP_002092263.1|DYAK
OG0005912	LOC108009100|XP_016928652.1|DSUZ	LOC120320433|XP_015051337.1|DYAK
OG0005913	LOC108005985|XP_016924915.2|DSUZ	LOC6537785|XP_002098326.1|DYAK
OG0005914	LOC108008546|XP_016927906.1|DSUZ	LOC6530348|XP_002091275.1|DYAK
OG0005915	LOC108009157|XP_016928752.1|DSUZ	LOC6530347|XP_002091274.1|DYAK
OG0005916	LOC108010163|XP_016930491.1|DSUZ	LOC6530697|XP_002091588.1|DYAK
OG0005917	LOC108017831|XP_016940473.1|DSUZ	LOC6530979|XP_002091817.1|DYAK
OG0005918	LOC108021817|XP_016946110.1|DSUZ	LOC6525391|XP_002101226.1|DYAK
OG0005919	LOC108009145|XP_016928738.1|DSUZ	LOC6528786|XP_002089820.1|DYAK
OG0005920	LOC108018133|XP_016941075.2|DSUZ	LOC6531509|XP_002092308.1|DYAK
OG0005921	LOC108013523|XP_016934908.1|DSUZ	LOC6532445|XP_002093192.1|DYAK
OG0005922	LOC108016776|XP_016939031.1|DSUZ	LOC6523961|XP_002099833.1|DYAK
OG0005923	LOC118877386|XP_036671876.1|DSUZ	LOC6533829|XP_002094529.1|DYAK
OG0005924	LOC108013126|XP_016934292.1|DSUZ	LOC6534068|XP_002094754.1|DYAK
OG0005925	LOC108020272|XP_016943884.1|DSUZ	LOC6533937|XP_002094637.1|DYAK
OG0005926	LOC108018949|XP_016942041.1|DSUZ	LOC6525340|XP_002101176.1|DYAK
OG0005927	LOC108007993|XP_036674982.1|DSUZ	LOC6537516|XP_002098062.1|DYAK
OG0005928	LOC108015233|XP_016937065.1|DSUZ	LOC6525989|XP_002101807.1|DYAK
OG0005929	LOC108013626|XP_036670297.1|DSUZ	LOC6532436|XP_002093183.1|DYAK
OG0005930	LOC108009223|XP_016928874.1|DSUZ	LOC6530248|XP_002091185.1|DYAK
OG0005931	LOC108018011|XP_016940858.1|DSUZ	LOC6528294|XP_002089347.1|DYAK
OG0005932	LOC108009688|XP_016929724.1|DSUZ	LOC26535495|XP_015052906.1|DYAK
OG0005933	LOC108018002|XP_016940841.1|DSUZ	LOC6528664|XP_002089706.1|DYAK
OG0005934	LOC108009877|XP_016930072.1|DSUZ	LOC6530439|XP_002091355.3|DYAK
OG0005935	LOC108007704|XP_036672281.1|DSUZ	LOC6535185|XP_039230239.1|DYAK
OG0005936	LOC108011716|XP_016932430.1|DSUZ	LOC6527008|XP_002088104.1|DYAK
OG0005937	LOC108007695|XP_016926919.2|DSUZ	LOC6535183|XP_002095845.2|DYAK
OG0005938	LOC108008241|XP_036669055.1|DSUZ	LOC6531340|XP_002092144.1|DYAK
OG0005939	LOC108006537|XP_016925552.1|DSUZ	LOC6524732|XP_002100576.1|DYAK
OG0005940	LOC108009439|XP_016929270.1|DSUZ	LOC6530590|XP_002091503.2|DYAK
OG0005941	LOC108009987|XP_016930250.1|DSUZ	LOC6531900|XP_039228907.1|DYAK
OG0005942	LOC108019871|XP_016943422.1|DSUZ	LOC6529043|XP_002090074.2|DYAK
OG0005943	LOC108018087|XP_016940977.1|DSUZ	LOC6528288|XP_015053902.1|DYAK
OG0005944	LOC108017777|XP_016940390.1|DSUZ	LOC6528291|XP_002089344.1|DYAK
OG0005945	LOC108009516|XP_016929425.1|DSUZ	LOC6529356|XP_002090361.1|DYAK
OG0005946	LOC108019887|XP_016943452.1|DSUZ	LOC6530067|XP_039228579.1|DYAK
OG0005947	LOC108009633|XP_016929612.1|DSUZ	LOC6531379|XP_002092182.1|DYAK
OG0005948	LOC108020442|XP_016944252.1|DSUZ, LOC118877542|XP_036672494.1|DSUZ	LOC6534973|XP_002095643.1|DYAK
OG0005949	LOC108017612|XP_016940194.1|DSUZ	LOC6534601|XP_002095276.3|DYAK
OG0005950	LOC108005551|XP_016924337.1|DSUZ	LOC6527240|XP_015053169.1|DYAK
OG0005951	LOC108013630|XP_016935064.1|DSUZ	LOC6533566|XP_015050151.1|DYAK
OG0005952	LOC108018358|XP_016941393.1|DSUZ	LOC6527239|XP_015053639.1|DYAK
OG0005953	LOC108019928|XP_016943530.1|DSUZ	LOC6529243|XP_002090249.1|DYAK
OG0005954	LOC108021213|XP_016945300.1|DSUZ	LOC6529239|XP_002090245.1|DYAK
OG0005955	LOC108014041|XP_016935547.2|DSUZ	LOC6536387|XP_002096969.1|DYAK
OG0005956	LOC108009578|XP_036669384.1|DSUZ	LOC6531247|XP_002092056.1|DYAK
OG0005957	LOC108011470|XP_016932106.2|DSUZ	LOC6538692|XP_002099211.1|DYAK
OG0005958	LOC108011765|XP_016932485.2|DSUZ	LOC6538453|XP_002098977.1|DYAK
OG0005959	LOC108005379|XP_016924131.1|DSUZ	LOC6527909|XP_002088981.1|DYAK
OG0005960	LOC108011226|XP_016931813.1|DSUZ	LOC6525857|XP_002101677.1|DYAK
OG0005961	LOC108009096|XP_016928649.1|DSUZ	LOC6531458|XP_002092257.1|DYAK
OG0005962	LOC108008970|XP_016928393.1|DSUZ	LOC6530823|XP_039228275.1|DYAK
OG0005963	LOC108006619|XP_016925635.1|DSUZ	LOC6527270|XP_002088364.1|DYAK
OG0005964	LOC108010086|XP_016930392.1|DSUZ	LOC6530573|XP_002091486.1|DYAK
OG0005965	LOC108010219|XP_016930552.1|DSUZ	LOC6528822|XP_002089854.2|DYAK
OG0005966	LOC108009917|XP_016930132.1|DSUZ	LOC6530136|XP_002091082.2|DYAK
OG0005967	LOC108018225|XP_016941233.1|DSUZ	LOC6530830|XP_039228944.1|DYAK
OG0005968	LOC108018166|XP_016941146.1|DSUZ	LOC6530834|XP_002091717.2|DYAK
OG0005969	LOC108010200|XP_016930533.1|DSUZ	LOC6531938|XP_039228500.1|DYAK
OG0005970	LOC108012414|XP_016933264.1|DSUZ	LOC6533613|XP_002094321.1|DYAK
OG0005971	LOC108019751|XP_016943185.1|DSUZ	LOC6529889|XP_002090846.1|DYAK
OG0005972	LOC108005820|XP_016924638.1|DSUZ	LOC6534794|XP_015050837.1|DYAK
OG0005973	LOC108005791|XP_036670886.1|DSUZ	LOC6534878|XP_002095550.1|DYAK
OG0005974	LOC108005884|XP_016924755.1|DSUZ	LOC6534808|XP_015050846.1|DYAK
OG0005975	LOC108005821|XP_016924643.1|DSUZ	LOC6534798|XP_002095470.1|DYAK
OG0005976	LOC108018604|XP_016941653.2|DSUZ	LOC26535822|XP_039232560.1|DYAK
OG0005977	LOC108008380|XP_016927712.1|DSUZ	LOC6530769|XP_002091657.1|DYAK
OG0005978	LOC108009974|XP_016930229.1|DSUZ	LOC6531687|XP_002092478.3|DYAK
OG0005979	LOC108019858|XP_016943390.1|DSUZ	LOC6530007|XP_002090953.1|DYAK
OG0005980	LOC108017800|XP_016940434.1|DSUZ	LOC6528418|XP_002089464.1|DYAK
OG0005981	LOC108005297|XP_016923995.1|DSUZ	LOC6525540|XP_002101375.2|DYAK
OG0005982	LOC108018238|XP_016941253.1|DSUZ	LOC6528425|XP_002089471.3|DYAK
OG0005983	LOC108013670|XP_036676730.1|DSUZ	LOC120322033|XP_039232735.1|DYAK
OG0005984	LOC108005395|XP_036676987.1|DSUZ	LOC6525616|XP_039226012.1|DYAK
OG0005985	LOC108021794|XP_036677109.1|DSUZ	LOC6525072|XP_002100911.2|DYAK
OG0005986	LOC108016790|XP_016939046.1|DSUZ	LOC6525725|XP_002101547.1|DYAK
OG0005987	LOC108019135|XP_016942366.1|DSUZ	LOC6526006|XP_015046585.1|DYAK
OG0005988	LOC108010136|XP_036669111.1|DSUZ	LOC6530230|XP_002091167.1|DYAK
OG0005989	LOC108019872|XP_016943429.1|DSUZ	LOC6529909|XP_002090866.1|DYAK
OG0005990	LOC108006188|XP_036669108.1|DSUZ	LOC6531134|XP_002091968.1|DYAK
OG0005991	LOC108017955|XP_016940712.1|DSUZ	LOC6528659|XP_039227019.1|DYAK
OG0005992	LOC108013265|XP_016934513.1|DSUZ	LOC6533602|XP_002094310.1|DYAK
OG0005993	LOC108013266|XP_016934515.1|DSUZ	LOC6533604|XP_015050184.1|DYAK
OG0005994	LOC108006914|XP_016926000.1|DSUZ	LOC6534638|XP_002095313.2|DYAK
OG0005995	LOC108005777|XP_036671793.1|DSUZ	LOC6534791|XP_002095463.1|DYAK
OG0005996	LOC108017615|XP_016940198.2|DSUZ	LOC6539366|XP_002086259.1|DYAK
OG0005997	LOC108010044|XP_016930342.1|DSUZ	LOC6529349|XP_002090354.1|DYAK
OG0005998	LOC108012559|XP_016933461.1|DSUZ	LOC6534173|XP_002094857.1|DYAK
OG0005999	LOC108013155|XP_016934336.1|DSUZ	LOC6532241|XP_002093014.1|DYAK
OG0006000	LOC108008242|XP_036669717.1|DSUZ	LOC6531347|XP_039229310.1|DYAK
OG0006001	LOC108012702|XP_016933619.1|DSUZ	LOC6533065|XP_015049799.1|DYAK
OG0006002	LOC108008341|XP_016927658.1|DSUZ	LOC6531911|XP_002092697.1|DYAK
OG0006003	LOC108013594|XP_016935012.1|DSUZ	LOC6534150|XP_002094834.1|DYAK
OG0006004	LOC108005936|XP_016924849.2|DSUZ	LOC6535330|XP_002095986.1|DYAK
OG0006005	LOC108009459|XP_016929318.1|DSUZ	LOC6529295|XP_002090300.1|DYAK
OG0006006	LOC108009464|XP_016929332.1|DSUZ	LOC6530688|XP_002091579.1|DYAK
OG0006007	LOC108019914|XP_016943505.1|DSUZ	LOC6529046|XP_002090077.1|DYAK
OG0006008	LOC108021142|XP_016945194.2|DSUZ	LOC6526656|XP_015053442.1|DYAK
OG0006009	LOC108013070|XP_036672110.1|DSUZ	LOC6539747|XP_015044996.1|DYAK
OG0006010	LOC108006904|XP_016925984.2|DSUZ	LOC6534622|XP_039230946.1|DYAK
OG0006011	LOC108012929|XP_016933952.1|DSUZ	LOC6532194|XP_002092968.2|DYAK
OG0006012	LOC108017376|XP_036672166.1|DSUZ	LOC6533724|XP_015050228.1|DYAK
OG0006013	LOC108017728|XP_016940327.2|DSUZ	LOC6530034|XP_002090980.2|DYAK
OG0006014	LOC108012557|XP_016933459.1|DSUZ	LOC6534030|XP_002094717.1|DYAK
OG0006015	LOC108008868|XP_016928262.1|DSUZ	LOC6530484|XP_002091399.1|DYAK
OG0006016	LOC108017999|XP_016940838.1|DSUZ	LOC6528660|XP_002089702.1|DYAK
OG0006017	LOC108008342|XP_016927659.1|DSUZ	LOC6530175|XP_002091115.1|DYAK
OG0006018	LOC108018193|XP_016941193.1|DSUZ	LOC6530984|XP_002091822.2|DYAK
OG0006019	LOC108010242|XP_016930583.1|DSUZ	LOC26535978|XP_015052945.2|DYAK
OG0006020	LOC108013192|XP_016934389.1|DSUZ	LOC6539744|XP_002086629.1|DYAK
OG0006021	LOC118877437|XP_036672146.1|DSUZ	LOC6533923|XP_002094623.1|DYAK
OG0006022	LOC108021258|XP_016945370.1|DSUZ	LOC6527500|XP_002088590.1|DYAK
OG0006023	LOC108018433|XP_016941481.1|DSUZ	LOC6538479|XP_002099003.1|DYAK
OG0006024	LOC108011109|XP_036677112.1|DSUZ	LOC6524977|XP_039231108.1|DYAK
OG0006025	LOC108009775|XP_036669048.1|DSUZ	LOC6530156|XP_002091098.1|DYAK
OG0006026	LOC108012186|XP_016932970.2|DSUZ	LOC6537765|XP_015048491.1|DYAK
OG0006027	LOC108019728|XP_016943137.1|DSUZ	LOC6529945|XP_039228555.1|DYAK
OG0006028	LOC108008321|XP_016927628.1|DSUZ	LOC6530373|XP_002091299.1|DYAK
OG0006029	LOC108017775|XP_016940387.1|DSUZ	LOC6528656|XP_002089698.1|DYAK
OG0006030	LOC108011493|XP_036673958.1|DSUZ	LOC6538676|XP_002099195.1|DYAK
OG0006031	LOC108008311|XP_016927618.1|DSUZ	LOC6530199|XP_002091137.3|DYAK
OG0006032	LOC108015245|XP_016937083.1|DSUZ	LOC6526149|XP_039226370.1|DYAK
OG0006033	LOC108008330|XP_016927644.1|DSUZ	LOC6530172|XP_002091112.1|DYAK
OG0006034	LOC108018497|XP_036674050.1|DSUZ, LOC108019423|XP_036673831.1|DSUZ	LOC6535859|XP_002096478.3|DYAK
OG0006035	LOC108014578|XP_016936222.2|DSUZ	LOC6537127|XP_002097688.1|DYAK
OG0006036	LOC108009378|XP_016929174.1|DSUZ	LOC6527876|XP_002088948.1|DYAK
OG0006037	LOC108009682|XP_016929716.1|DSUZ	LOC6530427|XP_002091343.1|DYAK
OG0006038	LOC108014354|XP_016935928.1|DSUZ	LOC6537534|XP_002098080.1|DYAK
OG0006039	LOC108019910|XP_016943498.1|DSUZ	LOC6529053|XP_002090082.1|DYAK
OG0006040	LOC108019855|XP_016943387.1|DSUZ	LOC6529895|XP_002090852.2|DYAK
OG0006041	LOC108016610|XP_016938790.1|DSUZ	LOC6525471|XP_002101306.1|DYAK
OG0006042	LOC108017697|XP_036670091.1|DSUZ	LOC6531544|XP_015051394.1|DYAK
OG0006043	LOC108018644|XP_036671426.1|DSUZ	LOC6534264|XP_002094945.1|DYAK
OG0006044	LOC108015262|XP_016937108.1|DSUZ	LOC26536131|XP_039226486.1|DYAK
OG0006045	LOC108010969|XP_016931479.1|DSUZ	LOC6529077|XP_002090090.2|DYAK
OG0006046	LOC108009795|XP_016929946.1|DSUZ	LOC6531700|XP_002092491.2|DYAK
OG0006047	LOC108013593|XP_016935011.1|DSUZ	LOC6534077|XP_002094763.1|DYAK
OG0006048	LOC108016393|XP_016938529.2|DSUZ	LOC6533735|XP_002094440.1|DYAK
OG0006049	LOC108006558|XP_016925577.1|DSUZ	LOC6524705|XP_002100549.1|DYAK
OG0006050	LOC108010833|XP_016931288.2|DSUZ	LOC6539006|XP_002099508.1|DYAK
OG0006051	LOC108016961|XP_016939385.1|DSUZ	LOC6525008|XP_002100847.1|DYAK
OG0006052	LOC108008302|XP_016927608.1|DSUZ	LOC6532158|XP_002092934.2|DYAK
OG0006053	LOC108013449|XP_016934814.1|DSUZ	LOC6532743|XP_002093485.1|DYAK
OG0006054	LOC108020397|XP_016944164.1|DSUZ	LOC6523706|XP_002099583.1|DYAK
OG0006055	LOC108018404|XP_016941450.2|DSUZ	LOC6536815|XP_002097385.1|DYAK
OG0006056	LOC108017830|XP_016940472.1|DSUZ	LOC6531543|XP_002092342.1|DYAK
OG0006057	LOC108013390|XP_016934722.1|DSUZ	LOC6532349|XP_039230006.1|DYAK
OG0006058	LOC108020123|XP_016943713.1|DSUZ	LOC6535621|XP_002096249.1|DYAK
OG0006059	LOC108007276|XP_036670442.1|DSUZ	LOC6533927|XP_015050332.1|DYAK
OG0006060	LOC108007282|XP_016926411.2|DSUZ	LOC6533928|XP_002094628.1|DYAK
OG0006061	LOC108015190|XP_016936999.2|DSUZ	LOC6526172|XP_039229556.1|DYAK
OG0006062	LOC108006206|XP_016925132.2|DSUZ	LOC6536616|XP_002097188.1|DYAK
OG0006063	LOC108021413|XP_016945614.1|DSUZ	LOC6527936|XP_002089003.1|DYAK
OG0006064	LOC108009383|XP_016929180.1|DSUZ	LOC6530354|XP_002091280.1|DYAK
OG0006065	LOC108013456|XP_016934821.1|DSUZ	LOC6533511|XP_002094222.2|DYAK
OG0006066	LOC108017819|XP_016940458.1|DSUZ	LOC6528422|XP_002089468.1|DYAK
OG0006067	LOC108019716|XP_016943104.1|DSUZ	LOC6528648|XP_039226627.1|DYAK
OG0006068	LOC108015140|XP_016936899.1|DSUZ	LOC6525152|XP_002100990.1|DYAK
OG0006069	LOC108017645|XP_036672410.1|DSUZ	LOC6534278|XP_002094959.1|DYAK
OG0006070	LOC108014606|XP_016936258.1|DSUZ	LOC6539799|XP_002086686.1|DYAK
OG0006071	LOC108013874|XP_036673322.1|DSUZ	LOC6538229|XP_002098756.1|DYAK
OG0006072	LOC108012467|XP_016933348.1|DSUZ	LOC6533512|XP_002094223.1|DYAK
OG0006073	LOC108013606|XP_016935035.1|DSUZ	LOC6532292|XP_002093052.1|DYAK
OG0006074	LOC108005319|XP_016924022.1|DSUZ	LOC6525531|XP_002101366.2|DYAK
OG0006075	LOC108004566|XP_016922991.1|DSUZ	LOC120320429|XP_015046275.1|DYAK
OG0006076	LOC108008440|XP_016927779.1|DSUZ	LOC6530447|XP_002091363.1|DYAK
OG0006077	LOC108020321|XP_036670705.1|DSUZ	LOC6534905|XP_002095576.2|DYAK
OG0006078	LOC108011065|XP_016931617.2|DSUZ	LOC6534903|XP_002095574.2|DYAK
OG0006079	LOC108012837|XP_016933793.1|DSUZ	LOC6534744|XP_002095419.2|DYAK
OG0006080	LOC108014019|XP_016935517.2|DSUZ	LOC6539526|XP_002086414.2|DYAK
OG0006081	LOC108008385|XP_016927717.1|DSUZ	LOC6528776|XP_015054060.1|DYAK
OG0006082	LOC108009151|XP_016928745.1|DSUZ	LOC6528778|XP_002089812.1|DYAK
OG0006083	LOC108020729|XP_036672162.1|DSUZ	LOC6535026|XP_002095692.1|DYAK
OG0006084	LOC108011793|XP_036671247.1|DSUZ	LOC6534549|XP_015050681.1|DYAK
OG0006085	LOC108006882|XP_036671665.1|DSUZ	LOC6539798|XP_002086685.1|DYAK
OG0006086	LOC108017611|XP_036671253.1|DSUZ	LOC6534609|XP_015045178.1|DYAK
OG0006087	LOC108010085|XP_016930388.1|DSUZ	LOC6531701|XP_002092492.2|DYAK
OG0006088	LOC108010488|XP_016930847.2|DSUZ	LOC6534275|XP_002094956.1|DYAK
OG0006089	LOC108004575|XP_016923004.1|DSUZ	LOC6524166|XP_002100029.1|DYAK
OG0006090	LOC108011302|XP_036671188.1|DSUZ	LOC6539482|XP_039230519.1|DYAK
OG0006091	LOC108013360|XP_016934670.1|DSUZ	LOC6532516|XP_002093262.3|DYAK
OG0006092	LOC108011112|XP_016931673.1|DSUZ	LOC26535661|XP_039231322.1|DYAK
OG0006093	LOC108010217|XP_016930550.1|DSUZ	LOC6528824|XP_002089856.1|DYAK
OG0006094	LOC108018660|XP_016941722.1|DSUZ	LOC6533780|XP_015050260.1|DYAK
OG0006095	LOC108010182|XP_016930513.1|DSUZ	LOC6528705|XP_002089740.3|DYAK
OG0006096	LOC108009016|XP_016928476.1|DSUZ	LOC6530402|XP_002091328.1|DYAK
OG0006097	LOC108015526|XP_036670967.1|DSUZ	LOC6534203|XP_039229519.1|DYAK
OG0006098	LOC108021091|XP_016945103.1|DSUZ	LOC6526263|XP_002087385.1|DYAK
OG0006099	LOC108009695|XP_016929734.1|DSUZ	LOC6530469|XP_002091385.1|DYAK
OG0006100	LOC108008682|XP_016928065.1|DSUZ	LOC6531755|XP_002092545.1|DYAK
OG0006101	LOC108007355|XP_016926498.1|DSUZ	LOC6528034|XP_002089101.1|DYAK
OG0006102	LOC108008504|XP_016927858.1|DSUZ	LOC6530941|XP_002091783.1|DYAK
OG0006103	LOC108004596|XP_036676951.1|DSUZ	LOC6525088|XP_002100927.1|DYAK
OG0006104	LOC108021826|XP_016946119.1|DSUZ	LOC6525442|XP_002101277.1|DYAK
OG0006105	LOC108004770|XP_016923305.1|DSUZ	LOC6525443|XP_002101278.1|DYAK
OG0006106	LOC108015871|XP_036671081.1|DSUZ	LOC6534581|XP_039229862.1|DYAK
OG0006107	LOC108009819|XP_016929990.1|DSUZ	LOC6530694|XP_002091585.1|DYAK
OG0006108	LOC108015301|XP_016937167.1|DSUZ	LOC6523906|XP_002099779.1|DYAK
OG0006109	LOC108007707|XP_016926940.1|DSUZ	LOC6535196|XP_002095856.1|DYAK
OG0006110	LOC108015927|XP_016937996.2|DSUZ	LOC6534186|XP_002094869.1|DYAK
OG0006111	LOC108009592|XP_016929553.1|DSUZ	LOC6530713|XP_002091604.1|DYAK
OG0006112	LOC108008388|XP_016927722.1|DSUZ	LOC6531974|XP_002092760.1|DYAK
OG0006113	LOC108005199|XP_016923873.2|DSUZ	LOC6534393|XP_002095071.1|DYAK
OG0006114	LOC108014783|XP_016936465.2|DSUZ	LOC6538085|XP_002098619.1|DYAK
OG0006115	LOC108010222|XP_016930555.1|DSUZ	LOC6530151|XP_002091093.1|DYAK
OG0006116	LOC108010304|XP_016930676.1|DSUZ	LOC6530206|XP_002091144.1|DYAK
OG0006117	LOC108009098|XP_016928651.1|DSUZ	LOC6531459|XP_002092258.1|DYAK
OG0006118	LOC108009292|XP_016929011.1|DSUZ	LOC6531709|XP_015051506.1|DYAK
OG0006119	LOC108019777|XP_016943242.1|DSUZ	LOC6529903|XP_002090860.1|DYAK
OG0006120	LOC108008415|XP_016927749.1|DSUZ	LOC6531206|XP_002092034.1|DYAK
OG0006121	LOC108017621|XP_036670678.1|DSUZ	LOC6534606|XP_002095281.2|DYAK
OG0006122	LOC108020338|XP_016943977.1|DSUZ	LOC6523709|XP_002099585.1|DYAK
OG0006123	LOC108010050|XP_016930350.1|DSUZ	LOC6532048|XP_002092825.3|DYAK
OG0006124	LOC108020645|XP_016944488.2|DSUZ	LOC6538746|XP_002099261.1|DYAK
