Orthogroup	DSUZ.longest_only	DHYD.longest_only
OG0004957	LOC108007094|XP_036670862.1|DSUZ	LOC111601697|XP_023174181.2|DHYD
OG0004958	LOC108012984|XP_016934043.1|DSUZ	LOC111605172|XP_030081499.1|DHYD
OG0004959	LOC108012986|XP_016934045.1|DSUZ	LOC111605180|XP_023179345.1|DHYD
OG0004960	LOC108012983|XP_016934038.1|DSUZ	LOC111605199|XP_023179374.2|DHYD
OG0004961	LOC108008407|XP_016927742.1|DSUZ	LOC111599378|XP_023170785.2|DHYD
OG0004962	LOC108013076|XP_016934185.1|DSUZ	LOC111597479|XP_023167998.1|DHYD
OG0004963	LOC108015807|XP_036670567.1|DSUZ	LOC111592323|XP_023160211.2|DHYD
OG0004964	LOC108013268|XP_016934518.1|DSUZ	LOC111598757|XP_023169932.2|DHYD
OG0004965	LOC108005783|XP_016924601.1|DSUZ	LOC111601048|XP_023173231.1|DHYD
OG0004966	LOC108005908|XP_036670930.1|DSUZ	LOC111601038|XP_023173218.1|DHYD
OG0004967	LOC108017793|XP_016940426.1|DSUZ	LOC111597639|XP_023168212.2|DHYD
OG0004968	LOC118877357|XP_036671708.1|DSUZ	LOC111591915|XP_023159605.1|DHYD
OG0004969	LOC108017784|XP_016940414.1|DSUZ	LOC111598808|XP_023169999.2|DHYD
OG0004970	LOC108020199|XP_036671723.1|DSUZ	LOC111591920|XP_030079638.1|DHYD
OG0004971	LOC108020209|XP_036670981.1|DSUZ	LOC111591922|XP_023159617.1|DHYD
OG0004972	LOC108005786|XP_016924605.1|DSUZ	LOC111601075|XP_023173269.1|DHYD
OG0004973	LOC108012855|XP_016933810.1|DSUZ	LOC111596508|XP_023166539.1|DHYD
OG0004974	LOC108013455|XP_016934820.1|DSUZ	LOC111605195|XP_023179367.2|DHYD
OG0004975	LOC108020058|XP_016943645.1|DSUZ	LOC111595273|XP_023164688.1|DHYD
OG0004976	LOC108011836|XP_016932563.1|DSUZ	LOC111596847|XP_023167039.1|DHYD
OG0004977	LOC108008365|XP_016927691.1|DSUZ	LOC111599889|XP_023171480.1|DHYD
OG0004978	LOC108017989|XP_016940820.1|DSUZ	LOC111602379|XP_023175163.2|DHYD
OG0004979	LOC108012794|XP_016933717.1|DSUZ	LOC111601588|XP_023174011.1|DHYD
OG0004980	LOC108005674|XP_016924487.1|DSUZ	LOC111597274|XP_023167657.2|DHYD
OG0004981	LOC108020714|XP_016944571.2|DSUZ, LOC108020757|XP_016944624.2|DSUZ	LOC111592291|XP_023160162.2|DHYD
OG0004982	LOC108020738|XP_016944603.2|DSUZ, LOC108020737|XP_036671373.1|DSUZ	LOC111592259|XP_023160115.2|DHYD
OG0004983	LOC108013532|XP_016934918.1|DSUZ	LOC111598733|XP_023169894.2|DHYD
OG0004984	LOC108013590|XP_016935006.1|DSUZ	LOC111604786|XP_023178767.1|DHYD
OG0004985	LOC108012821|XP_016933754.1|DSUZ	LOC111602886|XP_023175986.2|DHYD
OG0004986	LOC108010522|XP_016930887.2|DSUZ	LOC111599254|XP_023170621.1|DHYD
OG0004987	LOC108006666|XP_036672385.1|DSUZ	LOC111605684|XP_023180119.2|DHYD
OG0004988	LOC108012823|XP_016933757.1|DSUZ	LOC111602887|XP_030081140.1|DHYD
OG0004989	LOC108006675|XP_036671381.1|DSUZ	LOC111605670|XP_023180102.1|DHYD
OG0004990	LOC108008960|XP_016928360.1|DSUZ	LOC111602122|XP_023174839.1|DHYD
OG0004991	LOC108009102|XP_016928655.1|DSUZ	LOC111602388|XP_023175175.1|DHYD
OG0004992	LOC108009105|XP_036669175.1|DSUZ	LOC111602389|XP_023175177.2|DHYD
OG0004993	LOC108012916|XP_016933928.1|DSUZ	LOC111601691|XP_023174169.2|DHYD
OG0004994	LOC108007080|XP_036672133.1|DSUZ	LOC111604489|XP_023178347.2|DHYD
OG0004995	LOC108011852|XP_036672346.1|DSUZ	LOC111601595|XP_023174024.2|DHYD
OG0004996	LOC108013283|XP_016934545.1|DSUZ	LOC111592960|XP_023161218.1|DHYD
OG0004997	LOC108008292|XP_016927593.1|DSUZ	LOC111594023|XP_023162898.1|DHYD
OG0004998	LOC108017994|XP_016940831.1|DSUZ	LOC111597728|XP_023168338.1|DHYD
OG0004999	LOC108014471|XP_016936084.2|DSUZ	LOC111601649|XP_023174099.2|DHYD
OG0005000	LOC108008287|XP_016927588.1|DSUZ	LOC111599397|XP_023170809.1|DHYD
OG0005001	LOC108012851|XP_036670562.1|DSUZ	LOC111601690|XP_023174167.2|DHYD
OG0005002	LOC108017393|XP_036674090.1|DSUZ, LOC118877807|XP_036673843.1|DSUZ	LOC111601481|XP_023173838.1|DHYD
OG0005003	LOC108013189|XP_016934380.1|DSUZ	LOC111592838|XP_023161029.1|DHYD
OG0005004	LOC108012553|XP_016933454.1|DSUZ	LOC111601028|XP_023173205.1|DHYD
OG0005005	LOC108020443|XP_016944253.1|DSUZ, LOC118877438|XP_036672150.1|DSUZ	LOC111604537|XP_023178404.2|DHYD
OG0005006	LOC108013386|XP_016934707.1|DSUZ	LOC111595387|XP_023164853.1|DHYD
OG0005007	LOC108015549|XP_036670994.1|DSUZ	LOC111601110|XP_023173324.2|DHYD
OG0005008	LOC108013625|XP_016935057.1|DSUZ	LOC111597469|XP_023167986.2|DHYD
OG0005009	LOC108004811|XP_016923369.2|DSUZ	LOC111604775|XP_023178748.1|DHYD
OG0005010	LOC108018647|XP_036671178.1|DSUZ	LOC111598383|XP_023169360.2|DHYD
OG0005011	LOC108009134|XP_016928727.1|DSUZ	LOC111600066|XP_023171764.2|DHYD
OG0005012	LOC108012430|XP_016933283.1|DSUZ	LOC111597502|XP_023168035.2|DHYD
OG0005013	LOC108011544|XP_016932200.2|DSUZ	LOC111604788|XP_023178769.2|DHYD
OG0005014	LOC108012994|XP_016934056.1|DSUZ	LOC111598726|XP_023169885.1|DHYD
OG0005015	LOC108005857|XP_036671145.1|DSUZ	LOC111604440|XP_023178277.2|DHYD
OG0005016	LOC118877382|XP_036671846.1|DSUZ	LOC111598699|XP_023169833.1|DHYD
OG0005017	LOC108012345|XP_016933182.1|DSUZ	LOC111602900|XP_023176004.2|DHYD
OG0005018	LOC108013041|XP_016934138.1|DSUZ	LOC111601073|XP_023173265.1|DHYD
OG0005019	LOC108007499|XP_016926671.2|DSUZ	LOC111596939|XP_023167159.1|DHYD
OG0005020	LOC108009513|XP_016929421.1|DSUZ	LOC111593871|XP_023162700.2|DHYD
OG0005021	LOC108006752|XP_016925796.1|DSUZ	LOC111594701|XP_023163890.2|DHYD
OG0005022	LOC108012410|XP_016933260.1|DSUZ	LOC111595294|XP_023164716.2|DHYD
OG0005023	LOC108008630|XP_016928000.1|DSUZ	LOC111600645|XP_023172630.1|DHYD
OG0005024	LOC108013251|XP_016934490.1|DSUZ	LOC111596969|XP_023167213.1|DHYD
OG0005025	LOC108013529|XP_016934915.1|DSUZ	LOC111597494|XP_023168020.2|DHYD
OG0005026	LOC108012403|XP_016933252.1|DSUZ	LOC111601734|XP_023174226.2|DHYD
OG0005027	LOC108011816|XP_036671031.1|DSUZ	LOC111604485|XP_023178340.2|DHYD
OG0005028	LOC108018679|XP_016941740.2|DSUZ	LOC111605544|XP_023179874.1|DHYD
OG0005029	LOC108004810|XP_016923367.1|DSUZ	LOC111601054|XP_023173238.2|DHYD
OG0005030	LOC108012927|XP_016933951.1|DSUZ	LOC111600511|XP_023172407.1|DHYD
OG0005031	LOC108013353|XP_016934659.1|DSUZ	LOC111592969|XP_023161229.2|DHYD
OG0005032	LOC108012606|XP_016933515.1|DSUZ	LOC111594361|XP_023163392.1|DHYD
OG0005033	LOC108011407|XP_036670700.1|DSUZ	LOC111593094|XP_030078950.1|DHYD
OG0005034	LOC108011408|XP_036671054.1|DSUZ	LOC111593106|XP_030081422.1|DHYD
OG0005035	LOC108013175|XP_016934361.1|DSUZ	LOC111594380|XP_023163412.2|DHYD
OG0005036	LOC108013183|XP_016934373.1|DSUZ	LOC111602923|XP_023176038.1|DHYD
OG0005037	LOC108013069|XP_016934177.1|DSUZ	LOC111603741|XP_023177226.1|DHYD
OG0005038	LOC108011872|XP_016932603.1|DSUZ	LOC111594858|XP_023164105.1|DHYD
OG0005039	LOC108021344|XP_016945515.1|DSUZ	LOC111599068|XP_023170359.2|DHYD
OG0005040	LOC108013142|XP_016934317.1|DSUZ	LOC111601647|XP_023174096.2|DHYD
OG0005041	LOC108013077|XP_016934186.1|DSUZ	LOC111597516|XP_023168053.2|DHYD
OG0005042	LOC108012478|XP_016933364.1|DSUZ	LOC111604763|XP_023178729.2|DHYD
OG0005043	LOC108009772|XP_016929890.1|DSUZ	LOC111597956|XP_023168688.1|DHYD
OG0005044	LOC108009769|XP_016929887.1|DSUZ	LOC111597952|XP_023168682.2|DHYD
OG0005045	LOC108008640|XP_016928009.1|DSUZ	LOC111597999|XP_023168755.1|DHYD
OG0005046	LOC108017883|XP_016940535.1|DSUZ	LOC111602369|XP_023175151.1|DHYD
OG0005047	LOC108011745|XP_016932459.1|DSUZ	LOC111595072|XP_023164396.2|DHYD
OG0005048	LOC108011733|XP_036671728.1|DSUZ	LOC111595074|XP_023164399.1|DHYD
OG0005049	LOC108013003|XP_016934077.2|DSUZ	LOC111594384|XP_023163419.2|DHYD
OG0005050	LOC108009103|XP_016928657.1|DSUZ	LOC111602187|XP_023174915.2|DHYD
OG0005051	LOC108013098|XP_016934231.1|DSUZ	LOC111594356|XP_023163383.1|DHYD
OG0005052	LOC108012560|XP_016933464.1|DSUZ	LOC111594357|XP_023163384.1|DHYD
OG0005053	LOC108020354|XP_016944040.1|DSUZ	LOC111594673|XP_023163851.2|DHYD
OG0005054	LOC108005740|XP_036670587.1|DSUZ	LOC111592254|XP_023160103.1|DHYD
OG0005055	LOC108013738|XP_016935178.1|DSUZ	LOC111605046|XP_023179153.1|DHYD
OG0005056	LOC108018249|XP_016941268.1|DSUZ	LOC111597656|XP_023168246.2|DHYD
OG0005057	LOC108005826|XP_036670940.1|DSUZ	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD
OG0005058	LOC108014460|XP_036671441.1|DSUZ	LOC111601742|XP_023174233.1|DHYD
OG0005059	LOC108008427|XP_016927765.1|DSUZ	LOC111593949|XP_023162808.1|DHYD
OG0005060	LOC108009482|XP_016929357.1|DSUZ	LOC111593840|XP_023162648.1|DHYD
OG0005061	LOC108005904|XP_016924800.1|DSUZ	LOC111596293|XP_023166217.2|DHYD
OG0005062	LOC108018021|XP_016940869.1|DSUZ	LOC111600141|XP_030081193.1|DHYD
OG0005063	LOC108007465|XP_016926626.1|DSUZ	LOC111604100|XP_023177768.2|DHYD
OG0005064	LOC108014684|XP_016936347.1|DSUZ	LOC111595098|XP_023164432.1|DHYD
OG0005065	LOC108017919|XP_016940578.1|DSUZ	LOC111604189|XP_023177912.2|DHYD
OG0005066	LOC108010170|XP_016930502.1|DSUZ	LOC111596624|XP_023166678.1|DHYD
OG0005067	LOC108010244|XP_016930587.1|DSUZ	LOC111600898|XP_023173005.2|DHYD
OG0005068	LOC108007548|XP_016926730.2|DSUZ	LOC111599276|XP_023170642.1|DHYD
OG0005069	LOC108019782|XP_016943262.1|DSUZ	LOC111595622|XP_023165197.1|DHYD
OG0005070	LOC108007264|XP_016926392.1|DSUZ	LOC111600038|XP_023171724.2|DHYD
OG0005071	LOC108014492|XP_036672186.1|DSUZ	LOC111592798|XP_023160972.1|DHYD
OG0005072	LOC108015251|XP_016937093.1|DSUZ	LOC111601946|XP_023174570.1|DHYD
OG0005073	LOC108018219|XP_016941227.1|DSUZ	LOC111602226|XP_023174974.1|DHYD
OG0005074	LOC108012908|XP_016933915.1|DSUZ	LOC111603043|XP_023176249.2|DHYD
OG0005075	LOC108008681|XP_016928064.1|DSUZ	LOC111593577|XP_023162210.2|DHYD
OG0005076	LOC108008325|XP_016927637.1|DSUZ	LOC111599915|XP_023171512.1|DHYD
OG0005078	LOC108011839|XP_036671970.1|DSUZ	LOC111601586|XP_023174008.2|DHYD
OG0005079	LOC108009106|XP_016928665.1|DSUZ	LOC111605381|XP_023179636.2|DHYD
OG0005080	LOC108007126|XP_016926219.1|DSUZ	LOC111597541|XP_023168098.2|DHYD
OG0005081	LOC108017739|XP_016940337.1|DSUZ	LOC111593878|XP_023162711.2|DHYD
OG0005082	LOC108017675|XP_016940271.2|DSUZ	LOC111593527|XP_023162088.1|DHYD
OG0005083	LOC108013720|XP_016935149.1|DSUZ	LOC111602872|XP_023175966.1|DHYD
OG0005084	LOC108013381|XP_016934696.1|DSUZ	LOC111604409|XP_023178233.2|DHYD
OG0005085	LOC108013935|XP_016935434.2|DSUZ	LOC111604415|XP_023178238.1|DHYD
OG0005086	LOC108018208|XP_016941214.1|DSUZ	LOC111599947|XP_023171567.1|DHYD
OG0005087	LOC108013214|XP_016934421.1|DSUZ	LOC111598681|XP_030081435.1|DHYD
OG0005088	LOC108010005|XP_016930282.1|DSUZ	LOC111599953|XP_023171593.1|DHYD
OG0005089	LOC108010004|XP_016930281.1|DSUZ	LOC111599951|XP_023171590.2|DHYD
OG0005090	LOC108009764|XP_016929880.1|DSUZ	LOC111593733|XP_023162490.2|DHYD
OG0005091	LOC108019863|XP_036670199.1|DSUZ	LOC111605230|XP_023179427.1|DHYD
OG0005092	LOC108006834|XP_016925871.1|DSUZ	LOC111595042|XP_023164335.1|DHYD
OG0005093	LOC108005842|XP_016924679.1|DSUZ	LOC111604457|XP_023178303.1|DHYD
OG0005094	LOC108015840|XP_036671964.1|DSUZ	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC108009327|XP_016929087.1|DSUZ	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC108021536|XP_016945790.1|DSUZ	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC108008378|XP_016927709.1|DSUZ	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC108009977|XP_016930236.1|DSUZ	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC108008910|XP_016928306.1|DSUZ	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC108008661|XP_016928039.1|DSUZ	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC108009788|XP_016929919.1|DSUZ	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC108007265|XP_016926393.1|DSUZ	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC108010030|XP_016930325.1|DSUZ	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC108012755|XP_016933678.1|DSUZ	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC108012318|XP_036671222.1|DSUZ	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC108007112|XP_016926203.1|DSUZ	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC108009342|XP_016929119.1|DSUZ	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC108004691|XP_016923188.1|DSUZ	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC108005642|XP_016924445.2|DSUZ	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC108011454|XP_016932087.1|DSUZ	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC108012379|XP_016933223.1|DSUZ	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC118877325|XP_036671497.1|DSUZ	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC108012435|XP_016933290.1|DSUZ	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC108021628|XP_016945924.1|DSUZ	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC108006669|XP_036671609.1|DSUZ	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC108016777|XP_016939032.1|DSUZ	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC108021466|XP_016945687.1|DSUZ	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC108017972|XP_036670120.1|DSUZ	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC108013542|XP_016934933.1|DSUZ	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC108020758|XP_036670654.1|DSUZ	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC108011263|XP_016931858.1|DSUZ	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC108015539|XP_036670396.1|DSUZ	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC108006797|XP_036670684.1|DSUZ	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC108006684|XP_036671602.1|DSUZ	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC108012344|XP_016933181.1|DSUZ	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC108012876|XP_016933853.1|DSUZ	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC108007642|XP_036669904.1|DSUZ	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC108013485|XP_016934857.1|DSUZ	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC108012842|XP_016933797.1|DSUZ	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC108005762|XP_036671026.1|DSUZ	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC108007731|XP_016926972.1|DSUZ	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC108007125|XP_036672015.1|DSUZ	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC108011737|XP_036671259.1|DSUZ	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC108013244|XP_016934480.1|DSUZ	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC108013402|XP_016934745.1|DSUZ	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC108020162|XP_016943753.2|DSUZ	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC118877399|XP_036671954.1|DSUZ	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC108013312|XP_016934593.1|DSUZ	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC108021483|XP_016945717.1|DSUZ	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC108009498|XP_016929382.1|DSUZ	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC108013544|XP_016934938.1|DSUZ	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC108013117|XP_016934263.1|DSUZ	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC108012666|XP_016933582.1|DSUZ	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC108013557|XP_016934960.1|DSUZ	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC108013106|XP_016934242.1|DSUZ	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC108013108|XP_016934246.1|DSUZ	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC108013407|XP_016934753.1|DSUZ	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC108009501|XP_016929391.1|DSUZ	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC108018839|XP_016941915.1|DSUZ	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC108020067|XP_016943655.1|DSUZ	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC108020064|XP_016943652.1|DSUZ	LOC111597421|XP_023167885.1|DHYD
OG0005153	LOC108020060|XP_016943649.1|DSUZ	LOC111597417|XP_023167881.2|DHYD
OG0005154	LOC108020053|XP_036670530.1|DSUZ	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC108012420|XP_016933269.1|DSUZ	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC108018403|XP_016941449.1|DSUZ	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC108009579|XP_016929534.1|DSUZ	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC108013119|XP_016934278.1|DSUZ	LOC111598070|XP_023168872.2|DHYD
OG0005159	LOC108019465|XP_016942781.2|DSUZ	LOC111592455|XP_023160412.1|DHYD
OG0005160	LOC108015548|XP_036671770.1|DSUZ	LOC111601067|XP_023173258.1|DHYD
OG0005161	LOC108009935|XP_016930165.1|DSUZ	LOC111600767|XP_030080991.1|DHYD
OG0005162	LOC108014995|XP_016936708.1|DSUZ	LOC111603172|XP_023176420.1|DHYD
OG0005163	LOC108007448|XP_016926599.1|DSUZ	LOC111597630|XP_023168199.1|DHYD
OG0005164	LOC108013516|XP_016934899.1|DSUZ	LOC111598763|XP_023169943.2|DHYD
OG0005165	LOC108018060|XP_016940944.1|DSUZ	LOC111592153|XP_023159969.2|DHYD
OG0005166	LOC108016249|XP_016938361.2|DSUZ	LOC111604898|XP_030078630.1|DHYD
OG0005167	LOC108016256|XP_016938367.1|DSUZ	LOC111604932|XP_023178970.1|DHYD
OG0005168	LOC108006850|XP_036672382.1|DSUZ	LOC111603728|XP_023177207.2|DHYD
OG0005169	LOC108011873|XP_016932606.2|DSUZ	LOC111597520|XP_023168061.1|DHYD
OG0005170	LOC108011828|XP_036671629.1|DSUZ	LOC111597478|XP_023167995.1|DHYD
OG0005171	LOC108011841|XP_016932568.1|DSUZ	LOC111597529|XP_023168074.2|DHYD
OG0005172	LOC108010168|XP_016930500.1|DSUZ	LOC111593574|XP_023162203.2|DHYD
OG0005173	LOC108017969|XP_016940755.1|DSUZ	LOC111599931|XP_023171548.2|DHYD
OG0005174	LOC108010269|XP_016930619.1|DSUZ	LOC111594117|XP_023163044.1|DHYD
OG0005175	LOC108009629|XP_016929607.1|DSUZ	LOC111603837|XP_023177371.1|DHYD
OG0005176	LOC108019927|XP_016943526.1|DSUZ	LOC111604157|XP_023177852.1|DHYD
OG0005177	LOC108010090|XP_016930398.1|DSUZ	LOC111603815|XP_023177340.2|DHYD
OG0005178	LOC108012436|XP_016933291.1|DSUZ	LOC111601664|XP_023174116.2|DHYD
OG0005179	LOC108012829|XP_016933778.1|DSUZ	LOC111605175|XP_023179337.1|DHYD
OG0005180	LOC108012939|XP_016933964.1|DSUZ	LOC111602916|XP_023176029.2|DHYD
OG0005181	LOC108006273|XP_016925212.1|DSUZ	LOC111594063|XP_023162958.1|DHYD
OG0005182	LOC108009496|XP_016929378.1|DSUZ	LOC111599964|XP_030079711.1|DHYD
OG0005183	LOC108009816|XP_016929986.1|DSUZ	LOC111599047|XP_023170335.1|DHYD
OG0005184	LOC108009644|XP_016929635.1|DSUZ	LOC111599169|XP_023170521.2|DHYD
OG0005185	LOC108009895|XP_016930102.1|DSUZ	LOC111604192|XP_023177915.1|DHYD
OG0005186	LOC108008482|XP_016927830.1|DSUZ	LOC111604461|XP_030081094.1|DHYD
OG0005187	LOC108017967|XP_036670069.1|DSUZ	LOC111599959|XP_023171603.2|DHYD
OG0005188	LOC108018154|XP_016941110.1|DSUZ	LOC111602313|XP_023175084.2|DHYD
OG0005189	LOC108015225|XP_036676079.1|DSUZ	LOC111593035|XP_023161369.2|DHYD
OG0005190	LOC108006818|XP_036672096.1|DSUZ	LOC111603055|XP_023176280.2|DHYD
OG0005191	LOC108007380|XP_036673755.1|DSUZ	LOC111602959|XP_023176100.1|DHYD
OG0005192	LOC108009334|XP_036669142.1|DSUZ	LOC111597675|XP_030080933.1|DHYD
OG0005193	LOC108009326|XP_016929085.1|DSUZ	LOC111593876|XP_023162708.1|DHYD
OG0005194	LOC108010157|XP_016930482.1|DSUZ	LOC111602099|XP_023174802.2|DHYD
OG0005195	LOC108017930|XP_016940612.1|DSUZ	LOC111604181|XP_023177897.1|DHYD
OG0005196	LOC108005802|XP_016924621.1|DSUZ	LOC111592296|XP_023160168.2|DHYD
OG0005197	LOC108008374|XP_016927703.1|DSUZ	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD
OG0005198	LOC108007283|XP_036671632.1|DSUZ	LOC111595383|XP_023164850.1|DHYD
OG0005199	LOC108018230|XP_016941241.1|DSUZ	LOC111600740|XP_023172786.1|DHYD
OG0005200	LOC108009672|XP_016929692.1|DSUZ	LOC111600572|XP_023172525.1|DHYD
OG0005201	LOC108008300|XP_016927601.1|DSUZ	LOC111605387|XP_023179647.1|DHYD
OG0005202	LOC108010146|XP_016930470.1|DSUZ	LOC111604164|XP_023177870.2|DHYD
OG0005203	LOC108009124|XP_016928700.1|DSUZ	LOC111593753|XP_030081271.1|DHYD
OG0005204	LOC108021313|XP_016945456.1|DSUZ	LOC111602328|XP_023175098.2|DHYD
OG0005205	LOC108021266|XP_016945383.1|DSUZ	LOC111599370|XP_023170774.2|DHYD
OG0005206	LOC108010160|XP_016930486.1|DSUZ	LOC111605286|XP_023179499.2|DHYD
OG0005207	LOC108009980|XP_016930243.1|DSUZ	LOC111604602|XP_023178483.2|DHYD
OG0005208	LOC108008201|XP_036669255.1|DSUZ	LOC111593892|XP_023162727.1|DHYD
OG0005209	LOC108021409|XP_016945605.1|DSUZ	LOC111598930|XP_023170173.2|DHYD
OG0005210	LOC108021155|XP_036670104.1|DSUZ	LOC111598965|XP_030080529.1|DHYD
OG0005211	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ	LOC111599757|XP_023171279.2|DHYD
OG0005212	LOC108009843|XP_016930025.1|DSUZ	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD
OG0005213	LOC108015253|XP_016937094.1|DSUZ	LOC111597247|XP_023167615.2|DHYD
OG0005214	LOC108011942|XP_016932680.1|DSUZ	LOC111594955|XP_023164220.2|DHYD
OG0005215	LOC108021464|XP_016945683.1|DSUZ	LOC111601922|XP_023174545.1|DHYD
OG0005216	LOC108019699|XP_016943086.1|DSUZ	LOC111592547|XP_023160604.2|DHYD
OG0005217	LOC108018053|XP_016940936.1|DSUZ	LOC111592504|XP_023160495.2|DHYD
OG0005218	LOC108019129|XP_016942356.1|DSUZ	LOC111597215|XP_023167554.2|DHYD
OG0005219	LOC108010048|XP_016930347.1|DSUZ	LOC111599935|XP_023171550.2|DHYD
OG0005220	LOC108013011|XP_016934088.1|DSUZ	LOC111603714|XP_023177186.2|DHYD
OG0005221	LOC108005726|XP_016924545.1|DSUZ	LOC111593168|XP_030080026.1|DHYD
OG0005222	LOC108013483|XP_016934858.1|DSUZ	LOC111603519|XP_030079207.1|DHYD
OG0005223	LOC108021085|XP_016945095.1|DSUZ	LOC111592552|XP_030079046.1|DHYD
OG0005224	LOC108007872|XP_036669109.1|DSUZ	LOC111599501|XP_023170938.2|DHYD
OG0005225	LOC108021385|XP_016945571.1|DSUZ	LOC111603907|XP_023177495.2|DHYD
OG0005226	LOC108011971|XP_016932720.2|DSUZ	LOC111595764|XP_030080276.1|DHYD
OG0005227	LOC108021596|XP_016945878.1|DSUZ	LOC111602478|XP_023175308.1|DHYD
OG0005228	LOC108021518|XP_016945767.1|DSUZ	LOC111602541|XP_023175440.2|DHYD
OG0005229	LOC108021008|XP_016944973.1|DSUZ	LOC111599069|XP_023170361.1|DHYD
OG0005230	LOC108018342|XP_016941375.1|DSUZ	LOC111602444|XP_023175270.2|DHYD
OG0005231	LOC108004968|XP_016923561.1|DSUZ	LOC111596009|XP_023165796.1|DHYD
OG0005232	LOC108021140|XP_016945189.1|DSUZ	LOC111592500|XP_030079563.1|DHYD
OG0005233	LOC108006441|XP_016925458.1|DSUZ	LOC111598985|XP_023170254.1|DHYD
OG0005234	LOC108021577|XP_016945849.1|DSUZ	LOC111594689|XP_023163876.1|DHYD
OG0005235	LOC108020929|XP_016944841.1|DSUZ	LOC111595786|XP_023165439.1|DHYD
OG0005236	LOC108007467|XP_016926635.1|DSUZ	LOC111599150|XP_023170488.1|DHYD
OG0005237	LOC108021480|XP_016945711.1|DSUZ	LOC111599081|XP_023170381.1|DHYD
OG0005238	LOC108012165|XP_016932951.1|DSUZ	LOC111599152|XP_023170490.1|DHYD
