Orthogroup	DSUZ.longest_only	DFIC.longest_only
OG0006034	LOC108018497|XP_036674050.1|DSUZ, LOC108019423|XP_036673831.1|DSUZ	LOC108093348|XP_017048845.1|DFIC
OG0006035	LOC108014578|XP_016936222.2|DSUZ	LOC108096466|XP_017053571.1|DFIC
OG0006036	LOC108009378|XP_016929174.1|DSUZ	LOC108097833|XP_017055846.1|DFIC
OG0006037	LOC108009682|XP_016929716.1|DSUZ	LOC108086694|XP_017039181.1|DFIC
OG0006038	LOC108014354|XP_016935928.1|DSUZ	LOC108090219|XP_017044301.1|DFIC
OG0006039	LOC108019910|XP_016943498.1|DSUZ	LOC108094315|XP_017050333.1|DFIC
OG0006040	LOC108019855|XP_016943387.1|DSUZ	LOC108094752|XP_017050998.1|DFIC
OG0006041	LOC108016610|XP_016938790.1|DSUZ	LOC108092973|XP_017048350.1|DFIC
OG0006042	LOC108017697|XP_036670091.1|DSUZ	LOC108087636|XP_017040582.1|DFIC
OG0006043	LOC108018644|XP_036671426.1|DSUZ	LOC108099929|XP_017059088.1|DFIC
OG0006044	LOC108015262|XP_016937108.1|DSUZ	LOC108097260|XP_017054937.1|DFIC
OG0006045	LOC108010969|XP_016931479.1|DSUZ	LOC108095044|XP_017051435.1|DFIC
OG0006046	LOC108009795|XP_016929946.1|DSUZ	LOC108093889|XP_017049734.1|DFIC
OG0006047	LOC108013593|XP_016935011.1|DSUZ	LOC108086949|XP_017039550.1|DFIC
OG0006048	LOC108016393|XP_016938529.2|DSUZ	LOC108100602|XP_017060077.1|DFIC
OG0006049	LOC108006558|XP_016925577.1|DSUZ	LOC108097585|XP_017055463.1|DFIC
OG0006050	LOC108010833|XP_016931288.2|DSUZ	LOC108086829|XP_017039364.1|DFIC
OG0006051	LOC108016961|XP_016939385.1|DSUZ	LOC108091104|XP_017045615.1|DFIC
OG0006052	LOC108008302|XP_016927608.1|DSUZ	LOC108090863|XP_017045238.1|DFIC
OG0006053	LOC108013449|XP_016934814.1|DSUZ	LOC108089059|XP_017042656.1|DFIC
OG0006054	LOC108020397|XP_016944164.1|DSUZ	LOC108098404|XP_017056775.1|DFIC
OG0006055	LOC108018404|XP_016941450.2|DSUZ	LOC108088000|XP_017041101.1|DFIC
OG0006056	LOC108017830|XP_016940472.1|DSUZ	LOC108087640|XP_017040593.1|DFIC
OG0006057	LOC108013390|XP_016934722.1|DSUZ	LOC108100561|XP_017060024.1|DFIC
OG0006058	LOC108020123|XP_016943713.1|DSUZ	LOC108087943|XP_017041020.1|DFIC
OG0006059	LOC108007276|XP_036670442.1|DSUZ	LOC108089510|XP_017043318.1|DFIC
OG0006060	LOC108007282|XP_016926411.2|DSUZ	LOC108089511|XP_017043320.1|DFIC
OG0006061	LOC108015190|XP_016936999.2|DSUZ	LOC108098001|XP_017056126.1|DFIC
OG0006062	LOC108006206|XP_016925132.2|DSUZ	LOC108087262|XP_017040057.1|DFIC
OG0006063	LOC108021413|XP_016945614.1|DSUZ	LOC108089149|XP_017042760.1|DFIC
OG0006064	LOC108009383|XP_016929180.1|DSUZ	LOC108093627|XP_017049264.1|DFIC
OG0006065	LOC108013456|XP_016934821.1|DSUZ	LOC108099042|XP_017057792.1|DFIC
OG0006066	LOC108017819|XP_016940458.1|DSUZ	LOC108094035|XP_017049956.1|DFIC
OG0006067	LOC108019716|XP_016943104.1|DSUZ	LOC108090257|XP_017044342.1|DFIC
OG0006068	LOC108015140|XP_016936899.1|DSUZ	LOC108097473|XP_017055236.1|DFIC
OG0006069	LOC108017645|XP_036672410.1|DSUZ	LOC108099903|XP_017059050.1|DFIC
OG0006070	LOC108014606|XP_016936258.1|DSUZ	LOC108088935|XP_017042448.1|DFIC
OG0006071	LOC108013874|XP_036673322.1|DSUZ	LOC108095892|XP_017052695.1|DFIC
OG0006072	LOC108012467|XP_016933348.1|DSUZ	LOC108099689|XP_017058810.1|DFIC
OG0006073	LOC108013606|XP_016935035.1|DSUZ	LOC108100706|XP_017060223.1|DFIC
OG0006074	LOC108005319|XP_016924022.1|DSUZ	LOC108101688|XP_017061606.1|DFIC
OG0006075	LOC108004566|XP_016922991.1|DSUZ	LOC108095390|XP_017051959.1|DFIC
OG0006076	LOC108008440|XP_016927779.1|DSUZ	LOC108086749|XP_017039278.1|DFIC
OG0006077	LOC108020321|XP_036670705.1|DSUZ	LOC108088884|XP_017042370.1|DFIC
OG0006078	LOC108011065|XP_016931617.2|DSUZ	LOC108088899|XP_017042389.1|DFIC
OG0006079	LOC108012837|XP_016933793.1|DSUZ	LOC108096279|XP_017053234.1|DFIC
OG0006080	LOC108014019|XP_016935517.2|DSUZ	LOC108096348|XP_017053385.1|DFIC
OG0006081	LOC108008385|XP_016927717.1|DSUZ	LOC108090751|XP_017045072.1|DFIC
OG0006082	LOC108009151|XP_016928745.1|DSUZ	LOC108090761|XP_017045082.1|DFIC
OG0006083	LOC108020729|XP_036672162.1|DSUZ	LOC108088310|XP_017041530.1|DFIC
OG0006084	LOC108011793|XP_036671247.1|DSUZ	LOC108096379|XP_017053420.1|DFIC
OG0006085	LOC108006882|XP_036671665.1|DSUZ	LOC108088931|XP_017042443.1|DFIC
OG0006086	LOC108017611|XP_036671253.1|DSUZ	LOC108088875|XP_017042351.1|DFIC
OG0006087	LOC108010085|XP_016930388.1|DSUZ	LOC108093890|XP_017049735.1|DFIC
OG0006088	LOC108010488|XP_016930847.2|DSUZ	LOC108099904|XP_017059051.1|DFIC
OG0006089	LOC108004575|XP_016923004.1|DSUZ	LOC108095350|XP_017051919.1|DFIC
OG0006090	LOC108011302|XP_036671188.1|DSUZ	LOC108089581|XP_017043425.1|DFIC
OG0006091	LOC108013360|XP_016934670.1|DSUZ	LOC108087496|XP_017040381.1|DFIC
OG0006092	LOC108011112|XP_016931673.1|DSUZ	LOC108095356|XP_017051926.1|DFIC
OG0006093	LOC108010217|XP_016930550.1|DSUZ	LOC108090645|XP_017044912.1|DFIC
OG0006094	LOC108018660|XP_016941722.1|DSUZ	LOC108100161|XP_017059413.1|DFIC
OG0006095	LOC108010182|XP_016930513.1|DSUZ	LOC108090395|XP_017044533.1|DFIC
OG0006096	LOC108009016|XP_016928476.1|DSUZ	LOC108086739|XP_017039260.1|DFIC
OG0006097	LOC108015526|XP_036670967.1|DSUZ	LOC108088318|XP_017041543.1|DFIC
OG0006098	LOC108021091|XP_016945103.1|DSUZ	LOC108091561|XP_017046322.1|DFIC
OG0006099	LOC108009695|XP_016929734.1|DSUZ	LOC108087677|XP_017040671.1|DFIC
OG0006100	LOC108008682|XP_016928065.1|DSUZ	LOC108096548|XP_017053726.1|DFIC
OG0006101	LOC108007355|XP_016926498.1|DSUZ	LOC108089248|XP_017042901.1|DFIC
OG0006102	LOC108008504|XP_016927858.1|DSUZ	LOC108094922|XP_017051269.1|DFIC
OG0006103	LOC108004596|XP_036676951.1|DSUZ	LOC108091188|XP_017045754.1|DFIC
OG0006104	LOC108021826|XP_016946119.1|DSUZ	LOC108095374|XP_017051943.1|DFIC
OG0006105	LOC108004770|XP_016923305.1|DSUZ	LOC108095303|XP_017051852.1|DFIC
OG0006106	LOC108015871|XP_036671081.1|DSUZ	LOC108088890|XP_017042376.1|DFIC
OG0006107	LOC108009819|XP_016929990.1|DSUZ	LOC108095211|XP_017051710.1|DFIC
OG0006108	LOC108015301|XP_016937167.1|DSUZ	LOC108097176|XP_017054803.1|DFIC
OG0006109	LOC108007707|XP_016926940.1|DSUZ	LOC108088779|XP_017042225.1|DFIC
OG0006110	LOC108015927|XP_016937996.2|DSUZ	LOC108088285|XP_017041495.1|DFIC
OG0006111	LOC108009592|XP_016929553.1|DSUZ	LOC108095181|XP_017051655.1|DFIC
OG0006112	LOC108008388|XP_016927722.1|DSUZ	LOC108090974|XP_017045418.1|DFIC
OG0006113	LOC108005199|XP_016923873.2|DSUZ	LOC108089420|XP_017043113.1|DFIC
OG0006114	LOC108014783|XP_016936465.2|DSUZ	LOC108086548|XP_017038975.1|DFIC
OG0006115	LOC108010222|XP_016930555.1|DSUZ	LOC108086760|XP_017039288.1|DFIC
OG0006116	LOC108010304|XP_016930676.1|DSUZ	LOC108087727|XP_017040737.1|DFIC
OG0006117	LOC108009098|XP_016928651.1|DSUZ	LOC108093735|XP_017049479.1|DFIC
OG0006118	LOC108009292|XP_016929011.1|DSUZ	LOC108093719|XP_017049415.1|DFIC
OG0006119	LOC108019777|XP_016943242.1|DSUZ	LOC108094757|XP_017051003.1|DFIC
OG0006120	LOC108008415|XP_016927749.1|DSUZ	LOC108094016|XP_017049932.1|DFIC
OG0006121	LOC108017621|XP_036670678.1|DSUZ	LOC108088865|XP_017042334.1|DFIC
OG0006122	LOC108020338|XP_016943977.1|DSUZ	LOC108098415|XP_017056798.1|DFIC
OG0006123	LOC108010050|XP_016930350.1|DSUZ	LOC108101932|XP_017062004.1|DFIC
OG0006124	LOC108020645|XP_016944488.2|DSUZ	LOC108091882|XP_017046752.1|DFIC
OG0006125	LOC108007277|XP_036670993.1|DSUZ	LOC108089492|XP_017043262.1|DFIC
OG0006126	LOC108005886|XP_036671116.1|DSUZ	LOC108089438|XP_017043162.1|DFIC
OG0006127	LOC108014254|XP_016935781.2|DSUZ	LOC108096367|XP_017053407.1|DFIC
OG0006128	LOC108011363|XP_016931967.1|DSUZ	LOC108096420|XP_017053494.1|DFIC
OG0006129	LOC108014252|XP_036671245.1|DSUZ	LOC108096380|XP_017053424.1|DFIC
OG0006130	LOC108011378|XP_016931984.2|DSUZ	LOC108096329|XP_017053351.1|DFIC
OG0006131	LOC108011376|XP_016931981.2|DSUZ	LOC108096260|XP_017053205.1|DFIC
OG0006132	LOC108011380|XP_016931986.2|DSUZ	LOC108096432|XP_017053510.1|DFIC
OG0006133	LOC108011372|XP_036671251.1|DSUZ	LOC108096330|XP_017053352.1|DFIC
OG0006134	LOC108011741|XP_036670422.1|DSUZ	LOC108096374|XP_017053415.1|DFIC
OG0006135	LOC108011371|XP_016931976.2|DSUZ	LOC108096314|XP_017053295.1|DFIC
OG0006136	LOC108020837|XP_016944710.1|DSUZ	LOC108089495|XP_017043269.1|DFIC
OG0006137	LOC108012732|XP_016933653.1|DSUZ	LOC108087479|XP_017040346.1|DFIC
OG0006138	LOC108019669|XP_036670084.1|DSUZ	LOC108101454|XP_017061285.1|DFIC
OG0006139	LOC108018100|XP_016941003.1|DSUZ	LOC108090352|XP_017044462.1|DFIC
OG0006140	LOC108009858|XP_016930047.1|DSUZ	LOC108101900|XP_017061956.1|DFIC
OG0006141	LOC108009444|XP_036669139.1|DSUZ	LOC108090462|XP_017044649.1|DFIC
OG0006142	LOC108020751|XP_036670977.1|DSUZ, LOC108011768|XP_036672438.1|DSUZ	LOC108088287|XP_017041497.1|DFIC
OG0006143	LOC108006710|XP_016925740.1|DSUZ	LOC108095428|XP_017052025.1|DFIC
OG0006144	LOC108012902|XP_016933901.1|DSUZ	LOC108086904|XP_017039465.1|DFIC
OG0006145	LOC108012618|XP_016933527.1|DSUZ	LOC108100378|XP_017059716.1|DFIC
OG0006146	LOC108008870|XP_016928268.1|DSUZ	LOC108100967|XP_017060607.1|DFIC
OG0006147	LOC108006967|XP_036673123.1|DSUZ	LOC108099349|XP_017058318.1|DFIC
OG0006148	LOC108005852|XP_016924709.1|DSUZ	LOC108100453|XP_017059868.1|DFIC
OG0006149	LOC108006717|XP_036671584.1|DSUZ	LOC108095441|XP_017052040.1|DFIC
OG0006150	LOC108006708|XP_016925736.2|DSUZ	LOC108095439|XP_017052037.1|DFIC
OG0006151	LOC108019900|XP_016943480.1|DSUZ	LOC108089147|XP_017042758.1|DFIC
OG0006152	LOC108017666|XP_016940264.1|DSUZ	LOC108095848|XP_017052633.1|DFIC
OG0006153	LOC108008424|XP_016927760.1|DSUZ	LOC108094058|XP_017049986.1|DFIC
OG0006154	LOC108013788|XP_016935245.2|DSUZ, LOC118877698|XP_036673425.1|DSUZ	LOC108095680|XP_017052338.1|DFIC
OG0006155	LOC108015855|XP_016937911.2|DSUZ	LOC108099353|XP_017058322.1|DFIC
OG0006156	LOC108018536|XP_036673168.1|DSUZ	LOC108099391|XP_017058379.1|DFIC
OG0006157	LOC108008425|XP_016927762.1|DSUZ	LOC108090983|XP_017045428.1|DFIC
OG0006158	LOC108012918|XP_016933929.1|DSUZ	LOC108089408|XP_017043092.1|DFIC
OG0006159	LOC108008490|XP_016927839.1|DSUZ	LOC108101608|XP_017061510.1|DFIC
OG0006160	LOC108014521|XP_016936150.2|DSUZ, LOC108008465|XP_016927808.2|DSUZ	LOC108090968|XP_017045403.1|DFIC
OG0006161	LOC108009354|XP_016929143.1|DSUZ	LOC108090254|XP_017044339.1|DFIC
OG0006162	LOC108020364|XP_016944063.1|DSUZ	LOC108098397|XP_017056761.1|DFIC
OG0006163	LOC108008989|XP_016928421.1|DSUZ	LOC108101473|XP_017061308.1|DFIC
OG0006165	LOC108015873|XP_016937930.2|DSUZ	LOC108088816|XP_017042273.1|DFIC
OG0006166	LOC108008130|XP_016927412.1|DSUZ	LOC108097839|XP_017055856.1|DFIC, LOC108100592|XP_017060103.1|DFIC
OG0006167	LOC108008338|XP_016927656.1|DSUZ	LOC108101425|XP_017061243.1|DFIC
OG0006168	LOC108011121|XP_016931682.1|DSUZ	LOC108101637|XP_017061539.1|DFIC
OG0006169	LOC118878484|XP_036677382.1|DSUZ, LOC108004582|XP_016923010.2|DSUZ	LOC108098598|XP_017057186.1|DFIC, LOC108101640|XP_017061540.1|DFIC, LOC108095351|XP_017051920.1|DFIC
OG0006170	LOC108009129|XP_016928721.1|DSUZ	LOC108087794|XP_017040826.1|DFIC
OG0006171	LOC108012706|XP_016933622.1|DSUZ	LOC108099755|XP_017058874.1|DFIC
OG0006172	LOC108011181|XP_016931761.2|DSUZ	LOC108086959|XP_017039560.1|DFIC
OG0006173	LOC108010514|XP_016930882.1|DSUZ	LOC108095145|XP_017051574.1|DFIC
OG0006174	LOC108007752|XP_016926996.2|DSUZ, LOC108015795|XP_016937842.2|DSUZ	LOC108099983|XP_017059169.1|DFIC, LOC108099750|XP_017058868.1|DFIC
OG0006175	LOC108009768|XP_016929886.1|DSUZ	LOC108095150|XP_017051576.1|DFIC
OG0006176	LOC108012659|XP_016933578.1|DSUZ	LOC108095757|XP_017052442.1|DFIC
OG0006176	LOC108012976|XP_016934034.1|DSUZ	LOC108095747|XP_017052421.1|DFIC
OG0006177	LOC108006817|XP_016925853.2|DSUZ	LOC108096209|XP_017053085.1|DFIC
OG0006177	LOC118878131|XP_036675590.1|DSUZ	LOC108095721|XP_017052384.1|DFIC
OG0006178	LOC108008521|XP_016927880.1|DSUZ	LOC108096551|XP_017053729.1|DFIC, LOC108096568|XP_017053753.1|DFIC
OG0006178	LOC108008202|XP_036668943.1|DSUZ	LOC108096540|XP_017053715.1|DFIC
OG0006179	LOC108017875|XP_016940525.1|DSUZ, LOC108014367|XP_016935947.2|DSUZ	LOC108090159|XP_017044214.1|DFIC, LOC108091923|XP_017046797.1|DFIC, LOC108091735|XP_017046567.1|DFIC
OG0006181	LOC108017556|XP_036672525.1|DSUZ	LOC108087960|XP_017041042.1|DFIC
OG0006182	LOC108016070|XP_036673172.1|DSUZ	LOC108099643|XP_017058761.1|DFIC
OG0006183	LOC118876767|XP_036672683.1|DSUZ, LOC108020858|XP_016944735.1|DSUZ	LOC108092125|XP_017047117.1|DFIC
OG0006184	LOC108016182|XP_016938294.1|DSUZ	LOC108099583|XP_017058677.1|DFIC
OG0006185	LOC108006436|XP_036673308.1|DSUZ	LOC108097139|XP_017054732.1|DFIC
OG0006186	LOC108016192|XP_016938305.2|DSUZ	LOC108099445|XP_017058471.1|DFIC
OG0006187	LOC108018585|XP_036675591.1|DSUZ	LOC108099336|XP_017058300.1|DFIC
OG0006188	LOC108015048|XP_036676416.1|DSUZ	LOC108097138|XP_017054725.1|DFIC
OG0006190	LOC108017313|XP_016939825.2|DSUZ	LOC108099359|XP_017058334.1|DFIC
OG0006191	LOC108020146|XP_016943735.2|DSUZ	LOC108088471|XP_017041747.1|DFIC
OG0006192	LOC108016838|XP_016939152.2|DSUZ	LOC108092939|XP_017048295.1|DFIC
OG0006193	LOC108006562|XP_016925583.1|DSUZ	LOC108097670|XP_017055613.1|DFIC
OG0006194	LOC108006326|XP_016925315.1|DSUZ	LOC108102133|XP_017062291.1|DFIC
OG0006195	LOC108005476|XP_016924266.1|DSUZ	LOC108094599|XP_017050735.1|DFIC
OG0006196	LOC108010605|XP_016930987.1|DSUZ	LOC108098969|XP_017057675.1|DFIC
OG0006197	LOC108020340|XP_036669789.1|DSUZ	LOC108098405|XP_017056776.1|DFIC
OG0006198	LOC108016735|XP_036676694.1|DSUZ	LOC108091056|XP_017045496.1|DFIC
OG0006199	LOC108014565|XP_016936205.2|DSUZ	LOC108095774|XP_017052508.1|DFIC
OG0006200	LOC108020789|XP_036674597.1|DSUZ	LOC108092175|XP_017047187.1|DFIC
OG0006201	LOC108010452|XP_016930804.1|DSUZ	LOC108088676|XP_017042100.1|DFIC
OG0006202	LOC108010414|XP_036675997.1|DSUZ	LOC108088583|XP_017041922.1|DFIC
OG0006203	LOC108011139|XP_016931707.1|DSUZ	LOC108097962|XP_017056062.1|DFIC
OG0006204	LOC108014625|XP_016936277.2|DSUZ, LOC108006781|XP_016925821.1|DSUZ	LOC108092224|XP_017047247.1|DFIC
OG0006205	LOC108015317|XP_016937195.1|DSUZ	LOC108097517|XP_017055330.1|DFIC
OG0006206	LOC108018914|XP_016941994.1|DSUZ	LOC108094716|XP_017050942.1|DFIC
OG0006207	LOC108015420|XP_016937342.1|DSUZ	LOC108089850|XP_017043783.1|DFIC
OG0006208	LOC108013047|XP_016934147.1|DSUZ	LOC108099145|XP_017057977.1|DFIC
OG0006209	LOC108005435|XP_016924210.1|DSUZ	LOC108097944|XP_017056025.1|DFIC
OG0006210	LOC108014920|XP_036676604.1|DSUZ	LOC108088594|XP_017041931.1|DFIC
OG0006211	LOC108021324|XP_036678352.1|DSUZ	LOC108092651|XP_017047792.1|DFIC
OG0006212	LOC108021312|XP_016945459.1|DSUZ	LOC108092649|XP_017047790.1|DFIC
OG0006213	LOC118877828|XP_036673896.1|DSUZ, LOC108011605|XP_016932264.1|DSUZ	LOC108098460|XP_017056854.1|DFIC
OG0006214	LOC108006289|XP_016925238.1|DSUZ	LOC108102168|XP_017062357.1|DFIC
OG0006215	LOC108004652|XP_016923094.1|DSUZ	LOC108097932|XP_017056010.1|DFIC
OG0006216	LOC108016166|XP_016938276.1|DSUZ	LOC108095940|XP_017052766.1|DFIC
OG0006217	LOC108016974|XP_016939405.1|DSUZ	LOC108097978|XP_017056085.1|DFIC
OG0006218	LOC108021025|XP_016944995.1|DSUZ	LOC108092679|XP_017047855.1|DFIC
OG0006219	LOC108016765|XP_016939019.1|DSUZ	LOC108097181|XP_017054812.1|DFIC
OG0006220	LOC118877370|XP_036671794.1|DSUZ	LOC108099930|XP_017059089.1|DFIC
OG0006221	LOC108010778|XP_016931194.2|DSUZ	LOC108086867|XP_017039418.1|DFIC
OG0006222	LOC108010855|XP_016931319.2|DSUZ	LOC108086843|XP_017039382.1|DFIC
OG0006223	LOC108015329|XP_016937219.1|DSUZ	LOC108097487|XP_017055280.1|DFIC
OG0006224	LOC108014964|XP_036676861.1|DSUZ	LOC108097518|XP_017055334.1|DFIC
OG0006225	LOC108011171|XP_016931749.1|DSUZ	LOC108101645|XP_017061550.1|DFIC
OG0006226	LOC108008559|XP_016927919.1|DSUZ	LOC108096531|XP_017053704.1|DFIC
OG0006227	LOC108004742|XP_016923259.1|DSUZ	LOC108091077|XP_017045569.1|DFIC
OG0006228	LOC108008967|XP_016928391.1|DSUZ	LOC108094831|XP_017051112.1|DFIC
OG0006229	LOC108020375|XP_016944101.1|DSUZ	LOC108095014|XP_017051348.1|DFIC
OG0006230	LOC108005360|XP_016924096.1|DSUZ	LOC108098014|XP_017056148.1|DFIC
OG0006231	LOC108013708|XP_016935118.1|DSUZ	LOC108097588|XP_017055470.1|DFIC
OG0006232	LOC108019130|XP_016942359.1|DSUZ	LOC108094683|XP_017050892.1|DFIC
OG0006233	LOC108018926|XP_016942007.1|DSUZ	LOC108094728|XP_017050963.1|DFIC
OG0006234	LOC108005163|XP_016923826.1|DSUZ	LOC108098122|XP_017056331.1|DFIC
OG0006235	LOC108015311|XP_016937180.1|DSUZ	LOC108094454|XP_017050525.1|DFIC
OG0006236	LOC108005474|XP_016924262.1|DSUZ	LOC108094604|XP_017050745.1|DFIC
OG0006237	LOC108015037|XP_016936758.1|DSUZ	LOC108097423|XP_017055179.1|DFIC
OG0006238	LOC108006333|XP_016925327.2|DSUZ	LOC108097724|XP_017055711.1|DFIC
OG0006239	LOC108005653|XP_016924457.1|DSUZ	LOC108102127|XP_017062278.1|DFIC
OG0006240	LOC108015521|XP_016937478.2|DSUZ	LOC108088527|XP_017041859.1|DFIC
OG0006241	LOC108005162|XP_016923825.1|DSUZ	LOC108098121|XP_017056330.1|DFIC
OG0006242	LOC108005420|XP_016924187.2|DSUZ	LOC108101700|XP_017061627.1|DFIC
OG0006243	LOC108010557|XP_016930925.2|DSUZ	LOC108098952|XP_017057649.1|DFIC
OG0006244	LOC108006975|XP_016926071.2|DSUZ	LOC108099580|XP_017058674.1|DFIC
OG0006245	LOC118879360|XP_036678108.1|DSUZ, LOC108020484|XP_036672970.1|DSUZ	LOC108099397|XP_017058389.1|DFIC
OG0006246	LOC108018991|XP_016942088.1|DSUZ	LOC108097155|XP_017054766.1|DFIC
OG0006247	LOC108009540|XP_016929469.1|DSUZ	LOC108101538|XP_017061409.1|DFIC
OG0006248	LOC108011991|XP_016932746.2|DSUZ	LOC108093360|XP_017048866.1|DFIC
OG0006249	LOC108020937|XP_016944858.1|DSUZ	LOC108101315|XP_017061106.1|DFIC, LOC108092825|XP_017048158.1|DFIC
OG0006250	LOC108019151|XP_016942390.1|DSUZ	LOC108094634|XP_017050811.1|DFIC
OG0006251	LOC108018758|XP_036675528.1|DSUZ	LOC108095801|XP_017052555.1|DFIC
OG0006252	LOC108011278|XP_016931875.1|DSUZ	LOC108095800|XP_017052554.1|DFIC
OG0006253	LOC108018886|XP_036675871.1|DSUZ	LOC108097152|XP_017054761.1|DFIC
OG0006254	LOC108021036|XP_016945016.1|DSUZ	LOC108089986|XP_017043975.1|DFIC
OG0006255	LOC108005969|XP_016924893.2|DSUZ	LOC108095980|XP_017052814.1|DFIC
OG0006256	LOC108005311|XP_036677202.1|DSUZ	LOC108098043|XP_017056197.1|DFIC
OG0006257	LOC108015173|XP_016936945.1|DSUZ	LOC108097538|XP_017055373.1|DFIC
OG0006258	LOC108018852|XP_036676305.1|DSUZ	LOC108097943|XP_017056024.1|DFIC
OG0006259	LOC108020862|XP_036672862.1|DSUZ, LOC118876768|XP_036674567.1|DSUZ	LOC108092151|XP_017047158.1|DFIC
OG0006260	LOC108015175|XP_016936947.1|DSUZ	LOC108097539|XP_017055377.1|DFIC
OG0006261	LOC108006597|XP_016925611.1|DSUZ	LOC108093488|XP_017049065.1|DFIC
OG0006262	LOC108015382|XP_016937290.1|DSUZ	LOC108097497|XP_017055295.1|DFIC
OG0006263	LOC108015378|XP_016937286.1|DSUZ	LOC108097317|XP_017055025.1|DFIC
OG0006264	LOC108016533|XP_036676227.1|DSUZ	LOC108097003|XP_017054480.1|DFIC
OG0006265	LOC108009375|XP_016929168.1|DSUZ	LOC108093745|XP_017049500.1|DFIC
OG0006266	LOC108016948|XP_036676522.1|DSUZ	LOC108097104|XP_017054662.1|DFIC
OG0006267	LOC108004748|XP_016923272.1|DSUZ	LOC108102211|XP_017062423.1|DFIC
OG0006268	LOC108009668|XP_016929687.1|DSUZ	LOC108096736|XP_017054073.1|DFIC
OG0006269	LOC108006983|XP_036672955.1|DSUZ	LOC108099656|XP_017058779.1|DFIC
OG0006270	LOC108015107|XP_016936841.1|DSUZ	LOC108097467|XP_017055228.1|DFIC
OG0006271	LOC108020564|XP_036673071.1|DSUZ	LOC108087364|XP_017040193.1|DFIC
OG0006272	LOC108013724|XP_016935153.1|DSUZ	LOC108097702|XP_017055676.1|DFIC
OG0006273	LOC108017899|XP_016940558.1|DSUZ	LOC108094241|XP_017050189.1|DFIC
OG0006274	LOC108005352|XP_016924083.1|DSUZ	LOC108095502|XP_017052097.1|DFIC
OG0006275	LOC108019149|XP_016942387.1|DSUZ	LOC108097275|XP_017054962.1|DFIC
OG0006276	LOC108012803|XP_016933731.1|DSUZ	LOC108098988|XP_017057700.1|DFIC
OG0006277	LOC108018326|XP_036672701.1|DSUZ, LOC108017037|XP_036674951.1|DSUZ	LOC108098648|XP_017057211.1|DFIC
OG0006278	LOC108016698|XP_016938912.1|DSUZ	LOC108097911|XP_017055937.1|DFIC
OG0006279	LOC108006312|XP_016925299.1|DSUZ	LOC108097527|XP_017055358.1|DFIC
OG0006280	LOC108005084|XP_016923740.1|DSUZ	LOC108100921|XP_017060529.1|DFIC
OG0006281	LOC108005083|XP_016923739.1|DSUZ	LOC108100920|XP_017060528.1|DFIC
OG0006282	LOC108019132|XP_016942363.2|DSUZ	LOC108097603|XP_017055499.1|DFIC
OG0006283	LOC108007840|XP_016927093.2|DSUZ	LOC108087150|XP_017039853.1|DFIC
OG0006284	LOC108007505|XP_016926677.1|DSUZ	LOC108089580|XP_017043424.1|DFIC
OG0006285	LOC108011623|XP_016932297.1|DSUZ	LOC108098542|XP_017057019.1|DFIC
OG0006286	LOC108020285|XP_036677907.1|DSUZ, LOC108017519|XP_036673571.1|DSUZ	LOC108087353|XP_017040183.1|DFIC
OG0006287	LOC108006261|XP_016925197.2|DSUZ	LOC108097786|XP_017055805.1|DFIC
OG0006288	LOC108012150|XP_016932931.2|DSUZ	LOC108086870|XP_017039421.1|DFIC
OG0006289	LOC108014694|XP_016936358.1|DSUZ	LOC108087322|XP_017040141.1|DFIC
OG0006290	LOC108015316|XP_016937186.1|DSUZ	LOC108088647|XP_017042058.1|DFIC
OG0006291	LOC108011932|XP_016932669.1|DSUZ	LOC108100858|XP_017060427.1|DFIC
OG0006292	LOC108005452|XP_036677261.1|DSUZ	LOC108091220|XP_017045811.1|DFIC
OG0006293	LOC108012541|XP_016933444.2|DSUZ	LOC108100506|XP_017059946.1|DFIC
OG0006294	LOC108006523|XP_036676317.1|DSUZ	LOC108097669|XP_017055612.1|DFIC
OG0006295	LOC108016893|XP_016939288.1|DSUZ	LOC108092870|XP_017048195.1|DFIC
OG0006296	LOC108015192|XP_016937001.2|DSUZ	LOC108094437|XP_017050500.1|DFIC
OG0006297	LOC108016870|XP_016939238.1|DSUZ	LOC108092792|XP_017048049.1|DFIC
OG0006298	LOC108006530|XP_016925543.1|DSUZ	LOC108097758|XP_017055758.1|DFIC
OG0006299	LOC108019092|XP_036675771.1|DSUZ	LOC108091303|XP_017045915.1|DFIC
OG0006300	LOC108018933|XP_016942015.1|DSUZ	LOC108097202|XP_017054836.1|DFIC
OG0006301	LOC108019189|XP_016942451.1|DSUZ	LOC108088622|XP_017042019.1|DFIC
OG0006302	LOC108004681|XP_016923157.1|DSUZ	LOC108091215|XP_017045801.1|DFIC
OG0006303	LOC108009647|XP_016929641.1|DSUZ	LOC108087682|XP_017040675.1|DFIC
OG0006304	LOC108007625|XP_036673617.1|DSUZ	LOC108097490|XP_017055283.1|DFIC
OG0006305	LOC108007628|XP_036673493.1|DSUZ	LOC108097494|XP_017055286.1|DFIC
OG0006306	LOC108006632|XP_016925657.2|DSUZ	LOC108095827|XP_017052598.1|DFIC
OG0006307	LOC108010817|XP_036675623.1|DSUZ	LOC108098685|XP_017057283.1|DFIC
OG0006308	LOC108005127|XP_016923790.2|DSUZ	LOC108098062|XP_017056240.1|DFIC
