Orthogroup	DSUZ.longest_only	DSUB.longest_only
OG0006215	LOC108004652|XP_016923094.1|DSUZ	LOC117903403|XP_034671293.1|DSUB
OG0006216	LOC108016166|XP_016938276.1|DSUZ	LOC117897548|XP_034662366.1|DSUB
OG0006217	LOC108016974|XP_016939405.1|DSUZ	LOC117894797|XP_034657922.1|DSUB
OG0006218	LOC108021025|XP_016944995.1|DSUZ	LOC117902454|XP_034669741.1|DSUB
OG0006219	LOC108016765|XP_016939019.1|DSUZ	LOC117889632|XP_034649982.1|DSUB
OG0006220	LOC118877370|XP_036671794.1|DSUZ	LOC117893709|XP_034656286.1|DSUB
OG0006221	LOC108010778|XP_016931194.2|DSUZ	LOC117897600|XP_034662449.1|DSUB
OG0006222	LOC108010855|XP_016931319.2|DSUZ	LOC117896814|XP_034661210.1|DSUB
OG0006223	LOC108015329|XP_016937219.1|DSUZ	LOC117901242|XP_034667812.1|DSUB
OG0006224	LOC108014964|XP_036676861.1|DSUZ	LOC117889886|XP_034650290.1|DSUB
OG0006225	LOC108011171|XP_016931749.1|DSUZ	LOC117889640|XP_034649989.1|DSUB
OG0006226	LOC108008559|XP_016927919.1|DSUZ	LOC117892537|XP_034654736.1|DSUB
OG0006227	LOC108004742|XP_016923259.1|DSUZ	LOC117903292|XP_034671113.1|DSUB
OG0006228	LOC108008967|XP_016928391.1|DSUZ	LOC117892665|XP_034654944.1|DSUB
OG0006229	LOC108020375|XP_016944101.1|DSUZ	LOC117902927|XP_034670401.1|DSUB
OG0006230	LOC108005360|XP_016924096.1|DSUZ	LOC117889577|XP_034649871.1|DSUB
OG0006231	LOC108013708|XP_016935118.1|DSUZ	LOC117903215|XP_034670998.1|DSUB
OG0006232	LOC108019130|XP_016942359.1|DSUZ	LOC117903448|XP_034671371.1|DSUB
OG0006233	LOC108018926|XP_016942007.1|DSUZ	LOC117902066|XP_034669040.1|DSUB
OG0006234	LOC108005163|XP_016923826.1|DSUZ	LOC117903316|XP_034671144.1|DSUB
OG0006235	LOC108015311|XP_016937180.1|DSUZ	LOC117898763|XP_034664288.1|DSUB
OG0006236	LOC108005474|XP_016924262.1|DSUZ	LOC117901652|XP_034668383.1|DSUB
OG0006237	LOC108015037|XP_016936758.1|DSUZ	LOC117889900|XP_034650309.1|DSUB
OG0006238	LOC108006333|XP_016925327.2|DSUZ	LOC117893160|XP_034655564.1|DSUB
OG0006239	LOC108005653|XP_016924457.1|DSUZ	LOC117897587|XP_034662435.1|DSUB
OG0006240	LOC108015521|XP_016937478.2|DSUZ	LOC117899142|XP_034664840.1|DSUB
OG0006241	LOC108005162|XP_016923825.1|DSUZ	LOC117903310|XP_034671135.1|DSUB
OG0006242	LOC108005420|XP_016924187.2|DSUZ	LOC117903904|XP_034672299.1|DSUB
OG0006243	LOC108010557|XP_016930925.2|DSUZ	LOC117897595|XP_034662441.1|DSUB
OG0006244	LOC108006975|XP_016926071.2|DSUZ	LOC117897655|XP_034662527.1|DSUB
OG0006245	LOC118879360|XP_036678108.1|DSUZ, LOC108020484|XP_036672970.1|DSUZ	LOC117896177|XP_034660151.1|DSUB
OG0006246	LOC108018991|XP_016942088.1|DSUZ	LOC117890866|XP_034651847.1|DSUB
OG0006247	LOC108009540|XP_016929469.1|DSUZ	LOC117890055|XP_034650577.1|DSUB
OG0006248	LOC108011991|XP_016932746.2|DSUZ	LOC117899755|XP_034665897.1|DSUB
OG0006249	LOC108020937|XP_016944858.1|DSUZ	LOC117902363|XP_034669567.1|DSUB
OG0006250	LOC108019151|XP_016942390.1|DSUZ	LOC117903711|XP_034671948.1|DSUB
OG0006251	LOC108018758|XP_036675528.1|DSUZ	LOC117896125|XP_034660073.1|DSUB
OG0006252	LOC108011278|XP_016931875.1|DSUZ	LOC117896124|XP_034660072.1|DSUB
OG0006253	LOC108018886|XP_036675871.1|DSUZ	LOC117890773|XP_034651738.1|DSUB
OG0006254	LOC108021036|XP_016945016.1|DSUZ	LOC117897134|XP_034661698.1|DSUB
OG0006255	LOC108005969|XP_016924893.2|DSUZ	LOC117897525|XP_034662334.1|DSUB
OG0006256	LOC108005311|XP_036677202.1|DSUZ	LOC117903315|XP_034671142.1|DSUB
OG0006257	LOC108015173|XP_016936945.1|DSUZ	LOC117899616|XP_034665655.1|DSUB
OG0006258	LOC108018852|XP_036676305.1|DSUZ	LOC117903108|XP_034670823.1|DSUB
OG0006259	LOC108020862|XP_036672862.1|DSUZ, LOC118876768|XP_036674567.1|DSUZ	LOC117898677|XP_034664150.1|DSUB
OG0006260	LOC108015175|XP_016936947.1|DSUZ	LOC117903394|XP_034671271.1|DSUB
OG0006261	LOC108006597|XP_016925611.1|DSUZ	LOC117902734|XP_034670200.1|DSUB
OG0006262	LOC108015382|XP_016937290.1|DSUZ	LOC117903478|XP_034671424.1|DSUB
OG0006263	LOC108015378|XP_016937286.1|DSUZ	LOC117903103|XP_034670812.1|DSUB
OG0006264	LOC108016533|XP_036676227.1|DSUZ	LOC117894371|XP_034657268.1|DSUB
OG0006265	LOC108009375|XP_016929168.1|DSUZ	LOC117890196|XP_034650792.1|DSUB
OG0006266	LOC108016948|XP_036676522.1|DSUZ	LOC117894359|XP_034657246.1|DSUB
OG0006267	LOC108004748|XP_016923272.1|DSUZ	LOC117891506|XP_034652892.1|DSUB
OG0006268	LOC108009668|XP_016929687.1|DSUZ	LOC117891728|XP_034653211.1|DSUB
OG0006269	LOC108006983|XP_036672955.1|DSUZ	LOC117898801|XP_034664335.1|DSUB
OG0006270	LOC108015107|XP_016936841.1|DSUZ	LOC117895069|XP_034658348.1|DSUB
OG0006271	LOC108020564|XP_036673071.1|DSUZ	LOC117896217|XP_034660242.1|DSUB
OG0006272	LOC108013724|XP_016935153.1|DSUZ	LOC117894165|XP_034656970.1|DSUB
OG0006273	LOC108017899|XP_016940558.1|DSUZ	LOC117890068|XP_034650598.1|DSUB
OG0006274	LOC108005352|XP_016924083.1|DSUZ	LOC117902974|XP_034670530.1|DSUB
OG0006275	LOC108019149|XP_016942387.1|DSUZ	LOC117903340|XP_034671177.1|DSUB
OG0006276	LOC108012803|XP_016933731.1|DSUZ	LOC117893082|XP_034655394.1|DSUB
OG0006277	LOC108018326|XP_036672701.1|DSUZ, LOC108017037|XP_036674951.1|DSUZ	LOC117897406|XP_034662120.1|DSUB
OG0006278	LOC108016698|XP_016938912.1|DSUZ	LOC117896492|XP_034660727.1|DSUB
OG0006279	LOC108006312|XP_016925299.1|DSUZ	LOC117903885|XP_034672275.1|DSUB
OG0006280	LOC108005084|XP_016923740.1|DSUZ	LOC117901845|XP_034668684.1|DSUB
OG0006281	LOC108005083|XP_016923739.1|DSUZ	LOC117901863|XP_034668713.1|DSUB
OG0006282	LOC108019132|XP_016942363.2|DSUZ	LOC117903186|XP_034670928.1|DSUB
OG0006283	LOC108007840|XP_016927093.2|DSUZ	LOC117898496|XP_034663829.1|DSUB
OG0006284	LOC108007505|XP_016926677.1|DSUZ	LOC117893402|XP_034655893.1|DSUB
OG0006285	LOC108011623|XP_016932297.1|DSUZ	LOC117897625|XP_034662484.1|DSUB
OG0006286	LOC108020285|XP_036677907.1|DSUZ, LOC108017519|XP_036673571.1|DSUZ	LOC117896622|XP_034660951.1|DSUB
OG0006287	LOC108006261|XP_016925197.2|DSUZ	LOC117903889|XP_034672282.1|DSUB
OG0006288	LOC108012150|XP_016932931.2|DSUZ	LOC117897964|XP_034662963.1|DSUB
OG0006289	LOC108014694|XP_016936358.1|DSUZ	LOC117897759|XP_034662695.1|DSUB
OG0006290	LOC108015316|XP_016937186.1|DSUZ	LOC117903162|XP_034670892.1|DSUB
OG0006291	LOC108011932|XP_016932669.1|DSUZ	LOC117900332|XP_034666561.1|DSUB
OG0006292	LOC108005452|XP_036677261.1|DSUZ	LOC117894791|XP_034657952.1|DSUB
OG0006293	LOC108012541|XP_016933444.2|DSUZ	LOC117892984|XP_034655227.1|DSUB
OG0006294	LOC108006523|XP_036676317.1|DSUZ	LOC117890074|XP_034650652.1|DSUB
OG0006295	LOC108016893|XP_016939288.1|DSUZ	LOC117898381|XP_034663625.1|DSUB
OG0006296	LOC108015192|XP_016937001.2|DSUZ	LOC117902217|XP_034669341.1|DSUB
OG0006297	LOC108016870|XP_016939238.1|DSUZ	LOC117903725|XP_034671966.1|DSUB
OG0006298	LOC108006530|XP_016925543.1|DSUZ	LOC117890567|XP_034651428.1|DSUB
OG0006299	LOC108019092|XP_036675771.1|DSUZ	LOC117890648|XP_034651495.1|DSUB
OG0006300	LOC108018933|XP_016942015.1|DSUZ	LOC117903372|XP_034671237.1|DSUB
OG0006301	LOC108019189|XP_016942451.1|DSUZ	LOC117903194|XP_034670968.1|DSUB
OG0006302	LOC108004681|XP_016923157.1|DSUZ	LOC117903746|XP_034672035.1|DSUB
OG0006303	LOC108009647|XP_016929641.1|DSUZ	LOC117890021|XP_034650525.1|DSUB
OG0006304	LOC108007625|XP_036673617.1|DSUZ	LOC117899462|XP_034665367.1|DSUB
OG0006305	LOC108007628|XP_036673493.1|DSUZ	LOC117896167|XP_034660136.1|DSUB
OG0006306	LOC108006632|XP_016925657.2|DSUZ	LOC117899760|XP_034665904.1|DSUB
OG0006307	LOC108010817|XP_036675623.1|DSUZ	LOC117897988|XP_034663004.1|DSUB
OG0006308	LOC108005127|XP_016923790.2|DSUZ	LOC117896100|XP_034660047.1|DSUB
OG0006309	LOC108005341|XP_036676955.1|DSUZ	LOC117903425|XP_034671333.1|DSUB
OG0006310	LOC108014381|XP_016935972.2|DSUZ	LOC117897166|XP_034661727.1|DSUB
OG0006311	LOC108019061|XP_036675704.1|DSUZ	LOC117903184|XP_034670923.1|DSUB
OG0006312	LOC108018940|XP_036675706.1|DSUZ	LOC117903183|XP_034670921.1|DSUB
OG0006313	LOC108004692|XP_016923191.1|DSUZ	LOC117894350|XP_034657234.1|DSUB
OG0006314	LOC108019226|XP_016942511.1|DSUZ	LOC117889571|XP_034649862.1|DSUB
OG0006315	LOC108010865|XP_016931331.2|DSUZ	LOC117899615|XP_034665649.1|DSUB
OG0006316	LOC108005086|XP_016923746.1|DSUZ	LOC117900980|XP_034667468.1|DSUB
OG0006317	LOC108021823|XP_016946115.1|DSUZ	LOC117903612|XP_034671759.1|DSUB
OG0006318	LOC108015287|XP_036676128.1|DSUZ	LOC117902246|XP_034669386.1|DSUB
OG0006319	LOC108009947|XP_016930182.1|DSUZ	LOC117892541|XP_034654740.1|DSUB
OG0006320	LOC108015276|XP_016937132.1|DSUZ	LOC117891816|XP_034653436.1|DSUB
OG0006321	LOC108016761|XP_016939004.1|DSUZ	LOC117890846|XP_034651824.1|DSUB
OG0006322	LOC108015295|XP_016937160.1|DSUZ	LOC117902874|XP_034670345.1|DSUB
OG0006323	LOC108018978|XP_016942070.1|DSUZ	LOC117902101|XP_034669099.1|DSUB
OG0006324	LOC108016857|XP_016939211.1|DSUZ	LOC117903673|XP_034671896.1|DSUB
OG0006325	LOC118877805|XP_036673838.1|DSUZ, LOC108019422|XP_036674054.1|DSUZ	LOC117898693|XP_034664198.1|DSUB
OG0006326	LOC108019359|XP_016942671.1|DSUZ	LOC117895549|XP_034659143.1|DSUB
OG0006327	LOC108016152|XP_036675511.1|DSUZ	LOC117896485|XP_034660715.1|DSUB
OG0006328	LOC108005960|XP_036672988.1|DSUZ	LOC117897511|XP_034662301.1|DSUB
OG0006329	LOC108005313|XP_016924011.1|DSUZ	LOC117903792|XP_034672110.1|DSUB
OG0006330	LOC118877684|XP_036673299.1|DSUZ	LOC117896012|XP_034659901.1|DSUB
OG0006331	LOC108005399|XP_016924150.1|DSUZ	LOC117899499|XP_034665442.1|DSUB
OG0006332	LOC108005479|XP_016924269.1|DSUZ	LOC117896643|XP_034661016.1|DSUB
OG0006333	LOC108004687|XP_016923179.1|DSUZ	LOC117890286|XP_034650944.1|DSUB
OG0006334	LOC108016775|XP_016939029.1|DSUZ	LOC117898388|XP_034663637.1|DSUB
OG0006335	LOC108011018|XP_016931532.2|DSUZ	LOC117899712|XP_034665818.1|DSUB
OG0006336	LOC108004666|XP_016923131.1|DSUZ	LOC117896093|XP_034660035.1|DSUB
OG0006337	LOC108004604|XP_016923032.1|DSUZ	LOC117889601|XP_034649907.1|DSUB
OG0006338	LOC108011665|XP_016932353.1|DSUZ	LOC117897431|XP_034662160.1|DSUB
OG0006339	LOC108019201|XP_016942480.1|DSUZ	LOC117893386|XP_034655876.1|DSUB
OG0006340	LOC108019156|XP_016942396.1|DSUZ	LOC117903206|XP_034670984.1|DSUB
OG0006341	LOC108015279|XP_036676354.1|DSUZ	LOC117892281|XP_034654295.1|DSUB
OG0006342	LOC108014957|XP_036676409.1|DSUZ	LOC117899533|XP_034665498.1|DSUB
OG0006343	LOC108014958|XP_036676663.1|DSUZ	LOC117899636|XP_034665689.1|DSUB
OG0006344	LOC108005310|XP_016924009.1|DSUZ	LOC117893882|XP_034656547.1|DSUB
OG0006345	LOC108016071|XP_036673171.1|DSUZ	LOC117898814|XP_034664358.1|DSUB
OG0006346	LOC108014787|XP_016936468.2|DSUZ	LOC117896850|XP_034661265.1|DSUB
OG0006347	LOC108020607|XP_036673276.1|DSUZ	LOC117898935|XP_034664539.1|DSUB
OG0006348	LOC108019209|XP_016942494.1|DSUZ	LOC117898618|XP_034664068.1|DSUB
OG0006349	LOC108016895|XP_036676523.1|DSUZ	LOC117890194|XP_034650794.1|DSUB
OG0006350	LOC108007562|XP_016926744.1|DSUZ	LOC117897724|XP_034662642.1|DSUB
OG0006351	LOC108013728|XP_036676316.1|DSUZ	LOC117890716|XP_034651652.1|DSUB
OG0006352	LOC108008333|XP_016927648.1|DSUZ	LOC117891351|XP_034652673.1|DSUB
OG0006353	LOC108016484|XP_016938637.2|DSUZ	LOC117898997|XP_034664632.1|DSUB
OG0006354	LOC108005971|XP_016924896.2|DSUZ	LOC117897528|XP_034662337.1|DSUB
OG0006355	LOC108014961|XP_016936670.2|DSUZ	LOC117899668|XP_034665750.1|DSUB
OG0006356	LOC108016754|XP_016938990.1|DSUZ	LOC117903378|XP_034671239.1|DSUB
OG0006357	LOC108016839|XP_016939155.1|DSUZ	LOC117897795|XP_034662772.1|DSUB
OG0006358	LOC108012907|XP_016933913.1|DSUZ	LOC117895577|XP_034659189.1|DSUB
OG0006359	LOC108006417|XP_036673224.1|DSUZ	LOC117899680|XP_034665760.1|DSUB
OG0006360	LOC108004574|XP_016922999.1|DSUZ	LOC117890134|XP_034650715.1|DSUB
OG0006361	LOC108015983|XP_036675137.1|DSUZ	LOC117897927|XP_034662903.1|DSUB
OG0006362	LOC108016921|XP_016939336.1|DSUZ	LOC117903502|XP_034671473.1|DSUB
OG0006363	LOC108014942|XP_036676115.1|DSUZ	LOC117889787|XP_034650152.1|DSUB
OG0006364	LOC108009558|XP_016929512.1|DSUZ	LOC117900866|XP_034667279.1|DSUB, LOC117900865|XP_034667278.1|DSUB
OG0006365	LOC108014951|XP_036676692.1|DSUZ	LOC117902788|XP_034670288.1|DSUB
OG0006366	LOC108014952|XP_036676762.1|DSUZ	LOC117890761|XP_034651726.1|DSUB
OG0006367	LOC108014965|XP_036676674.1|DSUZ	LOC117893662|XP_034656247.1|DSUB
OG0006368	LOC118876789|XP_036675428.1|DSUZ	LOC117896431|XP_034660646.1|DSUB
OG0006369	LOC108017244|XP_036675670.1|DSUZ	LOC117899641|XP_034665709.1|DSUB
OG0006370	LOC108004854|XP_016923424.1|DSUZ	LOC117903570|XP_034671668.1|DSUB
OG0006371	LOC108012164|XP_016932947.2|DSUZ	LOC117897950|XP_034662940.1|DSUB
OG0006372	LOC108016169|XP_036675624.1|DSUZ	LOC117899357|XP_034665220.1|DSUB
OG0006373	LOC108015426|XP_036676533.1|DSUZ	LOC117899078|XP_034664742.1|DSUB
OG0006374	LOC108019070|XP_016942200.1|DSUZ	LOC117903767|XP_034672071.1|DSUB
OG0006375	LOC108005356|XP_016924091.1|DSUZ	LOC117889645|XP_034650000.1|DSUB
OG0006376	LOC108015242|XP_016937077.1|DSUZ	LOC117893789|XP_034656427.1|DSUB
OG0006377	LOC108004846|XP_016923417.1|DSUZ	LOC117903830|XP_034672173.1|DSUB
OG0006378	LOC108015520|XP_016937475.1|DSUZ	LOC117897722|XP_034662639.1|DSUB
OG0006379	LOC108005290|XP_016923977.1|DSUZ	LOC117903859|XP_034672233.1|DSUB
OG0006380	LOC108016990|XP_016939427.1|DSUZ	LOC117903136|XP_034670863.1|DSUB
OG0006381	LOC108006559|XP_016925578.2|DSUZ	LOC117890258|XP_034650939.1|DSUB
OG0006382	LOC108005159|XP_016923823.1|DSUZ	LOC117894033|XP_034657167.1|DSUB
OG0006383	LOC108005353|XP_016924086.1|DSUZ	LOC117897460|XP_034662240.1|DSUB
OG0006384	LOC108005170|XP_016923834.1|DSUZ	LOC117903795|XP_034672114.1|DSUB
OG0006385	LOC108005959|XP_036672987.1|DSUZ	LOC117903019|XP_034670648.1|DSUB, LOC117897508|XP_034662290.1|DSUB
OG0006386	LOC108017367|XP_016939880.1|DSUZ	LOC117902608|XP_034670011.1|DSUB
OG0006387	LOC108017269|XP_016939773.2|DSUZ	LOC117898091|XP_034663162.1|DSUB
OG0006388	LOC108016773|XP_016939027.1|DSUZ	LOC117898346|XP_034663573.1|DSUB
OG0006389	LOC108016774|XP_016939028.1|DSUZ	LOC117892056|XP_034653879.1|DSUB
OG0006390	LOC108018595|XP_016941644.2|DSUZ	LOC117898352|XP_034663576.1|DSUB
OG0006391	LOC108018770|XP_016941839.1|DSUZ, LOC118877806|XP_036673840.1|DSUZ	LOC117898871|XP_034664443.1|DSUB
OG0006392	LOC108015305|XP_016937172.1|DSUZ	LOC117902936|XP_034670477.1|DSUB
OG0006393	LOC108006999|XP_036676983.1|DSUZ	LOC117902545|XP_034669873.1|DSUB
OG0006394	LOC108017339|XP_016939860.1|DSUZ	LOC117896191|XP_034660172.1|DSUB
OG0006395	LOC108006984|XP_036672956.1|DSUZ	LOC117898268|XP_034663413.1|DSUB
OG0006396	LOC108013684|XP_016935092.1|DSUZ	LOC117903697|XP_034671927.1|DSUB
OG0006397	LOC108019042|XP_016942155.1|DSUZ	LOC117897172|XP_034661762.1|DSUB
OG0006398	LOC108015376|XP_016937283.1|DSUZ	LOC117903124|XP_034670844.1|DSUB
OG0006399	LOC108005445|XP_016924224.1|DSUZ	LOC117903322|XP_034671156.1|DSUB
OG0006400	LOC108005444|XP_016924223.1|DSUZ	LOC117903318|XP_034671147.1|DSUB
OG0006401	LOC108020700|XP_036671680.1|DSUZ	LOC117893827|XP_034656475.1|DSUB
OG0006402	LOC108014404|XP_036672770.1|DSUZ	LOC117898962|XP_034664592.1|DSUB
OG0006403	LOC108006136|XP_036672900.1|DSUZ	LOC117896573|XP_034660864.1|DSUB
OG0006404	LOC108014722|XP_016936380.2|DSUZ	LOC117895973|XP_034659824.1|DSUB
OG0006405	LOC108005535|XP_036670979.1|DSUZ	LOC117893853|XP_034656512.1|DSUB
OG0006406	LOC108011724|XP_016932435.2|DSUZ	LOC117896965|XP_034661400.1|DSUB
OG0006407	LOC108015313|XP_016937182.1|DSUZ	LOC117889624|XP_034649966.1|DSUB
OG0006408	LOC108018981|XP_016942076.1|DSUZ	LOC117903204|XP_034670981.1|DSUB
OG0006409	LOC108005175|XP_016923840.1|DSUZ	LOC117903770|XP_034672075.1|DSUB
OG0006410	LOC108011151|XP_016931726.1|DSUZ	LOC117903055|XP_034670690.1|DSUB
OG0006411	LOC108005185|XP_016923858.1|DSUZ	LOC117903553|XP_034671644.1|DSUB
OG0006412	LOC108006364|XP_036675446.1|DSUZ	LOC117897582|XP_034662427.1|DSUB
OG0006413	LOC108006373|XP_016925383.2|DSUZ	LOC117896195|XP_034660179.1|DSUB
OG0006414	LOC108007049|XP_016926145.2|DSUZ	LOC117898398|XP_034663647.1|DSUB
OG0006415	LOC108014956|XP_016936666.2|DSUZ	LOC117903472|XP_034671411.1|DSUB
OG0006416	LOC108004695|XP_016923195.1|DSUZ	LOC117896934|XP_034661369.1|DSUB
OG0006417	LOC108021463|XP_016945682.1|DSUZ	LOC117902692|XP_034670125.1|DSUB
OG0006418	LOC108005385|XP_036677224.1|DSUZ	LOC117895982|XP_034659858.1|DSUB
OG0006419	LOC108010837|XP_016931294.1|DSUZ	LOC117897703|XP_034662615.1|DSUB
OG0006420	LOC108011901|XP_016932640.2|DSUZ	LOC117898562|XP_034663939.1|DSUB
OG0006421	LOC108009705|XP_016929753.1|DSUZ	LOC117901914|XP_034668770.1|DSUB
OG0006422	LOC108020358|XP_016944055.1|DSUZ	LOC117902143|XP_034669170.1|DSUB
OG0006423	LOC108020511|XP_016944334.1|DSUZ	LOC117896304|XP_034660417.1|DSUB
OG0006424	LOC108020513|XP_016944336.1|DSUZ	LOC117896306|XP_034660420.1|DSUB
OG0006425	LOC108020520|XP_036672911.1|DSUZ	LOC117897361|XP_034662034.1|DSUB
OG0006426	LOC108020518|XP_016944346.1|DSUZ	LOC117897360|XP_034662033.1|DSUB
OG0006427	LOC108006659|XP_036673354.1|DSUZ	LOC117897546|XP_034662364.1|DSUB
OG0006428	LOC108017422|XP_036674063.1|DSUZ, LOC118877787|XP_036673753.1|DSUZ	LOC117897011|XP_034661468.1|DSUB
OG0006429	LOC108007459|XP_036673433.1|DSUZ	LOC117898468|XP_034663786.1|DSUB
OG0006430	LOC108013467|XP_016934832.1|DSUZ	LOC117895219|XP_034658603.1|DSUB
OG0006431	LOC108015501|XP_036675296.1|DSUZ	LOC117898064|XP_034663124.1|DSUB
OG0006432	LOC108014149|XP_036672557.1|DSUZ	LOC117898795|XP_034664325.1|DSUB
OG0006433	LOC108011892|XP_036674331.1|DSUZ	LOC117896607|XP_034660931.1|DSUB
OG0006434	LOC108021644|XP_016945942.1|DSUZ	LOC117902384|XP_034669596.1|DSUB
OG0006435	LOC108011700|XP_036675346.1|DSUZ	LOC117898181|XP_034663281.1|DSUB
OG0006436	LOC108005465|XP_016924249.1|DSUZ	LOC117903309|XP_034671133.1|DSUB
OG0006437	LOC108004684|XP_016923163.1|DSUZ	LOC117903065|XP_034670709.1|DSUB
OG0006438	LOC108020997|XP_016944957.1|DSUZ	LOC117902481|XP_034669783.1|DSUB
OG0006439	LOC108015672|XP_036673729.1|DSUZ, LOC118879355|XP_036678099.1|DSUZ	LOC117899735|XP_034665871.1|DSUB
OG0006440	LOC108015656|XP_036673734.1|DSUZ, LOC108015655|XP_036678102.1|DSUZ	LOC117899739|XP_034665875.1|DSUB
OG0006441	LOC108014344|XP_036675187.1|DSUZ	LOC117898921|XP_034664524.1|DSUB
OG0006442	LOC108011509|XP_016932152.2|DSUZ	LOC117898328|XP_034663543.1|DSUB
OG0006443	LOC108015984|XP_016938060.1|DSUZ	LOC117898639|XP_034664093.1|DSUB
OG0006444	LOC108019454|XP_036675390.1|DSUZ	LOC117897433|XP_034662163.1|DSUB
OG0006445	LOC108015533|XP_036671591.1|DSUZ	LOC117896699|XP_034661046.1|DSUB
OG0006446	LOC108005008|XP_036673406.1|DSUZ	LOC117897709|XP_034662622.1|DSUB
OG0006447	LOC108005014|XP_036673362.1|DSUZ	LOC117898861|XP_034664429.1|DSUB
OG0006448	LOC108004861|XP_016923433.2|DSUZ	LOC117896777|XP_034661144.1|DSUB
OG0006449	LOC108020640|XP_036673272.1|DSUZ	LOC117897813|XP_034662754.1|DSUB
OG0006450	LOC108005891|XP_016924774.1|DSUZ	LOC117900539|XP_034666829.1|DSUB
OG0006451	LOC108014969|XP_036676665.1|DSUZ	LOC117902410|XP_034669647.1|DSUB
OG0006452	LOC108006628|XP_036673277.1|DSUZ	LOC117899762|XP_034665910.1|DSUB
OG0006453	LOC108004807|XP_016923363.2|DSUZ	LOC117895455|XP_034659018.1|DSUB
OG0006454	LOC108015367|XP_036676092.1|DSUZ	LOC117903344|XP_034671183.1|DSUB
OG0006455	LOC108011619|XP_016932280.1|DSUZ	LOC117899609|XP_034665628.1|DSUB
OG0006456	LOC108011659|XP_016932344.1|DSUZ	LOC117897458|XP_034662195.1|DSUB
OG0006457	LOC108018312|XP_036674403.1|DSUZ	LOC117899114|XP_034664793.1|DSUB
OG0006458	LOC108018095|XP_016940992.1|DSUZ	LOC117902398|XP_034669618.1|DSUB
OG0006459	LOC108012191|XP_016932975.2|DSUZ	LOC117899262|XP_034665047.1|DSUB
OG0006460	LOC108015749|XP_036673331.1|DSUZ	LOC117897021|XP_034661488.1|DSUB
OG0006461	LOC108004816|XP_016923375.2|DSUZ	LOC117895995|XP_034659873.1|DSUB
OG0006462	LOC108007411|XP_036674699.1|DSUZ	LOC117899044|XP_034664694.1|DSUB
OG0006463	LOC108011694|XP_036673207.1|DSUZ	LOC117898314|XP_034663489.1|DSUB
OG0006464	LOC108013379|XP_016934687.1|DSUZ	LOC117894092|XP_034656856.1|DSUB
OG0006465	LOC108016645|XP_016938840.1|DSUZ	LOC117903755|XP_034672056.1|DSUB
OG0006466	LOC108015130|XP_016936881.1|DSUZ	LOC117903578|XP_034671689.1|DSUB
OG0006467	LOC108014883|XP_036672595.1|DSUZ	LOC117896494|XP_034660725.1|DSUB
OG0006468	LOC108020635|XP_016944476.1|DSUZ	LOC117897043|XP_034661517.1|DSUB
OG0006469	LOC108013737|XP_016935177.1|DSUZ	LOC117903516|XP_034671519.1|DSUB
OG0006470	LOC108007506|XP_016926678.2|DSUZ	LOC117893739|XP_034656359.1|DSUB
OG0006471	LOC108015786|XP_016937831.2|DSUZ	LOC117897030|XP_034661500.1|DSUB
OG0006472	LOC108015768|XP_016937797.2|DSUZ	LOC117897027|XP_034661495.1|DSUB
OG0006473	LOC108013215|XP_016934428.1|DSUZ	LOC117894447|XP_034657423.1|DSUB
OG0006474	LOC108008487|XP_016927836.1|DSUZ	LOC117891228|XP_034652465.1|DSUB
OG0006475	LOC108016026|XP_016938109.1|DSUZ	LOC117896223|XP_034660248.1|DSUB
OG0006476	LOC108016883|XP_016939264.1|DSUZ	LOC117901249|XP_034667825.1|DSUB
OG0006477	LOC108019038|XP_016942143.1|DSUZ	LOC117897936|XP_034662922.1|DSUB
OG0006478	LOC108015788|XP_036673319.1|DSUZ	LOC117897340|XP_034662001.1|DSUB
OG0006479	LOC108015754|XP_036673432.1|DSUZ	LOC117898420|XP_034663689.1|DSUB
OG0006480	LOC108009824|XP_016929998.1|DSUZ	LOC117890329|XP_034651010.1|DSUB
OG0006481	LOC108021763|XP_016946068.1|DSUZ	LOC117901557|XP_034668246.1|DSUB
OG0006482	LOC118877880|XP_036674141.1|DSUZ	LOC117896285|XP_034660380.1|DSUB
OG0006483	LOC108016432|XP_016938572.2|DSUZ	LOC117897381|XP_034662081.1|DSUB
OG0006484	LOC108015920|XP_036673951.1|DSUZ	LOC117897380|XP_034662079.1|DSUB
OG0006485	LOC108006090|XP_016925025.2|DSUZ	LOC117899207|XP_034664970.1|DSUB
OG0006486	LOC108010931|XP_036674591.1|DSUZ	LOC117896654|XP_034660992.1|DSUB
OG0006487	LOC108013943|XP_016935443.2|DSUZ	LOC117896885|XP_034661305.1|DSUB
OG0006488	LOC108012535|XP_016933440.1|DSUZ	LOC117895358|XP_034658833.1|DSUB
OG0006489	LOC108007634|XP_016926840.2|DSUZ	LOC117899531|XP_034665490.1|DSUB
OG0006490	LOC108018394|XP_036672625.1|DSUZ	LOC117898957|XP_034664586.1|DSUB
OG0006491	LOC108013930|XP_016935431.1|DSUZ	LOC117902232|XP_034669361.1|DSUB
OG0006492	LOC108014365|XP_036675038.1|DSUZ	LOC117897173|XP_034661761.1|DSUB
OG0006493	LOC108004743|XP_016923263.1|DSUZ	LOC117899579|XP_034665587.1|DSUB
OG0006494	LOC108005413|XP_036676929.1|DSUZ	LOC117903627|XP_034671786.1|DSUB
