Orthogroup	DSUZ.longest_only	DNOV.longest_only
OG0005223	LOC108021085|XP_016945095.1|DSUZ	LOC115763509|XP_030561966.1|DNOV
OG0005224	LOC108007872|XP_036669109.1|DSUZ	LOC115758984|XP_030555647.1|DNOV
OG0005225	LOC108021385|XP_016945571.1|DSUZ	LOC115763564|XP_030562043.1|DNOV
OG0005226	LOC108011971|XP_016932720.2|DSUZ	LOC115759862|XP_030556826.1|DNOV
OG0005227	LOC108021596|XP_016945878.1|DSUZ	LOC115758365|XP_030554812.1|DNOV
OG0005228	LOC108021518|XP_016945767.1|DSUZ	LOC115758364|XP_030554811.1|DNOV
OG0005229	LOC108021008|XP_016944973.1|DSUZ	LOC115765974|XP_030565587.1|DNOV
OG0005230	LOC108018342|XP_016941375.1|DSUZ	LOC115758750|XP_030555368.1|DNOV
OG0005231	LOC108004968|XP_016923561.1|DSUZ	LOC115765515|XP_030564993.1|DNOV
OG0005232	LOC108021140|XP_016945189.1|DSUZ	LOC115763068|XP_030561356.1|DNOV
OG0005233	LOC108006441|XP_016925458.1|DSUZ	LOC115758353|XP_030554796.1|DNOV
OG0005234	LOC108021577|XP_016945849.1|DSUZ	LOC115769251|XP_030569823.1|DNOV
OG0005235	LOC108020929|XP_016944841.1|DSUZ	LOC115759935|XP_030556934.1|DNOV
OG0005236	LOC108007467|XP_016926635.1|DSUZ	LOC115765986|XP_030565609.1|DNOV
OG0005237	LOC108021480|XP_016945711.1|DSUZ	LOC115765881|XP_030565481.1|DNOV
OG0005238	LOC108012165|XP_016932951.1|DSUZ	LOC115765942|XP_030565547.1|DNOV
OG0005239	LOC108021474|XP_016945702.1|DSUZ	LOC115760303|XP_030557450.1|DNOV
OG0005240	LOC108021263|XP_016945377.1|DSUZ	LOC115768664|XP_030569205.1|DNOV
OG0005241	LOC108021034|XP_016945012.1|DSUZ	LOC115766004|XP_030565633.1|DNOV
OG0005242	LOC108005843|XP_016924683.1|DSUZ	LOC115760089|XP_030557134.1|DNOV
OG0005243	LOC108020978|XP_036677034.1|DSUZ	LOC115765873|XP_030565470.1|DNOV
OG0005244	LOC108008075|XP_036672516.1|DSUZ	LOC115761704|XP_030559435.1|DNOV
OG0005245	LOC108017127|XP_036674874.1|DSUZ	LOC115766046|XP_030565679.1|DNOV
OG0005246	LOC108020958|XP_016944894.2|DSUZ	LOC115765889|XP_030565490.1|DNOV
OG0005247	LOC108009791|XP_016929940.1|DSUZ	LOC115760885|XP_030558307.1|DNOV
OG0005248	LOC108004880|XP_036673962.1|DSUZ	LOC115768604|XP_030569117.1|DNOV
OG0005249	LOC108018611|XP_016941662.2|DSUZ	LOC115765646|XP_030565164.1|DNOV
OG0005250	LOC108017481|XP_016940075.1|DSUZ	LOC115763073|XP_030561368.1|DNOV
OG0005251	LOC108020999|XP_016944955.1|DSUZ	LOC115759720|XP_030556590.1|DNOV
OG0005252	LOC108017922|XP_016940588.1|DSUZ	LOC115763461|XP_030561895.1|DNOV
OG0005253	LOC108014531|XP_016936166.1|DSUZ	LOC115768566|XP_030569045.1|DNOV
OG0005254	LOC108009384|XP_016929187.1|DSUZ	LOC115763420|XP_030561838.1|DNOV
OG0005255	LOC108021530|XP_016945781.1|DSUZ	LOC115763602|XP_030562088.1|DNOV
OG0005256	LOC108015732|XP_016937759.1|DSUZ	LOC115759855|XP_030556817.1|DNOV
OG0005257	LOC108021625|XP_016945920.1|DSUZ	LOC115763524|XP_030561988.1|DNOV
OG0005258	LOC108021484|XP_016945714.1|DSUZ	LOC115762989|XP_030561234.1|DNOV
OG0005259	LOC108020663|XP_016944517.1|DSUZ	LOC115769167|XP_030569726.1|DNOV
OG0005260	LOC108020675|XP_016944537.1|DSUZ	LOC115769169|XP_030569732.1|DNOV
OG0005261	LOC108021281|XP_016945408.1|DSUZ	LOC115763144|XP_030561454.1|DNOV
OG0005262	LOC108015193|XP_016937005.1|DSUZ	LOC115759903|XP_030556885.1|DNOV
OG0005263	LOC108020969|XP_036675270.1|DSUZ	LOC115763442|XP_030561867.1|DNOV
OG0005264	LOC108012201|XP_016932988.1|DSUZ	LOC115772130|XP_030573971.1|DNOV
OG0005265	LOC108021038|XP_016945018.1|DSUZ	LOC115769163|XP_030569719.1|DNOV
OG0005266	LOC108020931|XP_016944847.1|DSUZ	LOC115763316|XP_030561672.1|DNOV
OG0005267	LOC108021176|XP_016945247.1|DSUZ	LOC115758890|XP_030555546.1|DNOV
OG0005268	LOC108021175|XP_016945246.1|DSUZ	LOC115758887|XP_030555542.1|DNOV
OG0005269	LOC108021144|XP_016945200.2|DSUZ	LOC115763404|XP_030561814.1|DNOV
OG0005270	LOC108021655|XP_016945956.1|DSUZ	LOC115758920|XP_030555579.1|DNOV
OG0005271	LOC108020975|XP_016944914.1|DSUZ	LOC115759144|XP_030555855.1|DNOV
OG0005272	LOC108021242|XP_016945340.1|DSUZ	LOC115758338|XP_030554772.1|DNOV
OG0005273	LOC108010562|XP_016930933.1|DSUZ	LOC115759325|XP_030556097.1|DNOV
OG0005274	LOC108021152|XP_016945212.1|DSUZ	LOC115759258|XP_030556018.1|DNOV
OG0005275	LOC108018075|XP_016940969.1|DSUZ	LOC115768661|XP_030569201.1|DNOV
OG0005276	LOC108021547|XP_036673922.1|DSUZ	LOC115760317|XP_030557465.1|DNOV
OG0005277	LOC108005899|XP_016924786.1|DSUZ	LOC115759919|XP_030556914.1|DNOV
OG0005278	LOC108009864|XP_016930053.1|DSUZ	LOC115762157|XP_030560131.1|DNOV
OG0005279	LOC108007641|XP_016926851.1|DSUZ	LOC115758683|XP_030555284.1|DNOV
OG0005280	LOC108021362|XP_016945541.1|DSUZ	LOC115765951|XP_030565560.1|DNOV
OG0005281	LOC108005596|XP_016924425.2|DSUZ	LOC115759112|XP_030555814.1|DNOV
OG0005282	LOC108004870|XP_016923443.1|DSUZ	LOC115765661|XP_030565179.1|DNOV
OG0005283	LOC108015775|XP_016937807.2|DSUZ	LOC115764816|XP_030563924.1|DNOV
OG0005284	LOC108017116|XP_016939568.1|DSUZ	LOC115765948|XP_030565555.1|DNOV
OG0005285	LOC108005655|XP_016924463.1|DSUZ	LOC115765952|XP_030565561.1|DNOV
OG0005286	LOC108017230|XP_016939719.1|DSUZ	LOC115766010|XP_030565641.1|DNOV
OG0005287	LOC108017208|XP_016939698.1|DSUZ	LOC115766009|XP_030565638.1|DNOV
OG0005288	LOC108017847|XP_036668583.1|DSUZ	LOC115759917|XP_030556911.1|DNOV
OG0005289	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ	LOC115760060|XP_030557099.1|DNOV
OG0005290	LOC108016287|XP_016938410.1|DSUZ	LOC115759410|XP_030556161.1|DNOV
OG0005291	LOC108006089|XP_016925028.1|DSUZ	LOC115763488|XP_030561939.1|DNOV
OG0005292	LOC108020707|XP_016944567.1|DSUZ	LOC115763333|XP_030561698.1|DNOV
OG0005293	LOC108013570|XP_016934985.1|DSUZ	LOC115759292|XP_030556054.1|DNOV
OG0005294	LOC108021223|XP_016945315.1|DSUZ	LOC115760091|XP_030557135.1|DNOV
OG0005295	LOC108017173|XP_036668702.1|DSUZ	LOC115763487|XP_030561937.1|DNOV
OG0005296	LOC108007994|XP_036675006.1|DSUZ	LOC115765638|XP_030565150.1|DNOV
OG0005297	LOC108021600|XP_016945883.1|DSUZ	LOC115763391|XP_030561790.1|DNOV
OG0005298	LOC108021069|XP_016945070.1|DSUZ	LOC115758587|XP_030555166.1|DNOV
OG0005299	LOC108015446|XP_036675424.1|DSUZ	LOC115765050|XP_030564284.1|DNOV
OG0005300	LOC108004705|XP_016923207.1|DSUZ	LOC115768142|XP_030568497.1|DNOV
OG0005301	LOC108019425|XP_016942739.1|DSUZ	LOC115759853|XP_030556810.1|DNOV
OG0005302	LOC108009758|XP_016929869.1|DSUZ	LOC115764252|XP_030563034.1|DNOV
OG0005303	LOC108020928|XP_016944840.1|DSUZ	LOC115758708|XP_030555317.1|DNOV
OG0005304	LOC108006474|XP_016925489.1|DSUZ	LOC115759223|XP_030555978.1|DNOV
OG0005305	LOC108009863|XP_016930052.1|DSUZ	LOC115762158|XP_030560132.1|DNOV
OG0005306	LOC108016840|XP_016939165.1|DSUZ	LOC115759243|XP_030556002.1|DNOV
OG0005307	LOC108008787|XP_016928176.1|DSUZ	LOC115758826|XP_030555464.1|DNOV
OG0005308	LOC108021216|XP_016945304.1|DSUZ	LOC115758707|XP_030555316.1|DNOV
OG0005309	LOC108019603|XP_016942967.1|DSUZ	LOC115758819|XP_030555456.1|DNOV
OG0005310	LOC108021245|XP_016945350.1|DSUZ	LOC115759847|XP_030556802.1|DNOV
OG0005311	LOC108014292|XP_016935845.1|DSUZ	LOC115765483|XP_030564934.1|DNOV
OG0005312	LOC108011972|XP_016932721.1|DSUZ	LOC115758441|XP_030554956.1|DNOV
OG0005313	LOC108021546|XP_016945803.1|DSUZ	LOC115759898|XP_030556874.1|DNOV
OG0005314	LOC108020946|XP_016944874.1|DSUZ	LOC115759710|XP_030556570.1|DNOV
OG0005315	LOC108021542|XP_016945797.1|DSUZ	LOC115765887|XP_030565488.1|DNOV
OG0005316	LOC108009809|XP_016929972.1|DSUZ	LOC115762270|XP_030560291.1|DNOV
OG0005317	LOC108021126|XP_016945172.1|DSUZ	LOC115759008|XP_030555676.1|DNOV
OG0005318	LOC108010975|XP_036677998.1|DSUZ	LOC115759354|XP_030556136.1|DNOV
OG0005319	LOC108021101|XP_016945119.1|DSUZ	LOC115759178|XP_030555913.1|DNOV
OG0005320	LOC108021131|XP_016945178.1|DSUZ	LOC115763210|XP_030561537.1|DNOV
OG0005321	LOC108021328|XP_016945486.1|DSUZ	LOC115765469|XP_030564908.1|DNOV
OG0005322	LOC108021307|XP_016945450.1|DSUZ	LOC115759851|XP_030556807.1|DNOV
OG0005323	LOC108021316|XP_036674290.1|DSUZ	LOC115763305|XP_030561656.1|DNOV
OG0005324	LOC108021487|XP_016945719.1|DSUZ	LOC115758832|XP_030555469.1|DNOV
OG0005325	LOC108017639|XP_016940242.1|DSUZ	LOC115763517|XP_030561979.1|DNOV
OG0005326	LOC108008288|XP_016927592.1|DSUZ	LOC115759336|XP_030556114.1|DNOV
OG0005327	LOC108006269|XP_016925211.1|DSUZ	LOC115763036|XP_030561309.1|DNOV
OG0005328	LOC108020791|XP_016944659.1|DSUZ	LOC115771598|XP_030573213.1|DNOV
OG0005329	LOC108013058|XP_016934166.1|DSUZ	LOC115770382|XP_030571490.1|DNOV
OG0005330	LOC108013057|XP_016934164.1|DSUZ	LOC115770380|XP_030571489.1|DNOV
OG0005331	LOC108021015|XP_016944984.1|DSUZ	LOC115758891|XP_030555547.1|DNOV
OG0005332	LOC108006238|XP_016925170.1|DSUZ	LOC115763240|XP_030561576.1|DNOV
OG0005333	LOC108006037|XP_016924973.1|DSUZ	LOC115760270|XP_030557400.1|DNOV
OG0005334	LOC108009083|XP_016928630.1|DSUZ	LOC115763928|XP_030562579.1|DNOV
OG0005335	LOC108019901|XP_016943477.1|DSUZ	LOC115758242|XP_030554659.1|DNOV
OG0005336	LOC108009276|XP_016928981.1|DSUZ	LOC115763207|XP_030561535.1|DNOV
OG0005337	LOC108009057|XP_016928551.1|DSUZ	LOC115762016|XP_030559947.1|DNOV
OG0005338	LOC108021457|XP_016945676.1|DSUZ	LOC115763342|XP_030561712.1|DNOV
OG0005339	LOC108018005|XP_016940890.1|DSUZ	LOC115763279|XP_030561618.1|DNOV
OG0005340	LOC108021125|XP_016945170.1|DSUZ	LOC115763380|XP_030561777.1|DNOV
OG0005341	LOC108019890|XP_016943457.1|DSUZ	LOC115761548|XP_030559194.1|DNOV
OG0005342	LOC108021431|XP_016945636.1|DSUZ	LOC115760063|XP_030557103.1|DNOV
OG0005343	LOC108017772|XP_016940381.1|DSUZ	LOC115762413|XP_030560462.1|DNOV
OG0005344	LOC108008888|XP_016928282.1|DSUZ	LOC115758090|XP_030554468.1|DNOV
OG0005345	LOC108005911|XP_016924813.1|DSUZ	LOC115763541|XP_030562018.1|DNOV
OG0005346	LOC108011727|XP_016932442.1|DSUZ	LOC115760174|XP_030557258.1|DNOV
OG0005347	LOC108021009|XP_016944975.1|DSUZ	LOC115758489|XP_030555028.1|DNOV
OG0005348	LOC108021291|XP_016945420.1|DSUZ	LOC115759719|XP_030556586.1|DNOV
OG0005349	LOC108021689|XP_016946002.1|DSUZ	LOC115759747|XP_030556645.1|DNOV
OG0005350	LOC108006344|XP_016925352.1|DSUZ	LOC115759260|XP_030556022.1|DNOV
OG0005351	LOC108012910|XP_016933919.1|DSUZ	LOC115769647|XP_030570420.1|DNOV
OG0005352	LOC108020888|XP_036670731.1|DSUZ	LOC115759724|XP_030556601.1|DNOV
OG0005353	LOC108006189|XP_016925115.1|DSUZ	LOC115757879|XP_030554179.1|DNOV
OG0005354	LOC108018013|XP_036669578.1|DSUZ	LOC115763278|XP_030561617.1|DNOV
OG0005355	LOC108014148|XP_016935679.1|DSUZ	LOC115758380|XP_030554841.1|DNOV
OG0005356	LOC108014186|XP_016935720.1|DSUZ	LOC115758389|XP_030554849.1|DNOV
OG0005357	LOC108020903|XP_016944809.1|DSUZ	LOC115759027|XP_030555699.1|DNOV
OG0005358	LOC108009092|XP_016928644.1|DSUZ	LOC115763285|XP_030561630.1|DNOV
OG0005359	LOC108009773|XP_016929892.1|DSUZ	LOC115758112|XP_030554496.1|DNOV
OG0005360	LOC108020744|XP_016944609.1|DSUZ	LOC115771430|XP_030572994.1|DNOV
OG0005361	LOC108020988|XP_016944935.1|DSUZ	LOC115759877|XP_030556850.1|DNOV
OG0005362	LOC108021287|XP_016945416.1|DSUZ	LOC115763406|XP_030561818.1|DNOV
OG0005363	LOC108021706|XP_016946028.1|DSUZ	LOC115759076|XP_030555766.1|DNOV
OG0005364	LOC108009940|XP_016930174.1|DSUZ	LOC115758483|XP_030555023.1|DNOV
OG0005365	LOC108021202|XP_016945286.1|DSUZ	LOC115759900|XP_030556881.1|DNOV
OG0005366	LOC108021641|XP_016945938.1|DSUZ	LOC115760299|XP_030557447.1|DNOV
OG0005367	LOC108021297|XP_016945433.1|DSUZ	LOC115760298|XP_030557445.1|DNOV
OG0005368	LOC108006972|XP_016926067.2|DSUZ	LOC115761873|XP_030559736.1|DNOV
OG0005369	LOC108021778|XP_016946074.1|DSUZ	LOC115760257|XP_030557379.1|DNOV
OG0005370	LOC108016008|XP_016938093.1|DSUZ	LOC115758807|XP_030555444.1|DNOV
OG0005371	LOC108021811|XP_016946106.1|DSUZ	LOC115758677|XP_030555278.1|DNOV
OG0005372	LOC108010604|XP_016930984.2|DSUZ	LOC115759499|XP_030556297.1|DNOV
OG0005373	LOC108010532|XP_036677314.1|DSUZ	LOC115758460|XP_030554993.1|DNOV
OG0005374	LOC108009249|XP_016928921.1|DSUZ	LOC115758554|XP_030555112.1|DNOV
OG0005375	LOC108009631|XP_016929614.1|DSUZ	LOC115758553|XP_030555110.1|DNOV
OG0005376	LOC108015326|XP_036678687.1|DSUZ	LOC115765879|XP_030565477.1|DNOV
OG0005377	LOC108012904|XP_016933904.1|DSUZ	LOC115762789|XP_030561002.1|DNOV
OG0005378	LOC108009836|XP_036677641.1|DSUZ	LOC115758874|XP_030555529.1|DNOV
OG0005379	LOC108008056|XP_016927330.1|DSUZ	LOC115759048|XP_030555731.1|DNOV
OG0005380	LOC108021376|XP_016945559.1|DSUZ	LOC115758998|XP_030555659.1|DNOV
OG0005381	LOC108016522|XP_016938687.1|DSUZ	LOC115760116|XP_030557171.1|DNOV
OG0005382	LOC108017414|XP_036668736.1|DSUZ	LOC115759157|XP_030555886.1|DNOV
OG0005383	LOC108004808|XP_036670618.1|DSUZ	LOC115771077|XP_030572489.1|DNOV
OG0005384	LOC108012177|XP_016932961.2|DSUZ	LOC115770835|XP_030572130.1|DNOV
OG0005385	LOC108010018|XP_016930302.1|DSUZ	LOC115761862|XP_030559719.1|DNOV
OG0005386	LOC108010323|XP_036669484.1|DSUZ	LOC115759309|XP_030556080.1|DNOV
OG0005387	LOC108018567|XP_036672913.1|DSUZ	LOC115761791|XP_030559584.1|DNOV
OG0005388	LOC108007247|XP_016926378.1|DSUZ	LOC115765916|XP_030565522.1|DNOV
OG0005389	LOC108020998|XP_036673218.1|DSUZ	LOC115760196|XP_030557286.1|DNOV
OG0005390	LOC108016995|XP_016939434.1|DSUZ	LOC115758433|XP_030554949.1|DNOV
OG0005391	LOC108017011|XP_016939465.1|DSUZ	LOC115758437|XP_030554954.1|DNOV
OG0005392	LOC108013872|XP_016935370.1|DSUZ	LOC115765466|XP_030564904.1|DNOV
OG0005393	LOC108011576|XP_016932235.1|DSUZ	LOC115761539|XP_030559181.1|DNOV
OG0005394	LOC108021032|XP_016945011.1|DSUZ	LOC115765506|XP_030564983.1|DNOV
OG0005395	LOC108021574|XP_016945845.1|DSUZ	LOC115767705|XP_030567858.1|DNOV
OG0005396	LOC108019439|XP_016942756.1|DSUZ	LOC115760341|XP_030557480.1|DNOV, LOC115759842|XP_030556796.1|DNOV
OG0005397	LOC108006853|XP_016925905.1|DSUZ	LOC115759849|XP_030556805.1|DNOV
OG0005398	LOC108016248|XP_016938360.1|DSUZ	LOC115767900|XP_030568132.1|DNOV
OG0005399	LOC108019932|XP_016943532.1|DSUZ	LOC115761077|XP_030558555.1|DNOV
OG0005401	LOC108006299|XP_016925264.1|DSUZ	LOC115760221|XP_030557334.1|DNOV
OG0005402	LOC108021607|XP_016945892.1|DSUZ	LOC115759974|XP_030556986.1|DNOV
OG0005403	LOC108005417|XP_016924178.1|DSUZ	LOC115759845|XP_030556800.1|DNOV
OG0005404	LOC108005421|XP_016924191.1|DSUZ	LOC115759846|XP_030556801.1|DNOV
OG0005405	LOC108010273|XP_016930623.1|DSUZ	LOC115762194|XP_030560176.1|DNOV
OG0005406	LOC108017724|XP_036670043.1|DSUZ	LOC115760797|XP_030558153.1|DNOV
OG0005407	LOC108008349|XP_016927667.1|DSUZ	LOC115760757|XP_030558096.1|DNOV
OG0005408	LOC108021225|XP_016945313.1|DSUZ	LOC115760081|XP_030557123.1|DNOV
OG0005409	LOC108019216|XP_016942500.1|DSUZ	LOC115759249|XP_030556010.1|DNOV
OG0005410	LOC108007657|XP_016926872.1|DSUZ	LOC115758333|XP_030554763.1|DNOV
OG0005411	LOC108009833|XP_016930012.1|DSUZ	LOC115760679|XP_030558006.1|DNOV
OG0005412	LOC108008419|XP_016927754.1|DSUZ	LOC115760983|XP_030558446.1|DNOV
OG0005413	LOC108017864|XP_016940510.1|DSUZ	LOC115761033|XP_030558507.1|DNOV
OG0005414	LOC108016650|XP_016938847.1|DSUZ	LOC115768184|XP_030568552.1|DNOV
OG0005415	LOC108005375|XP_016924122.1|DSUZ	LOC115765084|XP_030564319.1|DNOV
OG0005416	LOC108018175|XP_016941162.1|DSUZ	LOC115760857|XP_030558269.1|DNOV
OG0005417	LOC108008594|XP_016927965.1|DSUZ	LOC115759909|XP_030556894.1|DNOV
OG0005418	LOC108021037|XP_016945017.1|DSUZ	LOC115763259|XP_030561597.1|DNOV
OG0005419	LOC108021188|XP_016945265.1|DSUZ	LOC115763059|XP_030561345.1|DNOV
OG0005420	LOC108006905|XP_016925987.2|DSUZ	LOC115759697|XP_030556557.1|DNOV
OG0005421	LOC108021719|XP_016946045.1|DSUZ	LOC115759242|XP_030556001.1|DNOV
OG0005422	LOC108011225|XP_016931811.1|DSUZ	LOC115765137|XP_030564395.1|DNOV
OG0005423	LOC108018739|XP_016941807.1|DSUZ	LOC115760324|XP_030557469.1|DNOV
OG0005424	LOC108009616|XP_016929590.1|DSUZ	LOC115762077|XP_030560029.1|DNOV
OG0005425	LOC108006305|XP_016925281.1|DSUZ	LOC115766326|XP_030566077.1|DNOV
OG0005426	LOC108009152|XP_016928746.1|DSUZ	LOC115765498|XP_030564971.1|DNOV
OG0005427	LOC108009280|XP_016928993.1|DSUZ	LOC115763479|XP_030561925.1|DNOV
OG0005428	LOC108011883|XP_016932618.1|DSUZ	LOC115758667|XP_030555266.1|DNOV
OG0005429	LOC108021099|XP_036670652.1|DSUZ	LOC115758896|XP_030555552.1|DNOV
OG0005430	LOC108021100|XP_016945117.1|DSUZ	LOC115758965|XP_030555628.1|DNOV
OG0005431	LOC108021653|XP_016945954.1|DSUZ	LOC115759130|XP_030555835.1|DNOV
OG0005432	LOC108014216|XP_036678128.1|DSUZ	LOC115758838|XP_030555479.1|DNOV
OG0005433	LOC108008730|XP_016928119.1|DSUZ	LOC115761348|XP_030558957.1|DNOV
OG0005434	LOC108013745|XP_016935187.1|DSUZ	LOC115758911|XP_030555567.1|DNOV
OG0005435	LOC108006140|XP_016925084.2|DSUZ	LOC115758837|XP_030555478.1|DNOV
OG0005436	LOC108015861|XP_016937917.1|DSUZ	LOC115758839|XP_030555480.1|DNOV
OG0005437	LOC118878588|XP_036677518.1|DSUZ, LOC108020229|XP_036673823.1|DSUZ	LOC115764932|XP_030564102.1|DNOV
OG0005438	LOC108020191|XP_016943791.1|DSUZ	LOC115765865|XP_030565455.1|DNOV
OG0005439	LOC108018302|XP_016941325.1|DSUZ	LOC115761753|XP_030559514.1|DNOV
OG0005440	LOC108020313|XP_016943937.1|DSUZ	LOC115759695|XP_030556553.1|DNOV
OG0005441	LOC108011974|XP_016932725.2|DSUZ	LOC115758990|XP_030555652.1|DNOV
OG0005442	LOC108007680|XP_016926895.1|DSUZ	LOC115759829|XP_030556781.1|DNOV
OG0005443	LOC108021426|XP_016945627.1|DSUZ	LOC115763932|XP_030562586.1|DNOV
OG0005444	LOC108020940|XP_016944869.1|DSUZ	LOC115758924|XP_030555582.1|DNOV
OG0005445	LOC108009552|XP_016929499.1|DSUZ	LOC115759241|XP_030555999.1|DNOV
OG0005446	LOC108011946|XP_016932683.1|DSUZ	LOC115759987|XP_030557001.1|DNOV
OG0005447	LOC108004863|XP_016923437.1|DSUZ	LOC115765492|XP_030564957.1|DNOV
OG0005448	LOC108017981|XP_016940808.1|DSUZ	LOC115762449|XP_030560511.1|DNOV
OG0005449	LOC108019174|XP_016942426.1|DSUZ	LOC115768111|XP_030568475.1|DNOV
OG0005450	LOC108014766|XP_016936448.2|DSUZ	LOC115771740|XP_030573427.1|DNOV
OG0005451	LOC108021407|XP_016945603.1|DSUZ	LOC115760000|XP_030557017.1|DNOV
OG0005452	LOC108010161|XP_016930487.1|DSUZ	LOC115761141|XP_030558664.1|DNOV
OG0005453	LOC108011555|XP_036673000.1|DSUZ	LOC115766121|XP_030565801.1|DNOV
OG0005454	LOC108014301|XP_016935857.1|DSUZ	LOC115765567|XP_030565070.1|DNOV
OG0005455	LOC108008638|XP_016928006.1|DSUZ	LOC115763811|XP_030562423.1|DNOV
OG0005456	LOC108021284|XP_016945412.1|DSUZ	LOC115763319|XP_030561679.1|DNOV
OG0005457	LOC108013403|XP_016934749.1|DSUZ	LOC115763460|XP_030561893.1|DNOV
OG0005458	LOC108021359|XP_016945534.1|DSUZ	LOC115758803|XP_030555438.1|DNOV
OG0005459	LOC108021526|XP_016945776.1|DSUZ	LOC115760047|XP_030557077.1|DNOV
OG0005460	LOC108015412|XP_016937331.1|DSUZ	LOC115765960|XP_030565574.1|DNOV
OG0005461	LOC108021197|XP_016945275.1|DSUZ	LOC115759148|XP_030555861.1|DNOV
OG0005462	LOC108021198|XP_016945276.1|DSUZ	LOC115759153|XP_030555869.1|DNOV
OG0005463	LOC108013165|XP_016934351.1|DSUZ	LOC115770478|XP_030571622.1|DNOV
OG0005464	LOC108010125|XP_016930445.1|DSUZ	LOC115758593|XP_030555173.1|DNOV
OG0005465	LOC108013382|XP_016934713.1|DSUZ	LOC115763614|XP_030562104.1|DNOV
OG0005466	LOC108021418|XP_016945622.1|DSUZ	LOC115763500|XP_030561954.1|DNOV
OG0005467	LOC108005983|XP_016924913.1|DSUZ	LOC115771882|XP_030573630.1|DNOV
OG0005468	LOC108017951|XP_016940680.1|DSUZ	LOC115758322|XP_030554749.1|DNOV
OG0005469	LOC108005446|XP_016924228.2|DSUZ	LOC115758574|XP_030555149.1|DNOV
OG0005470	LOC108018043|XP_016940925.1|DSUZ	LOC115763546|XP_030562022.1|DNOV
OG0005471	LOC108018500|XP_036669167.1|DSUZ	LOC115759867|XP_030556834.1|DNOV
OG0005472	LOC108019527|XP_016942857.1|DSUZ	LOC115760326|XP_030557472.1|DNOV
OG0005473	LOC108021289|XP_016945421.1|DSUZ	LOC115765867|XP_030565459.1|DNOV
OG0005474	LOC108021135|XP_016945181.1|DSUZ	LOC115760086|XP_030557131.1|DNOV
OG0005475	LOC108021134|XP_016945180.1|DSUZ	LOC115760085|XP_030557129.1|DNOV
OG0005476	LOC108019817|XP_016943320.1|DSUZ	LOC115762292|XP_030560317.1|DNOV
OG0005477	LOC118877252|XP_036670852.1|DSUZ	LOC115768925|XP_030569521.1|DNOV
OG0005478	LOC108021338|XP_016945508.1|DSUZ	LOC115760108|XP_030557161.1|DNOV
OG0005479	LOC108021346|XP_016945517.1|DSUZ	LOC115760107|XP_030557160.1|DNOV
OG0005480	LOC108021347|XP_016945518.1|DSUZ	LOC115759809|XP_030556758.1|DNOV
OG0005481	LOC108021182|XP_016945252.1|DSUZ	LOC115759822|XP_030556773.1|DNOV
OG0005482	LOC108019388|XP_016942709.2|DSUZ	LOC115760251|XP_030557367.1|DNOV
OG0005483	LOC108011599|XP_016932257.1|DSUZ	LOC115771730|XP_030573415.1|DNOV
OG0005484	LOC108005063|XP_016923736.1|DSUZ	LOC115763263|XP_030561602.1|DNOV
OG0005485	LOC108019917|XP_036669961.1|DSUZ	LOC115760893|XP_030558319.1|DNOV
OG0005486	LOC108017770|XP_016940379.1|DSUZ	LOC115760686|XP_030558013.1|DNOV
OG0005487	LOC108021471|XP_016945699.1|DSUZ	LOC115759947|XP_030556950.1|DNOV
OG0005488	LOC108021707|XP_016946030.1|DSUZ	LOC115760198|XP_030557289.1|DNOV
OG0005489	LOC108021206|XP_016945291.1|DSUZ	LOC115765872|XP_030565469.1|DNOV
OG0005490	LOC108007569|XP_016926754.1|DSUZ	LOC115765871|XP_030565468.1|DNOV
OG0005491	LOC108016766|XP_036668586.1|DSUZ	LOC115759737|XP_030556629.1|DNOV
OG0005492	LOC108007817|XP_016927072.1|DSUZ	LOC115759852|XP_030556809.1|DNOV
OG0005493	LOC108008604|XP_016927976.1|DSUZ	LOC115758320|XP_030554747.1|DNOV
OG0005494	LOC108009199|XP_016928846.1|DSUZ	LOC115762096|XP_030560056.1|DNOV
OG0005495	LOC108008304|XP_016927610.1|DSUZ	LOC115760991|XP_030558458.1|DNOV
OG0005496	LOC108019435|XP_016942749.1|DSUZ, LOC108018495|XP_036674080.1|DSUZ	LOC115757675|XP_030553865.1|DNOV
OG0005497	LOC108004571|XP_016923001.1|DSUZ	LOC115763013|XP_030561262.1|DNOV
OG0005498	LOC108004580|XP_016923013.1|DSUZ	LOC115763016|XP_030561267.1|DNOV
OG0005499	LOC108019338|XP_016942650.1|DSUZ	LOC115763209|XP_030561536.1|DNOV
OG0005500	LOC108019364|XP_016942678.1|DSUZ	LOC115763212|XP_030561539.1|DNOV
OG0005501	LOC108021269|XP_016945388.1|DSUZ	LOC115759150|XP_030555865.1|DNOV
OG0005502	LOC108021270|XP_016945390.1|DSUZ	LOC115759151|XP_030555866.1|DNOV
OG0005503	LOC108018617|XP_036671614.1|DSUZ	LOC115758862|XP_030555511.1|DNOV
OG0005504	LOC108004602|XP_016923034.1|DSUZ	LOC115758331|XP_030554761.1|DNOV
OG0005506	LOC108018792|XP_016941869.1|DSUZ	LOC115762981|XP_030561220.1|DNOV
OG0005507	LOC108016756|XP_016938996.1|DSUZ	LOC115759050|XP_030555734.1|DNOV
