Orthogroup	DSUZ.longest_only	DEUG.longest_only
OG0005978	LOC108009974|XP_016930229.1|DSUZ	LOC108112479|XP_017077827.1|DEUG
OG0005979	LOC108019858|XP_016943390.1|DSUZ	LOC108112049|XP_017077291.1|DEUG
OG0005980	LOC108017800|XP_016940434.1|DSUZ	LOC108113360|XP_017079413.1|DEUG
OG0005981	LOC108005297|XP_016923995.1|DSUZ	LOC108104348|XP_017065842.1|DEUG
OG0005982	LOC108018238|XP_016941253.1|DSUZ	LOC108113317|XP_017079362.1|DEUG
OG0005983	LOC108013670|XP_036676730.1|DSUZ	LOC108105029|XP_017066915.1|DEUG
OG0005984	LOC108005395|XP_036676987.1|DSUZ	LOC108105368|XP_017067390.1|DEUG
OG0005985	LOC108021794|XP_036677109.1|DSUZ	LOC108111852|XP_017076950.1|DEUG
OG0005986	LOC108016790|XP_016939046.1|DSUZ	LOC108117621|XP_017085638.1|DEUG
OG0005987	LOC108019135|XP_016942366.1|DSUZ	LOC108105069|XP_017066978.1|DEUG
OG0005988	LOC108010136|XP_036669111.1|DSUZ	LOC108106610|XP_017069298.1|DEUG
OG0005989	LOC108019872|XP_016943429.1|DSUZ	LOC108106520|XP_017069114.1|DEUG
OG0005990	LOC108006188|XP_036669108.1|DSUZ	LOC108113013|XP_017078923.1|DEUG
OG0005991	LOC108017955|XP_016940712.1|DSUZ	LOC108104496|XP_017066099.1|DEUG
OG0005992	LOC108013265|XP_016934513.1|DSUZ	LOC108114573|XP_017081113.1|DEUG
OG0005993	LOC108013266|XP_016934515.1|DSUZ	LOC108114574|XP_017081114.1|DEUG
OG0005994	LOC108006914|XP_016926000.1|DSUZ	LOC108108712|XP_017072333.1|DEUG
OG0005995	LOC108005777|XP_036671793.1|DSUZ	LOC108114714|XP_017081305.1|DEUG
OG0005996	LOC108017615|XP_016940198.2|DSUZ	LOC108108690|XP_017072284.1|DEUG
OG0005997	LOC108010044|XP_016930342.1|DSUZ	LOC108113136|XP_017079132.1|DEUG
OG0005998	LOC108012559|XP_016933461.1|DSUZ	LOC108104253|XP_017065691.1|DEUG
OG0005999	LOC108013155|XP_016934336.1|DSUZ	LOC108104738|XP_017066464.1|DEUG
OG0006000	LOC108008242|XP_036669717.1|DSUZ	LOC108112595|XP_017078134.1|DEUG
OG0006001	LOC108012702|XP_016933619.1|DSUZ	LOC108107624|XP_017070682.1|DEUG
OG0006002	LOC108008341|XP_016927658.1|DSUZ	LOC108107284|XP_017070227.1|DEUG
OG0006003	LOC108013594|XP_016935012.1|DSUZ	LOC108104300|XP_017065763.1|DEUG
OG0006004	LOC108005936|XP_016924849.2|DSUZ	LOC108114966|XP_017081662.1|DEUG
OG0006005	LOC108009459|XP_016929318.1|DSUZ	LOC108106430|XP_017068947.1|DEUG
OG0006006	LOC108009464|XP_016929332.1|DSUZ	LOC108109096|XP_017072968.1|DEUG
OG0006007	LOC108019914|XP_016943505.1|DSUZ	LOC108111618|XP_017076637.1|DEUG
OG0006008	LOC108021142|XP_016945194.2|DSUZ	LOC108110931|XP_017075701.1|DEUG
OG0006009	LOC108013070|XP_036672110.1|DSUZ	LOC108114363|XP_017080799.1|DEUG
OG0006010	LOC108006904|XP_016925984.2|DSUZ	LOC108108727|XP_017072349.1|DEUG
OG0006011	LOC108012929|XP_016933952.1|DSUZ	LOC108104647|XP_017066316.1|DEUG
OG0006012	LOC108017376|XP_036672166.1|DSUZ	LOC108114194|XP_017080494.1|DEUG
OG0006013	LOC108017728|XP_016940327.2|DSUZ	LOC108112121|XP_017077361.1|DEUG
OG0006014	LOC108012557|XP_016933459.1|DSUZ	LOC108104009|XP_017065322.1|DEUG
OG0006015	LOC108008868|XP_016928262.1|DSUZ	LOC108106530|XP_017069154.1|DEUG
OG0006016	LOC108017999|XP_016940838.1|DSUZ	LOC108104535|XP_017066158.1|DEUG
OG0006017	LOC108008342|XP_016927659.1|DSUZ	LOC108106760|XP_017069489.1|DEUG
OG0006018	LOC108018193|XP_016941193.1|DSUZ	LOC108111991|XP_017077208.1|DEUG
OG0006019	LOC108010242|XP_016930583.1|DSUZ	LOC108113296|XP_017079336.1|DEUG
OG0006020	LOC108013192|XP_016934389.1|DSUZ	LOC108114466|XP_017080963.1|DEUG
OG0006021	LOC118877437|XP_036672146.1|DSUZ	LOC108107966|XP_017071295.1|DEUG
OG0006022	LOC108021258|XP_016945370.1|DSUZ	LOC108111066|XP_017075883.1|DEUG
OG0006023	LOC108018433|XP_016941481.1|DSUZ	LOC108113603|XP_017079747.1|DEUG
OG0006024	LOC108011109|XP_036677112.1|DSUZ	LOC108103795|XP_017064915.1|DEUG
OG0006025	LOC108009775|XP_036669048.1|DSUZ	LOC108106522|XP_017069119.1|DEUG
OG0006026	LOC108012186|XP_016932970.2|DSUZ	LOC108115645|XP_017082688.1|DEUG
OG0006027	LOC108019728|XP_016943137.1|DSUZ	LOC108114892|XP_017081539.1|DEUG
OG0006028	LOC108008321|XP_016927628.1|DSUZ	LOC108106775|XP_017069505.1|DEUG
OG0006029	LOC108017775|XP_016940387.1|DSUZ	LOC108104548|XP_017066178.1|DEUG
OG0006030	LOC108011493|XP_036673958.1|DSUZ	LOC108117508|XP_017085485.1|DEUG
OG0006031	LOC108008311|XP_016927618.1|DSUZ	LOC108106759|XP_017069487.1|DEUG
OG0006032	LOC108015245|XP_016937083.1|DSUZ	LOC108117710|XP_017085751.1|DEUG
OG0006033	LOC108008330|XP_016927644.1|DSUZ	LOC108106755|XP_017069484.1|DEUG
OG0006034	LOC108018497|XP_036674050.1|DSUZ, LOC108019423|XP_036673831.1|DSUZ	LOC108110157|XP_017074568.1|DEUG
OG0006035	LOC108014578|XP_016936222.2|DSUZ	LOC108116413|XP_017083786.1|DEUG
OG0006036	LOC108009378|XP_016929174.1|DSUZ	LOC108110508|XP_017075077.1|DEUG
OG0006037	LOC108009682|XP_016929716.1|DSUZ	LOC108106534|XP_017069161.1|DEUG
OG0006038	LOC108014354|XP_016935928.1|DSUZ	LOC108115397|XP_017082323.1|DEUG
OG0006039	LOC108019910|XP_016943498.1|DSUZ	LOC108111623|XP_017076646.1|DEUG
OG0006040	LOC108019855|XP_016943387.1|DSUZ	LOC108106248|XP_017068703.1|DEUG
OG0006041	LOC108016610|XP_016938790.1|DSUZ	LOC108103702|XP_017064787.1|DEUG
OG0006042	LOC108017697|XP_036670091.1|DSUZ	LOC108112512|XP_017077889.1|DEUG
OG0006043	LOC108018644|XP_036671426.1|DSUZ	LOC108108628|XP_017072217.1|DEUG
OG0006044	LOC108015262|XP_016937108.1|DSUZ	LOC108105462|XP_017067551.1|DEUG
OG0006045	LOC108010969|XP_016931479.1|DSUZ	LOC108110353|XP_017074881.1|DEUG
OG0006046	LOC108009795|XP_016929946.1|DSUZ	LOC108112924|XP_017078805.1|DEUG
OG0006047	LOC108013593|XP_016935011.1|DSUZ	LOC108106023|XP_017068361.1|DEUG
OG0006048	LOC108016393|XP_016938529.2|DSUZ	LOC108114650|XP_017081211.1|DEUG
OG0006049	LOC108006558|XP_016925577.1|DSUZ	LOC108102932|XP_017063682.1|DEUG
OG0006050	LOC108010833|XP_016931288.2|DSUZ	LOC108105208|XP_017067150.1|DEUG
OG0006051	LOC108016961|XP_016939385.1|DSUZ	LOC108117550|XP_017085551.1|DEUG
OG0006052	LOC108008302|XP_016927608.1|DSUZ	LOC108107374|XP_017070370.1|DEUG
OG0006053	LOC108013449|XP_016934814.1|DSUZ	LOC108109900|XP_017074196.1|DEUG
OG0006054	LOC108020397|XP_016944164.1|DSUZ	LOC108108672|XP_017072269.1|DEUG
OG0006055	LOC108018404|XP_016941450.2|DSUZ	LOC108111815|XP_017076908.1|DEUG
OG0006056	LOC108017830|XP_016940472.1|DSUZ	LOC108113228|XP_017079254.1|DEUG
OG0006057	LOC108013390|XP_016934722.1|DSUZ	LOC108102845|XP_017063526.1|DEUG
OG0006058	LOC108020123|XP_016943713.1|DSUZ	LOC108117262|XP_017085104.1|DEUG
OG0006059	LOC108007276|XP_036670442.1|DSUZ	LOC108107969|XP_017071298.1|DEUG
OG0006060	LOC108007282|XP_016926411.2|DSUZ	LOC108107971|XP_017071302.1|DEUG
OG0006061	LOC108015190|XP_016936999.2|DSUZ	LOC108117700|XP_017085727.1|DEUG
OG0006062	LOC108006206|XP_016925132.2|DSUZ	LOC108116342|XP_017083646.1|DEUG
OG0006063	LOC108021413|XP_016945614.1|DSUZ	LOC108111169|XP_017076037.1|DEUG
OG0006064	LOC108009383|XP_016929180.1|DSUZ	LOC108106591|XP_017069263.1|DEUG
OG0006065	LOC108013456|XP_016934821.1|DSUZ	LOC108107687|XP_017070780.1|DEUG
OG0006066	LOC108017819|XP_016940458.1|DSUZ	LOC108112130|XP_017077369.1|DEUG
OG0006067	LOC108019716|XP_016943104.1|DSUZ	LOC108104472|XP_017066026.1|DEUG
OG0006068	LOC108015140|XP_016936899.1|DSUZ	LOC108105010|XP_017066879.1|DEUG
OG0006069	LOC108017645|XP_036672410.1|DSUZ	LOC108108612|XP_017072200.1|DEUG
OG0006070	LOC108014606|XP_016936258.1|DSUZ	LOC108108677|XP_017072271.1|DEUG
OG0006071	LOC108013874|XP_036673322.1|DSUZ	LOC108115863|XP_017082977.1|DEUG
OG0006072	LOC108012467|XP_016933348.1|DSUZ	LOC108107574|XP_017070624.1|DEUG
OG0006073	LOC108013606|XP_016935035.1|DSUZ	LOC108104745|XP_017066475.1|DEUG
OG0006074	LOC108005319|XP_016924022.1|DSUZ	LOC108104352|XP_017065847.1|DEUG
OG0006075	LOC108004566|XP_016922991.1|DSUZ	LOC108117430|XP_017085332.1|DEUG
OG0006076	LOC108008440|XP_016927779.1|DSUZ	LOC108106800|XP_017069533.1|DEUG
OG0006077	LOC108020321|XP_036670705.1|DSUZ	LOC108108750|XP_017072397.1|DEUG
OG0006078	LOC108011065|XP_016931617.2|DSUZ	LOC108108781|XP_017072441.1|DEUG
OG0006079	LOC108012837|XP_016933793.1|DSUZ	LOC108114197|XP_017080504.1|DEUG
OG0006080	LOC108014019|XP_016935517.2|DSUZ	LOC108117350|XP_017085214.1|DEUG
OG0006081	LOC108008385|XP_016927717.1|DSUZ	LOC108104797|XP_017066555.1|DEUG
OG0006082	LOC108009151|XP_016928745.1|DSUZ	LOC108104818|XP_017066591.1|DEUG
OG0006083	LOC108020729|XP_036672162.1|DSUZ	LOC108108532|XP_017072093.1|DEUG
OG0006084	LOC108011793|XP_036671247.1|DSUZ	LOC108118229|XP_017086300.1|DEUG
OG0006085	LOC108006882|XP_036671665.1|DSUZ	LOC108108813|XP_017072488.1|DEUG
OG0006086	LOC108017611|XP_036671253.1|DSUZ	LOC108108816|XP_017072496.1|DEUG
OG0006087	LOC108010085|XP_016930388.1|DSUZ	LOC108112925|XP_017078806.1|DEUG
OG0006088	LOC108010488|XP_016930847.2|DSUZ	LOC108108652|XP_017072244.1|DEUG
OG0006089	LOC108004575|XP_016923004.1|DSUZ	LOC108104439|XP_017065987.1|DEUG
OG0006090	LOC108011302|XP_036671188.1|DSUZ	LOC108114253|XP_017080636.1|DEUG
OG0006091	LOC108013360|XP_016934670.1|DSUZ	LOC108114595|XP_017081140.1|DEUG
OG0006092	LOC108011112|XP_016931673.1|DSUZ	LOC108103874|XP_017065089.1|DEUG
OG0006093	LOC108010217|XP_016930550.1|DSUZ	LOC108104809|XP_017066580.1|DEUG
OG0006094	LOC108018660|XP_016941722.1|DSUZ	LOC108114584|XP_017081127.1|DEUG
OG0006095	LOC108010182|XP_016930513.1|DSUZ	LOC108104528|XP_017066149.1|DEUG
OG0006096	LOC108009016|XP_016928476.1|DSUZ	LOC108106658|XP_017069368.1|DEUG
OG0006097	LOC108015526|XP_036670967.1|DSUZ	LOC108108504|XP_017072059.1|DEUG
OG0006098	LOC108021091|XP_016945103.1|DSUZ	LOC108104186|XP_017065615.1|DEUG
OG0006099	LOC108009695|XP_016929734.1|DSUZ	LOC108106389|XP_017068884.1|DEUG
OG0006100	LOC108008682|XP_016928065.1|DSUZ	LOC108113286|XP_017079325.1|DEUG
OG0006101	LOC108007355|XP_016926498.1|DSUZ	LOC108110889|XP_017075636.1|DEUG
OG0006102	LOC108008504|XP_016927858.1|DSUZ	LOC108109235|XP_017073196.1|DEUG
OG0006103	LOC108004596|XP_036676951.1|DSUZ	LOC108117596|XP_017085599.1|DEUG
OG0006104	LOC108021826|XP_016946119.1|DSUZ	LOC108104931|XP_017066773.1|DEUG
OG0006105	LOC108004770|XP_016923305.1|DSUZ	LOC108104932|XP_017066774.1|DEUG
OG0006106	LOC108015871|XP_036671081.1|DSUZ	LOC108108788|XP_017072451.1|DEUG
OG0006107	LOC108009819|XP_016929990.1|DSUZ	LOC108109107|XP_017072984.1|DEUG
OG0006108	LOC108015301|XP_016937167.1|DSUZ	LOC108118530|XP_017086768.1|DEUG
OG0006109	LOC108007707|XP_016926940.1|DSUZ	LOC108116766|XP_017084281.1|DEUG
OG0006110	LOC108015927|XP_016937996.2|DSUZ	LOC108108493|XP_017072036.1|DEUG
OG0006111	LOC108009592|XP_016929553.1|DSUZ	LOC108109161|XP_017073073.1|DEUG
OG0006112	LOC108008388|XP_016927722.1|DSUZ	LOC108107346|XP_017070334.1|DEUG
OG0006113	LOC108005199|XP_016923873.2|DSUZ	LOC108114175|XP_017080469.1|DEUG
OG0006114	LOC108014783|XP_016936465.2|DSUZ	LOC108116044|XP_017083232.1|DEUG
OG0006115	LOC108010222|XP_016930555.1|DSUZ	LOC108106364|XP_017068833.1|DEUG
OG0006116	LOC108010304|XP_016930676.1|DSUZ	LOC108106748|XP_017069476.1|DEUG
OG0006117	LOC108009098|XP_016928651.1|DSUZ	LOC108112656|XP_017078275.1|DEUG
OG0006118	LOC108009292|XP_016929011.1|DSUZ	LOC108112616|XP_017078196.1|DEUG
OG0006119	LOC108019777|XP_016943242.1|DSUZ	LOC108106687|XP_017069409.1|DEUG
OG0006120	LOC108008415|XP_016927749.1|DSUZ	LOC108112187|XP_017077488.1|DEUG, LOC108118268|XP_017086355.1|DEUG
OG0006121	LOC108017621|XP_036670678.1|DSUZ	LOC108108754|XP_017072402.1|DEUG
OG0006122	LOC108020338|XP_016943977.1|DSUZ	LOC108108884|XP_017072601.1|DEUG
OG0006123	LOC108010050|XP_016930350.1|DSUZ	LOC108107472|XP_017070508.1|DEUG
OG0006124	LOC108020645|XP_016944488.2|DSUZ	LOC108116571|XP_017084001.1|DEUG, LOC108116529|XP_017083957.1|DEUG
OG0006125	LOC108007277|XP_036670993.1|DSUZ	LOC108108058|XP_017071422.1|DEUG
OG0006126	LOC108005886|XP_036671116.1|DSUZ	LOC108102751|XP_017063392.1|DEUG
OG0006127	LOC108014254|XP_016935781.2|DSUZ	LOC108104291|XP_017065754.1|DEUG
OG0006128	LOC108011363|XP_016931967.1|DSUZ	LOC108118244|XP_017086322.1|DEUG
OG0006129	LOC108014252|XP_036671245.1|DSUZ	LOC108104296|XP_017065759.1|DEUG
OG0006130	LOC108011378|XP_016931984.2|DSUZ	LOC108118214|XP_017086273.1|DEUG
OG0006131	LOC108011376|XP_016931981.2|DSUZ	LOC108118219|XP_017086284.1|DEUG
OG0006132	LOC108011380|XP_016931986.2|DSUZ	LOC108118238|XP_017086312.1|DEUG
OG0006133	LOC108011372|XP_036671251.1|DSUZ	LOC108118215|XP_017086274.1|DEUG
OG0006134	LOC108011741|XP_036670422.1|DSUZ	LOC108104287|XP_017065746.1|DEUG
OG0006135	LOC108011371|XP_016931976.2|DSUZ	LOC108118213|XP_017086271.1|DEUG
OG0006136	LOC108020837|XP_016944710.1|DSUZ	LOC108108060|XP_017071426.1|DEUG
OG0006137	LOC108012732|XP_016933653.1|DSUZ	LOC108104258|XP_017065695.1|DEUG
OG0006138	LOC108019669|XP_036670084.1|DSUZ	LOC108105396|XP_017067430.1|DEUG
OG0006139	LOC108018100|XP_016941003.1|DSUZ	LOC108104561|XP_017066193.1|DEUG
OG0006140	LOC108009858|XP_016930047.1|DSUZ	LOC108107388|XP_017070394.1|DEUG
OG0006141	LOC108009444|XP_036669139.1|DSUZ	LOC108112905|XP_017078761.1|DEUG
OG0006142	LOC108020751|XP_036670977.1|DSUZ, LOC108011768|XP_036672438.1|DSUZ	LOC108108516|XP_017072075.1|DEUG
OG0006143	LOC108006710|XP_016925740.1|DSUZ	LOC108114471|XP_017080968.1|DEUG
OG0006144	LOC108012902|XP_016933901.1|DSUZ	LOC108105992|XP_017068315.1|DEUG
OG0006145	LOC108012618|XP_016933527.1|DSUZ	LOC108107569|XP_017070617.1|DEUG
OG0006146	LOC108008870|XP_016928268.1|DSUZ	LOC108106137|XP_017068518.1|DEUG
OG0006147	LOC108006967|XP_036673123.1|DSUZ	LOC108110253|XP_017074733.1|DEUG
OG0006148	LOC108005852|XP_016924709.1|DSUZ	LOC108114421|XP_017080897.1|DEUG
OG0006149	LOC108006717|XP_036671584.1|DSUZ	LOC108114474|XP_017080972.1|DEUG
OG0006150	LOC108006708|XP_016925736.2|DSUZ	LOC108114470|XP_017080966.1|DEUG
OG0006151	LOC108019900|XP_016943480.1|DSUZ	LOC108110772|XP_017075478.1|DEUG
OG0006152	LOC108017666|XP_016940264.1|DSUZ	LOC108113761|XP_017079946.1|DEUG
OG0006153	LOC108008424|XP_016927760.1|DSUZ	LOC108113337|XP_017079385.1|DEUG
OG0006154	LOC108013788|XP_016935245.2|DSUZ, LOC118877698|XP_036673425.1|DSUZ	LOC108113696|XP_017079862.1|DEUG
OG0006155	LOC108015855|XP_016937911.2|DSUZ	LOC108109845|XP_017074090.1|DEUG
OG0006156	LOC108018536|XP_036673168.1|DSUZ	LOC108109493|XP_017073519.1|DEUG
OG0006157	LOC108008425|XP_016927762.1|DSUZ	LOC108107490|XP_017070525.1|DEUG
OG0006158	LOC108012918|XP_016933929.1|DSUZ	LOC108107730|XP_017070867.1|DEUG
OG0006159	LOC108008490|XP_016927839.1|DSUZ	LOC108106792|XP_017069526.1|DEUG
OG0006160	LOC108014521|XP_016936150.2|DSUZ, LOC108008465|XP_016927808.2|DSUZ	LOC108107484|XP_017070519.1|DEUG
OG0006161	LOC108009354|XP_016929143.1|DSUZ	LOC108104479|XP_017066065.1|DEUG
OG0006162	LOC108020364|XP_016944063.1|DSUZ	LOC108108683|XP_017072279.1|DEUG
OG0006163	LOC108008989|XP_016928421.1|DSUZ	LOC108106351|XP_017068820.1|DEUG
OG0006165	LOC108015873|XP_016937930.2|DSUZ	LOC108108679|XP_017072273.1|DEUG
OG0006167	LOC108008338|XP_016927656.1|DSUZ	LOC108109168|XP_017073080.1|DEUG
OG0006168	LOC108011121|XP_016931682.1|DSUZ	LOC108103195|XP_017064072.1|DEUG
OG0006169	LOC118878484|XP_036677382.1|DSUZ, LOC108004582|XP_016923010.2|DSUZ	LOC108104438|XP_017065986.1|DEUG, LOC108116151|XP_017083376.1|DEUG
OG0006170	LOC108009129|XP_016928721.1|DSUZ	LOC108109074|XP_017072922.1|DEUG
OG0006171	LOC108012706|XP_016933622.1|DSUZ	LOC108114048|XP_017080286.1|DEUG
OG0006172	LOC108011181|XP_016931761.2|DSUZ	LOC108104892|XP_017066711.1|DEUG
OG0006173	LOC108010514|XP_016930882.1|DSUZ	LOC108110803|XP_017075526.1|DEUG
OG0006174	LOC108007752|XP_016926996.2|DSUZ, LOC108015795|XP_016937842.2|DSUZ	LOC108108444|XP_017071987.1|DEUG, LOC108108450|XP_017071992.1|DEUG
OG0006175	LOC108009768|XP_016929886.1|DSUZ	LOC108108885|XP_017072591.1|DEUG
OG0006176	LOC108012659|XP_016933578.1|DSUZ	LOC108114794|XP_017081395.1|DEUG
OG0006176	LOC108012976|XP_016934034.1|DSUZ	LOC108114801|XP_017081403.1|DEUG
OG0006177	LOC108006817|XP_016925853.2|DSUZ	LOC108109786|XP_017073954.1|DEUG
OG0006178	LOC108008521|XP_016927880.1|DSUZ, LOC108008202|XP_036668943.1|DSUZ	LOC108112140|XP_017077377.1|DEUG
OG0006179	LOC108017875|XP_016940525.1|DSUZ, LOC108014367|XP_016935947.2|DSUZ	LOC108108983|XP_017072732.1|DEUG, LOC108115265|XP_017082111.1|DEUG, LOC108110221|XP_017074697.1|DEUG, LOC108115259|XP_017082105.1|DEUG, LOC108115267|XP_017082112.1|DEUG
OG0006181	LOC108017556|XP_036672525.1|DSUZ	LOC108117216|XP_017085031.1|DEUG
OG0006182	LOC108016070|XP_036673172.1|DSUZ	LOC108115709|XP_017082769.1|DEUG
OG0006183	LOC118876767|XP_036672683.1|DSUZ, LOC108020858|XP_016944735.1|DSUZ	LOC108116943|XP_017084580.1|DEUG
OG0006184	LOC108016182|XP_016938294.1|DSUZ	LOC108109567|XP_017073632.1|DEUG
OG0006185	LOC108006436|XP_036673308.1|DSUZ	LOC108105602|XP_017067766.1|DEUG
OG0006186	LOC108016192|XP_016938305.2|DSUZ	LOC108109551|XP_017073610.1|DEUG
OG0006187	LOC108018585|XP_036675591.1|DSUZ	LOC108111303|XP_017076186.1|DEUG
OG0006188	LOC108015048|XP_036676416.1|DSUZ	LOC108109733|XP_017073870.1|DEUG
OG0006189	LOC108015047|XP_016936776.1|DSUZ	LOC108109734|XP_017073873.1|DEUG
OG0006190	LOC108017313|XP_016939825.2|DSUZ	LOC108117523|XP_017085510.1|DEUG
OG0006191	LOC108020146|XP_016943735.2|DSUZ	LOC108115864|XP_017082979.1|DEUG
OG0006192	LOC108016838|XP_016939152.2|DSUZ	LOC108103710|XP_017064796.1|DEUG
OG0006193	LOC108006562|XP_016925583.1|DSUZ	LOC108102930|XP_017063679.1|DEUG
OG0006194	LOC108006326|XP_016925315.1|DSUZ	LOC108102988|XP_017063789.1|DEUG
OG0006195	LOC108005476|XP_016924266.1|DSUZ	LOC108110077|XP_017074454.1|DEUG
OG0006196	LOC108010605|XP_016930987.1|DSUZ	LOC108110465|XP_017075025.1|DEUG
OG0006197	LOC108020340|XP_036669789.1|DSUZ	LOC108102334|XP_017062636.1|DEUG
OG0006198	LOC108016735|XP_036676694.1|DSUZ	LOC108116561|XP_017083993.1|DEUG
OG0006199	LOC108014565|XP_016936205.2|DSUZ	LOC108113743|XP_017079921.1|DEUG
OG0006200	LOC108020789|XP_036674597.1|DSUZ	LOC108111607|XP_017076625.1|DEUG
OG0006201	LOC108010452|XP_016930804.1|DSUZ	LOC108109949|XP_017074243.1|DEUG
OG0006202	LOC108010414|XP_036675997.1|DSUZ	LOC108109924|XP_017074214.1|DEUG
OG0006203	LOC108011139|XP_016931707.1|DSUZ	LOC108105345|XP_017067337.1|DEUG
OG0006204	LOC108014625|XP_016936277.2|DSUZ, LOC108006781|XP_016925821.1|DSUZ	LOC108105240|XP_017067202.1|DEUG
OG0006205	LOC108015317|XP_016937195.1|DSUZ	LOC108103101|XP_017063955.1|DEUG
OG0006206	LOC108018914|XP_016941994.1|DSUZ	LOC108115226|XP_017082071.1|DEUG
OG0006207	LOC108015420|XP_016937342.1|DSUZ	LOC108115495|XP_017082470.1|DEUG
OG0006208	LOC108013047|XP_016934147.1|DSUZ	LOC108104644|XP_017066311.1|DEUG
OG0006209	LOC108005435|XP_016924210.1|DSUZ	LOC108103975|XP_017065242.1|DEUG
OG0006210	LOC108014920|XP_036676604.1|DSUZ	LOC108116374|XP_017083707.1|DEUG
OG0006211	LOC108021324|XP_036678352.1|DSUZ	LOC108106119|XP_017068488.1|DEUG
OG0006212	LOC108021312|XP_016945459.1|DSUZ	LOC108106117|XP_017068486.1|DEUG
OG0006213	LOC118877828|XP_036673896.1|DSUZ, LOC108011605|XP_016932264.1|DSUZ	LOC108117656|XP_017085679.1|DEUG
OG0006214	LOC108006289|XP_016925238.1|DSUZ	LOC108102987|XP_017063788.1|DEUG
OG0006215	LOC108004652|XP_016923094.1|DSUZ	LOC108117414|XP_017085311.1|DEUG
OG0006216	LOC108016166|XP_016938276.1|DSUZ	LOC108115874|XP_017082994.1|DEUG
OG0006217	LOC108016974|XP_016939405.1|DSUZ	LOC108105384|XP_017067417.1|DEUG
OG0006218	LOC108021025|XP_016944995.1|DSUZ	LOC108105853|XP_017068113.1|DEUG
OG0006219	LOC108016765|XP_016939019.1|DSUZ	LOC108102443|XP_017062926.1|DEUG
OG0006220	LOC118877370|XP_036671794.1|DSUZ	LOC108108596|XP_017072183.1|DEUG
OG0006221	LOC108010778|XP_016931194.2|DSUZ	LOC108109082|XP_017072938.1|DEUG
OG0006222	LOC108010855|XP_016931319.2|DSUZ	LOC108109057|XP_017072868.1|DEUG
OG0006223	LOC108015329|XP_016937219.1|DSUZ	LOC108109635|XP_017073700.1|DEUG
OG0006224	LOC108014964|XP_036676861.1|DSUZ	LOC108103102|XP_017063956.1|DEUG
OG0006225	LOC108011171|XP_016931749.1|DSUZ	LOC108103251|XP_017064144.1|DEUG
OG0006226	LOC108008559|XP_016927919.1|DSUZ	LOC108112237|XP_017077547.1|DEUG
OG0006227	LOC108004742|XP_016923259.1|DSUZ	LOC108111862|XP_017076974.1|DEUG
OG0006228	LOC108008967|XP_016928391.1|DSUZ	LOC108109033|XP_017072817.1|DEUG
OG0006229	LOC108020375|XP_016944101.1|DSUZ	LOC108102349|XP_017062687.1|DEUG
OG0006230	LOC108005360|XP_016924096.1|DSUZ	LOC108103474|XP_017064463.1|DEUG
OG0006231	LOC108013708|XP_016935118.1|DSUZ	LOC108102899|XP_017063601.1|DEUG
OG0006232	LOC108019130|XP_016942359.1|DSUZ	LOC108103954|XP_017065206.1|DEUG
OG0006233	LOC108018926|XP_016942007.1|DSUZ	LOC108103962|XP_017065221.1|DEUG
OG0006234	LOC108005163|XP_016923826.1|DSUZ	LOC108103482|XP_017064476.1|DEUG
OG0006235	LOC108015311|XP_016937180.1|DSUZ	LOC108103568|XP_017064582.1|DEUG
OG0006236	LOC108005474|XP_016924262.1|DSUZ	LOC108110082|XP_017074459.1|DEUG
OG0006237	LOC108015037|XP_016936758.1|DSUZ	LOC108103112|XP_017063969.1|DEUG
OG0006238	LOC108006333|XP_016925327.2|DSUZ	LOC108102944|XP_017063704.1|DEUG
OG0006239	LOC108005653|XP_016924457.1|DSUZ	LOC108102406|XP_017062850.1|DEUG
OG0006240	LOC108015521|XP_016937478.2|DSUZ	LOC108111433|XP_017076389.1|DEUG
OG0006241	LOC108005162|XP_016923825.1|DSUZ	LOC108103478|XP_017064469.1|DEUG
OG0006242	LOC108005420|XP_016924187.2|DSUZ	LOC108109989|XP_017074312.1|DEUG
OG0006243	LOC108010557|XP_016930925.2|DSUZ	LOC108110589|XP_017075178.1|DEUG
OG0006244	LOC108006975|XP_016926071.2|DSUZ	LOC108110621|XP_017075211.1|DEUG
OG0006245	LOC118879360|XP_036678108.1|DSUZ, LOC108020484|XP_036672970.1|DSUZ	LOC108115666|XP_017082718.1|DEUG
OG0006246	LOC108018991|XP_016942088.1|DSUZ	LOC108118154|XP_017086201.1|DEUG
OG0006247	LOC108009540|XP_016929469.1|DSUZ	LOC108112808|XP_017078590.1|DEUG
OG0006248	LOC108011991|XP_016932746.2|DSUZ	LOC108105372|XP_017067437.1|DEUG, LOC108117322|XP_017085182.1|DEUG
OG0006249	LOC108020937|XP_016944858.1|DSUZ	LOC108102647|XP_017063261.1|DEUG
OG0006250	LOC108019151|XP_016942390.1|DSUZ	LOC108110069|XP_017074439.1|DEUG
OG0006251	LOC108018758|XP_036675528.1|DSUZ	LOC108115816|XP_017082896.1|DEUG
OG0006252	LOC108011278|XP_016931875.1|DSUZ	LOC108115815|XP_017082895.1|DEUG
OG0006253	LOC108018886|XP_036675871.1|DSUZ	LOC108118152|XP_017086198.1|DEUG
OG0006254	LOC108021036|XP_016945016.1|DSUZ	LOC108115527|XP_017082518.1|DEUG
