Orthogroup	DSUZ.longest_only	DSIM.longest_only
OG0005048	LOC108011733|XP_036671728.1|DSUZ	LOC6737840|XP_002084668.1|DSIM
OG0005049	LOC108013003|XP_016934077.2|DSUZ	LOC6738957|XP_039149584.1|DSIM
OG0005050	LOC108009103|XP_016928657.1|DSUZ	LOC6739397|XP_016027096.1|DSIM
OG0005051	LOC108013098|XP_016934231.1|DSUZ	LOC6738973|XP_016032800.1|DSIM
OG0005052	LOC108012560|XP_016933464.1|DSUZ	LOC6738975|XP_002085770.1|DSIM
OG0005053	LOC108020354|XP_016944040.1|DSUZ	LOC6731662|XP_002078802.1|DSIM
OG0005054	LOC108005740|XP_036670587.1|DSUZ	LOC6738842|XP_016032662.1|DSIM
OG0005055	LOC108013738|XP_016935178.1|DSUZ	LOC6726480|XP_016040095.1|DSIM
OG0005056	LOC108018249|XP_016941268.1|DSUZ	LOC6734622|XP_016027773.1|DSIM
OG0005057	LOC108005826|XP_036670940.1|DSUZ	LOC6737151|XP_016030792.1|DSIM
OG0005058	LOC108014460|XP_036671441.1|DSUZ	LOC6736860|XP_039149199.1|DSIM
OG0005059	LOC108008427|XP_016927765.1|DSUZ	LOC6736119|XP_016029507.1|DSIM
OG0005060	LOC108009482|XP_016929357.1|DSUZ	LOC6736118|XP_016029501.1|DSIM
OG0005061	LOC108005904|XP_016924800.1|DSUZ	LOC6731221|XP_002078380.2|DSIM
OG0005062	LOC108018021|XP_016940869.1|DSUZ	LOC6735970|XP_016029327.1|DSIM
OG0005063	LOC108007465|XP_016926626.1|DSUZ	LOC6730394|XP_002102052.1|DSIM
OG0005064	LOC108014684|XP_016936347.1|DSUZ	LOC6738244|XP_002085056.1|DSIM
OG0005065	LOC108017919|XP_016940578.1|DSUZ	LOC6733393|XP_016026315.1|DSIM
OG0005066	LOC108010170|XP_016930502.1|DSUZ	LOC6734786|XP_002081789.2|DSIM
OG0005067	LOC108010244|XP_016930587.1|DSUZ	LOC6735684|XP_016029054.1|DSIM
OG0005068	LOC108007548|XP_016926730.2|DSUZ	LOC6738552|XP_002085357.2|DSIM
OG0005069	LOC108019782|XP_016943262.1|DSUZ	LOC6733467|XP_002080524.1|DSIM
OG0005070	LOC108007264|XP_016926392.1|DSUZ	LOC6739507|XP_016029346.1|DSIM
OG0005071	LOC108014492|XP_036672186.1|DSUZ	LOC6737695|XP_016031463.1|DSIM
OG0005072	LOC108015251|XP_016937093.1|DSUZ	LOC27206706|XP_016037648.1|DSIM
OG0005073	LOC108018219|XP_016941227.1|DSUZ	LOC6735068|XP_002082045.1|DSIM
OG0005074	LOC108012908|XP_016933915.1|DSUZ	LOC6737210|XP_016030905.1|DSIM
OG0005075	LOC108008681|XP_016928064.1|DSUZ	LOC6735562|XP_002082482.1|DSIM
OG0005076	LOC108008325|XP_016927637.1|DSUZ	LOC6733939|XP_002080983.2|DSIM
OG0005078	LOC108011839|XP_036671970.1|DSUZ	LOC6736655|XP_016030256.1|DSIM
OG0005079	LOC108009106|XP_016928665.1|DSUZ	LOC6736160|XP_016029568.1|DSIM
OG0005080	LOC108007126|XP_016926219.1|DSUZ	LOC6736555|XP_016030133.1|DSIM
OG0005081	LOC108017739|XP_016940337.1|DSUZ	LOC6733302|XP_016026225.1|DSIM
OG0005082	LOC108017675|XP_016940271.2|DSUZ	LOC6738204|XP_002085017.1|DSIM
OG0005083	LOC108013720|XP_016935149.1|DSUZ	LOC6731433|XP_002078584.1|DSIM
OG0005084	LOC108013381|XP_016934696.1|DSUZ	LOC6737993|XP_039149684.1|DSIM
OG0005085	LOC108013935|XP_016935434.2|DSUZ	LOC6737624|XP_039149899.1|DSIM
OG0005086	LOC108018208|XP_016941214.1|DSUZ	LOC6733375|XP_002080432.2|DSIM
OG0005087	LOC108013214|XP_016934421.1|DSUZ	LOC6737488|XP_016031270.1|DSIM
OG0005088	LOC108010005|XP_016930282.1|DSUZ	LOC6733933|XP_039147400.1|DSIM
OG0005089	LOC108010004|XP_016930281.1|DSUZ	LOC6733935|XP_002080979.1|DSIM
OG0005090	LOC108009764|XP_016929880.1|DSUZ	LOC6735251|XP_002082224.1|DSIM
OG0005091	LOC108019863|XP_036670199.1|DSUZ	LOC6734204|XP_039148067.1|DSIM
OG0005092	LOC108006834|XP_016925871.1|DSUZ	LOC6737166|XP_002084012.1|DSIM
OG0005093	LOC108005842|XP_016924679.1|DSUZ	LOC6738745|XP_016032556.1|DSIM
OG0005094	LOC108015840|XP_036671964.1|DSUZ	LOC6736653|XP_039149939.1|DSIM
OG0005095	LOC108009327|XP_016929087.1|DSUZ	LOC6736149|XP_016029535.1|DSIM
OG0005096	LOC108021536|XP_016945790.1|DSUZ	LOC6730790|XP_002077958.1|DSIM
OG0005097	LOC108008378|XP_016927709.1|DSUZ	LOC6735586|XP_016028948.1|DSIM
OG0005098	LOC108009977|XP_016930236.1|DSUZ	LOC6736092|XP_016029486.1|DSIM
OG0005099	LOC108008910|XP_016928306.1|DSUZ	LOC6736135|XP_002083035.1|DSIM
OG0005100	LOC108008661|XP_016928039.1|DSUZ	LOC6736136|XP_016029525.1|DSIM
OG0005101	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ	LOC6727374|XP_002102759.1|DSIM
OG0005102	LOC108009788|XP_016929919.1|DSUZ	LOC6735474|XP_016028781.1|DSIM
OG0005103	LOC108007265|XP_016926393.1|DSUZ	LOC6735983|XP_002082892.1|DSIM
OG0005104	LOC108010030|XP_016930325.1|DSUZ	LOC6731519|XP_002078667.1|DSIM
OG0005105	LOC108012755|XP_016933678.1|DSUZ	LOC6738448|XP_002085255.1|DSIM
OG0005106	LOC108012318|XP_036671222.1|DSUZ	LOC6736537|XP_039150056.1|DSIM
OG0005107	LOC108007112|XP_016926203.1|DSUZ	LOC6736579|XP_002083441.1|DSIM
OG0005108	LOC108009342|XP_016929119.1|DSUZ	LOC6734442|XP_002081462.1|DSIM
OG0005109	LOC108004691|XP_016923188.1|DSUZ	LOC6725663|XP_002106669.2|DSIM
OG0005110	LOC108005642|XP_016924445.2|DSUZ	LOC6738354|XP_002085164.2|DSIM
OG0005111	LOC108011454|XP_016932087.1|DSUZ	LOC6736920|XP_016030566.1|DSIM
OG0005112	LOC108012379|XP_016933223.1|DSUZ	LOC6736310|XP_002083194.1|DSIM
OG0005113	LOC118877325|XP_036671497.1|DSUZ	LOC6736919|XP_016030570.1|DSIM
OG0005114	LOC108012435|XP_016933290.1|DSUZ	LOC6736467|XP_002083338.1|DSIM
OG0005115	LOC108021628|XP_016945924.1|DSUZ	LOC6731023|XP_016023512.1|DSIM
OG0005116	LOC108006669|XP_036671609.1|DSUZ	LOC6738378|XP_002085187.1|DSIM
OG0005117	LOC108016777|XP_016939032.1|DSUZ	LOC6739933|XP_039152697.1|DSIM
OG0005118	LOC108021466|XP_016945687.1|DSUZ	LOC6731695|XP_002078831.2|DSIM
OG0005119	LOC108017972|XP_036670120.1|DSUZ	LOC6734599|XP_016027731.1|DSIM
OG0005120	LOC108013542|XP_016934933.1|DSUZ	LOC6736416|XP_016029919.1|DSIM
OG0005121	LOC108020758|XP_036670654.1|DSUZ	LOC6738694|XP_002085496.1|DSIM
OG0005122	LOC108011263|XP_016931858.1|DSUZ	LOC6737909|XP_016031684.1|DSIM
OG0005123	LOC108015539|XP_036670396.1|DSUZ	LOC6738591|XP_002085395.1|DSIM
OG0005124	LOC108006797|XP_036670684.1|DSUZ	LOC6738368|XP_039149611.1|DSIM
OG0005125	LOC108006684|XP_036671602.1|DSUZ	LOC6738370|XP_039149596.1|DSIM
OG0005126	LOC108012344|XP_016933181.1|DSUZ	LOC6737279|XP_016030996.1|DSIM
OG0005127	LOC108012876|XP_016933853.1|DSUZ	LOC6736442|XP_002083313.1|DSIM
OG0005128	LOC108007642|XP_036669904.1|DSUZ	LOC6734250|XP_016027300.1|DSIM
OG0005129	LOC108013485|XP_016934857.1|DSUZ	LOC6738860|XP_016032683.1|DSIM
OG0005130	LOC108012842|XP_016933797.1|DSUZ	LOC6738904|XP_002085699.1|DSIM
OG0005131	LOC108005762|XP_036671026.1|DSUZ	LOC6737142|XP_016030768.1|DSIM
OG0005132	LOC108007731|XP_016926972.1|DSUZ	LOC6737612|XP_002084444.1|DSIM
OG0005133	LOC108007125|XP_036672015.1|DSUZ	LOC6736619|XP_016030206.1|DSIM
OG0005134	LOC108011737|XP_036671259.1|DSUZ	LOC6737836|XP_016031610.2|DSIM
OG0005135	LOC108013244|XP_016934480.1|DSUZ	LOC27206271|XP_016029927.1|DSIM
OG0005136	LOC108013402|XP_016934745.1|DSUZ	LOC6736426|XP_016029930.1|DSIM
OG0005137	LOC108020162|XP_016943753.2|DSUZ	LOC27207840|XP_016036565.1|DSIM
OG0005138	LOC118877399|XP_036671954.1|DSUZ	LOC6736898|XP_002083751.1|DSIM
OG0005139	LOC108013312|XP_016934593.1|DSUZ	LOC6736962|XP_016030601.1|DSIM
OG0005140	LOC108021483|XP_016945717.1|DSUZ	LOC6731024|XP_002078185.1|DSIM
OG0005141	LOC108009498|XP_016929382.1|DSUZ	LOC6734701|XP_039147840.1|DSIM
OG0005142	LOC108013544|XP_016934938.1|DSUZ	LOC6737325|XP_002084163.1|DSIM
OG0005143	LOC108013117|XP_016934263.1|DSUZ	LOC6737318|XP_016031039.1|DSIM
OG0005144	LOC108012666|XP_016933582.1|DSUZ	LOC6737320|XP_002084158.1|DSIM
OG0005145	LOC108013557|XP_016934960.1|DSUZ	LOC6737322|XP_002084160.1|DSIM
OG0005146	LOC108013106|XP_016934242.1|DSUZ	LOC6738996|XP_002085791.1|DSIM
OG0005147	LOC108013108|XP_016934246.1|DSUZ	LOC6738995|XP_016032822.1|DSIM
OG0005148	LOC108013407|XP_016934753.1|DSUZ	LOC6737415|XP_016031175.1|DSIM
OG0005149	LOC108009501|XP_016929391.1|DSUZ	LOC6734986|XP_002081968.1|DSIM
OG0005150	LOC108018839|XP_016941915.1|DSUZ	LOC6738312|XP_002085122.1|DSIM
OG0005151	LOC108020067|XP_016943655.1|DSUZ	LOC6736759|XP_002083615.2|DSIM
OG0005152	LOC108020064|XP_016943652.1|DSUZ	LOC6736755|XP_002083611.1|DSIM
OG0005153	LOC108020060|XP_016943649.1|DSUZ	LOC6736753|XP_002083609.1|DSIM
OG0005154	LOC108020053|XP_036670530.1|DSUZ	LOC6736751|XP_016030376.1|DSIM
OG0005155	LOC108012420|XP_016933269.1|DSUZ	LOC6736220|XP_039149392.1|DSIM
OG0005156	LOC108018403|XP_016941449.1|DSUZ	LOC6727239|XP_002102631.1|DSIM
OG0005157	LOC108009579|XP_016929534.1|DSUZ	LOC6735686|XP_016029057.1|DSIM
OG0005158	LOC108013119|XP_016934278.1|DSUZ	LOC6737002|XP_016030628.1|DSIM
OG0005159	LOC108019465|XP_016942781.2|DSUZ	LOC6738345|XP_016032191.2|DSIM
OG0005160	LOC108015548|XP_036671770.1|DSUZ	LOC6739659|XP_002076553.1|DSIM
OG0005161	LOC108009935|XP_016930165.1|DSUZ	LOC6739516|XP_016029406.1|DSIM
OG0005162	LOC108014995|XP_016936708.1|DSUZ	LOC6725514|XP_002106527.1|DSIM
OG0005163	LOC108007448|XP_016926599.1|DSUZ	LOC6739106|XP_002085899.1|DSIM
OG0005164	LOC108013516|XP_016934899.1|DSUZ	LOC27209466|XP_016031585.1|DSIM
OG0005165	LOC108018060|XP_016940944.1|DSUZ	LOC6733237|XP_016026117.1|DSIM
OG0005166	LOC108016249|XP_016938361.2|DSUZ	LOC6726803|XP_002102210.1|DSIM
OG0005167	LOC108016256|XP_016938367.1|DSUZ	LOC6726802|XP_002102209.2|DSIM
OG0005168	LOC108006850|XP_036672382.1|DSUZ	LOC6738414|XP_002085223.2|DSIM
OG0005169	LOC108011873|XP_016932606.2|DSUZ	LOC6736717|XP_016030329.1|DSIM
OG0005170	LOC108011828|XP_036671629.1|DSUZ	LOC6736716|XP_016030326.1|DSIM
OG0005171	LOC108011841|XP_016932568.1|DSUZ	LOC6736715|XP_002083571.1|DSIM
OG0005172	LOC108010168|XP_016930500.1|DSUZ	LOC6735560|XP_016028897.1|DSIM
OG0005173	LOC108017969|XP_016940755.1|DSUZ	LOC6733289|XP_002080352.3|DSIM
OG0005174	LOC108010269|XP_016930619.1|DSUZ	LOC6735889|XP_016029244.1|DSIM
OG0005175	LOC108009629|XP_016929607.1|DSUZ	LOC6735870|XP_002082780.2|DSIM
OG0005176	LOC108019927|XP_016943526.1|DSUZ	LOC6735158|XP_016028438.1|DSIM
OG0005177	LOC108010090|XP_016930398.1|DSUZ	LOC6735872|XP_016029235.1|DSIM
OG0005178	LOC108012436|XP_016933291.1|DSUZ	LOC6737290|XP_002084130.1|DSIM
OG0005179	LOC108012829|XP_016933778.1|DSUZ	LOC6737307|XP_002084147.2|DSIM
OG0005180	LOC108012939|XP_016933964.1|DSUZ	LOC6736364|XP_016029857.1|DSIM
OG0005181	LOC108006273|XP_016925212.1|DSUZ	LOC6726132|XP_016039646.1|DSIM
OG0005182	LOC108009496|XP_016929378.1|DSUZ	LOC6733679|XP_016026650.1|DSIM
OG0005183	LOC108009816|XP_016929986.1|DSUZ	LOC6733870|XP_016026892.1|DSIM
OG0005184	LOC108009644|XP_016929635.1|DSUZ	LOC6733867|XP_039147390.1|DSIM
OG0005185	LOC108009895|XP_016930102.1|DSUZ	LOC6733694|XP_016026666.1|DSIM
OG0005186	LOC108008482|XP_016927830.1|DSUZ	LOC6733982|XP_016027015.1|DSIM
OG0005187	LOC108017967|XP_036670069.1|DSUZ	LOC6733290|XP_039147935.1|DSIM
OG0005188	LOC108018154|XP_016941110.1|DSUZ	LOC6735118|XP_016028393.1|DSIM
OG0005189	LOC108015225|XP_036676079.1|DSUZ	LOC6726438|XP_016039996.1|DSIM
OG0005190	LOC108006818|XP_036672096.1|DSUZ	LOC6737191|XP_002084037.2|DSIM
OG0005191	LOC108007380|XP_036673755.1|DSUZ	LOC6727837|XP_016034423.1|DSIM
OG0005192	LOC108009334|XP_036669142.1|DSUZ	LOC6735026|XP_016028300.1|DSIM
OG0005193	LOC108009326|XP_016929085.1|DSUZ	LOC6733698|XP_039147806.1|DSIM
OG0005194	LOC108010157|XP_016930482.1|DSUZ	LOC6735409|XP_039147352.1|DSIM
OG0005195	LOC108017930|XP_016940612.1|DSUZ	LOC6733405|XP_002080462.2|DSIM
OG0005196	LOC108005802|XP_016924621.1|DSUZ	LOC6738839|XP_002085639.1|DSIM
OG0005197	LOC108008374|XP_016927703.1|DSUZ	LOC6739518|XP_016029419.1|DSIM
OG0005198	LOC108007283|XP_036671632.1|DSUZ	LOC6737854|XP_002084682.3|DSIM
OG0005199	LOC108018230|XP_016941241.1|DSUZ	LOC6734631|XP_002081639.1|DSIM
OG0005200	LOC108009672|XP_016929692.1|DSUZ	LOC6734898|XP_002081895.1|DSIM
OG0005201	LOC108008300|XP_016927601.1|DSUZ	LOC6736166|XP_002083066.1|DSIM
OG0005202	LOC108010146|XP_016930470.1|DSUZ	LOC27208914|XP_016026360.1|DSIM
OG0005203	LOC108009124|XP_016928700.1|DSUZ	LOC6734461|XP_039147503.1|DSIM
OG0005204	LOC108021313|XP_016945456.1|DSUZ	LOC6731258|XP_016023814.1|DSIM
OG0005205	LOC108021266|XP_016945383.1|DSUZ	LOC6730860|XP_016023286.1|DSIM
OG0005206	LOC108010160|XP_016930486.1|DSUZ	LOC6735895|XP_002082805.1|DSIM
OG0005207	LOC108009980|XP_016930243.1|DSUZ	LOC6733714|XP_002080761.2|DSIM
OG0005208	LOC108008201|XP_036669255.1|DSUZ	LOC27207579|XP_039147861.1|DSIM
OG0005209	LOC108021409|XP_016945605.1|DSUZ	LOC6732387|XP_002079508.3|DSIM
OG0005210	LOC108021155|XP_036670104.1|DSUZ	LOC6732386|XP_039151677.1|DSIM
OG0005211	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ	LOC6739101|XP_016032942.1|DSIM
OG0005212	LOC108009843|XP_016930025.1|DSUZ	LOC27207041|XP_016029418.1|DSIM
OG0005213	LOC108015253|XP_016937094.1|DSUZ	LOC6725301|XP_002106319.1|DSIM
OG0005214	LOC108011942|XP_016932680.1|DSUZ	LOC6731431|XP_016024054.1|DSIM
OG0005215	LOC108021464|XP_016945683.1|DSUZ	LOC6730909|XP_016023340.1|DSIM
OG0005216	LOC108019699|XP_016943086.1|DSUZ	LOC6732811|XP_002079924.1|DSIM
OG0005217	LOC108018053|XP_016940936.1|DSUZ	LOC6733089|XP_039146949.1|DSIM
OG0005218	LOC108019129|XP_016942356.1|DSUZ	LOC6731582|XP_016024258.1|DSIM
OG0005219	LOC108010048|XP_016930347.1|DSUZ	LOC6733663|XP_002080710.1|DSIM
OG0005220	LOC108013011|XP_016934088.1|DSUZ	LOC6736358|XP_002083234.1|DSIM
OG0005221	LOC108005726|XP_016924545.1|DSUZ	LOC6731607|XP_002078748.2|DSIM
OG0005222	LOC108013483|XP_016934858.1|DSUZ	LOC6732580|XP_039154548.1|DSIM
OG0005223	LOC108021085|XP_016945095.1|DSUZ	LOC6732200|XP_002079329.1|DSIM
OG0005224	LOC108007872|XP_036669109.1|DSUZ	LOC6731542|XP_039154529.1|DSIM
OG0005225	LOC108021385|XP_016945571.1|DSUZ	LOC6739181|XP_002076092.2|DSIM
OG0005226	LOC108011971|XP_016932720.2|DSUZ	LOC6731428|XP_016024045.1|DSIM
OG0005227	LOC108021596|XP_016945878.1|DSUZ	LOC6732502|XP_016025159.1|DSIM
OG0005228	LOC108021518|XP_016945767.1|DSUZ	LOC6732503|XP_002079623.2|DSIM
OG0005229	LOC108021008|XP_016944973.1|DSUZ	LOC6730502|XP_016022952.1|DSIM
OG0005230	LOC108018342|XP_016941375.1|DSUZ	LOC6731943|XP_016024607.1|DSIM
OG0005231	LOC108004968|XP_016923561.1|DSUZ	LOC6730399|XP_002077580.1|DSIM
OG0005232	LOC108021140|XP_016945189.1|DSUZ	LOC6730775|XP_016023193.1|DSIM
OG0005233	LOC108006441|XP_016925458.1|DSUZ	LOC6732381|XP_002079502.1|DSIM
OG0005234	LOC108021577|XP_016945849.1|DSUZ	LOC27206202|XP_039150766.1|DSIM
OG0005235	LOC108020929|XP_016944841.1|DSUZ	LOC6732707|XP_002079821.1|DSIM
OG0005236	LOC108007467|XP_016926635.1|DSUZ	LOC6730953|XP_016023414.1|DSIM
OG0005237	LOC108021480|XP_016945711.1|DSUZ	LOC6730950|XP_016023411.1|DSIM
OG0005238	LOC108012165|XP_016932951.1|DSUZ	LOC6730949|XP_002078112.1|DSIM
OG0005239	LOC108021474|XP_016945702.1|DSUZ	LOC6730669|XP_016023109.1|DSIM
OG0005240	LOC108021263|XP_016945377.1|DSUZ	LOC6731802|XP_016024486.1|DSIM
OG0005241	LOC108021034|XP_016945012.1|DSUZ	LOC6730539|XP_039150708.1|DSIM
OG0005242	LOC108005843|XP_016924683.1|DSUZ	LOC27207753|XP_016024549.1|DSIM
OG0005243	LOC108020978|XP_036677034.1|DSUZ	LOC6730503|XP_002077684.1|DSIM
OG0005244	LOC108008075|XP_036672516.1|DSUZ	LOC6728320|XP_016034955.1|DSIM
OG0005245	LOC108017127|XP_036674874.1|DSUZ	LOC6727032|XP_002102430.1|DSIM
OG0005246	LOC108020958|XP_016944894.2|DSUZ	LOC6730455|XP_002077636.1|DSIM
OG0005247	LOC108009791|XP_016929940.1|DSUZ	LOC6739497|XP_016029251.1|DSIM
OG0005248	LOC108004880|XP_036673962.1|DSUZ	LOC6728007|XP_016034605.1|DSIM
OG0005249	LOC108018611|XP_016941662.2|DSUZ	LOC6727613|XP_016034202.1|DSIM
OG0005250	LOC108017481|XP_016940075.1|DSUZ	LOC6733065|XP_016025766.1|DSIM
OG0005251	LOC108020999|XP_016944955.1|DSUZ	LOC6731783|XP_016024474.1|DSIM
OG0005252	LOC108017922|XP_016940588.1|DSUZ	LOC27209277|XP_016025494.1|DSIM
OG0005253	LOC108014531|XP_016936166.1|DSUZ	LOC6733039|XP_016025729.1|DSIM
OG0005254	LOC108009384|XP_016929187.1|DSUZ	LOC6732836|XP_002079949.2|DSIM
OG0005255	LOC108021530|XP_016945781.1|DSUZ	LOC6732835|XP_016025560.1|DSIM
OG0005256	LOC108015732|XP_016937759.1|DSUZ	LOC6740415|XP_002077271.1|DSIM
OG0005257	LOC108021625|XP_016945920.1|DSUZ	LOC27206517|XP_016024189.1|DSIM
OG0005258	LOC108021484|XP_016945714.1|DSUZ	LOC6731629|XP_002078769.2|DSIM
OG0005259	LOC108020663|XP_016944517.1|DSUZ	LOC6732315|XP_002079443.2|DSIM
OG0005260	LOC108020675|XP_016944537.1|DSUZ	LOC6732317|XP_016024980.1|DSIM
OG0005261	LOC108021281|XP_016945408.1|DSUZ	LOC6731840|XP_016024524.1|DSIM
OG0005262	LOC108015193|XP_016937005.1|DSUZ	LOC6731065|XP_002078224.1|DSIM
OG0005263	LOC108020969|XP_036675270.1|DSUZ	LOC6732828|XP_016025552.1|DSIM
OG0005264	LOC108012201|XP_016932988.1|DSUZ	LOC6727702|XP_016034278.1|DSIM
OG0005265	LOC108021038|XP_016945018.1|DSUZ	LOC6732824|XP_016025546.1|DSIM
OG0005266	LOC108020931|XP_016944847.1|DSUZ	LOC6732452|XP_002079572.1|DSIM
OG0005267	LOC108021176|XP_016945247.1|DSUZ	LOC6730735|XP_002077903.1|DSIM
OG0005268	LOC108021175|XP_016945246.1|DSUZ	LOC6730736|XP_002077904.1|DSIM
OG0005269	LOC108021144|XP_016945200.2|DSUZ	LOC6730753|XP_039150043.1|DSIM
OG0005270	LOC108021655|XP_016945956.1|DSUZ	LOC6731957|XP_002079092.1|DSIM
OG0005271	LOC108020975|XP_016944914.1|DSUZ	LOC6732757|XP_016025478.1|DSIM
OG0005272	LOC108021242|XP_016945340.1|DSUZ	LOC6732755|XP_002079868.1|DSIM
OG0005273	LOC108010562|XP_016930933.1|DSUZ	LOC6731491|XP_002078640.1|DSIM
OG0005274	LOC108021152|XP_016945212.1|DSUZ	LOC6731953|XP_039154573.1|DSIM
OG0005275	LOC108018075|XP_016940969.1|DSUZ	LOC6731760|XP_016024441.1|DSIM
OG0005276	LOC108021547|XP_036673922.1|DSUZ	LOC6730896|XP_016023322.1|DSIM
OG0005277	LOC108005899|XP_016924786.1|DSUZ	LOC6730907|XP_016023339.1|DSIM
OG0005278	LOC108009864|XP_016930053.1|DSUZ	LOC6735415|XP_002082357.1|DSIM
OG0005279	LOC108007641|XP_016926851.1|DSUZ	LOC6731170|XP_016023718.1|DSIM
OG0005280	LOC108021362|XP_016945541.1|DSUZ	LOC6730527|XP_002077706.2|DSIM
OG0005281	LOC108005596|XP_016924425.2|DSUZ	LOC6730708|XP_016023143.1|DSIM
OG0005282	LOC108004870|XP_016923443.1|DSUZ	LOC6726874|XP_002102276.1|DSIM
OG0005283	LOC108015775|XP_016937807.2|DSUZ	LOC6729328|XP_016035965.1|DSIM
OG0005284	LOC108017116|XP_016939568.1|DSUZ	LOC6733055|XP_016025737.2|DSIM
OG0005285	LOC108005655|XP_016924463.1|DSUZ	LOC6733056|XP_002080134.1|DSIM
OG0005286	LOC108017230|XP_016939719.1|DSUZ	LOC6730530|XP_039147280.1|DSIM
OG0005287	LOC108017208|XP_016939698.1|DSUZ	LOC6730531|XP_002077710.1|DSIM
OG0005288	LOC108017847|XP_036668583.1|DSUZ	LOC27206544|XP_039147201.1|DSIM
OG0005289	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ	LOC6725079|XP_039147446.1|DSIM
OG0005290	LOC108016287|XP_016938410.1|DSUZ	LOC6726829|XP_016033335.1|DSIM
OG0005291	LOC108006089|XP_016925028.1|DSUZ	LOC6732184|XP_002079313.1|DSIM
OG0005292	LOC108020707|XP_016944567.1|DSUZ	LOC6732186|XP_016024869.1|DSIM
OG0005293	LOC108013570|XP_016934985.1|DSUZ	LOC6732397|XP_002079518.2|DSIM
OG0005294	LOC108021223|XP_016945315.1|DSUZ	LOC6732058|XP_002079190.1|DSIM
OG0005295	LOC108017173|XP_036668702.1|DSUZ	LOC6732183|XP_039154315.1|DSIM
OG0005296	LOC108007994|XP_036675006.1|DSUZ	LOC6726862|XP_016033364.1|DSIM
OG0005297	LOC108021600|XP_016945883.1|DSUZ	LOC6731528|XP_016024202.1|DSIM
OG0005298	LOC108021069|XP_016945070.1|DSUZ	LOC6731669|XP_002078809.1|DSIM
OG0005299	LOC108015446|XP_036675424.1|DSUZ	LOC6730093|XP_002105386.1|DSIM
OG0005300	LOC108004705|XP_016923207.1|DSUZ	LOC6725387|XP_016038461.1|DSIM
OG0005301	LOC108019425|XP_016942739.1|DSUZ	LOC27206512|XP_016024373.1|DSIM
OG0005302	LOC108009758|XP_016929869.1|DSUZ	LOC6734021|XP_016027043.2|DSIM
OG0005303	LOC108020928|XP_016944840.1|DSUZ	LOC6732709|XP_002079823.1|DSIM
OG0005304	LOC108006474|XP_016925489.1|DSUZ	LOC120284730|XP_039149215.1|DSIM, LOC6731215|XP_039149008.1|DSIM
OG0005305	LOC108009863|XP_016930052.1|DSUZ	LOC6735414|XP_039147350.1|DSIM
OG0005306	LOC108016840|XP_016939165.1|DSUZ	LOC6732555|XP_002079674.1|DSIM
OG0005307	LOC108008787|XP_016928176.1|DSUZ	LOC6731938|XP_016024601.1|DSIM
OG0005308	LOC108021216|XP_016945304.1|DSUZ	LOC6731843|XP_016024525.1|DSIM
OG0005309	LOC108019603|XP_016942967.1|DSUZ	LOC6730845|XP_016023263.1|DSIM
OG0005310	LOC108021245|XP_016945350.1|DSUZ	LOC6731474|XP_002078623.1|DSIM
OG0005311	LOC108014292|XP_016935845.1|DSUZ	LOC6732119|XP_002079251.2|DSIM
OG0005312	LOC108011972|XP_016932721.1|DSUZ	LOC6732156|XP_016024836.1|DSIM
OG0005313	LOC108021546|XP_016945803.1|DSUZ	LOC6731765|XP_016024446.1|DSIM
OG0005314	LOC108020946|XP_016944874.1|DSUZ	LOC6732041|XP_016024728.1|DSIM
OG0005315	LOC108021542|XP_016945797.1|DSUZ	LOC6732692|XP_016025424.1|DSIM
OG0005316	LOC108009809|XP_016929972.1|DSUZ	LOC6735413|XP_016028730.1|DSIM
OG0005317	LOC108021126|XP_016945172.1|DSUZ	LOC6732550|XP_016025204.1|DSIM
OG0005318	LOC108010975|XP_036677998.1|DSUZ	LOC6733134|XP_016025846.1|DSIM
OG0005319	LOC108021101|XP_016945119.1|DSUZ	LOC6732399|XP_016025055.1|DSIM
OG0005320	LOC108021131|XP_016945178.1|DSUZ	LOC6732894|XP_016025616.1|DSIM
OG0005321	LOC108021328|XP_016945486.1|DSUZ	LOC6731910|XP_016024577.1|DSIM
OG0005322	LOC108021307|XP_016945450.1|DSUZ	LOC6730624|XP_016023070.1|DSIM
OG0005323	LOC108021316|XP_036674290.1|DSUZ	LOC6739228|XP_016024285.1|DSIM
OG0005324	LOC108021487|XP_016945719.1|DSUZ	LOC6731676|XP_002078816.1|DSIM
OG0005325	LOC108017639|XP_016940242.1|DSUZ	LOC27207633|XP_016023211.1|DSIM
OG0005326	LOC108008288|XP_016927592.1|DSUZ	LOC27206834|XP_039154492.1|DSIM
OG0005327	LOC108006269|XP_016925211.1|DSUZ	LOC6731589|XP_016024266.1|DSIM
OG0005328	LOC108020791|XP_016944659.1|DSUZ	LOC6727717|XP_016034292.1|DSIM
OG0005329	LOC108013058|XP_016934166.1|DSUZ	LOC6737371|XP_002084209.1|DSIM
OG0005330	LOC108013057|XP_016934164.1|DSUZ	LOC6737370|XP_002084208.2|DSIM
OG0005331	LOC108021015|XP_016944984.1|DSUZ	LOC6730734|XP_016023156.1|DSIM
